Accelerometer LUA^ accX;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticY;Accelerometer RKN_ accX;InertialMeasurementUnit RUA magneticX;Accelerometer BACK accX
?;-332.0;269.0;15.0;326.0;366.0;136.0
64.0;-309.0;604.0;-15.0;308.0;390.0;130.0
-20.0;-356.0;825.0;-45.0;287.0;416.0;?
-82.0;-338.0;1128.0;-64.0;281.0;439.0;165.0
-139.0;-345.0;?;-43.0;286.0;460.0;162.0
-147.0;-278.0;1747.0;-35.0;320.0;471.0;172.0
?;-338.0;1075.0;-27.0;336.0;485.0;173.0
-68.0;-280.0;?;-19.0;336.0;498.0;183.0
-74.0;?;524.0;-13.0;?;508.0;192.0
-77.0;-212.0;249.0;-13.0;317.0;516.0;166.0
-68.0;-173.0;93.0;-12.0;308.0;?;134.0
-75.0;-143.0;73.0;-7.0;310.0;517.0;148.0
-86.0;-127.0;108.0;-1.0;305.0;510.0;140.0
-77.0;-114.0;145.0;4.0;288.0;507.0;151.0
-97.0;-100.0;172.0;8.0;295.0;506.0;148.0
-91.0;-79.0;211.0;11.0;301.0;504.0;146.0
-91.0;-51.0;183.0;18.0;301.0;502.0;135.0
-104.0;-27.0;127.0;17.0;318.0;502.0;146.0
-77.0;-25.0;36.0;16.0;304.0;502.0;120.0
-85.0;-34.0;-28.0;16.0;306.0;503.0;136.0
?;-18.0;-64.0;14.0;297.0;?;146.0
-94.0;?;-53.0;15.0;295.0;?;153.0
-95.0;30.0;-26.0;?;318.0;504.0;154.0
-95.0;-6.0;-8.0;15.0;309.0;504.0;?
-95.0;17.0;-29.0;12.0;318.0;506.0;144.0
-102.0;39.0;-5.0;13.0;298.0;507.0;141.0
-98.0;7.0;-26.0;11.0;293.0;?;122.0
-76.0;11.0;-4.0;13.0;311.0;508.0;131.0
-105.0;26.0;?;12.0;318.0;508.0;146.0
-106.0;32.0;-29.0;9.0;301.0;507.0;?
-123.0;22.0;-13.0;11.0;295.0;508.0;146.0
-88.0;-17.0;-3.0;?;?;507.0;137.0
-95.0;39.0;-42.0;11.0;314.0;509.0;140.0
-111.0;9.0;-7.0;11.0;303.0;509.0;144.0
-91.0;?;-2.0;10.0;299.0;509.0;144.0
-98.0;22.0;10.0;8.0;?;507.0;136.0
-88.0;16.0;18.0;7.0;306.0;509.0;135.0
-96.0;26.0;7.0;7.0;310.0;507.0;126.0
-109.0;23.0;?;5.0;301.0;506.0;125.0
-95.0;?;-28.0;4.0;300.0;506.0;135.0
-102.0;22.0;-35.0;5.0;300.0;?;135.0
-112.0;17.0;-24.0;?;311.0;505.0;136.0
-108.0;-1.0;-17.0;?;315.0;506.0;145.0
-86.0;7.0;4.0;4.0;301.0;506.0;126.0
-114.0;-11.0;63.0;?;308.0;505.0;117.0
-104.0;-6.0;-9.0;0.0;297.0;507.0;126.0
-106.0;13.0;-18.0;3.0;301.0;507.0;128.0
-88.0;-9.0;6.0;3.0;300.0;508.0;141.0
-82.0;-17.0;-2.0;4.0;299.0;509.0;154.0
-88.0;?;?;5.0;305.0;510.0;173.0
-64.0;-24.0;6.0;5.0;313.0;511.0;183.0
-61.0;-4.0;-5.0;5.0;327.0;511.0;221.0
-43.0;-16.0;-52.0;5.0;312.0;512.0;170.0
-57.0;-19.0;-53.0;6.0;316.0;513.0;126.0
-91.0;-1.0;-56.0;5.0;318.0;511.0;115.0
-111.0;?;-54.0;6.0;309.0;512.0;135.0
-105.0;24.0;-55.0;?;291.0;514.0;98.0
-157.0;31.0;?;5.0;291.0;513.0;68.0
-131.0;40.0;-148.0;6.0;304.0;513.0;74.0
-95.0;55.0;-253.0;6.0;316.0;505.0;14.0
-114.0;139.0;-520.0;12.0;?;492.0;-11.0
-153.0;215.0;-881.0;26.0;313.0;469.0;-37.0
-162.0;290.0;-972.0;50.0;320.0;437.0;-40.0
-160.0;?;-955.0;84.0;327.0;405.0;-67.0
-170.0;327.0;-889.0;?;304.0;362.0;-67.0
-207.0;343.0;-718.0;?;311.0;314.0;-9.0
?;?;-438.0;214.0;308.0;257.0;-89.0
-229.0;396.0;-274.0;?;309.0;187.0;-126.0
-240.0;404.0;-184.0;294.0;?;106.0;-115.0
?;?;-88.0;334.0;332.0;19.0;-106.0
-263.0;447.0;-31.0;?;?;-66.0;-96.0
-262.0;494.0;152.0;390.0;382.0;-146.0;-84.0
-300.0;531.0;173.0;402.0;391.0;-213.0;-79.0
-340.0;552.0;381.0;404.0;380.0;-264.0;?
?;383.0;705.0;394.0;359.0;-308.0;-68.0
?;301.0;865.0;381.0;344.0;-342.0;-94.0
-314.0;235.0;963.0;366.0;343.0;-362.0;-94.0
-314.0;147.0;1078.0;346.0;333.0;-379.0;-104.0
-312.0;54.0;1027.0;321.0;321.0;?;-122.0
-306.0;67.0;920.0;292.0;317.0;-403.0;-129.0
-325.0;62.0;?;267.0;296.0;-405.0;-145.0
-323.0;89.0;554.0;242.0;326.0;-401.0;-135.0
-336.0;74.0;466.0;211.0;331.0;-399.0;-151.0
-328.0;105.0;?;192.0;383.0;-397.0;-154.0
-321.0;?;310.0;182.0;397.0;-399.0;-163.0
-325.0;129.0;284.0;?;389.0;-397.0;-144.0
?;121.0;?;170.0;392.0;-396.0;-124.0
-315.0;112.0;132.0;167.0;391.0;-395.0;-115.0
-324.0;71.0;56.0;162.0;372.0;-396.0;-101.0
-354.0;?;16.0;165.0;364.0;-397.0;-87.0
-316.0;52.0;25.0;165.0;372.0;-396.0;-95.0
-341.0;-19.0;77.0;167.0;348.0;-397.0;-79.0
?;?;200.0;159.0;350.0;-395.0;-39.0
-287.0;-89.0;175.0;152.0;346.0;-393.0;-44.0
-292.0;-89.0;136.0;149.0;339.0;-393.0;-50.0
-272.0;-118.0;?;153.0;343.0;-394.0;-39.0
-256.0;-121.0;30.0;152.0;357.0;-389.0;-58.0
-272.0;-136.0;-61.0;152.0;350.0;-385.0;-58.0
-271.0;-156.0;-168.0;?;361.0;-382.0;-43.0
-246.0;-173.0;-296.0;?;376.0;-377.0;-36.0
?;-136.0;?;205.0;371.0;-372.0;-66.0
-221.0;-150.0;-525.0;230.0;381.0;-364.0;-37.0
-220.0;-162.0;-666.0;255.0;382.0;-359.0;-22.0
-217.0;-149.0;-666.0;279.0;354.0;-353.0;-45.0
-223.0;-192.0;-699.0;299.0;355.0;-347.0;-19.0
-187.0;-215.0;-699.0;320.0;361.0;-337.0;-28.0
-188.0;-224.0;-654.0;?;344.0;-328.0;-20.0
-173.0;-259.0;-704.0;360.0;343.0;-319.0;?
-152.0;-275.0;-788.0;380.0;338.0;-311.0;?
?;-271.0;?;397.0;362.0;-301.0;-9.0
-140.0;-256.0;-731.0;414.0;355.0;-288.0;14.0
-121.0;-260.0;-770.0;428.0;?;-278.0;13.0
-116.0;?;-738.0;441.0;335.0;-268.0;21.0
-124.0;-189.0;-750.0;456.0;340.0;-260.0;24.0
?;-200.0;-744.0;472.0;353.0;-257.0;39.0
-96.0;-198.0;-845.0;?;353.0;-252.0;21.0
-111.0;?;-830.0;497.0;355.0;-246.0;19.0
-93.0;-119.0;-718.0;?;345.0;-244.0;29.0
-117.0;?;?;517.0;345.0;-243.0;38.0
-111.0;-121.0;?;524.0;327.0;-243.0;40.0
-112.0;-85.0;-356.0;530.0;317.0;-242.0;61.0
-99.0;-109.0;-174.0;541.0;321.0;-242.0;54.0
?;-135.0;-18.0;547.0;334.0;-241.0;48.0
-96.0;-131.0;108.0;?;330.0;-245.0;49.0
-86.0;-145.0;142.0;561.0;?;-248.0;67.0
-106.0;-150.0;174.0;566.0;?;-252.0;?
-104.0;-109.0;172.0;570.0;333.0;-250.0;35.0
-107.0;-115.0;146.0;574.0;334.0;?;39.0
-97.0;?;132.0;578.0;?;-252.0;?
-59.0;-81.0;?;583.0;333.0;-257.0;50.0
-81.0;-79.0;114.0;586.0;?;-260.0;46.0
-116.0;-70.0;124.0;589.0;335.0;-260.0;66.0
-126.0;-19.0;92.0;592.0;336.0;-263.0;67.0
?;-30.0;84.0;594.0;336.0;-264.0;76.0
?;-27.0;64.0;595.0;327.0;-266.0;59.0
-139.0;-37.0;?;596.0;336.0;-268.0;89.0
-130.0;?;187.0;597.0;334.0;-272.0;67.0
-122.0;?;241.0;598.0;318.0;-276.0;47.0
-133.0;?;?;600.0;328.0;-282.0;47.0
-125.0;-25.0;257.0;603.0;326.0;-288.0;53.0
-114.0;?;207.0;603.0;329.0;-293.0;54.0
-133.0;30.0;207.0;606.0;?;-297.0;51.0
-121.0;-2.0;157.0;607.0;346.0;-300.0;62.0
-117.0;30.0;137.0;608.0;341.0;-305.0;43.0
-134.0;30.0;90.0;611.0;333.0;-307.0;43.0
?;47.0;74.0;610.0;344.0;-310.0;51.0
-118.0;39.0;33.0;609.0;333.0;-309.0;37.0
-124.0;15.0;44.0;610.0;324.0;?;57.0
-126.0;-2.0;16.0;611.0;336.0;-311.0;38.0
-113.0;37.0;-13.0;610.0;327.0;-314.0;48.0
-104.0;?;-10.0;611.0;344.0;?;36.0
-109.0;-8.0;-17.0;612.0;345.0;?;43.0
-131.0;14.0;-29.0;612.0;335.0;-316.0;59.0
-125.0;17.0;-31.0;612.0;327.0;-314.0;?
-132.0;16.0;-12.0;611.0;338.0;-315.0;42.0
-133.0;32.0;-32.0;611.0;331.0;-314.0;41.0
-133.0;17.0;-2.0;613.0;314.0;-314.0;50.0
-115.0;-2.0;-14.0;612.0;323.0;-316.0;?
-133.0;-10.0;-14.0;?;325.0;?;44.0
-125.0;56.0;-9.0;613.0;?;-317.0;34.0
?;1.0;-5.0;614.0;330.0;-318.0;49.0
-139.0;5.0;-8.0;612.0;?;-318.0;32.0
-129.0;-2.0;-13.0;615.0;331.0;-316.0;36.0
-126.0;17.0;5.0;616.0;325.0;-318.0;38.0
-135.0;0.0;-16.0;613.0;335.0;-319.0;38.0
-132.0;13.0;-23.0;?;?;-319.0;38.0
-134.0;17.0;-31.0;612.0;336.0;-318.0;38.0
-131.0;7.0;8.0;616.0;?;-320.0;26.0
-141.0;-7.0;-32.0;?;327.0;-320.0;36.0
-136.0;?;0.0;616.0;?;?;44.0
?;1.0;-12.0;615.0;334.0;-319.0;26.0
-132.0;26.0;?;616.0;328.0;-321.0;29.0
-133.0;-3.0;-29.0;615.0;338.0;?;?
-133.0;2.0;-12.0;616.0;333.0;-321.0;34.0
-131.0;14.0;5.0;?;320.0;-322.0;27.0
-125.0;20.0;-7.0;617.0;323.0;?;?
-134.0;0.0;7.0;617.0;325.0;-322.0;29.0
-134.0;7.0;-41.0;?;?;-321.0;28.0
-146.0;15.0;20.0;616.0;341.0;-321.0;37.0
-137.0;11.0;-3.0;618.0;?;-323.0;29.0
-136.0;7.0;10.0;615.0;319.0;-323.0;29.0
?;2.0;-3.0;617.0;325.0;?;38.0
?;2.0;11.0;616.0;336.0;-322.0;27.0
-142.0;5.0;-12.0;617.0;327.0;-324.0;18.0
-143.0;15.0;?;616.0;335.0;-324.0;22.0
-143.0;0.0;-14.0;616.0;328.0;-323.0;29.0
-135.0;30.0;?;617.0;335.0;-323.0;?
-132.0;20.0;-16.0;?;325.0;-323.0;36.0
-152.0;5.0;-24.0;617.0;328.0;-323.0;?
-143.0;39.0;-12.0;615.0;326.0;-322.0;37.0
-142.0;5.0;-19.0;615.0;330.0;-322.0;27.0
-147.0;-16.0;-30.0;615.0;?;-321.0;15.0
-160.0;9.0;?;613.0;335.0;-321.0;29.0
-138.0;-8.0;12.0;612.0;?;-323.0;19.0
?;?;-22.0;614.0;335.0;-319.0;28.0
-139.0;-4.0;-13.0;614.0;335.0;-320.0;29.0
-151.0;30.0;13.0;613.0;337.0;-320.0;37.0
-137.0;-9.0;-16.0;?;335.0;-318.0;19.0
-120.0;-16.0;4.0;612.0;336.0;-318.0;30.0
-131.0;5.0;6.0;610.0;311.0;-318.0;31.0
-140.0;5.0;-13.0;610.0;354.0;-316.0;37.0
?;?;?;?;324.0;?;28.0
-152.0;-27.0;-3.0;608.0;341.0;-314.0;25.0
-144.0;-13.0;-14.0;607.0;330.0;-313.0;23.0
-133.0;1.0;41.0;606.0;330.0;?;30.0
-144.0;22.0;10.0;606.0;339.0;-315.0;34.0
-141.0;-6.0;-8.0;605.0;348.0;-313.0;40.0
-123.0;10.0;-13.0;?;334.0;-312.0;32.0
-140.0;9.0;-9.0;605.0;325.0;-311.0;20.0
-148.0;1.0;0.0;603.0;327.0;-310.0;19.0
-131.0;-40.0;29.0;600.0;327.0;-308.0;18.0
-160.0;5.0;44.0;?;326.0;-309.0;38.0
-191.0;7.0;71.0;?;335.0;-307.0;17.0
-178.0;24.0;63.0;593.0;336.0;-303.0;-2.0
-174.0;54.0;99.0;586.0;345.0;-303.0;-22.0
-195.0;62.0;85.0;578.0;325.0;-297.0;-47.0
-208.0;?;-13.0;?;310.0;-290.0;-83.0
-208.0;105.0;-94.0;550.0;318.0;-282.0;-72.0
-217.0;107.0;-96.0;531.0;320.0;-270.0;-89.0
-245.0;158.0;-80.0;510.0;327.0;-259.0;-84.0
-266.0;261.0;-4.0;482.0;330.0;-246.0;?
-239.0;252.0;57.0;458.0;333.0;-236.0;-87.0
-268.0;272.0;?;434.0;329.0;-233.0;-114.0
-249.0;284.0;?;408.0;?;-233.0;-139.0
-246.0;?;178.0;?;?;-241.0;-93.0
-281.0;?;187.0;365.0;302.0;-247.0;-93.0
-273.0;261.0;?;353.0;340.0;-259.0;?
-301.0;233.0;302.0;341.0;394.0;-273.0;-96.0
-310.0;288.0;?;331.0;394.0;-292.0;-95.0
-306.0;308.0;392.0;320.0;382.0;-308.0;-87.0
-318.0;239.0;392.0;311.0;?;-324.0;-114.0
-304.0;237.0;391.0;302.0;364.0;-343.0;-117.0
-312.0;190.0;467.0;289.0;371.0;-358.0;-80.0
-306.0;197.0;562.0;?;366.0;?;-110.0
-319.0;128.0;598.0;258.0;365.0;?;-111.0
-342.0;51.0;610.0;241.0;319.0;?;?
-314.0;30.0;605.0;221.0;350.0;-396.0;-89.0
-304.0;25.0;587.0;203.0;348.0;-399.0;-116.0
?;10.0;549.0;186.0;373.0;-401.0;-109.0
-306.0;42.0;421.0;169.0;?;-402.0;?
-313.0;32.0;327.0;152.0;379.0;-403.0;-122.0
-316.0;38.0;248.0;?;394.0;-403.0;-106.0
-307.0;45.0;153.0;127.0;390.0;-403.0;-96.0
-319.0;36.0;123.0;117.0;383.0;-402.0;-126.0
-341.0;13.0;73.0;107.0;382.0;-402.0;-122.0
-304.0;19.0;131.0;100.0;364.0;-400.0;-118.0
-318.0;1.0;178.0;94.0;363.0;-401.0;-123.0
?;5.0;130.0;86.0;354.0;-400.0;-115.0
-313.0;-33.0;97.0;84.0;?;?;-109.0
-313.0;-36.0;54.0;83.0;353.0;-399.0;?
?;-23.0;?;85.0;368.0;-399.0;-61.0
-325.0;-24.0;59.0;86.0;387.0;-400.0;-47.0
-295.0;-23.0;71.0;83.0;386.0;-401.0;-38.0
-296.0;-36.0;3.0;88.0;390.0;-404.0;-16.0
-293.0;?;25.0;91.0;423.0;?;2.0
-287.0;-76.0;14.0;93.0;411.0;-407.0;-44.0
-293.0;-99.0;-3.0;96.0;365.0;-410.0;-86.0
-283.0;-102.0;-28.0;98.0;378.0;-411.0;-77.0
-267.0;?;-116.0;104.0;363.0;-413.0;-77.0
-260.0;-132.0;?;112.0;323.0;-413.0;?
-259.0;-114.0;-407.0;127.0;285.0;-409.0;-66.0
-240.0;-128.0;-623.0;?;281.0;-397.0;-46.0
-228.0;-186.0;-767.0;170.0;291.0;-378.0;-67.0
-209.0;?;-994.0;205.0;?;-354.0;?
-204.0;-299.0;-1318.0;242.0;318.0;-329.0;?
?;-307.0;?;274.0;321.0;-291.0;-35.0
-166.0;-281.0;-1441.0;297.0;339.0;-238.0;?
-134.0;-299.0;-1283.0;317.0;349.0;-176.0;?
-133.0;-299.0;-889.0;311.0;?;-103.0;70.0
-114.0;-303.0;-596.0;284.0;377.0;-24.0;143.0
?;-356.0;?;238.0;?;52.0;141.0
-89.0;-351.0;5.0;192.0;364.0;117.0;168.0
-100.0;-352.0;166.0;144.0;355.0;177.0;190.0
-40.0;-377.0;429.0;106.0;321.0;226.0;202.0
-54.0;-396.0;551.0;70.0;338.0;273.0;192.0
-101.0;-393.0;?;42.0;?;307.0;170.0
?;-413.0;1225.0;33.0;298.0;?;143.0
-104.0;-376.0;1258.0;38.0;318.0;341.0;143.0
-82.0;-317.0;1077.0;39.0;309.0;352.0;136.0
?;-286.0;723.0;50.0;300.0;367.0;145.0
-111.0;-263.0;592.0;59.0;301.0;379.0;130.0
-92.0;-190.0;442.0;62.0;311.0;390.0;145.0
-91.0;-182.0;309.0;?;318.0;401.0;?
-114.0;-165.0;160.0;55.0;317.0;407.0;137.0
-95.0;?;57.0;53.0;318.0;415.0;134.0
-96.0;?;29.0;?;317.0;415.0;141.0
-106.0;?;?;57.0;318.0;414.0;146.0
?;-25.0;32.0;57.0;313.0;413.0;128.0
-95.0;-34.0;23.0;59.0;302.0;416.0;124.0
-94.0;-2.0;?;57.0;300.0;418.0;?
-101.0;-10.0;5.0;56.0;293.0;421.0;?
-117.0;32.0;0.0;54.0;?;421.0;123.0
-110.0;-13.0;-22.0;55.0;?;421.0;118.0
-98.0;32.0;?;54.0;309.0;422.0;117.0
-101.0;13.0;-69.0;53.0;309.0;421.0;103.0
-101.0;26.0;-78.0;54.0;309.0;422.0;138.0
-86.0;13.0;-41.0;52.0;309.0;?;124.0
-93.0;22.0;-28.0;53.0;309.0;422.0;139.0
-96.0;15.0;-25.0;52.0;306.0;425.0;132.0
-94.0;22.0;-41.0;50.0;301.0;424.0;?
-114.0;22.0;-22.0;50.0;?;425.0;?
-113.0;39.0;-50.0;50.0;303.0;425.0;123.0
-104.0;14.0;?;47.0;303.0;?;134.0
-94.0;-10.0;-21.0;?;316.0;425.0;119.0
-95.0;-6.0;-4.0;47.0;317.0;428.0;114.0
-96.0;0.0;10.0;46.0;319.0;429.0;125.0
-108.0;26.0;16.0;46.0;309.0;430.0;126.0
-98.0;26.0;-1.0;46.0;317.0;427.0;144.0
-101.0;36.0;-47.0;44.0;310.0;428.0;?
-101.0;45.0;-80.0;42.0;309.0;428.0;147.0
-89.0;33.0;-93.0;44.0;299.0;426.0;137.0
-83.0;51.0;-86.0;43.0;293.0;426.0;105.0
-96.0;30.0;-81.0;43.0;311.0;426.0;122.0
-85.0;34.0;-59.0;?;318.0;426.0;157.0
-126.0;17.0;-68.0;41.0;317.0;425.0;193.0
-152.0;23.0;-54.0;39.0;317.0;425.0;146.0
-171.0;64.0;-59.0;39.0;301.0;426.0;35.0
-138.0;79.0;-66.0;37.0;?;425.0;-73.0
-73.0;96.0;-92.0;32.0;315.0;421.0;-79.0
-81.0;141.0;-338.0;31.0;303.0;415.0;-94.0
-127.0;173.0;-637.0;39.0;292.0;400.0;-95.0
?;?;-455.0;54.0;?;?;-115.0
-206.0;295.0;?;74.0;331.0;352.0;-46.0
-231.0;392.0;-182.0;?;345.0;?;?
-254.0;378.0;?;158.0;328.0;245.0;-42.0
-264.0;377.0;92.0;218.0;318.0;161.0;-86.0
?;?;11.0;?;318.0;?;-96.0
-250.0;477.0;?;328.0;320.0;?;-91.0
?;516.0;-77.0;363.0;350.0;-127.0;-75.0
-289.0;?;?;?;363.0;?;-101.0
-300.0;583.0;70.0;394.0;364.0;-278.0;-95.0
-322.0;526.0;201.0;393.0;362.0;?;-87.0
-352.0;403.0;541.0;390.0;?;-353.0;-112.0
-321.0;270.0;839.0;382.0;?;-377.0;-121.0
-326.0;190.0;898.0;366.0;328.0;-394.0;-142.0
-328.0;115.0;834.0;347.0;302.0;-404.0;-143.0
-301.0;160.0;803.0;322.0;319.0;-406.0;-154.0
-308.0;107.0;687.0;291.0;327.0;-406.0;-144.0
-333.0;144.0;580.0;255.0;341.0;-406.0;-175.0
-333.0;130.0;489.0;214.0;345.0;-406.0;-170.0
-309.0;111.0;464.0;179.0;362.0;-405.0;-151.0
-341.0;160.0;391.0;153.0;363.0;?;-145.0
-322.0;165.0;255.0;143.0;383.0;-399.0;-156.0
-320.0;141.0;165.0;143.0;370.0;-399.0;-148.0
-310.0;92.0;117.0;141.0;379.0;-397.0;?
?;62.0;154.0;140.0;384.0;-396.0;-98.0
-316.0;43.0;?;137.0;361.0;-396.0;-96.0
-304.0;-12.0;?;135.0;356.0;-395.0;-92.0
-304.0;-8.0;135.0;128.0;?;-395.0;-77.0
?;-44.0;?;129.0;364.0;-396.0;-79.0
-281.0;-183.0;90.0;125.0;340.0;?;-60.0
-257.0;-113.0;90.0;120.0;340.0;-393.0;-75.0
-267.0;-145.0;20.0;120.0;347.0;-391.0;-68.0
-266.0;-157.0;-98.0;125.0;341.0;-388.0;-58.0
-243.0;-153.0;-186.0;132.0;?;-385.0;-45.0
?;-162.0;-293.0;149.0;373.0;-380.0;-31.0
-257.0;-173.0;-426.0;167.0;373.0;-376.0;-35.0
-236.0;-149.0;-509.0;192.0;?;-373.0;-34.0
-209.0;-160.0;-618.0;216.0;382.0;-368.0;-49.0
-199.0;-148.0;-612.0;?;372.0;-364.0;-54.0
-192.0;-171.0;?;266.0;372.0;-362.0;-46.0
-198.0;-190.0;-625.0;288.0;346.0;-358.0;-26.0
-192.0;-173.0;-627.0;?;?;-354.0;?
-190.0;-162.0;-460.0;335.0;358.0;-351.0;-5.0
-190.0;-153.0;-219.0;356.0;363.0;-348.0;-14.0
-210.0;-199.0;-266.0;380.0;361.0;?;7.0
-218.0;-197.0;-260.0;399.0;343.0;-341.0;3.0
-195.0;?;-243.0;415.0;371.0;-344.0;-10.0
-182.0;-179.0;-196.0;431.0;366.0;-345.0;0.0
-192.0;-179.0;-193.0;442.0;355.0;-350.0;-20.0
-188.0;-98.0;-159.0;455.0;354.0;-356.0;-16.0
-191.0;-96.0;?;468.0;354.0;-365.0;-2.0
-191.0;-63.0;-99.0;482.0;345.0;-373.0;?
-210.0;-68.0;-30.0;?;?;-383.0;-1.0
?;?;29.0;503.0;362.0;-392.0;-12.0
?;-54.0;28.0;514.0;344.0;-400.0;-9.0
-199.0;-87.0;49.0;525.0;356.0;-403.0;-10.0
-207.0;-64.0;43.0;?;351.0;-409.0;-11.0
-210.0;-44.0;-29.0;536.0;358.0;?;-8.0
-201.0;?;17.0;542.0;360.0;-419.0;-23.0
-200.0;-30.0;3.0;548.0;352.0;-423.0;-37.0
-220.0;-32.0;?;553.0;356.0;-424.0;-32.0
-217.0;-2.0;-57.0;558.0;347.0;-427.0;-11.0
-211.0;18.0;-165.0;565.0;346.0;-430.0;-28.0
?;6.0;-166.0;571.0;337.0;-433.0;-29.0
-209.0;-7.0;-169.0;573.0;342.0;-435.0;-30.0
-221.0;2.0;-216.0;?;353.0;-435.0;-25.0
-195.0;18.0;-206.0;582.0;355.0;-437.0;-14.0
-200.0;-7.0;-201.0;584.0;345.0;?;-27.0
-205.0;10.0;-175.0;588.0;354.0;-436.0;?
?;10.0;-143.0;590.0;345.0;-439.0;-11.0
-211.0;0.0;-137.0;593.0;353.0;-438.0;-14.0
-207.0;-12.0;?;593.0;332.0;?;-16.0
-217.0;-37.0;-55.0;596.0;342.0;-439.0;?
-220.0;5.0;-30.0;?;340.0;-443.0;-9.0
-209.0;0.0;-25.0;?;342.0;-440.0;-23.0
-219.0;5.0;-15.0;599.0;356.0;-440.0;-31.0
-219.0;-10.0;?;602.0;353.0;?;-20.0
-219.0;17.0;-7.0;603.0;350.0;-442.0;-19.0
-217.0;-9.0;20.0;603.0;341.0;-445.0;-29.0
-208.0;-8.0;2.0;606.0;353.0;?;-29.0
-211.0;2.0;-2.0;606.0;347.0;-446.0;-19.0
-224.0;25.0;?;607.0;345.0;-446.0;-31.0
-225.0;20.0;-6.0;607.0;?;-448.0;-25.0
-213.0;?;-58.0;609.0;354.0;-448.0;-20.0
-207.0;?;2.0;609.0;353.0;-448.0;-14.0
-216.0;-12.0;-25.0;612.0;345.0;-449.0;-18.0
-214.0;23.0;-36.0;611.0;344.0;-450.0;?
?;4.0;-28.0;611.0;336.0;-452.0;-22.0
-207.0;-2.0;-25.0;612.0;350.0;-452.0;?
-209.0;15.0;-21.0;613.0;350.0;-452.0;-14.0
?;?;-17.0;612.0;347.0;-453.0;?
-209.0;?;?;616.0;356.0;-454.0;?
-209.0;17.0;-9.0;?;351.0;-455.0;-19.0
-208.0;-10.0;-34.0;614.0;357.0;-460.0;-11.0
-200.0;11.0;-13.0;616.0;340.0;-459.0;-19.0
-200.0;23.0;-20.0;616.0;341.0;-461.0;-29.0
?;-3.0;-6.0;618.0;346.0;?;-18.0
-200.0;5.0;-9.0;619.0;345.0;-463.0;-11.0
-218.0;-23.0;-20.0;621.0;?;-465.0;-21.0
-204.0;9.0;10.0;620.0;345.0;-468.0;-16.0
-196.0;?;-41.0;622.0;346.0;?;?
-215.0;9.0;-30.0;624.0;353.0;-471.0;?
-194.0;-10.0;-70.0;624.0;345.0;-470.0;-15.0
-188.0;-11.0;-130.0;625.0;354.0;?;-25.0
-198.0;0.0;-185.0;625.0;339.0;-474.0;-31.0
-200.0;24.0;-204.0;626.0;339.0;-473.0;-26.0
?;11.0;-160.0;627.0;346.0;-475.0;-38.0
-200.0;-25.0;-152.0;630.0;344.0;-473.0;-22.0
-199.0;5.0;-134.0;627.0;345.0;?;-19.0
-191.0;15.0;-115.0;627.0;344.0;?;?
-200.0;-10.0;-101.0;629.0;346.0;-473.0;-19.0
-188.0;-6.0;-85.0;630.0;343.0;-475.0;-29.0
-192.0;?;-82.0;632.0;346.0;?;?
-185.0;15.0;-78.0;633.0;336.0;-473.0;-19.0
-183.0;24.0;-49.0;633.0;345.0;?;?
-196.0;-7.0;?;635.0;336.0;-474.0;0.0
-201.0;-6.0;-14.0;633.0;354.0;-474.0;-30.0
-203.0;-21.0;-21.0;635.0;334.0;-474.0;-18.0
?;?;-18.0;634.0;339.0;-474.0;-18.0
-185.0;?;-11.0;634.0;345.0;-475.0;-27.0
-196.0;-15.0;-6.0;633.0;360.0;-475.0;-10.0
-192.0;-3.0;-27.0;634.0;356.0;-473.0;-16.0
-198.0;0.0;-1.0;634.0;344.0;-474.0;-33.0
-209.0;-27.0;7.0;636.0;340.0;-473.0;-48.0
-200.0;-13.0;34.0;633.0;344.0;?;-32.0
-210.0;-13.0;?;631.0;358.0;-469.0;-28.0
-207.0;1.0;45.0;?;346.0;-469.0;-38.0
-198.0;?;97.0;626.0;345.0;-465.0;-19.0
?;4.0;75.0;620.0;345.0;-464.0;-18.0
-198.0;17.0;142.0;617.0;345.0;?;-12.0
?;4.0;149.0;611.0;345.0;-455.0;-32.0
?;0.0;196.0;607.0;345.0;-452.0;-26.0
-213.0;32.0;207.0;599.0;336.0;-447.0;-36.0
-186.0;4.0;218.0;591.0;345.0;-443.0;?
?;6.0;190.0;581.0;345.0;-440.0;-62.0
-193.0;60.0;109.0;575.0;342.0;-435.0;-74.0
-198.0;69.0;?;564.0;338.0;-431.0;-69.0
-199.0;77.0;51.0;554.0;?;-425.0;-34.0
-235.0;91.0;-15.0;?;?;-419.0;-40.0
-238.0;60.0;-30.0;531.0;349.0;-415.0;-89.0
-228.0;128.0;-20.0;518.0;348.0;-409.0;-107.0
-216.0;?;-4.0;504.0;359.0;-403.0;-78.0
-213.0;133.0;48.0;491.0;?;-398.0;-97.0
-242.0;122.0;136.0;470.0;352.0;-392.0;?
-248.0;118.0;177.0;452.0;349.0;-392.0;-79.0
-242.0;158.0;?;435.0;372.0;-392.0;-80.0
-245.0;115.0;311.0;415.0;373.0;-393.0;-58.0
-258.0;98.0;447.0;394.0;382.0;-398.0;-82.0
-261.0;107.0;455.0;369.0;373.0;-403.0;-56.0
