InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX
-37.0;-876;?;327;-30.0;19.0;55.0
-40.0;-868;30.0;326;-36.0;23.0;57.0
?;-871;42.0;?;-35.0;70.0;138.0
-70.0;-866;44.0;323;-46.0;55.0;172.0
-94.0;-856;91.0;318;-98.0;41.0;231.0
-111.0;?;94.0;325;-154.0;12.0;319.0
-114.0;-850;81.0;332;-154.0;14.0;353.0
-172.0;-852;89.0;326;-150.0;-2.0;368.0
-184.0;-850;116.0;325;-204.0;-19.0;373.0
-232.0;-835;124.0;?;-253.0;?;367.0
-242.0;-840;166.0;323;?;-35.0;409.0
-217.0;-849;146.0;344;-343.0;17.0;424.0
-237.0;-841;123.0;?;-376.0;51.0;363.0
-200.0;-852;130.0;337;?;58.0;159.0
-168.0;-835;147.0;341;-151.0;-3.0;116.0
-134.0;-802;158.0;321;?;-24.0;206.0
-121.0;-799;176.0;306;?;-54.0;316.0
-84.0;-794;184.0;326;205.0;?;450.0
-47.0;-815;166.0;345;295.0;-49.0;500.0
?;-828;100.0;346;300.0;-31.0;571.0
27.0;-818;107.0;341;270.0;16.0;638.0
84.0;-815;62.0;338;227.0;40.0;702.0
124.0;-806;31.0;338;219.0;78.0;700.0
140.0;-807;-24.0;334;207.0;130.0;682.0
131.0;-811;27.0;333;245.0;135.0;618.0
150.0;-811;-23.0;338;324.0;140.0;546.0
181.0;-839;-83.0;362;286.0;102.0;?
199.0;-837;-64.0;351;262.0;31.0;449.0
203.0;-811;-103.0;315;225.0;-18.0;?
236.0;-813;-146.0;?;198.0;?;204.0
196.0;?;-160.0;293;165.0;8.0;191.0
135.0;-802;-147.0;?;130.0;38.0;200.0
166.0;-833;-188.0;338;?;110.0;-58.0
229.0;-807;-197.0;313;13.0;72.0;-181.0
250.0;-812;-220.0;316;-9.0;93.0;?
213.0;-831;-225.0;325;-7.0;160.0;-222.0
179.0;-827;-178.0;315;?;194.0;-232.0
166.0;?;-178.0;331;70.0;125.0;-248.0
?;-822;-190.0;314;81.0;44.0;-278.0
170.0;-805;-184.0;284;68.0;32.0;-278.0
?;-826;-167.0;304;43.0;95.0;?
132.0;-834;-145.0;309;40.0;65.0;-302.0
127.0;-837;-142.0;315;34.0;38.0;-283.0
151.0;-843;-118.0;339;14.0;18.0;-297.0
?;-838;-141.0;335;-32.0;-7.0;-319.0
?;-838;-153.0;322;-8.0;16.0;-361.0
156.0;-838;-172.0;317;70.0;46.0;-425.0
159.0;-839;-186.0;320;87.0;108.0;-395.0
148.0;-839;-198.0;320;82.0;131.0;-417.0
142.0;-842;-196.0;322;22.0;107.0;-367.0
140.0;-845;-202.0;319;8.0;145.0;-350.0
160.0;-840;-228.0;317;-80.0;181.0;-341.0
142.0;-846;-243.0;325;?;194.0;-315.0
145.0;-857;-195.0;318;-223.0;255.0;-364.0
?;-852;-141.0;321;?;215.0;-435.0
64.0;-838;-80.0;332;-122.0;167.0;-402.0
48.0;-840;-80.0;333;11.0;113.0;-291.0
19.0;?;-39.0;?;49.0;3.0;-239.0
-21.0;-860;6.0;322;51.0;-67.0;-147.0
-43.0;?;35.0;318;-24.0;-143.0;-26.0
-31.0;-858;-33.0;323;-38.0;?;2.0
10.0;-856;-36.0;324;-62.0;-94.0;26.0
11.0;-863;-40.0;324;-126.0;-54.0;-38.0
18.0;-862;-24.0;322;-166.0;-72.0;-77.0
-22.0;-855;-28.0;319;?;-68.0;-27.0
-50.0;-864;55.0;?;-141.0;-36.0;96.0
-93.0;-864;167.0;313;-86.0;68.0;259.0
-166.0;-861;203.0;305;50.0;79.0;387.0
-273.0;-875;182.0;302;99.0;13.0;546.0
-233.0;-879;150.0;311;-27.0;16.0;571.0
-218.0;-874;190.0;322;-174.0;-68.0;?
-195.0;-874;217.0;327;?;-47.0;440.0
-187.0;-877;189.0;328;-246.0;-9.0;344.0
-242.0;-872;191.0;329;-131.0;43.0;?
-249.0;-865;213.0;330;-59.0;?;276.0
-230.0;-866;257.0;326;-45.0;-114.0;228.0
-195.0;-862;261.0;327;-53.0;-141.0;268.0
-279.0;-863;258.0;333;-136.0;-67.0;284.0
-267.0;-860;247.0;338;?;-75.0;282.0
-249.0;-854;214.0;338;-194.0;-75.0;321.0
-223.0;-856;245.0;339;-159.0;-85.0;321.0
-220.0;?;270.0;339;-122.0;-110.0;345.0
?;-859;262.0;335;-57.0;-53.0;339.0
-244.0;-854;235.0;333;?;-108.0;353.0
-251.0;-846;250.0;336;38.0;-158.0;325.0
-191.0;-849;?;339;?;-161.0;302.0
-155.0;-854;215.0;340;124.0;-163.0;240.0
-104.0;-856;219.0;341;145.0;?;263.0
-93.0;-850;175.0;340;175.0;?;204.0
-48.0;-837;144.0;338;216.0;-77.0;217.0
-62.0;-835;135.0;349;?;-52.0;251.0
-15.0;-827;86.0;347;202.0;-42.0;229.0
?;-816;136.0;331;221.0;-23.0;251.0
-20.0;?;136.0;341;254.0;-75.0;219.0
-73.0;-816;188.0;345;226.0;-129.0;268.0
-91.0;-827;?;341;200.0;-171.0;262.0
-114.0;-836;228.0;345;172.0;?;215.0
-136.0;-846;268.0;352;129.0;-244.0;133.0
?;-827;258.0;349;98.0;-251.0;61.0
-241.0;-821;276.0;337;77.0;-249.0;-8.0
?;-869;329.0;?;40.0;-287.0;-112.0
-253.0;-799;340.0;343;?;-291.0;-186.0
-269.0;-963;340.0;354;6.0;-290.0;-189.0
-276.0;-1102;?;340;-13.0;-305.0;-191.0
-265.0;-855;371.0;307;-55.0;-316.0;-259.0
-322.0;-826;?;327;?;-364.0;-277.0
-348.0;-871;380.0;335;-101.0;-335.0;?
-389.0;-837;369.0;328;-131.0;-334.0;-399.0
-392.0;?;403.0;337;-198.0;?;-425.0
-409.0;-836;378.0;334;-281.0;-374.0;-439.0
-399.0;?;396.0;?;-336.0;-354.0;-411.0
?;-835;396.0;336;-371.0;-342.0;-390.0
-492.0;-835;411.0;333;-362.0;-353.0;-405.0
-491.0;?;503.0;334;-361.0;?;-422.0
-530.0;-842;517.0;337;-311.0;-494.0;-497.0
-526.0;-842;599.0;329;-207.0;-570.0;?
-518.0;-840;742.0;330;-78.0;-591.0;-480.0
-496.0;-825;735.0;341;70.0;?;-303.0
-420.0;-841;590.0;327;184.0;-199.0;-159.0
-334.0;-850;488.0;331;161.0;?;2.0
-265.0;-832;413.0;340;142.0;-159.0;97.0
-204.0;-832;?;331;112.0;-169.0;?
-137.0;-832;321.0;335;-46.0;-182.0;360.0
?;-835;265.0;331;-341.0;-135.0;474.0
-225.0;-842;196.0;337;-397.0;-35.0;?
-249.0;-839;31.0;?;-248.0;128.0;243.0
-185.0;-840;-16.0;326;-219.0;188.0;19.0
-114.0;-841;6.0;336;-236.0;246.0;-120.0
?;?;-46.0;336;-223.0;306.0;-115.0
?;-836;-94.0;334;-193.0;363.0;-62.0
82.0;-843;?;336;-200.0;362.0;-163.0
116.0;-834;-279.0;335;-164.0;235.0;-398.0
112.0;-834;-264.0;335;?;149.0;-521.0
161.0;-844;?;335;-186.0;155.0;-450.0
112.0;-842;-74.0;339;-188.0;?;-336.0
103.0;-845;-132.0;338;-199.0;264.0;-361.0
91.0;-846;?;336;-63.0;315.0;-453.0
56.0;-838;-150.0;?;5.0;283.0;-555.0
19.0;-838;-85.0;336;80.0;200.0;-466.0
?;-840;-40.0;?;73.0;85.0;-276.0
-52.0;-838;-1.0;336;97.0;4.0;-139.0
-88.0;?;13.0;335;118.0;14.0;-139.0
-26.0;-839;-68.0;339;?;?;-273.0
-5.0;-840;-116.0;338;38.0;?;?
-54.0;-834;-54.0;337;36.0;-347.0;-398.0
31.0;-834;42.0;337;-29.0;-296.0;-298.0
34.0;-833;-2.0;?;-82.0;-115.0;-42.0
18.0;-836;25.0;340;-65.0;49.0;123.0
2.0;-838;-49.0;341;36.0;133.0;191.0
32.0;-837;-98.0;339;47.0;189.0;151.0
-25.0;-837;-135.0;337;50.0;166.0;83.0
-56.0;-832;-217.0;343;-21.0;140.0;-28.0
-93.0;-827;-181.0;347;-63.0;40.0;-185.0
-184.0;-834;-165.0;343;-97.0;7.0;-371.0
-218.0;?;-168.0;340;?;-38.0;-561.0
-148.0;-826;-179.0;?;-208.0;-113.0;-640.0
-50.0;-832;-172.0;346;?;-169.0;-507.0
83.0;-840;?;347;-11.0;-154.0;-439.0
95.0;-828;-135.0;344;?;-52.0;?
64.0;-834;-130.0;344;76.0;51.0;-438.0
90.0;-838;-84.0;350;46.0;196.0;-352.0
?;-828;-24.0;346;8.0;277.0;?
62.0;-830;-18.0;344;-17.0;287.0;-41.0
69.0;-833;-8.0;349;-66.0;292.0;?
39.0;-835;33.0;343;-124.0;227.0;?
2.0;-835;49.0;340;?;157.0;-143.0
-24.0;-836;-49.0;337;-117.0;161.0;-247.0
0.0;-840;?;342;-123.0;100.0;-346.0
-44.0;?;-24.0;341;-83.0;44.0;-369.0
-61.0;-830;?;324;-119.0;-16.0;-354.0
-56.0;-835;-33.0;336;-80.0;-62.0;-274.0
-63.0;-840;4.0;348;-67.0;?;-194.0
-22.0;-837;-32.0;337;17.0;-49.0;-86.0
59.0;-833;18.0;337;59.0;-32.0;?
57.0;-838;29.0;341;41.0;-25.0;10.0
78.0;-842;38.0;339;91.0;?;55.0
84.0;-834;41.0;338;147.0;?;152.0
126.0;-831;-2.0;?;154.0;124.0;173.0
135.0;-839;16.0;334;207.0;154.0;204.0
158.0;-841;67.0;337;276.0;200.0;?
176.0;?;82.0;333;?;205.0;321.0
187.0;-838;115.0;336;?;203.0;365.0
139.0;-837;111.0;342;205.0;138.0;511.0
100.0;-838;138.0;342;230.0;75.0;563.0
?;-835;156.0;340;?;34.0;531.0
-15.0;-834;149.0;341;151.0;-8.0;469.0
-40.0;?;126.0;343;?;?;441.0
-67.0;-832;211.0;343;152.0;-122.0;?
-71.0;?;166.0;342;123.0;?;492.0
-90.0;-835;170.0;341;141.0;-156.0;510.0
-83.0;-828;98.0;345;120.0;-127.0;460.0
?;-828;89.0;341;186.0;-121.0;420.0
-25.0;-834;67.0;335;158.0;-105.0;380.0
-22.0;-834;18.0;?;134.0;-67.0;351.0
5.0;-830;87.0;337;163.0;-73.0;314.0
-10.0;-831;37.0;341;176.0;-47.0;318.0
39.0;-836;22.0;?;162.0;-26.0;195.0
45.0;-835;?;338;?;44.0;?
?;-836;?;343;105.0;91.0;97.0
70.0;-841;-17.0;346;74.0;121.0;58.0
87.0;-840;-14.0;341;52.0;107.0;?
?;-833;-29.0;338;65.0;137.0;-4.0
83.0;-832;-52.0;340;?;99.0;-2.0
53.0;?;-46.0;341;47.0;87.0;37.0
?;-845;-42.0;339;?;33.0;49.0
52.0;-841;-52.0;340;35.0;31.0;46.0
36.0;-835;-50.0;340;41.0;73.0;-13.0
47.0;-831;-45.0;339;45.0;64.0;-8.0
61.0;-832;-46.0;?;64.0;50.0;-41.0
78.0;-836;-45.0;343;34.0;65.0;-76.0
63.0;-836;-35.0;?;17.0;70.0;-123.0
62.0;-835;-44.0;340;38.0;69.0;-130.0
55.0;-835;-51.0;338;29.0;?;-153.0
65.0;-835;-49.0;339;21.0;68.0;-143.0
22.0;-836;?;339;20.0;58.0;-98.0
22.0;-840;-3.0;339;-56.0;?;-76.0
-3.0;-836;-3.0;339;?;56.0;-77.0
-16.0;-828;-13.0;339;-35.0;62.0;-61.0
-2.0;-828;-11.0;?;-73.0;53.0;-107.0
-10.0;?;?;337;-75.0;44.0;-156.0
17.0;-833;-35.0;332;-76.0;28.0;-168.0
61.0;-834;?;335;-75.0;99.0;-193.0
55.0;-838;?;339;?;138.0;-149.0
38.0;-834;-22.0;338;-42.0;187.0;-112.0
24.0;?;-25.0;342;-14.0;161.0;-101.0
25.0;-839;-30.0;?;26.0;110.0;-61.0
45.0;-831;-44.0;342;27.0;74.0;-61.0
53.0;-830;-24.0;347;35.0;22.0;-4.0
45.0;-830;2.0;346;37.0;32.0;28.0
47.0;-827;8.0;?;16.0;21.0;26.0
34.0;-838;17.0;342;26.0;51.0;56.0
12.0;-838;28.0;339;60.0;46.0;23.0
-6.0;-829;11.0;344;55.0;0.0;9.0
0.0;-834;67.0;?;41.0;-5.0;6.0
-37.0;-829;39.0;339;17.0;-51.0;36.0
-41.0;-826;?;343;17.0;-47.0;35.0
-41.0;-833;44.0;341;36.0;-36.0;62.0
-27.0;-828;28.0;343;22.0;-20.0;60.0
6.0;-826;18.0;344;39.0;1.0;54.0
14.0;-834;27.0;339;25.0;24.0;49.0
20.0;-836;44.0;346;41.0;38.0;57.0
11.0;-832;52.0;344;?;28.0;?
-18.0;-831;?;341;?;?;131.0
-3.0;-831;74.0;?;86.0;32.0;150.0
-24.0;-831;48.0;345;91.0;-9.0;185.0
-26.0;-830;49.0;345;47.0;-7.0;187.0
-18.0;-830;56.0;342;33.0;?;113.0
?;-833;32.0;342;69.0;-41.0;77.0
-7.0;-831;25.0;347;?;-17.0;31.0
?;-829;12.0;343;45.0;4.0;10.0
47.0;-832;?;341;41.0;32.0;10.0
14.0;-830;-15.0;347;56.0;45.0;75.0
41.0;-826;-9.0;347;33.0;70.0;56.0
50.0;?;?;339;50.0;103.0;63.0
43.0;-835;?;342;40.0;?;37.0
?;-833;-28.0;347;21.0;88.0;28.0
23.0;-831;-20.0;343;-9.0;?;13.0
24.0;-830;-36.0;341;29.0;80.0;-47.0
32.0;-832;-19.0;342;39.0;68.0;-2.0
39.0;-832;?;344;26.0;65.0;-40.0
36.0;-831;-50.0;344;-6.0;67.0;-39.0
18.0;-833;?;343;9.0;61.0;-41.0
19.0;-833;11.0;343;13.0;52.0;-18.0
17.0;-833;?;343;82.0;28.0;-21.0
?;-832;3.0;343;33.0;44.0;-2.0
18.0;?;1.0;344;1.0;56.0;2.0
0.0;-832;-8.0;345;?;24.0;-25.0
-5.0;-832;-19.0;342;13.0;17.0;2.0
6.0;-836;-15.0;341;29.0;19.0;2.0
2.0;-834;4.0;346;24.0;57.0;?
2.0;-829;-25.0;347;5.0;?;6.0
16.0;-832;-35.0;342;-1.0;28.0;13.0
4.0;-836;17.0;342;37.0;38.0;5.0
25.0;-835;-4.0;343;54.0;34.0;-13.0
37.0;-834;-28.0;341;4.0;24.0;-3.0
16.0;-832;-25.0;343;18.0;34.0;7.0
16.0;-829;-24.0;343;18.0;?;6.0
14.0;?;-7.0;343;27.0;36.0;21.0
19.0;-827;-15.0;343;39.0;48.0;1.0
19.0;-826;-24.0;345;29.0;34.0;-7.0
28.0;-830;-21.0;345;54.0;30.0;-11.0
18.0;?;0.0;341;45.0;52.0;22.0
?;-830;-36.0;343;17.0;62.0;14.0
31.0;-824;-7.0;346;36.0;54.0;24.0
12.0;-823;-24.0;344;5.0;64.0;2.0
6.0;-833;-17.0;343;-11.0;24.0;37.0
20.0;-832;-13.0;347;?;37.0;24.0
26.0;-831;20.0;349;?;32.0;19.0
45.0;-832;-1.0;340;43.0;?;19.0
24.0;?;-26.0;342;54.0;?;6.0
45.0;-830;1.0;344;80.0;14.0;-16.0
44.0;-832;-10.0;339;62.0;?;-18.0
35.0;-832;-15.0;343;37.0;41.0;-16.0
?;?;-24.0;342;2.0;62.0;-13.0
17.0;-831;-46.0;340;-3.0;38.0;-17.0
43.0;-832;-21.0;?;-12.0;56.0;-15.0
43.0;-833;4.0;342;?;64.0;-4.0
7.0;-834;-11.0;?;-5.0;?;-9.0
26.0;-834;-4.0;?;15.0;87.0;-39.0
26.0;-831;-7.0;337;-5.0;88.0;?
18.0;-832;-5.0;343;-2.0;62.0;-42.0
-9.0;-830;-7.0;341;9.0;56.0;-35.0
48.0;-830;9.0;342;-12.0;51.0;-42.0
22.0;-829;17.0;347;3.0;50.0;-38.0
10.0;-829;-13.0;346;4.0;20.0;-27.0
3.0;-838;14.0;?;10.0;28.0;12.0
17.0;-832;-4.0;339;23.0;?;0.0
7.0;-823;13.0;344;26.0;54.0;1.0
2.0;-832;22.0;346;24.0;48.0;-3.0
8.0;-838;?;341;-8.0;7.0;41.0
11.0;-833;-1.0;346;4.0;26.0;-22.0
?;-824;-11.0;346;29.0;36.0;23.0
27.0;-825;-11.0;345;20.0;50.0;10.0
14.0;-828;-28.0;343;28.0;31.0;17.0
?;-830;-30.0;?;14.0;48.0;36.0
?;?;-24.0;343;28.0;60.0;25.0
?;-828;-42.0;339;48.0;30.0;1.0
48.0;-829;-28.0;343;32.0;?;16.0
30.0;-832;?;346;28.0;?;-5.0
11.0;-830;6.0;348;30.0;40.0;?
14.0;?;-1.0;346;-3.0;44.0;-18.0
24.0;-832;-15.0;339;-9.0;30.0;42.0
27.0;-835;-11.0;344;19.0;52.0;?
20.0;-833;-17.0;345;7.0;26.0;-11.0
57.0;-830;-15.0;342;14.0;42.0;-33.0
65.0;-831;1.0;?;29.0;74.0;-12.0
45.0;-831;5.0;343;?;56.0;-12.0
14.0;-832;-16.0;343;?;20.0;-31.0
12.0;-831;?;341;56.0;44.0;-11.0
14.0;-833;?;343;9.0;36.0;-43.0
12.0;-833;-19.0;?;15.0;14.0;-3.0
34.0;-830;?;344;28.0;62.0;-34.0
18.0;-829;6.0;341;-2.0;62.0;0.0
49.0;-830;-12.0;343;-4.0;94.0;6.0
31.0;-831;-7.0;347;?;68.0;1.0
24.0;-829;-5.0;345;14.0;64.0;-24.0
?;-826;3.0;341;25.0;61.0;?
18.0;-831;-5.0;342;24.0;?;-30.0
23.0;-828;-9.0;343;?;36.0;-35.0
4.0;?;-18.0;?;?;22.0;18.0
3.0;-835;-15.0;340;22.0;48.0;7.0
41.0;-829;21.0;339;?;48.0;18.0
32.0;-825;3.0;345;24.0;58.0;10.0
14.0;?;1.0;346;21.0;?;?
10.0;-830;-2.0;343;9.0;54.0;-9.0
37.0;-833;24.0;345;?;40.0;-4.0
?;-829;11.0;341;25.0;35.0;?
26.0;-827;17.0;343;51.0;63.0;36.0
15.0;-829;20.0;?;?;?;36.0
19.0;-827;-7.0;341;54.0;42.0;47.0
16.0;-832;14.0;345;30.0;18.0;51.0
7.0;-834;21.0;343;39.0;38.0;43.0
0.0;-828;11.0;344;63.0;30.0;?
-8.0;-830;15.0;?;40.0;24.0;15.0
4.0;-834;5.0;338;38.0;32.0;62.0
-11.0;-830;22.0;341;38.0;10.0;73.0
?;?;23.0;345;31.0;35.0;51.0
11.0;-827;28.0;343;37.0;36.0;53.0
7.0;-831;-4.0;343;29.0;46.0;39.0
-6.0;-834;?;341;28.0;22.0;10.0
0.0;?;-5.0;342;19.0;20.0;-12.0
0.0;-831;3.0;345;30.0;54.0;-21.0
29.0;-832;3.0;341;28.0;52.0;-16.0
?;-832;28.0;344;21.0;83.0;-3.0
26.0;?;-7.0;344;?;18.0;8.0
31.0;?;-38.0;343;34.0;28.0;8.0
27.0;-835;-29.0;348;27.0;12.0;1.0
-6.0;-833;9.0;341;13.0;56.0;-2.0
16.0;-830;-16.0;337;3.0;58.0;-16.0
-16.0;-831;-31.0;348;18.0;18.0;-12.0
8.0;-833;-13.0;345;?;32.0;-21.0
8.0;-830;-1.0;343;-9.0;54.0;-30.0
25.0;-830;14.0;345;5.0;61.0;?
25.0;-834;8.0;343;33.0;46.0;-3.0
6.0;-832;4.0;345;0.0;60.0;10.0
2.0;?;-13.0;342;20.0;48.0;2.0
16.0;-827;5.0;342;52.0;26.0;18.0
29.0;-829;1.0;343;33.0;42.0;34.0
6.0;-831;-3.0;?;17.0;35.0;36.0
?;-832;12.0;346;23.0;42.0;27.0
9.0;-834;1.0;335;16.0;46.0;?
29.0;-830;?;341;18.0;?;-5.0
31.0;-830;-15.0;342;24.0;45.0;10.0
24.0;-835;3.0;?;27.0;32.0;2.0
?;-835;10.0;341;-1.0;44.0;19.0
29.0;-834;4.0;348;?;42.0;36.0
43.0;-832;0.0;?;37.0;?;17.0
21.0;-829;-27.0;343;41.0;40.0;36.0
29.0;-830;-17.0;346;?;69.0;15.0
45.0;-831;1.0;345;27.0;?;-7.0
41.0;-829;-16.0;340;45.0;46.0;-3.0
35.0;-830;-25.0;341;58.0;48.0;-8.0
49.0;-833;-15.0;341;62.0;55.0;?
16.0;-834;6.0;344;13.0;65.0;-15.0
24.0;-832;-17.0;?;?;69.0;-5.0
16.0;-832;-27.0;338;13.0;64.0;?
47.0;-833;-17.0;342;-1.0;40.0;-7.0
?;-832;-16.0;?;3.0;72.0;?
29.0;-830;1.0;?;31.0;42.0;-4.0
29.0;-829;?;342;48.0;24.0;-2.0
27.0;-828;?;341;20.0;38.0;?
22.0;-828;-19.0;344;22.0;40.0;4.0
18.0;-833;-9.0;345;53.0;30.0;-5.0
27.0;-834;-36.0;345;44.0;33.0;-8.0
?;?;-16.0;344;-4.0;11.0;?
2.0;-835;-17.0;341;?;10.0;16.0
32.0;-831;-15.0;341;10.0;34.0;-7.0
10.0;-827;7.0;340;32.0;52.0;25.0
15.0;-832;12.0;340;38.0;64.0;22.0
?;-834;6.0;343;17.0;-5.0;?
8.0;-836;-13.0;340;-9.0;63.0;17.0
19.0;-831;5.0;340;32.0;58.0;?
25.0;-829;-11.0;?;17.0;?;-4.0
43.0;-831;14.0;343;31.0;36.0;26.0
11.0;-827;-9.0;339;-1.0;?;12.0
11.0;-828;-5.0;339;19.0;5.0;?
12.0;-833;-17.0;340;57.0;40.0;28.0
28.0;-832;5.0;344;?;36.0;25.0
33.0;-831;3.0;?;9.0;48.0;22.0
7.0;-831;-45.0;342;15.0;10.0;9.0
16.0;-834;-1.0;341;-21.0;14.0;9.0
14.0;-834;-5.0;343;-3.0;37.0;-9.0
-3.0;-827;-1.0;341;33.0;28.0;?
35.0;-832;-11.0;341;43.0;?;9.0
27.0;-836;1.0;340;30.0;?;4.0
20.0;-835;-1.0;342;?;83.0;18.0
28.0;-835;?;343;7.0;?;14.0
24.0;-832;-4.0;339;17.0;56.0;-16.0
29.0;-831;-17.0;340;21.0;41.0;-20.0
8.0;-830;?;341;12.0;42.0;-13.0
28.0;-829;-11.0;342;?;45.0;-16.0
22.0;-832;-15.0;340;17.0;40.0;6.0
16.0;-831;5.0;340;18.0;48.0;19.0
?;-829;?;348;16.0;45.0;40.0
?;-834;?;350;-5.0;42.0;32.0
3.0;-836;?;349;-1.0;37.0;35.0
14.0;-833;3.0;348;9.0;50.0;13.0
-2.0;-829;-29.0;345;17.0;22.0;24.0
22.0;-830;-11.0;343;?;?;7.0
12.0;-835;31.0;339;3.0;49.0;13.0
-15.0;-833;9.0;343;6.0;25.0;?
-10.0;-825;1.0;345;?;20.0;13.0
-35.0;-829;17.0;?;25.0;28.0;34.0
0.0;-833;7.0;349;43.0;36.0;36.0
35.0;-828;19.0;?;-2.0;32.0;?
1.0;-826;6.0;342;26.0;36.0;12.0
25.0;-824;-8.0;349;19.0;67.0;26.0
6.0;-829;-14.0;345;9.0;58.0;?
15.0;-833;3.0;341;13.0;68.0;30.0
32.0;-826;-26.0;348;26.0;34.0;47.0
32.0;-828;-5.0;347;16.0;20.0;32.0
18.0;?;-1.0;346;15.0;64.0;45.0
12.0;-830;-38.0;353;-7.0;42.0;15.0
18.0;-828;?;346;6.0;35.0;10.0
22.0;-827;-24.0;338;10.0;42.0;35.0
23.0;-828;?;347;14.0;35.0;?
18.0;-832;13.0;351;27.0;80.0;44.0
25.0;-832;-11.0;347;24.0;46.0;?
21.0;-830;-16.0;?;33.0;47.0;21.0
33.0;-827;-3.0;348;27.0;34.0;34.0
34.0;-828;1.0;?;29.0;?;52.0
16.0;-829;7.0;343;7.0;52.0;1.0
?;-828;11.0;345;39.0;51.0;10.0
-6.0;-828;?;346;30.0;26.0;29.0
4.0;-826;5.0;344;19.0;25.0;34.0
22.0;-832;9.0;342;26.0;5.0;?
11.0;-834;10.0;341;57.0;9.0;33.0
-1.0;-829;7.0;346;44.0;?;47.0
14.0;-832;8.0;345;21.0;3.0;40.0
6.0;-828;10.0;341;?;?;13.0
-14.0;-829;3.0;342;21.0;22.0;58.0
16.0;-831;-3.0;344;35.0;49.0;8.0
?;-828;-5.0;?;?;?;27.0
14.0;?;-13.0;349;30.0;?;-3.0
32.0;-835;-9.0;343;-7.0;38.0;14.0
3.0;-835;-21.0;342;-3.0;46.0;-29.0
24.0;-828;1.0;337;32.0;?;-18.0
30.0;-830;16.0;342;30.0;56.0;-18.0
16.0;-833;-3.0;350;3.0;59.0;-18.0
16.0;-830;-33.0;343;8.0;58.0;12.0
39.0;-830;51.0;342;-2.0;?;?
?;-827;-19.0;345;15.0;65.0;-7.0
20.0;-829;?;?;13.0;50.0;-20.0
?;-830;-13.0;349;38.0;38.0;32.0
41.0;-825;-13.0;345;30.0;26.0;-17.0
4.0;-830;-13.0;?;26.0;40.0;8.0
39.0;-834;1.0;351;28.0;44.0;?
-1.0;-830;?;?;36.0;54.0;19.0
18.0;-829;21.0;341;32.0;57.0;18.0
14.0;-829;20.0;349;21.0;?;6.0
6.0;-829;38.0;346;?;16.0;21.0
-17.0;-832;34.0;343;49.0;58.0;?
-5.0;-832;1.0;339;?;24.0;31.0
4.0;?;-5.0;?;13.0;13.0;27.0
3.0;-827;19.0;345;-2.0;?;45.0
-6.0;-827;0.0;348;25.0;8.0;47.0
-13.0;?;-3.0;349;19.0;72.0;47.0
2.0;?;-9.0;347;46.0;12.0;51.0
8.0;-829;14.0;?;?;26.0;62.0
10.0;-830;18.0;344;23.0;18.0;?
16.0;-831;13.0;342;23.0;9.0;36.0
-8.0;-827;?;343;35.0;30.0;17.0
27.0;-826;-3.0;346;41.0;50.0;7.0
33.0;-830;-15.0;345;37.0;28.0;12.0
4.0;-830;1.0;342;?;54.0;17.0
16.0;-829;-3.0;350;18.0;42.0;8.0
43.0;-829;-7.0;351;34.0;51.0;-5.0
21.0;-829;-43.0;342;33.0;56.0;?
50.0;-832;-41.0;342;49.0;57.0;23.0
49.0;-832;-27.0;347;1.0;56.0;24.0
52.0;-827;-21.0;347;?;32.0;17.0
39.0;-828;-20.0;341;19.0;100.0;43.0
34.0;-829;-38.0;345;4.0;90.0;47.0
47.0;-830;-30.0;349;43.0;95.0;16.0
20.0;-831;-24.0;?;21.0;44.0;17.0
20.0;-828;-25.0;345;22.0;52.0;1.0
19.0;-831;?;341;31.0;41.0;-9.0
37.0;-829;-50.0;345;?;56.0;-2.0
?;-827;-23.0;346;33.0;?;-29.0
?;-833;-59.0;?;0.0;24.0;-20.0
15.0;?;-21.0;?;22.0;?;-33.0
43.0;-827;-5.0;347;-3.0;66.0;-13.0
22.0;-833;-7.0;345;3.0;52.0;-17.0
12.0;-837;-46.0;346;-7.0;85.0;-1.0
31.0;-828;-25.0;346;9.0;34.0;?
7.0;-827;0.0;?;9.0;?;-22.0
72.0;-834;0.0;?;11.0;68.0;?
?;?;-11.0;?;10.0;41.0;-38.0
-5.0;-833;?;347;25.0;30.0;-24.0
31.0;-829;24.0;351;10.0;16.0;1.0
-2.0;-825;2.0;?;12.0;32.0;-34.0
-21.0;-833;2.0;?;?;-12.0;4.0
-13.0;-834;3.0;343;28.0;44.0;15.0
-4.0;-830;-28.0;345;22.0;16.0;-38.0
-4.0;-827;-23.0;?;10.0;?;-34.0
4.0;-829;-49.0;348;-2.0;24.0;-16.0
24.0;-832;-42.0;349;28.0;50.0;-9.0
47.0;-831;-38.0;346;38.0;48.0;6.0
45.0;?;-48.0;347;50.0;91.0;-2.0
47.0;-831;-38.0;?;?;64.0;-12.0
66.0;-831;-70.0;345;0.0;61.0;10.0
61.0;-830;?;340;18.0;91.0;9.0
51.0;-832;-43.0;344;3.0;95.0;4.0
65.0;?;-34.0;345;17.0;118.0;-10.0
