InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
?;?;55.0;?;50;-7;?;-50;-186.0;-181.0;-38;-7.0
8;?;123.0;-264;19;1;18.0;-19;-174.0;-181.0;-13;21.0
1;1;51.0;?;-1;-2;27.0;1;-196.0;-180.0;1;-30.0
-5;12;?;-272;16;-9;31.0;-16;-195.0;-169.0;12;-3.0
3;-1;87.0;?;39;-3;?;-39;-171.0;-173.0;?;51.0
7;-44;129.0;-265;37;1;?;?;-195.0;-166.0;-44;-5.0
2;-30;116.0;-269;18;-3;22.0;-18;-198.0;-165.0;-30;-8.0
1;-21;?;-268;19;-2;10.0;-19;-199.0;-168.0;-21;-20.0
2;?;90.0;-272;?;-6;10.0;-1;-190.0;-158.0;-22;-59.0
5;-14;73.0;-271;-35;-5;-12.0;35;-197.0;-168.0;-14;-8.0
7;-26;24.0;-265;-42;0;-35.0;42;-198.0;-166.0;-26;8.0
4;?;80.0;-269;-16;-5;-13.0;?;-189.0;-152.0;-15;-21.0
0;18;56.0;?;-5;-1;-16.0;5;-190.0;-158.0;18;?
1;47;?;-271;-44;-5;3.0;44;-211.0;-162.0;47;-22.0
?;33;45.0;-275;-14;-11;?;?;-199.0;-160.0;33;-24.0
5;-4;83.0;-266;33;-2;22.0;-33;-182.0;-161.0;-4;?
2;-14;36.0;-261;14;4;26.0;-14;-219.0;-151.0;-14;9.0
3;-14;?;-261;16;4;13.0;-16;-206.0;-172.0;-14;-9.0
3;-20;20.0;-265;?;0;30.0;-17;-198.0;-168.0;-20;15.0
3;-30;39.0;-268;19;-3;-8.0;-19;-192.0;-161.0;-30;21.0
2;-10;59.0;-265;4;0;15.0;-4;-192.0;?;-10;?
-1;8;43.0;-265;-16;0;-23.0;16;-206.0;-163.0;8;25.0
0;7;27.0;-265;?;1;-4.0;15;-209.0;-154.0;7;-22.0
3;8;0.0;-265;-32;2;-22.0;32;-200.0;-159.0;8;-8.0
2;-19;-38.0;-265;?;?;-39.0;16;-197.0;-173.0;-19;1.0
2;-12;33.0;-263;14;2;0.0;-14;-198.0;-171.0;-12;14.0
?;17;9.0;-264;20;1;-23.0;-20;-208.0;-165.0;17;?
0;15;4.0;-267;?;-1;-41.0;-44;-226.0;-160.0;15;9.0
0;?;-6.0;-267;?;-1;-58.0;-33;-216.0;-161.0;17;?
1;18;-48.0;-269;-19;-3;-48.0;19;-218.0;-168.0;18;25.0
2;15;-72.0;-269;-25;-3;?;?;-230.0;-181.0;15;27.0
0;?;?;-266;-30;-2;-48.0;30;-231.0;-171.0;21;61.0
4;?;-64.0;-265;-25;0;-12.0;?;-217.0;-160.0;10;36.0
?;8;-57.0;-268;0;-3;?;0;-252.0;?;8;12.0
?;5;-19.0;-271;-4;-6;-87.0;4;?;-163.0;5;-8.0
4;?;-57.0;-266;-29;?;-88.0;29;-302.0;-171.0;-30;59.0
9;-32;-119.0;-264;-40;?;-78.0;40;-312.0;-153.0;-32;77.0
?;-18;-199.0;-268;?;-1;?;-9;-360.0;-145.0;-18;57.0
?;-31;-251.0;-271;-48;-2;-154.0;48;-372.0;-164.0;-31;173.0
0;-33;-392.0;-265;-112;2;-246.0;112;-338.0;-159.0;?;205.0
1;-24;-487.0;-265;?;3;-321.0;54;-358.0;-158.0;-24;259.0
3;-31;-538.0;-272;-107;?;-348.0;107;-342.0;-149.0;-31;254.0
3;-53;-637.0;-270;-153;-2;-461.0;?;-322.0;-188.0;-53;?
4;-41;-729.0;-268;-137;?;-553.0;137;-312.0;-175.0;-41;241.0
0;?;-959.0;?;-183;3;?;183;-340.0;-179.0;-2;239.0
-5;-25;-1164.0;-267;-286;0;-793.0;286;-341.0;-165.0;-25;326.0
?;-65;-1225.0;?;-317;-5;-780.0;317;-320.0;-151.0;?;489.0
-12;-41;-1241.0;-265;-237;2;?;237;-348.0;-141.0;-41;641.0
-12;-32;-1202.0;-272;-215;-6;-544.0;215;-439.0;?;-32;645.0
-9;-28;-1267.0;?;-138;-10;-506.0;?;?;-142.0;-28;675.0
-9;11;-1289.0;-269;-106;-3;-361.0;106;-408.0;-150.0;11;667.0
-10;26;-1205.0;-273;-179;-7;-237.0;179;-446.0;-143.0;26;683.0
-12;?;-1117.0;-265;-138;-2;?;138;-465.0;-164.0;-2;665.0
-10;?;-1011.0;-261;-111;2;137.0;111;?;-141.0;-19;550.0
-11;16;?;-267;-119;-3;227.0;119;-468.0;-152.0;16;444.0
-15;15;-669.0;-258;-107;?;372.0;?;-464.0;-153.0;15;?
-15;-46;?;-257;-86;3;532.0;86;-476.0;-142.0;-46;271.0
-13;-77;-451.0;-270;-77;-6;692.0;?;-492.0;?;-77;184.0
-13;?;-338.0;-269;-77;-6;617.0;77;-517.0;-146.0;-76;113.0
-14;?;?;-265;-24;-3;760.0;?;-584.0;-174.0;-41;106.0
-14;7;-249.0;?;-14;-1;801.0;14;-545.0;-190.0;7;31.0
-11;-8;-363.0;-266;10;-2;713.0;-10;-521.0;-191.0;-8;-61.0
-3;15;-507.0;-269;67;-4;718.0;?;-508.0;-199.0;15;-77.0
-2;68;-491.0;-266;29;?;608.0;-29;-515.0;?;68;-71.0
?;14;?;-265;-30;1;604.0;30;-473.0;-191.0;?;-12.0
-9;-7;-498.0;-264;-41;2;508.0;41;-471.0;-199.0;-7;-46.0
-10;35;-552.0;-267;-5;-4;407.0;5;-406.0;-181.0;35;-6.0
?;25;-484.0;-269;?;-7;349.0;-26;-469.0;-205.0;25;61.0
2;6;-528.0;-269;7;-5;232.0;-7;-410.0;?;6;13.0
3;29;-455.0;-271;-13;-7;189.0;13;?;-209.0;29;68.0
-5;22;-396.0;-269;4;-7;121.0;-4;-453.0;-199.0;22;87.0
-9;1;-383.0;-269;4;-7;121.0;-4;-413.0;?;1;124.0
-7;70;-370.0;-265;-16;-2;?;16;-416.0;-183.0;70;162.0
-8;64;-494.0;-259;-1;1;113.0;1;-423.0;-170.0;64;230.0
-9;-17;-375.0;-265;17;-5;64.0;-17;-399.0;-154.0;-17;222.0
-8;9;-335.0;-268;6;-5;26.0;-6;-388.0;-186.0;?;173.0
-6;22;-314.0;-264;?;?;1.0;-13;-451.0;-183.0;22;96.0
0;?;-258.0;-273;24;-9;-45.0;?;-431.0;-190.0;-21;4.0
-4;-1;-312.0;-270;-7;-6;8.0;?;-492.0;-182.0;-1;-98.0
?;38;-303.0;-264;-1;-2;2.0;1;-424.0;-201.0;38;-82.0
-2;19;-176.0;-267;?;-3;?;-44;-409.0;-190.0;19;-15.0
1;-3;-79.0;-261;35;4;?;-35;-417.0;-183.0;-3;3.0
2;21;-134.0;?;16;2;93.0;-16;-412.0;-189.0;21;56.0
7;42;-108.0;?;1;-4;69.0;-1;-461.0;-167.0;42;13.0
8;20;-40.0;-262;-67;-1;111.0;67;-531.0;-178.0;20;50.0
-2;8;51.0;-256;-36;3;40.0;36;-603.0;-171.0;8;-62.0
?;31;69.0;?;2;?;116.0;-2;?;-147.0;31;23.0
?;17;22.0;-247;?;?;?;24;-698.0;-153.0;17;52.0
?;-21;76.0;-249;27;7;181.0;?;?;-149.0;-21;41.0
-5;-12;90.0;-256;40;-1;137.0;-40;-484.0;-144.0;-12;62.0
-10;-1;106.0;?;124;-1;59.0;-124;?;-108.0;-1;-21.0
-8;-1;103.0;-257;212;2;?;-212;-566.0;-147.0;-1;?
2;21;?;-266;199;-3;-149.0;-199;-530.0;-186.0;21;-119.0
-1;37;779.0;-267;?;-3;-326.0;-246;?;-233.0;37;-130.0
-2;?;1262.0;-268;267;-4;-751.0;-267;?;-270.0;39;-18.0
-2;36;1598.0;-269;275;-6;-1144.0;-275;?;?;36;114.0
3;42;1774.0;-267;234;-2;-1382.0;?;-267.0;-280.0;42;65.0
15;28;1349.0;?;194;4;-1634.0;-194;-246.0;-247.0;28;-180.0
?;7;851.0;-270;207;-2;-1745.0;-207;-262.0;-216.0;7;-163.0
16;35;?;-279;206;-11;-2073.0;-206;?;-183.0;35;-290.0
7;38;-840.0;-277;252;-10;-2289.0;-252;-270.0;-153.0;38;-303.0
-2;9;-1696.0;-277;250;-11;?;?;-259.0;-116.0;9;-389.0
17;76;-2370.0;-271;?;-3;-2549.0;?;-241.0;-101.0;76;-539.0
36;116;-2917.0;-254;291;14;-2571.0;-291;-244.0;-113.0;116;?
33;26;-2966.0;?;227;14;-2349.0;-227;-343.0;-103.0;26;-913.0
37;-24;-2792.0;-262;238;8;-2042.0;-238;-485.0;-104.0;-24;?
36;-7;?;-273;171;?;-1616.0;-171;-438.0;-124.0;-7;-1240.0
24;1;-1832.0;-285;176;-11;?;-176;-525.0;-151.0;1;-1256.0
32;11;-1354.0;-285;193;-8;-1003.0;?;-583.0;-194.0;?;-1218.0
42;2;-1016.0;-280;181;-2;-826.0;?;-521.0;-227.0;2;-1089.0
?;9;-1012.0;-281;167;-3;?;-167;-421.0;-260.0;9;-780.0
45;28;-445.0;-281;6;-4;-751.0;-6;-288.0;-231.0;?;-643.0
40;-1;672.0;-280;?;0;-465.0;63;-242.0;-190.0;-1;-1489.0
27;13;349.0;-276;-37;?;-406.0;37;-266.0;-168.0;13;-1279.0
?;25;462.0;-276;-26;?;-518.0;26;-268.0;-148.0;25;-797.0
?;16;398.0;-277;2;2;-319.0;-2;-276.0;-123.0;?;-221.0
?;-8;274.0;-276;-4;2;-274.0;4;-295.0;-116.0;-8;-104.0
?;-47;111.0;-281;-13;-2;-140.0;13;-296.0;-149.0;-47;?
35;7;64.0;-280;-15;0;-35.0;15;-304.0;-150.0;7;-181.0
28;-9;?;-280;-6;0;29.0;6;-295.0;-154.0;-9;-171.0
28;-30;169.0;?;-5;-2;106.0;5;-277.0;-177.0;-30;-97.0
32;-4;220.0;-282;-2;-1;128.0;2;-273.0;-200.0;-4;-29.0
29;-13;159.0;-283;-15;-1;78.0;?;?;-200.0;-13;-42.0
21;41;103.0;-274;-44;8;30.0;44;-283.0;-202.0;41;-44.0
16;25;91.0;-276;?;3;?;-4;-283.0;-186.0;25;-90.0
12;?;25.0;-281;?;-3;-19.0;-39;-293.0;-162.0;-2;-115.0
18;4;28.0;-277;21;2;1.0;-21;-291.0;?;?;-55.0
?;-16;46.0;-278;?;4;-21.0;-30;-294.0;-181.0;-16;33.0
10;?;30.0;-279;27;2;-20.0;-27;-288.0;-180.0;-14;61.0
10;?;14.0;-279;24;2;-45.0;-24;-302.0;-172.0;-17;33.0
?;2;25.0;-279;29;4;-70.0;-29;-299.0;-181.0;2;19.0
7;-31;-27.0;-278;-12;6;-58.0;12;-286.0;-168.0;-31;-4.0
2;-13;3.0;-280;-14;1;-28.0;14;-282.0;-177.0;-13;-36.0
-5;24;?;-283;21;-3;-14.0;-21;-282.0;-194.0;24;-6.0
4;-4;?;-277;27;4;-25.0;-27;-288.0;-188.0;-4;30.0
8;26;9.0;-274;17;8;-12.0;-17;-287.0;?;26;60.0
3;-12;22.0;-280;-49;1;38.0;49;-293.0;?;?;38.0
2;-1;-14.0;?;-69;0;-30.0;69;-299.0;-176.0;-1;5.0
2;17;24.0;-283;5;-1;-29.0;-5;-303.0;-182.0;17;34.0
7;-37;-6.0;-287;24;-5;1.0;-24;-292.0;-181.0;-37;34.0
8;4;-1.0;-280;7;1;15.0;-7;-292.0;-180.0;4;64.0
?;?;14.0;-281;24;-1;-12.0;-24;-283.0;-190.0;18;19.0
1;25;3.0;-285;16;-7;-58.0;-16;-283.0;-182.0;25;8.0
0;6;-30.0;-278;-26;0;-18.0;26;-282.0;-181.0;6;-16.0
-6;-46;9.0;-272;-47;9;-14.0;47;-284.0;-181.0;-46;-8.0
-4;-32;11.0;-274;-40;7;11.0;40;-280.0;-180.0;-32;27.0
3;?;?;-279;3;3;-19.0;?;-272.0;-182.0;-24;27.0
7;-12;-16.0;-279;?;1;-12.0;-39;-275.0;-176.0;?;79.0
3;5;-50.0;-282;12;-3;?;-12;-271.0;-176.0;?;39.0
1;-17;20.0;-287;-9;-7;-6.0;9;-280.0;-172.0;-17;46.0
2;-7;18.0;-283;-17;-1;-64.0;17;-285.0;-171.0;-7;10.0
?;-20;26.0;-279;-9;1;-15.0;9;-309.0;-195.0;?;-4.0
?;-56;-19.0;-281;33;-1;-19.0;-33;-296.0;-191.0;-56;-57.0
2;-12;?;-278;39;4;-14.0;-39;-293.0;-183.0;-12;-83.0
3;-20;22.0;-282;?;1;?;-43;-275.0;-188.0;-20;-60.0
-3;-32;41.0;-276;?;6;-12.0;-40;-291.0;-183.0;-32;-77.0
5;-30;62.0;-273;6;9;40.0;-6;-283.0;?;-30;-84.0
15;-31;64.0;-288;-37;-5;-21.0;37;-303.0;-183.0;-31;-126.0
-1;?;0.0;-286;-72;-3;-12.0;72;-300.0;-162.0;33;-50.0
-8;-4;39.0;-283;-46;0;?;46;-338.0;-161.0;-4;-33.0
4;?;53.0;-289;-28;-6;8.0;28;-427.0;-189.0;-23;13.0
6;21;50.0;-287;?;-2;26.0;64;-389.0;-160.0;21;38.0
1;-5;10.0;-284;-117;1;-10.0;?;-296.0;-172.0;-5;?
-4;-25;5.0;-279;-132;4;-27.0;132;-331.0;-159.0;?;17.0
-12;-25;7.0;-278;-57;4;-27.0;57;-309.0;-179.0;-25;33.0
-14;-19;22.0;-288;-32;-5;4.0;32;-201.0;-193.0;-19;39.0
-4;-6;19.0;-284;-81;-1;92.0;81;-218.0;?;-6;?
-7;-4;59.0;-278;-20;5;385.0;20;-216.0;-164.0;-4;?
0;-5;139.0;-278;-102;4;612.0;102;-213.0;-159.0;-5;?
21;-26;452.0;-271;-339;9;900.0;339;-242.0;?;-26;?
9;?;887.0;-264;-401;15;1070.0;401;-212.0;-165.0;-62;936.0
-6;?;?;-263;-490;15;1126.0;490;-298.0;-153.0;-60;?
-21;-58;1572.0;-291;-516;-11;1340.0;516;-256.0;-149.0;-58;?
-32;-63;1744.0;-307;-368;-28;1559.0;368;-274.0;-169.0;-63;964.0
-20;-27;1786.0;-292;-333;-18;1776.0;333;-272.0;-152.0;-27;940.0
-19;-14;1803.0;-281;-357;-7;2082.0;357;-408.0;-151.0;-14;?
-30;-34;?;-267;-310;6;2352.0;310;-438.0;-169.0;-34;945.0
-22;-31;1773.0;-266;-278;6;2549.0;278;-481.0;-136.0;-31;?
-19;-44;1744.0;-267;-304;3;2504.0;304;-598.0;?;-44;807.0
-34;-18;1438.0;-264;-275;2;2366.0;275;-593.0;-90.0;?;?
?;-11;?;-256;?;4;2072.0;207;-579.0;?;-11;888.0
-50;-54;376.0;-241;-158;12;1599.0;158;-649.0;-84.0;-54;846.0
-57;-15;-25.0;-248;-33;9;1306.0;33;-545.0;-114.0;-15;664.0
-52;-3;-255.0;-252;100;12;1238.0;-100;-550.0;-151.0;-3;602.0
-34;?;-331.0;-257;?;12;954.0;-106;-531.0;-193.0;-19;437.0
-31;-14;-487.0;-260;?;11;718.0;-102;-507.0;-254.0;-14;330.0
-27;-10;?;-262;86;9;521.0;-86;-532.0;-316.0;-10;200.0
-17;25;-477.0;-278;-17;-3;283.0;17;-533.0;-326.0;25;-60.0
-33;-6;-308.0;-271;-46;1;76.0;46;-558.0;-359.0;-6;-138.0
-34;-48;-132.0;-270;3;5;-26.0;-3;-482.0;-344.0;-48;-14.0
?;-2;56.0;-275;13;0;-46.0;-13;-505.0;-303.0;-2;97.0
-26;29;16.0;-262;-31;12;-86.0;31;-462.0;-230.0;29;194.0
-25;16;-52.0;-262;-52;12;6.0;52;-464.0;-189.0;16;251.0
-32;7;-19.0;-270;-8;?;4.0;8;-458.0;-157.0;7;276.0
-29;-17;-55.0;-265;3;5;37.0;-3;-508.0;-137.0;-17;273.0
-25;?;-48.0;-261;-13;10;39.0;13;?;-118.0;-30;302.0
-28;?;-29.0;-263;5;7;25.0;-5;-561.0;-127.0;-20;245.0
-27;-28;-8.0;-262;-14;?;63.0;14;?;-149.0;-28;278.0
-27;-21;-92.0;-263;2;8;?;-2;-546.0;-170.0;-21;247.0
-24;22;-27.0;-264;55;?;42.0;-55;-557.0;-195.0;22;?
-21;37;-57.0;-264;53;8;-43.0;-53;-554.0;-226.0;37;66.0
-17;-7;40.0;-264;131;7;?;-131;-502.0;-229.0;-7;17.0
-8;-22;139.0;-266;155;6;-28.0;-155;?;-245.0;-22;74.0
-4;19;150.0;-272;102;0;-51.0;?;-496.0;-246.0;19;12.0
-5;48;135.0;-274;150;-2;?;-150;-445.0;-230.0;48;-105.0
-2;?;360.0;-269;?;3;-186.0;-136;-406.0;-241.0;32;-175.0
1;19;572.0;-268;?;3;-266.0;-93;-426.0;-222.0;19;-240.0
1;37;739.0;-270;114;3;-334.0;-114;-378.0;-180.0;37;-364.0
-2;-10;906.0;?;106;5;?;-106;-276.0;-150.0;-10;-510.0
-1;4;1016.0;?;?;5;-379.0;?;-321.0;-137.0;4;-615.0
2;?;1152.0;-271;119;2;-360.0;-119;-325.0;-121.0;57;-666.0
7;-15;1132.0;-273;147;-1;-369.0;-147;-252.0;-117.0;-15;-726.0
10;20;1110.0;-269;138;3;-364.0;-138;-248.0;-113.0;20;-732.0
6;84;1155.0;?;145;8;-417.0;-145;-206.0;-120.0;84;-782.0
3;32;1151.0;-272;140;1;?;-140;-200.0;-133.0;32;-772.0
7;5;1000.0;-277;114;-4;-297.0;-114;-184.0;-159.0;5;-818.0
4;6;909.0;-277;127;-3;-346.0;-127;-142.0;-166.0;6;?
3;7;845.0;-277;133;-4;-329.0;?;-178.0;?;7;-958.0
9;2;836.0;?;101;1;-226.0;-101;-142.0;-165.0;2;-907.0
8;23;763.0;-272;99;3;-155.0;-99;-112.0;-150.0;23;-858.0
6;37;784.0;-273;71;3;-87.0;-71;-97.0;-168.0;37;-761.0
10;12;778.0;-273;62;2;-16.0;-62;-38.0;-154.0;?;?
7;-4;684.0;-277;87;-3;121.0;-87;-76.0;-141.0;?;-654.0
6;2;550.0;-278;44;-4;277.0;-44;?;?;?;-648.0
13;23;535.0;-281;51;-5;?;-51;-83.0;-131.0;23;-589.0
7;21;560.0;-279;68;-3;299.0;-68;-102.0;-143.0;21;-507.0
-1;2;559.0;-276;?;-1;292.0;-39;-94.0;-154.0;?;-444.0
1;?;538.0;-277;50;-2;256.0;-50;-110.0;?;8;-391.0
1;7;525.0;-277;48;-2;?;-48;-110.0;?;7;-371.0
5;-12;549.0;-279;1;-2;?;-1;-98.0;-159.0;-12;-375.0
11;-9;540.0;-278;-40;-2;81.0;40;-97.0;-158.0;-9;-375.0
6;0;?;-280;-2;-5;28.0;2;-118.0;-148.0;0;-429.0
3;13;387.0;-279;43;-3;11.0;-43;-119.0;-158.0;13;-344.0
3;26;372.0;-275;11;1;-11.0;-11;-103.0;-161.0;26;-219.0
4;-1;356.0;-277;-4;0;?;?;-113.0;-166.0;-1;-102.0
3;-25;295.0;-275;9;0;-47.0;-9;-90.0;-182.0;-25;-39.0
-1;-13;300.0;-276;-8;-2;-30.0;8;-66.0;-156.0;-13;29.0
1;?;237.0;-275;-12;-1;?;12;?;-149.0;1;3.0
3;-8;236.0;-269;-17;4;-8.0;17;-85.0;?;-8;16.0
4;-1;258.0;-271;-11;3;12.0;11;?;?;-1;?
7;16;194.0;-275;-1;-1;39.0;1;-115.0;-161.0;16;116.0
3;1;195.0;-277;-49;-4;24.0;49;-124.0;-150.0;1;86.0
1;-14;99.0;-282;-28;-7;27.0;28;?;-153.0;-14;82.0
-5;-32;?;-277;-4;-2;?;4;-129.0;-166.0;-32;79.0
-2;5;141.0;-273;-24;1;-14.0;24;-145.0;-183.0;5;89.0
11;46;202.0;-279;32;-5;?;?;-139.0;-162.0;46;7.0
3;-7;205.0;-274;42;-2;2.0;-42;-149.0;-168.0;-7;8.0
-4;-13;223.0;-271;-9;0;-7.0;9;-145.0;-160.0;-13;-43.0
0;?;183.0;-275;1;-2;45.0;-1;-143.0;-153.0;?;-11.0
-2;-19;172.0;?;20;-1;19.0;?;?;-165.0;-19;11.0
0;-12;186.0;-276;?;-3;53.0;-17;-126.0;-157.0;-12;56.0
3;-3;185.0;-279;27;-5;28.0;-27;-112.0;-171.0;-3;37.0
0;-2;93.0;-272;19;2;26.0;-19;-140.0;-169.0;-2;18.0
?;-13;67.0;-272;10;3;0.0;-10;-124.0;-173.0;-13;20.0
6;27;72.0;-278;-13;-4;7.0;13;-123.0;-141.0;27;40.0
0;22;52.0;?;-60;-1;9.0;60;-122.0;-171.0;22;36.0
-3;-16;73.0;-271;-27;2;13.0;27;-124.0;?;-16;34.0
-1;6;57.0;?;37;-3;55.0;?;-122.0;-168.0;6;37.0
?;-17;7.0;-276;14;-3;28.0;-14;-124.0;-155.0;-17;40.0
1;-29;42.0;-275;-16;-1;11.0;?;-122.0;-167.0;?;79.0
-2;?;?;-279;-35;-5;?;35;-125.0;?;14;52.0
-4;25;44.0;-273;-20;1;19.0;20;-116.0;-180.0;25;75.0
2;1;28.0;-269;7;5;11.0;-7;-121.0;?;1;25.0
0;-14;39.0;-275;-3;-2;26.0;3;-136.0;-152.0;-14;33.0
1;1;63.0;?;13;-1;-12.0;-13;-124.0;-160.0;1;?
3;12;57.0;-274;17;1;9.0;-17;-123.0;-172.0;12;37.0
2;-1;?;-275;21;-1;-5.0;-21;-129.0;-139.0;-1;16.0
2;18;48.0;-274;10;1;-3.0;-10;-134.0;-173.0;18;-20.0
2;22;5.0;-275;25;-1;9.0;-25;-122.0;-175.0;22;-2.0
3;-13;20.0;-279;38;-4;?;-38;-142.0;-161.0;-13;29.0
-1;-7;?;-277;-38;-2;3.0;38;-123.0;-161.0;-7;16.0
0;-13;?;-271;13;5;7.0;-13;-131.0;-162.0;-13;17.0
-3;-31;29.0;-274;69;1;-6.0;-69;-111.0;-170.0;-31;40.0
-7;-18;30.0;-276;19;-3;36.0;-19;-116.0;-161.0;-18;12.0
-2;0;70.0;-273;7;1;22.0;-7;-124.0;-172.0;?;15.0
2;35;50.0;-271;7;3;25.0;?;-121.0;-155.0;35;10.0
2;46;42.0;-270;11;?;36.0;-11;-128.0;-172.0;46;28.0
?;-3;11.0;-276;-19;-2;-7.0;19;-128.0;-172.0;-3;?
-1;-30;7.0;-278;-29;-2;26.0;29;-124.0;-165.0;-30;25.0
-3;-3;18.0;-274;?;1;-6.0;-4;-111.0;-166.0;-3;18.0
2;17;-13.0;-275;-17;-2;17.0;17;-107.0;-166.0;17;34.0
6;-1;61.0;-275;-17;-1;7.0;17;-121.0;-165.0;-1;18.0
?;-20;30.0;?;12;-1;11.0;?;-130.0;-173.0;-20;-11.0
-1;14;28.0;?;-16;-2;-8.0;16;-132.0;-185.0;14;8.0
1;25;11.0;-276;13;-1;-23.0;-13;?;-162.0;?;-15.0
2;18;35.0;-277;31;-3;2.0;-31;-142.0;-170.0;18;-5.0
2;26;43.0;-277;-3;-4;-4.0;3;-123.0;-171.0;26;-3.0
-2;?;22.0;-273;16;0;15.0;?;-124.0;?;8;6.0
?;8;35.0;-274;-14;0;-10.0;?;-131.0;-171.0;8;-24.0
?;?;17.0;?;-9;-2;-15.0;9;-122.0;-157.0;-14;?
4;-42;8.0;-278;25;-5;15.0;-25;-124.0;-158.0;?;29.0
3;-31;42.0;-275;15;-2;2.0;?;-122.0;-164.0;-31;26.0
-4;-24;?;-271;37;3;-6.0;-37;-142.0;-142.0;-24;-13.0
-1;-15;12.0;-274;?;1;-4.0;-16;-144.0;?;-15;28.0
5;-14;18.0;-276;-39;-1;-40.0;?;-129.0;-172.0;?;20.0
4;-13;16.0;?;-41;1;0.0;41;-133.0;-160.0;-13;10.0
7;-17;-30.0;-275;?;-1;-29.0;51;-131.0;-153.0;-17;?
3;-9;-10.0;-274;-34;1;-41.0;34;-137.0;-165.0;-9;?
-1;17;-32.0;-273;-4;2;-16.0;4;-151.0;-157.0;17;-18.0
3;26;-2.0;-275;-31;-1;-25.0;?;-135.0;?;26;-6.0
-4;13;-31.0;?;-2;0;-24.0;2;-139.0;?;13;?
-6;-26;18.0;?;18;0;-33.0;-18;-143.0;?;-26;-7.0
1;36;-74.0;-279;-12;-4;?;12;-123.0;-191.0;?;17.0
?;?;?;-276;16;-1;-46.0;-16;-143.0;-160.0;67;23.0
2;-35;-28.0;-273;26;5;-44.0;-26;-151.0;-161.0;-35;-6.0
0;-27;1.0;-271;-2;6;-35.0;2;-151.0;-162.0;-27;19.0
-2;11;-26.0;?;9;2;-57.0;-9;-151.0;-171.0;11;24.0
-2;-1;-68.0;-275;19;0;-73.0;-19;-151.0;-155.0;-1;-6.0
-2;?;-78.0;?;19;1;-6.0;-19;-149.0;-153.0;14;-30.0
0;?;-33.0;-273;42;1;-45.0;?;-135.0;-167.0;13;45.0
-1;-23;-40.0;-273;66;2;-40.0;-66;-136.0;-171.0;-23;41.0
?;-26;-29.0;-276;?;0;-44.0;-71;-145.0;-168.0;?;26.0
0;?;-1.0;-276;31;0;-85.0;-31;-168.0;-150.0;32;-17.0
1;6;?;-275;?;1;-29.0;12;-183.0;-166.0;6;-37.0
-2;-60;-25.0;-277;-9;-1;-58.0;9;-169.0;-164.0;?;5.0
0;-38;-42.0;-274;9;1;-29.0;-9;-190.0;-161.0;-38;41.0
2;-5;-57.0;-271;26;5;-48.0;-26;-232.0;-152.0;-5;45.0
-2;6;-135.0;-272;10;4;?;-10;-237.0;-169.0;6;22.0
3;-3;-168.0;-273;-44;6;-13.0;?;-226.0;-181.0;-3;65.0
5;-23;-170.0;-273;-47;5;-82.0;47;-215.0;-171.0;-23;148.0
-1;?;-198.0;-276;-57;2;-87.0;57;-179.0;-158.0;-3;169.0
2;16;-266.0;-277;-118;2;?;118;-202.0;-155.0;16;170.0
5;-3;-392.0;-271;?;?;-215.0;90;-204.0;-170.0;-3;229.0
6;-4;-607.0;-270;-61;8;-238.0;61;-190.0;-199.0;-4;342.0
4;-18;-819.0;-274;-197;?;-267.0;197;-276.0;-222.0;-18;538.0
5;-47;-1013.0;?;-320;4;-365.0;320;-314.0;?;-47;678.0
-5;-41;-1191.0;-274;-299;2;-375.0;299;-326.0;-178.0;-41;798.0
-24;-47;-1384.0;-279;-255;?;-394.0;255;-392.0;-153.0;-47;863.0
-24;-48;-1443.0;-278;-256;-2;-445.0;256;-392.0;-133.0;-48;848.0
-18;-15;-1451.0;-287;-223;-11;-307.0;223;-389.0;-131.0;-15;927.0
-10;-34;-1392.0;-291;-127;-12;-144.0;?;-439.0;-131.0;-34;?
3;-39;-1278.0;-282;?;-2;4.0;99;-394.0;-131.0;-39;1007.0
3;-27;-1123.0;-278;-165;-1;206.0;165;-478.0;-139.0;-27;978.0
-8;?;-1006.0;-279;-196;-2;253.0;196;-450.0;-169.0;-67;873.0
-16;-35;-849.0;-277;-195;0;360.0;?;-479.0;-191.0;-35;814.0
-23;27;-693.0;?;-173;1;497.0;173;-528.0;-168.0;27;730.0
?;?;-596.0;-267;-77;7;536.0;77;-550.0;-141.0;1;552.0
-24;-6;-598.0;-268;-41;6;558.0;41;-552.0;-152.0;-6;450.0
-17;34;-477.0;-273;-3;?;651.0;3;-574.0;-152.0;34;442.0
-3;15;-447.0;-273;88;5;?;-88;-636.0;-162.0;15;403.0
?;3;-498.0;-274;66;3;651.0;-66;-621.0;-166.0;3;393.0
-6;?;-619.0;-281;31;-5;567.0;-31;-623.0;-215.0;30;386.0
-9;6;-714.0;-284;16;-6;488.0;-16;-554.0;-253.0;6;269.0
