InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion1
-800.0;-661.0;317.0;66.0;-748.0
-804.0;-658.0;319.0;74.0;-750.0
-809.0;-658.0;322.0;84.0;-751.0
-814.0;-658.0;322.0;96.0;-750.0
-819.0;-658.0;322.0;108.0;-750.0
-824.0;-658.0;323.0;119.0;-750.0
-826.0;-658.0;?;128.0;-750.0
-829.0;-658.0;324.0;138.0;-750.0
?;-657.0;323.0;148.0;-750.0
?;-656.0;324.0;156.0;-751.0
-833.0;-655.0;323.0;?;-751.0
-834.0;-653.0;323.0;171.0;-752.0
-835.0;-652.0;323.0;177.0;-753.0
-835.0;-650.0;324.0;180.0;-755.0
-836.0;-649.0;324.0;182.0;-756.0
?;-648.0;325.0;?;-756.0
-836.0;-648.0;326.0;184.0;-756.0
?;-648.0;328.0;?;-757.0
-835.0;-648.0;?;185.0;-757.0
-834.0;-648.0;329.0;185.0;-757.0
-833.0;-648.0;329.0;186.0;-756.0
-832.0;-649.0;329.0;187.0;-756.0
?;-650.0;328.0;188.0;-755.0
-830.0;-651.0;328.0;190.0;-755.0
-830.0;-651.0;327.0;190.0;-754.0
-830.0;-653.0;326.0;191.0;-753.0
-831.0;-655.0;325.0;191.0;-751.0
-832.0;-657.0;325.0;191.0;-749.0
-832.0;-659.0;324.0;190.0;?
-831.0;-661.0;323.0;189.0;?
-831.0;-663.0;322.0;?;-743.0
-831.0;-666.0;320.0;185.0;-741.0
-830.0;-667.0;318.0;183.0;-739.0
-830.0;-669.0;316.0;180.0;-738.0
-831.0;-668.0;313.0;179.0;?
-828.0;-666.0;312.0;177.0;-740.0
-819.0;-662.0;311.0;174.0;-743.0
-809.0;-660.0;310.0;171.0;-745.0
-796.0;-657.0;310.0;167.0;-748.0
-779.0;-655.0;311.0;156.0;?
-760.0;-654.0;312.0;143.0;-750.0
-740.0;-654.0;312.0;137.0;-751.0
-718.0;-654.0;312.0;133.0;-751.0
-696.0;-655.0;313.0;132.0;-749.0
-673.0;-655.0;312.0;134.0;-749.0
-649.0;-656.0;310.0;132.0;-748.0
-625.0;-655.0;308.0;129.0;-748.0
-604.0;?;305.0;128.0;?
?;?;302.0;?;-748.0
?;?;300.0;132.0;-747.0
-549.0;-652.0;298.0;?;-747.0
-540.0;-652.0;295.0;149.0;-746.0
-534.0;-651.0;293.0;157.0;-746.0
-527.0;-652.0;291.0;159.0;-745.0
?;?;289.0;164.0;-743.0
-515.0;-653.0;289.0;168.0;-742.0
-509.0;-653.0;286.0;169.0;-742.0
-505.0;-653.0;?;168.0;-741.0
-503.0;-653.0;282.0;169.0;-741.0
-503.0;-653.0;281.0;169.0;-740.0
-503.0;-653.0;281.0;170.0;-740.0
-503.0;-653.0;?;170.0;-740.0
-501.0;-653.0;283.0;?;-740.0
-500.0;-653.0;?;173.0;-739.0
-499.0;-653.0;283.0;173.0;-739.0
-498.0;-653.0;282.0;173.0;-739.0
-497.0;-653.0;282.0;173.0;?
-497.0;-653.0;283.0;173.0;-739.0
-497.0;-653.0;283.0;173.0;-740.0
-497.0;-652.0;283.0;?;?
?;?;?;174.0;-740.0
-495.0;-652.0;284.0;173.0;-741.0
-495.0;-651.0;284.0;173.0;-741.0
-495.0;-651.0;285.0;173.0;-742.0
-494.0;-650.0;285.0;173.0;-742.0
-494.0;-650.0;286.0;173.0;?
-493.0;-650.0;287.0;173.0;-743.0
-493.0;?;?;172.0;-743.0
?;?;288.0;172.0;-743.0
-494.0;?;289.0;171.0;-744.0
?;-650.0;289.0;171.0;-744.0
-494.0;-650.0;289.0;171.0;-744.0
?;-650.0;289.0;171.0;-744.0
-495.0;-650.0;289.0;171.0;-744.0
-495.0;-650.0;289.0;171.0;-744.0
-495.0;-650.0;?;170.0;-744.0
-494.0;-650.0;291.0;?;-744.0
-494.0;-650.0;291.0;170.0;-744.0
-494.0;-650.0;291.0;?;-744.0
-494.0;-650.0;292.0;169.0;-744.0
-495.0;-650.0;292.0;169.0;-744.0
?;-650.0;293.0;169.0;-744.0
-495.0;-650.0;293.0;169.0;-744.0
-495.0;-650.0;293.0;169.0;-744.0
-495.0;-651.0;293.0;168.0;-744.0
-496.0;-651.0;?;169.0;-744.0
-496.0;-651.0;294.0;169.0;-744.0
?;-651.0;294.0;?;?
-496.0;-651.0;294.0;168.0;-744.0
-497.0;-652.0;?;168.0;-744.0
-498.0;-651.0;295.0;167.0;-744.0
-498.0;?;?;?;?
-499.0;-651.0;296.0;167.0;-745.0
-499.0;-651.0;296.0;166.0;-745.0
-500.0;-651.0;296.0;166.0;-745.0
-500.0;-651.0;297.0;166.0;-745.0
-500.0;-652.0;297.0;165.0;-745.0
-503.0;-652.0;298.0;163.0;-744.0
-507.0;-653.0;298.0;161.0;-744.0
-514.0;-654.0;299.0;156.0;-743.0
-522.0;-655.0;300.0;?;-743.0
-532.0;?;300.0;146.0;-744.0
-543.0;?;301.0;144.0;-744.0
-554.0;-654.0;303.0;146.0;-745.0
-566.0;-654.0;306.0;145.0;?
-582.0;-654.0;308.0;143.0;-747.0
-602.0;-654.0;310.0;145.0;-747.0
-625.0;-654.0;?;141.0;-748.0
-651.0;?;316.0;131.0;-748.0
?;?;319.0;?;-748.0
-711.0;-657.0;?;114.0;-748.0
-740.0;-659.0;324.0;?;-747.0
-766.0;-661.0;328.0;102.0;-746.0
-788.0;-663.0;332.0;96.0;-746.0
-805.0;-666.0;334.0;97.0;-743.0
-818.0;-673.0;336.0;100.0;?
-828.0;-675.0;335.0;?;-734.0
-834.0;-677.0;330.0;121.0;-731.0
-835.0;-676.0;323.0;133.0;-730.0
-835.0;-673.0;317.0;145.0;-732.0
-834.0;-670.0;312.0;157.0;-733.0
-830.0;-669.0;310.0;165.0;-734.0
-827.0;-666.0;312.0;172.0;-736.0
?;-663.0;315.0;178.0;-740.0
-824.0;-660.0;319.0;182.0;-743.0
-825.0;-659.0;322.0;185.0;-744.0
-826.0;-657.0;325.0;187.0;-746.0
-828.0;-656.0;327.0;188.0;?
-829.0;-656.0;329.0;190.0;-748.0
-830.0;-656.0;330.0;191.0;-748.0
-831.0;?;330.0;?;-747.0
-830.0;-656.0;328.0;194.0;?
-831.0;-656.0;327.0;194.0;-747.0
-832.0;-656.0;326.0;194.0;-747.0
-834.0;-656.0;?;194.0;-748.0
-833.0;-655.0;328.0;194.0;-749.0
-831.0;-654.0;328.0;191.0;-750.0
-828.0;-652.0;328.0;187.0;-752.0
?;-650.0;328.0;182.0;-754.0
-821.0;-649.0;327.0;176.0;-756.0
-817.0;-649.0;327.0;170.0;-757.0
-814.0;?;327.0;165.0;-757.0
-808.0;-648.0;326.0;158.0;-758.0
-801.0;-648.0;326.0;150.0;-758.0
-793.0;-649.0;326.0;139.0;-757.0
-786.0;-649.0;326.0;126.0;?
-779.0;-649.0;326.0;112.0;?
-773.0;-650.0;325.0;98.0;-756.0
-768.0;-651.0;325.0;84.0;-755.0
?;-652.0;323.0;?;-754.0
-758.0;-654.0;321.0;60.0;-753.0
-753.0;-655.0;320.0;49.0;-752.0
-749.0;-656.0;318.0;38.0;-750.0
-745.0;-658.0;317.0;30.0;-748.0
-741.0;-659.0;?;22.0;-747.0
-737.0;-661.0;314.0;15.0;-745.0
-733.0;-662.0;313.0;?;-744.0
-730.0;-664.0;311.0;4.0;?
-727.0;-665.0;310.0;-1.0;-741.0
-723.0;-665.0;310.0;-5.0;-740.0
-720.0;-666.0;310.0;-9.0;-740.0
-717.0;-666.0;310.0;?;-740.0
?;-666.0;311.0;-16.0;-739.0
-711.0;-666.0;311.0;-20.0;-739.0
-709.0;-667.0;311.0;-23.0;-739.0
-707.0;?;311.0;-25.0;-738.0
-704.0;-668.0;312.0;?;-738.0
-701.0;-668.0;312.0;-31.0;-738.0
-699.0;-668.0;313.0;-34.0;-738.0
-697.0;-669.0;314.0;-37.0;-737.0
-696.0;-669.0;314.0;?;-736.0
-695.0;-670.0;314.0;-41.0;-735.0
-694.0;-671.0;315.0;-42.0;-735.0
-694.0;-672.0;315.0;-44.0;-734.0
-693.0;-672.0;?;-45.0;-734.0
-693.0;-673.0;315.0;-45.0;-733.0
-694.0;-673.0;315.0;-45.0;-733.0
-694.0;?;315.0;-44.0;-732.0
-694.0;-675.0;314.0;-44.0;-732.0
-694.0;-675.0;314.0;-44.0;?
-694.0;-676.0;314.0;-43.0;?
-695.0;-676.0;314.0;-43.0;-730.0
-695.0;-677.0;314.0;-43.0;-730.0
-695.0;-677.0;314.0;-42.0;-730.0
-696.0;-677.0;314.0;-42.0;-729.0
-696.0;-678.0;314.0;-41.0;-729.0
-696.0;-678.0;314.0;-41.0;-729.0
-697.0;-678.0;314.0;-41.0;-728.0
-697.0;-679.0;314.0;-41.0;?
-697.0;-679.0;314.0;-41.0;-728.0
-697.0;-679.0;314.0;-40.0;-728.0
-698.0;-679.0;314.0;-39.0;-728.0
-698.0;-679.0;?;-39.0;-728.0
-698.0;-679.0;313.0;-39.0;-728.0
-698.0;-680.0;313.0;-39.0;-728.0
-698.0;-680.0;314.0;?;-727.0
-698.0;?;314.0;-38.0;-727.0
-698.0;-680.0;314.0;-37.0;-727.0
-699.0;-680.0;314.0;-37.0;-727.0
-699.0;-680.0;314.0;-36.0;-727.0
-699.0;-680.0;314.0;-35.0;?
-700.0;-679.0;314.0;-34.0;-728.0
?;-679.0;?;-33.0;?
-700.0;-679.0;314.0;-32.0;-728.0
-701.0;-678.0;314.0;?;-728.0
?;?;314.0;-30.0;?
?;-678.0;314.0;-28.0;-729.0
-705.0;-678.0;314.0;-25.0;-729.0
-706.0;?;314.0;-23.0;-730.0
-708.0;-676.0;314.0;-19.0;-730.0
-711.0;-675.0;314.0;-15.0;-731.0
-714.0;-674.0;313.0;-10.0;-732.0
-717.0;-674.0;313.0;-5.0;?
-720.0;-673.0;313.0;-1.0;-732.0
-722.0;-673.0;313.0;5.0;-733.0
-724.0;-673.0;313.0;10.0;-733.0
-725.0;-673.0;312.0;14.0;-733.0
-725.0;-672.0;313.0;17.0;-734.0
-724.0;-671.0;313.0;20.0;-734.0
-724.0;-671.0;313.0;23.0;-734.0
-723.0;-670.0;312.0;26.0;-735.0
-721.0;-670.0;312.0;28.0;-735.0
-719.0;-670.0;312.0;29.0;-735.0
-718.0;-669.0;312.0;29.0;?
-717.0;-669.0;311.0;31.0;-736.0
-717.0;-668.0;311.0;32.0;-736.0
-718.0;-668.0;311.0;33.0;-737.0
-721.0;-668.0;311.0;35.0;-737.0
-725.0;?;?;?;-738.0
-730.0;-667.0;311.0;45.0;-738.0
-737.0;-667.0;311.0;52.0;-739.0
-746.0;?;310.0;61.0;-738.0
-756.0;-669.0;310.0;71.0;-738.0
-767.0;-668.0;310.0;81.0;-739.0
-777.0;-669.0;?;91.0;-739.0
-786.0;-669.0;312.0;?;-739.0
-794.0;-670.0;313.0;105.0;-739.0
-802.0;-671.0;314.0;114.0;-738.0
-807.0;-672.0;314.0;120.0;-737.0
-811.0;?;314.0;125.0;-736.0
-816.0;-674.0;315.0;131.0;-736.0
-818.0;-675.0;315.0;137.0;-734.0
-821.0;-676.0;315.0;144.0;?
-824.0;-676.0;315.0;151.0;-733.0
-824.0;-675.0;?;156.0;-734.0
-825.0;-675.0;315.0;?;-734.0
-825.0;-674.0;?;166.0;-734.0
-826.0;-673.0;315.0;169.0;-735.0
-826.0;-672.0;316.0;172.0;-736.0
-826.0;-671.0;317.0;174.0;-737.0
-827.0;-670.0;?;175.0;-737.0
-828.0;-669.0;319.0;176.0;?
-829.0;-668.0;319.0;178.0;-739.0
-829.0;-668.0;?;180.0;-739.0
-829.0;-667.0;321.0;?;?
-829.0;-666.0;321.0;183.0;-741.0
-829.0;-666.0;322.0;185.0;-741.0
-830.0;-665.0;322.0;185.0;-741.0
-830.0;-665.0;322.0;?;-741.0
-830.0;-665.0;323.0;?;-741.0
-830.0;-665.0;?;189.0;-741.0
-830.0;-666.0;323.0;189.0;-741.0
-830.0;?;323.0;189.0;-740.0
-831.0;-668.0;322.0;189.0;?
-830.0;-669.0;322.0;188.0;-738.0
-829.0;-670.0;322.0;?;-737.0
?;-671.0;321.0;?;-736.0
-829.0;-672.0;320.0;181.0;-736.0
-828.0;-672.0;?;?;-735.0
?;-672.0;318.0;179.0;?
-827.0;-671.0;316.0;181.0;-736.0
-823.0;-668.0;?;182.0;?
?;-665.0;314.0;183.0;?
-804.0;-662.0;313.0;184.0;-744.0
-792.0;-661.0;313.0;?;-744.0
-776.0;-660.0;312.0;175.0;-746.0
?;-658.0;311.0;167.0;-747.0
-736.0;-656.0;311.0;?;-749.0
-712.0;-656.0;311.0;155.0;-749.0
-685.0;-655.0;310.0;153.0;-749.0
-658.0;-655.0;310.0;149.0;-750.0
?;-654.0;310.0;143.0;-750.0
?;-651.0;310.0;142.0;-751.0
-586.0;-649.0;?;144.0;-752.0
-564.0;-648.0;307.0;148.0;-752.0
-545.0;-647.0;304.0;145.0;-751.0
-538.0;-646.0;301.0;149.0;-751.0
-529.0;-646.0;298.0;152.0;-750.0
-526.0;-645.0;296.0;164.0;?
-524.0;-645.0;294.0;181.0;-749.0
?;?;290.0;193.0;-748.0
-513.0;-646.0;286.0;197.0;-747.0
-507.0;-647.0;283.0;197.0;?
-505.0;-647.0;280.0;196.0;-745.0
-505.0;-647.0;278.0;198.0;-744.0
-504.0;-648.0;278.0;200.0;-743.0
-502.0;-648.0;278.0;?;-742.0
-501.0;-649.0;278.0;203.0;-741.0
?;-650.0;277.0;203.0;-740.0
-498.0;-650.0;277.0;?;-739.0
-497.0;-651.0;276.0;203.0;-739.0
-498.0;-651.0;276.0;?;-739.0
-498.0;-651.0;?;204.0;-738.0
-498.0;-652.0;276.0;204.0;-738.0
-498.0;-652.0;276.0;205.0;-738.0
?;-651.0;276.0;206.0;-738.0
-497.0;-651.0;277.0;?;-739.0
-497.0;-651.0;277.0;206.0;-739.0
-496.0;-651.0;278.0;206.0;-739.0
-494.0;-651.0;?;206.0;-739.0
-493.0;-651.0;279.0;206.0;-740.0
-492.0;-650.0;?;206.0;-740.0
-491.0;-650.0;279.0;205.0;-740.0
-490.0;-650.0;279.0;205.0;-740.0
-490.0;-650.0;280.0;205.0;-740.0
-491.0;-650.0;280.0;205.0;-740.0
-490.0;-650.0;?;205.0;?
-491.0;-649.0;280.0;205.0;-741.0
?;-650.0;280.0;205.0;-741.0
-491.0;-649.0;280.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;281.0;205.0;-741.0
-491.0;-649.0;280.0;205.0;?
-491.0;-649.0;280.0;205.0;-741.0
-491.0;-649.0;280.0;205.0;-741.0
?;-649.0;280.0;205.0;?
-490.0;-648.0;280.0;206.0;-742.0
?;-648.0;280.0;206.0;-742.0
?;-647.0;280.0;206.0;?
-489.0;-647.0;?;207.0;-743.0
-488.0;-646.0;280.0;207.0;-743.0
-488.0;-646.0;279.0;207.0;-743.0
-488.0;-646.0;279.0;208.0;-743.0
-488.0;-645.0;279.0;208.0;-744.0
-490.0;-644.0;280.0;207.0;-745.0
-494.0;-643.0;280.0;205.0;-746.0
-500.0;-643.0;281.0;198.0;-747.0
-512.0;-643.0;281.0;188.0;-748.0
-529.0;-645.0;283.0;179.0;-748.0
-553.0;-645.0;285.0;177.0;-748.0
?;-645.0;288.0;173.0;?
-608.0;-644.0;?;163.0;-752.0
-643.0;?;298.0;157.0;-753.0
-681.0;-645.0;304.0;152.0;-754.0
?;?;308.0;143.0;-755.0
-757.0;-649.0;312.0;132.0;-754.0
-786.0;-652.0;316.0;119.0;-752.0
-807.0;-657.0;320.0;110.0;-749.0
-820.0;-663.0;323.0;107.0;-744.0
-830.0;-666.0;325.0;111.0;-742.0
-837.0;-667.0;325.0;122.0;-740.0
-841.0;-668.0;325.0;136.0;-739.0
?;-667.0;324.0;?;-738.0
-840.0;-668.0;?;154.0;-737.0
-841.0;?;318.0;164.0;-737.0
-841.0;-666.0;318.0;173.0;-737.0
-840.0;-665.0;320.0;179.0;?
-841.0;-663.0;323.0;186.0;-740.0
-841.0;-661.0;327.0;193.0;-742.0
-841.0;-660.0;330.0;197.0;-743.0
-842.0;-659.0;331.0;?;-744.0
-842.0;-658.0;331.0;202.0;-745.0
-842.0;-659.0;330.0;203.0;-745.0
-842.0;-658.0;329.0;203.0;-745.0
-842.0;-657.0;329.0;205.0;-746.0
-841.0;-656.0;330.0;205.0;-747.0
-842.0;-655.0;?;?;-749.0
-844.0;-654.0;330.0;206.0;-749.0
-843.0;-652.0;331.0;205.0;-751.0
-840.0;-650.0;330.0;202.0;-753.0
-837.0;-649.0;?;200.0;?
-832.0;-647.0;330.0;196.0;-757.0
-828.0;-646.0;329.0;192.0;-758.0
-823.0;-644.0;328.0;185.0;-760.0
-818.0;-643.0;327.0;177.0;-761.0
-811.0;-643.0;326.0;168.0;-762.0
-805.0;-642.0;325.0;155.0;-762.0
-798.0;-643.0;323.0;138.0;-762.0
?;-643.0;322.0;118.0;-762.0
-782.0;?;321.0;96.0;-762.0
-776.0;-644.0;?;?;-761.0
-770.0;-645.0;318.0;56.0;-760.0
-763.0;-647.0;317.0;38.0;-758.0
-757.0;-649.0;315.0;?;-756.0
-751.0;-651.0;313.0;?;-754.0
-745.0;-654.0;312.0;-6.0;-752.0
?;-657.0;311.0;-18.0;-750.0
-733.0;-659.0;310.0;-27.0;-747.0
-728.0;-661.0;309.0;-34.0;-746.0
-723.0;?;308.0;-40.0;-744.0
?;-665.0;?;-44.0;-742.0
-715.0;-667.0;308.0;?;-740.0
-710.0;-668.0;307.0;?;?
-706.0;-670.0;307.0;-57.0;-737.0
-704.0;-672.0;307.0;-62.0;-735.0
-702.0;-674.0;307.0;-66.0;-733.0
-700.0;?;307.0;-70.0;-731.0
-697.0;-677.0;307.0;-73.0;-730.0
-694.0;-678.0;307.0;-77.0;-729.0
-691.0;-679.0;307.0;-81.0;-728.0
-689.0;-680.0;307.0;-85.0;-727.0
-687.0;-682.0;307.0;-89.0;-725.0
-685.0;-684.0;308.0;-92.0;-723.0
-683.0;-685.0;?;-95.0;-722.0
-681.0;-686.0;307.0;-97.0;-721.0
-680.0;-687.0;308.0;-99.0;-720.0
-679.0;-688.0;308.0;?;-719.0
?;-689.0;308.0;-100.0;?
-678.0;-689.0;308.0;-100.0;-717.0
-678.0;-690.0;308.0;-100.0;-717.0
-678.0;-691.0;309.0;-99.0;-716.0
-679.0;-691.0;309.0;-99.0;-716.0
-679.0;-692.0;308.0;-99.0;-715.0
-679.0;-692.0;308.0;-98.0;-715.0
-680.0;-692.0;308.0;-98.0;-715.0
-680.0;?;308.0;-97.0;-715.0
-681.0;-693.0;307.0;-97.0;-715.0
-681.0;?;307.0;-96.0;-714.0
-681.0;-693.0;307.0;-96.0;-714.0
-682.0;-694.0;308.0;-95.0;-714.0
-682.0;-694.0;?;-94.0;-714.0
-682.0;-693.0;308.0;-94.0;-714.0
-682.0;-693.0;308.0;-93.0;-714.0
-682.0;?;308.0;-93.0;-714.0
-682.0;-693.0;308.0;-93.0;-714.0
-682.0;-693.0;308.0;?;-715.0
-682.0;-693.0;309.0;-92.0;-715.0
-682.0;-693.0;309.0;-92.0;-714.0
-682.0;-693.0;308.0;-91.0;-714.0
-682.0;-693.0;309.0;-90.0;-714.0
-682.0;-693.0;309.0;-89.0;-714.0
-683.0;-693.0;309.0;?;-714.0
-683.0;-693.0;309.0;-87.0;-714.0
-683.0;-693.0;309.0;-87.0;-714.0
-684.0;-693.0;?;?;-714.0
-684.0;-693.0;309.0;-86.0;-715.0
-685.0;-692.0;309.0;-84.0;-715.0
-686.0;?;309.0;-83.0;-715.0
-688.0;-691.0;309.0;-81.0;-716.0
-689.0;-690.0;310.0;-78.0;-717.0
-692.0;-690.0;309.0;-74.0;-718.0
-695.0;-689.0;310.0;-69.0;-718.0
-699.0;-688.0;310.0;-63.0;-719.0
-703.0;-687.0;311.0;-56.0;-720.0
-708.0;-686.0;311.0;-48.0;-721.0
-715.0;-684.0;?;-39.0;-723.0
-721.0;-683.0;311.0;-29.0;-724.0
-728.0;-682.0;312.0;-20.0;-726.0
-735.0;-680.0;312.0;-11.0;-728.0
-741.0;-679.0;312.0;-1.0;-729.0
-748.0;-677.0;313.0;7.0;-731.0
-755.0;-675.0;314.0;17.0;-733.0
-762.0;-674.0;315.0;27.0;-734.0
-770.0;-672.0;316.0;37.0;-736.0
-777.0;-670.0;318.0;49.0;-738.0
?;-669.0;?;59.0;?
-792.0;-667.0;319.0;?;-742.0
-799.0;-665.0;320.0;78.0;-744.0
-806.0;-664.0;321.0;87.0;-745.0
-810.0;-663.0;321.0;95.0;-747.0
-814.0;-664.0;323.0;103.0;-746.0
?;-665.0;323.0;111.0;-744.0
-821.0;-666.0;?;?;-744.0
-825.0;-667.0;323.0;126.0;-742.0
-827.0;-667.0;322.0;134.0;-741.0
-827.0;-668.0;321.0;142.0;-740.0
-827.0;-668.0;321.0;151.0;-740.0
-825.0;?;321.0;158.0;-741.0
-822.0;-666.0;?;162.0;-741.0
?;?;319.0;169.0;?
-820.0;-664.0;319.0;?;-742.0
-819.0;-663.0;319.0;180.0;?
?;-662.0;320.0;187.0;-744.0
-817.0;-661.0;321.0;192.0;?
-817.0;-661.0;322.0;197.0;-745.0
-817.0;-660.0;323.0;200.0;-746.0
?;?;323.0;203.0;-746.0
-817.0;-660.0;323.0;206.0;-746.0
-818.0;-660.0;324.0;208.0;-746.0
-818.0;-661.0;323.0;?;-745.0
-820.0;-660.0;322.0;217.0;-745.0
-819.0;-660.0;322.0;217.0;?
-819.0;-660.0;321.0;?;-745.0
?;-661.0;320.0;220.0;-744.0
-819.0;-662.0;321.0;219.0;-744.0
?;-663.0;321.0;?;-742.0
-820.0;-665.0;321.0;?;-741.0
-818.0;?;?;216.0;-740.0
-817.0;-667.0;320.0;214.0;-739.0
-816.0;-668.0;?;213.0;-737.0
-815.0;-670.0;317.0;212.0;-736.0
-814.0;-671.0;316.0;211.0;-734.0
-815.0;-672.0;314.0;210.0;-733.0
-816.0;-672.0;313.0;208.0;-733.0
-815.0;-672.0;312.0;206.0;-733.0
-813.0;-669.0;312.0;202.0;-736.0
-808.0;-667.0;312.0;199.0;-738.0
-799.0;-664.0;?;195.0;-741.0
?;-662.0;312.0;190.0;?
-774.0;-660.0;313.0;?;-744.0
-755.0;-659.0;313.0;?;-745.0
-732.0;-658.0;314.0;175.0;-746.0
-705.0;-655.0;314.0;166.0;-748.0
-677.0;-655.0;314.0;?;-748.0
-647.0;-655.0;313.0;151.0;-748.0
-620.0;-656.0;?;145.0;-747.0
?;-657.0;312.0;144.0;-745.0
-580.0;-658.0;311.0;150.0;-743.0
?;-659.0;310.0;156.0;?
?;-659.0;309.0;?;-741.0
-537.0;-658.0;308.0;171.0;-740.0
-525.0;-660.0;307.0;?;?
-520.0;-661.0;306.0;179.0;?
-520.0;-662.0;304.0;189.0;-735.0
-518.0;-663.0;301.0;198.0;?
-515.0;-664.0;297.0;203.0;-732.0
-510.0;-665.0;294.0;204.0;-731.0
-506.0;-665.0;?;203.0;-730.0
-503.0;-665.0;291.0;203.0;-730.0
?;-665.0;291.0;203.0;-729.0
-498.0;-666.0;293.0;205.0;-729.0
-496.0;-666.0;293.0;206.0;-729.0
-493.0;-666.0;293.0;207.0;-728.0
-491.0;-667.0;?;207.0;-728.0
-491.0;-667.0;292.0;206.0;-728.0
-490.0;-666.0;292.0;206.0;-728.0
-490.0;-666.0;291.0;206.0;-728.0
-490.0;?;292.0;206.0;-729.0
-489.0;-665.0;292.0;206.0;?
-490.0;-664.0;292.0;206.0;-730.0
-490.0;-664.0;293.0;205.0;-731.0
-490.0;-663.0;293.0;205.0;-731.0
-492.0;-663.0;294.0;204.0;-732.0
-496.0;-663.0;294.0;201.0;-732.0
-507.0;-664.0;295.0;190.0;?
-527.0;?;295.0;167.0;-732.0
-555.0;-662.0;295.0;150.0;-734.0
-583.0;-660.0;296.0;138.0;-737.0
-614.0;-659.0;301.0;119.0;-739.0
-648.0;?;306.0;106.0;-742.0
-681.0;-659.0;312.0;101.0;?
-714.0;-661.0;317.0;96.0;?
-743.0;-661.0;321.0;97.0;-744.0
-767.0;-662.0;322.0;100.0;-745.0
-787.0;-660.0;323.0;104.0;-747.0
-803.0;?;323.0;113.0;-748.0
-814.0;-663.0;322.0;125.0;-745.0
-819.0;-665.0;322.0;140.0;-743.0
-821.0;-663.0;321.0;153.0;-744.0
-820.0;-662.0;321.0;165.0;-744.0
-820.0;-661.0;323.0;177.0;-745.0
-820.0;-659.0;323.0;187.0;-745.0
-821.0;-658.0;324.0;?;-747.0
?;-655.0;325.0;?;-749.0
-824.0;-653.0;327.0;214.0;-750.0
-826.0;-652.0;329.0;220.0;-752.0
-826.0;-649.0;331.0;?;?
-826.0;-649.0;333.0;?;-755.0
-825.0;-649.0;334.0;229.0;-755.0
-825.0;-649.0;335.0;?;-755.0
?;?;336.0;?;-754.0
-824.0;-650.0;335.0;233.0;-754.0
-825.0;-651.0;335.0;234.0;-753.0
-826.0;-651.0;334.0;237.0;-753.0
-826.0;-652.0;333.0;237.0;-752.0
-828.0;-652.0;332.0;236.0;?
-828.0;-651.0;332.0;234.0;-753.0
-827.0;-651.0;332.0;231.0;-753.0
-825.0;-650.0;332.0;225.0;-754.0
-822.0;-650.0;332.0;218.0;?
-819.0;?;332.0;209.0;-756.0
-814.0;-649.0;?;201.0;-757.0
-809.0;-649.0;330.0;191.0;-757.0
?;-649.0;328.0;179.0;-757.0
-798.0;-649.0;327.0;164.0;-757.0
-792.0;-649.0;?;146.0;-757.0
-784.0;-650.0;324.0;129.0;?
-775.0;?;?;110.0;-757.0
-766.0;?;322.0;90.0;-757.0
-757.0;-650.0;321.0;72.0;-756.0
-749.0;-651.0;319.0;57.0;?
-743.0;-653.0;317.0;?;-753.0
-737.0;-654.0;316.0;34.0;?
-731.0;-657.0;314.0;?;-750.0
-725.0;-659.0;313.0;13.0;-748.0
-720.0;-660.0;312.0;3.0;-746.0
-715.0;-662.0;312.0;-6.0;-744.0
-710.0;-664.0;311.0;-14.0;-742.0
-706.0;-665.0;310.0;-22.0;-741.0
?;-667.0;309.0;-29.0;-739.0
-698.0;-669.0;309.0;-36.0;-737.0
-694.0;-671.0;308.0;-43.0;-735.0
-689.0;-672.0;308.0;-49.0;-734.0
-685.0;-673.0;308.0;-56.0;-732.0
-680.0;-675.0;309.0;-63.0;-731.0
-676.0;-676.0;309.0;-68.0;-730.0
-674.0;-677.0;?;-74.0;-729.0
-671.0;-678.0;310.0;-77.0;-728.0
-669.0;?;310.0;-81.0;-728.0
-667.0;-679.0;310.0;-83.0;-727.0
-666.0;-680.0;310.0;-85.0;-726.0
-665.0;-680.0;310.0;-87.0;-726.0
-663.0;?;?;-88.0;-725.0
-663.0;-681.0;310.0;-89.0;-725.0
-662.0;-682.0;310.0;-89.0;-724.0
?;-682.0;310.0;-90.0;-724.0
-662.0;-682.0;310.0;-89.0;-724.0
-662.0;-682.0;311.0;-89.0;?
-663.0;-682.0;311.0;-88.0;-724.0
-665.0;-682.0;311.0;-86.0;-724.0
-667.0;-682.0;311.0;-83.0;-724.0
-669.0;-682.0;311.0;-79.0;-724.0
-672.0;-681.0;?;-74.0;-725.0
-675.0;-680.0;313.0;-69.0;-725.0
-679.0;-680.0;313.0;-62.0;-726.0
-684.0;-678.0;313.0;-55.0;-727.0
-691.0;-677.0;313.0;-46.0;-729.0
