InertialMeasurementUnit LUA accY;InertialMeasurementUnit LLA Quaternion2;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit RUA accY;Accelerometer LUA^ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accX;Accelerometer RUA^ accZ
-227.0;-18.0;?;-120.0;338.0;346.0;-94.0;?;253.0
-291.0;-27.0;-41.0;-125.0;370.0;404.0;-101.0;297.0;229.0
-293.0;-32.0;-78.0;?;347.0;449.0;-102.0;327.0;262.0
-297.0;-33.0;-88.0;-174.0;336.0;439.0;-151.0;?;302.0
?;-30.0;-73.0;-137.0;?;420.0;-118.0;?;310.0
?;-26.0;-44.0;?;278.0;398.0;-105.0;?;315.0
-214.0;-24.0;-21.0;-116.0;256.0;?;-68.0;239.0;?
-227.0;-23.0;-10.0;-156.0;228.0;348.0;-75.0;225.0;295.0
-249.0;-24.0;-29.0;-126.0;219.0;378.0;-75.0;228.0;261.0
-288.0;-25.0;-48.0;-139.0;?;362.0;-86.0;251.0;276.0
-318.0;-26.0;-37.0;-134.0;237.0;371.0;-104.0;272.0;276.0
-319.0;?;-27.0;?;279.0;374.0;-85.0;269.0;268.0
-292.0;-26.0;-19.0;-133.0;299.0;?;-84.0;255.0;277.0
-270.0;-25.0;-34.0;-142.0;283.0;366.0;-118.0;236.0;279.0
-253.0;-24.0;-34.0;-130.0;260.0;381.0;-109.0;228.0;?
-261.0;-23.0;?;-126.0;254.0;371.0;?;229.0;?
-273.0;?;?;?;246.0;387.0;?;238.0;271.0
-278.0;-22.0;-52.0;-125.0;243.0;377.0;-75.0;243.0;?
-281.0;-22.0;?;-149.0;255.0;377.0;?;242.0;259.0
-263.0;-22.0;-23.0;-148.0;262.0;391.0;-107.0;230.0;262.0
-261.0;-22.0;?;-141.0;262.0;376.0;-108.0;230.0;268.0
-271.0;-22.0;-10.0;-143.0;261.0;387.0;?;239.0;266.0
-267.0;-23.0;-35.0;-136.0;?;377.0;-95.0;?;268.0
-272.0;-24.0;-21.0;-132.0;245.0;376.0;-112.0;237.0;266.0
-279.0;-24.0;-19.0;-128.0;244.0;367.0;-119.0;243.0;?
-279.0;-24.0;-10.0;?;244.0;376.0;-92.0;243.0;277.0
-277.0;-23.0;-22.0;-138.0;249.0;?;?;240.0;277.0
-289.0;-23.0;-38.0;-143.0;243.0;385.0;-68.0;244.0;?
-270.0;-22.0;-25.0;?;243.0;400.0;-86.0;240.0;266.0
-257.0;-21.0;-20.0;-133.0;246.0;384.0;-83.0;232.0;269.0
-259.0;-20.0;-33.0;-133.0;252.0;359.0;-65.0;233.0;244.0
-267.0;-20.0;-22.0;-132.0;248.0;377.0;-82.0;234.0;?
-261.0;-20.0;-28.0;-137.0;255.0;?;?;233.0;265.0
-263.0;-20.0;-36.0;-136.0;251.0;390.0;-109.0;229.0;?
-270.0;?;?;?;247.0;353.0;-101.0;237.0;267.0
-273.0;-20.0;-24.0;-135.0;243.0;376.0;-82.0;239.0;269.0
-270.0;-19.0;-37.0;-135.0;236.0;?;?;233.0;294.0
-269.0;-19.0;-44.0;-146.0;230.0;379.0;-93.0;236.0;305.0
-264.0;-19.0;-67.0;-130.0;236.0;356.0;?;236.0;284.0
-261.0;-19.0;-31.0;-120.0;238.0;377.0;-112.0;234.0;276.0
-260.0;-20.0;-38.0;-138.0;241.0;365.0;-112.0;232.0;?
?;-20.0;-56.0;-143.0;248.0;381.0;-100.0;237.0;256.0
-262.0;?;-49.0;?;235.0;385.0;-110.0;241.0;267.0
-274.0;-23.0;-56.0;-143.0;246.0;392.0;-131.0;243.0;266.0
-281.0;-24.0;-48.0;?;266.0;390.0;-119.0;249.0;283.0
-275.0;-24.0;-60.0;-134.0;264.0;379.0;-120.0;253.0;351.0
-268.0;-24.0;-53.0;-132.0;256.0;411.0;-109.0;?;489.0
-263.0;-24.0;-64.0;-148.0;256.0;377.0;-115.0;245.0;458.0
-262.0;-24.0;-60.0;-143.0;248.0;353.0;-112.0;245.0;411.0
-267.0;?;-63.0;-126.0;242.0;376.0;?;249.0;?
-275.0;-25.0;-66.0;-143.0;247.0;323.0;-112.0;254.0;557.0
-276.0;?;-75.0;-150.0;252.0;324.0;-132.0;255.0;652.0
-280.0;-25.0;-62.0;-149.0;285.0;?;-165.0;254.0;681.0
-278.0;-24.0;-63.0;-102.0;?;324.0;-121.0;?;765.0
-278.0;-24.0;-76.0;-128.0;409.0;326.0;-175.0;255.0;727.0
?;-23.0;-85.0;-148.0;462.0;304.0;-168.0;255.0;735.0
?;-22.0;?;-136.0;457.0;306.0;-169.0;258.0;712.0
-254.0;-22.0;-114.0;-162.0;442.0;303.0;-169.0;?;617.0
-248.0;-24.0;?;-142.0;?;310.0;-208.0;268.0;583.0
-231.0;-27.0;?;-179.0;633.0;310.0;-232.0;275.0;501.0
-210.0;?;-141.0;-152.0;682.0;313.0;-223.0;268.0;477.0
?;-31.0;-133.0;-180.0;?;319.0;-224.0;282.0;514.0
-244.0;-33.0;-146.0;-158.0;737.0;303.0;-247.0;308.0;632.0
-236.0;-34.0;-115.0;-164.0;688.0;296.0;-227.0;317.0;619.0
-239.0;?;-109.0;-172.0;624.0;267.0;-181.0;326.0;600.0
-221.0;-37.0;-83.0;-148.0;515.0;228.0;-194.0;318.0;644.0
-237.0;-37.0;-94.0;-144.0;433.0;232.0;-172.0;357.0;580.0
?;-36.0;-100.0;-174.0;384.0;?;-215.0;357.0;677.0
-263.0;-36.0;-94.0;-154.0;401.0;213.0;-219.0;355.0;622.0
-266.0;-33.0;?;-174.0;463.0;223.0;-205.0;372.0;647.0
-275.0;-28.0;-130.0;-185.0;471.0;275.0;?;377.0;800.0
-254.0;-22.0;-125.0;-199.0;450.0;?;-252.0;360.0;748.0
-217.0;-16.0;-124.0;-180.0;465.0;245.0;?;346.0;765.0
?;-9.0;-103.0;-152.0;423.0;226.0;-220.0;325.0;?
-214.0;-5.0;-108.0;-161.0;478.0;208.0;-245.0;341.0;691.0
-209.0;-2.0;-113.0;-143.0;542.0;221.0;-255.0;336.0;770.0
-222.0;-1.0;-119.0;-152.0;535.0;203.0;-243.0;326.0;705.0
-245.0;?;-136.0;-151.0;582.0;239.0;-240.0;343.0;747.0
-273.0;-3.0;-130.0;-154.0;658.0;244.0;-246.0;371.0;706.0
-264.0;-4.0;-136.0;-175.0;592.0;260.0;-233.0;372.0;686.0
?;-5.0;-121.0;-175.0;636.0;201.0;-253.0;366.0;760.0
-222.0;-5.0;-110.0;-159.0;583.0;222.0;-245.0;361.0;756.0
-212.0;-6.0;-99.0;?;575.0;227.0;-248.0;362.0;718.0
-212.0;-7.0;-124.0;-148.0;590.0;240.0;-255.0;368.0;657.0
-220.0;-8.0;-106.0;-166.0;594.0;243.0;-234.0;?;698.0
-229.0;-9.0;-138.0;-183.0;586.0;274.0;-259.0;378.0;695.0
-238.0;-10.0;-118.0;-139.0;540.0;244.0;-234.0;381.0;677.0
-231.0;-9.0;-105.0;-152.0;584.0;?;-206.0;379.0;756.0
-225.0;?;-105.0;-164.0;593.0;280.0;-233.0;374.0;?
-232.0;?;-105.0;-153.0;555.0;?;-198.0;370.0;758.0
-232.0;-6.0;-105.0;-143.0;518.0;274.0;-221.0;365.0;721.0
-256.0;-6.0;?;-160.0;508.0;298.0;-258.0;363.0;809.0
-260.0;-6.0;-108.0;-160.0;486.0;291.0;-225.0;364.0;698.0
-269.0;-6.0;-96.0;-154.0;?;285.0;-221.0;364.0;764.0
-253.0;-6.0;-93.0;-157.0;515.0;302.0;-207.0;?;788.0
-260.0;?;-103.0;-132.0;?;272.0;-187.0;351.0;786.0
-263.0;-9.0;-97.0;-146.0;546.0;280.0;-222.0;348.0;758.0
-252.0;-10.0;-109.0;-156.0;545.0;270.0;?;339.0;819.0
?;-12.0;-93.0;-155.0;610.0;280.0;-220.0;348.0;874.0
-264.0;?;?;-138.0;639.0;270.0;-180.0;346.0;874.0
-264.0;-13.0;-66.0;-148.0;561.0;264.0;-181.0;346.0;905.0
-265.0;-14.0;-75.0;-157.0;642.0;?;?;342.0;955.0
-257.0;-13.0;-85.0;-154.0;680.0;254.0;-177.0;339.0;992.0
-233.0;-12.0;-68.0;-110.0;659.0;252.0;?;330.0;967.0
-226.0;-12.0;-29.0;-124.0;739.0;247.0;-178.0;332.0;894.0
-229.0;-10.0;-30.0;-153.0;772.0;280.0;-118.0;333.0;873.0
-221.0;-9.0;-66.0;-134.0;801.0;301.0;-155.0;319.0;848.0
?;-7.0;-77.0;-142.0;819.0;316.0;-190.0;302.0;909.0
?;-6.0;-35.0;-142.0;854.0;?;-164.0;308.0;877.0
-209.0;-5.0;-65.0;-141.0;925.0;311.0;-150.0;313.0;883.0
-191.0;-4.0;-48.0;-134.0;916.0;?;-160.0;305.0;?
-185.0;-4.0;-52.0;-126.0;886.0;297.0;-129.0;287.0;941.0
-188.0;-3.0;-34.0;?;855.0;296.0;-114.0;277.0;951.0
-197.0;-4.0;-40.0;-134.0;825.0;293.0;-92.0;?;954.0
-220.0;-4.0;-46.0;?;795.0;310.0;-141.0;296.0;928.0
-218.0;?;-28.0;-129.0;814.0;325.0;-90.0;287.0;938.0
-225.0;?;-37.0;-143.0;854.0;326.0;-133.0;281.0;954.0
-229.0;-1.0;-30.0;?;863.0;326.0;?;284.0;950.0
-217.0;0.0;-29.0;-143.0;907.0;?;-112.0;275.0;911.0
-205.0;2.0;-38.0;?;914.0;313.0;-113.0;259.0;923.0
-200.0;5.0;-48.0;-130.0;919.0;299.0;-130.0;?;929.0
-211.0;6.0;?;-142.0;919.0;325.0;-123.0;?;929.0
-214.0;7.0;-12.0;?;915.0;317.0;-122.0;259.0;919.0
-215.0;7.0;6.0;-95.0;917.0;327.0;-78.0;254.0;938.0
-223.0;?;-27.0;-106.0;929.0;?;-120.0;250.0;918.0
-227.0;7.0;-45.0;-135.0;934.0;?;-105.0;250.0;932.0
-223.0;?;-54.0;-144.0;916.0;343.0;-98.0;250.0;934.0
-229.0;8.0;-24.0;-151.0;902.0;349.0;-97.0;248.0;945.0
-233.0;?;-23.0;-139.0;906.0;337.0;-107.0;?;932.0
?;7.0;-32.0;?;909.0;338.0;-134.0;257.0;915.0
-210.0;7.0;-19.0;-137.0;895.0;332.0;-121.0;230.0;914.0
-205.0;7.0;-33.0;-133.0;900.0;356.0;-130.0;217.0;892.0
-238.0;?;-33.0;-132.0;920.0;337.0;-131.0;242.0;912.0
-258.0;7.0;-19.0;-136.0;923.0;355.0;-122.0;259.0;917.0
-257.0;8.0;-29.0;?;922.0;?;-122.0;251.0;933.0
-252.0;9.0;-38.0;-138.0;920.0;344.0;-128.0;243.0;921.0
-250.0;9.0;-46.0;-135.0;907.0;316.0;-105.0;245.0;902.0
-253.0;10.0;-18.0;-140.0;?;324.0;?;248.0;921.0
-251.0;9.0;?;-142.0;886.0;322.0;-89.0;246.0;958.0
-254.0;9.0;-35.0;-133.0;895.0;342.0;-110.0;?;920.0
-244.0;9.0;-31.0;-122.0;905.0;310.0;-104.0;245.0;919.0
-237.0;10.0;-40.0;-115.0;903.0;318.0;-99.0;?;919.0
-242.0;10.0;-34.0;-138.0;901.0;320.0;-142.0;244.0;?
-249.0;10.0;-28.0;-136.0;899.0;322.0;-112.0;251.0;899.0
-244.0;10.0;-30.0;?;889.0;318.0;-127.0;246.0;924.0
-247.0;9.0;-27.0;-143.0;?;341.0;-120.0;247.0;908.0
-246.0;10.0;-36.0;-127.0;910.0;354.0;-102.0;251.0;901.0
-247.0;10.0;-32.0;-146.0;899.0;349.0;?;247.0;909.0
-244.0;10.0;-27.0;-142.0;903.0;345.0;-130.0;252.0;912.0
-243.0;10.0;-38.0;-130.0;896.0;319.0;-131.0;?;925.0
-243.0;?;-29.0;-136.0;894.0;295.0;-121.0;248.0;?
-240.0;10.0;-38.0;-124.0;896.0;?;-131.0;242.0;920.0
-244.0;10.0;-48.0;?;900.0;314.0;-132.0;249.0;912.0
-246.0;10.0;-35.0;-144.0;895.0;327.0;?;253.0;898.0
?;10.0;-33.0;-123.0;906.0;?;-139.0;254.0;926.0
-245.0;10.0;-45.0;-142.0;903.0;328.0;-106.0;252.0;?
-252.0;10.0;-26.0;-142.0;897.0;331.0;-122.0;255.0;920.0
-240.0;?;-30.0;-141.0;910.0;347.0;-127.0;249.0;927.0
-238.0;11.0;-30.0;-132.0;913.0;327.0;-120.0;244.0;933.0
-244.0;10.0;-25.0;-131.0;908.0;327.0;-131.0;?;926.0
-246.0;10.0;-47.0;-121.0;900.0;320.0;-151.0;?;893.0
-245.0;10.0;-53.0;-126.0;907.0;313.0;-147.0;255.0;937.0
-249.0;10.0;-47.0;-136.0;899.0;331.0;-145.0;251.0;923.0
-243.0;10.0;?;-124.0;893.0;337.0;-143.0;255.0;929.0
-246.0;9.0;-38.0;-135.0;906.0;327.0;-131.0;256.0;911.0
-252.0;10.0;-30.0;-138.0;910.0;335.0;-121.0;253.0;932.0
-245.0;10.0;-37.0;-137.0;901.0;356.0;-132.0;249.0;899.0
-242.0;10.0;-38.0;-145.0;899.0;336.0;?;252.0;898.0
-241.0;10.0;-38.0;-133.0;905.0;334.0;-144.0;256.0;?
-249.0;9.0;-38.0;-142.0;908.0;314.0;-156.0;259.0;926.0
-250.0;9.0;-37.0;-133.0;901.0;316.0;-139.0;258.0;930.0
?;9.0;-41.0;-133.0;912.0;320.0;-151.0;256.0;?
-246.0;9.0;-49.0;-133.0;907.0;339.0;-130.0;260.0;889.0
-247.0;9.0;-48.0;-133.0;907.0;334.0;-146.0;255.0;901.0
?;8.0;-44.0;-133.0;900.0;334.0;-147.0;262.0;917.0
-242.0;8.0;-37.0;-148.0;913.0;?;-90.0;260.0;911.0
-245.0;8.0;-38.0;-161.0;913.0;344.0;-124.0;259.0;916.0
-246.0;8.0;-38.0;-142.0;902.0;330.0;?;260.0;911.0
-247.0;7.0;?;-131.0;903.0;334.0;-145.0;260.0;915.0
-245.0;7.0;-46.0;-134.0;903.0;312.0;-134.0;257.0;913.0
-256.0;7.0;-48.0;-132.0;?;312.0;-131.0;262.0;?
-252.0;6.0;-56.0;-139.0;899.0;336.0;-140.0;264.0;896.0
-254.0;7.0;-57.0;-143.0;916.0;316.0;-157.0;252.0;901.0
-249.0;7.0;-47.0;-135.0;904.0;317.0;-132.0;257.0;932.0
-248.0;7.0;-39.0;-132.0;902.0;337.0;-121.0;262.0;?
-243.0;7.0;-47.0;?;905.0;319.0;-103.0;256.0;905.0
?;7.0;-39.0;-152.0;896.0;310.0;?;265.0;919.0
-252.0;7.0;-49.0;-141.0;903.0;325.0;-114.0;267.0;918.0
-249.0;7.0;-48.0;?;897.0;?;-145.0;265.0;919.0
-254.0;7.0;-44.0;?;895.0;325.0;-120.0;265.0;899.0
-250.0;7.0;-44.0;-134.0;897.0;311.0;-129.0;265.0;911.0
?;8.0;-63.0;-129.0;913.0;333.0;-162.0;252.0;919.0
-249.0;7.0;?;-124.0;895.0;343.0;-151.0;263.0;917.0
-245.0;7.0;-39.0;-120.0;902.0;294.0;?;270.0;904.0
-245.0;7.0;-31.0;-135.0;907.0;?;-132.0;265.0;898.0
-240.0;6.0;-35.0;?;903.0;300.0;-130.0;266.0;900.0
-243.0;6.0;-47.0;-146.0;?;321.0;-140.0;?;920.0
-242.0;6.0;-49.0;-141.0;886.0;318.0;-140.0;267.0;924.0
-246.0;6.0;-38.0;-131.0;888.0;?;-140.0;267.0;912.0
-244.0;6.0;-48.0;-133.0;889.0;317.0;-128.0;269.0;900.0
-241.0;?;-49.0;-141.0;896.0;325.0;-126.0;266.0;906.0
-244.0;7.0;-57.0;-134.0;893.0;317.0;-152.0;267.0;895.0
-239.0;6.0;-46.0;?;878.0;325.0;-145.0;265.0;?
-238.0;6.0;-52.0;-131.0;888.0;316.0;-138.0;262.0;880.0
-235.0;6.0;?;-113.0;902.0;326.0;-143.0;268.0;869.0
?;5.0;?;-130.0;891.0;310.0;-127.0;265.0;889.0
-236.0;5.0;-67.0;-165.0;873.0;331.0;?;268.0;880.0
-242.0;5.0;-81.0;-155.0;866.0;353.0;-172.0;268.0;?
-252.0;4.0;-97.0;-156.0;881.0;362.0;-162.0;?;941.0
-254.0;4.0;-113.0;-158.0;862.0;358.0;-198.0;274.0;895.0
-250.0;4.0;-109.0;-149.0;847.0;?;-207.0;267.0;859.0
?;4.0;-96.0;?;847.0;311.0;?;270.0;847.0
?;3.0;-95.0;-157.0;847.0;334.0;-188.0;260.0;841.0
-256.0;1.0;-103.0;-148.0;867.0;328.0;-189.0;?;802.0
-277.0;-1.0;-124.0;?;858.0;285.0;-232.0;291.0;833.0
-286.0;-3.0;?;-171.0;884.0;286.0;-202.0;?;783.0
-288.0;-6.0;-108.0;-172.0;872.0;294.0;?;310.0;790.0
-293.0;-8.0;-124.0;-143.0;822.0;298.0;-235.0;?;779.0
-285.0;-10.0;-127.0;-153.0;766.0;320.0;-258.0;325.0;760.0
-271.0;-11.0;-146.0;-171.0;?;323.0;-204.0;326.0;735.0
-274.0;-12.0;-119.0;-170.0;711.0;?;-227.0;333.0;683.0
?;-12.0;-108.0;-173.0;670.0;261.0;-234.0;343.0;612.0
-265.0;-12.0;-111.0;-165.0;671.0;261.0;-226.0;352.0;646.0
-252.0;?;-104.0;-168.0;617.0;221.0;-241.0;341.0;647.0
?;-13.0;-100.0;-160.0;657.0;230.0;?;?;695.0
-272.0;-12.0;-92.0;-169.0;634.0;256.0;-233.0;356.0;?
-278.0;-10.0;?;-181.0;591.0;238.0;-249.0;364.0;650.0
-274.0;-6.0;-105.0;-154.0;?;240.0;-235.0;366.0;735.0
-266.0;-2.0;-105.0;-170.0;471.0;264.0;-251.0;362.0;677.0
-264.0;1.0;-105.0;?;471.0;246.0;-268.0;354.0;733.0
-263.0;?;-105.0;-176.0;497.0;244.0;-237.0;359.0;723.0
-244.0;7.0;-95.0;-153.0;502.0;231.0;-268.0;347.0;664.0
-258.0;9.0;-94.0;-160.0;530.0;233.0;-245.0;345.0;718.0
-255.0;9.0;-98.0;-179.0;507.0;281.0;-270.0;350.0;692.0
-259.0;?;-114.0;-179.0;504.0;227.0;-235.0;360.0;676.0
-256.0;10.0;-104.0;-154.0;555.0;255.0;-269.0;?;744.0
-260.0;10.0;-119.0;-182.0;566.0;246.0;-272.0;366.0;779.0
-258.0;10.0;-102.0;-167.0;597.0;247.0;-232.0;367.0;769.0
-251.0;9.0;-103.0;-176.0;572.0;233.0;-256.0;363.0;741.0
-252.0;8.0;-113.0;-161.0;?;?;-234.0;363.0;736.0
-250.0;7.0;-94.0;-159.0;568.0;254.0;-241.0;363.0;714.0
-252.0;6.0;?;-169.0;538.0;276.0;?;368.0;761.0
-258.0;6.0;-117.0;?;685.0;260.0;-244.0;?;749.0
?;5.0;-97.0;?;565.0;?;-217.0;371.0;722.0
-248.0;5.0;-95.0;-164.0;625.0;281.0;-187.0;370.0;676.0
-249.0;4.0;-95.0;-174.0;?;286.0;-207.0;363.0;593.0
-247.0;4.0;-86.0;-162.0;597.0;?;-220.0;365.0;481.0
-254.0;4.0;-89.0;-154.0;576.0;293.0;-197.0;361.0;525.0
-256.0;3.0;-97.0;-142.0;592.0;280.0;-203.0;365.0;459.0
?;3.0;-53.0;-152.0;610.0;331.0;?;367.0;511.0
-270.0;3.0;-117.0;-193.0;587.0;340.0;-227.0;?;603.0
-263.0;4.0;-127.0;-260.0;558.0;372.0;-227.0;350.0;666.0
?;4.0;-141.0;-249.0;500.0;339.0;-252.0;?;626.0
-273.0;4.0;-95.0;-227.0;350.0;328.0;-212.0;348.0;593.0
-277.0;3.0;-88.0;-191.0;255.0;301.0;-197.0;339.0;560.0
-285.0;3.0;-75.0;?;265.0;?;-159.0;334.0;560.0
-290.0;1.0;-64.0;-164.0;271.0;275.0;-144.0;?;621.0
-306.0;0.0;-71.0;-155.0;330.0;272.0;?;324.0;678.0
-335.0;-3.0;-51.0;-156.0;411.0;?;-154.0;369.0;731.0
-347.0;-5.0;-62.0;-155.0;438.0;303.0;-139.0;375.0;745.0
-320.0;-5.0;-69.0;-130.0;504.0;305.0;?;355.0;748.0
-312.0;-5.0;-57.0;-136.0;498.0;315.0;-131.0;334.0;723.0
-266.0;-4.0;-67.0;-143.0;464.0;356.0;-151.0;324.0;592.0
-239.0;-3.0;-48.0;-151.0;504.0;344.0;-143.0;303.0;506.0
-203.0;-2.0;-60.0;-142.0;594.0;353.0;-103.0;293.0;594.0
-214.0;-2.0;-68.0;-161.0;642.0;398.0;-115.0;293.0;460.0
-223.0;-3.0;?;-140.0;717.0;385.0;-121.0;297.0;449.0
-230.0;-4.0;-36.0;-122.0;662.0;402.0;-86.0;293.0;404.0
-237.0;-6.0;-19.0;-115.0;637.0;410.0;-97.0;280.0;403.0
?;-7.0;-62.0;-156.0;547.0;437.0;-92.0;?;385.0
-262.0;-8.0;-68.0;-175.0;?;427.0;?;282.0;406.0
-257.0;-8.0;?;-142.0;412.0;409.0;-145.0;?;401.0
-262.0;-8.0;-30.0;-127.0;405.0;363.0;-91.0;252.0;370.0
-287.0;?;-6.0;-130.0;395.0;345.0;-83.0;262.0;356.0
-298.0;-9.0;?;-147.0;300.0;?;-84.0;257.0;350.0
-288.0;-8.0;-41.0;-128.0;269.0;375.0;-76.0;225.0;333.0
-302.0;-9.0;-37.0;-122.0;328.0;403.0;-66.0;241.0;341.0
-319.0;-9.0;-30.0;-123.0;342.0;408.0;-114.0;264.0;365.0
-337.0;-10.0;-29.0;-130.0;?;387.0;-97.0;278.0;330.0
-301.0;-9.0;-29.0;-141.0;329.0;386.0;-75.0;249.0;350.0
-260.0;-8.0;?;-134.0;300.0;363.0;-101.0;215.0;326.0
-253.0;-8.0;?;-123.0;287.0;372.0;-94.0;214.0;336.0
-271.0;-7.0;-27.0;-144.0;289.0;399.0;-111.0;230.0;339.0
-277.0;-8.0;-52.0;-150.0;?;414.0;-115.0;231.0;359.0
-281.0;-9.0;?;-142.0;293.0;420.0;-74.0;235.0;349.0
-288.0;-9.0;-33.0;-140.0;299.0;387.0;-98.0;235.0;345.0
-280.0;-9.0;-25.0;-131.0;293.0;389.0;-109.0;232.0;344.0
-277.0;-9.0;-19.0;-134.0;293.0;380.0;-101.0;234.0;329.0
-276.0;-10.0;-49.0;-132.0;?;376.0;-88.0;229.0;354.0
-271.0;-10.0;-24.0;-134.0;277.0;382.0;-105.0;228.0;321.0
-283.0;-10.0;-34.0;-131.0;277.0;?;-76.0;?;331.0
-288.0;-10.0;-23.0;-139.0;282.0;367.0;?;239.0;337.0
-284.0;-9.0;?;-142.0;285.0;376.0;-102.0;238.0;349.0
-275.0;-9.0;-39.0;-143.0;291.0;357.0;-82.0;239.0;339.0
?;-9.0;-39.0;-134.0;293.0;377.0;-79.0;231.0;344.0
-266.0;-9.0;-46.0;-133.0;284.0;386.0;-88.0;228.0;370.0
-274.0;-9.0;-29.0;-133.0;278.0;378.0;-67.0;240.0;?
-274.0;-10.0;-39.0;-142.0;275.0;?;-103.0;237.0;330.0
-273.0;-10.0;-39.0;-133.0;272.0;397.0;-101.0;?;351.0
-278.0;-10.0;-51.0;-144.0;?;382.0;-104.0;242.0;307.0
-275.0;-9.0;-43.0;-138.0;288.0;389.0;-102.0;239.0;343.0
-269.0;-9.0;-37.0;-138.0;294.0;366.0;?;231.0;336.0
-273.0;-9.0;-42.0;-156.0;303.0;404.0;-101.0;239.0;345.0
?;?;-55.0;-162.0;302.0;395.0;?;242.0;382.0
-272.0;-10.0;-58.0;-134.0;?;389.0;-107.0;237.0;477.0
-280.0;-11.0;-51.0;-132.0;278.0;409.0;-86.0;?;423.0
-281.0;-11.0;-46.0;-138.0;269.0;384.0;-108.0;244.0;562.0
-280.0;-11.0;-65.0;-138.0;271.0;383.0;-140.0;248.0;499.0
-275.0;-11.0;-58.0;-137.0;274.0;372.0;-112.0;246.0;?
-271.0;-11.0;-57.0;-132.0;282.0;318.0;-122.0;243.0;694.0
-274.0;?;-68.0;-139.0;288.0;336.0;-148.0;245.0;844.0
-277.0;?;-88.0;-169.0;301.0;324.0;-159.0;249.0;867.0
?;-11.0;-92.0;-144.0;337.0;?;-101.0;?;845.0
-285.0;-11.0;-61.0;-104.0;414.0;304.0;-107.0;256.0;757.0
-288.0;-11.0;-62.0;-116.0;432.0;269.0;-123.0;255.0;683.0
-282.0;-10.0;-82.0;-135.0;485.0;314.0;-174.0;256.0;565.0
-276.0;-10.0;?;-157.0;?;316.0;-211.0;261.0;?
-262.0;-10.0;-132.0;-172.0;836.0;306.0;?;262.0;428.0
-257.0;-12.0;-127.0;-169.0;844.0;302.0;-252.0;280.0;385.0
-239.0;-15.0;-124.0;-156.0;?;311.0;-244.0;297.0;464.0
-194.0;-18.0;-123.0;-177.0;?;285.0;-227.0;270.0;608.0
?;-20.0;-130.0;-186.0;?;317.0;-253.0;?;656.0
-199.0;-21.0;-142.0;-181.0;573.0;286.0;-208.0;288.0;602.0
-237.0;-22.0;-129.0;-167.0;482.0;250.0;-224.0;318.0;633.0
?;-23.0;-88.0;-161.0;379.0;208.0;-210.0;339.0;704.0
-272.0;-23.0;-86.0;-159.0;275.0;204.0;-185.0;?;630.0
-278.0;-21.0;-96.0;-179.0;287.0;193.0;-243.0;363.0;671.0
-281.0;-18.0;-105.0;-154.0;346.0;215.0;-210.0;?;693.0
-270.0;-15.0;-93.0;-161.0;445.0;198.0;-231.0;355.0;683.0
?;-12.0;-99.0;-161.0;452.0;189.0;-235.0;355.0;?
-261.0;-7.0;?;-160.0;497.0;210.0;-262.0;358.0;743.0
-231.0;-3.0;-109.0;?;?;176.0;-253.0;?;658.0
-227.0;?;-113.0;-178.0;?;189.0;-259.0;333.0;?
-212.0;1.0;-120.0;-157.0;542.0;199.0;-254.0;341.0;742.0
-213.0;1.0;-115.0;-162.0;550.0;221.0;-259.0;361.0;751.0
-209.0;1.0;-105.0;-163.0;553.0;198.0;?;350.0;692.0
-209.0;0.0;?;?;564.0;205.0;-259.0;351.0;755.0
-201.0;-1.0;?;-164.0;?;216.0;-246.0;359.0;691.0
-199.0;?;-119.0;-157.0;536.0;219.0;-233.0;364.0;660.0
?;-5.0;-109.0;-147.0;549.0;227.0;-243.0;373.0;681.0
-210.0;-7.0;-104.0;-174.0;582.0;?;?;382.0;705.0
?;-8.0;-124.0;-181.0;593.0;274.0;-281.0;384.0;?
-188.0;-8.0;-103.0;-181.0;612.0;234.0;-263.0;379.0;695.0
-197.0;-9.0;?;-154.0;?;256.0;-224.0;380.0;735.0
-202.0;-9.0;-103.0;-152.0;589.0;264.0;-198.0;375.0;717.0
-211.0;-8.0;-83.0;-160.0;510.0;252.0;-186.0;371.0;750.0
-213.0;-6.0;-87.0;-153.0;522.0;275.0;-211.0;374.0;754.0
-218.0;-6.0;-88.0;-161.0;?;255.0;-222.0;356.0;786.0
-239.0;-5.0;-94.0;-147.0;542.0;238.0;-207.0;367.0;?
-250.0;-5.0;-81.0;-130.0;499.0;279.0;-204.0;371.0;747.0
-238.0;-5.0;?;-159.0;535.0;285.0;-211.0;354.0;682.0
-238.0;?;-96.0;-176.0;564.0;278.0;-217.0;344.0;?
-238.0;-5.0;-71.0;-150.0;545.0;280.0;-192.0;344.0;825.0
-233.0;?;-59.0;-130.0;572.0;282.0;-161.0;338.0;930.0
-240.0;-6.0;-55.0;-126.0;607.0;256.0;-159.0;343.0;910.0
-238.0;-6.0;-74.0;-147.0;644.0;279.0;?;334.0;?
-235.0;-6.0;-68.0;-148.0;661.0;246.0;-150.0;?;889.0
-250.0;-5.0;-48.0;-123.0;587.0;272.0;-158.0;327.0;858.0
-257.0;-6.0;-68.0;-140.0;597.0;295.0;?;339.0;852.0
-236.0;-7.0;-66.0;-133.0;664.0;305.0;?;322.0;?
