Accelerometer HIP accZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az
32.0;-14;-939.0;-979.0;?;?;-23
33.0;39;-948.0;-967.0;-665.0;?;-20
6.0;20;-946.0;-960.0;-652.0;-20;-18
14.0;?;-946.0;-965.0;-660.0;-6;-12
38.0;-3;-952.0;-995.0;-670.0;3;-10
32.0;3;-946.0;-978.0;-668.0;-3;-22
?;14;-945.0;-963.0;-658.0;-14;?
39.0;-6;-935.0;?;-637.0;6;-16
-4.0;4;-940.0;-959.0;?;-4;-18
-8.0;-9;-935.0;-950.0;-627.0;9;-21
-9.0;-17;-939.0;-960.0;-617.0;17;-16
19.0;-3;-941.0;-968.0;-640.0;3;-18
12.0;-23;-940.0;-965.0;-635.0;23;-17
20.0;-16;-934.0;-958.0;-651.0;16;-19
22.0;23;-939.0;-960.0;-635.0;-23;-26
11.0;22;-949.0;-962.0;-647.0;-22;-19
28.0;9;?;-955.0;?;-9;-21
32.0;1;-945.0;-963.0;-665.0;-1;-27
15.0;-6;-956.0;?;?;6;?
15.0;-6;-941.0;-986.0;-607.0;6;-22
30.0;?;-938.0;-964.0;-614.0;?;?
21.0;-27;-940.0;-965.0;-610.0;27;-14
20.0;0;-943.0;-972.0;-602.0;0;-21
20.0;3;-934.0;-961.0;-627.0;-3;-18
44.0;8;-941.0;-959.0;-642.0;-8;-18
43.0;16;-941.0;?;-638.0;-16;-19
12.0;-4;?;?;?;4;-13
29.0;12;-946.0;-966.0;-659.0;-12;-17
4.0;?;-953.0;-975.0;-672.0;?;-22
16.0;20;-947.0;-977.0;-653.0;-20;-16
21.0;16;-946.0;-980.0;-628.0;-16;?
?;6;-950.0;?;-617.0;-6;-12
37.0;-16;-947.0;?;-615.0;16;-16
51.0;-10;-940.0;?;-626.0;10;-20
20.0;-7;-945.0;-975.0;-617.0;7;-19
?;1;-949.0;-977.0;-614.0;-1;-21
32.0;43;-934.0;-974.0;-633.0;-43;-23
30.0;50;?;-956.0;-662.0;-50;-17
20.0;14;?;-958.0;-667.0;-14;-13
30.0;-10;?;-973.0;-673.0;?;-16
29.0;-22;-946.0;-968.0;-650.0;?;-24
20.0;-8;-945.0;-974.0;-658.0;?;-19
19.0;29;?;-973.0;-658.0;-29;-10
23.0;29;-944.0;-973.0;-658.0;-29;-20
31.0;22;-943.0;-964.0;-654.0;-22;-22
53.0;35;-946.0;-959.0;-631.0;-35;-20
69.0;?;?;-968.0;-610.0;-9;-20
35.0;-2;-935.0;-973.0;-626.0;2;-11
36.0;15;-936.0;-966.0;-670.0;-15;-14
35.0;-31;-940.0;-961.0;-693.0;31;-25
32.0;-51;-947.0;-960.0;-694.0;?;-18
59.0;-20;-952.0;-971.0;-690.0;20;-14
60.0;-45;-954.0;-965.0;-656.0;45;-19
79.0;-39;-941.0;-962.0;-635.0;39;-20
63.0;5;-946.0;-966.0;-643.0;-5;-23
51.0;-5;-957.0;?;-637.0;5;-17
39.0;11;-954.0;?;-665.0;-11;?
33.0;-1;-948.0;-978.0;-651.0;1;-18
65.0;-38;-950.0;-972.0;-669.0;38;?
53.0;-23;?;-967.0;-644.0;23;-10
44.0;-17;-964.0;-974.0;-641.0;17;-23
65.0;?;-965.0;-974.0;-655.0;9;-26
58.0;5;-961.0;-972.0;-686.0;-5;-19
61.0;-1;-956.0;-954.0;?;1;-19
?;-6;-955.0;?;-694.0;6;-20
64.0;8;?;?;-645.0;-8;-19
62.0;16;-958.0;-988.0;-668.0;-16;-17
72.0;6;-961.0;-982.0;-698.0;-6;?
44.0;22;-961.0;-968.0;-732.0;-22;-18
50.0;51;?;?;-744.0;-51;-21
?;18;-957.0;-947.0;-729.0;-18;-19
60.0;-18;-961.0;-952.0;-756.0;18;-17
70.0;-7;-958.0;-958.0;-686.0;7;-22
?;2;-958.0;-983.0;-704.0;-2;-26
63.0;12;-957.0;-963.0;-734.0;-12;-16
69.0;-19;-955.0;-950.0;-743.0;19;-13
61.0;-33;-954.0;-959.0;-759.0;33;-19
57.0;9;-959.0;-964.0;?;-9;-15
?;6;-961.0;-955.0;-711.0;-6;-13
?;-6;-955.0;-982.0;-709.0;6;?
64.0;-6;-953.0;-974.0;-764.0;6;-23
60.0;-2;?;-962.0;?;2;-16
54.0;6;-961.0;-957.0;-773.0;?;-16
58.0;?;-956.0;?;-749.0;?;-21
38.0;-7;-956.0;-970.0;-730.0;7;-19
58.0;?;-955.0;-969.0;-750.0;-13;-21
78.0;?;-959.0;-960.0;-756.0;-11;-21
91.0;7;-961.0;-957.0;-765.0;-7;-19
?;37;-961.0;-957.0;-787.0;-37;-19
92.0;48;-958.0;-964.0;-774.0;-48;-12
79.0;38;-963.0;-975.0;-741.0;-38;?
68.0;41;-958.0;-972.0;-744.0;-41;-20
65.0;26;?;-969.0;-788.0;-26;-16
81.0;44;-955.0;-958.0;-790.0;?;-22
73.0;89;-954.0;?;-769.0;-89;-25
99.0;80;-956.0;-962.0;-768.0;-80;-20
?;78;-969.0;-963.0;-766.0;-78;-22
90.0;103;-967.0;?;-764.0;-103;-14
46.0;89;?;-953.0;-764.0;-89;-12
73.0;54;-989.0;-974.0;-839.0;-54;-20
109.0;0;-951.0;-970.0;-867.0;0;-18
129.0;-62;-950.0;-954.0;-811.0;62;-19
122.0;-57;?;-956.0;-786.0;57;-22
159.0;-16;-964.0;-962.0;-743.0;16;?
151.0;7;-985.0;-956.0;-684.0;-7;-27
124.0;39;-958.0;-972.0;-673.0;-39;-21
163.0;15;-991.0;?;-629.0;-15;-16
?;-17;-964.0;-993.0;-669.0;17;-19
210.0;14;-1000.0;-970.0;?;-14;-21
208.0;7;-954.0;-965.0;-699.0;-7;-21
180.0;?;-999.0;?;-794.0;?;-20
179.0;45;-1035.0;-976.0;-834.0;-45;-20
?;?;-1018.0;-990.0;-783.0;46;-16
228.0;-18;?;-991.0;-796.0;18;?
181.0;-3;-1004.0;-1009.0;-862.0;3;-16
181.0;2;-995.0;-969.0;-813.0;-2;-25
231.0;25;-995.0;-942.0;-810.0;-25;-24
240.0;11;-999.0;?;-769.0;-11;-17
244.0;18;-987.0;-952.0;-795.0;?;?
224.0;17;-967.0;-924.0;?;-17;?
233.0;-12;-1001.0;-934.0;?;12;-13
241.0;-19;-999.0;-946.0;-755.0;?;-22
215.0;-18;?;-965.0;-730.0;18;-19
242.0;-13;-982.0;-965.0;-731.0;13;-18
205.0;6;-993.0;-948.0;-719.0;-6;-31
225.0;?;?;-952.0;-743.0;-5;-27
224.0;24;-988.0;-961.0;-750.0;-24;?
221.0;72;-991.0;-975.0;-733.0;?;?
253.0;66;-987.0;-975.0;-722.0;-66;-8
246.0;-7;-982.0;-981.0;-761.0;7;-16
235.0;?;-996.0;-982.0;-763.0;39;-16
193.0;-46;-991.0;?;-738.0;46;-12
177.0;-97;-994.0;-997.0;-760.0;97;-18
206.0;-83;-990.0;-979.0;-753.0;83;-25
223.0;-30;-978.0;-964.0;-705.0;30;-23
213.0;-32;-988.0;-964.0;-664.0;32;-19
223.0;-39;-968.0;-963.0;-697.0;39;-18
212.0;-38;-977.0;-939.0;-714.0;38;-15
178.0;-41;-998.0;-955.0;-816.0;41;-17
?;-31;-964.0;-936.0;-990.0;31;-24
180.0;-24;-979.0;-936.0;-945.0;?;-23
157.0;3;-1007.0;-927.0;-880.0;-3;-25
167.0;15;-993.0;?;-784.0;-15;-31
172.0;-6;-974.0;?;?;6;-21
174.0;13;-1014.0;-1003.0;-605.0;-13;-12
192.0;-1;-991.0;-1012.0;-553.0;?;-15
170.0;-13;-994.0;-1022.0;-634.0;13;-16
138.0;6;-981.0;-991.0;-625.0;-6;-16
163.0;-6;-994.0;-987.0;?;6;-19
183.0;12;?;-993.0;?;-12;-15
188.0;12;?;-983.0;-698.0;-12;-18
?;7;-997.0;-969.0;-732.0;?;-16
143.0;42;-1007.0;-970.0;-768.0;-42;-9
182.0;60;-1003.0;-953.0;-769.0;-60;-17
?;38;-982.0;-937.0;-810.0;-38;-23
172.0;7;-968.0;-929.0;-803.0;-7;-16
146.0;16;?;-931.0;-782.0;-16;-17
163.0;?;-970.0;-948.0;-787.0;-33;-23
163.0;20;-979.0;-956.0;-796.0;-20;-17
162.0;2;-984.0;-947.0;-811.0;-2;-14
182.0;-16;-982.0;-945.0;-789.0;16;-19
173.0;-20;-987.0;-954.0;-766.0;20;-14
173.0;-10;-988.0;-952.0;-776.0;10;-11
?;-31;-982.0;-957.0;-768.0;31;-15
159.0;-12;-981.0;-973.0;-750.0;12;?
138.0;27;-984.0;-979.0;-740.0;?;-17
146.0;7;-987.0;-991.0;-755.0;-7;?
162.0;10;-980.0;-981.0;-717.0;-10;-15
?;17;-981.0;-973.0;-728.0;-17;-11
172.0;-14;-977.0;-976.0;-731.0;14;-20
153.0;-48;-988.0;-988.0;-734.0;48;?
185.0;-46;?;-995.0;?;46;-11
?;-9;-984.0;-993.0;-737.0;9;-18
153.0;-3;-984.0;-989.0;-727.0;3;-20
159.0;-7;-994.0;-999.0;-732.0;7;?
118.0;?;-994.0;-1036.0;-738.0;11;?
138.0;-33;-983.0;-1032.0;-743.0;33;-17
153.0;-26;-972.0;-994.0;-766.0;26;?
178.0;-16;-945.0;-975.0;?;16;-24
128.0;-34;-959.0;-960.0;-817.0;34;-20
129.0;-38;-970.0;-946.0;-804.0;38;-18
150.0;-48;-976.0;-938.0;-761.0;48;-18
171.0;-78;-980.0;-947.0;?;78;-13
137.0;-82;-969.0;-973.0;-777.0;82;-8
141.0;-80;-983.0;-986.0;-735.0;?;-7
92.0;-118;-965.0;?;-718.0;118;-15
82.0;-158;-980.0;-1006.0;-702.0;158;-14
104.0;?;-972.0;-995.0;?;125;-18
90.0;-75;-967.0;-977.0;-687.0;75;?
54.0;-60;-978.0;-971.0;-681.0;60;-20
47.0;-58;-974.0;-942.0;-706.0;?;-20
29.0;-69;-967.0;?;-699.0;69;-21
13.0;-22;-963.0;-948.0;-709.0;22;-20
-22.0;27;-980.0;?;-685.0;-27;-23
22.0;27;-989.0;-941.0;?;-27;-20
39.0;?;-984.0;-947.0;-695.0;-38;-16
71.0;?;?;-946.0;-690.0;-30;-14
49.0;25;-982.0;-939.0;-695.0;-25;-15
54.0;24;-984.0;-931.0;-675.0;?;-14
32.0;14;-978.0;?;-677.0;-14;-15
39.0;17;?;-931.0;-660.0;-17;-14
51.0;16;-953.0;-912.0;-621.0;?;-14
72.0;8;-975.0;-908.0;-625.0;-8;-17
81.0;-4;-968.0;-941.0;-610.0;4;-18
80.0;-2;-967.0;-929.0;-601.0;2;?
69.0;8;-987.0;-913.0;-596.0;-8;-16
59.0;17;-972.0;?;-573.0;-17;-15
67.0;17;-969.0;-901.0;-553.0;-17;-15
89.0;11;-967.0;-910.0;-550.0;-11;-25
?;36;-972.0;-916.0;-553.0;-36;-20
67.0;22;?;-926.0;-543.0;-22;-14
85.0;?;-972.0;-942.0;-531.0;13;-14
93.0;-18;-967.0;-930.0;-533.0;18;-14
?;?;-973.0;-917.0;-529.0;37;-23
89.0;-28;-973.0;-912.0;-511.0;?;-20
100.0;?;-964.0;-910.0;-506.0;-7;-17
84.0;18;-972.0;-915.0;-510.0;-18;-17
90.0;14;-972.0;?;?;-14;-18
90.0;5;-974.0;-924.0;-496.0;-5;-18
41.0;14;-972.0;-936.0;-497.0;?;-12
75.0;34;-971.0;-935.0;-479.0;-34;-16
79.0;39;-993.0;-956.0;?;-39;-18
68.0;38;-980.0;-956.0;-500.0;-38;?
63.0;36;-957.0;-914.0;-491.0;-36;-17
70.0;14;-972.0;-915.0;-484.0;-14;-17
?;-5;-975.0;-928.0;-481.0;5;-24
84.0;-5;-965.0;-921.0;-475.0;5;-21
56.0;-1;-966.0;-916.0;-457.0;1;-19
46.0;34;-969.0;-924.0;-456.0;-34;-19
?;28;-979.0;-934.0;-457.0;-28;-17
73.0;?;-974.0;-947.0;?;17;-19
71.0;-7;-970.0;-935.0;-441.0;7;?
71.0;-21;-974.0;-927.0;-429.0;21;-14
62.0;-14;-973.0;-926.0;-425.0;14;-16
30.0;31;-980.0;-927.0;-432.0;-31;-18
?;21;-978.0;-932.0;?;-21;-19
78.0;?;-970.0;-935.0;-414.0;-5;-21
62.0;14;-978.0;-927.0;?;-14;-21
71.0;13;-972.0;-933.0;-417.0;-13;-20
55.0;-7;?;-941.0;-418.0;7;-21
52.0;-1;?;-937.0;-420.0;1;-16
48.0;-12;-979.0;-932.0;-416.0;12;-11
62.0;-28;-974.0;-942.0;-419.0;28;-17
68.0;11;?;-930.0;-415.0;-11;-24
54.0;-7;-978.0;-937.0;-417.0;?;-20
49.0;?;-976.0;-929.0;-414.0;33;-20
60.0;?;?;-932.0;?;-12;-18
53.0;11;-974.0;?;?;-11;?
50.0;-6;-982.0;-940.0;-411.0;?;-21
60.0;15;-976.0;-937.0;-405.0;-15;-18
81.0;-3;-981.0;-929.0;-419.0;3;-15
60.0;-21;-974.0;?;-420.0;21;?
64.0;-16;-974.0;-939.0;-420.0;16;-15
80.0;-16;-985.0;-942.0;-426.0;16;-16
70.0;-16;?;-937.0;-429.0;16;-16
72.0;-24;-974.0;-933.0;-430.0;24;-16
90.0;?;-977.0;-936.0;-440.0;-17;-17
?;10;-979.0;-936.0;-450.0;-10;-17
90.0;-15;-976.0;-938.0;-457.0;15;-18
87.0;?;-977.0;-941.0;-458.0;-31;-18
79.0;30;-982.0;-940.0;-477.0;-30;-18
78.0;7;-975.0;-937.0;-480.0;-7;-18
66.0;4;-980.0;-931.0;-492.0;-4;-15
90.0;7;-976.0;-931.0;-491.0;-7;-15
74.0;3;-972.0;-938.0;-514.0;-3;-19
?;7;?;-941.0;-531.0;-7;?
81.0;45;-982.0;-941.0;?;-45;-19
91.0;34;?;-939.0;-584.0;-34;-23
80.0;-12;-964.0;-939.0;-573.0;12;-21
82.0;20;-975.0;?;-584.0;-20;-20
?;64;-975.0;-932.0;-607.0;-64;-15
?;36;-979.0;?;-611.0;-36;-15
95.0;16;-977.0;-941.0;-614.0;-16;?
114.0;24;-982.0;-936.0;-645.0;-24;-18
107.0;28;-978.0;-932.0;-650.0;?;?
97.0;26;?;-938.0;-656.0;-26;-25
111.0;28;-975.0;-932.0;-642.0;-28;-16
95.0;27;-981.0;-932.0;-650.0;-27;-17
100.0;18;?;-941.0;-646.0;-18;-13
77.0;9;-980.0;-947.0;-647.0;-9;?
92.0;2;-979.0;-942.0;?;-2;-20
113.0;11;-989.0;-942.0;-631.0;-11;-21
82.0;12;-982.0;-942.0;-616.0;-12;-20
92.0;-28;-984.0;-943.0;-608.0;28;-18
133.0;-44;-995.0;-958.0;-631.0;44;-17
104.0;-2;-994.0;-973.0;-642.0;2;-14
87.0;24;-992.0;-953.0;-663.0;-24;-18
126.0;12;-996.0;-956.0;-663.0;-12;-21
97.0;33;-986.0;?;-653.0;-33;-17
87.0;49;-972.0;-956.0;-672.0;-49;-14
126.0;43;-981.0;-934.0;-650.0;-43;?
121.0;79;-982.0;?;-663.0;-79;-15
118.0;55;-979.0;-940.0;?;-55;-18
132.0;7;-989.0;-943.0;?;-7;?
70.0;?;-982.0;-947.0;-648.0;?;-19
106.0;17;-983.0;?;-636.0;-17;-22
85.0;17;-1013.0;?;-630.0;-17;-20
132.0;7;-964.0;-948.0;-603.0;-7;?
153.0;13;-974.0;-945.0;-615.0;-13;-15
132.0;29;?;-948.0;?;-29;-11
123.0;27;-987.0;-945.0;-620.0;-27;-16
151.0;28;-977.0;?;?;-28;-16
116.0;-14;-975.0;-972.0;-664.0;14;-20
130.0;-34;-983.0;-969.0;-624.0;34;-21
155.0;?;-988.0;?;?;-3;-18
146.0;-4;-990.0;-936.0;?;?;-22
129.0;-28;-976.0;?;?;28;-20
158.0;-18;?;-936.0;-610.0;18;-14
148.0;-18;-985.0;-954.0;-633.0;18;-13
150.0;-8;-980.0;-954.0;-624.0;8;-14
131.0;-14;-991.0;-948.0;-642.0;14;-13
125.0;-27;-995.0;-952.0;-655.0;27;-14
141.0;?;-985.0;-950.0;-640.0;5;?
150.0;5;-993.0;-956.0;-654.0;-5;-28
143.0;6;-980.0;-961.0;-705.0;-6;-21
142.0;-2;-1009.0;?;-729.0;2;-17
152.0;-5;-994.0;-961.0;?;5;-18
163.0;?;?;-964.0;-646.0;9;-18
158.0;-28;?;?;-644.0;28;-21
143.0;?;-978.0;-971.0;?;28;-21
?;-29;-992.0;?;-650.0;29;-20
156.0;-24;-983.0;-976.0;-663.0;24;?
156.0;-36;-971.0;-958.0;?;36;-19
118.0;-49;-956.0;-954.0;-681.0;49;-14
163.0;-50;?;-935.0;-774.0;50;-12
147.0;-103;-948.0;-930.0;-778.0;103;-16
139.0;-131;-994.0;-953.0;-784.0;131;?
118.0;-80;-1039.0;-944.0;-899.0;80;-18
?;-62;-994.0;-954.0;-964.0;62;-17
125.0;-71;-932.0;-967.0;-968.0;71;-12
71.0;-61;-997.0;-966.0;-996.0;61;-15
91.0;-69;-1024.0;-954.0;?;69;?
61.0;-67;-994.0;-980.0;-856.0;67;-21
72.0;-54;-993.0;-981.0;-861.0;54;-23
71.0;-46;-973.0;-954.0;-771.0;46;?
68.0;-38;-941.0;-913.0;-603.0;38;-18
49.0;-28;-953.0;-917.0;-790.0;28;-17
84.0;-23;-973.0;-924.0;-784.0;23;-19
66.0;-42;-960.0;-916.0;?;42;-21
73.0;?;?;-962.0;-782.0;20;-20
43.0;-8;-998.0;-975.0;-866.0;8;-25
55.0;0;-965.0;-1001.0;-880.0;?;-23
44.0;47;-967.0;-987.0;-946.0;?;-17
18.0;12;-970.0;-1001.0;-980.0;-12;-22
49.0;-23;-955.0;-1015.0;-929.0;23;-22
67.0;-11;-940.0;-1006.0;?;?;-17
72.0;-21;-971.0;-977.0;-954.0;21;-22
71.0;-28;-959.0;-936.0;-949.0;?;-22
61.0;-19;-958.0;-925.0;-975.0;19;-12
?;?;-949.0;-935.0;-969.0;-3;-15
59.0;-2;-961.0;-940.0;-921.0;2;-23
?;-2;?;-959.0;-876.0;2;-22
39.0;3;-942.0;-956.0;-895.0;-3;-21
42.0;-17;-941.0;-924.0;-884.0;17;?
57.0;10;-944.0;-894.0;-867.0;-10;-14
59.0;30;-946.0;-896.0;-840.0;-30;-16
72.0;-27;-929.0;-854.0;?;27;-16
73.0;-47;?;-871.0;-872.0;47;-15
60.0;?;-955.0;-887.0;-891.0;24;-18
92.0;-27;-946.0;-944.0;-910.0;27;-17
68.0;-1;-954.0;?;-919.0;1;-17
66.0;16;-947.0;?;?;-16;-20
98.0;-18;?;-991.0;-943.0;18;-23
93.0;1;-958.0;-970.0;-955.0;?;?
61.0;26;-955.0;-946.0;-930.0;-26;-18
82.0;-6;-959.0;?;-936.0;6;-22
80.0;-9;-957.0;-947.0;-936.0;9;-21
96.0;4;-960.0;-952.0;-925.0;-4;-24
78.0;4;-958.0;-955.0;-921.0;-4;-21
57.0;-16;-952.0;-956.0;-919.0;16;-14
79.0;-26;-955.0;-973.0;-922.0;26;-17
62.0;-17;-958.0;-981.0;-929.0;17;-22
86.0;?;-954.0;?;-923.0;19;-22
51.0;-4;-953.0;-945.0;-909.0;4;-17
71.0;-22;-952.0;-935.0;-909.0;22;-13
76.0;-14;-953.0;-938.0;-920.0;14;-18
70.0;30;-957.0;-956.0;-918.0;?;-18
71.0;7;-954.0;-951.0;-912.0;-7;-13
72.0;8;-960.0;?;-921.0;-8;-17
61.0;28;-956.0;-965.0;-917.0;-28;-16
71.0;-7;-956.0;-962.0;-929.0;?;?
51.0;-10;-953.0;-957.0;-922.0;?;-19
49.0;4;-955.0;-947.0;-913.0;-4;-14
45.0;-16;-950.0;-951.0;-911.0;16;-18
?;-1;-954.0;-957.0;-923.0;1;-19
51.0;9;-954.0;-959.0;?;-9;-14
77.0;4;-958.0;-965.0;-922.0;-4;?
68.0;3;-953.0;-954.0;-923.0;-3;-16
72.0;-5;-948.0;-945.0;-920.0;?;-8
71.0;4;-951.0;-955.0;?;-4;-19
66.0;-1;-952.0;?;-916.0;1;-18
?;-9;?;-954.0;-916.0;?;-14
68.0;0;-954.0;-961.0;-919.0;0;-17
72.0;7;-956.0;-961.0;-918.0;-7;-14
70.0;4;?;-955.0;-914.0;-4;-15
72.0;-5;-954.0;-958.0;-931.0;5;-21
61.0;-6;-957.0;-950.0;?;6;-26
71.0;-7;-952.0;-955.0;-920.0;?;-23
61.0;-3;-955.0;-952.0;?;3;-13
73.0;-9;-953.0;-955.0;-919.0;9;-17
81.0;-16;-956.0;?;-917.0;16;-22
80.0;-15;?;-960.0;-923.0;15;?
67.0;-29;-955.0;-958.0;-919.0;?;?
80.0;-9;-951.0;-954.0;-915.0;9;-20
?;0;?;-959.0;?;0;-22
77.0;-33;-954.0;-954.0;-920.0;33;-27
93.0;-15;-954.0;?;-926.0;15;?
100.0;7;-952.0;-951.0;-928.0;-7;-16
78.0;-14;-951.0;-945.0;-926.0;14;-16
106.0;-3;-956.0;-953.0;-923.0;3;-23
?;24;-955.0;-952.0;-925.0;-24;-23
81.0;28;-956.0;-954.0;-932.0;-28;-16
81.0;38;-953.0;?;-928.0;-38;-24
91.0;40;-954.0;-966.0;-934.0;-40;-26
91.0;20;-958.0;-958.0;?;-20;-17
103.0;-11;-950.0;-950.0;-946.0;11;-22
126.0;8;-947.0;-941.0;-950.0;-8;-18
140.0;25;-956.0;-935.0;-902.0;-25;?
132.0;5;-955.0;-957.0;-927.0;-5;-34
128.0;60;-927.0;-949.0;-847.0;-60;-25
118.0;158;-946.0;-968.0;-830.0;-158;-23
104.0;263;-959.0;-973.0;-903.0;-263;?
133.0;340;-962.0;-941.0;-860.0;-340;-20
140.0;310;-962.0;-939.0;-853.0;-310;-18
191.0;208;-968.0;-951.0;-821.0;-208;-3
126.0;83;-959.0;?;?;-83;-5
102.0;-33;-938.0;-933.0;-700.0;33;-5
99.0;-60;-954.0;-964.0;-710.0;60;-10
60.0;-6;?;-970.0;-669.0;6;-34
110.0;?;-965.0;-985.0;-703.0;-55;-33
132.0;72;-971.0;-975.0;-758.0;-72;-14
136.0;28;?;-967.0;-805.0;-28;-5
230.0;9;-975.0;-985.0;-847.0;-9;-2
215.0;18;-1020.0;-980.0;-883.0;-18;-11
?;-2;-1081.0;-978.0;-736.0;2;-28
?;9;-1038.0;-1000.0;?;-9;-24
182.0;37;-978.0;-1025.0;?;-37;-16
214.0;28;-1010.0;-1019.0;-493.0;-28;-15
207.0;32;-1005.0;-1008.0;-504.0;?;-12
?;?;?;-991.0;-496.0;-11;-18
179.0;-3;-1014.0;-965.0;-528.0;3;-17
194.0;15;-972.0;-936.0;-564.0;-15;-10
208.0;-13;-963.0;-939.0;-573.0;13;-23
173.0;-12;-966.0;-922.0;?;12;-23
209.0;-3;-965.0;-931.0;-571.0;?;-18
?;-3;-978.0;-939.0;-579.0;3;-23
162.0;6;?;?;-609.0;?;-27
173.0;17;-981.0;-972.0;-598.0;-17;-27
209.0;38;-972.0;-980.0;?;-38;-17
230.0;14;-968.0;-970.0;?;-14;-14
190.0;1;-965.0;-982.0;-601.0;-1;-11
174.0;?;-982.0;-989.0;-596.0;20;-13
204.0;-35;?;-984.0;-591.0;35;-20
212.0;5;-974.0;-987.0;-578.0;-5;-19
220.0;-17;-978.0;-989.0;-582.0;17;-16
212.0;-65;-1003.0;-993.0;-578.0;65;-17
204.0;-72;-1001.0;?;-568.0;72;-18
225.0;-72;-985.0;?;-554.0;72;-19
200.0;-72;-978.0;-977.0;?;72;-22
181.0;?;-967.0;-980.0;-600.0;82;-22
200.0;-101;-978.0;-961.0;-602.0;101;-15
193.0;-122;-963.0;-962.0;-600.0;122;-12
172.0;-155;-966.0;-969.0;-616.0;?;?
161.0;-127;-996.0;-980.0;-639.0;127;-24
152.0;-65;?;?;-623.0;65;-20
166.0;-60;-982.0;-968.0;?;?;-21
?;-32;?;-958.0;-619.0;32;-21
147.0;14;-989.0;-958.0;-616.0;-14;-17
?;?;-984.0;-973.0;-622.0;32;-16
?;-75;-998.0;-968.0;-621.0;75;-23
100.0;-32;?;?;-612.0;32;-25
52.0;-16;-992.0;-969.0;-636.0;16;-21
56.0;-18;-1009.0;-971.0;-613.0;18;-22
79.0;38;-991.0;-933.0;-590.0;-38;-14
115.0;33;-981.0;-916.0;-574.0;-33;-12
131.0;1;?;-945.0;-516.0;-1;-20
124.0;4;-978.0;-987.0;-503.0;-4;-17
102.0;?;-973.0;-1034.0;?;?;-13
101.0;-17;-979.0;-1024.0;-434.0;17;-17
101.0;?;-997.0;-1024.0;-401.0;-8;-16
?;4;-999.0;-1025.0;-407.0;-4;-17
73.0;24;-984.0;-989.0;-392.0;-24;?
94.0;25;-979.0;-977.0;-374.0;-25;-17
89.0;?;?;-960.0;-373.0;3;-14
95.0;-7;-966.0;-936.0;-372.0;7;-15
98.0;-6;-963.0;-939.0;?;6;-18
63.0;-1;-975.0;?;-365.0;1;-19
84.0;3;-1015.0;-959.0;-362.0;-3;-20
93.0;?;-992.0;-979.0;-364.0;18;-19
81.0;-19;-986.0;-973.0;?;19;-15
103.0;-1;-1005.0;-978.0;-370.0;1;-18
?;14;-975.0;-970.0;-392.0;-14;-19
?;9;-979.0;-960.0;-385.0;-9;-16
82.0;-23;-996.0;-962.0;-380.0;23;-15
90.0;-16;-973.0;-969.0;-376.0;16;?
110.0;7;-986.0;-962.0;-373.0;-7;-21
?;?;-983.0;-958.0;-381.0;?;-23
79.0;-46;-977.0;-960.0;-361.0;46;?
86.0;3;-985.0;-967.0;-378.0;-3;-16
82.0;13;-978.0;-973.0;?;?;-21
66.0;-17;-978.0;-961.0;-374.0;17;-18
97.0;-14;-975.0;-957.0;-378.0;14;-23
91.0;26;-979.0;-958.0;-384.0;-26;-18
107.0;?;?;?;-393.0;?;-11
82.0;-33;-976.0;-960.0;-385.0;33;-18
71.0;-12;-982.0;-957.0;-374.0;12;-24
100.0;5;-984.0;-968.0;-381.0;?;-22
78.0;-1;-978.0;-974.0;?;1;-17
84.0;?;-979.0;?;-360.0;25;-18
112.0;-11;-985.0;-964.0;-376.0;11;?
82.0;?;-980.0;-968.0;-370.0;-24;?
101.0;13;-979.0;?;-364.0;-13;-21
110.0;5;?;-964.0;-376.0;-5;-19
100.0;16;-986.0;-967.0;-375.0;-16;-19
?;5;-983.0;-970.0;-375.0;-5;-22
92.0;-12;-984.0;-969.0;-369.0;12;-26
91.0;2;-980.0;-960.0;-375.0;-2;-21
109.0;15;-985.0;-967.0;-376.0;-15;-16
104.0;-13;-969.0;?;-373.0;13;-19
108.0;-34;-982.0;-968.0;-372.0;34;-16
96.0;-2;-980.0;-968.0;-374.0;2;-12
80.0;0;-984.0;-968.0;-372.0;0;-17
110.0;-3;-984.0;-962.0;-370.0;3;-21
109.0;-8;-983.0;-968.0;?;8;-21
113.0;-19;?;-971.0;?;19;-20
100.0;25;-985.0;-976.0;-365.0;-25;-18
?;-5;-986.0;-968.0;-370.0;5;?
101.0;-21;-982.0;-963.0;-373.0;?;-15
92.0;6;-986.0;-964.0;?;-6;?
115.0;-16;-986.0;?;-381.0;16;-16
114.0;11;-980.0;?;-379.0;-11;-16
96.0;21;-983.0;-969.0;?;-21;-17
123.0;12;-987.0;-970.0;-378.0;-12;-14
111.0;-9;-980.0;-967.0;-385.0;9;?
119.0;?;-988.0;-966.0;-389.0;?;-19
89.0;6;-985.0;-962.0;-387.0;-6;-18
104.0;7;-978.0;-966.0;-393.0;-7;?
116.0;3;-983.0;-964.0;-397.0;-3;?
126.0;8;-986.0;?;-397.0;-8;-17
97.0;27;-982.0;?;-397.0;-27;-19
