InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-978;-3094;-808;-743.0;562.0;683;-2650;-379;2650;-3094
122;-160;-62;-305.0;-468.0;20;-58;326;58;-160
-231;-333;208;-188.0;346.0;54;-8;286;8;-333
-4;-3;2;-1177.0;-53.0;70;-2;390;2;-3
-542;577;405;-572.0;168.0;385;4475;476;-4475;577
388;1753;-370;-779.0;1405.0;-918;5880;1651;-5880;1753
-75;109;44;1292.0;-2444.0;75;-116;397;116;109
163;-39;-7;1196.0;-792.0;103;-2;309;2;-39
7;-1648;-23;-108.0;349.0;9;-22;525;22;-1648
353;-112;15;536.0;195.0;65;62;328;-62;-112
-81;-154;-1;699.0;-1859.0;79;-831;435;831;-154
102;345;-92;-379.0;-460.0;135;-3638;443;3638;345
126;737;34;-1036.0;1366.0;63;1637;715;-1637;737
-269;260;297;453.0;16.0;120;141;389;-141;260
-319;95;419;233.0;368.0;231;18;403;-18;95
2;8;0;-1330.0;2773.0;134;20;836;-20;8
1;-15;-3;707.0;-30.0;138;13;836;-13;-15
