Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-433.0;-113.0;-168;-487.0;452.0;368.0
-432.0;-104.0;-178;-540.0;453.0;380.0
-490.0;-91.0;-160;-549.0;464.0;404.0
-511.0;-94.0;?;-551.0;418.0;?
-595.0;-182.0;-153;-798.0;464.0;445.0
-498.0;-190.0;?;?;509.0;?
-461.0;84.0;?;-709.0;685.0;?
?;?;-165;-823.0;666.0;?
-330.0;-168.0;-171;?;470.0;507.0
-396.0;?;-168;-654.0;213.0;512.0
-469.0;?;-171;-535.0;387.0;?
-346.0;-197.0;?;-508.0;191.0;541.0
-325.0;-168.0;-171;-470.0;258.0;?
-208.0;?;-170;-410.0;?;609.0
-188.0;44.0;?;-429.0;377.0;587.0
-146.0;99.0;?;-434.0;297.0;597.0
-163.0;142.0;?;-429.0;237.0;?
?;102.0;?;-388.0;308.0;643.0
-295.0;75.0;-169;-321.0;340.0;482.0
-275.0;32.0;?;-355.0;384.0;447.0
-309.0;-26.0;?;?;389.0;?
-352.0;16.0;-170;-529.0;377.0;?
?;-20.0;-169;-448.0;397.0;376.0
-542.0;-90.0;-168;?;?;365.0
-592.0;-49.0;?;-625.0;383.0;?
-559.0;-115.0;-166;-649.0;445.0;269.0
-596.0;-280.0;-164;-734.0;457.0;250.0
-484.0;-241.0;-138;-638.0;393.0;272.0
-505.0;-189.0;-73;-645.0;?;314.0
-437.0;-201.0;-5;-524.0;?;331.0
?;-129.0;27;-438.0;481.0;349.0
-238.0;-51.0;40;?;443.0;410.0
-236.0;?;77;?;430.0;?
-177.0;-49.0;87;-478.0;310.0;606.0
-313.0;-50.0;?;?;?;590.0
-358.0;-30.0;?;?;346.0;596.0
?;-110.0;152;-409.0;355.0;597.0
?;?;212;-409.0;400.0;536.0
-387.0;-168.0;-5;?;670.0;502.0
?;?;-205;-469.0;487.0;?
?;?;-160;?;?;344.0
-446.0;?;-165;-597.0;?;345.0
-416.0;-2.0;-155;?;?;392.0
-460.0;?;-205;-585.0;539.0;?
-365.0;157.0;-20;-728.0;685.0;374.0
-282.0;?;?;-620.0;588.0;?
-314.0;61.0;156;-571.0;284.0;459.0
-410.0;3.0;159;-606.0;280.0;?
-434.0;-74.0;169;-521.0;374.0;541.0
-363.0;?;?;-488.0;146.0;572.0
-329.0;-41.0;166;-473.0;338.0;?
-259.0;22.0;?;-486.0;411.0;582.0
-244.0;49.0;161;?;330.0;583.0
-215.0;?;161;-454.0;228.0;641.0
-200.0;106.0;?;-422.0;330.0;?
-248.0;83.0;161;-415.0;?;560.0
?;42.0;161;-418.0;341.0;?
-195.0;50.0;160;-474.0;?;484.0
?;?;162;-507.0;?;446.0
?;?;163;?;?;?
-300.0;1.0;162;?;373.0;391.0
-376.0;?;170;?;376.0;345.0
-390.0;36.0;160;-763.0;413.0;307.0
-449.0;-93.0;171;-842.0;424.0;?
?;-180.0;145;-710.0;406.0;270.0
-492.0;?;29;-773.0;?;266.0
?;-230.0;-9;-709.0;?;?
?;-349.0;21;-611.0;569.0;298.0
-441.0;-268.0;42;-642.0;507.0;350.0
-377.0;-148.0;75;-612.0;349.0;373.0
-304.0;-90.0;95;-648.0;214.0;?
-261.0;?;109;-655.0;342.0;421.0
-338.0;-29.0;129;?;334.0;510.0
-296.0;?;145;-611.0;325.0;581.0
-312.0;?;153;-648.0;332.0;585.0
-233.0;-121.0;160;-601.0;402.0;576.0
-206.0;35.0;167;-690.0;404.0;554.0
?;52.0;?;-754.0;382.0;?
?;43.0;170;?;?;?
?;112.0;175;-781.0;282.0;472.0
-319.0;-30.0;175;-829.0;347.0;463.0
-245.0;?;175;-785.0;152.0;442.0
-255.0;-79.0;?;-828.0;271.0;?
-239.0;116.0;172;?;131.0;383.0
?;?;172;-883.0;-133.0;380.0
-123.0;193.0;172;?;-199.0;366.0
-102.0;329.0;172;-789.0;?;345.0
-195.0;318.0;172;-808.0;-161.0;?
-131.0;82.0;172;-938.0;-385.0;413.0
?;66.0;?;-932.0;-324.0;492.0
-323.0;35.0;172;-980.0;-364.0;444.0
-405.0;203.0;172;-829.0;-440.0;366.0
-282.0;85.0;172;-783.0;?;438.0
-194.0;85.0;172;-856.0;-456.0;402.0
-245.0;143.0;172;?;-482.0;330.0
-565.0;83.0;172;?;-507.0;306.0
?;6.0;172;-842.0;?;333.0
-1166.0;-91.0;172;?;-618.0;419.0
23.0;?;?;?;-619.0;330.0
112.0;158.0;171;-864.0;-591.0;235.0
-519.0;?;171;-814.0;?;212.0
-619.0;-49.0;171;-840.0;-600.0;339.0
-239.0;?;171;-828.0;-587.0;?
-431.0;56.0;171;-825.0;-542.0;229.0
-518.0;-53.0;?;-815.0;-523.0;398.0
-419.0;-43.0;171;-794.0;-522.0;396.0
-255.0;-4.0;171;-809.0;-481.0;?
-416.0;-53.0;171;?;-491.0;1521.0
-589.0;-23.0;171;-825.0;-470.0;377.0
-970.0;-256.0;171;-832.0;-469.0;265.0
-860.0;?;171;-819.0;?;494.0
-51.0;?;171;-850.0;-497.0;452.0
532.0;14.0;?;-818.0;-497.0;427.0
?;332.0;?;-826.0;-476.0;527.0
-6.0;374.0;?;?;-484.0;540.0
?;?;171;?;-445.0;627.0
215.0;18.0;171;-857.0;?;438.0
55.0;15.0;171;-875.0;-382.0;?
?;?;?;-898.0;-411.0;403.0
-123.0;-92.0;?;-886.0;-380.0;752.0
-327.0;-179.0;171;-862.0;-360.0;706.0
-116.0;?;?;-887.0;?;163.0
92.0;32.0;171;-880.0;-386.0;-80.0
178.0;?;171;-888.0;?;?
-157.0;20.0;171;-888.0;-370.0;388.0
27.0;155.0;171;-876.0;-357.0;483.0
138.0;-28.0;171;-811.0;-337.0;?
-3.0;37.0;171;-850.0;-342.0;?
-144.0;81.0;171;-809.0;-353.0;268.0
-229.0;-106.0;171;-817.0;-364.0;191.0
-446.0;-160.0;171;-774.0;-344.0;?
-94.0;-168.0;171;-779.0;-341.0;?
468.0;-218.0;171;-737.0;-302.0;220.0
1.0;111.0;172;-783.0;?;153.0
241.0;?;172;?;-308.0;336.0
?;273.0;172;?;-324.0;257.0
-16.0;?;172;-795.0;-306.0;134.0
-505.0;165.0;172;-813.0;-291.0;304.0
-692.0;-75.0;?;-885.0;-316.0;?
-315.0;34.0;172;-909.0;-319.0;598.0
-429.0;81.0;172;-822.0;?;818.0
-276.0;-362.0;171;?;?;609.0
4.0;-276.0;171;-831.0;-704.0;189.0
-254.0;70.0;?;-820.0;-748.0;?
-22.0;-7.0;170;-805.0;-779.0;-167.0
72.0;125.0;171;-783.0;-784.0;367.0
?;?;171;-782.0;-688.0;630.0
?;103.0;171;-782.0;-571.0;53.0
-84.0;61.0;172;-797.0;-513.0;192.0
79.0;53.0;172;-764.0;?;463.0
238.0;?;172;-817.0;-472.0;459.0
114.0;52.0;?;-822.0;-447.0;36.0
167.0;90.0;172;?;-450.0;309.0
?;128.0;172;?;?;538.0
334.0;49.0;?;-834.0;-373.0;209.0
17.0;217.0;172;-850.0;?;?
-337.0;122.0;173;-872.0;-358.0;307.0
-633.0;200.0;?;-841.0;-333.0;362.0
-267.0;293.0;?;?;-277.0;463.0
225.0;?;?;?;-260.0;353.0
451.0;?;173;-855.0;-247.0;294.0
555.0;310.0;173;-863.0;-242.0;210.0
159.0;223.0;173;-831.0;-253.0;?
-225.0;363.0;173;-885.0;?;161.0
843.0;-978.0;173;-863.0;-228.0;35.0
192.0;-230.0;173;-897.0;-287.0;?
-50.0;?;173;-867.0;-268.0;337.0
212.0;148.0;173;-823.0;-300.0;?
?;689.0;?;-861.0;-358.0;294.0
-58.0;-271.0;173;?;-353.0;72.0
?;141.0;173;-831.0;-367.0;-88.0
43.0;161.0;173;-821.0;-445.0;-314.0
?;?;173;?;?;-223.0
144.0;?;?;-811.0;?;447.0
30.0;98.0;173;-800.0;?;-137.0
?;72.0;173;-818.0;-418.0;-74.0
-29.0;149.0;173;-804.0;?;-885.0
158.0;113.0;173;-837.0;?;146.0
?;57.0;173;-793.0;?;290.0
-90.0;?;173;-818.0;-415.0;308.0
-8.0;145.0;173;?;?;30.0
-135.0;107.0;173;?;-380.0;-93.0
-92.0;?;173;-773.0;?;94.0
?;17.0;173;-765.0;-408.0;?
-147.0;41.0;?;-751.0;-438.0;76.0
-23.0;40.0;173;-753.0;?;-30.0
96.0;106.0;173;-784.0;-451.0;126.0
-11.0;107.0;173;-775.0;?;64.0
-40.0;82.0;173;-800.0;-434.0;?
-105.0;?;173;?;-471.0;116.0
77.0;15.0;173;?;-458.0;143.0
-174.0;118.0;173;?;-492.0;?
-115.0;31.0;173;-741.0;-494.0;199.0
-20.0;1.0;173;-753.0;-524.0;?
?;102.0;?;-757.0;-498.0;238.0
-43.0;93.0;173;-732.0;?;?
-85.0;?;173;-734.0;?;148.0
?;12.0;172;?;-529.0;?
-256.0;-80.0;172;-723.0;-532.0;?
-84.0;?;172;?;-536.0;266.0
?;-118.0;172;-727.0;-603.0;161.0
-380.0;-118.0;172;-728.0;-597.0;268.0
-71.0;?;?;-752.0;-595.0;298.0
77.0;?;172;-748.0;-628.0;213.0
?;63.0;172;-709.0;-585.0;?
-334.0;?;171;-778.0;-575.0;174.0
974.0;-167.0;?;-811.0;-576.0;239.0
?;399.0;171;-830.0;-526.0;346.0
-319.0;372.0;171;-831.0;-531.0;467.0
-292.0;-39.0;171;-842.0;-489.0;437.0
-324.0;?;171;-853.0;?;291.0
?;-329.0;171;-840.0;-487.0;430.0
-480.0;-196.0;171;-857.0;-487.0;391.0
-410.0;-67.0;171;-876.0;-491.0;291.0
-440.0;?;?;-880.0;-410.0;600.0
?;-21.0;171;-876.0;-347.0;-59.0
-347.0;-34.0;?;-844.0;-308.0;?
-436.0;-38.0;171;?;?;-130.0
-450.0;30.0;171;-813.0;-132.0;160.0
-408.0;-36.0;171;?;?;544.0
-366.0;-30.0;171;-758.0;12.0;537.0
?;-26.0;?;-760.0;?;439.0
-357.0;?;172;-729.0;186.0;?
-383.0;-68.0;175;-705.0;?;?
-406.0;-124.0;?;-712.0;317.0;575.0
-488.0;-87.0;?;?;359.0;390.0
-483.0;-112.0;?;-639.0;411.0;387.0
-547.0;-57.0;?;-630.0;?;426.0
?;-36.0;180;-651.0;446.0;478.0
?;?;178;-622.0;462.0;449.0
-418.0;-10.0;176;-609.0;424.0;446.0
-486.0;34.0;?;-598.0;442.0;402.0
?;?;172;?;?;417.0
-410.0;12.0;172;-592.0;515.0;509.0
-417.0;65.0;172;-595.0;486.0;604.0
-295.0;33.0;174;-596.0;497.0;756.0
-392.0;?;?;-532.0;533.0;849.0
-369.0;?;176;?;?;924.0
?;?;176;?;534.0;913.0
39.0;101.0;176;-597.0;?;822.0
58.0;?;?;-572.0;408.0;848.0
-47.0;142.0;?;-583.0;381.0;874.0
-237.0;?;?;?;364.0;?
-504.0;?;177;-536.0;346.0;869.0
?;-4.0;?;-517.0;314.0;841.0
?;-83.0;177;-538.0;305.0;734.0
-550.0;-85.0;177;-512.0;327.0;755.0
-530.0;2.0;177;-531.0;343.0;663.0
-415.0;-119.0;177;?;297.0;510.0
-467.0;7.0;177;-532.0;269.0;417.0
-177.0;162.0;?;-560.0;331.0;?
-60.0;?;177;-541.0;304.0;?
-289.0;356.0;177;-587.0;304.0;498.0
-740.0;-41.0;?;-578.0;?;578.0
-385.0;?;177;?;267.0;686.0
-804.0;232.0;177;-607.0;270.0;710.0
-795.0;?;177;-538.0;?;850.0
-480.0;-179.0;?;-532.0;?;833.0
-282.0;?;177;-537.0;335.0;796.0
-130.0;17.0;177;-597.0;?;825.0
-78.0;?;177;?;?;697.0
-51.0;157.0;177;-573.0;354.0;729.0
-110.0;210.0;?;-527.0;365.0;1150.0
-164.0;178.0;?;-557.0;363.0;706.0
-294.0;187.0;177;-411.0;364.0;725.0
?;287.0;177;-341.0;346.0;1122.0
-344.0;261.0;?;-419.0;334.0;1071.0
?;72.0;177;-315.0;324.0;782.0
?;125.0;177;?;293.0;678.0
-173.0;299.0;177;-320.0;300.0;588.0
-268.0;206.0;177;-328.0;308.0;430.0
-391.0;125.0;177;-326.0;?;401.0
-397.0;165.0;177;-342.0;?;?
-270.0;135.0;177;-317.0;312.0;530.0
-188.0;102.0;177;-370.0;313.0;699.0
?;132.0;177;-377.0;?;1125.0
-151.0;?;177;-376.0;263.0;?
-215.0;139.0;177;?;?;632.0
-172.0;165.0;177;-345.0;242.0;673.0
112.0;172.0;177;-335.0;247.0;613.0
301.0;228.0;?;-464.0;259.0;559.0
96.0;302.0;179;-449.0;228.0;?
?;245.0;179;-455.0;218.0;719.0
21.0;107.0;180;-478.0;198.0;661.0
-106.0;?;?;-540.0;244.0;?
?;?;?;-497.0;316.0;615.0
?;111.0;175;-471.0;223.0;665.0
-147.0;38.0;149;?;247.0;715.0
-266.0;-44.0;132;-443.0;?;641.0
?;-165.0;?;-394.0;451.0;445.0
-516.0;-87.0;137;-388.0;468.0;258.0
?;-57.0;141;-417.0;413.0;385.0
-182.0;?;163;-427.0;?;429.0
-291.0;?;163;-445.0;405.0;?
-199.0;-15.0;163;-425.0;?;326.0
-223.0;21.0;182;-415.0;444.0;?
-236.0;?;150;-386.0;438.0;?
-220.0;72.0;?;-385.0;508.0;579.0
-144.0;?;?;-417.0;484.0;?
?;86.0;?;-439.0;449.0;871.0
78.0;92.0;?;-490.0;?;1052.0
-237.0;132.0;-146;-511.0;373.0;820.0
-409.0;?;-179;?;415.0;707.0
-283.0;69.0;-148;-756.0;448.0;775.0
-80.0;210.0;-182;-680.0;393.0;768.0
-143.0;283.0;?;-669.0;566.0;716.0
-183.0;157.0;-162;-692.0;408.0;766.0
?;164.0;-225;?;295.0;776.0
?;?;?;-523.0;297.0;778.0
-60.0;248.0;224;?;?;723.0
6.0;291.0;167;-471.0;121.0;823.0
-75.0;258.0;177;-447.0;262.0;570.0
-148.0;?;191;?;261.0;877.0
-104.0;215.0;163;-403.0;373.0;893.0
?;195.0;?;?;291.0;833.0
?;?;159;-361.0;274.0;?
16.0;?;?;?;259.0;941.0
-7.0;147.0;189;-334.0;384.0;?
17.0;149.0;?;-402.0;365.0;735.0
?;186.0;-215;-457.0;309.0;609.0
199.0;220.0;?;-507.0;300.0;?
84.0;236.0;?;-428.0;292.0;621.0
161.0;219.0;?;-800.0;341.0;632.0
189.0;283.0;-180;-737.0;332.0;624.0
-25.0;?;-162;-670.0;380.0;618.0
-68.0;-41.0;-221;-865.0;413.0;?
174.0;?;?;-651.0;410.0;544.0
?;60.0;?;?;95.0;500.0
-311.0;1.0;49;-548.0;261.0;481.0
?;?;47;-508.0;516.0;465.0
40.0;54.0;77;-453.0;357.0;408.0
1.0;108.0;86;-440.0;447.0;?
-81.0;?;84;-440.0;?;426.0
77.0;114.0;105;?;367.0;461.0
?;?;150;-389.0;349.0;555.0
?;?;154;-332.0;407.0;615.0
?;111.0;202;-380.0;?;653.0
-60.0;?;?;-488.0;462.0;?
-148.0;158.0;-231;-502.0;487.0;?
-109.0;181.0;-141;-502.0;576.0;617.0
89.0;?;-174;-800.0;599.0;?
146.0;?;-202;?;353.0;519.0
135.0;?;?;-589.0;486.0;535.0
?;264.0;217;-750.0;638.0;438.0
320.0;205.0;159;?;559.0;427.0
459.0;282.0;?;-610.0;418.0;514.0
112.0;322.0;175;?;358.0;524.0
-87.0;?;171;-520.0;193.0;556.0
?;217.0;179;-456.0;?;667.0
-24.0;163.0;171;?;241.0;711.0
261.0;215.0;?;?;325.0;?
6.0;?;174;?;230.0;?
38.0;286.0;175;-357.0;193.0;652.0
38.0;283.0;175;-343.0;240.0;604.0
-20.0;261.0;175;?;252.0;519.0
-40.0;?;175;?;300.0;296.0
-164.0;198.0;?;-413.0;263.0;371.0
-220.0;197.0;175;?;240.0;554.0
-176.0;140.0;175;-459.0;293.0;619.0
-74.0;?;?;-961.0;317.0;?
47.0;284.0;177;-499.0;365.0;373.0
?;195.0;178;-675.0;409.0;401.0
-101.0;?;?;-721.0;416.0;441.0
-41.0;?;160;?;333.0;?
?;174.0;118;-580.0;?;?
-273.0;66.0;70;-512.0;149.0;474.0
?;-2.0;54;-381.0;473.0;?
?;90.0;74;-321.0;349.0;804.0
?;82.0;?;-391.0;398.0;803.0
-302.0;?;96;-437.0;310.0;677.0
?;?;?;?;247.0;690.0
?;72.0;112;-367.0;271.0;?
-128.0;73.0;?;-276.0;349.0;719.0
-136.0;75.0;?;-347.0;381.0;696.0
?;?;178;-323.0;433.0;735.0
?;68.0;?;-432.0;404.0;718.0
-118.0;80.0;167;?;?;602.0
?;?;?;-643.0;?;427.0
34.0;223.0;-25;-721.0;?;?
?;?;-213;-789.0;629.0;?
187.0;385.0;?;-642.0;596.0;734.0
315.0;450.0;-174;-609.0;429.0;682.0
352.0;527.0;?;-636.0;121.0;575.0
280.0;608.0;-215;-495.0;440.0;675.0
?;669.0;?;-472.0;221.0;?
258.0;639.0;225;-407.0;-112.0;775.0
-240.0;596.0;160;?;58.0;844.0
-392.0;424.0;178;-359.0;246.0;824.0
-527.0;?;182;-359.0;297.0;?
-414.0;?;167;-405.0;177.0;857.0
-359.0;304.0;?;-401.0;154.0;754.0
-189.0;285.0;172;-432.0;142.0;447.0
-286.0;279.0;176;-357.0;233.0;288.0
?;212.0;174;-429.0;?;271.0
-262.0;175.0;174;-445.0;291.0;219.0
?;172.0;174;-985.0;291.0;142.0
-461.0;276.0;177;-426.0;?;407.0
-368.0;91.0;?;-725.0;277.0;622.0
-168.0;41.0;172;-720.0;330.0;?
?;326.0;170;-642.0;124.0;?
?;231.0;124;?;233.0;767.0
-289.0;138.0;103;-535.0;412.0;756.0
?;125.0;111;-438.0;?;?
-277.0;188.0;123;-440.0;?;799.0
-225.0;156.0;147;-494.0;323.0;864.0
-249.0;113.0;161;-456.0;?;?
?;192.0;169;-501.0;?;?
-135.0;?;169;-552.0;272.0;986.0
-88.0;269.0;180;-495.0;?;817.0
-83.0;281.0;170;-590.0;239.0;914.0
-120.0;117.0;180;-620.0;287.0;1001.0
-245.0;35.0;179;-655.0;321.0;944.0
-162.0;-92.0;158;-753.0;294.0;?
-343.0;-155.0;219;-520.0;238.0;?
-236.0;-184.0;36;?;307.0;768.0
?;-34.0;-204;-721.0;348.0;?
-567.0;114.0;-157;?;256.0;524.0
-637.0;-50.0;-157;-662.0;59.0;382.0
-478.0;33.0;-172;-656.0;-34.0;?
?;53.0;?;-653.0;-28.0;515.0
-508.0;39.0;-168;?;-93.0;499.0
-527.0;?;-161;-685.0;-56.0;677.0
-789.0;218.0;-165;?;1.0;586.0
?;74.0;-165;-672.0;-39.0;691.0
-849.0;?;-164;-679.0;?;?
-801.0;-98.0;-166;-661.0;-34.0;823.0
-787.0;-71.0;-165;?;34.0;917.0
?;-33.0;?;-649.0;?;?
-570.0;4.0;-165;?;31.0;805.0
-569.0;?;-165;-632.0;14.0;789.0
-460.0;71.0;-165;-619.0;25.0;775.0
?;132.0;?;-584.0;15.0;?
-74.0;176.0;-165;-573.0;35.0;974.0
-24.0;?;-165;-571.0;?;1076.0
-98.0;?;-165;-542.0;105.0;1041.0
?;167.0;?;-646.0;92.0;1143.0
?;88.0;?;?;?;1154.0
99.0;?;-165;-662.0;104.0;1076.0
-25.0;246.0;-165;-574.0;58.0;990.0
-48.0;277.0;-165;-525.0;3.0;?
-215.0;215.0;?;-559.0;?;?
-346.0;278.0;-165;-560.0;179.0;683.0
?;?;?;-602.0;217.0;550.0
-529.0;174.0;-168;-616.0;135.0;?
-444.0;147.0;-163;?;77.0;?
-258.0;?;-168;-568.0;84.0;439.0
?;131.0;-167;-607.0;99.0;441.0
?;84.0;-162;-615.0;103.0;?
-554.0;116.0;-186;-721.0;81.0;?
-436.0;21.0;-152;?;141.0;516.0
-315.0;-13.0;-205;?;113.0;?
-341.0;-34.0;-139;?;?;883.0
-336.0;42.0;?;-707.0;472.0;760.0
-437.0;-31.0;189;-642.0;643.0;?
-475.0;-75.0;141;-518.0;?;?
-442.0;?;176;-515.0;646.0;939.0
-344.0;-29.0;147;?;540.0;898.0
-349.0;?;171;-640.0;442.0;994.0
-451.0;?;177;-620.0;?;978.0
-529.0;-149.0;166;-593.0;?;865.0
-418.0;?;192;?;324.0;748.0
-353.0;-194.0;?;?;341.0;668.0
?;-59.0;205;-531.0;356.0;643.0
-264.0;-14.0;?;-512.0;379.0;?
-254.0;35.0;-144;-491.0;442.0;687.0
-227.0;76.0;-202;-480.0;444.0;593.0
-273.0;62.0;-147;-533.0;?;446.0
-297.0;47.0;-178;?;373.0;498.0
-327.0;78.0;-159;?;374.0;606.0
?;?;-168;-438.0;?;581.0
-428.0;-19.0;-173;-470.0;?;?
?;?;-170;-524.0;509.0;498.0
-456.0;-98.0;-173;-550.0;499.0;448.0
-521.0;8.0;-170;-550.0;425.0;401.0
-536.0;-75.0;-172;?;433.0;370.0
-440.0;-29.0;-171;-754.0;450.0;377.0
-458.0;?;-171;?;632.0;?
-378.0;174.0;-169;-545.0;683.0;399.0
?;77.0;-167;?;?;?
-192.0;102.0;-168;-636.0;339.0;545.0
?;239.0;-168;-512.0;363.0;596.0
-174.0;265.0;?;-440.0;251.0;?
-231.0;303.0;-169;-445.0;68.0;609.0
-260.0;?;?;-407.0;152.0;624.0
-264.0;88.0;-169;-390.0;305.0;612.0
-226.0;?;-169;-404.0;306.0;595.0
-145.0;64.0;-169;?;297.0;?
-192.0;?;?;?;266.0;611.0
?;178.0;-169;-391.0;290.0;490.0
-184.0;?;-169;-340.0;354.0;374.0
-161.0;84.0;?;-341.0;342.0;335.0
-246.0;102.0;-169;?;?;379.0
?;109.0;-170;-395.0;310.0;395.0
-322.0;104.0;-170;-478.0;263.0;361.0
-335.0;48.0;-167;-480.0;309.0;327.0
-364.0;?;?;-738.0;312.0;?
-387.0;115.0;-159;-736.0;284.0;266.0
?;35.0;?;-583.0;?;262.0
-458.0;?;?;-748.0;461.0;?
-366.0;?;?;-636.0;433.0;279.0
-431.0;-130.0;-214;?;154.0;291.0
-443.0;-107.0;26;-579.0;92.0;314.0
-399.0;-49.0;?;-528.0;?;358.0
?;?;113;-473.0;?;395.0
?;69.0;134;-470.0;?;409.0
-342.0;59.0;135;-458.0;345.0;439.0
-381.0;11.0;151;-408.0;314.0;503.0
-386.0;-10.0;144;-411.0;316.0;566.0
-337.0;-12.0;205;-389.0;365.0;609.0
?;-33.0;102;-359.0;404.0;568.0
-362.0;-23.0;-189;-392.0;435.0;569.0
-342.0;-30.0;-189;-401.0;495.0;?
-338.0;45.0;-156;-454.0;520.0;468.0
?;?;-181;-524.0;505.0;433.0
-463.0;68.0;?;-613.0;468.0;?
-466.0;-9.0;?;-635.0;?;?
-461.0;-9.0;-162;?;427.0;475.0
-418.0;128.0;-164;-625.0;639.0;472.0
?;111.0;-169;-599.0;550.0;451.0
-276.0;-75.0;-167;-704.0;403.0;447.0
-179.0;33.0;-170;-680.0;337.0;474.0
-315.0;204.0;-169;-625.0;406.0;479.0
-280.0;260.0;-170;-679.0;167.0;?
-319.0;150.0;?;-547.0;?;551.0
-312.0;?;-170;-567.0;119.0;597.0
-217.0;-5.0;-170;?;354.0;570.0
-193.0;?;?;-558.0;326.0;?
-137.0;75.0;?;?;255.0;?
-185.0;107.0;-170;?;?;606.0
-163.0;116.0;-170;-517.0;247.0;431.0
?;?;-170;-556.0;?;371.0
?;108.0;?;-589.0;288.0;426.0
-290.0;59.0;-170;-561.0;?;?
?;-2.0;-170;-537.0;?;?
-342.0;-63.0;?;-582.0;?;333.0
-381.0;-57.0;?;-718.0;335.0;?
-413.0;-17.0;-170;-661.0;380.0;302.0
-460.0;-40.0;-170;-738.0;405.0;?
-505.0;-154.0;-170;-667.0;425.0;253.0
-540.0;-153.0;-170;-689.0;429.0;233.0
-556.0;-179.0;?;-648.0;?;245.0
-579.0;-240.0;?;?;322.0;274.0
-525.0;-217.0;?;-778.0;316.0;308.0
-433.0;-175.0;-164;-761.0;412.0;329.0
-446.0;-210.0;-162;-740.0;388.0;342.0
-488.0;?;?;-718.0;434.0;389.0
-501.0;-300.0;?;-743.0;429.0;?
-467.0;-277.0;-172;-772.0;441.0;487.0
-434.0;-260.0;-172;-759.0;416.0;562.0
-441.0;-237.0;?;-769.0;453.0;661.0
-393.0;-245.0;-169;-769.0;?;698.0
?;-245.0;?;-761.0;470.0;600.0
-487.0;-274.0;?;-730.0;465.0;525.0
?;-253.0;-166;-738.0;467.0;?
-556.0;-272.0;-169;-733.0;456.0;?
-570.0;-318.0;-169;-728.0;444.0;561.0
-570.0;-313.0;-170;-677.0;436.0;548.0
-539.0;-290.0;?;-727.0;459.0;?
?;-313.0;-169;-744.0;468.0;?
-462.0;-314.0;-169;-773.0;494.0;469.0
?;?;-170;-765.0;482.0;434.0
-403.0;-187.0;?;-705.0;427.0;496.0
-391.0;?;?;-726.0;?;?
-394.0;?;?;?;401.0;543.0
?;-131.0;?;-692.0;412.0;?
-375.0;?;-180;-683.0;370.0;?
-358.0;-131.0;-179;-643.0;344.0;520.0
-351.0;-114.0;-180;?;337.0;?
-330.0;-93.0;-179;-699.0;?;576.0
-379.0;?;?;-678.0;334.0;?
-300.0;-86.0;-179;?;334.0;485.0
-397.0;?;-179;-619.0;324.0;?
-396.0;-56.0;-179;-600.0;334.0;?
-383.0;-39.0;-179;-613.0;348.0;465.0
-359.0;-25.0;-179;-598.0;375.0;467.0
-309.0;-7.0;-180;-567.0;?;?
-284.0;23.0;?;-560.0;?;462.0
-328.0;60.0;?;-599.0;360.0;439.0
-331.0;45.0;-180;-629.0;?;458.0
-285.0;21.0;-180;-598.0;?;?
-327.0;29.0;-180;-613.0;?;465.0
-344.0;-45.0;-180;-556.0;?;?
?;?;-180;-586.0;315.0;431.0
-444.0;-66.0;-180;-620.0;325.0;439.0
-415.0;-47.0;-180;?;361.0;?
-358.0;?;-180;-629.0;?;405.0
-314.0;-2.0;-180;-616.0;384.0;421.0
-316.0;-4.0;-180;-597.0;375.0;437.0
-303.0;17.0;-180;?;374.0;449.0
-374.0;-20.0;-180;-594.0;355.0;456.0
-372.0;-32.0;-180;-619.0;393.0;?
-374.0;-58.0;?;-644.0;401.0;?
-389.0;?;-180;?;414.0;491.0
?;?;?;-673.0;?;497.0
-363.0;-67.0;-180;-693.0;387.0;491.0
?;-106.0;-180;-723.0;414.0;445.0
-366.0;?;-180;-702.0;?;415.0
-417.0;-73.0;-180;-691.0;393.0;429.0
-425.0;?;-180;-671.0;?;450.0
-357.0;?;?;-670.0;420.0;?
?;?;-180;?;433.0;438.0
-403.0;-132.0;-180;-689.0;436.0;426.0
-382.0;-122.0;-180;-674.0;?;429.0
-326.0;-124.0;-180;-666.0;404.0;?
-389.0;-136.0;?;-711.0;435.0;435.0
-401.0;-141.0;-180;-703.0;424.0;424.0
-395.0;?;-180;-721.0;439.0;426.0
-420.0;-146.0;-180;-699.0;?;434.0
-401.0;-145.0;-180;-699.0;439.0;?
-415.0;-123.0;?;-681.0;438.0;435.0
-406.0;-120.0;-180;-704.0;431.0;440.0
-387.0;-114.0;-180;-679.0;?;439.0
-429.0;-135.0;?;-684.0;453.0;439.0
-443.0;-135.0;-180;-683.0;442.0;443.0
-432.0;-132.0;-179;-670.0;458.0;443.0
-419.0;-114.0;-181;-702.0;464.0;451.0
-391.0;-104.0;-180;-727.0;?;456.0
-304.0;-85.0;-178;?;?;?
-332.0;?;-185;?;?;449.0
-363.0;-87.0;?;-696.0;476.0;451.0
-354.0;-72.0;?;?;466.0;?
-293.0;-25.0;-170;-689.0;475.0;482.0
?;-34.0;-178;-686.0;?;497.0
-321.0;?;-212;-696.0;432.0;497.0
