Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit R-SHOE Compass
?;?;-1176.0;498.0;-158.0;-58;?
-78.0;-642.0;-1179.0;499.0;-167.0;-58;-143
-95.0;?;-1182.0;?;-156.0;-58;-142
-66.0;-683.0;-1186.0;500.0;-137.0;?;?
?;?;-1189.0;499.0;-137.0;-58;?
?;?;-1194.0;?;-123.0;-58;-142
-55.0;-647.0;-1199.0;498.0;-127.0;-58;?
?;-663.0;-1200.0;503.0;-108.0;?;-142
-69.0;-614.0;-1201.0;505.0;-112.0;-58;-142
-73.0;-662.0;?;498.0;?;-58;-142
-74.0;-669.0;-1205.0;502.0;-102.0;-58;-142
-68.0;-648.0;?;?;?;-58;-142
-92.0;-619.0;-1208.0;503.0;-115.0;?;-142
-37.0;-627.0;?;505.0;-103.0;-58;-142
-52.0;?;-1215.0;?;-88.0;-58;?
-77.0;-619.0;-1217.0;504.0;-125.0;-58;-142
?;-635.0;-1219.0;506.0;-97.0;-58;-142
?;-663.0;-1219.0;506.0;?;-58;-142
-68.0;-670.0;-1218.0;505.0;-117.0;-58;-142
-68.0;-643.0;?;506.0;-105.0;?;-142
-68.0;-656.0;?;?;-86.0;-58;-142
-51.0;-660.0;-1218.0;505.0;-90.0;-58;-143
-54.0;-663.0;-1217.0;507.0;-88.0;-58;-142
?;-633.0;-1216.0;506.0;-103.0;-58;-142
-60.0;-660.0;-1216.0;504.0;-125.0;-58;-142
-61.0;-642.0;-1214.0;505.0;?;-58;-142
?;-653.0;-1213.0;502.0;?;?;?
-71.0;-650.0;-1212.0;501.0;-92.0;-58;-143
-76.0;-639.0;-1212.0;505.0;?;-58;-143
?;-633.0;-1209.0;?;-95.0;?;-143
-74.0;-644.0;-1212.0;503.0;-96.0;-58;-143
-60.0;-661.0;-1209.0;501.0;-93.0;-58;-143
?;-661.0;-1207.0;504.0;-101.0;-58;-143
-87.0;?;-1208.0;502.0;-94.0;-58;?
-75.0;?;-1206.0;?;-98.0;-58;-142
-66.0;-643.0;?;501.0;-89.0;-58;-143
?;?;-1203.0;499.0;-93.0;-58;-143
-46.0;-644.0;-1203.0;503.0;?;-58;-143
-56.0;-631.0;?;502.0;?;-58;?
-68.0;?;-1207.0;502.0;-99.0;-58;-143
-49.0;-623.0;-1206.0;503.0;-95.0;-58;-142
-55.0;-661.0;-1209.0;501.0;-85.0;-58;-142
-57.0;-630.0;-1208.0;501.0;-91.0;-58;-142
-65.0;-634.0;-1210.0;502.0;-85.0;-58;?
-69.0;-645.0;-1210.0;503.0;-91.0;-58;-142
?;?;-1211.0;501.0;?;-58;-142
-68.0;?;-1210.0;?;?;-58;?
-68.0;?;-1211.0;503.0;-88.0;-58;?
-68.0;-663.0;-1212.0;502.0;-88.0;-58;-142
-88.0;-666.0;-1212.0;502.0;-94.0;-58;-143
-99.0;-670.0;?;502.0;?;-58;-143
?;-721.0;-1212.0;502.0;-99.0;-58;?
?;?;-1211.0;501.0;?;-58;-142
-125.0;-676.0;-1212.0;502.0;-103.0;-58;-142
-119.0;-674.0;-1211.0;502.0;-106.0;?;-143
-117.0;-678.0;-1212.0;?;-115.0;-58;-142
-89.0;-720.0;-1213.0;501.0;-129.0;-58;?
?;-720.0;-1217.0;497.0;-131.0;-58;-143
-115.0;-742.0;-1221.0;499.0;-136.0;-58;-142
-118.0;?;-1225.0;501.0;-144.0;-58;-142
?;-725.0;?;496.0;?;-58;?
-140.0;-685.0;-1225.0;497.0;-133.0;?;-142
-139.0;?;-1219.0;497.0;-131.0;-58;?
-135.0;?;-1204.0;498.0;-138.0;-58;?
?;-680.0;-1184.0;499.0;-151.0;-58;?
-154.0;-693.0;?;?;-143.0;?;-143
-159.0;-604.0;-1128.0;499.0;-164.0;-58;-142
-209.0;-639.0;-1097.0;499.0;-165.0;?;-143
-96.0;-775.0;-1060.0;501.0;-155.0;?;?
-104.0;-771.0;-1024.0;498.0;-151.0;?;-142
-249.0;-719.0;?;503.0;-149.0;-58;?
-159.0;-852.0;?;503.0;-163.0;-58;?
?;-721.0;-908.0;502.0;-162.0;-58;-143
-254.0;-723.0;-883.0;510.0;-169.0;-58;-142
-232.0;-766.0;?;508.0;?;-58;?
?;-836.0;-853.0;507.0;-81.0;-58;-143
-252.0;-661.0;-845.0;507.0;-159.0;-58;-143
-294.0;-626.0;-844.0;?;?;?;-143
-194.0;-801.0;-836.0;?;?;-58;-143
-168.0;-717.0;-828.0;508.0;-306.0;?;-142
-290.0;-674.0;-836.0;505.0;-285.0;-58;-142
-201.0;-797.0;-844.0;505.0;-234.0;?;-143
-214.0;-833.0;-843.0;501.0;?;-58;-142
-234.0;-761.0;-846.0;505.0;-339.0;-58;-143
-277.0;?;-842.0;501.0;?;-58;-143
-204.0;?;-836.0;?;-174.0;?;-143
-270.0;-400.0;?;497.0;-255.0;-58;-143
-389.0;-616.0;-824.0;495.0;?;?;?
-145.0;?;-819.0;495.0;-200.0;-58;-143
-192.0;-725.0;-825.0;497.0;?;-58;-143
-302.0;-896.0;-839.0;491.0;?;-58;-143
-201.0;-739.0;-866.0;493.0;-251.0;?;-143
?;?;-888.0;493.0;-301.0;-59;-143
-231.0;-781.0;-889.0;491.0;-312.0;?;-143
-279.0;?;?;?;-234.0;-59;-143
-225.0;-853.0;?;?;-130.0;-59;-143
?;-649.0;-880.0;?;?;-59;-143
-286.0;-802.0;?;489.0;-229.0;?;-143
-253.0;-779.0;-859.0;489.0;-262.0;-59;-143
-239.0;-807.0;-873.0;491.0;-271.0;-59;?
?;-834.0;?;493.0;?;?;-143
-232.0;-746.0;-887.0;490.0;-321.0;-59;-143
-261.0;-655.0;-888.0;492.0;-150.0;?;-143
?;-811.0;-882.0;493.0;-305.0;?;?
-234.0;?;?;490.0;?;-59;-143
-347.0;-799.0;-850.0;487.0;-243.0;-59;-143
-262.0;-770.0;-836.0;489.0;-270.0;-59;-142
-313.0;-641.0;-806.0;490.0;-253.0;-59;-143
-288.0;-685.0;-711.0;491.0;-257.0;?;-143
-233.0;?;-615.0;489.0;?;-59;-143
-266.0;-920.0;-578.0;490.0;-228.0;-59;-142
-308.0;-821.0;-603.0;492.0;-272.0;?;-142
?;-988.0;-636.0;493.0;?;?;?
-254.0;-1001.0;?;490.0;-310.0;-59;-143
-332.0;-690.0;-734.0;492.0;-275.0;?;-143
?;-663.0;-798.0;496.0;-205.0;-59;-143
?;-878.0;-840.0;?;-225.0;-59;-143
-281.0;-825.0;-847.0;494.0;?;?;-143
-419.0;-809.0;?;496.0;-351.0;-59;?
-325.0;-719.0;-804.0;493.0;-225.0;-59;?
-349.0;-681.0;-713.0;492.0;-325.0;-59;-143
-244.0;-406.0;-596.0;?;-466.0;-59;-143
-236.0;?;?;495.0;?;?;?
-139.0;-836.0;?;492.0;-303.0;-59;-142
-380.0;?;-523.0;494.0;?;-59;-142
-252.0;-980.0;-562.0;492.0;-418.0;-59;-143
?;-1256.0;-641.0;?;-370.0;-59;-143
?;-880.0;-720.0;492.0;-249.0;-59;-143
-465.0;-504.0;-815.0;491.0;-186.0;-59;-143
-379.0;-917.0;-860.0;?;-22.0;?;-143
-185.0;-1012.0;-909.0;?;?;-59;-143
-419.0;-544.0;-903.0;492.0;?;-59;-143
-415.0;-748.0;-880.0;492.0;-248.0;-59;-143
-245.0;-710.0;-821.0;493.0;?;-59;-142
-320.0;-884.0;-697.0;491.0;-525.0;-59;-142
-312.0;-822.0;-545.0;?;?;-59;-143
?;-698.0;?;?;-269.0;-59;-143
-373.0;-776.0;-540.0;489.0;?;-59;-142
-271.0;-827.0;?;486.0;-493.0;?;-143
?;?;-585.0;486.0;-346.0;-59;-143
-334.0;?;?;487.0;-272.0;-59;?
?;-426.0;-771.0;482.0;?;-59;-143
?;-883.0;-789.0;486.0;-380.0;-59;-143
?;-635.0;-803.0;487.0;-363.0;-59;-142
-320.0;-654.0;-829.0;?;-202.0;-59;-143
?;-653.0;-861.0;484.0;-199.0;-59;?
-291.0;-585.0;?;484.0;?;-59;-142
-322.0;-679.0;-896.0;483.0;-215.0;-59;?
-297.0;?;-922.0;486.0;?;-59;-143
-365.0;?;-942.0;482.0;-99.0;-59;-142
-320.0;?;-970.0;481.0;?;-59;-142
-298.0;-611.0;-988.0;482.0;-244.0;-59;?
-318.0;-668.0;-988.0;483.0;-125.0;-59;-142
-297.0;-601.0;-994.0;478.0;-158.0;-59;?
-354.0;-570.0;-996.0;?;-179.0;-59;-142
?;-460.0;-1001.0;481.0;-212.0;?;-142
-342.0;-484.0;-1013.0;478.0;-211.0;-59;-143
-305.0;-481.0;-1020.0;475.0;-107.0;-59;-143
-278.0;?;?;?;?;-59;-143
-291.0;-494.0;-1044.0;473.0;?;-59;-143
-281.0;-539.0;?;472.0;-181.0;-58;-142
-281.0;-255.0;-1070.0;471.0;-93.0;-58;-141
-281.0;-486.0;-1082.0;470.0;-81.0;-58;-141
?;-445.0;?;?;-43.0;-57;-141
-286.0;-427.0;?;466.0;-1.0;?;-141
-296.0;-432.0;-1114.0;464.0;-91.0;?;-142
-246.0;-527.0;-1116.0;466.0;-24.0;-57;?
-304.0;?;-1121.0;461.0;-2.0;-57;-142
-403.0;-519.0;-1126.0;455.0;?;-57;-142
-380.0;-675.0;-1130.0;?;14.0;-57;-142
-383.0;-569.0;-1139.0;448.0;13.0;-57;-142
-392.0;-402.0;-1132.0;443.0;?;-57;-142
-342.0;-678.0;?;443.0;23.0;-57;?
?;?;-1101.0;?;-10.0;-57;-142
-388.0;-360.0;-1068.0;?;-217.0;-57;-142
-455.0;-380.0;?;428.0;-104.0;-57;-141
?;-478.0;?;424.0;-47.0;-57;-141
?;-539.0;-1019.0;?;-220.0;-57;-141
-394.0;?;-1027.0;413.0;-137.0;-57;-141
-444.0;?;-1037.0;405.0;-12.0;?;?
-663.0;?;-1045.0;395.0;?;-57;-141
?;-839.0;?;386.0;-219.0;-57;?
?;-693.0;-1016.0;380.0;-71.0;?;-141
-560.0;-447.0;-1023.0;369.0;?;-57;-141
-514.0;-423.0;-1029.0;361.0;-101.0;-57;-141
-376.0;-449.0;-1012.0;348.0;-139.0;-57;-141
-270.0;-277.0;-984.0;337.0;-364.0;-57;-141
-215.0;?;-959.0;?;-513.0;-56;-141
?;-215.0;-951.0;328.0;-376.0;?;-141
-113.0;-369.0;-936.0;325.0;-330.0;-56;-141
?;?;-921.0;326.0;?;-56;-141
?;-236.0;-913.0;323.0;-241.0;-56;-141
-97.0;?;-907.0;321.0;?;-56;?
-192.0;-439.0;-904.0;?;-88.0;-56;-141
?;-390.0;?;320.0;4.0;-56;-141
-171.0;-316.0;?;?;50.0;?;-141
?;-469.0;-925.0;319.0;?;-56;-141
?;-453.0;?;320.0;121.0;-56;-141
-259.0;-429.0;?;?;117.0;-56;?
?;-400.0;-957.0;336.0;136.0;-56;?
-280.0;-486.0;?;346.0;55.0;-56;?
-296.0;-444.0;-979.0;353.0;48.0;-57;-141
-310.0;-488.0;-986.0;362.0;69.0;-59;-142
-283.0;-511.0;-999.0;?;34.0;-60;-143
?;-533.0;?;381.0;18.0;-61;-143
-300.0;-430.0;-1018.0;?;21.0;?;-143
-276.0;-399.0;-1033.0;?;-32.0;-65;?
-260.0;-440.0;-1047.0;424.0;-7.0;-74;-148
-291.0;?;-1056.0;441.0;-38.0;-78;-151
-294.0;-463.0;?;456.0;?;-79;-151
-342.0;?;-1075.0;473.0;-61.0;-94;-157
?;-462.0;-1077.0;494.0;-80.0;-102;-163
-314.0;-470.0;-1080.0;506.0;-99.0;-105;-162
-282.0;-456.0;?;518.0;-46.0;-112;-169
-268.0;-504.0;-1073.0;?;?;-109;-163
-277.0;-505.0;?;540.0;-89.0;-110;-165
-273.0;-484.0;-1078.0;543.0;-115.0;-123;-174
?;-468.0;-1078.0;551.0;-118.0;-135;-160
?;-507.0;-1082.0;?;-97.0;-136;?
-237.0;-538.0;-1086.0;?;-109.0;?;-116
-278.0;?;-1081.0;544.0;-95.0;-170;36
-307.0;?;-1081.0;531.0;-59.0;-173;16
-384.0;-608.0;-1081.0;520.0;-55.0;-172;8
-351.0;-586.0;-1067.0;508.0;-64.0;-166;25
-378.0;-600.0;-1055.0;491.0;-38.0;-160;17
-420.0;-586.0;-1014.0;476.0;-36.0;-161;?
-463.0;-652.0;?;?;-55.0;-160;24
-451.0;?;?;?;-91.0;-160;?
-478.0;-603.0;-905.0;429.0;?;-160;26
-387.0;-503.0;-873.0;413.0;-141.0;-160;24
?;-514.0;-850.0;392.0;-160.0;-160;25
-338.0;-536.0;-832.0;376.0;?;-160;25
-364.0;-564.0;-806.0;360.0;-167.0;-160;25
-386.0;?;-773.0;347.0;-180.0;-160;25
-376.0;-529.0;-747.0;331.0;-191.0;?;25
?;-488.0;-718.0;315.0;-209.0;-160;25
?;-484.0;-696.0;?;-188.0;-160;24
-284.0;-458.0;-674.0;285.0;?;?;25
-271.0;-480.0;?;274.0;?;-160;25
-280.0;-452.0;-622.0;263.0;?;-160;25
?;-441.0;-614.0;253.0;?;-159;27
-299.0;-396.0;?;237.0;-96.0;-160;28
-290.0;-413.0;?;226.0;-69.0;-158;32
-279.0;-533.0;?;217.0;-38.0;?;37
-319.0;?;?;204.0;-16.0;?;43
-344.0;?;?;191.0;-27.0;-150;58
-186.0;-431.0;?;184.0;-24.0;-148;?
-67.0;-342.0;-517.0;169.0;-28.0;-117;85
-134.0;-389.0;?;158.0;-14.0;-102;93
-218.0;-371.0;?;156.0;-3.0;?;?
-161.0;?;-481.0;146.0;?;-12;63
-147.0;-328.0;-474.0;144.0;?;5;60
-167.0;?;-460.0;139.0;-92.0;-121;57
-134.0;-383.0;-437.0;136.0;-2.0;-181;69
?;-370.0;-411.0;125.0;54.0;-177;?
-200.0;-382.0;-381.0;116.0;15.0;-174;173
-184.0;-382.0;-344.0;103.0;?;-177;171
-146.0;-372.0;?;?;?;-185;-113
-152.0;-323.0;-261.0;79.0;8.0;-158;-203
-123.0;-359.0;-217.0;67.0;51.0;-226;-91
-130.0;-402.0;-177.0;53.0;60.0;-69;-42
-155.0;-465.0;-138.0;40.0;34.0;?;?
-197.0;-428.0;?;24.0;?;?;-9
-216.0;-469.0;-59.0;13.0;63.0;?;-9
-219.0;-528.0;-21.0;3.0;37.0;184;?
-326.0;-644.0;20.0;-7.0;?;?;?
-397.0;-646.0;49.0;-17.0;93.0;?;?
-369.0;-622.0;76.0;?;?;170;0
?;?;101.0;-34.0;60.0;?;?
-367.0;?;?;-36.0;27.0;172;1
-369.0;-562.0;139.0;-43.0;-2.0;169;1
-332.0;-478.0;152.0;-54.0;?;171;1
-310.0;?;?;?;-65.0;170;1
-318.0;-492.0;160.0;-72.0;-104.0;171;1
?;-575.0;151.0;-81.0;-124.0;171;1
-378.0;?;143.0;-83.0;-119.0;171;1
-346.0;-524.0;140.0;-80.0;-119.0;171;1
-375.0;?;?;?;-135.0;171;1
-341.0;-545.0;112.0;-94.0;?;171;1
-332.0;-583.0;96.0;-99.0;-141.0;171;?
-343.0;-562.0;87.0;-103.0;?;171;1
-360.0;-554.0;82.0;-109.0;-131.0;171;?
-362.0;-570.0;86.0;-113.0;-150.0;171;1
-328.0;-583.0;88.0;-119.0;-152.0;?;?
-357.0;-569.0;83.0;-125.0;-134.0;171;1
?;-558.0;80.0;-128.0;-116.0;?;1
-357.0;?;80.0;-139.0;-121.0;171;1
-368.0;-575.0;77.0;?;-147.0;171;?
-358.0;?;87.0;-144.0;-143.0;171;0
-378.0;-571.0;91.0;-147.0;-136.0;?;0
?;?;101.0;-149.0;-129.0;171;?
-408.0;-595.0;110.0;-148.0;-150.0;171;0
-394.0;-618.0;?;-148.0;?;171;0
-416.0;-606.0;?;-145.0;-137.0;171;0
-425.0;-554.0;?;-137.0;?;?;?
-428.0;-575.0;?;-131.0;-147.0;?;-1
-415.0;-558.0;152.0;-122.0;-147.0;?;?
-414.0;-536.0;157.0;-117.0;-169.0;171;?
-432.0;?;165.0;-104.0;-142.0;171;?
-419.0;-527.0;163.0;-95.0;-179.0;171;-1
-446.0;?;152.0;-81.0;?;171;-1
?;-490.0;142.0;-72.0;-193.0;171;-1
-403.0;?;126.0;-58.0;-178.0;171;?
?;-509.0;96.0;-48.0;-164.0;171;-1
?;-443.0;50.0;?;-185.0;171;-1
-248.0;-417.0;0.0;-24.0;-174.0;170;-1
?;-415.0;-37.0;-11.0;?;168;-1
-220.0;-373.0;-59.0;2.0;?;164;-1
-192.0;-435.0;-75.0;14.0;-118.0;162;0
?;-392.0;-89.0;22.0;?;158;0
-243.0;-308.0;-106.0;34.0;-100.0;151;0
-190.0;-253.0;-132.0;49.0;-101.0;?;?
-115.0;-422.0;?;64.0;-55.0;?;?
-131.0;?;-169.0;74.0;0.0;137;?
-168.0;-427.0;-183.0;89.0;17.0;135;?
-161.0;-356.0;-193.0;96.0;70.0;132;1
-163.0;?;-207.0;106.0;19.0;128;2
-99.0;-381.0;-219.0;114.0;51.0;125;2
?;-428.0;?;117.0;92.0;122;2
-181.0;-396.0;-218.0;?;149.0;118;?
?;?;-215.0;131.0;82.0;116;2
-200.0;-311.0;-219.0;?;5.0;116;2
-156.0;-422.0;-220.0;140.0;56.0;116;2
-187.0;?;?;145.0;87.0;115;2
?;?;-206.0;152.0;136.0;115;2
-154.0;-367.0;-191.0;155.0;70.0;115;?
?;-178.0;-181.0;160.0;?;114;2
-132.0;-351.0;-174.0;?;?;113;2
-83.0;-375.0;-171.0;?;40.0;113;2
-129.0;-350.0;-170.0;?;81.0;112;?
-117.0;-295.0;-172.0;172.0;12.0;112;2
-139.0;-368.0;-170.0;174.0;?;?;?
-91.0;-467.0;?;178.0;60.0;112;?
?;-444.0;-153.0;177.0;71.0;112;?
?;?;-148.0;?;175.0;112;3
-152.0;?;-151.0;?;143.0;111;3
?;-276.0;-154.0;176.0;47.0;109;3
-118.0;-345.0;-157.0;175.0;115.0;107;3
-113.0;?;-166.0;174.0;?;?;3
-107.0;-433.0;-169.0;175.0;78.0;105;3
-115.0;-330.0;-171.0;174.0;22.0;105;3
-186.0;-214.0;-175.0;171.0;-29.0;105;3
-178.0;-334.0;?;167.0;?;?;3
-157.0;-381.0;-180.0;?;58.0;107;3
?;-461.0;-189.0;158.0;33.0;108;4
?;?;?;151.0;-21.0;109;4
?;-557.0;-202.0;?;?;109;?
?;-571.0;-208.0;139.0;-49.0;108;4
-99.0;-535.0;-216.0;133.0;28.0;105;?
?;-524.0;?;?;?;104;4
-37.0;-427.0;?;120.0;-62.0;104;4
5.0;-371.0;?;114.0;?;103;5
68.0;-367.0;-245.0;111.0;-168.0;102;6
99.0;-322.0;?;?;-159.0;101;6
131.0;-249.0;-279.0;108.0;?;100;6
185.0;?;-296.0;103.0;?;98;7
240.0;?;-311.0;104.0;-114.0;97;7
217.0;-196.0;-327.0;103.0;-54.0;95;7
217.0;?;-338.0;98.0;-23.0;92;8
264.0;-134.0;-353.0;98.0;?;?;9
251.0;?;-362.0;94.0;6.0;90;9
244.0;-58.0;-369.0;92.0;37.0;89;10
298.0;-22.0;-375.0;89.0;?;?;10
303.0;-2.0;-383.0;?;78.0;?;10
314.0;12.0;?;90.0;90.0;88;11
306.0;13.0;-404.0;91.0;122.0;88;11
297.0;22.0;-402.0;85.0;141.0;89;11
310.0;17.0;-403.0;83.0;?;90;10
?;22.0;-408.0;83.0;?;91;10
270.0;9.0;-406.0;79.0;212.0;93;9
272.0;27.0;-402.0;76.0;233.0;95;?
256.0;?;?;74.0;234.0;96;8
?;-28.0;-405.0;72.0;?;97;7
396.0;-58.0;-404.0;68.0;255.0;?;6
313.0;-110.0;-411.0;67.0;266.0;104;5
?;-135.0;?;?;276.0;106;?
235.0;-125.0;-413.0;57.0;264.0;108;?
?;?;-427.0;56.0;299.0;110;2
228.0;-73.0;-439.0;48.0;406.0;110;1
255.0;-100.0;-457.0;?;?;110;?
417.0;-102.0;-477.0;37.0;?;110;-3
399.0;-127.0;-473.0;28.0;225.0;?;-3
378.0;-145.0;-459.0;22.0;264.0;110;?
333.0;-141.0;-450.0;16.0;268.0;110;-8
320.0;-166.0;-450.0;10.0;272.0;110;-10
278.0;?;-448.0;9.0;301.0;111;-12
264.0;-199.0;-463.0;5.0;354.0;111;-14
?;-282.0;-478.0;?;352.0;113;-15
174.0;-315.0;-490.0;2.0;398.0;114;-16
?;-526.0;-501.0;2.0;402.0;?;?
59.0;-528.0;-505.0;1.0;?;?;-12
50.0;-562.0;-507.0;1.0;329.0;118;?
12.0;?;-511.0;-3.0;322.0;118;-11
-83.0;-493.0;-511.0;?;277.0;118;?
93.0;-464.0;?;?;222.0;118;-10
130.0;-673.0;-507.0;-11.0;174.0;118;-10
?;-576.0;-499.0;-9.0;58.0;?;-10
-222.0;-396.0;-488.0;-14.0;25.0;?;-10
-161.0;?;?;-23.0;26.0;118;-11
68.0;-304.0;-485.0;-37.0;?;118;?
-116.0;-324.0;-485.0;-51.0;-83.0;118;-11
?;?;-475.0;-68.0;-33.0;118;-11
54.0;?;-444.0;-80.0;40.0;118;?
67.0;-75.0;?;-95.0;-61.0;119;-11
159.0;-267.0;-328.0;-103.0;-62.0;119;-11
268.0;-322.0;-264.0;-113.0;?;119;-10
87.0;-348.0;-220.0;-124.0;-98.0;119;?
75.0;-391.0;-189.0;-131.0;83.0;119;-10
58.0;-499.0;?;-141.0;39.0;119;-10
?;-546.0;?;-148.0;?;119;?
-101.0;-574.0;?;-155.0;?;119;-11
-61.0;-485.0;-67.0;-161.0;207.0;119;-11
?;?;-45.0;-169.0;290.0;?;-11
-86.0;-534.0;-26.0;-174.0;?;119;-11
-158.0;-555.0;-5.0;-178.0;145.0;119;-11
-154.0;-456.0;19.0;-184.0;151.0;119;-11
-242.0;-470.0;49.0;?;50.0;?;-11
-145.0;-431.0;83.0;-187.0;?;119;-11
-243.0;-418.0;121.0;-189.0;-37.0;119;-10
-216.0;-485.0;?;-188.0;13.0;119;-10
-205.0;?;200.0;?;12.0;119;?
?;-439.0;237.0;?;?;120;-10
-213.0;-477.0;270.0;-188.0;?;120;-10
-197.0;-364.0;301.0;?;-7.0;120;-10
-236.0;-288.0;324.0;?;4.0;?;-10
-150.0;-519.0;337.0;-189.0;62.0;120;-10
?;-378.0;342.0;?;7.0;120;?
-219.0;?;342.0;-194.0;8.0;120;-10
-198.0;-278.0;344.0;-198.0;2.0;?;-10
-136.0;-304.0;346.0;-203.0;?;120;-10
?;-398.0;336.0;-205.0;-31.0;120;-10
-96.0;-508.0;323.0;-203.0;49.0;120;-10
-87.0;-536.0;310.0;-210.0;151.0;120;?
-180.0;-292.0;284.0;-209.0;?;120;-10
-191.0;-347.0;244.0;-207.0;-58.0;120;-10
-129.0;-325.0;206.0;-204.0;80.0;120;-10
?;-307.0;?;-204.0;?;?;?
-121.0;-632.0;168.0;-200.0;50.0;?;-10
-104.0;?;158.0;-196.0;46.0;116;-10
-240.0;-804.0;?;-195.0;-74.0;113;-10
?;?;142.0;-190.0;-161.0;?;-10
-348.0;-768.0;?;?;?;?;-11
-332.0;?;147.0;-175.0;?;104;-11
-281.0;-594.0;149.0;-169.0;?;103;-11
-197.0;-528.0;153.0;?;-16.0;?;-11
-108.0;-419.0;164.0;-169.0;-153.0;?;-11
?;-672.0;176.0;-167.0;-449.0;93;?
?;?;180.0;?;-321.0;92;-10
165.0;-579.0;191.0;-164.0;-295.0;93;-10
-26.0;?;202.0;-163.0;-337.0;?;-10
87.0;?;216.0;-161.0;-233.0;92;-10
257.0;-203.0;223.0;-157.0;-64.0;92;-10
?;-301.0;230.0;-154.0;3.0;?;-10
?;?;244.0;-151.0;?;92;-10
44.0;?;?;-150.0;71.0;92;-11
27.0;-338.0;?;-145.0;?;92;?
23.0;-326.0;283.0;-143.0;72.0;92;-11
54.0;?;?;-138.0;45.0;92;-11
58.0;-300.0;310.0;?;?;92;?
?;-263.0;326.0;?;1.0;92;-10
40.0;-257.0;343.0;-120.0;-12.0;92;-10
45.0;-236.0;356.0;?;-26.0;?;-10
57.0;-251.0;369.0;-115.0;-19.0;92;-10
?;-207.0;378.0;-111.0;-2.0;92;-10
107.0;-193.0;387.0;?;?;?;-10
86.0;-194.0;?;-108.0;-6.0;92;-10
?;?;405.0;?;3.0;92;?
79.0;-242.0;410.0;-110.0;17.0;92;-10
84.0;-253.0;419.0;-117.0;33.0;92;-10
66.0;-243.0;424.0;?;73.0;?;-10
83.0;-266.0;430.0;-120.0;99.0;92;?
?;-284.0;435.0;-121.0;?;92;-10
29.0;-294.0;438.0;-128.0;135.0;92;?
36.0;-322.0;441.0;-127.0;148.0;92;-10
37.0;?;?;?;135.0;?;?
47.0;?;447.0;-136.0;125.0;?;?
41.0;-345.0;449.0;-139.0;114.0;?;-10
39.0;-344.0;450.0;-140.0;97.0;92;-10
?;-336.0;?;-143.0;?;92;-10
48.0;-321.0;452.0;-146.0;?;92;-10
?;-324.0;453.0;-145.0;37.0;92;-10
?;-303.0;452.0;-147.0;29.0;?;-10
49.0;-319.0;455.0;-146.0;19.0;?;-10
59.0;-294.0;454.0;-151.0;?;?;-10
57.0;?;?;?;19.0;92;-10
60.0;-290.0;454.0;?;17.0;?;?
70.0;-272.0;453.0;-149.0;25.0;92;-10
63.0;-269.0;?;?;30.0;92;-10
58.0;-251.0;457.0;-147.0;44.0;92;?
56.0;?;458.0;-151.0;55.0;92;?
65.0;-254.0;460.0;-152.0;56.0;92;-10
62.0;-269.0;?;-151.0;64.0;92;-10
57.0;-267.0;?;-148.0;76.0;92;-10
58.0;-265.0;465.0;-146.0;83.0;92;-10
?;-286.0;465.0;-149.0;75.0;92;-10
69.0;-294.0;466.0;-148.0;79.0;92;-10
48.0;-284.0;468.0;-148.0;78.0;92;-10
58.0;-289.0;468.0;?;?;92;?
57.0;-310.0;?;-145.0;75.0;?;?
45.0;-303.0;472.0;-147.0;66.0;92;-10
44.0;-282.0;473.0;-145.0;66.0;92;-10
?;-283.0;475.0;-146.0;61.0;92;-10
77.0;-292.0;?;?;63.0;?;-10
71.0;-279.0;476.0;-142.0;56.0;92;?
52.0;-286.0;480.0;?;65.0;?;?
69.0;-273.0;482.0;-146.0;57.0;92;-10
53.0;-286.0;481.0;-142.0;52.0;92;-10
54.0;-291.0;479.0;-143.0;61.0;?;-10
57.0;-271.0;482.0;-145.0;57.0;92;-10
73.0;-282.0;481.0;?;60.0;92;-10
62.0;-263.0;480.0;-147.0;59.0;?;-10
56.0;-304.0;481.0;-145.0;?;92;-10
77.0;-292.0;482.0;-147.0;63.0;92;-10
69.0;-262.0;?;-145.0;64.0;92;?
74.0;-281.0;485.0;-145.0;67.0;?;?
48.0;-273.0;484.0;-150.0;66.0;92;?
58.0;-283.0;484.0;-150.0;68.0;92;-10
?;-311.0;?;-148.0;62.0;92;?
61.0;-300.0;486.0;-146.0;71.0;92;-10
57.0;-289.0;?;-147.0;80.0;92;?
57.0;-266.0;486.0;-147.0;68.0;92;-10
64.0;-266.0;?;-148.0;56.0;92;-10
67.0;-272.0;?;-148.0;?;?;?
?;-272.0;486.0;-149.0;54.0;?;-10
51.0;-274.0;?;-149.0;58.0;?;-10
56.0;-296.0;485.0;-153.0;69.0;92;-10
49.0;?;487.0;-152.0;63.0;92;-10
57.0;?;487.0;-150.0;70.0;92;-10
?;-292.0;488.0;-151.0;?;92;-10
?;-293.0;488.0;-154.0;64.0;?;?
47.0;-282.0;?;-151.0;68.0;92;-10
64.0;?;486.0;-153.0;65.0;92;-10
71.0;-271.0;486.0;-156.0;70.0;92;-10
48.0;-274.0;487.0;?;?;92;-10
73.0;?;488.0;-153.0;57.0;92;-10
