InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA magneticY
26.0;?;44;391.0;-852.0;-297.0;?;835.0;-643.0
19.0;198.0;44;?;-852.0;-305.0;-284.0;?;-644.0
14.0;199.0;44;383.0;-851.0;-332.0;?;835.0;?
?;203.0;44;?;-850.0;?;-292.0;835.0;-645.0
7.0;205.0;44;372.0;-849.0;?;-298.0;832.0;-648.0
?;?;44;368.0;-847.0;-278.0;-305.0;?;?
20.0;213.0;44;366.0;?;-320.0;?;835.0;?
26.0;220.0;44;359.0;-844.0;-357.0;-324.0;838.0;-657.0
34.0;226.0;44;?;-841.0;?;-336.0;839.0;-660.0
41.0;240.0;44;?;-838.0;-409.0;-350.0;839.0;-659.0
44.0;252.0;?;339.0;-833.0;-485.0;-365.0;840.0;?
41.0;266.0;44;330.0;?;-515.0;-382.0;839.0;?
35.0;?;?;?;-822.0;?;-400.0;834.0;?
29.0;299.0;44;?;?;-514.0;?;832.0;?
16.0;316.0;?;280.0;-806.0;?;-440.0;?;-652.0
-2.0;335.0;44;?;-796.0;-543.0;-462.0;820.0;-650.0
-26.0;350.0;44;245.0;-787.0;?;?;814.0;-644.0
-47.0;368.0;45;229.0;-777.0;-506.0;-503.0;805.0;-639.0
-70.0;383.0;45;213.0;-767.0;-470.0;-522.0;794.0;?
-93.0;396.0;48;198.0;-759.0;-557.0;?;?;-623.0
-114.0;405.0;52;189.0;-752.0;-550.0;-551.0;771.0;-618.0
?;416.0;?;177.0;?;-517.0;-563.0;759.0;-611.0
-150.0;?;57;166.0;?;-447.0;-572.0;?;-608.0
-169.0;431.0;57;151.0;-736.0;-351.0;?;?;-603.0
-189.0;436.0;57;?;-732.0;?;?;719.0;?
-211.0;443.0;57;133.0;-729.0;-297.0;?;706.0;?
-226.0;447.0;?;125.0;-726.0;-250.0;-603.0;?;-578.0
-242.0;449.0;57;123.0;-722.0;-226.0;?;679.0;-569.0
-258.0;450.0;57;123.0;-717.0;-217.0;-619.0;666.0;-561.0
-271.0;446.0;57;133.0;?;-210.0;-626.0;652.0;-555.0
-284.0;?;?;139.0;?;?;-633.0;636.0;-549.0
-294.0;?;57;?;?;-43.0;-639.0;618.0;-543.0
-308.0;?;57;150.0;-703.0;?;-644.0;602.0;-536.0
-318.0;450.0;?;155.0;?;-8.0;?;587.0;-525.0
?;452.0;?;154.0;-698.0;4.0;-652.0;572.0;?
-342.0;455.0;57;156.0;?;1.0;-654.0;557.0;-507.0
?;454.0;57;153.0;-693.0;11.0;-656.0;541.0;-500.0
-356.0;456.0;57;149.0;-692.0;7.0;-656.0;526.0;-491.0
-364.0;457.0;57;145.0;-692.0;22.0;-656.0;513.0;-481.0
?;458.0;57;136.0;?;40.0;-656.0;?;-474.0
-381.0;459.0;57;?;-691.0;22.0;-656.0;487.0;-467.0
-388.0;460.0;57;123.0;-691.0;-13.0;-655.0;475.0;?
-396.0;463.0;57;119.0;?;20.0;-654.0;464.0;-451.0
-402.0;?;57;112.0;?;?;-653.0;453.0;?
?;?;57;108.0;?;66.0;?;443.0;?
-419.0;463.0;57;105.0;?;85.0;-651.0;433.0;-429.0
-424.0;466.0;57;100.0;?;108.0;?;423.0;-421.0
?;465.0;57;101.0;-690.0;118.0;-650.0;414.0;-415.0
-433.0;464.0;57;101.0;?;100.0;?;?;-408.0
-438.0;466.0;?;104.0;-689.0;63.0;-648.0;397.0;?
?;467.0;57;109.0;-688.0;68.0;?;390.0;?
-443.0;469.0;57;114.0;-687.0;77.0;-647.0;384.0;-396.0
-446.0;469.0;57;119.0;-686.0;32.0;-647.0;?;-391.0
?;469.0;57;125.0;-684.0;33.0;-647.0;375.0;-389.0
-453.0;470.0;57;134.0;?;26.0;-647.0;371.0;-383.0
-455.0;469.0;57;136.0;-682.0;20.0;-647.0;368.0;-380.0
-460.0;471.0;57;?;-681.0;16.0;-647.0;365.0;-376.0
-461.0;470.0;?;145.0;?;65.0;-647.0;363.0;?
?;469.0;57;145.0;?;-37.0;-647.0;361.0;-371.0
?;469.0;57;147.0;-679.0;-7.0;-647.0;358.0;-371.0
-470.0;469.0;57;146.0;?;17.0;-647.0;356.0;-369.0
-470.0;470.0;57;145.0;?;24.0;-647.0;353.0;?
-473.0;470.0;57;143.0;?;-32.0;-646.0;351.0;-366.0
-474.0;467.0;57;140.0;-679.0;10.0;-646.0;349.0;-366.0
-477.0;469.0;?;134.0;-679.0;14.0;-646.0;348.0;?
-479.0;469.0;57;133.0;-678.0;?;-646.0;347.0;?
-480.0;469.0;57;128.0;?;10.0;-647.0;346.0;-365.0
-478.0;470.0;?;126.0;-678.0;14.0;-647.0;345.0;-365.0
-480.0;469.0;57;?;-678.0;?;?;343.0;?
-482.0;470.0;57;121.0;?;-21.0;-647.0;343.0;-366.0
-483.0;470.0;57;119.0;-678.0;-12.0;-648.0;342.0;-367.0
?;468.0;?;121.0;-678.0;-50.0;-648.0;342.0;?
?;470.0;?;121.0;?;11.0;-648.0;341.0;?
-482.0;469.0;57;120.0;-678.0;-7.0;-649.0;340.0;-366.0
?;467.0;57;119.0;?;-11.0;-649.0;339.0;?
-485.0;467.0;?;121.0;-678.0;?;-650.0;338.0;-368.0
-486.0;467.0;?;123.0;?;-24.0;-650.0;337.0;?
-486.0;?;57;125.0;-678.0;-3.0;-650.0;337.0;?
-487.0;467.0;57;?;-677.0;-21.0;-651.0;335.0;-367.0
-487.0;?;?;124.0;?;15.0;-651.0;335.0;-366.0
?;465.0;?;126.0;-677.0;9.0;-651.0;334.0;-366.0
-490.0;463.0;57;126.0;-677.0;-15.0;-650.0;333.0;-365.0
-486.0;467.0;?;125.0;-677.0;?;?;333.0;-365.0
-489.0;467.0;57;125.0;-677.0;31.0;-650.0;333.0;-364.0
-489.0;468.0;?;122.0;-677.0;?;-650.0;332.0;-365.0
-488.0;468.0;57;?;?;69.0;?;331.0;-364.0
-487.0;468.0;57;122.0;?;81.0;-649.0;?;-364.0
-487.0;470.0;57;?;-676.0;73.0;-649.0;330.0;-365.0
-489.0;468.0;?;?;-677.0;?;?;329.0;?
-489.0;468.0;57;?;-677.0;34.0;-648.0;328.0;?
-490.0;467.0;57;125.0;-677.0;16.0;-648.0;328.0;-365.0
?;469.0;57;126.0;-677.0;36.0;-648.0;327.0;-363.0
?;469.0;57;?;-677.0;-4.0;?;326.0;-363.0
-492.0;469.0;?;?;?;?;?;326.0;-364.0
-492.0;?;57;127.0;?;?;-647.0;325.0;-363.0
-491.0;467.0;57;127.0;-677.0;-1.0;-647.0;325.0;-361.0
-490.0;467.0;57;128.0;?;28.0;-647.0;?;-363.0
?;467.0;57;130.0;?;?;-646.0;324.0;-361.0
-490.0;469.0;?;128.0;-678.0;?;-646.0;325.0;-362.0
-492.0;?;57;127.0;?;0.0;-646.0;325.0;-363.0
?;470.0;57;126.0;-678.0;-1.0;-646.0;326.0;-363.0
?;?;57;127.0;-678.0;8.0;?;326.0;-362.0
?;471.0;57;?;-678.0;25.0;?;326.0;-363.0
-492.0;470.0;57;?;?;-15.0;-646.0;326.0;-360.0
-494.0;468.0;58;127.0;-679.0;?;-646.0;326.0;-363.0
-494.0;467.0;?;127.0;?;22.0;-645.0;326.0;-363.0
-493.0;?;?;?;?;32.0;-645.0;327.0;-362.0
-493.0;?;58;128.0;?;?;-645.0;327.0;-361.0
-495.0;?;58;127.0;-680.0;18.0;-645.0;327.0;-363.0
-495.0;469.0;58;122.0;-680.0;15.0;-645.0;328.0;-362.0
-496.0;?;58;123.0;-680.0;8.0;-646.0;328.0;-363.0
-496.0;469.0;58;122.0;-681.0;12.0;-646.0;328.0;-362.0
?;471.0;58;?;-680.0;-7.0;-646.0;?;-359.0
?;471.0;?;122.0;-680.0;?;-646.0;328.0;-361.0
?;469.0;58;122.0;-680.0;5.0;-646.0;329.0;-362.0
?;469.0;58;?;-680.0;?;-646.0;328.0;-362.0
?;471.0;58;121.0;-680.0;3.0;-646.0;328.0;-362.0
?;470.0;58;124.0;-680.0;3.0;-647.0;327.0;-362.0
-496.0;470.0;58;122.0;-680.0;9.0;-647.0;326.0;-361.0
-496.0;469.0;58;123.0;-680.0;20.0;-647.0;326.0;-361.0
-497.0;471.0;58;?;?;23.0;-647.0;326.0;-360.0
?;468.0;58;123.0;-679.0;5.0;-647.0;326.0;-362.0
-495.0;470.0;58;124.0;-678.0;?;-648.0;325.0;-364.0
-492.0;470.0;?;125.0;-677.0;?;-648.0;325.0;?
?;472.0;?;123.0;-676.0;-72.0;-648.0;324.0;-363.0
-490.0;472.0;59;124.0;-675.0;-83.0;-649.0;324.0;?
-488.0;?;?;122.0;-675.0;-65.0;-649.0;325.0;-364.0
?;?;60;123.0;-676.0;-76.0;?;327.0;-364.0
-482.0;469.0;?;124.0;-676.0;-29.0;?;328.0;-369.0
-479.0;466.0;61;127.0;-677.0;?;-648.0;330.0;-373.0
?;463.0;?;?;-678.0;16.0;?;332.0;-377.0
-468.0;463.0;62;132.0;-679.0;59.0;?;337.0;-383.0
-462.0;462.0;61;132.0;?;67.0;-647.0;342.0;?
-450.0;463.0;61;134.0;-680.0;114.0;-648.0;349.0;?
-437.0;463.0;62;135.0;?;130.0;-648.0;?;-423.0
-423.0;464.0;58;134.0;-682.0;120.0;-648.0;373.0;-443.0
-401.0;?;58;?;-682.0;?;-648.0;386.0;-463.0
-378.0;464.0;?;132.0;-683.0;141.0;-648.0;402.0;-488.0
-356.0;467.0;50;?;?;121.0;-647.0;421.0;-510.0
-330.0;465.0;?;129.0;-687.0;?;-646.0;444.0;-535.0
-303.0;464.0;50;129.0;-689.0;145.0;-645.0;473.0;-557.0
-272.0;463.0;49;?;-692.0;141.0;-644.0;503.0;?
-245.0;460.0;?;129.0;-696.0;?;-643.0;?;-593.0
-220.0;?;50;132.0;-700.0;172.0;-642.0;?;-608.0
-192.0;449.0;50;138.0;-705.0;191.0;-640.0;593.0;-620.0
-173.0;444.0;50;141.0;-710.0;131.0;-638.0;620.0;-628.0
-151.0;437.0;?;147.0;-715.0;59.0;-637.0;648.0;?
?;?;52;153.0;-719.0;66.0;-634.0;675.0;-644.0
-118.0;423.0;52;158.0;-723.0;10.0;-632.0;699.0;-649.0
-103.0;416.0;52;162.0;-727.0;24.0;-629.0;725.0;-651.0
-93.0;412.0;52;166.0;-730.0;35.0;-626.0;?;-651.0
-92.0;408.0;52;170.0;?;30.0;-622.0;773.0;-653.0
-90.0;402.0;?;175.0;?;63.0;-617.0;793.0;-652.0
-93.0;?;52;?;?;?;?;812.0;-652.0
-96.0;392.0;?;184.0;-746.0;58.0;-608.0;?;-645.0
-96.0;385.0;52;191.0;-750.0;88.0;-601.0;841.0;-646.0
-97.0;381.0;52;197.0;-756.0;137.0;-593.0;853.0;-646.0
-95.0;378.0;?;203.0;-763.0;241.0;-583.0;863.0;-646.0
-95.0;368.0;52;206.0;-771.0;353.0;-570.0;870.0;-648.0
-92.0;359.0;?;?;-779.0;406.0;-557.0;874.0;?
-89.0;?;52;200.0;?;?;-542.0;875.0;-650.0
-86.0;340.0;?;?;-795.0;500.0;-525.0;875.0;-650.0
-81.0;334.0;52;?;?;498.0;-507.0;873.0;?
-79.0;336.0;52;208.0;?;486.0;-487.0;869.0;-650.0
-77.0;335.0;52;219.0;-817.0;?;?;?;-653.0
-76.0;333.0;52;231.0;-823.0;579.0;-449.0;868.0;-648.0
-80.0;?;?;242.0;-828.0;536.0;?;870.0;-646.0
-84.0;320.0;52;256.0;?;564.0;-414.0;868.0;-644.0
-86.0;315.0;52;266.0;-837.0;?;-397.0;867.0;-641.0
-88.0;306.0;?;?;-841.0;591.0;-382.0;868.0;-638.0
-88.0;297.0;51;297.0;-844.0;575.0;-369.0;867.0;-635.0
-86.0;292.0;51;312.0;-845.0;567.0;-356.0;865.0;-635.0
-83.0;288.0;51;328.0;-847.0;526.0;-345.0;?;?
?;281.0;51;343.0;?;468.0;-336.0;860.0;-634.0
-73.0;275.0;52;?;-849.0;460.0;?;856.0;-636.0
?;272.0;?;369.0;?;388.0;-323.0;853.0;-636.0
-66.0;?;51;381.0;-849.0;348.0;-318.0;850.0;?
-63.0;262.0;?;389.0;-849.0;256.0;?;848.0;-635.0
-57.0;259.0;51;?;-848.0;176.0;?;847.0;-632.0
?;257.0;51;396.0;-848.0;160.0;-308.0;844.0;-633.0
-46.0;254.0;51;398.0;-848.0;126.0;-306.0;841.0;-636.0
?;256.0;51;?;-848.0;?;-304.0;842.0;-634.0
-33.0;?;51;402.0;-848.0;?;?;845.0;-634.0
-26.0;257.0;51;398.0;-849.0;?;-300.0;842.0;-634.0
?;258.0;?;?;?;19.0;-299.0;842.0;-633.0
-21.0;259.0;?;385.0;-850.0;-32.0;-299.0;842.0;-638.0
?;261.0;51;381.0;-850.0;-33.0;-299.0;847.0;?
-21.0;?;51;375.0;-851.0;?;-301.0;854.0;-636.0
-24.0;?;51;369.0;-850.0;-62.0;-303.0;859.0;-633.0
?;?;51;363.0;-850.0;-103.0;-305.0;864.0;?
-35.0;276.0;?;356.0;-849.0;?;-308.0;865.0;?
?;275.0;51;352.0;-848.0;-165.0;-313.0;867.0;-629.0
-43.0;280.0;51;349.0;-847.0;-169.0;-317.0;?;-631.0
-45.0;284.0;?;342.0;-845.0;?;-322.0;871.0;?
?;?;51;?;-843.0;-202.0;-327.0;872.0;-630.0
-44.0;290.0;51;?;-839.0;-183.0;?;871.0;?
-33.0;?;51;328.0;-835.0;-133.0;-339.0;864.0;-632.0
-16.0;303.0;51;323.0;-830.0;?;-346.0;854.0;-632.0
7.0;?;?;318.0;-824.0;?;?;846.0;-630.0
31.0;?;52;314.0;-818.0;102.0;-362.0;842.0;?
59.0;330.0;52;?;-811.0;143.0;-370.0;?;-605.0
86.0;340.0;52;307.0;-806.0;?;-377.0;840.0;-584.0
110.0;351.0;52;307.0;-801.0;240.0;-385.0;836.0;-558.0
130.0;360.0;52;307.0;-795.0;271.0;-391.0;820.0;-529.0
147.0;?;52;308.0;-789.0;240.0;-398.0;?;?
170.0;382.0;53;313.0;?;?;-405.0;796.0;-456.0
?;?;57;318.0;?;239.0;?;?;?
198.0;407.0;54;?;-765.0;145.0;-418.0;775.0;-406.0
200.0;417.0;?;?;-758.0;?;-425.0;766.0;-394.0
208.0;426.0;45;341.0;-751.0;-78.0;-432.0;762.0;?
202.0;435.0;38;352.0;-743.0;-196.0;?;762.0;?
190.0;?;?;?;-733.0;-163.0;?;768.0;-360.0
179.0;?;29;362.0;-721.0;-46.0;?;775.0;-348.0
164.0;451.0;43;361.0;-708.0;-54.0;-459.0;?;-342.0
161.0;?;?;359.0;-694.0;?;-458.0;789.0;-338.0
163.0;438.0;46;366.0;-675.0;?;-455.0;791.0;-327.0
167.0;423.0;?;377.0;-650.0;-285.0;-449.0;790.0;-305.0
162.0;402.0;127;384.0;-627.0;-86.0;-439.0;791.0;?
157.0;?;?;394.0;-609.0;78.0;-436.0;795.0;-225.0
?;338.0;60;?;?;198.0;-432.0;801.0;-179.0
160.0;312.0;-177;416.0;?;?;?;807.0;?
?;293.0;?;428.0;-576.0;457.0;-424.0;812.0;-126.0
?;288.0;-46;447.0;-571.0;551.0;-420.0;817.0;-123.0
161.0;292.0;-16;463.0;?;?;?;821.0;-125.0
152.0;304.0;-5;483.0;?;829.0;-414.0;?;-139.0
?;?;?;480.0;?;?;-411.0;821.0;-148.0
144.0;325.0;-8;461.0;-578.0;?;-409.0;818.0;-152.0
145.0;340.0;?;440.0;-585.0;694.0;-406.0;815.0;-152.0
148.0;?;-7;415.0;?;362.0;-401.0;812.0;-150.0
155.0;369.0;-7;?;-587.0;-64.0;-395.0;808.0;-140.0
?;375.0;-7;353.0;?;?;-388.0;803.0;?
175.0;379.0;-7;341.0;?;?;-380.0;797.0;-108.0
184.0;380.0;?;317.0;-574.0;-525.0;-370.0;791.0;-86.0
192.0;378.0;?;301.0;-572.0;-561.0;-360.0;?;-64.0
?;?;-6;283.0;-572.0;?;?;778.0;?
?;372.0;-6;?;-572.0;-599.0;?;771.0;-12.0
219.0;365.0;?;298.0;-570.0;?;-341.0;765.0;4.0
230.0;?;-6;319.0;-571.0;-201.0;-340.0;762.0;8.0
239.0;?;?;342.0;-578.0;-53.0;-335.0;?;?
254.0;310.0;-5;376.0;-583.0;?;?;759.0;2.0
265.0;281.0;-5;400.0;-584.0;24.0;-326.0;755.0;7.0
271.0;256.0;-5;423.0;-584.0;64.0;-330.0;750.0;12.0
?;230.0;?;459.0;-584.0;248.0;-339.0;745.0;?
282.0;206.0;?;496.0;-583.0;462.0;-348.0;742.0;15.0
291.0;180.0;?;533.0;?;?;?;?;?
295.0;163.0;-4;554.0;?;522.0;-364.0;739.0;-1.0
290.0;?;-3;559.0;-585.0;590.0;?;?;?
284.0;?;-3;565.0;-587.0;608.0;-380.0;737.0;?
276.0;119.0;?;567.0;-591.0;593.0;-389.0;735.0;-49.0
?;110.0;1;?;-596.0;592.0;-397.0;734.0;?
254.0;100.0;2;?;-600.0;532.0;?;735.0;-82.0
251.0;92.0;?;552.0;?;427.0;-412.0;738.0;-98.0
249.0;92.0;?;548.0;?;235.0;?;741.0;-111.0
?;102.0;10;546.0;-606.0;?;-435.0;746.0;-124.0
248.0;123.0;17;544.0;-607.0;?;-447.0;757.0;-135.0
255.0;153.0;20;550.0;?;-325.0;-457.0;772.0;-156.0
?;188.0;24;566.0;-609.0;-480.0;-469.0;788.0;?
?;233.0;25;579.0;-612.0;-726.0;-481.0;802.0;?
286.0;287.0;26;590.0;-615.0;?;?;?;?
293.0;341.0;33;590.0;-618.0;-1215.0;-494.0;818.0;?
293.0;?;40;589.0;-626.0;?;-507.0;820.0;-278.0
286.0;?;49;?;-637.0;?;?;820.0;?
277.0;435.0;55;568.0;-649.0;?;-527.0;824.0;?
271.0;?;56;545.0;-660.0;-2025.0;-535.0;832.0;-341.0
265.0;476.0;69;504.0;-670.0;-1962.0;-542.0;839.0;-375.0
267.0;494.0;89;462.0;-681.0;?;?;844.0;-403.0
272.0;507.0;97;?;-695.0;-1561.0;?;847.0;-432.0
277.0;504.0;?;349.0;-706.0;-1274.0;-564.0;848.0;?
283.0;488.0;98;283.0;-717.0;-958.0;-572.0;849.0;-483.0
290.0;467.0;98;211.0;-726.0;?;-577.0;850.0;-500.0
299.0;?;99;156.0;-733.0;-322.0;?;851.0;-520.0
311.0;452.0;?;115.0;-738.0;-102.0;?;?;?
322.0;447.0;?;85.0;-741.0;67.0;-586.0;?;-554.0
330.0;444.0;98;?;?;245.0;?;?;-566.0
338.0;440.0;98;67.0;-746.0;486.0;-592.0;847.0;-574.0
343.0;425.0;98;73.0;-749.0;814.0;-595.0;845.0;-585.0
339.0;408.0;97;75.0;-752.0;1076.0;-599.0;843.0;-600.0
345.0;384.0;97;103.0;-754.0;1242.0;-601.0;841.0;-612.0
347.0;369.0;96;143.0;?;1450.0;-600.0;839.0;-620.0
?;365.0;96;199.0;-764.0;1282.0;?;840.0;?
?;368.0;96;?;?;658.0;-594.0;?;-633.0
?;366.0;96;?;-765.0;285.0;-600.0;?;?
310.0;365.0;96;258.0;-762.0;408.0;-606.0;849.0;?
290.0;370.0;97;270.0;?;?;-610.0;855.0;-652.0
273.0;363.0;97;?;-758.0;453.0;-614.0;859.0;-661.0
255.0;355.0;98;294.0;?;378.0;-618.0;863.0;-672.0
?;?;101;314.0;-755.0;351.0;-621.0;866.0;-680.0
227.0;352.0;?;331.0;-755.0;300.0;-623.0;869.0;-685.0
219.0;353.0;103;351.0;-753.0;245.0;-627.0;872.0;-685.0
207.0;346.0;?;?;-750.0;199.0;-632.0;?;-687.0
203.0;338.0;105;386.0;?;267.0;-634.0;?;-686.0
204.0;332.0;108;394.0;-751.0;279.0;-635.0;874.0;-690.0
204.0;328.0;116;?;-750.0;?;-639.0;?;-687.0
208.0;322.0;98;?;-749.0;235.0;-642.0;?;?
217.0;321.0;94;?;-749.0;157.0;-643.0;867.0;-686.0
232.0;323.0;106;362.0;-748.0;-19.0;?;862.0;?
?;?;108;?;-749.0;-148.0;?;855.0;-677.0
281.0;316.0;114;?;?;-379.0;-644.0;850.0;-669.0
?;?;125;297.0;-753.0;-905.0;-645.0;848.0;-661.0
308.0;257.0;142;259.0;-753.0;-1247.0;?;848.0;?
307.0;?;151;?;?;-1368.0;-647.0;850.0;?
310.0;171.0;151;218.0;?;-1425.0;-646.0;850.0;-650.0
?;?;151;198.0;?;-1497.0;-646.0;?;-647.0
324.0;110.0;?;173.0;-759.0;?;-647.0;843.0;-646.0
333.0;81.0;164;146.0;-760.0;-1450.0;-647.0;841.0;-642.0
336.0;60.0;171;?;-762.0;-1286.0;?;841.0;-638.0
340.0;43.0;?;?;-763.0;-1086.0;-643.0;841.0;?
348.0;33.0;173;94.0;-763.0;-914.0;?;839.0;-622.0
356.0;28.0;172;83.0;-764.0;-697.0;-641.0;836.0;-613.0
366.0;23.0;?;79.0;?;-497.0;-640.0;832.0;?
370.0;22.0;?;84.0;-765.0;?;?;828.0;?
375.0;17.0;172;91.0;-764.0;217.0;-639.0;?;-580.0
378.0;18.0;173;111.0;-761.0;668.0;-642.0;818.0;-572.0
380.0;?;172;?;?;1110.0;-645.0;?;-562.0
384.0;27.0;173;187.0;-754.0;1366.0;-647.0;807.0;-554.0
385.0;26.0;172;224.0;-756.0;1540.0;-643.0;804.0;-542.0
?;24.0;?;245.0;-759.0;1474.0;-640.0;807.0;-536.0
?;27.0;?;?;-760.0;987.0;?;?;-534.0
394.0;23.0;160;291.0;-758.0;771.0;?;823.0;-536.0
394.0;32.0;?;309.0;-757.0;893.0;-644.0;832.0;-538.0
391.0;?;164;320.0;?;?;?;841.0;-541.0
?;?;165;328.0;?;776.0;-649.0;850.0;-541.0
385.0;78.0;216;336.0;-754.0;708.0;?;859.0;-543.0
386.0;88.0;-33;345.0;-754.0;643.0;-651.0;?;-541.0
386.0;?;-219;353.0;?;?;?;875.0;?
?;101.0;-150;364.0;-754.0;596.0;-651.0;878.0;-542.0
384.0;103.0;-165;?;-754.0;535.0;-652.0;879.0;-544.0
384.0;97.0;?;392.0;-753.0;480.0;-653.0;884.0;-548.0
379.0;91.0;-135;403.0;-751.0;400.0;-656.0;890.0;-552.0
?;83.0;-106;?;-748.0;?;-659.0;898.0;-557.0
?;?;-59;?;-745.0;240.0;-662.0;905.0;?
381.0;72.0;-55;?;-744.0;252.0;-665.0;?;-559.0
?;?;-46;450.0;-740.0;66.0;-670.0;911.0;?
401.0;64.0;-42;462.0;-739.0;-110.0;?;912.0;-563.0
413.0;51.0;-36;472.0;-740.0;-456.0;?;?;-563.0
416.0;41.0;-28;486.0;-739.0;-894.0;-671.0;?;-568.0
415.0;22.0;-25;?;-741.0;-1096.0;-670.0;922.0;-573.0
414.0;5.0;-29;524.0;-743.0;-1169.0;-667.0;927.0;?
415.0;-5.0;-64;542.0;-741.0;-1205.0;-669.0;?;-588.0
415.0;-12.0;?;539.0;?;-1283.0;-670.0;932.0;-595.0
416.0;-16.0;?;540.0;?;?;-669.0;933.0;-601.0
?;-19.0;-138;538.0;-742.0;-1163.0;-668.0;932.0;?
408.0;-18.0;-151;520.0;-743.0;-967.0;-666.0;931.0;-619.0
409.0;-21.0;-146;501.0;-745.0;-760.0;-663.0;931.0;-628.0
?;-28.0;-142;478.0;-748.0;-469.0;-660.0;932.0;-639.0
402.0;-31.0;-141;469.0;-749.0;-177.0;-658.0;?;-652.0
399.0;-33.0;-140;467.0;-751.0;?;-656.0;926.0;-667.0
392.0;-35.0;-141;477.0;-752.0;416.0;-654.0;919.0;?
379.0;-37.0;-140;498.0;-753.0;686.0;-652.0;906.0;?
361.0;-38.0;-140;?;-755.0;837.0;?;890.0;-732.0
?;-48.0;-140;587.0;-758.0;1006.0;?;879.0;?
308.0;-57.0;?;622.0;-761.0;1072.0;?;880.0;-785.0
?;-61.0;-140;669.0;-766.0;1478.0;-629.0;878.0;-809.0
301.0;-59.0;-141;706.0;?;1414.0;?;?;?
305.0;-69.0;-142;745.0;-778.0;1065.0;-606.0;?;-836.0
329.0;-83.0;-144;758.0;?;787.0;-599.0;833.0;?
360.0;-93.0;?;764.0;?;921.0;?;804.0;?
425.0;-97.0;-145;770.0;-782.0;?;-582.0;776.0;-795.0
491.0;-104.0;?;?;-786.0;?;-572.0;?;-771.0
515.0;?;-148;777.0;-792.0;1190.0;-562.0;754.0;-760.0
522.0;-135.0;-150;787.0;?;?;-558.0;745.0;-755.0
?;?;-154;802.0;?;539.0;-556.0;?;-752.0
545.0;-160.0;?;815.0;-804.0;178.0;-555.0;718.0;-744.0
548.0;-164.0;-157;828.0;-805.0;-71.0;?;703.0;-740.0
547.0;-173.0;-160;831.0;-805.0;-272.0;-556.0;692.0;-737.0
540.0;-172.0;-161;837.0;-803.0;-287.0;-559.0;?;-742.0
538.0;?;-161;842.0;-803.0;-238.0;-559.0;?;-749.0
534.0;?;-163;836.0;-802.0;-196.0;?;?;-755.0
?;-160.0;?;?;-802.0;?;-560.0;660.0;?
540.0;-151.0;-162;803.0;-802.0;-80.0;-558.0;654.0;-764.0
543.0;-145.0;-165;786.0;-801.0;-158.0;-559.0;?;-765.0
545.0;?;-157;?;-799.0;-163.0;-560.0;642.0;-767.0
544.0;?;-162;760.0;-795.0;?;-563.0;644.0;-769.0
539.0;?;-150;748.0;-790.0;-136.0;-567.0;649.0;-773.0
534.0;-98.0;-144;742.0;-785.0;?;-572.0;656.0;-778.0
527.0;-80.0;-158;738.0;-778.0;101.0;-578.0;?;-789.0
522.0;-63.0;-126;736.0;-771.0;193.0;?;?;-796.0
516.0;-49.0;-192;743.0;-766.0;176.0;-589.0;?;-806.0
517.0;-38.0;-101;755.0;?;139.0;-593.0;689.0;-807.0
521.0;-25.0;184;780.0;-758.0;277.0;-594.0;?;-808.0
526.0;-11.0;191;797.0;-753.0;221.0;-596.0;?;-806.0
540.0;1.0;145;811.0;-747.0;210.0;?;742.0;-801.0
542.0;?;163;820.0;?;230.0;?;754.0;?
537.0;20.0;139;828.0;-741.0;148.0;-602.0;?;-794.0
528.0;21.0;147;836.0;-738.0;-29.0;-602.0;758.0;-789.0
514.0;21.0;144;838.0;-736.0;-91.0;-601.0;763.0;-783.0
499.0;25.0;140;844.0;-733.0;?;-598.0;765.0;?
478.0;30.0;141;841.0;?;125.0;-595.0;769.0;-783.0
453.0;30.0;140;842.0;-729.0;233.0;-591.0;770.0;-790.0
427.0;31.0;142;840.0;-728.0;222.0;?;769.0;-797.0
419.0;26.0;139;842.0;-729.0;197.0;-585.0;775.0;-796.0
414.0;19.0;133;847.0;-731.0;195.0;-581.0;783.0;-799.0
403.0;?;129;855.0;-734.0;197.0;?;783.0;-823.0
396.0;14.0;128;864.0;?;205.0;?;789.0;-838.0
391.0;18.0;128;873.0;-741.0;?;-573.0;?;-849.0
?;16.0;129;879.0;-745.0;133.0;-570.0;805.0;-870.0
364.0;18.0;129;880.0;-747.0;?;-568.0;811.0;-885.0
352.0;18.0;?;882.0;-749.0;-1.0;-567.0;818.0;-898.0
340.0;20.0;129;880.0;-747.0;-61.0;-568.0;824.0;?
329.0;?;130;871.0;-745.0;?;-569.0;830.0;-925.0
312.0;26.0;131;869.0;-742.0;-112.0;-570.0;?;?
?;30.0;?;867.0;?;3.0;-570.0;838.0;-960.0
?;33.0;132;?;?;52.0;-569.0;840.0;-975.0
254.0;33.0;132;866.0;-739.0;75.0;-565.0;844.0;-978.0
232.0;34.0;132;?;-741.0;38.0;-561.0;?;?
