InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit L-SHOE EuX;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA_ accZ
200;-213.0;-452.0;89;?;61.0;-299.0;618.0;-737.0;114;-59.0
-110;-221.0;-437.0;99;-730.0;?;-307.0;602.0;-738.0;952;-22.0
-201;?;-427.0;78;-720.0;17.0;-312.0;589.0;-740.0;746;24.0
-156;-235.0;?;118;-711.0;1.0;?;?;-741.0;1541;31.0
-174;-243.0;-419.0;?;-705.0;24.0;?;575.0;-741.0;?;28.0
-167;-250.0;-417.0;164;-695.0;54.0;-327.0;570.0;-741.0;792;97.0
-167;-266.0;-412.0;203;-683.0;?;-331.0;566.0;-741.0;773;282.0
-170;-284.0;-407.0;?;-670.0;?;-332.0;564.0;-740.0;764;?
-166;?;-405.0;-29;?;67.0;-329.0;?;-738.0;?;336.0
-169;-315.0;-406.0;218;?;?;-326.0;560.0;-739.0;782;326.0
?;-328.0;-411.0;109;-635.0;145.0;-321.0;?;-740.0;820;281.0
-168;-336.0;-416.0;124;-623.0;203.0;-312.0;556.0;-738.0;774;234.0
?;-341.0;-427.0;127;-615.0;361.0;-308.0;551.0;-733.0;779;163.0
-167;?;?;91;-610.0;?;-312.0;?;-729.0;792;?
-167;-335.0;-443.0;91;-604.0;420.0;-308.0;539.0;-726.0;780;138.0
-167;?;?;?;-595.0;?;?;525.0;-726.0;784;160.0
?;-343.0;-461.0;?;-589.0;290.0;-297.0;513.0;-732.0;794;181.0
-168;-338.0;-469.0;?;-588.0;315.0;-295.0;504.0;-738.0;791;177.0
?;-332.0;?;34;-582.0;275.0;?;489.0;?;?;145.0
-167;?;-483.0;33;-566.0;219.0;-292.0;458.0;-742.0;799;146.0
-167;?;?;33;-544.0;250.0;?;414.0;?;790;179.0
-167;?;-477.0;37;-532.0;?;-304.0;382.0;-744.0;792;210.0
-168;-311.0;-482.0;?;-532.0;310.0;?;364.0;-746.0;?;190.0
-168;?;-486.0;43;-519.0;315.0;?;344.0;-746.0;773;151.0
-167;-327.0;-488.0;43;?;?;-344.0;336.0;-747.0;785;177.0
-167;?;?;43;-515.0;295.0;-362.0;326.0;-746.0;780;?
-167;-342.0;-483.0;43;-504.0;308.0;-377.0;306.0;-744.0;747;88.0
-167;?;-465.0;43;-493.0;323.0;-390.0;288.0;?;779;?
-167;?;-446.0;42;-496.0;334.0;-405.0;283.0;?;764;?
-167;-325.0;-426.0;42;-503.0;315.0;-416.0;?;?;?;119.0
-167;-313.0;?;42;-514.0;?;-429.0;290.0;?;787;74.0
-168;?;-403.0;42;?;?;-433.0;283.0;?;701;30.0
-169;?;-398.0;?;-503.0;217.0;-434.0;279.0;?;818;?
-171;-309.0;-393.0;42;-499.0;174.0;-442.0;?;-732.0;562;-13.0
?;?;-385.0;42;-495.0;201.0;?;275.0;?;771;?
-172;-321.0;-384.0;42;-498.0;258.0;?;279.0;-728.0;1497;-14.0
-171;-328.0;-382.0;?;-501.0;245.0;-458.0;279.0;-724.0;857;23.0
-171;-328.0;-375.0;42;?;194.0;-467.0;282.0;?;?;18.0
-171;-322.0;-362.0;42;-499.0;?;-477.0;288.0;-711.0;737;?
-170;-319.0;-349.0;42;?;133.0;-488.0;?;-703.0;?;-41.0
-171;-313.0;-338.0;?;-501.0;104.0;?;315.0;-693.0;724;-70.0
?;-303.0;?;41;-507.0;85.0;-505.0;339.0;-683.0;771;-48.0
-171;-300.0;-324.0;41;-516.0;101.0;?;366.0;-676.0;714;-25.0
-175;-304.0;?;?;-522.0;148.0;-521.0;385.0;-671.0;?;-59.0
-169;-312.0;-323.0;?;?;164.0;-531.0;391.0;-669.0;647;-18.0
-177;-332.0;-319.0;?;-520.0;?;-539.0;?;-666.0;686;-43.0
-173;-345.0;?;?;?;168.0;?;403.0;-663.0;791;-51.0
-173;-350.0;-296.0;41;-504.0;165.0;-554.0;399.0;?;772;-40.0
?;-353.0;-283.0;41;?;140.0;-559.0;372.0;-650.0;664;-31.0
-155;-342.0;-266.0;41;-477.0;109.0;-565.0;?;-643.0;826;-60.0
-218;-329.0;-257.0;41;-474.0;122.0;-567.0;324.0;-636.0;1024;-36.0
-108;-327.0;?;41;-479.0;109.0;-571.0;319.0;-628.0;909;-63.0
187;?;?;41;-484.0;?;-573.0;317.0;-621.0;760;?
191;-323.0;-260.0;42;-488.0;115.0;-573.0;?;-615.0;773;?
?;-327.0;-262.0;42;-492.0;123.0;-577.0;326.0;?;?;?
?;-329.0;-265.0;42;-492.0;141.0;-578.0;333.0;-606.0;802;?
169;-332.0;-267.0;42;-487.0;150.0;?;336.0;?;794;-135.0
182;?;-267.0;?;-481.0;143.0;-580.0;337.0;-603.0;?;-116.0
178;-339.0;-266.0;42;-476.0;123.0;-579.0;337.0;-602.0;797;-160.0
177;-335.0;-262.0;42;-473.0;117.0;?;337.0;?;782;-129.0
179;-336.0;-259.0;42;-472.0;123.0;-583.0;337.0;-599.0;779;-139.0
?;?;?;42;-472.0;111.0;-582.0;341.0;-596.0;785;-180.0
178;-328.0;-256.0;?;-472.0;112.0;-579.0;345.0;?;784;-161.0
178;-330.0;?;?;-472.0;132.0;?;348.0;-589.0;784;-150.0
178;-328.0;?;42;?;172.0;-584.0;353.0;-587.0;797;-131.0
?;-325.0;-256.0;42;-475.0;141.0;-584.0;360.0;?;816;-176.0
177;-328.0;-257.0;43;-478.0;133.0;?;370.0;-571.0;?;?
177;-327.0;-259.0;43;-482.0;78.0;-588.0;380.0;-551.0;786;-116.0
177;?;-261.0;43;-484.0;2.0;?;388.0;-522.0;803;?
177;-329.0;-261.0;43;-484.0;-67.0;-590.0;?;-487.0;?;-96.0
177;?;-257.0;43;-480.0;-68.0;-591.0;395.0;-447.0;?;-37.0
177;?;-251.0;43;-477.0;-112.0;-591.0;?;-407.0;800;-45.0
176;-309.0;-246.0;43;?;-95.0;?;?;-368.0;790;-69.0
176;-306.0;-243.0;43;-479.0;-113.0;?;399.0;-330.0;786;-34.0
?;-302.0;-238.0;43;-478.0;-59.0;?;397.0;-294.0;789;?
176;?;-230.0;?;-477.0;4.0;-611.0;394.0;-263.0;?;?
176;-292.0;-223.0;43;-477.0;79.0;-615.0;?;?;800;?
176;-285.0;-217.0;43;-477.0;74.0;?;386.0;?;805;?
?;-280.0;-211.0;43;-477.0;94.0;?;383.0;-208.0;?;36.0
176;-279.0;-206.0;?;-475.0;167.0;-622.0;379.0;-199.0;?;-10.0
176;-273.0;-202.0;43;-471.0;169.0;-621.0;374.0;-194.0;800;?
176;-274.0;-200.0;43;-468.0;127.0;-624.0;370.0;-191.0;799;?
176;-278.0;-201.0;43;?;?;-628.0;368.0;-193.0;802;48.0
176;-279.0;-205.0;43;-463.0;138.0;-631.0;368.0;-196.0;?;36.0
176;-291.0;-212.0;?;-463.0;108.0;?;372.0;?;?;-34.0
175;-301.0;-221.0;43;?;120.0;-638.0;?;-203.0;802;42.0
176;?;?;43;-467.0;171.0;?;386.0;-206.0;?;44.0
176;-318.0;-243.0;43;-472.0;?;-643.0;?;-208.0;800;43.0
176;-329.0;-255.0;43;?;147.0;?;?;-211.0;797;27.0
176;-336.0;-266.0;?;-486.0;154.0;-645.0;421.0;?;794;15.0
?;-347.0;-277.0;43;-493.0;183.0;-652.0;433.0;-221.0;803;?
176;-351.0;-287.0;?;-500.0;?;?;444.0;-226.0;?;-22.0
176;-350.0;-295.0;43;?;154.0;-654.0;454.0;-231.0;794;?
176;?;-302.0;43;-507.0;162.0;-658.0;461.0;-234.0;799;-13.0
176;-355.0;-307.0;43;-508.0;153.0;-661.0;466.0;?;?;21.0
176;-352.0;-310.0;43;?;?;-660.0;468.0;-239.0;799;0.0
175;-352.0;-313.0;?;-510.0;167.0;-663.0;?;?;797;77.0
?;-350.0;-314.0;43;-511.0;?;-662.0;473.0;-242.0;796;33.0
176;-348.0;-315.0;43;-512.0;195.0;-660.0;475.0;?;799;1.0
176;-349.0;-316.0;43;-512.0;?;-662.0;?;?;801;?
176;?;-316.0;43;-513.0;197.0;-661.0;477.0;-240.0;800;118.0
176;?;?;43;?;194.0;-659.0;478.0;-239.0;802;-5.0
175;-350.0;-316.0;43;-512.0;213.0;-660.0;479.0;-238.0;800;27.0
176;-351.0;-317.0;43;-511.0;270.0;?;?;?;?;-3.0
176;?;-317.0;43;-510.0;255.0;-659.0;?;-234.0;804;-13.0
?;?;-318.0;43;-509.0;307.0;-659.0;?;-229.0;803;92.0
176;-358.0;-319.0;43;-509.0;196.0;-657.0;481.0;-226.0;804;51.0
176;-356.0;?;43;-508.0;109.0;-656.0;481.0;-224.0;?;?
175;-359.0;-319.0;43;-506.0;178.0;-656.0;481.0;-221.0;795;-3.0
176;-358.0;-318.0;?;-506.0;128.0;-657.0;480.0;-220.0;799;29.0
176;-354.0;-318.0;43;-506.0;260.0;-655.0;?;-218.0;802;90.0
176;-357.0;-317.0;43;-507.0;?;-657.0;479.0;-216.0;?;-40.0
?;-357.0;?;?;?;248.0;?;479.0;-213.0;803;?
176;-355.0;-314.0;43;-505.0;256.0;-658.0;478.0;-210.0;796;?
175;-357.0;?;43;-503.0;?;-657.0;476.0;-207.0;793;-16.0
176;?;-311.0;43;-502.0;275.0;?;474.0;-208.0;794;-202.0
?;?;-310.0;43;?;279.0;-658.0;?;-211.0;795;-116.0
176;-358.0;?;43;-498.0;238.0;-660.0;470.0;-221.0;801;-127.0
?;-361.0;-309.0;43;?;201.0;-657.0;468.0;-236.0;801;-168.0
176;-361.0;-310.0;43;?;138.0;-657.0;466.0;?;800;-150.0
?;-366.0;-311.0;43;-490.0;136.0;?;463.0;-269.0;800;?
176;?;-313.0;43;-487.0;125.0;-657.0;462.0;-291.0;800;-163.0
176;-369.0;-316.0;43;-486.0;?;-655.0;?;-316.0;800;-142.0
?;-372.0;-319.0;43;-486.0;199.0;?;462.0;-341.0;799;?
176;?;-324.0;43;-487.0;205.0;?;463.0;?;799;82.0
176;?;-331.0;43;-490.0;170.0;-656.0;467.0;?;804;94.0
175;?;-341.0;?;-491.0;111.0;-658.0;471.0;-390.0;807;1.0
?;-388.0;-350.0;43;-487.0;95.0;-657.0;464.0;-392.0;806;?
?;-394.0;?;43;-484.0;99.0;-657.0;454.0;-388.0;807;-216.0
176;-397.0;-359.0;43;?;67.0;-660.0;449.0;?;805;-180.0
?;-398.0;-362.0;43;?;117.0;-661.0;446.0;-377.0;797;42.0
?;-399.0;-366.0;43;-486.0;162.0;-661.0;446.0;?;798;164.0
175;-401.0;-366.0;?;-486.0;162.0;?;442.0;-373.0;801;-106.0
176;-398.0;-360.0;43;?;188.0;-667.0;436.0;-375.0;799;-387.0
176;-393.0;-356.0;43;-487.0;?;-667.0;434.0;-376.0;801;-178.0
176;-395.0;-353.0;?;-489.0;20.0;?;430.0;-366.0;803;42.0
176;-391.0;-347.0;?;-489.0;?;-673.0;424.0;?;801;?
175;-389.0;-339.0;43;-486.0;?;-673.0;?;-331.0;799;17.0
176;?;-333.0;?;-482.0;348.0;?;411.0;-317.0;798;-152.0
176;?;-327.0;43;-479.0;?;-675.0;404.0;-307.0;802;30.0
176;-380.0;-322.0;?;-474.0;-56.0;-675.0;397.0;?;802;11.0
?;-380.0;-315.0;43;-469.0;-6.0;-675.0;?;-282.0;797;?
176;-379.0;-310.0;43;-465.0;130.0;-676.0;?;?;802;?
175;-375.0;-307.0;43;-462.0;179.0;?;379.0;-269.0;805;-80.0
?;-377.0;-305.0;43;-460.0;168.0;-678.0;377.0;-272.0;803;-125.0
176;?;-304.0;43;-460.0;?;-677.0;376.0;-272.0;804;-178.0
176;-377.0;-304.0;43;-458.0;270.0;-674.0;375.0;-274.0;?;-164.0
176;-379.0;-305.0;?;-457.0;280.0;-675.0;376.0;-285.0;805;-240.0
176;-380.0;-306.0;43;-455.0;221.0;-673.0;375.0;-305.0;801;?
175;-380.0;-307.0;43;-452.0;?;-672.0;374.0;-327.0;801;-177.0
176;-386.0;-308.0;43;?;?;-673.0;?;-351.0;805;-113.0
176;?;-311.0;43;-450.0;123.0;?;?;-373.0;804;-56.0
176;-387.0;-314.0;?;-450.0;116.0;-669.0;378.0;?;803;-1.0
?;?;-319.0;?;-450.0;112.0;-668.0;381.0;-398.0;808;-4.0
?;-392.0;?;43;-450.0;?;-667.0;385.0;?;808;-46.0
175;-391.0;-327.0;43;-452.0;114.0;-664.0;389.0;-395.0;802;-100.0
176;-393.0;-330.0;43;-453.0;140.0;-664.0;394.0;?;801;?
176;-393.0;?;43;-454.0;?;-661.0;398.0;-370.0;808;?
176;-390.0;-333.0;?;-455.0;181.0;-657.0;401.0;-355.0;?;-179.0
176;-388.0;-332.0;43;-457.0;?;-657.0;404.0;-345.0;806;-61.0
176;-386.0;-333.0;43;-461.0;298.0;-654.0;404.0;-337.0;812;-55.0
175;?;-333.0;43;-462.0;?;-651.0;403.0;?;819;-298.0
?;-383.0;-330.0;43;-461.0;221.0;?;400.0;-343.0;812;-326.0
?;-376.0;-324.0;43;?;211.0;-646.0;?;-357.0;804;-451.0
176;-370.0;-320.0;43;-459.0;?;-643.0;391.0;-379.0;803;?
176;?;-314.0;43;-458.0;179.0;?;385.0;-409.0;803;-240.0
176;-359.0;?;43;?;212.0;-638.0;?;-440.0;?;-370.0
?;-347.0;-294.0;?;?;319.0;-634.0;370.0;-472.0;795;-216.0
176;-337.0;?;?;-452.0;277.0;-633.0;362.0;-504.0;?;-157.0
176;?;-266.0;?;-452.0;?;-629.0;354.0;-532.0;?;-262.0
176;-309.0;?;43;?;97.0;-625.0;344.0;-555.0;796;-185.0
176;-303.0;-237.0;?;-445.0;84.0;?;?;-574.0;805;-14.0
176;-292.0;-220.0;43;-429.0;147.0;?;?;-589.0;807;17.0
?;-274.0;-194.0;43;-410.0;?;?;291.0;-600.0;806;-65.0
176;-252.0;-168.0;?;?;127.0;-620.0;263.0;-608.0;806;-88.0
176;?;-144.0;43;?;?;-615.0;230.0;-614.0;802;-179.0
?;?;-124.0;43;-365.0;450.0;-616.0;?;-619.0;?;-217.0
176;?;-109.0;?;-361.0;377.0;?;179.0;-619.0;802;-166.0
176;-174.0;-98.0;43;-358.0;345.0;?;162.0;-614.0;803;-147.0
176;-162.0;-89.0;?;-358.0;341.0;-612.0;152.0;-609.0;799;-127.0
?;-165.0;?;43;-361.0;292.0;-614.0;147.0;-604.0;790;-132.0
?;-164.0;-86.0;43;-363.0;285.0;-612.0;147.0;-600.0;793;-102.0
176;?;-91.0;43;-361.0;248.0;-611.0;148.0;-597.0;?;?
176;-178.0;-97.0;?;-358.0;209.0;-613.0;?;-591.0;795;-42.0
?;-183.0;-105.0;43;?;183.0;-612.0;151.0;-583.0;801;-86.0
176;-197.0;-114.0;43;-358.0;174.0;-612.0;155.0;?;808;-64.0
176;-211.0;-126.0;43;-357.0;220.0;-611.0;159.0;-568.0;802;-50.0
176;-220.0;-136.0;43;-357.0;?;-613.0;167.0;-562.0;797;-15.0
176;-230.0;-147.0;?;-357.0;223.0;-612.0;180.0;-554.0;800;-1.0
176;-245.0;-156.0;43;-357.0;212.0;-610.0;192.0;?;803;?
176;-257.0;-162.0;43;-355.0;196.0;-609.0;201.0;-535.0;800;19.0
176;-261.0;-166.0;43;-352.0;193.0;-608.0;204.0;?;801;?
176;-266.0;-169.0;43;-349.0;180.0;-608.0;204.0;-512.0;802;-9.0
?;-265.0;-170.0;?;-349.0;176.0;-606.0;?;?;?;-38.0
176;?;-169.0;43;-349.0;179.0;?;205.0;?;801;-38.0
176;-257.0;-166.0;43;-348.0;186.0;?;?;-489.0;797;-65.0
176;?;-162.0;43;-347.0;158.0;-603.0;?;-486.0;802;-15.0
176;-240.0;-157.0;43;?;142.0;-601.0;195.0;-484.0;800;14.0
176;-238.0;-153.0;43;-344.0;141.0;-599.0;190.0;-484.0;808;?
176;-230.0;-149.0;43;-344.0;103.0;-599.0;187.0;-484.0;804;-139.0
176;-223.0;?;43;-343.0;83.0;-599.0;185.0;?;778;?
176;-221.0;-144.0;43;?;92.0;?;?;-485.0;807;-92.0
?;-217.0;-142.0;44;-341.0;100.0;-597.0;?;-484.0;813;-159.0
176;-217.0;-141.0;43;-340.0;?;-597.0;181.0;-482.0;793;?
?;-217.0;-141.0;44;-340.0;218.0;-599.0;181.0;?;809;29.0
176;-217.0;-142.0;44;-340.0;110.0;-600.0;183.0;-478.0;807;86.0
176;-217.0;-142.0;43;-341.0;-14.0;?;185.0;?;807;46.0
?;?;-144.0;?;-342.0;64.0;-602.0;189.0;-465.0;809;-40.0
176;-225.0;-145.0;?;-343.0;34.0;-600.0;192.0;-462.0;803;-27.0
?;-223.0;-145.0;64;-343.0;28.0;-599.0;193.0;-460.0;?;38.0
176;-226.0;-145.0;65;?;216.0;-603.0;193.0;-461.0;796;66.0
?;?;-143.0;63;?;199.0;-603.0;193.0;?;798;56.0
176;-219.0;-141.0;62;-346.0;193.0;-600.0;193.0;-468.0;?;96.0
176;-220.0;-142.0;59;-348.0;?;?;193.0;?;800;71.0
176;-222.0;-143.0;57;-352.0;?;-603.0;194.0;?;805;94.0
?;-222.0;-144.0;57;-356.0;147.0;?;196.0;-469.0;809;95.0
176;-224.0;?;57;?;?;-599.0;196.0;-466.0;808;127.0
176;-223.0;?;57;-358.0;202.0;-594.0;?;?;809;?
?;?;-147.0;?;-358.0;228.0;-591.0;193.0;-462.0;809;225.0
175;-220.0;?;61;-358.0;185.0;?;191.0;-464.0;806;351.0
178;-213.0;-148.0;?;-356.0;172.0;?;190.0;?;?;377.0
173;-212.0;-149.0;63;-355.0;?;-576.0;?;-473.0;800;?
177;-210.0;-150.0;64;-352.0;252.0;-573.0;189.0;-477.0;801;?
178;-208.0;-151.0;64;-350.0;198.0;-568.0;189.0;-479.0;797;300.0
169;-207.0;?;64;-347.0;207.0;-563.0;189.0;-483.0;796;186.0
?;-213.0;?;64;-344.0;233.0;-560.0;189.0;?;809;171.0
155;-210.0;-155.0;64;-339.0;321.0;-556.0;?;-500.0;801;110.0
?;?;-156.0;64;-335.0;?;-552.0;187.0;-513.0;809;18.0
157;-213.0;-158.0;64;-334.0;299.0;?;186.0;-527.0;781;15.0
-146;-216.0;?;64;?;278.0;-552.0;?;-539.0;869;5.0
-208;-221.0;-164.0;?;?;196.0;?;193.0;-550.0;978;53.0
?;?;-167.0;?;-344.0;180.0;?;198.0;-557.0;?;-15.0
-189;-235.0;?;63;-350.0;184.0;-561.0;204.0;-560.0;284;67.0
-166;-241.0;-175.0;63;-357.0;?;-565.0;208.0;-560.0;?;0.0
?;-249.0;?;63;-361.0;?;-572.0;?;-554.0;410;242.0
-173;-248.0;-174.0;63;?;187.0;-580.0;208.0;-547.0;392;296.0
-164;-249.0;-171.0;63;-368.0;?;-587.0;205.0;-539.0;617;1116.0
-167;-252.0;-166.0;63;?;?;-597.0;201.0;-532.0;?;474.0
?;-247.0;?;63;-366.0;72.0;-604.0;194.0;-527.0;682;?
-160;?;-151.0;63;?;-5.0;-610.0;187.0;-520.0;754;228.0
-160;-239.0;-144.0;63;-358.0;26.0;-619.0;178.0;-512.0;?;392.0
-158;-234.0;-138.0;63;?;96.0;-624.0;170.0;-500.0;?;?
-155;-230.0;-133.0;63;?;168.0;?;163.0;-488.0;840;201.0
-154;-231.0;-129.0;63;-347.0;851.0;-632.0;?;-492.0;733;132.0
-152;-224.0;-124.0;63;-340.0;?;-631.0;155.0;-503.0;?;82.0
-153;?;-119.0;63;-336.0;?;?;151.0;-499.0;?;76.0
-155;-226.0;-116.0;?;-331.0;61.0;-630.0;148.0;-491.0;1189;19.0
-155;-224.0;?;63;-329.0;173.0;?;145.0;-484.0;?;-10.0
-156;-224.0;-116.0;?;?;?;-623.0;142.0;-482.0;1174;38.0
-154;-223.0;-115.0;?;-324.0;209.0;-622.0;?;-485.0;1229;111.0
-158;-217.0;-112.0;?;?;249.0;?;135.0;-490.0;1083;227.0
?;?;-104.0;?;-310.0;258.0;-615.0;129.0;-495.0;?;211.0
-164;-195.0;-96.0;?;?;268.0;-614.0;124.0;-500.0;812;304.0
-163;-183.0;?;?;-290.0;?;-610.0;?;-504.0;?;343.0
-164;-174.0;-81.0;73;-278.0;152.0;-608.0;?;-504.0;778;488.0
-164;?;-75.0;70;-266.0;95.0;-606.0;112.0;-502.0;?;550.0
-164;-163.0;-72.0;69;-255.0;212.0;?;110.0;?;814;?
?;-160.0;?;?;?;270.0;-604.0;108.0;-487.0;810;405.0
-164;-161.0;-69.0;50;?;?;-605.0;109.0;-474.0;811;338.0
-164;-165.0;-70.0;47;-222.0;284.0;-605.0;109.0;-455.0;809;311.0
-164;-168.0;-72.0;46;-211.0;272.0;-605.0;111.0;-436.0;807;269.0
?;-180.0;?;45;-202.0;432.0;-608.0;114.0;-416.0;811;?
-164;?;-87.0;45;-193.0;481.0;-609.0;?;-401.0;811;203.0
-164;-202.0;-91.0;43;-181.0;444.0;-616.0;118.0;-386.0;?;?
-164;-208.0;-92.0;?;-175.0;400.0;-621.0;119.0;-369.0;809;174.0
-164;?;-95.0;38;-173.0;311.0;-625.0;?;-352.0;807;152.0
?;-221.0;-99.0;32;-168.0;307.0;?;?;-337.0;805;147.0
-164;?;?;32;-160.0;314.0;-632.0;122.0;-323.0;807;149.0
-164;?;?;31;-159.0;291.0;-638.0;121.0;-306.0;808;102.0
-165;?;-119.0;?;-159.0;260.0;?;122.0;-292.0;809;182.0
-165;-264.0;-127.0;29;-159.0;233.0;?;124.0;-281.0;809;?
-164;-276.0;-134.0;30;-160.0;279.0;-667.0;130.0;-275.0;?;?
-164;-290.0;-141.0;30;?;216.0;-676.0;138.0;-270.0;791;212.0
-163;-307.0;?;31;-158.0;203.0;-680.0;146.0;?;804;216.0
?;-323.0;-162.0;31;-152.0;?;-680.0;?;?;818;145.0
-163;-336.0;-170.0;31;-143.0;186.0;-680.0;153.0;-250.0;817;133.0
-163;-344.0;-177.0;31;-131.0;303.0;-673.0;153.0;-240.0;816;129.0
-163;-350.0;-184.0;32;-116.0;337.0;-670.0;152.0;-236.0;817;?
-163;-359.0;-195.0;32;-103.0;259.0;?;151.0;?;816;?
-163;-372.0;-207.0;32;-91.0;169.0;-642.0;152.0;?;?;?
-163;-378.0;-218.0;32;-80.0;217.0;-623.0;154.0;-229.0;817;155.0
-163;?;-229.0;?;-72.0;?;-610.0;?;-230.0;817;384.0
?;-411.0;?;32;-67.0;215.0;?;163.0;?;816;413.0
-163;-429.0;?;33;?;211.0;-603.0;171.0;-222.0;?;339.0
-163;?;-275.0;33;?;150.0;-599.0;177.0;-215.0;814;?
-163;-467.0;-287.0;33;-52.0;?;-591.0;181.0;?;819;63.0
-163;-484.0;-297.0;33;?;126.0;-588.0;184.0;-209.0;812;171.0
-163;-495.0;-305.0;33;-48.0;-61.0;-584.0;?;-215.0;788;240.0
-163;-509.0;-313.0;33;-48.0;203.0;-583.0;?;-231.0;786;166.0
-163;-519.0;?;33;?;351.0;-586.0;193.0;-255.0;788;110.0
-163;-527.0;?;33;-51.0;339.0;-586.0;?;-267.0;787;?
-163;-535.0;-329.0;33;-54.0;262.0;?;205.0;-269.0;786;177.0
-163;-544.0;-334.0;33;?;?;-589.0;212.0;-261.0;790;178.0
?;-552.0;-338.0;33;-58.0;?;?;218.0;-253.0;?;?
-163;-555.0;-339.0;33;-59.0;122.0;?;221.0;-252.0;806;146.0
-163;-552.0;-338.0;33;-58.0;171.0;?;223.0;-249.0;803;264.0
?;-546.0;-334.0;?;-56.0;181.0;-584.0;221.0;?;805;115.0
-163;-543.0;-331.0;33;-55.0;?;-583.0;218.0;-241.0;804;30.0
-163;-535.0;-327.0;33;-55.0;163.0;-582.0;215.0;-239.0;804;58.0
?;?;-325.0;33;-55.0;157.0;-581.0;?;-239.0;805;-19.0
-163;-523.0;-322.0;32;-56.0;191.0;-577.0;?;-241.0;811;39.0
?;?;-321.0;32;-57.0;138.0;-580.0;?;?;814;125.0
-163;-520.0;-320.0;32;-57.0;103.0;-579.0;210.0;-252.0;810;?
-163;-517.0;?;?;-56.0;91.0;?;208.0;-271.0;?;31.0
-163;-515.0;-316.0;32;-55.0;69.0;?;205.0;-300.0;806;?
?;?;-315.0;32;-56.0;?;?;203.0;-328.0;?;?
-163;-513.0;-314.0;32;-57.0;128.0;-603.0;203.0;-354.0;?;79.0
?;?;-314.0;32;-59.0;86.0;-608.0;203.0;-372.0;805;?
-163;-512.0;-314.0;32;-62.0;145.0;-612.0;?;-383.0;809;23.0
-163;-516.0;-315.0;32;-65.0;193.0;-613.0;206.0;-389.0;805;?
-163;-517.0;-316.0;32;-68.0;258.0;-614.0;208.0;-389.0;801;30.0
-163;-518.0;-316.0;32;-70.0;245.0;-614.0;210.0;?;808;38.0
-162;-521.0;-316.0;32;-72.0;193.0;-607.0;211.0;-371.0;?;-14.0
?;-522.0;-317.0;?;?;118.0;-610.0;211.0;?;805;-6.0
-162;-523.0;-317.0;32;?;35.0;-610.0;212.0;?;809;44.0
-162;-525.0;?;32;?;28.0;-613.0;213.0;-370.0;808;7.0
-162;-528.0;-321.0;32;-78.0;132.0;-615.0;215.0;-374.0;808;-54.0
-162;-532.0;-323.0;32;?;142.0;-618.0;219.0;-376.0;803;?
-162;-534.0;-324.0;32;-82.0;?;-619.0;224.0;-375.0;801;-12.0
-162;-538.0;?;32;-84.0;?;?;228.0;-374.0;803;0.0
-162;-542.0;?;32;?;121.0;-624.0;230.0;?;801;?
-162;-545.0;-329.0;32;-86.0;7.0;?;232.0;?;803;-42.0
-163;-547.0;-330.0;?;-88.0;?;-626.0;233.0;?;805;-33.0
?;?;-331.0;32;-90.0;55.0;-627.0;234.0;-380.0;803;?
?;-550.0;-332.0;32;?;75.0;-627.0;236.0;?;802;3.0
-162;-552.0;-333.0;32;-94.0;78.0;?;237.0;-380.0;802;6.0
-162;-554.0;-333.0;32;-95.0;85.0;?;238.0;-381.0;803;?
?;?;-334.0;32;-96.0;?;-628.0;239.0;?;804;3.0
-163;-553.0;-334.0;32;-96.0;69.0;-630.0;239.0;-382.0;803;3.0
-162;-555.0;-334.0;32;-97.0;55.0;-628.0;240.0;-382.0;807;-59.0
-162;-556.0;-334.0;32;-97.0;102.0;-629.0;?;-381.0;809;?
-162;-557.0;-334.0;32;-97.0;?;?;240.0;-381.0;805;-62.0
-162;-557.0;-335.0;32;-98.0;98.0;?;240.0;-380.0;?;?
?;-559.0;-335.0;32;-99.0;106.0;-629.0;241.0;-379.0;803;82.0
-163;-560.0;-336.0;32;-99.0;96.0;-628.0;242.0;-378.0;809;126.0
-162;-559.0;-337.0;32;-100.0;57.0;?;244.0;?;809;140.0
?;?;?;32;-101.0;82.0;-627.0;245.0;-375.0;806;47.0
-162;-562.0;-338.0;32;-101.0;36.0;-627.0;247.0;-374.0;800;21.0
-162;-563.0;?;32;?;69.0;-628.0;247.0;-371.0;797;61.0
-162;-564.0;-339.0;32;-102.0;51.0;-627.0;?;-368.0;798;65.0
-163;-565.0;-339.0;?;?;?;?;249.0;?;799;45.0
-162;-566.0;-339.0;32;-105.0;151.0;-625.0;?;?;800;127.0
?;?;-339.0;32;?;162.0;-622.0;250.0;-362.0;800;137.0
-162;?;?;32;-104.0;193.0;-621.0;249.0;?;799;?
-162;-563.0;-336.0;32;-104.0;143.0;-619.0;?;-356.0;801;211.0
?;-562.0;?;32;-105.0;97.0;-614.0;247.0;?;802;276.0
-163;?;-333.0;?;?;88.0;?;246.0;-344.0;803;239.0
