InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;Accelerometer BACK accX
60.0;-265.0;?;147;-466.0;?;487.0;432.0;469.0;-406.0;121.0
?;-267.0;?;82;-467.0;-255.0;506.0;402.0;462.0;-408.0;140.0
?;-273.0;-159.0;155;-470.0;-283.0;527.0;413.0;454.0;-409.0;56.0
-228.0;-281.0;-166.0;942;-472.0;-314.0;549.0;343.0;447.0;-410.0;5.0
?;-292.0;?;1233;-474.0;-347.0;568.0;268.0;?;-410.0;65.0
-354.0;-302.0;-182.0;796;-474.0;-378.0;584.0;248.0;434.0;-406.0;114.0
-659.0;-311.0;-190.0;856;-472.0;?;596.0;244.0;424.0;-397.0;?
-787.0;-318.0;-198.0;923;-472.0;-419.0;608.0;313.0;416.0;-385.0;123.0
-690.0;-326.0;-204.0;537;?;?;616.0;232.0;413.0;?;76.0
-536.0;?;-206.0;222;-472.0;-432.0;?;?;403.0;-360.0;74.0
-623.0;-338.0;-210.0;405;-466.0;-420.0;610.0;162.0;397.0;-348.0;44.0
-535.0;-335.0;-217.0;7;?;?;597.0;123.0;?;-344.0;32.0
-84.0;-334.0;-223.0;-120;-459.0;-371.0;575.0;6.0;?;?;?
98.0;-332.0;-220.0;-102;-459.0;?;?;-99.0;387.0;-344.0;58.0
-21.0;-325.0;-212.0;-1906;-459.0;-306.0;518.0;-94.0;381.0;-338.0;189.0
-144.0;-314.0;-206.0;-2890;?;-275.0;490.0;-54.0;?;?;209.0
-54.0;?;?;?;?;-245.0;464.0;?;389.0;-335.0;125.0
34.0;-301.0;?;-2919;-484.0;-218.0;442.0;-149.0;406.0;-338.0;260.0
107.0;-302.0;?;-891;-494.0;-191.0;?;-162.0;427.0;?;330.0
109.0;-304.0;-203.0;?;-504.0;?;?;-114.0;450.0;-346.0;220.0
-20.0;-306.0;?;-1491;-510.0;-138.0;?;-92.0;470.0;-348.0;252.0
-205.0;-308.0;?;-713;-515.0;?;387.0;-87.0;485.0;-348.0;268.0
?;-312.0;-211.0;-294;?;-93.0;384.0;?;495.0;-347.0;336.0
-372.0;-315.0;-214.0;-385;-520.0;-78.0;385.0;-50.0;501.0;-346.0;358.0
-315.0;-321.0;-218.0;?;-524.0;-71.0;?;-121.0;?;-346.0;379.0
-208.0;-331.0;-224.0;-329;-528.0;?;398.0;?;507.0;-349.0;322.0
-74.0;-342.0;-233.0;-323;?;-86.0;411.0;-252.0;504.0;-355.0;342.0
-146.0;?;-240.0;-306;?;-107.0;426.0;?;497.0;-357.0;330.0
-153.0;-361.0;-245.0;-332;-520.0;-136.0;441.0;-291.0;483.0;-357.0;347.0
-37.0;-368.0;-251.0;-308;-512.0;-170.0;456.0;-198.0;463.0;-360.0;376.0
-72.0;-373.0;-262.0;-297;?;?;?;?;439.0;-368.0;384.0
-85.0;-374.0;-275.0;?;-485.0;?;488.0;?;417.0;-378.0;385.0
?;-375.0;-286.0;-276;?;-228.0;501.0;54.0;401.0;-392.0;386.0
433.0;-380.0;?;?;-474.0;-243.0;?;?;394.0;-410.0;390.0
?;-384.0;-305.0;?;-479.0;-266.0;534.0;?;?;-428.0;265.0
640.0;-383.0;-310.0;?;-488.0;?;?;235.0;?;-441.0;213.0
621.0;-378.0;-309.0;-193;?;-308.0;568.0;292.0;444.0;?;?
531.0;-370.0;-307.0;-197;-505.0;-322.0;580.0;297.0;471.0;-459.0;155.0
?;-361.0;-307.0;-184;-517.0;?;591.0;?;501.0;-468.0;?
350.0;-353.0;?;-227;-529.0;-340.0;598.0;300.0;534.0;-477.0;207.0
?;-348.0;-310.0;?;-542.0;-342.0;602.0;?;565.0;-486.0;93.0
227.0;-345.0;-312.0;-26;?;-338.0;603.0;342.0;594.0;-493.0;15.0
212.0;?;-314.0;21;-564.0;?;601.0;386.0;?;-498.0;-117.0
215.0;-350.0;-318.0;141;-576.0;-318.0;?;444.0;?;-503.0;-125.0
216.0;-357.0;-321.0;-191;-589.0;-300.0;586.0;?;643.0;-508.0;-138.0
?;-363.0;?;?;?;-288.0;574.0;482.0;645.0;-511.0;-183.0
?;-370.0;-324.0;558;-610.0;-285.0;563.0;530.0;655.0;-510.0;-206.0
?;-376.0;?;353;-623.0;?;556.0;635.0;675.0;-506.0;-200.0
-631.0;-384.0;-332.0;281;-636.0;-298.0;552.0;?;702.0;-499.0;-212.0
-725.0;-394.0;-337.0;?;-646.0;-314.0;?;657.0;733.0;?;?
-820.0;-405.0;-343.0;178;-656.0;-335.0;549.0;538.0;765.0;-483.0;-260.0
-730.0;-416.0;-351.0;-5;?;?;551.0;414.0;792.0;-479.0;-283.0
-590.0;-426.0;?;-231;-672.0;-377.0;556.0;?;814.0;-477.0;?
-492.0;-431.0;-356.0;-663;-678.0;-392.0;561.0;?;833.0;-476.0;-193.0
-294.0;-435.0;-353.0;?;-683.0;-404.0;?;?;847.0;?;-144.0
?;?;-352.0;-956;-685.0;-412.0;569.0;260.0;?;-479.0;-174.0
?;-434.0;?;?;-687.0;-418.0;?;260.0;867.0;-481.0;?
-146.0;?;-350.0;-710;-690.0;-423.0;579.0;225.0;875.0;-485.0;-182.0
-122.0;-429.0;-350.0;-512;-690.0;?;583.0;183.0;880.0;-491.0;-209.0
-26.0;?;-349.0;-523;-691.0;?;589.0;156.0;?;-496.0;-256.0
?;-420.0;?;-369;-690.0;-445.0;595.0;181.0;877.0;?;?
48.0;-416.0;-347.0;7;?;-450.0;601.0;155.0;873.0;-507.0;-289.0
62.0;-414.0;-349.0;214;?;-450.0;605.0;148.0;871.0;-514.0;-275.0
96.0;?;-354.0;196;-682.0;-448.0;?;127.0;?;-524.0;-213.0
174.0;-422.0;-362.0;58;-683.0;-442.0;602.0;161.0;868.0;?;-143.0
190.0;-427.0;-370.0;-56;-686.0;-444.0;601.0;192.0;?;-545.0;?
222.0;-433.0;?;-113;-690.0;-445.0;600.0;200.0;868.0;?;?
124.0;-437.0;-385.0;-235;-695.0;?;601.0;218.0;871.0;-560.0;-1.0
104.0;-439.0;-389.0;-237;?;-445.0;602.0;?;870.0;-565.0;79.0
93.0;-439.0;-393.0;-141;-696.0;-453.0;606.0;193.0;866.0;?;?
?;-439.0;-395.0;-142;-691.0;-463.0;616.0;?;859.0;-576.0;263.0
111.0;-439.0;-396.0;?;-684.0;-469.0;629.0;8.0;853.0;?;302.0
169.0;-440.0;-397.0;-141;-676.0;-473.0;642.0;-128.0;?;-586.0;265.0
184.0;-444.0;?;?;?;-479.0;655.0;-194.0;?;-592.0;300.0
269.0;-449.0;-406.0;-114;?;-485.0;667.0;-286.0;?;-598.0;191.0
383.0;-457.0;-414.0;-109;-648.0;-486.0;678.0;-350.0;825.0;-605.0;157.0
?;-466.0;?;-105;-641.0;-489.0;689.0;-408.0;?;?;141.0
504.0;-474.0;-433.0;-92;-636.0;-492.0;698.0;-417.0;?;-617.0;138.0
?;-481.0;-444.0;?;-634.0;?;705.0;-370.0;816.0;-621.0;115.0
399.0;-488.0;?;-61;-632.0;-498.0;?;-332.0;?;-625.0;117.0
403.0;-494.0;-466.0;-43;?;-501.0;712.0;-281.0;?;-628.0;?
399.0;-498.0;?;-27;?;-506.0;?;-189.0;811.0;-631.0;90.0
407.0;-500.0;-483.0;-33;-633.0;-512.0;712.0;-100.0;810.0;-634.0;148.0
?;-500.0;-489.0;-36;-636.0;-518.0;710.0;-34.0;808.0;?;215.0
?;-499.0;-492.0;-30;-638.0;-526.0;?;18.0;?;-636.0;240.0
?;?;-493.0;-35;?;-533.0;708.0;39.0;794.0;-636.0;211.0
146.0;-494.0;?;-38;-636.0;-538.0;710.0;67.0;787.0;?;194.0
18.0;-493.0;-491.0;-27;-635.0;-543.0;714.0;67.0;?;-632.0;221.0
-42.0;-494.0;-491.0;-23;-634.0;?;719.0;23.0;772.0;-631.0;211.0
?;-497.0;-492.0;-32;-631.0;-548.0;725.0;11.0;761.0;-631.0;242.0
-84.0;-502.0;-495.0;?;-626.0;-551.0;732.0;1.0;750.0;-631.0;256.0
-58.0;-509.0;-499.0;-16;-620.0;-550.0;?;-12.0;747.0;-633.0;?
?;-518.0;-505.0;-6;?;-550.0;747.0;-37.0;736.0;-635.0;184.0
-56.0;-525.0;-514.0;-3;-606.0;-552.0;755.0;-41.0;717.0;-640.0;162.0
61.0;-530.0;-521.0;-6;-595.0;-552.0;766.0;-72.0;697.0;-645.0;143.0
?;-533.0;-527.0;-12;-584.0;?;775.0;-92.0;671.0;-648.0;87.0
176.0;?;-529.0;-19;-574.0;-550.0;785.0;-32.0;655.0;-650.0;90.0
106.0;-528.0;?;-10;-567.0;-551.0;791.0;-2.0;655.0;-651.0;77.0
30.0;?;-529.0;-2;-568.0;-557.0;792.0;62.0;654.0;-652.0;?
31.0;-522.0;?;-5;-568.0;-571.0;?;165.0;637.0;-654.0;70.0
96.0;-521.0;-533.0;?;-565.0;?;?;218.0;620.0;-659.0;30.0
76.0;-519.0;-534.0;-12;-565.0;?;788.0;330.0;612.0;-664.0;38.0
?;-519.0;-535.0;-5;-565.0;-611.0;784.0;372.0;612.0;-670.0;37.0
?;?;?;0;-564.0;-618.0;?;415.0;606.0;-675.0;39.0
-55.0;-516.0;-535.0;-4;?;?;?;421.0;592.0;-679.0;33.0
-10.0;-514.0;-533.0;-4;-550.0;-633.0;785.0;?;574.0;-683.0;17.0
-16.0;-512.0;-531.0;?;-543.0;-639.0;789.0;343.0;?;-688.0;1.0
?;-511.0;-529.0;-3;-540.0;-639.0;?;328.0;559.0;-692.0;-24.0
-5.0;-510.0;-527.0;-14;?;?;793.0;260.0;553.0;-696.0;-40.0
-18.0;?;?;-6;-536.0;-642.0;793.0;260.0;?;?;-68.0
-5.0;?;-523.0;-1;-535.0;-645.0;793.0;224.0;549.0;-702.0;?
18.0;-509.0;-521.0;-2;-536.0;?;?;194.0;550.0;-704.0;-26.0
-2.0;?;-519.0;1;-536.0;-645.0;794.0;160.0;550.0;-707.0;16.0
?;?;-516.0;-5;-536.0;?;795.0;162.0;552.0;-708.0;17.0
-15.0;-508.0;-514.0;6;?;-635.0;795.0;121.0;554.0;-708.0;51.0
-27.0;-507.0;-511.0;6;-541.0;-632.0;793.0;108.0;552.0;-708.0;68.0
-37.0;-507.0;-509.0;?;-546.0;-631.0;791.0;106.0;550.0;-708.0;67.0
-43.0;-507.0;-508.0;?;-550.0;-633.0;789.0;118.0;547.0;-708.0;77.0
-61.0;-507.0;-507.0;6;-551.0;?;788.0;111.0;547.0;-709.0;43.0
-77.0;?;-507.0;2;-552.0;-632.0;787.0;?;549.0;-709.0;11.0
?;-509.0;?;-8;-552.0;-632.0;?;?;547.0;-708.0;46.0
-101.0;-510.0;-509.0;-15;-550.0;-633.0;?;-24.0;?;-707.0;?
?;-513.0;-511.0;-8;-550.0;-634.0;?;-35.0;545.0;-706.0;51.0
-40.0;-516.0;-514.0;-10;-549.0;?;785.0;-34.0;?;?;80.0
-40.0;-519.0;-518.0;-7;-549.0;-640.0;784.0;-47.0;547.0;-705.0;83.0
-4.0;-522.0;-522.0;3;-549.0;-642.0;783.0;?;?;-706.0;93.0
-26.0;-523.0;-525.0;?;-548.0;?;?;9.0;546.0;?;70.0
-2.0;-523.0;-527.0;-2;-548.0;-643.0;781.0;?;545.0;-707.0;105.0
?;-524.0;-529.0;0;-549.0;-643.0;781.0;46.0;545.0;-709.0;?
87.0;?;?;?;-549.0;-642.0;?;93.0;545.0;?;25.0
?;?;-533.0;9;-549.0;-643.0;780.0;127.0;544.0;-714.0;48.0
19.0;-523.0;-534.0;-5;-550.0;-643.0;?;153.0;544.0;?;75.0
124.0;?;?;-8;-551.0;?;780.0;185.0;547.0;-720.0;-9.0
116.0;-523.0;?;-5;-552.0;-642.0;779.0;176.0;549.0;-723.0;-105.0
165.0;-522.0;-541.0;-37;-554.0;-640.0;777.0;185.0;552.0;-727.0;-14.0
219.0;?;-544.0;-181;-555.0;-638.0;?;214.0;554.0;-731.0;?
?;-521.0;-547.0;-498;-556.0;?;776.0;246.0;558.0;-735.0;-100.0
184.0;-521.0;-550.0;-584;-558.0;?;776.0;276.0;563.0;-740.0;?
203.0;?;-554.0;-153;-562.0;-629.0;?;272.0;567.0;-744.0;-99.0
193.0;?;-558.0;123;-566.0;-625.0;773.0;262.0;573.0;?;-125.0
141.0;-528.0;-562.0;221;-569.0;-620.0;?;?;581.0;-752.0;?
97.0;-532.0;?;118;-572.0;-614.0;773.0;331.0;589.0;-757.0;-31.0
104.0;-536.0;?;?;-576.0;-609.0;774.0;303.0;601.0;?;-12.0
170.0;-538.0;-575.0;-180;-579.0;-602.0;777.0;270.0;618.0;-768.0;-11.0
?;?;-576.0;-106;?;?;781.0;?;635.0;-776.0;25.0
338.0;-542.0;?;-84;-582.0;-586.0;?;159.0;648.0;-780.0;153.0
?;?;-581.0;-56;-581.0;?;?;131.0;654.0;-782.0;155.0
?;-545.0;?;-55;-578.0;-578.0;?;79.0;655.0;-781.0;242.0
315.0;-549.0;-597.0;246;?;-574.0;802.0;70.0;654.0;-779.0;?
380.0;-551.0;?;?;-568.0;-569.0;808.0;70.0;654.0;-775.0;459.0
419.0;?;-616.0;385;-562.0;-565.0;815.0;14.0;656.0;-771.0;657.0
?;?;-623.0;?;-553.0;-560.0;823.0;-16.0;658.0;-769.0;537.0
333.0;?;-625.0;?;-541.0;-556.0;?;-51.0;661.0;-770.0;?
351.0;-538.0;-628.0;-121;-527.0;?;844.0;-137.0;?;?;?
?;-527.0;-631.0;152;-511.0;-556.0;?;-240.0;?;-767.0;?
370.0;-519.0;-631.0;?;-493.0;-558.0;867.0;-296.0;651.0;-769.0;381.0
582.0;?;-630.0;23;?;-560.0;879.0;?;643.0;-773.0;482.0
250.0;-499.0;?;59;-443.0;-557.0;892.0;-94.0;636.0;-775.0;498.0
187.0;-493.0;-627.0;29;?;-553.0;904.0;-76.0;?;-778.0;507.0
291.0;-483.0;-622.0;?;?;?;915.0;-70.0;640.0;-783.0;508.0
634.0;-468.0;?;81;-353.0;-555.0;?;-80.0;?;?;510.0
565.0;-453.0;-610.0;76;-327.0;-563.0;?;?;620.0;-792.0;544.0
153.0;?;-600.0;59;-303.0;-573.0;938.0;-4.0;609.0;?;551.0
-23.0;?;?;73;-282.0;-580.0;942.0;-25.0;602.0;-803.0;509.0
?;-429.0;-585.0;58;-261.0;-582.0;946.0;95.0;598.0;?;587.0
-50.0;-421.0;-575.0;?;-245.0;-585.0;948.0;?;594.0;-816.0;592.0
65.0;-411.0;-569.0;71;-231.0;-589.0;949.0;61.0;585.0;-821.0;571.0
?;-402.0;?;55;-213.0;-597.0;951.0;36.0;576.0;-823.0;?
397.0;?;-561.0;46;-194.0;-602.0;953.0;10.0;?;-826.0;595.0
394.0;?;-558.0;57;?;-607.0;955.0;27.0;562.0;-828.0;?
419.0;?;-556.0;63;?;-611.0;956.0;31.0;?;-829.0;574.0
435.0;-385.0;-555.0;43;-151.0;-616.0;958.0;65.0;549.0;-830.0;508.0
?;-382.0;-555.0;12;-142.0;?;?;78.0;546.0;-829.0;528.0
461.0;?;?;?;-133.0;-623.0;959.0;79.0;543.0;-830.0;560.0
325.0;?;-553.0;?;?;-627.0;?;?;?;?;?
240.0;-377.0;-551.0;41;-121.0;-632.0;958.0;83.0;?;-831.0;522.0
?;-375.0;?;66;-117.0;-633.0;?;?;532.0;-830.0;503.0
199.0;?;-551.0;65;-117.0;?;958.0;125.0;533.0;-829.0;500.0
?;?;-553.0;52;-120.0;?;?;112.0;?;?;474.0
-117.0;-383.0;-558.0;?;-124.0;-633.0;955.0;87.0;?;?;470.0
-264.0;-390.0;-562.0;55;-128.0;-633.0;954.0;1.0;535.0;?;?
-537.0;-400.0;-568.0;72;-132.0;?;954.0;-85.0;?;-818.0;393.0
-605.0;-415.0;?;64;-137.0;-632.0;955.0;?;541.0;-814.0;384.0
-711.0;-427.0;-583.0;45;-142.0;-631.0;956.0;?;546.0;-809.0;258.0
-1017.0;-444.0;-591.0;29;-147.0;-632.0;957.0;-260.0;550.0;?;?
?;-459.0;?;14;-152.0;-633.0;958.0;-248.0;554.0;-799.0;?
-1124.0;-474.0;-605.0;19;-157.0;-631.0;960.0;-303.0;561.0;?;223.0
-1279.0;-488.0;-612.0;-25;-165.0;-627.0;961.0;-282.0;571.0;-787.0;212.0
-1252.0;-495.0;-618.0;-29;-174.0;-622.0;962.0;?;583.0;?;209.0
-1287.0;-499.0;-621.0;33;-183.0;-616.0;962.0;-215.0;595.0;-775.0;?
-1230.0;-503.0;?;34;-192.0;-609.0;962.0;-204.0;607.0;-769.0;120.0
-1195.0;-505.0;-624.0;5;-201.0;?;961.0;?;618.0;?;123.0
?;-506.0;-625.0;-163;-214.0;?;960.0;?;?;-758.0;?
-1008.0;-507.0;-627.0;66;-235.0;-543.0;956.0;-143.0;647.0;-752.0;18.0
?;-511.0;-627.0;421;-266.0;-499.0;951.0;-125.0;?;-748.0;?
-681.0;-517.0;-627.0;-65;-309.0;-449.0;942.0;-94.0;733.0;-745.0;0.0
-409.0;?;?;-359;-362.0;-400.0;925.0;-59.0;788.0;-744.0;1.0
-184.0;-537.0;-627.0;35;-422.0;?;900.0;-58.0;?;-743.0;?
11.0;-544.0;-632.0;225;-477.0;-339.0;870.0;-26.0;859.0;?;18.0
86.0;-546.0;-639.0;188;-526.0;-334.0;838.0;3.0;881.0;-735.0;?
208.0;?;-648.0;169;-567.0;-346.0;810.0;86.0;895.0;-729.0;71.0
263.0;-552.0;-657.0;55;-597.0;-363.0;789.0;41.0;?;-723.0;88.0
295.0;-551.0;-667.0;-54;?;-372.0;774.0;-38.0;911.0;-715.0;162.0
363.0;-546.0;-677.0;?;-625.0;-374.0;766.0;-87.0;?;-707.0;114.0
481.0;-538.0;-686.0;-47;-629.0;-374.0;762.0;-112.0;917.0;-701.0;131.0
494.0;?;?;-23;-626.0;?;762.0;-178.0;918.0;-695.0;165.0
?;-521.0;-704.0;40;-626.0;-376.0;762.0;-204.0;?;?;158.0
244.0;-508.0;-709.0;27;-626.0;-387.0;?;?;?;-685.0;129.0
?;-500.0;-707.0;8;?;?;765.0;-149.0;912.0;-688.0;195.0
57.0;-501.0;-703.0;?;-618.0;-405.0;769.0;-112.0;?;-691.0;280.0
-28.0;?;-698.0;-103;-613.0;-414.0;773.0;-80.0;906.0;-695.0;?
-21.0;?;-691.0;-141;?;?;778.0;-59.0;?;-701.0;?
69.0;?;?;-109;-601.0;-430.0;784.0;?;898.0;-704.0;441.0
241.0;-532.0;-681.0;97;-594.0;-436.0;790.0;-29.0;894.0;-708.0;434.0
541.0;-521.0;?;12;-587.0;-442.0;?;-62.0;?;-711.0;452.0
782.0;-503.0;-672.0;-91;-579.0;-448.0;803.0;-86.0;887.0;-716.0;?
?;-482.0;-665.0;?;-570.0;-455.0;810.0;?;883.0;-721.0;?
1547.0;-456.0;-658.0;17;-561.0;-461.0;816.0;-36.0;879.0;-726.0;446.0
1776.0;-430.0;-652.0;25;-552.0;-469.0;823.0;24.0;874.0;-732.0;451.0
1685.0;-404.0;-651.0;?;-543.0;-478.0;829.0;?;870.0;-734.0;468.0
1646.0;-383.0;?;4;-533.0;-486.0;836.0;128.0;865.0;-732.0;502.0
1585.0;-367.0;-658.0;30;-523.0;-494.0;843.0;209.0;860.0;-730.0;?
?;-352.0;-663.0;10;-514.0;-502.0;849.0;?;?;-726.0;497.0
1381.0;?;-664.0;0;-505.0;?;?;316.0;853.0;-725.0;?
1296.0;-335.0;-662.0;18;-498.0;-514.0;859.0;?;850.0;-726.0;473.0
1084.0;-336.0;?;16;-493.0;-519.0;862.0;?;?;-723.0;446.0
?;-339.0;-668.0;8;-489.0;-522.0;864.0;460.0;846.0;-719.0;404.0
640.0;-346.0;-671.0;8;-487.0;-524.0;864.0;505.0;?;?;432.0
?;?;-674.0;8;-488.0;-526.0;864.0;535.0;?;?;412.0
202.0;-345.0;-677.0;6;-489.0;-525.0;?;535.0;845.0;-712.0;413.0
?;-344.0;-681.0;1;?;-524.0;860.0;?;846.0;-710.0;?
-83.0;-348.0;-684.0;?;?;?;857.0;488.0;?;?;?
-66.0;-350.0;-687.0;?;-499.0;-519.0;854.0;485.0;?;-705.0;?
?;-356.0;?;2;-503.0;-515.0;851.0;503.0;850.0;?;?
-183.0;-353.0;-689.0;?;-508.0;-511.0;847.0;492.0;852.0;-704.0;406.0
-83.0;-351.0;-690.0;6;?;-509.0;844.0;448.0;?;?;374.0
?;-356.0;-691.0;6;-517.0;-507.0;?;?;?;-702.0;?
-100.0;-367.0;?;3;-521.0;-505.0;837.0;433.0;854.0;-700.0;363.0
-214.0;-379.0;-694.0;2;-524.0;-505.0;835.0;367.0;854.0;?;378.0
-407.0;-386.0;-697.0;-11;-525.0;-505.0;834.0;307.0;853.0;-699.0;392.0
?;-393.0;-699.0;-17;-525.0;-505.0;833.0;253.0;852.0;-698.0;417.0
?;-406.0;?;?;-525.0;-506.0;?;172.0;?;-697.0;467.0
-643.0;?;?;-5;?;-507.0;833.0;?;850.0;-697.0;490.0
?;-418.0;-707.0;4;-522.0;?;834.0;76.0;848.0;-697.0;491.0
-324.0;-428.0;-708.0;9;-520.0;-511.0;835.0;68.0;847.0;?;498.0
-213.0;-435.0;-709.0;9;-519.0;-513.0;836.0;23.0;845.0;-697.0;493.0
-45.0;-433.0;-709.0;10;?;?;837.0;45.0;843.0;-698.0;490.0
97.0;-426.0;-708.0;2;-517.0;-519.0;?;-1.0;?;-698.0;427.0
226.0;-420.0;-708.0;5;-516.0;?;839.0;-44.0;841.0;?;411.0
351.0;-413.0;-709.0;?;-515.0;-520.0;839.0;-46.0;?;-694.0;419.0
451.0;-416.0;?;7;-514.0;-521.0;840.0;-24.0;840.0;-691.0;411.0
394.0;-422.0;-714.0;?;-513.0;-522.0;?;-46.0;839.0;-687.0;388.0
399.0;?;?;3;-512.0;-523.0;842.0;?;838.0;-683.0;406.0
119.0;?;?;3;-511.0;-523.0;843.0;?;838.0;-681.0;430.0
-87.0;-443.0;-720.0;-4;-510.0;?;?;?;838.0;-679.0;460.0
-325.0;-449.0;-722.0;-7;?;-524.0;845.0;-70.0;838.0;-679.0;446.0
-486.0;-454.0;?;0;-507.0;?;846.0;-127.0;838.0;-679.0;440.0
?;-457.0;?;-2;?;-524.0;846.0;-134.0;838.0;?;452.0
-390.0;?;-728.0;-4;-506.0;-524.0;847.0;-163.0;839.0;-679.0;452.0
-237.0;?;-729.0;-1;-506.0;-525.0;847.0;?;839.0;-678.0;462.0
?;-455.0;-729.0;-1;-507.0;-526.0;?;-131.0;839.0;?;483.0
159.0;?;?;?;-508.0;?;846.0;-121.0;?;-680.0;?
?;-439.0;?;-7;-509.0;-527.0;846.0;-109.0;?;?;?
?;-431.0;?;-1;?;-526.0;846.0;-66.0;840.0;?;464.0
358.0;-429.0;-725.0;7;?;-525.0;?;-46.0;841.0;-677.0;471.0
408.0;-434.0;-726.0;6;-509.0;-525.0;846.0;-41.0;?;-675.0;474.0
402.0;?;-729.0;6;-508.0;-525.0;847.0;-72.0;841.0;?;486.0
369.0;-457.0;-731.0;6;-507.0;-526.0;847.0;-32.0;841.0;-668.0;491.0
288.0;?;-732.0;?;-505.0;-527.0;?;-11.0;841.0;-665.0;474.0
264.0;-465.0;-734.0;6;-504.0;?;849.0;-53.0;840.0;-662.0;442.0
212.0;-468.0;-737.0;?;?;-532.0;?;-13.0;838.0;-658.0;?
102.0;-474.0;?;6;-501.0;-534.0;?;-47.0;837.0;-653.0;436.0
38.0;?;-745.0;6;-499.0;-536.0;?;-12.0;836.0;-650.0;439.0
4.0;-492.0;-746.0;7;-497.0;-537.0;853.0;-82.0;836.0;-648.0;452.0
-41.0;-493.0;-747.0;?;-497.0;-537.0;853.0;2.0;?;-648.0;?
-42.0;-492.0;-745.0;?;-497.0;-538.0;853.0;11.0;?;-650.0;443.0
-31.0;-491.0;-743.0;2;-497.0;?;853.0;?;835.0;-652.0;?
-21.0;-489.0;-742.0;-1;-498.0;-536.0;852.0;12.0;836.0;-654.0;485.0
-97.0;-488.0;-741.0;-2;?;-534.0;851.0;80.0;837.0;?;490.0
-156.0;-488.0;-739.0;0;-501.0;-533.0;850.0;35.0;837.0;-657.0;490.0
-95.0;-482.0;?;-2;?;?;849.0;33.0;838.0;-659.0;507.0
-33.0;?;-736.0;-5;-503.0;?;849.0;?;839.0;?;498.0
56.0;-460.0;-736.0;-3;?;-529.0;848.0;57.0;839.0;?;498.0
73.0;-456.0;-737.0;2;-505.0;-529.0;847.0;?;840.0;?;510.0
6.0;-451.0;?;3;-506.0;?;847.0;50.0;?;-657.0;516.0
-62.0;?;-742.0;3;?;-529.0;?;37.0;840.0;?;507.0
-64.0;-457.0;-746.0;?;?;-529.0;846.0;26.0;839.0;-649.0;497.0
94.0;-460.0;-748.0;?;-507.0;-529.0;846.0;44.0;839.0;-647.0;?
154.0;?;-748.0;3;-507.0;-530.0;845.0;59.0;839.0;-646.0;455.0
121.0;-471.0;?;3;-507.0;?;?;?;839.0;-648.0;442.0
53.0;-470.0;?;3;-507.0;?;?;44.0;?;-651.0;432.0
33.0;-469.0;-741.0;4;-506.0;-532.0;845.0;50.0;838.0;-654.0;456.0
-57.0;-469.0;-738.0;5;?;-532.0;845.0;55.0;837.0;-657.0;491.0
-175.0;-469.0;-736.0;5;-506.0;-532.0;845.0;70.0;837.0;-659.0;?
-388.0;-467.0;?;5;?;-532.0;846.0;57.0;?;?;462.0
?;-467.0;-737.0;5;?;?;845.0;54.0;?;-661.0;472.0
-573.0;-468.0;-740.0;?;-506.0;-531.0;845.0;50.0;837.0;-660.0;471.0
-559.0;-469.0;-744.0;0;-507.0;-530.0;844.0;31.0;837.0;-658.0;466.0
-586.0;-469.0;-748.0;2;?;-529.0;843.0;?;838.0;?;463.0
-533.0;-480.0;-751.0;0;?;-527.0;842.0;80.0;838.0;-654.0;477.0
-389.0;-479.0;-753.0;0;-515.0;-526.0;840.0;31.0;839.0;?;448.0
?;-480.0;-755.0;0;-517.0;-524.0;839.0;53.0;?;-652.0;459.0
-433.0;-487.0;-759.0;2;-519.0;-523.0;837.0;76.0;?;-648.0;470.0
?;-496.0;-764.0;3;-521.0;?;836.0;69.0;842.0;-643.0;416.0
-606.0;-511.0;-770.0;?;-522.0;?;?;?;842.0;?;431.0
-784.0;-529.0;?;1;-523.0;-519.0;835.0;78.0;842.0;-627.0;404.0
-775.0;-542.0;-782.0;?;-524.0;-519.0;834.0;62.0;842.0;-622.0;?
-610.0;-557.0;-783.0;-8;-525.0;-519.0;834.0;27.0;842.0;-620.0;424.0
-678.0;-568.0;-782.0;-3;-525.0;-519.0;833.0;44.0;842.0;?;419.0
?;-568.0;-779.0;-1;?;?;833.0;95.0;?;-623.0;405.0
-568.0;-567.0;-775.0;-7;?;-519.0;833.0;94.0;842.0;-628.0;396.0
-482.0;?;-770.0;-5;-527.0;?;832.0;92.0;842.0;-634.0;?
-328.0;-566.0;-765.0;-6;-528.0;-516.0;832.0;83.0;842.0;-639.0;?
?;-560.0;-762.0;-6;-529.0;?;831.0;68.0;843.0;?;372.0
?;-561.0;-754.0;-6;-530.0;-513.0;831.0;?;843.0;-651.0;354.0
?;-558.0;-749.0;-5;-532.0;-512.0;830.0;101.0;?;?;344.0
-199.0;?;-741.0;-7;-534.0;?;830.0;103.0;843.0;-664.0;327.0
-204.0;?;-732.0;?;-535.0;-510.0;?;154.0;844.0;-674.0;?
