InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-114.0;-205.0;131;70;605;-203.0;454.0;?;?;-164;?
-100.0;-174.0;460;?;615;-72.0;454.0;460;-440.0;-118;?
?;-77.0;482;-8;617;74.0;454.0;482;-438.0;-88;-27
?;13.0;-8;70;?;184.0;454.0;-8;?;-123;?
-94.0;8.0;-109;43;?;?;455.0;-109;-431.0;?;-27
-76.0;98.0;86;65;617;398.0;454.0;?;-428.0;2;-27
?;153.0;20;?;615;474.0;455.0;20;-425.0;?;?
?;134.0;-596;190;681;509.0;457.0;-596;-419.0;?;-26
-66.0;103.0;-1106;299;677;533.0;460.0;-1106;?;179;?
?;177.0;?;?;798;505.0;459.0;-510;-401.0;219;-27
-61.0;?;-127;382;675;609.0;?;-127;?;?;-29
?;254.0;366;63;278;598.0;460.0;366;-387.0;-179;-30
-26.0;178.0;980;-453;179;?;461.0;980;-384.0;-975;-30
-10.0;243.0;273;?;407;701.0;461.0;273;-380.0;-847;-30
?;?;-281;?;661;783.0;465.0;?;?;?;-30
13.0;382.0;-132;11;678;840.0;467.0;-132;?;195;-30
25.0;409.0;-117;17;?;?;?;?;?;?;-30
67.0;426.0;-170;18;665;774.0;473.0;-170;-409.0;148;-30
64.0;?;-145;13;664;730.0;?;-145;-425.0;79;-30
-7.0;?;-38;30;655;589.0;483.0;-38;-438.0;80;-30
?;374.0;60;30;653;?;487.0;60;-451.0;106;?
-253.0;?;?;35;641;?;?;18;-458.0;98;-31
-237.0;150.0;-41;39;642;?;504.0;?;-461.0;?;?
-207.0;139.0;81;25;654;?;510.0;?;-466.0;86;-31
-220.0;193.0;115;36;650;?;515.0;115;-466.0;84;?
-266.0;149.0;19;34;?;379.0;521.0;?;-468.0;92;-32
-294.0;78.0;43;11;669;?;524.0;?;-465.0;78;?
?;190.0;53;?;?;259.0;527.0;53;-463.0;76;?
-345.0;152.0;?;28;665;270.0;?;33;?;79;?
?;-40.0;?;22;665;141.0;?;66;-471.0;74;-32
-300.0;-75.0;53;24;665;25.0;534.0;53;-469.0;75;-32
-306.0;94.0;54;?;665;40.0;537.0;?;-460.0;75;-32
-335.0;153.0;66;23;663;290.0;534.0;66;?;77;-32
-311.0;?;?;?;673;317.0;532.0;15;?;67;-32
?;317.0;?;19;681;186.0;530.0;-6;-440.0;?;-32
-257.0;138.0;8;21;677;?;529.0;8;-434.0;72;-32
-251.0;262.0;16;?;674;?;529.0;16;-432.0;61;-32
?;320.0;?;14;673;199.0;529.0;?;-429.0;?;-33
-258.0;230.0;?;?;671;162.0;?;0;-426.0;61;?
-257.0;137.0;0;24;?;58.0;528.0;0;-427.0;?;-33
-267.0;?;-1;12;677;36.0;?;-1;?;?;-33
?;-206.0;-15;?;681;40.0;?;?;-439.0;49;-33
-277.0;-322.0;?;18;667;107.0;527.0;6;-450.0;51;?
-277.0;12.0;-10;18;669;98.0;528.0;-10;-463.0;53;-33
-270.0;15.0;-37;?;660;41.0;531.0;-37;-470.0;54;-33
-273.0;157.0;-9;17;?;-152.0;532.0;-9;-476.0;74;-33
?;68.0;52;?;647;?;?;52;?;79;-33
-296.0;-62.0;59;43;?;-75.0;538.0;59;-475.0;?;-33
?;27.0;26;18;662;-122.0;539.0;?;-473.0;53;?
-291.0;-117.0;42;20;660;-245.0;542.0;42;-475.0;57;-33
?;?;41;15;?;-192.0;543.0;41;-470.0;50;-33
-266.0;?;?;13;673;?;?;3;-466.0;42;-32
-271.0;-180.0;18;24;?;-255.0;547.0;18;-462.0;53;-33
-250.0;?;?;?;674;-397.0;551.0;19;-453.0;56;-33
?;-613.0;-5;?;?;-465.0;555.0;-5;-442.0;40;?
-257.0;-806.0;21;18;660;-579.0;562.0;?;-428.0;?;-33
-282.0;-1072.0;26;20;662;-413.0;564.0;?;-417.0;50;?
-326.0;-1189.0;?;?;662;?;571.0;?;-406.0;48;-33
-361.0;-733.0;24;16;668;3.0;575.0;24;-395.0;42;-33
-389.0;-523.0;-19;16;?;-139.0;580.0;?;-385.0;40;-33
-425.0;-727.0;5;26;658;?;?;?;-369.0;46;?
-453.0;-1214.0;0;?;?;-540.0;589.0;?;?;?;?
-461.0;-1941.0;-73;20;?;-922.0;?;-73;-334.0;33;-33
-472.0;-2352.0;-72;22;?;?;596.0;-72;-313.0;42;-33
-513.0;-2062.0;-55;27;668;-1323.0;601.0;-55;?;52;?
-527.0;-2009.0;-48;25;?;-1389.0;605.0;-48;-276.0;50;-34
-524.0;?;23;21;681;-1386.0;609.0;23;-261.0;48;-34
-538.0;-1807.0;?;16;675;-1083.0;609.0;35;-249.0;43;?
?;-1506.0;12;15;678;-995.0;612.0;?;-238.0;42;?
-574.0;-1378.0;53;22;678;-899.0;617.0;53;-228.0;39;-34
-589.0;-1219.0;39;23;674;?;619.0;39;-222.0;?;?
-588.0;-1047.0;-19;19;679;-615.0;622.0;-19;-217.0;39;-34
-594.0;-1029.0;-16;20;679;-592.0;622.0;-16;-212.0;?;-34
-596.0;-927.0;?;20;676;-526.0;625.0;-33;-209.0;40;?
-609.0;-722.0;-63;18;?;-336.0;624.0;-63;-206.0;49;-34
-616.0;-361.0;-38;21;683;-295.0;628.0;?;-210.0;48;?
-626.0;-333.0;-44;18;?;-221.0;626.0;-44;?;43;-34
-637.0;-348.0;-64;18;678;-76.0;630.0;-64;-209.0;49;-34
-610.0;-295.0;-46;20;680;102.0;631.0;-46;?;?;-34
-593.0;-147.0;-52;11;687;137.0;630.0;-52;-216.0;44;-34
?;23.0;-50;15;682;146.0;627.0;-50;-226.0;55;-34
-598.0;44.0;-49;?;686;146.0;627.0;-49;-231.0;56;-34
-594.0;61.0;-51;15;?;190.0;628.0;-51;-237.0;54;-34
-580.0;?;?;23;681;162.0;?;?;-239.0;63;-34
-566.0;?;-3;10;691;128.0;626.0;-3;-240.0;54;-34
-550.0;87.0;?;7;688;113.0;624.0;-30;?;57;-34
?;20.0;-38;18;687;?;622.0;-38;-240.0;?;-34
-498.0;-22.0;-33;-1;712;?;620.0;-33;?;?;-34
-482.0;184.0;?;?;690;-311.0;617.0;-42;?;33;?
-585.0;327.0;-90;8;673;-721.0;613.0;-90;-227.0;51;-34
?;-249.0;?;-53;?;-925.0;610.0;-102;-237.0;27;-34
-643.0;-862.0;-78;-72;734;?;605.0;-78;-282.0;28;-34
?;-936.0;-167;-26;698;-713.0;?;?;-337.0;21;-35
-569.0;-661.0;?;44;620;-588.0;600.0;?;-393.0;87;-35
-540.0;-224.0;-162;30;?;-313.0;597.0;?;-438.0;90;?
?;?;-188;-28;686;-187.0;593.0;-188;-483.0;?;-36
-513.0;-18.0;-139;7;?;-216.0;589.0;?;-509.0;130;-36
-516.0;?;-147;10;612;?;585.0;-147;-521.0;?;-36
?;-406.0;?;-94;763;-579.0;583.0;-266;-539.0;?;-36
-483.0;-519.0;?;-267;858;-668.0;578.0;?;-553.0;?;-34
-486.0;-426.0;353;-273;?;-650.0;570.0;353;-570.0;?;-33
?;-440.0;1497;?;?;-629.0;565.0;?;-579.0;906;?
?;-421.0;?;?;667;?;559.0;1902;-583.0;5;?
-461.0;-458.0;1570;-348;756;?;555.0;1570;-587.0;-352;-27
-461.0;-917.0;2330;?;523;-609.0;546.0;?;-588.0;44;-26
-473.0;-1068.0;984;92;637;-384.0;?;?;?;107;?
?;-1240.0;-676;-37;837;-287.0;535.0;-676;?;129;-29
154.0;?;231;169;?;-106.0;528.0;?;-589.0;-53;-33
138.0;-1020.0;-714;?;568;-89.0;528.0;-714;-587.0;?;-37
?;-474.0;-1452;-215;705;-171.0;?;?;-576.0;-82;-38
46.0;126.0;-546;?;521;-420.0;525.0;-546;-569.0;-186;-40
24.0;?;-386;-20;546;?;519.0;-386;-572.0;?;-44
101.0;404.0;-180;-81;654;-1000.0;518.0;-180;-590.0;?;-44
115.0;630.0;111;-23;639;-323.0;511.0;?;-614.0;77;?
142.0;1856.0;?;?;597;409.0;?;?;-630.0;-2;?
172.0;1503.0;291;27;642;855.0;505.0;?;?;?;-45
213.0;1066.0;328;48;650;?;501.0;328;-643.0;?;-46
?;898.0;?;86;636;590.0;498.0;262;-637.0;?;-46
219.0;173.0;286;80;634;173.0;496.0;286;-636.0;74;-46
221.0;138.0;283;81;?;15.0;492.0;283;-632.0;72;-46
229.0;536.0;260;?;735;?;489.0;260;-632.0;14;-45
229.0;?;?;-27;791;-118.0;487.0;263;-627.0;?;-45
?;-621.0;263;23;740;-497.0;?;?;-621.0;0;-46
232.0;-226.0;?;-35;794;-484.0;488.0;257;-618.0;19;?
195.0;-56.0;?;?;783;-158.0;?;250;-612.0;47;?
190.0;-119.0;268;111;678;-50.0;486.0;?;?;18;?
210.0;278.0;283;?;770;120.0;?;283;-603.0;50;-43
200.0;479.0;?;-107;831;283.0;490.0;295;-595.0;77;?
184.0;473.0;310;?;773;312.0;492.0;310;-585.0;54;-43
175.0;?;479;18;664;208.0;494.0;479;-575.0;38;-42
152.0;264.0;?;128;593;182.0;?;440;?;22;-41
109.0;15.0;177;?;659;86.0;494.0;177;-549.0;-31;-41
?;92.0;189;39;656;9.0;?;189;-538.0;-77;?
88.0;?;-105;-3;?;?;492.0;-105;-524.0;?;-41
50.0;-227.0;-499;-78;862;204.0;491.0;-499;-514.0;468;-41
27.0;-262.0;?;?;813;?;?;-280;-507.0;262;-42
8.0;-114.0;13;-18;726;142.0;486.0;13;?;-54;?
-9.0;?;89;35;625;36.0;483.0;89;-502.0;32;?
?;-115.0;108;23;640;57.0;479.0;108;-502.0;76;-42
-53.0;-82.0;?;-6;681;?;477.0;47;-502.0;36;-42
-57.0;-48.0;15;13;662;-81.0;470.0;15;-510.0;55;-41
-67.0;212.0;50;14;?;-64.0;470.0;50;-520.0;21;-41
-90.0;227.0;3;18;?;-67.0;?;3;-527.0;22;-41
-110.0;128.0;-61;?;662;-452.0;458.0;-61;-535.0;?;-41
-110.0;33.0;-59;18;664;?;455.0;-59;-544.0;?;?
-120.0;?;-45;15;?;-330.0;447.0;?;-556.0;29;?
?;-365.0;-6;13;671;-561.0;443.0;-6;?;34;-41
-144.0;?;0;15;664;-794.0;441.0;?;?;27;?
?;-1128.0;-35;20;663;-857.0;437.0;-35;-560.0;46;-41
?;-1334.0;-35;?;663;-960.0;437.0;-35;-556.0;48;-41
-228.0;-945.0;-40;20;663;-878.0;?;-40;-550.0;45;-41
-219.0;-386.0;-7;?;662;?;?;?;-544.0;47;?
-201.0;-988.0;35;20;?;-354.0;430.0;35;?;43;-41
-240.0;-1124.0;37;?;?;?;431.0;37;-534.0;?;-41
-268.0;?;56;13;?;-524.0;431.0;56;-528.0;?;?
-281.0;-1105.0;51;?;664;-547.0;431.0;51;?;30;-41
-304.0;?;32;16;?;-212.0;431.0;32;-516.0;?;-41
?;2.0;?;?;661;143.0;431.0;21;-509.0;24;-41
-342.0;434.0;33;21;658;333.0;432.0;33;-500.0;25;-41
?;978.0;19;?;?;362.0;?;19;-495.0;28;?
-299.0;503.0;-24;18;660;?;431.0;?;-490.0;24;-41
-299.0;?;-1;24;653;?;?;-1;-488.0;?;?
?;?;3;22;?;282.0;429.0;3;-486.0;24;-41
-231.0;?;-7;12;665;480.0;426.0;-7;?;?;-41
-233.0;?;-6;18;?;668.0;?;-6;-481.0;22;?
-257.0;?;-2;24;648;476.0;420.0;-2;-480.0;28;-41
-240.0;1651.0;16;?;652;684.0;?;16;-477.0;26;-40
-222.0;2202.0;-17;16;649;?;418.0;-17;-473.0;27;-40
-231.0;1803.0;-15;17;654;914.0;417.0;-15;?;25;-40
-206.0;890.0;?;15;657;525.0;?;18;-467.0;24;?
-209.0;134.0;13;?;653;110.0;417.0;13;?;29;-40
?;-166.0;16;15;653;-129.0;421.0;16;?;27;-40
?;-283.0;?;22;645;?;420.0;-1;-454.0;25;?
?;-180.0;-34;22;642;-15.0;422.0;?;-451.0;29;-40
?;-91.0;-15;24;646;-28.0;?;-15;-447.0;30;-40
-204.0;?;17;21;649;-86.0;423.0;17;?;27;-40
-208.0;-248.0;13;12;?;-88.0;421.0;13;?;?;-40
-216.0;-301.0;18;11;?;-105.0;422.0;18;-434.0;?;?
-215.0;-347.0;52;?;659;-119.0;420.0;?;-429.0;31;-40
?;-297.0;52;20;650;-115.0;418.0;52;-426.0;28;-40
-201.0;?;4;18;653;-143.0;?;4;?;25;-40
-216.0;-187.0;4;19;655;-162.0;415.0;4;?;24;-40
-203.0;-153.0;13;16;657;-147.0;414.0;13;-416.0;19;-40
-198.0;-154.0;-4;11;664;-172.0;411.0;-4;-413.0;?;?
-202.0;-173.0;5;19;657;-199.0;410.0;5;-412.0;22;-40
?;-131.0;-8;22;656;?;?;-8;-409.0;17;-40
-206.0;-125.0;-10;21;656;-180.0;407.0;-10;-408.0;20;-40
-209.0;-157.0;13;22;654;-220.0;405.0;?;-407.0;22;-40
-201.0;-208.0;2;?;?;-218.0;402.0;2;-406.0;21;-40
?;-163.0;?;20;658;-202.0;?;6;-406.0;21;-41
-208.0;-192.0;?;19;?;-212.0;402.0;10;?;19;-40
-204.0;?;-26;?;?;-170.0;?;-26;-408.0;?;-40
-199.0;-175.0;-27;19;?;-163.0;?;-27;-406.0;21;-40
-203.0;-187.0;7;15;656;-204.0;399.0;7;-406.0;18;?
-198.0;-290.0;2;14;?;-203.0;399.0;2;-407.0;20;?
-197.0;-258.0;-4;20;654;-172.0;399.0;-4;-405.0;25;-41
-197.0;-158.0;14;18;?;-138.0;?;?;-404.0;24;-40
-197.0;-153.0;6;11;?;-81.0;?;?;-403.0;22;-40
-200.0;-125.0;-12;?;662;-66.0;403.0;-12;-403.0;26;-40
?;-111.0;2;17;660;-17.0;402.0;2;?;?;-40
-196.0;-64.0;-10;19;655;?;?;?;-401.0;19;-40
-202.0;-42.0;-25;17;658;26.0;398.0;?;-400.0;?;-41
-200.0;-6.0;3;15;659;?;?;3;-396.0;20;-40
?;?;-11;?;658;36.0;400.0;-11;-396.0;?;-40
?;5.0;-29;25;656;58.0;401.0;-29;-394.0;21;?
-201.0;-2.0;-24;?;659;27.0;401.0;-24;-394.0;?;-40
?;-5.0;?;?;661;24.0;?;?;-391.0;23;-40
?;-25.0;-15;16;656;28.0;401.0;-15;?;21;-41
-203.0;-13.0;?;23;657;-4.0;402.0;-17;?;24;-40
-204.0;-43.0;2;?;657;-17.0;400.0;2;-386.0;18;-40
?;6.0;-1;21;658;?;401.0;-1;-383.0;15;-40
-201.0;-6.0;1;20;659;9.0;401.0;1;-382.0;21;-40
?;-50.0;?;15;658;-44.0;400.0;?;-382.0;21;-40
?;-81.0;-33;19;658;-53.0;400.0;-33;-379.0;21;-41
-202.0;-35.0;-5;23;654;-15.0;400.0;-5;-377.0;24;-40
-199.0;-37.0;6;14;661;-17.0;399.0;6;-376.0;22;-40
-200.0;-13.0;-4;?;659;?;400.0;?;-377.0;23;?
-207.0;-20.0;?;24;650;7.0;?;5;-377.0;26;-40
?;-19.0;-28;?;656;-12.0;?;-28;-377.0;?;-41
-199.0;-71.0;-37;22;?;-31.0;399.0;-37;-375.0;25;-40
-204.0;-80.0;?;?;655;?;399.0;-4;?;26;-40
-204.0;-77.0;12;?;656;-3.0;?;?;-373.0;23;-40
-203.0;-76.0;-3;14;658;-24.0;399.0;-3;?;16;-40
-203.0;-84.0;?;18;?;?;401.0;2;-371.0;17;?
-205.0;-87.0;?;20;660;-21.0;402.0;26;-371.0;21;?
-207.0;?;10;22;658;-32.0;400.0;10;-372.0;19;-40
-202.0;?;-8;20;657;?;400.0;-8;-369.0;?;-40
-206.0;?;6;?;660;-62.0;400.0;6;-370.0;18;-40
?;-83.0;-2;15;?;-51.0;402.0;-2;-369.0;16;-40
?;-92.0;-15;19;?;-47.0;?;-15;-367.0;22;?
-203.0;-35.0;?;?;658;-19.0;?;-15;-370.0;21;-41
-204.0;-4.0;-16;21;658;?;402.0;?;-370.0;21;-40
-204.0;?;-4;20;655;-29.0;401.0;-4;-370.0;?;?
-202.0;-39.0;?;21;?;-25.0;401.0;-7;?;27;-40
-200.0;-57.0;23;25;657;-53.0;400.0;23;-369.0;24;-40
-200.0;-111.0;15;?;657;?;402.0;15;?;?;-40
-206.0;?;-35;16;654;-62.0;?;-35;?;15;-41
-206.0;-76.0;8;24;650;?;402.0;8;-367.0;14;-40
?;-49.0;-1;19;656;-19.0;?;?;-367.0;22;?
-203.0;?;-40;14;661;-20.0;401.0;-40;?;?;-40
?;-47.0;-13;?;655;-40.0;402.0;-13;-366.0;14;-40
-201.0;-65.0;-18;19;659;-17.0;401.0;-18;-365.0;25;-40
-201.0;?;-5;?;662;-21.0;402.0;-5;-368.0;?;?
-201.0;-64.0;21;?;652;?;402.0;21;-367.0;15;-40
-206.0;-12.0;-18;15;656;-24.0;402.0;-18;?;20;-40
-204.0;-8.0;-5;16;654;-12.0;400.0;-5;-368.0;18;?
-196.0;-39.0;12;?;650;-29.0;402.0;12;-366.0;?;-40
?;-34.0;-15;15;659;10.0;402.0;?;-365.0;17;-40
-207.0;-75.0;14;18;?;?;401.0;14;-364.0;19;-41
-200.0;-71.0;6;17;653;-10.0;401.0;6;-363.0;?;-40
-198.0;-73.0;?;20;656;?;399.0;-21;-363.0;19;-40
-200.0;-101.0;0;17;659;-61.0;398.0;0;?;20;-40
-197.0;-80.0;?;17;?;-25.0;?;1;?;18;-40
-197.0;-41.0;-15;21;656;1.0;?;?;?;21;-40
-194.0;-83.0;4;17;658;-38.0;398.0;4;-364.0;16;?
?;-76.0;?;16;661;-59.0;?;34;?;16;-40
-200.0;-59.0;26;16;656;?;399.0;26;-366.0;15;-40
-200.0;-63.0;?;32;638;-51.0;?;-24;-365.0;1;-40
-198.0;-105.0;-77;37;641;-49.0;399.0;-77;-365.0;?;-40
-201.0;-126.0;-71;18;663;-45.0;399.0;-71;-364.0;42;-40
?;-55.0;-37;?;661;-46.0;399.0;-37;-366.0;?;?
-197.0;-79.0;-28;22;?;-60.0;398.0;-28;?;29;-40
-197.0;-130.0;-11;15;?;-57.0;399.0;-11;?;?;-40
?;?;-6;12;?;-40.0;400.0;?;-369.0;36;?
-197.0;-85.0;1;16;660;?;400.0;1;-370.0;21;-40
-192.0;-78.0;15;24;654;-45.0;?;15;-373.0;20;-41
-204.0;-97.0;-28;19;657;?;402.0;-28;-376.0;31;-40
?;-126.0;-57;15;?;?;?;-57;-376.0;?;-40
?;-98.0;-49;20;652;-87.0;405.0;?;?;20;?
-275.0;-385.0;-65;21;?;-189.0;407.0;-65;?;?;-40
-273.0;-349.0;-72;14;667;-262.0;406.0;?;-387.0;34;-40
-264.0;-197.0;-32;?;?;-170.0;409.0;-32;-391.0;?;-41
-255.0;-67.0;-3;23;661;-28.0;408.0;-3;?;52;-41
-272.0;98.0;-27;?;667;?;409.0;?;-396.0;?;-41
-291.0;129.0;-2;?;669;2.0;405.0;-2;-399.0;40;-41
-323.0;?;9;15;665;-45.0;404.0;?;-403.0;47;-41
-342.0;-95.0;81;22;663;-45.0;401.0;81;-409.0;?;?
-342.0;-82.0;?;17;667;2.0;?;127;?;54;-41
-304.0;-51.0;197;?;677;95.0;395.0;?;-423.0;118;-41
-235.0;60.0;195;-24;694;228.0;389.0;195;?;16;-41
-210.0;250.0;-461;-59;786;315.0;387.0;?;-441.0;-125;?
-227.0;157.0;-625;?;883;128.0;384.0;-625;?;581;-43
?;188.0;-310;224;?;257.0;383.0;-310;-451.0;982;-43
-190.0;216.0;-927;321;460;327.0;379.0;-927;-453.0;?;-44
-167.0;270.0;-768;-25;617;333.0;378.0;-768;-451.0;?;-47
-143.0;432.0;227;-120;680;412.0;378.0;?;?;-527;-48
?;?;-437;?;?;466.0;?;-437;-430.0;-584;-48
?;?;?;170;420;489.0;372.0;-797;-419.0;103;-47
-158.0;?;?;80;?;557.0;372.0;-182;-398.0;-183;-46
-122.0;557.0;-240;36;?;762.0;369.0;?;?;-118;-46
-104.0;?;258;?;561;947.0;367.0;258;?;34;-44
-40.0;1035.0;580;157;453;1143.0;367.0;580;-306.0;54;?
?;1303.0;576;37;591;1447.0;367.0;576;-277.0;19;-41
33.0;1440.0;254;-41;?;?;?;254;?;?;-41
-28.0;1358.0;?;?;649;?;373.0;273;?;57;-40
-33.0;?;261;-46;840;779.0;371.0;261;-190.0;185;?
-9.0;390.0;-109;-244;1061;491.0;370.0;-109;-166.0;?;-40
?;133.0;1711;-104;1446;333.0;375.0;1711;-142.0;-920;-39
2.0;85.0;?;945;732;?;376.0;975;?;-989;-38
-7.0;154.0;-397;?;?;367.0;382.0;-397;-98.0;507;?
-24.0;195.0;?;-37;?;?;385.0;974;?;535;?
?;94.0;407;149;607;253.0;390.0;407;-68.0;?;-41
-47.0;-29.0;190;-39;?;223.0;?;190;-59.0;-87;-42
-26.0;?;285;-188;818;216.0;400.0;285;?;-117;-42
-27.0;-76.0;-124;71;636;145.0;404.0;-124;-50.0;20;?
-21.0;-118.0;166;?;692;-46.0;405.0;166;-50.0;?;?
?;-214.0;61;19;?;-208.0;?;61;-51.0;21;-43
?;?;64;18;665;?;411.0;64;-50.0;21;?
-132.0;-446.0;100;-1;676;-474.0;?;100;-48.0;18;?
-178.0;?;62;21;?;-470.0;415.0;62;?;20;?
-171.0;-332.0;82;5;?;-212.0;420.0;82;-47.0;21;?
-137.0;-15.0;80;12;?;?;427.0;80;-44.0;19;?
-147.0;20.0;74;11;670;26.0;?;?;-40.0;20;-43
-182.0;?;?;13;672;?;442.0;?;-37.0;21;-43
-243.0;-590.0;-14;14;671;-425.0;?;-14;-34.0;20;-43
-297.0;-714.0;5;13;?;-519.0;458.0;5;-27.0;23;?
-367.0;-597.0;-13;14;671;-436.0;470.0;-13;-22.0;?;-43
-413.0;-485.0;4;13;672;-285.0;480.0;4;-12.0;26;-43
-441.0;-354.0;3;?;669;-184.0;?;3;-4.0;39;-43
-426.0;-415.0;?;18;659;-109.0;499.0;-42;-2.0;?;?
-407.0;-374.0;?;20;656;-30.0;508.0;-19;-2.0;20;-43
?;?;?;20;?;-49.0;515.0;1;-4.0;30;?
-424.0;-316.0;-4;19;656;-115.0;519.0;-4;-5.0;23;?
-444.0;-321.0;-9;20;658;-231.0;524.0;?;-1.0;28;-43
-460.0;-280.0;-45;23;663;-253.0;527.0;-45;2.0;?;-43
-454.0;-384.0;-40;?;663;-318.0;?;-40;4.0;40;-43
-467.0;-353.0;?;18;663;?;532.0;-29;?;?;-43
-464.0;-223.0;?;18;?;-202.0;536.0;?;9.0;40;-43
-450.0;-66.0;-21;19;662;-53.0;536.0;-21;9.0;39;-43
-475.0;?;?;?;658;-115.0;?;9;9.0;35;-43
-495.0;-164.0;?;23;660;-170.0;539.0;16;14.0;34;-43
-467.0;-229.0;17;?;660;-113.0;539.0;17;17.0;34;-43
-441.0;-86.0;14;?;657;-11.0;?;14;16.0;33;-43
-464.0;?;23;?;664;-14.0;537.0;?;12.0;36;-43
-464.0;-83.0;23;?;?;21.0;538.0;?;11.0;37;-43
-456.0;-48.0;?;30;652;58.0;535.0;16;-1.0;33;-43
-452.0;-27.0;?;28;653;30.0;535.0;16;?;34;-43
-452.0;-39.0;-9;20;664;77.0;534.0;?;?;34;-43
-449.0;-48.0;-18;18;665;97.0;533.0;?;-23.0;34;-43
-426.0;-25.0;-12;19;664;111.0;?;-12;?;34;-43
-421.0;14.0;-16;18;665;101.0;?;-16;-43.0;?;?
?;-17.0;-14;19;665;20.0;529.0;-14;-43.0;34;?
-401.0;?;-14;19;665;?;?;-14;-49.0;34;-43
-409.0;?;-16;?;664;-153.0;526.0;-16;-53.0;34;-43
-392.0;-355.0;-12;19;666;?;526.0;-12;-59.0;34;-43
?;-463.0;-22;17;662;-361.0;524.0;-22;-70.0;34;-43
-413.0;-612.0;-7;20;668;-513.0;524.0;-7;?;34;-43
-406.0;-689.0;-20;18;663;-535.0;519.0;-20;?;34;-43
-396.0;?;?;18;663;-534.0;517.0;-20;-147.0;34;-43
-379.0;-738.0;10;22;677;-608.0;515.0;10;?;34;-43
-366.0;-788.0;-63;12;642;-695.0;?;-63;?;33;-43
-365.0;?;57;28;700;-867.0;507.0;57;-210.0;36;-43
-365.0;-1127.0;-102;4;622;-974.0;?;-102;-236.0;32;-43
-358.0;-1158.0;51;35;696;-1031.0;496.0;51;-270.0;34;?
?;-1120.0;791;317;?;?;488.0;791;-305.0;5;-42
-322.0;-1025.0;806;434;?;-932.0;482.0;806;-354.0;-24;-42
-289.0;-938.0;1336;96;1235;-811.0;474.0;1336;?;59;-42
-201.0;-838.0;?;-90;1359;-752.0;?;2005;?;?;-42
-11.0;?;1737;-49;1406;-771.0;462.0;1737;?;97;-42
139.0;-695.0;1853;?;1320;-787.0;458.0;1853;-620.0;52;-42
135.0;-618.0;2168;43;450;?;454.0;2168;-688.0;-200;-43
26.0;-884.0;2002;105;?;?;?;2002;-727.0;-9;-45
-123.0;?;?;116;336;-2160.0;?;1638;-746.0;171;-46
-106.0;-2162.0;1608;146;219;-2524.0;448.0;1608;?;?;-46
-41.0;-2278.0;?;?;287;?;?;1492;-762.0;135;-46
-27.0;-1790.0;?;8;362;?;444.0;965;-756.0;115;?
?;?;?;?;493;-1260.0;440.0;606;-750.0;?;-44
-94.0;-868.0;277;-140;512;-1059.0;?;277;-743.0;95;-41
-147.0;-1031.0;-42;-25;?;-1002.0;431.0;-42;-728.0;106;-41
-141.0;-1400.0;113;-86;480;-1120.0;424.0;113;-704.0;119;-39
-184.0;-1585.0;?;?;?;-1187.0;418.0;223;?;-80;?
-234.0;-1114.0;68;-420;?;?;414.0;68;-639.0;-73;-35
?;?;42;-476;1195;-348.0;414.0;42;-619.0;4;-35
-139.0;-133.0;-630;76;1325;-72.0;413.0;?;-601.0;-414;-30
?;?;?;311;1116;-134.0;410.0;-2559;-588.0;?;-26
?;-19.0;-3853;1405;?;-295.0;408.0;-3853;?;?;-24
-117.0;-308.0;-392;716;1379;-382.0;404.0;-392;?;324;-21
-104.0;-450.0;4263;-1653;340;-354.0;400.0;4263;-563.0;1680;-22
-100.0;?;2998;-594;17;-331.0;397.0;2998;-551.0;-1114;-26
?;-397.0;399;?;766;-390.0;390.0;399;-537.0;-1075;-30
-138.0;?;365;-714;1262;-488.0;386.0;365;-525.0;132;-34
?;?;558;-308;1195;-494.0;?;558;-508.0;-575;-36
-159.0;?;?;?;?;?;385.0;316;-498.0;-60;-37
-124.0;-377.0;37;-1;656;-403.0;386.0;37;-491.0;?;-37
-101.0;-209.0;3;44;662;?;391.0;?;-494.0;?;-37
-147.0;20.0;28;-24;674;72.0;?;28;-503.0;77;-37
-320.0;52.0;13;27;667;-343.0;405.0;13;-514.0;-25;?
-328.0;-502.0;15;2;668;?;413.0;15;-522.0;37;-37
-202.0;-464.0;-16;24;658;-137.0;?;-16;-521.0;6;?
-84.0;-244.0;-14;23;659;-305.0;?;-14;-510.0;9;-38
-200.0;?;-25;?;?;-1121.0;431.0;-25;-501.0;12;-38
-331.0;-2119.0;?;12;?;?;436.0;-99;?;?;-38
-360.0;?;?;-16;707;-2426.0;437.0;?;-491.0;36;-39
-301.0;-2930.0;-68;25;661;-2816.0;441.0;?;-502.0;9;-39
-237.0;-2636.0;-105;25;639;-2145.0;441.0;-105;-521.0;-33;?
-206.0;-1634.0;-220;23;608;-1130.0;443.0;-220;-545.0;-7;-41
?;-802.0;-330;65;?;-826.0;444.0;-330;?;?;-39
