InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
?;?;-148.0;-17;351.0;709;-17;1235.0;2870.0
-22.0;-1569.0;-75.0;?;447.0;707;-2;?;3582.0
1.0;-1366.0;?;17;?;709;17;1089.0;?
?;-832.0;-46.0;-5;391.0;706;?;566.0;1621.0
51.0;-329.0;-17.0;9;308.0;704;9;?;128.0
60.0;-359.0;128.0;-12;221.0;710;?;155.0;-601.0
48.0;-556.0;-36.0;-15;?;?;-15;347.0;-849.0
57.0;?;-40.0;26;?;711;26;524.0;167.0
54.0;-339.0;17.0;?;?;711;?;332.0;335.0
40.0;?;128.0;52;36.0;?;52;141.0;-145.0
10.0;-374.0;167.0;26;5.0;?;26;192.0;240.0
20.0;-248.0;87.0;?;9.0;707;-2;170.0;162.0
-8.0;-1.0;83.0;11;-7.0;708;11;?;112.0
-13.0;203.0;49.0;-35;-4.0;711;-35;-168.0;113.0
17.0;-83.0;?;?;39.0;708;?;65.0;321.0
74.0;-184.0;?;15;12.0;?;15;207.0;296.0
4.0;60.0;-56.0;?;8.0;708;-21;?;23.0
?;142.0;5.0;?;2.0;?;12;-3.0;282.0
45.0;48.0;42.0;?;-53.0;712;?;121.0;202.0
37.0;110.0;-22.0;-14;-20.0;711;-14;52.0;-37.0
25.0;70.0;?;11;-32.0;702;?;-86.0;-64.0
26.0;?;29.0;?;-7.0;?;9;-30.0;?
32.0;42.0;?;-22;27.0;714;-22;?;34.0
68.0;102.0;-8.0;-24;-6.0;711;-24;-101.0;?
69.0;64.0;14.0;-15;73.0;709;?;?;-62.0
?;?;-7.0;?;?;709;-15;-3.0;-28.0
58.0;-17.0;-3.0;-22;33.0;?;-22;-21.0;-288.0
?;-63.0;139.0;-29;-77.0;704;-29;-239.0;108.0
49.0;177.0;?;2;-256.0;709;2;?;1362.0
26.0;?;224.0;-32;-198.0;704;-32;-688.0;1420.0
-32.0;964.0;?;-5;-54.0;709;-5;?;484.0
-65.0;1397.0;92.0;-53;136.0;723;-53;-967.0;?
-61.0;1648.0;?;-170;171.0;725;-170;-1252.0;?
-77.0;1409.0;425.0;286;145.0;740;286;-1223.0;-1775.0
-78.0;1173.0;549.0;1264;-11.0;731;1264;?;-1720.0
-86.0;1161.0;?;?;-161.0;615;3660;-553.0;-1532.0
?;1234.0;304.0;5663;?;405;5663;-720.0;-2330.0
-196.0;1429.0;229.0;4827;-350.0;462;4827;-836.0;?
-255.0;?;153.0;3630;-381.0;?;3630;-1044.0;-2748.0
?;1539.0;119.0;?;-492.0;473;?;?;?
-232.0;?;133.0;1537;-628.0;297;1537;?;-2556.0
-227.0;?;214.0;-154;-813.0;1051;?;?;-1966.0
-234.0;1140.0;275.0;-995;-1018.0;1434;-995;-1202.0;-1310.0
-227.0;?;357.0;-207;?;855;-207;-1127.0;?
?;1056.0;439.0;97;-1317.0;639;97;?;?
-181.0;?;442.0;-16;?;755;-16;-1440.0;-960.0
-168.0;1222.0;532.0;100;-1463.0;719;100;-1719.0;-1371.0
-126.0;1295.0;648.0;?;-1522.0;711;-42;-2143.0;?
?;1333.0;856.0;-95;?;695;-95;-2515.0;-2208.0
-324.0;1196.0;?;-87;-1659.0;713;-87;-2902.0;-2271.0
-441.0;1107.0;933.0;-55;-1841.0;703;-55;-2902.0;-2193.0
-524.0;931.0;895.0;-24;-2064.0;714;-24;-2875.0;?
-573.0;836.0;742.0;-22;-2124.0;738;-22;-2619.0;-1751.0
?;879.0;547.0;-1;-2098.0;712;-1;-2322.0;-1517.0
?;915.0;462.0;-5;-2021.0;718;-5;-2271.0;-1417.0
-545.0;858.0;414.0;?;-1958.0;718;-5;-2109.0;-1436.0
-501.0;748.0;403.0;?;-1910.0;715;-4;-1847.0;?
-397.0;756.0;354.0;?;-1960.0;718;-5;-1637.0;-1422.0
-319.0;797.0;289.0;0;-2040.0;715;0;-1712.0;-1397.0
-270.0;?;284.0;-9;?;718;-9;?;?
-238.0;756.0;166.0;-5;-2120.0;717;-5;?;-1865.0
-252.0;672.0;75.0;-1;-2109.0;?;-1;-2133.0;-2019.0
-225.0;?;-49.0;?;-2023.0;722;-16;-2225.0;-2159.0
-291.0;?;?;7;-1899.0;708;7;-2234.0;-2156.0
?;?;-148.0;-16;?;726;-16;-2116.0;-2018.0
-468.0;275.0;-251.0;2;-1766.0;710;?;-1991.0;?
-473.0;160.0;?;?;?;716;-4;-1788.0;?
-453.0;169.0;-390.0;-33;-1762.0;736;-33;-1638.0;-1471.0
-418.0;251.0;-394.0;140;-1693.0;658;140;-1635.0;?
?;308.0;-464.0;-1032;-1653.0;945;?;?;-1253.0
-432.0;387.0;-428.0;-3912;-1607.0;1128;-3912;-1614.0;-1138.0
-482.0;427.0;-397.0;-1351;-1521.0;334;-1351;-1662.0;-1046.0
-422.0;480.0;?;4534;-1388.0;?;4534;?;?
-414.0;555.0;-159.0;4258;-1400.0;?;4258;-1663.0;-1153.0
-336.0;568.0;60.0;3018;?;675;3018;-1485.0;-1331.0
?;552.0;368.0;3209;?;645;?;-1537.0;-1534.0
-126.0;712.0;758.0;2249;-1917.0;?;2249;-1936.0;-1847.0
-102.0;855.0;987.0;2050;-1905.0;759;?;?;-2389.0
-298.0;?;819.0;1962;-1887.0;776;1962;?;-2698.0
-262.0;841.0;654.0;2193;-1874.0;797;2193;-2688.0;-2912.0
-267.0;?;417.0;?;-1847.0;843;2522;-2407.0;-2880.0
-287.0;529.0;252.0;2088;-1750.0;?;2088;-2130.0;-2660.0
-322.0;343.0;234.0;1446;-1562.0;908;1446;-1837.0;-1913.0
-356.0;?;?;858;-1375.0;974;858;?;-998.0
-417.0;232.0;312.0;?;-1249.0;969;851;-1059.0;-326.0
-461.0;139.0;?;1668;-1121.0;830;1668;-535.0;327.0
-489.0;-24.0;439.0;1948;-999.0;?;1948;-423.0;727.0
-414.0;-294.0;352.0;?;-917.0;-890;1289;-505.0;1024.0
-306.0;-418.0;?;747;?;-928;747;-251.0;1338.0
-247.0;?;-39.0;851;-810.0;?;851;11.0;1424.0
-233.0;?;?;760;-799.0;1102;?;397.0;1258.0
-204.0;-465.0;?;?;-694.0;1251;-176;549.0;?
-189.0;23.0;-199.0;-536;-581.0;885;-536;43.0;-164.0
?;194.0;?;-227;-460.0;1080;?;-86.0;-49.0
-163.0;174.0;-196.0;-121;?;?;?;-26.0;?
-185.0;166.0;-21.0;11;?;754;11;-24.0;-246.0
-5.0;132.0;11.0;68;?;760;68;428.0;-19.0
?;?;16.0;59;84.0;701;59;774.0;?
91.0;474.0;52.0;37;?;754;37;720.0;205.0
-76.0;459.0;45.0;15;33.0;707;15;292.0;-130.0
?;270.0;-123.0;28;-125.0;?;?;-71.0;-428.0
-96.0;?;-190.0;58;-240.0;?;58;-561.0;?
372.0;94.0;-218.0;79;-261.0;714;79;-847.0;-1217.0
?;29.0;-77.0;-19;-437.0;741;-19;-910.0;-1269.0
192.0;-138.0;47.0;-40;?;673;-40;-906.0;-1001.0
111.0;-242.0;-29.0;?;-688.0;788;-167;-782.0;-744.0
25.0;-274.0;?;?;-627.0;650;-35;-767.0;-686.0
?;?;-114.0;232;?;?;?;-860.0;-693.0
?;-411.0;-132.0;-4;-508.0;712;-4;-796.0;-641.0
-108.0;-421.0;-139.0;-606;-436.0;796;-606;-778.0;-580.0
-112.0;-367.0;-130.0;-2429;?;?;-2429;?;?
-59.0;?;-124.0;-3584;-294.0;625;-3584;-422.0;-482.0
62.0;-267.0;-136.0;-2410;-296.0;976;-2410;-361.0;-382.0
207.0;-176.0;-88.0;-1092;-83.0;1883;-1092;-360.0;-335.0
166.0;?;?;?;-164.0;988;-444;-345.0;-317.0
?;55.0;-175.0;-22;-597.0;477;-22;-251.0;-242.0
61.0;65.0;-213.0;703;-408.0;753;703;-198.0;?
270.0;305.0;-3.0;1202;-78.0;416;1202;-282.0;-177.0
308.0;517.0;87.0;1678;-491.0;552;1678;-171.0;-512.0
-19.0;?;58.0;2310;-25.0;?;2310;148.0;-304.0
232.0;157.0;10.0;2301;248.0;687;?;-140.0;-216.0
308.0;-111.0;-9.0;?;239.0;955;2471;562.0;-263.0
59.0;-204.0;-78.0;1667;157.0;1282;1667;915.0;454.0
20.0;-239.0;?;?;?;1317;?;845.0;1020.0
?;-194.0;-150.0;2065;?;453;2065;655.0;699.0
-193.0;-132.0;-238.0;390;652.0;-2016;390;625.0;380.0
-262.0;-129.0;?;796;498.0;-2911;796;742.0;439.0
-199.0;35.0;-162.0;-2047;?;306;-2047;830.0;588.0
-181.0;352.0;-79.0;-1635;?;2117;-1635;?;?
-165.0;552.0;121.0;?;?;1184;?;286.0;276.0
-98.0;648.0;51.0;-938;-199.0;1125;-938;80.0;-49.0
-118.0;617.0;-30.0;-1349;-212.0;1065;-1349;167.0;-304.0
-32.0;?;14.0;-10;-153.0;708;-10;123.0;-279.0
14.0;651.0;103.0;-32;-22.0;713;-32;?;-250.0
23.0;485.0;208.0;?;?;717;32;27.0;-125.0
?;305.0;212.0;?;?;726;-88;179.0;-20.0
236.0;271.0;137.0;-39;201.0;?;-39;256.0;?
?;206.0;117.0;0;206.0;718;0;?;-198.0
?;-256.0;?;?;168.0;715;-27;-754.0;-582.0
-228.0;-528.0;-137.0;-46;-191.0;721;-46;-974.0;-682.0
63.0;?;-102.0;-33;-674.0;710;-33;-1337.0;-1022.0
45.0;-397.0;4.0;-14;-1035.0;708;?;?;-1386.0
-45.0;-515.0;?;-47;-1177.0;716;-47;-1562.0;?
-106.0;?;?;-54;?;?;-54;-1437.0;-1093.0
?;-488.0;30.0;?;?;?;-45;-1491.0;-1158.0
-229.0;-550.0;?;-218;-1103.0;?;-218;?;-1124.0
?;-693.0;-159.0;-159;-1031.0;870;?;-1225.0;-1006.0
-291.0;-678.0;?;-520;-924.0;?;-520;-993.0;-884.0
-226.0;-586.0;-194.0;-2787;?;?;-2787;-807.0;-687.0
-131.0;?;-155.0;-4230;-762.0;817;-4230;-698.0;-445.0
27.0;?;-130.0;-2204;?;1534;-2204;?;-248.0
?;-427.0;-12.0;-319;-358.0;1136;-319;?;-351.0
17.0;?;-113.0;106;-378.0;419;?;-553.0;-472.0
?;-24.0;-81.0;827;-416.0;707;827;?;-519.0
299.0;211.0;173.0;1451;-95.0;473;1451;-262.0;-438.0
270.0;524.0;528.0;2145;-575.0;409;2145;-345.0;-539.0
-70.0;555.0;393.0;2768;-1209.0;620;2768;-116.0;-432.0
113.0;730.0;402.0;3170;-744.0;622;3170;?;-39.0
?;1036.0;366.0;?;-595.0;?;3571;-1401.0;-1170.0
-31.0;821.0;?;?;?;1110;3220;-707.0;-1698.0
-47.0;523.0;77.0;2840;-1015.0;1239;?;-286.0;-758.0
?;?;11.0;2148;-968.0;548;?;-234.0;86.0
-170.0;469.0;?;376;-810.0;?;?;-242.0;?
?;484.0;-4.0;518;?;-1999;?;-305.0;-116.0
-308.0;?;-8.0;-89;?;?;?;-326.0;-409.0
-330.0;650.0;7.0;-708;-766.0;2767;-708;?;-598.0
-368.0;756.0;131.0;?;-897.0;1895;1209;?;?
?;826.0;?;?;-1046.0;?;100;?;?
-353.0;761.0;172.0;-839;-1036.0;?;-839;?;-875.0
-269.0;?;54.0;37;-918.0;743;37;-653.0;-837.0
-220.0;?;1.0;-106;-765.0;756;?;-707.0;-824.0
-211.0;314.0;24.0;83;?;719;83;-694.0;?
-146.0;?;?;75;-649.0;?;75;-483.0;?
30.0;137.0;177.0;33;-484.0;716;33;-366.0;?
-81.0;295.0;270.0;80;?;?;80;-556.0;-393.0
-341.0;?;?;48;-558.0;707;48;-1023.0;-780.0
-656.0;1.0;165.0;107;-969.0;693;107;-1471.0;-1108.0
-411.0;?;195.0;53;-1047.0;?;53;?;-1664.0
-59.0;-6.0;292.0;60;-929.0;678;?;-2268.0;-2132.0
-24.0;?;?;54;-1079.0;?;54;-1934.0;-1815.0
-170.0;-456.0;299.0;-43;?;690;?;-1399.0;-1219.0
-224.0;-609.0;225.0;?;-1097.0;675;30;-1051.0;-772.0
?;-693.0;178.0;-86;?;750;-86;-1016.0;-627.0
?;?;115.0;-171;-884.0;?;-171;-1079.0;-716.0
-300.0;-739.0;-29.0;?;-802.0;823;?;?;-647.0
-231.0;?;?;-1601;?;829;?;-837.0;-520.0
-94.0;?;-96.0;-2390;-601.0;742;-2390;-770.0;-338.0
?;-361.0;-13.0;-1702;-478.0;987;-1702;-777.0;?
53.0;-181.0;36.0;-1276;-313.0;?;-1276;-520.0;-412.0
109.0;9.0;69.0;-1285;-108.0;1387;-1285;?;-444.0
114.0;239.0;66.0;-700;-78.0;?;-700;-342.0;?
53.0;394.0;-16.0;356;-97.0;683;356;?;-302.0
?;540.0;190.0;1228;127.0;491;?;-319.0;-263.0
346.0;748.0;395.0;2115;-207.0;?;2115;?;?
58.0;624.0;250.0;2590;-527.0;657;2590;489.0;?
307.0;?;316.0;?;-205.0;582;2530;257.0;?
168.0;518.0;139.0;2401;-231.0;?;2401;?;?
61.0;?;37.0;2190;-526.0;1172;2190;228.0;-233.0
0.0;336.0;45.0;?;?;1038;2589;628.0;358.0
?;381.0;52.0;1737;-671.0;-155;1737;388.0;?
-143.0;?;74.0;1717;-483.0;-1611;1717;-78.0;228.0
?;364.0;?;2229;-439.0;-1719;2229;-298.0;-265.0
-215.0;344.0;20.0;?;-432.0;95;123;-335.0;-665.0
-224.0;380.0;29.0;706;?;1869;706;-418.0;-668.0
-261.0;343.0;57.0;921;-693.0;1004;?;-392.0;-429.0
-307.0;245.0;80.0;-943;-842.0;140;-943;-322.0;-293.0
-243.0;185.0;-17.0;?;-931.0;?;-657;-284.0;?
?;?;41.0;-522;-903.0;810;-522;-549.0;-367.0
-61.0;293.0;?;-357;-898.0;?;-357;-906.0;-855.0
-39.0;253.0;383.0;-188;-783.0;?;-188;-1039.0;-1009.0
-247.0;238.0;444.0;?;?;661;-306;?;-921.0
-112.0;349.0;585.0;-161;?;739;-161;-997.0;-899.0
?;362.0;?;-199;-617.0;692;-199;-1492.0;-1174.0
-547.0;?;501.0;-99;-1027.0;710;-99;?;-1559.0
-695.0;-242.0;22.0;-60;-1281.0;728;?;-2078.0;?
-359.0;-222.0;-99.0;-129;-1454.0;696;-129;-2117.0;-1693.0
-184.0;?;-49.0;-60;-1664.0;714;?;-2007.0;-1678.0
?;-179.0;?;-22;?;729;-22;-1807.0;-1404.0
-435.0;-220.0;81.0;35;?;757;35;-1729.0;-1293.0
-474.0;-223.0;135.0;?;-1982.0;765;38;-1861.0;-1536.0
-478.0;-157.0;102.0;-85;-1882.0;706;?;-2054.0;-1918.0
-538.0;-118.0;35.0;?;-1833.0;780;-82;-2001.0;-1979.0
-562.0;-164.0;36.0;-1127;?;926;?;-1896.0;-1794.0
-488.0;-120.0;144.0;-3086;-1702.0;911;-3086;-1767.0;-1617.0
-313.0;-106.0;232.0;-2467;-1600.0;932;-2467;-1716.0;?
-153.0;-124.0;250.0;?;-1505.0;?;260;-1549.0;-1392.0
-52.0;-97.0;208.0;1226;-1426.0;713;1226;-1248.0;-1051.0
-39.0;-9.0;179.0;1141;-1377.0;548;1141;-1071.0;-794.0
117.0;167.0;418.0;?;?;?;1625;-1040.0;?
1.0;578.0;831.0;1826;-1415.0;523;1826;-1162.0;-885.0
-149.0;991.0;1043.0;2061;-1622.0;522;2061;-1304.0;-819.0
-44.0;1038.0;?;2499;-1464.0;?;?;-1854.0;-1152.0
-122.0;1000.0;1538.0;2628;-1398.0;637;2628;-2685.0;-2092.0
-351.0;805.0;859.0;2874;-1751.0;989;2874;-2708.0;-2620.0
?;432.0;?;2614;-1901.0;798;2614;?;-2398.0
-259.0;?;470.0;?;-1867.0;590;2427;?;-1577.0
-301.0;-50.0;380.0;?;-1673.0;60;2191;-1532.0;?
?;-114.0;327.0;2130;-1627.0;-1399;2130;-1567.0;-464.0
-535.0;?;192.0;3022;-1571.0;-582;3022;-1384.0;-725.0
-669.0;?;75.0;542;-1544.0;1434;542;-1215.0;-799.0
-741.0;-261.0;78.0;-1854;-1552.0;1720;?;?;-691.0
-874.0;-428.0;133.0;?;-1518.0;1817;-1335;-946.0;-515.0
-901.0;-420.0;116.0;-1416;-1422.0;1764;-1416;-799.0;-344.0
-852.0;?;?;-342;-1275.0;901;-342;?;-155.0
-804.0;-255.0;?;201;-1119.0;620;201;-350.0;-102.0
-850.0;?;558.0;?;-1029.0;770;-190;-321.0;227.0
-985.0;-110.0;763.0;?;?;687;35;-70.0;?
-1078.0;47.0;1000.0;?;?;728;-74;-129.0;1003.0
-1186.0;224.0;1127.0;?;-876.0;724;-69;-245.0;889.0
-1334.0;463.0;1125.0;?;?;?;-66;-546.0;470.0
-1353.0;598.0;938.0;-105;-729.0;728;-105;-643.0;160.0
?;?;795.0;-69;-647.0;701;-69;-257.0;144.0
?;?;703.0;-65;-668.0;687;-65;-100.0;518.0
?;500.0;703.0;-66;-684.0;694;-66;-179.0;?
?;410.0;716.0;-66;-607.0;720;-66;-321.0;460.0
-816.0;306.0;?;?;?;724;?;-141.0;756.0
-720.0;336.0;503.0;-62;-392.0;722;-62;6.0;797.0
-615.0;?;504.0;-30;-339.0;?;-30;-89.0;286.0
-472.0;291.0;508.0;?;-292.0;723;15;-125.0;389.0
-412.0;256.0;491.0;16;?;725;16;-206.0;478.0
?;169.0;417.0;25;-242.0;725;25;?;73.0
-324.0;114.0;239.0;22;-130.0;?;22;?;-206.0
?;167.0;?;5;-90.0;723;?;-31.0;-642.0
-182.0;191.0;?;?;-76.0;720;9;-224.0;-183.0
-68.0;92.0;?;0;?;725;?;-180.0;233.0
-44.0;?;-30.0;-14;-81.0;727;-14;-186.0;-12.0
81.0;68.0;-223.0;3;?;722;3;-220.0;?
?;?;?;?;-114.0;720;10;?;?
244.0;-51.0;-355.0;?;-141.0;725;1;-283.0;-457.0
344.0;?;-514.0;?;?;732;11;-468.0;-529.0
478.0;-146.0;-610.0;1;-32.0;729;1;?;?
?;-216.0;?;19;38.0;723;19;-668.0;-640.0
655.0;?;-773.0;73;64.0;721;73;-632.0;-636.0
?;-82.0;-884.0;75;146.0;717;75;-452.0;-660.0
852.0;?;-1033.0;91;?;718;91;?;?
961.0;-12.0;-971.0;56;158.0;?;56;-460.0;?
?;15.0;-1011.0;-30;?;726;-30;-384.0;-454.0
1045.0;8.0;-932.0;?;126.0;730;-45;-282.0;-438.0
1048.0;?;-985.0;?;76.0;726;-45;?;-220.0
1063.0;123.0;-898.0;-37;?;?;-37;-215.0;?
?;143.0;-725.0;-39;73.0;724;-39;-337.0;168.0
?;?;-711.0;-19;69.0;721;-19;-148.0;447.0
836.0;260.0;-727.0;19;61.0;?;?;-62.0;561.0
823.0;256.0;-649.0;-5;71.0;719;-5;92.0;1.0
?;258.0;-623.0;-9;162.0;719;-9;193.0;-197.0
550.0;299.0;?;10;258.0;719;?;165.0;-197.0
432.0;?;-528.0;-13;234.0;719;?;138.0;-114.0
390.0;417.0;-464.0;-23;108.0;719;-23;100.0;-127.0
?;440.0;?;-1;8.0;719;-1;184.0;-146.0
?;471.0;-336.0;6;?;?;6;182.0;-131.0
386.0;432.0;?;?;-94.0;716;5;174.0;-103.0
285.0;?;-137.0;?;-131.0;719;5;208.0;-212.0
244.0;377.0;-102.0;10;-116.0;?;?;278.0;-442.0
248.0;377.0;-94.0;?;-125.0;718;17;272.0;-514.0
277.0;364.0;-23.0;2;-150.0;?;2;199.0;?
283.0;264.0;5.0;-24;-139.0;?;?;172.0;-310.0
?;249.0;63.0;-28;-173.0;715;-28;?;-405.0
244.0;207.0;49.0;-15;-220.0;712;-15;120.0;?
202.0;175.0;70.0;-18;-196.0;713;-18;69.0;?
176.0;183.0;102.0;?;-262.0;725;-9;?;-202.0
?;?;?;-8;-288.0;724;-8;-12.0;-157.0
123.0;204.0;86.0;-43;-291.0;712;?;-49.0;-124.0
140.0;208.0;50.0;-49;-284.0;710;-49;-50.0;-148.0
111.0;205.0;?;-31;-248.0;?;-31;-104.0;-139.0
?;177.0;70.0;?;?;714;6;?;-52.0
?;?;29.0;9;-191.0;720;?;-39.0;-73.0
79.0;186.0;-12.0;-14;-163.0;719;?;-97.0;-78.0
72.0;175.0;-14.0;4;-176.0;719;?;-120.0;-41.0
?;138.0;4.0;?;-180.0;719;-1;-85.0;-150.0
40.0;154.0;-25.0;-1;-142.0;?;-1;?;?
?;75.0;-54.0;6;-65.0;720;6;-40.0;?
?;?;?;?;-85.0;715;7;22.0;?
15.0;43.0;-121.0;?;-47.0;713;3;78.0;-230.0
13.0;67.0;?;-23;-61.0;716;-23;63.0;-325.0
13.0;30.0;-138.0;-11;-28.0;723;?;?;-236.0
7.0;24.0;-125.0;-4;?;719;?;56.0;-276.0
?;13.0;?;?;-26.0;718;1;119.0;-304.0
15.0;-9.0;-160.0;2;8.0;722;2;104.0;-392.0
?;27.0;?;-15;4.0;719;-15;74.0;-426.0
22.0;-35.0;-151.0;-13;-21.0;717;-13;100.0;-337.0
21.0;2.0;-167.0;-34;7.0;716;-34;109.0;-367.0
34.0;-3.0;?;-11;-24.0;717;-11;98.0;-343.0
39.0;8.0;-154.0;20;-20.0;715;20;158.0;-281.0
66.0;66.0;-125.0;-13;-29.0;716;?;61.0;-274.0
31.0;68.0;-122.0;?;-44.0;721;-4;?;-307.0
49.0;?;-118.0;26;?;716;26;67.0;-323.0
43.0;-2.0;-99.0;3;-41.0;716;3;91.0;-179.0
43.0;-41.0;-64.0;?;-41.0;721;?;52.0;-156.0
35.0;1.0;-53.0;21;-54.0;717;21;104.0;-167.0
27.0;-38.0;-55.0;12;-70.0;720;?;134.0;-217.0
23.0;-21.0;-39.0;-5;-83.0;724;-5;87.0;-200.0
19.0;-57.0;-24.0;-7;-29.0;716;-7;96.0;-192.0
?;-52.0;?;1;?;718;1;117.0;?
10.0;16.0;?;-24;?;722;-24;?;-202.0
19.0;31.0;-71.0;?;-59.0;720;-29;72.0;-218.0
13.0;?;-99.0;-3;-50.0;716;?;89.0;-199.0
-9.0;?;?;-14;-26.0;?;-14;50.0;-150.0
9.0;?;-99.0;?;-34.0;718;-17;63.0;-166.0
-18.0;29.0;-107.0;-12;?;?;-12;33.0;-198.0
?;53.0;-88.0;-15;-50.0;720;-15;-12.0;-200.0
2.0;51.0;-96.0;3;-27.0;723;?;-15.0;-188.0
-20.0;55.0;-113.0;2;8.0;718;?;14.0;-248.0
10.0;37.0;?;?;-16.0;719;?;?;-107.0
31.0;74.0;-77.0;-12;-20.0;723;?;-44.0;-160.0
?;51.0;-76.0;8;?;721;?;-1.0;-126.0
0.0;2.0;-74.0;-4;?;722;-4;?;-122.0
3.0;26.0;-85.0;-16;-23.0;722;?;-5.0;-78.0
12.0;7.0;-40.0;-14;1.0;?;-14;?;-105.0
14.0;23.0;-32.0;?;8.0;719;?;52.0;-122.0
?;-17.0;?;-2;-29.0;723;?;81.0;-162.0
0.0;0.0;-52.0;-14;-43.0;?;-14;71.0;-141.0
?;-6.0;-42.0;-7;-10.0;715;-7;42.0;-116.0
-18.0;-58.0;-68.0;6;-56.0;720;6;90.0;?
10.0;5.0;?;-18;-7.0;725;-18;74.0;-145.0
17.0;27.0;-32.0;-35;?;716;?;?;-145.0
-8.0;-2.0;-89.0;?;-12.0;?;-28;60.0;-128.0
-2.0;1.0;?;?;14.0;724;?;62.0;?
9.0;-6.0;?;4;?;720;4;58.0;-122.0
-27.0;?;?;3;?;721;3;42.0;-128.0
-3.0;30.0;-96.0;-4;10.0;719;-4;42.0;-89.0
25.0;87.0;-83.0;13;-22.0;717;?;12.0;?
?;3.0;-64.0;6;-23.0;?;6;38.0;-67.0
17.0;?;?;?;-14.0;715;-16;?;-95.0
39.0;19.0;?;14;1.0;722;14;18.0;?
-10.0;48.0;-64.0;?;-25.0;721;20;46.0;-116.0
?;14.0;-54.0;-4;-38.0;713;-4;27.0;-133.0
?;?;?;5;-5.0;718;5;74.0;-139.0
?;1.0;-51.0;-4;-25.0;721;-4;35.0;-135.0
29.0;17.0;-25.0;11;-42.0;?;11;57.0;-120.0
1.0;26.0;-57.0;?;-59.0;?;21;53.0;-67.0
-28.0;?;-56.0;-23;11.0;722;?;14.0;-109.0
-8.0;?;-48.0;-14;?;?;-14;10.0;-48.0
-29.0;-17.0;-42.0;8;-4.0;721;8;?;-38.0
?;19.0;-33.0;?;-21.0;718;?;17.0;-44.0
-4.0;?;?;4;-24.0;715;4;-13.0;-59.0
?;8.0;-25.0;28;?;718;28;26.0;-47.0
4.0;-5.0;0.0;0;5.0;719;0;8.0;?
-35.0;-15.0;20.0;5;26.0;719;5;-13.0;54.0
?;5.0;31.0;12;6.0;?;?;-36.0;89.0
-19.0;13.0;64.0;-13;?;716;-13;-53.0;205.0
-29.0;15.0;?;28;?;?;28;-92.0;258.0
?;-56.0;175.0;34;22.0;?;34;-66.0;412.0
-35.0;-27.0;?;?;41.0;712;-20;-123.0;439.0
-18.0;?;201.0;-25;33.0;713;-25;-123.0;473.0
?;-54.0;261.0;-34;22.0;717;-34;-108.0;606.0
?;?;253.0;-19;19.0;715;-19;?;609.0
-58.0;-77.0;293.0;0;14.0;711;0;-116.0;?
9.0;-29.0;272.0;-12;-10.0;?;?;?;766.0
27.0;37.0;?;-26;-35.0;718;-26;-255.0;782.0
-33.0;?;?;-34;-11.0;711;-34;?;849.0
?;-69.0;214.0;-31;-54.0;723;-31;-198.0;870.0
-50.0;-116.0;226.0;?;-53.0;724;?;-235.0;951.0
?;-190.0;?;-105;-156.0;?;?;-237.0;971.0
?;?;136.0;18;?;728;18;?;879.0
-166.0;-178.0;61.0;-61;-160.0;724;-61;-226.0;892.0
-176.0;-166.0;-6.0;-35;-225.0;?;-35;-263.0;784.0
-197.0;-159.0;-93.0;?;?;749;175;-299.0;642.0
-252.0;-65.0;-122.0;98;-298.0;720;?;-437.0;491.0
?;-36.0;-183.0;2340;-271.0;642;2340;-447.0;294.0
-326.0;23.0;-193.0;3911;-255.0;?;3911;-393.0;133.0
-347.0;?;-134.0;2024;-223.0;?;2024;?;?
-421.0;-35.0;-134.0;?;-219.0;749;708;-260.0;?
-428.0;?;?;?;?;752;?;-172.0;-2.0
-444.0;92.0;-75.0;?;-104.0;?;?;-292.0;-154.0
-471.0;22.0;76.0;-28;-121.0;754;-28;?;-342.0
-441.0;249.0;-37.0;-144;-98.0;?;?;151.0;-516.0
-445.0;405.0;?;38;-88.0;?;38;?;?
?;367.0;197.0;?;-64.0;?;76;267.0;112.0
-348.0;471.0;?;-24;-22.0;730;-24;129.0;41.0
-359.0;427.0;238.0;-20;-127.0;735;-20;?;146.0
-353.0;343.0;336.0;-23;-127.0;732;-23;64.0;368.0
-326.0;404.0;?;-2;-152.0;727;-2;206.0;?
?;412.0;350.0;5;-153.0;721;?;?;523.0
-475.0;335.0;?;5;-99.0;727;5;63.0;440.0
-560.0;?;539.0;10;-106.0;?;10;60.0;?
-558.0;207.0;600.0;22;?;727;?;84.0;568.0
-482.0;95.0;595.0;6;24.0;?;?;238.0;579.0
-511.0;101.0;614.0;-2;119.0;721;-2;226.0;620.0
-433.0;?;547.0;16;81.0;734;16;?;626.0
-505.0;219.0;602.0;-14;27.0;736;-14;?;?
-575.0;354.0;728.0;-51;-11.0;725;-51;-536.0;91.0
-594.0;322.0;695.0;-19;7.0;723;?;-555.0;?
-619.0;238.0;688.0;13;6.0;723;13;?;211.0
-620.0;?;676.0;15;-39.0;729;15;?;401.0
