InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
4;136.0;655.0;-4;280.0;-333.0;392.0;-77;727.0;?;-454.0;285.0;-268.0
495;125.0;729.0;-495;?;-360.0;565.0;-13;615.0;-161.0;-488.0;306.0;-295.0
-288;163.0;879.0;288;499.0;-391.0;623.0;-313;552.0;-355.0;?;327.0;-319.0
?;?;734.0;-281;531.0;-421.0;524.0;-162;450.0;-566.0;?;?;-342.0
-126;?;683.0;126;662.0;-449.0;422.0;?;327.0;-595.0;-838.0;364.0;-362.0
9;275.0;753.0;-9;563.0;-471.0;437.0;?;278.0;-486.0;?;?;-382.0
-9;215.0;749.0;9;716.0;-486.0;469.0;-181;?;-296.0;588.0;?;-398.0
-100;291.0;860.0;100;?;?;477.0;-205;399.0;?;-748.0;414.0;-413.0
15;339.0;?;-15;782.0;-503.0;337.0;-182;546.0;367.0;-1077.0;427.0;-426.0
1;355.0;677.0;-1;631.0;-515.0;254.0;-146;545.0;548.0;435.0;438.0;-436.0
?;376.0;?;12;337.0;-520.0;230.0;-101;568.0;231.0;?;450.0;-443.0
13;375.0;441.0;-13;336.0;-525.0;?;-75;541.0;-66.0;-281.0;459.0;-450.0
26;373.0;553.0;-26;440.0;-530.0;241.0;-57;570.0;-99.0;-207.0;468.0;-457.0
-3;?;580.0;3;?;-531.0;192.0;-56;696.0;-119.0;31.0;?;-463.0
?;?;504.0;11;512.0;-538.0;122.0;-41;750.0;?;43.0;484.0;-468.0
-9;?;538.0;9;326.0;?;66.0;-34;675.0;-158.0;-179.0;492.0;-472.0
5;388.0;524.0;-5;152.0;-555.0;78.0;-28;509.0;-381.0;-199.0;499.0;-477.0
12;?;507.0;-12;276.0;-561.0;135.0;-19;391.0;-454.0;?;?;?
0;380.0;660.0;?;266.0;-561.0;164.0;-18;468.0;-194.0;-7.0;513.0;-484.0
21;371.0;?;-21;365.0;?;156.0;12;546.0;?;87.0;518.0;?
4;363.0;751.0;-4;285.0;-553.0;191.0;-19;512.0;279.0;-52.0;524.0;-490.0
?;358.0;751.0;?;324.0;-545.0;?;-46;487.0;349.0;-126.0;528.0;-493.0
6;334.0;731.0;-6;434.0;-538.0;429.0;-13;424.0;?;-12.0;533.0;-496.0
-10;314.0;859.0;?;372.0;-535.0;377.0;-24;383.0;?;74.0;537.0;?
-50;297.0;?;50;?;-525.0;310.0;-22;388.0;?;37.0;541.0;?
-51;?;872.0;51;?;-514.0;388.0;-11;501.0;?;40.0;544.0;-506.0
-40;?;775.0;40;707.0;-508.0;425.0;-11;443.0;937.0;232.0;546.0;?
-86;?;753.0;86;664.0;-507.0;352.0;-21;448.0;1278.0;-288.0;548.0;-511.0
-64;258.0;?;64;591.0;-514.0;328.0;-20;?;1392.0;-226.0;548.0;-514.0
-83;305.0;784.0;?;682.0;-526.0;?;-23;413.0;1429.0;-123.0;546.0;-515.0
?;338.0;?;211;782.0;-542.0;265.0;-19;424.0;?;-209.0;542.0;-515.0
-326;314.0;?;326;822.0;-565.0;372.0;-7;454.0;1310.0;-260.0;538.0;-517.0
-685;258.0;871.0;?;?;-587.0;?;-113;337.0;?;-402.0;534.0;-518.0
-295;259.0;766.0;295;658.0;-603.0;159.0;21;252.0;1141.0;-424.0;529.0;-520.0
-649;256.0;728.0;649;623.0;-615.0;141.0;2;87.0;1038.0;?;525.0;-522.0
-1693;276.0;686.0;1693;560.0;-621.0;130.0;-10;73.0;?;?;522.0;-523.0
?;288.0;639.0;720;?;-622.0;120.0;1036;107.0;393.0;?;520.0;-524.0
-365;281.0;?;365;?;-620.0;146.0;1613;104.0;-50.0;-144.0;517.0;?
-75;252.0;695.0;75;714.0;-618.0;194.0;795;98.0;?;?;515.0;-526.0
1140;245.0;599.0;-1140;780.0;-614.0;184.0;-126;88.0;-43.0;?;513.0;-527.0
1385;257.0;?;?;?;-611.0;159.0;-491;21.0;169.0;-128.0;511.0;-528.0
?;?;298.0;-1659;469.0;-616.0;172.0;-557;35.0;14.0;?;508.0;-529.0
1582;324.0;253.0;-1582;482.0;?;274.0;-610;41.0;-289.0;?;506.0;-534.0
?;441.0;134.0;?;530.0;-622.0;?;-559;121.0;-258.0;-26.0;504.0;-544.0
-70;403.0;134.0;70;501.0;?;518.0;-506;?;-194.0;-134.0;506.0;-558.0
-199;?;90.0;199;409.0;?;630.0;-540;200.0;?;-847.0;513.0;?
-340;293.0;56.0;340;?;-614.0;?;-529;66.0;?;?;522.0;-578.0
-1374;?;?;1374;256.0;-609.0;675.0;-517;?;-429.0;69.0;531.0;-589.0
-1580;195.0;178.0;1580;?;-603.0;524.0;-511;-91.0;-593.0;?;541.0;-599.0
-1945;195.0;205.0;?;77.0;-595.0;402.0;?;-80.0;-886.0;-206.0;548.0;?
-2809;237.0;251.0;?;243.0;-590.0;334.0;?;?;-1128.0;-75.0;553.0;?
-2171;228.0;260.0;2171;353.0;-581.0;347.0;-146;?;-965.0;-136.0;557.0;-624.0
?;213.0;?;1100;219.0;?;342.0;-174;-274.0;-814.0;-185.0;?;-630.0
-1067;193.0;255.0;1067;151.0;?;?;-36;?;?;?;563.0;-633.0
-1777;?;253.0;1777;210.0;-567.0;221.0;241;-82.0;-547.0;-146.0;?;-637.0
-2687;?;?;2687;?;?;184.0;?;33.0;-505.0;-192.0;569.0;-640.0
-2002;?;?;2002;271.0;?;202.0;824;107.0;?;-164.0;572.0;-643.0
331;118.0;?;?;276.0;?;224.0;?;167.0;-524.0;-72.0;574.0;-647.0
?;150.0;174.0;-293;277.0;-574.0;197.0;?;?;?;-133.0;?;-651.0
21;?;182.0;-21;264.0;-573.0;315.0;523;?;-560.0;-153.0;580.0;-656.0
2847;106.0;109.0;-2847;260.0;-568.0;551.0;?;190.0;?;-141.0;584.0;-661.0
2366;115.0;?;?;277.0;?;677.0;-368;196.0;-599.0;-167.0;590.0;-665.0
?;116.0;209.0;-116;?;-556.0;471.0;338;113.0;-598.0;-198.0;598.0;-668.0
396;119.0;227.0;?;320.0;-547.0;68.0;?;62.0;-341.0;-127.0;604.0;-669.0
118;139.0;157.0;-118;259.0;-540.0;-97.0;11;53.0;-6.0;229.0;609.0;?
59;145.0;?;-59;255.0;-534.0;-109.0;37;64.0;258.0;421.0;612.0;-671.0
142;118.0;276.0;-142;?;-527.0;?;-36;11.0;408.0;?;?;?
?;?;321.0;?;203.0;-521.0;-21.0;41;-53.0;691.0;?;?;-666.0
165;221.0;226.0;-165;229.0;?;-56.0;?;50.0;738.0;-20.0;?;-662.0
67;262.0;?;?;292.0;-515.0;-38.0;44;139.0;664.0;?;625.0;-655.0
76;340.0;111.0;-76;333.0;?;50.0;?;89.0;718.0;?;624.0;-652.0
?;333.0;?;-78;272.0;-508.0;?;40;85.0;922.0;-82.0;623.0;-653.0
73;325.0;?;-73;240.0;-499.0;206.0;21;164.0;964.0;-26.0;621.0;-657.0
10;?;140.0;-10;327.0;-493.0;215.0;-17;216.0;?;-4.0;624.0;-656.0
87;227.0;184.0;-87;369.0;-481.0;?;-29;183.0;688.0;?;630.0;-653.0
?;254.0;206.0;-116;322.0;-464.0;423.0;-20;?;508.0;31.0;636.0;-653.0
125;171.0;?;-125;282.0;?;564.0;?;25.0;318.0;-114.0;639.0;-655.0
280;112.0;221.0;-280;231.0;-439.0;675.0;-63;?;235.0;127.0;?;-658.0
?;80.0;208.0;-552;?;-433.0;656.0;?;79.0;?;108.0;648.0;-661.0
?;?;?;-1895;268.0;-431.0;?;-76;146.0;?;139.0;650.0;-665.0
1939;84.0;115.0;?;292.0;-430.0;780.0;?;225.0;251.0;?;650.0;-671.0
3003;?;114.0;-3003;?;-431.0;?;-148;257.0;202.0;5.0;649.0;-677.0
6458;24.0;211.0;-6458;292.0;?;?;27;?;193.0;-230.0;649.0;-682.0
6257;23.0;?;-6257;270.0;-413.0;557.0;147;?;114.0;-192.0;650.0;-686.0
4218;?;111.0;-4218;246.0;-408.0;402.0;-442;214.0;31.0;-590.0;651.0;?
1347;68.0;66.0;-1347;244.0;-397.0;349.0;?;178.0;?;-255.0;652.0;-688.0
-1407;116.0;162.0;1407;242.0;-392.0;363.0;-31;?;?;-180.0;?;-692.0
-1372;69.0;85.0;1372;212.0;?;351.0;203;113.0;?;-197.0;650.0;-695.0
-2171;88.0;31.0;2171;204.0;-385.0;293.0;286;144.0;?;-174.0;?;-696.0
?;262.0;146.0;3460;271.0;-384.0;244.0;144;173.0;-649.0;?;647.0;-695.0
?;338.0;?;3978;?;-379.0;160.0;?;123.0;-835.0;-402.0;647.0;-697.0
-4382;?;?;4382;245.0;-381.0;125.0;?;17.0;-570.0;-438.0;646.0;-700.0
-4522;328.0;266.0;?;198.0;-378.0;65.0;148;?;?;-479.0;644.0;-702.0
-4055;?;229.0;4055;195.0;-372.0;31.0;93;-33.0;349.0;?;642.0;?
-3948;286.0;194.0;3948;143.0;-371.0;7.0;97;-42.0;508.0;-570.0;640.0;-700.0
?;237.0;162.0;4468;?;?;-51.0;884;?;402.0;-465.0;640.0;?
-4575;184.0;183.0;4575;144.0;-386.0;?;1061;191.0;170.0;-355.0;640.0;-702.0
-6158;152.0;?;6158;229.0;-388.0;?;869;227.0;46.0;-361.0;640.0;-702.0
-3574;?;?;3574;262.0;?;164.0;?;214.0;82.0;-240.0;639.0;-703.0
3564;100.0;328.0;-3564;209.0;-384.0;218.0;?;206.0;29.0;113.0;639.0;?
4655;?;297.0;?;203.0;?;468.0;-768;194.0;-75.0;109.0;638.0;-705.0
2292;65.0;172.0;-2292;196.0;-380.0;800.0;-149;?;-123.0;135.0;637.0;-707.0
896;31.0;170.0;-896;206.0;-379.0;649.0;?;184.0;-144.0;61.0;638.0;-709.0
142;43.0;225.0;-142;199.0;-377.0;?;37;202.0;-111.0;-273.0;?;-712.0
237;66.0;176.0;-237;191.0;-376.0;?;-53;220.0;-143.0;?;639.0;-716.0
61;70.0;?;-61;?;-376.0;?;14;315.0;-223.0;?;641.0;?
-3;126.0;115.0;?;288.0;-369.0;495.0;-3;269.0;-367.0;136.0;642.0;?
?;?;174.0;-34;292.0;-361.0;?;-28;168.0;-347.0;?;642.0;?
39;213.0;161.0;-39;?;-352.0;577.0;-20;?;-265.0;-281.0;641.0;?
68;?;?;-68;237.0;-347.0;638.0;-34;194.0;-232.0;-83.0;638.0;-726.0
31;329.0;-2.0;-31;349.0;-342.0;727.0;-20;?;-264.0;80.0;634.0;?
23;333.0;15.0;-23;379.0;-327.0;700.0;?;?;53.0;?;?;-738.0
16;348.0;39.0;-16;280.0;-313.0;685.0;-29;?;580.0;-61.0;621.0;?
45;329.0;56.0;-45;?;-300.0;810.0;-21;77.0;915.0;167.0;?;-751.0
19;381.0;125.0;-19;?;-284.0;725.0;-14;67.0;793.0;253.0;?;-752.0
44;377.0;130.0;?;271.0;?;378.0;?;-21.0;526.0;271.0;618.0;-755.0
-6;?;126.0;6;247.0;-250.0;339.0;-13;-97.0;295.0;33.0;618.0;-758.0
?;276.0;119.0;130;207.0;-241.0;350.0;-24;-94.0;281.0;?;618.0;-761.0
6;264.0;111.0;-6;206.0;-238.0;314.0;-43;-33.0;398.0;-14.0;617.0;-764.0
72;242.0;64.0;-72;?;-239.0;352.0;?;2.0;514.0;-220.0;617.0;-767.0
171;?;2.0;-171;269.0;?;510.0;-6;27.0;642.0;-92.0;616.0;-770.0
169;219.0;26.0;-169;267.0;-237.0;363.0;-64;42.0;605.0;-85.0;?;-772.0
?;210.0;105.0;-1051;264.0;?;411.0;-190;?;540.0;?;615.0;?
2596;209.0;183.0;-2596;240.0;?;427.0;-131;39.0;449.0;-51.0;614.0;-775.0
3235;217.0;?;-3235;?;-227.0;?;23;?;278.0;-78.0;614.0;-775.0
3555;?;189.0;-3555;234.0;?;576.0;-31;-18.0;163.0;-366.0;616.0;-774.0
1924;236.0;130.0;-1924;214.0;?;325.0;-119;-52.0;152.0;192.0;617.0;-774.0
-60;155.0;66.0;?;182.0;-230.0;280.0;-53;-8.0;151.0;393.0;619.0;-774.0
?;202.0;97.0;?;?;-234.0;-113.0;-91;?;?;-349.0;620.0;?
-1711;?;91.0;1711;171.0;-235.0;226.0;-28;?;?;?;619.0;-776.0
-2054;323.0;89.0;2054;191.0;-238.0;156.0;224;107.0;?;-444.0;616.0;?
?;294.0;74.0;?;162.0;-242.0;215.0;244;?;-470.0;-254.0;?;-784.0
?;311.0;46.0;2018;?;-239.0;40.0;443;66.0;-456.0;?;609.0;-786.0
-1629;317.0;?;?;109.0;-236.0;?;204;-58.0;-310.0;-348.0;?;-789.0
-1351;384.0;?;1351;?;-244.0;370.0;-283;-40.0;-240.0;-512.0;601.0;-794.0
?;403.0;81.0;1096;10.0;?;-90.0;?;12.0;-393.0;-583.0;595.0;-798.0
-513;411.0;96.0;513;72.0;-263.0;-56.0;19;-5.0;-546.0;-479.0;588.0;-803.0
?;395.0;114.0;33;144.0;-267.0;235.0;-44;-35.0;-444.0;-542.0;583.0;-807.0
359;380.0;116.0;?;124.0;?;284.0;?;?;?;-412.0;?;-810.0
?;?;115.0;-541;79.0;-276.0;285.0;-122;-40.0;19.0;?;575.0;-814.0
613;393.0;59.0;-613;65.0;-281.0;135.0;-35;-53.0;114.0;112.0;572.0;-816.0
881;397.0;?;-881;78.0;-284.0;?;-91;-24.0;161.0;-756.0;570.0;?
703;419.0;8.0;-703;102.0;-286.0;?;-655;?;191.0;1006.0;?;-820.0
459;416.0;52.0;-459;110.0;-289.0;289.0;-436;44.0;292.0;206.0;?;-822.0
546;412.0;83.0;?;73.0;-279.0;366.0;-504;44.0;341.0;41.0;?;-824.0
243;?;73.0;?;155.0;-270.0;462.0;-785;1.0;509.0;?;561.0;-826.0
-135;?;100.0;135;136.0;-257.0;?;-206;-67.0;591.0;540.0;560.0;-827.0
-153;?;173.0;153;82.0;-244.0;204.0;-105;-148.0;620.0;?;559.0;-828.0
?;?;200.0;210;15.0;-235.0;554.0;-103;?;658.0;-362.0;?;-828.0
-143;326.0;175.0;143;3.0;-230.0;?;21;?;521.0;-184.0;556.0;?
-13;308.0;149.0;13;47.0;-223.0;307.0;-100;-77.0;387.0;184.0;557.0;?
-53;?;132.0;53;51.0;?;220.0;?;-78.0;378.0;?;558.0;-827.0
-43;?;92.0;43;?;-219.0;329.0;-22;?;408.0;-145.0;560.0;?
-42;388.0;69.0;42;44.0;-214.0;?;-16;58.0;285.0;-96.0;563.0;-822.0
-15;388.0;58.0;15;104.0;?;?;-43;?;168.0;-172.0;564.0;-820.0
-5;393.0;?;?;125.0;-196.0;?;-44;56.0;116.0;-77.0;566.0;-817.0
?;367.0;?;43;?;-179.0;470.0;-28;35.0;107.0;-46.0;566.0;-815.0
-27;355.0;?;27;152.0;-160.0;?;-47;3.0;69.0;-54.0;567.0;-812.0
-10;347.0;37.0;?;180.0;-141.0;?;-45;-36.0;?;31.0;566.0;?
9;324.0;61.0;-9;?;?;712.0;-35;-61.0;90.0;81.0;563.0;?
3;301.0;100.0;-3;?;-99.0;?;-31;-60.0;?;39.0;559.0;-810.0
?;279.0;159.0;?;207.0;?;675.0;-23;?;279.0;64.0;554.0;?
-12;?;?;12;239.0;-54.0;904.0;?;?;413.0;?;550.0;-811.0
-1;?;?;1;238.0;-37.0;833.0;?;-134.0;511.0;-2.0;?;-811.0
-31;257.0;240.0;31;223.0;-26.0;?;-1;?;?;?;549.0;-809.0
-53;233.0;252.0;53;193.0;-13.0;718.0;-21;?;?;?;?;-807.0
-50;223.0;233.0;50;178.0;-9.0;440.0;-15;-30.0;642.0;-532.0;554.0;-804.0
-30;192.0;186.0;?;181.0;-10.0;147.0;-5;?;541.0;-439.0;560.0;-799.0
?;182.0;?;0;195.0;-5.0;813.0;-17;115.0;?;-122.0;565.0;?
?;?;110.0;?;214.0;?;?;-14;?;294.0;-220.0;571.0;?
33;188.0;31.0;-33;226.0;-2.0;?;-17;190.0;106.0;-481.0;575.0;-782.0
?;212.0;42.0;-33;?;6.0;854.0;-15;180.0;-52.0;-585.0;?;-778.0
27;251.0;111.0;-27;222.0;16.0;787.0;-12;167.0;-194.0;-424.0;576.0;-775.0
-10;259.0;164.0;10;248.0;26.0;986.0;-14;?;-226.0;-389.0;572.0;-775.0
-14;244.0;176.0;14;?;?;559.0;-15;36.0;-86.0;-394.0;567.0;-775.0
?;215.0;140.0;?;239.0;60.0;572.0;?;-44.0;139.0;-345.0;563.0;-775.0
5;?;106.0;-5;205.0;69.0;530.0;-4;?;207.0;-301.0;561.0;-775.0
-24;226.0;61.0;24;172.0;78.0;450.0;0;-90.0;?;-300.0;560.0;-774.0
-6;238.0;72.0;6;?;83.0;?;-4;-24.0;?;-317.0;558.0;-774.0
1;?;95.0;-1;238.0;81.0;464.0;-1;68.0;210.0;-206.0;557.0;-773.0
?;243.0;98.0;-3;269.0;85.0;393.0;-1;87.0;275.0;-63.0;555.0;-773.0
?;240.0;?;-11;?;86.0;560.0;-4;48.0;337.0;-212.0;?;-773.0
2;233.0;107.0;-2;230.0;92.0;688.0;-2;?;411.0;-322.0;553.0;-772.0
7;?;107.0;-7;182.0;96.0;475.0;0;-16.0;440.0;-261.0;551.0;-773.0
8;?;99.0;-8;166.0;97.0;?;3;?;401.0;-154.0;550.0;-773.0
-28;265.0;?;28;?;95.0;207.0;4;-31.0;?;-242.0;549.0;?
-23;279.0;58.0;?;154.0;92.0;181.0;1;-16.0;135.0;-382.0;547.0;-774.0
13;297.0;58.0;?;163.0;?;448.0;-6;-30.0;67.0;?;547.0;-774.0
13;300.0;72.0;-13;157.0;83.0;363.0;?;-21.0;17.0;?;?;-775.0
?;312.0;109.0;?;157.0;80.0;423.0;-3;-20.0;-48.0;-152.0;546.0;-774.0
?;312.0;107.0;26;163.0;76.0;352.0;?;?;-129.0;-59.0;545.0;-774.0
?;?;?;64;166.0;67.0;280.0;-2;-38.0;-190.0;?;546.0;?
-30;?;110.0;30;160.0;67.0;?;-12;-62.0;-234.0;?;?;?
0;316.0;90.0;0;156.0;?;267.0;-2;-71.0;-191.0;?;548.0;?
-10;300.0;?;10;157.0;58.0;255.0;3;-56.0;?;-26.0;550.0;-770.0
-8;?;118.0;?;172.0;54.0;424.0;?;-29.0;-222.0;-106.0;551.0;-769.0
-14;?;137.0;14;186.0;49.0;380.0;?;-13.0;-207.0;-155.0;553.0;-769.0
14;301.0;155.0;?;187.0;43.0;438.0;-4;-1.0;-155.0;-35.0;555.0;-768.0
-32;298.0;137.0;32;184.0;43.0;407.0;?;-2.0;-86.0;-28.0;556.0;?
-98;300.0;100.0;98;176.0;40.0;373.0;2;-8.0;?;11.0;557.0;-768.0
3;306.0;104.0;-3;157.0;37.0;254.0;-2;-5.0;20.0;-29.0;557.0;-768.0
12;?;?;-12;159.0;42.0;316.0;7;17.0;31.0;?;?;-767.0
-47;311.0;126.0;47;169.0;42.0;300.0;?;41.0;49.0;-55.0;?;?
-19;304.0;146.0;19;182.0;44.0;362.0;-8;48.0;76.0;?;558.0;-767.0
-24;?;156.0;?;188.0;53.0;420.0;2;33.0;100.0;-109.0;556.0;?
-11;302.0;168.0;11;186.0;61.0;448.0;-1;-11.0;138.0;-48.0;?;-768.0
?;300.0;188.0;-7;169.0;66.0;395.0;-5;-24.0;?;-28.0;552.0;-769.0
-36;303.0;?;?;?;75.0;?;-5;?;182.0;20.0;?;?
-28;300.0;195.0;28;212.0;81.0;409.0;-11;-20.0;272.0;122.0;?;-770.0
-11;312.0;191.0;11;209.0;82.0;425.0;-6;6.0;315.0;50.0;?;-770.0
-34;320.0;177.0;34;253.0;88.0;528.0;?;4.0;315.0;-36.0;546.0;-770.0
-32;309.0;151.0;?;255.0;93.0;536.0;-16;9.0;?;-8.0;?;-769.0
-54;315.0;158.0;?;244.0;95.0;445.0;?;36.0;443.0;-7.0;542.0;-768.0
-63;310.0;?;63;267.0;103.0;443.0;-3;50.0;521.0;?;539.0;-766.0
-48;314.0;144.0;?;274.0;108.0;517.0;15;52.0;513.0;40.0;537.0;-764.0
-225;313.0;98.0;225;268.0;115.0;588.0;?;?;532.0;40.0;533.0;-763.0
-257;312.0;99.0;257;264.0;124.0;?;?;24.0;458.0;?;529.0;?
-195;317.0;61.0;195;256.0;131.0;620.0;?;?;394.0;-5.0;524.0;?
-258;323.0;39.0;258;254.0;136.0;794.0;889;14.0;367.0;-35.0;519.0;-758.0
?;348.0;92.0;27;?;?;1058.0;684;9.0;326.0;-40.0;513.0;-755.0
-375;347.0;196.0;375;?;153.0;782.0;702;22.0;206.0;?;506.0;-753.0
-763;361.0;?;763;271.0;160.0;892.0;565;-26.0;218.0;32.0;496.0;-750.0
-972;?;?;?;254.0;?;706.0;?;-28.0;386.0;71.0;486.0;-748.0
-1704;309.0;?;1704;225.0;?;767.0;74;-69.0;579.0;78.0;477.0;-747.0
-1683;307.0;148.0;1683;177.0;191.0;606.0;?;-87.0;725.0;?;?;-745.0
-1576;430.0;21.0;1576;?;197.0;703.0;-348;-64.0;822.0;?;?;-744.0
?;403.0;?;1522;80.0;199.0;853.0;-493;82.0;746.0;99.0;442.0;-746.0
-1169;?;34.0;?;194.0;205.0;?;-780;84.0;422.0;45.0;430.0;?
-282;406.0;?;282;160.0;221.0;684.0;-1055;43.0;262.0;76.0;414.0;-754.0
1320;429.0;17.0;-1320;?;238.0;?;?;48.0;72.0;59.0;394.0;-760.0
1545;430.0;13.0;?;208.0;256.0;690.0;-539;-5.0;-35.0;70.0;?;-766.0
1137;?;?;?;172.0;285.0;649.0;-306;?;?;68.0;353.0;?
1651;455.0;?;-1651;?;306.0;704.0;-408;?;-62.0;65.0;330.0;-779.0
1968;474.0;18.0;-1968;191.0;?;757.0;-183;-120.0;132.0;57.0;303.0;-786.0
1293;494.0;135.0;-1293;95.0;341.0;876.0;-17;-71.0;?;?;271.0;?
307;517.0;-55.0;-307;-12.0;?;695.0;-84;?;193.0;49.0;?;-803.0
59;588.0;-119.0;-59;23.0;374.0;744.0;-77;-93.0;-46.0;31.0;198.0;?
178;597.0;-70.0;-178;?;394.0;699.0;-57;-115.0;?;29.0;159.0;-817.0
?;658.0;-68.0;-123;113.0;425.0;748.0;-58;-185.0;-28.0;23.0;121.0;-819.0
?;707.0;?;?;?;464.0;?;-46;-162.0;76.0;?;81.0;-819.0
96;873.0;300.0;-96;103.0;514.0;701.0;-101;-166.0;189.0;39.0;39.0;-816.0
?;918.0;180.0;?;218.0;579.0;671.0;-98;-216.0;35.0;28.0;5.0;-812.0
-43;958.0;119.0;43;91.0;654.0;646.0;-25;-375.0;65.0;18.0;-18.0;-809.0
35;1015.0;87.0;-35;27.0;733.0;700.0;-33;-280.0;-5.0;65.0;?;?
-17;1067.0;154.0;17;82.0;815.0;656.0;-68;-259.0;-134.0;42.0;-41.0;?
-23;?;200.0;23;?;898.0;596.0;?;-253.0;13.0;76.0;?;-803.0
?;1012.0;?;-34;179.0;?;?;-14;22.0;-4.0;92.0;?;-800.0
29;972.0;?;-29;?;1068.0;?;-37;15.0;-166.0;76.0;?;-797.0
9;1017.0;?;-9;211.0;1137.0;652.0;?;-109.0;-277.0;73.0;?;-795.0
22;1041.0;50.0;-22;?;?;634.0;?;-182.0;-69.0;59.0;-68.0;-794.0
16;1026.0;55.0;-16;251.0;1184.0;632.0;-40;-79.0;301.0;67.0;?;?
0;?;136.0;?;336.0;1165.0;640.0;-37;?;349.0;28.0;-75.0;-791.0
1;991.0;40.0;-1;214.0;1142.0;677.0;?;22.0;276.0;23.0;-78.0;?
23;948.0;-88.0;?;53.0;1106.0;639.0;-22;19.0;110.0;-4.0;-78.0;?
59;952.0;-126.0;-59;63.0;?;699.0;-32;-89.0;-281.0;62.0;?;-787.0
31;927.0;?;-31;163.0;1026.0;?;-43;-114.0;49.0;66.0;-74.0;-787.0
14;955.0;-10.0;-14;?;988.0;670.0;?;?;61.0;95.0;-73.0;-786.0
19;?;0.0;-19;52.0;964.0;709.0;-24;21.0;-163.0;?;-72.0;-786.0
-29;950.0;-125.0;29;255.0;?;767.0;-37;49.0;-236.0;?;-71.0;-785.0
-50;959.0;-1.0;50;15.0;?;761.0;-29;-15.0;-232.0;181.0;-70.0;-784.0
-80;?;?;80;118.0;941.0;956.0;-16;-127.0;-244.0;187.0;-70.0;?
-98;974.0;25.0;98;53.0;?;1288.0;-22;?;-180.0;159.0;-69.0;-786.0
-67;984.0;252.0;67;25.0;?;2216.0;-8;-198.0;-65.0;17.0;?;-789.0
-78;988.0;?;78;236.0;1015.0;?;-10;?;57.0;-91.0;?;-792.0
-68;983.0;348.0;68;173.0;1056.0;151.0;-25;-94.0;88.0;?;-71.0;?
-9;985.0;394.0;9;235.0;?;?;-8;-222.0;178.0;-324.0;?;-798.0
2;?;435.0;-2;?;1125.0;150.0;?;?;436.0;-255.0;-75.0;-801.0
26;993.0;417.0;-26;338.0;1138.0;?;5;-213.0;579.0;-284.0;?;-805.0
?;987.0;?;-152;440.0;?;104.0;26;-233.0;816.0;-175.0;-78.0;-808.0
193;986.0;?;?;600.0;1076.0;655.0;-11;-275.0;1054.0;?;?;-811.0
108;983.0;492.0;-108;?;?;1724.0;?;-254.0;1252.0;?;-76.0;-813.0
95;961.0;502.0;-95;554.0;900.0;1645.0;?;-277.0;1439.0;123.0;-72.0;-816.0
93;927.0;?;-93;639.0;?;1177.0;?;-272.0;1521.0;157.0;-66.0;?
65;887.0;561.0;-65;?;?;?;-484;-256.0;1684.0;?;-58.0;?
-3;873.0;555.0;3;542.0;629.0;692.0;-844;-255.0;1721.0;?;-49.0;?
?;876.0;?;?;?;?;479.0;-473;-266.0;1724.0;168.0;-37.0;-826.0
?;865.0;?;240;552.0;514.0;?;?;-232.0;1669.0;-791.0;?;-827.0
-236;835.0;631.0;236;?;472.0;599.0;18;-210.0;?;207.0;-10.0;-828.0
?;853.0;634.0;?;711.0;439.0;192.0;11;-193.0;1579.0;?;6.0;-828.0
31;851.0;626.0;-31;?;426.0;?;20;-177.0;1727.0;-206.0;25.0;?
35;809.0;523.0;-35;601.0;?;246.0;?;?;1683.0;-267.0;44.0;-831.0
62;768.0;637.0;-62;669.0;428.0;270.0;192;-216.0;1528.0;?;61.0;-832.0
-100;776.0;642.0;?;626.0;442.0;?;7;-187.0;1405.0;-188.0;78.0;-834.0
?;786.0;622.0;?;?;454.0;446.0;134;?;?;-135.0;?;-836.0
-65;814.0;704.0;65;622.0;471.0;320.0;156;-162.0;1218.0;-108.0;109.0;-839.0
34;849.0;?;-34;?;495.0;170.0;-117;-68.0;1170.0;-304.0;120.0;-841.0
?;?;623.0;-13;515.0;522.0;190.0;-69;?;?;?;127.0;-843.0
?;850.0;?;98;?;545.0;?;22;-235.0;696.0;-337.0;132.0;-846.0
-70;849.0;839.0;70;?;565.0;302.0;-7;-276.0;481.0;-318.0;134.0;-847.0
-65;?;?;65;549.0;568.0;240.0;-76;-174.0;470.0;-235.0;135.0;-849.0
-198;856.0;971.0;198;643.0;564.0;232.0;-66;?;298.0;?;?;-849.0
?;895.0;1064.0;178;630.0;560.0;?;?;-220.0;?;?;134.0;-850.0
-289;896.0;1073.0;289;?;?;?;-127;-143.0;?;-210.0;?;?
?;892.0;?;244;?;530.0;242.0;-54;?;-181.0;-226.0;?;-850.0
231;?;?;-231;769.0;521.0;300.0;273;-23.0;-519.0;-301.0;124.0;-849.0
