InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-20;22;15;619.0;?;?;37;382;?;22
0;-32;?;705.0;?;76;-59;384;59;?
-2;-47;20;?;-197.0;72;-36;384;36;-47
-10;-26;?;523.0;-85.0;72;-33;389;33;-26
?;-23;?;488.0;?;72;-54;398;54;-23
?;0;6;497.0;?;68;-31;400;?;?
11;17;4;573.0;-208.0;75;?;400;42;17
-3;69;2;632.0;-337.0;?;1;397;-1;69
-14;?;0;699.0;-378.0;76;19;394;-19;90
-12;23;?;874.0;?;78;?;?;-16;?
8;17;5;?;-763.0;?;11;399;-11;17
5;78;8;987.0;?;77;12;393;-12;78
-9;?;2;997.0;-1082.0;82;?;391;-58;48
-2;21;4;1000.0;-1262.0;68;26;?;-26;21
-11;?;5;1146.0;-1278.0;76;-34;391;34;?
-11;12;-1;1179.0;?;?;30;?;-30;?
?;-17;?;1134.0;-1303.0;72;47;?;-47;-17
-12;5;-1;1083.0;-1188.0;75;14;396;?;5
-4;?;?;945.0;-1145.0;?;25;399;-25;-19
?;-27;5;929.0;-1122.0;78;-17;?;17;-27
-16;-32;?;841.0;-1105.0;?;-23;385;23;-32
-6;-17;-1;675.0;?;56;-4;405;4;-17
-7;?;-7;605.0;-1053.0;53;1;413;-1;-57
-8;?;?;521.0;-1021.0;79;6;392;-6;-113
?;?;1;261.0;-891.0;69;-13;399;13;-68
?;-64;?;77.0;-917.0;67;-11;403;11;?
11;-81;12;160.0;-736.0;?;-45;?;45;-81
-47;-67;-28;48.0;?;68;?;?;72;?
20;?;10;?;-493.0;68;?;392;67;-63
30;-132;45;-423.0;-344.0;?;-114;379;114;-132
76;-3;?;-580.0;-275.0;24;?;507;36;-3
?;506;-63;?;-224.0;30;363;491;-363;506
59;740;15;-758.0;10.0;?;574;424;-574;740
466;14;-118;-877.0;494.0;45;114;508;?;14
219;-1378;?;-1030.0;923.0;293;?;327;249;-1378
629;-500;-123;-1321.0;1175.0;69;-149;?;149;-500
949;?;10;-1719.0;1484.0;-498;63;536;-63;1963
?;1724;632;-1897.0;?;-164;194;4;-194;1724
-756;407;-116;?;?;34;-38;579;?;407
?;43;?;-1228.0;3011.0;-45;?;807;20;43
-186;-22;141;?;3001.0;99;155;?;?;?
80;36;-41;-1021.0;3115.0;57;?;423;19;36
26;-14;-35;?;?;58;-10;?;10;-14
-50;9;13;-783.0;3007.0;?;87;376;-87;?
48;2;-31;-849.0;2834.0;66;64;412;-64;2
?;-34;20;-1135.0;2694.0;?;?;364;?;-34
?;2;-22;-1312.0;?;71;39;401;-39;2
14;4;-10;-1416.0;1590.0;65;15;394;-15;4
5;13;-5;-1229.0;1029.0;64;6;390;-6;13
17;-10;-5;-897.0;618.0;?;14;384;-14;-10
20;?;-5;-525.0;308.0;85;19;381;-19;-18
9;-2;-6;-341.0;65.0;?;11;386;?;-2
3;-9;?;-292.0;-60.0;67;?;392;-7;-9
-6;5;-9;?;-151.0;64;6;397;-6;5
-6;5;-9;-81.0;?;64;6;397;-6;5
6;-11;-6;?;-334.0;70;1;391;-1;-11
8;?;?;181.0;-369.0;75;-47;390;47;13
3;21;?;?;?;68;-15;392;15;21
?;?;-1;368.0;-402.0;?;-4;392;4;?
0;12;-5;440.0;-363.0;69;-42;?;42;12
2;-15;-4;520.0;-328.0;72;19;395;-19;-15
4;11;-2;524.0;?;?;30;390;-30;?
-1;52;-5;483.0;-244.0;76;30;392;-30;?
-3;-19;-3;469.0;-185.0;67;-17;394;17;-19
0;-37;0;410.0;-71.0;70;-44;391;44;-37
2;13;-2;225.0;-20.0;77;27;?;-27;?
2;?;-1;?;59.0;73;-21;392;21;4
-2;19;3;-94.0;86.0;75;-48;389;48;19
2;-29;0;-246.0;?;76;?;390;13;?
3;-45;-1;-279.0;105.0;71;?;392;14;-45
-2;23;1;-328.0;127.0;71;-1;392;1;23
-1;13;0;-306.0;170.0;72;-14;392;14;13
?;19;-1;-353.0;188.0;75;-20;390;20;?
?;18;-1;-355.0;185.0;71;27;392;-27;18
-2;-19;?;-295.0;?;69;?;?;-26;?
?;-8;2;?;162.0;75;-19;387;19;-8
?;3;?;-116.0;180.0;?;-19;389;19;?
-10;13;-1;?;124.0;73;16;?;-16;13
-5;?;4;-23.0;116.0;?;?;390;-54;?
?;-29;-2;70.0;94.0;68;37;392;?;-29
0;-15;?;?;84.0;68;-10;392;10;?
2;?;?;120.0;33.0;?;-24;386;24;33
4;7;2;?;15.0;?;-12;?;12;7
2;-17;0;137.0;-31.0;73;-13;?;?;-17
2;-26;1;112.0;?;?;?;390;?;-26
2;-24;2;155.0;?;70;33;389;-33;-24
3;-9;?;146.0;-80.0;74;42;?;-42;-9
2;10;2;103.0;-66.0;71;?;?;?;10
2;9;6;?;?;?;33;388;-33;9
2;-35;2;68.0;-26.0;?;39;388;?;-35
?;-38;0;52.0;-66.0;72;-25;391;25;-38
2;-3;3;6.0;27.0;71;-18;?;18;-3
3;-30;?;-13.0;35.0;67;?;392;?;-30
-4;-41;-1;?;?;66;-13;395;13;-41
-4;19;2;-2.0;75.0;72;9;390;-9;19
?;44;0;?;82.0;68;16;?;-16;44
-1;16;3;-9.0;87.0;64;28;392;-28;16
3;-24;2;-19.0;82.0;?;5;389;-5;-24
2;-13;-4;-36.0;87.0;71;?;?;?;?
-2;18;?;-8.0;?;?;-14;391;?;18
-4;?;0;6.0;47.0;74;-34;391;34;1
-4;1;-4;?;27.0;71;-1;396;1;1
0;21;-2;39.0;-20.0;?;44;394;-44;21
2;15;1;?;0.0;72;-7;390;?;15
-4;-1;0;68.0;?;?;-35;?;35;-1
-2;21;?;51.0;3.0;69;?;389;?;?
2;10;6;42.0;33.0;75;-43;384;43;10
-2;?;3;14.0;35.0;70;15;390;-15;-37
0;-2;?;31.0;37.0;?;?;385;-43;-2
-4;9;4;?;69.0;72;-40;?;?;9
?;?;2;36.0;?;70;-7;389;7;-31
5;-8;1;-7.0;109.0;73;?;386;-44;-8
4;3;-5;?;74.0;67;-36;394;36;3
5;?;-6;?;101.0;67;-42;?;42;-1
1;34;?;11.0;109.0;?;-8;390;8;34
1;5;4;?;?;71;-30;386;30;5
-1;?;1;30.0;?;66;-4;?;4;-13
-5;14;?;?;43.0;66;28;?;-28;14
1;-18;-6;10.0;24.0;73;?;?;?;-18
0;-23;-7;?;52.0;69;-12;396;12;?
0;7;-2;38.0;11.0;?;-12;391;12;7
?;18;6;26.0;53.0;?;?;387;?;18
?;25;2;24.0;27.0;65;?;391;?;25
?;22;0;-16.0;7.0;?;-14;389;14;22
-2;14;0;25.0;?;67;?;?;14;14
4;12;-4;20.0;63.0;69;-26;393;26;12
-3;15;?;33.0;43.0;?;-3;386;3;15
-8;8;4;?;27.0;67;-22;390;22;?
?;2;-1;36.0;27.0;68;-2;?;2;2
-2;2;4;?;39.0;69;44;388;-44;2
-4;3;0;63.0;?;70;-20;?;?;3
-6;19;2;82.0;12.0;74;-17;389;17;19
?;28;-2;82.0;?;72;16;390;-16;?
?;17;-10;36.0;-29.0;?;?;393;9;17
-5;15;-3;69.0;27.0;?;-10;?;10;15
-6;23;0;35.0;36.0;71;-16;391;16;23
-5;-13;0;33.0;48.0;76;-15;390;15;-13
-8;-17;2;?;39.0;63;0;393;0;-17
10;?;-2;11.0;?;?;?;385;15;14
-32;-71;3;1.0;?;80;?;393;64;-71
132;?;-29;?;97.0;24;-264;410;264;197
192;69;-67;9.0;85.0;?;-232;394;232;?
245;-793;-82;-17.0;95.0;5;-61;460;?;-793
810;-778;?;-15.0;?;?;-425;509;425;-778
642;-427;79;-1.0;79.0;-73;-590;308;590;-427
14;-506;?;23.0;82.0;161;-295;257;295;?
-26;-618;?;18.0;?;115;-505;281;505;?
-66;-575;154;?;61.0;124;-341;?;?;-575
-166;-361;7;?;6.0;136;414;436;-414;-361
?;-252;-48;?;53.0;?;397;408;?;-252
-231;118;-177;?;39.0;225;196;546;-196;?
-372;445;25;76.0;?;474;-162;338;162;445
-218;997;342;47.0;59.0;?;-343;-23;343;997
154;?;306;?;132.0;?;?;12;-341;2469
178;2597;313;-59.0;?;?;383;-3;?;2597
-121;715;?;?;256.0;61;-57;332;57;715
-88;-101;-48;-182.0;219.0;?;-15;497;15;-101
76;213;?;-149.0;175.0;109;?;?;-75;213
30;103;-34;15.0;165.0;51;-4;414;4;103
?;110;-16;144.0;118.0;?;-13;387;13;110
52;143;-14;?;?;85;?;377;-40;143
23;?;-4;233.0;100.0;41;47;397;-47;45
27;?;1;174.0;-4.0;?;41;386;-41;44
23;32;-20;196.0;?;72;13;398;-13;32
?;-1;?;?;-162.0;?;10;?;-10;-1
?;?;?;?;-142.0;69;26;372;-26;14
30;37;3;?;?;?;2;376;-2;37
22;-9;0;?;-150.0;79;?;379;7;-9
28;?;-6;182.0;-177.0;73;1;?;-1;-32
?;-13;-10;185.0;?;69;15;388;-15;?
37;-47;-11;?;23.0;71;26;386;-26;-47
?;-59;-11;195.0;248.0;71;17;386;?;-59
38;?;?;105.0;397.0;?;18;?;-18;-3
38;-5;-14;11.0;590.0;76;?;384;-11;-5
?;4;-12;-99.0;633.0;70;25;386;?;4
?;?;-14;-151.0;511.0;76;-15;?;15;-13
23;?;-14;-94.0;257.0;77;-12;388;?;-45
30;0;?;114.0;-29.0;?;?;?;-46;0
?;4;-21;?;-217.0;76;-8;?;8;4
18;18;-12;522.0;-385.0;72;21;390;-21;18
37;10;?;624.0;?;72;14;383;?;10
38;1;-9;?;-482.0;?;-21;?;21;1
10;58;-2;620.0;-418.0;78;?;382;0;58
19;39;-17;?;-322.0;72;-105;395;105;39
14;?;-12;?;-203.0;?;-122;396;122;?
14;-64;?;461.0;?;?;-97;390;97;-64
5;?;-16;?;?;73;-172;?;172;-130
9;?;6;?;111.0;?;-167;391;167;-146
28;-115;34;100.0;220.0;81;-319;?;319;-115
?;-127;34;-146.0;?;80;-727;386;727;?
30;?;45;?;530.0;87;-1011;?;1011;-169
-21;-227;57;-524.0;673.0;91;-1226;424;1226;-227
?;-303;11;-568.0;?;98;-1452;501;?;-303
-1;-18;?;-494.0;661.0;?;?;555;1538;-18
-74;?;?;?;545.0;39;-1424;616;1424;223
-52;?;-52;-508.0;?;84;-1174;646;1174;129
19;268;-77;-637.0;427.0;107;?;632;998;?
-60;126;-79;-704.0;387.0;?;-758;?;758;126
-1;77;-72;?;298.0;193;-390;573;?;?
122;523;-95;-424.0;284.0;117;-202;?;202;523
92;?;?;-279.0;?;26;-159;672;?;531
120;229;?;?;243.0;61;-30;611;30;229
137;155;?;-28.0;270.0;?;24;582;-24;155
125;252;-125;-28.0;213.0;64;-53;606;?;252
116;49;-120;95.0;?;72;?;?;?;49
40;-301;-118;127.0;34.0;80;298;615;-298;-301
28;-278;-114;99.0;?;?;253;597;-253;-278
?;?;-132;?;-86.0;?;165;600;-165;-110
4;-13;?;3.0;?;85;103;653;-103;-13
61;95;?;-110.0;85.0;99;?;629;-26;95
119;?;-185;-163.0;100.0;?;-78;591;78;208
?;249;-198;-192.0;95.0;137;-121;600;?;?
117;?;?;-190.0;31.0;?;-124;599;124;249
54;281;-157;-113.0;51.0;126;?;612;261;281
?;294;-140;-89.0;91.0;117;-318;?;318;?
42;?;-157;-22.0;83.0;?;-265;616;265;283
52;289;?;43.0;58.0;108;-335;611;?;289
97;251;-136;110.0;?;73;-445;607;?;?
93;?;-133;195.0;-17.0;76;?;606;436;?
103;404;-58;252.0;-61.0;101;?;?;439;404
158;562;-36;281.0;-105.0;?;-542;?;?;562
207;772;-53;?;-136.0;81;-494;482;494;?
236;902;-40;216.0;-191.0;46;-455;?;455;902
227;877;?;225.0;-229.0;54;-443;481;443;877
228;880;-45;196.0;-259.0;53;?;481;446;880
241;880;?;180.0;?;?;-510;483;510;880
165;?;-59;164.0;?;?;?;?;?;?
118;1039;-87;136.0;-316.0;61;202;470;?;1039
131;964;?;142.0;-300.0;65;90;466;-90;964
129;?;-81;149.0;-253.0;61;?;470;?;1015
129;?;-80;122.0;-146.0;?;130;471;-130;1014
122;914;?;131.0;-93.0;71;112;?;-112;914
145;1202;-149;72.0;?;41;141;493;?;1202
70;278;171;33.0;-35.0;141;105;384;?;278
-41;-1294;?;52.0;-34.0;?;117;202;-117;-1294
-18;?;?;52.0;-28.0;268;?;251;-100;-861
-4;?;341;15.0;71.0;133;3;366;?;189
-8;296;327;-30.0;?;117;-14;379;14;296
?;?;335;-28.0;?;128;-1;369;1;253
-6;212;317;-46.0;410.0;122;?;379;?;212
4;70;288;-133.0;496.0;128;33;378;-33;70
6;86;294;-308.0;508.0;?;23;375;-23;?
-7;63;?;?;388.0;122;?;385;11;?
-9;45;290;-753.0;?;123;-16;387;16;45
?;60;293;-855.0;223.0;121;?;387;12;60
-7;?;?;-764.0;148.0;124;-16;385;16;52
-10;52;293;-653.0;181.0;121;-12;388;12;52
-8;56;291;-668.0;?;?;-15;386;15;56
-1;94;281;-860.0;?;132;-40;?;40;94
?;64;?;-1009.0;560.0;120;-28;389;28;64
-4;?;280;-970.0;?;113;9;387;?;59
-22;24;288;-648.0;639.0;114;-48;400;?;?
-9;-75;250;-197.0;?;113;?;404;?;-75
?;-109;214;319.0;344.0;119;-103;?;103;-109
-16;-110;248;864.0;?;?;-195;421;195;-110
?;-41;219;1154.0;167.0;126;-370;382;370;-41
87;92;290;1315.0;?;100;-630;369;630;92
18;114;?;1302.0;-104.0;116;-888;?;888;114
141;345;274;1192.0;-216.0;111;-1652;391;?;345
127;373;285;1029.0;-257.0;160;-2302;?;2302;?
-93;11;293;784.0;-344.0;86;-3367;623;?;?
158;-110;?;499.0;?;-91;-5578;852;?;-110
127;?;417;135.0;-349.0;386;-5556;297;5556;-585
438;?;?;?;-216.0;-379;-6482;1190;6482;225
972;1279;1089;-535.0;-37.0;?;-5944;1794;5944;?
488;623;1074;-791.0;165.0;?;-1639;8;1639;?
?;584;1103;?;?;?;-1362;-262;1362;584
636;?;767;?;433.0;1077;182;?;-182;-158
607;-1628;526;-1400.0;536.0;1024;?;61;-3513;?
562;-972;581;-1358.0;?;660;?;367;-3934;-972
280;164;765;-1079.0;266.0;546;4370;470;?;164
?;804;958;-902.0;-105.0;310;5002;732;-5002;?
-187;1121;785;-890.0;-329.0;-41;5533;?;-5533;1121
-597;638;1164;-883.0;?;-555;5430;1237;-5430;638
-1257;1993;323;-698.0;-586.0;-1275;6070;?;-6070;?
-2297;1302;-589;-509.0;?;?;5825;3038;?;1302
?;1307;-2259;-431.0;-389.0;-185;6119;3614;-6119;1307
-1673;2721;-3386;?;51.0;1592;?;3093;?;2721
-568;-2882;-451;-767.0;?;46;-3114;850;3114;-2882
328;-3819;-806;-880.0;?;-2605;?;?;5678;-3819
-1225;-736;-391;-860.0;1057.0;-498;?;?;?;-736
?;-1565;2223;-765.0;1169.0;?;-1792;442;1792;-1565
?;?;?;?;1114.0;670;-488;232;488;-585
56;161;?;-264.0;1044.0;?;28;463;-28;161
-152;113;467;?;?;?;-117;381;?;113
20;?;?;316.0;735.0;98;50;396;-50;251
-148;-46;432;528.0;600.0;197;-42;382;42;-46
-65;-24;315;728.0;488.0;114;-2;414;2;-24
-86;54;354;888.0;109.0;127;22;405;-22;54
?;?;353;1106.0;-447.0;?;?;396;90;-2
-77;?;328;1317.0;-911.0;139;-157;401;157;-64
-76;3;324;1338.0;-1266.0;148;-79;397;79;3
-102;-11;343;1059.0;-1608.0;133;-227;424;?;-11
-79;16;361;854.0;-2017.0;158;-239;381;239;?
-14;?;311;932.0;-2577.0;103;-306;384;306;-124
-25;-257;?;1018.0;-2876.0;94;-872;?;872;?
31;-14;434;1027.0;-2977.0;228;?;267;1531;-14
88;-280;365;893.0;?;110;-3002;417;3002;-280
58;-521;546;772.0;-2584.0;627;?;128;5356;-521
-122;?;903;618.0;?;293;-7797;672;7797;-1963
-199;-2536;1297;390.0;-1724.0;-1160;?;?;8732;?
528;109;?;148.0;?;-646;-5586;2216;5586;109
1273;108;2395;-111.0;-402.0;?;?;1448;755;108
848;-487;?;-246.0;413.0;1025;1611;487;-1611;?
330;131;503;-204.0;?;1359;2064;-127;-2064;131
393;?;809;?;1754.0;904;3335;?;-3335;-86
288;?;778;-498.0;?;749;?;396;-4296;?
?;?;805;-442.0;2586.0;826;?;334;-4205;?
262;899;570;?;2514.0;300;5080;598;-5080;899
-105;1676;651;-663.0;2386.0;-184;5544;785;-5544;1676
-374;2123;?;-915.0;2019.0;?;?;1482;-5840;2123
-1197;2004;111;-912.0;?;-1680;6167;2244;?;2004
-1409;?;-714;-982.0;?;-618;?;2112;-5208;691
-319;3563;-3273;-1163.0;1623.0;1839;3837;2219;-3837;3563
?;5299;-3349;-1200.0;?;3328;755;2511;-755;5299
?;?;?;-1152.0;1322.0;2766;-2263;?;2263;-1750
90;-3399;-479;-985.0;1143.0;614;-3454;355;3454;?
674;?;-472;-777.0;911.0;-1028;-3325;641;3325;?
957;-860;-501;-447.0;664.0;-846;-1436;?;1436;?
186;-606;66;-75.0;411.0;-94;?;395;69;-606
-191;819;355;186.0;286.0;109;-5;435;5;819
?;-57;237;323.0;157.0;100;-31;347;31;-57
-191;?;305;?;-47.0;131;-69;?;69;270
-92;110;283;639.0;?;133;?;386;27;110
?;?;277;762.0;-147.0;103;19;?;-19;17
-119;66;286;913.0;-635.0;113;-91;417;91;66
-96;?;292;1129.0;-1147.0;124;-207;391;207;21
-117;30;283;1361.0;-1579.0;119;-180;?;180;30
-98;-3;?;1319.0;-1932.0;123;-179;407;179;?
-94;-10;257;1139.0;?;?;?;412;186;-10
-71;-33;214;967.0;-2291.0;129;?;414;273;-33
-76;41;238;803.0;-2314.0;128;-421;413;421;41
-94;-24;254;687.0;-2285.0;99;?;451;554;-24
25;94;293;560.0;-2094.0;193;-1138;315;1138;?
39;86;368;382.0;-1821.0;?;-2098;?;?;86
?;-33;?;204.0;-1399.0;313;?;239;3317;-33
203;?;537;28.0;-888.0;382;-5908;220;5908;-438
-101;-1360;590;-188.0;?;-590;-8157;1418;8157;-1360
-248;-336;1043;-394.0;191.0;-1208;?;2305;7187;-336
-103;1290;1619;-604.0;887.0;-634;-5607;2062;?;1290
176;1366;1426;-809.0;?;215;-2587;?;2587;1366
347;?;740;-1011.0;1860.0;?;1013;176;-1013;?
121;1499;421;-1202.0;2234.0;1400;1107;-154;-1107;1499
?;330;536;-1453.0;2801.0;944;2692;110;-2692;330
499;339;?;-1375.0;?;458;4863;375;?;339
47;?;342;562.0;-858.0;111;-10;423;10;?
62;27;335;?;-900.0;124;20;407;-20;27
47;48;300;193.0;-1020.0;134;20;416;-20;48
40;107;273;210.0;-1214.0;147;-10;415;10;107
42;93;278;438.0;-1301.0;144;-2;415;2;93
42;92;278;694.0;-1211.0;144;-1;415;1;92
36;113;272;?;-935.0;146;-11;418;11;113
?;?;?;596.0;-486.0;142;?;395;-2;24
88;-42;314;319.0;?;146;-69;372;?;-42
81;-22;309;89.0;731.0;?;2;381;-2;-22
83;-29;311;-94.0;?;145;-46;378;46;?
83;-31;311;-318.0;?;146;-75;?;75;-31
83;-17;309;?;1788.0;?;126;379;?;?
84;?;317;-313.0;1702.0;161;-567;381;567;-72
?;?;321;27.0;1246.0;?;-647;407;647;-101
91;-114;330;501.0;?;177;-1029;386;1029;-114
130;-356;436;932.0;7.0;184;?;446;?;-356
126;-1117;?;?;-386.0;?;-2447;835;2447;-1117
?;?;579;864.0;-641.0;-384;-2852;1032;2852;?
?;-563;592;?;-754.0;78;-983;511;983;-563
736;-116;565;549.0;?;511;751;7;?;-116
574;61;?;409.0;-935.0;414;640;129;-640;61
412;?;440;?;-907.0;?;?;244;?;944
432;980;446;194.0;?;372;1408;?;-1408;980
187;1060;348;86.0;-625.0;39;1849;507;-1849;1060
-77;965;?;11.0;-535.0;-21;1772;652;-1772;965
-72;293;217;-34.0;?;168;894;526;-894;293
?;274;129;?;-64.0;11;851;640;-851;274
-125;?;-213;?;200.0;-248;452;792;?;998
-226;1692;-369;-471.0;496.0;-230;336;?;?;1692
?;1638;-500;-643.0;805.0;?;216;988;-216;1638
-532;1769;-164;?;1033.0;170;-244;?;244;1769
-810;704;-460;-904.0;1167.0;841;-165;?;165;?
-230;223;128;-925.0;1261.0;673;?;368;906;223
336;969;1464;?;1131.0;-952;?;734;?;?
-1364;-473;211;-767.0;?;-850;-473;2033;473;-473
-850;-452;-156;-640.0;691.0;27;140;1170;-140;?
375;429;446;-493.0;564.0;58;?;161;127;429
-99;-23;?;-403.0;450.0;92;30;?;-30;-23
?;196;226;-347.0;318.0;112;-50;349;50;196
78;174;210;-235.0;230.0;114;-41;366;41;174
13;123;?;-146.0;?;122;-20;?;20;?
95;138;?;-36.0;88.0;96;-39;360;39;138
17;?;178;66.0;78.0;84;-20;?;20;30
63;72;203;72.0;-65.0;89;?;387;15;72
47;6;175;181.0;-301.0;?;?;396;?;6
44;-18;153;345.0;-444.0;87;-11;391;11;-18
49;?;?;480.0;-501.0;87;?;380;-17;-15
37;?;132;501.0;?;66;?;394;-23;-11
26;13;110;422.0;-431.0;67;2;398;-2;13
27;9;?;263.0;-393.0;?;?;385;-9;9
26;15;95;-54.0;-232.0;80;?;?;-7;15
21;34;76;-402.0;-111.0;67;8;394;?;34
14;23;?;?;?;76;-5;?;5;23
14;28;44;-692.0;-26.0;79;17;381;-17;28
14;?;32;?;-124.0;70;17;380;-17;-25
8;-96;23;-348.0;-266.0;73;-18;382;18;-96
4;-56;21;?;-302.0;73;?;384;?;-56
3;?;14;-198.0;-181.0;67;-12;386;12;-19
4;-18;-2;-289.0;-34.0;77;-1;?;1;-18
1;?;4;-414.0;99.0;76;15;381;-15;-19
?;-40;2;-441.0;228.0;68;3;388;-3;?
1;-59;?;?;334.0;?;13;384;-13;-59
?;-27;?;-315.0;451.0;70;17;380;-17;?
-1;13;0;-151.0;512.0;72;-18;385;18;13
-6;-10;3;33.0;512.0;71;-20;388;20;?
-14;?;17;?;376.0;?;-8;392;8;?
1;-16;-6;272.0;262.0;70;-12;386;12;-16
5;-50;-16;247.0;196.0;70;13;387;-13;-50
?;-8;11;211.0;187.0;74;17;?;?;-8
3;45;15;160.0;152.0;78;?;375;?;45
0;1;-15;51.0;123.0;48;-14;?;14;1
?;-44;0;-71.0;67.0;56;11;395;-11;-44
-2;-13;22;-128.0;105.0;?;39;378;-39;-13
-5;-24;-4;-180.0;107.0;60;?;398;-57;-24
?;-28;2;-162.0;137.0;72;56;387;?;-28
?;22;29;-133.0;139.0;76;?;371;-54;?
12;6;17;-63.0;?;93;7;359;-7;6
-4;53;10;-7.0;-114.0;?;14;373;?;53
-24;53;13;132.0;-244.0;65;51;?;-51;53
-4;-18;2;?;?;58;24;393;-24;-18
-6;40;4;207.0;-116.0;66;44;390;-44;40
-7;58;4;180.0;-161.0;81;52;?;-52;58
7;56;2;193.0;?;79;-27;377;?;56
1;33;5;209.0;?;67;-51;?;51;33
-7;5;?;163.0;-320.0;70;-10;?;10;5
-8;60;10;118.0;?;77;7;386;-7;60
-8;?;10;101.0;-200.0;?;7;386;-7;?
-5;32;4;109.0;-74.0;75;-16;389;16;?
-5;40;?;90.0;48.0;71;-27;391;27;40
0;21;2;51.0;118.0;80;-22;386;22;21
11;17;?;-71.0;?;90;-40;373;40;17
1;?;9;?;230.0;77;-54;382;54;33
-16;?;9;?;388.0;?;?;400;62;16
?;10;14;-354.0;512.0;75;-72;391;?;10
-5;?;?;-472.0;?;74;-64;390;64;10
-7;-28;3;-654.0;690.0;68;-50;399;50;-28
?;-52;7;-748.0;748.0;71;-87;394;?;-52
-6;-92;?;-804.0;783.0;?;-111;395;111;-92
-12;-121;9;-772.0;695.0;71;-84;402;84;?
23;-104;9;?;?;73;?;381;134;-104
84;-78;31;-566.0;592.0;62;-305;336;305;-78
90;236;1;-415.0;502.0;66;?;353;?;236
44;520;-17;?;475.0;84;-558;396;558;?
9;?;9;-37.0;283.0;89;-563;407;563;624
-17;?;-21;83.0;39.0;86;-621;451;621;849
?;803;-30;191.0;-257.0;81;-660;?;?;803
-33;702;-25;225.0;-510.0;92;-649;474;649;?
?;566;-28;?;-788.0;88;-584;495;584;566
-42;?;?;505.0;?;?;-474;514;474;329
3;?;?;611.0;-1034.0;98;?;?;?;359
-2;343;-72;701.0;-994.0;89;-232;?;232;343
-3;?;-110;642.0;-861.0;74;-153;497;153;353
10;513;-139;469.0;-688.0;84;26;480;?;513
-41;?;?;?;?;68;195;?;-195;269
-80;18;?;-44.0;-50.0;63;317;546;-317;18
-109;89;-379;-222.0;-170.0;?;371;613;-371;89
-229;?;?;?;?;?;187;741;?;?
-371;989;-623;-423.0;-302.0;188;-72;?;72;989
-457;1208;-382;-581.0;-199.0;206;-482;799;482;1208
?;?;-168;?;-51.0;?;-812;771;812;768
?;?;-171;-863.0;98.0;105;-875;668;?;466
-128;131;-198;?;138.0;105;-985;?;985;131
?;82;-159;-837.0;127.0;?;-1071;375;?;82
72;410;-165;-733.0;-53.0;114;-1081;345;?;410
81;?;-193;-593.0;?;113;-1062;335;1062;425
96;?;-168;-445.0;-297.0;46;?;361;1080;565
151;768;-126;-457.0;?;-62;-1001;?;?;768
176;714;-99;?;?;32;-654;326;?;714
208;746;-107;-709.0;-4.0;3;-505;297;505;746
210;?;-153;-829.0;267.0;44;-665;256;?;686
23;1709;-180;-924.0;529.0;128;-578;?;?;1709
-112;2266;-3;-927.0;762.0;161;-1182;?;1182;2266
-261;2477;109;-880.0;?;197;-1434;?;?;?
-293;?;299;-802.0;1114.0;?;-1626;675;1626;2899
229;1755;754;-711.0;1182.0;593;?;725;?;1755
716;2939;?;-623.0;?;334;-894;619;?;2939
843;3582;237;-570.0;899.0;66;670;386;-670;3582
-77;872;-382;-468.0;?;?;?;?;199;872
-795;-10;-734;?;529.0;287;36;84;?;-10
-30;464;?;-510.0;536.0;?;59;428;-59;464
24;267;?;-645.0;606.0;?;-32;408;32;267
?;10;-267;-704.0;715.0;?;73;?;-73;?
-87;72;-119;-643.0;?;75;59;407;-59;72
?;?;-192;-509.0;827.0;86;-3;370;3;-13
-126;59;-167;-341.0;783.0;85;61;380;-61;59
-98;440;?;-227.0;?;161;?;300;?;440
3;198;-194;-182.0;671.0;228;?;208;-139;198
-78;?;-157;-250.0;542.0;114;-227;332;227;-47
-186;23;-171;-343.0;?;55;-110;403;110;23
?;?;-162;?;140.0;101;-107;356;107;37
-132;32;-170;-294.0;-5.0;?;-106;?;106;32
-122;-63;-160;-182.0;-139.0;74;?;385;230;?
-164;42;-143;-46.0;-230.0;?;-209;448;209;42
-181;99;-150;127.0;-245.0;43;-62;439;62;99
?;69;-152;?;-240.0;100;-110;390;110;69
-111;100;-161;207.0;-344.0;81;-48;385;48;100
-112;?;?;522.0;-513.0;98;-73;367;73;33
-115;-25;-144;896.0;-652.0;108;-203;395;203;-25
-66;-129;-131;?;?;60;-150;399;150;?
-132;-19;-248;?;-635.0;109;-540;345;540;-19
-172;136;-286;1111.0;?;150;?;306;?;136
-111;412;?;684.0;-915.0;119;-1788;414;1788;412
-86;?;-263;540.0;-789.0;?;-3189;342;?;678
90;432;-580;-52.0;-566.0;?;-4211;0;4211;432
177;?;-696;?;-391.0;102;-5911;445;5911;746
6;?;-375;-792.0;-117.0;-690;-8135;1421;?;1627
31;?;-683;-1048.0;152.0;-392;-5356;1342;5356;2305
