Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RWR accZ;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
371.0;917.0;271.0;733.0;?;640.0;?;-226.0;206.0
382.0;886.0;304.0;719.0;648.0;709.0;?;-220.0;186.0
370.0;890.0;?;698.0;624.0;725.0;-982.0;-216.0;185.0
368.0;?;298.0;653.0;614.0;771.0;?;-223.0;144.0
386.0;?;298.0;619.0;593.0;802.0;?;-201.0;130.0
415.0;774.0;267.0;568.0;509.0;772.0;-930.0;?;140.0
?;732.0;?;524.0;529.0;803.0;-903.0;-228.0;163.0
490.0;664.0;?;533.0;540.0;?;-883.0;-252.0;173.0
534.0;656.0;204.0;505.0;541.0;?;-846.0;?;140.0
542.0;621.0;166.0;502.0;520.0;745.0;-825.0;-252.0;158.0
618.0;657.0;108.0;481.0;559.0;732.0;-794.0;-277.0;213.0
610.0;?;53.0;491.0;455.0;694.0;-786.0;-285.0;182.0
631.0;629.0;-53.0;463.0;409.0;746.0;-724.0;-289.0;146.0
671.0;?;-150.0;456.0;585.0;759.0;-706.0;-323.0;176.0
720.0;?;-201.0;?;590.0;824.0;-665.0;-337.0;?
748.0;642.0;-246.0;570.0;594.0;?;-635.0;?;63.0
?;?;?;615.0;657.0;?;?;?;133.0
833.0;?;-295.0;?;410.0;793.0;-637.0;-431.0;72.0
?;836.0;?;?;407.0;843.0;?;-424.0;214.0
789.0;862.0;-354.0;391.0;?;871.0;?;-511.0;215.0
?;942.0;-363.0;?;427.0;848.0;?;-573.0;124.0
665.0;773.0;?;384.0;365.0;809.0;-655.0;-524.0;126.0
671.0;610.0;-488.0;341.0;?;784.0;-607.0;-535.0;102.0
705.0;641.0;?;326.0;?;774.0;-599.0;-578.0;147.0
658.0;627.0;-417.0;323.0;406.0;784.0;-711.0;-625.0;?
?;554.0;-303.0;303.0;394.0;?;?;-632.0;117.0
678.0;539.0;-245.0;291.0;409.0;790.0;-808.0;-684.0;136.0
697.0;497.0;-203.0;268.0;385.0;793.0;-748.0;-705.0;176.0
674.0;450.0;-221.0;?;356.0;845.0;-612.0;?;?
702.0;417.0;?;?;348.0;847.0;-536.0;-591.0;162.0
706.0;405.0;-189.0;168.0;399.0;?;-514.0;?;?
720.0;384.0;-134.0;191.0;465.0;911.0;?;-583.0;101.0
730.0;350.0;-164.0;292.0;627.0;?;?;-660.0;159.0
720.0;345.0;-198.0;412.0;?;947.0;?;-618.0;138.0
715.0;373.0;?;498.0;791.0;965.0;-457.0;-575.0;?
756.0;?;-228.0;?;954.0;1054.0;-454.0;-545.0;311.0
812.0;599.0;?;797.0;931.0;940.0;-441.0;-496.0;210.0
806.0;681.0;-241.0;829.0;642.0;?;-433.0;-490.0;224.0
866.0;811.0;-275.0;?;613.0;936.0;-408.0;?;397.0
881.0;952.0;-280.0;564.0;729.0;885.0;?;?;462.0
634.0;1071.0;?;607.0;606.0;?;-359.0;-480.0;?
508.0;786.0;-268.0;?;506.0;793.0;-404.0;-439.0;?
578.0;?;-234.0;486.0;503.0;723.0;-525.0;-547.0;254.0
567.0;860.0;-223.0;448.0;?;678.0;-650.0;-575.0;277.0
518.0;785.0;-215.0;439.0;549.0;624.0;?;-658.0;180.0
?;641.0;-119.0;?;550.0;?;-912.0;-663.0;?
539.0;610.0;-135.0;504.0;607.0;541.0;?;-582.0;177.0
?;627.0;-59.0;525.0;565.0;580.0;-801.0;-633.0;169.0
572.0;?;-35.0;557.0;?;630.0;-676.0;-617.0;208.0
?;668.0;?;516.0;528.0;674.0;-726.0;-599.0;274.0
603.0;751.0;79.0;498.0;443.0;684.0;?;-576.0;230.0
?;752.0;-15.0;433.0;436.0;?;-647.0;-472.0;214.0
665.0;697.0;-134.0;374.0;434.0;?;-560.0;-454.0;177.0
679.0;?;-167.0;330.0;510.0;925.0;-563.0;-527.0;193.0
710.0;?;?;379.0;415.0;878.0;-577.0;-482.0;162.0
739.0;572.0;-239.0;487.0;436.0;932.0;-594.0;-505.0;237.0
828.0;571.0;-233.0;468.0;556.0;?;-641.0;-506.0;259.0
893.0;663.0;-187.0;467.0;?;?;?;-514.0;146.0
705.0;758.0;-152.0;479.0;510.0;963.0;-680.0;-534.0;172.0
718.0;?;-162.0;?;510.0;966.0;-666.0;?;182.0
790.0;754.0;-246.0;?;370.0;963.0;-628.0;-579.0;?
767.0;?;-356.0;358.0;330.0;882.0;-571.0;-588.0;188.0
706.0;733.0;-393.0;279.0;313.0;?;-546.0;-620.0;206.0
656.0;693.0;-445.0;189.0;262.0;885.0;-554.0;-625.0;167.0
?;573.0;-342.0;?;272.0;879.0;-658.0;-753.0;171.0
?;445.0;-121.0;?;386.0;891.0;-621.0;-633.0;199.0
702.0;360.0;-96.0;?;397.0;820.0;-651.0;-707.0;179.0
?;293.0;-28.0;239.0;407.0;777.0;-679.0;-584.0;149.0
669.0;314.0;-40.0;241.0;405.0;827.0;-662.0;-559.0;167.0
743.0;434.0;-105.0;200.0;401.0;795.0;?;-564.0;248.0
767.0;448.0;-155.0;200.0;389.0;731.0;-543.0;-570.0;?
800.0;449.0;-140.0;203.0;359.0;?;-475.0;-621.0;258.0
?;445.0;-223.0;168.0;341.0;951.0;-404.0;-590.0;369.0
?;423.0;?;143.0;?;?;-331.0;-585.0;335.0
869.0;392.0;-380.0;317.0;677.0;?;-304.0;-535.0;?
?;?;-295.0;546.0;1013.0;722.0;-341.0;-552.0;?
818.0;278.0;-204.0;821.0;?;870.0;?;-573.0;?
?;428.0;-258.0;1156.0;1225.0;969.0;?;-618.0;348.0
723.0;687.0;-297.0;1173.0;1072.0;820.0;-411.0;-594.0;366.0
648.0;?;-315.0;1061.0;?;935.0;?;-738.0;312.0
587.0;1319.0;-383.0;921.0;890.0;?;?;-761.0;?
?;?;-455.0;?;931.0;1061.0;?;-695.0;389.0
405.0;1156.0;-461.0;748.0;?;1021.0;-335.0;-669.0;230.0
528.0;1061.0;-637.0;?;?;1047.0;-413.0;-556.0;53.0
554.0;960.0;-506.0;?;655.0;?;?;-502.0;198.0
545.0;879.0;-172.0;617.0;774.0;968.0;-840.0;?;296.0
505.0;846.0;220.0;659.0;794.0;977.0;-1134.0;-508.0;?
482.0;728.0;256.0;697.0;778.0;?;?;-420.0;338.0
446.0;717.0;66.0;?;792.0;870.0;-1191.0;-332.0;391.0
474.0;783.0;41.0;?;778.0;849.0;-1104.0;-406.0;?
498.0;?;-11.0;778.0;797.0;862.0;-1030.0;-427.0;407.0
505.0;861.0;-56.0;779.0;?;?;?;?;322.0
505.0;962.0;-154.0;770.0;825.0;960.0;-861.0;-375.0;308.0
506.0;?;?;710.0;774.0;879.0;-820.0;-351.0;229.0
524.0;?;-126.0;729.0;?;859.0;-744.0;-393.0;194.0
498.0;956.0;?;761.0;?;684.0;-727.0;?;?
463.0;897.0;-7.0;799.0;978.0;?;-776.0;-429.0;81.0
443.0;907.0;49.0;?;886.0;695.0;-808.0;-474.0;-22.0
362.0;?;32.0;798.0;903.0;766.0;-857.0;-502.0;?
344.0;976.0;?;841.0;819.0;968.0;-904.0;-516.0;344.0
253.0;865.0;-2.0;834.0;1001.0;?;-894.0;?;?
345.0;902.0;-36.0;875.0;842.0;732.0;-904.0;-564.0;215.0
331.0;935.0;-22.0;891.0;896.0;652.0;-862.0;-511.0;253.0
410.0;1092.0;-43.0;?;855.0;646.0;?;-425.0;168.0
384.0;984.0;-32.0;?;768.0;766.0;-862.0;?;?
354.0;1037.0;26.0;750.0;846.0;751.0;-877.0;-335.0;278.0
278.0;961.0;47.0;766.0;864.0;812.0;-855.0;-286.0;?
380.0;?;89.0;768.0;?;742.0;-861.0;-211.0;?
449.0;897.0;106.0;781.0;906.0;773.0;?;-236.0;?
403.0;919.0;111.0;793.0;?;846.0;-998.0;-272.0;257.0
371.0;933.0;168.0;784.0;826.0;?;?;-390.0;238.0
397.0;933.0;86.0;?;850.0;838.0;-984.0;-374.0;?
404.0;925.0;37.0;813.0;904.0;904.0;?;?;299.0
402.0;929.0;?;825.0;922.0;?;-885.0;-304.0;?
390.0;939.0;?;873.0;?;?;-870.0;-346.0;278.0
379.0;973.0;?;897.0;979.0;920.0;-862.0;-337.0;275.0
388.0;999.0;45.0;915.0;961.0;815.0;-883.0;-363.0;317.0
351.0;?;?;912.0;960.0;?;-897.0;-381.0;304.0
330.0;1048.0;?;888.0;918.0;1161.0;-897.0;?;277.0
299.0;1050.0;1.0;870.0;917.0;?;-897.0;-350.0;211.0
306.0;?;-3.0;?;913.0;973.0;-902.0;-381.0;264.0
345.0;987.0;28.0;846.0;837.0;833.0;-917.0;-343.0;271.0
380.0;?;47.0;767.0;785.0;?;-931.0;-370.0;?
?;1006.0;55.0;746.0;?;814.0;-945.0;-362.0;429.0
386.0;997.0;?;?;685.0;?;?;?;443.0
?;878.0;?;682.0;694.0;?;-991.0;-315.0;414.0
405.0;880.0;196.0;623.0;?;709.0;-1016.0;-305.0;413.0
407.0;839.0;208.0;628.0;767.0;?;-1000.0;-271.0;?
409.0;805.0;135.0;628.0;?;846.0;-981.0;-292.0;306.0
400.0;737.0;32.0;590.0;818.0;944.0;-994.0;-403.0;78.0
416.0;732.0;25.0;581.0;879.0;958.0;-1008.0;-501.0;118.0
435.0;666.0;-3.0;?;980.0;1032.0;-922.0;-390.0;?
?;633.0;51.0;?;1133.0;1210.0;?;-364.0;293.0
384.0;667.0;?;926.0;1179.0;?;-841.0;-358.0;?
467.0;716.0;100.0;998.0;1116.0;1018.0;-800.0;?;517.0
593.0;844.0;?;935.0;1025.0;908.0;?;-399.0;527.0
730.0;1004.0;11.0;899.0;824.0;840.0;-717.0;?;446.0
713.0;1157.0;0.0;790.0;683.0;?;?;-373.0;?
583.0;?;-132.0;?;646.0;694.0;-666.0;-271.0;307.0
589.0;?;-250.0;552.0;615.0;573.0;-652.0;?;?
563.0;824.0;-261.0;487.0;635.0;?;-689.0;-341.0;80.0
?;716.0;-217.0;504.0;607.0;576.0;-770.0;-410.0;?
468.0;?;?;?;?;579.0;-931.0;-451.0;29.0
504.0;575.0;-242.0;616.0;714.0;?;-1166.0;-606.0;11.0
524.0;573.0;-113.0;675.0;740.0;529.0;-1095.0;-882.0;?
565.0;649.0;-53.0;685.0;844.0;598.0;-1020.0;-772.0;64.0
604.0;721.0;-42.0;699.0;912.0;?;?;-526.0;70.0
583.0;780.0;-85.0;?;851.0;580.0;-792.0;-458.0;228.0
592.0;810.0;-238.0;725.0;908.0;610.0;-634.0;-515.0;492.0
537.0;791.0;-330.0;730.0;990.0;?;-555.0;-538.0;?
?;820.0;-355.0;781.0;1004.0;713.0;?;?;613.0
518.0;876.0;?;795.0;1027.0;672.0;-582.0;-500.0;639.0
603.0;880.0;-323.0;787.0;?;?;-657.0;-465.0;?
626.0;?;-390.0;?;1083.0;720.0;-724.0;-426.0;711.0
617.0;915.0;-468.0;837.0;1139.0;615.0;-788.0;-470.0;687.0
647.0;974.0;?;895.0;1243.0;562.0;-804.0;-533.0;680.0
652.0;966.0;-410.0;950.0;1298.0;600.0;?;-540.0;705.0
?;1003.0;?;1055.0;1349.0;?;-839.0;?;808.0
607.0;1055.0;-201.0;1153.0;744.0;635.0;-864.0;-638.0;724.0
611.0;1155.0;?;810.0;913.0;521.0;-870.0;?;630.0
?;1266.0;?;737.0;1281.0;569.0;-916.0;?;498.0
507.0;1300.0;?;?;1293.0;561.0;-915.0;-642.0;566.0
221.0;943.0;?;1145.0;1072.0;540.0;-941.0;-721.0;455.0
273.0;?;-354.0;969.0;895.0;513.0;-977.0;-703.0;317.0
?;1127.0;?;820.0;823.0;551.0;-1000.0;-689.0;232.0
250.0;1148.0;?;728.0;832.0;509.0;-1070.0;?;212.0
193.0;?;?;672.0;886.0;580.0;-1174.0;-663.0;215.0
210.0;?;-201.0;656.0;857.0;?;-1264.0;?;174.0
?;692.0;-204.0;?;932.0;632.0;?;-612.0;311.0
398.0;?;?;653.0;786.0;?;?;?;390.0
405.0;707.0;35.0;643.0;?;686.0;?;?;443.0
415.0;686.0;321.0;684.0;642.0;769.0;-1193.0;-315.0;421.0
?;706.0;253.0;778.0;1120.0;?;-1082.0;-128.0;575.0
?;703.0;?;1001.0;834.0;775.0;-895.0;-98.0;280.0
464.0;812.0;?;1179.0;2263.0;?;?;-182.0;543.0
479.0;886.0;-274.0;1344.0;94.0;?;-765.0;-290.0;1083.0
?;1118.0;-300.0;?;637.0;799.0;?;-315.0;232.0
299.0;1202.0;-316.0;616.0;?;794.0;-769.0;?;409.0
619.0;1519.0;-291.0;404.0;657.0;859.0;-759.0;-231.0;?
716.0;1480.0;-246.0;372.0;619.0;?;-773.0;-255.0;164.0
?;816.0;-205.0;443.0;702.0;781.0;-765.0;-333.0;61.0
599.0;631.0;-221.0;?;583.0;649.0;?;-351.0;153.0
?;571.0;?;559.0;619.0;531.0;-894.0;-447.0;352.0
471.0;638.0;?;487.0;629.0;631.0;-1049.0;-394.0;364.0
521.0;740.0;-158.0;?;563.0;511.0;-1355.0;-477.0;309.0
500.0;754.0;-456.0;430.0;612.0;456.0;-1551.0;?;381.0
?;675.0;-239.0;?;824.0;528.0;?;-784.0;348.0
563.0;665.0;-324.0;?;916.0;514.0;?;-543.0;332.0
?;708.0;?;738.0;?;717.0;-481.0;?;429.0
542.0;722.0;-51.0;841.0;1101.0;787.0;-521.0;-554.0;601.0
574.0;?;-25.0;?;1090.0;742.0;?;-511.0;?
584.0;?;-42.0;791.0;897.0;?;-673.0;?;453.0
638.0;1100.0;-20.0;?;891.0;720.0;-688.0;-539.0;343.0
520.0;?;-78.0;667.0;868.0;671.0;-613.0;-549.0;306.0
440.0;882.0;?;652.0;957.0;582.0;?;-648.0;319.0
451.0;799.0;-129.0;686.0;1049.0;655.0;-628.0;?;292.0
466.0;?;-149.0;?;1146.0;634.0;-655.0;-665.0;228.0
456.0;742.0;?;889.0;1195.0;316.0;-781.0;-714.0;286.0
476.0;771.0;-149.0;977.0;1206.0;638.0;-985.0;-645.0;297.0
464.0;?;-70.0;1058.0;1233.0;489.0;-1028.0;-613.0;319.0
471.0;?;-60.0;1064.0;?;737.0;?;-390.0;287.0
?;?;-23.0;?;1062.0;557.0;-912.0;-236.0;?
472.0;1052.0;42.0;1005.0;979.0;637.0;-850.0;-314.0;262.0
443.0;1087.0;-56.0;936.0;?;569.0;-808.0;-358.0;319.0
424.0;1083.0;-101.0;878.0;923.0;441.0;-816.0;?;383.0
?;1018.0;-138.0;?;854.0;?;-851.0;-363.0;392.0
300.0;976.0;-164.0;?;876.0;?;-935.0;-415.0;344.0
290.0;?;-143.0;768.0;906.0;?;?;-487.0;387.0
287.0;?;-138.0;785.0;947.0;465.0;?;-417.0;450.0
?;844.0;-85.0;799.0;?;645.0;-1128.0;-395.0;466.0
311.0;847.0;-149.0;?;1039.0;621.0;-1138.0;-347.0;450.0
323.0;?;-228.0;876.0;?;502.0;-1091.0;-383.0;415.0
303.0;?;-141.0;900.0;1079.0;677.0;?;-443.0;423.0
?;913.0;-79.0;918.0;1081.0;578.0;?;-456.0;?
310.0;914.0;?;945.0;1097.0;?;?;?;418.0
261.0;946.0;-87.0;?;1095.0;-498.0;-825.0;-276.0;415.0
250.0;960.0;-150.0;967.0;1052.0;594.0;-789.0;-272.0;419.0
245.0;968.0;?;?;?;689.0;-821.0;-350.0;414.0
251.0;?;-116.0;?;989.0;?;?;-370.0;?
277.0;995.0;-91.0;901.0;840.0;990.0;-857.0;-348.0;322.0
293.0;965.0;-91.0;775.0;?;583.0;?;?;393.0
287.0;919.0;?;?;?;803.0;-927.0;-233.0;394.0
379.0;925.0;-31.0;840.0;1067.0;?;-954.0;?;389.0
348.0;853.0;-16.0;929.0;1021.0;956.0;?;-234.0;360.0
?;843.0;-25.0;925.0;969.0;?;-987.0;?;?
?;900.0;-28.0;920.0;921.0;793.0;-1021.0;-182.0;415.0
310.0;972.0;?;848.0;954.0;758.0;-1015.0;-206.0;?
314.0;989.0;-5.0;812.0;933.0;646.0;-958.0;-225.0;389.0
335.0;976.0;-163.0;794.0;970.0;574.0;-982.0;-165.0;?
368.0;916.0;-236.0;806.0;942.0;490.0;?;-276.0;384.0
388.0;914.0;-133.0;854.0;?;416.0;?;-350.0;400.0
359.0;875.0;-80.0;808.0;877.0;432.0;-877.0;-286.0;?
368.0;890.0;-76.0;?;929.0;?;?;-225.0;264.0
346.0;903.0;-107.0;753.0;?;?;?;?;243.0
334.0;?;-113.0;856.0;1123.0;430.0;-978.0;-328.0;305.0
318.0;829.0;-132.0;975.0;1153.0;422.0;-945.0;-340.0;308.0
300.0;861.0;-174.0;1026.0;1196.0;515.0;-901.0;-310.0;305.0
331.0;962.0;-198.0;?;1088.0;478.0;-895.0;-326.0;354.0
365.0;1078.0;-203.0;1043.0;1019.0;594.0;?;?;336.0
324.0;1144.0;-193.0;?;981.0;?;-929.0;-305.0;?
329.0;1206.0;-147.0;939.0;?;567.0;-929.0;?;279.0
?;?;-138.0;926.0;976.0;656.0;-850.0;-299.0;340.0
257.0;1074.0;?;853.0;1044.0;696.0;?;-229.0;?
284.0;1021.0;-173.0;858.0;1142.0;740.0;-896.0;-302.0;288.0
335.0;1028.0;?;?;1213.0;645.0;?;-289.0;265.0
322.0;984.0;-102.0;1074.0;?;611.0;-1095.0;?;327.0
311.0;?;?;1097.0;1102.0;523.0;-1153.0;-323.0;366.0
?;1102.0;-47.0;1050.0;1049.0;584.0;-1145.0;-314.0;312.0
371.0;?;-71.0;974.0;992.0;?;-1053.0;?;277.0
330.0;1231.0;-110.0;?;978.0;737.0;?;-289.0;283.0
257.0;?;-141.0;889.0;964.0;618.0;-1000.0;?;288.0
277.0;?;-133.0;843.0;?;576.0;-987.0;-374.0;239.0
?;930.0;?;?;?;579.0;?;?;217.0
334.0;?;?;833.0;1190.0;644.0;-986.0;-320.0;274.0
342.0;879.0;-215.0;1008.0;1157.0;693.0;?;-338.0;365.0
?;840.0;-215.0;993.0;931.0;698.0;-1210.0;-425.0;299.0
415.0;913.0;-142.0;907.0;789.0;677.0;?;-455.0;?
386.0;1075.0;-66.0;?;820.0;605.0;-1073.0;-298.0;341.0
345.0;1093.0;-35.0;778.0;1018.0;624.0;?;-181.0;384.0
310.0;938.0;-58.0;877.0;1095.0;625.0;-952.0;?;357.0
266.0;?;-111.0;1035.0;1047.0;582.0;-951.0;-214.0;?
225.0;866.0;-163.0;983.0;?;?;-925.0;-230.0;?
194.0;953.0;-163.0;879.0;998.0;558.0;-903.0;-252.0;?
248.0;1035.0;-156.0;791.0;1073.0;501.0;-1040.0;-266.0;?
?;948.0;?;?;1073.0;473.0;-1157.0;-278.0;432.0
355.0;836.0;-59.0;841.0;1090.0;551.0;-1048.0;?;411.0
364.0;798.0;?;864.0;1059.0;590.0;-882.0;-226.0;466.0
341.0;?;?;851.0;?;557.0;-802.0;-379.0;?
?;834.0;-46.0;858.0;1073.0;523.0;-819.0;-327.0;512.0
331.0;855.0;-39.0;867.0;1014.0;?;-948.0;-182.0;490.0
371.0;835.0;-103.0;869.0;1007.0;540.0;-1059.0;-74.0;?
?;886.0;-103.0;?;1023.0;534.0;-962.0;45.0;469.0
456.0;887.0;?;852.0;1133.0;555.0;-918.0;-99.0;497.0
442.0;?;-215.0;944.0;1157.0;568.0;?;?;509.0
441.0;899.0;-270.0;1014.0;1118.0;578.0;-911.0;-275.0;562.0
472.0;941.0;-235.0;980.0;1184.0;?;-918.0;-208.0;526.0
?;?;-234.0;1003.0;1106.0;465.0;-915.0;-204.0;493.0
458.0;1131.0;-233.0;1006.0;898.0;?;-938.0;-236.0;653.0
437.0;1067.0;-251.0;802.0;961.0;?;-970.0;-297.0;658.0
?;?;-279.0;715.0;?;465.0;?;-363.0;413.0
554.0;1172.0;?;?;?;?;-925.0;-398.0;?
?;990.0;-348.0;1222.0;1323.0;270.0;-913.0;-416.0;424.0
285.0;890.0;-350.0;1217.0;1188.0;320.0;-973.0;-468.0;440.0
263.0;1168.0;-338.0;1106.0;1166.0;373.0;-1048.0;-484.0;?
208.0;1315.0;?;1026.0;1158.0;?;-1062.0;-492.0;343.0
219.0;1242.0;?;1044.0;1116.0;?;-1027.0;-419.0;?
178.0;1096.0;-401.0;995.0;1060.0;415.0;-1135.0;-476.0;?
200.0;1008.0;-391.0;917.0;1061.0;439.0;?;-680.0;181.0
200.0;981.0;?;853.0;959.0;465.0;-812.0;-735.0;123.0
225.0;961.0;?;787.0;701.0;459.0;-838.0;-522.0;64.0
252.0;877.0;?;705.0;714.0;494.0;-1184.0;-438.0;87.0
?;?;?;649.0;962.0;617.0;-1285.0;?;136.0
280.0;790.0;80.0;759.0;1142.0;730.0;?;-219.0;160.0
310.0;721.0;57.0;906.0;1270.0;701.0;-1086.0;-121.0;247.0
350.0;639.0;?;?;1529.0;?;-1040.0;-93.0;331.0
478.0;?;-48.0;1224.0;1568.0;?;-1027.0;-127.0;427.0
464.0;941.0;-102.0;1462.0;1112.0;658.0;-990.0;?;579.0
443.0;1080.0;-169.0;1191.0;965.0;?;?;-175.0;670.0
364.0;?;-228.0;891.0;1223.0;586.0;-931.0;-176.0;657.0
453.0;1492.0;-195.0;968.0;1322.0;557.0;?;-175.0;?
284.0;?;-152.0;996.0;?;581.0;-759.0;?;528.0
241.0;940.0;-181.0;?;890.0;507.0;-778.0;-63.0;404.0
258.0;?;-258.0;?;800.0;452.0;-966.0;?;353.0
247.0;1041.0;?;726.0;888.0;398.0;-1105.0;-222.0;308.0
319.0;941.0;-220.0;716.0;?;409.0;-1252.0;-289.0;228.0
295.0;?;-160.0;?;895.0;374.0;-1433.0;-359.0;226.0
326.0;777.0;-116.0;750.0;781.0;389.0;-1492.0;-416.0;258.0
301.0;760.0;-127.0;767.0;724.0;?;-1096.0;-445.0;?
326.0;794.0;-149.0;768.0;803.0;?;?;-363.0;?
349.0;?;?;755.0;789.0;438.0;-1042.0;-332.0;411.0
340.0;857.0;?;684.0;854.0;473.0;-1026.0;-214.0;?
371.0;863.0;42.0;701.0;879.0;480.0;-895.0;-148.0;463.0
?;793.0;-148.0;714.0;976.0;476.0;-787.0;-178.0;?
?;770.0;?;793.0;1194.0;610.0;-760.0;-295.0;511.0
?;790.0;-277.0;949.0;?;655.0;-776.0;?;538.0
474.0;?;-344.0;1108.0;1200.0;595.0;-793.0;-352.0;629.0
518.0;934.0;-293.0;1112.0;?;584.0;-812.0;-327.0;520.0
600.0;1078.0;?;1011.0;1196.0;662.0;-819.0;-341.0;439.0
?;1268.0;-197.0;1098.0;1265.0;528.0;-820.0;-299.0;613.0
447.0;1270.0;-258.0;?;1017.0;351.0;-770.0;?;273.0
?;1138.0;-324.0;831.0;873.0;391.0;?;-410.0;404.0
351.0;1258.0;-337.0;809.0;715.0;486.0;?;-473.0;647.0
386.0;1104.0;-319.0;816.0;656.0;?;-830.0;?;485.0
397.0;900.0;-285.0;841.0;1065.0;460.0;?;-473.0;?
436.0;?;?;824.0;985.0;408.0;-1152.0;-511.0;-208.0
490.0;754.0;-127.0;892.0;1247.0;440.0;-1307.0;-633.0;-72.0
377.0;811.0;-3.0;987.0;911.0;467.0;?;-438.0;157.0
218.0;920.0;-44.0;910.0;714.0;474.0;-1091.0;-379.0;38.0
308.0;?;105.0;866.0;825.0;529.0;-1216.0;-360.0;294.0
68.0;1043.0;-175.0;?;826.0;552.0;-1011.0;-400.0;165.0
?;1022.0;-136.0;969.0;797.0;565.0;-929.0;-460.0;110.0
246.0;1015.0;24.0;?;880.0;573.0;-911.0;?;47.0
190.0;760.0;22.0;850.0;863.0;613.0;-845.0;-22.0;496.0
20.0;792.0;-45.0;1006.0;?;578.0;-856.0;?;-133.0
698.0;?;-217.0;952.0;954.0;462.0;-904.0;-387.0;-134.0
551.0;874.0;96.0;1028.0;?;508.0;?;190.0;?
170.0;?;357.0;?;1050.0;567.0;-960.0;-80.0;151.0
15.0;?;50.0;978.0;1165.0;518.0;-903.0;-107.0;106.0
254.0;?;206.0;?;?;484.0;-895.0;-164.0;329.0
361.0;1080.0;-9.0;795.0;893.0;?;-740.0;-51.0;315.0
475.0;983.0;-316.0;817.0;848.0;517.0;-960.0;?;153.0
595.0;?;?;840.0;?;550.0;-995.0;-353.0;71.0
552.0;?;-196.0;808.0;?;?;-1056.0;-391.0;138.0
428.0;939.0;?;?;?;?;-943.0;34.0;76.0
470.0;943.0;216.0;828.0;915.0;580.0;-804.0;?;?
491.0;?;149.0;860.0;933.0;?;-956.0;299.0;244.0
?;929.0;?;914.0;1011.0;490.0;-1026.0;-114.0;463.0
508.0;930.0;-194.0;?;1091.0;533.0;-956.0;-188.0;434.0
478.0;964.0;-180.0;?;925.0;554.0;-972.0;-229.0;353.0
440.0;1004.0;?;?;?;?;-912.0;-333.0;352.0
443.0;1012.0;?;511.0;476.0;631.0;-918.0;-272.0;735.0
428.0;1035.0;-161.0;333.0;725.0;593.0;-904.0;-253.0;806.0
?;?;-257.0;?;721.0;722.0;-887.0;-342.0;?
565.0;688.0;?;?;865.0;753.0;?;-387.0;141.0
896.0;536.0;-335.0;451.0;856.0;769.0;-916.0;?;72.0
737.0;485.0;-206.0;574.0;894.0;?;-997.0;-514.0;225.0
?;562.0;?;?;872.0;?;?;-165.0;?
550.0;633.0;-62.0;721.0;1039.0;687.0;-951.0;-229.0;207.0
631.0;714.0;?;817.0;945.0;783.0;-943.0;-699.0;243.0
586.0;776.0;?;770.0;949.0;713.0;-821.0;-449.0;314.0
509.0;855.0;-205.0;720.0;988.0;718.0;-661.0;-337.0;314.0
497.0;915.0;-251.0;684.0;950.0;725.0;-523.0;-493.0;323.0
507.0;904.0;-511.0;716.0;?;?;-581.0;-618.0;335.0
574.0;812.0;-477.0;661.0;?;?;-579.0;-752.0;325.0
602.0;?;-375.0;658.0;920.0;820.0;-657.0;?;332.0
619.0;878.0;-238.0;697.0;914.0;919.0;-735.0;-399.0;280.0
648.0;839.0;-166.0;?;?;?;-823.0;-443.0;249.0
560.0;795.0;?;727.0;?;1061.0;?;-368.0;225.0
557.0;815.0;-45.0;736.0;980.0;1054.0;-912.0;-364.0;223.0
531.0;821.0;-68.0;731.0;938.0;1010.0;-834.0;-422.0;228.0
527.0;865.0;-136.0;715.0;955.0;?;-834.0;-450.0;?
560.0;879.0;-181.0;749.0;982.0;839.0;-824.0;-532.0;377.0
?;?;-249.0;770.0;997.0;845.0;-849.0;-498.0;400.0
?;848.0;-275.0;786.0;978.0;658.0;-800.0;-558.0;449.0
?;867.0;-239.0;790.0;1010.0;?;-809.0;?;397.0
?;?;-178.0;773.0;1030.0;?;-817.0;-422.0;342.0
534.0;985.0;?;777.0;989.0;652.0;-817.0;-393.0;446.0
550.0;925.0;?;724.0;955.0;683.0;-845.0;-435.0;486.0
556.0;897.0;-209.0;682.0;888.0;?;?;?;?
571.0;?;-208.0;?;?;607.0;?;?;423.0
625.0;891.0;-178.0;601.0;764.0;578.0;-830.0;-461.0;?
595.0;842.0;-110.0;556.0;688.0;721.0;-874.0;-446.0;?
629.0;802.0;-59.0;505.0;668.0;858.0;-913.0;-547.0;367.0
614.0;?;-78.0;454.0;?;510.0;-931.0;-564.0;341.0
?;697.0;-202.0;465.0;596.0;595.0;-902.0;?;308.0
578.0;?;?;438.0;602.0;617.0;-899.0;-429.0;268.0
598.0;647.0;-176.0;421.0;631.0;?;?;-544.0;263.0
?;617.0;-179.0;438.0;686.0;587.0;-866.0;-595.0;276.0
590.0;603.0;?;?;?;631.0;-821.0;-578.0;250.0
611.0;?;-254.0;541.0;736.0;458.0;-764.0;?;250.0
621.0;629.0;-252.0;590.0;800.0;574.0;?;-581.0;283.0
