Accelerometer RKN_ accY;InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;Accelerometer RKN_ accZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;Accelerometer HIP accX;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion1;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
998.0;-91.0;53;?;-20.0;271;-949.0;561.0;522.0;?;155.0;?;53
979.0;?;47;971.0;-10.0;270;-954.0;564.0;524.0;-14.0;134.0;636.0;47
?;-147.0;58;979.0;-10.0;275;?;567.0;524.0;-40.0;117.0;633.0;58
?;-243.0;38;956.0;-9.0;277;-936.0;?;525.0;?;106.0;630.0;38
976.0;-284.0;36;983.0;?;273;-924.0;573.0;527.0;-37.0;101.0;627.0;36
979.0;-316.0;62;976.0;-18.0;276;-918.0;575.0;530.0;-20.0;99.0;624.0;62
?;?;?;?;-10.0;277;-918.0;?;532.0;?;99.0;624.0;?
980.0;-150.0;-3;966.0;-24.0;269;-911.0;583.0;534.0;?;?;627.0;?
996.0;-126.0;50;?;?;275;-909.0;586.0;?;?;97.0;630.0;50
?;?;17;973.0;-33.0;?;-897.0;587.0;535.0;-30.0;93.0;635.0;17
1008.0;-28.0;-34;980.0;-31.0;271;?;586.0;534.0;-27.0;?;640.0;?
984.0;?;14;?;-10.0;276;-893.0;585.0;532.0;-19.0;?;644.0;14
992.0;-45.0;32;975.0;-17.0;?;-899.0;584.0;527.0;?;104.0;649.0;32
991.0;?;0;966.0;?;282;-900.0;583.0;523.0;-36.0;105.0;653.0;0
1003.0;-13.0;?;962.0;-2.0;276;-903.0;578.0;520.0;-34.0;104.0;657.0;-66
992.0;-43.0;-47;1018.0;-17.0;271;-896.0;574.0;517.0;-24.0;104.0;660.0;-47
979.0;-80.0;-12;998.0;?;270;?;570.0;?;-7.0;?;660.0;?
979.0;-88.0;?;969.0;0.0;269;-891.0;564.0;508.0;?;96.0;?;?
990.0;?;-15;949.0;-22.0;?;-884.0;558.0;503.0;?;93.0;656.0;-15
997.0;6.0;-24;?;-27.0;277;?;552.0;?;3.0;92.0;?;-24
987.0;95.0;?;948.0;-8.0;271;-889.0;547.0;?;-10.0;?;?;?
989.0;121.0;7;?;-13.0;275;?;540.0;484.0;10.0;83.0;?;7
986.0;?;-4;977.0;-4.0;270;-890.0;537.0;478.0;-12.0;?;?;-4
?;278.0;-11;992.0;-7.0;?;?;533.0;471.0;?;89.0;630.0;-11
1004.0;307.0;-29;?;-20.0;275;-883.0;?;465.0;-87.0;?;624.0;-29
?;334.0;-37;928.0;-1.0;269;-889.0;524.0;467.0;-72.0;127.0;?;?
982.0;?;-47;906.0;2.0;274;-901.0;524.0;?;-27.0;155.0;611.0;?
992.0;351.0;-7;?;24.0;?;-916.0;?;472.0;-1.0;193.0;606.0;-7
1009.0;359.0;17;901.0;-5.0;255;?;?;471.0;21.0;?;602.0;17
976.0;342.0;0;?;11.0;263;-903.0;537.0;473.0;6.0;262.0;599.0;?
984.0;361.0;21;1029.0;30.0;?;?;?;475.0;16.0;270.0;596.0;21
990.0;317.0;-13;?;22.0;262;-892.0;549.0;474.0;22.0;272.0;593.0;-13
997.0;270.0;-1;875.0;-9.0;267;?;550.0;478.0;6.0;?;591.0;-1
989.0;?;13;974.0;-10.0;263;-933.0;549.0;484.0;?;233.0;589.0;?
978.0;?;-22;954.0;3.0;267;-977.0;?;489.0;63.0;?;588.0;-22
971.0;52.0;9;946.0;45.0;?;-989.0;552.0;?;70.0;197.0;588.0;9
?;-42.0;-17;976.0;45.0;267;?;554.0;491.0;68.0;184.0;?;-17
993.0;-102.0;-55;993.0;29.0;267;?;553.0;?;79.0;?;?;-55
992.0;?;-10;?;?;264;?;547.0;?;48.0;151.0;?;-10
994.0;-220.0;?;?;50.0;264;-985.0;544.0;?;?;?;597.0;10
988.0;-178.0;?;916.0;59.0;261;-957.0;543.0;?;-31.0;126.0;600.0;-2
982.0;-205.0;-20;920.0;72.0;265;?;544.0;486.0;-38.0;117.0;601.0;-20
987.0;-193.0;-36;944.0;66.0;269;-980.0;544.0;489.0;-8.0;112.0;600.0;-36
1001.0;?;4;935.0;?;?;-988.0;544.0;490.0;43.0;112.0;596.0;4
989.0;-313.0;21;941.0;18.0;257;-979.0;545.0;488.0;57.0;115.0;585.0;21
989.0;?;6;?;42.0;261;-954.0;544.0;484.0;?;126.0;558.0;6
?;-667.0;-3;?;22.0;267;-944.0;542.0;480.0;-2.0;121.0;496.0;-3
997.0;-797.0;-12;?;?;265;-932.0;?;478.0;-4.0;?;418.0;-12
?;?;?;903.0;49.0;?;-956.0;530.0;473.0;-16.0;117.0;?;?
989.0;-494.0;11;921.0;60.0;259;?;524.0;468.0;-38.0;126.0;307.0;11
?;-440.0;?;934.0;?;258;-1000.0;517.0;459.0;-56.0;146.0;299.0;?
987.0;-244.0;7;931.0;83.0;261;-965.0;509.0;445.0;-8.0;173.0;306.0;?
968.0;?;-4;892.0;?;261;-939.0;495.0;426.0;?;199.0;304.0;-4
983.0;-410.0;-21;923.0;66.0;?;?;476.0;409.0;?;?;297.0;-21
988.0;-266.0;-13;956.0;100.0;257;?;458.0;388.0;49.0;251.0;?;-13
?;-250.0;-10;?;?;266;-987.0;438.0;364.0;57.0;281.0;272.0;-10
988.0;-351.0;-8;897.0;102.0;266;-994.0;420.0;340.0;30.0;310.0;265.0;-8
985.0;-413.0;3;918.0;?;?;-987.0;?;317.0;49.0;335.0;253.0;3
970.0;-275.0;10;?;183.0;271;-998.0;374.0;297.0;?;357.0;239.0;10
977.0;?;10;934.0;157.0;273;-1006.0;351.0;279.0;24.0;381.0;228.0;10
?;?;2;926.0;190.0;272;-995.0;328.0;261.0;13.0;407.0;?;2
952.0;382.0;-6;909.0;207.0;266;?;308.0;241.0;20.0;434.0;200.0;-6
951.0;?;?;917.0;183.0;273;?;289.0;?;48.0;458.0;?;-12
952.0;513.0;6;931.0;?;279;?;270.0;?;46.0;?;200.0;?
942.0;474.0;?;949.0;220.0;269;?;252.0;?;61.0;501.0;200.0;?
?;378.0;-24;?;?;270;-994.0;233.0;174.0;76.0;522.0;198.0;-24
923.0;271.0;?;?;156.0;270;-986.0;216.0;155.0;86.0;545.0;?;23
938.0;210.0;8;902.0;82.0;273;-976.0;199.0;?;?;567.0;194.0;8
982.0;152.0;-26;?;?;268;-1019.0;186.0;120.0;92.0;586.0;189.0;-26
?;104.0;-8;926.0;-72.0;267;?;?;107.0;60.0;?;185.0;?
988.0;91.0;-21;?;-115.0;?;-1010.0;163.0;97.0;69.0;620.0;184.0;-21
?;71.0;-22;936.0;-144.0;268;-1008.0;153.0;89.0;60.0;634.0;184.0;-22
902.0;72.0;-21;927.0;?;275;-1011.0;142.0;81.0;78.0;648.0;185.0;-21
?;53.0;-15;?;-197.0;281;-993.0;130.0;72.0;?;662.0;186.0;?
862.0;41.0;-12;915.0;?;268;-997.0;119.0;62.0;58.0;676.0;188.0;-12
930.0;43.0;-5;?;?;269;-1005.0;108.0;54.0;?;688.0;191.0;-5
1021.0;46.0;20;915.0;108.0;269;-999.0;99.0;45.0;43.0;700.0;194.0;?
985.0;?;12;926.0;?;267;-1000.0;92.0;37.0;34.0;712.0;?;12
966.0;?;17;933.0;142.0;?;-998.0;86.0;29.0;79.0;721.0;?;17
927.0;140.0;19;926.0;127.0;270;-987.0;83.0;20.0;80.0;?;?;19
940.0;159.0;26;922.0;177.0;271;-983.0;79.0;9.0;?;741.0;210.0;26
933.0;91.0;28;916.0;222.0;275;-982.0;75.0;-1.0;46.0;749.0;212.0;28
944.0;62.0;20;904.0;209.0;273;?;72.0;-11.0;58.0;756.0;213.0;20
969.0;66.0;34;928.0;148.0;266;-985.0;?;-21.0;51.0;?;215.0;?
?;?;-2;949.0;129.0;?;-983.0;65.0;-31.0;56.0;768.0;216.0;?
970.0;29.0;7;910.0;?;275;-980.0;61.0;?;60.0;774.0;218.0;?
937.0;-2.0;?;926.0;206.0;273;-972.0;58.0;-51.0;30.0;?;?;31
?;?;10;918.0;?;274;-970.0;55.0;-61.0;30.0;?;222.0;10
964.0;?;20;?;206.0;271;-972.0;51.0;-71.0;49.0;785.0;224.0;20
1004.0;-11.0;?;910.0;116.0;275;-979.0;49.0;-80.0;49.0;787.0;227.0;-18
934.0;10.0;-28;926.0;15.0;275;-981.0;46.0;?;?;790.0;228.0;-28
956.0;-1.0;31;919.0;-112.0;271;-979.0;44.0;-96.0;?;791.0;229.0;?
948.0;?;16;?;-135.0;270;?;42.0;?;41.0;792.0;231.0;16
958.0;-5.0;-9;931.0;?;269;?;42.0;-106.0;42.0;793.0;231.0;-9
942.0;3.0;9;923.0;-105.0;271;?;40.0;-110.0;?;794.0;231.0;9
941.0;6.0;1;915.0;-26.0;267;-989.0;41.0;-112.0;54.0;794.0;232.0;1
892.0;?;16;?;12.0;269;-986.0;41.0;-114.0;?;?;233.0;16
?;-19.0;35;932.0;?;?;-990.0;42.0;?;?;?;234.0;35
850.0;2.0;?;940.0;344.0;?;-998.0;42.0;?;50.0;794.0;235.0;11
940.0;?;-12;920.0;335.0;266;?;43.0;-118.0;57.0;794.0;235.0;?
944.0;-30.0;-12;924.0;248.0;274;?;?;-119.0;44.0;794.0;236.0;-12
?;?;?;920.0;263.0;270;?;44.0;?;45.0;794.0;236.0;?
?;-13.0;29;908.0;?;269;-988.0;?;-122.0;69.0;794.0;237.0;29
973.0;-27.0;-7;?;?;?;-985.0;44.0;-125.0;59.0;?;?;?
966.0;2.0;-5;937.0;89.0;268;-985.0;45.0;?;?;?;238.0;-5
984.0;8.0;-2;937.0;54.0;271;-987.0;44.0;-130.0;?;793.0;239.0;?
945.0;10.0;-12;933.0;?;269;-986.0;?;-132.0;61.0;792.0;239.0;-12
?;?;4;917.0;9.0;266;-985.0;43.0;-135.0;42.0;791.0;239.0;4
944.0;10.0;-24;929.0;63.0;?;-987.0;42.0;-138.0;46.0;790.0;?;-24
947.0;-5.0;-14;925.0;85.0;?;-985.0;41.0;-140.0;?;?;240.0;-14
971.0;4.0;21;?;86.0;?;-987.0;?;-143.0;59.0;790.0;?;21
975.0;20.0;?;?;?;?;-986.0;38.0;-146.0;54.0;790.0;241.0;?
972.0;?;-34;930.0;148.0;269;-984.0;36.0;-148.0;?;790.0;241.0;?
960.0;15.0;-26;941.0;170.0;268;-987.0;35.0;?;45.0;?;?;-26
?;6.0;?;?;170.0;269;-987.0;33.0;-156.0;34.0;?;241.0;?
943.0;24.0;-36;919.0;139.0;?;-986.0;31.0;-160.0;55.0;791.0;240.0;?
960.0;22.0;-17;907.0;130.0;?;-987.0;30.0;-165.0;59.0;791.0;240.0;-17
940.0;?;-21;933.0;121.0;?;?;28.0;-168.0;?;791.0;240.0;-21
956.0;?;?;929.0;150.0;?;-990.0;26.0;-170.0;58.0;790.0;240.0;?
?;-5.0;-22;918.0;136.0;266;-990.0;24.0;-173.0;69.0;790.0;?;?
?;16.0;-1;928.0;115.0;270;-989.0;23.0;?;39.0;790.0;240.0;?
969.0;6.0;0;934.0;157.0;272;-990.0;22.0;?;50.0;790.0;240.0;0
976.0;15.0;?;919.0;?;269;-990.0;?;-179.0;47.0;789.0;240.0;-1
?;?;-10;923.0;?;?;-991.0;21.0;-181.0;39.0;789.0;239.0;-10
966.0;18.0;-4;926.0;?;273;?;20.0;-182.0;41.0;?;239.0;-4
?;?;16;941.0;142.0;272;-988.0;20.0;-184.0;52.0;?;?;?
939.0;?;16;914.0;138.0;269;-990.0;19.0;-186.0;?;788.0;240.0;16
?;?;-11;?;153.0;270;-988.0;18.0;?;39.0;?;239.0;-11
?;5.0;-19;924.0;114.0;270;-986.0;18.0;-189.0;41.0;?;239.0;-19
962.0;6.0;-1;927.0;121.0;265;-989.0;18.0;-190.0;65.0;787.0;?;-1
952.0;15.0;8;?;?;273;-988.0;19.0;-191.0;?;787.0;?;?
970.0;25.0;23;925.0;140.0;272;-987.0;?;-190.0;62.0;787.0;239.0;?
960.0;37.0;35;928.0;110.0;266;-989.0;?;-189.0;47.0;787.0;239.0;35
960.0;12.0;24;910.0;122.0;267;-989.0;20.0;-190.0;77.0;?;239.0;24
950.0;?;-4;?;108.0;267;-989.0;20.0;-191.0;43.0;787.0;239.0;-4
953.0;-13.0;-11;?;113.0;?;-992.0;?;-192.0;48.0;787.0;?;-11
950.0;?;4;918.0;?;268;?;19.0;-193.0;49.0;786.0;238.0;4
955.0;14.0;-20;918.0;119.0;?;-989.0;19.0;?;58.0;?;238.0;-20
965.0;10.0;-3;928.0;?;268;-990.0;17.0;-195.0;40.0;786.0;237.0;?
972.0;12.0;4;925.0;139.0;270;-989.0;?;-196.0;61.0;786.0;?;4
958.0;10.0;-20;931.0;133.0;?;-992.0;16.0;-197.0;43.0;786.0;237.0;-20
?;?;-10;931.0;?;272;-992.0;16.0;-198.0;39.0;786.0;237.0;-10
?;12.0;-25;934.0;126.0;271;-992.0;16.0;-199.0;41.0;786.0;237.0;-25
978.0;6.0;15;940.0;?;271;-985.0;15.0;?;52.0;785.0;236.0;15
?;8.0;?;923.0;108.0;269;-988.0;15.0;?;46.0;?;236.0;10
942.0;0.0;-52;928.0;131.0;267;-991.0;?;-200.0;?;?;236.0;-52
961.0;2.0;-16;?;121.0;269;?;?;-200.0;37.0;784.0;236.0;?
970.0;-13.0;?;906.0;121.0;265;?;15.0;-200.0;62.0;783.0;235.0;-7
969.0;2.0;?;?;111.0;268;-987.0;14.0;-201.0;57.0;?;235.0;-27
959.0;12.0;-2;912.0;125.0;?;-984.0;14.0;-203.0;?;783.0;?;-2
963.0;?;-12;915.0;129.0;?;-990.0;13.0;-204.0;51.0;783.0;234.0;-12
972.0;-1.0;-33;918.0;?;274;-991.0;?;-205.0;39.0;783.0;235.0;-33
?;14.0;-31;918.0;106.0;273;-991.0;13.0;-206.0;49.0;782.0;235.0;-31
955.0;?;-32;926.0;123.0;272;-990.0;13.0;?;40.0;782.0;?;?
942.0;6.0;-7;906.0;145.0;270;-986.0;13.0;-204.0;46.0;?;235.0;-7
959.0;?;-9;927.0;?;261;-990.0;12.0;-205.0;?;783.0;235.0;?
959.0;14.0;-42;938.0;?;269;-993.0;13.0;?;?;783.0;235.0;?
?;2.0;-24;907.0;104.0;276;-991.0;13.0;-204.0;?;783.0;235.0;?
959.0;12.0;-33;931.0;128.0;269;?;13.0;-204.0;50.0;783.0;235.0;-33
962.0;-11.0;?;?;125.0;?;-994.0;13.0;-204.0;35.0;783.0;235.0;?
?;15.0;4;?;119.0;274;-993.0;14.0;-204.0;41.0;783.0;235.0;?
960.0;-15.0;12;931.0;140.0;270;-993.0;15.0;-204.0;33.0;?;235.0;12
?;-3.0;-16;933.0;?;?;?;?;?;27.0;?;?;-16
952.0;-11.0;?;917.0;141.0;270;-988.0;18.0;-201.0;42.0;781.0;235.0;-12
952.0;6.0;-31;930.0;130.0;269;?;20.0;-198.0;46.0;781.0;234.0;-31
964.0;14.0;?;?;119.0;?;-990.0;22.0;-194.0;26.0;781.0;235.0;?
?;?;-50;937.0;112.0;271;?;25.0;-189.0;48.0;781.0;235.0;-50
?;?;-69;929.0;122.0;270;-988.0;29.0;-180.0;39.0;780.0;235.0;-69
957.0;-13.0;-78;898.0;124.0;260;-993.0;34.0;-168.0;59.0;?;235.0;-78
?;-1.0;-77;917.0;129.0;261;-988.0;?;-151.0;40.0;778.0;235.0;?
962.0;?;-22;898.0;117.0;?;-985.0;51.0;-132.0;70.0;776.0;236.0;-22
960.0;12.0;-12;921.0;128.0;268;-992.0;64.0;-113.0;58.0;771.0;236.0;?
?;-2.0;-64;924.0;130.0;249;?;78.0;-93.0;70.0;?;236.0;-64
949.0;-27.0;-94;897.0;142.0;254;-998.0;93.0;-70.0;?;754.0;236.0;?
958.0;-2.0;-88;877.0;157.0;?;-1000.0;?;-47.0;?;742.0;?;-88
?;-23.0;?;872.0;117.0;?;-994.0;131.0;-25.0;30.0;727.0;236.0;-69
971.0;-63.0;-52;857.0;118.0;208;-998.0;152.0;-1.0;?;708.0;236.0;-52
944.0;-90.0;-50;855.0;?;204;-1011.0;172.0;?;3.0;?;238.0;-50
951.0;-123.0;-54;866.0;131.0;231;-1008.0;?;?;-4.0;657.0;241.0;-54
979.0;-140.0;?;?;?;?;-1002.0;?;88.0;-17.0;631.0;247.0;-48
969.0;-197.0;-56;?;?;?;-1000.0;?;118.0;16.0;603.0;255.0;-56
958.0;-248.0;-47;1008.0;140.0;244;?;253.0;?;-9.0;578.0;263.0;-47
940.0;-290.0;?;1037.0;?;?;-983.0;273.0;174.0;-25.0;?;274.0;?
959.0;-352.0;-53;?;151.0;231;-982.0;291.0;203.0;?;527.0;284.0;-53
969.0;-365.0;-47;1008.0;?;244;-997.0;309.0;233.0;68.0;501.0;296.0;-47
970.0;-463.0;53;848.0;115.0;241;-1026.0;328.0;?;48.0;476.0;308.0;53
962.0;?;56;793.0;124.0;241;-1048.0;349.0;283.0;42.0;?;325.0;56
947.0;?;24;855.0;139.0;240;?;?;301.0;83.0;438.0;344.0;24
964.0;-440.0;70;?;134.0;?;-1057.0;?;319.0;83.0;418.0;369.0;70
966.0;-315.0;53;947.0;132.0;246;-1036.0;403.0;337.0;69.0;399.0;397.0;53
952.0;-122.0;69;956.0;122.0;240;-980.0;421.0;357.0;?;378.0;445.0;69
?;?;?;956.0;129.0;?;-935.0;437.0;376.0;62.0;?;489.0;59
951.0;51.0;73;933.0;?;258;?;454.0;?;65.0;340.0;532.0;73
968.0;?;89;960.0;110.0;365;?;471.0;409.0;?;323.0;574.0;89
970.0;378.0;514;966.0;121.0;569;?;489.0;425.0;85.0;308.0;615.0;514
961.0;513.0;?;997.0;121.0;595;-908.0;506.0;439.0;54.0;298.0;649.0;1699
968.0;504.0;2244;1003.0;?;422;-875.0;525.0;454.0;4.0;?;671.0;2244
952.0;225.0;1874;1008.0;139.0;202;?;543.0;468.0;-2.0;282.0;682.0;1874
?;7.0;1146;958.0;119.0;164;-867.0;560.0;?;30.0;276.0;?;1146
947.0;-256.0;?;935.0;?;246;-889.0;575.0;490.0;58.0;274.0;682.0;457
957.0;-371.0;253;947.0;132.0;258;-906.0;586.0;499.0;68.0;?;680.0;253
958.0;-376.0;-33;956.0;127.0;401;-919.0;594.0;509.0;69.0;264.0;679.0;-33
967.0;-217.0;1;987.0;141.0;518;?;601.0;517.0;6.0;257.0;?;1
962.0;-89.0;394;1004.0;119.0;477;?;608.0;524.0;-29.0;252.0;?;394
972.0;?;549;991.0;115.0;441;-875.0;613.0;530.0;-16.0;249.0;694.0;549
968.0;-82.0;632;971.0;174.0;397;-854.0;617.0;536.0;?;247.0;?;632
959.0;?;594;968.0;?;348;?;621.0;538.0;15.0;247.0;706.0;594
?;?;512;?;?;325;-867.0;624.0;?;37.0;247.0;711.0;?
939.0;-80.0;390;974.0;?;361;?;624.0;537.0;55.0;250.0;?;?
?;-60.0;?;992.0;?;?;-885.0;622.0;535.0;55.0;?;720.0;337
953.0;5.0;470;?;?;418;?;621.0;?;?;?;724.0;470
914.0;?;704;1001.0;70.0;414;-879.0;620.0;534.0;?;256.0;727.0;704
909.0;93.0;1002;992.0;-18.0;330;?;619.0;533.0;53.0;258.0;729.0;1002
928.0;145.0;1168;988.0;?;325;-868.0;617.0;532.0;?;258.0;730.0;1168
?;201.0;?;991.0;?;340;-871.0;614.0;529.0;78.0;?;730.0;1447
896.0;291.0;1701;?;-238.0;325;-873.0;?;526.0;80.0;?;728.0;1701
925.0;?;2140;975.0;-298.0;201;-883.0;?;521.0;70.0;260.0;725.0;2140
?;395.0;2011;976.0;-314.0;106;-886.0;601.0;517.0;69.0;?;720.0;2011
920.0;398.0;1507;984.0;?;48;-883.0;596.0;513.0;81.0;260.0;715.0;?
845.0;?;1924;955.0;-183.0;-113;?;593.0;511.0;130.0;255.0;708.0;1924
1218.0;?;256;967.0;-78.0;321;?;589.0;508.0;122.0;244.0;701.0;?
?;361.0;-1447;?;-99.0;435;-892.0;?;?;40.0;?;695.0;-1447
1066.0;328.0;-805;1006.0;?;?;-877.0;579.0;506.0;-132.0;213.0;689.0;-805
?;?;-791;997.0;12.0;87;-872.0;576.0;506.0;?;187.0;682.0;?
912.0;220.0;-418;1074.0;-124.0;164;-875.0;574.0;504.0;-172.0;?;676.0;-418
?;166.0;-11;981.0;-72.0;208;-856.0;572.0;502.0;?;139.0;669.0;?
921.0;152.0;-172;934.0;8.0;318;-900.0;?;502.0;-261.0;?;655.0;-172
933.0;?;-77;1151.0;10.0;257;-932.0;566.0;501.0;-143.0;108.0;?;-77
?;-35.0;?;942.0;21.0;290;-1180.0;567.0;499.0;-44.0;102.0;588.0;-85
971.0;-52.0;-46;667.0;29.0;282;?;568.0;502.0;67.0;100.0;542.0;-46
978.0;?;-57;701.0;-13.0;265;-1126.0;?;510.0;?;101.0;497.0;-57
965.0;181.0;-23;808.0;-60.0;256;-1066.0;576.0;518.0;-31.0;107.0;448.0;-23
950.0;248.0;1;943.0;6.0;269;-1025.0;?;?;-103.0;?;391.0;1
988.0;259.0;-65;827.0;42.0;320;-925.0;596.0;527.0;-206.0;162.0;317.0;-65
998.0;1024.0;-49;791.0;57.0;306;-837.0;599.0;526.0;-77.0;201.0;222.0;?
?;2046.0;-49;780.0;143.0;306;-836.0;597.0;?;-8.0;239.0;?;-49
991.0;2529.0;?;895.0;?;323;-931.0;594.0;527.0;8.0;275.0;24.0;-61
998.0;2450.0;23;877.0;20.0;255;?;595.0;523.0;-27.0;309.0;?;23
996.0;2028.0;?;931.0;-18.0;235;-955.0;595.0;514.0;-52.0;342.0;-113.0;150
1004.0;1635.0;-26;?;-64.0;265;-985.0;?;506.0;-22.0;367.0;-157.0;-26
?;1112.0;67;997.0;?;261;-958.0;?;?;-31.0;384.0;-183.0;?
999.0;655.0;108;1040.0;-56.0;263;-1001.0;589.0;504.0;?;?;-197.0;108
980.0;381.0;-843;1079.0;?;195;-985.0;588.0;506.0;55.0;?;-205.0;-843
989.0;118.0;?;1318.0;?;123;-993.0;588.0;510.0;-18.0;405.0;-205.0;-1328
1006.0;-106.0;-1469;1360.0;9.0;108;-995.0;590.0;?;-355.0;415.0;?;?
986.0;-168.0;-1177;968.0;-9.0;119;-1010.0;?;517.0;?;426.0;-200.0;?
980.0;-269.0;-82;653.0;13.0;?;-1067.0;594.0;?;-288.0;437.0;-195.0;?
?;-375.0;-45;853.0;-7.0;283;-1114.0;598.0;?;?;443.0;?;-45
997.0;-552.0;-246;?;?;315;-1247.0;?;526.0;-185.0;444.0;-179.0;-246
998.0;-802.0;235;1060.0;?;205;-1316.0;614.0;532.0;-96.0;?;?;235
995.0;-1042.0;717;831.0;34.0;?;?;623.0;539.0;-39.0;436.0;-141.0;?
1001.0;-1184.0;909;755.0;31.0;-128;-687.0;628.0;546.0;-46.0;439.0;?;909
984.0;?;910;797.0;23.0;?;-765.0;632.0;549.0;?;448.0;?;910
989.0;-1202.0;?;876.0;21.0;121;-768.0;636.0;544.0;-36.0;470.0;?;792
994.0;-1163.0;579;915.0;?;?;-830.0;639.0;535.0;?;493.0;108.0;579
980.0;-1012.0;?;909.0;26.0;214;-853.0;642.0;527.0;1.0;508.0;214.0;774
976.0;-774.0;77;878.0;38.0;?;?;?;524.0;152.0;?;325.0;?
1003.0;-687.0;-522;899.0;41.0;431;-865.0;?;519.0;171.0;517.0;435.0;-522
?;-281.0;-305;959.0;?;441;-864.0;650.0;516.0;92.0;518.0;545.0;-305
989.0;-471.0;-22;1049.0;?;171;?;649.0;512.0;-27.0;518.0;640.0;-22
969.0;-465.0;?;?;?;267;?;647.0;?;150.0;519.0;711.0;?
?;-894.0;1861;?;170.0;-680;-857.0;643.0;?;?;518.0;760.0;1861
942.0;-1487.0;81;1438.0;403.0;241;-848.0;638.0;497.0;-118.0;514.0;?;81
911.0;-1666.0;181;1300.0;665.0;2888;-848.0;?;496.0;-318.0;?;814.0;?
1067.0;?;582;645.0;639.0;2122;-930.0;?;?;-256.0;491.0;820.0;?
1407.0;-1443.0;519;684.0;?;262;-1133.0;626.0;?;?;?;817.0;519
?;-927.0;261;1141.0;-469.0;160;?;625.0;504.0;-272.0;?;?;261
910.0;-425.0;-37;1278.0;-623.0;280;-1231.0;?;510.0;-302.0;?;?;-37
897.0;54.0;-13;?;-432.0;224;-1419.0;?;519.0;-205.0;?;?;?
955.0;401.0;5;808.0;-347.0;278;-998.0;641.0;526.0;-149.0;?;790.0;5
998.0;686.0;-21;?;-271.0;270;-849.0;642.0;529.0;?;318.0;?;-21
?;?;?;654.0;?;261;-883.0;642.0;526.0;-65.0;324.0;772.0;3
820.0;1111.0;?;764.0;-285.0;293;-974.0;639.0;?;-72.0;337.0;762.0;0
?;1244.0;-21;798.0;-255.0;244;-938.0;633.0;513.0;-2.0;339.0;752.0;-21
?;?;-17;790.0;-176.0;286;?;?;513.0;51.0;?;741.0;-17
933.0;1029.0;41;?;?;231;?;621.0;517.0;95.0;315.0;727.0;41
1064.0;797.0;60;?;33.0;?;?;620.0;517.0;?;310.0;710.0;?
960.0;?;-336;1310.0;12.0;457;-821.0;618.0;512.0;-221.0;315.0;?;-336
818.0;?;-778;1273.0;?;252;-870.0;614.0;507.0;-125.0;321.0;668.0;-778
696.0;295.0;-692;1103.0;561.0;263;-889.0;611.0;505.0;322.0;324.0;648.0;-692
721.0;?;?;?;485.0;?;-892.0;609.0;505.0;?;326.0;631.0;-1218
725.0;262.0;?;1295.0;144.0;-241;-908.0;609.0;506.0;-353.0;325.0;618.0;-1541
1071.0;221.0;45;903.0;73.0;?;-1123.0;?;509.0;-411.0;323.0;609.0;45
1440.0;98.0;?;?;604.0;4;-1250.0;614.0;514.0;-45.0;?;605.0;2142
1113.0;-174.0;3150;1077.0;?;-529;-1127.0;620.0;520.0;90.0;308.0;603.0;3150
877.0;-400.0;1646;1148.0;-198.0;-135;-1313.0;?;527.0;92.0;296.0;603.0;1646
847.0;-590.0;-6;992.0;?;?;?;631.0;538.0;40.0;280.0;609.0;-6
1068.0;-519.0;439;794.0;?;335;-792.0;637.0;549.0;-42.0;264.0;621.0;439
988.0;-520.0;590;809.0;-210.0;600;-894.0;642.0;551.0;-131.0;263.0;634.0;590
?;?;685;836.0;-213.0;545;-876.0;?;548.0;?;?;650.0;685
1021.0;-622.0;979;812.0;-210.0;807;?;646.0;546.0;26.0;285.0;?;979
997.0;-657.0;1353;909.0;-95.0;774;-859.0;644.0;?;?;298.0;?;1353
1004.0;-794.0;512;885.0;-102.0;?;-840.0;643.0;536.0;51.0;306.0;?;512
?;-907.0;-74;949.0;-90.0;1091;-802.0;?;?;139.0;315.0;?;-74
985.0;-967.0;-91;?;54.0;1192;-738.0;636.0;520.0;75.0;?;743.0;-91
945.0;-943.0;-1012;1194.0;121.0;1242;-756.0;630.0;511.0;-50.0;337.0;757.0;-1012
?;-849.0;1858;1171.0;73.0;1231;?;624.0;503.0;?;345.0;770.0;1858
1009.0;-705.0;160;1397.0;-62.0;1940;-765.0;619.0;494.0;70.0;?;781.0;?
1051.0;-607.0;-3601;1427.0;166.0;1157;-795.0;?;486.0;-208.0;351.0;789.0;-3601
1088.0;-520.0;-84;?;202.0;-958;-808.0;?;480.0;-334.0;350.0;793.0;?
1115.0;-253.0;685;?;227.0;?;-918.0;608.0;?;-228.0;346.0;793.0;685
?;101.0;117;1284.0;651.0;-536;-1125.0;?;470.0;-343.0;340.0;?;117
1720.0;478.0;450;?;?;-279;-1189.0;600.0;?;?;330.0;787.0;450
?;925.0;-341;964.0;285.0;446;-1401.0;598.0;475.0;22.0;?;781.0;-341
