PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT)
997.0;65.8;4.8;15.6;1.1577;?;755.0;1521.0;608.0;-200.0;-200.0;?;-200.0
892.0;54.0;7.0;17.7;1.0826;1086.0;859.0;1595.0;754.0;-200.0;-200.0;-200.0;-200.0
1048.0;46.7;4.8;17.8;0.9466;967.0;753.0;1420.0;544.0;-200.0;-200.0;-200.0;-200.0
1011.0;44.4;5.4;17.8;0.8967;968.0;785.0;1446.0;550.0;-200.0;-200.0;-200.0;-200.0
972.0;44.3;6.3;17.8;0.8929;1004.0;827.0;1465.0;627.0;-200.0;-200.0;-200.0;-200.0
850.0;?;?;16.4;0.8851;1132.0;981.0;?;877.0;?;-200.0;-200.0;-200.0
?;51.6;10.2;15.6;0.9063;1121.0;985.0;1625.0;?;-200.0;-200.0;-200.0;-200.0
889.0;55.0;8.4;14.9;0.9228;1068.0;917.0;1570.0;832.0;-200.0;-200.0;-200.0;-200.0
866.0;59.8;8.9;13.8;0.9398;1123.0;937.0;1606.0;941.0;-200.0;-200.0;-200.0;-200.0
845.0;62.1;8.8;?;0.9721;1101.0;933.0;1600.0;1022.0;-200.0;-200.0;-200.0;-200.0
951.0;61.1;6.5;13.9;0.9656;997.0;835.0;1501.0;888.0;-200.0;-200.0;-200.0;-200.0
1172.0;57.6;3.0;14.9;0.9684;875.0;654.0;1375.0;683.0;-200.0;-200.0;-200.0;-200.0
1361.0;60.1;1.8;14.4;0.9797;815.0;569.0;1344.0;534.0;-200.0;-200.0;-200.0;-200.0
1462.0;63.2;1.3;13.8;0.9952;803.0;531.0;1318.0;489.0;-200.0;-200.0;?;-200.0
1304.0;62.9;1.8;14.2;1.0136;829.0;570.0;?;562.0;-200.0;-200.0;-200.0;?
1213.0;63.8;2.6;14.0;1.0167;867.0;625.0;1385.0;652.0;-200.0;-200.0;-200.0;-200.0
837.0;67.4;9.8;13.4;1.0292;1118.0;970.0;?;1019.0;-200.0;-200.0;-200.0;-200.0
523.0;62.3;31.5;14.7;1.0351;1632.0;1587.0;2459.0;1678.0;-200.0;-200.0;-200.0;-200.0
490.0;?;35.2;16.0;1.0342;?;1668.0;2617.0;1749.0;-200.0;-200.0;-200.0;-200.0
633.0;51.1;20.2;17.8;1.0362;1378.0;1303.0;2051.0;1494.0;4.4;257.0;117.0;-200.0
731.0;45.0;13.4;20.0;1.0379;1132.0;1096.0;1808.0;1186.0;?;?;?;-200.0
767.0;44.1;11.7;20.3;1.0392;1108.0;1040.0;1748.0;1051.0;2.1;145.0;95.0;-200.0
735.0;42.4;?;20.7;1.0248;1131.0;1097.0;1797.0;1027.0;2.4;137.0;93.0;-200.0
751.0;40.6;12.9;20.8;0.9888;1105.0;1080.0;1758.0;981.0;2.2;139.0;104.0;-200.0
753.0;39.7;13.4;21.5;1.0042;?;1096.0;1767.0;976.0;2.2;130.0;102.0;-200.0
800.0;?;13.7;25.0;0.9394;?;1108.0;1731.0;?;2.3;148.0;109.0;-200.0
810.0;29.7;14.2;25.2;0.9371;1098.0;1124.0;1716.0;?;2.1;120.0;97.0;-200.0
749.0;32.0;17.8;?;0.91;1137.0;1234.0;1824.0;990.0;2.5;132.0;104.0;-200.0
651.0;37.8;22.0;21.0;0.9298;1267.0;1352.0;1961.0;1196.0;3.6;188.0;124.0;-200.0
597.0;45.7;24.4;19.2;1.0084;1319.0;1413.0;2050.0;1329.0;4.0;?;135.0;?
698.0;50.9;16.3;17.7;1.0232;1160.0;1189.0;1824.0;1151.0;3.0;167.0;122.0;?
775.0;53.6;12.4;16.8;?;1084.0;1063.0;1703.0;1031.0;2.1;128.0;109.0;-200.0
842.0;56.2;9.6;15.8;1.0033;1025.0;963.0;1621.0;917.0;?;106.0;95.0;-200.0
?;56.5;6.4;16.0;1.0166;953.0;830.0;1521.0;?;1.1;88.0;86.0;-200.0
961.0;64.1;?;14.2;?;959.0;812.0;1518.0;910.0;0.9;77.0;78.0;-200.0
1187.0;59.8;2.8;15.0;?;834.0;637.0;1362.0;699.0;?;36.0;53.0;?
1366.0;61.9;?;14.3;1.0031;787.0;549.0;1317.0;596.0;0.2;?;?;?
1327.0;66.0;1.6;12.8;0.969;799.0;555.0;1320.0;643.0;0.2;?;-200.0;-200.0
1305.0;70.5;1.8;11.4;0.9484;807.0;571.0;1335.0;704.0;-200.0;46.0;53.0;-200.0
1135.0;68.0;3.6;12.0;0.9547;866.0;686.0;1405.0;741.0;?;55.0;?;-200.0
?;70.4;8.4;11.3;0.9443;1035.0;917.0;1606.0;968.0;1.4;135.0;64.0;-200.0
555.0;65.6;27.5;12.7;0.962;1469.0;1491.0;?;1561.0;4.6;327.0;95.0;-200.0
508.0;59.8;31.0;14.5;0.9795;1553.0;1575.0;2423.0;1779.0;5.5;383.0;120.0;-200.0
554.0;?;26.0;17.5;0.9877;1513.0;1455.0;2182.0;1822.0;4.8;366.0;153.0;-200.0
605.0;35.2;22.6;?;0.9128;1395.0;?;2032.0;1675.0;?;322.0;163.0;?
712.0;29.5;18.3;23.5;0.8435;1209.0;?;?;1295.0;3.0;?;119.0;-200.0
776.0;29.8;13.9;24.3;0.8926;1142.0;1115.0;1735.0;1091.0;2.5;?;96.0;?
765.0;31.7;14.4;23.8;0.9212;1140.0;1129.0;1728.0;1023.0;2.3;132.0;94.0;-200.0
826.0;31.2;11.6;24.2;0.9257;1105.0;1035.0;1643.0;877.0;2.0;117.0;?;-200.0
824.0;27.2;12.2;26.5;?;1131.0;?;1664.0;?;1.9;121.0;91.0;-200.0
832.0;?;?;?;0.9248;1162.0;1064.0;1675.0;913.0;1.9;124.0;?;-200.0
?;27.5;21.1;26.3;0.9306;1336.0;1326.0;1923.0;?;3.5;188.0;125.0;-200.0
573.0;31.6;29.9;24.4;0.9545;1533.0;1549.0;2233.0;?;4.6;226.0;140.0;-200.0
528.0;35.3;34.3;?;0.9845;1650.0;1649.0;2345.0;1779.0;6.3;266.0;158.0;-200.0
568.0;40.2;26.1;21.1;0.997;1535.0;1458.0;2120.0;1735.0;5.0;269.0;159.0;-200.0
632.0;?;?;19.2;1.1516;1382.0;?;1941.0;1511.0;3.3;183.0;128.0;-200.0
673.0;58.7;14.2;18.1;1.2072;1335.0;?;1840.0;1424.0;2.7;?;114.0;-200.0
706.0;58.8;12.4;17.3;1.1494;1267.0;1064.0;1766.0;1348.0;2.2;138.0;?;-200.0
805.0;58.8;?;16.9;1.125;1122.0;926.0;1619.0;1174.0;1.7;105.0;88.0;-200.0
964.0;57.6;5.2;17.6;1.1484;986.0;771.0;1518.0;?;0.8;54.0;?;-200.0
967.0;63.9;4.6;15.6;?;966.0;744.0;1511.0;935.0;0.8;58.0;65.0;-200.0
1089.0;65.7;3.1;14.9;1.1073;919.0;661.0;1468.0;838.0;0.6;-200.0;-200.0;-200.0
1132.0;62.2;2.7;15.6;1.0961;872.0;632.0;1403.0;768.0;-200.0;37.0;47.0;-200.0
996.0;68.3;4.7;14.0;?;967.0;749.0;1517.0;881.0;0.8;84.0;57.0;-200.0
800.0;65.7;9.6;14.5;1.0804;1152.0;964.0;1705.0;1096.0;1.5;134.0;73.0;-200.0
?;62.2;23.6;15.5;1.0875;1500.0;1393.0;2163.0;1495.0;4.1;279.0;95.0;-200.0
?;56.8;37.4;17.0;1.0909;1754.0;1716.0;2667.0;1895.0;5.9;333.0;110.0;-200.0
525.0;52.4;26.6;18.8;1.1285;1558.0;?;?;?;?;336.0;121.0;-200.0
568.0;?;22.0;19.7;1.1796;1446.0;1350.0;2140.0;1630.0;3.9;280.0;108.0;-200.0
627.0;44.6;?;20.9;1.0872;1349.0;1236.0;1964.0;1530.0;3.4;275.0;125.0;-200.0
576.0;43.3;22.7;21.9;?;1452.0;1371.0;2138.0;1622.0;3.3;207.0;117.0;-200.0
496.0;55.7;29.3;20.4;?;1676.0;?;2413.0;1828.0;5.1;305.0;?;-200.0
658.0;67.0;14.7;17.4;1.325;1327.0;1139.0;1894.0;1323.0;?;236.0;126.0;-200.0
713.0;64.0;12.6;17.1;1.2413;1248.0;1072.0;1797.0;1188.0;2.5;183.0;114.0;-200.0
724.0;61.1;12.7;17.3;1.1957;1250.0;1074.0;1806.0;1166.0;2.4;162.0;123.0;-200.0
727.0;56.3;13.0;17.7;1.13;1222.0;1084.0;1797.0;?;2.8;157.0;116.0;-200.0
748.0;48.6;13.4;?;0.9559;1159.0;1097.0;1709.0;995.0;2.9;136.0;107.0;-200.0
740.0;43.7;14.8;?;0.8698;1192.0;1143.0;1767.0;1108.0;3.4;166.0;123.0;?
846.0;47.2;9.4;16.7;?;1074.0;954.0;1570.0;956.0;2.2;136.0;112.0;-200.0
959.0;45.6;6.9;16.8;0.8636;984.0;851.0;1452.0;817.0;?;112.0;101.0;-200.0
1026.0;52.0;5.2;16.1;0.946;970.0;773.0;1425.0;658.0;1.3;87.0;91.0;?
989.0;57.1;5.7;15.5;0.996;987.0;?;1462.0;658.0;1.3;86.0;88.0;-200.0
949.0;50.2;6.5;16.2;0.9156;1003.0;836.0;1455.0;?;1.6;98.0;96.0;-200.0
1045.0;50.5;4.7;16.4;0.938;933.0;747.0;1405.0;569.0;1.2;62.0;75.0;-200.0
?;52.8;2.5;16.2;0.9626;859.0;620.0;1316.0;445.0;0.6;32.0;47.0;-200.0
?;53.7;1.4;16.0;?;815.0;538.0;1272.0;379.0;0.4;-200.0;-200.0;-200.0
1554.0;53.0;1.0;16.2;0.9672;792.0;501.0;1252.0;354.0;-200.0;21.0;25.0;-200.0
1409.0;53.7;1.7;16.2;0.9799;835.0;560.0;1317.0;407.0;0.4;41.0;?;-200.0
?;55.3;4.5;15.9;0.991;975.0;?;1459.0;611.0;1.0;86.0;85.0;-200.0
815.0;55.6;9.4;16.2;1.0151;1133.0;957.0;1652.0;?;2.0;174.0;106.0;-200.0
645.0;59.3;17.9;16.0;1.0711;?;1237.0;1984.0;1328.0;3.6;264.0;136.0;-200.0
783.0;55.6;10.6;16.6;1.042;1122.0;1000.0;1663.0;1085.0;2.4;211.0;?;-200.0
774.0;51.8;?;?;1.022;1152.0;1014.0;1714.0;1139.0;2.4;208.0;122.0;-200.0
907.0;49.7;7.2;17.6;0.9944;1020.0;866.0;1554.0;799.0;1.6;139.0;90.0;-200.0
846.0;52.8;8.7;17.2;1.0236;1066.0;927.0;1608.0;804.0;1.9;138.0;97.0;-200.0
789.0;49.6;11.1;18.2;1.0268;1105.0;1016.0;1736.0;930.0;2.4;142.0;98.0;-200.0
891.0;45.0;7.9;19.5;1.0114;1056.0;894.0;1576.0;771.0;1.7;131.0;93.0;-200.0
818.0;45.5;9.8;19.5;1.0189;1084.0;970.0;1626.0;845.0;2.1;132.0;98.0;?
691.0;44.3;16.4;19.8;1.0104;1288.0;1191.0;1910.0;1192.0;3.1;178.0;123.0;-200.0
605.0;43.1;22.6;20.3;1.0114;1390.0;?;2092.0;1494.0;4.6;228.0;148.0;-200.0
636.0;44.4;20.2;20.3;1.0457;1374.0;1303.0;?;?;4.5;232.0;148.0;-200.0
612.0;47.9;21.7;?;1.092;1378.0;1342.0;2076.0;1489.0;3.9;?;133.0;-200.0
594.0;52.3;21.2;19.1;1.1486;1428.0;1329.0;2102.0;1602.0;4.6;250.0;141.0;-200.0
656.0;54.7;15.9;18.2;1.1336;1336.0;1176.0;?;?;?;208.0;131.0;-200.0
746.0;55.0;12.0;17.8;?;?;1049.0;1733.0;1274.0;2.7;158.0;121.0;-200.0
648.0;56.4;?;?;1.1175;1300.0;1221.0;1946.0;1401.0;3.3;197.0;123.0;-200.0
654.0;57.8;15.0;17.3;?;1246.0;1150.0;1873.0;?;2.5;152.0;107.0;-200.0
740.0;57.5;11.1;16.8;1.0912;1141.0;1017.0;1690.0;1188.0;2.1;112.0;104.0;-200.0
883.0;57.0;6.9;16.3;1.0484;1014.0;853.0;1538.0;975.0;1.3;75.0;91.0;-200.0
978.0;56.3;5.1;16.2;1.0262;938.0;769.0;1463.0;?;1.0;-200.0;-200.0;?
908.0;59.9;6.1;15.5;1.0498;988.0;814.0;1512.0;921.0;?;?;87.0;-200.0
894.0;58.3;6.5;16.0;1.0481;983.0;833.0;1524.0;?;1.2;116.0;102.0;-200.0
882.0;52.3;8.4;17.2;?;1033.0;917.0;?;905.0;?;118.0;95.0;-200.0
601.0;49.4;22.8;18.5;1.0397;1388.0;1372.0;2105.0;1449.0;3.7;272.0;140.0;-200.0
527.0;45.6;29.1;20.0;1.0524;1512.0;1530.0;2326.0;1725.0;-200.0;-200.0;-200.0;-200.0
723.0;?;13.6;21.0;0.9313;1148.0;?;1713.0;1301.0;3.3;258.0;138.0;-200.0
815.0;32.4;?;22.8;0.887;1095.0;1019.0;1618.0;1181.0;2.5;186.0;113.0;?
?;?;10.0;?;0.8218;987.0;979.0;1515.0;962.0;1.9;130.0;101.0;-200.0
905.0;23.6;10.5;25.9;0.7771;984.0;998.0;1523.0;862.0;2.0;134.0;97.0;-200.0
843.0;20.8;13.0;27.7;0.7599;1072.0;1084.0;1622.0;1017.0;2.5;148.0;114.0;?
869.0;21.6;12.5;27.1;0.7618;1048.0;1068.0;1573.0;993.0;2.1;147.0;110.0;-200.0
907.0;20.2;11.4;28.4;0.7697;1042.0;1029.0;1540.0;?;2.1;?;103.0;-200.0
882.0;21.9;13.1;28.1;0.8184;1113.0;1086.0;1584.0;926.0;2.3;138.0;?;-200.0
836.0;22.3;14.9;27.6;?;?;1145.0;1647.0;1011.0;3.0;162.0;126.0;-200.0
748.0;24.3;19.1;25.2;?;1239.0;1272.0;1790.0;1380.0;4.1;214.0;144.0;-200.0
706.0;25.1;21.8;24.6;0.7636;1302.0;?;1880.0;1698.0;4.5;230.0;164.0;-200.0
?;27.2;16.1;23.1;0.7575;1181.0;?;1711.0;1432.0;3.5;191.0;148.0;-200.0
869.0;28.6;?;22.0;0.7483;1068.0;1037.0;1567.0;1217.0;2.1;128.0;119.0;-200.0
803.0;34.5;12.4;20.8;0.8365;1135.0;1065.0;1630.0;1317.0;2.3;138.0;111.0;-200.0
844.0;35.3;10.4;20.4;0.8352;1121.0;992.0;1505.0;1255.0;1.9;126.0;115.0;-200.0
843.0;?;?;?;0.8381;1131.0;965.0;1520.0;1223.0;1.9;107.0;103.0;-200.0
?;40.5;5.7;18.0;0.8271;947.0;798.0;1395.0;?;1.2;67.0;81.0;-200.0
964.0;?;5.4;17.4;?;935.0;786.0;1389.0;954.0;1.0;?;?;-200.0
975.0;50.6;5.6;14.8;0.8489;941.0;792.0;1397.0;889.0;1.1;?;-200.0;-200.0
1043.0;51.4;4.4;14.6;?;867.0;734.0;?;808.0;-200.0;48.0;?;-200.0
1171.0;46.9;2.8;?;0.8329;839.0;638.0;1271.0;643.0;0.5;33.0;44.0;-200.0
1091.0;49.7;3.9;15.3;0.8552;873.0;704.0;1322.0;756.0;0.6;41.0;49.0;-200.0
?;47.4;?;?;0.8564;?;942.0;?;1067.0;1.4;106.0;68.0;-200.0
727.0;43.3;13.6;17.6;0.8647;1187.0;1104.0;1721.0;1391.0;2.6;208.0;108.0;-200.0
712.0;37.4;15.8;20.3;0.8807;1249.0;?;1774.0;1486.0;2.8;?;117.0;-200.0
802.0;30.3;12.7;23.1;0.8425;1157.0;1072.0;1653.0;1327.0;2.6;191.0;127.0;-200.0
1015.0;24.2;8.6;25.0;0.7568;988.0;924.0;1463.0;835.0;1.6;113.0;?;-200.0
997.0;23.5;9.4;25.6;0.7611;1025.0;955.0;1457.0;834.0;1.7;111.0;94.0;-200.0
998.0;22.6;?;25.5;0.7288;997.0;947.0;?;815.0;1.7;106.0;87.0;-200.0
1124.0;21.1;6.4;26.1;?;916.0;829.0;1333.0;621.0;1.3;82.0;75.0;-200.0
1056.0;19.4;8.3;28.2;0.7303;965.0;910.0;1389.0;643.0;1.4;79.0;81.0;-200.0
1059.0;20.5;8.1;27.4;0.7379;985.0;903.0;1437.0;712.0;?;90.0;86.0;-200.0
1037.0;?;8.5;26.0;0.7532;1026.0;920.0;1455.0;746.0;1.7;?;97.0;?
910.0;27.1;11.0;23.8;0.7858;1125.0;1016.0;1564.0;991.0;2.3;148.0;117.0;-200.0
878.0;28.7;12.1;23.0;0.7976;1159.0;1054.0;1603.0;1046.0;2.5;158.0;120.0;-200.0
780.0;31.8;15.0;21.7;0.8191;1284.0;1149.0;1725.0;1304.0;?;234.0;149.0;-200.0
?;33.2;10.2;20.9;0.8098;1101.0;986.0;?;1100.0;2.2;163.0;124.0;-200.0
879.0;34.3;9.9;20.2;0.8017;1101.0;972.0;?;?;1.6;95.0;97.0;-200.0
?;37.0;12.0;19.6;0.8325;?;1049.0;1594.0;1290.0;?;146.0;?;?
822.0;40.9;?;?;0.8441;1132.0;?;1564.0;1205.0;2.3;102.0;95.0;-200.0
919.0;43.3;7.1;17.0;0.8341;998.0;859.0;1450.0;1045.0;1.5;90.0;88.0;?
1052.0;43.4;4.6;16.7;0.8193;911.0;743.0;1370.0;739.0;0.9;41.0;54.0;-200.0
1083.0;44.7;4.2;15.9;0.8009;?;721.0;1328.0;683.0;0.8;-200.0;-200.0;?
1234.0;45.5;2.6;?;?;808.0;630.0;1256.0;573.0;-200.0;30.0;43.0;-200.0
1262.0;?;2.2;13.5;0.7706;792.0;599.0;1235.0;564.0;0.4;32.0;45.0;-200.0
?;49.9;2.0;14.2;0.8025;822.0;581.0;1256.0;602.0;?;34.0;47.0;-200.0
1069.0;51.4;4.2;13.8;0.8059;?;721.0;1353.0;785.0;0.8;57.0;58.0;-200.0
1001.0;45.1;5.2;16.3;0.8286;975.0;774.0;?;878.0;0.9;73.0;69.0;-200.0
913.0;35.4;8.2;19.2;0.7812;?;908.0;1458.0;981.0;1.6;119.0;89.0;-200.0
930.0;21.1;9.8;25.5;?;1053.0;970.0;1473.0;991.0;2.0;138.0;105.0;-200.0
1013.0;19.0;7.9;28.2;?;1017.0;?;1400.0;780.0;1.6;96.0;92.0;-200.0
1022.0;19.8;?;29.5;0.8013;1021.0;889.0;1405.0;684.0;1.4;80.0;?;-200.0
1173.0;19.4;4.8;30.6;0.8348;941.0;753.0;1311.0;468.0;0.9;45.0;56.0;-200.0
1122.0;22.0;5.3;29.9;0.9181;991.0;776.0;1375.0;468.0;0.9;?;60.0;-200.0
995.0;21.9;7.1;31.5;0.997;1117.0;862.0;1476.0;530.0;1.2;?;64.0;-200.0
887.0;24.6;?;31.2;1.0987;1217.0;947.0;1566.0;648.0;1.4;66.0;85.0;-200.0
880.0;26.5;10.1;30.4;?;1248.0;982.0;1617.0;746.0;?;95.0;107.0;-200.0
?;33.5;9.9;26.8;?;1242.0;973.0;1632.0;819.0;1.8;99.0;106.0;?
747.0;37.4;15.1;25.5;1.1995;1403.0;1151.0;1820.0;1125.0;2.7;147.0;?;-200.0
?;39.4;10.6;23.7;1.1381;1238.0;999.0;1648.0;1013.0;2.4;129.0;118.0;-200.0
975.0;37.0;7.0;22.9;1.0197;1093.0;858.0;1495.0;816.0;1.6;96.0;95.0;-200.0
1030.0;36.3;5.9;20.8;?;1034.0;805.0;1416.0;750.0;1.4;92.0;97.0;-200.0
1098.0;28.5;5.6;20.3;0.6686;934.0;795.0;1328.0;673.0;1.4;88.0;93.0;?
1110.0;26.5;5.4;19.6;0.5974;?;785.0;1273.0;692.0;1.4;89.0;85.0;-200.0
1265.0;?;3.7;19.1;0.5673;835.0;691.0;1182.0;517.0;0.9;52.0;?;-200.0
1474.0;27.6;1.8;18.4;0.5799;773.0;?;1113.0;392.0;0.5;25.0;37.0;-200.0
1566.0;30.2;1.4;17.4;0.5945;771.0;533.0;1110.0;360.0;0.4;?;-200.0;-200.0
1454.0;34.1;1.4;?;?;?;534.0;1112.0;409.0;-200.0;28.0;40.0;-200.0
1059.0;36.5;3.5;15.8;0.6535;?;684.0;1220.0;779.0;?;65.0;75.0;-200.0
944.0;38.1;7.0;16.0;?;1009.0;859.0;1420.0;1016.0;1.3;132.0;102.0;?
775.0;35.0;14.4;17.6;0.6965;1196.0;1131.0;1675.0;1243.0;2.6;216.0;?;-200.0
945.0;31.2;8.9;18.5;0.6611;1010.0;937.0;1444.0;949.0;2.0;180.0;142.0;?
974.0;28.5;8.6;19.8;0.652;990.0;924.0;1404.0;861.0;1.8;140.0;90.0;-200.0
1007.0;?;8.5;22.3;0.6394;988.0;918.0;1393.0;850.0;?;141.0;94.0;?
1028.0;21.7;8.3;24.2;0.6451;979.0;910.0;1396.0;788.0;1.5;123.0;?;-200.0
950.0;?;10.1;25.1;0.6516;1029.0;983.0;1470.0;879.0;1.9;129.0;97.0;-200.0
990.0;19.5;9.1;25.8;0.6392;984.0;945.0;1423.0;747.0;1.7;115.0;88.0;-200.0
1028.0;18.9;8.5;26.3;0.6344;985.0;919.0;?;700.0;1.5;104.0;?;-200.0
1054.0;18.6;7.7;25.8;0.608;981.0;886.0;?;695.0;1.7;?;99.0;-200.0
1016.0;19.4;9.0;25.7;0.6304;1020.0;?;1425.0;756.0;1.7;138.0;95.0;-200.0
902.0;17.1;13.4;?;?;1106.0;1097.0;1552.0;941.0;2.4;135.0;105.0;-200.0
842.0;19.8;15.6;24.3;0.5933;1153.0;1168.0;1644.0;1021.0;3.1;163.0;121.0;-200.0
796.0;20.8;17.8;23.5;0.5937;1215.0;1234.0;1735.0;1167.0;3.4;180.0;125.0;-200.0
?;24.0;12.7;22.0;0.6263;?;?;1545.0;1105.0;3.0;170.0;122.0;-200.0
1072.0;26.2;6.4;21.1;0.6481;?;832.0;1350.0;712.0;1.2;72.0;81.0;-200.0
1014.0;?;7.1;20.9;?;?;861.0;1398.0;735.0;?;69.0;73.0;-200.0
988.0;31.2;7.4;20.2;0.7304;1003.0;872.0;?;?;1.3;79.0;80.0;?
1091.0;31.5;5.2;20.0;0.7262;914.0;774.0;1323.0;706.0;1.0;?;?;?
1276.0;32.3;2.4;20.8;0.7813;839.0;?;1286.0;643.0;0.4;36.0;?;-200.0
1310.0;34.5;?;20.0;0.7954;830.0;582.0;1264.0;608.0;0.3;30.0;50.0;-200.0
1413.0;32.9;1.2;21.2;0.8178;812.0;521.0;1233.0;469.0;0.2;-200.0;-200.0;-200.0
1320.0;40.0;1.5;18.3;0.8345;832.0;?;?;469.0;-200.0;15.0;23.0;-200.0
1155.0;44.6;3.1;17.0;0.8593;903.0;656.0;1361.0;618.0;0.5;38.0;37.0;-200.0
931.0;45.3;6.3;17.1;0.8784;1022.0;825.0;1487.0;931.0;0.9;68.0;54.0;?
628.0;46.5;19.3;17.1;0.901;1378.0;1277.0;1970.0;?;2.7;192.0;94.0;?
484.0;39.7;38.9;18.8;0.8547;1745.0;1748.0;2605.0;2054.0;6.5;346.0;?;-200.0
719.0;38.1;14.6;20.3;0.8946;1326.0;1137.0;?;1550.0;3.2;225.0;115.0;-200.0
?;27.0;12.3;25.3;0.8565;1215.0;1062.0;1650.0;1381.0;2.4;199.0;119.0;?
854.0;22.8;11.0;27.4;0.8219;1138.0;1015.0;1604.0;1115.0;?;140.0;103.0;-200.0
?;20.0;15.4;30.0;0.8338;1244.0;1162.0;1735.0;1189.0;2.7;162.0;123.0;-200.0
736.0;19.1;17.0;30.9;0.8394;1261.0;1210.0;1769.0;1200.0;2.9;173.0;126.0;-200.0
?;20.2;12.5;?;0.8719;1182.0;1066.0;1663.0;965.0;2.0;?;106.0;-200.0
783.0;18.9;?;32.2;0.8964;?;1111.0;1653.0;1018.0;2.3;133.0;127.0;-200.0
862.0;19.5;10.1;31.7;0.8981;1158.0;?;1573.0;775.0;1.9;96.0;105.0;-200.0
701.0;20.5;19.3;30.9;0.8996;1346.0;1278.0;?;1193.0;3.0;141.0;130.0;-200.0
664.0;?;?;27.5;0.8899;1443.0;1371.0;1988.0;1425.0;4.4;221.0;160.0;-200.0
635.0;27.0;25.5;25.8;0.8821;1440.0;1443.0;2068.0;1594.0;4.7;232.0;162.0;-200.0
?;30.0;15.8;23.7;0.8633;1232.0;1173.0;1750.0;1284.0;3.4;174.0;135.0;-200.0
812.0;33.4;12.3;?;0.8806;1159.0;1061.0;1648.0;1174.0;2.4;138.0;122.0;-200.0
910.0;36.5;8.7;21.1;0.9019;1081.0;929.0;1518.0;937.0;1.2;65.0;75.0;-200.0
883.0;38.6;8.3;20.2;0.9016;1083.0;911.0;1507.0;985.0;1.7;107.0;96.0;?
859.0;43.0;?;19.3;0.9535;1069.0;887.0;1542.0;1041.0;1.2;70.0;84.0;-200.0
?;43.6;4.2;19.2;0.9591;940.0;724.0;1407.0;?;0.7;44.0;68.0;-200.0
1094.0;45.7;3.0;18.4;0.9599;901.0;653.0;1367.0;822.0;0.5;41.0;65.0;-200.0
1224.0;44.3;1.8;18.7;?;848.0;571.0;1297.0;624.0;0.3;?;-200.0;-200.0
1211.0;51.4;2.2;16.3;0.9468;846.0;598.0;1332.0;669.0;-200.0;33.0;52.0;-200.0
1219.0;?;2.2;17.0;0.9459;848.0;?;1318.0;628.0;0.3;?;46.0;-200.0
983.0;52.1;5.7;16.4;0.9612;980.0;800.0;?;810.0;0.7;46.0;54.0;-200.0
618.0;53.4;20.9;16.4;0.9863;1408.0;1321.0;2044.0;1495.0;3.1;173.0;94.0;-200.0
490.0;46.8;36.7;?;0.99;1716.0;1701.0;2545.0;2018.0;6.2;?;155.0;-200.0
625.0;41.1;22.0;21.0;?;1475.0;1351.0;2006.0;1696.0;4.6;294.0;165.0;-200.0
772.0;28.9;13.4;26.4;0.9785;1262.0;1096.0;1711.0;?;2.6;182.0;134.0;-200.0
813.0;26.3;11.5;27.7;0.9652;1156.0;1034.0;1640.0;1123.0;2.1;154.0;122.0;-200.0
796.0;22.1;13.4;30.1;0.9281;1192.0;1097.0;1688.0;971.0;2.0;?;113.0;-200.0
746.0;?;15.2;31.0;1.0144;1233.0;1154.0;1740.0;1000.0;2.2;116.0;115.0;-200.0
792.0;22.6;13.0;31.0;1.0012;1208.0;1083.0;1702.0;?;2.1;121.0;118.0;-200.0
784.0;21.0;14.0;31.6;0.959;?;1116.0;1715.0;852.0;2.3;116.0;125.0;-200.0
?;24.7;15.5;30.4;1.0526;1251.0;1165.0;1774.0;975.0;2.5;?;135.0;-200.0
689.0;26.3;19.3;28.8;1.0271;1358.0;1278.0;1899.0;1192.0;3.4;176.0;149.0;-200.0
645.0;30.1;21.9;26.4;1.0204;1379.0;1349.0;1961.0;?;?;214.0;162.0;-200.0
659.0;31.5;21.1;24.7;0.9672;1379.0;1326.0;1961.0;1307.0;3.8;191.0;151.0;-200.0
?;36.5;18.4;22.9;1.0083;1373.0;1252.0;1889.0;1325.0;?;205.0;154.0;-200.0
823.0;41.8;9.3;20.8;1.0155;1197.0;?;1592.0;?;2.0;110.0;118.0;-200.0
815.0;47.1;?;19.7;?;1238.0;940.0;1622.0;877.0;1.7;95.0;?;?
781.0;52.2;9.6;18.9;1.1313;?;963.0;1665.0;1024.0;2.0;126.0;122.0;-200.0
821.0;50.1;8.2;18.5;1.0539;1164.0;908.0;1574.0;1019.0;1.5;90.0;102.0;-200.0
900.0;53.0;5.8;18.0;1.0832;1046.0;803.0;1490.0;823.0;0.8;48.0;73.0;-200.0
1043.0;51.7;3.1;?;1.0819;956.0;661.0;1398.0;701.0;0.5;?;59.0;-200.0
1217.0;?;1.7;19.8;1.056;?;565.0;1329.0;542.0;0.3;-200.0;-200.0;-200.0
1265.0;47.7;1.6;19.6;1.0736;877.0;?;1317.0;463.0;-200.0;?;26.0;?
1168.0;54.1;2.3;17.3;?;925.0;609.0;?;?;0.3;26.0;35.0;?
885.0;?;6.6;?;1.0495;?;837.0;1553.0;906.0;0.9;83.0;68.0;-200.0
