PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);NMHC(GT);CO(GT);NOx(GT);NO2(GT)
671.0;51.8;14.8;21.5;1.3129;1138.0;1141.0;1927.0;1197.0;-200.0;2.6;199.0;104.0
876.0;48.0;8.5;18.8;1.0323;1058.0;921.0;1594.0;893.0;-200.0;-200.0;-200.0;-200.0
950.0;45.5;7.5;18.5;0.9606;1018.0;879.0;1574.0;685.0;-200.0;-200.0;-200.0;-200.0
811.0;46.7;10.9;18.0;0.9569;1105.0;1010.0;1709.0;947.0;-200.0;-200.0;-200.0;-200.0
935.0;48.9;9.1;16.7;0.9226;1201.0;943.0;1560.0;1362.0;88.0;1.7;130.0;117.0
797.0;79.0;11.5;10.5;1.0016;1207.0;1032.0;1701.0;969.0;-200.0;-200.0;-200.0;-200.0
960.0;74.0;6.7;9.9;0.9009;989.0;846.0;1476.0;846.0;-200.0;-200.0;-200.0;-200.0
1097.0;50.7;3.0;21.9;1.3138;811.0;651.0;1442.0;579.0;-200.0;0.6;35.0;46.0
1017.0;77.5;5.3;10.1;0.9579;985.0;780.0;1444.0;791.0;-200.0;-200.0;-200.0;-200.0
1066.0;51.9;5.4;15.5;0.9059;1072.0;784.0;1442.0;1114.0;47.0;1.2;95.0;90.0
711.0;46.0;14.1;23.7;1.3346;1072.0;1120.0;1838.0;1045.0;-200.0;2.6;124.0;100.0
658.0;43.2;16.8;25.4;1.3805;1190.0;1203.0;1967.0;1056.0;-200.0;3.2;118.0;119.0
706.0;34.5;13.7;28.3;1.3084;1172.0;1108.0;1878.0;1058.0;-200.0;2.8;166.0;122.0
695.0;30.8;15.9;30.3;1.3044;1190.0;1177.0;1934.0;1046.0;-200.0;3.0;168.0;128.0
889.0;20.8;7.8;35.3;1.1664;989.0;889.0;1602.0;664.0;-200.0;1.6;85.0;89.0
927.0;27.8;6.0;33.4;1.4119;988.0;813.0;1596.0;596.0;-200.0;1.2;52.0;61.0
939.0;28.9;5.7;32.8;1.412;975.0;798.0;1576.0;570.0;-200.0;1.1;51.0;55.0
859.0;37.2;10.3;21.9;0.9683;1083.0;988.0;1643.0;1004.0;-200.0;-200.0;-200.0;-200.0
844.0;26.9;13.7;25.9;0.8845;1129.0;1107.0;1742.0;940.0;-200.0;-200.0;-200.0;-200.0
1169.0;55.6;4.1;14.1;0.891;998.0;714.0;1383.0;992.0;34.0;0.9;70.0;79.0
1038.0;65.2;7.5;9.9;0.7956;1173.0;878.0;1556.0;1052.0;84.0;1.6;160.0;84.0
1008.0;56.2;3.7;22.1;1.48;893.0;696.0;1548.0;801.0;-200.0;0.7;48.0;54.0
932.0;52.0;7.7;16.0;0.9375;991.0;889.0;1550.0;933.0;-200.0;-200.0;-200.0;-200.0
1047.0;60.9;3.1;21.2;1.5092;877.0;658.0;1530.0;779.0;-200.0;0.6;41.0;46.0
976.0;67.7;5.8;12.2;0.9625;1005.0;802.0;1474.0;952.0;-200.0;-200.0;-200.0;-200.0
1062.0;53.5;2.8;23.7;1.546;871.0;639.0;1528.0;684.0;-200.0;0.6;21.0;35.0
983.0;57.7;3.6;22.9;1.5902;915.0;690.0;1570.0;743.0;-200.0;0.8;-200.0;-200.0
735.0;22.4;14.4;34.3;1.1907;1111.0;1131.0;1825.0;1085.0;-200.0;2.5;171.0;137.0
887.0;70.9;8.7;10.2;0.8841;1035.0;929.0;1599.0;1009.0;-200.0;-200.0;-200.0;-200.0
767.0;22.5;12.7;34.4;1.205;1085.0;1075.0;1786.0;913.0;-200.0;1.9;126.0;110.0
763.0;20.5;13.1;34.9;1.1279;1053.0;1087.0;1762.0;1023.0;-200.0;2.2;163.0;106.0
1093.0;47.3;3.2;21.8;1.2189;809.0;666.0;1455.0;714.0;-200.0;0.5;38.0;55.0
849.0;30.9;11.0;24.4;0.934;1161.0;1016.0;1642.0;1187.0;-200.0;-200.0;-200.0;-200.0
914.0;26.1;10.5;25.8;0.854;1075.0;998.0;1574.0;800.0;-200.0;-200.0;-200.0;-200.0
944.0;20.5;12.7;27.3;0.7308;1087.0;1075.0;1558.0;886.0;-200.0;-200.0;-200.0;-200.0
729.0;39.6;13.6;23.8;1.1558;1050.0;1105.0;1807.0;1122.0;-200.0;2.4;144.0;104.0
762.0;22.9;13.6;33.5;1.1649;1076.0;1105.0;1782.0;959.0;-200.0;2.2;169.0;120.0
707.0;25.3;17.1;31.4;1.1444;1121.0;1214.0;1912.0;1120.0;-200.0;3.0;232.0;154.0
847.0;42.1;10.6;19.2;0.9273;1105.0;1000.0;1573.0;1208.0;-200.0;-200.0;-200.0;-200.0
973.0;50.8;6.4;17.1;0.9828;991.0;828.0;1469.0;993.0;-200.0;-200.0;-200.0;-200.0
766.0;26.4;12.6;30.4;1.131;1064.0;1069.0;1766.0;1089.0;-200.0;2.1;193.0;109.0
1062.0;50.9;4.1;20.0;1.1794;825.0;715.0;1462.0;613.0;-200.0;0.7;35.0;49.0
736.0;35.7;14.1;24.5;1.0807;1043.0;1121.0;1793.0;967.0;-200.0;2.7;149.0;126.0
760.0;22.3;15.3;28.6;0.859;1051.0;1157.0;1787.0;963.0;-200.0;3.0;186.0;147.0
920.0;19.0;9.0;30.3;0.8103;889.0;939.0;1492.0;647.0;-200.0;1.6;99.0;102.0
920.0;18.2;9.6;31.1;0.8079;907.0;961.0;1564.0;668.0;-200.0;1.6;105.0;102.0
978.0;19.4;8.3;29.5;0.7872;875.0;912.0;1504.0;601.0;-200.0;1.4;85.0;84.0
1005.0;18.5;7.2;30.1;0.7747;838.0;868.0;1454.0;540.0;-200.0;1.2;66.0;76.0
965.0;21.0;7.9;29.6;0.8548;869.0;897.0;1480.0;649.0;-200.0;1.5;104.0;106.0
1079.0;48.9;3.2;22.8;1.3424;825.0;667.0;1475.0;659.0;-200.0;0.5;47.0;62.0
1109.0;52.6;3.0;21.7;1.35;817.0;651.0;1472.0;628.0;-200.0;0.5;41.0;56.0
1021.0;55.0;3.9;21.2;1.3689;850.0;703.0;1511.0;658.0;-200.0;0.6;38.0;54.0
1057.0;52.1;5.5;14.8;0.8686;1064.0;787.0;1407.0;1115.0;44.0;1.0;61.0;88.0
916.0;42.2;7.6;26.6;1.4452;971.0;881.0;1635.0;672.0;-200.0;1.5;78.0;105.0
719.0;35.8;16.0;28.7;1.3834;1125.0;1179.0;1921.0;1065.0;-200.0;2.9;171.0;153.0
747.0;21.6;14.8;37.2;1.3514;1104.0;1143.0;1840.0;896.0;-200.0;2.4;133.0;147.0
765.0;21.1;13.4;37.6;1.3478;1083.0;1097.0;1810.0;847.0;-200.0;2.0;117.0;125.0
785.0;22.7;12.6;36.1;1.3324;1054.0;1069.0;1766.0;817.0;-200.0;2.0;112.0;106.0
739.0;24.9;14.3;34.9;1.363;1116.0;1128.0;1856.0;1042.0;-200.0;2.3;153.0;129.0
1045.0;57.7;3.7;14.8;0.9644;933.0;697.0;1403.0;937.0;65.0;0.7;71.0;65.0
931.0;59.7;5.7;14.0;0.9499;1021.0;800.0;1483.0;1019.0;119.0;0.9;75.0;64.0
794.0;56.8;10.0;14.6;0.9385;1134.0;979.0;1639.0;1140.0;151.0;1.5;106.0;73.0
711.0;52.6;14.5;20.8;1.2758;1123.0;1134.0;1922.0;1170.0;-200.0;2.2;169.0;92.0
1251.0;62.1;3.0;10.9;0.8113;938.0;650.0;1333.0;893.0;26.0;0.7;68.0;71.0
738.0;30.3;15.4;31.4;1.3689;1157.0;1160.0;1936.0;1000.0;-200.0;2.8;166.0;124.0
1102.0;58.6;3.3;18.8;1.2581;804.0;668.0;1479.0;753.0;-200.0;-200.0;32.0;51.0
845.0;31.8;10.7;27.0;1.1176;1278.0;1003.0;1691.0;909.0;205.0;1.9;99.0;95.0
860.0;31.6;9.9;27.5;1.1417;1257.0;973.0;1634.0;839.0;165.0;1.8;90.0;93.0
891.0;28.7;12.2;24.2;0.8515;1385.0;1056.0;1648.0;1268.0;-200.0;2.2;149.0;133.0
742.0;45.3;13.4;22.5;1.2226;1060.0;1099.0;1838.0;1077.0;-200.0;2.4;122.0;98.0
745.0;43.4;13.7;23.3;1.2251;1067.0;1106.0;1840.0;1125.0;-200.0;2.5;143.0;107.0
764.0;40.0;12.9;24.4;1.2079;1075.0;1079.0;1798.0;1111.0;-200.0;2.5;166.0;117.0
873.0;23.9;14.5;25.8;0.7832;1409.0;1131.0;1689.0;1206.0;-200.0;2.7;166.0;149.0
756.0;25.7;14.1;32.4;1.2271;1090.0;1119.0;1811.0;902.0;-200.0;2.2;117.0;107.0
883.0;30.3;11.7;17.8;0.6129;1169.0;1039.0;1550.0;941.0;303.0;2.7;124.0;100.0
976.0;34.0;8.2;16.6;0.6353;1085.0;907.0;1419.0;893.0;204.0;2.5;133.0;101.0
1103.0;37.0;5.1;15.5;0.6447;940.0;769.0;1310.0;731.0;95.0;1.4;100.0;90.0
1013.0;42.0;7.0;14.5;0.6896;978.0;858.0;1379.0;761.0;252.0;2.1;102.0;79.0
755.0;25.8;13.7;32.7;1.2547;1087.0;1106.0;1839.0;906.0;-200.0;2.4;129.0;110.0
1373.0;66.3;2.3;12.3;0.9487;969.0;607.0;1324.0;438.0;-200.0;0.7;56.0;61.0
765.0;38.8;12.2;27.1;1.3705;1126.0;1058.0;1879.0;1061.0;-200.0;2.4;168.0;115.0
1102.0;32.3;5.4;18.3;0.676;941.0;782.0;1328.0;668.0;76.0;1.4;110.0;83.0
907.0;38.8;9.3;17.3;0.7584;1081.0;950.0;1496.0;924.0;236.0;2.6;124.0;109.0
1057.0;40.8;5.3;16.4;0.7542;966.0;778.0;1359.0;755.0;93.0;1.5;79.0;89.0
1176.0;57.7;3.7;10.6;0.7362;964.0;692.0;1292.0;573.0;68.0;1.2;88.0;82.0
1134.0;58.9;2.6;20.3;1.3878;812.0;626.0;1471.0;625.0;-200.0;0.6;24.0;40.0
732.0;28.7;16.7;30.8;1.2507;1100.0;1202.0;1856.0;1004.0;-200.0;3.1;154.0;148.0
1143.0;47.3;3.3;15.5;0.8282;930.0;670.0;1339.0;746.0;38.0;0.7;58.0;68.0
722.0;24.1;18.4;32.6;1.1688;1136.0;1250.0;1940.0;1124.0;-200.0;3.1;172.0;143.0
766.0;18.8;16.6;35.3;1.0572;1065.0;1198.0;1852.0;1043.0;-200.0;2.7;169.0;137.0
938.0;35.9;7.9;19.6;0.81;1075.0;896.0;1487.0;936.0;145.0;1.9;128.0;94.0
785.0;20.8;15.8;34.0;1.0898;1053.0;1173.0;1808.0;981.0;-200.0;2.6;189.0;140.0
898.0;24.2;12.0;25.4;0.7733;1120.0;1048.0;1560.0;870.0;173.0;2.0;121.0;95.0
1054.0;64.9;6.7;12.4;0.9332;1182.0;845.0;1539.0;704.0;-200.0;1.5;115.0;99.0
811.0;37.8;12.5;19.9;0.8675;1153.0;1066.0;1651.0;1194.0;279.0;2.5;135.0;122.0
1078.0;57.8;5.1;12.3;0.8224;1050.0;769.0;1409.0;759.0;105.0;1.4;60.0;79.0
1044.0;57.0;5.5;12.6;0.8315;1060.0;787.0;1418.0;833.0;109.0;1.5;81.0;91.0
999.0;44.7;4.4;18.1;0.9186;953.0;735.0;1396.0;898.0;86.0;1.0;54.0;74.0
1097.0;49.4;3.0;20.8;1.1994;797.0;654.0;1450.0;720.0;-200.0;0.5;38.0;51.0
1055.0;46.0;5.1;21.6;1.1742;886.0;767.0;1532.0;702.0;-200.0;1.2;68.0;79.0
1062.0;45.6;5.2;21.8;1.1763;883.0;773.0;1514.0;621.0;-200.0;1.2;59.0;72.0
1134.0;44.9;4.1;22.0;1.1699;851.0;718.0;1471.0;561.0;-200.0;1.0;57.0;67.0
1023.0;46.5;5.7;21.7;1.1917;888.0;799.0;1531.0;637.0;-200.0;1.4;76.0;74.0
985.0;39.9;6.7;23.9;1.1639;917.0;842.0;1563.0;674.0;-200.0;1.6;108.0;83.0
1046.0;38.4;5.4;24.5;1.1669;920.0;783.0;1550.0;588.0;-200.0;1.4;74.0;70.0
1134.0;37.0;3.8;25.6;1.2006;855.0;698.0;1449.0;526.0;-200.0;1.0;66.0;62.0
1029.0;38.3;5.3;25.5;1.2328;915.0;776.0;1544.0;616.0;-200.0;1.2;86.0;72.0
1115.0;60.1;2.8;15.9;1.0806;926.0;639.0;1409.0;814.0;60.0;0.6;34.0;54.0
1038.0;67.0;4.4;13.3;1.0203;959.0;734.0;1470.0;861.0;64.0;0.8;76.0;57.0
827.0;66.5;9.4;12.9;0.9846;1097.0;956.0;1620.0;1047.0;148.0;1.5;139.0;68.0
1026.0;42.1;5.5;23.9;1.2335;906.0;786.0;1538.0;633.0;-200.0;1.2;95.0;73.0
813.0;50.1;14.0;15.5;0.8744;1283.0;1117.0;1751.0;1188.0;-200.0;2.8;192.0;127.0
875.0;30.2;10.9;23.8;0.8771;1156.0;1009.0;1583.0;1204.0;220.0;2.1;145.0;118.0
882.0;56.0;9.3;13.2;0.8446;1198.0;953.0;1588.0;1019.0;221.0;2.3;131.0;105.0
992.0;43.6;6.3;22.4;1.1637;929.0;825.0;1561.0;692.0;-200.0;1.4;115.0;87.0
793.0;47.6;15.3;16.1;0.8655;1304.0;1157.0;1801.0;1171.0;-200.0;3.0;176.0;122.0
1196.0;49.3;3.5;20.3;1.1596;888.0;683.0;1483.0;563.0;-200.0;0.7;66.0;62.0
1121.0;48.3;3.1;24.4;1.4499;879.0;658.0;1511.0;564.0;-200.0;0.5;25.0;39.0
736.0;73.2;12.6;16.3;1.3458;1315.0;1072.0;1833.0;1273.0;212.0;2.7;191.0;116.0
830.0;78.6;7.6;15.7;1.3943;1179.0;884.0;1696.0;1086.0;116.0;1.7;91.0;76.0
1009.0;78.5;4.0;15.4;1.3635;1017.0;711.0;1554.0;906.0;59.0;-200.0;46.0;56.0
1105.0;55.9;5.2;13.9;0.8842;1090.0;773.0;1429.0;761.0;-200.0;1.6;86.0;83.0
1182.0;55.6;4.1;13.9;0.8765;1017.0;718.0;1382.0;650.0;-200.0;1.3;74.0;81.0
936.0;35.1;6.3;29.1;1.3919;1024.0;828.0;1601.0;641.0;-200.0;1.1;46.0;52.0
964.0;27.6;6.2;32.5;1.3229;1022.0;823.0;1599.0;631.0;-200.0;1.1;51.0;61.0
746.0;30.7;14.1;27.2;1.0884;1146.0;1119.0;1823.0;1200.0;-200.0;2.1;171.0;101.0
1161.0;58.4;4.3;13.5;0.896;1064.0;728.0;1461.0;842.0;-200.0;1.1;115.0;91.0
996.0;42.3;4.8;21.3;1.0625;865.0;752.0;1451.0;837.0;-200.0;0.6;65.0;64.0
902.0;58.0;8.9;13.8;0.9083;1300.0;935.0;1623.0;1145.0;-200.0;2.1;170.0;113.0
810.0;52.9;11.3;15.2;0.9087;1253.0;1026.0;1681.0;1048.0;263.0;2.4;128.0;103.0
1246.0;42.7;3.0;21.7;1.0949;852.0;651.0;1387.0;470.0;-200.0;0.8;57.0;59.0
834.0;53.1;10.5;14.6;0.8765;1348.0;998.0;1689.0;1218.0;-200.0;2.4;147.0;102.0
902.0;70.0;7.7;12.2;0.9924;1277.0;886.0;1579.0;1004.0;156.0;1.9;140.0;109.0
957.0;71.0;6.5;11.5;0.9582;1197.0;837.0;1498.0;965.0;117.0;1.7;144.0;118.0
1044.0;31.5;6.1;25.6;1.0184;962.0;816.0;1489.0;628.0;-200.0;1.3;65.0;66.0
872.0;74.4;8.6;10.4;0.9384;1262.0;924.0;1576.0;1093.0;216.0;2.2;181.0;125.0
765.0;22.0;18.6;29.1;0.8702;1111.0;1256.0;1851.0;1197.0;-200.0;3.4;261.0;158.0
727.0;57.6;14.8;17.4;1.1342;1358.0;1144.0;1851.0;1243.0;-200.0;3.6;184.0;115.0
832.0;14.7;15.2;35.4;0.8323;1028.0;1155.0;1691.0;925.0;-200.0;2.6;185.0;142.0
910.0;67.6;6.6;14.8;1.1352;1000.0;838.0;1580.0;942.0;-200.0;1.6;-200.0;-200.0
1141.0;65.8;3.3;14.8;1.1028;854.0;670.0;1460.0;684.0;-200.0;-200.0;26.0;35.0
1138.0;70.2;3.6;13.1;1.0554;866.0;689.0;1456.0;767.0;-200.0;0.7;57.0;45.0
848.0;14.9;13.0;37.4;0.9413;1026.0;1085.0;1654.0;1341.0;-200.0;1.9;124.0;116.0
1146.0;44.3;2.6;22.0;1.1553;789.0;623.0;1407.0;663.0;-200.0;0.4;36.0;53.0
1047.0;28.1;5.5;25.9;0.9258;1018.0;790.0;1443.0;580.0;-200.0;1.1;69.0;67.0
809.0;39.3;11.9;22.6;1.06;1269.0;1047.0;1721.0;1080.0;-200.0;2.3;144.0;114.0
789.0;54.9;10.7;19.9;1.2632;1292.0;1003.0;1753.0;1163.0;-200.0;2.6;170.0;108.0
1092.0;37.8;3.5;24.8;1.1639;807.0;681.0;1435.0;765.0;-200.0;0.6;41.0;65.0
900.0;42.9;9.3;19.0;0.937;1376.0;953.0;1636.0;1153.0;-200.0;2.1;125.0;93.0
768.0;34.3;14.2;26.3;1.1605;1116.0;1123.0;1826.0;1235.0;-200.0;2.5;157.0;118.0
1067.0;64.3;3.7;15.8;1.1416;964.0;697.0;1516.0;717.0;-200.0;0.7;61.0;57.0
1180.0;41.0;3.8;14.8;0.685;1029.0;702.0;1287.0;639.0;81.0;1.3;68.0;82.0
980.0;42.3;7.6;19.5;0.9476;1305.0;884.0;1573.0;927.0;-200.0;1.7;95.0;87.0
719.0;18.7;17.0;39.7;1.3306;1167.0;1210.0;1944.0;1152.0;-200.0;2.6;149.0;144.0
727.0;43.3;13.6;17.6;0.8647;1187.0;1104.0;1721.0;1391.0;-200.0;2.6;208.0;108.0
1094.0;43.5;4.7;14.9;0.7302;1098.0;747.0;1360.0;764.0;101.0;1.5;80.0;91.0
1072.0;46.1;4.7;15.0;0.7833;1073.0;746.0;1360.0;789.0;95.0;1.3;73.0;84.0
884.0;43.5;8.7;15.9;0.779;1264.0;928.0;1534.0;1035.0;237.0;2.4;132.0;102.0
770.0;27.2;13.6;33.5;1.3859;1152.0;1102.0;1868.0;1113.0;-200.0;2.4;157.0;134.0
905.0;57.7;8.9;15.9;1.0356;1309.0;937.0;1672.0;1036.0;-200.0;2.1;122.0;97.0
987.0;57.9;6.5;15.2;0.9941;1195.0;836.0;1554.0;885.0;-200.0;1.6;-200.0;-200.0
1065.0;45.6;5.2;23.9;1.3328;878.0;774.0;1527.0;552.0;-200.0;0.7;27.0;42.0
777.0;64.6;9.8;18.7;1.3836;1214.0;970.0;1771.0;1076.0;-200.0;2.0;119.0;100.0
1136.0;60.6;4.0;14.9;1.0196;1062.0;711.0;1461.0;700.0;-200.0;1.1;55.0;66.0
996.0;62.1;5.4;15.3;1.073;1220.0;782.0;1560.0;1067.0;-200.0;1.4;111.0;89.0
1060.0;38.0;6.9;20.3;0.8942;1208.0;853.0;1506.0;647.0;-200.0;1.9;98.0;89.0
1189.0;80.0;2.2;16.1;1.4562;911.0;599.0;1517.0;633.0;-200.0;0.6;32.0;48.0
815.0;15.3;14.0;40.6;1.1485;1078.0;1116.0;1761.0;1013.0;-200.0;2.3;157.0;137.0
1117.0;80.5;2.9;15.7;1.4236;967.0;646.0;1552.0;579.0;-200.0;0.6;49.0;47.0
780.0;80.8;9.9;16.0;1.4602;1280.0;976.0;1912.0;1003.0;-200.0;1.9;180.0;88.0
1084.0;56.0;4.0;20.3;1.3204;833.0;708.0;1525.0;799.0;-200.0;0.5;54.0;58.0
1113.0;54.4;3.3;20.8;1.3229;817.0;672.0;1501.0;751.0;-200.0;0.5;31.0;51.0
753.0;49.3;12.4;21.2;1.2271;1148.0;1062.0;1825.0;1004.0;-200.0;2.2;128.0;87.0
725.0;47.9;13.6;21.5;1.2178;1152.0;1104.0;1860.0;1023.0;-200.0;2.6;145.0;99.0
961.0;41.3;9.0;19.4;0.9206;1306.0;938.0;1607.0;762.0;-200.0;2.3;132.0;105.0
753.0;54.0;12.1;20.4;1.2757;1142.0;1053.0;1814.0;979.0;-200.0;2.4;136.0;105.0
761.0;25.5;15.7;33.7;1.3095;1146.0;1171.0;1902.0;1138.0;-200.0;2.5;168.0;124.0
823.0;48.1;12.6;17.8;0.9689;1501.0;1071.0;1744.0;1130.0;-200.0;3.5;185.0;119.0
1129.0;51.9;4.2;21.0;1.2794;825.0;720.0;1511.0;678.0;-200.0;0.7;38.0;55.0
766.0;70.8;11.8;16.6;1.3253;1187.0;1042.0;1840.0;1093.0;-200.0;3.0;196.0;110.0
1096.0;56.0;4.3;18.5;1.181;870.0;729.0;1475.0;586.0;-200.0;0.9;43.0;53.0
1054.0;59.5;5.0;17.3;1.1667;932.0;765.0;1543.0;575.0;-200.0;1.1;58.0;61.0
883.0;49.1;9.9;17.4;0.9688;1316.0;974.0;1673.0;1272.0;-200.0;2.8;188.0;123.0
788.0;19.9;18.9;33.5;1.0112;1082.0;1266.0;1910.0;1139.0;-200.0;3.3;227.0;124.0
871.0;19.4;15.2;34.3;1.0279;1022.0;1155.0;1840.0;979.0;-200.0;2.3;172.0;113.0
737.0;68.6;13.0;16.3;1.2657;1172.0;1085.0;1876.0;1102.0;-200.0;2.9;214.0;123.0
833.0;21.3;16.0;33.7;1.0988;1039.0;1180.0;1815.0;1047.0;-200.0;2.5;184.0;127.0
1080.0;39.2;7.0;21.8;1.0115;877.0;858.0;1535.0;724.0;-200.0;1.4;118.0;89.0
717.0;61.5;14.6;17.1;1.1873;1198.0;1136.0;1870.0;1291.0;-200.0;3.0;137.0;103.0
905.0;31.3;10.2;16.1;0.568;1173.0;985.0;1477.0;802.0;299.0;2.5;126.0;114.0
996.0;28.9;7.9;17.0;0.5558;1058.0;896.0;1358.0;603.0;166.0;1.9;98.0;95.0
1085.0;75.8;4.6;12.5;1.0938;898.0;741.0;1468.0;589.0;-200.0;1.4;79.0;76.0
1072.0;57.6;5.1;15.7;1.0195;1090.0;768.0;1538.0;699.0;-200.0;1.2;86.0;76.0
1123.0;36.8;5.9;23.9;1.0774;880.0;807.0;1510.0;599.0;-200.0;1.2;79.0;72.0
1186.0;31.5;4.9;26.3;1.0643;844.0;757.0;1445.0;556.0;-200.0;1.0;71.0;67.0
1048.0;65.6;6.1;13.1;0.9815;948.0;817.0;1546.0;695.0;-200.0;1.3;128.0;92.0
1011.0;55.8;5.9;20.4;1.3196;877.0;808.0;1614.0;723.0;-200.0;1.2;73.0;70.0
1115.0;77.4;3.1;16.8;1.4739;827.0;659.0;1552.0;616.0;-200.0;0.7;33.0;46.0
926.0;81.8;5.2;17.1;1.5816;892.0;773.0;1660.0;724.0;-200.0;1.0;49.0;62.0
874.0;54.5;8.9;15.1;0.9309;991.0;937.0;1581.0;644.0;-200.0;1.8;91.0;75.0
733.0;65.5;14.1;13.6;1.0184;1182.0;1119.0;1831.0;1032.0;-200.0;3.0;219.0;121.0
1070.0;27.9;6.5;17.5;0.5517;1010.0;833.0;1332.0;561.0;146.0;1.6;91.0;83.0
1123.0;51.1;3.8;23.0;1.4175;841.0;699.0;1508.0;558.0;-200.0;0.6;17.0;30.0
793.0;35.0;14.0;27.8;1.282;1124.0;1118.0;1915.0;1021.0;-200.0;2.3;134.0;105.0
838.0;47.6;10.2;26.6;1.6315;1133.0;984.0;1897.0;976.0;-200.0;1.9;110.0;92.0
1160.0;69.4;3.3;13.7;1.0794;855.0;669.0;1427.0;671.0;-200.0;0.9;46.0;56.0
1130.0;36.9;5.3;25.9;1.2133;883.0;778.0;1545.0;608.0;-200.0;1.1;61.0;57.0
1110.0;41.3;5.3;24.1;1.2202;891.0;780.0;1543.0;689.0;-200.0;1.1;87.0;68.0
1095.0;54.8;4.5;19.6;1.236;852.0;739.0;1525.0;837.0;-200.0;0.7;37.0;63.0
741.0;50.9;15.0;16.0;0.9211;1164.0;1148.0;1824.0;1130.0;-200.0;3.4;224.0;127.0
1027.0;33.7;6.3;19.7;0.7646;844.0;825.0;1405.0;536.0;-200.0;1.3;90.0;101.0
989.0;27.7;8.2;21.2;0.6864;851.0;906.0;1418.0;545.0;-200.0;1.5;89.0;95.0
937.0;35.6;8.4;19.2;0.7856;921.0;914.0;1481.0;614.0;-200.0;1.9;107.0;106.0
888.0;53.1;9.2;19.8;1.2093;980.0;948.0;1702.0;1028.0;-200.0;1.6;-200.0;-200.0
684.0;70.4;17.4;12.7;1.0294;1205.0;1222.0;1911.0;1127.0;-200.0;4.3;222.0;133.0
970.0;50.0;7.8;20.7;1.203;937.0;890.0;1625.0;877.0;-200.0;1.5;-200.0;-200.0
846.0;48.1;12.9;21.1;1.1864;1076.0;1080.0;1787.0;1070.0;-200.0;2.7;-200.0;-200.0
849.0;44.7;13.1;21.7;1.1451;1120.0;1088.0;1785.0;1067.0;-200.0;2.9;-200.0;-200.0
951.0;41.0;10.0;22.4;1.1006;1016.0;977.0;1652.0;948.0;-200.0;2.0;-200.0;-200.0
1028.0;75.6;5.9;10.3;0.9458;995.0;808.0;1479.0;685.0;-200.0;-200.0;-200.0;-200.0
857.0;75.0;8.5;11.0;0.9821;1093.0;918.0;1589.0;939.0;-200.0;-200.0;-200.0;-200.0
910.0;63.1;6.9;14.7;1.0488;1084.0;852.0;1575.0;959.0;-200.0;-200.0;-200.0;-200.0
791.0;72.3;10.1;13.8;1.1361;1204.0;982.0;1739.0;1067.0;-200.0;-200.0;-200.0;-200.0
987.0;36.9;9.2;23.5;1.0518;973.0;949.0;1615.0;820.0;-200.0;1.9;-200.0;-200.0
873.0;32.6;13.3;26.2;1.0892;1053.0;1093.0;1749.0;924.0;-200.0;2.7;-200.0;-200.0
835.0;56.2;9.9;14.1;0.9028;1072.0;976.0;1603.0;1018.0;-200.0;-200.0;-200.0;-200.0
858.0;58.3;9.3;13.8;0.9147;1070.0;952.0;1573.0;966.0;-200.0;-200.0;-200.0;-200.0
979.0;59.7;6.9;13.7;0.9285;1021.0;853.0;1457.0;901.0;-200.0;-200.0;-200.0;-200.0
862.0;64.9;9.0;12.7;0.9506;1068.0;938.0;1575.0;1057.0;-200.0;-200.0;-200.0;-200.0
879.0;65.4;8.3;12.6;0.9529;993.0;913.0;1601.0;989.0;-200.0;-200.0;-200.0;-200.0
1050.0;62.6;4.5;13.1;0.9419;922.0;737.0;1414.0;882.0;-200.0;-200.0;-200.0;-200.0
950.0;32.6;10.2;25.8;1.072;993.0;985.0;1680.0;790.0;-200.0;-200.0;-200.0;-200.0
930.0;29.3;11.1;27.0;1.0277;975.0;1017.0;1668.0;801.0;-200.0;-200.0;-200.0;-200.0
892.0;54.0;7.0;17.7;1.0826;1086.0;859.0;1595.0;754.0;-200.0;-200.0;-200.0;-200.0
994.0;27.8;9.5;27.0;0.9731;933.0;960.0;1577.0;726.0;-200.0;-200.0;-200.0;-200.0
1042.0;53.1;5.6;20.1;1.2342;912.0;795.0;1564.0;827.0;-200.0;-200.0;-200.0;-200.0
850.0;47.8;10.1;16.4;0.8851;1132.0;981.0;1614.0;877.0;-200.0;-200.0;-200.0;-200.0
833.0;51.6;10.2;15.6;0.9063;1121.0;985.0;1625.0;981.0;-200.0;-200.0;-200.0;-200.0
866.0;59.8;8.9;13.8;0.9398;1123.0;937.0;1606.0;941.0;-200.0;-200.0;-200.0;-200.0
845.0;62.1;8.8;13.8;0.9721;1101.0;933.0;1600.0;1022.0;-200.0;-200.0;-200.0;-200.0
951.0;61.1;6.5;13.9;0.9656;997.0;835.0;1501.0;888.0;-200.0;-200.0;-200.0;-200.0
976.0;49.2;8.5;20.6;1.1754;974.0;919.0;1638.0;909.0;-200.0;-200.0;-200.0;-200.0
837.0;67.4;9.8;13.4;1.0292;1118.0;970.0;1705.0;1019.0;-200.0;-200.0;-200.0;-200.0
996.0;48.1;7.8;21.0;1.178;959.0;892.0;1616.0;866.0;-200.0;-200.0;-200.0;-200.0
