PT08.S3(NOx);PT08.S1(CO);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT);PT08.S2(NMHC);PT08.S4(NO2);RH;C6H6(GT);T;AH
452.0;1754.0;?;5.9;333.0;?;-200.0;?;2667.0;?;37.4;?;1.0909
525.0;1558.0;1758.0;5.1;?;?;-200.0;1469.0;?;?;?;18.8;1.1285
568.0;1446.0;1630.0;3.9;?;?;?;1350.0;?;?;22.0;19.7;1.1796
627.0;?;1530.0;?;275.0;125.0;-200.0;1236.0;1964.0;44.6;17.9;20.9;?
576.0;1452.0;?;?;207.0;117.0;?;1371.0;?;43.3;22.7;21.9;1.1265
?;1676.0;1828.0;5.1;305.0;131.0;-200.0;1534.0;2413.0;55.7;29.3;20.4;1.3205
?;1327.0;1323.0;3.1;236.0;126.0;-200.0;1139.0;1894.0;67.0;14.7;?;1.325
713.0;1248.0;1188.0;2.5;183.0;?;-200.0;1072.0;1797.0;64.0;12.6;17.1;1.2413
724.0;1250.0;1166.0;2.4;?;123.0;?;1074.0;1806.0;?;12.7;17.3;1.1957
727.0;1222.0;1108.0;2.8;157.0;116.0;-200.0;1084.0;1797.0;56.3;?;17.7;1.13
748.0;1159.0;995.0;?;?;107.0;-200.0;1097.0;?;48.6;13.4;17.4;0.9559
740.0;1192.0;?;3.4;166.0;?;-200.0;?;1767.0;43.7;14.8;17.6;0.8698
846.0;1074.0;956.0;2.2;136.0;?;-200.0;954.0;1570.0;47.2;9.4;16.7;0.892
959.0;984.0;817.0;?;112.0;101.0;-200.0;851.0;1452.0;45.6;6.9;16.8;0.8636
1026.0;970.0;658.0;1.3;87.0;91.0;-200.0;773.0;1425.0;52.0;?;16.1;0.946
989.0;987.0;658.0;?;86.0;88.0;-200.0;800.0;?;57.1;5.7;?;0.996
?;1003.0;748.0;1.6;98.0;96.0;-200.0;836.0;1455.0;50.2;?;16.2;0.9156
1045.0;933.0;569.0;1.2;62.0;75.0;-200.0;747.0;1405.0;?;4.7;16.4;0.938
1201.0;?;?;0.6;32.0;47.0;-200.0;620.0;?;52.8;?;16.2;0.9626
1412.0;815.0;379.0;0.4;-200.0;?;-200.0;538.0;1272.0;53.7;1.4;16.0;0.9723
1554.0;792.0;354.0;?;21.0;25.0;-200.0;?;1252.0;53.0;?;16.2;0.9672
?;835.0;407.0;0.4;41.0;49.0;-200.0;560.0;1317.0;?;1.7;?;0.9799
1069.0;975.0;?;1.0;86.0;85.0;-200.0;?;?;55.3;4.5;15.9;0.991
815.0;1133.0;944.0;2.0;174.0;106.0;?;957.0;?;55.6;9.4;16.2;1.0151
?;1347.0;1328.0;3.6;264.0;136.0;-200.0;1237.0;?;59.3;17.9;16.0;1.0711
?;1122.0;?;2.4;211.0;119.0;-200.0;?;1663.0;?;10.6;16.6;?
774.0;1152.0;?;2.4;?;122.0;-200.0;?;?;51.8;11.0;17.4;1.022
907.0;1020.0;799.0;1.6;139.0;90.0;-200.0;866.0;1554.0;49.7;7.2;17.6;0.9944
846.0;?;804.0;1.9;138.0;97.0;-200.0;?;1608.0;52.8;?;?;1.0236
789.0;1105.0;930.0;?;142.0;98.0;-200.0;1016.0;1736.0;49.6;11.1;18.2;1.0268
891.0;1056.0;771.0;?;131.0;93.0;-200.0;894.0;1576.0;45.0;7.9;19.5;1.0114
818.0;?;845.0;?;132.0;98.0;-200.0;970.0;1626.0;45.5;?;19.5;1.0189
691.0;1288.0;1192.0;3.1;178.0;123.0;?;1191.0;?;44.3;16.4;19.8;1.0104
605.0;1390.0;1494.0;4.6;228.0;148.0;?;1368.0;2092.0;?;22.6;20.3;1.0114
636.0;1374.0;1457.0;?;232.0;148.0;?;?;2036.0;?;20.2;?;1.0457
612.0;1378.0;1489.0;3.9;204.0;?;-200.0;1342.0;2076.0;47.9;21.7;?;1.092
594.0;1428.0;?;4.6;250.0;141.0;-200.0;1329.0;2102.0;52.3;21.2;19.1;?
656.0;?;1468.0;3.3;?;?;-200.0;?;1891.0;54.7;15.9;18.2;1.1336
746.0;1234.0;1274.0;2.7;158.0;?;-200.0;1049.0;1733.0;55.0;12.0;17.8;?
648.0;1300.0;1401.0;3.3;?;?;-200.0;1221.0;1946.0;56.4;17.4;?;1.1175
654.0;1246.0;1354.0;2.5;152.0;107.0;-200.0;1150.0;1873.0;57.8;15.0;?;1.1298
740.0;1141.0;?;2.1;112.0;?;?;1017.0;?;57.5;11.1;16.8;1.0912
883.0;1014.0;975.0;1.3;75.0;91.0;?;853.0;1538.0;57.0;6.9;?;1.0484
978.0;938.0;816.0;1.0;?;-200.0;?;769.0;1463.0;56.3;5.1;16.2;1.0262
908.0;988.0;?;-200.0;74.0;87.0;-200.0;814.0;1512.0;59.9;6.1;?;1.0498
894.0;983.0;1012.0;1.2;116.0;102.0;-200.0;833.0;1524.0;58.3;6.5;?;?
?;1033.0;905.0;1.5;118.0;?;?;?;1617.0;52.3;8.4;17.2;1.0169
601.0;1388.0;1449.0;3.7;272.0;140.0;-200.0;1372.0;2105.0;49.4;?;18.5;1.0397
527.0;1512.0;1725.0;-200.0;-200.0;-200.0;-200.0;1530.0;2326.0;45.6;29.1;?;1.0524
723.0;1148.0;1301.0;3.3;258.0;138.0;-200.0;1104.0;1713.0;37.9;?;21.0;0.9313
815.0;?;1181.0;2.5;?;113.0;-200.0;1019.0;1618.0;32.4;?;22.8;0.887
923.0;?;962.0;1.9;130.0;101.0;-200.0;979.0;?;25.6;?;25.5;0.8218
905.0;984.0;862.0;2.0;?;?;-200.0;998.0;1523.0;23.6;10.5;25.9;0.7771
843.0;?;1017.0;2.5;148.0;114.0;-200.0;1084.0;1622.0;?;13.0;27.7;?
869.0;?;993.0;2.1;147.0;110.0;-200.0;1068.0;1573.0;21.6;12.5;27.1;0.7618
907.0;1042.0;879.0;?;123.0;103.0;?;?;1540.0;20.2;?;28.4;?
882.0;1113.0;?;2.3;138.0;119.0;?;1086.0;1584.0;21.9;?;?;0.8184
836.0;1146.0;1011.0;?;162.0;126.0;-200.0;1145.0;1647.0;22.3;?;?;0.8116
748.0;1239.0;?;4.1;214.0;144.0;?;1272.0;?;24.3;19.1;25.2;0.7671
706.0;1302.0;1698.0;4.5;230.0;164.0;-200.0;1346.0;1880.0;25.1;21.8;24.6;0.7636
?;1181.0;1432.0;3.5;191.0;?;-200.0;?;?;?;16.1;23.1;0.7575
869.0;1068.0;1217.0;2.1;128.0;119.0;-200.0;?;1567.0;?;?;22.0;0.7483
803.0;1135.0;1317.0;2.3;138.0;111.0;-200.0;1065.0;1630.0;34.5;12.4;20.8;?
844.0;1121.0;1255.0;1.9;126.0;115.0;-200.0;992.0;1505.0;35.3;10.4;?;?
843.0;1131.0;1223.0;1.9;107.0;103.0;-200.0;965.0;1520.0;38.3;9.7;19.1;0.8381
?;947.0;930.0;1.2;67.0;81.0;-200.0;?;1395.0;?;5.7;18.0;0.8271
964.0;935.0;954.0;1.0;55.0;71.0;-200.0;786.0;1389.0;43.4;5.4;17.4;0.8553
975.0;941.0;889.0;1.1;-200.0;-200.0;?;792.0;1397.0;50.6;5.6;14.8;0.8489
?;867.0;808.0;-200.0;48.0;58.0;-200.0;734.0;1324.0;51.4;4.4;?;0.8489
1171.0;?;643.0;0.5;33.0;?;-200.0;638.0;?;46.9;2.8;15.7;?
1091.0;873.0;756.0;0.6;41.0;49.0;-200.0;704.0;1322.0;49.7;3.9;15.3;0.8552
890.0;1065.0;1067.0;1.4;?;68.0;-200.0;?;1576.0;47.4;9.1;16.0;?
727.0;1187.0;1391.0;2.6;208.0;?;-200.0;1104.0;?;43.3;13.6;?;0.8647
712.0;?;1486.0;?;193.0;117.0;-200.0;1174.0;1774.0;?;?;20.3;0.8807
802.0;1157.0;1327.0;2.6;?;127.0;?;?;1653.0;?;12.7;23.1;0.8425
1015.0;988.0;835.0;1.6;113.0;93.0;-200.0;924.0;1463.0;24.2;8.6;25.0;0.7568
997.0;1025.0;834.0;1.7;111.0;94.0;-200.0;?;1457.0;23.5;?;25.6;0.7611
?;997.0;815.0;?;106.0;87.0;-200.0;947.0;1460.0;?;9.2;25.5;0.7288
1124.0;916.0;621.0;1.3;82.0;?;-200.0;829.0;?;21.1;6.4;?;?
?;965.0;643.0;1.4;?;?;-200.0;910.0;1389.0;19.4;8.3;28.2;?
1059.0;?;712.0;1.4;?;86.0;-200.0;903.0;1437.0;20.5;8.1;27.4;0.7379
1037.0;1026.0;746.0;?;104.0;97.0;-200.0;920.0;1455.0;?;8.5;26.0;?
?;1125.0;991.0;2.3;?;117.0;-200.0;1016.0;1564.0;27.1;11.0;23.8;0.7858
?;1159.0;?;2.5;158.0;120.0;-200.0;1054.0;1603.0;28.7;12.1;23.0;0.7976
780.0;1284.0;1304.0;3.3;234.0;149.0;-200.0;?;1725.0;31.8;15.0;21.7;0.8191
852.0;1101.0;1100.0;2.2;?;124.0;-200.0;986.0;1574.0;33.2;?;20.9;0.8098
879.0;1101.0;1001.0;1.6;95.0;97.0;-200.0;972.0;1552.0;34.3;?;20.2;0.8017
?;1183.0;1290.0;?;?;112.0;-200.0;1049.0;1594.0;37.0;12.0;19.6;0.8325
822.0;?;1205.0;2.3;102.0;95.0;-200.0;996.0;1564.0;40.9;10.5;?;0.8441
919.0;?;1045.0;1.5;90.0;88.0;-200.0;?;1450.0;43.3;7.1;17.0;0.8341
1052.0;?;739.0;0.9;41.0;54.0;-200.0;743.0;?;43.4;4.6;16.7;?
1083.0;875.0;683.0;0.8;-200.0;?;-200.0;?;?;44.7;4.2;15.9;0.8009
1234.0;808.0;573.0;-200.0;30.0;43.0;-200.0;630.0;1256.0;45.5;2.6;?;?
?;792.0;564.0;?;32.0;45.0;?;?;?;50.1;?;?;0.7706
?;822.0;602.0;0.4;34.0;47.0;-200.0;?;1256.0;49.9;2.0;?;0.8025
?;918.0;785.0;0.8;57.0;?;-200.0;721.0;?;51.4;4.2;?;0.8059
1001.0;975.0;878.0;0.9;73.0;?;-200.0;774.0;1393.0;45.1;5.2;16.3;0.8286
?;1047.0;981.0;1.6;119.0;?;-200.0;?;1458.0;35.4;8.2;19.2;0.7812
?;1053.0;991.0;2.0;138.0;105.0;-200.0;970.0;1473.0;21.1;9.8;?;?
?;1017.0;780.0;1.6;96.0;92.0;-200.0;897.0;1400.0;19.0;?;28.2;0.7164
1022.0;1021.0;?;1.4;80.0;82.0;-200.0;889.0;1405.0;19.8;7.7;29.5;?
1173.0;941.0;?;?;45.0;?;-200.0;753.0;1311.0;?;?;30.6;0.8348
1122.0;991.0;?;?;45.0;?;-200.0;776.0;1375.0;22.0;?;?;0.9181
995.0;1117.0;?;1.2;?;64.0;-200.0;?;?;21.9;7.1;?;0.997
887.0;1217.0;648.0;1.4;66.0;?;?;947.0;1566.0;24.6;9.2;31.2;1.0987
?;1248.0;746.0;1.9;?;107.0;-200.0;982.0;?;26.5;10.1;30.4;?
856.0;1242.0;819.0;1.8;?;?;-200.0;973.0;1632.0;?;9.9;26.8;1.1602
747.0;1403.0;1125.0;2.7;?;125.0;?;1151.0;1820.0;37.4;15.1;25.5;1.1995
833.0;1238.0;1013.0;2.4;129.0;118.0;-200.0;999.0;1648.0;?;?;?;?
975.0;1093.0;816.0;1.6;96.0;95.0;-200.0;858.0;1495.0;37.0;7.0;22.9;1.0197
1030.0;1034.0;750.0;?;92.0;?;?;805.0;1416.0;36.3;5.9;?;0.8775
?;934.0;673.0;?;88.0;93.0;?;?;1328.0;28.5;5.6;20.3;0.6686
1110.0;913.0;?;1.4;89.0;?;?;785.0;1273.0;26.5;5.4;19.6;0.5974
1265.0;835.0;517.0;?;52.0;?;-200.0;691.0;1182.0;?;3.7;19.1;0.5673
1474.0;773.0;392.0;0.5;25.0;37.0;-200.0;568.0;1113.0;?;?;?;0.5799
1566.0;771.0;360.0;0.4;-200.0;-200.0;-200.0;533.0;1110.0;30.2;1.4;17.4;0.5945
1454.0;805.0;409.0;?;28.0;40.0;-200.0;534.0;1112.0;?;1.4;16.3;0.6257
1059.0;930.0;779.0;0.5;?;75.0;-200.0;?;1220.0;36.5;3.5;15.8;0.6535
944.0;?;1016.0;1.3;132.0;102.0;-200.0;?;1420.0;38.1;?;?;0.6879
775.0;?;?;?;216.0;113.0;-200.0;?;?;35.0;14.4;17.6;?
?;1010.0;949.0;2.0;?;142.0;-200.0;937.0;?;?;8.9;18.5;0.6611
?;990.0;861.0;1.8;?;90.0;-200.0;924.0;?;?;8.6;19.8;0.652
1007.0;988.0;?;1.7;141.0;?;-200.0;918.0;1393.0;?;8.5;22.3;?
1028.0;979.0;788.0;1.5;123.0;92.0;-200.0;?;1396.0;21.7;8.3;24.2;0.6451
950.0;?;?;1.9;129.0;?;-200.0;983.0;?;20.8;10.1;25.1;?
990.0;984.0;747.0;?;115.0;88.0;-200.0;945.0;1423.0;19.5;9.1;?;?
1028.0;985.0;700.0;?;104.0;86.0;-200.0;919.0;1387.0;18.9;8.5;26.3;0.6344
?;?;695.0;1.7;129.0;?;-200.0;?;?;18.6;?;25.8;0.608
1016.0;1020.0;756.0;1.7;138.0;95.0;-200.0;941.0;1425.0;19.4;?;25.7;0.6304
902.0;1106.0;941.0;?;?;105.0;-200.0;1097.0;?;17.1;13.4;26.7;0.5909
842.0;1153.0;1021.0;?;163.0;121.0;-200.0;1168.0;?;19.8;15.6;24.3;0.5933
796.0;1215.0;1167.0;3.4;180.0;125.0;-200.0;1234.0;1735.0;?;17.8;23.5;0.5937
888.0;1094.0;1105.0;3.0;170.0;122.0;?;1072.0;?;24.0;12.7;22.0;0.6263
?;944.0;712.0;?;72.0;81.0;-200.0;832.0;?;26.2;6.4;21.1;0.6481
1014.0;964.0;735.0;1.2;69.0;73.0;-200.0;861.0;1398.0;28.8;7.1;20.9;0.7014
988.0;1003.0;?;1.3;79.0;80.0;-200.0;?;1439.0;31.2;7.4;20.2;0.7304
1091.0;?;706.0;1.0;53.0;65.0;-200.0;774.0;1323.0;31.5;5.2;20.0;0.7262
1276.0;839.0;643.0;0.4;36.0;59.0;-200.0;?;1286.0;32.3;2.4;20.8;0.7813
1310.0;830.0;608.0;0.3;?;50.0;-200.0;?;1264.0;34.5;?;20.0;0.7954
1413.0;?;469.0;0.2;-200.0;-200.0;-200.0;521.0;1233.0;32.9;1.2;?;0.8178
1320.0;832.0;469.0;-200.0;15.0;?;-200.0;?;?;?;1.5;18.3;0.8345
1155.0;?;618.0;0.5;38.0;37.0;?;?;1361.0;?;3.1;17.0;0.8593
?;1022.0;?;0.9;68.0;?;-200.0;825.0;?;45.3;6.3;17.1;0.8784
628.0;1378.0;?;2.7;192.0;?;-200.0;?;1970.0;46.5;19.3;?;0.901
484.0;1745.0;2054.0;6.5;346.0;139.0;-200.0;1748.0;2605.0;39.7;38.9;?;0.8547
719.0;1326.0;1550.0;3.2;225.0;115.0;-200.0;1137.0;?;38.1;14.6;20.3;0.8946
794.0;1215.0;1381.0;2.4;199.0;?;-200.0;1062.0;1650.0;27.0;12.3;25.3;0.8565
854.0;1138.0;1115.0;1.9;140.0;103.0;-200.0;1015.0;1604.0;22.8;?;27.4;?
765.0;1244.0;1189.0;?;162.0;123.0;-200.0;1162.0;1735.0;20.0;15.4;30.0;?
736.0;1261.0;1200.0;2.9;173.0;?;-200.0;1210.0;?;?;17.0;30.9;0.8394
?;1182.0;?;2.0;121.0;106.0;-200.0;1066.0;1663.0;20.2;12.5;?;?
783.0;1208.0;1018.0;2.3;133.0;?;-200.0;1111.0;?;18.9;13.8;?;0.8964
862.0;1158.0;775.0;1.9;96.0;105.0;-200.0;981.0;1573.0;19.5;10.1;31.7;0.8981
701.0;?;?;3.0;141.0;130.0;?;1278.0;?;20.5;19.3;30.9;0.8996
664.0;?;1425.0;4.4;?;160.0;-200.0;?;?;24.7;22.7;27.5;0.8899
635.0;?;?;4.7;?;162.0;-200.0;1443.0;2068.0;27.0;25.5;25.8;0.8821
751.0;1232.0;?;?;?;135.0;-200.0;1173.0;1750.0;30.0;15.8;23.7;0.8633
812.0;1159.0;1174.0;2.4;138.0;122.0;?;1061.0;1648.0;33.4;12.3;22.2;0.8806
?;1081.0;937.0;1.2;65.0;75.0;?;929.0;?;36.5;8.7;21.1;0.9019
?;1083.0;?;1.7;?;96.0;-200.0;911.0;?;38.6;?;20.2;0.9016
859.0;1069.0;1041.0;1.2;?;84.0;-200.0;?;1542.0;43.0;?;19.3;0.9535
1012.0;940.0;?;0.7;44.0;?;?;724.0;?;43.6;?;19.2;0.9591
1094.0;901.0;822.0;0.5;41.0;65.0;-200.0;?;1367.0;45.7;3.0;18.4;0.9599
1224.0;?;624.0;?;-200.0;-200.0;-200.0;571.0;1297.0;44.3;1.8;18.7;?
1211.0;?;669.0;-200.0;33.0;52.0;-200.0;598.0;1332.0;51.4;2.2;16.3;0.9468
1219.0;848.0;628.0;0.3;32.0;?;-200.0;598.0;1318.0;49.2;2.2;17.0;0.9459
983.0;980.0;810.0;0.7;46.0;?;-200.0;800.0;1462.0;52.1;5.7;16.4;?
618.0;1408.0;1495.0;?;173.0;?;-200.0;?;2044.0;53.4;20.9;16.4;0.9863
490.0;1716.0;2018.0;6.2;?;155.0;-200.0;1701.0;2545.0;46.8;?;?;0.99
?;1475.0;1696.0;4.6;294.0;165.0;-200.0;1351.0;?;41.1;?;?;1.0104
772.0;1262.0;1340.0;2.6;182.0;134.0;?;?;1711.0;28.9;?;26.4;?
813.0;1156.0;1123.0;2.1;?;?;-200.0;1034.0;1640.0;?;11.5;27.7;0.9652
796.0;1192.0;971.0;2.0;118.0;113.0;-200.0;1097.0;1688.0;22.1;13.4;30.1;0.9281
746.0;1233.0;1000.0;?;116.0;115.0;-200.0;1154.0;1740.0;?;15.2;31.0;1.0144
792.0;1208.0;891.0;2.1;?;118.0;-200.0;1083.0;1702.0;22.6;13.0;31.0;1.0012
?;1215.0;852.0;2.3;116.0;125.0;?;?;1715.0;21.0;14.0;?;0.959
747.0;1251.0;975.0;?;144.0;?;-200.0;1165.0;1774.0;24.7;?;?;1.0526
689.0;1358.0;1192.0;3.4;176.0;149.0;-200.0;1278.0;1899.0;26.3;19.3;28.8;1.0271
?;?;1373.0;4.3;214.0;162.0;-200.0;1349.0;?;30.1;21.9;26.4;1.0204
659.0;1379.0;?;3.8;?;151.0;-200.0;?;1961.0;31.5;21.1;?;0.9672
670.0;1373.0;1325.0;3.8;205.0;154.0;-200.0;1252.0;1889.0;36.5;18.4;22.9;?
823.0;1197.0;918.0;2.0;110.0;118.0;-200.0;950.0;1592.0;41.8;?;20.8;1.0155
815.0;1238.0;877.0;1.7;?;103.0;-200.0;940.0;1622.0;47.1;9.0;?;1.0666
781.0;?;1024.0;2.0;126.0;122.0;-200.0;963.0;1665.0;52.2;9.6;18.9;1.1313
?;?;?;1.5;90.0;102.0;-200.0;?;1574.0;50.1;?;18.5;?
900.0;1046.0;823.0;0.8;48.0;73.0;-200.0;803.0;1490.0;53.0;5.8;18.0;1.0832
1043.0;956.0;701.0;0.5;38.0;59.0;-200.0;661.0;1398.0;51.7;3.1;18.4;1.0819
1217.0;?;542.0;0.3;-200.0;-200.0;?;565.0;1329.0;46.2;?;19.8;1.056
1265.0;877.0;?;?;14.0;26.0;-200.0;?;?;47.7;1.6;19.6;1.0736
1168.0;925.0;533.0;?;26.0;35.0;-200.0;609.0;1363.0;54.1;2.3;?;1.0582
885.0;?;906.0;0.9;?;68.0;?;837.0;1553.0;59.0;6.6;15.8;1.0495
593.0;1490.0;1447.0;2.8;?;?;-200.0;1286.0;2053.0;55.9;19.6;?;?
489.0;1763.0;1835.0;5.4;?;146.0;-200.0;1617.0;?;52.8;32.9;18.7;1.1279
637.0;?;1552.0;4.0;149.0;83.0;-200.0;?;1961.0;?;18.1;?;1.1227
787.0;1232.0;1092.0;2.2;155.0;117.0;-200.0;1062.0;?;30.0;12.4;26.1;0.9972
779.0;1239.0;1071.0;2.2;146.0;117.0;-200.0;?;1702.0;25.8;12.5;28.6;0.9989
796.0;?;881.0;2.0;?;108.0;-200.0;?;1689.0;23.3;12.0;30.3;0.9869
?;1235.0;907.0;?;?;107.0;-200.0;1094.0;?;22.3;13.3;31.3;?
791.0;1196.0;899.0;1.9;116.0;120.0;-200.0;?;1649.0;22.3;12.3;?;0.9888
717.0;1288.0;1074.0;?;167.0;?;-200.0;?;1799.0;20.4;16.0;32.4;0.9732
772.0;1248.0;969.0;2.2;145.0;138.0;-200.0;1108.0;1701.0;19.3;13.7;32.6;?
663.0;1401.0;1267.0;?;192.0;148.0;-200.0;1342.0;1959.0;20.3;21.7;31.2;0.9064
645.0;?;1402.0;4.1;231.0;168.0;-200.0;1396.0;?;?;23.7;27.7;0.9106
655.0;?;?;?;?;172.0;-200.0;?;?;27.9;22.1;?;0.908
683.0;1379.0;1382.0;?;?;179.0;-200.0;?;?;29.9;20.6;24.1;0.8879
771.0;1251.0;1280.0;2.9;181.0;143.0;-200.0;1097.0;1680.0;34.4;13.4;22.2;0.9072
773.0;1269.0;1250.0;2.6;163.0;?;-200.0;1077.0;1706.0;38.0;?;20.7;0.9149
745.0;1242.0;1359.0;?;141.0;117.0;-200.0;1060.0;1693.0;42.8;?;20.2;0.9983
889.0;1045.0;1102.0;1.2;?;93.0;-200.0;850.0;1506.0;42.0;6.8;20.5;?
1039.0;937.0;768.0;0.6;?;64.0;-200.0;698.0;1382.0;42.0;3.8;?;0.9763
1167.0;875.0;656.0;0.3;35.0;58.0;-200.0;622.0;1331.0;?;2.5;20.0;0.9571
1123.0;?;683.0;0.3;?;?;?;?;1344.0;51.6;2.7;16.3;0.9461
1089.0;?;670.0;-200.0;33.0;47.0;-200.0;?;1330.0;?;2.8;16.5;0.932
1135.0;881.0;656.0;0.3;?;47.0;-200.0;624.0;1319.0;50.2;2.6;16.4;0.931
?;998.0;926.0;0.7;65.0;62.0;?;856.0;?;54.7;7.0;14.9;?
551.0;1517.0;1677.0;4.2;296.0;113.0;-200.0;1460.0;2205.0;51.3;26.2;?;0.9474
543.0;1522.0;1828.0;4.8;303.0;?;-200.0;1509.0;2275.0;46.2;28.2;18.2;0.9575
635.0;1417.0;1752.0;?;244.0;139.0;-200.0;1303.0;1964.0;40.0;?;20.7;0.9639
700.0;1329.0;1581.0;2.8;?;148.0;?;1214.0;1845.0;27.0;17.1;26.5;0.9217
825.0;1203.0;1132.0;1.8;137.0;?;-200.0;?;?;23.8;?;28.5;0.915
788.0;1234.0;1037.0;1.9;?;?;-200.0;1037.0;1658.0;23.7;11.6;29.7;0.9714
750.0;1286.0;1023.0;?;100.0;98.0;-200.0;1090.0;1719.0;?;?;31.7;0.9966
749.0;1298.0;1022.0;1.9;103.0;98.0;-200.0;1075.0;1690.0;?;12.7;31.7;0.9902
757.0;?;989.0;?;123.0;110.0;-200.0;1084.0;1724.0;?;13.0;32.8;0.9515
?;1276.0;925.0;2.3;136.0;114.0;-200.0;1099.0;1680.0;18.6;13.5;32.5;0.8948
815.0;1234.0;795.0;2.7;158.0;?;?;985.0;1572.0;22.6;10.2;30.2;?
670.0;1419.0;?;3.6;?;155.0;-200.0;1300.0;1923.0;25.7;?;?;0.9382
716.0;1325.0;1184.0;3.8;211.0;145.0;?;1273.0;1815.0;24.9;19.1;25.9;0.8195
715.0;?;1272.0;?;?;146.0;-200.0;1224.0;1794.0;?;?;?;?
772.0;?;1177.0;2.5;147.0;130.0;-200.0;1110.0;?;?;13.8;22.3;0.8515
771.0;1274.0;?;2.5;160.0;126.0;-200.0;1094.0;1682.0;35.9;?;20.5;0.8565
732.0;?;1243.0;3.0;162.0;127.0;-200.0;1144.0;1745.0;37.2;14.8;?;0.8509
?;1424.0;1427.0;3.7;194.0;126.0;?;1240.0;?;41.9;18.0;19.1;0.9158
674.0;1357.0;1454.0;3.3;167.0;124.0;?;1178.0;1782.0;46.1;16.0;17.8;0.9344
770.0;?;?;?;91.0;93.0;-200.0;966.0;1594.0;47.6;9.7;17.6;0.9465
902.0;1003.0;908.0;0.7;?;-200.0;-200.0;820.0;1455.0;46.3;6.2;17.9;0.9394
?;951.0;821.0;?;42.0;?;-200.0;713.0;1385.0;49.8;4.0;16.9;?
1024.0;941.0;777.0;0.5;50.0;59.0;-200.0;687.0;1374.0;53.8;3.6;15.8;0.9615
959.0;986.0;?;0.5;61.0;?;-200.0;745.0;1426.0;53.5;4.6;16.5;0.9928
795.0;1153.0;1076.0;1.2;?;80.0;-200.0;947.0;?;52.9;9.2;17.2;1.0276
?;1323.0;?;2.2;139.0;94.0;-200.0;1137.0;1846.0;48.3;?;19.3;1.0723
?;1315.0;1315.0;2.2;165.0;102.0;-200.0;1040.0;?;?;11.7;?;1.1287
777.0;1303.0;1250.0;2.1;139.0;96.0;-200.0;1015.0;1731.0;40.0;?;23.7;?
813.0;1238.0;978.0;1.8;113.0;?;-200.0;1037.0;1698.0;32.5;11.6;25.6;1.053
772.0;1259.0;1072.0;2.2;138.0;104.0;-200.0;?;1736.0;28.1;12.9;27.2;0.9989
770.0;?;1064.0;2.0;104.0;84.0;?;1070.0;?;28.1;12.6;27.9;1.0394
?;1154.0;825.0;1.4;78.0;?;?;912.0;1605.0;27.8;8.3;?;1.0539
800.0;?;924.0;1.8;97.0;87.0;-200.0;997.0;1688.0;27.0;?;29.2;1.081
773.0;1315.0;966.0;?;115.0;101.0;-200.0;1041.0;1767.0;29.3;11.7;?;1.1503
?;1466.0;1302.0;2.8;152.0;115.0;-200.0;1174.0;1965.0;39.8;15.8;25.4;1.2771
710.0;1409.0;1256.0;2.8;157.0;?;-200.0;1113.0;?;40.1;13.9;25.2;1.2642
?;1366.0;1068.0;?;132.0;103.0;-200.0;1171.0;?;39.4;15.7;?;1.1963
781.0;1241.0;1070.0;?;98.0;?;-200.0;?;1748.0;?;10.9;22.3;1.2088
930.0;?;792.0;1.2;65.0;68.0;-200.0;?;1565.0;48.3;?;?;1.2034
?;?;1017.0;?;?;85.0;-200.0;?;1891.0;50.5;?;20.6;1.2082
?;?;1207.0;3.1;134.0;100.0;-200.0;1159.0;1949.0;52.9;15.3;20.2;1.234
608.0;?;1499.0;4.1;177.0;?;-200.0;1311.0;2107.0;54.5;?;19.8;1.2488
660.0;1405.0;?;?;179.0;108.0;-200.0;1177.0;1931.0;56.2;15.9;?;1.2624
759.0;1192.0;1163.0;1.9;105.0;78.0;-200.0;994.0;?;58.0;10.4;?;?
671.0;1199.0;?;1.9;-200.0;?;-200.0;1070.0;1873.0;61.6;?;?;?
954.0;973.0;815.0;?;49.0;55.0;-200.0;761.0;?;57.6;4.9;18.0;1.1788
1247.0;864.0;507.0;?;?;?;-200.0;591.0;1374.0;56.0;?;?;?
1257.0;886.0;506.0;0.4;41.0;53.0;?;598.0;1374.0;52.4;2.2;17.9;1.0655
1092.0;988.0;?;0.8;?;79.0;-200.0;713.0;1455.0;49.3;4.0;18.9;?
1034.0;?;?;0.8;68.0;?;?;?;1490.0;48.6;4.3;20.0;1.1199
1156.0;?;594.0;0.8;?;?;-200.0;698.0;1393.0;?;?;20.6;0.9841
1137.0;?;565.0;?;67.0;66.0;-200.0;?;1392.0;34.0;4.1;?;0.9749
1105.0;987.0;523.0;0.9;?;53.0;?;?;1407.0;28.1;4.5;26.7;0.9688
?;1030.0;591.0;?;67.0;?;-200.0;778.0;1452.0;28.1;?;26.8;?
1129.0;955.0;559.0;?;51.0;57.0;-200.0;723.0;?;25.8;4.2;27.7;0.9467
?;924.0;430.0;?;28.0;36.0;-200.0;673.0;?;22.7;3.3;28.8;0.8864
1091.0;1005.0;522.0;1.1;51.0;57.0;-200.0;758.0;1434.0;?;4.9;26.8;?
1023.0;1059.0;641.0;1.5;77.0;73.0;-200.0;816.0;1468.0;28.7;6.1;25.9;?
