InertialMeasurementUnit L-SHOE EuX;Accelerometer LWR accZ;InertialMeasurementUnit LLA accY;InertialMeasurementUnit BACK Quaternion1;Accelerometer LWR accX;Accelerometer LUA_ accY;Accelerometer LH accY
-46;717.0;-352.0;120.0;-439.0;1077.0;1616.0
-151;464.0;-330.0;744.0;-272.0;943.0;1034.0
-151;482.0;-239.0;775.0;-277.0;951.0;1044.0
-139;619.0;-498.0;716.0;-263.0;898.0;795.0
-117;529.0;-334.0;729.0;-252.0;894.0;947.0
140;476.0;-346.0;759.0;-558.0;898.0;880.0
-102;312.0;-545.0;682.0;-322.0;975.0;1041.0
-3;176.0;-362.0;483.0;-672.0;949.0;948.0
-101;397.0;-401.0;744.0;-301.0;950.0;968.0
99;435.0;-649.0;-653.0;-62.0;-757.0;-530.0
85;108.0;-360.0;51.0;-282.0;1039.0;1006.0
-133;446.0;-391.0;730.0;-318.0;907.0;999.0
-134;274.0;-245.0;683.0;-230.0;541.0;601.0
-134;656.0;-415.0;735.0;-423.0;952.0;1078.0
61;305.0;46.0;-9.0;-202.0;749.0;881.0
-152;473.0;-365.0;732.0;-349.0;859.0;1047.0
-133;504.0;-364.0;725.0;-282.0;947.0;1038.0
112;310.0;-233.0;-20.0;-556.0;1003.0;918.0
-41;157.0;-346.0;291.0;-147.0;552.0;781.0
-139;107.0;-174.0;727.0;-169.0;698.0;853.0
-55;214.0;-181.0;381.0;-180.0;998.0;1229.0
19;252.0;-314.0;169.0;-345.0;599.0;1043.0
-133;452.0;-377.0;725.0;-286.0;904.0;1035.0
-151;440.0;-342.0;741.0;-272.0;962.0;1042.0
-155;328.0;-390.0;809.0;-317.0;1011.0;1014.0
-155;518.0;-529.0;800.0;-519.0;836.0;821.0
87;56.0;123.0;-47.0;-115.0;1036.0;1048.0
-101;364.0;-335.0;741.0;-294.0;942.0;1015.0
-151;467.0;-307.0;779.0;-226.0;922.0;1003.0
-151;556.0;-340.0;782.0;-177.0;919.0;1054.0
-151;416.0;-269.0;730.0;-302.0;943.0;1019.0
-154;386.0;-294.0;755.0;-301.0;917.0;992.0
-151;460.0;-313.0;779.0;-262.0;919.0;999.0
166;420.0;-126.0;731.0;-324.0;809.0;889.0
-155;417.0;-266.0;747.0;-247.0;1002.0;1055.0
-149;338.0;-326.0;761.0;-382.0;1029.0;1024.0
-132;504.0;-394.0;723.0;-251.0;927.0;993.0
-133;485.0;-379.0;726.0;-281.0;920.0;995.0
-72;475.0;-426.0;91.0;-90.0;728.0;1094.0
104;389.0;-214.0;3.0;-137.0;1050.0;1202.0
-33;194.0;-251.0;298.0;-244.0;1277.0;1467.0
-132;483.0;-370.0;723.0;-319.0;915.0;1025.0
-151;400.0;-347.0;746.0;-266.0;916.0;993.0
-151;494.0;-328.0;739.0;-281.0;933.0;1012.0
-159;351.0;-344.0;719.0;-282.0;915.0;974.0
-159;309.0;-374.0;732.0;-267.0;966.0;1007.0
38;170.0;-603.0;-490.0;-353.0;937.0;891.0
-117;474.0;-461.0;758.0;-257.0;964.0;1048.0
116;334.0;-636.0;-684.0;-437.0;-856.0;-1290.0
40;191.0;-54.0;-18.0;-185.0;1010.0;1045.0
-164;392.0;-363.0;696.0;-428.0;962.0;987.0
-151;490.0;-369.0;774.0;-213.0;952.0;1000.0
-101;472.0;-505.0;761.0;-282.0;979.0;997.0
81;324.0;-572.0;287.0;-231.0;885.0;1251.0
-110;231.0;-365.0;719.0;-324.0;951.0;928.0
-17;602.0;-868.0;286.0;-761.0;522.0;403.0
104;430.0;-461.0;230.0;-496.0;1404.0;1506.0
-117;536.0;-455.0;758.0;-252.0;882.0;1096.0
-19;441.0;-285.0;772.0;-262.0;939.0;1035.0
-151;562.0;-401.0;775.0;-264.0;984.0;1101.0
-133;498.0;-363.0;725.0;-266.0;904.0;1017.0
