Accelerometer LH accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer BACK accX;Accelerometer LUA_ accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer HIP accZ
105.0;-48.0;-19;597.0;-97.0;602.0;93.0;-618.0;-385.0
112.0;-50.0;-29;607.0;?;595.0;91.0;-623.0;-388.0
113.0;?;-6;?;-108.0;579.0;104.0;-661.0;-402.0
113.0;-106.0;46;583.0;-95.0;?;115.0;-689.0;-382.0
128.0;-118.0;35;553.0;-122.0;582.0;107.0;-701.0;-352.0
104.0;-100.0;35;546.0;-76.0;595.0;91.0;-684.0;-340.0
124.0;-90.0;?;566.0;-78.0;?;77.0;-692.0;-344.0
?;-71.0;-18;567.0;-66.0;605.0;91.0;-701.0;?
?;-48.0;-7;?;-88.0;609.0;?;?;-308.0
148.0;-12.0;-11;?;-38.0;629.0;85.0;-664.0;-321.0
?;-29.0;-11;574.0;?;646.0;85.0;-613.0;-280.0
156.0;-68.0;?;514.0;30.0;638.0;?;-594.0;?
186.0;-86.0;-12;538.0;57.0;633.0;58.0;-541.0;-230.0
183.0;-99.0;?;523.0;50.0;616.0;?;-526.0;-208.0
174.0;-123.0;-11;468.0;57.0;590.0;35.0;-479.0;-158.0
162.0;-153.0;-10;390.0;?;?;36.0;?;?
176.0;-135.0;0;351.0;?;582.0;18.0;?;-31.0
226.0;?;-2;389.0;98.0;596.0;?;-427.0;69.0
212.0;?;13;369.0;133.0;595.0;-23.0;?;198.0
212.0;-92.0;19;?;173.0;579.0;-45.0;-322.0;216.0
226.0;-99.0;-6;239.0;?;?;-62.0;-275.0;264.0
225.0;-109.0;-67;140.0;242.0;531.0;-68.0;-249.0;312.0
262.0;-122.0;-231;50.0;225.0;507.0;-80.0;-143.0;407.0
313.0;-187.0;?;77.0;272.0;478.0;-87.0;-90.0;?
?;-213.0;?;?;?;435.0;?;-35.0;523.0
210.0;-210.0;?;-11.0;224.0;432.0;-109.0;19.0;513.0
311.0;-154.0;-673;?;136.0;438.0;-107.0;52.0;434.0
?;-59.0;-673;-37.0;509.0;427.0;-114.0;39.0;428.0
529.0;-17.0;460;2.0;377.0;402.0;-152.0;69.0;424.0
595.0;-112.0;979;-13.0;304.0;355.0;?;167.0;?
590.0;-165.0;?;?;321.0;?;?;223.0;483.0
565.0;-179.0;539;15.0;309.0;239.0;-234.0;?;560.0
506.0;?;430;?;?;175.0;-217.0;161.0;567.0
?;-142.0;447;?;?;135.0;?;216.0;587.0
375.0;-142.0;501;72.0;?;113.0;-174.0;201.0;587.0
339.0;-131.0;155;88.0;335.0;?;-270.0;?;608.0
319.0;-109.0;-52;160.0;309.0;?;-374.0;207.0;575.0
304.0;-109.0;28;193.0;325.0;185.0;-375.0;213.0;?
248.0;?;?;?;329.0;218.0;-333.0;?;481.0
237.0;-115.0;0;184.0;306.0;235.0;-336.0;205.0;439.0
222.0;?;12;244.0;309.0;212.0;-335.0;210.0;?
250.0;-56.0;?;?;292.0;?;-332.0;?;427.0
235.0;-51.0;3;?;286.0;168.0;-343.0;164.0;439.0
224.0;?;-80;297.0;279.0;164.0;-336.0;174.0;373.0
202.0;-113.0;?;326.0;255.0;176.0;-313.0;136.0;364.0
171.0;-105.0;0;414.0;271.0;?;?;140.0;342.0
129.0;-9.0;?;?;338.0;238.0;?;102.0;?
154.0;?;-8;334.0;320.0;261.0;-228.0;95.0;?
213.0;-41.0;108;281.0;440.0;271.0;-233.0;105.0;352.0
231.0;?;171;?;?;285.0;-235.0;106.0;375.0
220.0;-98.0;69;325.0;?;320.0;-217.0;?;350.0
242.0;-81.0;41;?;471.0;356.0;-202.0;252.0;314.0
310.0;-90.0;70;335.0;464.0;399.0;-226.0;230.0;?
?;?;?;320.0;?;429.0;-249.0;?;355.0
389.0;-43.0;17;?;?;?;-263.0;183.0;369.0
428.0;-30.0;25;?;390.0;424.0;-256.0;?;359.0
463.0;-83.0;22;?;384.0;364.0;-327.0;?;369.0
483.0;-107.0;?;289.0;369.0;317.0;?;?;327.0
505.0;-122.0;-9;?;346.0;279.0;-404.0;155.0;333.0
496.0;?;?;?;356.0;256.0;-328.0;182.0;359.0
433.0;-168.0;-11;255.0;300.0;265.0;-289.0;?;357.0
386.0;-145.0;-10;?;313.0;287.0;-336.0;?;366.0
363.0;-122.0;-11;248.0;322.0;326.0;-383.0;166.0;?
339.0;-53.0;-11;?;?;348.0;-359.0;163.0;395.0
354.0;-68.0;-8;265.0;349.0;345.0;-337.0;154.0;?
344.0;?;-23;280.0;361.0;340.0;-347.0;184.0;415.0
?;-361.0;-32;256.0;368.0;345.0;-348.0;210.0;?
316.0;-311.0;-19;?;?;338.0;-347.0;221.0;?
288.0;?;-33;243.0;361.0;328.0;-339.0;242.0;403.0
270.0;-84.0;-62;240.0;374.0;299.0;-338.0;226.0;412.0
258.0;218.0;-62;221.0;378.0;269.0;-340.0;193.0;?
286.0;-12.0;-42;221.0;?;244.0;-332.0;?;?
299.0;?;-28;208.0;382.0;250.0;-326.0;193.0;416.0
319.0;-237.0;-21;204.0;384.0;?;-336.0;211.0;414.0
321.0;-291.0;-21;207.0;?;?;?;235.0;438.0
331.0;-186.0;-6;172.0;385.0;307.0;-315.0;234.0;413.0
338.0;-30.0;?;165.0;376.0;?;-319.0;206.0;416.0
307.0;87.0;31;180.0;343.0;270.0;?;161.0;427.0
274.0;-402.0;20;204.0;339.0;250.0;?;142.0;431.0
252.0;-603.0;23;?;340.0;245.0;-320.0;127.0;?
233.0;-53.0;23;?;320.0;253.0;-332.0;107.0;443.0
229.0;33.0;23;198.0;308.0;278.0;?;113.0;456.0
149.0;-31.0;?;?;292.0;300.0;-337.0;?;445.0
-56.0;?;-11;219.0;284.0;315.0;-319.0;127.0;420.0
-114.0;-67.0;?;196.0;279.0;?;?;?;?
10.0;-109.0;24;174.0;278.0;?;-285.0;132.0;366.0
184.0;-13.0;23;?;?;306.0;-273.0;132.0;378.0
?;?;20;428.0;271.0;291.0;-251.0;124.0;364.0
?;?;22;408.0;?;?;-237.0;109.0;?
296.0;36.0;-3;450.0;322.0;283.0;?;54.0;321.0
?;?;?;488.0;339.0;?;?;?;293.0
332.0;-4.0;-14;?;344.0;?;-158.0;148.0;?
351.0;?;-42;522.0;353.0;247.0;-27.0;206.0;277.0
346.0;1.0;?;472.0;367.0;?;-68.0;209.0;275.0
350.0;1.0;?;477.0;387.0;278.0;-227.0;226.0;281.0
427.0;?;?;?;369.0;258.0;-286.0;238.0;267.0
467.0;11.0;?;409.0;388.0;?;-221.0;263.0;263.0
488.0;30.0;-10;?;356.0;267.0;-206.0;?;253.0
?;-2.0;?;438.0;350.0;241.0;?;301.0;263.0
?;-3.0;-82;?;?;209.0;-328.0;244.0;264.0
?;?;?;475.0;311.0;218.0;?;265.0;284.0
214.0;-7.0;-32;?;320.0;223.0;-331.0;226.0;281.0
237.0;-35.0;-7;342.0;308.0;222.0;-314.0;?;251.0
?;19.0;130;?;342.0;254.0;?;207.0;?
469.0;?;256;?;388.0;315.0;-337.0;269.0;217.0
543.0;39.0;293;?;393.0;328.0;?;279.0;159.0
488.0;?;666;197.0;340.0;335.0;-371.0;286.0;?
366.0;19.0;1538;168.0;305.0;318.0;-328.0;219.0;299.0
262.0;-1.0;1860;211.0;336.0;275.0;-271.0;188.0;?
247.0;11.0;1396;168.0;340.0;?;?;149.0;286.0
336.0;?;-96;181.0;365.0;293.0;-305.0;?;388.0
491.0;8.0;-2048;145.0;388.0;329.0;?;194.0;434.0
573.0;?;-1599;158.0;379.0;352.0;?;308.0;393.0
508.0;1.0;?;221.0;?;370.0;-367.0;?;355.0
632.0;-7.0;-1873;170.0;305.0;350.0;-369.0;235.0;324.0
525.0;3.0;-1849;125.0;263.0;241.0;-377.0;269.0;358.0
425.0;20.0;-2336;126.0;259.0;95.0;-362.0;218.0;?
423.0;-8.0;-2773;115.0;269.0;-1.0;?;106.0;393.0
372.0;?;-2360;135.0;313.0;-24.0;?;102.0;?
288.0;?;?;?;364.0;-1.0;?;?;412.0
196.0;46.0;-1951;?;384.0;?;-252.0;179.0;?
148.0;45.0;-1566;?;466.0;204.0;-221.0;206.0;429.0
174.0;41.0;-865;?;?;?;-340.0;251.0;451.0
?;44.0;-1167;170.0;518.0;?;-329.0;321.0;464.0
253.0;79.0;-2401;97.0;545.0;?;-291.0;?;444.0
277.0;48.0;-994;?;559.0;197.0;-351.0;374.0;407.0
?;29.0;1428;296.0;490.0;112.0;-409.0;?;430.0
290.0;4.0;1731;553.0;?;?;?;331.0;565.0
390.0;?;2447;?;?;58.0;-381.0;284.0;545.0
?;-7.0;2719;207.0;455.0;63.0;-365.0;284.0;468.0
600.0;-18.0;1257;258.0;384.0;85.0;-370.0;244.0;209.0
412.0;17.0;263;?;217.0;?;-388.0;187.0;379.0
?;-6.0;93;485.0;172.0;176.0;?;110.0;?
172.0;-9.0;47;442.0;166.0;211.0;?;-101.0;?
?;-18.0;50;484.0;?;?;-392.0;-183.0;163.0
201.0;-28.0;54;429.0;?;288.0;-369.0;-71.0;?
217.0;-35.0;?;273.0;214.0;329.0;?;43.0;268.0
341.0;-25.0;?;245.0;287.0;487.0;-329.0;62.0;241.0
379.0;-2.0;63;213.0;?;497.0;?;169.0;315.0
337.0;5.0;44;234.0;378.0;?;-309.0;281.0;392.0
291.0;-11.0;51;254.0;392.0;242.0;-190.0;370.0;374.0
?;-10.0;67;?;369.0;167.0;-92.0;314.0;362.0
446.0;12.0;78;279.0;395.0;151.0;-109.0;?;325.0
490.0;49.0;76;?;389.0;?;-153.0;241.0;?
451.0;-6.0;78;234.0;389.0;215.0;-261.0;262.0;368.0
489.0;?;?;246.0;430.0;269.0;?;249.0;355.0
537.0;-364.0;?;369.0;?;?;?;258.0;?
?;-81.0;79;420.0;531.0;291.0;-416.0;281.0;?
468.0;236.0;80;-42.0;441.0;241.0;-341.0;313.0;360.0
588.0;225.0;76;71.0;?;?;-297.0;?;386.0
491.0;5.0;78;109.0;528.0;257.0;-320.0;295.0;393.0
290.0;-7.0;82;?;333.0;261.0;-361.0;?;303.0
79.0;-73.0;71;?;220.0;245.0;-455.0;281.0;177.0
?;?;71;-117.0;221.0;235.0;-529.0;15.0;386.0
?;-361.0;243;-116.0;?;311.0;-561.0;28.0;344.0
468.0;-484.0;1261;-112.0;253.0;?;-458.0;68.0;436.0
413.0;-378.0;?;-105.0;?;267.0;?;58.0;?
264.0;-441.0;-1499;-113.0;88.0;?;-619.0;29.0;356.0
164.0;?;-2353;-146.0;28.0;?;-524.0;30.0;411.0
152.0;?;-2422;?;67.0;191.0;-281.0;?;?
106.0;-426.0;-3138;-113.0;97.0;-16.0;?;-54.0;751.0
89.0;?;-3411;-106.0;99.0;-124.0;?;-12.0;89.0
109.0;-269.0;-3760;-45.0;143.0;-24.0;?;?;353.0
146.0;-235.0;?;?;196.0;119.0;-146.0;43.0;?
167.0;-226.0;-3498;-29.0;256.0;190.0;?;?;623.0
245.0;291.0;-3461;-79.0;293.0;223.0;-60.0;?;498.0
323.0;415.0;-2892;-116.0;353.0;191.0;?;224.0;552.0
407.0;141.0;-2891;-44.0;363.0;176.0;-48.0;266.0;592.0
382.0;4.0;-2842;101.0;376.0;143.0;-82.0;266.0;566.0
?;-105.0;-833;?;406.0;103.0;-99.0;287.0;596.0
292.0;-1066.0;962;?;388.0;64.0;-114.0;249.0;627.0
277.0;485.0;?;300.0;435.0;25.0;-157.0;204.0;562.0
221.0;-270.0;4457;321.0;474.0;12.0;-200.0;?;?
198.0;-158.0;3608;?;514.0;?;-226.0;286.0;164.0
231.0;-125.0;937;349.0;495.0;80.0;?;?;168.0
?;?;?;318.0;451.0;158.0;-336.0;185.0;104.0
386.0;70.0;448;?;261.0;271.0;?;214.0;?
277.0;?;31;311.0;272.0;313.0;-292.0;?;108.0
165.0;196.0;190;271.0;228.0;349.0;-259.0;-38.0;172.0
?;106.0;?;285.0;?;?;-374.0;-8.0;103.0
187.0;?;?;?;?;457.0;-372.0;24.0;38.0
294.0;57.0;111;?;?;523.0;-480.0;60.0;?
285.0;?;48;346.0;350.0;?;-482.0;123.0;232.0
305.0;-74.0;95;?;338.0;?;-288.0;141.0;183.0
?;-161.0;64;338.0;339.0;?;?;162.0;?
367.0;?;79;?;344.0;456.0;?;200.0;97.0
398.0;35.0;80;287.0;?;397.0;-215.0;?;161.0
381.0;95.0;40;286.0;398.0;?;?;?;134.0
395.0;65.0;?;296.0;423.0;356.0;-304.0;192.0;186.0
?;-2.0;60;282.0;459.0;?;-303.0;233.0;?
393.0;-276.0;54;267.0;477.0;356.0;?;217.0;175.0
?;?;56;260.0;493.0;338.0;?;243.0;?
514.0;-83.0;55;?;?;343.0;-297.0;273.0;?
560.0;?;57;260.0;535.0;369.0;-306.0;301.0;198.0
577.0;-802.0;44;277.0;542.0;379.0;-354.0;347.0;189.0
559.0;?;31;?;536.0;?;-390.0;?;231.0
?;-589.0;?;211.0;?;345.0;-397.0;?;243.0
442.0;?;33;218.0;526.0;313.0;-414.0;356.0;241.0
410.0;-675.0;18;257.0;527.0;284.0;-440.0;305.0;?
377.0;-682.0;?;193.0;511.0;266.0;?;314.0;260.0
407.0;-590.0;-64;302.0;483.0;?;-522.0;276.0;263.0
380.0;-460.0;-22;233.0;461.0;277.0;-544.0;?;293.0
408.0;-349.0;?;280.0;429.0;?;?;?;?
385.0;-212.0;-32;258.0;405.0;336.0;-523.0;234.0;323.0
373.0;-304.0;-11;245.0;371.0;314.0;-510.0;183.0;301.0
358.0;-191.0;-21;?;394.0;276.0;-485.0;182.0;325.0
320.0;-36.0;-8;?;388.0;260.0;-472.0;?;?
327.0;-6.0;-33;277.0;416.0;259.0;-422.0;157.0;332.0
288.0;?;?;248.0;398.0;?;?;153.0;334.0
306.0;66.0;?;253.0;418.0;323.0;-383.0;156.0;340.0
331.0;87.0;-67;269.0;?;?;?;188.0;362.0
344.0;?;-46;287.0;470.0;369.0;-363.0;201.0;346.0
321.0;?;?;287.0;436.0;?;-352.0;240.0;344.0
289.0;?;-57;311.0;459.0;376.0;-342.0;245.0;340.0
?;726.0;17;?;463.0;360.0;-347.0;244.0;283.0
?;-40.0;36;-14.0;499.0;355.0;-359.0;266.0;290.0
433.0;?;-4;114.0;528.0;350.0;-366.0;277.0;281.0
?;-274.0;56;72.0;?;348.0;-357.0;313.0;359.0
322.0;-18.0;25;161.0;348.0;?;-378.0;312.0;476.0
338.0;-90.0;535;122.0;331.0;387.0;-386.0;?;427.0
294.0;23.0;?;147.0;285.0;383.0;-383.0;95.0;351.0
?;78.0;1144;177.0;?;362.0;-386.0;106.0;?
297.0;21.0;1366;176.0;171.0;321.0;-396.0;32.0;567.0
?;-46.0;?;131.0;192.0;294.0;-434.0;14.0;519.0
246.0;-40.0;446;146.0;224.0;326.0;-457.0;64.0;383.0
?;-16.0;20;126.0;264.0;303.0;?;49.0;418.0
423.0;109.0;86;?;272.0;276.0;-258.0;73.0;475.0
504.0;150.0;118;?;269.0;264.0;-267.0;?;?
?;17.0;-47;172.0;263.0;269.0;-173.0;130.0;405.0
466.0;-11.0;-184;?;?;266.0;?;123.0;384.0
480.0;16.0;-138;?;249.0;?;-211.0;92.0;?
543.0;27.0;-157;?;270.0;?;-274.0;81.0;385.0
526.0;-2.0;-292;184.0;313.0;137.0;-266.0;109.0;369.0
515.0;-15.0;?;162.0;300.0;131.0;-237.0;157.0;337.0
509.0;10.0;-378;152.0;?;145.0;?;147.0;377.0
575.0;-3.0;-318;136.0;414.0;?;-276.0;149.0;367.0
533.0;-12.0;-197;135.0;405.0;205.0;-297.0;206.0;309.0
471.0;-17.0;-76;81.0;366.0;224.0;-286.0;217.0;352.0
422.0;?;1;?;360.0;?;?;205.0;?
463.0;-5.0;-36;-36.0;399.0;?;-362.0;221.0;?
458.0;?;-21;-37.0;?;189.0;-399.0;235.0;397.0
?;-54.0;-32;-47.0;376.0;148.0;-414.0;?;416.0
431.0;-20.0;-99;-65.0;370.0;127.0;-408.0;180.0;435.0
?;?;2;?;455.0;117.0;-410.0;181.0;435.0
58.0;-12.0;-58;?;439.0;?;-435.0;174.0;435.0
-256.0;16.0;-396;?;381.0;88.0;-416.0;202.0;466.0
?;18.0;-574;-95.0;390.0;55.0;?;192.0;453.0
492.0;1.0;-788;-126.0;?;?;?;155.0;?
812.0;?;-943;?;351.0;-73.0;?;213.0;426.0
322.0;-22.0;-696;-13.0;299.0;-134.0;?;242.0;423.0
453.0;-48.0;-428;-22.0;?;?;?;?;429.0
-93.0;2.0;?;-59.0;?;-151.0;-422.0;201.0;?
282.0;-1.0;-187;-106.0;374.0;-145.0;-321.0;99.0;396.0
924.0;?;-33;-54.0;545.0;-177.0;-214.0;?;407.0
549.0;51.0;9;-51.0;606.0;-171.0;-31.0;350.0;312.0
-424.0;27.0;-38;-108.0;?;?;-96.0;221.0;355.0
397.0;5.0;-33;-69.0;466.0;-24.0;?;294.0;440.0
553.0;65.0;5;19.0;558.0;-19.0;-325.0;324.0;?
180.0;-59.0;27;102.0;585.0;-37.0;-293.0;359.0;?
-242.0;-279.0;43;104.0;639.0;41.0;?;?;374.0
322.0;?;61;?;637.0;136.0;-419.0;289.0;397.0
173.0;?;53;-22.0;383.0;131.0;?;414.0;?
302.0;-428.0;44;?;276.0;19.0;?;564.0;?
177.0;-329.0;50;?;277.0;-79.0;?;270.0;340.0
310.0;-457.0;13;-113.0;618.0;?;?;274.0;314.0
477.0;-549.0;19;-188.0;444.0;-13.0;-343.0;?;307.0
358.0;?;83;?;?;?;?;591.0;282.0
362.0;?;59;-43.0;?;244.0;?;?;?
?;-190.0;23;22.0;400.0;65.0;158.0;?;263.0
313.0;-453.0;32;58.0;445.0;-39.0;96.0;200.0;262.0
?;-641.0;-23;21.0;592.0;-43.0;-320.0;236.0;?
308.0;?;-32;48.0;576.0;-166.0;-211.0;306.0;?
439.0;-510.0;5;66.0;494.0;-11.0;-39.0;583.0;282.0
?;?;-36;141.0;463.0;231.0;-138.0;463.0;286.0
316.0;-716.0;-46;135.0;452.0;251.0;-342.0;325.0;281.0
?;-674.0;?;?;?;?;-422.0;222.0;255.0
443.0;-563.0;-7;?;460.0;48.0;?;284.0;218.0
?;-548.0;-60;202.0;?;-36.0;-373.0;297.0;182.0
542.0;-498.0;-69;?;416.0;26.0;-336.0;265.0;?
630.0;-413.0;-31;149.0;?;80.0;?;267.0;210.0
?;-354.0;-41;98.0;498.0;110.0;?;?;206.0
?;-339.0;-32;88.0;470.0;81.0;-287.0;165.0;223.0
803.0;?;-8;?;479.0;?;?;208.0;?
1083.0;?;-16;?;514.0;163.0;-284.0;212.0;?
946.0;-331.0;-4;-12.0;548.0;168.0;-365.0;226.0;264.0
?;-386.0;11;-11.0;635.0;238.0;-433.0;208.0;?
568.0;-402.0;-34;40.0;?;240.0;-293.0;211.0;319.0
637.0;-277.0;-66;33.0;511.0;174.0;-365.0;170.0;317.0
817.0;-306.0;-80;45.0;603.0;148.0;-397.0;200.0;278.0
332.0;-223.0;-217;31.0;655.0;?;-447.0;175.0;303.0
?;?;-371;?;662.0;215.0;-342.0;?;358.0
1212.0;-169.0;-428;40.0;711.0;223.0;-568.0;344.0;427.0
648.0;-146.0;?;65.0;975.0;273.0;-570.0;?;437.0
1033.0;-407.0;-570;38.0;918.0;240.0;?;499.0;453.0
?;?;74;46.0;694.0;174.0;-604.0;440.0;495.0
705.0;?;762;23.0;598.0;112.0;-441.0;562.0;458.0
755.0;-73.0;548;-2.0;446.0;86.0;-661.0;397.0;457.0
?;-48.0;18;13.0;434.0;28.0;-649.0;245.0;411.0
810.0;154.0;-86;72.0;?;?;-673.0;259.0;454.0
803.0;16.0;-173;34.0;?;43.0;-783.0;254.0;408.0
873.0;?;-148;37.0;582.0;116.0;-1019.0;263.0;428.0
851.0;?;-298;28.0;542.0;161.0;-691.0;270.0;402.0
878.0;?;?;55.0;?;135.0;-524.0;?;?
809.0;-48.0;-518;91.0;651.0;222.0;?;?;?
869.0;-37.0;?;113.0;611.0;239.0;-498.0;295.0;383.0
?;56.0;-543;?;604.0;204.0;-566.0;239.0;364.0
894.0;79.0;-654;231.0;646.0;208.0;-554.0;?;332.0
919.0;123.0;-462;245.0;643.0;278.0;-516.0;186.0;?
680.0;96.0;-154;346.0;671.0;281.0;-593.0;?;203.0
?;65.0;-165;?;728.0;?;-687.0;190.0;144.0
1039.0;?;-123;534.0;650.0;?;-606.0;180.0;111.0
1101.0;-28.0;-302;561.0;692.0;378.0;-590.0;42.0;-27.0
1009.0;35.0;395;645.0;793.0;?;-627.0;-23.0;-73.0
?;?;1542;585.0;733.0;374.0;-627.0;-66.0;-14.0
1046.0;-26.0;?;641.0;734.0;423.0;-616.0;?;?
701.0;?;344;640.0;?;459.0;-716.0;-118.0;-245.0
893.0;13.0;28;642.0;?;528.0;-713.0;-136.0;?
942.0;24.0;?;643.0;?;543.0;?;-253.0;-438.0
998.0;?;78;692.0;821.0;?;-684.0;-261.0;?
963.0;17.0;61;583.0;758.0;627.0;-738.0;-290.0;?
951.0;23.0;?;589.0;756.0;677.0;-795.0;-351.0;-504.0
959.0;-14.0;70;597.0;?;722.0;-789.0;-347.0;-484.0
?;-12.0;4;577.0;741.0;?;-753.0;-355.0;?
941.0;18.0;-42;566.0;699.0;?;-776.0;?;-556.0
937.0;-64.0;12;555.0;701.0;?;-833.0;-461.0;-535.0
?;-81.0;46;534.0;686.0;870.0;?;-440.0;-538.0
930.0;-47.0;45;542.0;703.0;844.0;-731.0;-397.0;-516.0
971.0;-53.0;47;526.0;718.0;829.0;-678.0;-412.0;-505.0
944.0;-99.0;?;511.0;693.0;816.0;-772.0;-456.0;-487.0
944.0;-68.0;-16;516.0;696.0;815.0;-720.0;-408.0;?
961.0;61.0;-11;?;695.0;786.0;?;?;?
932.0;56.0;-23;?;701.0;805.0;?;-444.0;-499.0
962.0;0.0;-21;564.0;721.0;839.0;-742.0;-423.0;-469.0
?;14.0;-22;567.0;719.0;?;-687.0;-412.0;-487.0
980.0;12.0;-7;573.0;?;829.0;-726.0;-435.0;-488.0
?;-54.0;5;?;649.0;?;-697.0;-431.0;-469.0
937.0;-205.0;-3;539.0;680.0;803.0;-727.0;-389.0;?
?;-194.0;-12;?;711.0;836.0;-681.0;-404.0;-471.0
927.0;-154.0;-10;538.0;728.0;809.0;-705.0;-390.0;?
?;-148.0;?;?;714.0;817.0;-722.0;-396.0;-415.0
995.0;-163.0;?;555.0;?;804.0;-712.0;-361.0;-400.0
1016.0;-256.0;11;570.0;798.0;794.0;-665.0;-346.0;-367.0
989.0;-242.0;?;519.0;763.0;788.0;-697.0;-325.0;-335.0
1553.0;?;12;?;734.0;794.0;-693.0;-314.0;-324.0
1464.0;-119.0;12;497.0;737.0;798.0;-751.0;-279.0;-289.0
928.0;-106.0;11;?;?;801.0;-682.0;?;-227.0
?;-22.0;13;464.0;799.0;795.0;-737.0;-240.0;-168.0
207.0;-13.0;10;475.0;834.0;807.0;?;-204.0;-84.0
662.0;72.0;14;449.0;800.0;?;-733.0;?;-37.0
214.0;-225.0;8;377.0;745.0;750.0;?;-42.0;61.0
524.0;-184.0;-20;?;637.0;719.0;-772.0;229.0;?
?;-383.0;-24;301.0;631.0;721.0;?;?;159.0
601.0;?;-19;?;661.0;745.0;-866.0;182.0;248.0
703.0;?;-22;202.0;682.0;724.0;-1068.0;208.0;298.0
643.0;?;?;212.0;613.0;524.0;?;189.0;332.0
495.0;213.0;-20;206.0;619.0;407.0;-562.0;290.0;355.0
555.0;-226.0;-21;160.0;533.0;435.0;-431.0;288.0;?
548.0;-384.0;-17;176.0;573.0;515.0;-516.0;?;345.0
?;-303.0;-136;133.0;526.0;?;-543.0;265.0;369.0
471.0;?;-349;112.0;599.0;406.0;-482.0;337.0;?
574.0;-180.0;?;146.0;?;394.0;-668.0;?;437.0
358.0;-126.0;973;183.0;662.0;386.0;?;?;469.0
?;-109.0;728;173.0;672.0;360.0;-601.0;413.0;?
692.0;-225.0;707;158.0;748.0;?;-625.0;444.0;?
661.0;-191.0;635;187.0;?;338.0;-532.0;469.0;508.0
880.0;-96.0;849;177.0;694.0;268.0;-514.0;?;545.0
?;?;432;?;802.0;238.0;-566.0;?;565.0
583.0;-58.0;?;252.0;768.0;?;?;?;555.0
?;-143.0;1130;?;?;?;-651.0;461.0;546.0
145.0;?;1576;192.0;?;84.0;?;553.0;502.0
616.0;-147.0;494;189.0;754.0;58.0;-728.0;?;498.0
571.0;-114.0;170;116.0;631.0;17.0;?;499.0;482.0
137.0;-122.0;280;88.0;647.0;66.0;-688.0;465.0;?
?;-114.0;237;130.0;554.0;55.0;?;?;?
416.0;?;?;181.0;376.0;83.0;-829.0;?;492.0
414.0;-150.0;132;136.0;433.0;?;-809.0;109.0;408.0
?;-109.0;110;88.0;392.0;?;-758.0;52.0;354.0
426.0;?;?;146.0;378.0;20.0;-565.0;48.0;376.0
443.0;?;104;246.0;458.0;-1.0;-426.0;152.0;373.0
495.0;-117.0;22;306.0;440.0;184.0;-583.0;205.0;361.0
217.0;-98.0;10;?;404.0;267.0;-650.0;216.0;336.0
?;?;3;299.0;387.0;310.0;-251.0;162.0;304.0
453.0;-39.0;-5;-134.0;596.0;32.0;-869.0;309.0;424.0
642.0;30.0;-22;-106.0;548.0;218.0;-444.0;350.0;427.0
508.0;57.0;-12;-142.0;495.0;?;?;?;411.0
?;23.0;14;?;470.0;154.0;-321.0;303.0;409.0
?;?;-14;-67.0;437.0;-12.0;?;326.0;425.0
941.0;-48.0;-37;?;468.0;18.0;-490.0;?;423.0
995.0;-27.0;-30;-19.0;529.0;?;?;?;444.0
?;?;-32;-20.0;?;?;-691.0;280.0;445.0
1150.0;245.0;?;12.0;?;122.0;-562.0;?;?
827.0;595.0;-36;43.0;725.0;48.0;-335.0;338.0;?
1036.0;16.0;-8;?;780.0;-45.0;?;?;?
819.0;-201.0;18;?;822.0;-43.0;-408.0;?;484.0
?;?;8;59.0;853.0;?;-399.0;473.0;507.0
920.0;-124.0;12;32.0;806.0;-53.0;-475.0;457.0;?
946.0;-107.0;13;37.0;755.0;-29.0;-637.0;506.0;535.0
?;-86.0;6;?;813.0;-42.0;-770.0;534.0;540.0
?;?;25;?;732.0;-35.0;-845.0;464.0;517.0
?;37.0;-40;39.0;769.0;-76.0;-896.0;452.0;510.0
264.0;64.0;-274;51.0;791.0;-72.0;?;421.0;508.0
897.0;?;-482;72.0;878.0;-64.0;-799.0;417.0;533.0
793.0;-12.0;-366;87.0;779.0;-58.0;-796.0;378.0;?
485.0;?;?;73.0;935.0;-48.0;-788.0;423.0;484.0
?;?;70;?;756.0;-19.0;-750.0;491.0;498.0
1145.0;27.0;?;83.0;?;12.0;-721.0;448.0;?
1050.0;-8.0;-59;52.0;835.0;15.0;-775.0;486.0;487.0
857.0;19.0;158;68.0;787.0;-22.0;-948.0;396.0;486.0
789.0;17.0;?;105.0;?;39.0;?;394.0;?
1146.0;?;52;111.0;801.0;?;?;347.0;510.0
928.0;58.0;-13;97.0;825.0;-58.0;?;402.0;525.0
1131.0;46.0;-108;96.0;782.0;138.0;-940.0;378.0;514.0
1104.0;11.0;-246;?;785.0;201.0;-588.0;427.0;508.0
1240.0;11.0;-176;48.0;826.0;143.0;-832.0;?;474.0
1106.0;26.0;-167;79.0;839.0;140.0;-937.0;?;487.0
1073.0;17.0;-178;59.0;?;111.0;-851.0;403.0;505.0
1100.0;?;-154;?;?;69.0;?;369.0;529.0
979.0;?;?;?;861.0;-1.0;-717.0;?;502.0
?;0.0;?;44.0;876.0;29.0;?;366.0;?
1065.0;?;?;123.0;836.0;54.0;-789.0;336.0;504.0
