InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
-727.0;?;492.0;153.0;?;250.0;670;42
?;13;490.0;153.0;35;246.0;661;37
-725.0;-31;?;153.0;20;244.0;?;46
-731.0;-53;487.0;?;31;242.0;652;51
-734.0;-72;487.0;160.0;27;242.0;651;?
-734.0;-68;489.0;163.0;32;243.0;652;44
-737.0;-128;?;166.0;17;244.0;667;?
-739.0;-160;495.0;166.0;19;245.0;662;25
?;-349;495.0;?;7;244.0;655;72
-741.0;-53;491.0;160.0;66;?;587;64
?;-483;487.0;156.0;?;240.0;612;152
?;?;?;149.0;17;235.0;532;?
-745.0;-438;469.0;?;40;?;504;?
-746.0;-3216;462.0;133.0;-321;222.0;1100;?
-744.0;?;?;128.0;?;219.0;?;998
-743.0;-2240;451.0;?;-2039;218.0;3169;1393
-742.0;-2177;450.0;?;-1014;215.0;?;1115
?;-1396;449.0;118.0;?;212.0;-59;?
-732.0;-1505;?;123.0;?;210.0;-80;685
-722.0;1477;?;?;617;202.0;246;578
-713.0;3329;429.0;101.0;791;192.0;30;505
-700.0;2002;409.0;86.0;316;?;299;714
-692.0;1884;388.0;74.0;?;164.0;309;390
-683.0;1512;363.0;61.0;120;?;401;491
-671.0;744;?;48.0;-686;?;881;479
?;899;315.0;?;-855;122.0;1617;?
-649.0;1796;295.0;25.0;?;109.0;?;-255
-641.0;1148;279.0;17.0;1135;102.0;2213;-2979
-631.0;-3674;266.0;12.0;2637;97.0;1857;-3838
-622.0;-6146;257.0;?;?;94.0;1234;571
-612.0;-2081;249.0;5.0;2038;92.0;?;?
-602.0;?;248.0;0.0;?;91.0;189;-1300
-594.0;-824;240.0;?;-2083;91.0;1595;-977
-586.0;-503;236.0;-12.0;-469;93.0;945;-1466
-578.0;-554;?;-17.0;-1053;96.0;1158;-983
?;?;233.0;-26.0;7;?;689;221
?;154;233.0;?;214;104.0;?;336
-562.0;-23;?;-36.0;-126;106.0;738;222
-567.0;104;232.0;?;187;?;606;305
-574.0;6;227.0;-37.0;-10;105.0;688;240
-583.0;38;229.0;-35.0;?;?;627;273
?;47;229.0;-30.0;51;106.0;?;?
-622.0;33;230.0;-27.0;?;105.0;670;205
-642.0;81;231.0;-25.0;69;?;632;238
-664.0;12;227.0;?;59;?;635;232
-685.0;?;226.0;-20.0;31;101.0;674;?
-699.0;18;?;-18.0;42;98.0;657;229
-712.0;-106;219.0;?;54;95.0;649;?
-722.0;6;?;-15.0;51;92.0;?;243
-733.0;?;210.0;-14.0;86;88.0;552;274
-740.0;215;206.0;-16.0;155;83.0;453;273
-745.0;-714;197.0;-15.0;155;79.0;?;414
?;-2391;195.0;-11.0;-3;78.0;956;?
-734.0;-795;196.0;-9.0;?;76.0;2290;1440
?;-267;189.0;-11.0;-1414;70.0;2854;1690
?;-1247;188.0;-9.0;460;70.0;?;?
-676.0;-910;187.0;?;1433;69.0;-199;522
-639.0;-83;182.0;-13.0;794;65.0;424;731
-588.0;1077;?;-22.0;647;57.0;339;393
-531.0;1924;155.0;?;219;50.0;604;322
?;2123;145.0;-35.0;12;?;787;151
-448.0;2231;132.0;-41.0;-326;38.0;899;244
-418.0;2395;126.0;?;-830;?;1630;15
-401.0;1939;119.0;-54.0;?;?;?;-86
-394.0;2495;?;?;-755;28.0;1948;-224
-391.0;?;107.0;?;-283;27.0;1980;-828
-389.0;2045;?;-62.0;-254;?;?;-636
-390.0;2442;?;-59.0;2401;36.0;1985;-1401
?;-1063;122.0;-55.0;1198;44.0;393;-117
-410.0;-3062;?;-49.0;-1675;54.0;-1587;1577
-425.0;-196;155.0;-44.0;?;67.0;1262;?
-441.0;-1761;171.0;-39.0;-1408;79.0;?;162
-462.0;-1216;189.0;?;-718;92.0;1694;292
-483.0;499;206.0;-32.0;443;102.0;?;-120
-505.0;-369;220.0;-40.0;?;112.0;826;159
-519.0;?;?;?;102;118.0;?;54
-523.0;?;239.0;-39.0;?;126.0;674;121
-532.0;-126;?;?;-16;137.0;702;100
-551.0;?;269.0;-19.0;56;151.0;657;64
-575.0;-40;292.0;-9.0;-15;167.0;709;108
-598.0;14;314.0;-2.0;41;183.0;653;80
?;1;338.0;3.0;28;199.0;685;86
?;?;360.0;?;22;213.0;689;71
-658.0;-18;377.0;17.0;17;226.0;682;54
-667.0;36;393.0;22.0;31;237.0;658;53
-675.0;?;407.0;24.0;30;?;660;44
-678.0;32;418.0;26.0;18;252.0;?;32
-679.0;49;?;28.0;19;256.0;685;27
-676.0;?;429.0;30.0;?;258.0;687;26
-670.0;19;?;30.0;18;258.0;679;26
-670.0;10;?;32.0;21;258.0;675;17
-670.0;?;430.0;31.0;23;258.0;677;12
?;-14;429.0;30.0;24;257.0;677;12
-667.0;-32;?;28.0;20;255.0;681;-1
-662.0;21;420.0;23.0;16;?;683;-3
-661.0;35;411.0;20.0;?;248.0;684;8
?;60;406.0;16.0;13;244.0;?;4
-658.0;98;406.0;12.0;17;?;?;-1
-658.0;78;400.0;8.0;16;?;?;1
-659.0;?;391.0;2.0;?;234.0;683;0
-657.0;?;382.0;-4.0;?;?;?;0
-654.0;42;374.0;-9.0;14;221.0;?;3
-650.0;40;361.0;-15.0;?;212.0;666;9
?;39;346.0;-21.0;25;203.0;658;10
-632.0;22;333.0;-27.0;33;194.0;658;?
-625.0;13;319.0;-32.0;21;185.0;666;12
?;-5;?;-36.0;13;?;671;9
?;-7;292.0;?;17;?;666;?
-596.0;-38;276.0;-42.0;16;155.0;668;9
-584.0;-12;264.0;-44.0;?;?;669;5
-573.0;9;254.0;-45.0;26;139.0;659;?
-563.0;?;240.0;?;24;132.0;?;-4
?;26;233.0;-46.0;?;127.0;?;-4
-545.0;31;226.0;-45.0;23;122.0;660;?
-538.0;-1;215.0;-46.0;?;?;660;-3
-534.0;11;213.0;-47.0;?;115.0;676;?
-528.0;?;207.0;?;11;112.0;677;-5
-526.0;?;200.0;-50.0;18;108.0;667;-5
-524.0;29;198.0;?;17;?;?;-11
-522.0;7;190.0;-52.0;?;101.0;661;?
-521.0;?;187.0;-52.0;23;98.0;659;9
?;17;179.0;-53.0;18;94.0;?;9
-515.0;14;176.0;-53.0;20;91.0;660;10
-514.0;15;169.0;-54.0;22;89.0;667;4
-514.0;9;165.0;-55.0;?;87.0;672;?
-514.0;2;161.0;-56.0;15;85.0;675;?
-514.0;?;157.0;-57.0;23;?;665;8
-512.0;14;158.0;-56.0;?;82.0;663;-1
-512.0;-26;155.0;-56.0;?;82.0;673;1
-514.0;?;156.0;-55.0;26;82.0;664;1
-515.0;-58;155.0;-55.0;28;82.0;656;2
-514.0;-5;155.0;?;21;?;669;-4
?;?;?;-53.0;19;?;678;?
-509.0;-11;156.0;-51.0;23;?;675;1
?;21;157.0;-50.0;20;85.0;677;4
-506.0;?;158.0;?;17;86.0;?;3
-502.0;?;161.0;-47.0;17;88.0;672;?
-502.0;?;160.0;?;?;89.0;679;-8
-502.0;26;165.0;-44.0;18;?;675;?
-500.0;-37;165.0;-43.0;12;93.0;?;?
-502.0;2;?;-42.0;10;94.0;?;?
-502.0;16;167.0;?;-13;94.0;712;-31
-503.0;-29;163.0;-41.0;-45;95.0;721;-138
-503.0;16;165.0;-41.0;?;?;617;-237
-502.0;?;165.0;-41.0;90;94.0;559;-581
?;-2682;166.0;-42.0;141;94.0;?;-353
-504.0;-2090;165.0;?;251;94.0;235;246
-505.0;?;163.0;-42.0;158;94.0;368;119
?;424;162.0;-41.0;-60;95.0;676;?
-509.0;1116;166.0;-39.0;-147;98.0;653;60
-511.0;755;169.0;-38.0;-27;102.0;746;117
?;1088;175.0;-37.0;145;107.0;559;-70
-519.0;941;181.0;-35.0;?;?;?;86
-523.0;589;?;-34.0;-109;118.0;1120;944
-533.0;573;199.0;-31.0;-172;124.0;262;?
-539.0;191;208.0;-28.0;?;129.0;211;-2
-546.0;?;?;-26.0;44;134.0;808;200
-551.0;?;221.0;-22.0;27;139.0;591;50
-560.0;61;226.0;-19.0;9;?;674;98
-565.0;?;227.0;-19.0;9;148.0;688;?
-568.0;9;236.0;?;11;152.0;641;43
?;-45;240.0;-22.0;?;154.0;695;38
?;23;242.0;-22.0;12;157.0;654;24
-574.0;-15;249.0;-20.0;14;162.0;670;?
-577.0;5;255.0;-20.0;23;?;661;35
-580.0;11;259.0;-20.0;27;?;654;?
-581.0;-11;267.0;-22.0;16;176.0;660;40
?;7;273.0;?;?;?;?;38
-582.0;-6;279.0;?;?;184.0;666;?
-583.0;-28;282.0;-20.0;17;?;658;18
?;-46;?;-19.0;?;194.0;?;25
-592.0;-46;?;-18.0;13;199.0;?;15
-598.0;?;309.0;?;58;?;?;?
-603.0;?;314.0;-19.0;?;?;?;10
-608.0;-19;316.0;?;-10;?;701;?
-611.0;28;?;-24.0;29;212.0;651;15
-611.0;6;327.0;-27.0;16;?;668;10
-613.0;8;330.0;-30.0;11;216.0;?;17
?;18;?;?;23;218.0;?;19
-616.0;-14;333.0;-39.0;21;216.0;664;14
-616.0;-7;326.0;-46.0;?;212.0;659;14
?;17;325.0;?;20;208.0;662;5
-608.0;25;318.0;-56.0;18;203.0;665;14
-603.0;28;309.0;?;18;?;666;18
-596.0;7;307.0;?;18;195.0;?;6
-592.0;?;300.0;-67.0;19;189.0;663;11
?;-16;291.0;-69.0;19;183.0;665;17
-577.0;-15;284.0;-71.0;19;177.0;663;9
-572.0;-15;273.0;-72.0;19;171.0;?;9
-562.0;-19;264.0;-75.0;20;163.0;663;9
?;-1;252.0;-76.0;19;156.0;666;4
-548.0;-3;242.0;-76.0;10;149.0;?;-1
?;-34;234.0;-77.0;10;142.0;670;?
?;-33;227.0;-78.0;?;135.0;669;7
-520.0;18;?;-79.0;18;129.0;664;?
-515.0;53;204.0;-81.0;23;122.0;659;-1
-506.0;?;?;-84.0;19;115.0;663;-1
-502.0;23;186.0;?;17;?;663;1
-495.0;56;175.0;-90.0;24;100.0;659;6
-489.0;24;?;-93.0;20;93.0;664;8
-484.0;23;156.0;-95.0;20;?;664;8
?;28;146.0;?;21;81.0;663;8
-470.0;27;142.0;-98.0;19;77.0;663;6
?;40;134.0;?;21;73.0;663;3
-461.0;31;128.0;-100.0;19;?;?;5
-458.0;15;127.0;-99.0;15;?;664;4
-459.0;14;127.0;-98.0;15;68.0;664;4
-458.0;19;?;-95.0;?;?;661;?
-462.0;?;129.0;-92.0;?;71.0;670;2
?;?;131.0;-87.0;?;?;?;?
-470.0;?;?;-83.0;19;77.0;661;5
-473.0;-26;141.0;-78.0;20;81.0;660;-6
-477.0;-25;146.0;?;?;85.0;660;?
-485.0;-28;151.0;-68.0;?;90.0;658;-1
-491.0;-16;158.0;-64.0;?;95.0;663;-3
?;?;164.0;-60.0;19;99.0;667;-4
-504.0;-6;170.0;-58.0;?;103.0;665;0
-512.0;?;176.0;-55.0;24;106.0;665;?
-518.0;-13;179.0;-52.0;17;?;669;-1
-525.0;-10;184.0;-51.0;16;?;666;?
-531.0;25;?;-50.0;21;?;659;-3
?;?;190.0;-48.0;25;114.0;?;?
-541.0;-27;?;-48.0;19;116.0;668;6
?;?;?;-47.0;14;117.0;?;-2
-549.0;-7;191.0;-46.0;20;117.0;660;3
-553.0;?;195.0;-45.0;20;118.0;659;0
-555.0;?;197.0;?;18;119.0;663;1
?;-6;197.0;-43.0;21;119.0;?;7
-555.0;-18;?;-42.0;23;119.0;658;?
?;-18;201.0;?;19;119.0;?;3
?;31;?;-45.0;?;?;666;-1
?;8;193.0;?;14;116.0;663;?
-541.0;-20;192.0;-51.0;16;113.0;?;-2
-534.0;?;186.0;-55.0;18;109.0;661;?
-528.0;-17;179.0;-59.0;19;105.0;660;0
-520.0;-7;178.0;-62.0;13;103.0;667;1
?;-6;172.0;-65.0;18;99.0;663;1
?;-27;166.0;-67.0;24;?;659;0
-501.0;6;?;?;19;95.0;663;?
-499.0;6;163.0;-68.0;21;95.0;663;4
?;?;163.0;-66.0;18;97.0;?;?
?;1;167.0;?;10;100.0;669;6
-496.0;8;169.0;?;15;103.0;668;0
-501.0;-6;174.0;-55.0;19;107.0;663;1
-504.0;?;185.0;-51.0;?;?;660;-6
-507.0;10;190.0;-47.0;20;?;662;-12
-513.0;63;197.0;?;14;121.0;?;4
?;-33;205.0;-40.0;15;127.0;659;?
-526.0;?;?;-35.0;?;134.0;654;-15
?;20;225.0;-30.0;18;142.0;661;-16
-543.0;?;?;-25.0;17;151.0;662;1
-553.0;-21;250.0;-20.0;23;161.0;657;?
-565.0;-26;269.0;-16.0;22;173.0;?;8
-577.0;-38;288.0;?;17;186.0;664;6
-591.0;?;308.0;-7.0;12;201.0;672;-16
?;-43;329.0;-4.0;?;216.0;664;2
-625.0;-54;354.0;?;?;?;656;11
-644.0;-34;372.0;?;?;243.0;663;?
-657.0;?;391.0;1.0;18;256.0;662;12
-670.0;-63;415.0;2.0;22;268.0;661;?
?;-22;429.0;3.0;18;279.0;664;?
-690.0;-25;440.0;?;?;287.0;662;2
-694.0;-36;457.0;5.0;17;294.0;666;1
?;-38;466.0;5.0;17;302.0;672;-8
-700.0;?;472.0;4.0;17;?;672;-8
-700.0;-5;477.0;3.0;12;?;673;-1
-700.0;-29;?;1.0;18;309.0;668;-5
?;-16;?;0.0;23;307.0;660;-6
-696.0;?;475.0;-2.0;16;?;670;11
?;?;460.0;-2.0;15;?;674;8
-688.0;13;456.0;-2.0;20;295.0;664;-8
-682.0;?;455.0;0.0;18;292.0;672;5
-675.0;?;450.0;3.0;15;290.0;?;5
-668.0;50;445.0;4.0;20;289.0;?;1
?;33;445.0;6.0;?;?;666;?
?;?;?;9.0;16;?;?;-2
-667.0;12;438.0;11.0;?;280.0;662;-1
-665.0;?;434.0;14.0;13;277.0;660;?
-662.0;-14;427.0;?;19;?;658;0
-662.0;-22;419.0;19.0;23;270.0;657;5
?;2;414.0;23.0;18;266.0;658;?
-654.0;4;410.0;26.0;17;?;658;1
?;-13;403.0;31.0;18;259.0;658;?
-655.0;-24;401.0;35.0;21;?;658;-4
-653.0;-26;394.0;38.0;24;253.0;657;-1
-653.0;-25;391.0;40.0;22;249.0;?;-3
?;?;383.0;43.0;24;246.0;657;-2
-649.0;-25;?;46.0;?;243.0;658;-3
?;-17;371.0;49.0;15;242.0;665;-7
-645.0;?;?;51.0;14;242.0;666;-7
-647.0;?;371.0;53.0;?;241.0;665;-8
-648.0;?;371.0;53.0;16;?;665;?
?;7;?;53.0;21;240.0;?;5
-650.0;5;367.0;53.0;20;239.0;664;?
-650.0;5;365.0;?;20;238.0;663;?
-648.0;6;?;54.0;21;?;663;4
-647.0;4;?;55.0;20;238.0;?;4
-647.0;6;365.0;56.0;?;?;663;4
?;5;368.0;?;20;240.0;?;4
-648.0;5;367.0;56.0;20;?;664;?
-647.0;6;369.0;56.0;20;?;?;4
-647.0;3;370.0;56.0;20;243.0;?;4
-646.0;9;370.0;?;21;?;663;5
-646.0;-4;372.0;56.0;20;243.0;662;2
-646.0;?;371.0;?;?;244.0;?;-2
?;-26;371.0;56.0;18;244.0;660;-1
-645.0;-24;371.0;?;?;?;?;-1
-643.0;-26;372.0;55.0;18;243.0;659;-1
-644.0;-25;371.0;?;18;243.0;659;-1
-644.0;-26;?;56.0;18;?;659;-1
?;-25;372.0;56.0;18;244.0;660;-1
-644.0;-25;?;56.0;18;244.0;660;?
?;-25;374.0;56.0;18;245.0;?;-1
-647.0;?;375.0;56.0;?;245.0;659;-1
-647.0;?;375.0;?;18;?;?;-1
?;-25;375.0;?;18;246.0;659;-1
-648.0;-25;377.0;57.0;?;246.0;660;-1
?;-25;?;57.0;?;?;660;-1
-649.0;-25;?;58.0;18;?;659;-1
-648.0;?;?;?;18;245.0;659;-1
?;-25;373.0;58.0;18;?;659;?
-644.0;-26;376.0;58.0;?;243.0;659;-1
-643.0;?;372.0;?;18;243.0;660;-1
-643.0;?;374.0;?;18;242.0;660;-1
-643.0;-26;373.0;60.0;18;242.0;659;?
-641.0;?;?;61.0;18;241.0;659;-2
-641.0;-33;?;62.0;19;241.0;659;0
-642.0;?;374.0;63.0;18;241.0;660;-3
-641.0;-7;376.0;64.0;15;?;660;-11
-641.0;-9;374.0;65.0;15;242.0;660;-11
-647.0;10;?;66.0;17;242.0;658;?
-645.0;-32;377.0;66.0;12;?;663;?
-647.0;31;379.0;67.0;20;243.0;653;-14
-649.0;?;376.0;66.0;11;242.0;666;?
-649.0;?;378.0;66.0;17;241.0;?;-12
-652.0;41;377.0;65.0;?;239.0;?;-15
?;-241;374.0;65.0;-3;238.0;?;8
-649.0;1335;?;?;63;236.0;649;-77
-649.0;?;373.0;65.0;29;?;850;-106
-651.0;2199;367.0;64.0;106;233.0;612;?
-652.0;-216;369.0;65.0;248;?;132;-231
-653.0;-132;370.0;66.0;?;233.0;518;-129
-652.0;210;374.0;68.0;-22;236.0;719;?
?;88;379.0;72.0;49;240.0;610;-90
-658.0;157;389.0;76.0;2;244.0;?;-60
-662.0;-10;396.0;80.0;21;?;?;-47
-668.0;16;405.0;?;19;255.0;656;-48
-670.0;87;411.0;87.0;?;260.0;656;-48
-672.0;3;420.0;91.0;23;?;?;-32
-674.0;?;434.0;97.0;15;271.0;668;-26
?;5;?;103.0;18;?;660;-30
-680.0;-10;?;107.0;18;285.0;663;-22
-684.0;-15;470.0;111.0;20;293.0;660;-25
-689.0;?;484.0;116.0;?;301.0;?;-32
-697.0;4;498.0;121.0;21;311.0;662;?
?;2;514.0;125.0;?;320.0;?;-9
-706.0;13;527.0;129.0;20;329.0;661;-11
-713.0;24;538.0;133.0;25;336.0;659;?
-716.0;15;553.0;137.0;21;342.0;661;?
?;49;?;?;14;347.0;664;-3
-724.0;?;571.0;146.0;19;352.0;660;-8
?;-87;585.0;327.0;41;413.0;618;-30
-697.0;-326;?;336.0;12;416.0;604;-154
-694.0;-288;580.0;344.0;-8;419.0;604;-173
-691.0;?;576.0;350.0;0;423.0;?;44
-687.0;-591;?;352.0;-67;429.0;721;83
-681.0;-365;575.0;?;-12;?;600;-44
-673.0;-1917;575.0;?;-386;440.0;?;380
-663.0;-5042;575.0;365.0;-1011;447.0;1927;828
-652.0;-2351;579.0;369.0;-259;454.0;1183;473
-641.0;?;581.0;376.0;661;461.0;315;115
?;3240;?;385.0;142;465.0;673;?
-625.0;?;579.0;396.0;?;?;663;86
-624.0;1797;575.0;404.0;?;466.0;376;?
-620.0;804;569.0;409.0;-35;?;660;73
-622.0;992;569.0;?;-50;462.0;?;?
?;1109;?;415.0;-27;459.0;618;66
-610.0;1741;?;417.0;-381;456.0;866;-25
-605.0;2572;564.0;?;-307;452.0;792;61
-601.0;?;?;417.0;-666;?;1289;-308
-595.0;1067;?;415.0;-457;444.0;1720;-788
-593.0;1303;564.0;412.0;?;?;1695;-691
?;-1000;557.0;369.0;-1398;406.0;2227;475
?;?;557.0;367.0;?;?;2053;229
?;-2230;552.0;?;479;406.0;?;329
-564.0;-2075;551.0;365.0;340;407.0;770;304
-566.0;-1206;?;369.0;684;?;389;124
-572.0;?;545.0;371.0;?;404.0;109;58
-581.0;1012;?;370.0;?;398.0;464;53
-592.0;462;536.0;371.0;?;393.0;157;51
-596.0;830;529.0;?;540;390.0;416;?
?;870;526.0;?;-340;386.0;1042;23
-598.0;467;521.0;375.0;-507;381.0;1046;6
?;2810;?;377.0;?;376.0;1319;70
?;3241;?;381.0;?;372.0;1819;77
-595.0;2544;511.0;388.0;-513;369.0;2391;232
-592.0;2313;509.0;397.0;?;369.0;?;99
-591.0;-344;512.0;407.0;-3;375.0;582;-466
-590.0;-807;514.0;417.0;?;?;380;-544
?;-284;521.0;425.0;4;400.0;593;-462
-578.0;-690;522.0;430.0;13;?;433;-524
-571.0;-437;?;435.0;?;425.0;532;-485
-563.0;-545;526.0;439.0;10;?;490;?
-560.0;-539;528.0;445.0;10;450.0;492;-501
?;-499;526.0;451.0;9;460.0;508;-493
-553.0;-548;524.0;456.0;11;470.0;487;-506
-552.0;-511;525.0;460.0;10;479.0;?;-491
?;-536;526.0;463.0;10;486.0;493;-506
?;-522;521.0;466.0;?;490.0;498;-496
-543.0;?;517.0;470.0;11;?;499;-493
?;-543;517.0;?;?;497.0;492;-520
-539.0;-490;513.0;477.0;15;500.0;507;-458
-537.0;-581;513.0;479.0;1;503.0;481;-565
-535.0;-427;510.0;481.0;26;?;?;-382
-533.0;-5;506.0;484.0;98;506.0;648;?
-529.0;2;507.0;486.0;100;?;650;?
-532.0;?;506.0;488.0;?;506.0;648;?
-535.0;17;503.0;489.0;77;506.0;673;109
?;-67;?;?;?;506.0;675;63
-538.0;-42;502.0;494.0;?;?;681;94
-538.0;-4;498.0;496.0;65;505.0;673;83
?;21;498.0;498.0;50;504.0;680;78
-540.0;31;?;499.0;46;?;?;85
?;19;502.0;?;49;503.0;681;77
-544.0;32;?;502.0;47;501.0;684;84
?;18;507.0;505.0;48;500.0;681;?
-549.0;?;507.0;508.0;45;?;675;63
?;44;512.0;?;40;500.0;674;61
?;66;513.0;516.0;38;501.0;675;62
?;?;513.0;521.0;40;503.0;673;63
-550.0;66;516.0;527.0;37;505.0;?;60
-547.0;?;518.0;535.0;40;508.0;?;64
-542.0;?;517.0;542.0;45;512.0;665;67
-534.0;-50;516.0;551.0;27;517.0;673;45
?;-42;?;561.0;?;523.0;?;38
?;-63;511.0;572.0;27;531.0;670;39
-492.0;-125;509.0;584.0;35;541.0;?;?
-472.0;-115;503.0;596.0;16;552.0;665;?
-449.0;-94;495.0;609.0;0;562.0;675;?
?;-132;485.0;621.0;6;?;677;2
-395.0;-52;476.0;633.0;?;?;664;?
?;-328;463.0;644.0;41;594.0;655;8
?;?;454.0;654.0;-33;606.0;682;31
-305.0;-118;444.0;?;?;616.0;678;36
389.0;18;-261.0;774.0;12;498.0;682;?
392.0;-15;-261.0;774.0;?;499.0;668;3
391.0;-4;-261.0;773.0;?;500.0;664;0
?;-21;-260.0;773.0;24;?;669;-5
394.0;-15;-260.0;?;22;503.0;668;-1
395.0;-10;-262.0;771.0;17;506.0;674;-6
395.0;-24;-261.0;771.0;13;?;676;-5
397.0;-6;-260.0;770.0;19;512.0;668;0
400.0;-17;-262.0;768.0;18;?;?;-3
?;16;-259.0;766.0;?;520.0;670;?
404.0;29;-260.0;?;19;524.0;669;1
409.0;-16;-264.0;762.0;18;529.0;669;-3
410.0;-2;-265.0;?;18;532.0;665;-3
?;6;-268.0;?;25;535.0;665;-8
414.0;?;-271.0;759.0;?;538.0;668;?
414.0;?;-270.0;758.0;20;?;664;-1
?;?;-270.0;757.0;22;?;660;-1
416.0;3;-270.0;756.0;22;550.0;662;0
417.0;-5;?;755.0;24;554.0;664;-3
?;12;-269.0;?;23;557.0;664;-6
425.0;23;-270.0;752.0;25;559.0;?;?
427.0;-12;-269.0;751.0;19;561.0;667;0
429.0;-22;-271.0;749.0;21;562.0;668;0
434.0;-3;-273.0;748.0;27;563.0;?;-4
435.0;-16;-273.0;747.0;20;563.0;664;6
438.0;-18;?;747.0;16;562.0;669;7
439.0;-10;?;747.0;?;561.0;672;0
?;?;-278.0;747.0;14;560.0;669;?
437.0;-9;-279.0;748.0;19;558.0;671;-5
434.0;31;-282.0;749.0;21;557.0;672;-2
433.0;25;-280.0;749.0;16;557.0;664;7
?;3079;-191.0;-747.0;59;-606.0;?;?
406.0;5140;-197.0;-750.0;?;-599.0;3001;-633
406.0;6477;-198.0;-754.0;?;-590.0;3082;-902
403.0;5000;-205.0;-758.0;1080;-581.0;2551;?
401.0;2336;-211.0;-762.0;731;-569.0;?;3396
399.0;516;?;-767.0;?;-555.0;1139;247
392.0;-99;-228.0;?;226;-541.0;349;-609
390.0;-40;-241.0;-773.0;-114;?;965;461
386.0;22;-251.0;?;114;-510.0;526;-198
379.0;-11;-261.0;-777.0;?;-493.0;775;118
373.0;-5;-267.0;-780.0;40;-474.0;672;0
362.0;-19;-271.0;-786.0;50;?;645;-27
?;-36;-273.0;-792.0;25;?;704;59
?;-7;-274.0;-798.0;47;-412.0;651;-21
?;-18;-274.0;-805.0;32;-391.0;690;37
320.0;-10;-273.0;-811.0;34;-372.0;674;18
310.0;25;-272.0;?;27;-356.0;681;?
297.0;-7;-274.0;?;25;?;681;?
290.0;-21;-277.0;-817.0;23;?;682;21
?;-17;-279.0;-816.0;21;-327.0;691;27
278.0;?;-283.0;-814.0;24;?;678;13
273.0;-1;-291.0;?;26;-313.0;668;9
274.0;55;-294.0;-809.0;27;-308.0;677;16
275.0;18;-301.0;?;29;-304.0;669;?
276.0;1;-303.0;-807.0;27;-302.0;?;26
284.0;62;-311.0;?;?;-302.0;681;29
?;440;-359.0;-323.0;94;-195.0;224;-580
110.0;-121;-358.0;?;183;-196.0;548;?
113.0;616;-356.0;-321.0;-189;-197.0;874;63
117.0;485;-355.0;-319.0;74;-196.0;809;124
122.0;?;-356.0;?;317;-194.0;746;9
120.0;358;-351.0;-312.0;64;-189.0;833;-384
?;-1598;-338.0;-306.0;1101;-181.0;1334;1140
115.0;-918;-330.0;-300.0;1100;-172.0;606;732
104.0;412;-315.0;-296.0;-648;-163.0;480;-492
90.0;-371;-302.0;?;?;-153.0;?;694
76.0;-189;-288.0;?;207;-144.0;624;280
-460.0;?;129.0;-17.0;?;?;720;-101
?;224;154.0;?;2;146.0;708;-77
-517.0;34;181.0;3.0;4;?;670;24
-548.0;78;199.0;10.0;24;176.0;697;-7
-576.0;-74;217.0;12.0;5;186.0;?;25
-590.0;?;?;24.0;-109;161.0;888;?
-586.0;743;229.0;19.0;7;156.0;725;-395
-583.0;-1132;222.0;14.0;201;150.0;458;-227
?;-1444;216.0;?;328;?;416;52
-575.0;-1088;?;11.0;375;140.0;484;233
-572.0;-1167;?;11.0;413;137.0;489;305
?;-1034;203.0;10.0;?;134.0;497;253
-574.0;-1163;199.0;10.0;416;134.0;487;298
?;-1096;?;10.0;391;133.0;493;275
-579.0;-199;204.0;10.0;56;134.0;?;46
-583.0;186;202.0;9.0;-17;135.0;657;84
-587.0;80;205.0;7.0;56;136.0;662;?
-586.0;175;206.0;5.0;13;136.0;?;134
-618.0;16;?;-24.0;23;200.0;666;6
?;?;327.0;-26.0;20;199.0;?;4
-613.0;15;322.0;-27.0;21;198.0;667;5
-607.0;24;322.0;-28.0;22;196.0;664;?
?;26;317.0;-29.0;22;194.0;663;1
-600.0;25;315.0;?;21;192.0;663;2
-595.0;?;312.0;-30.0;23;189.0;663;2
?;25;?;-30.0;21;187.0;664;?
-588.0;25;304.0;?;13;184.0;?;0
?;26;298.0;-29.0;12;181.0;666;0
-581.0;25;?;-28.0;13;178.0;665;0
-579.0;26;287.0;-26.0;12;175.0;666;0
-674.0;-99;561.0;?;12;?;477;252
-674.0;140;568.0;?;116;385.0;703;86
-677.0;-140;573.0;343.0;-42;389.0;654;106
-685.0;2;580.0;?;40;397.0;672;129
-688.0;?;584.0;356.0;23;408.0;687;111
-682.0;3;590.0;?;2;419.0;676;114
?;?;592.0;?;27;428.0;696;95
-654.0;-45;594.0;?;-6;?;710;83
-643.0;-33;591.0;384.0;19;?;694;87
-640.0;?;593.0;390.0;?;442.0;?;86
?;74;592.0;397.0;25;?;676;70
-637.0;80;593.0;400.0;?;?;?;?
-634.0;134;?;402.0;16;?;674;97
-629.0;-7;?;?;?;448.0;593;?
-621.0;?;584.0;404.0;-1;447.0;676;?
-615.0;-485;585.0;404.0;128;444.0;527;230
-607.0;-1425;581.0;?;253;442.0;476;403
-601.0;?;577.0;412.0;?;?;?;771
