InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;Accelerometer LWR accY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit RLA Quaternion4;Accelerometer LUA_ accY
380.0;-611.0;261.0;125.0;45.0;?;-387.0;-813.0;563.0
381.0;-611.0;309.0;92.0;37.0;814.0;-461.0;-813.0;554.0
?;?;322.0;247.0;-151.0;813.0;-446.0;-812.0;591.0
386.0;?;243.0;321.0;-106.0;812.0;-444.0;-810.0;603.0
?;-609.0;211.0;183.0;-196.0;811.0;-462.0;-809.0;548.0
391.0;?;193.0;182.0;-25.0;?;-539.0;-807.0;?
393.0;-607.0;?;229.0;-122.0;811.0;-418.0;-805.0;544.0
395.0;?;98.0;?;26.0;812.0;?;-803.0;466.0
393.0;-606.0;179.0;161.0;-64.0;812.0;-418.0;?;?
392.0;-606.0;200.0;57.0;20.0;?;-436.0;?;460.0
389.0;-605.0;?;?;?;812.0;-444.0;-803.0;506.0
?;-606.0;187.0;43.0;?;812.0;-451.0;-805.0;487.0
387.0;-607.0;?;?;366.0;811.0;-464.0;-811.0;?
380.0;-609.0;307.0;-56.0;885.0;812.0;-595.0;?;?
370.0;-612.0;464.0;162.0;802.0;813.0;-499.0;-820.0;565.0
363.0;-614.0;546.0;247.0;413.0;?;-459.0;-824.0;620.0
358.0;-614.0;595.0;368.0;172.0;808.0;-245.0;-828.0;792.0
354.0;-615.0;634.0;254.0;245.0;?;-536.0;-833.0;761.0
?;-615.0;615.0;?;191.0;804.0;-546.0;-835.0;787.0
342.0;-617.0;628.0;446.0;?;801.0;-470.0;-838.0;?
329.0;-556.0;760.0;?;-160.0;626.0;?;?;838.0
?;-552.0;814.0;?;-439.0;?;?;-928.0;841.0
349.0;?;844.0;-504.0;-588.0;628.0;?;?;903.0
?;?;?;-548.0;-742.0;634.0;71.0;-920.0;928.0
385.0;?;845.0;?;?;641.0;90.0;-919.0;902.0
391.0;-549.0;857.0;-646.0;60.0;648.0;99.0;-915.0;?
390.0;-551.0;856.0;-674.0;119.0;656.0;100.0;-911.0;925.0
393.0;-554.0;868.0;-576.0;-315.0;665.0;?;-907.0;938.0
401.0;-558.0;850.0;-456.0;-688.0;672.0;?;-903.0;943.0
409.0;-561.0;877.0;-290.0;-463.0;676.0;167.0;-899.0;948.0
413.0;-563.0;914.0;-193.0;?;678.0;175.0;-894.0;984.0
417.0;-565.0;913.0;-152.0;-155.0;?;?;-887.0;982.0
?;-566.0;917.0;-211.0;-290.0;679.0;193.0;-879.0;988.0
430.0;-567.0;918.0;-368.0;-291.0;?;169.0;-866.0;?
437.0;-568.0;887.0;-424.0;-520.0;677.0;148.0;?;?
449.0;-568.0;851.0;-342.0;-929.0;675.0;145.0;-829.0;953.0
?;-567.0;806.0;-204.0;-866.0;671.0;156.0;-814.0;932.0
480.0;?;781.0;-79.0;?;666.0;159.0;-806.0;872.0
498.0;-562.0;?;-56.0;-1136.0;661.0;158.0;-806.0;859.0
?;?;?;-178.0;-663.0;655.0;?;-812.0;863.0
523.0;-554.0;776.0;-427.0;-300.0;?;142.0;-817.0;846.0
527.0;-549.0;796.0;?;48.0;650.0;145.0;-818.0;846.0
533.0;?;?;?;30.0;?;149.0;-814.0;853.0
540.0;-538.0;?;-465.0;-182.0;647.0;146.0;-810.0;874.0
547.0;-534.0;857.0;-377.0;?;645.0;138.0;-806.0;904.0
551.0;-530.0;858.0;-264.0;35.0;643.0;133.0;?;937.0
551.0;-527.0;858.0;-274.0;-105.0;640.0;?;-803.0;?
552.0;-524.0;?;-279.0;?;638.0;118.0;-803.0;952.0
553.0;-522.0;865.0;-179.0;-99.0;637.0;?;-803.0;?
?;-522.0;847.0;-105.0;-7.0;637.0;?;-799.0;?
553.0;-523.0;865.0;?;-235.0;636.0;100.0;-797.0;934.0
554.0;?;880.0;-90.0;-191.0;637.0;103.0;-795.0;932.0
557.0;-526.0;?;-85.0;-66.0;639.0;110.0;?;952.0
559.0;-527.0;880.0;-79.0;41.0;641.0;120.0;-787.0;951.0
?;-529.0;?;-19.0;-40.0;?;128.0;-784.0;952.0
567.0;-532.0;883.0;15.0;168.0;647.0;138.0;-782.0;937.0
569.0;-534.0;?;-46.0;317.0;650.0;143.0;-779.0;?
572.0;-536.0;877.0;13.0;?;653.0;?;-776.0;947.0
576.0;-537.0;?;54.0;266.0;?;151.0;-771.0;935.0
?;-538.0;847.0;95.0;261.0;657.0;142.0;-768.0;917.0
584.0;-539.0;858.0;67.0;234.0;659.0;142.0;-767.0;912.0
?;-540.0;?;56.0;237.0;?;144.0;-765.0;918.0
588.0;?;?;95.0;?;660.0;147.0;-762.0;931.0
589.0;?;866.0;137.0;102.0;660.0;148.0;-761.0;?
?;-540.0;872.0;82.0;128.0;?;141.0;-759.0;941.0
589.0;-540.0;870.0;88.0;97.0;658.0;131.0;-756.0;935.0
590.0;-539.0;?;93.0;?;657.0;124.0;-752.0;924.0
?;-539.0;873.0;90.0;99.0;655.0;117.0;-748.0;932.0
590.0;?;850.0;114.0;105.0;654.0;106.0;?;952.0
?;-537.0;844.0;?;136.0;654.0;106.0;-737.0;?
591.0;-536.0;842.0;77.0;136.0;653.0;106.0;-732.0;914.0
590.0;-536.0;851.0;49.0;163.0;653.0;?;-728.0;915.0
589.0;-536.0;851.0;?;252.0;653.0;116.0;-722.0;926.0
589.0;?;868.0;-16.0;?;654.0;118.0;-715.0;934.0
590.0;-536.0;851.0;?;101.0;?;122.0;-713.0;?
?;?;856.0;17.0;37.0;654.0;129.0;-713.0;925.0
589.0;?;858.0;-30.0;-5.0;655.0;128.0;-713.0;?
589.0;-538.0;840.0;-50.0;?;?;129.0;-712.0;?
588.0;?;830.0;-72.0;-83.0;656.0;124.0;-711.0;919.0
587.0;-540.0;828.0;-102.0;-204.0;?;120.0;-708.0;898.0
585.0;-542.0;823.0;?;-259.0;658.0;115.0;-705.0;900.0
583.0;-544.0;860.0;-186.0;-273.0;658.0;106.0;-702.0;926.0
581.0;-545.0;875.0;-176.0;-260.0;660.0;111.0;-697.0;960.0
?;?;870.0;-174.0;-213.0;661.0;107.0;?;944.0
576.0;-548.0;896.0;-204.0;?;663.0;99.0;-685.0;943.0
574.0;-550.0;883.0;-192.0;-226.0;?;97.0;-678.0;953.0
?;?;877.0;?;-348.0;665.0;95.0;-673.0;970.0
576.0;-555.0;864.0;?;?;666.0;92.0;-669.0;961.0
?;-557.0;851.0;?;-369.0;667.0;95.0;-666.0;956.0
581.0;-559.0;?;?;-274.0;667.0;102.0;-666.0;927.0
582.0;-562.0;854.0;-78.0;-235.0;?;103.0;?;938.0
583.0;-563.0;?;-53.0;-420.0;667.0;103.0;?;942.0
584.0;-565.0;?;-59.0;-517.0;?;113.0;?;943.0
?;-566.0;868.0;-27.0;-554.0;668.0;111.0;-673.0;937.0
586.0;-567.0;865.0;?;-446.0;669.0;109.0;-673.0;933.0
586.0;-567.0;851.0;-81.0;-569.0;669.0;?;-670.0;956.0
588.0;-567.0;852.0;-55.0;?;?;106.0;?;914.0
591.0;-568.0;833.0;-18.0;?;670.0;104.0;-663.0;903.0
592.0;-568.0;863.0;-13.0;-181.0;671.0;?;-664.0;?
591.0;-569.0;858.0;-50.0;7.0;672.0;91.0;-665.0;931.0
590.0;-569.0;871.0;?;55.0;?;?;-666.0;952.0
589.0;?;865.0;-85.0;-18.0;?;100.0;?;942.0
?;-569.0;868.0;-74.0;-67.0;675.0;109.0;-667.0;930.0
588.0;-569.0;?;-70.0;-76.0;675.0;105.0;?;?
?;-569.0;892.0;-98.0;-87.0;675.0;97.0;-666.0;?
587.0;-569.0;?;?;-146.0;?;94.0;-665.0;974.0
?;?;?;?;-203.0;674.0;?;-663.0;966.0
589.0;-569.0;?;-21.0;-280.0;?;95.0;-661.0;?
?;-569.0;858.0;?;-404.0;672.0;?;?;?
593.0;?;849.0;-26.0;-509.0;671.0;?;-653.0;947.0
?;-568.0;847.0;-52.0;-582.0;670.0;95.0;-651.0;938.0
600.0;-568.0;829.0;-74.0;-457.0;669.0;95.0;?;929.0
603.0;?;?;-76.0;?;668.0;98.0;-645.0;893.0
607.0;-567.0;?;-138.0;-533.0;668.0;96.0;-644.0;892.0
610.0;?;828.0;?;-387.0;?;97.0;-642.0;?
?;?;?;?;-285.0;?;92.0;?;?
?;-567.0;903.0;?;?;?;?;?;943.0
610.0;?;895.0;-240.0;?;670.0;83.0;-643.0;?
608.0;-567.0;879.0;-198.0;15.0;671.0;?;?;?
607.0;-567.0;861.0;-147.0;-10.0;672.0;77.0;?;?
?;?;828.0;-83.0;-183.0;672.0;68.0;-631.0;957.0
613.0;?;853.0;-64.0;-235.0;?;?;-628.0;937.0
617.0;?;851.0;-86.0;?;671.0;81.0;?;935.0
620.0;?;?;-54.0;?;?;95.0;-626.0;?
?;?;858.0;-94.0;170.0;670.0;98.0;-628.0;919.0
622.0;-570.0;859.0;-128.0;-40.0;670.0;?;-630.0;?
623.0;-569.0;879.0;-122.0;-230.0;671.0;93.0;-630.0;?
?;-569.0;883.0;-58.0;-291.0;671.0;90.0;?;952.0
?;-568.0;864.0;?;16.0;671.0;87.0;-627.0;?
619.0;?;?;-125.0;2.0;?;77.0;-624.0;?
618.0;-569.0;850.0;-123.0;?;672.0;81.0;?;961.0
619.0;-569.0;860.0;-94.0;-97.0;672.0;79.0;?;944.0
622.0;-569.0;854.0;?;-201.0;?;79.0;-610.0;?
625.0;-569.0;869.0;?;-101.0;672.0;85.0;-609.0;913.0
?;?;874.0;4.0;72.0;?;89.0;-610.0;916.0
?;-570.0;858.0;-42.0;151.0;672.0;91.0;-612.0;935.0
627.0;-569.0;865.0;-60.0;73.0;672.0;89.0;-615.0;929.0
627.0;-569.0;869.0;-114.0;-42.0;672.0;92.0;-617.0;943.0
626.0;-569.0;859.0;-61.0;-121.0;?;87.0;-617.0;960.0
624.0;-570.0;858.0;-38.0;22.0;673.0;76.0;-616.0;?
623.0;-570.0;868.0;-14.0;-146.0;?;74.0;-613.0;965.0
622.0;-570.0;867.0;-104.0;-175.0;673.0;71.0;-608.0;953.0
623.0;-571.0;857.0;-98.0;-325.0;674.0;?;-601.0;948.0
627.0;-571.0;835.0;-12.0;-253.0;674.0;74.0;-597.0;921.0
629.0;?;852.0;8.0;-80.0;674.0;90.0;-595.0;911.0
?;-572.0;871.0;-15.0;101.0;674.0;89.0;-598.0;923.0
?;-572.0;866.0;-55.0;271.0;673.0;?;-601.0;939.0
629.0;-572.0;879.0;-66.0;106.0;673.0;93.0;-605.0;970.0
629.0;-571.0;851.0;-85.0;?;673.0;88.0;-608.0;962.0
?;-571.0;860.0;-78.0;110.0;?;?;-610.0;?
625.0;-571.0;860.0;-82.0;22.0;673.0;?;-609.0;?
624.0;?;882.0;-65.0;-150.0;?;81.0;?;?
623.0;-572.0;?;-45.0;-236.0;672.0;?;-601.0;950.0
625.0;?;878.0;?;-226.0;672.0;60.0;-596.0;967.0
?;?;869.0;-21.0;?;673.0;?;-593.0;933.0
631.0;-573.0;?;-19.0;?;673.0;53.0;-594.0;?
?;-574.0;858.0;14.0;?;?;86.0;-596.0;936.0
632.0;-574.0;830.0;29.0;?;673.0;89.0;-600.0;?
633.0;?;852.0;-15.0;150.0;673.0;96.0;-604.0;?
633.0;-575.0;857.0;-4.0;28.0;674.0;?;-609.0;939.0
?;?;?;?;56.0;673.0;?;-612.0;922.0
628.0;?;872.0;-157.0;154.0;672.0;107.0;-612.0;?
625.0;-577.0;856.0;-202.0;-9.0;?;?;-611.0;926.0
622.0;?;855.0;-220.0;-6.0;671.0;103.0;-608.0;923.0
621.0;-579.0;838.0;?;-61.0;669.0;?;-602.0;924.0
?;-580.0;827.0;-200.0;-239.0;?;86.0;-597.0;922.0
?;-581.0;835.0;-252.0;-369.0;667.0;74.0;-593.0;891.0
629.0;-582.0;799.0;-264.0;-291.0;668.0;71.0;-593.0;888.0
630.0;-583.0;824.0;-230.0;49.0;669.0;?;-595.0;895.0
630.0;-584.0;838.0;-237.0;232.0;670.0;83.0;-598.0;?
629.0;-585.0;848.0;-242.0;-22.0;?;79.0;-598.0;896.0
?;-585.0;849.0;-244.0;-226.0;672.0;?;?;914.0
630.0;-585.0;849.0;-270.0;?;673.0;94.0;-596.0;921.0
628.0;-585.0;859.0;-240.0;-181.0;673.0;99.0;-593.0;?
627.0;?;852.0;-226.0;-288.0;673.0;95.0;-587.0;929.0
628.0;-585.0;835.0;-190.0;-334.0;672.0;?;-581.0;926.0
631.0;-586.0;?;-91.0;?;671.0;91.0;?;?
634.0;-585.0;?;-71.0;74.0;670.0;86.0;-578.0;903.0
635.0;-584.0;860.0;-28.0;212.0;669.0;90.0;-581.0;923.0
636.0;-584.0;?;?;259.0;667.0;91.0;-585.0;906.0
636.0;-583.0;879.0;?;239.0;?;89.0;-588.0;943.0
635.0;-583.0;886.0;-1.0;?;665.0;87.0;-590.0;950.0
632.0;?;839.0;14.0;204.0;?;76.0;?;931.0
?;-582.0;820.0;28.0;63.0;666.0;75.0;-591.0;909.0
629.0;-582.0;?;67.0;-14.0;667.0;?;?;892.0
628.0;-583.0;884.0;?;175.0;668.0;63.0;?;903.0
626.0;-584.0;886.0;191.0;479.0;?;64.0;-598.0;?
?;?;878.0;113.0;450.0;672.0;72.0;-601.0;?
620.0;-587.0;858.0;19.0;?;674.0;72.0;?;?
?;-588.0;877.0;11.0;?;677.0;81.0;-610.0;959.0
614.0;-590.0;878.0;45.0;378.0;680.0;75.0;-613.0;954.0
610.0;?;900.0;134.0;?;682.0;76.0;-616.0;958.0
608.0;-594.0;902.0;257.0;208.0;683.0;75.0;-618.0;?
?;-595.0;?;?;?;685.0;?;-621.0;981.0
605.0;-595.0;881.0;?;276.0;685.0;86.0;-624.0;964.0
?;-596.0;872.0;324.0;?;685.0;87.0;-627.0;962.0
601.0;-596.0;865.0;?;?;684.0;83.0;-629.0;?
600.0;-596.0;870.0;?;108.0;683.0;74.0;-630.0;942.0
600.0;-596.0;853.0;192.0;-122.0;681.0;64.0;-629.0;?
602.0;?;859.0;167.0;-336.0;?;63.0;?;944.0
603.0;-595.0;884.0;143.0;-206.0;681.0;57.0;?;925.0
602.0;?;878.0;103.0;192.0;?;53.0;?;?
600.0;-594.0;876.0;67.0;259.0;680.0;53.0;-633.0;951.0
599.0;-593.0;?;100.0;211.0;681.0;53.0;-635.0;940.0
599.0;-593.0;868.0;?;?;682.0;38.0;?;943.0
600.0;-593.0;?;-30.0;?;682.0;36.0;-633.0;945.0
602.0;-594.0;?;-7.0;-211.0;683.0;?;?;960.0
?;-594.0;858.0;-81.0;-13.0;?;56.0;-639.0;955.0
601.0;-595.0;871.0;-112.0;195.0;685.0;58.0;?;950.0
599.0;?;877.0;?;?;685.0;66.0;-643.0;953.0
598.0;-595.0;875.0;-117.0;-33.0;685.0;?;-640.0;?
600.0;-595.0;878.0;-126.0;-342.0;685.0;?;?;951.0
602.0;-595.0;874.0;?;?;?;66.0;-640.0;952.0
?;?;881.0;?;339.0;684.0;66.0;-645.0;951.0
?;-594.0;859.0;-82.0;232.0;683.0;61.0;-647.0;945.0
?;?;872.0;-74.0;15.0;683.0;57.0;-646.0;?
600.0;-594.0;876.0;-81.0;-201.0;?;53.0;-645.0;948.0
599.0;-594.0;?;?;66.0;682.0;47.0;-648.0;955.0
598.0;-594.0;840.0;-76.0;?;?;49.0;-650.0;941.0
598.0;-594.0;877.0;?;-4.0;682.0;43.0;-649.0;?
598.0;-594.0;869.0;-76.0;?;682.0;42.0;?;937.0
599.0;-594.0;896.0;-44.0;-32.0;682.0;42.0;-651.0;?
598.0;-594.0;875.0;-17.0;279.0;?;42.0;-653.0;?
597.0;-594.0;888.0;-21.0;116.0;683.0;47.0;-654.0;965.0
598.0;-595.0;869.0;-53.0;?;683.0;49.0;-654.0;?
?;-595.0;871.0;-31.0;-1.0;?;54.0;-657.0;951.0
598.0;-596.0;857.0;?;190.0;?;57.0;-661.0;935.0
596.0;-596.0;851.0;0.0;286.0;684.0;44.0;-664.0;?
596.0;-597.0;?;-3.0;-50.0;685.0;52.0;-661.0;933.0
599.0;?;?;?;-275.0;685.0;?;-658.0;933.0
601.0;-597.0;874.0;-29.0;?;685.0;?;-660.0;?
600.0;-597.0;872.0;-4.0;115.0;?;59.0;?;961.0
?;-597.0;856.0;-13.0;173.0;685.0;65.0;-663.0;965.0
597.0;-596.0;?;?;?;685.0;58.0;-664.0;947.0
597.0;?;841.0;?;49.0;?;62.0;-663.0;?
596.0;-596.0;877.0;-21.0;?;?;?;-659.0;?
600.0;-595.0;885.0;?;?;684.0;54.0;-656.0;922.0
603.0;?;876.0;-38.0;-177.0;683.0;49.0;-658.0;949.0
601.0;-595.0;852.0;-42.0;278.0;?;46.0;-660.0;933.0
?;-594.0;841.0;?;110.0;?;44.0;-660.0;932.0
?;?;851.0;-43.0;?;683.0;?;-662.0;?
599.0;-595.0;861.0;-56.0;32.0;?;?;-661.0;?
600.0;-595.0;?;-62.0;?;?;44.0;-657.0;?
?;-596.0;878.0;-85.0;-194.0;?;?;-657.0;?
603.0;-596.0;867.0;-74.0;127.0;685.0;51.0;-660.0;952.0
?;?;852.0;-68.0;?;?;?;-662.0;?
601.0;-596.0;868.0;?;132.0;686.0;57.0;-664.0;916.0
?;-597.0;858.0;-59.0;173.0;686.0;?;-664.0;944.0
598.0;?;860.0;11.0;-88.0;?;68.0;-659.0;929.0
604.0;-596.0;?;?;-435.0;686.0;59.0;-657.0;952.0
606.0;?;866.0;-3.0;14.0;685.0;55.0;-662.0;940.0
603.0;-596.0;858.0;24.0;?;685.0;51.0;-665.0;942.0
?;-596.0;857.0;51.0;124.0;685.0;?;-667.0;946.0
602.0;-596.0;849.0;119.0;106.0;684.0;56.0;-669.0;?
600.0;-596.0;860.0;127.0;205.0;684.0;?;-669.0;947.0
600.0;?;884.0;148.0;188.0;684.0;39.0;?;921.0
603.0;-595.0;888.0;?;-34.0;683.0;47.0;-669.0;931.0
604.0;-595.0;867.0;282.0;153.0;684.0;?;-676.0;?
602.0;-595.0;876.0;345.0;528.0;684.0;44.0;-680.0;943.0
600.0;-594.0;863.0;?;399.0;684.0;63.0;?;960.0
?;-594.0;885.0;438.0;509.0;684.0;68.0;-689.0;971.0
597.0;-593.0;?;?;696.0;?;73.0;?;?
?;-593.0;955.0;408.0;875.0;683.0;70.0;?;?
592.0;-594.0;937.0;?;1032.0;?;65.0;-706.0;1029.0
588.0;-595.0;923.0;360.0;1144.0;684.0;70.0;-706.0;1009.0
?;-595.0;940.0;496.0;1238.0;683.0;62.0;-702.0;974.0
576.0;-596.0;942.0;546.0;1151.0;681.0;?;-697.0;989.0
570.0;-596.0;952.0;603.0;1096.0;679.0;67.0;-693.0;1003.0
?;-596.0;939.0;649.0;928.0;677.0;55.0;-694.0;1019.0
561.0;-595.0;902.0;655.0;765.0;676.0;57.0;-699.0;1024.0
559.0;-594.0;892.0;663.0;585.0;674.0;?;-706.0;977.0
559.0;-592.0;?;637.0;412.0;672.0;41.0;-711.0;941.0
?;?;810.0;595.0;311.0;670.0;37.0;-713.0;?
561.0;?;804.0;552.0;?;667.0;?;-715.0;871.0
564.0;-583.0;795.0;398.0;-32.0;665.0;?;?;849.0
567.0;-579.0;829.0;319.0;-36.0;664.0;43.0;-718.0;865.0
?;-575.0;845.0;112.0;?;664.0;45.0;?;886.0
573.0;?;849.0;-47.0;-247.0;665.0;47.0;-725.0;916.0
575.0;-567.0;852.0;-189.0;-224.0;667.0;50.0;-729.0;?
578.0;-565.0;873.0;-222.0;-300.0;?;57.0;-732.0;945.0
583.0;?;892.0;-219.0;-220.0;668.0;65.0;-734.0;?
?;-563.0;906.0;-153.0;-90.0;667.0;78.0;-737.0;954.0
587.0;-562.0;878.0;-79.0;35.0;?;95.0;-738.0;?
586.0;-561.0;876.0;-44.0;175.0;662.0;100.0;-738.0;948.0
585.0;-560.0;?;51.0;58.0;658.0;119.0;-740.0;951.0
584.0;-559.0;821.0;32.0;24.0;?;124.0;-745.0;923.0
583.0;?;?;73.0;157.0;650.0;120.0;-748.0;912.0
578.0;-558.0;848.0;118.0;280.0;646.0;126.0;-750.0;908.0
?;-556.0;854.0;178.0;244.0;?;?;-754.0;908.0
?;-554.0;871.0;222.0;?;641.0;?;-759.0;930.0
564.0;-552.0;888.0;270.0;297.0;640.0;99.0;-765.0;948.0
?;-550.0;905.0;336.0;?;639.0;95.0;-773.0;971.0
552.0;-549.0;888.0;389.0;?;639.0;?;-783.0;933.0
?;-548.0;918.0;428.0;228.0;?;?;-792.0;935.0
540.0;?;912.0;?;443.0;640.0;67.0;?;965.0
537.0;-550.0;889.0;?;248.0;642.0;59.0;-809.0;991.0
?;-552.0;870.0;256.0;278.0;645.0;49.0;?;956.0
?;?;868.0;198.0;359.0;648.0;42.0;-827.0;938.0
524.0;-559.0;877.0;?;?;653.0;?;-830.0;966.0
524.0;-563.0;906.0;?;?;?;40.0;?;958.0
?;-567.0;927.0;85.0;-602.0;?;?;-827.0;972.0
531.0;?;966.0;54.0;-369.0;666.0;52.0;-822.0;1014.0
?;-576.0;1006.0;19.0;-297.0;668.0;53.0;-815.0;1035.0
?;?;981.0;107.0;?;?;67.0;-807.0;1055.0
549.0;-584.0;848.0;190.0;?;670.0;80.0;-803.0;1067.0
550.0;-587.0;857.0;127.0;547.0;669.0;78.0;-799.0;?
549.0;-589.0;849.0;?;619.0;668.0;59.0;-793.0;915.0
550.0;-591.0;836.0;40.0;96.0;667.0;48.0;-789.0;924.0
552.0;-592.0;887.0;-35.0;-289.0;666.0;28.0;-787.0;895.0
554.0;-592.0;950.0;?;-237.0;665.0;?;-789.0;968.0
553.0;-592.0;1018.0;100.0;-1.0;?;45.0;-793.0;1042.0
547.0;-589.0;1140.0;259.0;?;656.0;49.0;-792.0;1042.0
544.0;?;?;180.0;?;649.0;40.0;?;1010.0
543.0;-583.0;968.0;?;224.0;644.0;?;-782.0;970.0
544.0;?;923.0;-228.0;-68.0;642.0;?;-779.0;1226.0
544.0;?;?;-277.0;-155.0;643.0;-26.0;-777.0;?
544.0;-577.0;653.0;-17.0;-315.0;643.0;-18.0;-780.0;856.0
545.0;-570.0;688.0;670.0;-274.0;635.0;-11.0;?;729.0
544.0;-554.0;770.0;1624.0;?;615.0;13.0;-793.0;782.0
542.0;-528.0;814.0;2998.0;-98.0;568.0;-231.0;-798.0;1038.0
536.0;-489.0;760.0;4444.0;?;514.0;-64.0;-797.0;1048.0
530.0;-457.0;754.0;2963.0;112.0;497.0;-142.0;?;963.0
524.0;-441.0;750.0;1679.0;-18.0;?;?;-802.0;889.0
517.0;-428.0;638.0;?;-1.0;497.0;164.0;-806.0;928.0
509.0;?;?;-675.0;169.0;?;391.0;-810.0;?
495.0;-431.0;515.0;?;?;516.0;60.0;-813.0;803.0
476.0;-433.0;444.0;-812.0;725.0;?;-81.0;-812.0;800.0
458.0;-434.0;505.0;?;?;537.0;-49.0;-809.0;781.0
438.0;-432.0;594.0;?;?;?;158.0;-807.0;618.0
420.0;-430.0;694.0;-135.0;39.0;545.0;136.0;-803.0;740.0
?;-427.0;784.0;-226.0;297.0;?;?;-796.0;921.0
374.0;?;?;-323.0;387.0;?;?;-786.0;978.0
?;-432.0;764.0;-241.0;431.0;?;32.0;-773.0;1011.0
328.0;-439.0;716.0;-455.0;274.0;551.0;-115.0;-760.0;989.0
?;-450.0;721.0;?;382.0;544.0;-88.0;-750.0;954.0
289.0;?;743.0;96.0;418.0;541.0;28.0;-738.0;938.0
270.0;-463.0;740.0;339.0;?;535.0;?;-726.0;?
?;?;720.0;277.0;584.0;?;?;-713.0;?
233.0;-469.0;699.0;?;671.0;520.0;95.0;?;926.0
216.0;?;712.0;482.0;?;513.0;110.0;-690.0;906.0
199.0;-466.0;710.0;437.0;518.0;506.0;98.0;?;886.0
186.0;-465.0;717.0;386.0;297.0;499.0;91.0;-670.0;886.0
174.0;-464.0;?;268.0;367.0;495.0;58.0;-658.0;875.0
163.0;-462.0;?;268.0;354.0;491.0;72.0;-645.0;887.0
153.0;-460.0;689.0;290.0;350.0;488.0;102.0;-632.0;?
142.0;-459.0;707.0;169.0;300.0;486.0;108.0;-621.0;876.0
?;-458.0;?;?;378.0;484.0;104.0;-609.0;896.0
119.0;-457.0;790.0;64.0;330.0;?;?;-597.0;?
?;?;?;-14.0;251.0;482.0;112.0;-585.0;957.0
99.0;-458.0;774.0;-34.0;280.0;?;?;-574.0;928.0
92.0;?;765.0;-44.0;322.0;482.0;112.0;-563.0;?
86.0;-460.0;?;-113.0;?;483.0;96.0;-552.0;920.0
83.0;-462.0;766.0;-83.0;298.0;485.0;121.0;-541.0;938.0
79.0;-464.0;750.0;-45.0;399.0;485.0;134.0;-530.0;?
75.0;-464.0;745.0;19.0;447.0;484.0;134.0;?;925.0
72.0;-464.0;747.0;34.0;?;?;127.0;-510.0;?
68.0;-464.0;738.0;24.0;476.0;?;?;-501.0;914.0
?;?;748.0;26.0;?;481.0;95.0;?;894.0
61.0;?;738.0;-30.0;459.0;481.0;102.0;-483.0;?
58.0;-463.0;735.0;-110.0;481.0;?;95.0;?;901.0
55.0;?;754.0;-129.0;469.0;?;89.0;-468.0;901.0
51.0;-464.0;738.0;-141.0;394.0;483.0;107.0;-462.0;925.0
?;-465.0;746.0;?;353.0;484.0;117.0;-458.0;?
?;-466.0;754.0;-185.0;?;?;?;-453.0;901.0
44.0;-467.0;748.0;-147.0;?;486.0;117.0;-450.0;898.0
42.0;-468.0;753.0;-139.0;229.0;486.0;117.0;-447.0;931.0
42.0;-469.0;736.0;?;?;487.0;113.0;-445.0;914.0
40.0;-469.0;749.0;-112.0;26.0;?;116.0;-444.0;903.0
41.0;-470.0;740.0;-108.0;60.0;488.0;114.0;-443.0;892.0
?;-471.0;739.0;-153.0;?;488.0;115.0;-443.0;883.0
42.0;-472.0;?;-112.0;42.0;?;120.0;-443.0;903.0
42.0;-473.0;?;-134.0;?;?;115.0;-441.0;905.0
43.0;?;?;-111.0;77.0;490.0;118.0;-441.0;?
44.0;-473.0;?;-68.0;49.0;491.0;124.0;-440.0;905.0
?;?;728.0;?;77.0;491.0;?;-440.0;905.0
45.0;-473.0;?;?;?;491.0;115.0;-441.0;903.0
?;-473.0;738.0;-53.0;78.0;490.0;110.0;-440.0;893.0
45.0;-473.0;?;-49.0;81.0;490.0;119.0;-440.0;894.0
?;-474.0;737.0;-77.0;87.0;491.0;119.0;-441.0;881.0
?;?;738.0;-49.0;102.0;491.0;?;-441.0;898.0
43.0;?;757.0;-49.0;104.0;492.0;128.0;-441.0;916.0
?;-474.0;?;?;73.0;492.0;124.0;-442.0;912.0
41.0;-475.0;738.0;-48.0;?;492.0;135.0;-443.0;913.0
40.0;-475.0;732.0;-13.0;90.0;492.0;124.0;-444.0;915.0
38.0;-475.0;746.0;?;?;492.0;122.0;-444.0;?
?;-475.0;754.0;2.0;28.0;?;125.0;?;?
35.0;-475.0;755.0;?;79.0;492.0;127.0;-445.0;893.0
33.0;-475.0;724.0;0.0;135.0;492.0;125.0;?;905.0
?;?;741.0;-23.0;?;492.0;?;-445.0;?
30.0;?;745.0;?;?;492.0;127.0;-445.0;?
?;-475.0;753.0;-23.0;78.0;492.0;115.0;-446.0;906.0
26.0;-475.0;757.0;-35.0;16.0;?;113.0;-446.0;?
24.0;-475.0;738.0;?;18.0;492.0;120.0;-447.0;?
23.0;-476.0;737.0;-49.0;30.0;492.0;118.0;?;912.0
22.0;-476.0;?;-42.0;70.0;493.0;?;-449.0;892.0
22.0;-476.0;757.0;-19.0;64.0;493.0;?;-449.0;893.0
