InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
?;-175;?;-276.0;-243.0;?;483.0;-444.0;564.0
447.0;-175;-7.0;-265.0;-255.0;-449.0;477.0;-444.0;606.0
466.0;-175;-26.0;-250.0;-267.0;?;467.0;-442.0;644.0
461.0;-175;?;-233.0;-277.0;-457.0;455.0;-441.0;668.0
?;-175;-58.0;?;-285.0;-461.0;443.0;-441.0;680.0
?;-175;?;?;-293.0;-466.0;431.0;?;685.0
458.0;-175;-84.0;-190.0;-301.0;-468.0;?;-442.0;682.0
?;-175;-94.0;?;-308.0;-470.0;?;-444.0;671.0
470.0;-175;-102.0;-169.0;-314.0;-470.0;397.0;-446.0;660.0
?;-175;-110.0;-161.0;-318.0;?;?;-449.0;652.0
486.0;-175;?;-153.0;-322.0;-470.0;376.0;-452.0;643.0
458.0;-175;-130.0;-149.0;?;-469.0;368.0;-454.0;635.0
420.0;-175;-143.0;?;?;?;?;-456.0;628.0
704.0;-175;-142.0;?;-327.0;-459.0;359.0;?;626.0
485.0;-175;-144.0;-142.0;-327.0;-462.0;356.0;-468.0;630.0
507.0;-175;-146.0;-146.0;-326.0;-458.0;354.0;-467.0;633.0
570.0;-175;-147.0;?;?;-450.0;354.0;-465.0;635.0
594.0;-174;-148.0;-153.0;-322.0;-443.0;355.0;-463.0;640.0
589.0;?;-150.0;-157.0;?;-438.0;356.0;-462.0;647.0
597.0;?;-151.0;-161.0;-317.0;?;358.0;-462.0;654.0
492.0;-174;?;-165.0;-314.0;-428.0;360.0;?;?
465.0;-174;-158.0;-168.0;-311.0;-428.0;?;-462.0;664.0
511.0;-174;-162.0;-171.0;-308.0;-426.0;362.0;-465.0;668.0
?;-174;-169.0;-171.0;?;-426.0;361.0;-471.0;671.0
410.0;-174;-179.0;-169.0;?;-434.0;357.0;-482.0;676.0
488.0;?;?;-163.0;-305.0;-443.0;?;-496.0;?
?;-174;-198.0;-152.0;-306.0;-459.0;341.0;-512.0;683.0
170.0;-174;?;-136.0;-305.0;-466.0;?;-522.0;685.0
345.0;?;-172.0;-123.0;-303.0;-446.0;309.0;-521.0;?
424.0;-172;-151.0;?;-298.0;-418.0;289.0;-518.0;682.0
485.0;?;?;-100.0;-290.0;-397.0;272.0;-521.0;678.0
484.0;-171;-126.0;-90.0;-281.0;?;260.0;-525.0;677.0
572.0;-173;?;-84.0;?;-375.0;250.0;-530.0;674.0
535.0;?;?;-77.0;?;?;?;-535.0;678.0
525.0;-164;-128.0;-67.0;-252.0;-358.0;226.0;-541.0;677.0
?;-186;-136.0;-54.0;-241.0;-348.0;210.0;-548.0;671.0
530.0;-152;?;-38.0;-231.0;-339.0;?;-555.0;663.0
516.0;-192;-151.0;-21.0;-220.0;-330.0;172.0;-563.0;651.0
517.0;-172;-158.0;?;-209.0;-321.0;153.0;?;639.0
?;128;?;11.0;-198.0;?;134.0;-580.0;623.0
460.0;?;-171.0;26.0;-187.0;-309.0;116.0;-591.0;608.0
454.0;154;-177.0;41.0;-177.0;-305.0;95.0;?;585.0
?;?;-181.0;51.0;-166.0;-301.0;76.0;-614.0;556.0
436.0;167;-181.0;53.0;?;-296.0;57.0;-626.0;523.0
?;169;?;50.0;-131.0;-289.0;42.0;-641.0;?
440.0;167;-178.0;44.0;-115.0;-293.0;30.0;?;458.0
?;185;-171.0;39.0;?;-308.0;23.0;-673.0;439.0
593.0;146;-155.0;38.0;-95.0;-323.0;?;-672.0;428.0
649.0;219;-126.0;42.0;-86.0;-327.0;?;-662.0;434.0
654.0;131;-84.0;52.0;-73.0;?;21.0;?;?
683.0;-171;-40.0;55.0;?;-301.0;20.0;-636.0;443.0
?;-181;?;51.0;-42.0;-288.0;32.0;-622.0;464.0
630.0;-216;28.0;40.0;?;?;43.0;-607.0;488.0
575.0;-15;53.0;?;-12.0;-275.0;57.0;-593.0;500.0
575.0;210;73.0;20.0;0.0;-268.0;67.0;-579.0;?
552.0;184;?;14.0;9.0;?;?;-569.0;511.0
528.0;187;103.0;?;15.0;-252.0;?;-559.0;507.0
515.0;-108;113.0;0.0;19.0;?;89.0;-551.0;504.0
480.0;-208;?;-6.0;?;-241.0;95.0;-544.0;505.0
521.0;-190;132.0;-9.0;20.0;-238.0;92.0;-535.0;?
496.0;-115;143.0;-8.0;18.0;-236.0;93.0;-526.0;499.0
466.0;?;156.0;-9.0;?;-237.0;93.0;-514.0;?
?;192;171.0;?;?;-238.0;93.0;-497.0;?
590.0;151;192.0;?;?;-238.0;97.0;-477.0;494.0
589.0;?;216.0;-22.0;?;-240.0;102.0;-457.0;502.0
583.0;146;239.0;-30.0;-5.0;-245.0;105.0;-433.0;501.0
622.0;212;263.0;-38.0;?;?;107.0;-407.0;?
595.0;157;287.0;-44.0;?;-258.0;?;-382.0;493.0
567.0;?;?;-49.0;-31.0;-262.0;100.0;-355.0;481.0
596.0;-208;334.0;-50.0;-42.0;-263.0;96.0;?;467.0
?;-157;354.0;-55.0;-53.0;-263.0;93.0;?;450.0
?;-191;367.0;-60.0;-64.0;-268.0;88.0;?;428.0
644.0;?;378.0;?;-76.0;-273.0;82.0;-273.0;?
537.0;-180;385.0;-67.0;?;-279.0;?;-263.0;?
?;-181;?;-67.0;-99.0;-285.0;71.0;-257.0;366.0
581.0;-176;400.0;-67.0;-110.0;-287.0;66.0;-253.0;346.0
584.0;-181;407.0;-66.0;-121.0;-292.0;59.0;-253.0;325.0
581.0;-178;412.0;-64.0;-129.0;-302.0;52.0;-257.0;305.0
628.0;?;416.0;-60.0;?;-311.0;?;-262.0;288.0
729.0;-179;417.0;?;-144.0;-325.0;36.0;-273.0;?
666.0;-179;408.0;-49.0;-151.0;-347.0;?;?;255.0
?;-179;400.0;-40.0;-157.0;-378.0;18.0;-294.0;241.0
439.0;-179;?;-34.0;-163.0;?;10.0;?;?
540.0;-178;399.0;-26.0;-169.0;-420.0;?;?;?
531.0;?;404.0;?;-175.0;-432.0;?;-308.0;213.0
544.0;-179;409.0;-6.0;-181.0;-445.0;?;-309.0;208.0
598.0;-178;413.0;4.0;?;-457.0;-26.0;-312.0;205.0
482.0;-178;419.0;13.0;-191.0;-467.0;-33.0;?;204.0
502.0;-178;428.0;?;-194.0;-471.0;?;?;216.0
488.0;-178;440.0;?;-198.0;-477.0;-34.0;-312.0;228.0
452.0;-178;?;15.0;-203.0;-483.0;-33.0;-310.0;248.0
457.0;-178;464.0;13.0;?;-490.0;-34.0;-306.0;269.0
444.0;?;?;16.0;?;?;-27.0;-303.0;304.0
431.0;-178;485.0;16.0;-220.0;-496.0;-5.0;-300.0;343.0
408.0;-179;495.0;10.0;-225.0;-499.0;24.0;?;389.0
?;-179;505.0;?;?;-500.0;?;-300.0;440.0
384.0;-179;515.0;-13.0;-232.0;-501.0;89.0;-299.0;492.0
377.0;?;524.0;-24.0;-233.0;-503.0;124.0;?;?
395.0;-179;533.0;?;-233.0;-503.0;151.0;-296.0;568.0
429.0;-179;?;-43.0;-231.0;?;?;-294.0;574.0
423.0;-179;556.0;?;-227.0;-497.0;179.0;-290.0;571.0
?;?;569.0;?;-223.0;-495.0;178.0;-286.0;557.0
479.0;-179;581.0;-70.0;-219.0;-492.0;177.0;-280.0;533.0
499.0;-179;?;-74.0;?;-488.0;194.0;?;545.0
495.0;-179;607.0;-80.0;?;?;215.0;-268.0;571.0
506.0;-179;621.0;?;-207.0;?;234.0;?;596.0
471.0;-179;635.0;-89.0;-203.0;-476.0;242.0;-252.0;611.0
?;-179;?;-88.0;-200.0;-470.0;242.0;-244.0;624.0
543.0;-179;?;-84.0;-198.0;?;?;-236.0;626.0
?;-179;673.0;-81.0;-195.0;?;234.0;-229.0;618.0
518.0;-179;684.0;-80.0;-193.0;-454.0;230.0;-222.0;620.0
561.0;-179;693.0;-79.0;-192.0;-448.0;228.0;-215.0;621.0
?;-179;700.0;-80.0;-192.0;-443.0;226.0;-208.0;627.0
557.0;-179;707.0;-80.0;-192.0;-439.0;224.0;-202.0;627.0
569.0;?;?;-82.0;-192.0;-434.0;222.0;-196.0;?
587.0;?;?;?;-193.0;-429.0;220.0;-191.0;625.0
?;-179;?;-86.0;-194.0;-425.0;?;?;622.0
?;-179;724.0;-88.0;-195.0;-422.0;?;?;621.0
627.0;-179;727.0;-88.0;-196.0;-417.0;218.0;?;620.0
594.0;-179;730.0;-88.0;-198.0;?;219.0;-174.0;618.0
606.0;-179;734.0;-88.0;-199.0;-409.0;?;-170.0;618.0
606.0;-179;737.0;-86.0;-199.0;-405.0;217.0;-167.0;616.0
?;-179;?;?;-201.0;-402.0;?;?;616.0
?;-179;742.0;-82.0;-202.0;?;?;-161.0;?
?;-179;745.0;?;?;-397.0;211.0;-159.0;613.0
?;-179;?;-76.0;-204.0;-396.0;208.0;-157.0;612.0
?;?;748.0;?;?;?;206.0;-155.0;612.0
636.0;-179;?;-70.0;-206.0;-394.0;204.0;-154.0;608.0
643.0;?;750.0;-68.0;-207.0;-394.0;?;-153.0;?
650.0;-179;750.0;-67.0;-208.0;-393.0;?;-153.0;605.0
?;?;751.0;-65.0;-208.0;?;200.0;-153.0;?
660.0;-179;751.0;-63.0;-208.0;-392.0;198.0;-154.0;600.0
675.0;-179;?;-62.0;-209.0;-391.0;196.0;-154.0;598.0
679.0;?;752.0;-61.0;-209.0;-390.0;196.0;-153.0;?
663.0;-179;753.0;-61.0;-209.0;-389.0;196.0;-153.0;593.0
666.0;-179;753.0;?;-209.0;-388.0;?;-153.0;?
652.0;-179;754.0;-62.0;-209.0;-388.0;?;?;593.0
?;-179;753.0;-63.0;-209.0;-388.0;?;-153.0;593.0
649.0;?;?;-64.0;-209.0;-388.0;195.0;-154.0;593.0
650.0;?;753.0;-64.0;-209.0;-388.0;195.0;-154.0;592.0
656.0;-179;754.0;-65.0;-208.0;-387.0;195.0;-154.0;595.0
662.0;?;754.0;-65.0;-209.0;-386.0;?;-155.0;595.0
?;-179;754.0;-66.0;-209.0;-387.0;195.0;-154.0;597.0
649.0;-179;753.0;?;-209.0;-387.0;195.0;-154.0;597.0
669.0;-179;753.0;-66.0;?;-386.0;195.0;-155.0;599.0
638.0;-179;?;-66.0;-209.0;-386.0;195.0;?;?
?;-179;753.0;-67.0;-209.0;-385.0;196.0;?;?
?;-179;?;-67.0;-209.0;-385.0;196.0;?;?
653.0;-179;753.0;?;-209.0;?;197.0;-155.0;598.0
647.0;-179;752.0;?;-209.0;-384.0;198.0;?;599.0
644.0;-179;?;?;-208.0;-384.0;?;-156.0;599.0
649.0;-179;?;-68.0;-209.0;-383.0;?;-157.0;?
627.0;?;751.0;-68.0;-208.0;?;198.0;-157.0;601.0
629.0;-179;751.0;-68.0;-208.0;-384.0;199.0;?;600.0
633.0;-179;751.0;-69.0;-208.0;-385.0;199.0;?;602.0
?;-179;?;-69.0;-208.0;-385.0;199.0;-158.0;604.0
654.0;?;752.0;-69.0;?;-384.0;199.0;-157.0;600.0
660.0;-179;752.0;-69.0;-208.0;-384.0;199.0;?;602.0
?;-179;753.0;-69.0;-209.0;?;198.0;?;601.0
?;-179;?;-69.0;-209.0;-384.0;?;?;602.0
?;-179;?;?;?;-383.0;198.0;-155.0;?
649.0;-179;754.0;-69.0;-209.0;-383.0;?;?;601.0
643.0;-179;753.0;-69.0;-209.0;-383.0;198.0;-155.0;601.0
631.0;-179;753.0;-70.0;-210.0;-383.0;198.0;-155.0;600.0
650.0;-179;?;-69.0;?;-383.0;?;-155.0;602.0
?;-179;753.0;-70.0;-210.0;?;198.0;-155.0;601.0
643.0;-179;753.0;-69.0;-210.0;-384.0;?;-155.0;599.0
627.0;?;753.0;?;-209.0;-384.0;?;-155.0;600.0
635.0;?;?;-69.0;-209.0;-385.0;?;-155.0;599.0
641.0;-179;753.0;-69.0;-210.0;-385.0;201.0;-155.0;?
656.0;-179;753.0;?;-210.0;-384.0;?;?;600.0
652.0;?;?;-70.0;-210.0;-384.0;?;-155.0;?
?;-179;753.0;-70.0;-210.0;?;201.0;-155.0;598.0
630.0;-179;753.0;-70.0;-210.0;-385.0;201.0;-155.0;600.0
632.0;-179;753.0;-69.0;-210.0;-385.0;201.0;-155.0;598.0
?;?;753.0;?;-209.0;-385.0;?;?;598.0
639.0;?;753.0;-69.0;-210.0;-385.0;?;-156.0;600.0
633.0;-179;753.0;-69.0;?;-386.0;200.0;-156.0;?
648.0;-179;753.0;-69.0;-210.0;-386.0;199.0;-156.0;?
646.0;-179;753.0;-69.0;-209.0;-386.0;?;-155.0;598.0
636.0;-179;753.0;-69.0;-209.0;-386.0;199.0;-155.0;598.0
629.0;-179;754.0;-69.0;?;-385.0;?;-155.0;598.0
662.0;?;?;-69.0;-209.0;-384.0;200.0;-154.0;599.0
649.0;-179;754.0;-69.0;-209.0;?;200.0;-154.0;601.0
?;-179;?;?;-209.0;-383.0;201.0;-153.0;?
628.0;-179;755.0;-70.0;-210.0;?;201.0;-153.0;601.0
?;-179;755.0;-70.0;?;-381.0;201.0;?;602.0
641.0;-179;755.0;-70.0;-210.0;-382.0;200.0;-152.0;?
636.0;-179;755.0;-69.0;-210.0;-381.0;199.0;-152.0;?
638.0;-179;756.0;-69.0;-210.0;-381.0;?;-152.0;600.0
641.0;?;756.0;-69.0;-210.0;-381.0;199.0;?;?
640.0;-179;?;-69.0;?;-381.0;199.0;?;599.0
?;-179;757.0;-69.0;-211.0;-381.0;?;?;?
633.0;-179;758.0;-69.0;?;-381.0;199.0;-149.0;599.0
?;-179;758.0;-69.0;-211.0;-380.0;199.0;-149.0;597.0
645.0;-179;?;?;?;-380.0;199.0;-149.0;597.0
637.0;-179;759.0;-69.0;-212.0;?;199.0;-149.0;596.0
639.0;-179;?;-69.0;-212.0;-380.0;?;?;595.0
625.0;-179;759.0;-69.0;-212.0;-381.0;198.0;?;592.0
629.0;-179;759.0;-68.0;?;-381.0;198.0;-149.0;594.0
633.0;-179;759.0;-68.0;?;?;?;-149.0;?
?;?;760.0;?;-212.0;-382.0;197.0;-149.0;592.0
624.0;-179;760.0;-68.0;-213.0;?;?;-148.0;?
621.0;-179;761.0;?;?;?;?;-146.0;590.0
621.0;-179;762.0;?;-217.0;-385.0;196.0;?;590.0
575.0;?;762.0;?;?;-388.0;195.0;-144.0;589.0
562.0;-181;?;?;-223.0;?;192.0;-144.0;586.0
621.0;-177;762.0;-61.0;?;-396.0;189.0;?;580.0
628.0;-180;763.0;-57.0;-228.0;-398.0;?;-141.0;574.0
626.0;?;763.0;-55.0;-229.0;-399.0;185.0;-139.0;571.0
?;-170;763.0;-54.0;-230.0;-402.0;185.0;-138.0;?
528.0;-194;?;-53.0;-232.0;-405.0;186.0;?;572.0
500.0;-157;?;-52.0;-233.0;?;186.0;?;571.0
503.0;-202;757.0;-51.0;-233.0;-417.0;185.0;-143.0;571.0
493.0;-171;752.0;-50.0;-233.0;-423.0;185.0;-149.0;568.0
497.0;136;744.0;-51.0;-232.0;-431.0;?;?;567.0
?;205;732.0;-54.0;-229.0;-442.0;186.0;-173.0;565.0
482.0;168;716.0;-60.0;-226.0;-457.0;?;-192.0;565.0
533.0;170;697.0;?;-222.0;-472.0;188.0;?;566.0
500.0;187;675.0;?;-219.0;-488.0;189.0;?;566.0
?;175;650.0;-66.0;-215.0;-502.0;190.0;?;568.0
478.0;?;621.0;-69.0;-211.0;-518.0;?;-293.0;569.0
?;-206;?;-74.0;-205.0;-532.0;196.0;-326.0;573.0
472.0;?;?;-79.0;-197.0;-549.0;?;-359.0;?
524.0;-175;512.0;-84.0;-187.0;-563.0;207.0;-390.0;584.0
546.0;-154;472.0;?;-175.0;-571.0;?;-419.0;?
555.0;-159;?;-100.0;-160.0;-576.0;224.0;?;594.0
?;-165;395.0;?;-144.0;-577.0;236.0;?;600.0
575.0;-161;?;?;-125.0;-576.0;251.0;-490.0;610.0
485.0;-169;322.0;-144.0;?;?;269.0;-511.0;623.0
?;?;289.0;-163.0;-90.0;-567.0;285.0;-529.0;636.0
544.0;-170;258.0;-179.0;-77.0;?;300.0;-544.0;649.0
512.0;-171;230.0;-190.0;-68.0;?;311.0;-557.0;663.0
527.0;-171;201.0;-197.0;-59.0;-531.0;317.0;-567.0;671.0
490.0;-170;172.0;-203.0;-53.0;?;320.0;-577.0;673.0
468.0;-171;?;-208.0;?;-501.0;?;-586.0;675.0
400.0;-171;117.0;-214.0;-47.0;-486.0;325.0;-594.0;678.0
?;?;91.0;-219.0;-47.0;-474.0;328.0;-600.0;680.0
413.0;-175;65.0;-225.0;-49.0;-466.0;331.0;-603.0;684.0
439.0;?;41.0;-230.0;?;-458.0;334.0;-603.0;686.0
421.0;?;?;-235.0;?;?;337.0;-603.0;?
?;-176;-4.0;-240.0;-58.0;-449.0;340.0;-602.0;688.0
?;-176;-23.0;-242.0;-64.0;?;342.0;-598.0;687.0
?;?;-41.0;-241.0;-70.0;?;?;-595.0;687.0
480.0;-176;-58.0;-239.0;-78.0;?;343.0;-589.0;686.0
?;?;-74.0;-235.0;-86.0;-451.0;?;-584.0;683.0
516.0;-176;-90.0;-229.0;-96.0;?;339.0;-577.0;678.0
?;-176;-106.0;-225.0;-104.0;?;337.0;-569.0;671.0
500.0;-176;-121.0;-223.0;-112.0;-461.0;338.0;-562.0;668.0
491.0;-176;-136.0;-221.0;?;-464.0;338.0;-553.0;?
502.0;-176;-148.0;-216.0;?;-467.0;?;?;665.0
502.0;-176;?;-210.0;?;-470.0;329.0;?;?
514.0;-176;?;-202.0;-150.0;-474.0;320.0;-531.0;652.0
529.0;-176;-186.0;-195.0;-161.0;-479.0;313.0;-524.0;644.0
518.0;-176;-197.0;-190.0;-171.0;?;307.0;-517.0;639.0
473.0;-176;-207.0;-187.0;-181.0;-491.0;303.0;-511.0;633.0
485.0;-176;-215.0;-185.0;-190.0;-492.0;301.0;-507.0;629.0
?;?;-221.0;?;-197.0;?;299.0;-501.0;627.0
?;-176;-226.0;-186.0;-205.0;-490.0;?;-498.0;624.0
428.0;-176;-232.0;-185.0;-213.0;-492.0;295.0;-496.0;622.0
?;-176;?;-183.0;-221.0;-496.0;293.0;?;620.0
?;-176;-241.0;-180.0;-229.0;-502.0;290.0;-497.0;617.0
386.0;-176;-245.0;-175.0;?;-504.0;284.0;?;613.0
390.0;-176;-252.0;-169.0;-241.0;?;279.0;?;609.0
405.0;-176;-260.0;-164.0;-245.0;-505.0;275.0;-493.0;609.0
502.0;?;-270.0;-162.0;-248.0;-505.0;273.0;?;608.0
522.0;-176;-269.0;-160.0;-250.0;-507.0;272.0;?;608.0
?;-176;-271.0;-157.0;-252.0;-515.0;269.0;?;606.0
?;-176;-272.0;-154.0;-253.0;?;?;-507.0;603.0
341.0;-176;-271.0;-154.0;-254.0;-519.0;265.0;?;?
339.0;-176;?;-154.0;-255.0;-519.0;266.0;-507.0;604.0
299.0;-176;?;-155.0;-255.0;?;?;-508.0;604.0
347.0;-176;?;-156.0;-254.0;?;?;-508.0;605.0
415.0;-176;-258.0;-158.0;-254.0;-513.0;?;?;605.0
?;-176;-256.0;-159.0;-253.0;-508.0;?;-503.0;606.0
417.0;?;-252.0;?;?;-503.0;269.0;-502.0;607.0
479.0;-176;-251.0;?;-248.0;?;269.0;?;609.0
434.0;-176;?;?;-246.0;?;269.0;-498.0;612.0
430.0;-176;-257.0;-167.0;-245.0;-488.0;269.0;-497.0;615.0
460.0;-176;?;-168.0;-244.0;-481.0;267.0;-496.0;616.0
374.0;-177;-270.0;-168.0;?;-477.0;?;-498.0;614.0
381.0;-175;-276.0;-166.0;?;?;261.0;-500.0;617.0
294.0;-178;-279.0;-164.0;-245.0;-461.0;?;?;?
?;-174;-279.0;-160.0;-245.0;?;?;-500.0;?
358.0;-178;-279.0;-156.0;-246.0;?;242.0;?;609.0
?;-178;-284.0;?;-247.0;-414.0;?;-495.0;607.0
?;-169;-290.0;-150.0;-247.0;-408.0;229.0;-496.0;603.0
?;-190;?;?;-246.0;?;222.0;-498.0;598.0
361.0;?;?;?;-246.0;-399.0;214.0;-498.0;590.0
430.0;-202;-285.0;-132.0;-248.0;?;204.0;-495.0;581.0
469.0;-154;-278.0;?;-250.0;-381.0;192.0;-488.0;567.0
454.0;144;?;-114.0;-252.0;-371.0;?;-480.0;551.0
?;204;-256.0;-106.0;-252.0;-359.0;174.0;-469.0;534.0
?;?;-238.0;-100.0;-252.0;-345.0;168.0;?;516.0
?;180;-206.0;-95.0;-252.0;-314.0;?;-422.0;?
?;163;-159.0;-90.0;-255.0;?;161.0;-391.0;?
476.0;168;-106.0;?;-260.0;-224.0;?;-363.0;462.0
613.0;162;-57.0;-77.0;-270.0;-190.0;152.0;-344.0;444.0
700.0;158;-15.0;?;-284.0;-170.0;143.0;-321.0;423.0
723.0;159;25.0;-37.0;-302.0;?;?;-294.0;398.0
646.0;163;62.0;?;-320.0;-138.0;98.0;-266.0;354.0
638.0;157;95.0;27.0;-335.0;-124.0;69.0;-241.0;309.0
587.0;169;123.0;52.0;-347.0;-111.0;44.0;-219.0;266.0
556.0;179;147.0;72.0;-358.0;?;28.0;-198.0;239.0
531.0;154;171.0;?;-370.0;-91.0;18.0;?;218.0
540.0;?;200.0;102.0;-383.0;-77.0;?;?;198.0
?;61;235.0;?;-396.0;-59.0;-7.0;-128.0;172.0
435.0;-206;268.0;?;-407.0;?;-26.0;-109.0;?
405.0;-174;294.0;136.0;-414.0;-27.0;?;-93.0;112.0
402.0;?;315.0;136.0;-417.0;-15.0;-48.0;-79.0;89.0
399.0;-183;329.0;133.0;?;-7.0;?;-69.0;80.0
375.0;?;339.0;130.0;-423.0;2.0;-51.0;-61.0;79.0
377.0;-167;?;?;-425.0;12.0;-54.0;-53.0;?
?;-154;356.0;131.0;-426.0;26.0;-62.0;-45.0;81.0
429.0;-158;365.0;135.0;-429.0;41.0;-72.0;-38.0;70.0
473.0;-168;374.0;139.0;-432.0;58.0;-83.0;-30.0;62.0
551.0;-170;385.0;146.0;?;?;?;?;53.0
589.0;?;394.0;154.0;-442.0;90.0;-105.0;-19.0;48.0
623.0;-173;404.0;164.0;?;104.0;?;-15.0;38.0
676.0;?;409.0;174.0;-450.0;115.0;-123.0;-11.0;28.0
672.0;-174;410.0;183.0;-455.0;122.0;-127.0;-7.0;16.0
655.0;-174;406.0;?;-462.0;127.0;-128.0;-4.0;9.0
585.0;-174;398.0;192.0;?;132.0;?;0.0;4.0
572.0;-174;386.0;199.0;-479.0;135.0;?;9.0;2.0
596.0;?;379.0;?;-481.0;142.0;?;23.0;-6.0
543.0;-174;388.0;197.0;?;147.0;-121.0;37.0;-22.0
407.0;-174;405.0;194.0;-477.0;?;-120.0;52.0;-20.0
407.0;-176;428.0;?;?;147.0;-129.0;71.0;-23.0
414.0;-170;453.0;215.0;-492.0;141.0;-151.0;90.0;-41.0
387.0;-180;?;234.0;-497.0;130.0;-189.0;107.0;-69.0
355.0;?;502.0;260.0;-497.0;?;-228.0;118.0;-105.0
341.0;-178;525.0;284.0;-498.0;103.0;-263.0;?;?
325.0;-178;543.0;296.0;-498.0;88.0;-284.0;132.0;-180.0
?;?;?;304.0;-500.0;74.0;-290.0;137.0;-199.0
267.0;-225;562.0;313.0;-502.0;?;-288.0;141.0;-215.0
260.0;-28;564.0;319.0;-505.0;62.0;-285.0;?;-238.0
281.0;?;563.0;325.0;-507.0;?;-281.0;144.0;-266.0
?;?;557.0;?;-509.0;76.0;-279.0;143.0;-298.0
353.0;?;547.0;333.0;-510.0;93.0;-277.0;141.0;-319.0
401.0;56;531.0;334.0;-508.0;115.0;?;136.0;-340.0
472.0;37;510.0;334.0;?;139.0;-272.0;123.0;?
435.0;?;?;333.0;-508.0;159.0;-267.0;?;-357.0
?;81;448.0;?;-504.0;179.0;-258.0;85.0;?
663.0;102;424.0;316.0;-501.0;194.0;-246.0;66.0;-331.0
590.0;144;409.0;298.0;-497.0;?;?;?;-285.0
?;140;405.0;273.0;-491.0;?;-209.0;27.0;?
539.0;217;405.0;?;-480.0;?;-186.0;9.0;-102.0
471.0;54;394.0;222.0;-468.0;148.0;-170.0;-17.0;27.0
345.0;-208;374.0;203.0;-459.0;110.0;-163.0;-42.0;141.0
276.0;-171;?;195.0;-450.0;69.0;-163.0;-59.0;250.0
274.0;-162;338.0;197.0;-440.0;?;-167.0;?;?
291.0;-179;329.0;?;-432.0;19.0;-180.0;-78.0;449.0
274.0;?;320.0;206.0;-424.0;10.0;-198.0;-82.0;516.0
317.0;-180;307.0;211.0;-418.0;5.0;-212.0;-83.0;561.0
415.0;-173;296.0;214.0;?;0.0;-220.0;-87.0;594.0
507.0;-176;287.0;217.0;-413.0;-2.0;-223.0;-94.0;615.0
653.0;?;278.0;220.0;-414.0;?;-220.0;?;631.0
?;-178;256.0;218.0;-415.0;?;-211.0;-106.0;637.0
738.0;-180;225.0;209.0;-417.0;?;-195.0;-112.0;640.0
685.0;?;200.0;196.0;-418.0;-25.0;-173.0;-120.0;643.0
687.0;-179;190.0;179.0;-419.0;-16.0;-144.0;?;?
660.0;?;186.0;?;-421.0;-4.0;-109.0;-124.0;627.0
508.0;-179;197.0;130.0;?;13.0;?;-121.0;605.0
463.0;-178;218.0;114.0;-420.0;34.0;-45.0;-110.0;579.0
502.0;-180;235.0;95.0;-422.0;50.0;?;-94.0;?
425.0;-176;246.0;86.0;-425.0;56.0;9.0;?;527.0
381.0;?;?;92.0;?;51.0;20.0;-84.0;486.0
?;-180;257.0;?;-430.0;37.0;17.0;?;415.0
252.0;-173;?;115.0;-433.0;25.0;?;-82.0;347.0
?;-189;281.0;130.0;-434.0;?;?;?;291.0
218.0;-158;298.0;146.0;-435.0;?;?;?;236.0
259.0;?;?;160.0;-436.0;21.0;-36.0;-53.0;197.0
267.0;-149;321.0;170.0;-436.0;26.0;-46.0;-45.0;160.0
254.0;?;323.0;177.0;?;28.0;-56.0;-42.0;139.0
274.0;212;321.0;185.0;-436.0;?;-66.0;-42.0;125.0
338.0;78;?;?;-434.0;?;?;-45.0;119.0
354.0;47;314.0;?;-433.0;32.0;-81.0;-53.0;118.0
399.0;72;307.0;?;-432.0;31.0;-85.0;-67.0;?
461.0;81;?;194.0;-431.0;32.0;-85.0;-80.0;?
556.0;97;284.0;187.0;-426.0;39.0;-83.0;?;158.0
609.0;137;276.0;173.0;-421.0;48.0;-77.0;-100.0;198.0
523.0;124;262.0;155.0;?;56.0;-61.0;-108.0;261.0
619.0;?;253.0;130.0;-414.0;66.0;-39.0;-107.0;349.0
561.0;104;243.0;?;-407.0;68.0;-17.0;-119.0;440.0
?;-186;222.0;84.0;-400.0;56.0;0.0;?;521.0
428.0;-185;204.0;77.0;-392.0;40.0;7.0;-148.0;583.0
375.0;-154;?;77.0;-384.0;28.0;6.0;-159.0;625.0
347.0;-187;188.0;?;?;?;-2.0;-166.0;648.0
350.0;-159;184.0;80.0;-369.0;16.0;-11.0;-173.0;659.0
349.0;-169;179.0;?;-362.0;13.0;-19.0;-179.0;667.0
383.0;-172;172.0;81.0;-357.0;8.0;?;?;661.0
440.0;-171;167.0;?;?;4.0;-28.0;-196.0;656.0
?;-175;?;79.0;-353.0;1.0;-28.0;?;646.0
?;?;156.0;78.0;-354.0;1.0;-21.0;-210.0;642.0
554.0;?;155.0;74.0;-359.0;6.0;?;-211.0;642.0
609.0;-177;?;70.0;?;16.0;7.0;-209.0;638.0
640.0;-177;?;?;-370.0;29.0;25.0;?;629.0
688.0;-176;167.0;58.0;?;41.0;41.0;-203.0;611.0
