InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
-39;809;981.0;161.0;28;-51;-832.0;?
-39;806;970.0;?;26;?;-850.0;169.0
?;805;955.0;173.0;25;?;-843.0;166.0
-39;807;?;169.0;27;?;-876.0;185.0
-41;804;942.0;126.0;?;-64;-874.0;181.0
-34;?;939.0;197.0;27;-26;-885.0;?
-23;808;?;?;26;8;?;?
-26;?;900.0;241.0;27;-23;-876.0;315.0
-29;804;854.0;171.0;28;-31;-867.0;317.0
-30;803;861.0;273.0;6;?;-856.0;318.0
-36;?;?;182.0;-10;-48;-860.0;355.0
-44;?;894.0;238.0;3;-13;-859.0;?
-54;806;879.0;?;5;?;-864.0;381.0
?;?;890.0;?;6;?;-846.0;?
-79;807;881.0;319.0;9;-20;-852.0;428.0
-85;?;906.0;313.0;?;-25;-846.0;488.0
?;804;873.0;?;31;-20;-820.0;?
-84;790;911.0;276.0;38;?;-811.0;?
-83;800;884.0;?;-12;-49;-816.0;?
-89;825;911.0;?;-14;-22;?;456.0
-91;808;943.0;?;-3;-6;-826.0;492.0
-88;798;946.0;254.0;-7;9;-807.0;494.0
-101;808;877.0;287.0;5;-33;?;?
-120;810;878.0;315.0;-1;-46;-785.0;407.0
?;804;870.0;277.0;?;?;-773.0;488.0
?;?;883.0;277.0;-16;-52;-783.0;513.0
-140;811;903.0;304.0;7;?;-768.0;505.0
-137;820;?;292.0;-12;-5;-786.0;404.0
-136;813;?;289.0;-27;-15;-800.0;371.0
-137;819;989.0;?;-20;-11;-806.0;?
?;814;980.0;359.0;-27;-10;?;457.0
-139;799;971.0;?;-70;8;-740.0;454.0
-137;806;993.0;392.0;-88;1;-740.0;473.0
-137;809;?;381.0;-36;3;-725.0;423.0
-137;812;920.0;360.0;-90;1;?;449.0
-138;805;918.0;361.0;-160;-53;?;471.0
-139;792;871.0;335.0;?;-85;-841.0;?
-140;798;878.0;390.0;-542;?;-831.0;?
-139;?;?;?;?;-211;-815.0;409.0
-140;804;?;?;-1136;?;-830.0;349.0
-142;742;861.0;400.0;-1834;-672;-813.0;358.0
?;795;852.0;429.0;?;-853;-836.0;432.0
-142;889;911.0;427.0;?;-716;-794.0;460.0
-142;752;958.0;440.0;-1930;-330;-769.0;463.0
-142;656;951.0;464.0;-384;102;?;466.0
?;?;931.0;513.0;?;-35;-732.0;456.0
-142;769;920.0;490.0;577;709;?;451.0
-145;767;877.0;494.0;?;1501;?;?
?;723;901.0;478.0;2063;?;-776.0;?
-145;828;943.0;?;2348;?;-790.0;507.0
-145;744;909.0;?;2581;-617;-836.0;445.0
-146;-13;900.0;491.0;1703;-497;-883.0;445.0
?;-402;?;476.0;609;302;-840.0;435.0
-145;-626;1015.0;?;262;337;-811.0;461.0
-145;-517;925.0;488.0;?;349;-776.0;467.0
-145;?;?;496.0;101;86;?;465.0
?;?;899.0;419.0;74;?;-777.0;444.0
-146;748;?;?;21;64;-822.0;447.0
-146;?;875.0;?;?;-5;-805.0;494.0
-146;804;898.0;466.0;?;29;-811.0;379.0
-146;816;?;451.0;-34;?;?;363.0
-145;807;891.0;448.0;-41;-22;-807.0;417.0
?;?;870.0;448.0;7;?;-798.0;?
-147;803;908.0;484.0;?;49;-763.0;?
?;787;978.0;470.0;61;?;-769.0;472.0
-145;790;?;412.0;?;-14;-766.0;467.0
-147;789;?;480.0;67;-12;-762.0;520.0
-147;?;849.0;414.0;67;-10;-754.0;397.0
-147;787;832.0;443.0;?;-14;-777.0;?
?;791;944.0;473.0;69;-4;-777.0;449.0
-146;796;961.0;448.0;61;14;-744.0;482.0
-147;799;852.0;454.0;?;5;-748.0;477.0
-147;803;843.0;456.0;17;-21;-789.0;376.0
-147;802;871.0;411.0;?;?;-759.0;511.0
-147;802;943.0;?;17;-23;-765.0;556.0
-147;802;932.0;447.0;15;-19;-761.0;?
-147;803;?;427.0;18;-26;-762.0;511.0
?;802;856.0;?;15;-18;-747.0;?
-146;795;?;436.0;16;17;-808.0;454.0
-145;793;911.0;?;23;20;-771.0;613.0
-147;?;?;434.0;?;19;-757.0;521.0
?;802;?;430.0;14;?;?;493.0
-145;?;878.0;434.0;17;-42;?;?
-147;801;865.0;429.0;-37;?;?;443.0
-146;801;?;436.0;-36;-10;-780.0;?
-146;?;?;?;-31;-15;?;522.0
-146;?;?;418.0;-35;-7;-764.0;?
-146;801;928.0;400.0;-35;-16;?;422.0
-146;799;?;418.0;-29;-5;-787.0;421.0
-146;799;906.0;?;?;?;?;504.0
-146;804;936.0;446.0;16;?;-781.0;491.0
-145;805;976.0;436.0;20;?;-771.0;?
?;803;981.0;436.0;4;23;-788.0;?
-146;800;979.0;425.0;-2;12;-809.0;403.0
?;793;990.0;432.0;8;?;-825.0;380.0
-146;?;1001.0;437.0;7;-1;-866.0;362.0
-146;802;1017.0;438.0;15;?;?;360.0
?;802;992.0;431.0;20;?;-854.0;412.0
-146;803;1023.0;439.0;12;10;-891.0;421.0
-146;800;?;478.0;28;6;-914.0;409.0
-147;796;1032.0;?;49;-2;-942.0;427.0
-147;797;1025.0;?;47;-1;-941.0;418.0
-147;797;1016.0;461.0;?;-1;-927.0;361.0
-147;796;1028.0;485.0;?;-2;-923.0;329.0
-147;796;1023.0;476.0;48;0;-939.0;305.0
-147;796;1055.0;504.0;45;-2;-929.0;267.0
?;796;1032.0;494.0;48;?;-934.0;234.0
-147;797;?;497.0;47;?;?;236.0
-147;797;1039.0;523.0;44;-3;-943.0;221.0
?;?;1049.0;537.0;57;2;-940.0;222.0
-147;?;1031.0;?;10;-11;?;244.0
-147;798;1040.0;?;-24;0;-948.0;249.0
-148;?;1048.0;538.0;12;46;-958.0;229.0
?;?;1030.0;534.0;8;?;-969.0;214.0
?;795;?;?;2;?;-970.0;?
-146;794;1041.0;536.0;20;-17;-976.0;187.0
-147;794;1049.0;?;-2;-1;-978.0;180.0
?;794;1036.0;566.0;-29;11;-974.0;170.0
-147;?;?;542.0;-22;8;-980.0;170.0
-147;795;1046.0;560.0;-23;?;-979.0;169.0
?;798;1031.0;561.0;-40;17;?;172.0
-147;799;?;580.0;-46;21;-979.0;176.0
-147;798;1041.0;568.0;-41;18;?;179.0
-147;799;1038.0;563.0;-46;21;-975.0;179.0
-147;799;1040.0;?;?;19;-977.0;174.0
?;799;1039.0;555.0;-42;19;-976.0;?
?;799;1050.0;538.0;-52;24;-980.0;164.0
-146;?;1040.0;550.0;3;?;-980.0;172.0
-145;?;?;565.0;49;-29;?;167.0
?;794;1033.0;578.0;28;?;-977.0;161.0
-146;795;1047.0;573.0;17;?;-978.0;162.0
-146;795;1026.0;573.0;17;-1;-977.0;158.0
-146;794;1030.0;549.0;?;-3;?;?
-146;795;?;547.0;?;?;?;152.0
-145;?;1043.0;554.0;15;-6;-983.0;155.0
-146;?;1029.0;?;?;7;-982.0;160.0
-146;801;1019.0;571.0;27;?;-973.0;161.0
-145;794;1047.0;571.0;27;3;-972.0;159.0
-146;?;1035.0;579.0;27;-6;-971.0;157.0
-147;793;?;570.0;?;4;-971.0;160.0
-147;792;1034.0;568.0;28;?;-971.0;159.0
-146;793;1019.0;546.0;22;?;-973.0;161.0
?;797;?;561.0;-14;41;-977.0;167.0
-145;797;?;567.0;-18;?;-975.0;166.0
-147;793;1050.0;?;?;18;-976.0;172.0
-146;?;1038.0;560.0;-8;0;-977.0;179.0
?;?;1030.0;566.0;-40;0;-975.0;?
-146;795;1045.0;?;-32;?;-973.0;175.0
-147;787;?;570.0;-44;-22;-971.0;?
-146;785;1032.0;565.0;-47;-24;-970.0;?
-147;794;1035.0;551.0;-34;-12;-967.0;168.0
?;797;1041.0;570.0;-38;?;?;166.0
-146;796;1058.0;561.0;-25;-5;-970.0;162.0
-147;?;1021.0;560.0;-1;?;-967.0;162.0
-147;797;1057.0;542.0;-3;9;-980.0;171.0
?;?;1036.0;?;-12;9;-974.0;166.0
?;796;1037.0;570.0;-16;8;-972.0;166.0
-147;797;1031.0;570.0;-9;13;-971.0;?
-147;795;?;553.0;-21;1;?;?
?;?;?;557.0;-33;?;-972.0;155.0
-146;?;1050.0;558.0;-24;-22;-972.0;?
-145;801;1028.0;?;-27;-21;-974.0;158.0
-146;799;1017.0;550.0;?;-17;-977.0;?
?;798;996.0;552.0;21;?;?;160.0
?;?;?;557.0;?;?;-976.0;168.0
-147;?;1005.0;?;15;-25;-976.0;?
-147;799;997.0;?;-11;9;-973.0;172.0
?;797;977.0;522.0;-11;?;-978.0;182.0
-147;794;978.0;533.0;6;-6;-978.0;202.0
-146;791;984.0;?;-24;11;?;216.0
-147;?;949.0;531.0;-42;-5;-964.0;?
-147;792;970.0;525.0;?;-14;-960.0;?
-147;799;983.0;?;18;-40;-949.0;?
-147;794;?;524.0;-12;-31;-947.0;310.0
-146;793;?;514.0;2;-11;-946.0;?
-146;797;950.0;534.0;22;-13;-946.0;340.0
-147;?;?;561.0;14;-10;-950.0;343.0
-146;797;898.0;550.0;17;?;-954.0;358.0
-146;797;890.0;531.0;17;-12;-934.0;368.0
-147;796;906.0;506.0;16;-11;?;376.0
?;796;917.0;512.0;?;-13;-945.0;?
-146;796;?;493.0;?;?;-938.0;405.0
-147;797;?;?;15;-13;-930.0;?
-145;797;923.0;503.0;17;-11;?;420.0
-147;793;872.0;485.0;11;7;-894.0;443.0
-147;793;840.0;506.0;?;11;-882.0;453.0
-145;797;874.0;509.0;-33;5;-865.0;452.0
-147;794;860.0;486.0;-38;-7;-851.0;422.0
-147;791;?;?;?;?;-859.0;437.0
?;?;873.0;487.0;47;30;-861.0;454.0
-147;793;824.0;474.0;?;4;-867.0;404.0
-147;789;838.0;438.0;12;-12;?;472.0
-145;788;?;458.0;38;-12;-836.0;?
-146;?;?;459.0;?;?;-814.0;551.0
-147;793;898.0;440.0;?;11;-804.0;496.0
-147;?;937.0;?;27;?;-821.0;507.0
?;793;907.0;488.0;-18;-7;-809.0;520.0
-147;?;934.0;501.0;?;-20;-811.0;547.0
-147;790;?;519.0;?;15;-793.0;612.0
-147;794;848.0;486.0;-41;21;-786.0;484.0
-147;?;780.0;485.0;-23;-29;-795.0;?
-146;785;?;?;-44;-43;?;?
-146;786;942.0;480.0;-50;-27;-796.0;397.0
-147;790;883.0;?;-10;-1;-821.0;390.0
?;?;917.0;423.0;10;15;?;411.0
-147;790;?;428.0;-33;?;-839.0;450.0
-146;792;886.0;497.0;?;28;?;621.0
-147;787;899.0;494.0;?;10;-780.0;?
-147;788;840.0;?;-10;0;-743.0;677.0
-146;786;883.0;487.0;?;-4;-727.0;491.0
-147;783;899.0;?;22;10;-794.0;?
-147;786;?;489.0;49;?;-800.0;523.0
-146;789;915.0;438.0;35;-3;-815.0;352.0
?;789;930.0;?;36;-2;-808.0;341.0
-146;788;927.0;?;39;1;?;?
-146;788;?;474.0;34;-4;-793.0;639.0
-146;?;?;476.0;40;3;-745.0;541.0
-146;787;949.0;476.0;31;-7;-788.0;521.0
-147;787;?;?;16;-9;-793.0;?
-147;787;936.0;511.0;?;26;-784.0;?
-147;785;839.0;448.0;2;36;-796.0;398.0
-146;790;958.0;435.0;31;16;?;410.0
-146;790;966.0;455.0;?;3;-827.0;504.0
-146;786;?;425.0;18;-19;?;?
-147;789;941.0;?;7;-32;-739.0;452.0
-147;790;919.0;479.0;24;?;-755.0;?
-146;791;898.0;486.0;?;-7;-793.0;405.0
-147;787;907.0;473.0;1;-18;?;?
-147;788;979.0;451.0;?;3;?;?
?;?;?;437.0;11;35;-791.0;411.0
?;793;?;468.0;6;29;?;?
-147;792;951.0;514.0;5;27;-802.0;368.0
?;793;?;437.0;?;37;-802.0;477.0
-147;790;948.0;442.0;2;12;?;603.0
-147;790;881.0;470.0;12;16;-787.0;514.0
-146;790;899.0;?;1;-1;-772.0;426.0
?;?;958.0;423.0;-3;-31;-780.0;362.0
-145;?;961.0;?;?;14;?;?
?;786;965.0;448.0;26;?;?;409.0
?;787;?;?;-9;-9;-749.0;420.0
-146;794;851.0;531.0;2;14;-740.0;371.0
-147;792;?;?;?;9;-781.0;372.0
-147;797;?;449.0;-23;9;?;453.0
-146;798;905.0;457.0;5;-17;?;394.0
?;790;927.0;472.0;53;-12;-846.0;343.0
-146;790;?;?;47;5;-740.0;540.0
?;?;951.0;?;54;-4;?;526.0
?;?;938.0;439.0;36;0;-785.0;504.0
-146;791;876.0;?;?;?;-760.0;439.0
-147;789;967.0;444.0;-21;12;-766.0;330.0
?;794;958.0;407.0;-56;-12;-793.0;445.0
?;791;955.0;409.0;-32;?;-665.0;420.0
-147;792;?;429.0;40;8;?;539.0
-147;796;944.0;?;-15;6;-764.0;381.0
-146;789;?;399.0;-63;?;-760.0;352.0
-147;790;918.0;475.0;-42;?;-780.0;326.0
-147;788;997.0;?;-17;43;?;364.0
-146;788;970.0;?;-16;9;-789.0;437.0
-147;794;1004.0;404.0;-25;-15;-808.0;453.0
-147;792;1001.0;467.0;-23;-11;-815.0;455.0
?;793;941.0;453.0;-23;-11;-811.0;418.0
-147;?;?;?;-14;?;?;413.0
?;800;937.0;421.0;37;-17;-813.0;429.0
-146;798;951.0;427.0;80;-6;-816.0;419.0
-147;?;968.0;?;37;2;-839.0;392.0
-147;797;958.0;435.0;-3;21;?;?
-148;795;?;410.0;7;4;?;441.0
?;801;?;426.0;?;?;-882.0;477.0
-146;800;948.0;426.0;-37;18;-862.0;464.0
-147;792;964.0;449.0;?;?;-845.0;436.0
-148;796;979.0;378.0;?;-10;-859.0;415.0
-147;?;972.0;386.0;?;-14;-845.0;?
-148;793;950.0;371.0;-73;-35;-856.0;393.0
?;801;970.0;406.0;?;-71;-873.0;424.0
-146;783;992.0;416.0;30;-381;-859.0;383.0
-146;774;981.0;418.0;75;?;?;?
-147;?;961.0;?;106;-458;-878.0;351.0
-146;788;1020.0;434.0;104;-431;-877.0;365.0
-147;786;985.0;386.0;95;27;-905.0;378.0
?;802;1019.0;?;25;?;-889.0;?
?;798;1027.0;?;19;57;-885.0;421.0
?;793;1052.0;?;?;96;-894.0;404.0
-147;?;?;419.0;-9;47;-926.0;?
-146;?;968.0;?;-3;?;-933.0;395.0
-147;799;951.0;?;-2;-20;-907.0;366.0
-147;?;945.0;228.0;-5;?;-938.0;398.0
-148;797;1005.0;298.0;-6;-63;-892.0;417.0
-147;805;1000.0;273.0;6;-65;-920.0;?
-146;815;1037.0;309.0;40;?;-917.0;?
?;815;1050.0;325.0;36;-84;?;259.0
-146;814;1070.0;320.0;41;-28;-881.0;313.0
-146;801;1043.0;?;47;?;-880.0;304.0
-146;797;996.0;273.0;-11;6;-851.0;316.0
-146;806;?;251.0;-8;42;-839.0;309.0
-146;?;895.0;269.0;38;-11;-897.0;328.0
-146;810;836.0;238.0;?;-33;-903.0;376.0
-147;809;853.0;276.0;-19;?;-905.0;378.0
-146;?;880.0;179.0;-6;?;-912.0;?
-147;807;928.0;60.0;-23;?;-898.0;314.0
-155;810;922.0;97.0;-3;-35;-907.0;375.0
-165;812;923.0;146.0;-10;-63;-873.0;377.0
-168;805;?;130.0;-44;?;-833.0;?
-167;805;949.0;109.0;4;-37;-761.0;352.0
-171;?;?;123.0;13;?;-715.0;372.0
-174;805;922.0;222.0;-11;?;?;?
?;806;949.0;270.0;0;19;-744.0;367.0
-174;802;1000.0;?;-15;?;?;356.0
?;802;991.0;398.0;-15;10;-748.0;355.0
?;?;1013.0;284.0;-5;-21;-755.0;377.0
?;808;1000.0;191.0;-28;-45;-772.0;388.0
-171;814;?;277.0;9;-12;-786.0;367.0
?;?;916.0;339.0;-43;8;-788.0;348.0
-172;805;905.0;352.0;-91;-2;-784.0;350.0
-171;819;962.0;322.0;-110;-27;-811.0;363.0
-171;802;1050.0;324.0;-176;-49;-857.0;346.0
-171;?;1032.0;350.0;-12;?;-863.0;?
-171;761;1043.0;366.0;-396;-49;?;321.0
-171;784;1039.0;338.0;?;199;-876.0;332.0
-171;?;1011.0;379.0;-158;532;-851.0;318.0
-171;152;1010.0;407.0;-101;661;-850.0;352.0
?;?;1009.0;430.0;?;1372;-845.0;397.0
?;-20;1010.0;?;-21;?;?;403.0
?;232;1001.0;402.0;-821;2653;-998.0;384.0
-172;462;1032.0;394.0;-1185;3183;?;348.0
-172;457;1039.0;380.0;-1182;3080;-996.0;302.0
-172;761;1056.0;?;-1365;2528;-1000.0;?
-172;822;1066.0;370.0;-1317;?;-996.0;?
?;?;1063.0;?;-1312;?;-988.0;219.0
-173;?;1085.0;352.0;-1372;2299;-992.0;207.0
-173;787;1091.0;380.0;-1376;2263;-1004.0;?
-173;782;1075.0;384.0;-1366;?;-1010.0;191.0
?;647;1050.0;434.0;-1033;3089;?;182.0
?;?;?;423.0;-1153;4339;-1040.0;188.0
-180;269;1053.0;452.0;-1661;?;-1051.0;?
-166;?;?;459.0;-1500;4925;-1059.0;169.0
-180;?;1082.0;?;-1725;3201;?;166.0
-176;1403;1140.0;434.0;-1517;-377;?;?
?;?;1072.0;404.0;132;-3043;?;?
-223;1166;1130.0;387.0;280;-1816;-1036.0;74.0
-15;530;1099.0;?;-151;-275;-1051.0;44.0
221;919;1119.0;?;?;-414;-1012.0;-1.0
?;742;1087.0;?;17;?;-1002.0;-87.0
176;793;1092.0;?;-12;?;-1008.0;-103.0
174;838;984.0;268.0;?;-97;?;-108.0
145;776;990.0;238.0;-30;-30;-1013.0;-100.0
161;?;?;261.0;?;-44;-898.0;-34.0
150;?;?;295.0;-31;-27;-897.0;?
?;?;1041.0;?;-78;-11;-897.0;-3.0
?;808;1036.0;286.0;-78;-11;-889.0;6.0
?;778;1010.0;?;3;-41;-896.0;20.0
185;?;?;324.0;-16;-64;?;12.0
150;812;1004.0;346.0;-26;-51;-816.0;-6.0
201;800;1033.0;368.0;-30;-25;?;35.0
154;?;1060.0;406.0;-59;-13;-852.0;46.0
-149;780;1090.0;400.0;?;-56;-897.0;58.0
-205;?;?;?;-599;-140;-908.0;70.0
-155;?;1174.0;411.0;-1001;-271;-912.0;145.0
-188;631;1294.0;400.0;-1379;-412;?;168.0
-165;667;1399.0;423.0;-2314;-615;-903.0;160.0
-172;771;1296.0;456.0;-3324;?;-915.0;183.0
?;466;1070.0;478.0;-5133;-1587;-910.0;172.0
-163;?;1028.0;564.0;-6903;-2215;?;172.0
-168;?;1152.0;570.0;-6068;-1218;-964.0;157.0
?;?;1132.0;583.0;-7085;-1229;-1002.0;146.0
-165;1130;1165.0;?;-5001;-517;-1018.0;146.0
-165;1331;1091.0;476.0;1449;1845;-1124.0;?
-165;621;1033.0;?;2152;1440;-1276.0;?
-165;716;962.0;?;2593;791;-1211.0;152.0
-165;911;930.0;506.0;?;1037;-1002.0;?
?;636;930.0;458.0;4475;789;-893.0;104.0
-165;592;930.0;449.0;5254;853;?;?
-165;663;908.0;465.0;5078;798;-1065.0;166.0
-165;1186;863.0;466.0;5067;?;-1079.0;147.0
-165;1502;816.0;473.0;5518;264;-1046.0;123.0
-164;1425;?;501.0;4404;?;-996.0;168.0
-165;738;751.0;505.0;4193;811;-899.0;254.0
-164;?;?;465.0;4099;707;-866.0;321.0
-164;-1472;749.0;448.0;782;915;-875.0;388.0
-164;45;924.0;444.0;-2268;1305;-892.0;391.0
?;509;942.0;?;-3057;935;-882.0;?
-166;-46;917.0;?;-3355;981;-834.0;?
?;671;999.0;474.0;-3158;?;-788.0;?
-163;1808;1037.0;?;-3857;-1064;-757.0;?
-162;1721;1133.0;?;-3728;?;?;?
-149;938;1050.0;477.0;-700;-28;?;586.0
-166;762;1040.0;459.0;?;43;?;597.0
-133;?;981.0;?;-288;25;?;?
?;775;948.0;?;85;-29;-915.0;606.0
-132;808;898.0;?;-68;-169;-785.0;?
?;?;927.0;418.0;-10;?;-867.0;504.0
?;792;956.0;?;45;-91;-923.0;?
?;798;1018.0;?;?;-33;-975.0;332.0
179;785;1039.0;352.0;?;56;?;398.0
158;793;1068.0;?;-22;17;-919.0;513.0
?;?;1079.0;363.0;-10;?;-863.0;510.0
156;788;?;383.0;?;4;-816.0;501.0
151;788;1013.0;391.0;-3;-14;-795.0;472.0
155;?;968.0;386.0;1;34;-816.0;476.0
151;789;?;?;?;29;-829.0;452.0
153;794;?;345.0;-11;?;-875.0;?
?;796;976.0;362.0;-9;39;-911.0;399.0
154;789;1000.0;374.0;42;13;-913.0;407.0
?;794;?;346.0;41;-5;?;290.0
155;803;993.0;339.0;16;-22;-909.0;490.0
156;?;1026.0;359.0;63;17;-887.0;499.0
157;788;1066.0;353.0;54;48;-856.0;465.0
158;793;1044.0;?;17;?;-840.0;413.0
158;?;1261.0;334.0;29;0;-850.0;430.0
158;794;1387.0;352.0;0;-25;?;463.0
159;?;1004.0;337.0;61;?;?;463.0
?;796;1177.0;292.0;87;?;?;?
159;800;?;284.0;32;16;?;393.0
159;795;?;286.0;68;9;-917.0;283.0
158;?;932.0;279.0;63;-15;-933.0;180.0
157;?;?;263.0;43;-41;-952.0;106.0
155;792;874.0;270.0;50;-9;-983.0;167.0
152;799;934.0;282.0;44;-32;-1012.0;201.0
150;806;1016.0;?;30;-61;-1020.0;239.0
150;802;?;289.0;?;-32;-1035.0;224.0
?;811;1071.0;338.0;-139;30;?;337.0
?;815;1111.0;388.0;-300;?;-995.0;?
?;?;1119.0;432.0;-543;-99;?;483.0
151;790;1077.0;454.0;?;-149;-847.0;?
151;?;1056.0;?;-842;-82;-798.0;304.0
151;?;1099.0;523.0;-840;303;-826.0;253.0
151;690;1096.0;?;-727;?;-946.0;206.0
151;434;?;514.0;?;1678;?;159.0
151;417;?;?;?;787;-968.0;?
151;539;1044.0;504.0;-532;393;-1015.0;?
151;702;1047.0;555.0;-599;?;-1027.0;?
151;880;1060.0;559.0;-560;617;-1024.0;?
151;938;?;532.0;-454;845;-1010.0;?
151;1236;1037.0;491.0;-334;?;-1047.0;39.0
151;961;1039.0;516.0;-225;1134;?;1.0
151;512;1050.0;527.0;-289;648;-1013.0;-98.0
151;681;1010.0;464.0;?;146;-1010.0;?
151;635;1009.0;486.0;?;-139;-982.0;-46.0
151;600;?;472.0;-354;-222;?;52.0
151;642;?;?;-299;-91;-972.0;?
151;601;1015.0;448.0;-276;-67;?;?
151;?;1037.0;486.0;?;0;?;31.0
151;596;1050.0;470.0;-144;228;-978.0;37.0
151;597;1119.0;453.0;-112;181;-977.0;?
151;600;1064.0;?;?;59;?;121.0
151;596;1056.0;528.0;?;34;-964.0;120.0
151;599;1016.0;509.0;-44;?;-966.0;?
?;596;1053.0;467.0;-73;-24;-966.0;?
152;596;1019.0;484.0;-42;43;-957.0;103.0
152;?;993.0;507.0;-66;75;-977.0;59.0
152;577;980.0;495.0;-143;169;-985.0;-19.0
152;610;990.0;463.0;-222;278;-1029.0;-29.0
152;579;960.0;521.0;-246;380;-1023.0;105.0
152;543;?;?;?;304;-997.0;119.0
152;557;949.0;530.0;-282;?;-985.0;112.0
152;?;953.0;549.0;-227;44;-985.0;83.0
?;593;?;579.0;-158;-22;-989.0;131.0
152;?;?;?;210;-138;-958.0;130.0
152;331;?;547.0;400;-435;-960.0;?
152;402;996.0;?;396;-930;-961.0;?
152;?;1005.0;481.0;366;-786;-941.0;198.0
152;405;1072.0;467.0;2;-143;-934.0;222.0
152;447;1059.0;518.0;-113;71;-942.0;284.0
152;444;1064.0;?;-187;295;-925.0;230.0
?;?;1100.0;585.0;?;452;-941.0;191.0
?;518;1069.0;586.0;-333;319;-986.0;147.0
?;?;?;616.0;-314;258;-982.0;163.0
152;527;1029.0;?;?;6;-981.0;168.0
152;518;1050.0;?;-335;-101;?;155.0
?;525;1021.0;648.0;-329;?;?;151.0
152;536;1062.0;?;?;254;-1030.0;?
152;532;?;656.0;-505;427;-1028.0;190.0
152;?;1073.0;674.0;-534;495;?;?
152;539;1104.0;693.0;?;463;-1026.0;179.0
152;566;1156.0;691.0;-470;364;?;159.0
152;586;1081.0;749.0;-447;?;?;159.0
152;585;?;680.0;-403;189;?;156.0
152;586;1088.0;701.0;?;180;-1002.0;164.0
152;587;?;717.0;?;178;-1013.0;208.0
152;627;1047.0;725.0;-138;28;-1006.0;?
152;621;?;758.0;41;-65;?;222.0
?;618;1034.0;737.0;?;-125;-1042.0;?
152;657;1042.0;?;215;-243;-1067.0;?
?;647;1097.0;740.0;?;-304;-1057.0;299.0
152;636;1081.0;713.0;630;?;?;?
152;643;1080.0;728.0;624;-398;-1027.0;268.0
?;644;1082.0;724.0;707;-368;-1029.0;?
152;632;1137.0;?;718;-409;?;190.0
152;636;?;723.0;?;-571;-1017.0;190.0
152;662;1118.0;743.0;?;-741;-1009.0;208.0
152;665;1150.0;748.0;?;-811;?;?
152;658;1099.0;733.0;1056;-691;-1012.0;73.0
?;?;1098.0;722.0;?;-304;?;75.0
152;665;1110.0;665.0;1218;200;-1006.0;50.0
152;?;1114.0;?;?;?;-994.0;50.0
152;658;1121.0;703.0;1375;?;?;158.0
152;659;1111.0;714.0;1241;630;-1115.0;220.0
152;708;1121.0;755.0;1190;659;?;174.0
152;550;1142.0;809.0;?;519;-1073.0;?
?;?;1120.0;807.0;1099;?;-1010.0;?
?;642;1139.0;780.0;902;445;-977.0;-14.0
152;541;1110.0;737.0;1078;?;-1000.0;2.0
152;?;1098.0;726.0;?;-88;-1036.0;?
152;?;?;687.0;?;-289;-1029.0;45.0
152;953;1260.0;703.0;1033;-39;?;-4.0
152;1188;1270.0;643.0;-1264;-1149;-1013.0;-41.0
153;505;1125.0;581.0;-2040;?;-1017.0;-67.0
154;523;1098.0;613.0;60;?;-1004.0;?
153;813;1060.0;617.0;69;-86;-1010.0;?
153;810;947.0;448.0;-206;?;-997.0;-150.0
?;804;?;538.0;151;92;?;-166.0
?;803;940.0;?;?;-117;-980.0;-153.0
?;801;982.0;541.0;32;?;-1060.0;-108.0
155;793;987.0;380.0;29;?;-1139.0;?
153;802;1015.0;?;?;5;-1003.0;25.0
153;799;?;234.0;44;34;-866.0;?
151;800;1021.0;?;?;?;-870.0;281.0
148;798;1030.0;372.0;-36;-22;-779.0;136.0
147;800;1036.0;356.0;48;-1;-745.0;?
146;807;979.0;?;30;-40;-719.0;-47.0
145;798;999.0;376.0;-41;-87;-714.0;-105.0
144;?;947.0;406.0;27;-100;-782.0;-190.0
142;791;?;?;30;-69;-800.0;?
140;794;993.0;471.0;29;-19;-824.0;-247.0
141;806;1115.0;?;?;-24;-822.0;-277.0
?;?;1165.0;413.0;-59;-14;?;-241.0
?;?;1099.0;417.0;-36;29;-813.0;?
131;802;1162.0;384.0;?;1;-767.0;-198.0
134;796;?;390.0;?;-26;-793.0;?
131;795;1202.0;373.0;?;-8;-786.0;-127.0
127;788;1166.0;396.0;-42;?;?;?
126;792;1158.0;?;1;-84;-815.0;-59.0
124;796;?;417.0;19;?;?;?
?;794;1200.0;412.0;16;?;-903.0;-119.0
?;?;1159.0;346.0;11;-43;-929.0;-13.0
114;791;1172.0;?;12;-72;-935.0;-64.0
110;793;1152.0;?;58;?;-1006.0;?
107;804;1160.0;354.0;26;-69;-1022.0;-1.0
?;?;1120.0;409.0;-34;-73;-1060.0;-15.0
?;795;?;390.0;30;-47;-1038.0;-28.0
104;801;1154.0;?;47;-66;-1044.0;?
104;?;1053.0;367.0;14;-68;?;-29.0
102;803;1042.0;?;25;?;-1061.0;13.0
102;800;958.0;443.0;-17;-39;?;?
102;795;985.0;?;?;16;-1048.0;31.0
102;815;969.0;406.0;-4;-6;?;39.0
102;814;962.0;432.0;?;-6;-1026.0;75.0
102;796;?;?;?;75;-1001.0;61.0
