InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
122.0;-77.0;-480.0;?;25;-271.0
122.0;4.0;-504.0;663.0;25;?
116.0;?;-560.0;?;27;-291.0
115.0;-39.0;-732.0;529.0;?;?
?;-13.0;?;432.0;32;?
?;-78.0;-634.0;343.0;37;-279.0
104.0;-105.0;-509.0;255.0;43;?
105.0;-111.0;?;158.0;58;-344.0
115.0;?;-712.0;141.0;77;-186.0
129.0;97.0;-532.0;157.0;85;-67.0
120.0;143.0;-530.0;188.0;93;?
?;355.0;-550.0;283.0;84;-218.0
180.0;227.0;-429.0;374.0;?;-161.0
286.0;307.0;?;473.0;60;-147.0
?;225.0;-490.0;?;57;-167.0
?;296.0;-425.0;?;69;?
301.0;?;-433.0;252.0;?;-131.0
?;15.0;-402.0;-80.0;173;-200.0
307.0;-25.0;?;?;?;-184.0
313.0;-100.0;-395.0;337.0;-113;-146.0
233.0;?;?;452.0;?;?
?;-43.0;-418.0;?;-91;-123.0
173.0;-99.0;-418.0;347.0;-42;-130.0
164.0;-90.0;-471.0;?;-8;-155.0
139.0;?;-832.0;280.0;-9;-197.0
131.0;704.0;-615.0;?;-9;-216.0
?;655.0;-724.0;267.0;-3;-219.0
52.0;1211.0;?;321.0;-7;-326.0
48.0;1186.0;-742.0;?;-3;-397.0
55.0;?;-789.0;256.0;0;?
83.0;266.0;-760.0;195.0;0;?
76.0;1231.0;-708.0;103.0;1;-367.0
52.0;?;-735.0;113.0;1;-369.0
152.0;-557.0;-710.0;?;1;-332.0
260.0;-234.0;-737.0;147.0;1;-310.0
307.0;158.0;-741.0;?;1;?
?;8.0;-733.0;49.0;1;-319.0
367.0;-67.0;?;-62.0;1;-378.0
?;?;-712.0;-122.0;?;-346.0
?;161.0;?;-85.0;?;-375.0
330.0;89.0;-711.0;-84.0;1;-341.0
336.0;59.0;-712.0;-83.0;1;-332.0
354.0;6.0;-672.0;?;?;-343.0
364.0;95.0;-690.0;23.0;1;-360.0
371.0;83.0;-680.0;9.0;1;-362.0
377.0;55.0;?;-77.0;1;?
367.0;?;-680.0;-72.0;?;-357.0
?;54.0;-704.0;?;1;?
344.0;43.0;?;-38.0;1;-357.0
330.0;58.0;-679.0;14.0;1;-368.0
324.0;175.0;-677.0;54.0;0;-358.0
325.0;297.0;-669.0;140.0;0;?
316.0;377.0;-688.0;104.0;0;-381.0
?;680.0;?;67.0;0;-408.0
311.0;333.0;-675.0;19.0;0;-394.0
311.0;-159.0;-644.0;-18.0;0;-416.0
311.0;-222.0;-726.0;-36.0;-1;-425.0
312.0;?;-700.0;?;-1;-428.0
?;-329.0;-670.0;-96.0;-1;-415.0
297.0;-156.0;-670.0;-142.0;?;-414.0
282.0;-90.0;-678.0;-177.0;?;-432.0
292.0;73.0;-716.0;-165.0;-1;-419.0
290.0;87.0;?;-199.0;-1;?
299.0;?;-735.0;-152.0;-1;?
295.0;83.0;-777.0;-217.0;-2;-403.0
302.0;185.0;-741.0;-274.0;?;?
?;354.0;-770.0;-316.0;-1;?
301.0;463.0;-776.0;-370.0;?;-248.0
304.0;484.0;?;-370.0;-1;-232.0
301.0;?;-804.0;-358.0;-1;-220.0
?;453.0;-830.0;-365.0;0;-192.0
363.0;413.0;-832.0;-328.0;0;-186.0
406.0;372.0;?;-231.0;0;-243.0
400.0;?;-805.0;-35.0;0;-190.0
398.0;385.0;-811.0;-30.0;0;-115.0
427.0;402.0;-780.0;-55.0;0;-131.0
?;378.0;-791.0;-183.0;1;-168.0
?;?;-812.0;-228.0;?;-161.0
?;276.0;-806.0;-283.0;?;-163.0
489.0;255.0;?;?;2;-99.0
484.0;315.0;-813.0;-302.0;2;-99.0
492.0;294.0;?;-251.0;2;-181.0
?;225.0;-827.0;-293.0;?;-203.0
?;216.0;?;?;2;?
?;?;-804.0;-377.0;2;-156.0
?;225.0;-804.0;-361.0;2;-187.0
490.0;?;-793.0;-353.0;2;?
488.0;70.0;-780.0;-335.0;?;?
502.0;?;?;-331.0;2;-173.0
491.0;32.0;-781.0;-314.0;2;-132.0
488.0;673.0;-799.0;-345.0;?;-83.0
487.0;?;-798.0;-261.0;?;-129.0
483.0;220.0;-751.0;-213.0;2;-117.0
487.0;170.0;-784.0;-164.0;3;-139.0
498.0;229.0;-805.0;-128.0;3;-91.0
501.0;?;?;-114.0;3;-159.0
492.0;201.0;-768.0;-128.0;3;-113.0
491.0;221.0;-778.0;-61.0;?;-152.0
496.0;183.0;-770.0;-119.0;3;-107.0
507.0;?;-753.0;-92.0;3;?
493.0;139.0;-746.0;-106.0;3;-113.0
515.0;145.0;-767.0;?;?;?
490.0;109.0;-729.0;-70.0;3;-115.0
490.0;121.0;?;10.0;?;-186.0
502.0;132.0;?;167.0;3;-178.0
?;117.0;-750.0;373.0;3;?
495.0;101.0;-760.0;645.0;4;-182.0
504.0;?;-761.0;?;4;-152.0
509.0;?;-779.0;872.0;?;-125.0
?;?;-756.0;1030.0;4;-136.0
527.0;?;?;?;4;?
?;67.0;-747.0;1485.0;4;-23.0
514.0;54.0;-736.0;1713.0;4;-37.0
?;92.0;-751.0;1980.0;5;5.0
513.0;62.0;-775.0;2112.0;6;68.0
531.0;50.0;-760.0;2050.0;6;99.0
545.0;49.0;?;1993.0;6;131.0
560.0;57.0;-731.0;1877.0;7;185.0
568.0;45.0;-722.0;?;?;240.0
576.0;?;?;1350.0;?;217.0
584.0;65.0;-741.0;1117.0;8;217.0
?;71.0;-749.0;896.0;9;264.0
585.0;?;-760.0;785.0;9;?
?;80.0;-750.0;656.0;10;244.0
601.0;77.0;-748.0;?;?;298.0
603.0;?;-744.0;503.0;?;?
?;34.0;-772.0;403.0;11;?
608.0;?;-754.0;313.0;11;306.0
630.0;67.0;-763.0;211.0;11;297.0
?;?;-729.0;162.0;10;310.0
?;59.0;?;97.0;10;291.0
622.0;60.0;-673.0;-21.0;9;270.0
618.0;49.0;-769.0;-104.0;8;272.0
614.0;89.0;-696.0;-159.0;8;?
?;89.0;-613.0;-173.0;7;313.0
601.0;98.0;-640.0;-206.0;6;?
589.0;?;-639.0;-233.0;5;313.0
?;98.0;-640.0;-242.0;?;290.0
562.0;71.0;-640.0;-245.0;?;235.0
?;93.0;-640.0;-309.0;2;?
516.0;108.0;-650.0;-617.0;1;228.0
524.0;?;-619.0;-591.0;-1;255.0
?;?;?;?;-3;417.0
497.0;77.0;-616.0;-225.0;-3;399.0
473.0;?;-614.0;?;-5;378.0
?;?;-613.0;?;-8;333.0
441.0;105.0;?;-363.0;-10;320.0
430.0;119.0;-585.0;-450.0;-12;278.0
426.0;?;-777.0;-500.0;-14;264.0
412.0;79.0;-929.0;-452.0;-15;275.0
413.0;78.0;-903.0;?;-16;174.0
397.0;70.0;-856.0;-612.0;-14;140.0
393.0;79.0;-919.0;-682.0;-12;59.0
383.0;81.0;?;?;-11;50.0
385.0;?;-777.0;-753.0;-11;12.0
?;73.0;-700.0;-798.0;-10;-83.0
378.0;?;?;-765.0;-10;93.0
?;90.0;-758.0;-735.0;-10;130.0
512.0;94.0;-842.0;-590.0;?;-69.0
534.0;58.0;-755.0;?;-10;?
499.0;?;-777.0;?;-11;-161.0
520.0;136.0;-721.0;-697.0;-11;?
466.0;125.0;-746.0;-669.0;-11;-116.0
435.0;99.0;?;-369.0;-11;169.0
?;109.0;?;-368.0;-11;54.0
408.0;79.0;-769.0;-406.0;-11;67.0
?;100.0;-768.0;?;-11;159.0
424.0;125.0;-787.0;?;?;268.0
444.0;?;?;-610.0;-10;87.0
453.0;141.0;-820.0;-426.0;-10;75.0
423.0;143.0;-820.0;-313.0;?;?
428.0;150.0;-842.0;?;-11;6.0
430.0;163.0;-822.0;61.0;?;?
435.0;?;-833.0;217.0;-11;-61.0
456.0;184.0;?;?;-11;?
467.0;?;-773.0;403.0;-11;-86.0
473.0;257.0;-811.0;383.0;-11;-158.0
483.0;486.0;-805.0;397.0;-11;-154.0
486.0;?;-782.0;415.0;?;-242.0
504.0;381.0;-782.0;504.0;-11;?
504.0;476.0;?;560.0;?;-243.0
519.0;643.0;-736.0;666.0;-10;-216.0
506.0;397.0;?;639.0;?;?
493.0;259.0;-735.0;?;-10;?
512.0;177.0;-720.0;430.0;-10;-213.0
488.0;?;-700.0;321.0;-10;-197.0
?;160.0;-689.0;313.0;?;-236.0
?;?;?;116.0;-10;-150.0
441.0;84.0;-619.0;65.0;-10;-140.0
435.0;256.0;-614.0;-63.0;?;-219.0
?;336.0;?;-175.0;?;-198.0
401.0;360.0;-578.0;-122.0;-10;-136.0
?;?;-537.0;-135.0;-10;?
374.0;?;?;-204.0;-10;-96.0
347.0;311.0;-462.0;-198.0;-10;-87.0
320.0;293.0;-445.0;-152.0;-10;-180.0
304.0;?;-474.0;?;-10;-191.0
282.0;328.0;-446.0;-165.0;-10;-129.0
258.0;287.0;-422.0;-162.0;-10;-124.0
235.0;262.0;-436.0;?;?;-121.0
202.0;231.0;-450.0;?;?;-104.0
?;256.0;-441.0;321.0;-10;-240.0
170.0;220.0;-457.0;456.0;?;-332.0
142.0;?;?;604.0;-11;-348.0
150.0;207.0;-417.0;799.0;-11;-332.0
104.0;152.0;?;985.0;-11;-281.0
?;167.0;-462.0;1121.0;-11;-197.0
62.0;111.0;-463.0;1053.0;?;-108.0
60.0;181.0;?;968.0;-10;-195.0
67.0;194.0;-456.0;1005.0;-10;-8.0
62.0;227.0;?;1043.0;-10;?
74.0;32.0;-452.0;914.0;-10;-26.0
80.0;146.0;?;865.0;-10;87.0
?;?;?;727.0;-10;257.0
?;99.0;?;512.0;-10;134.0
80.0;-56.0;-473.0;?;?;?
112.0;-29.0;-489.0;67.0;-11;44.0
104.0;?;?;-6.0;-11;27.0
104.0;97.0;-514.0;-329.0;-11;23.0
96.0;88.0;-514.0;-522.0;-11;?
85.0;79.0;-490.0;-512.0;-10;58.0
103.0;41.0;-503.0;-440.0;?;?
87.0;-79.0;-493.0;-379.0;?;40.0
103.0;-95.0;?;-301.0;-10;45.0
90.0;-82.0;-510.0;-253.0;-10;57.0
100.0;-80.0;-485.0;-218.0;-10;75.0
93.0;-58.0;-480.0;-199.0;-10;107.0
91.0;-48.0;-477.0;-104.0;?;86.0
99.0;4.0;?;-68.0;-10;77.0
101.0;29.0;-485.0;27.0;-10;79.0
?;20.0;-478.0;85.0;?;84.0
?;-52.0;-490.0;112.0;-10;66.0
87.0;-90.0;?;124.0;-10;83.0
?;-102.0;-490.0;120.0;-10;61.0
73.0;-106.0;-477.0;?;-10;29.0
74.0;-82.0;-473.0;70.0;-10;36.0
?;-64.0;?;39.0;-10;37.0
75.0;-54.0;-465.0;-9.0;-10;47.0
75.0;-25.0;-495.0;-15.0;-10;41.0
?;-39.0;?;?;-10;?
?;-61.0;-466.0;?;-10;38.0
?;-35.0;?;-23.0;?;48.0
?;-58.0;-464.0;-23.0;-10;?
59.0;-49.0;-472.0;?;-10;31.0
54.0;?;-468.0;30.0;-10;49.0
54.0;-32.0;-479.0;24.0;-10;?
55.0;-39.0;-480.0;62.0;-10;57.0
51.0;?;-480.0;86.0;-10;60.0
57.0;?;-460.0;97.0;-10;70.0
55.0;-18.0;-473.0;?;?;63.0
58.0;-11.0;-488.0;72.0;-10;58.0
58.0;-23.0;-482.0;82.0;-10;56.0
60.0;?;-486.0;35.0;?;65.0
61.0;-84.0;-469.0;?;-10;62.0
60.0;-71.0;?;12.0;-10;57.0
61.0;-46.0;-478.0;-18.0;?;?
65.0;-45.0;-480.0;-41.0;?;66.0
62.0;-49.0;-476.0;?;-10;69.0
59.0;-51.0;-454.0;-58.0;-10;48.0
58.0;?;-462.0;?;?;58.0
60.0;-65.0;-473.0;-21.0;-10;57.0
58.0;-61.0;-467.0;-3.0;-10;45.0
63.0;?;-490.0;0.0;-10;44.0
60.0;-59.0;-461.0;?;?;?
?;-80.0;-460.0;?;-10;77.0
61.0;-75.0;-471.0;42.0;-10;71.0
59.0;?;-479.0;34.0;-10;?
?;?;-469.0;36.0;?;69.0
60.0;-80.0;?;?;-10;53.0
61.0;-55.0;-474.0;18.0;-10;54.0
59.0;-64.0;-474.0;?;-10;57.0
?;-71.0;-459.0;-1.0;-10;?
58.0;-63.0;-480.0;10.0;-10;?
?;?;?;1.0;-10;56.0
62.0;-59.0;-472.0;19.0;-10;?
57.0;-60.0;-459.0;5.0;?;69.0
59.0;-43.0;-484.0;16.0;?;74.0
60.0;?;?;?;-10;48.0
60.0;?;?;46.0;-10;?
64.0;-69.0;-470.0;40.0;-10;48.0
59.0;-70.0;?;?;-10;61.0
?;?;-478.0;?;-10;?
?;-61.0;-463.0;63.0;-10;?
60.0;?;-492.0;-3.0;-10;?
63.0;-72.0;-476.0;32.0;-10;67.0
63.0;-79.0;-479.0;?;-10;?
64.0;-83.0;-469.0;58.0;-10;51.0
?;?;-488.0;44.0;-10;56.0
63.0;-57.0;?;?;-10;49.0
63.0;-73.0;-478.0;?;-10;57.0
?;-74.0;?;1.0;?;48.0
65.0;-67.0;-471.0;?;-10;48.0
63.0;-70.0;-478.0;11.0;-10;47.0
63.0;-68.0;?;1.0;-10;64.0
64.0;-88.0;-480.0;-5.0;?;71.0
63.0;-79.0;-470.0;23.0;-10;48.0
62.0;?;?;14.0;-10;73.0
62.0;-67.0;-471.0;10.0;-10;40.0
62.0;-62.0;-479.0;8.0;-10;37.0
?;-78.0;-468.0;?;-10;55.0
63.0;-52.0;?;2.0;-10;?
?;-55.0;?;-6.0;?;48.0
56.0;-76.0;?;-22.0;-10;63.0
60.0;-71.0;-452.0;-9.0;-10;55.0
57.0;-59.0;-458.0;11.0;-10;45.0
56.0;-81.0;?;9.0;-10;68.0
54.0;?;-465.0;11.0;-10;48.0
?;-58.0;-465.0;14.0;-10;47.0
?;-82.0;?;38.0;?;?
55.0;?;-468.0;46.0;-10;61.0
?;?;-490.0;79.0;-10;70.0
?;-69.0;-449.0;54.0;-10;?
54.0;-69.0;-431.0;68.0;-10;77.0
54.0;-69.0;-427.0;65.0;-9;82.0
53.0;-67.0;-410.0;?;?;139.0
52.0;-61.0;-423.0;46.0;-10;128.0
49.0;-64.0;-415.0;42.0;?;77.0
53.0;-52.0;-427.0;50.0;-11;74.0
53.0;-89.0;-428.0;?;-12;?
54.0;-60.0;-454.0;46.0;-14;71.0
?;-59.0;-438.0;48.0;-14;111.0
31.0;?;-531.0;107.0;-15;?
25.0;-51.0;-467.0;?;?;116.0
29.0;-58.0;-464.0;116.0;-15;109.0
25.0;-97.0;-461.0;79.0;-15;83.0
26.0;-82.0;-455.0;50.0;-14;10.0
30.0;-71.0;?;31.0;-14;123.0
?;-49.0;-532.0;51.0;?;70.0
?;-89.0;-553.0;125.0;-14;36.0
29.0;-58.0;?;119.0;-14;16.0
52.0;-70.0;-485.0;117.0;-13;-25.0
77.0;?;-449.0;4.0;-13;?
55.0;?;-390.0;6.0;-13;?
53.0;-65.0;-438.0;?;-13;30.0
?;-76.0;-476.0;?;?;-113.0
83.0;-78.0;-492.0;-174.0;-13;-120.0
90.0;-110.0;-486.0;-204.0;-13;-143.0
98.0;?;-452.0;-243.0;?;-167.0
89.0;-30.0;-455.0;-208.0;?;-136.0
?;-36.0;-471.0;?;-13;-32.0
53.0;?;-459.0;?;-13;60.0
?;7.0;-497.0;-10.0;-13;56.0
12.0;-51.0;-520.0;-3.0;-13;31.0
?;-98.0;-497.0;-39.0;-13;6.0
74.0;-79.0;-464.0;-100.0;-13;?
?;?;-499.0;-176.0;-13;?
56.0;-18.0;-481.0;-185.0;-13;?
54.0;-10.0;?;-195.0;-13;-30.0
70.0;?;-492.0;-181.0;-13;4.0
67.0;-6.0;-549.0;?;-13;0.0
76.0;55.0;-619.0;-120.0;-13;31.0
79.0;61.0;-616.0;-97.0;-13;-10.0
94.0;101.0;-624.0;?;-13;-21.0
91.0;117.0;-605.0;-20.0;-13;-18.0
?;262.0;?;?;-13;-19.0
?;367.0;?;?;-13;21.0
97.0;491.0;-642.0;212.0;-13;?
95.0;641.0;-638.0;234.0;-13;90.0
107.0;?;-730.0;?;-12;95.0
151.0;?;-686.0;274.0;-12;65.0
187.0;-85.0;-674.0;348.0;-11;53.0
?;-89.0;-706.0;?;-11;116.0
229.0;-6.0;?;457.0;-9;147.0
237.0;293.0;-709.0;?;-8;135.0
248.0;367.0;?;312.0;?;195.0
286.0;296.0;?;251.0;?;?
303.0;277.0;-699.0;?;-7;206.0
347.0;357.0;-707.0;332.0;-7;262.0
380.0;?;-695.0;338.0;-7;299.0
403.0;466.0;-708.0;378.0;-7;?
417.0;?;-702.0;393.0;-7;291.0
455.0;438.0;-713.0;?;-8;250.0
458.0;407.0;-749.0;?;-8;218.0
?;425.0;?;334.0;?;186.0
456.0;502.0;-730.0;311.0;-8;234.0
453.0;445.0;-718.0;?;-8;252.0
464.0;?;?;295.0;?;228.0
470.0;472.0;-715.0;270.0;-8;198.0
487.0;314.0;-714.0;186.0;-8;202.0
494.0;611.0;?;107.0;-8;192.0
469.0;?;-734.0;43.0;-8;220.0
?;513.0;-736.0;?;-8;?
488.0;268.0;-700.0;32.0;-8;241.0
475.0;155.0;-725.0;66.0;-9;219.0
477.0;120.0;-734.0;30.0;-9;?
482.0;73.0;-744.0;0.0;-8;214.0
491.0;152.0;-708.0;23.0;-10;?
486.0;276.0;-697.0;?;-11;240.0
482.0;?;?;12.0;-11;227.0
487.0;?;-719.0;-14.0;-17;246.0
499.0;?;-728.0;-57.0;-19;199.0
494.0;125.0;-715.0;-60.0;-23;218.0
?;130.0;-745.0;?;-24;?
497.0;119.0;-694.0;?;-25;168.0
491.0;119.0;-712.0;-129.0;-25;171.0
493.0;122.0;-663.0;-103.0;-21;198.0
480.0;155.0;-725.0;-91.0;-44;199.0
?;?;-690.0;-37.0;-59;?
482.0;?;-698.0;26.0;-54;177.0
478.0;99.0;-668.0;58.0;?;147.0
476.0;?;-695.0;138.0;-55;91.0
467.0;78.0;-686.0;?;-57;87.0
461.0;102.0;?;172.0;-51;68.0
?;74.0;-667.0;198.0;-70;38.0
421.0;98.0;-522.0;298.0;-96;?
412.0;?;-410.0;322.0;-92;16.0
407.0;?;-407.0;345.0;-96;-36.0
387.0;?;?;374.0;-98;?
?;108.0;-470.0;380.0;-95;86.0
336.0;?;?;405.0;?;-2.0
285.0;100.0;-486.0;?;-98;-137.0
276.0;98.0;-427.0;?;-99;?
217.0;98.0;-429.0;196.0;-100;-286.0
163.0;88.0;-419.0;88.0;-100;-201.0
119.0;?;-444.0;229.0;-100;-87.0
100.0;?;-450.0;337.0;-100;-62.0
78.0;121.0;?;353.0;-100;-95.0
?;131.0;-450.0;277.0;-100;-72.0
118.0;161.0;-450.0;134.0;-104;?
116.0;168.0;-441.0;110.0;-105;-132.0
80.0;124.0;-439.0;170.0;-105;?
74.0;98.0;-450.0;283.0;-106;-32.0
82.0;98.0;?;435.0;-107;51.0
?;115.0;-509.0;545.0;-107;?
129.0;129.0;-533.0;638.0;-106;-3.0
117.0;100.0;-570.0;693.0;-109;-9.0
?;144.0;-639.0;735.0;-104;?
?;330.0;-676.0;675.0;-115;-50.0
145.0;417.0;-724.0;652.0;-110;-61.0
141.0;609.0;-738.0;443.0;-119;-108.0
136.0;702.0;?;298.0;-139;-112.0
?;609.0;?;157.0;-124;-54.0
175.0;?;-604.0;47.0;?;?
189.0;457.0;-557.0;-29.0;-56;239.0
198.0;319.0;-530.0;-100.0;163;242.0
235.0;245.0;-481.0;-178.0;58;211.0
215.0;-48.0;-499.0;-271.0;38;?
?;-173.0;-520.0;?;34;264.0
431.0;?;-471.0;-353.0;-24;242.0
?;-37.0;-409.0;-121.0;0;18.0
514.0;160.0;-416.0;-184.0;?;-117.0
339.0;?;?;-337.0;-12;-60.0
260.0;387.0;-396.0;?;-8;17.0
314.0;457.0;-459.0;?;-11;32.0
?;489.0;?;421.0;?;61.0
303.0;455.0;-554.0;734.0;-13;99.0
224.0;323.0;-654.0;721.0;-12;?
200.0;203.0;-883.0;553.0;-13;141.0
185.0;348.0;?;?;-14;85.0
164.0;?;?;508.0;-14;67.0
131.0;?;?;561.0;-13;49.0
?;?;-640.0;583.0;-12;-10.0
?;639.0;-670.0;?;?;22.0
135.0;572.0;-633.0;538.0;-13;16.0
230.0;814.0;-448.0;493.0;-14;21.0
?;-333.0;-463.0;?;-14;-12.0
247.0;?;-471.0;342.0;-14;?
404.0;655.0;-445.0;111.0;-14;3.0
333.0;288.0;-417.0;-44.0;-14;-77.0
408.0;-477.0;-396.0;-435.0;?;-36.0
?;419.0;-403.0;-915.0;?;-152.0
?;-225.0;-443.0;-1208.0;-14;-193.0
?;-92.0;-542.0;?;-15;-181.0
?;6.0;-489.0;-1534.0;-15;-247.0
176.0;?;-531.0;-1665.0;-15;-210.0
176.0;-19.0;-658.0;-1755.0;-15;-211.0
162.0;24.0;-635.0;-1700.0;?;-175.0
144.0;?;-468.0;?;-13;?
109.0;?;-810.0;-1500.0;-9;45.0
87.0;-79.0;?;-1350.0;-3;-72.0
117.0;-51.0;?;-1160.0;4;?
94.0;-33.0;-592.0;-952.0;11;450.0
?;172.0;-507.0;-548.0;?;-58.0
87.0;98.0;?;18.0;16;107.0
?;?;-365.0;?;17;343.0
229.0;946.0;-431.0;962.0;17;139.0
310.0;2064.0;-387.0;1289.0;18;107.0
390.0;?;?;?;18;43.0
392.0;-126.0;-418.0;1495.0;15;25.0
341.0;-28.0;-416.0;1158.0;10;38.0
300.0;-214.0;-454.0;1421.0;5;?
256.0;-171.0;-538.0;1517.0;1;?
213.0;-220.0;-511.0;?;?;136.0
155.0;-175.0;-626.0;1176.0;-5;93.0
138.0;-161.0;-855.0;?;-7;?
115.0;-136.0;?;799.0;?;9.0
96.0;?;-795.0;651.0;-6;22.0
72.0;-382.0;-565.0;572.0;-3;?
91.0;-259.0;-604.0;?;?;?
54.0;?;?;426.0;-2;55.0
82.0;1108.0;-528.0;274.0;-2;60.0
129.0;2422.0;-399.0;206.0;-2;63.0
146.0;573.0;-438.0;137.0;-2;171.0
241.0;?;-448.0;-2.0;-2;127.0
431.0;1299.0;-401.0;-188.0;-2;123.0
?;317.0;-354.0;-435.0;-2;67.0
340.0;-394.0;-353.0;-973.0;-2;-38.0
339.0;-362.0;-388.0;-1390.0;-2;-131.0
270.0;-71.0;-371.0;-1635.0;-2;-78.0
219.0;-101.0;-428.0;-1774.0;-2;-111.0
176.0;-173.0;-478.0;-1762.0;-2;-156.0
131.0;-97.0;-366.0;-1625.0;-2;-163.0
126.0;20.0;-666.0;-1387.0;-2;-125.0
?;78.0;?;-1104.0;-1;-85.0
90.0;?;-529.0;-870.0;-1;?
59.0;107.0;?;-609.0;0;93.0
93.0;?;-721.0;?;2;79.0
108.0;69.0;-612.0;20.0;6;-154.0
60.0;20.0;-537.0;211.0;10;136.0
113.0;?;?;404.0;11;232.0
58.0;217.0;-532.0;679.0;12;240.0
105.0;522.0;-487.0;1105.0;11;326.0
332.0;1002.0;-470.0;1519.0;11;220.0
390.0;740.0;-525.0;1623.0;9;17.0
436.0;-25.0;-531.0;1711.0;8;?
?;-70.0;?;-928.0;-2;-229.0
207.0;-79.0;-530.0;-964.0;-2;?
182.0;11.0;-737.0;-1011.0;-2;-263.0
145.0;-15.0;-628.0;-913.0;?;-268.0
139.0;-25.0;?;-617.0;-2;-254.0
137.0;103.0;-385.0;-380.0;-2;-254.0
108.0;87.0;-460.0;-127.0;-2;-179.0
152.0;?;-516.0;8.0;-2;?
?;56.0;-519.0;122.0;-2;345.0
122.0;56.0;-450.0;196.0;-2;516.0
159.0;86.0;-439.0;191.0;-2;209.0
220.0;254.0;-367.0;192.0;-2;56.0
247.0;233.0;-327.0;362.0;-2;-17.0
156.0;323.0;-370.0;?;-1;-33.0
137.0;462.0;-238.0;584.0;-1;42.0
158.0;579.0;-286.0;599.0;-1;97.0
?;?;?;340.0;?;72.0
190.0;-264.0;?;126.0;?;62.0
197.0;-9.0;?;4.0;?;95.0
143.0;?;-321.0;-180.0;6;99.0
195.0;-89.0;-347.0;-364.0;8;65.0
138.0;-143.0;?;-493.0;7;21.0
122.0;-109.0;-331.0;-513.0;5;?
94.0;-61.0;?;-459.0;5;-35.0
134.0;-23.0;?;?;?;-25.0
?;?;?;-119.0;-4;16.0
57.0;-215.0;-419.0;124.0;-4;67.0
?;-168.0;-441.0;348.0;-4;117.0
73.0;381.0;?;472.0;-5;124.0
79.0;?;-458.0;593.0;-6;117.0
83.0;?;?;?;?;97.0
81.0;551.0;-421.0;?;-9;66.0
86.0;475.0;-501.0;619.0;?;62.0
99.0;105.0;?;633.0;?;47.0
89.0;6.0;-457.0;657.0;-11;39.0
?;187.0;-427.0;626.0;-10;30.0
119.0;178.0;-403.0;490.0;-10;7.0
130.0;154.0;-509.0;410.0;-10;-8.0
131.0;119.0;-594.0;343.0;-10;60.0
126.0;98.0;?;363.0;-10;?
90.0;?;?;306.0;-10;65.0
?;66.0;-630.0;266.0;-10;14.0
121.0;67.0;?;216.0;-10;-66.0
175.0;?;-577.0;170.0;-10;-117.0
91.0;23.0;-523.0;?;-10;-138.0
?;64.0;-491.0;-12.0;-10;-116.0
124.0;41.0;?;10.0;-10;-59.0
168.0;-5.0;-510.0;48.0;-10;4.0
183.0;-77.0;-542.0;-21.0;-10;49.0
205.0;-134.0;-525.0;-136.0;-11;17.0
?;-156.0;-537.0;-337.0;-11;-27.0
218.0;-124.0;-539.0;-479.0;?;-76.0
?;-60.0;-535.0;-506.0;?;?
182.0;-8.0;-518.0;-419.0;-11;?
?;9.0;-459.0;-293.0;-11;-100.0
143.0;1.0;-417.0;-201.0;-11;-49.0
137.0;10.0;-399.0;-169.0;-12;-19.0
?;?;-382.0;?;?;-29.0
158.0;52.0;?;-86.0;-12;-1.0
146.0;56.0;-397.0;-25.0;-12;?
135.0;?;-373.0;40.0;-12;?
137.0;91.0;-385.0;128.0;-12;42.0
?;132.0;?;285.0;?;?
111.0;184.0;?;443.0;?;11.0
?;386.0;-426.0;536.0;-12;?
78.0;?;-398.0;555.0;-12;28.0
?;492.0;-418.0;502.0;-12;56.0
?;209.0;-446.0;483.0;?;-27.0
53.0;-9.0;-545.0;472.0;-12;-10.0
63.0;?;-490.0;?;-12;22.0
49.0;?;-499.0;376.0;-12;48.0
50.0;-169.0;-584.0;287.0;-12;28.0
45.0;-148.0;-415.0;159.0;-12;96.0
70.0;-82.0;-426.0;121.0;-12;58.0
83.0;-38.0;-538.0;?;-12;-47.0
?;-21.0;-435.0;15.0;-12;?
114.0;22.0;-442.0;-19.0;?;54.0
103.0;88.0;-425.0;-119.0;-12;85.0
190.0;-49.0;?;-172.0;-12;47.0
176.0;1124.0;-412.0;-101.0;-12;11.0
224.0;1335.0;-433.0;-66.0;?;?
178.0;-652.0;-434.0;?;?;-20.0
123.0;-130.0;-462.0;-376.0;-11;13.0
146.0;40.0;-442.0;-317.0;-11;20.0
160.0;-15.0;-413.0;-247.0;-11;15.0
131.0;108.0;-428.0;-189.0;?;2.0
152.0;108.0;-445.0;-173.0;-11;-5.0
?;?;-443.0;-116.0;-11;?
126.0;?;-447.0;?;-11;?
?;?;-470.0;-3.0;-11;-48.0
131.0;?;-493.0;49.0;-11;-68.0
141.0;?;-528.0;133.0;?;-37.0
?;106.0;-540.0;209.0;-11;3.0
123.0;107.0;-575.0;270.0;-11;?
106.0;126.0;-574.0;?;-11;-7.0
106.0;?;-593.0;313.0;?;9.0
97.0;110.0;-517.0;?;-11;?
110.0;60.0;-579.0;286.0;?;-24.0
118.0;98.0;-555.0;335.0;?;66.0
122.0;88.0;-540.0;?;-11;153.0
121.0;126.0;?;355.0;-11;161.0
