Accelerometer LUA^ accX;InertialMeasurementUnit LUA accY;Accelerometer LUA_ accY;Accelerometer LH accY;InertialMeasurementUnit LLA accY;Accelerometer LUA_ accX;Accelerometer LUA^ accZ;Accelerometer LWR accY;Accelerometer LWR accZ;InertialMeasurementUnit LLA accX;Accelerometer LUA_ accZ
-203.0;-400.0;-530.0;-682.0;-465.0;-614.0;739.0;?;497.0;-35.0;?
-297.0;-342.0;-619.0;-675.0;-579.0;-633.0;795.0;?;523.0;?;422.0
-208.0;?;-641.0;-787.0;-467.0;-634.0;881.0;?;?;110.0;411.0
-290.0;?;-734.0;-885.0;-466.0;-645.0;861.0;?;408.0;290.0;402.0
-292.0;-497.0;-688.0;-903.0;-475.0;-669.0;832.0;-883.0;446.0;431.0;380.0
-290.0;-558.0;?;-938.0;-603.0;-693.0;?;?;460.0;561.0;402.0
-291.0;?;-691.0;-844.0;-562.0;-715.0;775.0;-886.0;452.0;697.0;367.0
-286.0;-709.0;?;-889.0;?;-674.0;752.0;-868.0;399.0;752.0;?
?;-813.0;-677.0;-891.0;-465.0;-692.0;?;-857.0;480.0;?;377.0
-284.0;-819.0;-674.0;-920.0;?;-644.0;785.0;-900.0;534.0;?;?
-254.0;-750.0;-717.0;-892.0;-545.0;-697.0;859.0;-917.0;473.0;839.0;377.0
-348.0;?;?;?;-653.0;-631.0;914.0;-968.0;?;857.0;?
-364.0;?;-809.0;?;-537.0;-678.0;872.0;-1010.0;427.0;851.0;300.0
-343.0;-723.0;?;-1002.0;-488.0;-647.0;787.0;-920.0;406.0;?;298.0
-273.0;?;-654.0;-741.0;-612.0;-632.0;744.0;-856.0;492.0;862.0;384.0
-211.0;-735.0;-659.0;-799.0;?;-582.0;782.0;-814.0;427.0;864.0;373.0
-251.0;-780.0;-631.0;-873.0;-524.0;-657.0;712.0;-804.0;?;874.0;361.0
-241.0;-869.0;?;-751.0;?;?;715.0;?;?;?;429.0
-229.0;-853.0;-597.0;-720.0;-425.0;-627.0;775.0;?;477.0;961.0;444.0
?;-740.0;-699.0;-874.0;?;-692.0;834.0;-867.0;397.0;872.0;347.0
?;-708.0;-718.0;-876.0;-538.0;-696.0;829.0;-920.0;459.0;792.0;366.0
-298.0;-742.0;-721.0;?;-445.0;-620.0;825.0;?;473.0;?;?
-287.0;-665.0;-701.0;-855.0;-625.0;-607.0;810.0;-876.0;462.0;?;346.0
-294.0;-620.0;?;-866.0;-666.0;-635.0;786.0;-870.0;445.0;733.0;332.0
-313.0;-711.0;-682.0;-929.0;-568.0;?;815.0;-911.0;472.0;780.0;388.0
-318.0;-777.0;-724.0;-919.0;-496.0;-632.0;?;-933.0;?;848.0;368.0
-334.0;-774.0;-761.0;-850.0;?;-629.0;860.0;?;?;879.0;340.0
-309.0;-781.0;-762.0;?;-499.0;-620.0;882.0;-943.0;313.0;865.0;?
-303.0;-763.0;-781.0;?;-518.0;-609.0;870.0;?;293.0;?;290.0
-296.0;?;-735.0;-926.0;-555.0;-614.0;796.0;?;?;853.0;308.0
-257.0;-738.0;-657.0;-867.0;-623.0;-632.0;?;-804.0;544.0;?;?
-258.0;?;-584.0;-782.0;-479.0;-577.0;683.0;-740.0;600.0;886.0;393.0
-265.0;-830.0;-576.0;-779.0;-401.0;-612.0;757.0;-774.0;566.0;895.0;415.0
-270.0;-828.0;?;?;?;-653.0;802.0;-853.0;412.0;914.0;347.0
-287.0;-837.0;?;-899.0;-372.0;?;831.0;-890.0;491.0;879.0;392.0
-282.0;-771.0;?;-956.0;-506.0;-681.0;860.0;-941.0;542.0;868.0;427.0
-277.0;?;-722.0;-931.0;-576.0;-675.0;847.0;-924.0;432.0;?;403.0
-314.0;?;-756.0;-899.0;-677.0;-611.0;?;-942.0;413.0;716.0;363.0
-315.0;?;-742.0;?;-598.0;-604.0;804.0;-912.0;433.0;784.0;342.0
-329.0;-749.0;-742.0;-962.0;?;-612.0;?;-886.0;?;?;333.0
-304.0;-775.0;-763.0;-913.0;-592.0;-583.0;817.0;-899.0;?;885.0;?
-278.0;-784.0;?;-854.0;-607.0;-535.0;819.0;-887.0;427.0;899.0;338.0
-294.0;-806.0;-733.0;-865.0;-524.0;-542.0;812.0;-871.0;445.0;886.0;337.0
-310.0;-806.0;-743.0;-927.0;?;-561.0;?;?;415.0;894.0;359.0
-300.0;-775.0;-743.0;-953.0;-459.0;-617.0;?;-905.0;463.0;?;368.0
-266.0;?;?;-867.0;-490.0;-530.0;?;-884.0;367.0;905.0;350.0
-295.0;-780.0;-731.0;-860.0;-489.0;?;784.0;-872.0;373.0;886.0;341.0
-265.0;-770.0;-736.0;-819.0;-443.0;-514.0;774.0;?;336.0;856.0;303.0
-265.0;-756.0;-741.0;-792.0;-426.0;-487.0;799.0;-873.0;311.0;868.0;350.0
-244.0;-765.0;-727.0;-747.0;-467.0;-494.0;810.0;-840.0;?;895.0;?
-249.0;-775.0;-699.0;-747.0;?;?;755.0;-807.0;277.0;913.0;323.0
-218.0;?;-629.0;-717.0;-411.0;-494.0;698.0;-801.0;394.0;847.0;337.0
-111.0;?;-523.0;-533.0;-406.0;-477.0;651.0;?;353.0;861.0;367.0
-96.0;-757.0;-434.0;-347.0;-377.0;-460.0;601.0;-598.0;256.0;855.0;?
-116.0;?;-397.0;?;?;?;615.0;-473.0;?;844.0;392.0
?;-760.0;?;91.0;-345.0;?;740.0;-429.0;185.0;814.0;378.0
-244.0;-733.0;-402.0;493.0;?;-673.0;673.0;-313.0;332.0;?;?
-264.0;-662.0;-251.0;607.0;-393.0;-762.0;719.0;?;384.0;719.0;?
-506.0;?;?;940.0;-427.0;?;757.0;162.0;372.0;595.0;328.0
-388.0;-535.0;25.0;1265.0;-340.0;-822.0;608.0;465.0;596.0;465.0;291.0
-395.0;-542.0;309.0;1129.0;?;?;595.0;?;722.0;352.0;346.0
?;-612.0;?;1170.0;-297.0;?;?;945.0;783.0;285.0;526.0
99.0;-700.0;853.0;1546.0;-471.0;-794.0;595.0;?;?;182.0;642.0
-43.0;?;1023.0;1797.0;-705.0;-965.0;220.0;1571.0;516.0;?;526.0
-132.0;?;?;1989.0;-656.0;-699.0;-229.0;2010.0;?;-126.0;349.0
503.0;?;1316.0;1910.0;-935.0;-110.0;-606.0;2054.0;915.0;-403.0;398.0
907.0;-540.0;1089.0;1819.0;?;131.0;-402.0;1525.0;748.0;-638.0;?
765.0;?;948.0;1377.0;-953.0;290.0;-127.0;1308.0;633.0;-855.0;539.0
292.0;?;1005.0;1436.0;-1388.0;98.0;23.0;?;613.0;-1248.0;699.0
?;-321.0;949.0;?;-1374.0;-84.0;?;?;621.0;-1361.0;706.0
84.0;?;834.0;?;-1247.0;?;186.0;?;727.0;?;737.0
-15.0;?;823.0;1444.0;-959.0;?;353.0;1024.0;753.0;?;?
66.0;585.0;?;1565.0;?;?;316.0;1077.0;?;?;836.0
63.0;243.0;922.0;1368.0;?;-318.0;58.0;1051.0;366.0;-969.0;602.0
47.0;-48.0;953.0;1194.0;?;?;?;1030.0;253.0;-1026.0;460.0
?;-183.0;895.0;968.0;-481.0;?;?;967.0;252.0;-948.0;505.0
?;-376.0;909.0;1038.0;?;-22.0;?;983.0;253.0;?;406.0
146.0;-534.0;976.0;1166.0;?;?;?;?;?;-878.0;?
76.0;?;1005.0;1153.0;?;?;?;1116.0;?;?;327.0
239.0;-39.0;980.0;1154.0;-623.0;-46.0;?;1079.0;250.0;-853.0;312.0
282.0;-57.0;1045.0;1172.0;-535.0;?;-266.0;1155.0;342.0;?;335.0
?;-32.0;1049.0;1171.0;?;-42.0;-225.0;1135.0;284.0;-772.0;391.0
248.0;62.0;?;1131.0;-468.0;-95.0;-180.0;1075.0;267.0;-840.0;413.0
205.0;?;1029.0;1184.0;-383.0;-171.0;-158.0;?;237.0;-909.0;?
211.0;202.0;?;1162.0;-306.0;-214.0;-118.0;1028.0;?;-962.0;?
96.0;233.0;938.0;?;-262.0;-277.0;-68.0;917.0;288.0;-990.0;418.0
-1.0;261.0;879.0;1125.0;-262.0;-308.0;-69.0;858.0;335.0;?;343.0
-35.0;?;819.0;?;-279.0;-337.0;?;812.0;263.0;?;360.0
-23.0;159.0;826.0;?;-309.0;?;-109.0;846.0;346.0;-1037.0;404.0
?;135.0;767.0;957.0;?;-242.0;60.0;811.0;266.0;-1050.0;490.0
106.0;121.0;?;?;-400.0;-307.0;106.0;876.0;288.0;-1016.0;?
113.0;29.0;?;1089.0;-331.0;-365.0;-109.0;987.0;360.0;-931.0;?
?;-45.0;945.0;1060.0;-420.0;-248.0;-5.0;1028.0;347.0;-862.0;?
159.0;-60.0;953.0;1082.0;-311.0;-200.0;?;1045.0;371.0;?;406.0
79.0;37.0;979.0;1129.0;?;-209.0;-168.0;1021.0;505.0;?;?
?;?;1003.0;1141.0;?;?;-91.0;1023.0;387.0;-798.0;332.0
?;-149.0;1001.0;1096.0;-428.0;-266.0;-79.0;1026.0;402.0;?;319.0
?;?;?;1104.0;-526.0;-298.0;-139.0;?;410.0;?;?
135.0;20.0;1043.0;1123.0;-448.0;-248.0;-178.0;?;?;?;370.0
?;69.0;?;1026.0;-426.0;-217.0;?;1014.0;391.0;-958.0;328.0
?;79.0;917.0;1025.0;-466.0;-180.0;-159.0;981.0;275.0;-966.0;288.0
53.0;21.0;917.0;1028.0;-460.0;?;-179.0;929.0;?;-972.0;262.0
36.0;10.0;905.0;1050.0;-483.0;?;-157.0;927.0;?;-966.0;272.0
68.0;?;?;?;-509.0;-203.0;-150.0;954.0;268.0;-1002.0;292.0
119.0;133.0;?;1014.0;-476.0;-189.0;-181.0;946.0;267.0;-995.0;311.0
108.0;136.0;943.0;987.0;-418.0;-171.0;-155.0;?;256.0;-907.0;?
38.0;?;937.0;1002.0;-342.0;-215.0;-142.0;938.0;?;-899.0;319.0
90.0;?;895.0;958.0;-346.0;?;-155.0;878.0;250.0;?;325.0
113.0;101.0;887.0;951.0;-346.0;-198.0;-186.0;?;239.0;-911.0;319.0
71.0;87.0;926.0;1019.0;-357.0;-188.0;-194.0;896.0;203.0;?;285.0
34.0;95.0;975.0;1088.0;-348.0;-226.0;-210.0;963.0;292.0;-925.0;295.0
?;82.0;986.0;1085.0;?;-213.0;?;979.0;266.0;?;312.0
?;48.0;1019.0;1079.0;-310.0;-221.0;?;?;?;-921.0;316.0
108.0;91.0;1027.0;1100.0;-323.0;-215.0;-208.0;1015.0;295.0;-889.0;?
61.0;162.0;981.0;1058.0;-301.0;-220.0;-164.0;982.0;331.0;?;318.0
39.0;?;901.0;978.0;?;-229.0;-105.0;901.0;343.0;-934.0;280.0
8.0;152.0;836.0;899.0;-291.0;-257.0;-117.0;877.0;347.0;?;253.0
-21.0;173.0;810.0;873.0;-336.0;-270.0;-110.0;840.0;340.0;-980.0;253.0
-72.0;?;847.0;890.0;-360.0;-299.0;-117.0;?;319.0;-1006.0;224.0
5.0;161.0;?;?;-365.0;?;-195.0;943.0;367.0;-1010.0;204.0
61.0;90.0;964.0;1012.0;-373.0;-256.0;-196.0;?;378.0;-947.0;?
106.0;63.0;976.0;1025.0;-381.0;?;-164.0;1025.0;?;?;289.0
?;37.0;1089.0;1118.0;-394.0;-244.0;-142.0;1125.0;288.0;-813.0;326.0
?;22.0;1124.0;1156.0;-404.0;-237.0;-163.0;1160.0;420.0;-788.0;341.0
134.0;18.0;1036.0;1112.0;-428.0;?;?;?;356.0;-811.0;360.0
?;63.0;?;1063.0;-458.0;-214.0;-37.0;1028.0;295.0;-876.0;399.0
10.0;125.0;955.0;1047.0;-448.0;-264.0;-88.0;1001.0;287.0;?;386.0
-34.0;94.0;?;1027.0;?;-277.0;?;964.0;259.0;-959.0;345.0
-70.0;34.0;861.0;1027.0;-414.0;-240.0;-65.0;848.0;188.0;-1080.0;290.0
-52.0;45.0;822.0;975.0;-451.0;?;-58.0;794.0;255.0;?;?
-25.0;47.0;855.0;?;?;-273.0;-133.0;850.0;246.0;-1007.0;?
46.0;7.0;?;987.0;-406.0;-242.0;-144.0;897.0;323.0;-982.0;306.0
48.0;9.0;911.0;987.0;-399.0;-227.0;-128.0;?;239.0;-963.0;305.0
22.0;?;924.0;986.0;-354.0;-260.0;-134.0;938.0;277.0;-911.0;?
18.0;-49.0;933.0;1018.0;-290.0;-252.0;-131.0;930.0;317.0;-846.0;301.0
27.0;-25.0;972.0;1049.0;-306.0;-281.0;-140.0;975.0;340.0;-823.0;301.0
38.0;45.0;979.0;1019.0;-349.0;-261.0;-135.0;?;357.0;-860.0;312.0
20.0;86.0;945.0;?;-332.0;-286.0;-93.0;980.0;354.0;-898.0;308.0
0.0;55.0;907.0;969.0;-341.0;-286.0;-113.0;929.0;353.0;-900.0;?
-11.0;44.0;895.0;971.0;?;-284.0;-119.0;941.0;376.0;-902.0;325.0
6.0;48.0;932.0;1024.0;-409.0;?;-109.0;961.0;359.0;-937.0;346.0
39.0;?;975.0;1042.0;?;?;-155.0;980.0;368.0;-958.0;321.0
41.0;56.0;1030.0;1081.0;?;-266.0;-156.0;?;?;?;305.0
63.0;32.0;1055.0;?;?;-252.0;-152.0;1055.0;365.0;-917.0;327.0
68.0;4.0;1002.0;1053.0;-439.0;-226.0;-100.0;?;?;-879.0;344.0
57.0;6.0;?;1008.0;-457.0;-239.0;?;?;303.0;?;367.0
?;27.0;955.0;?;?;-270.0;-91.0;952.0;318.0;?;340.0
19.0;?;913.0;1016.0;-468.0;-256.0;-106.0;?;313.0;-948.0;349.0
26.0;56.0;910.0;1023.0;-433.0;-242.0;-63.0;969.0;?;-991.0;340.0
68.0;76.0;907.0;?;?;?;-85.0;924.0;274.0;-1013.0;?
84.0;52.0;895.0;990.0;-394.0;-194.0;?;921.0;284.0;-964.0;349.0
80.0;25.0;914.0;?;-381.0;-233.0;-105.0;931.0;303.0;-943.0;340.0
64.0;15.0;926.0;?;-391.0;-227.0;-130.0;946.0;321.0;-934.0;328.0
?;-4.0;943.0;1019.0;-399.0;?;-171.0;967.0;295.0;?;322.0
?;-5.0;959.0;1027.0;-388.0;-142.0;-172.0;982.0;276.0;-905.0;344.0
121.0;17.0;979.0;?;-385.0;-150.0;?;979.0;241.0;-897.0;?
60.0;?;957.0;1031.0;-357.0;-197.0;-72.0;?;?;-891.0;374.0
?;14.0;957.0;1024.0;-353.0;-261.0;-16.0;975.0;?;-907.0;?
37.0;?;906.0;1011.0;-355.0;-274.0;-43.0;965.0;309.0;-927.0;?
42.0;113.0;900.0;1017.0;-335.0;-282.0;-82.0;924.0;354.0;-927.0;378.0
?;?;?;?;-294.0;-244.0;-127.0;971.0;385.0;-944.0;?
88.0;?;918.0;?;-275.0;-226.0;?;?;367.0;?;319.0
99.0;?;?;1015.0;?;?;-135.0;965.0;?;-941.0;335.0
92.0;-51.0;939.0;1015.0;-384.0;-217.0;?;?;341.0;-931.0;355.0
104.0;-26.0;943.0;999.0;-424.0;-225.0;-134.0;?;313.0;-895.0;369.0
?;14.0;?;1027.0;-429.0;-213.0;-131.0;955.0;335.0;-886.0;?
86.0;67.0;971.0;1023.0;-408.0;-213.0;?;?;246.0;-888.0;330.0
115.0;78.0;942.0;?;?;-173.0;-152.0;978.0;264.0;-888.0;331.0
?;71.0;944.0;1047.0;-395.0;-173.0;?;?;251.0;-908.0;340.0
104.0;66.0;?;1033.0;-395.0;-165.0;-142.0;955.0;287.0;-910.0;340.0
114.0;?;934.0;?;-379.0;-175.0;-153.0;934.0;274.0;-922.0;338.0
111.0;62.0;894.0;?;-361.0;-178.0;-118.0;941.0;260.0;-950.0;348.0
76.0;74.0;905.0;?;-356.0;-217.0;?;952.0;?;?;371.0
100.0;84.0;926.0;?;-331.0;-220.0;-93.0;919.0;339.0;-942.0;349.0
?;?;924.0;?;-320.0;-232.0;?;?;291.0;?;?
93.0;95.0;949.0;1030.0;-314.0;-215.0;-162.0;961.0;324.0;-941.0;339.0
105.0;93.0;?;1043.0;-319.0;-202.0;?;1007.0;261.0;-920.0;?
110.0;66.0;951.0;?;?;?;?;?;261.0;-890.0;364.0
107.0;40.0;960.0;1044.0;?;-219.0;?;985.0;353.0;?;351.0
?;?;947.0;1042.0;-368.0;-245.0;-107.0;972.0;315.0;-910.0;346.0
105.0;57.0;933.0;1019.0;-373.0;?;-127.0;989.0;364.0;-912.0;368.0
102.0;?;?;1037.0;-365.0;-223.0;?;977.0;315.0;-942.0;350.0
?;95.0;924.0;994.0;?;-203.0;-133.0;971.0;?;-945.0;369.0
87.0;67.0;905.0;1003.0;?;-225.0;?;940.0;285.0;-943.0;348.0
95.0;48.0;928.0;987.0;-397.0;-230.0;-100.0;950.0;297.0;?;?
76.0;33.0;942.0;1010.0;-399.0;-222.0;?;940.0;351.0;-924.0;334.0
105.0;41.0;?;1006.0;-383.0;?;-92.0;?;301.0;?;337.0
?;59.0;927.0;1019.0;-371.0;-223.0;-101.0;?;348.0;-924.0;362.0
86.0;?;949.0;?;-353.0;-244.0;-67.0;962.0;307.0;?;?
88.0;44.0;947.0;1024.0;-357.0;-242.0;-80.0;985.0;349.0;-909.0;358.0
90.0;47.0;944.0;1017.0;?;-234.0;-102.0;?;293.0;-915.0;?
?;56.0;955.0;1022.0;?;-215.0;-126.0;952.0;286.0;-918.0;347.0
109.0;56.0;?;1018.0;?;-212.0;-132.0;944.0;338.0;-916.0;344.0
84.0;40.0;932.0;998.0;-390.0;-214.0;?;965.0;212.0;-912.0;345.0
102.0;?;925.0;?;?;?;-125.0;922.0;260.0;-917.0;330.0
109.0;44.0;930.0;?;-405.0;-203.0;-154.0;963.0;?;-921.0;337.0
81.0;62.0;942.0;1026.0;-389.0;?;-140.0;963.0;286.0;-925.0;341.0
?;78.0;961.0;1036.0;-373.0;?;-110.0;965.0;287.0;-930.0;330.0
100.0;79.0;961.0;?;-356.0;-222.0;-118.0;967.0;279.0;-924.0;349.0
94.0;71.0;933.0;1027.0;-349.0;-204.0;?;980.0;288.0;-919.0;352.0
95.0;73.0;944.0;1033.0;?;?;-115.0;983.0;314.0;?;377.0
105.0;?;943.0;?;-354.0;-216.0;-121.0;989.0;297.0;-924.0;359.0
86.0;75.0;955.0;?;-361.0;-231.0;-122.0;?;246.0;-927.0;350.0
97.0;71.0;942.0;1005.0;-372.0;-204.0;-121.0;955.0;321.0;-933.0;334.0
104.0;73.0;918.0;997.0;-378.0;-208.0;-112.0;951.0;313.0;-929.0;343.0
93.0;68.0;933.0;1020.0;-371.0;-212.0;-123.0;?;312.0;-921.0;336.0
99.0;72.0;943.0;1026.0;?;-218.0;-119.0;969.0;343.0;-926.0;343.0
?;77.0;943.0;1017.0;-369.0;-223.0;-94.0;941.0;313.0;-930.0;330.0
82.0;69.0;936.0;1023.0;-368.0;-228.0;-119.0;?;232.0;-928.0;348.0
91.0;61.0;?;?;-370.0;-234.0;?;?;306.0;?;355.0
95.0;72.0;939.0;997.0;-364.0;-225.0;?;963.0;316.0;-922.0;?
95.0;72.0;952.0;1016.0;-368.0;-222.0;?;976.0;343.0;-927.0;340.0
90.0;?;935.0;?;-374.0;-224.0;-134.0;959.0;315.0;-922.0;348.0
78.0;?;915.0;?;-374.0;-213.0;-103.0;956.0;?;?;?
82.0;55.0;915.0;988.0;?;-223.0;-103.0;953.0;300.0;-915.0;358.0
102.0;55.0;943.0;?;-382.0;-212.0;-122.0;?;?;-917.0;332.0
106.0;67.0;944.0;1024.0;?;-203.0;-139.0;947.0;307.0;-926.0;347.0
?;?;948.0;1026.0;-374.0;-204.0;-133.0;963.0;334.0;-928.0;331.0
86.0;68.0;932.0;1014.0;-370.0;-217.0;-102.0;972.0;257.0;-921.0;354.0
105.0;52.0;943.0;1008.0;-375.0;-223.0;?;961.0;292.0;-912.0;360.0
83.0;?;926.0;1020.0;-378.0;-225.0;?;961.0;333.0;-914.0;352.0
?;72.0;923.0;1005.0;-368.0;-236.0;-133.0;960.0;309.0;?;?
?;?;928.0;1014.0;-358.0;?;-114.0;979.0;286.0;-928.0;368.0
85.0;73.0;?;1007.0;?;-218.0;?;?;335.0;-933.0;?
98.0;58.0;918.0;1014.0;-375.0;-219.0;-132.0;946.0;300.0;-925.0;354.0
93.0;?;940.0;1025.0;?;-210.0;-116.0;?;305.0;?;335.0
100.0;55.0;935.0;1006.0;-389.0;-222.0;-83.0;937.0;296.0;-918.0;342.0
107.0;?;?;1007.0;-379.0;?;?;971.0;238.0;-919.0;345.0
97.0;66.0;?;1015.0;?;-213.0;-130.0;965.0;290.0;-927.0;360.0
101.0;?;943.0;1018.0;?;?;-117.0;?;?;-924.0;340.0
107.0;66.0;943.0;1023.0;-362.0;-213.0;?;970.0;280.0;-922.0;359.0
104.0;?;932.0;?;-367.0;-212.0;-119.0;949.0;?;-920.0;348.0
?;48.0;?;?;-375.0;-203.0;-100.0;977.0;295.0;-918.0;364.0
133.0;53.0;944.0;1016.0;-372.0;-188.0;?;966.0;278.0;-921.0;?
114.0;69.0;941.0;?;-371.0;-195.0;-92.0;958.0;304.0;?;352.0
?;73.0;945.0;1023.0;-371.0;?;-103.0;969.0;324.0;-927.0;337.0
98.0;72.0;936.0;1013.0;-368.0;-213.0;-112.0;940.0;?;-926.0;344.0
104.0;72.0;938.0;997.0;-368.0;?;-111.0;968.0;267.0;-926.0;348.0
108.0;71.0;?;995.0;-368.0;-222.0;-115.0;?;275.0;-930.0;354.0
?;81.0;937.0;1012.0;-358.0;-217.0;?;961.0;?;-929.0;355.0
92.0;66.0;?;?;?;?;-138.0;960.0;249.0;-919.0;345.0
118.0;61.0;943.0;1035.0;-365.0;-206.0;-111.0;?;346.0;?;352.0
114.0;55.0;934.0;1024.0;-370.0;?;-95.0;967.0;?;-912.0;345.0
?;57.0;940.0;1018.0;-371.0;-211.0;-96.0;974.0;306.0;-913.0;376.0
?;69.0;952.0;1035.0;-371.0;-223.0;-104.0;946.0;?;-917.0;352.0
106.0;?;?;1036.0;?;-203.0;-107.0;?;335.0;-919.0;340.0
91.0;?;951.0;1027.0;-360.0;-194.0;-107.0;987.0;291.0;-922.0;349.0
77.0;71.0;931.0;1001.0;-361.0;-216.0;-122.0;968.0;350.0;-932.0;348.0
84.0;67.0;938.0;?;-362.0;-230.0;?;956.0;?;?;340.0
104.0;57.0;?;1037.0;-379.0;?;-131.0;975.0;344.0;-926.0;337.0
95.0;61.0;948.0;1030.0;-382.0;-213.0;-142.0;973.0;312.0;-923.0;314.0
?;72.0;937.0;1007.0;-365.0;?;-122.0;981.0;266.0;-928.0;?
?;69.0;?;999.0;?;-199.0;-132.0;986.0;247.0;-930.0;347.0
107.0;54.0;943.0;?;-362.0;?;-119.0;942.0;292.0;-918.0;338.0
113.0;64.0;943.0;?;?;-210.0;-110.0;970.0;315.0;-927.0;339.0
105.0;86.0;934.0;1024.0;?;-207.0;-101.0;?;361.0;?;346.0
117.0;82.0;939.0;1017.0;-354.0;-203.0;-120.0;998.0;225.0;-937.0;343.0
?;78.0;941.0;1006.0;-362.0;-202.0;-113.0;?;265.0;-931.0;340.0
?;68.0;958.0;1017.0;-351.0;-212.0;-106.0;?;249.0;-924.0;332.0
116.0;64.0;947.0;1045.0;-359.0;-197.0;-140.0;981.0;247.0;?;?
108.0;55.0;924.0;1039.0;?;-193.0;-127.0;988.0;?;-922.0;?
?;67.0;924.0;1009.0;-356.0;-194.0;-128.0;973.0;270.0;?;349.0
125.0;?;934.0;996.0;-352.0;-194.0;-126.0;959.0;315.0;-918.0;?
?;78.0;?;?;-354.0;-206.0;-120.0;927.0;302.0;-924.0;329.0
112.0;78.0;944.0;?;-355.0;-221.0;-123.0;954.0;284.0;-933.0;332.0
114.0;85.0;?;1032.0;?;-199.0;-103.0;956.0;259.0;-940.0;342.0
114.0;79.0;937.0;1016.0;-350.0;-207.0;?;?;270.0;?;353.0
114.0;73.0;934.0;1022.0;-355.0;?;-121.0;970.0;?;-927.0;356.0
114.0;67.0;948.0;1018.0;-353.0;?;-114.0;?;332.0;?;?
114.0;64.0;944.0;1016.0;-364.0;-214.0;-119.0;981.0;299.0;?;353.0
112.0;64.0;?;1001.0;-368.0;-208.0;-114.0;952.0;?;-928.0;366.0
?;?;917.0;995.0;?;-200.0;-102.0;961.0;?;-932.0;364.0
90.0;68.0;937.0;?;-363.0;-210.0;-106.0;?;226.0;-932.0;340.0
?;64.0;950.0;1025.0;-362.0;-213.0;-126.0;977.0;278.0;-925.0;?
99.0;60.0;?;1035.0;-360.0;-213.0;-89.0;948.0;362.0;-927.0;?
112.0;64.0;932.0;1032.0;-371.0;-213.0;-102.0;984.0;257.0;-928.0;350.0
116.0;60.0;951.0;1016.0;-363.0;-213.0;-133.0;995.0;304.0;-910.0;?
143.0;60.0;943.0;1041.0;-366.0;-203.0;-127.0;999.0;?;-912.0;369.0
120.0;65.0;932.0;1037.0;-362.0;-194.0;-96.0;965.0;280.0;-922.0;360.0
?;?;913.0;1021.0;-363.0;-193.0;-130.0;960.0;330.0;-932.0;370.0
105.0;56.0;928.0;?;-366.0;-196.0;-113.0;964.0;321.0;-926.0;363.0
123.0;61.0;944.0;?;-371.0;-201.0;-131.0;971.0;?;-932.0;341.0
114.0;70.0;940.0;1014.0;-357.0;-193.0;?;976.0;?;?;345.0
123.0;77.0;930.0;1012.0;-355.0;-193.0;-122.0;953.0;304.0;-931.0;332.0
107.0;67.0;938.0;1024.0;?;-201.0;-112.0;?;269.0;-928.0;357.0
135.0;65.0;939.0;1010.0;?;-217.0;?;950.0;322.0;-925.0;359.0
119.0;65.0;?;1012.0;-358.0;-206.0;-123.0;?;314.0;-924.0;354.0
113.0;79.0;936.0;?;-361.0;-199.0;-133.0;979.0;284.0;-924.0;?
119.0;79.0;?;1035.0;-358.0;-185.0;-116.0;991.0;?;-923.0;?
122.0;73.0;925.0;1016.0;-360.0;-185.0;-135.0;970.0;238.0;?;368.0
133.0;65.0;950.0;1005.0;-359.0;-190.0;?;954.0;?;-922.0;354.0
118.0;73.0;951.0;?;-356.0;-221.0;-120.0;959.0;?;?;339.0
134.0;78.0;952.0;1027.0;?;-204.0;-122.0;965.0;306.0;-925.0;358.0
131.0;?;933.0;1036.0;-354.0;-194.0;-129.0;948.0;305.0;-928.0;?
129.0;?;944.0;1031.0;-339.0;-184.0;-132.0;?;287.0;?;347.0
?;83.0;953.0;?;-346.0;?;-140.0;?;309.0;-927.0;?
97.0;87.0;947.0;1033.0;-345.0;?;?;954.0;249.0;-934.0;345.0
?;?;?;1027.0;-359.0;?;-103.0;982.0;?;?;348.0
?;73.0;915.0;1001.0;-366.0;?;?;?;226.0;-924.0;364.0
116.0;?;930.0;989.0;-360.0;-198.0;-130.0;1005.0;313.0;-929.0;354.0
145.0;94.0;945.0;992.0;-340.0;-210.0;-114.0;?;273.0;-935.0;364.0
126.0;89.0;?;995.0;-343.0;?;?;980.0;303.0;-937.0;342.0
116.0;82.0;950.0;1048.0;-350.0;?;-135.0;969.0;254.0;-940.0;327.0
?;?;941.0;1039.0;-364.0;-205.0;-103.0;?;275.0;-937.0;343.0
103.0;58.0;931.0;1006.0;-365.0;?;-115.0;961.0;?;?;394.0
129.0;77.0;920.0;?;-391.0;-196.0;-129.0;995.0;260.0;?;?
?;82.0;?;1032.0;-314.0;?;-126.0;967.0;304.0;-918.0;364.0
121.0;86.0;932.0;1015.0;?;-196.0;-123.0;1001.0;262.0;-925.0;370.0
109.0;90.0;942.0;1030.0;-356.0;?;-112.0;980.0;257.0;?;350.0
135.0;85.0;?;?;-359.0;-203.0;?;961.0;?;-927.0;340.0
140.0;68.0;941.0;990.0;-363.0;-195.0;-129.0;972.0;?;?;349.0
108.0;71.0;924.0;998.0;-355.0;-202.0;-95.0;959.0;263.0;-924.0;340.0
112.0;78.0;936.0;1018.0;-356.0;-193.0;-108.0;946.0;?;-927.0;352.0
