InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
15;229.0;-20;-22.0;191.0;-20;-56.0
14;169.0;-61;-306.0;1.0;-61;10.0
-2;33.0;28;42.0;-342.0;28;-1.0
6;-100.0;22;38.0;289.0;22;83.0
3;-141.0;-43;153.0;-46.0;-43;-222.0
33;-299.0;13;-120.0;-51.0;13;-348.0
8;87.0;0;-31.0;29.0;0;364.0
2;67.0;14;32.0;328.0;14;121.0
-1;-161.0;2;80.0;-343.0;2;-167.0
9;-73.0;-10;-1.0;291.0;-10;-142.0
-1;-57.0;51;77.0;-238.0;51;-142.0
-4;101.0;17;159.0;190.0;17;252.0
-3;-121.0;-5;261.0;-80.0;-5;-3.0
1;19.0;8;72.0;-258.0;8;222.0
-6;366.0;-99;243.0;-338.0;-99;40.0
1;-124.0;-46;97.0;-274.0;-46;-192.0
3;-97.0;11;-177.0;-251.0;11;-162.0
-3;-47.0;-3;-138.0;255.0;-3;145.0
-1;-35.0;19;44.0;-299.0;19;-93.0
-2;-61.0;19;-33.0;-304.0;19;-53.0
0;-93.0;40;-185.0;-136.0;40;-256.0
-3;-236.0;37;-303.0;-24.0;37;-154.0
-2;-43.0;43;-164.0;-246.0;43;-145.0
15;-42.0;-299;-18.0;37.0;-299;56.0
-2;116.0;4;-51.0;-31.0;4;347.0
15;189.0;-6;71.0;23.0;-6;329.0
3;35.0;11;279.0;-22.0;11;194.0
12;0.0;-19;-150.0;324.0;-19;4.0
19;-200.0;24;-38.0;290.0;24;-40.0
10;-285.0;-10;12.0;-168.0;-10;4.0
5;85.0;-16;-154.0;-214.0;-16;-149.0
4;32.0;8;105.0;-219.0;8;-245.0
-176;-263.0;-133;-521.0;-485.0;-133;-410.0
17;259.0;25;149.0;-142.0;25;336.0
4;55.0;-64;-133.0;-205.0;-64;-264.0
0;34.0;39;17.0;285.0;39;-7.0
2;173.0;46;17.0;146.0;46;208.0
-8;37.0;3;85.0;334.0;3;30.0
5;-92.0;29;-126.0;-152.0;29;-260.0
1;-29.0;-56;-235.0;-151.0;-56;-247.0
0;28.0;-18;120.0;248.0;-18;233.0
-4;81.0;25;-208.0;-155.0;25;-134.0
-5;-27.0;-20;84.0;-153.0;-20;-239.0
2;-40.0;8;-235.0;-336.0;8;-308.0
36;-43.0;72;92.0;-258.0;72;65.0
25;-30.0;17;-8.0;-307.0;17;96.0
40;-44.0;-40;132.0;-332.0;-40;19.0
-3;-98.0;8;-209.0;-133.0;8;-211.0
1;161.0;-96;43.0;99.0;-96;199.0
-1;-53.0;32;-16.0;-271.0;32;-221.0
-6;52.0;-221;44.0;37.0;-221;18.0
-152;-138.0;356;-53.0;152.0;356;-158.0
-2;-20.0;13;3.0;-313.0;13;-110.0
-3;-37.0;55;92.0;330.0;55;61.0
-10;-23.0;-12;25.0;349.0;-12;145.0
-3;-134.0;8;-139.0;167.0;8;260.0
0;-179.0;-59;-181.0;-79.0;-59;209.0
9;-20.0;-26;40.0;-263.0;-26;249.0
-19;-348.0;-18;13.0;262.0;-18;-65.0
-2;5.0;-12;-11.0;-263.0;-12;197.0
9;-178.0;-24;-182.0;-206.0;-24;-46.0
-5;-148.0;32;-144.0;-207.0;32;-231.0
6;64.0;22;-117.0;-306.0;22;68.0
-23;-41.0;20;233.0;-178.0;20;-36.0
-1;-2.0;6;25.0;-256.0;6;187.0
-6;-147.0;92;84.0;211.0;92;200.0
9;81.0;20;130.0;238.0;20;-111.0
-30;120.0;259;144.0;44.0;259;235.0
201;-47.0;-168;-62.0;-67.0;-168;-71.0
-13;-98.0;-70;-181.0;-260.0;-70;-85.0
114;-156.0;-11;226.0;70.0;-11;162.0
3;-15.0;0;35.0;323.0;0;-70.0
-4;65.0;-10;-78.0;-182.0;-10;309.0
-12;10.0;17;-42.0;192.0;17;-467.0
-5;54.0;-42;-16.0;281.0;-42;-64.0
3;-126.0;9;138.0;-272.0;9;149.0
-3;16.0;18;241.0;126.0;18;204.0
34;-213.0;24;-18.0;-232.0;24;-191.0
22;-252.0;-30;-127.0;-189.0;-30;-23.0
119;165.0;-94;-174.0;82.0;-94;38.0
1159;-295.0;1247;-468.0;-1077.0;1247;-937.0
-1;-50.0;-13;301.0;-106.0;-13;-93.0
-1;-103.0;-5;143.0;-264.0;-5;-128.0
153;172.0;39;128.0;51.0;39;210.0
-5;217.0;11;-215.0;-75.0;11;57.0
25;114.0;-12;-127.0;-228.0;-12;-190.0
36;-102.0;94;323.0;45.0;94;-195.0
0;-134.0;-22;167.0;-245.0;-22;126.0
59;255.0;55;-148.0;-16.0;55;-66.0
15;-10.0;2;-159.0;177.0;2;293.0
1305;-54.0;-120;-481.0;637.0;-120;125.0
64;-37.0;74;-257.0;-119.0;74;-98.0
8;-121.0;24;-106.0;241.0;24;-71.0
0;50.0;6;-118.0;-346.0;6;96.0
2;311.0;-10;-8.0;-91.0;-10;119.0
-4;-173.0;21;187.0;10.0;21;188.0
23;-15.0;-111;-56.0;261.0;-111;-127.0
2;-57.0;-33;142.0;-40.0;-33;-278.0
0;-39.0;-1;60.0;-242.0;-1;-236.0
3;104.0;25;15.0;-153.0;25;-218.0
-2;74.0;1;-49.0;-60.0;1;-315.0
11;53.0;-10;-112.0;262.0;-10;-62.0
-36;-35.0;-218;53.0;-34.0;-218;-28.0
0;100.0;-41;-10.0;237.0;-41;166.0
3;113.0;14;78.0;-39.0;14;343.0
27;97.0;-104;-19.0;278.0;-104;26.0
23;-3.0;12;66.0;-248.0;12;233.0
-27;-24.0;50;22.0;-230.0;50;-182.0
-33;-222.0;-20;187.0;210.0;-20;-291.0
22;45.0;-2;-112.0;-236.0;-2;183.0
-4;-2.0;19;-97.0;206.0;19;-220.0
-596;-192.0;-402;714.0;-207.0;-402;-186.0
-15;-100.0;34;185.0;180.0;34;-159.0
3;182.0;-10;-319.0;-45.0;-10;-326.0
-1;22.0;-9;8.0;-267.0;-9;218.0
3;68.0;-1;31.0;-269.0;-1;159.0
-5;-49.0;14;35.0;-182.0;14;252.0
-1;-22.0;23;-79.0;-209.0;23;-250.0
7;-226.0;-28;-323.0;303.0;-28;68.0
-2;-141.0;37;59.0;-76.0;37;321.0
-3;-284.0;35;-121.0;-108.0;35;-83.0
-1;62.0;41;122.0;-207.0;41;238.0
-3;-59.0;28;-26.0;-314.0;28;41.0
10;23.0;-202;125.0;78.0;-202;16.0
88;-120.0;12;126.0;-195.0;12;-134.0
10;34.0;102;-110.0;62.0;102;-209.0
36;-131.0;-20;214.0;-45.0;-20;261.0
28;-45.0;39;69.0;-273.0;39;183.0
-646;-302.0;-21;85.0;-168.0;-21;-142.0
30;-189.0;65;-150.0;-198.0;65;-164.0
1;-231.0;-2;-214.0;9.0;-2;42.0
42;-120.0;-150;-122.0;-156.0;-150;-190.0
9;-82.0;13;-498.0;-2.0;13;153.0
6;65.0;29;-9.0;-268.0;29;164.0
3;-79.0;46;-31.0;166.0;46;254.0
1;-56.0;-29;-12.0;346.0;-29;51.0
1;-34.0;-64;110.0;-243.0;-64;259.0
-4;41.0;-52;130.0;-142.0;-52;294.0
7;18.0;-15;68.0;318.0;-15;157.0
0;81.0;6;-169.0;288.0;6;38.0
50;-126.0;-128;-233.0;-51.0;-128;18.0
-14;45.0;1;-210.0;-69.0;1;-235.0
-3;96.0;20;-62.0;-341.0;20;-37.0
2;135.0;39;121.0;261.0;39;146.0
1;3.0;-11;38.0;-349.0;-11;-42.0
78;113.0;0;-210.0;166.0;0;-104.0
0;24.0;-11;240.0;46.0;-11;469.0
4;105.0;55;-9.0;-337.0;55;-55.0
-5;29.0;51;-24.0;319.0;51;-21.0
-9;117.0;-86;-22.0;288.0;-86;48.0
17;20.0;9;-99.0;-156.0;9;274.0
-25;-100.0;52;26.0;187.0;52;-316.0
3;14.0;-10;85.0;-56.0;-10;-318.0
-19;-26.0;14;133.0;122.0;14;263.0
-2;166.0;-39;-19.0;-298.0;-39;-124.0
29;81.0;21;285.0;148.0;21;66.0
244;-21.0;-124;11.0;-105.0;-124;-58.0
-13;-18.0;-24;-113.0;-148.0;-24;-294.0
633;-164.0;-301;124.0;-55.0;-301;127.0
-8;107.0;-63;-61.0;183.0;-63;-263.0
12;-399.0;-147;-1012.0;-301.0;-147;-435.0
23;126.0;-213;465.0;92.0;-213;-366.0
-4;-42.0;21;125.0;250.0;21;265.0
-32;798.0;-17;-384.0;-75.0;-17;38.0
151;-350.0;54;157.0;383.0;54;315.0
3;52.0;-10;-194.0;-274.0;-10;-214.0
-2;-82.0;58;-156.0;108.0;58;-423.0
92;-39.0;640;-53.0;-9.0;640;-126.0
4;80.0;29;-120.0;276.0;29;206.0
12;24.0;22;23.0;345.0;22;-143.0
-2;102.0;2;19.0;260.0;2;275.0
-4;367.0;13;422.0;-276.0;13;-478.0
-2;11.0;19;-73.0;377.0;19;-115.0
-13;-24.0;43;-96.0;250.0;43;-1204.0
-1;45.0;-12;-25.0;-453.0;-12;39.0
-167;-296.0;1519;-455.0;-747.0;1519;-357.0
4;187.0;11;312.0;652.0;11;163.0
-8;17.0;-21;-81.0;-322.0;-21;-217.0
-2;-81.0;-42;11.0;-500.0;-42;378.0
1;-1.0;25;-98.0;-586.0;25;312.0
-9;-46.0;8;-3.0;-55.0;8;399.0
2;197.0;-7;194.0;-380.0;-7;-1128.0
-22;224.0;-30;-28.0;191.0;-30;275.0
-1;-30.0;-21;12.0;-332.0;-21;226.0
-2;35.0;-1;1.0;-380.0;-1;-68.0
14;-51.0;-39;13.0;-419.0;-39;81.0
715;-184.0;77;-263.0;392.0;77;-18.0
-836;-108.0;-918;429.0;-564.0;-918;-344.0
-1779;106.0;-73;101.0;-310.0;-73;-483.0
162;-72.0;750;-611.0;-423.0;750;-618.0
7;134.0;31;-196.0;-192.0;31;-276.0
13;22.0;-53;-86.0;247.0;-53;-242.0
2;-196.0;8;-286.0;-729.0;8;-517.0
-7;-51.0;2;247.0;-564.0;2;-103.0
-159;-4.0;-1353;147.0;75.0;-1353;67.0
-247;-112.0;755;117.0;-512.0;755;-273.0
-11;-166.0;1;507.0;-301.0;1;493.0
14;109.0;-62;-2.0;-153.0;-62;353.0
9;135.0;-59;-120.0;-136.0;-59;309.0
23;-48.0;-201;-111.0;293.0;-201;-53.0
-11;11.0;-20;-75.0;-430.0;-20;-119.0
6;-81.0;3;5.0;73.0;3;-366.0
1318;-125.0;452;50.0;-395.0;452;-40.0
-1;-39.0;-11;-26.0;-120.0;-11;1021.0
229;110.0;17;-449.0;-49.0;17;-72.0
17;-353.0;9;-427.0;92.0;9;-278.0
-9;118.0;-20;-234.0;-197.0;-20;-208.0
3;89.0;-5;337.0;290.0;-5;420.0
6;153.0;2;-115.0;314.0;2;-108.0
25;108.0;-721;211.0;-87.0;-721;250.0
7;87.0;0;-134.0;-155.0;0;-299.0
-116;54.0;-32;566.0;401.0;-32;694.0
-1;-59.0;-50;-4.0;24.0;-50;-368.0
-8;-70.0;11;37.0;309.0;11;-185.0
-4;-20.0;10;-101.0;409.0;10;47.0
-2;224.0;-64;-98.0;-314.0;-64;168.0
3;-171.0;-35;10.0;-34.0;-35;407.0
-1455;-135.0;518;-495.0;-848.0;518;538.0
-5;-4.0;-9;-61.0;387.0;-9;-2.0
123;-237.0;-1126;-382.0;-809.0;-1126;-667.0
-3;-30.0;-9;-51.0;-394.0;-9;6.0
0;389.0;-135;1362.0;1871.0;-135;1938.0
20;122.0;1186;131.0;27.0;1186;53.0
-2;27.0;20;34.0;456.0;20;-113.0
-7;35.0;-38;25.0;1778.0;-38;411.0
-76;22.0;-438;229.0;144.0;-438;114.0
9;-337.0;-129;-1307.0;346.0;-129;-1078.0
-215;591.0;-144;171.0;-718.0;-144;207.0
-7;-29.0;23;14.0;-340.0;23;-206.0
-22;81.0;65;65.0;-15.0;65;-311.0
-4;-202.0;10;189.0;206.0;10;249.0
77;-200.0;85;431.0;190.0;85;303.0
13;591.0;72;740.0;-741.0;72;-458.0
12;14.0;-24;-156.0;341.0;-24;13.0
19;-279.0;289;-14.0;-38.0;289;-459.0
6;-40.0;-5;364.0;115.0;-5;291.0
12;11.0;-72;2.0;-405.0;-72;-30.0
4;118.0;15;-119.0;-301.0;15;263.0
0;-165.0;-6;-527.0;-226.0;-6;-371.0
6;60.0;17;-170.0;-315.0;17;450.0
-114;-188.0;62;223.0;-135.0;62;-190.0
-10;25.0;7;40.0;-768.0;7;-174.0
1;134.0;18;-47.0;58.0;18;367.0
5;31.0;11;-524.0;454.0;11;243.0
17;476.0;48;141.0;618.0;48;851.0
1;0.0;-14;-288.0;321.0;-14;-433.0
235;-29.0;-442;177.0;-342.0;-442;-31.0
0;-246.0;2;-94.0;-247.0;2;-349.0
-7;-395.0;-19;-596.0;256.0;-19;112.0
10;38.0;48;36.0;-62.0;48;-413.0
18;-25.0;18;-232.0;260.0;18;183.0
13;-837.0;-388;262.0;-411.0;-388;-1078.0
-2;-57.0;-20;70.0;-310.0;-20;212.0
-36;195.0;-190;-549.0;206.0;-190;100.0
0;421.0;-12;-149.0;218.0;-12;-384.0
0;43.0;31;-118.0;-317.0;31;181.0
-1;27.0;-13;167.0;290.0;-13;266.0
32;-56.0;11;-70.0;705.0;11;266.0
16;-353.0;16;81.0;-495.0;16;-81.0
-266;404.0;-1118;688.0;1350.0;-1118;1443.0
1;-122.0;11;315.0;271.0;11;195.0
-73;260.0;-105;-173.0;-459.0;-105;-163.0
-1;137.0;11;-21.0;-213.0;11;399.0
5;72.0;-25;47.0;-323.0;-25;347.0
-8;639.0;52;210.0;-45.0;52;525.0
13;123.0;3;355.0;-22.0;3;708.0
-2;-1.0;8;39.0;-271.0;8;415.0
58;-52.0;-44;495.0;-113.0;-44;-117.0
-12;-554.0;149;-446.0;-208.0;149;404.0
-12;-192.0;-1;-89.0;315.0;-1;104.0
9;-141.0;159;-315.0;-381.0;159;-319.0
-243;-317.0;-152;-19.0;-236.0;-152;-435.0
-40;194.0;-3;427.0;-84.0;-3;-7.0
-69;-140.0;27;25.0;-100.0;27;-337.0
-7;-122.0;14;18.0;-308.0;14;-268.0
13;61.0;-16;-41.0;232.0;-16;310.0
-256;213.0;1523;552.0;1963.0;1523;1257.0
2;-28.0;14;66.0;-379.0;14;-79.0
1058;-89.0;-1423;331.0;-379.0;-1423;-60.0
-1;-50.0;-6;19.0;-329.0;-6;-270.0
0;-29.0;-26;46.0;461.0;-26;47.0
-133;129.0;-3157;708.0;134.0;-3157;388.0
358;353.0;3490;651.0;-15.0;3490;793.0
9;134.0;9;638.0;-241.0;9;739.0
1;-2.0;42;-206.0;-19.0;42;-338.0
-3;69.0;-24;115.0;-445.0;-24;110.0
3;93.0;22;-39.0;389.0;22;74.0
4;-149.0;81;-4.0;-567.0;81;299.0
-1;428.0;-7;167.0;-1074.0;-7;-685.0
1;22.0;24;-113.0;-314.0;24;-244.0
-15;-134.0;88;15.0;353.0;88;90.0
-1;-238.0;68;-516.0;-193.0;68;-35.0
13;71.0;24;-66.0;603.0;24;-84.0
18;-275.0;-79;339.0;44.0;-79;18.0
-13;-104.0;-2;-71.0;561.0;-2;-96.0
-93;173.0;-400;-369.0;-205.0;-400;-269.0
9;-122.0;-9;381.0;-186.0;-9;-262.0
18;18.0;-2;490.0;-480.0;-2;-9.0
-285;310.0;688;785.0;-205.0;688;876.0
-11;-129.0;6;119.0;322.0;6;-11.0
6;-852.0;12;-129.0;512.0;12;-310.0
-5;102.0;-56;54.0;407.0;-56;404.0
-12;150.0;-20;132.0;754.0;-20;571.0
13;-133.0;-31;191.0;-351.0;-31;74.0
3;-121.0;1;-178.0;371.0;1;-159.0
0;4.0;57;642.0;-195.0;57;121.0
6;3.0;-5;-51.0;440.0;-5;243.0
-126;-53.0;128;-39.0;242.0;128;-406.0
-38;-94.0;29;-285.0;-203.0;29;-238.0
0;103.0;-37;-476.0;-310.0;-37;-199.0
4;103.0;-61;-13.0;271.0;-61;268.0
194;-39.0;1014;85.0;673.0;1014;501.0
20;9.0;-21;26.0;348.0;-21;203.0
15;157.0;-87;-411.0;-337.0;-87;-535.0
2;-16.0;-1;17.0;-266.0;-1;285.0
25;193.0;-66;361.0;-371.0;-66;291.0
82;-5.0;-37;420.0;1173.0;-37;1076.0
3;-99.0;-8;-397.0;503.0;-8;-249.0
72;-355.0;-26;-182.0;-389.0;-26;-341.0
-5;157.0;-40;-51.0;344.0;-40;-91.0
0;-41.0;57;-61.0;-411.0;57;41.0
688;27.0;-208;-1.0;-119.0;-208;-450.0
8;246.0;3;179.0;274.0;3;24.0
102;569.0;-16;887.0;330.0;-16;470.0
1;-36.0;-6;-121.0;-617.0;-6;-99.0
-1;236.0;42;276.0;-60.0;42;159.0
14;275.0;-33;1482.0;863.0;-33;1103.0
-2;43.0;27;-137.0;328.0;27;-119.0
106;-97.0;1991;-647.0;9.0;1991;137.0
-3;232.0;-1;-25.0;-284.0;-1;-573.0
-7;-115.0;1;-181.0;514.0;1;37.0
1;-40.0;12;112.0;11.0;12;464.0
-7;-28.0;-19;-88.0;-109.0;-19;-708.0
-30;44.0;-14;-445.0;193.0;-14;-166.0
11;-163.0;0;-22.0;-259.0;0;480.0
-12;-266.0;46;-172.0;159.0;46;-128.0
-2489;238.0;890;142.0;561.0;890;568.0
2;-42.0;-30;120.0;231.0;-30;465.0
5;79.0;-53;34.0;-356.0;-53;127.0
34;-391.0;-48;170.0;-765.0;-48;-329.0
2;-153.0;-58;310.0;-564.0;-58;-264.0
6;-17.0;4;-95.0;308.0;4;486.0
3;-3.0;12;292.0;-294.0;12;551.0
1;-85.0;-18;-154.0;-487.0;-18;-466.0
7;184.0;-1;165.0;311.0;-1;8.0
16;-16.0;-14;61.0;406.0;-14;137.0
-2;271.0;-60;78.0;480.0;-60;195.0
-24;100.0;65;295.0;69.0;65;-39.0
15;-12.0;-3;-31.0;373.0;-3;249.0
-4;-11.0;28;-289.0;59.0;28;-321.0
-19;8.0;-165;514.0;259.0;-165;-293.0
0;78.0;-37;-1.0;-180.0;-37;361.0
722;-26.0;-92;33.0;869.0;-92;458.0
25;257.0;-91;-858.0;76.0;-91;-50.0
-19;-107.0;14;-192.0;338.0;14;-679.0
-1;173.0;-41;219.0;106.0;-41;-233.0
-4;-145.0;-22;-541.0;-752.0;-22;885.0
-3;-140.0;1;4.0;-182.0;1;-384.0
1;114.0;6;289.0;269.0;6;290.0
1;44.0;9;138.0;276.0;9;240.0
-4;43.0;-8;-51.0;-127.0;-8;407.0
0;45.0;-19;-83.0;-314.0;-19;260.0
-11;-166.0;29;-180.0;-231.0;29;-196.0
-6;8.0;15;9.0;384.0;15;93.0
-10;-1030.0;134;86.0;-546.0;134;-544.0
1;70.0;-35;666.0;554.0;-35;9.0
-4;55.0;5;-23.0;-114.0;5;393.0
-5;60.0;5;64.0;-454.0;5;568.0
653;441.0;-389;898.0;-107.0;-389;456.0
0;-184.0;52;128.0;-214.0;52;-181.0
10;-69.0;11;144.0;-313.0;11;-184.0
6;-156.0;35;681.0;1.0;35;-254.0
103;240.0;-93;-218.0;5.0;-93;52.0
-582;137.0;110;423.0;-263.0;110;-272.0
0;273.0;-54;189.0;107.0;-54;75.0
3;250.0;-85;282.0;401.0;-85;325.0
2;73.0;-22;-65.0;2142.0;-22;-1932.0
192;-169.0;-122;67.0;-103.0;-122;-211.0
-23;239.0;124;218.0;186.0;124;241.0
6;-84.0;8;54.0;334.0;8;-373.0
3;-94.0;-60;329.0;-336.0;-60;-42.0
1;-24.0;8;61.0;601.0;8;136.0
3;37.0;-7;-97.0;405.0;-7;-237.0
-1;-54.0;4;87.0;515.0;4;17.0
253;233.0;-1328;652.0;420.0;-1328;980.0
-9;397.0;-272;494.0;346.0;-272;404.0
-26;246.0;-78;-673.0;-32.0;-78;-519.0
36;182.0;-102;481.0;417.0;-102;1021.0
-2;-32.0;11;72.0;398.0;11;711.0
6;98.0;23;83.0;52.0;23;689.0
30;-291.0;-48;-217.0;306.0;-48;631.0
0;-82.0;-27;72.0;961.0;-27;16.0
-3;-94.0;21;-517.0;604.0;21;-131.0
-19;-42.0;-32;546.0;156.0;-32;192.0
-8;84.0;-82;-121.0;2491.0;-82;397.0
7;136.0;-20;111.0;-825.0;-20;1073.0
5;-852.0;-27;-1616.0;294.0;-27;-255.0
1;75.0;-6;-46.0;-1363.0;-6;-392.0
6;87.0;-14;179.0;-1032.0;-14;256.0
-10;-186.0;10;-418.0;1417.0;10;30.0
-1;-122.0;-22;21.0;665.0;-22;-583.0
1;265.0;45;-391.0;277.0;45;474.0
2;-106.0;16;-378.0;-997.0;16;-372.0
-74;-135.0;-75;-590.0;686.0;-75;394.0
7;-63.0;-81;443.0;-2019.0;-81;897.0
-2;-184.0;39;-476.0;-79.0;39;461.0
29;-467.0;64;-888.0;469.0;64;-422.0
-18;-201.0;-189;-1368.0;-2287.0;-189;-2345.0
37;13.0;-115;421.0;-379.0;-115;1449.0
92;-80.0;-75;225.0;50.0;-75;-556.0
-9;6.0;14;-482.0;263.0;14;-62.0
54;-235.0;-101;516.0;487.0;-101;446.0
39;-619.0;19;-647.0;-122.0;19;-567.0
-774;-565.0;3103;-1007.0;-763.0;3103;-369.0
-59;-143.0;-79;-221.0;33.0;-79;680.0
13;461.0;-47;414.0;-347.0;-47;771.0
7;84.0;10;579.0;1033.0;10;122.0
0;-12.0;-20;-137.0;-975.0;-20;-1313.0
42;-293.0;122;-1267.0;-751.0;122;-1289.0
-1;-78.0;6;-366.0;-715.0;6;216.0
