InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
4;-15.0;?;-10.0;-10.0;-5;?
?;?;?;-1.0;7.0;-19;-17.0
?;-15.0;-12;?;22.0;-12;-4.0
2;?;0;-26.0;?;0;-45.0
1;-2.0;-9;16.0;87.0;-9;-34.0
-4;?;15;-7.0;?;15;-34.0
-1;?;20;-13.0;?;20;-57.0
2;-47.0;3;?;126.0;3;-35.0
1;-48.0;?;12.0;140.0;?;-143.0
1;-43.0;1;31.0;249.0;1;-231.0
1;-15.0;1;?;291.0;?;-268.0
4;-8.0;-2;18.0;295.0;?;-248.0
3;-63.0;4;8.0;351.0;4;-269.0
0;-31.0;-29;?;?;?;-327.0
-1;?;?;31.0;?;?;-302.0
1;-49.0;?;?;431.0;19;-355.0
2;?;?;?;454.0;-26;-420.0
-3;-20.0;4;-11.0;495.0;4;-411.0
0;?;25;?;548.0;25;-518.0
?;-29.0;-21;38.0;573.0;?;-526.0
-3;?;-26;?;550.0;?;-495.0
1;-90.0;?;?;614.0;-7;-513.0
0;-35.0;?;-26.0;550.0;10;-543.0
-2;-56.0;6;?;?;6;-549.0
0;-41.0;-2;9.0;557.0;-2;-559.0
0;-103.0;4;?;635.0;4;-614.0
1;?;-2;10.0;508.0;-2;-556.0
3;-84.0;?;-5.0;492.0;-19;-579.0
1;-57.0;5;?;467.0;5;?
-2;-65.0;28;-9.0;?;28;?
5;-43.0;-30;?;?;-30;-479.0
4;-67.0;-9;?;?;-9;-503.0
-4;?;?;-44.0;331.0;63;-478.0
?;?;55;-39.0;?;55;-436.0
?;-59.0;71;?;73.0;71;-338.0
-9;-69.0;76;-105.0;?;76;-387.0
-20;-104.0;?;-95.0;-54.0;58;-381.0
-31;?;?;?;-156.0;70;?
-35;-77.0;47;-150.0;-221.0;47;-478.0
-34;-92.0;?;-237.0;-156.0;34;-478.0
-23;-111.0;39;-313.0;-191.0;39;-305.0
?;-35.0;-9;?;-433.0;-9;-415.0
-21;4.0;-13;-498.0;?;-13;-387.0
-21;67.0;?;?;?;-38;-183.0
?;155.0;-50;?;6.0;-50;-46.0
?;?;30;?;?;30;?
-19;87.0;7;-549.0;43.0;7;?
-20;72.0;?;?;?;-30;?
-23;35.0;-25;-423.0;275.0;?;-97.0
-18;55.0;10;-429.0;290.0;?;-104.0
-13;49.0;?;-395.0;413.0;53;?
?;-7.0;24;?;116.0;24;-110.0
?;?;27;-285.0;?;27;-274.0
-13;-5.0;27;-347.0;78.0;27;-191.0
-23;?;2;-223.0;?;2;?
-16;43.0;22;-115.0;167.0;22;-69.0
-8;-93.0;30;-190.0;292.0;30;?
-6;?;12;?;168.0;12;12.0
-7;-98.0;10;?;39.0;10;73.0
-4;-20.0;10;-101.0;409.0;10;47.0
-12;-19.0;23;-46.0;256.0;23;58.0
-15;12.0;62;2.0;?;?;-82.0
-8;?;47;37.0;413.0;47;24.0
-14;-52.0;?;51.0;549.0;?;33.0
-11;?;7;-13.0;?;7;-112.0
-8;-70.0;11;37.0;309.0;11;-185.0
-9;-33.0;13;-36.0;?;13;-155.0
?;-85.0;7;-37.0;56.0;7;?
-11;?;3;21.0;198.0;?;-83.0
?;-72.0;?;-21.0;138.0;46;?
-10;?;46;?;401.0;46;174.0
-12;-56.0;13;57.0;-297.0;13;14.0
-10;49.0;?;68.0;-615.0;33;-107.0
?;15.0;6;36.0;?;6;-8.0
-18;26.0;?;?;158.0;-40;?
?;?;-14;43.0;4.0;-14;24.0
-17;46.0;-16;?;-124.0;-16;-40.0
-12;16.0;-14;84.0;102.0;-14;?
-1;-20.0;-25;?;565.0;?;?
-7;-149.0;-80;152.0;?;-80;35.0
-18;-172.0;-81;259.0;-710.0;-81;411.0
-19;-233.0;-64;445.0;-2000.0;-64;409.0
?;-352.0;-54;490.0;?;-54;?
-14;-208.0;-63;?;?;-63;444.0
-6;-106.0;-93;329.0;?;?;973.0
0;?;-78;382.0;-1609.0;-78;1492.0
?;-280.0;?;?;-1100.0;?;1701.0
18;?;-90;484.0;-893.0;-90;1443.0
9;-96.0;-78;482.0;-818.0;-78;1297.0
10;-12.0;-51;299.0;-859.0;-51;1293.0
17;45.0;-48;?;-1041.0;-48;1397.0
20;?;-14;412.0;685.0;-14;1341.0
?;66.0;-8;346.0;1479.0;-8;1649.0
5;3.0;-20;292.0;227.0;?;1368.0
?;3.0;49;200.0;-638.0;49;685.0
-2;?;68;131.0;?;68;446.0
-4;-25.0;39;73.0;530.0;39;?
-5;29.0;51;-24.0;319.0;51;-21.0
-13;27.0;-12;?;-184.0;-12;-420.0
-9;15.0;-63;-81.0;-176.0;-63;-159.0
-3;52.0;9;-85.0;187.0;9;34.0
-6;8.0;15;9.0;384.0;15;93.0
-2;44.0;?;17.0;222.0;-45;-39.0
5;131.0;-51;-45.0;83.0;-51;-104.0
?;55.0;?;?;88.0;-51;-116.0
7;46.0;?;-104.0;?;-24;-127.0
?;37.0;?;-108.0;-236.0;7;-177.0
4;11.0;-19;?;-192.0;-19;34.0
8;6.0;-58;-60.0;-95.0;?;?
7;13.0;-36;?;-100.0;-36;?
5;-3.0;9;2.0;?;9;231.0
-3;34.0;-10;?;-58.0;-10;222.0
-1;49.0;-20;90.0;81.0;?;237.0
?;12.0;0;71.0;223.0;0;?
-1;?;14;43.0;?;14;155.0
?;72.0;10;35.0;261.0;10;162.0
1;33.0;-17;20.0;97.0;-17;0.0
0;25.0;?;0.0;-22.0;?;-6.0
-1;-26.0;?;-14.0;-30.0;-10;13.0
0;?;-1;14.0;-14.0;-1;-15.0
3;-58.0;24;?;?;24;78.0
2;-67.0;?;-3.0;-8.0;1;66.0
0;-67.0;?;15.0;-20.0;?;46.0
1;?;?;-13.0;3.0;7;33.0
0;-6.0;?;-32.0;28.0;-27;-3.0
-3;-26.0;?;-68.0;22.0;-30;-2.0
-1;?;3;-2.0;-12.0;?;-5.0
-1;-33.0;1;-31.0;5.0;1;28.0
-4;-49.0;12;?;-21.0;12;?
2;-35.0;-10;28.0;?;?;6.0
6;?;-13;29.0;?;-13;-2.0
-4;-15.0;0;41.0;-2.0;?;24.0
-10;-12.0;-7;-6.0;?;-7;21.0
?;-16.0;30;-46.0;3.0;30;35.0
-1;-37.0;37;-56.0;-10.0;?;5.0
-4;-29.0;?;1.0;8.0;14;?
-2;-22.0;17;-9.0;-26.0;17;26.0
?;-21.0;39;-1.0;?;?;8.0
-1;?;26;-25.0;-29.0;26;-17.0
5;-24.0;-18;?;24.0;-18;24.0
?;-4.0;-21;21.0;30.0;-21;7.0
-2;-27.0;-29;-16.0;0.0;-29;26.0
3;-20.0;?;4.0;?;-46;12.0
-3;-4.0;?;13.0;2.0;-29;-11.0
?;-23.0;28;-8.0;28.0;28;26.0
-3;-8.0;45;27.0;2.0;45;-20.0
-3;-10.0;?;-14.0;-44.0;-14;?
2;?;16;?;?;?;13.0
-1;-8.0;60;?;-21.0;60;3.0
-9;?;-2;-9.0;4.0;-2;?
-3;?;?;-29.0;1.0;?;3.0
2;?;-22;44.0;-31.0;?;30.0
-7;?;-15;-6.0;-31.0;-15;22.0
0;-17.0;-25;?;?;?;12.0
4;-21.0;-10;-20.0;17.0;-10;19.0
-2;?;-16;?;-5.0;-16;9.0
-5;-26.0;-39;-38.0;-12.0;?;10.0
-6;?;-6;8.0;19.0;-6;-11.0
4;?;10;-6.0;-10.0;?;-11.0
1;?;-17;?;4.0;?;?
-5;-40.0;-14;?;?;?;?
3;-33.0;-11;-13.0;-20.0;-11;15.0
-3;-23.0;-19;12.0;?;-19;28.0
-4;-24.0;14;17.0;-10.0;14;35.0
9;-48.0;32;44.0;25.0;32;17.0
12;-45.0;1;54.0;?;1;26.0
9;?;15;2.0;5.0;15;-8.0
4;-100.0;30;-6.0;-50.0;30;-1.0
-5;?;13;-13.0;-69.0;13;-47.0
-5;-45.0;?;11.0;-96.0;23;-82.0
-5;-2.0;?;-7.0;-62.0;-3;-88.0
?;?;-21;?;-74.0;-21;-135.0
-14;-50.0;-5;-4.0;-150.0;?;-210.0
-11;-46.0;-22;22.0;-138.0;-22;-214.0
?;-52.0;-11;-23.0;-358.0;-11;-256.0
0;-142.0;26;-62.0;-558.0;26;-151.0
6;?;?;?;?;43;340.0
8;-200.0;74;-20.0;-336.0;74;?
?;-170.0;?;19.0;-124.0;95;948.0
14;?;57;158.0;?;57;693.0
7;-12.0;44;383.0;-432.0;44;362.0
1;161.0;53;383.0;-372.0;53;-99.0
4;153.0;25;444.0;-71.0;?;-568.0
-4;100.0;?;339.0;?;77;-799.0
-16;123.0;118;?;23.0;118;-1161.0
-14;150.0;111;-51.0;-268.0;111;-1257.0
-8;159.0;?;-197.0;-541.0;?;-1329.0
-5;?;135;?;?;135;-1421.0
?;53.0;102;-473.0;-652.0;102;?
-7;6.0;120;-574.0;-400.0;120;-835.0
-25;-157.0;40;?;-197.0;40;-1016.0
-38;?;?;-1128.0;178.0;-40;-762.0
-37;169.0;-14;-631.0;754.0;-14;-473.0
-42;-59.0;1;-573.0;?;?;-347.0
-16;-8.0;?;-808.0;1170.0;-37;-78.0
2;-17.0;-50;?;?;-50;10.0
?;-152.0;-37;-673.0;1217.0;-37;-82.0
-12;-194.0;-52;-124.0;1242.0;?;-96.0
-25;-197.0;-62;-259.0;?;-62;?
-27;?;?;-247.0;1762.0;-50;-220.0
?;-265.0;-82;-106.0;1790.0;-82;51.0
?;-225.0;1;?;1664.0;1;-82.0
9;-178.0;117;?;?;117;-156.0
-7;-122.0;71;?;692.0;71;?
-33;?;40;38.0;?;?;-189.0
-32;-90.0;55;-15.0;190.0;55;-245.0
-23;-10.0;39;?;?;39;-196.0
-10;25.0;7;40.0;-768.0;7;-174.0
1;?;-24;60.0;?;?;?
?;?;-20;?;-314.0;-20;-130.0
-9;91.0;-40;18.0;-64.0;-40;41.0
-9;117.0;-86;-22.0;288.0;-86;48.0
-5;?;?;?;?;-45;?
?;135.0;-25;-106.0;307.0;-25;?
10;100.0;-38;-92.0;-38.0;-38;-156.0
7;54.0;?;-17.0;?;?;-4.0
-3;31.0;-30;18.0;-465.0;-30;?
-9;12.0;-53;146.0;-453.0;-53;?
?;23.0;?;174.0;-471.0;-35;465.0
-3;-64.0;?;29.0;?;?;562.0
4;?;-70;94.0;?;-70;507.0
8;58.0;-53;?;-93.0;?;?
7;?;-87;?;-389.0;-87;630.0
?;?;-87;307.0;?;-87;?
14;5.0;-64;296.0;-132.0;?;?
13;50.0;-79;?;-109.0;?;631.0
14;43.0;-68;252.0;-4.0;-68;648.0
?;74.0;-61;339.0;-228.0;?;695.0
10;?;-50;479.0;?;-50;?
13;33.0;31;635.0;-367.0;?;748.0
11;201.0;37;571.0;-228.0;37;816.0
9;134.0;9;638.0;-241.0;9;739.0
10;168.0;7;512.0;?;?;765.0
12;?;-38;498.0;-433.0;-38;781.0
?;179.0;?;394.0;-516.0;?;801.0
12;166.0;20;306.0;-543.0;20;878.0
14;182.0;4;252.0;-636.0;4;920.0
8;210.0;-3;144.0;-714.0;-3;928.0
6;226.0;3;?;-634.0;3;?
13;234.0;39;40.0;?;39;782.0
7;148.0;26;91.0;-594.0;26;818.0
?;?;26;114.0;-452.0;26;?
?;105.0;2;?;-332.0;2;556.0
8;181.0;-16;?;?;-16;491.0
15;?;-2;-47.0;-153.0;-2;420.0
14;109.0;-62;-2.0;-153.0;-62;353.0
9;135.0;-59;-120.0;-136.0;-59;309.0
?;?;-21;-43.0;-133.0;-21;272.0
11;77.0;-15;-31.0;-157.0;-15;171.0
12;?;20;-59.0;-34.0;?;118.0
13;73.0;31;2.0;-83.0;31;117.0
11;77.0;22;?;14.0;?;78.0
2;41.0;21;2.0;98.0;?;?
?;44.0;24;9.0;119.0;24;?
10;18.0;35;-42.0;152.0;?;40.0
10;41.0;29;-12.0;49.0;29;74.0
7;?;21;-20.0;54.0;?;57.0
?;25.0;24;-46.0;50.0;?;-9.0
8;33.0;?;?;?;?;?
1;?;11;-89.0;4.0;11;38.0
-5;23.0;16;-10.0;-25.0;16;21.0
3;?;-26;-59.0;-1.0;-26;?
7;2.0;-21;?;-14.0;-21;27.0
?;1.0;11;-23.0;-55.0;?;28.0
1;?;5;-51.0;-53.0;5;69.0
2;10.0;26;-75.0;?;26;73.0
5;35.0;7;-3.0;-18.0;7;29.0
7;5.0;-3;?;52.0;-3;24.0
4;-4.0;41;-23.0;19.0;41;-2.0
0;?;?;-25.0;61.0;8;?
1;13.0;21;-28.0;?;21;-7.0
5;18.0;41;-40.0;31.0;41;6.0
?;21.0;?;-30.0;-21.0;?;17.0
2;-10.0;2;-6.0;4.0;2;?
3;-23.0;?;?;30.0;2;7.0
3;?;6;-16.0;26.0;6;?
3;?;18;-1.0;-4.0;?;-5.0
2;?;-5;0.0;-29.0;-5;0.0
?;-18.0;?;-29.0;11.0;-36;?
0;?;-26;19.0;15.0;-26;?
3;-12.0;8;9.0;49.0;8;?
2;-4.0;22;-38.0;45.0;22;-6.0
2;35.0;20;-38.0;63.0;20;-60.0
1;-33.0;22;-11.0;47.0;22;-47.0
0;?;?;4.0;82.0;20;-35.0
0;-28.0;?;-10.0;?;21;?
1;?;5;-4.0;96.0;5;-56.0
2;-2.0;-9;4.0;120.0;-9;?
0;-26.0;28;?;73.0;?;-78.0
4;-26.0;14;-21.0;121.0;14;-93.0
6;-40.0;-5;?;81.0;-5;-66.0
0;-27.0;?;-16.0;?;43;-85.0
?;-40.0;37;-5.0;?;?;?
?;-12.0;16;-14.0;?;?;-132.0
10;-30.0;-4;-15.0;?;-4;-214.0
6;?;-18;-13.0;?;-18;-358.0
0;27.0;?;-72.0;489.0;21;-523.0
1;1.0;22;-99.0;748.0;22;-651.0
3;-55.0;15;-51.0;?;15;-735.0
?;-104.0;68;-98.0;1004.0;?;?
4;-55.0;49;-184.0;1083.0;49;-904.0
0;-120.0;29;-189.0;1146.0;29;-978.0
?;-21.0;82;?;1247.0;82;-1058.0
?;-80.0;66;-104.0;?;66;-1067.0
-12;-130.0;49;-46.0;601.0;?;-1075.0
-12;-213.0;81;?;463.0;81;-1049.0
?;-184.0;64;-88.0;418.0;64;-1048.0
-9;-176.0;4;-104.0;391.0;4;-1069.0
-10;-122.0;22;-165.0;392.0;22;-1047.0
?;?;53;-187.0;336.0;53;-993.0
?;-190.0;?;?;150.0;17;-874.0
-11;-197.0;21;-335.0;?;21;-792.0
?;-201.0;4;-388.0;-77.0;4;?
-15;-186.0;?;-393.0;-11.0;-16;?
-13;-316.0;15;-324.0;-25.0;15;-281.0
-13;-206.0;13;-336.0;-38.0;?;-227.0
-14;-65.0;?;-540.0;?;6;?
-14;19.0;-22;-576.0;-292.0;-22;?
-11;-9.0;-21;-631.0;-144.0;?;?
-3;?;-14;-554.0;278.0;-14;140.0
-2;85.0;-29;-578.0;213.0;-29;?
-9;64.0;8;-570.0;619.0;8;?
-9;6.0;14;-482.0;263.0;14;-62.0
-10;16.0;?;-457.0;?;16;?
-8;24.0;13;-430.0;513.0;13;22.0
2;?;-17;-291.0;?;-17;?
?;5.0;?;-219.0;503.0;-18;-30.0
-5;?;15;-98.0;151.0;15;16.0
-9;5.0;43;-63.0;238.0;43;?
-7;27.0;-19;6.0;82.0;-19;?
-8;40.0;-22;?;?;-22;6.0
?;?;?;?;?;39;?
-8;17.0;-14;2.0;163.0;-14;-32.0
-6;45.0;-45;11.0;479.0;-45;-157.0
0;?;14;-7.0;628.0;14;?
-4;13.0;32;?;322.0;32;21.0
-8;25.0;?;?;115.0;-1;80.0
?;38.0;20;?;233.0;?;-18.0
1;?;30;-23.0;?;30;-25.0
2;18.0;-9;13.0;144.0;-9;?
7;?;?;17.0;12.0;46;-183.0
8;25.0;114;-2.0;-211.0;?;44.0
-2;?;84;55.0;-360.0;84;24.0
-11;72.0;46;43.0;?;46;-8.0
-12;?;?;24.0;-450.0;?;-82.0
-10;115.0;-5;?;-261.0;-5;11.0
?;88.0;-32;71.0;-162.0;-32;?
-10;90.0;-83;?;-30.0;?;40.0
-8;?;-105;79.0;-22.0;?;106.0
?;14.0;?;81.0;-95.0;-105;?
-1;-49.0;?;?;10.0;-114;?
-2;-175.0;-111;136.0;166.0;-111;?
-2;?;-125;353.0;?;-125;72.0
3;-358.0;-73;692.0;-2022.0;-73;452.0
15;-479.0;-30;834.0;-3019.0;-30;153.0
17;-424.0;-53;806.0;-3363.0;-53;?
16;-207.0;-43;922.0;?;?;?
7;-53.0;-65;615.0;-1518.0;-65;926.0
-2;-48.0;?;525.0;58.0;-77;1165.0
17;0.0;?;371.0;708.0;-78;1172.0
36;182.0;-102;481.0;417.0;-102;1021.0
33;?;-115;356.0;-101.0;-115;?
37;13.0;-115;421.0;-379.0;-115;1449.0
36;-71.0;-93;?;-432.0;-93;1525.0
24;-63.0;-98;277.0;52.0;-98;1523.0
32;16.0;-76;175.0;?;-76;1329.0
?;-79.0;-66;99.0;?;-66;1006.0
41;-78.0;-55;?;?;-55;?
45;-162.0;41;-96.0;1054.0;41;292.0
?;-186.0;54;-100.0;39.0;54;649.0
27;-127.0;-10;?;1280.0;-10;444.0
30;-14.0;-8;-78.0;?;-8;96.0
35;13.0;29;56.0;-412.0;29;-289.0
?;?;7;-43.0;-419.0;7;-92.0
35;35.0;-47;-187.0;444.0;?;?
35;87.0;-24;-258.0;?;?;250.0
28;80.0;-2;-292.0;431.0;-2;?
28;98.0;-11;-272.0;?;-11;-2.0
?;?;5;-159.0;217.0;5;-65.0
29;112.0;11;-134.0;69.0;11;-82.0
?;99.0;?;-88.0;60.0;2;-70.0
?;53.0;-2;-32.0;?;-2;-1.0
12;?;4;?;105.0;?;71.0
18;2.0;-9;31.0;?;-9;?
?;-23.0;-34;-68.0;8.0;-34;-10.0
10;-19.0;?;-90.0;9.0;-50;-28.0
10;116.0;?;-27.0;-4.0;-54;5.0
8;?;-16;-73.0;9.0;-16;46.0
7;2.0;?;-80.0;20.0;?;21.0
2;-10.0;-20;-55.0;16.0;-20;?
-5;68.0;-15;-73.0;25.0;-15;35.0
4;68.0;0;-101.0;20.0;0;22.0
8;?;-17;-152.0;3.0;-17;24.0
3;74.0;?;-103.0;9.0;-16;6.0
?;?;-4;-83.0;36.0;-4;-61.0
2;85.0;-12;-82.0;50.0;-12;-19.0
?;70.0;5;?;9.0;5;24.0
8;34.0;12;-47.0;32.0;12;-17.0
?;-14.0;-24;-5.0;-9.0;-24;-15.0
1;-4.0;-27;7.0;19.0;-27;26.0
?;?;-14;-9.0;?;-14;37.0
-6;132.0;-6;0.0;61.0;-6;45.0
-4;105.0;-11;-19.0;11.0;-11;?
?;?;-20;23.0;16.0;?;-23.0
7;8.0;20;-1.0;18.0;?;-11.0
3;13.0;?;?;?;41;6.0
1;19.0;42;-26.0;3.0;42;11.0
?;?;?;-18.0;13.0;20;18.0
-2;-2.0;4;-8.0;-21.0;4;15.0
?;10.0;?;?;42.0;57;49.0
2;-10.0;?;-44.0;10.0;44;20.0
3;-28.0;-18;?;-21.0;-18;39.0
-3;31.0;-5;-41.0;-53.0;?;?
5;?;11;-1.0;-53.0;11;34.0
15;18.0;14;-35.0;-39.0;?;52.0
-1;16.0;57;-3.0;-29.0;57;41.0
?;-25.0;55;7.0;-4.0;55;12.0
4;-33.0;-15;?;-56.0;-15;-35.0
?;-41.0;5;5.0;-25.0;5;4.0
?;-2.0;44;7.0;-2.0;44;0.0
-4;-6.0;22;-12.0;?;?;8.0
?;?;31;28.0;-47.0;31;5.0
-14;-29.0;24;80.0;-54.0;?;-2.0
-4;-125.0;31;113.0;-113.0;31;-80.0
-7;-143.0;43;?;-140.0;43;?
0;-130.0;?;293.0;-194.0;47;-239.0
21;-89.0;76;236.0;-1019.0;?;-533.0
?;-152.0;77;131.0;-1087.0;?;-769.0
?;-173.0;87;102.0;-659.0;87;-632.0
-21;-194.0;?;?;-836.0;75;-711.0
?;-162.0;83;24.0;-736.0;83;-974.0
-20;-159.0;176;101.0;-570.0;176;?
-19;-35.0;199;49.0;-614.0;199;-1090.0
-30;-88.0;136;26.0;-791.0;136;-1068.0
-22;-55.0;134;?;-764.0;134;-1095.0
?;-12.0;151;-224.0;?;?;?
-34;-3.0;107;?;-632.0;?;?
?;?;84;-565.0;?;?;-330.0
-50;231.0;56;-519.0;304.0;?;-399.0
-57;161.0;-47;-657.0;?;-47;-573.0
?;102.0;-104;-603.0;756.0;-104;?
-34;?;-96;-625.0;906.0;?;-273.0
-31;44.0;-108;?;?;?;-305.0
-27;-39.0;-96;-745.0;?;-96;-156.0
-17;-122.0;-53;-634.0;1888.0;-53;-86.0
-33;-167.0;-26;-580.0;?;-26;16.0
?;-229.0;-3;-445.0;2655.0;-3;-186.0
-25;-240.0;2;-330.0;2703.0;2;?
-26;-201.0;?;-202.0;?;39;-292.0
-25;?;70;-63.0;494.0;70;-314.0
-32;-158.0;25;?;505.0;25;-294.0
-29;-148.0;30;76.0;111.0;30;-264.0
-25;-100.0;52;26.0;187.0;52;-316.0
-28;?;33;32.0;265.0;33;?
-27;-24.0;50;22.0;-230.0;50;-182.0
-27;31.0;?;6.0;?;36;-39.0
?;38.0;-42;-18.0;-30.0;-42;-68.0
?;96.0;-69;-21.0;539.0;?;-61.0
-17;79.0;-47;-47.0;?;-47;-12.0
-8;107.0;-63;-61.0;183.0;-63;-263.0
-4;?;-68;-85.0;64.0;-68;?
-5;157.0;-40;-51.0;344.0;-40;-91.0
?;106.0;-6;-14.0;?;-6;24.0
1;119.0;23;31.0;?;?;138.0
1;57.0;-11;?;-648.0;-11;384.0
-2;40.0;?;?;-933.0;?;411.0
-1;-104.0;-35;471.0;?;-35;515.0
2;?;-21;473.0;-460.0;?;700.0
7;-39.0;-20;?;-302.0;?;803.0
10;-8.0;-35;461.0;-229.0;-35;824.0
6;-50.0;-45;539.0;?;-45;660.0
3;?;-38;448.0;-303.0;-38;898.0
7;-70.0;?;599.0;-530.0;-31;1047.0
?;-44.0;-52;523.0;-478.0;-52;?
3;-75.0;-68;536.0;?;-68;1276.0
9;51.0;-10;339.0;-368.0;?;1362.0
8;36.0;?;557.0;-485.0;16;1427.0
6;121.0;9;?;-407.0;9;1354.0
10;367.0;-6;405.0;?;?;1341.0
7;224.0;?;431.0;-976.0;-31;1417.0
?;146.0;?;367.0;-1129.0;5;1368.0
13;?;-6;243.0;-1043.0;-6;1205.0
7;136.0;-20;111.0;-825.0;-20;1073.0
-1;116.0;8;7.0;-675.0;8;?
1;?;?;-47.0;-641.0;-2;?
1;196.0;?;1.0;-622.0;?;736.0
5;?;18;?;-515.0;18;716.0
11;171.0;25;102.0;?;25;?
6;142.0;12;141.0;?;12;?
3;109.0;-2;?;?;-2;?
3;113.0;14;78.0;-39.0;14;343.0
4;66.0;31;40.0;155.0;31;178.0
?;?;10;11.0;?;10;118.0
?;46.0;-8;12.0;177.0;-8;57.0
1;63.0;16;33.0;?;16;66.0
3;36.0;?;12.0;137.0;18;45.0
4;38.0;25;-44.0;?;?;1.0
7;41.0;61;-29.0;?;61;-54.0
3;33.0;27;-20.0;195.0;27;-52.0
?;53.0;9;?;204.0;?;-27.0
?;67.0;51;?;299.0;51;-139.0
-2;43.0;27;-137.0;328.0;27;-119.0
11;53.0;-10;-112.0;262.0;-10;-62.0
3;31.0;9;-152.0;241.0;?;?
-4;?;-2;-160.0;268.0;-2;-55.0
0;-24.0;-9;?;?;-9;-73.0
-2;9.0;?;-117.0;172.0;6;-62.0
?;1.0;-4;-129.0;146.0;-4;?
3;?;-20;-108.0;81.0;-20;?
?;-12.0;-6;-86.0;107.0;-6;?
0;-19.0;26;-54.0;103.0;26;-69.0
6;-10.0;?;?;8.0;-5;-54.0
0;-22.0;-17;-40.0;6.0;-17;-11.0
?;-28.0;-26;-67.0;-4.0;?;-9.0
-1;?;?;-36.0;-8.0;?;?
-4;37.0;?;-6.0;17.0;?;-38.0
?;-4.0;-21;-27.0;-8.0;-21;-24.0
-2;39.0;-49;-11.0;-8.0;-49;?
-4;?;10;-38.0;?;10;-4.0
?;45.0;7;4.0;?;7;?
0;-23.0;1;-14.0;-9.0;?;-2.0
1;?;-7;-34.0;-21.0;-7;-2.0
?;-18.0;-13;-25.0;-34.0;-13;26.0
2;?;-6;-18.0;-27.0;-6;17.0
2;11.0;-15;-28.0;?;-15;39.0
?;21.0;-32;-25.0;7.0;?;-11.0
3;8.0;-31;-10.0;5.0;-31;?
?;-11.0;-11;-1.0;-21.0;-11;21.0
?;-2.0;-15;-8.0;-1.0;-15;-5.0
-3;-27.0;-17;-36.0;?;-17;-18.0
-7;-24.0;12;-44.0;?;12;0.0
-2;-8.0;18;-59.0;-24.0;18;16.0
2;1.0;-27;-6.0;-34.0;?;11.0
?;-10.0;?;?;-56.0;-41;?
1;8.0;?;?;-45.0;10;50.0
-1;23.0;14;?;-16.0;14;41.0
?;?;?;13.0;-43.0;1;19.0
?;8.0;-2;?;-38.0;-2;?
6;-12.0;-11;?;-38.0;-11;?
-1;?;34;0.0;13.0;34;34.0
-1;15.0;24;-42.0;?;24;13.0
1;4.0;?;-54.0;13.0;-10;11.0
2;?;-11;-12.0;-16.0;-11;35.0
2;-20.0;?;-39.0;22.0;-8;?
-2;-10.0;10;?;44.0;10;-22.0
3;-18.0;-8;23.0;-21.0;-8;24.0
5;-9.0;16;-18.0;23.0;16;0.0
4;-13.0;49;?;?;49;10.0
3;-33.0;38;-22.0;15.0;38;-28.0
-4;0.0;19;-12.0;32.0;?;-9.0
-1;?;-17;?;?;-17;-28.0
5;-12.0;?;-38.0;21.0;?;-32.0
4;1.0;16;28.0;33.0;16;-4.0
7;4.0;11;-23.0;?;11;-34.0
3;?;8;-24.0;?;8;-51.0
-1;?;-9;-12.0;43.0;-9;-26.0
3;-2.0;?;-16.0;13.0;?;-25.0
-4;-25.0;14;-28.0;?;14;-26.0
-6;-12.0;?;-19.0;?;?;-11.0
1;-37.0;?;-7.0;89.0;11;-64.0
0;-20.0;10;22.0;79.0;10;-75.0
?;-4.0;11;?;8.0;11;-23.0
0;-21.0;3;10.0;3.0;?;-5.0
-2;?;?;45.0;30.0;-5;-49.0
-2;-48.0;-16;?;46.0;-16;-27.0
-2;-22.0;2;9.0;63.0;2;-45.0
0;-51.0;19;-26.0;?;19;-26.0
-1;-45.0;-9;10.0;58.0;-9;-62.0
-1;?;-15;-31.0;?;-15;-38.0
?;-14.0;?;?;61.0;6;-21.0
1;-6.0;?;4.0;87.0;?;-19.0
-2;-8.0;27;13.0;74.0;27;-19.0
0;-12.0;16;3.0;?;16;-71.0
2;?;-28;18.0;53.0;?;-51.0
-2;?;-36;24.0;115.0;-36;-96.0
?;-8.0;-9;51.0;?;-9;-192.0
5;-10.0;?;-6.0;?;8;-247.0
-1;-24.0;12;-27.0;258.0;12;-318.0
?;-56.0;?;-6.0;352.0;25;?
5;?;51;?;529.0;51;-530.0
6;-13.0;57;-37.0;640.0;57;-787.0
?;-13.0;?;-90.0;684.0;37;-976.0
?;20.0;12;-141.0;723.0;12;-1130.0
-5;-1.0;7;-105.0;752.0;7;?
-24;-55.0;37;-130.0;815.0;37;-1379.0
-24;?;37;?;864.0;37;-1447.0
-18;-120.0;3;?;?;3;-1455.0
?;-123.0;24;?;658.0;24;-1487.0
3;?;47;-102.0;?;47;?
3;-194.0;45;?;?;45;-1288.0
-8;?;77;-205.0;280.0;77;-1153.0
-16;-204.0;70;-225.0;9.0;70;-1032.0
-23;?;20;-433.0;34.0;20;-725.0
-24;-299.0;?;-347.0;111.0;16;-437.0
?;-114.0;14;-380.0;270.0;?;-431.0
