InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accZ;Accelerometer RKN_ accZ;Accelerometer RKN^ accY;Accelerometer HIP accX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit RLA gyroY;Accelerometer RKN_ accX
-833;526.0;?;875.0;-207.0;-251;?;?;?;63;?;270.0
?;515.0;-174.0;883.0;-181.0;-251;351;?;986.0;?;?;?
-842;483.0;?;894.0;-176.0;-235;?;0;968.0;60;-255.0;346.0
-835;465.0;-202.0;916.0;-186.0;-235;346;-2;947.0;?;-200.0;328.0
?;?;-184.0;920.0;-208.0;-236;?;-2;?;64;-215.0;283.0
-836;498.0;-151.0;896.0;?;-232;351;2;1016.0;64;-231.0;282.0
-834;526.0;?;879.0;-216.0;-234;?;0;1007.0;66;-260.0;?
-841;531.0;-143.0;869.0;-190.0;-229;?;5;1003.0;?;-216.0;?
-836;546.0;-160.0;859.0;-218.0;?;345;-1;1030.0;66;-196.0;236.0
?;572.0;-171.0;847.0;?;-230;350;3;981.0;?;?;?
-835;570.0;-213.0;?;-204.0;-233;350;?;992.0;64;-169.0;224.0
-836;549.0;-166.0;?;-222.0;?;349;-10;991.0;62;-131.0;275.0
?;546.0;-181.0;876.0;?;-238;355;0;1005.0;?;-43.0;284.0
-838;521.0;-171.0;868.0;-196.0;?;356;1;1015.0;59;?;265.0
-839;?;?;872.0;-201.0;?;?;0;?;63;?;245.0
-838;538.0;-165.0;848.0;-208.0;-233;343;2;1002.0;?;-23.0;253.0
?;552.0;-175.0;843.0;-198.0;-235;351;1;1008.0;59;-62.0;244.0
?;574.0;-173.0;?;-195.0;-234;353;2;?;57;-57.0;?
?;543.0;-186.0;843.0;?;?;?;4;?;62;-40.0;260.0
-841;?;-168.0;835.0;-206.0;-226;?;8;975.0;62;12.0;251.0
-836;560.0;-141.0;857.0;-196.0;-231;?;0;1024.0;65;?;264.0
-832;544.0;-161.0;?;-185.0;?;350;1;?;68;-21.0;254.0
-836;575.0;-161.0;847.0;-179.0;-230;350;1;996.0;65;?;254.0
-838;580.0;-163.0;?;-198.0;-231;348;-2;995.0;?;-30.0;?
-844;569.0;-169.0;848.0;?;-221;347;9;1005.0;?;-42.0;?
-844;533.0;-163.0;874.0;-198.0;?;347;10;1009.0;62;-81.0;258.0
-842;541.0;-188.0;?;-188.0;-221;346;9;1020.0;63;-97.0;244.0
?;550.0;-188.0;852.0;-190.0;-220;347;10;?;61;?;261.0
?;?;-193.0;852.0;-175.0;-220;345;10;1004.0;64;?;278.0
-844;538.0;?;874.0;-201.0;-221;?;9;1003.0;?;?;283.0
-844;?;-192.0;887.0;-205.0;?;357;2;994.0;57;?;?
-840;523.0;-202.0;855.0;-212.0;?;351;2;985.0;?;?;266.0
-845;553.0;?;873.0;-224.0;?;348;3;?;59;12.0;265.0
-840;544.0;-196.0;854.0;-220.0;-224;?;2;979.0;62;?;256.0
-839;553.0;?;?;-206.0;?;352;?;983.0;65;90.0;253.0
-845;?;-182.0;859.0;-216.0;-224;350;1;976.0;?;114.0;?
-836;?;-200.0;848.0;?;?;349;-16;995.0;62;177.0;263.0
-835;490.0;-212.0;877.0;-237.0;-237;356;?;1005.0;?;197.0;273.0
-830;494.0;-222.0;?;-210.0;-235;355;-3;1012.0;68;195.0;263.0
?;?;-208.0;893.0;-178.0;-246;354;-12;980.0;?;233.0;256.0
-833;493.0;-208.0;897.0;-203.0;-244;361;-9;990.0;60;162.0;?
-827;469.0;?;871.0;-215.0;-238;?;-4;988.0;66;?;286.0
-827;483.0;-222.0;892.0;-202.0;-238;363;-4;?;66;168.0;298.0
-827;488.0;-232.0;898.0;-215.0;-241;357;?;1012.0;?;131.0;256.0
-836;498.0;-198.0;891.0;?;-236;354;-3;980.0;62;123.0;254.0
-842;499.0;-217.0;899.0;-212.0;-231;?;3;980.0;58;105.0;285.0
-842;479.0;?;913.0;-220.0;-233;356;?;985.0;57;56.0;292.0
-843;455.0;-203.0;894.0;-200.0;-230;361;4;984.0;?;65.0;?
?;493.0;-181.0;902.0;-202.0;-230;?;?;984.0;64;46.0;280.0
-835;?;-232.0;882.0;-208.0;-236;353;-5;?;?;56.0;283.0
?;?;-244.0;874.0;-205.0;?;354;?;993.0;?;38.0;275.0
-833;485.0;-233.0;884.0;-216.0;-238;?;?;1004.0;63;56.0;272.0
?;?;-222.0;892.0;?;?;360;?;1005.0;59;?;282.0
-839;479.0;-232.0;?;-215.0;-227;?;8;994.0;60;81.0;282.0
-834;478.0;-244.0;902.0;-196.0;-238;?;-6;965.0;65;64.0;?
-834;486.0;-270.0;907.0;?;-240;352;-7;979.0;?;55.0;276.0
-836;485.0;-236.0;887.0;-214.0;-233;359;1;982.0;60;?;290.0
-833;509.0;?;901.0;-205.0;-236;357;?;991.0;64;17.0;280.0
-831;508.0;-225.0;?;-208.0;?;352;-3;1004.0;67;58.0;?
?;510.0;-211.0;873.0;-220.0;-238;355;?;1010.0;64;37.0;269.0
?;515.0;-213.0;?;-207.0;-234;361;3;1001.0;63;?;286.0
-833;516.0;?;890.0;-214.0;-231;361;6;?;63;0.0;?
?;491.0;-213.0;894.0;-207.0;-235;361;0;984.0;64;33.0;290.0
-829;474.0;-211.0;892.0;?;-235;?;-2;992.0;67;12.0;281.0
-832;494.0;-224.0;893.0;?;-232;356;1;983.0;?;?;275.0
?;?;-235.0;874.0;?;-231;359;3;?;64;2.0;279.0
-836;?;-222.0;892.0;-227.0;-235;351;-1;948.0;?;-20.0;289.0
-838;?;-231.0;?;-236.0;?;344;-8;1011.0;63;-19.0;292.0
-835;505.0;-232.0;890.0;?;-231;343;1;978.0;68;-93.0;?
-832;499.0;-242.0;?;-196.0;-230;354;4;996.0;67;-154.0;282.0
?;468.0;-243.0;916.0;-195.0;-231;354;3;1005.0;65;-254.0;300.0
-839;503.0;-250.0;918.0;-200.0;-226;337;6;?;?;-378.0;290.0
-842;478.0;?;909.0;-215.0;-242;343;-5;?;59;-492.0;294.0
?;466.0;-241.0;891.0;-204.0;-238;?;1;?;60;-549.0;309.0
-836;487.0;-194.0;880.0;-207.0;-234;356;5;?;61;?;277.0
-833;510.0;-191.0;884.0;-200.0;-248;360;?;978.0;59;-698.0;?
-829;564.0;-222.0;870.0;-177.0;-243;356;-4;996.0;?;-668.0;269.0
-835;?;-233.0;846.0;?;-238;?;1;1007.0;62;-680.0;270.0
?;536.0;-199.0;851.0;?;?;?;3;1020.0;59;?;283.0
-836;542.0;-191.0;863.0;-186.0;?;?;?;985.0;62;-742.0;251.0
-843;573.0;?;?;-179.0;-231;357;5;981.0;56;-884.0;244.0
?;595.0;-173.0;825.0;?;-234;356;1;978.0;58;-1010.0;245.0
-831;?;-150.0;821.0;-189.0;-228;353;3;990.0;70;-994.0;252.0
-831;594.0;-147.0;?;-250.0;-228;355;2;?;69;-933.0;263.0
-833;617.0;-162.0;805.0;-238.0;-230;357;0;985.0;?;-705.0;273.0
?;578.0;-162.0;?;-236.0;-232;355;-1;?;65;?;273.0
-833;592.0;-204.0;837.0;-266.0;?;355;?;978.0;65;-99.0;274.0
-833;598.0;-224.0;842.0;-263.0;-230;357;?;?;65;-103.0;?
?;556.0;-245.0;850.0;?;-230;359;1;973.0;65;?;256.0
-829;568.0;?;874.0;-265.0;-229;?;1;980.0;?;59.0;276.0
-833;553.0;-235.0;864.0;-251.0;-226;354;?;1000.0;67;173.0;271.0
-836;527.0;?;873.0;?;?;359;4;997.0;62;265.0;274.0
?;534.0;-247.0;863.0;-260.0;-234;360;-2;962.0;62;155.0;275.0
-836;525.0;?;?;-255.0;-227;?;3;959.0;64;64.0;285.0
-837;550.0;-236.0;870.0;-249.0;-225;355;6;967.0;64;?;273.0
-832;538.0;-228.0;862.0;-245.0;?;359;-3;964.0;64;-227.0;280.0
-830;535.0;?;?;-239.0;-233;356;-1;?;68;-175.0;275.0
-834;544.0;-212.0;875.0;-235.0;-230;354;?;989.0;65;-92.0;273.0
-834;535.0;-231.0;?;-236.0;-232;355;?;997.0;64;-7.0;265.0
-833;560.0;?;?;-244.0;?;?;5;984.0;66;70.0;280.0
-833;553.0;-241.0;?;?;?;357;3;1003.0;66;124.0;291.0
-831;546.0;-222.0;875.0;-245.0;-230;?;1;995.0;67;43.0;?
-832;550.0;-231.0;878.0;?;-231;358;?;?;65;38.0;?
-832;537.0;-213.0;862.0;-235.0;-234;358;?;985.0;?;16.0;275.0
-834;556.0;-230.0;862.0;-238.0;-233;360;-2;998.0;62;62.0;291.0
-837;537.0;-192.0;871.0;-246.0;?;360;?;1001.0;60;67.0;278.0
-838;560.0;-180.0;861.0;?;?;357;1;?;61;50.0;287.0
-838;551.0;-206.0;869.0;-257.0;-232;?;-1;986.0;60;34.0;287.0
?;544.0;?;888.0;-227.0;-231;353;-1;959.0;67;-3.0;282.0
-828;516.0;-222.0;886.0;-230.0;-231;?;-2;955.0;70;-24.0;280.0
-833;515.0;-227.0;874.0;?;-232;359;-1;990.0;64;-3.0;?
-835;532.0;-228.0;873.0;-232.0;-230;357;2;990.0;64;35.0;284.0
-836;544.0;-220.0;883.0;-251.0;-230;357;2;975.0;63;77.0;?
-835;?;-208.0;863.0;-254.0;-231;?;1;982.0;63;53.0;304.0
-831;553.0;-222.0;865.0;-264.0;-232;362;1;984.0;64;-14.0;?
-826;?;-213.0;874.0;-256.0;-243;366;-11;978.0;64;-27.0;?
-828;561.0;-222.0;874.0;-264.0;-237;?;?;965.0;64;?;300.0
?;544.0;?;?;-265.0;?;?;5;994.0;63;32.0;273.0
?;550.0;-242.0;861.0;-274.0;-240;?;?;976.0;64;28.0;?
-826;?;-241.0;865.0;-243.0;-228;363;6;?;69;-24.0;?
-829;?;-229.0;864.0;-234.0;-225;363;?;983.0;67;-16.0;?
-825;556.0;-221.0;?;-229.0;-236;369;?;986.0;66;-17.0;?
-816;?;-203.0;863.0;?;-239;?;-5;982.0;69;48.0;279.0
-818;558.0;-189.0;?;-248.0;?;382;-7;990.0;66;172.0;293.0
-818;566.0;-191.0;865.0;-270.0;?;?;-5;990.0;?;?;289.0
?;?;-187.0;870.0;-257.0;-242;?;?;988.0;69;?;293.0
-802;558.0;-179.0;860.0;?;?;410;-1;1001.0;69;-542.0;284.0
-801;594.0;-225.0;?;-265.0;-230;406;0;1023.0;73;-498.0;287.0
-823;545.0;-223.0;?;-269.0;?;389;?;981.0;60;-193.0;?
-824;536.0;-239.0;837.0;?;-223;369;?;971.0;71;113.0;290.0
?;534.0;?;904.0;-265.0;-218;369;5;?;77;446.0;284.0
-871;?;-225.0;879.0;-246.0;-223;393;19;965.0;?;804.0;?
?;571.0;-152.0;?;-180.0;-219;?;?;942.0;?;?;300.0
-727;?;-182.0;846.0;-195.0;-231;474;-1;982.0;103;1620.0;272.0
?;579.0;-182.0;856.0;-197.0;-158;473;?;995.0;164;1915.0;263.0
-795;?;-216.0;?;-268.0;-143;?;?;?;84;2031.0;?
-905;?;-208.0;835.0;-287.0;-209;490;121;1025.0;-44;2073.0;234.0
-743;573.0;-222.0;854.0;-317.0;?;466;246;?;168;2085.0;271.0
-658;570.0;-264.0;881.0;-294.0;54;443;340;1021.0;?;1727.0;241.0
-698;595.0;-242.0;945.0;?;?;452;?;993.0;?;1101.0;231.0
-696;589.0;?;940.0;-259.0;35;455;?;949.0;249;?;338.0
-846;512.0;-236.0;969.0;-232.0;-94;?;?;944.0;76;-81.0;310.0
-834;410.0;-290.0;922.0;?;-267;395;91;?;48;-669.0;298.0
-738;340.0;-303.0;911.0;-208.0;-224;340;80;?;159;-1090.0;270.0
-893;327.0;?;884.0;-190.0;-572;?;-240;954.0;-63;-1195.0;293.0
-544;?;?;842.0;?;?;237;69;1018.0;395;-1056.0;136.0
-778;597.0;-79.0;?;-156.0;-740;173;-486;?;57;-695.0;190.0
-1438;727.0;-33.0;759.0;?;?;?;?;?;-917;-263.0;?
-616;?;?;674.0;-220.0;-722;?;-406;1003.0;23;?;?
-303;654.0;-143.0;685.0;-254.0;-943;169;-768;979.0;383;240.0;242.0
-929;587.0;-239.0;?;-236.0;-633;277;-352;937.0;-103;331.0;277.0
-943;522.0;-168.0;785.0;?;228;521;?;937.0;32;323.0;?
-820;407.0;?;?;-217.0;-416;359;?;973.0;27;?;337.0
-840;331.0;?;852.0;-229.0;-248;361;10;986.0;?;?;337.0
-845;316.0;-125.0;863.0;-248.0;-219;345;38;977.0;?;232.0;?
-831;277.0;?;914.0;-265.0;-309;340;-46;1040.0;52;225.0;?
-831;317.0;-5.0;?;-323.0;-172;395;101;1187.0;69;304.0;372.0
-810;469.0;-66.0;1001.0;-111.0;-294;344;?;1154.0;73;?;192.0
-836;?;246.0;934.0;?;-235;364;43;935.0;60;?;238.0
?;497.0;-219.0;1112.0;-149.0;?;398;?;?;10;341.0;80.0
-811;1077.0;-634.0;1207.0;?;?;345;-95;1098.0;43;?;322.0
-806;?;-215.0;1077.0;?;?;321;-48;1025.0;73;283.0;477.0
-817;-120.0;?;937.0;-203.0;-300;341;-13;862.0;?;?;?
-813;72.0;-315.0;1184.0;-218.0;-288;354;0;796.0;?;188.0;520.0
-825;39.0;-372.0;1192.0;?;?;367;39;?;?;7.0;582.0
?;-78.0;-163.0;1102.0;?;-292;351;?;1027.0;?;-133.0;402.0
-819;87.0;?;938.0;-286.0;-278;348;6;947.0;68;-120.0;?
-818;259.0;32.0;886.0;-302.0;-285;362;7;?;?;-48.0;32.0
?;309.0;329.0;?;-218.0;-286;347;1;995.0;81;-44.0;209.0
-844;?;379.0;924.0;-199.0;-270;382;40;969.0;36;97.0;0.0
-836;733.0;297.0;939.0;-206.0;-344;403;-9;975.0;12;?;164.0
-790;?;?;989.0;-221.0;-318;366;4;989.0;74;365.0;404.0
-814;?;?;1061.0;-225.0;?;369;75;995.0;74;444.0;439.0
-757;43.0;?;1026.0;?;-373;308;?;1010.0;100;270.0;452.0
-695;88.0;?;1059.0;-256.0;-467;?;-116;1018.0;130;145.0;?
-733;210.0;145.0;1023.0;-276.0;-427;?;-54;1049.0;99;124.0;?
-759;277.0;81.0;1031.0;-308.0;-403;316;-19;1000.0;85;196.0;301.0
-757;309.0;95.0;1020.0;-228.0;-420;342;-24;?;71;340.0;307.0
-738;339.0;118.0;?;-164.0;-432;342;-42;1021.0;81;?;?
?;313.0;15.0;1010.0;-125.0;?;?;-6;974.0;?;706.0;345.0
-784;196.0;-49.0;1036.0;?;-360;355;33;978.0;?;?;393.0
-757;93.0;96.0;1031.0;-126.0;-388;350;1;?;81;715.0;478.0
-769;206.0;?;1069.0;-184.0;-375;354;15;967.0;75;?;366.0
-804;353.0;134.0;?;-206.0;-348;383;49;?;46;632.0;?
-802;366.0;?;?;-206.0;-363;393;40;969.0;37;?;323.0
-822;318.0;87.0;986.0;-249.0;-289;364;85;1016.0;58;550.0;?
-820;266.0;43.0;1008.0;-297.0;-269;345;?;983.0;74;519.0;413.0
-787;219.0;28.0;1036.0;?;-334;349;9;973.0;77;435.0;?
-793;?;120.0;1036.0;-257.0;?;348;20;1011.0;77;?;331.0
-793;235.0;107.0;?;-289.0;-323;347;21;956.0;76;138.0;365.0
?;277.0;6.0;?;-269.0;-298;355;33;948.0;79;131.0;?
-816;232.0;19.0;1013.0;-228.0;-255;359;?;980.0;75;39.0;406.0
-822;198.0;?;1031.0;-241.0;-267;358;62;1010.0;66;64.0;423.0
-827;200.0;?;1034.0;-262.0;-274;?;55;856.0;60;?;396.0
-826;267.0;51.0;?;-229.0;-274;357;54;1001.0;?;-5.0;179.0
-813;?;?;1033.0;-248.0;?;352;43;1075.0;71;-66.0;424.0
-816;180.0;253.0;1013.0;-218.0;-280;349;45;990.0;70;-107.0;469.0
?;?;115.0;972.0;-257.0;-273;351;54;1009.0;64;?;233.0
-825;471.0;-49.0;?;-303.0;-275;354;53;949.0;63;-281.0;184.0
-826;258.0;39.0;?;-285.0;-273;352;55;966.0;64;-277.0;471.0
-822;119.0;24.0;1029.0;?;?;347;58;976.0;71;?;428.0
-817;137.0;120.0;?;-242.0;?;349;55;?;74;-117.0;380.0
-820;249.0;?;997.0;-253.0;-278;349;45;984.0;67;-37.0;268.0
-821;337.0;202.0;999.0;?;-273;351;49;969.0;67;-138.0;289.0
-822;?;116.0;?;-268.0;-269;353;49;974.0;67;-107.0;292.0
-826;318.0;112.0;998.0;-266.0;-269;349;45;?;?;?;346.0
?;288.0;121.0;1019.0;-263.0;-264;?;48;961.0;67;?;351.0
-826;286.0;135.0;1011.0;?;-270;352;?;971.0;?;-64.0;323.0
-833;297.0;?;1031.0;?;-259;354;45;949.0;60;?;329.0
-830;277.0;113.0;1009.0;?;-253;349;38;964.0;66;?;339.0
-825;288.0;119.0;989.0;-269.0;-266;344;15;965.0;68;-326.0;318.0
-828;?;?;997.0;?;?;350;18;959.0;?;-219.0;327.0
-826;285.0;101.0;1021.0;-293.0;-262;354;17;?;65;?;328.0
-823;241.0;112.0;1026.0;?;?;344;9;973.0;70;?;344.0
-823;254.0;125.0;1035.0;-293.0;-262;338;8;967.0;?;?;312.0
-824;303.0;?;999.0;-294.0;?;347;9;966.0;68;-62.0;304.0
-828;314.0;?;1006.0;-293.0;?;354;11;?;?;?;318.0
-827;276.0;107.0;?;?;-270;351;?;957.0;62;-100.0;321.0
-827;?;126.0;988.0;?;-270;351;-1;949.0;?;-69.0;326.0
-833;284.0;123.0;995.0;-277.0;-243;354;?;948.0;63;-115.0;337.0
-837;312.0;83.0;997.0;-293.0;-241;349;22;980.0;61;-197.0;354.0
-836;294.0;124.0;1009.0;?;-254;352;8;940.0;58;-238.0;309.0
-834;325.0;96.0;957.0;?;?;351;14;?;61;-209.0;349.0
-827;?;110.0;1173.0;-316.0;-260;345;1;?;67;-116.0;376.0
?;?;138.0;932.0;-308.0;-278;?;-14;959.0;67;-119.0;340.0
-822;?;?;1024.0;-353.0;-265;?;-1;?;68;-39.0;365.0
-828;317.0;66.0;?;-347.0;?;346;6;963.0;65;?;320.0
?;?;59.0;?;-324.0;-267;?;0;?;61;164.0;353.0
-829;256.0;132.0;940.0;-302.0;-263;349;3;958.0;63;196.0;327.0
?;328.0;125.0;?;-322.0;-263;?;?;952.0;66;188.0;?
-829;?;81.0;1070.0;-306.0;-265;349;2;1002.0;63;182.0;301.0
-831;313.0;122.0;940.0;-294.0;-263;350;4;957.0;61;188.0;?
-823;345.0;140.0;991.0;?;-271;352;-4;956.0;?;196.0;348.0
-818;360.0;148.0;1000.0;?;-281;?;-14;956.0;?;145.0;306.0
-819;385.0;?;985.0;?;-276;353;-9;967.0;67;3.0;299.0
?;?;139.0;958.0;-304.0;-270;349;-3;965.0;71;-96.0;306.0
-821;?;?;?;-319.0;-272;347;-2;964.0;68;-121.0;327.0
-822;377.0;133.0;?;-341.0;-271;347;-1;?;?;-43.0;320.0
-820;?;123.0;1000.0;-333.0;?;346;?;931.0;68;-34.0;?
-823;347.0;121.0;983.0;-309.0;-270;345;?;951.0;68;?;329.0
-823;356.0;127.0;991.0;-317.0;-260;351;11;963.0;69;-25.0;325.0
-818;368.0;150.0;?;-310.0;?;?;?;952.0;?;35.0;336.0
-817;386.0;141.0;973.0;-323.0;-278;358;-5;958.0;?;?;319.0
-818;375.0;151.0;979.0;-322.0;-277;357;-4;947.0;?;82.0;?
?;375.0;141.0;974.0;-334.0;?;355;-6;?;?;76.0;310.0
-810;?;138.0;978.0;-317.0;-286;353;-9;949.0;71;62.0;328.0
-812;376.0;?;977.0;-331.0;-285;353;-6;?;70;39.0;338.0
-818;328.0;?;?;-325.0;?;353;3;966.0;67;47.0;331.0
-820;343.0;?;?;?;-276;357;7;947.0;65;0.0;333.0
-817;?;?;993.0;-324.0;-278;?;?;966.0;67;-10.0;323.0
-814;359.0;?;988.0;-313.0;-278;?;3;?;69;-46.0;323.0
-816;381.0;160.0;?;-315.0;?;355;1;948.0;67;?;361.0
?;382.0;?;970.0;-312.0;-285;356;-5;943.0;64;-24.0;343.0
-818;357.0;?;?;-317.0;-284;356;-4;956.0;65;-14.0;322.0
-818;366.0;154.0;?;-321.0;-281;351;-1;?;?;2.0;329.0
-822;347.0;136.0;982.0;-289.0;-278;?;3;953.0;?;-9.0;338.0
?;?;123.0;991.0;-302.0;?;361;5;963.0;?;?;335.0
-818;357.0;120.0;990.0;-335.0;-277;355;0;953.0;66;8.0;336.0
-821;?;?;982.0;-322.0;-278;354;-1;951.0;65;-5.0;?
-829;374.0;131.0;?;-303.0;-271;355;?;950.0;?;47.0;?
-828;363.0;160.0;977.0;-319.0;-266;?;9;?;62;55.0;327.0
-819;374.0;129.0;?;-325.0;-268;352;4;966.0;69;29.0;328.0
-817;381.0;132.0;?;?;-268;354;2;957.0;70;9.0;?
-817;356.0;132.0;1000.0;-324.0;-269;353;2;955.0;71;28.0;325.0
-818;?;141.0;?;-324.0;-268;?;?;966.0;?;32.0;342.0
-825;355.0;?;?;?;-264;353;7;946.0;?;12.0;324.0
-825;365.0;130.0;994.0;-305.0;-271;354;?;937.0;62;50.0;?
-819;376.0;?;968.0;-313.0;-276;?;?;950.0;65;46.0;326.0
-821;353.0;135.0;967.0;-304.0;-273;350;-1;952.0;?;?;330.0
?;345.0;135.0;973.0;?;?;350;?;950.0;63;3.0;?
-822;?;131.0;979.0;?;-278;353;-5;951.0;64;23.0;326.0
-821;376.0;117.0;1001.0;-321.0;-271;348;0;951.0;?;-15.0;327.0
-821;346.0;?;982.0;-310.0;-271;347;0;946.0;68;37.0;333.0
-823;?;?;1002.0;?;?;346;4;943.0;?;19.0;?
-826;363.0;133.0;986.0;-313.0;?;345;8;959.0;?;?;327.0
-824;370.0;111.0;973.0;-299.0;-262;345;7;?;69;24.0;?
-820;373.0;141.0;?;-320.0;-263;?;3;957.0;72;-3.0;326.0
-821;?;131.0;964.0;-325.0;-270;350;-3;948.0;68;25.0;?
-824;372.0;?;969.0;-323.0;-265;?;2;947.0;?;10.0;336.0
-825;373.0;139.0;982.0;?;?;346;7;938.0;?;?;323.0
?;357.0;126.0;989.0;-324.0;-263;343;5;947.0;69;-74.0;335.0
-826;368.0;124.0;1001.0;?;-262;348;6;954.0;67;-37.0;338.0
-826;?;128.0;976.0;?;-262;359;?;?;63;-39.0;329.0
?;346.0;119.0;1006.0;-320.0;-262;349;4;949.0;67;-18.0;333.0
-829;?;122.0;995.0;-307.0;-268;347;-1;920.0;?;20.0;329.0
-826;356.0;?;990.0;-322.0;-270;351;-4;949.0;63;-38.0;?
-820;355.0;136.0;990.0;-298.0;-264;?;0;934.0;71;-30.0;328.0
-822;366.0;?;1011.0;-309.0;-268;352;-2;?;67;-18.0;326.0
-824;336.0;?;982.0;-322.0;?;352;-7;947.0;64;14.0;327.0
-823;340.0;140.0;1003.0;?;-274;351;-8;?;64;24.0;326.0
-823;355.0;?;?;-312.0;?;352;-8;946.0;64;-7.0;336.0
-824;359.0;?;982.0;-324.0;-272;?;?;?;64;?;327.0
-828;?;130.0;995.0;?;?;346;1;?;64;13.0;336.0
-827;346.0;123.0;995.0;-304.0;?;348;-2;942.0;64;11.0;325.0
-826;363.0;127.0;?;?;-271;?;-4;956.0;64;1.0;332.0
-826;365.0;114.0;987.0;?;-263;345;4;948.0;67;-1.0;344.0
-822;364.0;130.0;990.0;?;-267;349;-1;?;?;?;333.0
-822;344.0;127.0;995.0;-314.0;-270;350;-4;957.0;67;-39.0;?
-820;372.0;159.0;1003.0;-324.0;-271;344;-5;964.0;71;10.0;321.0
-821;?;137.0;?;-309.0;?;348;-6;933.0;68;10.0;324.0
-829;373.0;135.0;?;?;?;?;4;928.0;?;-27.0;?
-823;362.0;149.0;983.0;-313.0;?;349;2;941.0;67;-13.0;329.0
?;?;141.0;?;?;?;350;?;959.0;67;-17.0;345.0
-826;347.0;?;?;-299.0;-270;?;2;952.0;63;-4.0;332.0
-819;?;123.0;972.0;-301.0;-275;344;?;963.0;?;?;?
-820;374.0;168.0;982.0;-317.0;?;351;-3;951.0;?;?;?
?;370.0;162.0;?;-308.0;-274;359;0;932.0;59;12.0;327.0
-819;399.0;131.0;983.0;?;?;351;-4;?;67;?;336.0
-817;373.0;121.0;?;-296.0;-273;351;-2;952.0;70;0.0;?
?;344.0;122.0;987.0;?;-272;353;0;964.0;66;?;353.0
-818;379.0;134.0;?;?;-272;348;-1;959.0;70;-37.0;342.0
-818;359.0;140.0;969.0;-315.0;?;?;-2;947.0;?;?;334.0
?;376.0;143.0;970.0;?;-274;?;?;956.0;?;49.0;326.0
?;367.0;137.0;982.0;-314.0;-273;?;-2;956.0;68;41.0;?
-817;?;153.0;988.0;-325.0;-271;349;-1;954.0;71;-19.0;332.0
-825;378.0;147.0;971.0;-320.0;-273;349;-1;?;63;-36.0;316.0
-829;?;126.0;980.0;-304.0;-268;357;5;962.0;59;-15.0;313.0
?;?;138.0;982.0;-320.0;-265;353;?;932.0;68;3.0;312.0
-820;365.0;?;?;-338.0;-270;346;-3;938.0;70;2.0;321.0
-828;385.0;145.0;982.0;-364.0;?;346;2;?;64;?;?
?;?;?;972.0;?;-269;348;-1;932.0;67;13.0;317.0
-823;359.0;131.0;?;-343.0;-268;346;1;932.0;68;19.0;309.0
-824;396.0;141.0;1004.0;-322.0;-266;?;3;960.0;67;-5.0;335.0
-818;373.0;140.0;?;-303.0;-274;?;?;966.0;69;?;344.0
?;373.0;109.0;?;-271.0;-265;?;5;963.0;66;-226.0;318.0
-824;334.0;113.0;1027.0;?;-263;349;?;974.0;?;-321.0;339.0
-820;342.0;104.0;?;?;-269;?;-2;?;?;-353.0;358.0
-824;?;80.0;997.0;?;-264;?;5;949.0;67;-312.0;376.0
-820;303.0;?;983.0;-283.0;-266;355;2;946.0;68;-238.0;?
-820;312.0;92.0;978.0;-285.0;-272;347;-6;966.0;70;-112.0;?
-823;313.0;?;960.0;?;-271;346;?;968.0;?;15.0;356.0
-826;308.0;125.0;1027.0;-274.0;?;352;1;993.0;63;?;376.0
-827;335.0;118.0;998.0;?;-264;?;4;961.0;62;116.0;335.0
-823;357.0;?;?;-275.0;-265;353;2;?;66;96.0;342.0
?;?;114.0;1001.0;-264.0;-266;?;2;942.0;65;114.0;?
?;337.0;111.0;1011.0;-301.0;-262;351;7;952.0;62;?;?
-827;337.0;102.0;990.0;-307.0;-263;?;?;953.0;64;197.0;351.0
-831;346.0;118.0;995.0;-291.0;-259;?;10;962.0;62;258.0;?
-826;?;131.0;1007.0;-295.0;-261;350;7;?;65;319.0;327.0
-816;?;112.0;?;-293.0;?;346;-3;942.0;74;197.0;344.0
?;342.0;129.0;998.0;-299.0;-267;349;1;?;70;129.0;318.0
-827;316.0;113.0;?;-308.0;?;357;9;954.0;62;120.0;?
-827;323.0;131.0;1005.0;?;-265;356;6;964.0;62;141.0;370.0
-821;302.0;104.0;971.0;-310.0;-267;355;2;?;66;154.0;339.0
?;?;?;1003.0;-306.0;-265;?;5;966.0;65;117.0;?
-826;?;89.0;1003.0;-294.0;-265;?;?;956.0;65;35.0;354.0
-819;323.0;115.0;1008.0;-294.0;-267;352;1;947.0;70;30.0;358.0
-819;?;110.0;998.0;-305.0;-266;351;?;956.0;70;107.0;371.0
-819;316.0;106.0;981.0;?;-266;351;2;944.0;70;118.0;355.0
-821;355.0;146.0;982.0;-324.0;?;351;0;953.0;68;116.0;344.0
-823;?;157.0;?;-306.0;-268;350;0;979.0;66;128.0;?
-820;375.0;165.0;1021.0;-293.0;-266;349;1;969.0;?;119.0;318.0
-822;406.0;141.0;971.0;-293.0;-264;352;3;946.0;68;?;317.0
-825;393.0;125.0;985.0;-302.0;?;357;2;935.0;63;6.0;350.0
