Accelerometer HIP accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit BACK magneticX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;Accelerometer BACK accZ;Accelerometer BACK accX
16.0;204.0;731.0;?;278.0;?;?;233.0;-3.0;-360.0;3.0
31.0;220.0;733.0;514.0;274.0;950.0;?;?;?;-343.0;7.0
19.0;?;734.0;?;281.0;943.0;658.0;246.0;-9.0;-367.0;-10.0
39.0;200.0;735.0;488.0;279.0;948.0;?;242.0;9.0;-377.0;-2.0
20.0;203.0;735.0;490.0;279.0;?;643.0;?;28.0;-381.0;0.0
40.0;213.0;734.0;515.0;273.0;961.0;693.0;243.0;4.0;?;?
?;223.0;735.0;465.0;280.0;951.0;577.0;246.0;14.0;-360.0;-10.0
24.0;?;735.0;547.0;286.0;950.0;648.0;248.0;2.0;-361.0;10.0
28.0;227.0;736.0;661.0;?;?;?;242.0;-2.0;?;0.0
?;217.0;736.0;662.0;286.0;947.0;637.0;244.0;-24.0;-378.0;11.0
23.0;217.0;733.0;?;290.0;935.0;?;244.0;?;-385.0;8.0
34.0;?;732.0;?;288.0;948.0;612.0;249.0;?;?;?
?;?;?;587.0;281.0;927.0;603.0;234.0;-22.0;-397.0;-19.0
19.0;205.0;730.0;647.0;282.0;935.0;613.0;240.0;-1.0;-384.0;-7.0
36.0;209.0;730.0;?;276.0;952.0;756.0;?;?;?;-9.0
21.0;216.0;?;497.0;280.0;?;842.0;233.0;21.0;-392.0;12.0
7.0;213.0;726.0;?;283.0;933.0;839.0;238.0;30.0;-384.0;-6.0
18.0;222.0;725.0;?;291.0;930.0;812.0;248.0;31.0;-382.0;3.0
21.0;?;727.0;?;303.0;?;792.0;242.0;26.0;-402.0;11.0
10.0;204.0;726.0;382.0;?;933.0;803.0;228.0;24.0;-381.0;17.0
30.0;?;729.0;387.0;295.0;940.0;749.0;?;23.0;-407.0;12.0
?;?;?;370.0;297.0;933.0;?;?;15.0;-392.0;0.0
12.0;?;728.0;360.0;296.0;923.0;?;241.0;29.0;-390.0;?
20.0;206.0;728.0;367.0;291.0;941.0;642.0;242.0;-10.0;-378.0;-1.0
21.0;203.0;730.0;329.0;291.0;932.0;544.0;234.0;13.0;-385.0;-10.0
19.0;?;729.0;255.0;294.0;943.0;?;?;42.0;-394.0;-11.0
37.0;197.0;?;223.0;295.0;941.0;600.0;242.0;32.0;-371.0;-5.0
?;212.0;?;258.0;?;940.0;565.0;244.0;29.0;?;10.0
?;200.0;727.0;356.0;305.0;?;559.0;?;40.0;-399.0;?
21.0;205.0;729.0;?;302.0;938.0;546.0;229.0;23.0;-375.0;2.0
?;205.0;728.0;146.0;296.0;940.0;591.0;234.0;10.0;-386.0;-6.0
46.0;203.0;728.0;?;298.0;944.0;514.0;?;29.0;-395.0;-11.0
31.0;195.0;730.0;208.0;295.0;932.0;472.0;231.0;1.0;-397.0;-4.0
23.0;?;732.0;?;295.0;940.0;455.0;229.0;23.0;?;2.0
27.0;?;732.0;?;299.0;939.0;508.0;229.0;35.0;-387.0;-2.0
?;?;730.0;222.0;292.0;960.0;563.0;222.0;50.0;?;9.0
10.0;188.0;730.0;166.0;295.0;934.0;504.0;233.0;43.0;-397.0;-7.0
?;207.0;?;101.0;298.0;941.0;?;237.0;46.0;-391.0;-11.0
28.0;206.0;?;104.0;?;932.0;325.0;229.0;21.0;-370.0;10.0
24.0;?;732.0;394.0;300.0;942.0;453.0;223.0;21.0;-391.0;?
37.0;193.0;729.0;178.0;298.0;931.0;357.0;235.0;15.0;?;-5.0
?;197.0;?;74.0;296.0;930.0;?;229.0;1.0;?;-14.0
?;191.0;729.0;234.0;?;925.0;481.0;229.0;7.0;-389.0;12.0
23.0;192.0;732.0;310.0;294.0;945.0;356.0;?;17.0;-395.0;?
?;196.0;731.0;25.0;295.0;940.0;277.0;236.0;47.0;-392.0;-14.0
32.0;202.0;732.0;?;301.0;960.0;391.0;233.0;?;-385.0;-15.0
?;199.0;?;199.0;286.0;945.0;?;228.0;20.0;-409.0;-13.0
37.0;204.0;?;222.0;298.0;931.0;326.0;232.0;19.0;-409.0;-21.0
35.0;210.0;731.0;148.0;?;950.0;328.0;234.0;9.0;-401.0;-23.0
20.0;?;732.0;220.0;296.0;910.0;569.0;226.0;-22.0;-370.0;-33.0
?;195.0;730.0;220.0;297.0;916.0;?;?;?;-379.0;?
51.0;?;731.0;208.0;?;?;?;230.0;-65.0;-371.0;-21.0
?;201.0;731.0;170.0;294.0;950.0;375.0;231.0;?;?;?
30.0;?;732.0;225.0;?;?;482.0;226.0;-31.0;-360.0;19.0
?;200.0;733.0;206.0;?;924.0;383.0;235.0;-22.0;-370.0;?
48.0;190.0;731.0;203.0;?;944.0;426.0;?;-35.0;-345.0;57.0
19.0;?;729.0;236.0;?;974.0;458.0;298.0;-19.0;-334.0;60.0
?;251.0;728.0;186.0;276.0;972.0;454.0;348.0;33.0;-347.0;67.0
7.0;?;723.0;213.0;306.0;950.0;407.0;356.0;114.0;-343.0;67.0
27.0;?;722.0;223.0;312.0;962.0;400.0;330.0;145.0;-344.0;49.0
29.0;?;718.0;208.0;294.0;?;444.0;315.0;124.0;?;37.0
33.0;?;?;172.0;281.0;972.0;421.0;305.0;?;-345.0;34.0
46.0;208.0;720.0;187.0;269.0;959.0;453.0;288.0;?;-354.0;29.0
22.0;?;718.0;163.0;257.0;945.0;438.0;272.0;?;?;27.0
42.0;157.0;717.0;?;?;?;404.0;260.0;236.0;-322.0;43.0
52.0;?;?;180.0;254.0;954.0;425.0;291.0;193.0;-295.0;?
45.0;?;719.0;192.0;245.0;971.0;?;327.0;202.0;-312.0;?
19.0;140.0;719.0;204.0;250.0;990.0;415.0;336.0;237.0;-322.0;13.0
59.0;142.0;719.0;139.0;?;962.0;413.0;368.0;279.0;-319.0;10.0
30.0;144.0;720.0;143.0;257.0;970.0;387.0;342.0;233.0;-320.0;?
40.0;126.0;723.0;?;250.0;978.0;?;344.0;241.0;-300.0;-1.0
20.0;107.0;721.0;128.0;239.0;?;379.0;?;194.0;-300.0;-9.0
30.0;74.0;?;125.0;236.0;?;379.0;335.0;193.0;-287.0;0.0
?;37.0;?;136.0;241.0;978.0;393.0;315.0;?;-281.0;-11.0
33.0;0.0;723.0;116.0;229.0;981.0;382.0;?;195.0;-278.0;5.0
?;1.0;724.0;97.0;228.0;975.0;370.0;356.0;?;?;?
46.0;6.0;724.0;108.0;232.0;966.0;396.0;336.0;178.0;?;-3.0
31.0;7.0;726.0;103.0;?;957.0;370.0;370.0;?;-287.0;-10.0
37.0;10.0;726.0;70.0;228.0;969.0;359.0;400.0;?;?;-15.0
34.0;40.0;728.0;59.0;231.0;960.0;370.0;?;242.0;-298.0;-15.0
36.0;30.0;726.0;74.0;236.0;980.0;354.0;395.0;228.0;?;-20.0
33.0;35.0;726.0;?;231.0;?;334.0;393.0;?;-282.0;-15.0
?;44.0;727.0;87.0;227.0;951.0;?;391.0;197.0;?;16.0
33.0;55.0;?;85.0;223.0;966.0;338.0;361.0;210.0;-257.0;11.0
30.0;92.0;725.0;104.0;218.0;1006.0;306.0;356.0;126.0;?;10.0
40.0;120.0;721.0;74.0;?;997.0;?;340.0;96.0;-260.0;?
39.0;?;719.0;67.0;235.0;?;274.0;353.0;41.0;?;30.0
10.0;157.0;721.0;?;226.0;?;287.0;333.0;129.0;-275.0;14.0
35.0;79.0;718.0;?;?;983.0;290.0;352.0;?;?;2.0
35.0;92.0;?;?;?;?;310.0;?;?;-269.0;10.0
18.0;51.0;719.0;48.0;209.0;959.0;334.0;340.0;?;-316.0;11.0
6.0;19.0;718.0;40.0;205.0;971.0;346.0;351.0;-88.0;-312.0;8.0
21.0;58.0;716.0;45.0;?;973.0;314.0;331.0;-220.0;-319.0;16.0
18.0;107.0;718.0;50.0;184.0;?;276.0;?;-285.0;-328.0;13.0
3.0;80.0;716.0;112.0;172.0;959.0;288.0;317.0;?;-311.0;20.0
30.0;67.0;?;54.0;186.0;983.0;270.0;?;?;?;27.0
-6.0;?;?;32.0;193.0;956.0;279.0;344.0;-81.0;-349.0;4.0
5.0;211.0;715.0;?;212.0;?;283.0;329.0;-259.0;-327.0;-8.0
3.0;326.0;715.0;84.0;174.0;969.0;273.0;?;-437.0;-317.0;-10.0
7.0;407.0;717.0;57.0;220.0;979.0;271.0;409.0;-651.0;-330.0;-10.0
11.0;535.0;715.0;18.0;210.0;962.0;320.0;344.0;-467.0;-339.0;-1.0
10.0;497.0;713.0;11.0;211.0;952.0;301.0;?;-402.0;-370.0;30.0
?;548.0;?;50.0;209.0;959.0;258.0;272.0;-333.0;-347.0;25.0
?;589.0;711.0;46.0;209.0;952.0;?;225.0;-246.0;?;1.0
-5.0;529.0;?;?;252.0;943.0;229.0;179.0;?;-378.0;21.0
?;432.0;?;124.0;228.0;926.0;285.0;?;-332.0;?;4.0
11.0;?;712.0;?;199.0;939.0;282.0;?;?;-401.0;4.0
?;?;709.0;87.0;213.0;?;254.0;285.0;-372.0;-371.0;12.0
?;441.0;708.0;88.0;236.0;920.0;277.0;223.0;?;-418.0;29.0
-25.0;455.0;709.0;95.0;?;?;278.0;211.0;-183.0;?;36.0
-33.0;397.0;708.0;75.0;226.0;943.0;263.0;?;-152.0;?;16.0
?;342.0;?;?;226.0;932.0;?;304.0;?;-420.0;?
?;330.0;703.0;66.0;235.0;933.0;329.0;322.0;?;?;8.0
16.0;?;702.0;61.0;264.0;924.0;?;284.0;-166.0;-406.0;-40.0
-16.0;?;701.0;-9.0;?;923.0;353.0;?;?;?;-50.0
-4.0;271.0;?;16.0;304.0;922.0;333.0;212.0;-199.0;-421.0;-47.0
-8.0;245.0;698.0;65.0;290.0;942.0;330.0;190.0;-174.0;-420.0;-58.0
-10.0;205.0;699.0;?;?;913.0;347.0;195.0;?;-419.0;-36.0
-20.0;190.0;?;83.0;288.0;916.0;359.0;?;-142.0;-399.0;-20.0
1.0;208.0;704.0;76.0;?;921.0;367.0;199.0;-142.0;-401.0;?
-1.0;207.0;?;102.0;302.0;913.0;299.0;231.0;-134.0;-413.0;7.0
0.0;203.0;710.0;144.0;289.0;928.0;?;253.0;-153.0;?;?
?;200.0;711.0;107.0;293.0;925.0;221.0;230.0;-137.0;?;3.0
12.0;?;712.0;89.0;320.0;?;264.0;?;?;-444.0;12.0
5.0;165.0;712.0;89.0;306.0;914.0;?;187.0;?;?;3.0
-18.0;153.0;?;?;305.0;914.0;287.0;185.0;-71.0;-437.0;-25.0
13.0;?;708.0;-6.0;316.0;?;286.0;182.0;?;?;?
?;161.0;707.0;14.0;308.0;?;362.0;189.0;-82.0;-432.0;-44.0
2.0;170.0;704.0;6.0;311.0;916.0;?;?;-104.0;-438.0;-35.0
-13.0;161.0;704.0;37.0;?;920.0;401.0;213.0;?;-417.0;-34.0
-10.0;156.0;706.0;49.0;303.0;924.0;397.0;?;-105.0;?;-48.0
20.0;155.0;708.0;?;300.0;914.0;376.0;230.0;?;-431.0;-39.0
10.0;?;709.0;?;?;923.0;297.0;?;-83.0;-440.0;-29.0
20.0;151.0;710.0;127.0;313.0;921.0;285.0;?;-93.0;-429.0;-18.0
20.0;155.0;710.0;97.0;322.0;904.0;210.0;237.0;-86.0;-420.0;-10.0
8.0;?;711.0;?;?;917.0;228.0;230.0;-68.0;-420.0;-9.0
-17.0;?;712.0;97.0;321.0;934.0;235.0;?;-53.0;-419.0;-12.0
8.0;128.0;?;-6.0;311.0;925.0;?;198.0;-49.0;?;-20.0
-9.0;113.0;714.0;0.0;330.0;?;283.0;?;-60.0;-448.0;-19.0
11.0;112.0;?;-28.0;?;909.0;334.0;184.0;?;?;-22.0
-3.0;120.0;713.0;26.0;321.0;919.0;348.0;178.0;-62.0;-446.0;-59.0
-3.0;124.0;714.0;49.0;320.0;?;357.0;192.0;-51.0;-439.0;?
-3.0;122.0;713.0;58.0;314.0;?;408.0;228.0;?;-431.0;?
11.0;126.0;712.0;50.0;320.0;916.0;412.0;262.0;-62.0;-457.0;-45.0
-12.0;129.0;714.0;111.0;?;918.0;?;267.0;-68.0;-454.0;-37.0
4.0;126.0;715.0;94.0;310.0;925.0;?;?;-70.0;-440.0;-24.0
12.0;?;715.0;94.0;315.0;?;218.0;221.0;-100.0;-449.0;-10.0
2.0;103.0;716.0;?;321.0;914.0;245.0;209.0;-58.0;-450.0;?
-1.0;100.0;717.0;32.0;331.0;?;249.0;204.0;?;-460.0;-19.0
9.0;97.0;717.0;-18.0;322.0;?;240.0;?;-23.0;-448.0;-21.0
10.0;94.0;717.0;-12.0;333.0;902.0;246.0;?;?;-441.0;-39.0
10.0;97.0;?;-2.0;336.0;902.0;292.0;201.0;5.0;-452.0;-37.0
10.0;103.0;716.0;-38.0;?;898.0;298.0;214.0;-16.0;-447.0;?
8.0;102.0;715.0;-20.0;333.0;930.0;?;?;-13.0;?;-51.0
1.0;94.0;?;48.0;321.0;911.0;?;224.0;?;-464.0;-43.0
-3.0;87.0;716.0;126.0;321.0;905.0;346.0;223.0;-52.0;?;-59.0
11.0;91.0;718.0;118.0;317.0;?;?;219.0;-21.0;-430.0;-39.0
?;87.0;?;?;317.0;?;290.0;221.0;-41.0;-420.0;-38.0
24.0;90.0;?;42.0;?;913.0;?;?;-41.0;-432.0;-11.0
22.0;95.0;720.0;97.0;322.0;935.0;195.0;?;-52.0;-396.0;?
7.0;90.0;721.0;?;329.0;?;203.0;219.0;-35.0;-434.0;-7.0
10.0;85.0;718.0;20.0;326.0;918.0;289.0;?;-19.0;-430.0;-6.0
?;83.0;720.0;-41.0;328.0;933.0;266.0;200.0;-40.0;?;-28.0
26.0;87.0;720.0;?;324.0;?;322.0;201.0;?;-411.0;-38.0
?;?;717.0;94.0;321.0;923.0;278.0;204.0;-6.0;?;-29.0
0.0;87.0;716.0;75.0;314.0;921.0;291.0;?;1.0;-429.0;?
?;84.0;715.0;31.0;?;916.0;358.0;202.0;?;-431.0;-39.0
20.0;90.0;714.0;59.0;?;919.0;355.0;?;-23.0;-427.0;?
20.0;89.0;?;40.0;310.0;903.0;?;218.0;-33.0;-419.0;-27.0
5.0;96.0;715.0;75.0;?;935.0;?;231.0;-20.0;?;-14.0
-4.0;105.0;?;97.0;296.0;933.0;268.0;232.0;-29.0;-416.0;-12.0
18.0;?;717.0;46.0;299.0;925.0;346.0;216.0;-12.0;?;?
-1.0;89.0;717.0;52.0;305.0;933.0;?;202.0;0.0;-430.0;8.0
?;84.0;?;65.0;305.0;930.0;255.0;197.0;-1.0;-423.0;-12.0
11.0;89.0;721.0;?;316.0;931.0;229.0;202.0;?;-456.0;-27.0
?;99.0;?;-79.0;?;932.0;208.0;195.0;-25.0;?;-28.0
17.0;100.0;718.0;-52.0;304.0;918.0;304.0;199.0;-12.0;-436.0;-30.0
32.0;94.0;?;-4.0;297.0;912.0;309.0;214.0;?;-433.0;-19.0
33.0;98.0;717.0;-10.0;295.0;915.0;277.0;?;-40.0;-420.0;-37.0
6.0;102.0;717.0;25.0;286.0;895.0;362.0;?;-43.0;-400.0;?
14.0;106.0;719.0;112.0;307.0;924.0;390.0;?;-31.0;?;-30.0
?;105.0;720.0;93.0;294.0;931.0;313.0;256.0;?;-413.0;-26.0
32.0;?;720.0;33.0;?;921.0;165.0;248.0;-3.0;-384.0;2.0
0.0;101.0;719.0;28.0;309.0;?;186.0;225.0;-5.0;?;?
39.0;98.0;719.0;16.0;310.0;?;197.0;?;-12.0;?;-11.0
-4.0;85.0;?;-46.0;302.0;939.0;147.0;195.0;?;?;-9.0
-8.0;97.0;718.0;-10.0;305.0;944.0;222.0;193.0;-28.0;-442.0;-19.0
-9.0;102.0;719.0;-30.0;300.0;932.0;341.0;202.0;-22.0;-436.0;-53.0
19.0;100.0;718.0;?;312.0;915.0;258.0;222.0;?;?;?
12.0;?;718.0;?;306.0;917.0;292.0;235.0;?;-425.0;?
20.0;96.0;718.0;95.0;291.0;?;299.0;242.0;-19.0;-406.0;-61.0
22.0;?;717.0;110.0;299.0;?;?;?;?;-422.0;-35.0
11.0;?;719.0;112.0;293.0;930.0;323.0;244.0;-14.0;-423.0;-27.0
?;100.0;722.0;62.0;?;932.0;280.0;228.0;?;-412.0;-22.0
?;101.0;721.0;36.0;309.0;941.0;206.0;?;-15.0;-381.0;?
?;?;?;26.0;?;942.0;251.0;226.0;-25.0;-400.0;?
15.0;99.0;?;-49.0;302.0;951.0;268.0;221.0;-28.0;?;-12.0
?;91.0;724.0;?;310.0;939.0;230.0;202.0;?;?;?
?;94.0;722.0;-2.0;312.0;920.0;328.0;?;-16.0;?;-34.0
20.0;93.0;723.0;-18.0;307.0;928.0;308.0;214.0;-22.0;?;-60.0
20.0;?;720.0;22.0;307.0;940.0;250.0;216.0;-13.0;-409.0;-60.0
44.0;92.0;722.0;31.0;305.0;912.0;?;213.0;-8.0;-422.0;-65.0
43.0;94.0;723.0;?;294.0;924.0;?;211.0;?;-428.0;?
12.0;96.0;721.0;81.0;293.0;926.0;?;211.0;-40.0;?;-66.0
?;94.0;724.0;?;290.0;927.0;289.0;?;-41.0;-432.0;-46.0
4.0;91.0;727.0;113.0;288.0;926.0;?;215.0;-30.0;-405.0;?
?;100.0;729.0;60.0;296.0;?;263.0;209.0;-17.0;?;-5.0
21.0;95.0;729.0;15.0;303.0;934.0;283.0;208.0;-2.0;-392.0;-27.0
18.0;92.0;731.0;?;303.0;?;252.0;?;-21.0;?;-21.0
37.0;88.0;731.0;9.0;310.0;931.0;?;199.0;-5.0;-409.0;?
51.0;92.0;731.0;0.0;314.0;932.0;262.0;181.0;-19.0;?;-48.0
20.0;?;730.0;?;?;932.0;277.0;187.0;-28.0;-420.0;-48.0
?;91.0;?;46.0;?;921.0;?;198.0;-16.0;?;?
32.0;91.0;728.0;106.0;317.0;916.0;255.0;?;?;-407.0;?
30.0;95.0;728.0;93.0;?;?;260.0;?;-21.0;-399.0;-51.0
20.0;96.0;728.0;91.0;290.0;?;299.0;222.0;?;?;-55.0
30.0;93.0;726.0;?;289.0;928.0;305.0;213.0;-63.0;-421.0;-29.0
29.0;97.0;728.0;63.0;296.0;924.0;323.0;213.0;-44.0;-397.0;-19.0
20.0;98.0;729.0;-10.0;?;933.0;284.0;?;-23.0;?;-16.0
19.0;102.0;?;-48.0;293.0;934.0;315.0;?;-9.0;?;-7.0
?;98.0;727.0;?;296.0;949.0;340.0;189.0;-41.0;-380.0;?
31.0;101.0;728.0;24.0;305.0;?;273.0;?;-19.0;-406.0;-50.0
53.0;?;728.0;?;?;926.0;320.0;202.0;-9.0;-373.0;-33.0
69.0;98.0;727.0;6.0;?;?;378.0;?;-16.0;-372.0;-42.0
35.0;?;725.0;-48.0;292.0;953.0;330.0;204.0;-26.0;-389.0;-51.0
36.0;107.0;726.0;-25.0;286.0;943.0;?;209.0;-32.0;-409.0;?
35.0;109.0;?;-14.0;?;?;201.0;204.0;-60.0;-390.0;?
32.0;115.0;?;-82.0;?;943.0;272.0;?;?;-400.0;?
59.0;109.0;734.0;?;276.0;961.0;286.0;?;-38.0;-387.0;-85.0
60.0;?;734.0;?;285.0;958.0;268.0;220.0;?;-367.0;-55.0
79.0;109.0;735.0;74.0;?;939.0;?;202.0;-37.0;?;?
63.0;114.0;738.0;124.0;285.0;945.0;153.0;204.0;-50.0;?;?
51.0;107.0;739.0;78.0;?;?;186.0;196.0;-43.0;-345.0;-32.0
39.0;108.0;742.0;47.0;281.0;951.0;173.0;185.0;-49.0;-353.0;-29.0
33.0;115.0;743.0;?;277.0;?;115.0;197.0;-52.0;?;-46.0
65.0;121.0;742.0;92.0;285.0;940.0;?;206.0;-51.0;?;-40.0
53.0;119.0;743.0;179.0;291.0;?;318.0;205.0;-51.0;-368.0;-14.0
?;123.0;743.0;170.0;?;952.0;408.0;204.0;-28.0;-369.0;-11.0
65.0;119.0;743.0;161.0;254.0;948.0;451.0;?;-23.0;-383.0;-8.0
?;117.0;744.0;110.0;?;960.0;?;185.0;-43.0;-394.0;-19.0
61.0;127.0;?;113.0;268.0;951.0;292.0;184.0;-21.0;-354.0;-17.0
37.0;?;743.0;?;262.0;960.0;278.0;188.0;-17.0;-359.0;-56.0
64.0;133.0;742.0;151.0;251.0;?;386.0;198.0;-50.0;-360.0;?
62.0;132.0;?;?;257.0;?;497.0;211.0;-48.0;-370.0;-20.0
72.0;134.0;742.0;177.0;251.0;948.0;450.0;208.0;-58.0;-370.0;?
44.0;131.0;742.0;190.0;252.0;944.0;?;203.0;-60.0;-384.0;-16.0
50.0;134.0;740.0;169.0;256.0;948.0;362.0;198.0;?;-385.0;-15.0
22.0;135.0;741.0;128.0;261.0;939.0;351.0;?;-58.0;?;-42.0
60.0;127.0;?;148.0;263.0;?;268.0;203.0;?;?;-17.0
70.0;129.0;739.0;322.0;256.0;938.0;460.0;204.0;3.0;-366.0;?
?;?;738.0;252.0;246.0;?;505.0;198.0;-15.0;-370.0;-23.0
?;133.0;737.0;?;249.0;939.0;473.0;188.0;-41.0;-369.0;?
69.0;134.0;?;227.0;258.0;950.0;444.0;182.0;-41.0;-367.0;-38.0
61.0;134.0;737.0;223.0;252.0;943.0;396.0;192.0;-42.0;-342.0;?
57.0;131.0;737.0;312.0;257.0;?;?;204.0;?;-360.0;-28.0
51.0;136.0;738.0;329.0;256.0;?;470.0;209.0;?;-381.0;?
48.0;?;?;281.0;250.0;?;628.0;205.0;-55.0;-370.0;-7.0
?;136.0;738.0;302.0;250.0;?;516.0;?;-41.0;-389.0;-19.0
?;123.0;?;?;251.0;?;476.0;195.0;?;?;?
54.0;141.0;737.0;?;253.0;?;?;200.0;-12.0;?;?
58.0;?;736.0;339.0;252.0;943.0;496.0;198.0;-78.0;-358.0;-17.0
38.0;130.0;?;?;251.0;949.0;619.0;187.0;-111.0;-366.0;-9.0
58.0;?;?;382.0;253.0;941.0;571.0;?;-125.0;?;?
78.0;135.0;739.0;?;?;938.0;544.0;176.0;-104.0;?;?
?;132.0;739.0;349.0;245.0;?;518.0;179.0;-46.0;?;-11.0
?;140.0;738.0;?;?;965.0;?;175.0;-66.0;?;-49.0
92.0;125.0;737.0;426.0;250.0;938.0;591.0;167.0;?;-337.0;-48.0
79.0;124.0;?;390.0;239.0;?;547.0;175.0;?;?;-67.0
68.0;131.0;739.0;508.0;239.0;949.0;586.0;195.0;-70.0;?;?
65.0;152.0;736.0;668.0;?;941.0;?;?;-87.0;-352.0;-1.0
?;?;737.0;791.0;256.0;?;591.0;?;-90.0;-368.0;-39.0
73.0;124.0;737.0;871.0;263.0;955.0;?;153.0;-57.0;?;-60.0
99.0;124.0;738.0;776.0;243.0;971.0;667.0;171.0;-75.0;-400.0;-46.0
79.0;123.0;738.0;690.0;237.0;933.0;677.0;176.0;-57.0;-322.0;?
90.0;135.0;740.0;610.0;244.0;964.0;?;159.0;-79.0;-362.0;-89.0
46.0;126.0;738.0;?;220.0;1004.0;831.0;?;-56.0;?;-151.0
73.0;116.0;?;577.0;235.0;972.0;?;135.0;-64.0;-297.0;-148.0
109.0;128.0;738.0;?;222.0;?;921.0;122.0;-93.0;-317.0;?
129.0;?;739.0;601.0;196.0;?;910.0;113.0;-92.0;-310.0;-93.0
?;122.0;736.0;?;226.0;?;845.0;?;-121.0;?;-154.0
159.0;125.0;?;635.0;228.0;978.0;767.0;131.0;-134.0;-349.0;?
?;118.0;?;720.0;?;972.0;733.0;141.0;?;-276.0;?
124.0;120.0;735.0;572.0;206.0;960.0;697.0;120.0;-160.0;?;-73.0
163.0;117.0;729.0;651.0;?;?;686.0;102.0;-233.0;-260.0;-109.0
167.0;114.0;?;?;200.0;967.0;679.0;84.0;-219.0;-274.0;-93.0
210.0;118.0;719.0;?;207.0;952.0;698.0;80.0;-157.0;-304.0;-100.0
208.0;?;715.0;?;154.0;?;?;75.0;?;-337.0;-106.0
180.0;130.0;711.0;787.0;152.0;940.0;718.0;61.0;-130.0;-313.0;-124.0
?;148.0;707.0;649.0;?;960.0;731.0;4.0;-82.0;?;-82.0
?;133.0;700.0;?;123.0;951.0;703.0;-33.0;?;?;-77.0
228.0;113.0;?;634.0;76.0;?;839.0;?;-83.0;?;?
181.0;132.0;682.0;615.0;65.0;940.0;913.0;29.0;-85.0;?;-124.0
181.0;172.0;673.0;639.0;79.0;944.0;839.0;62.0;-94.0;-367.0;-116.0
?;?;?;679.0;58.0;936.0;949.0;101.0;-127.0;-368.0;?
240.0;159.0;?;670.0;62.0;937.0;888.0;?;-137.0;-401.0;-138.0
244.0;141.0;667.0;?;103.0;932.0;873.0;42.0;?;-390.0;-147.0
224.0;95.0;666.0;682.0;81.0;929.0;861.0;8.0;-61.0;-395.0;-158.0
?;?;667.0;700.0;106.0;?;770.0;-45.0;-61.0;-375.0;-141.0
241.0;41.0;666.0;?;?;924.0;807.0;-66.0;-70.0;?;?
215.0;?;664.0;644.0;?;?;841.0;?;-111.0;-387.0;-167.0
?;66.0;?;545.0;108.0;913.0;?;-50.0;-99.0;-409.0;-160.0
?;60.0;666.0;562.0;108.0;?;?;-46.0;-94.0;-365.0;-165.0
225.0;62.0;665.0;556.0;127.0;920.0;862.0;-34.0;-110.0;-384.0;-147.0
224.0;53.0;667.0;454.0;135.0;947.0;859.0;?;-101.0;-359.0;?
221.0;48.0;666.0;390.0;134.0;?;871.0;-26.0;-112.0;?;-145.0
253.0;49.0;?;378.0;138.0;923.0;868.0;?;-90.0;-360.0;?
?;38.0;671.0;583.0;143.0;933.0;845.0;-55.0;-83.0;-361.0;?
235.0;48.0;?;646.0;131.0;943.0;771.0;-60.0;-94.0;-355.0;-122.0
193.0;52.0;671.0;155.0;131.0;963.0;833.0;-53.0;-82.0;-338.0;-104.0
177.0;44.0;668.0;-267.0;131.0;942.0;800.0;-46.0;-93.0;-412.0;?
206.0;?;?;?;124.0;963.0;?;-55.0;-110.0;-366.0;-89.0
223.0;46.0;665.0;-239.0;129.0;?;685.0;-56.0;-112.0;-363.0;-98.0
?;47.0;664.0;-336.0;?;923.0;839.0;?;-110.0;-363.0;-149.0
223.0;45.0;663.0;?;?;?;1096.0;-48.0;-103.0;?;-237.0
212.0;?;667.0;?;132.0;949.0;941.0;-44.0;-91.0;-272.0;-238.0
178.0;58.0;672.0;419.0;107.0;931.0;379.0;-30.0;-132.0;-338.0;-197.0
165.0;?;?;308.0;?;950.0;-11.0;?;-122.0;?;-189.0
180.0;70.0;690.0;288.0;?;976.0;-232.0;-42.0;-133.0;-301.0;?
157.0;73.0;699.0;490.0;155.0;?;-210.0;-40.0;-116.0;?;?
?;73.0;707.0;583.0;173.0;969.0;-306.0;-36.0;-113.0;?;-157.0
172.0;69.0;?;618.0;?;979.0;-110.0;-34.0;-88.0;-291.0;-144.0
174.0;74.0;?;651.0;151.0;969.0;434.0;-42.0;-96.0;-300.0;-105.0
?;92.0;719.0;?;129.0;950.0;814.0;-55.0;-128.0;-290.0;-64.0
170.0;104.0;720.0;686.0;?;951.0;707.0;-56.0;-152.0;?;-36.0
138.0;?;723.0;872.0;?;950.0;730.0;?;?;?;-39.0
163.0;96.0;723.0;823.0;183.0;952.0;823.0;-52.0;-110.0;-319.0;-38.0
?;?;?;753.0;?;963.0;789.0;-42.0;-130.0;-355.0;?
188.0;88.0;726.0;689.0;164.0;955.0;830.0;-21.0;-129.0;-346.0;?
195.0;87.0;725.0;764.0;153.0;953.0;754.0;-16.0;-144.0;-339.0;-69.0
143.0;109.0;721.0;759.0;137.0;963.0;?;-10.0;?;-370.0;-84.0
?;115.0;?;?;118.0;?;879.0;0.0;-141.0;-365.0;?
171.0;?;711.0;818.0;116.0;949.0;1000.0;14.0;-132.0;-341.0;-70.0
