InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroZ
-121.0;?;475;?;-80;17.0;1;522.0
-65.0;-14;478;891.0;-69;51.0;14;428.0
96.0;-9;482;940.0;-74;79.0;9;191.0
99.0;-6;472;988.0;-72;-61.0;?;-126.0
99.0;-14;?;947.0;-62;-120.0;?;?
?;13;478;925.0;-65;-120.0;-13;?
-4.0;15;476;946.0;-64;-66.0;?;-353.0
?;5;474;936.0;-62;?;-5;?
-224.0;28;?;953.0;-64;69.0;-28;?
?;24;476;949.0;-59;-75.0;-24;-357.0
?;-14;?;952.0;-56;?;14;-338.0
?;-13;477;948.0;-57;-376.0;13;?
?;?;485;955.0;-61;-554.0;-33;-199.0
42.0;26;483;937.0;-61;-591.0;-26;-118.0
112.0;4;471;926.0;?;-602.0;-4;37.0
188.0;?;473;934.0;-64;?;-6;?
?;?;?;939.0;-60;-561.0;?;260.0
256.0;-1;483;?;-59;-540.0;1;323.0
234.0;21;475;?;-60;-453.0;-21;387.0
192.0;7;?;941.0;-60;?;-7;358.0
?;-6;476;942.0;-64;-369.0;6;351.0
310.0;-3;479;944.0;?;?;3;290.0
257.0;-13;481;?;-62;?;?;?
228.0;-36;481;945.0;?;-123.0;?;187.0
188.0;-20;471;945.0;?;-59.0;?;178.0
79.0;3;467;934.0;-61;-98.0;-3;127.0
86.0;?;?;?;-69;-73.0;?;42.0
194.0;-20;478;947.0;-69;-55.0;20;6.0
162.0;36;468;945.0;-55;3.0;-36;12.0
38.0;29;?;?;-48;72.0;-29;67.0
?;1;478;934.0;-57;135.0;-1;99.0
27.0;-4;478;918.0;?;78.0;4;30.0
?;?;478;958.0;-65;?;?;-8.0
?;?;469;944.0;-62;?;-27;-22.0
-44.0;-1;?;933.0;-67;36.0;?;-29.0
-49.0;3;480;952.0;-75;4.0;-3;?
-64.0;?;474;941.0;-69;-53.0;-8;-50.0
-29.0;12;?;942.0;-67;-92.0;?;-99.0
5.0;16;?;?;-73;?;-16;-93.0
16.0;?;477;953.0;-68;-122.0;?;-44.0
38.0;18;481;946.0;-64;-92.0;-18;9.0
18.0;?;481;923.0;-70;-37.0;6;85.0
?;-10;475;937.0;-72;-3.0;?;145.0
42.0;?;473;954.0;-69;1.0;-15;193.0
52.0;3;?;946.0;?;-18.0;?;195.0
35.0;8;477;932.0;-70;-16.0;-8;193.0
42.0;11;?;?;?;14.0;-11;179.0
74.0;-14;?;952.0;-62;7.0;14;124.0
78.0;?;?;952.0;-62;3.0;5;58.0
93.0;-11;471;942.0;-67;42.0;11;32.0
?;-10;?;942.0;?;92.0;10;88.0
?;7;475;933.0;-66;?;-7;93.0
39.0;-15;479;943.0;-67;?;?;88.0
?;17;?;?;-60;135.0;-17;85.0
32.0;15;478;?;?;104.0;-15;88.0
30.0;-20;480;941.0;-65;?;20;60.0
?;-2;475;940.0;-67;?;2;34.0
34.0;-14;479;946.0;?;1.0;14;21.0
?;-2;473;947.0;-62;?;2;3.0
13.0;24;472;936.0;-63;25.0;-24;?
5.0;5;478;?;-67;-22.0;-5;35.0
-4.0;?;476;922.0;?;-73.0;-16;29.0
31.0;13;476;?;-68;-105.0;-13;3.0
51.0;?;477;954.0;-64;?;15;-14.0
70.0;14;475;?;-69;-95.0;?;29.0
58.0;4;475;943.0;-69;?;-4;66.0
?;4;474;933.0;-59;10.0;?;119.0
?;18;?;941.0;-56;2.0;?;114.0
?;21;481;932.0;-58;?;-21;92.0
63.0;21;478;?;-58;-31.0;-21;105.0
47.0;-36;?;933.0;-56;22.0;?;60.0
67.0;6;473;944.0;?;?;-6;74.0
13.0;?;?;938.0;?;?;?;40.0
5.0;-11;?;949.0;-62;-3.0;11;16.0
15.0;28;?;940.0;-70;?;-28;7.0
14.0;?;478;941.0;-67;18.0;20;55.0
?;-10;476;951.0;-67;-43.0;10;37.0
38.0;23;479;924.0;-70;-39.0;-23;41.0
44.0;13;472;937.0;?;-39.0;-13;64.0
34.0;2;469;?;-70;-24.0;-2;58.0
75.0;-14;482;941.0;-66;43.0;14;61.0
75.0;5;480;942.0;?;?;-5;?
67.0;?;472;942.0;-72;135.0;-7;142.0
10.0;10;474;951.0;-67;171.0;?;131.0
48.0;-28;481;941.0;-72;147.0;28;76.0
31.0;-39;477;956.0;?;149.0;39;75.0
-3.0;19;472;940.0;-60;180.0;-19;64.0
?;?;478;928.0;-72;161.0;?;63.0
?;?;477;941.0;-73;136.0;-25;?
-64.0;47;?;951.0;-70;38.0;-47;?
?;15;477;?;-73;4.0;?;62.0
-65.0;9;?;944.0;-70;17.0;-9;107.0
-52.0;18;474;950.0;-75;?;-18;205.0
-56.0;?;473;925.0;?;?;?;285.0
-53.0;-8;477;?;-71;-36.0;?;306.0
-38.0;-16;480;941.0;?;-68.0;?;?
-24.0;7;481;?;-76;-90.0;-7;?
-10.0;16;478;?;-74;-112.0;-16;?
?;?;474;933.0;-76;-117.0;-7;400.0
-18.0;?;477;944.0;-80;-140.0;-10;379.0
11.0;-15;475;959.0;-80;?;15;300.0
?;-28;473;937.0;-77;-121.0;28;?
-40.0;?;473;?;-81;-65.0;?;201.0
?;-22;472;941.0;-82;?;22;?
-70.0;?;477;926.0;-79;-28.0;?;7.0
?;-1;478;925.0;-88;?;1;-84.0
-89.0;5;476;918.0;-84;64.0;-5;-153.0
?;?;478;943.0;?;?;-26;-205.0
-121.0;8;475;940.0;-80;49.0;-8;-222.0
-120.0;-16;474;931.0;?;75.0;16;-243.0
-130.0;4;483;932.0;-76;?;-4;-243.0
-91.0;?;?;934.0;-84;21.0;-34;-266.0
?;-2;475;?;-83;71.0;2;-241.0
13.0;-3;475;961.0;?;49.0;3;-219.0
?;38;476;?;-83;?;-38;?
16.0;?;?;934.0;-79;37.0;-26;-41.0
-3.0;-1;478;934.0;-86;-39.0;?;15.0
26.0;?;472;953.0;?;-155.0;17;57.0
68.0;?;478;?;-81;-197.0;?;?
64.0;0;473;909.0;?;-230.0;0;152.0
68.0;-17;471;930.0;?;?;17;226.0
70.0;-15;?;?;-77;?;15;226.0
89.0;?;?;909.0;-83;-302.0;16;279.0
75.0;9;472;929.0;?;-294.0;?;273.0
29.0;17;473;924.0;-78;?;-17;263.0
120.0;?;472;937.0;-84;-390.0;-4;205.0
129.0;25;481;929.0;-86;-462.0;-25;166.0
?;28;?;914.0;-83;-460.0;?;?
168.0;?;475;915.0;?;-420.0;-8;126.0
201.0;?;479;915.0;-80;-367.0;-22;?
187.0;35;481;924.0;-84;-270.0;-35;?
?;42;478;923.0;-81;-214.0;-42;286.0
131.0;19;477;911.0;-74;?;?;280.0
?;-15;?;909.0;-85;-106.0;15;?
?;12;482;925.0;-92;-75.0;-12;224.0
96.0;21;485;923.0;-88;-93.0;-21;202.0
46.0;18;478;919.0;-92;?;-18;173.0
61.0;6;475;914.0;?;-46.0;-6;84.0
58.0;-46;480;909.0;-87;-3.0;46;38.0
99.0;-37;479;?;-87;26.0;37;?
90.0;13;478;?;-89;124.0;-13;52.0
?;17;?;919.0;-100;?;?;109.0
?;27;479;926.0;?;223.0;-27;129.0
-76.0;19;475;907.0;-81;?;-19;74.0
-85.0;-4;477;914.0;-92;308.0;?;-1.0
-144.0;17;476;915.0;-87;?;-17;-97.0
-197.0;19;478;942.0;-90;?;?;-216.0
-187.0;18;474;918.0;-98;321.0;-18;-291.0
-197.0;11;481;882.0;?;313.0;-11;-383.0
-234.0;10;?;884.0;-90;275.0;-10;?
?;17;481;?;-91;287.0;-17;-390.0
-195.0;17;481;916.0;-91;268.0;-17;-343.0
-244.0;41;481;?;?;238.0;-41;?
-211.0;16;485;?;?;244.0;-16;?
-163.0;19;?;935.0;-90;73.0;-19;-232.0
?;39;472;969.0;-86;-55.0;-39;-204.0
?;3;478;895.0;-92;-96.0;-3;?
-10.0;-14;483;?;-96;?;14;-41.0
-31.0;?;486;?;-90;-213.0;34;17.0
19.0;-22;?;?;-98;-222.0;22;131.0
178.0;4;478;932.0;-101;?;-4;?
160.0;?;487;924.0;-97;-371.0;?;272.0
?;-3;481;933.0;-99;-335.0;?;408.0
?;7;474;921.0;-91;?;?;530.0
2.0;-3;473;904.0;-84;-474.0;?;617.0
-20.0;1;475;?;-88;-308.0;-1;565.0
?;?;479;911.0;-89;-377.0;-13;463.0
-20.0;34;479;?;-96;-465.0;-34;292.0
-4.0;27;478;884.0;-103;-388.0;-27;?
38.0;6;478;891.0;-91;?;-6;135.0
47.0;29;477;922.0;-85;-230.0;-29;50.0
58.0;4;480;909.0;-91;-264.0;-4;-23.0
34.0;-13;484;904.0;-97;-235.0;?;-37.0
?;?;482;911.0;-96;?;9;50.0
80.0;-48;?;903.0;-91;-10.0;?;-14.0
118.0;-24;475;907.0;-95;45.0;24;-30.0
111.0;1;478;?;-91;-44.0;?;-78.0
110.0;-14;479;923.0;-88;?;?;-87.0
?;-14;476;?;-84;-144.0;14;-123.0
?;-17;473;909.0;-78;-147.0;17;-59.0
-29.0;-26;?;924.0;-85;?;?;9.0
-60.0;-20;480;921.0;-92;-232.0;20;48.0
-48.0;?;481;?;-95;-217.0;?;95.0
-29.0;-9;476;879.0;-94;-196.0;9;81.0
-25.0;-28;479;905.0;-96;-236.0;?;90.0
-3.0;-13;479;897.0;-92;-268.0;13;102.0
10.0;-15;479;906.0;-93;?;15;183.0
-4.0;-17;481;912.0;-98;?;17;?
-20.0;-9;469;901.0;-64;-94.0;9;253.0
-25.0;6;?;915.0;-63;?;-6;270.0
-30.0;21;471;913.0;-96;-74.0;-21;183.0
?;16;466;?;-76;-132.0;-16;28.0
-50.0;7;490;924.0;-79;-141.0;-7;?
-13.0;-1;481;914.0;-132;?;1;-179.0
45.0;-14;479;888.0;-144;-168.0;14;-251.0
99.0;?;482;?;?;-110.0;8;-259.0
?;13;475;907.0;-137;-101.0;-13;-198.0
111.0;17;484;931.0;-125;-31.0;-17;-89.0
?;-2;479;939.0;?;-56.0;2;10.0
91.0;-25;474;900.0;?;-37.0;25;73.0
60.0;?;466;903.0;-68;-25.0;15;?
?;-2;452;?;-50;-37.0;2;254.0
112.0;-23;466;941.0;-70;11.0;23;?
96.0;-25;481;932.0;-96;75.0;?;197.0
45.0;-15;473;?;-92;11.0;?;197.0
?;-20;474;892.0;-94;31.0;20;204.0
37.0;7;?;908.0;-97;?;-7;201.0
27.0;8;465;925.0;-80;221.0;-8;235.0
1.0;-35;464;915.0;?;?;35;194.0
-8.0;-11;474;923.0;-87;358.0;11;155.0
-34.0;19;472;908.0;-92;375.0;-19;58.0
18.0;-12;472;946.0;-94;347.0;12;-59.0
30.0;6;468;?;-83;394.0;-6;-115.0
19.0;32;469;948.0;-86;434.0;-32;-255.0
-22.0;13;?;926.0;-98;?;-13;-336.0
-31.0;18;469;?;-88;470.0;-18;-403.0
?;19;468;926.0;?;373.0;-19;-474.0
-24.0;3;474;?;?;174.0;-3;-389.0
-19.0;-18;470;942.0;-95;157.0;18;?
?;-24;?;?;-92;220.0;?;?
-38.0;?;475;931.0;-91;?;-2;-5.0
-47.0;?;472;940.0;-91;57.0;-17;63.0
-65.0;0;?;?;-93;0.0;0;?
-59.0;-10;?;924.0;?;4.0;10;219.0
?;7;?;933.0;-104;-94.0;-7;?
?;?;477;?;-108;-122.0;2;?
?;-14;474;943.0;-92;-112.0;14;185.0
4.0;6;475;928.0;-87;-129.0;-6;149.0
2.0;?;476;917.0;?;-124.0;-9;126.0
23.0;3;471;938.0;?;-166.0;-3;?
-7.0;?;473;936.0;-88;-96.0;-14;110.0
?;17;472;?;-88;6.0;-17;86.0
24.0;18;470;913.0;?;8.0;-18;45.0
31.0;18;475;919.0;-78;-37.0;-18;18.0
10.0;0;475;925.0;?;-20.0;0;21.0
?;-8;472;922.0;-102;-33.0;8;63.0
-44.0;?;474;925.0;-91;?;?;?
-22.0;26;?;928.0;?;69.0;-26;75.0
-21.0;?;476;952.0;-86;25.0;?;?
41.0;9;?;917.0;-87;?;-9;-123.0
99.0;-18;473;915.0;?;-232.0;18;-266.0
113.0;1;478;915.0;-88;-322.0;?;-236.0
30.0;3;475;925.0;-91;-415.0;-3;-153.0
17.0;16;470;923.0;?;-364.0;-16;-35.0
-62.0;?;478;923.0;-85;-304.0;-38;?
-48.0;10;?;910.0;-91;-307.0;?;155.0
-21.0;9;471;923.0;-90;-344.0;-9;249.0
-1.0;27;474;926.0;?;-343.0;-27;293.0
11.0;0;?;908.0;-90;?;0;?
63.0;?;472;899.0;?;-193.0;15;308.0
90.0;?;?;900.0;-87;-139.0;4;309.0
101.0;-4;?;907.0;-89;-101.0;4;?
94.0;?;474;904.0;-87;?;6;255.0
?;?;475;913.0;-89;?;3;?
79.0;-7;478;915.0;-92;26.0;7;94.0
46.0;-2;478;?;-91;?;2;?
43.0;7;481;915.0;?;47.0;-7;-60.0
9.0;6;473;915.0;-93;59.0;-6;-93.0
21.0;?;471;923.0;-95;63.0;-8;-107.0
1.0;?;485;912.0;-94;65.0;0;-120.0
-14.0;-3;482;?;-92;36.0;?;-103.0
-5.0;10;473;920.0;?;7.0;?;-134.0
-27.0;17;?;917.0;-89;27.0;-17;-130.0
-4.0;18;480;919.0;-89;13.0;-18;-92.0
7.0;11;467;895.0;?;-25.0;-11;-49.0
17.0;3;475;907.0;-89;?;-3;?
29.0;8;481;?;-90;-35.0;-8;73.0
?;?;?;914.0;-94;-24.0;11;116.0
25.0;-26;476;?;-93;-1.0;26;129.0
?;18;?;?;-87;?;-18;?
-1.0;34;?;914.0;-90;-35.0;-34;126.0
-18.0;-13;471;915.0;-95;-60.0;?;98.0
-55.0;-21;474;?;-92;-43.0;21;88.0
?;-3;?;?;-95;-6.0;?;33.0
-32.0;?;?;896.0;-101;?;?;20.0
49.0;20;480;905.0;-94;?;-20;79.0
170.0;48;477;897.0;-86;?;-48;95.0
148.0;44;470;921.0;-90;341.0;-44;105.0
122.0;17;473;922.0;-90;263.0;?;159.0
116.0;-6;?;?;-87;250.0;6;198.0
110.0;5;?;920.0;-89;210.0;?;195.0
77.0;20;472;913.0;-84;249.0;-20;?
133.0;2;476;948.0;-83;273.0;-2;?
129.0;0;477;931.0;-85;328.0;0;?
119.0;26;477;929.0;-85;287.0;-26;-67.0
78.0;?;?;919.0;?;168.0;-26;-117.0
21.0;8;483;913.0;-87;50.0;?;-185.0
56.0;?;481;915.0;-85;-124.0;-5;-243.0
65.0;?;483;915.0;-86;-236.0;?;?
39.0;37;?;933.0;-91;-362.0;?;-255.0
?;?;478;922.0;-87;-417.0;-16;?
55.0;-15;471;927.0;?;-460.0;15;-113.0
135.0;4;473;929.0;-93;?;-4;-4.0
156.0;10;478;?;-88;-429.0;?;124.0
181.0;?;480;909.0;-87;-410.0;-3;234.0
182.0;?;?;915.0;-88;-369.0;-6;342.0
168.0;?;473;914.0;-84;-348.0;10;402.0
141.0;-14;474;913.0;-83;-335.0;14;388.0
122.0;5;?;916.0;-82;-314.0;-5;384.0
164.0;-12;474;906.0;-91;-276.0;12;351.0
?;-46;472;913.0;-91;-246.0;46;357.0
134.0;?;472;915.0;-80;?;?;302.0
?;20;480;?;-80;-68.0;-20;?
95.0;6;?;896.0;-87;11.0;-6;225.0
36.0;14;478;906.0;-86;52.0;-14;175.0
?;12;479;916.0;?;76.0;?;75.0
?;-31;?;923.0;-94;80.0;?;-35.0
10.0;-6;477;?;-84;65.0;6;-152.0
?;13;481;916.0;?;39.0;-13;-198.0
?;-16;?;910.0;?;74.0;16;-209.0
-17.0;3;478;?;-94;91.0;-3;?
9.0;?;?;901.0;?;?;1;-166.0
-47.0;6;?;?;-89;46.0;-6;-162.0
?;10;474;900.0;-90;?;-10;-131.0
7.0;?;?;?;-97;?;33;-69.0
7.0;?;?;914.0;-89;14.0;27;?
0.0;10;477;909.0;-88;?;-10;48.0
7.0;?;479;903.0;-91;?;-23;90.0
4.0;-33;?;924.0;-91;-78.0;33;122.0
23.0;-53;478;888.0;-87;-152.0;?;96.0
44.0;?;474;916.0;-83;-105.0;11;167.0
34.0;-15;?;914.0;-83;-64.0;15;?
34.0;-18;475;?;?;-96.0;18;187.0
?;-4;469;930.0;-85;?;4;128.0
46.0;16;486;908.0;-100;?;-16;?
2.0;-8;480;?;-96;-26.0;8;84.0
?;?;464;918.0;-86;-36.0;?;78.0
-7.0;?;474;903.0;-81;35.0;-36;79.0
-91.0;22;?;?;-80;72.0;-22;30.0
-112.0;-15;471;?;?;66.0;15;7.0
?;19;480;930.0;-99;17.0;-19;-49.0
-60.0;?;477;893.0;-92;4.0;?;?
2.0;14;474;919.0;?;93.0;?;-63.0
-17.0;-4;472;924.0;-109;?;4;-5.0
-6.0;9;?;924.0;-87;296.0;?;42.0
-6.0;?;476;924.0;?;351.0;-27;?
?;-1;478;?;-115;386.0;?;?
-58.0;-16;?;897.0;-105;577.0;?;257.0
-135.0;-42;477;?;-141;849.0;42;384.0
-227.0;-54;467;?;-144;1227.0;54;?
?;21;465;?;-123;1575.0;?;381.0
-180.0;-9;465;1016.0;-136;1550.0;9;158.0
?;-29;464;?;?;893.0;?;-57.0
-263.0;8;?;974.0;-87;551.0;-8;-140.0
-202.0;?;464;882.0;-95;?;15;-195.0
-224.0;21;467;861.0;-94;616.0;?;-248.0
?;15;466;869.0;-115;903.0;-15;-340.0
-129.0;?;469;?;-116;?;27;-396.0
-176.0;-26;474;908.0;-103;1269.0;26;-499.0
-297.0;-41;466;963.0;-137;1232.0;?;-510.0
-337.0;-26;?;946.0;?;1046.0;26;?
-419.0;-12;463;915.0;-131;821.0;12;-523.0
-511.0;-38;463;?;-145;652.0;38;-460.0
-510.0;-9;473;864.0;-101;481.0;9;-443.0
-419.0;41;448;?;-109;283.0;-41;?
-336.0;22;439;777.0;-193;154.0;-22;?
-258.0;?;479;773.0;-197;?;-28;-454.0
?;?;?;?;?;?;-28;-469.0
?;-25;467;817.0;-178;12.0;25;-480.0
-141.0;42;472;892.0;-148;-193.0;-42;-488.0
-91.0;96;471;1142.0;-202;-433.0;-96;?
-54.0;?;494;1099.0;-137;-614.0;-57;-240.0
?;71;?;1550.0;-91;-802.0;-71;11.0
?;80;464;872.0;-280;?;-80;295.0
-225.0;159;?;698.0;?;-1192.0;-159;543.0
?;304;417;?;-58;-1243.0;?;768.0
-103.0;229;512;943.0;-261;-1267.0;?;997.0
208.0;346;629;?;-291;-1015.0;-346;1046.0
203.0;463;529;833.0;-167;?;-463;775.0
27.0;259;486;912.0;14;-1122.0;-259;?
?;?;527;948.0;75;-970.0;-276;?
-73.0;-330;627;?;?;-910.0;330;394.0
?;-444;615;931.0;301;-1141.0;444;143.0
-194.0;-71;448;?;235;-1324.0;71;22.0
-180.0;-688;263;879.0;-1254;-1145.0;688;6.0
?;?;88;870.0;-1522;-643.0;687;102.0
-26.0;-538;?;887.0;-358;-94.0;538;108.0
20.0;-278;650;892.0;483;-22.0;278;-17.0
133.0;245;708;902.0;595;-112.0;-245;-201.0
224.0;?;577;914.0;391;?;-62;-336.0
246.0;45;437;920.0;166;?;-45;-379.0
?;-1;?;950.0;12;-673.0;1;-307.0
207.0;?;-50;926.0;570;-671.0;71;-152.0
?;?;15;895.0;350;-541.0;?;64.0
239.0;-1265;308;860.0;-785;-489.0;?;244.0
?;-646;356;891.0;?;?;?;?
?;2100;1042;909.0;258;-799.0;-2100;810.0
29.0;1007;615;908.0;-87;?;-1007;?
105.0;-208;280;?;-212;311.0;208;1376.0
216.0;446;?;885.0;?;357.0;-446;1100.0
?;-14;480;900.0;-58;48.0;?;724.0
295.0;-211;539;930.0;-25;-308.0;211;362.0
256.0;-269;?;910.0;-231;-569.0;269;?
131.0;-189;446;909.0;?;-762.0;189;?
38.0;54;?;920.0;-100;-640.0;-54;-91.0
3.0;-21;503;866.0;-153;-487.0;21;-50.0
-34.0;-57;502;861.0;-85;-270.0;57;8.0
?;-60;503;1014.0;-95;57.0;60;-35.0
19.0;?;474;880.0;-41;?;106;-120.0
-1.0;-121;452;754.0;-18;105.0;121;-139.0
78.0;-122;?;1044.0;-29;?;?;-94.0
?;-159;471;987.0;-51;290.0;159;-66.0
149.0;?;423;903.0;-120;?;?;-6.0
176.0;-72;435;872.0;-112;496.0;?;-58.0
145.0;-73;437;?;-107;?;73;-78.0
?;-21;443;907.0;-126;635.0;?;-11.0
66.0;94;476;928.0;-122;722.0;-94;-48.0
39.0;119;477;921.0;-126;629.0;-119;-159.0
-16.0;63;471;920.0;-135;430.0;-63;-311.0
46.0;29;492;911.0;-129;218.0;-29;-442.0
127.0;16;501;923.0;-126;?;-16;-446.0
106.0;?;483;917.0;?;183.0;-37;?
34.0;48;488;?;-155;?;-48;-171.0
-39.0;-3;494;896.0;-145;304.0;3;-71.0
-45.0;-25;?;914.0;-135;285.0;25;77.0
-17.0;-6;482;923.0;?;322.0;6;181.0
-73.0;-21;484;906.0;-148;203.0;21;256.0
-48.0;-30;484;?;-147;?;?;?
?;?;?;923.0;-147;?;26;221.0
-6.0;-25;479;909.0;-151;-22.0;25;190.0
11.0;-3;478;913.0;-145;-76.0;3;173.0
10.0;-3;479;929.0;-125;-82.0;?;?
2.0;-19;486;890.0;-136;-109.0;19;?
-25.0;?;481;916.0;-136;-88.0;1;-5.0
-14.0;3;484;917.0;-136;-67.0;-3;?
-16.0;-9;494;951.0;-142;-69.0;9;?
-50.0;-42;480;899.0;-123;?;42;?
?;-72;462;?;-107;-133.0;72;-86.0
-44.0;-37;459;932.0;-103;-232.0;37;-35.0
-37.0;?;468;924.0;-132;-211.0;28;?
-20.0;-10;464;915.0;-138;-194.0;10;36.0
?;?;?;907.0;-117;-182.0;-35;82.0
?;27;478;932.0;-129;-155.0;?;117.0
100.0;35;473;?;-132;?;-35;194.0
130.0;38;?;930.0;-129;-36.0;-38;227.0
132.0;5;492;?;?;27.0;-5;237.0
179.0;-4;482;914.0;-138;55.0;4;230.0
200.0;6;?;923.0;-129;?;-6;206.0
163.0;-17;472;922.0;-126;?;17;202.0
105.0;?;476;901.0;-126;177.0;23;115.0
56.0;19;484;904.0;-128;?;?;110.0
16.0;-16;?;924.0;?;194.0;16;28.0
1.0;-27;471;922.0;?;169.0;27;-46.0
?;38;474;?;-131;118.0;-38;-136.0
?;39;472;?;-124;144.0;-39;-130.0
-26.0;?;478;914.0;-124;105.0;-18;-176.0
?;15;?;924.0;-130;72.0;-15;-157.0
-40.0;23;?;914.0;-141;?;-23;-146.0
-24.0;?;480;?;-137;?;-23;-109.0
?;-10;482;914.0;-134;-18.0;10;-112.0
?;-6;473;920.0;-147;-9.0;6;-51.0
-10.0;19;474;928.0;?;-18.0;?;44.0
19.0;-8;?;916.0;-141;-12.0;8;?
?;-5;474;919.0;-138;-9.0;5;?
23.0;22;471;898.0;-134;-43.0;-22;105.0
-1.0;15;473;896.0;-134;?;-15;117.0
3.0;?;478;923.0;?;-89.0;-7;114.0
?;-21;472;901.0;?;-69.0;21;104.0
15.0;-25;469;910.0;-134;-73.0;25;64.0
-6.0;-12;?;?;?;-79.0;12;58.0
34.0;-18;473;922.0;-140;-75.0;?;32.0
10.0;-2;?;907.0;-127;-109.0;?;18.0
35.0;16;478;?;-129;-94.0;-16;31.0
35.0;16;477;905.0;-141;?;-16;41.0
?;20;471;?;-142;?;-20;31.0
40.0;4;?;909.0;?;?;-4;?
42.0;-19;474;922.0;-132;-89.0;19;62.0
72.0;9;472;900.0;?;?;-9;76.0
67.0;10;472;?;-130;-71.0;-10;?
?;-29;472;914.0;-134;-67.0;29;?
77.0;6;474;934.0;-142;?;-6;?
68.0;19;473;910.0;-137;-53.0;-19;125.0
71.0;-39;474;902.0;-133;-79.0;39;98.0
107.0;0;?;?;-141;-103.0;0;82.0
98.0;51;?;910.0;?;-104.0;-51;?
79.0;4;?;932.0;-131;-57.0;?;117.0
?;2;478;909.0;-143;-85.0;-2;133.0
71.0;-8;474;905.0;-143;-106.0;8;116.0
?;-23;480;?;-144;-104.0;23;74.0
59.0;5;484;915.0;-147;?;-5;58.0
73.0;-40;?;914.0;?;-69.0;40;77.0
?;-46;?;917.0;-147;-80.0;46;45.0
30.0;-3;472;?;-147;-57.0;3;54.0
59.0;-15;?;912.0;-139;-14.0;?;30.0
63.0;-28;474;917.0;-145;-48.0;28;?
29.0;?;472;908.0;-145;?;27;60.0
39.0;-18;466;?;-139;?;18;41.0
16.0;-12;474;914.0;?;?;12;?
32.0;?;480;920.0;-144;-12.0;28;48.0
22.0;-37;?;919.0;-143;6.0;37;24.0
16.0;?;472;906.0;-142;-16.0;12;36.0
?;?;470;?;-143;-32.0;?;-21.0
43.0;-32;479;915.0;-144;?;32;16.0
24.0;?;?;906.0;-132;?;?;11.0
18.0;28;479;?;?;-63.0;-28;15.0
44.0;21;465;907.0;?;-44.0;-21;73.0
21.0;?;485;925.0;?;-50.0;-79;?
9.0;3;512;?;?;-40.0;-3;94.0
46.0;-290;?;915.0;?;-31.0;290;94.0
32.0;-563;575;912.0;23;-6.0;563;76.0
?;-680;?;920.0;-26;-15.0;680;62.0
40.0;-406;321;916.0;-31;-36.0;406;74.0
40.0;-74;?;906.0;-170;-25.0;74;?
46.0;0;382;919.0;?;-11.0;0;60.0
24.0;?;398;905.0;-161;?;-217;21.0
73.0;282;489;918.0;-135;-29.0;-282;52.0
33.0;140;?;?;-61;1.0;-140;32.0
19.0;354;?;916.0;-115;1.0;-354;35.0
-3.0;391;?;914.0;?;33.0;-391;19.0
?;17;447;915.0;-143;-20.0;?;39.0
7.0;-45;462;896.0;?;-33.0;45;55.0
-3.0;40;?;?;-101;-38.0;-40;?
32.0;18;466;923.0;-119;1.0;-18;64.0
61.0;30;475;912.0;-113;?;-30;?
83.0;?;478;919.0;-107;14.0;-16;70.0
?;17;482;916.0;-132;-10.0;-17;141.0
93.0;3;473;911.0;-139;?;-3;153.0
?;26;480;922.0;-144;?;-26;204.0
61.0;9;489;913.0;?;-4.0;?;175.0
43.0;5;474;910.0;-140;7.0;-5;159.0
49.0;36;475;?;?;15.0;-36;?
?;-31;483;904.0;-155;?;31;103.0
-111.0;1;487;920.0;?;?;-1;?
-141.0;34;480;917.0;-146;146.0;-34;-58.0
-191.0;-8;?;914.0;-141;?;8;?
-180.0;?;479;?;-155;-6.0;-12;-298.0
-168.0;?;478;?;-170;40.0;-5;-296.0
-173.0;-16;469;915.0;-147;257.0;16;-249.0
-123.0;-8;463;914.0;-139;604.0;8;-128.0
-216.0;-3;481;900.0;-132;858.0;3;-105.0
-340.0;19;484;888.0;?;854.0;-19;-199.0
?;54;476;?;-164;?;-54;-325.0
-309.0;39;486;912.0;-160;348.0;?;?
-275.0;-9;484;914.0;-140;7.0;9;?
-124.0;-28;481;890.0;-142;-32.0;28;-528.0
-74.0;-17;487;?;-144;?;17;-416.0
-30.0;?;478;918.0;-136;186.0;-12;?
-103.0;?;?;?;-142;?;27;-92.0
-123.0;-29;473;897.0;-141;159.0;29;-51.0
-169.0;?;475;904.0;-150;?;-51;-9.0
-165.0;-64;?;906.0;-197;-586.0;64;-45.0
-78.0;-236;481;906.0;-198;-821.0;236;?
108.0;-238;541;?;-159;-952.0;238;-32.0
218.0;-246;?;922.0;-164;-928.0;246;127.0
208.0;-118;?;893.0;-22;-735.0;118;431.0
166.0;?;416;?;141;-592.0;-88;747.0
?;186;169;915.0;7;-435.0;-186;928.0
122.0;609;814;899.0;-13;-359.0;?;985.0
176.0;?;1192;899.0;?;-389.0;-539;929.0
208.0;-48;?;902.0;-252;-489.0;?;788.0
266.0;?;428;892.0;-158;-503.0;-16;634.0
