InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
5;17;?;-890;17;-15;-246.0;1
-6;20;?;-894;?;-16;-213.0;?
-8;5;?;-897;5;-18;-199.0;-13
0;32;26;-894;32;-17;-225.0;26
7;25;20;-886;25;-12;-223.0;20
4;-10;?;-894;-10;-19;-237.0;19
?;?;19;-898;?;-21;-248.0;19
-5;48;-6;-900;48;-22;-245.0;-6
?;48;-2;-897;48;?;-240.0;-2
2;41;?;-887;41;-10;-227.0;25
-8;78;41;-892;78;-11;-202.0;41
?;64;?;-896;64;?;-201.0;52
1;38;27;-895;38;-18;-201.0;27
-5;43;-5;-897;43;?;-231.0;-5
-10;65;-10;-898;65;-15;?;-10
-7;?;-10;-898;49;-17;-233.0;-10
4;16;?;-896;16;-21;-230.0;-10
10;?;-11;-894;49;-20;-247.0;-11
7;38;3;-895;38;?;-225.0;?
3;-27;13;-895;-27;?;-197.0;13
?;-11;?;-894;-11;?;-214.0;?
-1;-10;?;-897;-10;?;-273.0;-29
-5;-35;-2;-898;?;-19;?;-2
2;8;23;-898;?;-20;-305.0;23
5;11;-4;-898;11;-22;-280.0;?
7;17;-22;-897;?;?;-286.0;-22
?;34;14;-896;?;-17;?;14
-13;-8;16;-898;?;-14;-269.0;?
0;2;-27;-897;2;-18;-271.0;-27
4;17;?;?;17;-18;-294.0;-33
?;-43;?;-898;-43;?;-308.0;-31
-5;-93;-48;?;-93;-13;-275.0;?
?;-73;-49;-892;?;?;-245.0;-49
?;-44;?;-899;?;-22;-244.0;-50
?;-53;-34;-900;-53;-21;-230.0;-34
2;-69;-12;-901;-69;?;?;-12
10;-76;-46;-895;-76;-21;-272.0;-46
10;-23;-31;-888;-23;-14;-269.0;-31
1;3;1;?;3;?;-262.0;1
0;-14;?;-901;?;-22;-237.0;-31
10;-3;-15;-897;-3;-22;-258.0;-15
-2;-21;-7;-897;?;-19;-260.0;-7
-3;25;?;?;25;-20;-254.0;-35
4;34;?;?;34;-20;-230.0;5
?;-5;12;-897;?;-18;-281.0;12
-6;38;-30;-901;38;-21;-306.0;?
?;48;-6;-901;48;?;-357.0;-6
-2;64;12;-897;64;-18;-237.0;12
?;?;?;-895;85;-17;?;13
?;?;?;-896;71;-20;-119.0;23
-4;65;?;?;65;-15;-235.0;22
-11;46;31;?;46;-12;-329.0;31
?;28;9;-900;28;-21;-279.0;9
-1;18;-17;-898;18;?;-261.0;?
-3;?;22;?;16;-19;-228.0;22
3;?;57;-901;14;-24;-189.0;57
-2;5;?;-898;5;-17;-212.0;21
-5;15;-9;-899;15;-16;-291.0;-9
0;20;14;-897;20;-18;?;14
?;-4;27;-892;-4;-18;-270.0;27
7;7;9;-892;7;-16;-250.0;9
-4;11;-3;-896;?;-14;-215.0;-3
?;?;-24;?;-4;-19;-285.0;-24
1;5;-30;-903;5;-25;-247.0;-30
3;?;6;-898;-10;?;-244.0;6
0;-16;2;-893;-16;-13;-288.0;2
-5;-20;-17;-897;?;-16;-336.0;-17
-2;-20;-21;-900;-20;?;?;-21
2;8;-17;-898;8;-20;-292.0;-17
1;-2;9;?;-2;-22;-288.0;9
1;-11;0;-899;-11;-21;-277.0;0
-3;19;-21;-895;19;-13;-290.0;-21
-5;22;?;-894;22;-11;-271.0;9
8;16;2;-893;16;-16;?;2
7;?;-6;-895;?;-16;-277.0;-6
-10;?;29;-902;?;?;?;29
-9;8;8;-905;8;-23;-291.0;8
0;-14;4;-900;-14;-21;-258.0;4
5;-19;?;-896;-19;-18;-216.0;6
6;11;?;-893;11;-15;-206.0;-12
-5;-19;?;-897;-19;-14;?;-22
-3;?;-40;?;-38;-21;-220.0;-40
9;?;-2;-894;13;-18;?;-2
2;16;11;-892;16;-12;?;11
-2;-35;3;-894;-35;?;-228.0;3
4;-10;24;-894;-10;-16;-257.0;24
2;25;10;-896;25;-17;?;10
?;-2;0;?;-2;-17;-244.0;?
3;3;?;-899;3;?;-262.0;8
0;-4;?;-898;-4;-19;-258.0;13
-2;-8;6;?;-8;-17;-289.0;6
1;34;1;-903;34;-24;-282.0;1
?;25;?;-903;25;-23;-270.0;0
-7;?;-9;-900;-4;-18;-227.0;-9
?;10;-7;-898;10;?;?;?
-4;?;?;-894;17;?;-232.0;?
-3;16;-23;-898;?;-17;-248.0;-23
1;15;?;?;15;-23;?;17
0;?;?;-899;16;-18;-243.0;11
4;19;-4;-896;19;-18;?;?
-1;?;24;-897;?;-17;?;24
0;-12;?;-898;-12;-19;?;?
5;-6;-13;-897;-6;-20;?;-13
?;-15;10;-896;-15;-16;-232.0;?
7;-15;-9;-898;?;-20;-222.0;-9
-4;-18;14;?;-18;?;-230.0;14
-4;2;14;?;2;-17;-222.0;14
1;?;?;-902;0;-23;?;-10
0;?;-7;-900;18;-20;-210.0;-7
?;32;15;-896;?;-17;-215.0;15
1;-4;31;-898;-4;-19;-253.0;31
3;27;10;?;?;-17;-266.0;10
2;34;34;?;34;?;-278.0;34
-1;29;26;-895;29;-15;-238.0;26
1;30;0;?;?;-12;?;0
5;?;?;-896;-8;-18;-227.0;22
-1;-15;3;-900;-15;-20;?;?
-10;-31;3;?;-31;-21;-255.0;3
-3;-23;?;-900;-23;?;-222.0;15
-1;8;?;-898;8;-19;-228.0;-19
-2;-1;-25;-903;-1;-23;-237.0;-25
5;-27;14;?;-27;-25;?;14
1;-36;?;-901;-36;-21;-244.0;31
2;-6;10;-895;-6;-16;-240.0;10
6;10;-15;-895;10;-18;-271.0;-15
?;-21;-17;-900;-21;-19;?;-17
-3;-19;-7;-897;-19;-14;?;-7
?;?;1;-897;-17;-20;-246.0;1
2;?;2;-901;-45;-23;?;2
-1;-2;-4;-895;-2;-14;-230.0;-4
-2;17;16;-898;17;-18;-237.0;16
4;-19;?;-903;-19;-26;?;?
2;-23;-39;-899;-23;-20;-280.0;?
-5;-15;-28;-896;-15;-14;-266.0;-28
7;-14;17;-894;?;-16;-234.0;?
3;-25;?;-899;?;-20;-224.0;?
-2;?;-30;?;-12;?;-232.0;-30
3;10;-22;-895;10;?;-270.0;?
1;-11;-24;-896;-11;-17;-252.0;-24
1;-25;-30;-893;-25;-12;-261.0;-30
-2;?;6;-897;-16;-16;-240.0;6
-2;-6;0;-901;?;-22;-231.0;0
?;25;-13;-897;?;-20;-244.0;-13
6;?;-12;-893;13;?;-249.0;-12
1;-15;-19;-895;?;-17;-259.0;-19
-4;5;0;-899;5;-18;-261.0;0
0;-1;?;-897;?;-19;?;-4
-1;?;-25;-896;-8;?;-225.0;-25
-4;-3;-33;-896;-3;-16;-242.0;-33
-2;-5;-22;-896;-5;-16;?;-22
-1;-5;?;-894;-5;?;-255.0;17
1;-14;32;-894;-14;-16;?;?
3;-9;?;?;-9;?;-259.0;-2
?;9;-11;-902;9;-24;-255.0;-11
-5;20;?;-906;?;-27;-231.0;11
-4;8;-12;-901;?;-22;-241.0;-12
-4;?;-28;?;?;-15;-191.0;-28
1;-7;-10;-898;-7;-22;?;-10
?;23;-19;-897;23;?;?;-19
0;?;?;-896;13;-18;-251.0;-7
0;?;?;?;-16;-21;?;?
0;5;7;-897;?;-19;-237.0;7
4;1;19;-894;1;?;-236.0;19
2;?;-7;-900;-26;-22;-208.0;-7
-5;16;-2;-901;16;?;-235.0;-2
3;22;-6;-891;22;?;?;?
-2;23;2;?;23;-15;-232.0;2
?;32;20;-900;?;?;-246.0;20
?;-6;?;-896;-6;-19;-224.0;-10
-1;?;6;-898;2;-19;-205.0;6
?;4;28;?;4;-17;-190.0;28
-2;-10;-1;-896;-10;-17;-230.0;-1
-1;?;-6;-898;20;?;-231.0;-6
9;?;-1;-893;?;?;-266.0;?
?;-14;-20;-895;-14;-19;-289.0;-20
-1;15;-30;-896;15;-18;-253.0;-30
1;-15;-25;-895;-15;-19;-259.0;?
3;-15;-4;-898;-15;?;-248.0;-4
0;?;15;-896;7;?;-259.0;15
-4;-22;?;-894;-22;-16;?;-6
0;?;-19;-897;-35;-19;-267.0;-19
?;-37;-2;-894;-37;?;-247.0;-2
5;?;2;?;?;-23;-234.0;2
3;?;4;-892;-42;-17;-229.0;?
0;-51;15;-891;-51;-14;-218.0;15
-1;-21;23;-897;-21;?;-222.0;23
?;-25;?;-897;-25;-20;-229.0;21
-1;-4;11;-896;-4;-20;-261.0;11
?;18;?;-892;18;-20;-271.0;20
1;-18;?;-890;-18;-15;-272.0;15
-11;2;13;-900;2;?;-265.0;13
?;20;?;-902;20;?;-224.0;6
-5;-24;-38;?;-24;-16;-207.0;-38
?;-4;-31;-893;?;-17;-222.0;-31
-2;10;13;?;?;?;-240.0;13
4;10;?;-891;10;-17;-226.0;21
7;29;24;-890;29;-19;-206.0;24
2;13;32;-892;13;?;-172.0;32
2;14;32;?;14;-17;-137.0;?
-2;20;19;-896;20;-21;-141.0;?
4;-1;-20;?;?;-19;-190.0;-20
?;-3;?;-891;-3;-17;-246.0;-44
-8;-11;-3;-893;-11;-14;-261.0;-3
0;-25;-5;?;-25;-15;-261.0;-5
2;-16;?;-896;-16;-22;-250.0;-48
2;-11;-14;-894;-11;-21;-226.0;-14
1;?;18;-890;17;-16;-191.0;?
?;17;?;-893;17;-18;-251.0;24
5;-8;16;-893;-8;-22;-287.0;16
3;7;?;-890;?;-16;-233.0;14
-5;15;?;-890;15;-12;-241.0;32
?;11;-8;-895;11;-16;?;-8
-6;-15;-17;-893;-15;?;-216.0;-17
-1;-20;-11;?;-20;-17;-214.0;-11
0;14;-16;-894;?;-19;-224.0;-16
3;36;12;-893;36;-17;-237.0;12
-2;21;4;-892;21;-16;-259.0;4
-4;-9;?;?;-9;-14;-235.0;6
-2;15;7;?;15;?;-230.0;7
4;-2;?;-898;-2;?;-221.0;?
4;?;-2;-894;-5;-20;?;?
-4;46;?;-901;46;-23;-245.0;?
-3;28;9;-899;28;?;-243.0;9
?;?;29;?;?;-21;?;29
-2;24;19;-897;?;?;?;19
-4;-10;-3;-896;-10;-18;?;-3
-8;?;?;?;8;?;-283.0;16
-3;5;11;-895;5;-15;?;11
?;7;-18;?;7;-20;?;-18
5;-20;10;?;-20;-22;-305.0;10
2;-3;?;-894;-3;-18;-267.0;53
4;46;?;-895;46;-19;?;?
1;19;7;-896;?;-20;-271.0;7
2;25;11;-897;?;-20;-236.0;?
6;37;?;-896;37;?;-220.0;17
?;?;-23;-895;?;-13;-221.0;-23
-11;?;?;?;-90;-18;?;?
-2;-107;?;-900;-107;-21;-206.0;-80
-15;-126;-74;-895;-126;-12;?;-74
?;?;-49;-890;-126;-19;-237.0;-49
18;-147;-80;-892;-147;-21;-253.0;-80
20;-58;-38;-893;?;-23;?;?
20;-5;-3;-891;-5;-22;-278.0;-3
14;-3;-18;-893;?;-21;-289.0;-18
17;?;54;-894;102;-24;-315.0;?
12;184;103;-893;?;-19;-317.0;?
4;?;58;-893;?;-16;?;58
-15;132;12;-897;132;-13;-287.0;?
?;36;-8;-902;36;-10;-303.0;-8
-13;9;-24;-901;9;-16;-240.0;-24
13;-29;-29;-894;?;-19;-219.0;-29
2;-38;-20;-898;?;-18;-261.0;-20
1;0;?;?;0;-25;-238.0;2
8;-1;24;-901;-1;-25;?;?
?;-1;12;-897;-1;-14;-181.0;12
?;0;1;-899;0;?;-221.0;1
0;-37;1;?;-37;-21;?;1
?;-30;-8;-899;-30;-19;-232.0;-8
3;1;-2;-895;1;-16;-245.0;?
-6;4;?;-901;4;-19;?;1
-5;6;7;-904;6;?;-252.0;7
8;2;22;?;?;-19;-285.0;22
-2;-5;?;-895;-5;?;-268.0;-11
-5;-4;-32;?;-4;-16;-222.0;-32
5;-27;-9;-896;-27;-18;-237.0;-9
1;?;-18;?;?;-13;-250.0;-18
-1;4;8;-897;?;?;-270.0;8
-1;24;0;-901;24;?;-261.0;0
-2;-6;-28;-899;-6;-18;?;-28
1;-11;?;?;-11;-20;?;44
-3;29;12;-898;29;-17;-211.0;12
4;22;-30;-894;22;-16;?;-30
?;3;18;-899;3;-23;-229.0;18
-1;19;3;-902;19;?;?;3
-1;35;-29;?;35;?;-227.0;-29
0;39;-32;?;39;-20;-226.0;-32
?;6;-14;-895;6;?;-228.0;-14
0;-4;-9;-894;?;-15;-258.0;-9
-2;3;?;-894;3;-14;-248.0;-7
-9;-20;-12;-895;-20;?;-237.0;-12
?;-26;-29;?;-26;?;-252.0;-29
6;-12;?;-892;-12;-15;?;-20
1;17;-23;-897;?;-19;-230.0;-23
-4;24;0;?;?;-21;-262.0;0
-3;11;?;-896;11;-18;-279.0;22
?;3;-1;-903;3;-24;-249.0;-1
-3;4;19;-901;4;-23;?;19
-3;30;38;-896;?;-17;-267.0;38
?;30;7;-896;?;-20;-264.0;7
0;?;13;-895;-3;-17;-279.0;13
?;?;32;-894;-17;-14;-304.0;32
-2;?;-3;-896;-16;-19;?;-3
0;-7;-11;-895;-7;-17;-245.0;-11
-3;?;18;-893;6;-14;-234.0;18
-4;-4;13;-897;?;-18;-271.0;13
-2;-2;?;-898;-2;-20;-282.0;?
?;?;?;-895;-12;-16;-274.0;6
?;-12;-1;-897;-12;?;-252.0;-1
-1;31;?;?;31;-23;-270.0;-19
-5;31;-3;-899;31;-20;?;-3
-2;21;0;?;21;-19;?;0
3;?;11;-893;1;-17;-264.0;11
4;-14;?;-890;-14;-14;-282.0;17
6;5;-31;-892;5;?;-263.0;-31
0;?;-26;-892;?;-14;-251.0;-26
-1;2;20;-893;2;?;?;20
9;-4;?;-894;-4;-22;-284.0;4
5;-14;-7;?;-14;?;-270.0;-7
-4;10;1;-899;10;-20;?;1
3;4;-9;-898;4;?;-264.0;-9
?;-23;-8;-892;-23;-17;-246.0;-8
-10;-30;?;?;?;-16;-245.0;-24
?;?;-25;-900;-15;-22;?;-25
3;-2;?;-896;-2;-22;-262.0;-19
1;?;-15;?;7;-19;-261.0;-15
2;?;1;-895;15;-17;-251.0;?
?;?;-24;-897;7;-17;-272.0;-24
-8;?;-28;?;?;-20;?;?
-1;14;-7;-896;14;-17;?;-7
0;27;4;?;27;-17;-284.0;4
0;10;-2;-898;10;-19;-273.0;-2
7;4;-9;-891;?;?;-261.0;?
?;40;17;-892;40;-18;-273.0;17
0;31;12;-896;31;-19;-243.0;12
-1;5;-5;-890;5;-11;-258.0;-5
0;21;3;-892;21;-14;-234.0;3
?;9;-13;-899;9;-20;-230.0;-13
-6;-25;-20;-901;?;?;?;-20
?;-7;-1;?;-7;-17;?;-1
?;?;0;-894;?;-16;-241.0;0
0;?;11;-895;15;-18;-222.0;11
?;?;20;-895;?;-18;-222.0;20
6;32;-2;-890;?;-14;-229.0;-2
?;-3;-18;?;-3;-18;-197.0;-18
?;?;-15;?;-17;?;-178.0;-15
4;-13;4;?;-13;?;-170.0;4
10;6;-17;-888;6;-16;-175.0;-17
1;11;-38;-892;11;?;-222.0;-38
-8;?;5;-897;-6;-16;-240.0;?
-4;3;14;-898;3;-19;?;?
-3;-3;?;-900;-3;-23;-257.0;-10
-1;?;9;?;?;-22;-290.0;?
-1;?;20;-895;38;-19;-284.0;20
-6;29;-7;-896;29;?;-259.0;-7
?;25;-19;-897;25;?;-254.0;-19
-3;19;?;?;19;-18;-241.0;-19
?;-17;-4;-893;-17;-15;-241.0;?
-1;10;?;-894;10;-15;?;43
-6;18;36;-896;18;?;-240.0;?
2;?;-20;?;8;?;-245.0;?
?;34;-18;-895;?;-20;-271.0;-18
0;?;?;-900;2;-22;?;10
2;?;-2;-897;?;-21;?;-2
?;?;?;-889;-34;?;-233.0;?
-1;?;?;-897;-27;?;?;-3
-3;-3;16;-904;-3;?;-244.0;16
3;15;21;-895;15;-17;-214.0;?
7;45;-5;-892;45;-16;?;-5
9;10;-6;-892;10;?;-220.0;-6
3;-3;11;?;-3;?;?;?
1;16;5;?;?;-15;?;5
4;-11;-26;?;-11;?;-251.0;-26
1;-6;-30;-895;-6;-16;?;-30
2;13;?;?;13;?;?;?
4;19;?;?;?;-20;?;36
?;28;-20;-899;?;-25;?;-20
-1;?;-4;?;3;-23;-221.0;-4
-4;13;19;?;13;-18;-240.0;?
4;54;-8;-894;?;-18;-243.0;-8
-5;16;-10;-898;16;-18;-237.0;-10
?;-3;-16;-897;?;-16;-252.0;-16
15;1;-9;-896;?;-25;-253.0;?
7;-42;16;-898;-42;-23;-236.0;?
-11;-54;-3;-899;-54;-15;-230.0;-3
-5;-28;-19;-901;-28;-21;-192.0;-19
-5;-21;?;-895;?;?;-218.0;-17
-4;-52;-27;-894;-52;-14;-178.0;?
6;-69;-29;-897;?;-23;-188.0;-29
0;-51;-31;-898;-51;-21;-220.0;-31
1;-59;-28;-896;-59;-18;-260.0;-28
4;-68;-19;-896;-68;-18;?;-19
-12;-52;?;-899;?;?;-247.0;?
4;-91;-22;-893;?;-18;-244.0;-22
?;-126;-70;-891;-126;-18;-195.0;?
0;-114;-96;-894;-114;-18;-178.0;?
17;-104;-23;-890;?;?;?;?
11;-29;3;-890;-29;-15;-239.0;3
?;72;-4;-893;72;?;-262.0;-4
5;?;56;-897;88;-20;?;56
-7;89;59;-902;89;-21;-382.0;59
?;60;13;-902;?;-18;-283.0;13
-10;-8;-11;-899;-8;?;-273.0;-11
-7;-34;-38;-897;?;-15;-327.0;-38
0;-71;-10;-895;-71;-16;-388.0;-10
1;-98;?;-898;-98;-20;-373.0;-11
0;-100;-76;-894;-100;?;-255.0;-76
5;?;-86;-897;?;-19;-246.0;-86
2;-95;-59;-901;-95;-23;-178.0;-59
-3;-58;-40;-898;-58;-18;108.0;-40
-2;-59;-55;-907;?;?;?;-55
-10;-62;-96;-901;-62;-23;-126.0;-96
-35;-151;-105;-919;-151;?;?;?
-13;-148;-45;-930;?;-44;-218.0;-45
37;?;?;-885;-45;-23;-119.0;?
29;-25;-3;-883;-25;-19;-134.0;-3
10;?;?;-902;41;?;-121.0;?
8;?;-56;-888;?;-17;-74.0;?
?;-33;-16;-885;-33;-21;-260.0;-16
8;?;73;-906;117;-41;-450.0;?
-10;-88;?;-897;-88;?;-680.0;-46
54;?;?;-873;?;-18;?;-3
-3;214;?;-897;214;-24;-408.0;-6
-84;-342;0;-880;-342;29;-681.0;0
78;512;-161;-868;512;-33;-121.0;?
173;?;-673;-883;1703;?;-88.0;?
?;?;-1302;-890;1146;-45;80.0;-1302
?;?;-1740;-890;1371;-11;-45.0;?
-63;1255;-1684;-825;1255;30;?;?
?;1392;?;-873;1392;-79;-430.0;-2067
-142;523;-1401;-756;?;?;-40.0;-1401
?;-755;-232;-714;-755;173;-163.0;-232
695;-766;?;-952;-766;-94;-139.0;?
?;-1136;-283;-679;-1136;189;?;-283
302;2486;-1522;?;2486;396;?;-1522
-269;3914;?;-752;3914;59;?;-2445
?;856;?;-883;856;-112;38.0;-1904
-271;?;-1418;-894;372;?;?;-1418
?;?;-278;-870;?;?;-36.0;-278
18;-410;141;?;-410;?;-25.0;141
-721;236;-185;-1111;236;17;-51.0;?
-568;-521;-258;-1370;-521;-255;-99.0;-258
560;-1665;-353;-1326;-1665;-361;-107.0;-353
291;?;?;-1337;-1385;-382;98.0;-328
-149;-495;-266;?;-495;-476;149.0;-266
39;-285;?;?;-285;-75;-26.0;-231
32;119;-299;-867;119;?;-31.0;-299
?;250;-297;?;250;-60;95.0;-297
-45;-105;-204;?;-105;13;?;-204
-69;-138;-201;?;-138;?;?;-201
144;-240;-163;-832;-240;-27;-114.0;-163
45;-236;-94;-893;?;-12;76.0;-94
-39;?;-48;-925;-34;-39;-72.0;-48
32;0;32;-879;0;-24;-30.0;32
-35;?;6;-898;?;-32;64.0;?
-24;-15;25;?;-15;-29;98.0;25
-76;4;288;-894;?;-10;-219.0;288
-103;3;379;-896;?;1;-57.0;?
-81;?;290;-901;-10;-23;346.0;?
?;-160;389;-901;-160;?;13.0;389
?;-271;393;-869;?;27;?;393
-12;-267;416;-876;?;17;58.0;416
?;-284;?;-884;?;9;26.0;?
9;-129;14;-841;-129;41;38.0;14
?;-69;?;?;-69;3;-31.0;-201
-7;-145;?;-912;-145;-37;?;-19
-3;-110;-71;-896;-110;-21;-22.0;?
-5;?;-43;-894;?;-29;-3.0;-43
-2;-65;0;-887;-65;-27;48.0;0
-1;-94;?;-891;-94;-24;10.0;?
?;-62;-40;?;-62;-31;-17.0;?
?;-13;-34;-884;-13;-23;21.0;-34
-10;-47;-18;-886;?;?;?;-18
1;?;-28;-881;-9;-14;3.0;-28
3;?;-22;-882;3;-17;14.0;-22
?;-14;-17;?;-14;-20;?;-17
1;9;?;?;9;?;12.0;-14
6;16;9;-884;16;-17;6.0;9
-2;39;-1;-887;39;-17;?;-1
-20;48;-2;-894;48;?;-9.0;-2
-5;15;51;?;15;?;-16.0;51
-1;23;?;-884;23;?;30.0;16
?;1;-24;-895;1;-27;32.0;?
?;75;33;-914;?;?;48.0;33
-11;163;85;-903;163;-29;?;85
-15;34;?;-883;?;-2;?;94
-17;-22;89;?;-22;?;90.0;?
12;?;100;-884;?;-9;66.0;?
16;-53;48;?;-53;-8;19.0;48
?;-46;-16;-894;-46;-15;?;-16
?;-45;-8;-890;?;-18;?;-8
9;-18;-23;?;-18;-10;26.0;-23
4;?;-36;-895;-31;-24;19.0;-36
16;-23;-8;-898;-23;-33;17.0;-8
12;?;?;-892;-2;-23;135.0;2
3;-3;-12;-890;?;-17;119.0;-12
-2;15;-18;-891;15;-15;91.0;?
-3;-2;-10;?;-2;?;80.0;-10
3;-1;-2;-895;-1;-26;114.0;?
3;?;13;?;?;-16;?;13
2;-6;21;-889;-6;-15;80.0;21
2;?;-4;?;5;-19;70.0;?
-6;?;?;-897;-26;-20;84.0;?
-4;?;?;-894;-66;?;?;5
?;-48;?;-884;-48;-14;98.0;-22
7;-26;?;-884;-26;-12;101.0;-19
3;-9;-13;?;-9;-23;101.0;-13
1;-8;-40;-891;?;-22;?;?
9;-6;-10;-885;-6;?;84.0;-10
8;40;?;-886;40;-15;?;30
7;34;31;-882;34;-13;64.0;31
6;26;39;-881;26;-10;80.0;39
0;?;?;-889;?;?;90.0;39
0;?;?;?;-3;-19;112.0;6
-1;?;-27;-893;42;-20;132.0;-27
-2;31;?;-889;31;?;113.0;-11
0;-16;?;-887;-16;-13;81.0;28
7;-1;-1;-890;-1;-19;110.0;-1
5;16;-11;-892;16;-20;97.0;-11
-6;2;22;-893;2;-18;95.0;22
-2;-6;?;-891;-6;-19;103.0;?
10;9;-28;-886;9;-16;87.0;-28
4;15;?;-891;?;-18;126.0;3
-2;-12;?;-894;-12;?;101.0;-9
-3;-25;-16;-890;-25;-17;?;?
-6;-5;?;?;-5;-20;101.0;-8
-6;-5;-8;-895;-5;-20;88.0;-8
?;-15;2;-887;-15;-14;87.0;2
5;-16;-9;?;-16;-16;114.0;-9
-3;-12;-16;-896;-12;-23;?;-16
-5;11;?;-895;11;-21;86.0;8
?;2;1;-891;2;-17;108.0;1
-8;-34;-18;-891;-34;-14;?;-18
-5;-23;-10;-882;?;?;?;-10
5;-13;-5;-887;-13;-18;80.0;-5
1;-18;8;-892;-18;?;92.0;8
4;-27;-6;-891;?;-22;98.0;-6
7;7;-27;-895;7;-27;91.0;-27
-1;66;-1;-889;66;-18;120.0;?
?;4;-3;-891;4;-18;110.0;-3
?;-33;-5;-891;?;?;?;?
-4;?;2;-888;8;-15;100.0;2
1;-16;?;-893;-16;?;93.0;-9
?;-46;-8;-893;?;-20;98.0;-8
-7;-16;?;-891;-16;-15;74.0;-16
3;29;-15;-886;?;-15;74.0;-15
5;23;-2;-889;23;-21;107.0;-2
1;-18;-13;?;-18;?;101.0;-13
?;4;10;-892;?;-18;100.0;10
-1;25;23;-891;?;?;?;23
6;1;-10;?;1;-20;90.0;-10
-7;?;15;-887;30;-12;80.0;?
14;-1;-7;?;-1;-26;77.0;-7
-16;26;?;?;?;-8;76.0;19
15;12;-39;-900;?;-33;105.0;-39
27;66;1;-919;?;-64;?;1
-138;392;475;?;392;-33;?;475
?;264;613;-958;264;-105;107.0;613
-75;14;556;-897;14;3;114.0;556
-88;-63;627;?;?;108;?;627
?;-252;?;-888;-252;-3;?;446
59;-227;?;-857;-227;50;89.0;246
?;-119;104;?;-119;?;91.0;104
?;-50;-13;?;-50;-68;88.0;-13
-35;?;-13;?;-67;?;120.0;-13
1;-145;35;-906;-145;?;79.0;35
?;-112;41;-1009;-112;-139;84.0;41
-4;-52;15;-938;?;-48;109.0;15
-19;-7;3;-889;-7;-6;99.0;3
-10;-37;-1;?;-37;-32;99.0;-1
0;-82;-18;-884;-82;-7;?;-18
-4;-74;-29;-889;-74;?;?;?
-14;-101;-29;-901;-101;-25;98.0;-29
3;-129;-54;?;-129;-27;?;-54
1;-91;-62;-894;-91;-21;98.0;?
5;-62;-12;-894;-62;-26;?;?
15;-53;-6;-889;-53;-26;106.0;-6
-3;-61;-30;-886;-61;-15;83.0;-30
-1;-55;?;-886;-55;?;80.0;-18
11;-18;-25;-883;-18;-18;80.0;-25
?;-22;?;-883;-22;-19;90.0;?
-1;16;2;-885;16;?;100.0;2
?;?;13;-887;17;-16;?;13
?;?;-3;-888;-56;-20;?;?
17;-3;-18;-885;-3;?;91.0;?
?;?;-2;?;50;-11;54.0;-2
-11;-7;15;-883;-7;-6;?;15
?;?;-4;-883;4;-15;53.0;-4
-5;20;-42;-890;20;-22;73.0;-42
15;-6;-43;-887;-6;?;98.0;-43
17;44;2;-883;?;-19;60.0;?
-4;63;25;?;63;-22;33.0;25
-2;?;?;-886;31;-19;55.0;10
5;56;25;-885;56;-20;?;25
-7;63;14;-891;63;?;57.0;14
?;67;31;?;67;-20;?;31
0;37;?;?;37;-16;49.0;?
5;36;10;-900;36;-28;59.0;10
66;306;156;-926;?;-83;51.0;?
67;499;?;-896;499;-33;28.0;184
44;458;229;-947;458;-102;-17.0;229
?;476;?;-902;?;-30;26.0;147
?;?;-226;-873;353;59;-11.0;-226
-213;56;-66;-931;?;-5;60.0;?
-149;-148;156;-716;-148;291;47.0;156
-4;-329;-132;-1181;-329;-424;?;-132
82;-360;-222;-1476;-360;-867;80.0;-222
?;-166;-80;-869;?;26;?;-80
?;?;-59;-850;?;38;?;?
-12;-76;-24;-945;-76;-95;77.0;-24
?;-37;-38;-861;?;29;106.0;?
-26;-7;-25;-907;-7;-42;93.0;-25
-24;-46;27;-880;-46;3;70.0;27
-16;?;-33;-897;-87;-24;81.0;-33
-17;?;-59;-895;?;-25;88.0;-59
-13;-73;-54;?;-73;-12;84.0;-54
-15;-34;-18;-892;-34;?;128.0;-18
-22;-22;-1;-892;-22;?;108.0;?
-2;?;-35;-889;-33;-18;92.0;?
-4;-6;-27;-891;-6;-20;101.0;-27
-7;?;?;-891;-9;?;107.0;-27
40;?;1;-888;76;-24;135.0;1
16;?;101;-902;207;-40;138.0;101
-40;258;130;-906;258;?;116.0;130
-24;202;83;-890;?;?;95.0;83
-14;?;?;-886;71;-25;87.0;52
-14;-8;?;-886;-8;?;109.0;11
-18;-53;-22;?;-53;-13;92.0;-22
-37;-71;-34;-885;-71;-8;90.0;-34
-14;-23;-37;-880;-23;-4;91.0;-37
5;4;?;-887;4;?;110.0;-23
-11;4;13;-895;?;-24;?;13
?;30;?;-883;30;-17;11.0;36
?;22;-3;?;22;?;86.0;?
-11;-22;?;-889;-22;-20;99.0;-19
5;-39;?;-885;-39;-20;54.0;?
2;-36;?;-886;-36;-16;5.0;4
3;-37;3;-886;-37;-16;7.0;3
-6;-25;-18;-890;-25;-22;?;-18
-6;?;?;?;10;-17;-9.0;4
