InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-18;53;-31;-686;53;202;-36.0;-31
6;1;-2;-726;1;-22;-202.0;-2
0;-82;-58;-890;-82;-16;-183.0;-58
-6;-50;-51;-895;-50;-18;-174.0;-51
-14;-5;22;-901;-5;-34;11.0;22
-12;-35;12;-890;-35;-17;-210.0;12
-4;4;-11;-889;4;-20;30.0;-11
-9;-40;-9;-882;-40;-12;0.0;-9
1;-116;-93;-839;-116;-29;-175.0;-93
-5;44;38;-898;44;-26;-209.0;38
-1;24;19;-699;24;-25;-141.0;19
-4;0;1;-888;0;-23;18.0;1
7;-45;-37;-899;-45;-20;-171.0;-37
1;28;-4;-894;28;-22;-224.0;-4
345;-2172;3863;-642;-2172;365;44.0;3863
-4;44;9;-709;44;-21;-153.0;9
-8;-28;-5;-889;-28;-21;7.0;-5
0;-8;0;-703;-8;-18;-127.0;0
1;1;20;-709;1;-19;-173.0;20
-70;78;54;-913;78;-4;57.0;54
-13;-48;-29;-874;-48;-22;-220.0;-29
-9;-24;7;-885;-24;-16;16.0;7
-7;34;7;-709;34;-14;-171.0;7
-5;8;-4;-873;8;-13;-252.0;-4
-7;-13;7;-722;-13;-21;-150.0;7
0;-7;6;-715;-7;-17;-150.0;6
-8;-6;-1;-891;-6;-21;20.0;-1
3;-8;17;-715;-8;-18;-141.0;17
12;6;11;-871;6;-9;-254.0;11
-1;15;0;-884;15;-20;25.0;0
3;3;-5;-704;3;-18;-173.0;-5
0;-18;-15;-708;-18;-21;-154.0;-15
-3;29;24;-876;29;-15;-232.0;24
-3;39;69;-877;39;-15;-168.0;69
2;10;27;-720;10;-22;-160.0;27
-28;56;11;-907;56;-29;-188.0;11
6;-22;9;-709;-22;-13;-141.0;9
5;-24;5;-714;-24;-19;-144.0;5
1;-41;11;-720;-41;-18;-151.0;11
3;78;50;-899;78;-27;-58.0;50
6;14;4;-874;14;-14;26.0;4
-27;39;34;-902;39;-48;-19.0;34
-10;50;-7;-894;50;-14;48.0;-7
0;14;42;-718;14;-17;-163.0;42
-11;-31;-11;-893;-31;-17;-244.0;-11
11;64;46;-881;64;-20;-192.0;46
0;-19;-7;-888;-19;-21;11.0;-7
3;-13;-29;-717;-13;-17;-153.0;-29
-1;-25;-18;-882;-25;-18;19.0;-18
-1;19;19;-719;19;-18;-179.0;19
0;-9;-24;-716;-9;-15;-151.0;-24
-32;-50;-6;-890;-50;-10;-197.0;-6
-1;19;4;-710;19;-21;-166.0;4
-7;5;6;-704;5;-21;-158.0;6
-117;-4;51;-1015;-4;21;-50.0;51
-39;115;76;-886;115;-12;13.0;76
-24;-63;5;-902;-63;-30;-207.0;5
-25;85;38;-886;85;-14;-171.0;38
-9;25;52;-730;25;-14;-180.0;52
32;54;50;-889;54;-20;-32.0;50
328;1050;-232;-1333;1050;-510;-96.0;-232
-2;16;32;-894;16;-17;-235.0;32
1;16;-10;-708;16;-20;-149.0;-10
7;-15;-2;-889;-15;-15;-229.0;-2
0;32;26;-894;32;-17;-225.0;26
2;9;8;-695;9;-18;-131.0;8
-1;24;24;-717;24;-14;-162.0;24
-5;-20;-21;-724;-20;-22;-176.0;-21
0;22;14;-707;22;-17;-112.0;14
-5;-14;-28;-719;-14;-14;-181.0;-28
-20;-88;-36;-889;-88;-27;-151.0;-36
-2;-2;3;-720;-2;-20;-184.0;3
8;59;23;-900;59;-49;-14.0;23
2;-2;12;-714;-2;-16;-179.0;12
-82;103;92;-891;103;-17;-206.0;92
7;7;9;-892;7;-16;-250.0;9
4;-13;-9;-716;-13;-19;-165.0;-9
-55;-41;14;-909;-41;-40;-74.0;14
-8;32;36;-726;32;-24;-167.0;36
-1;-34;14;-892;-34;-17;14.0;14
4;-20;18;-716;-20;-21;-183.0;18
-4;3;28;-719;3;-20;-176.0;28
-6;6;-19;-884;6;-11;33.0;-19
-6;12;13;-897;12;-19;27.0;13
2;5;-1;-715;5;-21;-171.0;-1
18;-25;-26;-894;-25;-27;28.0;-26
-1;29;26;-895;29;-15;-238.0;26
-2;-1;-25;-903;-1;-23;-237.0;-25
2;-6;10;-895;-6;-16;-240.0;10
8;-34;-26;-892;-34;-25;6.0;-26
-1;-2;-4;-895;-2;-14;-230.0;-4
-2;17;16;-898;17;-18;-237.0;16
2;21;-20;-720;21;-27;-172.0;-20
-1;9;7;-886;9;-17;59.0;7
4;-16;3;-888;-16;-19;27.0;3
-2;0;-5;-725;0;-23;-160.0;-5
-4;-3;-33;-896;-3;-16;-242.0;-33
-2;-10;-1;-896;-10;-17;-230.0;-1
6;-38;-4;-883;-38;-21;24.0;-4
0;-51;15;-891;-51;-14;-218.0;15
26;-9;5;-873;-9;-23;30.0;5
7;-27;11;-705;-27;-20;-154.0;11
-2;-44;-44;-894;-44;-23;38.0;-44
2;-11;-14;-894;-11;-21;-226.0;-14
3;-4;-4;-712;-4;-19;-179.0;-4
3;36;12;-893;36;-17;-237.0;12
-3;8;14;-724;8;-22;-207.0;14
2;-65;-30;-890;-65;-14;-111.0;-30
-2;-11;23;-715;-11;-17;-170.0;23
-13;9;-24;-901;9;-16;-240.0;-24
5;-27;-9;-896;-27;-18;-237.0;-9
1;-11;-10;-722;-11;-22;-144.0;-10
0;-7;-11;-895;-7;-17;-245.0;-11
4;0;24;-720;0;-22;-137.0;24
0;31;12;-896;31;-19;-243.0;12
-1;5;-5;-890;5;-11;-258.0;-5
0;21;3;-892;21;-14;-234.0;3
-10;-51;-1;-897;-51;-20;-4.0;-1
-5;16;-10;-898;16;-18;-237.0;-10
5;8;18;-719;8;-22;-152.0;18
-6;-54;-30;-829;-54;-21;-211.0;-30
3;-37;3;-886;-37;-16;7.0;3
3;9;-7;-715;9;-21;-161.0;-7
11;-29;3;-890;-29;-15;-239.0;3
8;30;27;-886;30;-15;10.0;27
-2;-6;3;-708;-6;-17;-168.0;3
-2;-32;-4;-710;-32;-23;-141.0;-4
-15;63;31;-890;63;-24;-247.0;31
6;-82;-34;-896;-82;-23;-98.0;-34
7;-18;-45;-824;-18;-21;4.0;-45
-8;-19;-29;-839;-19;-28;-228.0;-29
8;-8;-4;-815;-8;-11;-249.0;-4
-17;78;40;-839;78;-20;-170.0;40
7;16;-20;-710;16;-19;-176.0;-20
-4;21;43;-729;21;-34;-179.0;43
0;-12;-17;-717;-12;-22;-169.0;-17
-4;1;16;-716;1;-17;-178.0;16
-9;-2;-18;-710;-2;-21;-154.0;-18
16;-23;-8;-898;-23;-33;17.0;-8
-3;38;24;-717;38;-20;-169.0;24
4;-9;-17;-871;-9;-13;21.0;-17
-152;157;220;-889;157;92;15.0;220
1;-11;-24;-896;-11;-17;-252.0;-24
94;234;141;-903;234;31;-528.0;141
33;-112;8;-921;-112;-43;-182.0;8
-2;27;20;-698;27;-17;-142.0;20
0;11;12;-695;11;-20;-153.0;12
-4;-3;-26;-707;-3;-17;-172.0;-26
-24;93;26;-896;93;-12;42.0;26
-6;7;2;-707;7;-20;-188.0;2
6;2;-22;-708;2;-17;-183.0;-22
-3;-2;-24;-738;-2;-21;-222.0;-24
-8;11;-22;-723;11;-19;-227.0;-22
-22;154;226;-720;154;-20;-212.0;226
2;32;-16;-895;32;-18;-253.0;-16
49;164;277;-889;164;-60;-137.0;277
-5;30;-7;-887;30;-15;90.0;-7
316;199;89;-902;199;196;27.0;89
-2;19;44;-714;19;-16;-172.0;44
-2;-2;-15;-696;-2;-28;-131.0;-15
10;-48;-21;-794;-48;-20;-230.0;-21
36;135;130;-886;135;-24;-96.0;130
-8;-37;-19;-717;-37;-25;-163.0;-19
-20;-41;-46;-853;-41;-21;-230.0;-46
2;-30;-7;-702;-30;-18;-143.0;-7
-7;-9;-5;-698;-9;-23;-160.0;-5
10;19;13;-710;19;-18;-191.0;13
0;-51;-31;-898;-51;-21;-220.0;-31
49;3;9;-896;3;-31;-249.0;9
-3;4;3;-716;4;-24;-202.0;3
181;-2127;-2083;-697;-2127;40;105.0;-2083
5;-16;-10;-830;-16;-16;-284.0;-10
8;-67;10;-693;-67;-13;-164.0;10
-2;-27;5;-708;-27;-18;-168.0;5
17;181;126;-870;181;5;-205.0;126
3;21;4;-893;21;-13;-267.0;4
3;80;104;-687;80;-17;-161.0;104
1;5;-30;-903;5;-25;-247.0;-30
9;-22;-8;-697;-22;-16;-115.0;-8
1;-4;31;-898;-4;-19;-253.0;31
10;-3;-15;-897;-3;-22;-258.0;-15
0;0;9;-687;0;-21;-151.0;9
0;94;52;-888;94;-16;236.0;52
0;10;-2;-898;10;-19;-273.0;-2
198;-118;-115;-881;-118;-12;-59.0;-115
4;17;11;-687;17;-17;-160.0;11
2;7;2;-691;7;-21;-152.0;2
-2;-41;-25;-712;-41;-24;-104.0;-25
-9;-15;22;-892;-15;-19;-293.0;22
1;-11;0;-899;-11;-21;-277.0;0
3;-34;-17;-710;-34;-14;-171.0;-17
10;9;-34;-891;9;-15;-266.0;-34
-2;-16;-40;-699;-16;-30;-196.0;-40
-1;-4;11;-896;-4;-20;-261.0;11
3;103;21;-898;103;-21;-280.0;21
-5;-98;-43;-895;-98;-20;14.0;-43
-5;15;-9;-899;15;-16;-291.0;-9
652;-21;41;-755;-21;880;97.0;41
9;-52;-31;-894;-52;-17;-267.0;-31
-1;-112;-34;-878;-112;-7;90.0;-34
-5;48;-6;-900;48;-22;-245.0;-6
0;-23;-1;-691;-23;-19;-136.0;-1
126;-487;537;-945;-487;-63;-176.0;537
-1;6;7;-687;6;-12;-222.0;7
-124;-478;1437;-813;-478;-22;64.0;1437
9;35;24;-892;35;-23;-303.0;24
-3;-9;18;-893;-9;-15;96.0;18
2;47;10;-898;47;-22;110.0;10
-176;523;17;-923;523;-61;-43.0;17
5;24;22;-675;24;-16;-124.0;22
352;14;-33;-868;14;56;-235.0;-33
0;-11;30;-697;-11;-20;-172.0;30
-1;-25;20;-705;-25;-17;-183.0;20
-186;1001;878;-1057;1001;-203;259.0;878
3;38;2;-685;38;-25;-153.0;2
3;-38;-30;-694;-38;-20;-159.0;-30
4;-13;1;-693;-13;-22;-150.0;1
2;-2;-11;-686;-2;-23;-153.0;-11
7;34;17;-700;34;-12;-165.0;17
-1;-18;-16;-694;-18;-23;-229.0;-16
-2;23;5;-693;23;-16;-154.0;5
2;13;8;-893;13;-16;110.0;8
-3;-34;7;-688;-34;-19;-162.0;7
-18;-63;-2;-882;-63;-24;-269.0;-2
0;22;6;-690;22;-17;-171.0;6
54;292;123;-896;292;3;78.0;123
-1;-5;-74;-739;-5;-19;-219.0;-74
189;143;43;-909;143;-50;-141.0;43
2;-96;-47;-907;-96;-34;-264.0;-47
65;-39;215;-747;-39;76;-98.0;215
-1;2;18;-686;2;-15;-161.0;18
19;-137;187;-147;-137;28;-243.0;187
0;18;17;-699;18;-21;-186.0;17
2;-4;3;-689;-4;-15;-152.0;3
-25;47;-4;-897;47;-13;647.0;-4
7;-173;-95;-889;-173;-17;-231.0;-95
1;-13;-10;-694;-13;-21;-161.0;-10
-103;528;594;-925;528;-54;-212.0;594
-2;-35;15;-660;-35;-12;-120.0;15
2;-10;29;-703;-10;-20;-176.0;29
-2;-769;-489;-825;-769;23;-118.0;-489
10;-1421;1155;-987;-1421;-53;-112.0;1155
0;21;33;-706;21;-17;-181.0;33
8;-31;-40;-893;-31;-23;-325.0;-40
1;-15;-38;-714;-15;-15;-171.0;-38
2;21;11;-691;21;-22;-149.0;11
93;-66;-12;-904;-66;-22;-334.0;-12
4;-23;-18;-901;-23;-28;162.0;-18
-18;-44;-58;-887;-44;-21;-211.0;-58
-2;23;-16;-689;23;-14;-159.0;-16
1;-67;-35;-886;-67;-15;-356.0;-35
-1;18;-1;-690;18;-19;-148.0;-1
-1;-124;-47;-895;-124;-33;26.0;-47
-3;15;7;-687;15;-16;-157.0;7
14;-29;-10;-894;-29;-15;-386.0;-10
-204;456;-1213;-866;456;-9;9.0;-1213
5;-4;-9;-683;-4;-18;-138.0;-9
1;9;-30;-691;9;-17;-162.0;-30
-1;-4;-9;-693;-4;-22;-151.0;-9
-27;-13;43;-894;-13;-14;-242.0;43
0;-32;-26;-701;-32;-19;-133.0;-26
3;-10;-14;-694;-10;-18;-143.0;-14
21;2;58;-665;2;-13;-90.0;58
120;-71;-28;-894;-71;-22;146.0;-28
3;-83;-143;-731;-83;-16;-222.0;-143
-3;24;8;-702;24;-14;-231.0;8
-6;3;-17;-691;3;-23;-118.0;-17
-15;396;200;-892;396;-1;-196.0;200
-85;-478;-117;-924;-478;-53;-86.0;-117
4;-3;-9;-702;-3;-19;-185.0;-9
18;50;-14;-911;50;-15;33.0;-14
35;306;-575;-854;306;-11;1.0;-575
3;10;4;-737;10;-17;-240.0;4
6;12;-3;-675;12;-14;-170.0;-3
7;0;47;-716;0;-19;-236.0;47
-4;-11;-25;-725;-11;-22;-340.0;-25
-60;520;474;-895;520;-27;285.0;474
2;-1;31;-721;-1;-11;-250.0;31
3;31;34;-721;31;-9;-259.0;34
-2;-13;2;-727;-13;-16;-249.0;2
0;-19;-36;-898;-19;-18;-270.0;-36
9;32;8;-728;32;-19;-253.0;8
114;-39;-61;-817;-39;-18;-257.0;-61
-6;-38;32;-900;-38;-19;-321.0;32
-7;89;59;-902;89;-21;-382.0;59
-56;60;-6;-877;60;4;-294.0;-6
0;22;15;-693;22;-26;-160.0;15
0;2;18;-696;2;-11;-247.0;18
60;-537;754;-240;-537;448;-767.0;754
2;125;76;-886;125;-10;81.0;76
-3;-5;-12;-696;-5;-21;-169.0;-12
2;21;7;-690;21;-18;-164.0;7
-2;-1;-3;-690;-1;-21;-150.0;-3
-4;28;14;-691;28;-26;-84.0;14
7;-33;-36;-692;-33;-19;-210.0;-36
13;39;-6;-874;39;-8;-373.0;-6
-1;20;8;-683;20;-18;-151.0;8
-2754;-200;224;1421;-200;2133;250.0;224
145;-56;1;-883;-56;6;-454.0;1
170;51;30;-885;51;3;15.0;30
-53;-60;-36;-888;-60;-16;374.0;-36
22;2111;-1675;-943;2111;-165;-12.0;-1675
2;1;-18;-681;1;-23;-139.0;-18
440;-5092;212;-1164;-5092;-87;-294.0;212
11;-367;-144;-744;-367;-16;-814.0;-144
-33;115;91;-896;115;-24;-1014.0;91
2;35;-15;-694;35;-7;-166.0;-15
9;57;57;-699;57;-24;-175.0;57
-1;8;11;-683;8;-18;-161.0;11
3;-3;-20;-723;-3;-13;-254.0;-20
-3;-11;-28;-685;-11;-21;-161.0;-28
473;-2288;-1319;-694;-2288;838;15.0;-1319
-8;8;-2;-736;8;-21;-291.0;-2
-10;-46;-5;-891;-46;-20;-596.0;-5
4;-10;-9;-687;-10;-21;-168.0;-9
8;-38;28;-678;-38;-20;-166.0;28
9;-15;28;-702;-15;-15;-215.0;28
