Accelerometer RWR accX;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit RLA accZ;Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA^ accX;Accelerometer RUA_ accZ
-440.0;164.0;?;?;-550.0;?;11;210.0;979.0;545.0;248.0;-406.0;380.0
?;192.0;?;?;-551.0;?;?;190.0;945.0;543.0;201.0;-425.0;?
-444.0;187.0;-750.0;?;-546.0;3;-9;206.0;929.0;?;123.0;-470.0;495.0
-510.0;176.0;?;?;-548.0;3;5;227.0;?;541.0;82.0;-450.0;516.0
-535.0;194.0;?;?;-554.0;3;1;254.0;919.0;544.0;?;?;527.0
-616.0;209.0;?;-940.0;-558.0;3;-9;303.0;901.0;541.0;-28.0;-388.0;558.0
-606.0;245.0;-724.0;-935.0;-561.0;3;-2;?;875.0;540.0;-42.0;-370.0;537.0
-637.0;257.0;-707.0;-903.0;?;3;6;428.0;890.0;537.0;-90.0;-335.0;484.0
-671.0;264.0;-696.0;-897.0;-571.0;4;10;451.0;919.0;533.0;?;-351.0;524.0
?;239.0;-708.0;?;-574.0;4;5;481.0;944.0;531.0;-90.0;-391.0;556.0
?;?;-708.0;?;-574.0;4;0;?;?;532.0;-63.0;-405.0;562.0
?;207.0;-706.0;-865.0;-572.0;5;5;448.0;975.0;529.0;?;-405.0;540.0
-665.0;197.0;-699.0;-848.0;-572.0;5;-6;393.0;949.0;531.0;-7.0;?;558.0
-642.0;?;?;-881.0;-571.0;5;?;470.0;?;538.0;26.0;-508.0;559.0
-624.0;?;-685.0;-913.0;?;5;8;?;1073.0;?;84.0;-527.0;634.0
-646.0;252.0;?;-941.0;?;?;1;468.0;1094.0;546.0;112.0;-497.0;?
?;?;-709.0;-958.0;-564.0;5;6;457.0;?;552.0;222.0;-492.0;632.0
-547.0;281.0;-781.0;-939.0;-564.0;?;?;?;1073.0;?;290.0;?;609.0
?;345.0;-855.0;-999.0;-564.0;5;1;506.0;1035.0;?;?;-374.0;547.0
-481.0;396.0;?;-1065.0;-565.0;6;?;?;1027.0;572.0;243.0;-402.0;504.0
-450.0;402.0;-904.0;-1083.0;-567.0;6;-30;557.0;969.0;?;?;-399.0;502.0
-496.0;382.0;?;-1083.0;?;?;1;526.0;963.0;585.0;?;-444.0;486.0
-480.0;353.0;?;-1075.0;?;6;10;489.0;930.0;594.0;280.0;-429.0;477.0
-531.0;?;-888.0;-1052.0;-575.0;6;37;456.0;?;601.0;279.0;-467.0;429.0
-370.0;?;?;-1028.0;?;6;85;463.0;766.0;611.0;189.0;-464.0;?
-498.0;329.0;-857.0;?;-590.0;7;?;476.0;846.0;626.0;?;-439.0;427.0
-423.0;359.0;-812.0;-955.0;-602.0;8;-43;487.0;742.0;?;44.0;-465.0;400.0
-339.0;348.0;-761.0;?;-614.0;8;97;480.0;871.0;657.0;?;-570.0;390.0
-431.0;351.0;?;?;-628.0;7;171;481.0;977.0;670.0;?;-449.0;404.0
-516.0;352.0;?;?;-641.0;6;?;549.0;1035.0;?;?;?;410.0
-411.0;318.0;-611.0;-755.0;-656.0;6;?;425.0;1040.0;699.0;-324.0;?;?
-347.0;290.0;-534.0;-724.0;?;6;?;314.0;1100.0;712.0;?;-546.0;561.0
-392.0;284.0;-557.0;-781.0;-691.0;6;-52;316.0;1010.0;722.0;?;-340.0;505.0
-575.0;266.0;-544.0;?;-707.0;6;-11;338.0;904.0;731.0;-206.0;-567.0;542.0
-925.0;356.0;-503.0;-918.0;-723.0;5;20;344.0;869.0;734.0;-215.0;-519.0;?
-878.0;369.0;-537.0;?;-741.0;5;-1;427.0;879.0;741.0;-314.0;?;400.0
?;331.0;?;?;-759.0;5;1;?;804.0;743.0;-333.0;-527.0;?
-717.0;365.0;?;-984.0;-777.0;5;-10;495.0;748.0;?;-179.0;-711.0;563.0
-666.0;329.0;-428.0;-841.0;-794.0;?;10;584.0;709.0;753.0;-220.0;-609.0;?
-616.0;?;-409.0;?;-805.0;4;1;397.0;718.0;?;-300.0;-575.0;?
-674.0;311.0;-426.0;-749.0;-812.0;?;-2;349.0;?;769.0;?;-542.0;528.0
-729.0;362.0;-420.0;-687.0;-816.0;4;?;389.0;756.0;774.0;-150.0;-520.0;509.0
-730.0;475.0;?;-635.0;-820.0;4;-13;404.0;760.0;778.0;-133.0;-555.0;546.0
-767.0;455.0;-481.0;?;-822.0;4;-14;403.0;750.0;783.0;-55.0;-547.0;600.0
-737.0;418.0;-452.0;?;-825.0;?;-3;450.0;750.0;793.0;?;?;560.0
-649.0;383.0;-472.0;-621.0;-829.0;4;?;436.0;721.0;798.0;88.0;?;592.0
-687.0;354.0;?;?;?;4;8;454.0;702.0;?;143.0;-557.0;557.0
-814.0;385.0;-475.0;-663.0;-833.0;?;?;483.0;?;?;80.0;-557.0;522.0
-647.0;376.0;-494.0;-643.0;-834.0;5;12;547.0;654.0;816.0;75.0;?;603.0
-502.0;413.0;-483.0;-639.0;-835.0;5;-4;495.0;?;825.0;76.0;?;640.0
-493.0;403.0;-478.0;-618.0;-836.0;5;-10;?;674.0;831.0;?;-558.0;562.0
?;?;-483.0;?;?;5;?;?;?;837.0;72.0;-510.0;571.0
-556.0;392.0;-477.0;-583.0;?;?;-4;427.0;733.0;?;55.0;-530.0;566.0
-749.0;412.0;?;-577.0;-836.0;5;9;564.0;714.0;846.0;?;-584.0;647.0
?;?;-483.0;-567.0;-838.0;5;?;542.0;705.0;?;49.0;-642.0;631.0
-850.0;398.0;-487.0;-574.0;-835.0;5;-11;?;714.0;853.0;86.0;?;?
13.0;355.0;-494.0;-603.0;-840.0;5;-6;527.0;?;856.0;122.0;?;?
-76.0;318.0;-509.0;?;-841.0;5;0;687.0;?;857.0;17.0;-571.0;661.0
?;403.0;-515.0;-626.0;-839.0;5;?;?;810.0;859.0;-45.0;-339.0;335.0
-619.0;518.0;-522.0;-618.0;-840.0;5;?;561.0;817.0;?;?;-437.0;649.0
-694.0;401.0;-519.0;-623.0;?;5;-5;519.0;789.0;860.0;7.0;-718.0;651.0
-1101.0;305.0;-522.0;-640.0;-838.0;5;-11;561.0;749.0;?;-16.0;-716.0;492.0
?;417.0;-563.0;-671.0;-842.0;5;-10;426.0;743.0;856.0;?;-792.0;584.0
-965.0;292.0;?;?;-842.0;5;-10;349.0;757.0;857.0;-28.0;-674.0;?
-246.0;?;-619.0;-751.0;-841.0;5;24;?;?;861.0;-154.0;-518.0;401.0
?;?;-626.0;-721.0;?;5;52;?;744.0;866.0;-140.0;-502.0;450.0
-667.0;613.0;-598.0;-679.0;-845.0;5;125;?;733.0;867.0;-77.0;-432.0;?
-919.0;709.0;-588.0;-693.0;-846.0;4;116;211.0;716.0;865.0;?;-561.0;377.0
-1009.0;?;-569.0;-685.0;-846.0;3;140;230.0;686.0;?;-122.0;-471.0;426.0
-1048.0;362.0;-552.0;-670.0;?;?;169;261.0;675.0;849.0;-62.0;-435.0;?
?;311.0;-513.0;?;?;0;-13;428.0;650.0;841.0;12.0;-518.0;320.0
?;176.0;-470.0;?;-841.0;?;50;?;598.0;827.0;-68.0;-465.0;310.0
-1140.0;?;-418.0;-641.0;-839.0;-1;-86;515.0;573.0;?;-46.0;-428.0;301.0
?;144.0;-382.0;-604.0;-833.0;0;?;580.0;592.0;801.0;?;?;?
-810.0;154.0;-339.0;-593.0;-827.0;1;136;447.0;680.0;791.0;-51.0;-343.0;?
-814.0;?;-316.0;-574.0;-823.0;1;142;302.0;713.0;779.0;-3.0;-360.0;?
-701.0;188.0;-313.0;?;-812.0;4;?;266.0;675.0;762.0;43.0;-330.0;289.0
?;145.0;-319.0;-511.0;?;5;24;227.0;674.0;744.0;?;-302.0;?
-679.0;128.0;-316.0;?;-794.0;4;-88;?;684.0;726.0;219.0;-302.0;292.0
-757.0;?;-310.0;-560.0;-783.0;4;?;269.0;711.0;710.0;256.0;-330.0;321.0
?;?;-316.0;?;-773.0;4;-9;245.0;796.0;?;271.0;-309.0;353.0
-889.0;63.0;-319.0;-625.0;-761.0;3;-16;261.0;?;674.0;232.0;-300.0;372.0
-1062.0;18.0;-317.0;-578.0;-748.0;?;?;258.0;894.0;656.0;207.0;?;414.0
?;?;-345.0;-607.0;-736.0;?;-54;276.0;1001.0;?;211.0;-323.0;479.0
-1082.0;-11.0;-412.0;-606.0;-724.0;?;-56;311.0;1057.0;626.0;?;-525.0;546.0
-919.0;-14.0;-499.0;-707.0;-712.0;?;8;?;961.0;?;264.0;-400.0;584.0
-943.0;12.0;-618.0;-759.0;-698.0;5;-33;?;972.0;599.0;389.0;-376.0;?
-846.0;0.0;-739.0;-825.0;-682.0;5;-56;415.0;?;586.0;411.0;-406.0;?
-741.0;?;-822.0;-926.0;?;?;-27;469.0;1072.0;573.0;246.0;-343.0;668.0
-791.0;191.0;?;?;-655.0;?;?;438.0;1028.0;?;330.0;-331.0;686.0
-886.0;285.0;-954.0;-955.0;-642.0;6;-28;463.0;1068.0;544.0;421.0;-332.0;709.0
-801.0;287.0;-1015.0;-923.0;?;?;-7;518.0;929.0;528.0;442.0;-339.0;690.0
?;?;-1077.0;-947.0;-613.0;6;-17;446.0;926.0;508.0;?;?;?
-673.0;357.0;-1102.0;-1010.0;-599.0;6;-45;439.0;?;491.0;209.0;-331.0;686.0
-554.0;329.0;-1120.0;-1001.0;-582.0;6;-57;491.0;958.0;475.0;52.0;-349.0;654.0
-491.0;?;-1076.0;?;?;6;-38;493.0;?;453.0;-82.0;-310.0;608.0
-401.0;339.0;?;-1011.0;?;6;?;490.0;1052.0;431.0;?;-326.0;615.0
?;342.0;?;-940.0;-538.0;6;-38;513.0;?;414.0;-272.0;-361.0;673.0
-727.0;?;-948.0;-934.0;-524.0;6;-10;552.0;1030.0;393.0;-342.0;?;689.0
?;306.0;-999.0;?;-512.0;6;-15;495.0;1068.0;369.0;-485.0;-401.0;714.0
-952.0;307.0;-1019.0;-975.0;-502.0;6;-47;?;?;347.0;-666.0;-440.0;679.0
-874.0;305.0;?;-1022.0;-490.0;6;-26;442.0;1006.0;325.0;?;-442.0;698.0
-935.0;334.0;-1057.0;-994.0;-479.0;6;?;?;967.0;311.0;-1219.0;?;667.0
-1075.0;355.0;?;-944.0;-461.0;?;-79;435.0;1002.0;296.0;-1399.0;-435.0;?
-997.0;?;?;-1032.0;-440.0;8;-225;429.0;935.0;?;?;-419.0;628.0
?;465.0;?;-1010.0;-425.0;12;-246;?;1066.0;262.0;-1620.0;-485.0;641.0
-948.0;435.0;?;-983.0;-414.0;16;?;446.0;945.0;243.0;-1557.0;-529.0;567.0
-1043.0;?;?;-963.0;?;17;?;463.0;919.0;?;-1471.0;?;?
?;360.0;-953.0;-948.0;-390.0;11;-236;489.0;866.0;210.0;-1482.0;-618.0;401.0
-1017.0;336.0;-966.0;-932.0;?;5;-433;?;911.0;199.0;?;-629.0;378.0
-880.0;340.0;-1015.0;-997.0;?;5;?;526.0;922.0;187.0;-1407.0;-559.0;328.0
?;321.0;-877.0;-984.0;-358.0;?;?;512.0;1095.0;180.0;-1017.0;-547.0;?
-893.0;366.0;-774.0;-869.0;-350.0;0;791;?;1102.0;165.0;-704.0;?;263.0
-870.0;396.0;-746.0;-842.0;?;2;666;373.0;1158.0;141.0;-591.0;-716.0;?
-683.0;433.0;-789.0;-871.0;-317.0;3;?;310.0;1126.0;120.0;-697.0;-637.0;?
-581.0;?;-909.0;?;-300.0;5;-1166;283.0;1101.0;98.0;-561.0;-520.0;304.0
-567.0;359.0;-1039.0;-1032.0;-288.0;5;-757;267.0;976.0;70.0;-392.0;-478.0;306.0
-668.0;394.0;-1028.0;-1077.0;-276.0;6;?;272.0;?;38.0;-287.0;-469.0;282.0
-692.0;446.0;?;-1123.0;-271.0;8;303;297.0;991.0;12.0;-402.0;-519.0;273.0
-755.0;?;-1006.0;-1114.0;-265.0;9;-36;314.0;?;-13.0;-598.0;-499.0;327.0
-705.0;362.0;-999.0;-1112.0;-254.0;?;102;303.0;949.0;?;-676.0;-506.0;297.0
-617.0;?;?;-1029.0;-240.0;8;?;301.0;973.0;-58.0;-599.0;-508.0;289.0
?;274.0;-940.0;?;?;8;-10;?;1036.0;-82.0;-602.0;?;?
-517.0;300.0;-937.0;-989.0;-208.0;8;20;316.0;1085.0;?;-662.0;-511.0;300.0
-463.0;317.0;-935.0;?;-187.0;8;?;309.0;1130.0;-128.0;-587.0;-564.0;313.0
?;328.0;?;-931.0;-163.0;8;12;313.0;935.0;-157.0;-515.0;-541.0;362.0
?;322.0;-945.0;-964.0;-138.0;8;0;317.0;826.0;-186.0;?;-528.0;393.0
-497.0;314.0;-979.0;-981.0;-115.0;?;-13;305.0;1000.0;-215.0;-534.0;?;520.0
-593.0;342.0;-1012.0;-1060.0;-92.0;8;?;300.0;1105.0;-241.0;-658.0;-534.0;569.0
?;?;-1071.0;-1114.0;-71.0;?;4;316.0;1137.0;-264.0;-849.0;-623.0;?
-724.0;?;-921.0;-998.0;-52.0;8;19;367.0;1130.0;-284.0;-1135.0;-673.0;?
?;412.0;-905.0;-806.0;?;7;14;375.0;1070.0;-296.0;-1342.0;-660.0;581.0
-725.0;398.0;-955.0;-869.0;-21.0;7;?;413.0;952.0;-306.0;-1263.0;-586.0;573.0
-632.0;?;-1029.0;-1074.0;-19.0;7;?;521.0;899.0;-327.0;-1013.0;-540.0;534.0
?;487.0;-1034.0;?;?;8;?;?;1038.0;-348.0;-902.0;-504.0;?
-499.0;544.0;-1051.0;-1081.0;-10.0;8;-9;581.0;1071.0;-360.0;-914.0;-459.0;502.0
?;536.0;?;-1109.0;-10.0;8;?;608.0;1124.0;-372.0;-955.0;-476.0;494.0
-486.0;486.0;-1025.0;-906.0;-9.0;8;-4;599.0;1042.0;-383.0;-976.0;?;502.0
-573.0;438.0;-928.0;?;12.0;8;-9;575.0;1048.0;-386.0;-941.0;-426.0;481.0
-750.0;409.0;?;-1015.0;29.0;9;2;553.0;1018.0;-395.0;-765.0;-464.0;490.0
-646.0;?;?;-1014.0;46.0;9;13;516.0;976.0;?;-665.0;-523.0;572.0
-658.0;410.0;-982.0;-1095.0;70.0;?;13;480.0;1025.0;-398.0;-744.0;-522.0;?
-668.0;409.0;-1000.0;-1110.0;96.0;10;?;480.0;?;-392.0;-819.0;-558.0;?
-687.0;380.0;-998.0;?;?;9;?;473.0;1056.0;-379.0;?;-500.0;654.0
-676.0;?;-1013.0;-964.0;?;10;24;479.0;989.0;?;?;-517.0;671.0
-648.0;?;-1015.0;-973.0;174.0;10;31;604.0;1003.0;-352.0;-833.0;-507.0;?
-877.0;?;?;-966.0;?;10;254;543.0;1005.0;-336.0;?;-548.0;675.0
-850.0;516.0;-1016.0;?;217.0;13;?;571.0;1021.0;-319.0;-748.0;-429.0;?
?;458.0;-1019.0;-1000.0;240.0;11;278;684.0;1019.0;-307.0;-705.0;-439.0;753.0
-562.0;?;-994.0;-981.0;270.0;18;476;687.0;986.0;-291.0;?;-429.0;?
?;459.0;?;-973.0;293.0;35;571;676.0;998.0;-275.0;-665.0;-402.0;742.0
?;488.0;-985.0;-985.0;307.0;?;279;788.0;1042.0;-262.0;?;-440.0;768.0
-667.0;405.0;?;-1012.0;316.0;32;?;?;?;-244.0;-765.0;?;?
-800.0;?;?;-1036.0;320.0;25;542;?;827.0;-230.0;?;-572.0;704.0
-789.0;434.0;-970.0;-1025.0;318.0;16;361;693.0;938.0;-214.0;-480.0;-569.0;690.0
-842.0;397.0;-992.0;-1004.0;309.0;?;?;673.0;933.0;-196.0;?;-685.0;?
-761.0;361.0;-1043.0;?;?;6;145;708.0;845.0;?;-286.0;-521.0;?
-847.0;?;-954.0;-972.0;295.0;2;66;696.0;999.0;-162.0;-166.0;-441.0;683.0
-849.0;434.0;-920.0;-842.0;?;0;2;643.0;1039.0;-145.0;98.0;-450.0;622.0
-766.0;437.0;-1048.0;-857.0;285.0;-3;-22;638.0;?;-135.0;?;-527.0;?
?;467.0;?;-899.0;291.0;?;-82;651.0;867.0;-130.0;425.0;-419.0;549.0
-554.0;447.0;?;-789.0;?;?;-191;615.0;803.0;-124.0;378.0;-289.0;?
?;331.0;-1036.0;-925.0;305.0;-11;-684;?;811.0;-129.0;498.0;-223.0;555.0
-710.0;?;-1033.0;-1026.0;?;-14;-1362;613.0;894.0;-137.0;516.0;-249.0;605.0
-710.0;?;-845.0;-941.0;323.0;?;-1636;611.0;947.0;-140.0;361.0;?;657.0
-707.0;227.0;-818.0;-851.0;329.0;-11;-1186;537.0;?;-147.0;324.0;-386.0;705.0
-760.0;?;?;-780.0;340.0;-5;905;526.0;995.0;-154.0;260.0;?;737.0
-827.0;141.0;-787.0;-769.0;344.0;-2;540;536.0;963.0;-163.0;?;?;725.0
?;156.0;-830.0;-822.0;352.0;2;?;528.0;?;-171.0;201.0;-323.0;725.0
-743.0;208.0;-894.0;?;359.0;4;-603;?;901.0;-179.0;279.0;-295.0;741.0
-635.0;237.0;-938.0;-960.0;363.0;6;?;566.0;917.0;-177.0;381.0;-274.0;?
?;261.0;-939.0;-985.0;?;8;?;610.0;906.0;-180.0;?;-246.0;720.0
-674.0;?;-904.0;-964.0;?;?;116;648.0;944.0;-180.0;263.0;?;753.0
-757.0;227.0;-874.0;-919.0;?;9;-90;649.0;1121.0;?;143.0;-307.0;859.0
-888.0;197.0;-859.0;-915.0;380.0;8;?;673.0;1161.0;-182.0;69.0;-362.0;1006.0
?;196.0;-904.0;-917.0;383.0;?;2;608.0;?;-186.0;-37.0;-478.0;?
-1184.0;203.0;?;-895.0;381.0;8;-40;?;1157.0;-182.0;-134.0;-480.0;1008.0
-1077.0;208.0;-1034.0;-899.0;387.0;7;14;580.0;1026.0;-184.0;-316.0;-462.0;865.0
-874.0;259.0;-1211.0;-1017.0;394.0;7;-60;?;973.0;?;-468.0;-452.0;797.0
-813.0;355.0;-1227.0;-1139.0;403.0;?;-26;738.0;1004.0;-201.0;-474.0;-464.0;751.0
?;480.0;-1257.0;-1171.0;417.0;7;?;879.0;994.0;-213.0;-486.0;-444.0;740.0
?;?;?;-1173.0;436.0;7;-7;879.0;?;-227.0;-300.0;-436.0;?
?;484.0;-934.0;-1115.0;447.0;7;-4;807.0;968.0;-238.0;230.0;-417.0;775.0
-805.0;379.0;?;-1012.0;448.0;7;-13;764.0;?;-237.0;733.0;-357.0;?
-751.0;304.0;-973.0;-973.0;448.0;7;-12;?;848.0;-231.0;963.0;-369.0;781.0
-651.0;?;?;-963.0;439.0;7;-20;711.0;?;-226.0;939.0;-321.0;769.0
?;?;?;-1014.0;436.0;7;-30;665.0;828.0;-227.0;747.0;-288.0;742.0
-618.0;368.0;-984.0;-954.0;431.0;7;35;647.0;?;-233.0;630.0;?;770.0
-512.0;339.0;-910.0;-902.0;433.0;7;35;699.0;908.0;-235.0;614.0;-289.0;789.0
-632.0;?;-867.0;-856.0;435.0;7;99;689.0;930.0;-238.0;723.0;-260.0;780.0
-718.0;327.0;-874.0;?;436.0;7;193;?;975.0;-238.0;758.0;?;809.0
-667.0;?;-879.0;-820.0;?;6;136;618.0;1074.0;-240.0;675.0;-327.0;823.0
-777.0;269.0;?;-820.0;433.0;4;120;656.0;1119.0;-243.0;620.0;-368.0;819.0
-772.0;?;-915.0;?;435.0;?;154;657.0;1064.0;-253.0;592.0;-367.0;835.0
-761.0;?;-903.0;-899.0;437.0;-1;205;683.0;?;-258.0;521.0;?;843.0
-717.0;258.0;-918.0;?;441.0;3;?;708.0;1084.0;-270.0;412.0;-305.0;849.0
-726.0;308.0;?;-1013.0;444.0;-6;185;665.0;1106.0;-281.0;?;?;?
-625.0;329.0;?;-1083.0;447.0;-23;-142;703.0;1104.0;?;388.0;-325.0;881.0
-816.0;317.0;-904.0;-1065.0;448.0;-22;-150;730.0;?;?;328.0;?;814.0
-649.0;327.0;-977.0;-1035.0;?;-39;425;?;960.0;-298.0;281.0;-372.0;788.0
-731.0;274.0;?;-1065.0;446.0;-47;?;740.0;931.0;-299.0;69.0;-353.0;673.0
-333.0;252.0;-1065.0;-1083.0;444.0;-32;418;?;883.0;-300.0;?;-348.0;671.0
-1513.0;288.0;-1066.0;-1104.0;443.0;?;552;674.0;820.0;-291.0;-252.0;-337.0;622.0
-1106.0;357.0;-1009.0;-1005.0;?;-11;?;603.0;806.0;-278.0;-342.0;-338.0;1158.0
-516.0;350.0;-989.0;?;440.0;1;-116;569.0;851.0;-261.0;-495.0;-319.0;829.0
-599.0;313.0;-923.0;-892.0;436.0;7;-155;528.0;903.0;-253.0;?;-438.0;?
-667.0;279.0;-896.0;-868.0;430.0;7;?;?;943.0;-241.0;?;-416.0;849.0
?;221.0;-861.0;?;422.0;5;?;504.0;957.0;?;-1125.0;-417.0;776.0
-708.0;236.0;-830.0;-776.0;419.0;5;-761;1047.0;947.0;?;-1235.0;-321.0;736.0
-537.0;262.0;-864.0;?;417.0;4;-661;825.0;916.0;-223.0;?;-348.0;654.0
-902.0;278.0;?;-858.0;?;6;-631;?;882.0;?;-719.0;?;609.0
-1623.0;245.0;?;?;?;11;-1602;?;932.0;-216.0;?;?;433.0
-899.0;?;?;-910.0;413.0;13;-794;?;970.0;?;-617.0;-277.0;?
-703.0;278.0;-896.0;-922.0;412.0;14;-313;603.0;975.0;-207.0;?;-463.0;812.0
-23.0;234.0;-877.0;?;409.0;14;-990;554.0;952.0;-200.0;-561.0;-441.0;838.0
?;?;-866.0;-870.0;404.0;13;-115;403.0;924.0;-194.0;-732.0;-308.0;779.0
209.0;?;?;-908.0;400.0;13;-25;335.0;911.0;-185.0;-934.0;?;?
248.0;153.0;-900.0;-943.0;396.0;12;-204;481.0;862.0;-180.0;-1318.0;?;751.0
-366.0;263.0;-901.0;-956.0;?;12;?;562.0;?;?;?;-57.0;637.0
-1320.0;340.0;-914.0;?;380.0;12;-132;580.0;?;-158.0;-980.0;-297.0;580.0
-1767.0;244.0;-887.0;-904.0;370.0;12;-49;?;?;-145.0;-749.0;-432.0;417.0
-1477.0;?;-863.0;-882.0;355.0;12;-112;508.0;864.0;-131.0;-579.0;-501.0;?
-964.0;22.0;-830.0;-857.0;342.0;12;-127;670.0;875.0;-116.0;-303.0;-401.0;452.0
-1100.0;?;-825.0;-853.0;333.0;12;?;640.0;882.0;?;76.0;-477.0;?
-1000.0;64.0;-879.0;?;321.0;12;-5;586.0;899.0;-84.0;307.0;?;?
-870.0;226.0;-928.0;-904.0;?;12;?;438.0;958.0;?;429.0;-421.0;403.0
-891.0;350.0;-899.0;-866.0;?;12;?;286.0;1016.0;-61.0;367.0;-410.0;436.0
?;273.0;-885.0;-852.0;293.0;12;-58;352.0;983.0;-47.0;208.0;-411.0;487.0
-1028.0;272.0;?;?;?;12;-87;379.0;937.0;-37.0;195.0;?;461.0
-884.0;?;-896.0;-859.0;276.0;12;-68;339.0;943.0;?;?;?;521.0
?;?;-978.0;-916.0;263.0;?;-52;312.0;926.0;-18.0;98.0;-385.0;?
-1313.0;?;-1011.0;?;254.0;12;-69;336.0;?;?;-59.0;-412.0;428.0
?;?;-1001.0;-994.0;?;12;?;333.0;945.0;5.0;-34.0;?;464.0
-1185.0;264.0;-992.0;-952.0;233.0;12;-36;355.0;916.0;15.0;-180.0;-421.0;421.0
-873.0;344.0;-971.0;-921.0;226.0;12;-30;321.0;?;?;-161.0;-411.0;396.0
-1135.0;323.0;-949.0;?;221.0;12;?;273.0;920.0;24.0;-62.0;-371.0;490.0
-1204.0;?;-939.0;-906.0;219.0;12;-26;257.0;903.0;?;-11.0;?;?
-907.0;223.0;-941.0;-915.0;219.0;12;-29;398.0;873.0;30.0;-77.0;-222.0;579.0
-870.0;181.0;-906.0;?;218.0;?;-29;333.0;?;?;-185.0;-181.0;633.0
-891.0;257.0;-919.0;?;216.0;12;?;235.0;891.0;41.0;-168.0;-149.0;625.0
-787.0;232.0;-893.0;-895.0;212.0;?;-10;289.0;908.0;42.0;?;-188.0;644.0
-637.0;?;?;?;208.0;12;-16;379.0;930.0;47.0;-17.0;-228.0;?
-523.0;96.0;-897.0;-858.0;201.0;12;-10;449.0;915.0;52.0;50.0;-266.0;?
-492.0;95.0;-905.0;-845.0;198.0;?;0;473.0;928.0;53.0;205.0;-283.0;632.0
-346.0;?;-885.0;-852.0;195.0;?;?;?;919.0;?;457.0;-258.0;574.0
-682.0;86.0;?;-863.0;?;12;?;484.0;915.0;55.0;566.0;-311.0;636.0
-766.0;73.0;?;-885.0;189.0;12;-10;553.0;923.0;57.0;695.0;?;683.0
?;115.0;-913.0;?;191.0;12;-8;529.0;942.0;52.0;794.0;?;699.0
-625.0;155.0;-925.0;-899.0;193.0;12;-6;422.0;?;48.0;843.0;-297.0;712.0
-679.0;141.0;?;-904.0;194.0;12;-2;392.0;?;45.0;634.0;-253.0;749.0
-764.0;134.0;-896.0;-892.0;200.0;12;-1;461.0;?;?;451.0;-251.0;722.0
-752.0;102.0;-898.0;-897.0;201.0;12;-4;553.0;930.0;36.0;?;?;?
?;125.0;?;?;204.0;?;-2;551.0;922.0;32.0;341.0;-222.0;698.0
-613.0;140.0;-895.0;-893.0;209.0;12;-7;552.0;921.0;25.0;305.0;-242.0;690.0
-590.0;148.0;?;-889.0;213.0;?;?;?;?;?;?;-218.0;?
-588.0;158.0;?;-892.0;216.0;?;?;525.0;939.0;11.0;?;-224.0;690.0
-599.0;136.0;-899.0;-892.0;222.0;?;0;?;927.0;?;195.0;-244.0;?
-723.0;124.0;-897.0;-889.0;?;12;2;?;937.0;?;163.0;?;633.0
-657.0;122.0;-893.0;-894.0;231.0;12;?;512.0;?;-9.0;?;-236.0;603.0
-487.0;112.0;-896.0;-892.0;235.0;12;-1;522.0;?;-12.0;?;-234.0;622.0
-577.0;?;?;-890.0;?;12;3;528.0;938.0;?;30.0;?;?
-820.0;?;-893.0;-894.0;245.0;12;?;481.0;948.0;-23.0;-37.0;-146.0;?
-661.0;137.0;-892.0;-896.0;?;12;-3;428.0;932.0;-27.0;?;-159.0;536.0
?;118.0;-897.0;-894.0;251.0;12;0;436.0;951.0;-33.0;-133.0;-232.0;578.0
-1292.0;?;-896.0;-901.0;254.0;12;?;?;944.0;-36.0;-254.0;?;646.0
-820.0;101.0;-893.0;-905.0;256.0;12;-1;403.0;949.0;-37.0;?;-164.0;664.0
-989.0;72.0;-893.0;-901.0;257.0;11;5;295.0;?;?;?;?;640.0
-1151.0;34.0;-899.0;-906.0;261.0;11;2;394.0;?;?;-271.0;?;?
?;70.0;-894.0;-907.0;261.0;11;-1;444.0;912.0;-45.0;-316.0;-167.0;487.0
-1181.0;127.0;-883.0;-917.0;261.0;11;?;472.0;930.0;-45.0;-216.0;?;598.0
-923.0;?;-897.0;-911.0;263.0;11;?;491.0;920.0;?;?;-307.0;562.0
-911.0;50.0;-886.0;-902.0;260.0;?;-2;538.0;921.0;-42.0;-81.0;-233.0;549.0
-1158.0;?;?;-890.0;?;11;2;438.0;904.0;-41.0;?;-169.0;502.0
-1006.0;41.0;-881.0;-885.0;?;?;-5;392.0;878.0;-38.0;?;-226.0;558.0
-1079.0;38.0;-884.0;-896.0;249.0;11;?;428.0;873.0;-39.0;-1.0;-241.0;?
-1234.0;53.0;-889.0;-895.0;245.0;11;?;523.0;889.0;-33.0;67.0;-260.0;614.0
-766.0;?;-869.0;-880.0;242.0;?;10;409.0;?;?;39.0;-130.0;605.0
-1054.0;?;-864.0;?;?;11;7;432.0;903.0;-29.0;105.0;-161.0;606.0
-921.0;43.0;?;?;235.0;11;3;?;904.0;-24.0;1.0;-126.0;535.0
