InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit BACK Quaternion2
-717.0;?;981.0;89;?;-248.0;-13;?;403.0
?;23;1006.0;114;-114;?;23;?;393.0
?;44;939.0;196;?;-229.0;44;545.0;384.0
-727.0;38;949.0;256;-256;-221.0;38;?;379.0
-727.0;167;1044.0;847;-847;-214.0;167;551.0;377.0
-727.0;193;1053.0;?;-613;?;193;549.0;379.0
-727.0;?;952.0;1330;?;?;295;?;380.0
-726.0;?;783.0;3475;-3475;-205.0;815;?;379.0
-728.0;?;728.0;4968;-4968;?;?;548.0;376.0
-729.0;2100;597.0;6679;-6679;-194.0;2100;546.0;369.0
-731.0;?;422.0;5861;-5861;-188.0;3095;542.0;362.0
-730.0;3445;312.0;4791;-4791;-182.0;?;540.0;353.0
-728.0;1922;277.0;2390;-2390;-176.0;?;?;?
-725.0;?;150.0;?;?;-170.0;201;533.0;334.0
-721.0;55;-15.0;-2788;?;-163.0;55;529.0;?
-717.0;-696;-101.0;?;2443;?;-696;?;313.0
-712.0;-2066;-351.0;?;4171;-152.0;-2066;?;?
-706.0;?;-593.0;?;4929;?;-2304;?;292.0
?;-2390;-877.0;-5104;5104;-155.0;-2390;513.0;286.0
-694.0;?;-864.0;-4465;4465;-159.0;-2783;509.0;284.0
?;?;-592.0;?;3818;-161.0;-2937;504.0;286.0
-695.0;-2947;-73.0;-3230;?;-159.0;-2947;498.0;289.0
-703.0;-2606;?;-2737;2737;-153.0;-2606;493.0;282.0
?;-1960;?;-2872;2872;?;-1960;488.0;280.0
-713.0;90;458.0;-1625;1625;?;90;485.0;?
-712.0;2872;422.0;-142;?;-148.0;2872;?;284.0
?;2702;?;566;?;?;2702;479.0;292.0
-711.0;?;421.0;3050;-3050;-150.0;?;?;?
-712.0;1453;422.0;?;-2395;-151.0;1453;472.0;302.0
?;?;401.0;-140;140;-153.0;1420;465.0;305.0
-719.0;786;313.0;492;-492;-156.0;786;459.0;308.0
-722.0;811;157.0;439;?;-160.0;811;453.0;311.0
?;241;-4.0;46;-46;-166.0;241;448.0;315.0
-725.0;-84;-149.0;161;-161;-173.0;?;?;321.0
-725.0;124;-186.0;56;?;-180.0;?;438.0;331.0
-724.0;-10;-193.0;100;-100;-185.0;-10;435.0;?
-722.0;-5;-265.0;-12;12;-189.0;-5;432.0;?
-720.0;?;-237.0;7;-7;-190.0;?;?;368.0
?;3;-288.0;9;-9;-191.0;?;429.0;379.0
?;58;-347.0;-9;?;-191.0;?;428.0;391.0
?;11;?;7;?;-187.0;11;429.0;398.0
-700.0;6;-528.0;?;-3;-181.0;6;430.0;402.0
-695.0;?;-663.0;-18;18;-172.0;40;432.0;397.0
-691.0;?;-630.0;-54;?;?;31;435.0;?
-687.0;36;-603.0;-69;69;-160.0;36;?;385.0
-683.0;32;-548.0;-133;133;-156.0;?;448.0;380.0
-678.0;15;-663.0;-109;?;-150.0;?;458.0;374.0
-671.0;18;-133.0;-81;81;-146.0;18;466.0;369.0
-670.0;-2;?;-84;84;-141.0;-2;470.0;?
-668.0;?;-278.0;-40;40;-137.0;3;?;355.0
?;61;?;-105;105;-132.0;61;?;346.0
-655.0;85;-269.0;-35;?;-127.0;?;?;338.0
-652.0;44;?;-101;101;?;44;472.0;?
-648.0;85;-128.0;-8;?;-114.0;?;472.0;321.0
?;249;-135.0;257;-257;-107.0;249;?;313.0
-635.0;?;-21.0;?;-303;-101.0;?;?;?
-624.0;337;-149.0;1229;-1229;-95.0;?;492.0;302.0
-616.0;746;104.0;?;-2012;-89.0;746;?;296.0
-611.0;783;438.0;941;-941;-82.0;783;?;290.0
-606.0;962;622.0;-831;831;?;962;504.0;283.0
-604.0;718;466.0;-1930;?;-66.0;718;514.0;276.0
-602.0;-362;-9.0;?;1938;-57.0;?;525.0;269.0
-602.0;554;-514.0;-1693;?;-47.0;554;539.0;265.0
-601.0;?;-905.0;-1890;?;-36.0;1557;549.0;260.0
-597.0;672;-1564.0;-1292;1292;-27.0;672;?;254.0
-593.0;-14;?;-113;113;?;-14;?;251.0
-588.0;-175;-657.0;129;?;-14.0;-175;547.0;248.0
-585.0;-44;-563.0;?;-39;-7.0;-44;549.0;247.0
-580.0;-37;-186.0;29;-29;-1.0;-37;549.0;?
-574.0;-114;-91.0;-56;56;?;?;544.0;238.0
-568.0;-36;-91.0;?;18;11.0;-36;540.0;234.0
-563.0;-22;-253.0;-35;35;16.0;?;535.0;230.0
-556.0;?;-380.0;?;68;21.0;-3;534.0;226.0
-551.0;6;-266.0;-27;27;24.0;?;531.0;224.0
-550.0;-24;-203.0;-41;41;27.0;?;528.0;222.0
-551.0;-28;-55.0;-1;?;29.0;-28;527.0;?
-550.0;-4;?;27;-27;32.0;-4;529.0;222.0
-545.0;22;424.0;?;?;34.0;22;530.0;224.0
-544.0;?;669.0;-32;32;36.0;13;525.0;222.0
-544.0;?;946.0;-3;3;?;-18;?;221.0
-548.0;27;1243.0;-13;13;39.0;27;?;218.0
-553.0;21;?;?;25;?;?;522.0;?
-560.0;-28;1554.0;?;53;?;-28;524.0;211.0
-571.0;?;?;-44;44;41.0;-10;526.0;208.0
-582.0;-27;1592.0;?;11;?;?;530.0;205.0
-592.0;-39;1434.0;?;-1;40.0;-39;533.0;204.0
-601.0;?;1084.0;?;21;38.0;-15;533.0;206.0
-610.0;-10;800.0;-6;6;35.0;-10;530.0;207.0
-616.0;5;428.0;?;30;32.0;5;529.0;207.0
-620.0;20;?;-42;?;28.0;20;?;?
-622.0;?;118.0;37;-37;24.0;11;530.0;212.0
-623.0;-3;182.0;2;-2;19.0;-3;530.0;215.0
-625.0;-28;107.0;-33;33;?;-28;529.0;219.0
-626.0;-21;?;26;-26;?;?;529.0;223.0
-628.0;?;?;-14;14;5.0;17;528.0;226.0
?;30;255.0;-45;?;0.0;30;528.0;?
-633.0;?;221.0;1;-1;-4.0;?;529.0;?
-636.0;1;185.0;-28;28;-9.0;1;529.0;235.0
-638.0;16;178.0;?;52;-13.0;?;530.0;237.0
-638.0;?;99.0;-25;25;-17.0;?;?;239.0
-637.0;46;-28.0;-1;?;?;46;535.0;241.0
-636.0;-1;-56.0;-6;6;?;-1;537.0;?
-635.0;?;?;-38;38;-27.0;-27;540.0;245.0
?;?;-335.0;?;7;?;25;545.0;248.0
-627.0;?;-528.0;-38;38;-33.0;29;549.0;250.0
-624.0;-10;-710.0;?;60;-34.0;-10;554.0;252.0
-620.0;4;-988.0;-12;?;-35.0;?;561.0;255.0
-615.0;20;-1145.0;-26;?;-36.0;20;568.0;258.0
-611.0;?;?;3;-3;-36.0;28;571.0;262.0
-608.0;36;?;24;-24;?;36;576.0;265.0
-606.0;47;-545.0;?;?;-35.0;47;580.0;?
-604.0;26;-408.0;25;?;-35.0;26;583.0;273.0
-602.0;-26;?;46;-46;?;-26;586.0;277.0
-600.0;-13;-268.0;54;-54;-31.0;-13;?;?
-596.0;21;-170.0;62;-62;-29.0;21;589.0;284.0
-594.0;-1;-107.0;68;?;?;-1;587.0;287.0
-593.0;-10;-81.0;?;-58;-24.0;-10;584.0;289.0
-591.0;?;-55.0;57;-57;?;-1;?;290.0
?;-12;-7.0;51;-51;-18.0;-12;?;291.0
-581.0;-2;0.0;8;?;-16.0;?;573.0;290.0
-581.0;?;?;-3;3;-13.0;?;564.0;288.0
-582.0;-25;25.0;20;-20;-10.0;-25;557.0;285.0
-584.0;-48;-100.0;-3;3;?;-48;550.0;282.0
-588.0;-21;-77.0;?;11;-3.0;-21;544.0;278.0
-591.0;-14;-91.0;27;-27;1.0;?;538.0;276.0
-594.0;-58;?;18;-18;4.0;?;532.0;274.0
?;-61;-20.0;-4;4;8.0;-61;527.0;272.0
-599.0;-47;70.0;-15;15;12.0;-47;522.0;?
-602.0;-84;182.0;-61;61;15.0;-84;519.0;268.0
?;-90;?;-71;71;18.0;-90;?;265.0
-602.0;-95;353.0;-46;46;21.0;-95;?;?
-601.0;?;361.0;-71;71;24.0;-66;512.0;?
-599.0;13;354.0;-91;91;26.0;13;510.0;253.0
?;-71;359.0;-133;133;?;-71;510.0;247.0
-597.0;1;302.0;-224;224;29.0;?;510.0;241.0
-596.0;?;172.0;-190;190;?;157;509.0;235.0
-597.0;?;74.0;-84;84;31.0;100;509.0;229.0
-599.0;100;?;?;82;31.0;100;?;223.0
-600.0;33;-172.0;?;52;31.0;?;510.0;218.0
-600.0;-38;?;?;?;30.0;-38;511.0;214.0
-599.0;7;66.0;33;?;?;?;512.0;?
-599.0;-9;241.0;?;-28;28.0;?;513.0;208.0
-601.0;-11;485.0;44;-44;28.0;-11;506.0;?
-605.0;?;539.0;55;-55;28.0;?;505.0;205.0
-610.0;92;?;120;-120;27.0;92;505.0;206.0
?;160;193.0;113;-113;27.0;?;?;?
-629.0;123;100.0;42;-42;26.0;?;507.0;210.0
-635.0;?;41.0;?;?;25.0;?;508.0;215.0
-641.0;-1;-149.0;44;-44;23.0;-1;?;221.0
-645.0;-7;-336.0;47;-47;20.0;?;510.0;?
-645.0;-25;-291.0;10;?;16.0;-25;?;235.0
-641.0;-37;-417.0;-32;32;12.0;?;519.0;243.0
-636.0;?;?;21;-21;?;-23;522.0;250.0
-633.0;2;-171.0;51;-51;3.0;2;522.0;255.0
-633.0;19;-191.0;16;-16;-1.0;19;522.0;260.0
-635.0;?;-205.0;1;-1;-5.0;26;522.0;264.0
-635.0;-22;?;-41;41;-9.0;-22;521.0;?
-632.0;-40;-347.0;-13;13;-14.0;-40;524.0;272.0
-626.0;1;?;76;-76;?;?;?;276.0
?;-19;-9.0;42;-42;-22.0;-19;521.0;279.0
-622.0;-71;?;-51;51;-25.0;-71;522.0;?
?;-58;?;-71;71;?;-58;521.0;282.0
-623.0;1;67.0;-2;2;-31.0;1;522.0;283.0
-620.0;22;?;27;-27;-33.0;22;525.0;?
?;3;418.0;?;-11;?;3;529.0;285.0
?;0;202.0;14;-14;-38.0;0;532.0;286.0
-611.0;?;243.0;5;-5;-40.0;9;538.0;?
-608.0;?;?;15;-15;?;?;548.0;284.0
-605.0;94;-35.0;48;-48;-41.0;94;553.0;283.0
-608.0;158;-108.0;68;-68;-41.0;?;556.0;282.0
-612.0;157;-119.0;11;-11;?;157;560.0;282.0
-618.0;85;?;-34;34;-40.0;85;564.0;?
?;5;?;?;-18;?;5;570.0;282.0
?;-7;103.0;29;?;-40.0;-7;576.0;283.0
-619.0;-29;?;18;-18;-39.0;-29;582.0;285.0
-616.0;-12;135.0;-19;?;-39.0;-12;584.0;287.0
-615.0;36;?;-26;26;-40.0;36;585.0;290.0
-616.0;8;189.0;?;-35;-40.0;?;585.0;292.0
?;4;?;13;-13;-40.0;4;?;294.0
-621.0;?;135.0;?;24;-40.0;55;585.0;295.0
-622.0;78;?;-25;?;-40.0;78;585.0;296.0
-624.0;17;?;?;21;-40.0;17;586.0;296.0
-623.0;-20;293.0;-2;2;-40.0;-20;588.0;295.0
-621.0;10;268.0;4;-4;?;10;?;295.0
-618.0;11;200.0;5;-5;-38.0;?;?;?
-616.0;1;140.0;-4;4;-38.0;1;592.0;294.0
-616.0;-32;64.0;2;?;-37.0;-32;592.0;293.0
?;7;28.0;41;-41;-36.0;7;591.0;291.0
-617.0;34;154.0;50;-50;?;34;591.0;290.0
-617.0;-11;185.0;-16;16;?;-11;591.0;289.0
-617.0;32;250.0;?;68;?;?;591.0;?
?;24;307.0;?;22;-33.0;24;?;286.0
-616.0;17;413.0;?;?;-32.0;17;592.0;285.0
?;38;483.0;35;?;-31.0;38;?;284.0
-614.0;-21;?;19;-19;-31.0;?;594.0;284.0
?;-23;431.0;4;?;?;-23;?;283.0
-615.0;17;?;22;-22;-30.0;?;?;283.0
-614.0;9;138.0;?;?;-29.0;9;597.0;283.0
-613.0;-10;-148.0;-7;7;-29.0;-10;597.0;284.0
-615.0;-7;-114.0;23;-23;-29.0;-7;?;284.0
-617.0;?;-53.0;-5;5;-29.0;11;597.0;?
-614.0;10;53.0;-36;36;?;10;599.0;287.0
-612.0;-15;?;-7;7;-30.0;-15;599.0;?
?;?;?;-32;32;-30.0;-32;597.0;288.0
-611.0;-28;-31.0;-40;40;-30.0;-28;597.0;287.0
-612.0;-19;-1.0;-10;?;-29.0;-19;597.0;287.0
-612.0;-11;43.0;?;17;-29.0;-11;597.0;287.0
-611.0;-20;54.0;-16;16;?;-20;598.0;?
-610.0;-19;?;-31;?;-28.0;-19;598.0;?
-609.0;2;33.0;-39;39;-28.0;2;598.0;286.0
-608.0;-42;36.0;-36;36;?;?;?;?
-607.0;-51;?;-33;33;-27.0;-51;597.0;286.0
-606.0;24;-103.0;-3;3;-26.0;?;596.0;285.0
-606.0;?;?;13;?;?;15;594.0;284.0
?;-9;43.0;14;-14;-25.0;?;593.0;284.0
?;24;32.0;10;-10;-25.0;24;592.0;284.0
-600.0;?;?;-1;1;-25.0;21;?;284.0
-598.0;-6;?;-7;7;?;-6;588.0;283.0
-595.0;?;347.0;?;5;?;?;585.0;282.0
?;?;468.0;20;-20;-25.0;28;583.0;280.0
-590.0;21;495.0;?;-27;?;?;582.0;279.0
-584.0;-10;432.0;-14;14;-25.0;?;579.0;277.0
-578.0;-2;443.0;-2;2;-25.0;-2;569.0;?
-578.0;7;315.0;-6;6;-24.0;7;553.0;272.0
?;-22;242.0;-45;?;?;-22;537.0;?
-578.0;0;259.0;20;?;-23.0;0;523.0;267.0
?;44;221.0;49;-49;-23.0;44;?;266.0
-574.0;14;?;12;?;-22.0;14;494.0;265.0
-572.0;5;31.0;28;-28;-22.0;5;479.0;264.0
-570.0;34;-185.0;?;-58;-22.0;?;?;263.0
?;?;-313.0;34;-34;?;41;?;?
?;43;-396.0;-20;20;-22.0;43;444.0;262.0
?;23;-426.0;-18;18;-21.0;23;436.0;261.0
?;34;-441.0;9;-9;-21.0;34;429.0;261.0
?;47;-501.0;17;-17;-21.0;47;?;259.0
-549.0;0;-540.0;25;-25;-21.0;0;421.0;258.0
-549.0;-21;-580.0;14;?;-21.0;-21;421.0;?
-548.0;-12;-578.0;?;-2;-20.0;-12;423.0;?
-549.0;-11;-597.0;13;-13;-20.0;-11;425.0;254.0
-550.0;-12;-510.0;?;?;-20.0;-12;429.0;252.0
?;-10;-383.0;20;-20;-20.0;-10;435.0;251.0
?;-12;-255.0;8;-8;?;-12;441.0;250.0
-550.0;?;?;-7;7;-19.0;-21;447.0;248.0
-550.0;-9;22.0;34;-34;?;-9;450.0;247.0
-551.0;?;187.0;-7;7;-18.0;22;454.0;246.0
-552.0;?;212.0;-44;?;-18.0;?;459.0;245.0
?;29;165.0;?;33;-18.0;?;?;246.0
-555.0;17;172.0;-9;9;-19.0;?;469.0;246.0
-556.0;?;518.0;?;-34;-19.0;0;472.0;247.0
-558.0;20;635.0;-8;8;-20.0;20;474.0;248.0
-562.0;46;?;?;-1;?;?;471.0;248.0
-569.0;?;867.0;5;-5;?;25;465.0;248.0
-579.0;8;?;-15;15;-19.0;8;459.0;248.0
-589.0;9;?;?;-3;-19.0;9;452.0;248.0
-598.0;?;808.0;-24;24;-20.0;0;443.0;?
-607.0;12;710.0;-4;4;-22.0;12;?;?
-615.0;?;674.0;0;0;-23.0;35;?;251.0
-621.0;43;655.0;?;-3;-25.0;43;?;252.0
-626.0;36;?;10;?;-26.0;36;408.0;?
-630.0;7;?;-15;15;-28.0;7;398.0;254.0
-633.0;?;?;10;-10;-31.0;?;389.0;256.0
-633.0;-18;?;?;?;-34.0;-18;381.0;?
-632.0;10;56.0;9;-9;?;10;?;262.0
-628.0;?;-70.0;10;-10;?;40;366.0;?
-623.0;21;-258.0;8;-8;-45.0;?;359.0;268.0
-619.0;11;-367.0;24;-24;-48.0;11;352.0;272.0
-613.0;?;-404.0;21;-21;?;15;349.0;275.0
?;?;?;?;-53;-56.0;?;346.0;277.0
-605.0;-23;-532.0;?;-28;-59.0;-23;345.0;280.0
?;11;-498.0;27;-27;?;?;345.0;281.0
?;-14;-452.0;50;?;?;?;?;282.0
-595.0;?;-460.0;?;-4;?;0;350.0;281.0
-594.0;15;-361.0;11;-11;-66.0;?;?;279.0
-592.0;39;-302.0;1;-1;-68.0;?;?;279.0
-591.0;?;-327.0;11;?;?;-16;363.0;278.0
-587.0;?;-513.0;?;-54;?;?;366.0;277.0
-583.0;19;-652.0;27;-27;-70.0;?;368.0;?
?;?;?;34;-34;-70.0;?;367.0;273.0
-575.0;-5;?;45;-45;-71.0;-5;365.0;?
-572.0;?;?;-28;28;?;?;364.0;?
-568.0;0;-748.0;-35;35;-70.0;0;364.0;262.0
-563.0;3;-777.0;-22;22;-69.0;3;363.0;257.0
-559.0;-6;-642.0;-75;?;-67.0;-6;359.0;251.0
-555.0;-21;-505.0;?;97;?;?;358.0;245.0
?;21;-523.0;?;49;?;21;?;239.0
?;35;-825.0;?;-31;-62.0;35;356.0;?
-543.0;31;-882.0;-28;28;-60.0;31;354.0;?
-541.0;40;-1067.0;-52;52;?;40;352.0;223.0
-541.0;2;-1372.0;3;?;-57.0;2;352.0;220.0
-541.0;?;-1348.0;-44;44;-56.0;?;353.0;?
-541.0;-32;-1395.0;0;0;-55.0;-32;?;213.0
-540.0;-20;-1568.0;60;-60;-54.0;-20;355.0;210.0
?;?;-1754.0;?;-75;-56.0;26;358.0;210.0
?;36;-1883.0;95;-95;?;36;361.0;210.0
-539.0;21;-2057.0;37;-37;-59.0;21;371.0;210.0
-537.0;40;-2267.0;4;-4;-60.0;?;386.0;209.0
-529.0;13;-1972.0;-7;7;?;?;398.0;211.0
-515.0;-16;-1426.0;?;?;?;-16;401.0;213.0
?;-5;?;?;?;-66.0;-5;?;216.0
-496.0;-18;-279.0;-32;32;-68.0;-18;395.0;218.0
-494.0;-31;85.0;?;54;-69.0;?;392.0;218.0
-496.0;-14;328.0;-19;19;-70.0;?;389.0;218.0
?;-6;475.0;?;36;-70.0;-6;?;?
-510.0;?;596.0;-8;?;?;-22;387.0;218.0
-519.0;-12;713.0;-22;?;-71.0;?;387.0;?
-527.0;-1;798.0;-79;79;-71.0;-1;388.0;220.0
-534.0;-11;897.0;?;12;-72.0;-11;387.0;221.0
?;15;?;-8;8;-73.0;?;385.0;222.0
-544.0;30;793.0;?;?;-74.0;30;384.0;223.0
-547.0;-1;717.0;-68;?;-75.0;-1;384.0;225.0
-549.0;12;?;?;2;-76.0;12;385.0;227.0
?;13;507.0;?;-32;-78.0;13;386.0;230.0
-553.0;-21;412.0;-7;?;-79.0;-21;388.0;232.0
-555.0;-12;407.0;?;?;-82.0;-12;392.0;?
-555.0;-26;?;-22;22;-84.0;?;396.0;238.0
-555.0;-17;?;-28;?;?;-17;399.0;241.0
-556.0;23;172.0;-26;26;-88.0;23;402.0;244.0
-557.0;?;?;-25;25;-90.0;31;405.0;?
-559.0;30;?;-26;26;-91.0;30;409.0;249.0
-562.0;?;-38.0;-38;38;-92.0;5;412.0;252.0
-564.0;-10;-164.0;-9;9;-93.0;-10;415.0;?
-566.0;-11;?;?;?;-93.0;?;?;258.0
-566.0;-10;-173.0;?;?;-94.0;-10;420.0;?
-565.0;-12;?;51;-51;?;-12;419.0;262.0
-564.0;?;-66.0;45;?;-93.0;?;418.0;?
-564.0;9;?;?;-28;-92.0;9;?;263.0
?;6;?;69;-69;?;6;?;263.0
-564.0;?;?;53;?;-89.0;25;416.0;263.0
?;22;?;24;?;-89.0;22;414.0;264.0
-563.0;-2;92.0;60;?;-89.0;-2;413.0;?
-563.0;-19;91.0;56;?;?;?;415.0;?
-564.0;-71;?;7;-7;-91.0;-71;417.0;269.0
-565.0;-31;55.0;-26;26;-93.0;?;420.0;?
-566.0;4;73.0;?;-18;-96.0;?;?;?
?;-30;155.0;57;-57;?;?;427.0;?
-571.0;-20;?;19;?;-100.0;-20;431.0;?
?;-38;290.0;?;-4;-101.0;-38;433.0;283.0
-577.0;-66;381.0;7;-7;-102.0;-66;?;284.0
-580.0;?;?;-13;13;-101.0;-45;435.0;285.0
-583.0;-50;568.0;?;38;-101.0;-50;437.0;285.0
-586.0;-42;515.0;-47;47;-100.0;-42;438.0;?
?;13;350.0;-35;35;-98.0;13;439.0;283.0
-591.0;?;460.0;-27;27;-96.0;?;?;281.0
-593.0;-27;449.0;-2;2;-93.0;-27;440.0;277.0
?;7;?;38;-38;-90.0;7;440.0;271.0
-595.0;14;413.0;-11;11;-87.0;14;440.0;265.0
-594.0;-19;?;-42;42;-85.0;-19;439.0;258.0
-591.0;-31;?;5;-5;-83.0;-31;436.0;252.0
-587.0;-15;42.0;-3;3;-81.0;?;433.0;247.0
-583.0;30;-90.0;3;-3;?;30;429.0;243.0
-579.0;34;-278.0;17;-17;-78.0;34;425.0;?
-575.0;-8;?;-22;22;-77.0;-8;421.0;?
-571.0;-4;-610.0;10;?;?;-4;417.0;236.0
?;?;-645.0;21;-21;?;?;413.0;235.0
-567.0;20;-580.0;?;?;-74.0;20;412.0;233.0
?;33;-495.0;1;?;-73.0;33;410.0;?
-562.0;?;?;27;-27;-72.0;40;?;230.0
-559.0;3;-224.0;0;0;-70.0;3;?;229.0
-556.0;7;-80.0;29;-29;-69.0;7;407.0;227.0
-554.0;30;?;-17;17;-67.0;30;406.0;?
-553.0;12;43.0;?;?;-65.0;12;405.0;224.0
-552.0;?;19.0;11;-11;?;24;405.0;?
-551.0;?;45.0;11;-11;?;?;?;?
-551.0;8;64.0;-4;4;?;?;404.0;219.0
-550.0;23;99.0;-1;1;-61.0;23;404.0;219.0
?;20;81.0;-56;56;-60.0;20;?;219.0
-551.0;19;92.0;-61;61;-60.0;19;?;?
-551.0;21;75.0;-51;51;-59.0;21;401.0;219.0
-551.0;21;?;-61;61;-59.0;21;400.0;219.0
?;?;46.0;-54;54;-59.0;19;?;220.0
-552.0;22;60.0;-55;?;-59.0;22;399.0;221.0
-553.0;31;83.0;?;8;-59.0;31;398.0;222.0
-553.0;7;63.0;38;-38;-59.0;7;399.0;223.0
-553.0;-12;60.0;-9;9;-59.0;?;400.0;224.0
-553.0;-5;?;?;19;-60.0;?;401.0;225.0
-554.0;-4;?;13;-13;-60.0;-4;403.0;226.0
-554.0;-37;78.0;41;?;?;-37;?;228.0
-555.0;-53;85.0;74;-74;-63.0;-53;407.0;231.0
-557.0;?;117.0;36;-36;-65.0;-11;410.0;?
-558.0;0;?;?;-21;-67.0;?;413.0;?
?;-21;?;?;-15;?;-21;?;?
?;-18;?;?;10;-70.0;-18;419.0;241.0
-564.0;-11;186.0;?;?;-70.0;-11;421.0;?
-566.0;-11;?;5;-5;-71.0;-11;424.0;246.0
-568.0;?;138.0;4;-4;-71.0;-6;426.0;248.0
-570.0;14;128.0;-8;?;-71.0;14;428.0;249.0
-571.0;?;94.0;-37;37;-72.0;20;430.0;251.0
?;?;119.0;-13;13;-73.0;23;431.0;253.0
-571.0;29;84.0;15;-15;-73.0;29;?;255.0
-572.0;3;82.0;?;-14;-75.0;3;433.0;256.0
-572.0;-19;?;20;-20;?;-19;?;257.0
?;-23;?;-6;6;-76.0;-23;435.0;258.0
-572.0;-14;-53.0;9;-9;-76.0;?;436.0;258.0
-572.0;21;-26.0;?;-3;-77.0;21;437.0;259.0
-572.0;51;7.0;-34;?;-77.0;?;437.0;259.0
-572.0;?;-2.0;25;?;-78.0;?;438.0;259.0
-572.0;-17;3.0;28;-28;-78.0;-17;?;258.0
-572.0;-11;21.0;9;-9;-78.0;-11;438.0;258.0
-572.0;2;9.0;?;-36;-78.0;?;438.0;258.0
-573.0;?;37.0;?;-45;-79.0;15;439.0;258.0
-573.0;30;35.0;33;-33;-79.0;30;439.0;?
-574.0;?;-1.0;-18;18;-79.0;-4;439.0;258.0
?;-18;-6.0;-34;34;-80.0;?;439.0;259.0
?;-1;?;-10;10;-80.0;-1;?;258.0
-574.0;?;34.0;8;-8;-80.0;-3;439.0;?
-574.0;1;?;-31;31;-80.0;1;439.0;258.0
-574.0;-1;0.0;-97;97;-79.0;-1;?;257.0
-574.0;-12;?;-63;63;-79.0;-12;?;257.0
?;-2;84.0;?;-6;?;-2;439.0;256.0
-574.0;-7;?;?;-6;-79.0;?;438.0;256.0
-574.0;-9;341.0;-11;11;?;-9;436.0;?
-574.0;-15;?;-16;?;-79.0;?;435.0;256.0
-575.0;-31;860.0;3;-3;?;-31;432.0;254.0
-577.0;-7;?;41;-41;-75.0;-7;430.0;251.0
-578.0;2;?;43;-43;-72.0;2;427.0;247.0
-581.0;2;1590.0;53;-53;-68.0;2;426.0;243.0
-586.0;9;1591.0;42;-42;-65.0;9;425.0;239.0
-593.0;-1;1720.0;?;12;-62.0;-1;423.0;236.0
-603.0;9;1839.0;-8;?;-59.0;9;422.0;233.0
-616.0;13;1922.0;15;?;-56.0;13;?;?
-630.0;?;1974.0;14;-14;-53.0;?;417.0;?
-644.0;4;1960.0;?;-36;-52.0;4;416.0;225.0
-657.0;11;1913.0;7;-7;-50.0;?;411.0;223.0
-669.0;10;?;-11;?;?;10;406.0;222.0
-679.0;19;?;32;?;-50.0;19;400.0;223.0
-686.0;?;1003.0;?;-12;-51.0;11;396.0;226.0
-695.0;-24;520.0;17;?;-54.0;-24;?;229.0
-701.0;-5;315.0;33;-33;-57.0;-5;394.0;234.0
-703.0;-10;?;?;7;-62.0;?;398.0;239.0
-702.0;?;48.0;-4;4;-67.0;-29;400.0;245.0
?;16;-51.0;6;-6;-71.0;?;402.0;249.0
?;20;-154.0;-31;31;?;20;406.0;252.0
-699.0;39;-184.0;-56;56;-79.0;39;409.0;?
-697.0;38;-22.0;1;-1;-83.0;38;412.0;?
?;-25;?;46;-46;-85.0;-25;416.0;262.0
-691.0;-7;-79.0;12;?;-88.0;-7;419.0;263.0
?;?;?;11;?;-89.0;?;?;?
-684.0;-19;-86.0;29;-29;-91.0;-19;420.0;267.0
-682.0;?;-59.0;7;-7;?;-27;420.0;268.0
-681.0;21;-108.0;11;-11;-93.0;21;419.0;?
-682.0;27;-68.0;?;-11;-93.0;27;418.0;268.0
-682.0;21;-63.0;16;-16;-94.0;21;417.0;267.0
-683.0;33;-10.0;69;?;-94.0;33;418.0;?
-683.0;-17;59.0;65;-65;-94.0;-17;418.0;?
?;-59;142.0;42;-42;?;-59;?;?
-684.0;-17;?;?;0;-94.0;-17;419.0;265.0
-684.0;23;67.0;-35;35;-93.0;?;420.0;?
-684.0;9;0.0;5;-5;-93.0;9;422.0;265.0
-684.0;-2;-14.0;16;-16;-93.0;?;?;?
-683.0;10;-35.0;18;-18;-92.0;10;424.0;265.0
-683.0;1;32.0;31;-31;?;?;424.0;265.0
-683.0;6;54.0;39;?;-92.0;6;424.0;?
-683.0;?;?;57;-57;-92.0;?;425.0;265.0
-683.0;20;?;?;-55;-92.0;?;?;264.0
?;?;-8.0;53;?;-91.0;24;427.0;264.0
-682.0;-17;?;63;?;-91.0;-17;428.0;264.0
-681.0;-19;20.0;61;-61;-91.0;-19;428.0;265.0
-681.0;56;17.0;29;-29;-90.0;?;428.0;265.0
?;55;?;-22;?;-91.0;?;429.0;265.0
?;?;99.0;-17;17;-91.0;?;430.0;266.0
-678.0;94;?;52;-52;?;94;432.0;266.0
-679.0;46;?;?;-71;-92.0;46;432.0;267.0
-681.0;17;62.0;72;-72;-92.0;?;?;267.0
-684.0;30;?;?;-145;-92.0;30;?;?
-687.0;23;232.0;182;-182;-91.0;?;428.0;?
-692.0;77;220.0;112;-112;-90.0;77;?;267.0
-695.0;125;179.0;51;?;-90.0;125;427.0;?
