PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT);NMHC(GT)
889.0;20.8;7.8;35.3;?;989.0;889.0;?;664.0;1.6;89.0;85.0;-200.0
802.0;23.9;11.1;33.3;1.2085;1075.0;1020.0;1732.0;797.0;2.1;103.0;109.0;-200.0
695.0;30.8;15.9;30.3;1.3044;1190.0;1177.0;1934.0;1046.0;3.0;128.0;168.0;-200.0
706.0;34.5;13.7;28.3;1.3084;1172.0;1108.0;1878.0;1058.0;2.8;122.0;166.0;-200.0
594.0;38.9;21.6;27.1;1.3758;1256.0;1340.0;2176.0;1214.0;3.8;125.0;149.0;-200.0
658.0;43.2;16.8;25.4;1.3805;1190.0;1203.0;1967.0;1056.0;3.2;119.0;118.0;-200.0
601.0;45.3;20.5;24.6;1.3767;1249.0;1310.0;2114.0;1280.0;4.1;126.0;160.0;-200.0
711.0;46.0;14.1;23.7;1.3346;1072.0;?;1838.0;1045.0;2.6;100.0;124.0;-200.0
750.0;48.1;10.9;23.0;1.3322;1035.0;1011.0;1752.0;1039.0;2.0;94.0;95.0;-200.0
1030.0;?;?;24.8;1.3366;839.0;690.0;1457.0;640.0;0.9;52.0;34.0;?
1061.0;47.4;3.3;23.1;1.3208;833.0;671.0;1482.0;705.0;0.7;-200.0;-200.0;-200.0
1144.0;50.2;2.4;21.7;1.2917;804.0;616.0;?;662.0;0.6;64.0;45.0;-200.0
1097.0;50.7;3.0;21.9;1.3138;811.0;651.0;1442.0;579.0;0.6;46.0;35.0;-200.0
818.0;57.0;8.9;20.1;1.3216;1028.0;934.0;1743.0;987.0;1.6;88.0;141.0;-200.0
671.0;51.8;14.8;?;1.3129;1138.0;1141.0;1927.0;1197.0;2.6;104.0;199.0;-200.0
649.0;48.7;16.2;22.9;1.3416;1203.0;1185.0;1968.0;1328.0;2.9;125.0;224.0;-200.0
667.0;41.0;14.6;25.7;1.3351;?;1136.0;1924.0;1370.0;2.8;151.0;245.0;-200.0
858.0;33.2;8.0;?;1.3793;1049.0;?;1671.0;921.0;1.9;113.0;153.0;-200.0
828.0;28.0;9.1;?;1.3789;1090.0;942.0;1713.0;876.0;1.9;102.0;?;-200.0
808.0;25.6;10.0;34.0;1.3363;1070.0;976.0;1688.0;819.0;2.1;108.0;130.0;-200.0
826.0;22.6;9.8;34.7;1.2297;1014.0;970.0;1684.0;763.0;1.9;93.0;95.0;-200.0
882.0;20.3;8.3;35.5;1.1586;972.0;912.0;1596.0;675.0;?;?;88.0;-200.0
920.0;18.8;7.5;35.9;1.0912;?;880.0;1539.0;637.0;1.6;84.0;89.0;?
802.0;18.6;11.7;36.2;1.0945;1033.0;1038.0;?;826.0;2.1;111.0;127.0;-200.0
817.0;15.3;13.3;35.4;0.8613;983.0;1094.0;1659.0;854.0;?;115.0;?;-200.0
813.0;15.5;14.4;32.9;0.7649;973.0;1128.0;1642.0;894.0;2.8;127.0;170.0;-200.0
737.0;19.8;17.9;29.9;0.8211;1083.0;1237.0;1786.0;1077.0;3.4;129.0;210.0;-200.0
763.0;22.4;15.9;28.1;0.8394;1062.0;1176.0;1743.0;1121.0;3.4;140.0;230.0;-200.0
808.0;24.7;14.2;?;0.8233;1011.0;1122.0;1680.0;1071.0;?;137.0;203.0;-200.0
765.0;28.7;13.8;25.0;0.8944;1054.0;1110.0;1670.0;1167.0;2.6;130.0;174.0;-200.0
793.0;31.0;?;24.3;0.9268;1013.0;1038.0;1598.0;1162.0;2.3;121.0;164.0;-200.0
975.0;?;6.2;24.0;0.919;870.0;823.0;1398.0;848.0;1.2;?;76.0;-200.0
1006.0;34.9;5.1;?;0.9362;857.0;769.0;1390.0;759.0;1.0;69.0;52.0;-200.0
1036.0;37.6;4.5;21.2;0.9355;835.0;739.0;1382.0;694.0;0.9;61.0;47.0;-200.0
1005.0;42.3;4.9;19.5;0.9461;844.0;759.0;1409.0;848.0;1.1;-200.0;-200.0;-200.0
1129.0;39.4;2.5;21.2;0.9802;763.0;622.0;1321.0;689.0;-200.0;58.0;37.0;-200.0
1171.0;42.4;2.3;19.5;0.9515;769.0;606.0;1314.0;610.0;0.4;?;41.0;-200.0
960.0;45.8;5.5;18.6;0.9723;?;790.0;1466.0;816.0;0.9;70.0;74.0;-200.0
779.0;44.1;10.4;19.7;1.0039;1037.0;993.0;1680.0;1158.0;1.8;104.0;168.0;?
728.0;39.4;12.4;21.9;1.0243;1090.0;1065.0;?;1228.0;2.2;109.0;176.0;-200.0
716.0;34.3;14.0;24.5;1.0407;1117.0;1118.0;1791.0;1323.0;2.4;129.0;184.0;-200.0
761.0;25.6;12.7;30.0;1.0674;1109.0;1074.0;1734.0;1274.0;2.3;144.0;187.0;-200.0
912.0;18.9;9.0;?;1.0168;961.0;939.0;1508.0;846.0;1.6;101.0;118.0;-200.0
918.0;17.5;8.5;36.3;1.0411;985.0;919.0;1540.0;737.0;1.4;90.0;89.0;-200.0
910.0;16.0;8.2;37.7;1.0231;960.0;909.0;1523.0;675.0;1.4;86.0;70.0;-200.0
1013.0;15.8;5.9;38.3;1.0465;927.0;806.0;1446.0;559.0;1.0;69.0;51.0;?
1002.0;17.5;5.6;38.4;1.1609;958.0;795.0;1481.0;604.0;1.0;65.0;52.0;-200.0
935.0;20.5;6.7;37.2;1.2813;1019.0;842.0;1565.0;729.0;1.2;73.0;70.0;-200.0
955.0;26.4;6.1;34.0;1.3781;1010.0;816.0;1567.0;741.0;1.3;73.0;80.0;-200.0
917.0;30.4;6.7;32.3;1.445;1030.0;844.0;1599.0;747.0;1.5;78.0;90.0;-200.0
?;33.9;9.2;30.5;1.4564;1100.0;946.0;1726.0;932.0;1.9;98.0;111.0;-200.0
?;37.8;8.2;29.2;1.5098;1079.0;909.0;1686.0;928.0;1.8;99.0;107.0;-200.0
900.0;?;7.0;28.4;1.4881;1036.0;859.0;1645.0;860.0;1.4;83.0;73.0;-200.0
827.0;40.6;9.5;27.7;1.4828;1085.0;959.0;1747.0;963.0;1.7;88.0;75.0;-200.0
683.0;42.5;15.1;27.2;1.5069;1214.0;1151.0;1938.0;1309.0;2.7;117.0;144.0;-200.0
728.0;44.8;11.7;26.5;1.528;1127.0;1041.0;1830.0;1266.0;?;97.0;120.0;?
776.0;47.6;9.3;25.5;1.5318;1038.0;950.0;1750.0;1181.0;1.4;75.0;71.0;-200.0
873.0;47.8;6.4;25.2;1.5076;948.0;829.0;1638.0;937.0;1.0;53.0;40.0;-200.0
848.0;53.7;6.7;23.2;1.5046;953.0;844.0;1685.0;995.0;1.0;-200.0;-200.0;-200.0
975.0;52.3;4.2;23.2;1.4668;869.0;723.0;1522.0;789.0;0.8;45.0;?;-200.0
1127.0;50.3;2.6;24.0;1.4811;809.0;628.0;1490.0;682.0;0.5;42.0;27.0;-200.0
1088.0;51.2;2.8;23.5;1.4634;833.0;641.0;1496.0;717.0;0.6;44.0;30.0;-200.0
1083.0;50.8;3.1;23.5;?;857.0;?;1511.0;696.0;0.6;50.0;40.0;?
913.0;?;6.2;?;1.4597;966.0;820.0;1634.0;807.0;1.0;60.0;56.0;-200.0
823.0;41.1;7.9;?;1.4611;1063.0;894.0;1688.0;1025.0;1.6;100.0;104.0;-200.0
782.0;32.4;10.5;31.0;1.4294;1110.0;996.0;1771.0;1090.0;1.9;111.0;121.0;-200.0
844.0;24.8;9.0;35.2;?;1055.0;941.0;1648.0;932.0;1.7;110.0;100.0;-200.0
991.0;?;6.3;37.8;1.1977;939.0;828.0;1486.0;639.0;1.1;74.0;59.0;-200.0
1195.0;15.1;3.5;39.0;1.0424;816.0;684.0;?;467.0;0.8;56.0;?;-200.0
1175.0;12.8;4.0;41.3;0.9933;841.0;712.0;1339.0;476.0;0.7;50.0;38.0;-200.0
?;11.9;4.2;41.8;0.9476;842.0;722.0;1294.0;490.0;0.7;54.0;40.0;?
967.0;14.2;6.9;42.2;1.1609;990.0;852.0;1488.0;669.0;1.2;90.0;70.0;-200.0
916.0;15.5;7.9;41.4;1.2089;1042.0;894.0;1537.0;800.0;1.6;109.0;95.0;-200.0
879.0;21.4;7.9;?;1.4605;1089.0;893.0;1609.0;791.0;1.6;110.0;90.0;-200.0
799.0;?;10.3;34.3;1.3865;1102.0;990.0;1685.0;849.0;1.7;103.0;90.0;-200.0
799.0;27.7;10.5;32.7;1.3439;?;996.0;1695.0;934.0;?;120.0;111.0;-200.0
761.0;30.4;12.7;30.5;1.3031;1116.0;1075.0;1784.0;1081.0;2.3;134.0;135.0;-200.0
777.0;33.6;11.9;29.0;1.3277;1105.0;1046.0;1751.0;1102.0;2.4;137.0;146.0;-200.0
830.0;36.6;9.3;28.2;1.3781;?;950.0;1636.0;914.0;?;99.0;100.0;-200.0
857.0;38.9;7.9;?;1.3821;991.0;896.0;1616.0;926.0;1.2;78.0;69.0;?
952.0;40.0;5.0;26.7;1.3754;923.0;765.0;1508.0;786.0;1.0;63.0;?;-200.0
1049.0;41.2;3.4;26.0;1.3598;874.0;679.0;1444.0;619.0;0.6;41.0;26.0;?
1068.0;50.1;3.2;22.8;1.3677;846.0;662.0;1464.0;633.0;0.5;-200.0;-200.0;-200.0
1079.0;46.6;2.7;24.0;1.37;838.0;632.0;1438.0;634.0;0.4;39.0;24.0;-200.0
1075.0;46.4;3.1;?;1.3689;827.0;656.0;1447.0;722.0;0.5;60.0;55.0;-200.0
984.0;47.1;5.0;23.7;1.3602;901.0;763.0;1552.0;717.0;0.7;54.0;47.0;-200.0
603.0;47.3;20.7;23.6;1.3634;1291.0;1316.0;2172.0;1445.0;3.2;119.0;209.0;-200.0
503.0;43.1;32.4;25.5;1.3891;?;1606.0;2568.0;1786.0;5.6;159.0;348.0;-200.0
565.0;36.8;?;28.5;1.4128;1363.0;1410.0;2199.0;1791.0;4.6;182.0;337.0;-200.0
671.0;28.0;16.6;32.6;1.3566;1218.0;?;1907.0;1413.0;3.3;183.0;280.0;-200.0
751.0;23.4;13.2;?;1.3902;1132.0;1091.0;1795.0;1092.0;2.1;144.0;169.0;?
770.0;21.5;12.3;?;?;1103.0;1060.0;1748.0;940.0;1.9;118.0;126.0;-200.0
770.0;19.0;12.1;39.6;1.3447;1081.0;1053.0;1773.0;883.0;1.9;106.0;108.0;-200.0
793.0;19.3;11.1;40.1;1.4013;1079.0;1018.0;1739.0;850.0;1.6;97.0;93.0;-200.0
741.0;20.0;13.1;40.4;1.4854;1167.0;1087.0;1820.0;928.0;2.0;129.0;112.0;-200.0
772.0;20.1;11.6;39.9;?;1148.0;1037.0;1720.0;835.0;1.8;130.0;110.0;-200.0
670.0;19.6;17.7;39.1;1.3542;1221.0;1230.0;1905.0;1157.0;2.9;163.0;188.0;-200.0
640.0;21.9;19.5;?;1.3503;1255.0;1283.0;2023.0;1232.0;3.4;?;203.0;-200.0
635.0;26.8;19.7;33.9;1.3899;1245.0;1287.0;2067.0;1288.0;3.1;140.0;167.0;-200.0
?;30.6;15.1;?;1.4201;1162.0;1151.0;1912.0;1143.0;2.5;115.0;116.0;-200.0
754.0;?;11.1;29.7;1.3874;1079.0;1020.0;1760.0;1014.0;1.8;?;89.0;-200.0
744.0;36.8;11.7;28.6;1.416;1091.0;1038.0;1786.0;1088.0;1.8;99.0;103.0;-200.0
745.0;38.7;11.7;27.8;1.4187;1085.0;1039.0;1790.0;?;2.0;96.0;100.0;-200.0
780.0;40.0;9.7;27.8;1.4691;1050.0;966.0;1748.0;1090.0;?;80.0;86.0;-200.0
873.0;41.3;6.0;27.5;1.4962;941.0;814.0;1592.0;?;0.8;65.0;52.0;-200.0
?;41.6;3.9;27.3;1.4906;891.0;705.0;1534.0;806.0;0.4;46.0;27.0;-200.0
1080.0;44.2;2.6;26.0;1.4657;842.0;624.0;1480.0;712.0;?;-200.0;-200.0;-200.0
1048.0;48.0;?;24.8;1.4857;850.0;639.0;1519.0;853.0;-200.0;57.0;35.0;-200.0
1055.0;45.1;3.0;25.9;1.4889;863.0;652.0;1504.0;816.0;0.5;54.0;42.0;-200.0
928.0;47.6;5.4;25.3;1.5108;956.0;784.0;1634.0;?;0.7;?;57.0;-200.0
552.0;49.5;23.5;24.7;1.5201;1384.0;1391.0;2316.0;1548.0;3.4;102.0;228.0;-200.0
459.0;43.1;33.5;27.1;1.5224;1502.0;1631.0;2622.0;1858.0;5.7;140.0;350.0;-200.0
642.0;39.8;15.5;28.3;1.5053;1219.0;1163.0;1963.0;1410.0;3.2;121.0;232.0;-200.0
663.0;32.3;15.3;32.4;1.5484;1237.0;1157.0;1968.0;1334.0;2.7;132.0;206.0;-200.0
706.0;27.8;12.8;35.4;1.5733;1181.0;1078.0;1870.0;1140.0;2.1;122.0;159.0;-200.0
682.0;27.4;15.2;35.5;1.5635;1251.0;1154.0;1955.0;1111.0;2.8;?;184.0;-200.0
681.0;24.4;15.7;37.8;1.5722;1214.0;1170.0;1963.0;1054.0;2.5;133.0;136.0;-200.0
726.0;25.5;12.3;?;1.5914;1166.0;1062.0;1825.0;924.0;2.1;130.0;124.0;-200.0
683.0;25.6;15.3;37.2;1.6014;1226.0;1157.0;1912.0;1041.0;2.5;141.0;133.0;-200.0
636.0;25.0;17.6;38.0;1.6312;1265.0;1229.0;2040.0;1282.0;2.7;172.0;156.0;-200.0
593.0;?;21.5;37.1;1.6635;1317.0;1338.0;2132.0;1362.0;3.7;198.0;200.0;-200.0
568.0;27.8;23.2;36.9;1.7099;1372.0;1382.0;2268.0;1441.0;3.7;181.0;202.0;-200.0
543.0;31.9;25.6;34.7;1.7325;1443.0;?;?;1559.0;4.6;202.0;286.0;-200.0
664.0;38.4;14.3;31.9;1.7897;1200.0;1126.0;1979.0;1198.0;2.6;120.0;141.0;-200.0
655.0;42.3;14.4;30.5;1.8173;1216.0;1130.0;1994.0;1246.0;2.5;115.0;117.0;-200.0
687.0;45.8;12.6;29.3;1.8362;1160.0;1070.0;1929.0;1192.0;2.3;112.0;?;-200.0
667.0;48.1;13.7;28.2;1.8144;1194.0;1106.0;1985.0;1194.0;2.2;97.0;100.0;-200.0
658.0;51.0;13.1;27.3;1.8287;1199.0;1087.0;1954.0;1252.0;2.5;100.0;112.0;-200.0
844.0;52.4;6.1;26.8;1.8141;965.0;818.0;1681.0;777.0;0.9;47.0;35.0;-200.0
850.0;54.9;5.8;26.0;1.8141;961.0;801.0;1683.0;798.0;0.8;44.0;33.0;-200.0
952.0;51.9;3.7;26.8;1.8058;901.0;697.0;1586.0;800.0;0.7;-200.0;-200.0;-200.0
1052.0;51.8;2.6;26.9;1.805;864.0;629.0;1558.0;728.0;0.5;42.0;28.0;?
892.0;59.1;4.6;24.6;1.8013;952.0;742.0;1656.0;953.0;0.7;57.0;49.0;-200.0
797.0;53.1;7.4;26.4;1.7987;1009.0;875.0;1738.0;1060.0;0.9;61.0;81.0;-200.0
643.0;46.4;?;27.3;1.6542;1225.0;1155.0;1992.0;1338.0;2.2;?;178.0;-200.0
628.0;40.4;16.7;28.4;1.5442;1245.0;1202.0;2039.0;1622.0;2.8;136.0;223.0;-200.0
638.0;37.1;17.0;30.8;1.6169;1265.0;1209.0;2015.0;1812.0;?;157.0;290.0;-200.0
?;30.7;18.0;34.2;1.6252;1276.0;1241.0;2024.0;1784.0;2.9;171.0;274.0;-200.0
675.0;26.5;16.1;37.0;1.6352;1232.0;1183.0;1920.0;1509.0;3.0;190.0;278.0;-200.0
698.0;27.8;13.4;36.6;1.676;1193.0;1097.0;1832.0;1139.0;2.5;155.0;152.0;-200.0
700.0;26.9;?;36.9;1.6477;1162.0;1117.0;1857.0;1044.0;2.3;139.0;118.0;-200.0
723.0;22.2;13.4;39.3;1.552;1126.0;1097.0;1810.0;1015.0;2.1;152.0;141.0;-200.0
801.0;22.4;10.4;38.5;1.5018;1089.0;993.0;1675.0;825.0;1.9;143.0;131.0;-200.0
747.0;20.4;12.7;39.7;?;1134.0;1073.0;1765.0;1022.0;2.3;168.0;171.0;-200.0
568.0;24.2;24.5;38.8;1.6433;1388.0;1418.0;2250.0;1913.0;4.2;226.0;287.0;?
506.0;38.0;27.8;33.5;1.939;1506.0;1499.0;2485.0;2043.0;4.9;207.0;267.0;-200.0
563.0;?;23.3;34.0;1.7251;1352.0;1385.0;2205.0;1661.0;4.9;197.0;280.0;-200.0
641.0;?;17.6;31.9;1.5663;1217.0;1227.0;2040.0;?;3.5;158.0;224.0;-200.0
688.0;37.6;14.5;30.2;1.587;1149.0;1132.0;1936.0;1233.0;2.5;124.0;137.0;-200.0
688.0;41.0;14.4;28.9;1.6096;1156.0;1129.0;1941.0;1181.0;2.5;110.0;118.0;-200.0
678.0;?;?;27.8;1.6604;1180.0;1122.0;1921.0;1272.0;2.6;112.0;128.0;-200.0
696.0;47.4;12.9;27.1;1.6701;1109.0;1080.0;1874.0;1190.0;2.3;102.0;111.0;-200.0
?;49.4;9.9;26.2;1.6555;1032.0;974.0;1800.0;982.0;1.5;77.0;66.0;-200.0
?;49.3;5.1;26.9;1.7196;?;767.0;1607.0;805.0;0.9;50.0;36.0;-200.0
1079.0;50.8;2.8;26.3;1.7058;848.0;642.0;1536.0;654.0;0.6;-200.0;-200.0;-200.0
1038.0;54.6;3.2;24.9;1.6908;850.0;664.0;1568.0;727.0;0.6;40.0;31.0;-200.0
879.0;58.6;5.4;23.4;1.6651;938.0;?;1685.0;1001.0;0.8;66.0;75.0;-200.0
858.0;55.2;6.4;24.4;1.6604;948.0;828.0;1711.0;994.0;?;60.0;66.0;-200.0
?;54.3;17.1;25.1;1.7057;1225.0;1214.0;2090.0;1322.0;2.4;85.0;154.0;-200.0
538.0;51.2;22.3;26.6;1.7565;1380.0;1359.0;2337.0;1617.0;3.9;120.0;239.0;-200.0
628.0;47.1;14.6;28.2;1.7752;1276.0;1138.0;2021.0;1430.0;2.9;134.0;246.0;-200.0
667.0;39.4;13.3;31.6;?;1246.0;1093.0;1942.0;1357.0;2.7;149.0;261.0;-200.0
767.0;31.8;10.5;34.2;1.6837;1141.0;996.0;1805.0;994.0;2.0;125.0;179.0;-200.0
680.0;27.1;?;36.6;1.6352;1199.0;1124.0;1940.0;1054.0;2.4;132.0;159.0;-200.0
710.0;26.9;12.2;37.6;1.715;1156.0;1056.0;1842.0;945.0;2.0;114.0;111.0;-200.0
751.0;26.3;?;38.1;1.7213;1158.0;983.0;1803.0;808.0;1.8;110.0;101.0;-200.0
723.0;26.9;11.7;37.8;1.7392;1163.0;1039.0;1814.0;888.0;1.9;121.0;118.0;-200.0
767.0;22.7;10.9;37.8;1.4653;1078.0;1009.0;1730.0;787.0;1.8;127.0;120.0;-200.0
651.0;24.7;17.3;36.9;1.5134;1244.0;1219.0;1949.0;1077.0;2.9;157.0;177.0;-200.0
637.0;28.5;18.0;34.5;1.531;1236.0;1239.0;1986.0;1106.0;3.3;169.0;186.0;-200.0
580.0;30.9;22.9;?;1.4875;1364.0;1376.0;2168.0;1356.0;4.4;?;235.0;-200.0
675.0;30.4;16.5;30.9;1.338;1193.0;1196.0;?;1152.0;3.4;?;195.0;-200.0
778.0;34.7;10.2;28.7;1.3457;1078.0;985.0;1697.0;925.0;1.9;111.0;106.0;-200.0
726.0;?;11.6;27.7;1.4372;1140.0;1035.0;1779.0;1059.0;2.1;112.0;?;?
648.0;45.1;14.3;26.8;1.5645;1239.0;1127.0;1930.0;1201.0;2.5;120.0;134.0;-200.0
669.0;45.3;13.3;26.1;1.5115;1171.0;1093.0;1862.0;?;2.3;105.0;117.0;-200.0
736.0;46.1;10.0;?;1.5174;1065.0;977.0;1733.0;1103.0;1.7;90.0;83.0;-200.0
791.0;?;7.6;25.3;1.513;1024.0;882.0;1662.0;1072.0;1.5;87.0;77.0;-200.0
1010.0;43.0;3.4;26.6;1.4773;873.0;679.0;1501.0;713.0;0.8;-200.0;-200.0;-200.0
1043.0;47.2;3.3;25.3;1.5025;874.0;668.0;1513.0;?;-200.0;54.0;37.0;-200.0
1046.0;?;2.9;25.1;1.5115;887.0;647.0;1500.0;740.0;0.5;?;50.0;-200.0
888.0;50.6;5.6;24.8;1.5654;993.0;795.0;1629.0;770.0;0.8;63.0;60.0;-200.0
620.0;49.7;17.5;25.7;1.615;1299.0;1225.0;2077.0;1327.0;2.6;102.0;179.0;?
476.0;45.5;29.0;27.4;1.6396;1529.0;1526.0;2559.0;1763.0;4.9;149.0;300.0;-200.0
595.0;40.0;17.0;29.3;1.6082;1320.0;1210.0;2052.0;1477.0;2.9;147.0;263.0;-200.0
650.0;28.7;15.6;33.6;1.4693;1226.0;1168.0;1952.0;1311.0;2.8;158.0;265.0;-200.0
777.0;27.7;10.1;34.6;1.4991;1105.0;980.0;1745.0;980.0;1.8;112.0;164.0;-200.0
720.0;27.2;11.7;35.6;1.5557;1160.0;1040.0;1810.0;961.0;1.8;108.0;?;-200.0
730.0;23.3;12.0;36.9;1.4313;1125.0;1051.0;1771.0;923.0;1.9;120.0;125.0;-200.0
?;20.7;11.0;?;1.4036;1099.0;1015.0;1732.0;?;1.7;117.0;125.0;-200.0
745.0;22.6;11.2;38.1;1.4868;1124.0;1021.0;1735.0;827.0;1.7;119.0;115.0;-200.0
778.0;23.0;10.5;37.1;1.4229;1105.0;?;1681.0;821.0;1.9;149.0;162.0;-200.0
804.0;19.3;11.8;34.8;1.0543;1035.0;1043.0;1647.0;?;2.1;174.0;149.0;?
757.0;20.7;13.8;33.6;1.059;1065.0;1110.0;1691.0;871.0;2.4;163.0;161.0;-200.0
739.0;18.5;17.3;31.4;0.8376;1051.0;1220.0;1729.0;1077.0;3.0;161.0;201.0;-200.0
752.0;23.8;14.2;29.5;0.9623;1073.0;1124.0;1688.0;1175.0;2.8;154.0;209.0;-200.0
817.0;27.1;10.7;27.4;0.9736;1008.0;1004.0;1588.0;1125.0;1.9;124.0;133.0;-200.0
745.0;31.1;12.7;26.1;1.0338;1090.0;1073.0;1693.0;1124.0;?;122.0;133.0;-200.0
780.0;34.0;10.1;25.5;1.0935;1048.0;?;1643.0;1064.0;1.8;119.0;134.0;-200.0
705.0;37.8;13.1;24.0;?;1131.0;1087.0;1738.0;1240.0;2.5;131.0;164.0;-200.0
854.0;37.3;7.4;24.2;1.1118;953.0;874.0;?;899.0;?;84.0;72.0;-200.0
968.0;40.6;4.6;23.4;1.1571;897.0;745.0;1461.0;807.0;0.7;77.0;50.0;-200.0
932.0;46.6;4.7;21.8;1.1991;900.0;750.0;1494.0;817.0;0.7;-200.0;-200.0;-200.0
1077.0;43.0;2.8;22.6;1.1629;828.0;639.0;1371.0;573.0;0.4;41.0;27.0;-200.0
964.0;?;4.5;20.2;1.1844;892.0;739.0;1479.0;768.0;0.7;68.0;74.0;-200.0
912.0;49.3;5.9;20.5;1.176;914.0;809.0;1530.0;807.0;0.7;69.0;69.0;-200.0
722.0;48.0;11.1;21.4;1.2086;1096.0;1017.0;1743.0;1204.0;1.8;101.0;162.0;-200.0
648.0;43.9;14.4;23.2;1.2344;1173.0;1130.0;1885.0;1401.0;2.3;120.0;208.0;-200.0
712.0;40.7;11.1;25.3;?;1125.0;1016.0;1725.0;1256.0;1.9;124.0;168.0;-200.0
781.0;31.1;9.9;29.9;1.2883;1079.0;?;1669.0;999.0;1.7;113.0;139.0;-200.0
872.0;21.3;8.8;33.9;1.1067;974.0;930.0;1536.0;712.0;1.3;97.0;104.0;-200.0
?;16.0;9.9;36.3;?;977.0;973.0;1550.0;712.0;1.5;94.0;99.0;-200.0
?;15.2;7.4;36.6;?;912.0;873.0;?;614.0;1.3;86.0;89.0;-200.0
992.0;15.8;6.1;37.4;0.9998;896.0;?;1426.0;554.0;0.8;70.0;?;?
1002.0;15.0;6.2;37.9;0.9721;896.0;822.0;1391.0;?;0.8;70.0;64.0;-200.0
930.0;16.8;7.1;38.0;1.0933;956.0;862.0;1479.0;636.0;1.1;82.0;65.0;-200.0
909.0;17.5;8.0;36.9;1.0789;970.0;900.0;1524.0;664.0;1.2;93.0;79.0;-200.0
?;?;7.3;35.3;0.9561;?;869.0;1454.0;624.0;1.2;89.0;80.0;?
905.0;20.4;8.7;31.9;0.9462;?;926.0;1484.0;659.0;1.4;90.0;81.0;-200.0
864.0;?;7.5;29.1;1.1792;1003.0;880.0;1537.0;695.0;1.1;67.0;59.0;-200.0
822.0;33.4;9.0;27.4;1.2022;1045.0;940.0;1658.0;920.0;1.5;94.0;90.0;-200.0
728.0;35.8;11.6;26.7;1.2318;1125.0;1035.0;1726.0;1150.0;2.0;109.0;122.0;-200.0
742.0;42.7;10.2;25.2;1.3473;1138.0;985.0;1710.0;1141.0;1.9;103.0;120.0;-200.0
660.0;51.9;12.3;24.0;1.5252;1217.0;1060.0;1840.0;1227.0;2.2;101.0;126.0;-200.0
847.0;44.4;6.4;24.5;?;983.0;?;1585.0;887.0;1.1;71.0;68.0;-200.0
816.0;51.0;7.2;22.6;1.3805;1007.0;864.0;1639.0;987.0;1.1;71.0;65.0;-200.0
846.0;52.7;6.1;22.2;1.3891;957.0;816.0;1613.0;903.0;0.8;-200.0;-200.0;?
949.0;56.8;4.3;21.2;1.4094;914.0;725.0;1550.0;780.0;0.6;49.0;38.0;-200.0
971.0;59.6;3.8;20.3;1.3994;886.0;702.0;1528.0;767.0;0.6;43.0;31.0;-200.0
972.0;56.7;4.0;21.3;1.4178;899.0;708.0;1559.0;780.0;0.6;44.0;40.0;-200.0
968.0;54.6;4.2;23.0;1.5177;942.0;723.0;1573.0;?;0.6;42.0;36.0;-200.0
835.0;54.3;6.1;23.7;1.5731;1022.0;817.0;1669.0;821.0;1.1;69.0;64.0;-200.0
859.0;49.3;6.0;25.4;1.5732;1009.0;810.0;1634.0;772.0;1.0;65.0;56.0;-200.0
877.0;37.7;5.9;29.6;1.544;1025.0;809.0;1606.0;690.0;1.0;68.0;56.0;-200.0
939.0;26.2;5.4;33.9;1.3664;977.0;783.0;1543.0;586.0;1.0;58.0;43.0;-200.0
1007.0;22.4;4.9;35.8;1.2933;936.0;757.0;1459.0;523.0;0.8;52.0;40.0;-200.0
1076.0;18.8;3.9;37.9;1.222;884.0;703.0;1394.0;?;0.7;46.0;34.0;-200.0
1185.0;14.8;3.2;38.5;0.9942;809.0;664.0;1270.0;427.0;0.4;40.0;28.0;-200.0
1109.0;14.5;4.1;39.3;1.0149;852.0;718.0;1307.0;468.0;0.5;47.0;32.0;-200.0
1106.0;15.6;4.0;38.9;1.0613;872.0;708.0;1331.0;489.0;0.6;56.0;39.0;-200.0
1102.0;12.7;4.8;37.9;0.8211;?;752.0;1298.0;?;0.7;64.0;52.0;?
1064.0;13.4;5.5;35.8;?;?;788.0;1310.0;562.0;0.9;71.0;60.0;-200.0
900.0;19.7;9.1;32.3;0.9345;971.0;942.0;1541.0;776.0;1.6;103.0;104.0;-200.0
866.0;23.5;9.1;30.1;0.9869;985.0;944.0;1541.0;833.0;1.6;97.0;102.0;-200.0
817.0;28.7;10.1;28.2;1.0806;1027.0;981.0;?;1023.0;1.7;108.0;120.0;-200.0
853.0;35.7;7.4;26.0;1.1842;1012.0;876.0;1580.0;967.0;?;87.0;89.0;-200.0
766.0;39.2;9.9;25.3;1.2452;?;973.0;1656.0;1089.0;1.9;104.0;121.0;-200.0
790.0;38.7;9.0;24.7;1.1845;1025.0;939.0;1635.0;1103.0;1.5;93.0;107.0;-200.0
1034.0;35.7;3.7;25.5;1.1499;848.0;692.0;1412.0;734.0;0.6;55.0;41.0;-200.0
1075.0;43.2;3.0;?;1.1589;839.0;652.0;1405.0;671.0;0.4;49.0;34.0;-200.0
1097.0;46.1;2.5;21.6;1.1761;814.0;618.0;1400.0;696.0;0.3;-200.0;-200.0;-200.0
1073.0;51.4;2.6;19.7;1.1688;816.0;624.0;1422.0;729.0;-200.0;56.0;41.0;-200.0
