InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
36;33;-162;24;-83.0;-183.0;35;92.0;20;656
34;8;-162;21;-85.0;-18.0;41;26.0;-38;654
-29;-8;-162;20;-78.0;-235.0;-16;69.0;42;661
2;7;-163;17;-174.0;-213.0;30;61.0;25;658
-15;-3;-163;21;-176.0;-260.0;21;60.0;20;655
8;6;-163;23;-72.0;-83.0;44;25.0;36;653
5;-2;-163;16;17.0;37.0;22;43.0;16;660
-10;6;-163;20;49.0;163.0;1;12.0;33;656
15;2;-163;16;113.0;136.0;8;-21.0;-15;659
-15;26;-163;20;114.0;105.0;-4;-27.0;24;658
22;25;-163;20;82.0;128.0;-18;-101.0;-10;658
-32;-7;-163;21;13.0;251.0;-57;-10.0;-3;658
-25;1;-163;21;-19.0;-40.0;-37;132.0;9;659
3;-7;-163;15;-105.0;-7.0;-31;146.0;-26;663
1181;-259;-159;2;473.0;191.0;-20;-114.0;-25;711
-23;-24;-159;19;194.0;26.0;9;32.0;-36;699
-51;11;-159;25;182.0;-25.0;8;-22.0;-31;701
-4;5;-158;20;-59.0;-17.0;4;32.0;4;661
-39;-3;-158;16;-121.0;-71.0;-7;72.0;57;662
49;37;-158;19;-117.0;-41.0;42;78.0;9;657
31;11;-158;17;-111.0;-32.0;20;40.0;-18;662
-1;3;-131;13;115.0;-208.0;5;-289.0;6;753
8;10;-162;15;-63.0;-332.0;15;-170.0;-44;674
30;96;-153;13;-413.0;-277.0;3949;186.0;1086;673
-14;7;-161;25;-453.0;137.0;5;-370.0;-57;659
6;-108;-161;12;-666.0;-171.0;2;-232.0;-33;667
-4;9;-132;16;-132.0;263.0;5;58.0;41;753
-15;11;-162;14;38.0;259.0;25;90.0;-31;660
-5;3;-132;19;487.0;-862.0;13;-330.0;-26;753
-3;6;-155;19;33.0;332.0;-6;-42.0;12;669
-11;-29;-132;10;103.0;228.0;14;111.0;10;759
-315;-12;-122;20;59.0;378.0;41;452.0;105;945
36;46;-160;28;-386.0;188.0;-25;445.0;-29;675
40;842;-155;76;-155.0;493.0;89;286.0;58;621
-578;-769;-159;18;-450.0;234.0;14;-1064.0;24;654
0;-29;-132;12;-26.0;404.0;-2;14.0;-19;754
-146;190;-145;-2;-929.0;-447.0;140;490.0;-312;680
-37;11;-154;13;225.0;-561.0;-162;30.0;-62;669
-4;15;-133;11;-90.0;259.0;-39;81.0;-23;760
-26;-4;-162;17;105.0;-83.0;-383;-62.0;-67;670
-22;-1;-156;20;-393.0;516.0;-7;112.0;-12;652
0;18;-162;20;-203.0;-107.0;-228;-284.0;773;660
24;-91;-146;25;807.0;526.0;980;-135.0;299;677
-34;20;-158;17;-60.0;530.0;42;32.0;30;659
-25;136;-131;0;-1097.0;-1475.0;2941;687.0;492;701
58;33;-158;17;1068.0;817.0;-84;-535.0;-2392;673
26;2;-159;25;67.0;-619.0;-569;66.0;-132;657
-58;57;-122;11;-130.0;-331.0;1297;522.0;1559;725
2065;-4155;-172;68;1309.0;708.0;-335;-586.0;-73;638
-1228;2264;-156;209;38.0;-289.0;-633;291.0;-43;1083
20;47;-147;16;180.0;19.0;-333;509.0;-513;675
350;637;-163;-5;407.0;421.0;-15;12.0;-33;695
-4;24;-162;15;-14.0;-395.0;-5;-7.0;12;656
-1727;7030;-137;-1116;-611.0;-102.0;-488;578.0;497;2205
-7;37;-163;13;442.0;331.0;-40;-167.0;-32;667
4;-30;-157;19;85.0;-602.0;-8;15.0;-7;653
-41;29;-158;19;55.0;557.0;-183;-175.0;-43;675
7;-16;-155;25;-72.0;-487.0;17;-27.0;12;672
2;23;-156;19;202.0;236.0;-21;207.0;-4;666
-8;-24;-159;19;-853.0;-579.0;-36;-1132.0;-21;657
-8;13;-175;31;39.0;307.0;-16;331.0;-3;658
-692;-422;-163;37;677.0;689.0;-1;-290.0;14;531
94;70;-164;6;-24.0;529.0;45;-771.0;32;681
2;-14;-175;17;246.0;127.0;-2;100.0;-2;658
36;29;-162;17;138.0;97.0;-491;-443.0;-37;668
-55;0;-134;215;-388.0;130.0;1416;816.0;-94;672
-25;-9;-164;19;442.0;-105.0;11;227.0;-32;666
-28;15;-156;13;178.0;78.0;-4;-427.0;-10;678
13;4;-159;18;191.0;221.0;-24;-60.0;-21;656
-5;-37;-154;24;-1905.0;-1255.0;243;794.0;194;657
7;-2;-179;23;111.0;405.0;28;28.0;1;661
-13;-26;-156;15;338.0;299.0;-7;14.0;9;661
0;-17;-164;17;11.0;-14.0;5;-847.0;-7;666
-28;-6;-162;24;299.0;491.0;87;727.0;13;653
7;13;-132;10;62.0;67.0;-16;-335.0;5;752
-94;-52;-166;19;-1265.0;-964.0;-564;565.0;2538;661
-26;12;-131;13;32.0;262.0;26;-48.0;-45;761
-26;-22;-131;10;-135.0;566.0;0;196.0;40;778
-643;-123;-159;34;125.0;45.0;-9;80.0;17;704
15;30;-161;16;-204.0;-546.0;-64;240.0;-31;656
-13;-22;-132;9;-268.0;781.0;-9;67.0;35;764
13;-18;-159;20;265.0;339.0;-106;-103.0;415;664
-1270;-115;-157;65;318.0;197.0;-46;-145.0;-14;615
-117;56;-148;5;75.0;-957.0;-1381;118.0;-1242;678
16;-38;-156;17;-879.0;1.0;18;1922.0;-35;670
-12;2887;-177;51;-860.0;-585.0;-2705;599.0;545;532
4;-26;-160;19;-548.0;-742.0;-215;111.0;983;659
-613;757;-140;-176;-357.0;-18.0;-6730;219.0;-187;1157
17;3;-160;19;265.0;1089.0;-23;46.0;2;677
-67;37;-157;17;482.0;618.0;-23;-453.0;23;660
-30;3;-160;30;-604.0;-830.0;-49;156.0;-13;629
9;18;-131;12;-59.0;-711.0;-16;-41.0;49;763
-9;3;-156;21;429.0;309.0;-28;2159.0;15;667
1;-35;-155;25;109.0;691.0;-1;-191.0;20;661
-12;-18;-153;25;-988.0;715.0;-43;357.0;3;638
-3;-37;-140;20;478.0;230.0;62;-394.0;-36;660
-12;-3;-178;16;410.0;-128.0;-19;-309.0;13;669
-8;-19;-133;8;-96.0;-1512.0;-15;-7.0;10;758
1867;-130;-175;76;-1456.0;-2134.0;-23;250.0;-27;466
-31;-10;-131;11;129.0;629.0;-15;51.0;3;759
28;21;-147;24;-807.0;1249.0;-134;355.0;109;666
35;-10;-158;25;715.0;735.0;-16;-75.0;10;642
-94;1795;-164;-285;365.0;510.0;-2868;-888.0;-880;335
-26;-24;-146;23;-826.0;11.0;-403;785.0;189;674
9;-4;-159;17;476.0;97.0;-7;145.0;43;657
-28;-15;-155;22;159.0;4.0;-163;539.0;-7;657
-27;-43;-166;10;1283.0;574.0;-66;-616.0;-68;666
-858;-2720;-155;1028;416.0;-107.0;-24;-101.0;110;317
15;7;-159;21;-495.0;2.0;-14;-64.0;33;641
-14;-18;-164;17;21.0;-699.0;5;-603.0;-14;665
-25;0;-155;21;139.0;1891.0;-45;-206.0;-21;663
-21;-30;-131;15;770.0;-123.0;-46;-910.0;67;764
