InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
205.0;-555.0;23.0;515.0;-548.0;197.0;-371.0;311.0
?;-557.0;25.0;513.0;?;197.0;-369.0;269.0
204.0;-555.0;17.0;512.0;-595.0;197.0;-367.0;269.0
208.0;-553.0;-15.0;516.0;-558.0;201.0;-360.0;301.0
214.0;-551.0;8.0;515.0;?;197.0;-358.0;330.0
211.0;-548.0;1.0;515.0;-567.0;?;?;284.0
210.0;-541.0;1.0;?;-536.0;?;-357.0;?
211.0;?;?;516.0;-536.0;?;-360.0;323.0
212.0;-528.0;-10.0;518.0;?;179.0;-364.0;311.0
214.0;-520.0;?;521.0;-541.0;178.0;-359.0;322.0
209.0;-511.0;0.0;522.0;-540.0;172.0;-354.0;360.0
209.0;-507.0;-14.0;522.0;-559.0;?;-348.0;346.0
201.0;-501.0;-16.0;524.0;-542.0;164.0;-338.0;314.0
199.0;-499.0;-13.0;?;-570.0;163.0;-330.0;334.0
196.0;-497.0;-15.0;522.0;-545.0;163.0;-319.0;320.0
193.0;-495.0;6.0;522.0;-537.0;167.0;-304.0;302.0
197.0;-496.0;16.0;520.0;-525.0;169.0;?;291.0
198.0;-501.0;?;518.0;-498.0;174.0;-285.0;279.0
195.0;-504.0;-14.0;518.0;-549.0;185.0;?;252.0
200.0;-507.0;-28.0;515.0;?;190.0;-272.0;234.0
196.0;-513.0;-23.0;509.0;-495.0;197.0;?;212.0
202.0;-518.0;-26.0;509.0;-519.0;?;-276.0;316.0
?;-526.0;-41.0;506.0;-548.0;212.0;-287.0;?
196.0;-537.0;-30.0;500.0;-560.0;225.0;-303.0;198.0
194.0;-543.0;-40.0;494.0;-642.0;237.0;-315.0;196.0
?;-553.0;-30.0;484.0;-614.0;250.0;?;147.0
218.0;-565.0;-29.0;468.0;-620.0;269.0;-344.0;148.0
211.0;-577.0;-19.0;449.0;-712.0;288.0;-355.0;84.0
210.0;-591.0;-18.0;420.0;-705.0;308.0;-370.0;61.0
222.0;-609.0;-9.0;393.0;-723.0;329.0;-380.0;28.0
271.0;?;-11.0;370.0;-735.0;354.0;-383.0;?
306.0;-644.0;-8.0;?;-713.0;372.0;-395.0;-23.0
326.0;-657.0;8.0;300.0;-779.0;391.0;-404.0;-47.0
378.0;-670.0;5.0;263.0;-751.0;415.0;-410.0;-61.0
448.0;?;28.0;228.0;-767.0;429.0;-427.0;-77.0
483.0;-690.0;-1.0;195.0;?;440.0;-444.0;?
505.0;-694.0;-32.0;166.0;-789.0;457.0;-462.0;-159.0
536.0;-698.0;-16.0;136.0;-766.0;466.0;-480.0;-126.0
570.0;-700.0;?;?;-781.0;472.0;-492.0;-143.0
?;?;-17.0;94.0;-762.0;477.0;?;-170.0
626.0;-700.0;-10.0;77.0;-769.0;479.0;-510.0;-145.0
633.0;-700.0;-31.0;67.0;-751.0;480.0;-511.0;-126.0
630.0;-696.0;-42.0;62.0;-750.0;475.0;?;-152.0
617.0;-693.0;-98.0;62.0;?;460.0;?;-123.0
?;-688.0;-82.0;61.0;-762.0;456.0;-510.0;-101.0
632.0;-682.0;-32.0;63.0;?;?;-501.0;-92.0
616.0;-675.0;-61.0;67.0;-741.0;450.0;-493.0;-109.0
614.0;-668.0;-11.0;71.0;-750.0;445.0;-475.0;-63.0
615.0;-666.0;-30.0;81.0;?;445.0;-445.0;-21.0
599.0;-666.0;-34.0;88.0;-754.0;439.0;?;-2.0
606.0;-667.0;86.0;97.0;-740.0;438.0;?;-21.0
598.0;-665.0;154.0;111.0;-784.0;434.0;-363.0;42.0
586.0;?;161.0;122.0;-736.0;427.0;-344.0;?
574.0;-662.0;?;139.0;-735.0;419.0;-334.0;28.0
569.0;-656.0;135.0;154.0;-756.0;?;-325.0;75.0
560.0;-654.0;157.0;164.0;-715.0;410.0;-325.0;96.0
?;-656.0;149.0;177.0;-691.0;?;-325.0;135.0
524.0;-655.0;119.0;193.0;-680.0;401.0;-323.0;179.0
?;-653.0;130.0;207.0;-681.0;394.0;?;190.0
502.0;-653.0;152.0;?;-710.0;391.0;-339.0;193.0
486.0;-650.0;165.0;229.0;-687.0;383.0;-346.0;192.0
?;-649.0;164.0;238.0;-694.0;376.0;-366.0;224.0
426.0;-647.0;192.0;?;-696.0;371.0;-381.0;232.0
407.0;-645.0;185.0;252.0;-690.0;373.0;-395.0;236.0
408.0;-647.0;167.0;258.0;-684.0;371.0;-404.0;254.0
407.0;-648.0;164.0;262.0;-685.0;371.0;-409.0;255.0
402.0;-650.0;?;?;?;369.0;-408.0;?
395.0;-650.0;158.0;269.0;-684.0;367.0;-411.0;250.0
392.0;-650.0;161.0;269.0;-686.0;365.0;-413.0;278.0
387.0;-648.0;116.0;272.0;?;364.0;-418.0;267.0
376.0;-647.0;114.0;273.0;-650.0;367.0;-421.0;256.0
374.0;-647.0;146.0;273.0;-658.0;?;-418.0;269.0
372.0;-647.0;140.0;?;-660.0;368.0;-410.0;277.0
373.0;-648.0;139.0;274.0;-660.0;367.0;-407.0;253.0
374.0;-647.0;140.0;274.0;-650.0;369.0;-400.0;286.0
?;-647.0;147.0;279.0;-651.0;370.0;-392.0;278.0
367.0;-646.0;154.0;280.0;-661.0;370.0;?;253.0
359.0;-646.0;191.0;281.0;-672.0;?;-384.0;263.0
?;-646.0;?;283.0;-662.0;371.0;-379.0;263.0
358.0;-647.0;166.0;284.0;-651.0;?;-375.0;276.0
355.0;-645.0;?;283.0;?;371.0;-374.0;279.0
352.0;-643.0;191.0;?;-645.0;372.0;?;264.0
347.0;-644.0;180.0;288.0;-662.0;371.0;-375.0;272.0
351.0;?;220.0;286.0;-667.0;374.0;-374.0;263.0
351.0;-645.0;247.0;289.0;-648.0;372.0;-371.0;274.0
351.0;-644.0;252.0;288.0;-664.0;?;-375.0;252.0
354.0;-645.0;273.0;287.0;-678.0;?;-373.0;266.0
349.0;?;287.0;291.0;-681.0;375.0;-370.0;262.0
352.0;-647.0;?;288.0;-661.0;375.0;-375.0;259.0
351.0;-648.0;296.0;289.0;?;375.0;-373.0;289.0
?;-648.0;286.0;?;-669.0;377.0;-371.0;234.0
352.0;?;279.0;291.0;-659.0;379.0;-374.0;220.0
352.0;-649.0;312.0;?;-661.0;377.0;-374.0;242.0
352.0;-648.0;325.0;292.0;-672.0;379.0;?;243.0
357.0;-646.0;317.0;293.0;-680.0;373.0;?;233.0
361.0;-644.0;331.0;293.0;-661.0;376.0;-378.0;?
365.0;-643.0;317.0;294.0;-670.0;372.0;-376.0;243.0
370.0;-643.0;310.0;293.0;?;374.0;?;241.0
?;-643.0;319.0;?;-671.0;373.0;-374.0;233.0
367.0;-641.0;?;?;-658.0;373.0;-369.0;268.0
373.0;-641.0;322.0;290.0;-683.0;374.0;-369.0;276.0
369.0;?;336.0;289.0;-669.0;374.0;-367.0;?
363.0;-641.0;316.0;289.0;-665.0;376.0;-362.0;270.0
366.0;?;295.0;290.0;-672.0;374.0;-364.0;298.0
364.0;-647.0;325.0;288.0;-669.0;375.0;-364.0;?
365.0;-645.0;318.0;289.0;-690.0;377.0;-364.0;237.0
365.0;-647.0;317.0;286.0;-669.0;379.0;-367.0;182.0
360.0;-649.0;337.0;285.0;-696.0;376.0;-372.0;?
368.0;-649.0;322.0;286.0;-689.0;378.0;-376.0;348.0
365.0;-652.0;297.0;283.0;?;?;-383.0;423.0
366.0;-651.0;309.0;282.0;-676.0;374.0;-391.0;384.0
370.0;-649.0;306.0;281.0;-699.0;373.0;-395.0;376.0
?;-649.0;328.0;278.0;-727.0;373.0;?;371.0
375.0;-651.0;354.0;273.0;-705.0;367.0;-408.0;334.0
378.0;-652.0;347.0;275.0;-707.0;?;-412.0;282.0
364.0;-653.0;325.0;273.0;-690.0;370.0;-415.0;221.0
354.0;?;?;276.0;-707.0;374.0;-420.0;197.0
334.0;-655.0;270.0;?;-721.0;379.0;-416.0;232.0
338.0;-658.0;266.0;287.0;?;389.0;-412.0;196.0
385.0;-662.0;260.0;291.0;-668.0;396.0;-399.0;124.0
?;-668.0;?;?;?;405.0;-387.0;121.0
?;-670.0;?;298.0;-680.0;411.0;-377.0;141.0
391.0;?;287.0;296.0;-658.0;?;-365.0;138.0
398.0;-674.0;297.0;296.0;-647.0;434.0;-353.0;97.0
415.0;-676.0;286.0;293.0;-628.0;444.0;-343.0;82.0
414.0;-680.0;?;290.0;-647.0;456.0;-331.0;80.0
405.0;-684.0;362.0;288.0;-661.0;470.0;-311.0;101.0
398.0;-689.0;495.0;284.0;-660.0;484.0;-298.0;81.0
396.0;?;649.0;282.0;-674.0;498.0;-285.0;102.0
392.0;-703.0;731.0;?;-625.0;514.0;-273.0;88.0
389.0;-706.0;504.0;?;-631.0;?;-269.0;96.0
385.0;-713.0;83.0;280.0;-649.0;538.0;-265.0;96.0
?;-716.0;-101.0;283.0;-629.0;553.0;-264.0;75.0
?;-722.0;-26.0;281.0;-630.0;562.0;-266.0;?
379.0;-724.0;23.0;285.0;-623.0;571.0;-269.0;96.0
?;-699.0;?;494.0;-565.0;585.0;-78.0;208.0
?;-697.0;?;506.0;-556.0;582.0;-77.0;205.0
148.0;-694.0;?;513.0;-480.0;?;-75.0;234.0
120.0;-691.0;-56.0;518.0;-548.0;?;-70.0;247.0
121.0;-687.0;1.0;526.0;-519.0;576.0;-55.0;?
135.0;-681.0;12.0;527.0;-475.0;575.0;-42.0;?
155.0;-673.0;9.0;535.0;-442.0;575.0;-24.0;425.0
144.0;-663.0;60.0;539.0;-456.0;575.0;-7.0;434.0
171.0;-652.0;89.0;540.0;-427.0;579.0;11.0;336.0
231.0;-641.0;63.0;538.0;-422.0;581.0;27.0;338.0
?;-631.0;?;539.0;-399.0;578.0;39.0;383.0
243.0;-625.0;3.0;541.0;-409.0;579.0;48.0;405.0
230.0;?;-27.0;541.0;-386.0;575.0;54.0;414.0
190.0;-620.0;-28.0;543.0;-349.0;569.0;68.0;405.0
?;-622.0;-36.0;539.0;-365.0;569.0;81.0;419.0
132.0;-618.0;-40.0;538.0;-323.0;568.0;101.0;438.0
121.0;-610.0;-51.0;541.0;-366.0;568.0;124.0;445.0
94.0;-605.0;-53.0;540.0;-405.0;564.0;146.0;452.0
79.0;-601.0;-36.0;537.0;-458.0;568.0;163.0;?
77.0;-595.0;-60.0;535.0;-382.0;563.0;186.0;386.0
74.0;-593.0;100.0;532.0;?;564.0;209.0;331.0
135.0;-561.0;-202.0;521.0;-559.0;557.0;197.0;?
188.0;-561.0;-269.0;521.0;?;557.0;173.0;487.0
302.0;-559.0;-38.0;?;-431.0;552.0;147.0;?
276.0;-564.0;-147.0;519.0;-477.0;551.0;129.0;374.0
237.0;-566.0;-313.0;517.0;-490.0;552.0;113.0;395.0
287.0;-572.0;-74.0;515.0;-488.0;545.0;92.0;461.0
303.0;-581.0;?;514.0;-488.0;541.0;80.0;452.0
232.0;-592.0;?;510.0;-539.0;536.0;63.0;458.0
175.0;-596.0;245.0;509.0;-471.0;529.0;50.0;456.0
?;-597.0;127.0;511.0;-467.0;?;42.0;437.0
141.0;-598.0;-7.0;509.0;-465.0;521.0;35.0;367.0
162.0;-597.0;?;511.0;-523.0;516.0;38.0;340.0
176.0;-597.0;-209.0;509.0;-629.0;514.0;54.0;420.0
168.0;-595.0;-63.0;509.0;-592.0;511.0;81.0;445.0
202.0;-592.0;?;?;-560.0;509.0;106.0;409.0
154.0;-591.0;?;512.0;-557.0;512.0;126.0;277.0
107.0;-590.0;279.0;516.0;-589.0;514.0;141.0;202.0
147.0;-586.0;219.0;526.0;-619.0;521.0;161.0;225.0
172.0;-578.0;849.0;534.0;-611.0;522.0;?;160.0
257.0;?;389.0;539.0;-610.0;525.0;228.0;74.0
214.0;?;538.0;547.0;-609.0;526.0;259.0;121.0
?;-560.0;61.0;?;-593.0;528.0;270.0;157.0
232.0;-555.0;-74.0;549.0;?;526.0;262.0;143.0
202.0;?;-156.0;555.0;-632.0;524.0;236.0;113.0
180.0;-552.0;-229.0;558.0;?;?;212.0;136.0
214.0;-550.0;-268.0;?;-632.0;526.0;196.0;164.0
193.0;-545.0;-278.0;569.0;-631.0;521.0;184.0;152.0
187.0;-543.0;-200.0;570.0;-628.0;517.0;174.0;183.0
173.0;-542.0;-249.0;575.0;-631.0;?;164.0;223.0
170.0;-539.0;-308.0;580.0;-619.0;?;153.0;202.0
166.0;-537.0;-483.0;582.0;-594.0;513.0;152.0;222.0
172.0;-535.0;-101.0;585.0;-588.0;510.0;155.0;194.0
178.0;-533.0;1123.0;589.0;-599.0;506.0;151.0;236.0
164.0;-529.0;731.0;589.0;-584.0;507.0;158.0;218.0
154.0;-532.0;1415.0;593.0;-569.0;506.0;158.0;229.0
149.0;-535.0;-354.0;596.0;-600.0;503.0;158.0;232.0
?;-536.0;54.0;596.0;-600.0;502.0;159.0;233.0
147.0;-538.0;595.0;596.0;-624.0;502.0;163.0;238.0
140.0;-538.0;-358.0;601.0;-637.0;498.0;166.0;273.0
130.0;-538.0;-275.0;602.0;?;498.0;?;274.0
130.0;-540.0;17.0;601.0;-617.0;?;181.0;252.0
?;-543.0;81.0;600.0;-589.0;502.0;189.0;266.0
154.0;-544.0;19.0;593.0;-580.0;507.0;198.0;284.0
181.0;-548.0;11.0;590.0;-605.0;507.0;207.0;258.0
181.0;-549.0;122.0;590.0;-616.0;507.0;213.0;243.0
194.0;-553.0;104.0;588.0;-574.0;512.0;220.0;271.0
210.0;-553.0;117.0;586.0;-573.0;513.0;227.0;293.0
210.0;?;68.0;582.0;-551.0;513.0;?;?
216.0;-550.0;80.0;581.0;-568.0;516.0;239.0;225.0
231.0;-547.0;45.0;579.0;-528.0;518.0;245.0;230.0
236.0;?;21.0;580.0;?;517.0;254.0;207.0
243.0;-534.0;-63.0;578.0;-510.0;516.0;262.0;186.0
220.0;-523.0;-97.0;?;-469.0;516.0;276.0;182.0
219.0;?;-89.0;587.0;?;511.0;294.0;152.0
196.0;-492.0;-106.0;589.0;-447.0;?;316.0;125.0
183.0;-472.0;-85.0;592.0;-455.0;503.0;344.0;120.0
171.0;-449.0;-61.0;599.0;-433.0;495.0;?;160.0
?;?;-21.0;604.0;-404.0;485.0;?;120.0
?;-395.0;?;610.0;-417.0;476.0;435.0;100.0
120.0;-368.0;43.0;616.0;-239.0;463.0;?;?
106.0;-335.0;46.0;617.0;-264.0;454.0;491.0;220.0
108.0;-305.0;12.0;621.0;?;444.0;517.0;166.0
251.0;389.0;?;535.0;-572.0;-261.0;515.0;?
238.0;392.0;?;537.0;-524.0;?;521.0;354.0
240.0;391.0;126.0;?;-558.0;-261.0;?;332.0
238.0;392.0;110.0;534.0;-588.0;-260.0;528.0;325.0
248.0;394.0;-2.0;532.0;-561.0;-260.0;?;352.0
243.0;395.0;94.0;533.0;-566.0;-262.0;528.0;390.0
241.0;?;87.0;530.0;-552.0;-261.0;524.0;375.0
231.0;397.0;65.0;528.0;-572.0;-260.0;522.0;346.0
212.0;400.0;96.0;527.0;-571.0;-262.0;518.0;348.0
204.0;400.0;65.0;525.0;-557.0;-259.0;511.0;354.0
208.0;404.0;109.0;523.0;?;-260.0;508.0;359.0
?;409.0;35.0;520.0;-557.0;-264.0;500.0;?
205.0;410.0;?;517.0;-523.0;-265.0;491.0;?
220.0;412.0;69.0;515.0;-551.0;-268.0;486.0;?
215.0;414.0;106.0;?;-513.0;-271.0;479.0;402.0
211.0;414.0;?;510.0;?;-270.0;475.0;416.0
198.0;415.0;131.0;508.0;-490.0;-270.0;476.0;386.0
183.0;416.0;52.0;506.0;-490.0;-270.0;479.0;395.0
179.0;417.0;6.0;503.0;-490.0;-264.0;481.0;417.0
168.0;422.0;7.0;500.0;-511.0;-269.0;?;432.0
171.0;425.0;4.0;501.0;-520.0;-270.0;?;402.0
160.0;427.0;43.0;500.0;-519.0;-269.0;497.0;407.0
158.0;429.0;?;498.0;-521.0;-271.0;499.0;401.0
?;434.0;106.0;499.0;?;-273.0;505.0;373.0
151.0;435.0;?;498.0;-517.0;-273.0;512.0;374.0
159.0;438.0;51.0;497.0;-531.0;-278.0;515.0;404.0
166.0;439.0;?;500.0;-529.0;-281.0;518.0;401.0
174.0;437.0;?;501.0;-502.0;-278.0;519.0;385.0
175.0;437.0;79.0;?;?;-279.0;520.0;389.0
165.0;434.0;68.0;502.0;-506.0;-282.0;516.0;366.0
167.0;433.0;60.0;503.0;-551.0;-280.0;517.0;374.0
229.0;401.0;29.0;469.0;-573.0;-191.0;508.0;326.0
193.0;?;32.0;469.0;-716.0;-197.0;531.0;360.0
188.0;406.0;8.0;475.0;-582.0;-198.0;?;338.0
184.0;403.0;84.0;483.0;?;-205.0;544.0;285.0
200.0;401.0;?;490.0;-634.0;-211.0;544.0;?
228.0;399.0;96.0;499.0;?;-220.0;543.0;?
254.0;392.0;224.0;509.0;-627.0;-228.0;540.0;191.0
252.0;390.0;425.0;515.0;-637.0;-241.0;?;?
307.0;386.0;297.0;525.0;?;-251.0;?;-5.0
?;379.0;?;533.0;-706.0;-261.0;518.0;-83.0
300.0;373.0;672.0;538.0;-632.0;-267.0;495.0;-29.0
?;362.0;696.0;545.0;?;-271.0;461.0;-13.0
?;354.0;-7.0;552.0;-679.0;-273.0;421.0;-31.0
406.0;346.0;-243.0;557.0;-680.0;-274.0;380.0;-52.0
?;332.0;-37.0;563.0;-668.0;-274.0;343.0;-19.0
463.0;320.0;-272.0;566.0;-673.0;-273.0;318.0;13.0
?;310.0;-354.0;569.0;-717.0;-272.0;285.0;29.0
?;297.0;-398.0;570.0;-713.0;-274.0;258.0;39.0
469.0;290.0;-391.0;569.0;?;-277.0;237.0;31.0
482.0;282.0;-416.0;569.0;-712.0;-279.0;220.0;40.0
?;278.0;-443.0;567.0;-673.0;-283.0;?;29.0
483.0;?;-411.0;566.0;?;-291.0;201.0;?
482.0;274.0;-210.0;564.0;-673.0;-294.0;204.0;103.0
?;275.0;-182.0;560.0;-657.0;-301.0;210.0;105.0
494.0;276.0;345.0;558.0;-694.0;-303.0;225.0;139.0
497.0;284.0;1703.0;552.0;-708.0;-311.0;242.0;142.0
22.0;106.0;-50.0;?;-449.0;-359.0;-349.0;425.0
53.0;110.0;-58.0;265.0;?;?;-340.0;419.0
?;113.0;-79.0;261.0;-506.0;-356.0;-338.0;?
71.0;117.0;-56.0;255.0;-559.0;-355.0;-339.0;549.0
53.0;122.0;-15.0;249.0;-637.0;-356.0;-339.0;606.0
42.0;120.0;-44.0;245.0;-667.0;-351.0;-339.0;616.0
51.0;122.0;10.0;241.0;?;-338.0;-337.0;619.0
91.0;115.0;134.0;239.0;-573.0;-330.0;-338.0;520.0
136.0;104.0;428.0;237.0;-529.0;-315.0;?;440.0
118.0;?;521.0;233.0;-648.0;-302.0;-334.0;539.0
132.0;?;1031.0;235.0;-504.0;?;-332.0;322.0
327.0;-460.0;353.0;506.0;-647.0;?;-69.0;94.0
322.0;-487.0;242.0;494.0;-717.0;154.0;-74.0;57.0
326.0;-517.0;470.0;480.0;-680.0;181.0;-86.0;20.0
349.0;?;960.0;465.0;-644.0;199.0;-107.0;104.0
335.0;-576.0;628.0;447.0;-685.0;217.0;-143.0;162.0
184.0;-590.0;403.0;459.0;-520.0;237.0;-343.0;538.0
178.0;-586.0;391.0;?;-512.0;?;-351.0;475.0
?;-583.0;383.0;452.0;-573.0;222.0;-360.0;479.0
?;-578.0;398.0;451.0;-567.0;216.0;-370.0;481.0
135.0;-575.0;410.0;450.0;-590.0;210.0;-379.0;472.0
132.0;?;433.0;450.0;-626.0;204.0;-385.0;491.0
124.0;-574.0;415.0;453.0;-630.0;203.0;?;463.0
129.0;-574.0;402.0;451.0;-648.0;199.0;-390.0;470.0
126.0;-575.0;408.0;451.0;-642.0;201.0;-389.0;402.0
123.0;-579.0;395.0;449.0;-651.0;204.0;-392.0;399.0
150.0;-583.0;406.0;450.0;-663.0;202.0;-395.0;447.0
166.0;-587.0;407.0;448.0;-698.0;?;-397.0;407.0
201.0;-586.0;402.0;447.0;-700.0;?;-400.0;364.0
293.0;-618.0;?;413.0;-640.0;328.0;?;346.0
?;-616.0;94.0;414.0;-639.0;327.0;-352.0;?
300.0;-613.0;72.0;415.0;-630.0;322.0;-350.0;354.0
301.0;-607.0;9.0;418.0;?;?;-344.0;365.0
297.0;-603.0;29.0;419.0;-638.0;317.0;-338.0;383.0
290.0;-600.0;?;424.0;-642.0;315.0;-335.0;351.0
293.0;-595.0;37.0;427.0;-635.0;312.0;-325.0;354.0
275.0;-593.0;72.0;431.0;-654.0;308.0;-320.0;337.0
276.0;-588.0;31.0;434.0;-660.0;304.0;-317.0;322.0
273.0;-584.0;26.0;441.0;-632.0;298.0;-312.0;345.0
267.0;-581.0;?;444.0;-655.0;293.0;-309.0;?
271.0;-579.0;0.0;448.0;-648.0;?;-307.0;332.0
317.0;-674.0;31.0;477.0;-480.0;561.0;-25.0;314.0
415.0;-674.0;39.0;477.0;-458.0;568.0;-18.0;371.0
337.0;-677.0;23.0;472.0;-400.0;573.0;-16.0;333.0
?;-685.0;1.0;470.0;-419.0;580.0;-16.0;320.0
244.0;?;149.0;479.0;-382.0;584.0;-5.0;349.0
357.0;-682.0;?;486.0;-381.0;590.0;32.0;297.0
340.0;-667.0;338.0;?;-348.0;592.0;89.0;322.0
252.0;-654.0;367.0;502.0;-424.0;594.0;144.0;304.0
203.0;-643.0;?;?;-465.0;591.0;185.0;320.0
145.0;-640.0;416.0;516.0;-605.0;593.0;189.0;375.0
134.0;-640.0;569.0;521.0;-530.0;592.0;176.0;364.0
104.0;-637.0;378.0;525.0;-531.0;593.0;164.0;340.0
91.0;?;?;530.0;?;590.0;156.0;336.0
86.0;-629.0;535.0;537.0;-674.0;?;146.0;524.0
96.0;-621.0;552.0;543.0;-685.0;584.0;145.0;543.0
86.0;-615.0;-21.0;547.0;-736.0;585.0;148.0;390.0
135.0;-607.0;1104.0;?;-670.0;581.0;144.0;78.0
205.0;?;508.0;559.0;?;577.0;138.0;185.0
107.0;-592.0;-304.0;564.0;-595.0;575.0;129.0;415.0
102.0;-582.0;?;574.0;-477.0;566.0;125.0;447.0
?;-571.0;47.0;579.0;-469.0;560.0;131.0;388.0
367.0;-560.0;-10.0;584.0;?;557.0;144.0;246.0
420.0;-553.0;301.0;588.0;-414.0;547.0;?;292.0
391.0;-549.0;217.0;587.0;-424.0;541.0;161.0;283.0
395.0;-549.0;246.0;581.0;-394.0;540.0;164.0;378.0
309.0;?;132.0;581.0;-417.0;535.0;163.0;384.0
251.0;-551.0;-6.0;576.0;-372.0;535.0;165.0;411.0
200.0;-548.0;-79.0;569.0;-400.0;?;171.0;429.0
185.0;-545.0;-135.0;564.0;-387.0;535.0;189.0;467.0
165.0;-539.0;-35.0;555.0;-437.0;?;210.0;483.0
137.0;-537.0;-41.0;547.0;?;545.0;239.0;379.0
102.0;-537.0;-51.0;543.0;-1012.0;?;269.0;339.0
119.0;?;-97.0;535.0;-650.0;551.0;301.0;471.0
95.0;-545.0;-41.0;525.0;-854.0;561.0;332.0;524.0
81.0;-545.0;20.0;518.0;-730.0;566.0;354.0;286.0
79.0;-542.0;198.0;515.0;-782.0;?;372.0;?
87.0;-540.0;427.0;507.0;-703.0;?;386.0;394.0
88.0;-537.0;930.0;503.0;-767.0;588.0;?;67.0
210.0;-527.0;1336.0;494.0;-684.0;596.0;390.0;-112.0
422.0;-517.0;115.0;487.0;-651.0;600.0;382.0;244.0
433.0;-511.0;53.0;479.0;-671.0;603.0;362.0;?
527.0;-516.0;?;468.0;-675.0;609.0;318.0;112.0
554.0;-528.0;-265.0;459.0;-662.0;611.0;251.0;111.0
392.0;-546.0;-340.0;457.0;-671.0;606.0;155.0;136.0
517.0;-552.0;?;455.0;-669.0;606.0;91.0;147.0
499.0;-560.0;-239.0;452.0;-699.0;605.0;71.0;157.0
452.0;-560.0;-207.0;452.0;-700.0;601.0;88.0;130.0
450.0;-555.0;-227.0;452.0;-700.0;601.0;113.0;169.0
457.0;-550.0;-241.0;446.0;-710.0;599.0;159.0;163.0
466.0;-548.0;-291.0;446.0;-710.0;599.0;180.0;174.0
469.0;-545.0;-270.0;445.0;-694.0;595.0;184.0;177.0
462.0;-545.0;-190.0;?;-684.0;596.0;189.0;?
458.0;-550.0;632.0;442.0;-661.0;594.0;?;193.0
?;-554.0;1018.0;444.0;-641.0;593.0;191.0;169.0
468.0;-554.0;1828.0;444.0;-688.0;589.0;197.0;116.0
476.0;-559.0;25.0;441.0;-751.0;585.0;205.0;109.0
471.0;-559.0;?;441.0;-784.0;586.0;225.0;162.0
483.0;-558.0;951.0;438.0;-823.0;582.0;244.0;164.0
457.0;-562.0;-455.0;436.0;-867.0;577.0;248.0;236.0
436.0;-569.0;?;433.0;-865.0;574.0;?;312.0
424.0;-575.0;?;428.0;-855.0;?;221.0;334.0
399.0;-582.0;-72.0;421.0;-851.0;?;206.0;322.0
416.0;?;-119.0;412.0;?;582.0;196.0;414.0
429.0;?;-68.0;399.0;-750.0;590.0;186.0;492.0
477.0;-601.0;57.0;387.0;-750.0;591.0;168.0;412.0
?;-609.0;198.0;379.0;-749.0;593.0;151.0;384.0
?;-614.0;251.0;364.0;-740.0;595.0;138.0;406.0
545.0;?;?;357.0;-736.0;600.0;126.0;399.0
552.0;-617.0;249.0;341.0;?;601.0;110.0;438.0
522.0;-619.0;342.0;328.0;-722.0;601.0;?;417.0
472.0;-625.0;?;317.0;-736.0;596.0;70.0;?
460.0;-632.0;?;310.0;-731.0;591.0;40.0;442.0
453.0;-636.0;128.0;302.0;-717.0;?;14.0;435.0
449.0;-643.0;12.0;299.0;?;578.0;-7.0;405.0
?;-583.0;?;248.0;-742.0;442.0;?;339.0
407.0;-594.0;464.0;245.0;-758.0;440.0;-102.0;324.0
407.0;-607.0;533.0;236.0;-737.0;?;-103.0;343.0
418.0;-615.0;490.0;233.0;?;444.0;-95.0;?
434.0;-622.0;536.0;227.0;-764.0;440.0;-86.0;344.0
440.0;-627.0;417.0;225.0;-743.0;439.0;-83.0;?
443.0;-628.0;388.0;?;-714.0;440.0;-87.0;356.0
448.0;-630.0;318.0;221.0;-694.0;439.0;-96.0;309.0
466.0;-633.0;?;?;-684.0;434.0;?;313.0
461.0;-632.0;329.0;215.0;-726.0;434.0;-130.0;304.0
467.0;?;316.0;215.0;-749.0;429.0;-150.0;314.0
460.0;-633.0;344.0;217.0;-676.0;433.0;-168.0;249.0
464.0;-630.0;?;219.0;-664.0;431.0;-182.0;263.0
456.0;-630.0;377.0;222.0;-622.0;432.0;-188.0;426.0
?;-631.0;359.0;226.0;-611.0;432.0;-189.0;359.0
401.0;-631.0;364.0;225.0;-613.0;438.0;?;289.0
398.0;-633.0;366.0;230.0;?;438.0;-191.0;265.0
398.0;-634.0;376.0;235.0;-653.0;442.0;-179.0;271.0
366.0;-638.0;336.0;235.0;-688.0;445.0;-153.0;289.0
348.0;-641.0;328.0;234.0;-701.0;452.0;-134.0;258.0
341.0;-647.0;299.0;230.0;-809.0;456.0;-120.0;228.0
315.0;-653.0;286.0;?;-779.0;463.0;?;204.0
335.0;?;314.0;212.0;-810.0;472.0;-109.0;?
376.0;-670.0;319.0;196.0;-871.0;482.0;-113.0;?
404.0;-678.0;359.0;181.0;-848.0;488.0;-116.0;-274.0
429.0;-688.0;345.0;161.0;-859.0;505.0;-107.0;-173.0
518.0;-698.0;365.0;137.0;-895.0;522.0;?;-191.0
512.0;-708.0;404.0;108.0;-802.0;547.0;-89.0;-380.0
594.0;-720.0;444.0;87.0;?;?;?;-476.0
645.0;-731.0;514.0;63.0;-862.0;601.0;-67.0;-515.0
