InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
-2666;?;?;966;692.0;440.0;-169;?;36;307
?;-1826;?;1194;1081.0;?;?;-65.0;-62;71
-545;-2865;-142;920;1658.0;357.0;?;-246.0;?;316
1645;-3344;-142;496;2189.0;?;-135;-526.0;-33;375
2203;-3768;-142;122;2829.0;757.0;-177;-933.0;-75;609
2097;-4272;-142;86;3160.0;1611.0;-224;-1224.0;-48;708
1539;-4217;?;-502;3228.0;2055.0;-200;-1579.0;-117;952
844;-4404;-141;-462;?;?;-135;-1856.0;-66;1072
1029;-4222;?;?;1905.0;1736.0;-190;-1976.0;-24;1412
1049;-4616;-141;-423;1232.0;1313.0;-318;-2009.0;-52;2645
-767;-4577;-140;2410;738.0;1059.0;-376;-1837.0;-47;2868
?;?;?;1532;327.0;957.0;-977;-1641.0;?;1549
-2012;4444;-137;845;324.0;788.0;-2030;-1372.0;?;?
-53;3496;-139;1047;415.0;?;-3650;-1105.0;-1283;764
-506;1092;-114;-473;363.0;666.0;-6338;?;-1268;1074
-252;153;-53;-37;282.0;711.0;-7986;-582.0;213;762
?;?;-28;125;218.0;575.0;-6801;-459.0;1154;678
-42;66;-25;-107;?;137.0;-4072;-118.0;1199;693
135;89;-21;131;-254.0;-72.0;-639;455.0;954;646
3;24;-24;-14;-456.0;14.0;1267;991.0;?;683
3;29;-26;54;-276.0;-234.0;1888;1614.0;634;656
7;25;-29;?;?;?;3398;2024.0;356;662
?;-10;?;25;?;33.0;4502;1629.0;79;672
55;43;-54;48;213.0;-202.0;5382;?;-149;651
71;51;-95;34;-109.0;-552.0;5695;731.0;-202;664
49;57;-132;35;-497.0;-696.0;?;951.0;-110;665
51;42;-149;27;-537.0;?;5449;925.0;-279;664
121;?;-157;24;-370.0;-539.0;5061;777.0;-119;664
85;193;?;?;-396.0;-404.0;?;574.0;724;669
-76;160;-173;4;?;-290.0;708;450.0;1283;692
28;489;-170;2;-273.0;-266.0;-805;374.0;1093;634
-185;1114;-163;55;-143.0;-263.0;-1401;349.0;-89;?
30;1643;-162;26;-101.0;-172.0;-2674;328.0;-914;517
139;?;-157;41;-142.0;-114.0;-909;257.0;-223;425
-940;7414;-155;-315;-188.0;-56.0;224;?;368;948
-187;5130;-156;-1231;?;-101.0;26;113.0;474;2018
207;1548;-155;-486;322.0;19.0;172;?;246;1344
?;108;-155;1003;617.0;62.0;?;24.0;-119;-66
-1460;-1542;-156;929;849.0;79.0;-47;-90.0;-22;10
-684;-2589;-156;562;1062.0;6.0;-44;-87.0;-18;299
-248;-3423;-156;498;1124.0;-78.0;-61;-125.0;-63;271
177;-4189;-156;415;1112.0;-251.0;30;-205.0;0;404
863;-3993;-156;110;?;-441.0;45;-367.0;8;618
1977;?;-156;-613;866.0;-132.0;?;-338.0;10;?
2748;-3680;-156;-512;397.0;240.0;56;-94.0;22;1637
3251;-3297;-156;-548;379.0;471.0;?;35.0;34;1876
4512;-2355;-156;-317;192.0;189.0;70;88.0;1;2213
4792;-112;-156;1872;103.0;140.0;77;195.0;?;1241
1875;1031;?;-1146;372.0;-12.0;75;276.0;-17;3425
-458;343;-156;-3790;?;-299.0;74;509.0;15;4426
-21;112;-156;55;289.0;-511.0;75;807.0;-3;664
201;81;-156;332;?;?;77;1043.0;-26;425
54;22;-156;-361;-366.0;-1066.0;67;1331.0;?;997
50;57;?;287;-593.0;-1203.0;103;1575.0;-170;465
-23;20;-155;?;-810.0;-1509.0;-51;1809.0;412;?
25;78;-153;?;-965.0;-1801.0;-706;1980.0;1366;621
-35;45;-151;24;-657.0;-1730.0;-1017;2130.0;851;684
1;-19;-151;-9;?;-1056.0;-586;2021.0;285;700
-59;13;-151;47;233.0;-996.0;-459;1703.0;518;664
-59;38;-151;0;556.0;-809.0;-372;?;599;699
-38;-27;-151;29;893.0;-697.0;-148;1135.0;?;663
?;-22;-152;13;681.0;-621.0;-82;975.0;303;689
-129;22;?;24;114.0;-810.0;218;945.0;351;676
-103;?;-152;28;-73.0;-977.0;454;846.0;399;679
-108;-50;-152;24;40.0;-1058.0;470;662.0;446;686
?;-42;?;30;165.0;-962.0;430;550.0;306;679
-82;-37;-154;21;223.0;-567.0;223;443.0;99;684
15;?;-154;13;264.0;-446.0;135;350.0;?;682
?;-30;-154;21;252.0;-285.0;223;310.0;2;681
6;-39;?;18;?;-268.0;132;327.0;-4;681
?;-14;-155;19;?;-317.0;?;266.0;-1;672
-24;-14;-155;24;357.0;-228.0;62;226.0;-18;?
-33;-26;-155;19;310.0;-4.0;6;228.0;-1;669
4;-45;-155;17;327.0;333.0;-3;?;33;667
?;-35;-155;21;455.0;?;-4;83.0;32;668
6;7;-155;24;445.0;-212.0;-8;-60.0;3;665
9;-3;-155;23;272.0;-539.0;-1;-77.0;4;671
-5;-30;-155;21;125.0;-558.0;-8;-19.0;10;676
7;-16;-155;25;-72.0;-487.0;17;-27.0;12;672
8;-24;?;22;-153.0;-270.0;34;-34.0;18;673
43;-43;?;14;-221.0;-313.0;7;-67.0;-33;674
28;-28;-155;17;-310.0;-114.0;?;-32.0;-66;669
12;-9;-155;23;-310.0;89.0;19;7.0;-17;662
35;6;-155;25;-244.0;397.0;36;1.0;-49;?
19;-7;-155;?;-115.0;294.0;40;-53.0;?;661
17;?;-155;18;-19.0;384.0;15;-124.0;42;669
27;0;-155;22;26.0;599.0;16;?;16;661
1;-35;-155;25;109.0;691.0;-1;-191.0;20;661
3;-62;-155;24;?;?;6;-262.0;21;664
16;3;-155;16;146.0;1876.0;?;-241.0;?;668
?;?;?;13;188.0;2182.0;-35;-230.0;-27;672
-25;0;-155;21;139.0;1891.0;-45;-206.0;-21;663
-32;-1;-155;22;169.0;1535.0;-37;-203.0;-14;661
-41;?;-155;22;179.0;1112.0;-4;-273.0;28;662
-19;7;-155;21;235.0;833.0;35;-322.0;74;662
-19;11;-155;21;?;695.0;-14;-360.0;12;?
-7;13;-155;20;189.0;377.0;-39;-348.0;-39;664
26;0;-155;19;133.0;?;26;?;21;668
1;-25;-155;21;-3.0;422.0;?;-243.0;27;667
3;26;-155;15;69.0;565.0;11;-206.0;?;?
29;45;-155;20;112.0;647.0;24;-214.0;-28;665
20;35;?;29;159.0;343.0;-1;-226.0;-11;662
3;43;-155;26;151.0;151.0;?;-228.0;?;662
?;23;-156;?;113.0;-62.0;-25;-144.0;-21;665
40;39;-155;12;73.0;180.0;?;-120.0;10;673
51;47;-155;6;?;182.0;-41;-54.0;30;?
33;47;-155;15;60.0;187.0;-9;-81.0;-1;672
-13;35;-155;14;91.0;92.0;20;-31.0;-28;675
-18;11;-155;14;97.0;101.0;28;-24.0;-29;678
25;22;-156;25;86.0;?;26;-23.0;-2;670
4;0;-155;18;65.0;152.0;-19;-14.0;5;667
?;?;-155;12;?;?;?;?;-17;667
-3;6;-155;19;33.0;332.0;-6;-42.0;12;669
-1;7;-155;19;?;498.0;9;-68.0;28;674
17;2;-155;17;40.0;342.0;57;-58.0;22;675
16;1;-156;17;35.0;291.0;11;-60.0;31;675
16;-12;-155;17;29.0;217.0;-24;-50.0;-5;674
5;3;-155;17;7.0;116.0;14;-50.0;1;675
-12;-15;-155;23;17.0;-77.0;2;-51.0;-1;?
-15;-9;-155;20;-11.0;-89.0;21;-35.0;?;671
?;34;-155;14;-15.0;-116.0;65;-42.0;-30;675
-23;4;-155;20;21.0;-306.0;29;-55.0;-21;?
-44;-9;-155;21;2.0;-33.0;16;-31.0;-13;674
?;-29;-155;21;13.0;138.0;5;-32.0;-12;671
-9;-41;-155;25;?;50.0;-8;-12.0;4;662
-19;-15;-155;20;-20.0;20.0;-20;-2.0;54;667
-24;-11;-155;?;16.0;30.0;-10;5.0;47;671
-7;-19;-155;21;-1.0;-45.0;?;16.0;3;674
2;-29;-155;22;-10.0;-94.0;-4;23.0;-10;677
?;6;-155;19;-3.0;-76.0;1;13.0;-10;669
1;-6;-155;14;?;?;28;46.0;16;670
10;-29;-155;13;34.0;91.0;?;32.0;26;677
-26;13;-156;?;36.0;28.0;27;22.0;-12;671
-26;5;-155;17;52.0;15.0;?;49.0;-13;666
-39;?;-155;18;-1.0;160.0;-6;22.0;-7;665
-37;-15;-155;15;?;15.0;15;-5.0;-9;666
-1;?;-155;17;22.0;?;18;-3.0;29;667
-12;?;-155;23;6.0;-516.0;-8;-45.0;34;662
-46;-43;?;19;-17.0;-594.0;-5;-59.0;-12;664
-48;-21;-155;13;10.0;-544.0;-21;-59.0;-7;671
-31;-53;-155;?;-4.0;-212.0;-30;?;12;667
-16;-58;-155;26;-56.0;-127.0;-16;-59.0;-33;659
3;?;-155;20;-90.0;-227.0;-17;-42.0;?;661
1;-23;-155;?;-119.0;67.0;-26;-46.0;11;658
-25;-10;-156;25;-86.0;160.0;-25;-25.0;?;652
-27;11;-155;18;-91.0;77.0;-15;-57.0;-18;657
-23;-2;-155;17;-91.0;-181.0;-21;-114.0;1;658
-26;-12;-155;21;-116.0;-173.0;-35;?;-37;659
-24;8;-155;18;-153.0;-161.0;-70;-110.0;-28;665
?;-5;-155;19;-157.0;-110.0;-72;-103.0;-2;663
-25;0;-156;19;-231.0;-97.0;-84;?;-41;664
-16;45;-156;17;-230.0;-17.0;-166;-13.0;-63;670
-27;7;?;17;-219.0;113.0;?;41.0;-57;669
-68;-2;-156;15;-226.0;-88.0;-199;72.0;?;669
-50;25;-157;19;?;?;-392;93.0;-72;661
-27;-3;-158;22;-53.0;-124.0;-518;101.0;?;659
-45;10;-158;17;22.0;-299.0;-540;64.0;-196;?
1;18;-159;21;50.0;-391.0;-556;?;?;663
26;2;-159;25;67.0;-619.0;-569;66.0;-132;657
7;30;-159;20;5.0;-748.0;-557;64.0;-160;663
25;23;-159;14;-63.0;-583.0;-477;78.0;-104;667
36;?;-159;9;?;-290.0;-430;97.0;-55;676
36;-10;-159;9;-173.0;-392.0;-449;154.0;-83;676
38;-20;-158;14;-185.0;-338.0;-360;194.0;-12;666
32;-19;-158;16;-93.0;-200.0;-281;139.0;16;662
42;-29;-158;?;-6.0;-144.0;-280;102.0;-7;?
25;-6;-157;17;5.0;?;-267;?;-5;662
?;46;-157;23;-19.0;284.0;-189;87.0;-56;658
40;35;?;21;-57.0;468.0;-221;78.0;?;663
?;35;-157;?;1.0;603.0;-327;49.0;-42;667
0;11;-156;35;109.0;445.0;-121;-67.0;-135;649
-31;-18;?;47;?;?;-55;-130.0;-35;637
-24;-7;-156;43;?;305.0;258;-191.0;72;641
-25;-11;-155;44;47.0;251.0;805;?;109;640
-25;-11;?;44;46.0;272.0;797;-247.0;93;640
-26;-9;-155;45;49.0;29.0;860;-324.0;-93;639
-21;-12;-156;43;11.0;-107.0;840;-376.0;-32;641
-31;-9;?;47;-40.0;-65.0;956;-465.0;-218;637
-14;-11;-156;40;-74.0;-7.0;748;-553.0;149;644
?;-10;-158;21;-178.0;?;555;?;1374;662
4;0;-158;24;-237.0;220.0;1106;?;1233;662
-18;-2;-158;25;-200.0;?;474;-671.0;309;662
32;13;-159;22;-219.0;536.0;-125;-719.0;68;662
45;19;-159;?;-151.0;315.0;91;-822.0;99;682
74;-6;-159;-5;-123.0;-14.0;-35;-900.0;76;687
-8;-67;-159;0;-141.0;?;49;-969.0;61;700
-151;-231;-159;-40;-207.0;-260.0;93;-1004.0;30;?
-260;-533;-159;-39;-340.0;-66.0;18;-1035.0;-6;706
-578;-769;-159;18;-450.0;234.0;14;-1064.0;24;654
-177;?;-159;-52;-530.0;520.0;?;-979.0;38;698
-731;-673;?;-37;-671.0;955.0;5;-856.0;2;723
-2731;-673;-159;138;-716.0;1329.0;15;-746.0;-21;626
-2814;460;-159;193;-736.0;1598.0;?;-696.0;-28;537
-1563;979;-159;93;-686.0;1795.0;-35;-533.0;-34;722
?;635;-159;-212;-462.0;1547.0;?;?;5;925
1620;539;-159;-244;-301.0;1354.0;36;-489.0;-4;814
1972;430;-159;-10;-190.0;1174.0;17;-490.0;-31;675
1972;447;-159;-29;-316.0;1231.0;-5;-373.0;-21;683
?;501;-159;-38;-476.0;1211.0;42;-265.0;-57;686
1939;155;-159;-59;-349.0;1184.0;61;-209.0;-47;686
1840;-52;-159;-103;-42.0;1165.0;-5;-164.0;-33;694
?;28;?;-86;43.0;1169.0;-8;-154.0;-37;691
?;?;?;-89;56.0;1347.0;-63;-139.0;-21;691
1870;?;-159;?;9.0;1323.0;-144;-168.0;15;?
2084;12;-158;-103;9.0;1267.0;-171;-210.0;34;?
758;-10;-158;-12;-92.0;1104.0;-607;-272.0;?;674
-139;3;-157;19;-109.0;1067.0;-1111;-356.0;-52;684
222;-80;-156;-15;-93.0;851.0;-1243;?;-270;686
68;-123;-156;42;-33.0;563.0;-1349;-510.0;-85;638
44;0;-153;37;56.0;366.0;-1392;-536.0;457;647
84;?;-152;26;143.0;212.0;-1292;-473.0;556;656
20;-8;-150;47;133.0;64.0;?;-438.0;1564;630
14;108;-147;26;133.0;392.0;-250;-409.0;742;639
?;171;-147;9;56.0;757.0;212;-383.0;-1309;674
?;?;-150;14;-60.0;847.0;?;-250.0;405;682
-24;41;-150;12;-111.0;350.0;-10;-115.0;2665;673
-8;70;-150;12;-140.0;56.0;45;-45.0;2791;678
-21;41;-151;18;-307.0;-22.0;-78;44.0;2782;674
-28;17;-150;22;-588.0;-191.0;19;?;1363;671
15;25;-149;21;-779.0;191.0;77;405.0;-739;680
-7;?;-149;15;-498.0;452.0;-68;428.0;-804;682
-28;3;-149;18;-226.0;312.0;-70;325.0;-770;677
-7;-9;-149;23;-187.0;167.0;-54;165.0;-1007;676
-47;-11;-149;18;-378.0;-133.0;-53;?;-242;682
-37;?;-149;16;-405.0;-187.0;22;149.0;210;678
-5;-10;-149;18;-301.0;69.0;61;133.0;5;675
-24;-11;-149;?;-240.0;?;86;178.0;36;679
-6;-11;-149;19;-273.0;?;81;143.0;?;673
-22;-8;-149;17;-259.0;-220.0;48;128.0;-27;678
-7;-23;-149;19;?;-141.0;?;157.0;-12;672
-3;-32;-149;17;-318.0;-39.0;?;129.0;-3;667
-23;-19;-149;21;?;?;37;134.0;-11;668
-5;-33;-149;33;-330.0;7.0;55;103.0;1;661
-33;?;-149;24;-259.0;18.0;48;53.0;?;666
-8;-62;-149;21;-254.0;39.0;32;14.0;6;662
2;-42;-149;30;-217.0;31.0;-19;?;-1;?
7;-28;-149;28;-147.0;-65.0;-26;8.0;-24;662
49;-21;-149;24;-5.0;-35.0;-10;-26.0;-53;663
26;-21;-149;21;80.0;-260.0;-74;-39.0;-31;661
16;-6;-149;19;159.0;-16.0;-98;-16.0;20;664
-1;26;-149;16;174.0;-64.0;-91;-37.0;45;668
-20;31;-149;16;199.0;-24.0;-100;-8.0;-1;666
7;20;-149;20;229.0;-38.0;?;-16.0;?;662
14;23;-149;19;251.0;-113.0;?;-63.0;65;666
6;23;-149;15;302.0;-38.0;-125;-84.0;43;666
14;23;?;23;289.0;-48.0;-131;-111.0;38;661
17;12;-149;26;294.0;-59.0;-158;-152.0;31;665
?;-11;?;21;181.0;-149.0;-199;-206.0;-4;665
-17;-2;-149;?;35.0;-91.0;-222;?;68;660
-47;24;-148;23;-174.0;-17.0;?;-159.0;133;666
-46;23;-148;16;-418.0;-266.0;-325;?;96;673
-45;20;-148;15;-611.0;-501.0;?;-87.0;92;?
-44;22;-148;19;-784.0;-318.0;-339;-26.0;88;673
-50;-3;-148;21;-899.0;-708.0;-306;47.0;103;?
-56;-8;-148;22;?;-1210.0;-351;263.0;78;664
-56;-14;-148;17;-907.0;-1688.0;-313;430.0;102;671
-65;-42;-148;15;-1467.0;-2394.0;-310;658.0;104;664
-52;-19;-148;21;-1805.0;-3804.0;-428;758.0;22;663
-40;-20;-148;16;-1940.0;-5948.0;152;793.0;448;670
-48;-61;-149;?;-1787.0;-4927.0;568;710.0;765;669
-20;-43;-150;8;-1920.0;-3495.0;638;753.0;542;673
27;-10;-152;12;-1967.0;-2113.0;939;770.0;?;670
-5;-37;-154;24;-1905.0;-1255.0;243;794.0;194;657
-63;-82;-155;16;-1894.0;?;-616;749.0;1053;662
-38;-67;?;?;-1875.0;-1823.0;-96;729.0;2012;?
-72;-32;-158;?;?;-1872.0;193;720.0;2478;666
-57;-7;-160;60;-1505.0;-1906.0;-254;692.0;2744;601
14;130;-160;33;?;?;-721;673.0;1776;?
-77;256;-159;-15;-1336.0;-1175.0;-1017;682.0;-58;691
-112;293;-160;67;?;-669.0;-394;650.0;-639;520
?;666;-161;-41;-1173.0;?;117;?;-361;499
-1158;1538;-161;-89;-1257.0;-125.0;31;554.0;-275;723
-2631;1860;-161;?;-1436.0;-308.0;74;?;-157;935
-3510;1396;-162;-509;?;-528.0;22;583.0;-125;1561
-1339;-96;-162;?;-1213.0;-586.0;24;649.0;-130;1788
3489;-2048;-162;586;-909.0;-659.0;49;556.0;-116;847
5067;-1599;-162;417;-686.0;?;47;387.0;-168;382
3107;-1065;-163;231;-462.0;38.0;42;207.0;-117;619
2103;-1873;-163;251;-454.0;3.0;-14;83.0;-36;540
1687;-1849;-163;?;-342.0;-52.0;-6;-18.0;?;539
1096;-2336;-164;135;-42.0;?;19;-215.0;-17;672
941;?;-164;46;429.0;-531.0;-32;-356.0;-21;732
1363;-2360;-164;188;901.0;-775.0;-89;-414.0;-23;639
?;-2106;-164;-201;1101.0;-653.0;-50;?;1;817
2144;-1951;-164;-368;1028.0;-436.0;-43;-524.0;?;944
1572;-1566;?;-315;708.0;-387.0;-95;-452.0;-43;909
924;-865;-165;-526;473.0;-585.0;-84;?;18;1199
1022;-1167;-163;-17;?;-484.0;-100;-305.0;?;1266
1044;-2401;-167;?;-110.0;-283.0;-87;-174.0;13;1670
?;-994;?;790;-265.0;-126.0;-222;?;-56;1111
366;1428;-167;1110;-213.0;-56.0;?;26.0;-134;959
-1455;1731;-166;-934;-124.0;-44.0;-955;21.0;-170;1168
-1068;2447;-157;586;-109.0;?;-1772;75.0;-458;-158
-516;2719;-182;-378;-100.0;-80.0;-2483;79.0;-947;1568
-357;1257;-139;-1647;-132.0;-152.0;-4117;79.0;-1707;2415
92;263;-207;113;-48.0;-217.0;-5719;97.0;-1943;585
-84;93;-141;-77;2.0;-278.0;-6533;119.0;-2109;752
34;47;157;-35;157.0;-290.0;-6242;64.0;-1903;720
113;50;?;124;197.0;-184.0;-3092;17.0;227;574
30;54;105;-47;-285.0;-148.0;-79;209.0;1591;735
53;45;14;76;-1067.0;-332.0;879;500.0;?;622
17;77;-169;3;-991.0;-859.0;947;628.0;2177;684
25;63;-123;29;-666.0;-1155.0;?;645.0;1928;660
-10;44;-133;24;-336.0;-1189.0;3954;258.0;1390;670
-14;51;-156;30;-659.0;-1157.0;?;-83.0;1113;669
13;67;-136;39;-1755.0;-1045.0;5000;24.0;1567;661
16;78;-157;36;-2491.0;-934.0;4931;245.0;556;664
19;76;-158;37;-2400.0;-641.0;5635;429.0;-9;664
15;78;-160;36;-1737.0;-403.0;5242;540.0;-204;665
13;78;-168;36;-906.0;-398.0;4196;676.0;-2157;665
?;77;-171;36;-148.0;-288.0;4798;608.0;-2242;666
-11;79;-177;37;178.0;-204.0;282;?;-2513;661
50;80;?;33;?;13.0;-3607;454.0;-2216;670
?;?;-173;39;?;112.0;-3135;490.0;-1013;659
25;78;?;?;31.0;118.0;-3183;545.0;-1103;667
59;82;-164;31;?;190.0;-1195;542.0;358;?
-129;71;-162;50;225.0;211.0;-614;419.0;923;641
345;71;-163;12;461.0;369.0;-720;?;227;711
-866;243;-160;49;821.0;676.0;117;?;214;574
?;?;-161;?;894.0;823.0;-203;-14.0;180;?
?;979;?;-46;1190.0;997.0;-110;-193.0;183;481
-1156;-1499;-160;463;1990.0;1165.0;-39;-441.0;-17;156
930;-2353;-160;206;?;?;-55;-592.0;-62;313
2468;?;-160;-184;?;1143.0;-162;-991.0;-93;?
?;-3138;-160;-104;2922.0;1487.0;-296;-1460.0;-112;618
764;-3411;-160;-325;2399.0;2048.0;-178;-1524.0;-42;879
384;-3760;?;-357;1651.0;2386.0;-186;-1431.0;-73;1013
451;-3729;-160;?;?;2536.0;-99;-1410.0;61;1046
?;-3498;?;-209;1133.0;2251.0;-42;?;98;1040
609;?;-160;371;794.0;1948.0;?;-1333.0;59;1253
415;-2892;-160;1168;524.0;1663.0;-183;-1170.0;41;1257
314;-2891;?;790;500.0;1780.0;-284;-1035.0;-52;890
309;-2842;-159;872;513.0;1816.0;-496;?;-63;924
-980;-833;-159;1925;531.0;1876.0;-597;-677.0;-66;782
-2432;962;-159;1328;500.0;1710.0;-455;-517.0;-73;211
-717;2401;-159;323;656.0;1750.0;-1226;-432.0;-157;?
1064;4457;-159;-153;819.0;1493.0;-258;-290.0;-77;1357
148;3608;-158;-402;811.0;1601.0;-1382;-84.0;-102;968
-391;937;-142;175;?;1817.0;-5601;66.0;795;422
-322;533;-115;250;667.0;1546.0;-3655;193.0;2510;883
-262;448;-106;?;474.0;1312.0;-389;301.0;1562;864
-41;31;-109;285;?;1053.0;?;452.0;-138;599
?;190;-111;?;-358.0;844.0;807;621.0;-379;725
0;50;-118;235;-113.0;455.0;1950;957.0;-771;659
-35;85;-118;225;-240.0;59.0;1928;769.0;-758;653
-180;111;-115;219;27.0;-602.0;1863;435.0;-606;681
-218;48;?;238;?;-1319.0;2135;81.0;-1262;660
?;95;-134;225;-2.0;-1162.0;2421;-129.0;-1786;678
-207;64;-132;233;-575.0;-550.0;2242;-138.0;-1533;667
-210;?;-132;230;-666.0;-339.0;2364;-90.0;-1678;672
-214;80;?;230;-697.0;-62.0;2406;-61.0;-1714;672
-87;40;-141;218;?;101.0;891;-112.0;-435;675
-21;42;-145;188;-847.0;178.0;40;-126.0;194;686
-61;60;?;?;-880.0;187.0;352;-120.0;80;691
-30;54;-144;175;-744.0;239.0;105;-154.0;78;690
6;56;-144;142;-596.0;317.0;?;-144.0;-376;692
?;55;-144;141;-531.0;198.0;?;-42.0;-524;692
4;57;-143;144;-541.0;56.0;-43;64.0;-430;?
16;44;-141;141;-360.0;-176.0;12;145.0;-701;693
31;31;-141;133;-321.0;-3.0;120;189.0;-909;696
23;35;-141;141;-363.0;60.0;201;?;-1050;694
?;33;?;135;-387.0;80.0;248;?;-953;695
30;18;-141;69;-254.0;-20.0;147;281.0;?;700
-8;-34;-140;36;-75.0;-191.0;209;262.0;-539;691
-1;-64;-141;29;103.0;?;408;183.0;-568;689
15;-22;-141;14;279.0;-203.0;451;?;-502;692
-7;-15;-141;20;382.0;187.0;571;27.0;?;690
6;-32;-142;21;477.0;-18.0;838;4.0;-462;688
32;-11;-143;17;538.0;-344.0;?;-21.0;-500;681
33;-21;-144;18;643.0;-514.0;?;?;-406;684
-17;-8;-145;21;757.0;-610.0;947;-90.0;-70;686
-8;-33;?;23;770.0;-40.0;1064;-90.0;136;683
24;-91;-146;25;807.0;526.0;980;-135.0;299;677
-14;?;-147;30;713.0;411.0;902;?;555;671
35;-67;-147;23;632.0;411.0;944;-54.0;586;677
96;-46;?;13;566.0;386.0;680;-29.0;305;678
32;-33;-147;11;492.0;47.0;564;-17.0;309;681
35;-57;-146;19;375.0;?;604;20.0;295;675
61;17;-146;10;256.0;-429.0;623;58.0;683;679
8;36;-145;16;241.0;-562.0;-256;34.0;382;?
-38;-4;-146;34;188.0;-770.0;-1698;109.0;-1331;648
-117;56;-148;5;75.0;-957.0;-1381;118.0;-1242;678
-241;25;?;17;58.0;-978.0;-1406;163.0;-841;634
-518;535;-151;-5;-85.0;-952.0;-1358;197.0;-788;638
-559;1167;-151;?;-126.0;-816.0;-181;244.0;140;742
-557;1144;-151;-130;-186.0;-760.0;-238;292.0;93;737
-1693;1366;-152;-59;-145.0;-590.0;-156;?;-49;826
-2736;1257;-152;-90;?;-467.0;80;?;26;977
-2482;446;-152;42;662.0;-256.0;-107;155.0;-50;887
-3489;20;-152;104;590.0;-505.0;?;106.0;43;762
-2689;86;-152;129;490.0;?;-29;-35.0;5;786
1002;118;-152;289;171.0;-672.0;-10;-23.0;?;?
1052;?;-152;131;-481.0;-409.0;?;77.0;?;745
1;-184;-152;60;-773.0;63.0;-12;163.0;27;708
435;-138;?;121;?;132.0;4;143.0;-5;628
122;-157;-152;-72;-512.0;60.0;-13;94.0;-6;639
-522;-292;-152;-107;-313.0;35.0;-45;27.0;?;750
-1534;-347;-152;25;-177.0;-55.0;-53;-23.0;?;745
-1698;-378;-152;30;-170.0;-130.0;-56;-34.0;105;641
-921;-318;-152;11;-244.0;-283.0;-37;-80.0;69;626
-344;-197;-151;57;-259.0;?;-23;?;16;614
98;?;-151;13;-242.0;-309.0;-37;-17.0;53;?
521;1;-151;0;?;-252.0;-33;?;37;685
746;-36;-151;25;-71.0;-3.0;-26;?;-11;697
873;-21;-151;-19;263.0;?;?;24.0;24;742
1416;-32;-151;93;541.0;36.0;72;-8.0;9;755
2069;-99;-151;?;738.0;-207.0;33;-15.0;-6;814
2832;2;-151;-79;924.0;25.0;?;-82.0;19;880
2586;-58;-151;121;1315.0;-8.0;-34;-182.0;-33;?
963;-396;-151;70;1636.0;250.0;-30;-332.0;-40;640
450;-574;-151;-15;?;492.0;-37;-422.0;0;730
330;-788;-151;-63;2097.0;604.0;35;-500.0;-18;778
-135;-943;-151;-111;2280.0;463.0;27;-548.0;-13;814
-6;-696;-151;?;2193.0;690.0;14;-644.0;-1;586
84;-428;-151;135;1955.0;860.0;?;-711.0;20;363
100;?;-151;36;1674.0;528.0;-42;-724.0;?;634
86;-187;-151;12;1435.0;266.0;-48;-704.0;19;695
70;-33;-151;33;1115.0;409.0;-39;-501.0;166;619
92;?;-151;24;832.0;724.0;51;-308.0;359;?
24;-38;-151;14;359.0;1027.0;137;9.0;486;652
?;-33;-150;0;?;?;250;327.0;469;?
?;5;-149;?;-226.0;1376.0;729;646.0;130;678
-27;27;-149;8;-705.0;1345.0;906;866.0;28;664
-24;43;-149;12;-508.0;1169.0;?;781.0;20;671
-43;61;-149;24;-522.0;1048.0;1457;?;-270;?
-26;53;-149;?;-778.0;930.0;1033;545.0;-98;666
43;?;-152;18;-778.0;847.0;-541;339.0;385;?
53;50;-153;19;-540.0;712.0;-876;6.0;219;663
38;13;-152;17;-121.0;497.0;?;-371.0;-161;672
55;19;-152;17;-682.0;232.0;-833;-410.0;-150;?
14;83;-152;16;-699.0;-115.0;?;-833.0;?;672
-37;59;-152;12;84.0;?;-556;-1306.0;-257;672
-44;23;-150;19;1046.0;-681.0;-650;-905.0;95;664
-81;32;-148;?;142.0;-596.0;-458;-104.0;276;670
?;-23;-147;11;-199.0;-253.0;?;-141.0;?;688
-15;-32;-147;12;-307.0;5.0;-806;-449.0;410;676
-1;?;-146;18;-400.0;31.0;-741;-68.0;489;664
16;-36;-144;13;189.0;38.0;-859;434.0;583;669
8;-46;-143;21;-200.0;63.0;-888;408.0;657;660
-11;-7;-143;28;-567.0;25.0;-598;376.0;1160;658
-26;-7;-141;24;-583.0;-143.0;-408;298.0;1511;?
-39;-60;?;15;-372.0;-343.0;-839;264.0;2218;670
-32;-69;-140;11;-101.0;-516.0;-437;209.0;1247;679
-36;-31;-142;14;-16.0;-550.0;372;186.0;-923;673
-37;-41;?;13;-141.0;-578.0;76;222.0;-398;671
-21;-32;-155;19;-593.0;-634.0;331;134.0;298;665
-44;-8;?;21;?;-742.0;715;124.0;145;658
