InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
396.0;-647.0;656.0;251.0;?;710.0;542.0;?;140.0;-557.0;-59.0;-176.0
392.0;-647.0;664.0;256.0;-363.0;718.0;546.0;-779.0;?;-562.0;-55.0;-190.0
381.0;?;672.0;268.0;-348.0;?;550.0;?;118.0;-553.0;-42.0;-206.0
366.0;-653.0;?;283.0;?;720.0;555.0;-783.0;104.0;-542.0;-19.0;-220.0
363.0;-657.0;688.0;298.0;-323.0;715.0;562.0;-787.0;87.0;-528.0;11.0;-232.0
358.0;-661.0;697.0;315.0;-309.0;705.0;565.0;?;64.0;-527.0;47.0;-241.0
359.0;-663.0;709.0;332.0;-295.0;689.0;565.0;-773.0;34.0;-526.0;88.0;-247.0
362.0;-661.0;715.0;347.0;-286.0;672.0;571.0;-768.0;2.0;-524.0;130.0;-254.0
363.0;-659.0;720.0;364.0;-277.0;658.0;578.0;?;-30.0;-526.0;168.0;-261.0
366.0;-657.0;724.0;382.0;-269.0;654.0;584.0;-751.0;-53.0;-524.0;192.0;-264.0
369.0;-657.0;?;?;-262.0;661.0;588.0;-745.0;-64.0;-519.0;202.0;-266.0
373.0;?;727.0;417.0;-259.0;672.0;591.0;?;-67.0;-518.0;203.0;-271.0
375.0;?;726.0;434.0;-260.0;684.0;593.0;-730.0;-65.0;-515.0;197.0;-275.0
378.0;-658.0;723.0;454.0;-266.0;693.0;593.0;-723.0;-61.0;-507.0;191.0;-277.0
384.0;-658.0;719.0;?;-274.0;696.0;593.0;-713.0;-61.0;-502.0;187.0;-274.0
390.0;-656.0;716.0;495.0;-282.0;696.0;592.0;-701.0;-59.0;-498.0;185.0;-268.0
399.0;-653.0;715.0;513.0;-291.0;696.0;589.0;-693.0;-55.0;-490.0;183.0;-260.0
?;-651.0;711.0;526.0;-302.0;697.0;586.0;-686.0;-51.0;-485.0;179.0;-252.0
415.0;-648.0;709.0;541.0;-312.0;697.0;583.0;-679.0;-48.0;-476.0;175.0;?
423.0;-646.0;709.0;558.0;-316.0;?;579.0;-673.0;-43.0;-466.0;171.0;-227.0
430.0;-645.0;708.0;577.0;-319.0;701.0;577.0;-665.0;-38.0;?;165.0;-216.0
436.0;?;?;594.0;-324.0;705.0;573.0;-653.0;-34.0;-450.0;157.0;-205.0
443.0;-643.0;705.0;611.0;-329.0;?;?;-643.0;-26.0;-441.0;151.0;-192.0
448.0;-642.0;704.0;628.0;-334.0;707.0;565.0;-636.0;-20.0;-428.0;146.0;-178.0
449.0;-642.0;703.0;?;-339.0;704.0;560.0;-632.0;-14.0;?;143.0;-167.0
?;-641.0;702.0;657.0;-344.0;697.0;555.0;-627.0;-9.0;-401.0;142.0;-156.0
447.0;?;701.0;670.0;-348.0;690.0;550.0;-620.0;-5.0;-391.0;142.0;?
446.0;-637.0;700.0;683.0;-352.0;681.0;?;?;-1.0;-376.0;143.0;-124.0
?;-633.0;699.0;698.0;-356.0;675.0;541.0;-610.0;?;-359.0;139.0;-107.0
452.0;-628.0;699.0;708.0;-360.0;670.0;535.0;-604.0;9.0;?;132.0;-94.0
455.0;-622.0;699.0;715.0;-364.0;666.0;530.0;-600.0;18.0;-346.0;125.0;-85.0
456.0;-617.0;697.0;720.0;-368.0;663.0;?;-598.0;?;-339.0;118.0;-77.0
457.0;-613.0;695.0;724.0;-374.0;?;521.0;-598.0;36.0;-333.0;110.0;-72.0
457.0;-610.0;691.0;727.0;-379.0;?;519.0;-599.0;45.0;-325.0;?;-65.0
456.0;-609.0;686.0;728.0;-385.0;666.0;519.0;-602.0;56.0;-318.0;87.0;-61.0
455.0;-609.0;682.0;727.0;-391.0;669.0;520.0;-604.0;67.0;-316.0;74.0;-60.0
452.0;-611.0;676.0;725.0;-396.0;673.0;522.0;-608.0;77.0;-315.0;62.0;-64.0
?;?;669.0;718.0;-401.0;677.0;522.0;-613.0;85.0;-321.0;52.0;-73.0
457.0;?;662.0;706.0;-408.0;680.0;519.0;-625.0;91.0;-322.0;43.0;-87.0
?;-623.0;655.0;691.0;-416.0;685.0;517.0;-644.0;97.0;-316.0;33.0;-107.0
447.0;-626.0;651.0;686.0;-419.0;692.0;514.0;-662.0;105.0;?;21.0;-120.0
432.0;-628.0;?;681.0;-421.0;701.0;512.0;-676.0;111.0;-274.0;8.0;-126.0
418.0;-628.0;?;686.0;-421.0;707.0;511.0;-683.0;116.0;-248.0;-1.0;-119.0
407.0;-628.0;646.0;692.0;-419.0;710.0;510.0;-687.0;?;-219.0;-5.0;-105.0
398.0;?;645.0;696.0;-416.0;710.0;510.0;-688.0;114.0;?;-2.0;-94.0
390.0;-631.0;643.0;697.0;-414.0;707.0;510.0;-691.0;110.0;-191.0;?;?
378.0;-633.0;642.0;700.0;-413.0;700.0;509.0;?;107.0;?;9.0;-70.0
?;-635.0;640.0;703.0;-412.0;693.0;509.0;-694.0;109.0;-155.0;10.0;-51.0
362.0;-635.0;?;709.0;-411.0;687.0;508.0;-693.0;114.0;-129.0;6.0;-29.0
359.0;-634.0;635.0;714.0;?;685.0;508.0;-692.0;?;-107.0;?;-8.0
355.0;-631.0;632.0;717.0;-411.0;685.0;508.0;-691.0;128.0;-87.0;-12.0;10.0
350.0;-628.0;629.0;720.0;-413.0;686.0;508.0;-690.0;134.0;-73.0;-20.0;28.0
346.0;-625.0;625.0;722.0;-414.0;687.0;508.0;-688.0;139.0;-66.0;-26.0;?
?;-623.0;620.0;724.0;-416.0;687.0;507.0;-687.0;144.0;-62.0;?;62.0
343.0;-623.0;615.0;725.0;-422.0;686.0;507.0;-686.0;148.0;-55.0;-35.0;79.0
?;-623.0;610.0;725.0;-427.0;685.0;506.0;-687.0;154.0;-49.0;-39.0;97.0
352.0;-623.0;608.0;723.0;-431.0;685.0;506.0;-689.0;160.0;-46.0;-43.0;113.0
359.0;-622.0;605.0;720.0;-436.0;686.0;504.0;-692.0;165.0;-46.0;-49.0;129.0
366.0;-622.0;601.0;716.0;-442.0;689.0;503.0;-696.0;168.0;-48.0;-54.0;145.0
371.0;-623.0;597.0;712.0;-448.0;692.0;501.0;-701.0;169.0;?;-57.0;159.0
372.0;-624.0;593.0;?;?;696.0;499.0;-704.0;171.0;-40.0;-61.0;172.0
372.0;-625.0;590.0;706.0;-462.0;701.0;496.0;-707.0;176.0;-30.0;-66.0;183.0
371.0;-624.0;585.0;705.0;-469.0;705.0;493.0;-709.0;182.0;-21.0;-76.0;194.0
370.0;-624.0;582.0;?;-475.0;708.0;489.0;-712.0;189.0;-13.0;-85.0;204.0
370.0;-623.0;578.0;699.0;-480.0;709.0;485.0;-715.0;196.0;-8.0;-94.0;209.0
371.0;-622.0;?;696.0;-485.0;709.0;480.0;-718.0;?;-2.0;-100.0;213.0
371.0;-620.0;573.0;692.0;-489.0;?;475.0;-721.0;?;2.0;-106.0;219.0
377.0;-617.0;573.0;689.0;-490.0;704.0;472.0;-724.0;213.0;?;?;226.0
388.0;-615.0;573.0;685.0;-491.0;701.0;470.0;-728.0;218.0;16.0;-116.0;231.0
403.0;-613.0;?;?;-489.0;699.0;467.0;-733.0;219.0;17.0;?;235.0
404.0;-611.0;579.0;676.0;-488.0;696.0;462.0;-736.0;218.0;28.0;-116.0;239.0
404.0;-610.0;582.0;670.0;-487.0;694.0;459.0;-741.0;216.0;32.0;-113.0;?
412.0;-609.0;586.0;679.0;-483.0;?;457.0;-733.0;212.0;36.0;-111.0;?
?;-607.0;592.0;?;-480.0;693.0;455.0;-731.0;212.0;34.0;-111.0;207.0
?;-607.0;?;679.0;-474.0;695.0;455.0;-733.0;211.0;37.0;?;207.0
426.0;-609.0;605.0;671.0;-468.0;696.0;455.0;-741.0;206.0;31.0;-112.0;211.0
425.0;-610.0;607.0;666.0;-466.0;695.0;455.0;-745.0;200.0;23.0;-104.0;198.0
425.0;-612.0;?;666.0;-465.0;695.0;454.0;-746.0;194.0;24.0;-95.0;198.0
422.0;-613.0;610.0;662.0;-463.0;696.0;455.0;-749.0;190.0;32.0;-93.0;206.0
421.0;-613.0;609.0;657.0;-464.0;697.0;454.0;-753.0;188.0;?;-94.0;208.0
420.0;?;609.0;652.0;?;698.0;453.0;-757.0;188.0;34.0;-94.0;205.0
418.0;-612.0;611.0;649.0;-465.0;699.0;453.0;-760.0;187.0;33.0;-93.0;207.0
416.0;-612.0;611.0;646.0;-465.0;699.0;452.0;-763.0;185.0;33.0;?;208.0
413.0;-612.0;?;644.0;-465.0;700.0;450.0;-764.0;182.0;33.0;-87.0;208.0
410.0;-611.0;?;?;-466.0;700.0;447.0;-764.0;179.0;32.0;-83.0;207.0
403.0;-609.0;613.0;?;-466.0;700.0;444.0;-763.0;176.0;29.0;-79.0;208.0
?;-607.0;614.0;645.0;-465.0;698.0;?;-764.0;?;?;-76.0;205.0
383.0;-604.0;613.0;648.0;-466.0;697.0;438.0;-761.0;173.0;13.0;-74.0;201.0
374.0;-601.0;612.0;653.0;-466.0;694.0;436.0;-758.0;173.0;4.0;-72.0;199.0
366.0;-597.0;609.0;655.0;?;690.0;434.0;-756.0;174.0;-4.0;-69.0;195.0
359.0;-593.0;605.0;661.0;-471.0;684.0;432.0;-750.0;175.0;-23.0;-66.0;187.0
359.0;?;601.0;667.0;-475.0;677.0;429.0;-744.0;178.0;-44.0;?;?
367.0;-584.0;596.0;673.0;-479.0;670.0;426.0;-736.0;?;-69.0;-64.0;153.0
382.0;-578.0;592.0;667.0;-483.0;664.0;423.0;-736.0;188.0;-101.0;-68.0;141.0
?;-572.0;588.0;648.0;-486.0;659.0;421.0;-737.0;195.0;-155.0;?;?
439.0;-566.0;587.0;649.0;-487.0;656.0;419.0;-729.0;202.0;?;-81.0;102.0
465.0;-559.0;590.0;638.0;-487.0;653.0;417.0;-723.0;?;-221.0;-87.0;86.0
?;-555.0;594.0;629.0;-485.0;653.0;418.0;-713.0;212.0;-260.0;-94.0;67.0
?;-554.0;597.0;622.0;-482.0;653.0;417.0;-703.0;209.0;-291.0;-96.0;47.0
523.0;-554.0;600.0;620.0;-480.0;654.0;414.0;-687.0;206.0;-318.0;-96.0;38.0
536.0;-553.0;598.0;?;-482.0;656.0;411.0;-673.0;209.0;-330.0;-102.0;39.0
544.0;-553.0;595.0;631.0;-487.0;658.0;404.0;-661.0;214.0;-336.0;-116.0;38.0
549.0;-551.0;591.0;639.0;-493.0;661.0;396.0;-649.0;?;-339.0;-133.0;35.0
553.0;?;589.0;647.0;?;664.0;388.0;-639.0;226.0;-340.0;-151.0;25.0
556.0;-544.0;586.0;653.0;-504.0;668.0;381.0;-628.0;231.0;-345.0;-169.0;20.0
565.0;?;583.0;656.0;-510.0;673.0;373.0;-615.0;?;-356.0;-186.0;16.0
592.0;-533.0;580.0;652.0;-515.0;?;368.0;?;244.0;-379.0;?;22.0
625.0;-528.0;581.0;634.0;-517.0;678.0;362.0;-574.0;255.0;-419.0;?;?
648.0;-522.0;586.0;607.0;-514.0;678.0;357.0;-564.0;264.0;-455.0;-224.0;17.0
658.0;-520.0;589.0;594.0;-515.0;?;351.0;-570.0;263.0;-472.0;-221.0;-11.0
662.0;-517.0;591.0;?;-519.0;?;343.0;?;257.0;-479.0;-211.0;-7.0
659.0;-510.0;589.0;604.0;-524.0;658.0;337.0;?;258.0;-473.0;-202.0;?
655.0;?;587.0;613.0;-529.0;653.0;332.0;-556.0;262.0;-466.0;-204.0;6.0
654.0;-498.0;584.0;619.0;-534.0;646.0;327.0;-553.0;270.0;-461.0;-213.0;13.0
653.0;-493.0;580.0;626.0;-539.0;637.0;323.0;-551.0;280.0;-454.0;-223.0;?
649.0;-489.0;574.0;632.0;-544.0;627.0;318.0;-551.0;290.0;-448.0;-228.0;27.0
?;-487.0;?;638.0;-551.0;618.0;313.0;-550.0;?;-440.0;-231.0;36.0
637.0;-485.0;555.0;649.0;-560.0;609.0;306.0;-553.0;303.0;-426.0;?;45.0
627.0;-480.0;542.0;?;-570.0;600.0;297.0;-560.0;311.0;-404.0;?;56.0
610.0;-474.0;527.0;678.0;-581.0;593.0;287.0;-565.0;322.0;-376.0;-243.0;?
?;-465.0;508.0;700.0;?;588.0;275.0;-569.0;336.0;?;-260.0;85.0
580.0;-456.0;488.0;719.0;-603.0;?;265.0;-574.0;353.0;-301.0;-283.0;88.0
570.0;-446.0;466.0;726.0;-614.0;576.0;254.0;-579.0;374.0;-275.0;?;81.0
563.0;-437.0;443.0;729.0;-624.0;568.0;243.0;-585.0;?;-250.0;-331.0;?
559.0;-427.0;420.0;733.0;-632.0;560.0;231.0;?;414.0;?;-354.0;62.0
562.0;-418.0;397.0;729.0;-639.0;551.0;220.0;-605.0;431.0;-186.0;-374.0;48.0
568.0;-409.0;378.0;716.0;-645.0;542.0;209.0;-616.0;446.0;-168.0;-391.0;36.0
575.0;-401.0;360.0;688.0;-648.0;535.0;198.0;-627.0;457.0;-162.0;-404.0;?
579.0;-393.0;343.0;657.0;-650.0;529.0;188.0;?;464.0;-146.0;-412.0;46.0
584.0;?;325.0;636.0;-652.0;524.0;176.0;-635.0;469.0;-112.0;?;77.0
585.0;-380.0;306.0;?;-655.0;520.0;162.0;-632.0;473.0;-58.0;-418.0;116.0
585.0;-371.0;286.0;643.0;-657.0;514.0;145.0;-618.0;477.0;17.0;-425.0;159.0
588.0;-360.0;265.0;665.0;?;506.0;128.0;?;481.0;111.0;-436.0;213.0
593.0;-347.0;243.0;702.0;-661.0;496.0;108.0;-542.0;485.0;?;-452.0;269.0
595.0;-335.0;220.0;736.0;-665.0;484.0;87.0;?;495.0;273.0;-467.0;324.0
?;-318.0;198.0;756.0;-668.0;468.0;66.0;-441.0;507.0;323.0;-484.0;368.0
584.0;-302.0;?;770.0;-671.0;450.0;44.0;-405.0;519.0;?;-501.0;402.0
579.0;-286.0;161.0;785.0;-674.0;435.0;23.0;-374.0;529.0;366.0;?;?
572.0;-272.0;143.0;800.0;-676.0;425.0;4.0;?;536.0;372.0;-518.0;454.0
564.0;-259.0;125.0;814.0;-676.0;419.0;-14.0;-322.0;541.0;373.0;-521.0;?
559.0;-248.0;107.0;825.0;-678.0;416.0;-29.0;-302.0;547.0;?;-525.0;495.0
553.0;?;84.0;834.0;?;?;-46.0;-286.0;551.0;362.0;-529.0;510.0
547.0;-234.0;59.0;841.0;-678.0;409.0;?;-268.0;555.0;355.0;-530.0;?
539.0;-227.0;36.0;848.0;-677.0;?;-82.0;-246.0;561.0;350.0;-533.0;541.0
527.0;-217.0;17.0;856.0;-675.0;394.0;-96.0;-218.0;570.0;350.0;-540.0;559.0
516.0;-205.0;-1.0;865.0;-672.0;379.0;-109.0;-187.0;579.0;?;-552.0;575.0
?;-194.0;?;873.0;?;364.0;-120.0;-155.0;588.0;357.0;?;590.0
494.0;-186.0;-34.0;880.0;-668.0;351.0;-130.0;-127.0;597.0;362.0;-578.0;602.0
487.0;-181.0;-49.0;?;-664.0;343.0;-137.0;-104.0;606.0;369.0;-590.0;?
483.0;-179.0;-65.0;882.0;-657.0;?;-144.0;-88.0;616.0;380.0;-600.0;616.0
?;-178.0;-82.0;880.0;-648.0;?;-153.0;-76.0;626.0;394.0;-611.0;621.0
459.0;-174.0;-96.0;877.0;-642.0;323.0;-163.0;-63.0;?;410.0;-626.0;628.0
445.0;-172.0;-107.0;875.0;-639.0;317.0;-172.0;-47.0;640.0;427.0;?;635.0
?;-171.0;-117.0;873.0;-634.0;311.0;-181.0;-31.0;645.0;442.0;-666.0;640.0
424.0;-171.0;-125.0;870.0;-628.0;311.0;-188.0;-21.0;647.0;457.0;-684.0;643.0
417.0;-172.0;-132.0;866.0;-623.0;312.0;-195.0;-19.0;648.0;471.0;?;644.0
411.0;-169.0;-139.0;?;-618.0;301.0;?;-25.0;650.0;485.0;-706.0;645.0
405.0;-159.0;-148.0;855.0;-614.0;287.0;-208.0;-31.0;650.0;498.0;-720.0;645.0
?;-148.0;-155.0;851.0;?;?;-214.0;-35.0;653.0;508.0;-725.0;645.0
393.0;-139.0;-162.0;?;?;259.0;-220.0;-39.0;?;517.0;-724.0;646.0
387.0;-128.0;-168.0;843.0;-600.0;250.0;-227.0;?;649.0;525.0;-718.0;647.0
383.0;-117.0;-173.0;840.0;-595.0;245.0;?;-49.0;644.0;531.0;-706.0;648.0
379.0;-106.0;?;838.0;-591.0;241.0;-241.0;-53.0;640.0;?;?;?
376.0;-93.0;-180.0;836.0;-590.0;236.0;-251.0;-54.0;635.0;539.0;-677.0;650.0
377.0;-79.0;-181.0;834.0;-588.0;229.0;-261.0;-54.0;630.0;542.0;-661.0;651.0
379.0;-64.0;-179.0;834.0;-585.0;220.0;?;-53.0;623.0;543.0;-649.0;652.0
376.0;-53.0;-176.0;836.0;-579.0;209.0;-280.0;-45.0;?;540.0;-642.0;656.0
369.0;-47.0;?;842.0;?;200.0;?;-28.0;594.0;530.0;-639.0;662.0
366.0;-43.0;-180.0;847.0;-566.0;195.0;?;-7.0;581.0;519.0;-636.0;670.0
367.0;-35.0;?;851.0;-568.0;191.0;?;19.0;575.0;512.0;-634.0;681.0
?;?;-182.0;855.0;-573.0;178.0;-300.0;46.0;574.0;?;-636.0;692.0
367.0;-1.0;-181.0;?;-575.0;158.0;-301.0;72.0;576.0;493.0;-645.0;702.0
367.0;10.0;-180.0;864.0;-577.0;141.0;-301.0;95.0;576.0;483.0;-653.0;710.0
366.0;11.0;-180.0;866.0;-579.0;135.0;-300.0;120.0;574.0;473.0;?;718.0
363.0;9.0;-181.0;868.0;-579.0;138.0;-300.0;143.0;571.0;462.0;-655.0;723.0
364.0;7.0;-181.0;867.0;-580.0;148.0;-299.0;164.0;569.0;452.0;-651.0;725.0
370.0;7.0;-181.0;865.0;?;154.0;-298.0;183.0;569.0;445.0;-647.0;?
373.0;11.0;-179.0;862.0;-582.0;156.0;-296.0;198.0;568.0;439.0;?;724.0
376.0;14.0;-176.0;860.0;-584.0;155.0;-293.0;211.0;567.0;437.0;-639.0;725.0
378.0;18.0;-174.0;857.0;-586.0;155.0;-290.0;221.0;565.0;437.0;-632.0;723.0
378.0;20.0;-171.0;855.0;-589.0;159.0;-285.0;?;561.0;440.0;-623.0;723.0
377.0;20.0;-169.0;853.0;-592.0;165.0;-280.0;224.0;557.0;449.0;-612.0;722.0
376.0;20.0;-169.0;851.0;-592.0;170.0;-276.0;215.0;555.0;462.0;-600.0;720.0
372.0;?;-170.0;848.0;?;174.0;-272.0;200.0;553.0;479.0;-589.0;717.0
364.0;14.0;-169.0;844.0;-597.0;177.0;?;180.0;552.0;498.0;-581.0;715.0
355.0;14.0;-165.0;841.0;-602.0;177.0;-258.0;153.0;552.0;517.0;-577.0;709.0
353.0;11.0;-167.0;837.0;-604.0;176.0;-254.0;119.0;555.0;534.0;-579.0;701.0
350.0;4.0;-171.0;833.0;-601.0;180.0;-253.0;82.0;557.0;546.0;-583.0;691.0
346.0;-6.0;-168.0;835.0;-604.0;188.0;-250.0;49.0;558.0;?;-592.0;684.0
342.0;-19.0;-160.0;838.0;?;200.0;-241.0;27.0;564.0;544.0;-600.0;683.0
346.0;-35.0;-154.0;841.0;-609.0;217.0;-232.0;12.0;572.0;539.0;-604.0;682.0
359.0;-51.0;?;846.0;-610.0;230.0;-225.0;?;582.0;530.0;-602.0;677.0
377.0;-63.0;-148.0;?;-612.0;238.0;-221.0;-30.0;594.0;520.0;-599.0;?
?;-66.0;-145.0;853.0;-613.0;236.0;-218.0;-53.0;?;?;-600.0;659.0
?;-64.0;-139.0;856.0;-615.0;229.0;-214.0;-70.0;618.0;496.0;-607.0;654.0
412.0;?;?;859.0;-616.0;219.0;-208.0;-78.0;628.0;486.0;-619.0;652.0
421.0;-58.0;-127.0;860.0;-617.0;208.0;-202.0;-83.0;635.0;481.0;-633.0;650.0
427.0;-55.0;-123.0;861.0;-618.0;198.0;-198.0;-86.0;?;477.0;-649.0;648.0
431.0;-54.0;?;861.0;?;189.0;-194.0;-90.0;?;475.0;-667.0;645.0
435.0;-55.0;?;860.0;-617.0;181.0;-193.0;-93.0;646.0;474.0;-685.0;641.0
?;-56.0;-122.0;858.0;-617.0;177.0;?;-97.0;650.0;474.0;-701.0;?
443.0;-57.0;-124.0;?;-617.0;176.0;-198.0;-101.0;652.0;475.0;-714.0;633.0
447.0;-58.0;?;853.0;-616.0;180.0;-203.0;?;?;480.0;-724.0;630.0
449.0;-63.0;-120.0;850.0;-617.0;188.0;-209.0;-105.0;660.0;487.0;-730.0;629.0
451.0;-71.0;?;846.0;?;200.0;-212.0;-107.0;?;?;-731.0;?
454.0;-82.0;-115.0;842.0;-615.0;216.0;-216.0;-111.0;665.0;502.0;-727.0;623.0
458.0;?;-110.0;835.0;-613.0;237.0;-222.0;-115.0;668.0;512.0;-718.0;?
456.0;?;-113.0;834.0;-606.0;260.0;-228.0;?;663.0;517.0;-701.0;620.0
?;?;-119.0;836.0;-597.0;281.0;-233.0;-98.0;652.0;515.0;-677.0;625.0
436.0;-120.0;-128.0;839.0;-592.0;301.0;-237.0;-78.0;637.0;514.0;?;634.0
?;-111.0;-139.0;?;?;310.0;-244.0;-54.0;623.0;512.0;-628.0;645.0
415.0;?;?;849.0;-593.0;?;-254.0;-30.0;610.0;?;-629.0;656.0
405.0;?;-164.0;855.0;?;265.0;-263.0;-6.0;601.0;500.0;-640.0;667.0
398.0;-48.0;-174.0;859.0;-591.0;227.0;?;15.0;593.0;494.0;-651.0;677.0
393.0;-23.0;-184.0;863.0;-588.0;189.0;-279.0;33.0;587.0;?;-660.0;687.0
?;3.0;-194.0;866.0;-586.0;152.0;-285.0;52.0;583.0;484.0;-664.0;?
378.0;28.0;-203.0;868.0;-583.0;125.0;-291.0;70.0;580.0;479.0;-663.0;706.0
?;45.0;-211.0;869.0;-581.0;110.0;-297.0;87.0;576.0;476.0;?;714.0
365.0;55.0;-217.0;869.0;-580.0;105.0;-303.0;102.0;570.0;474.0;-653.0;719.0
362.0;60.0;-221.0;869.0;-579.0;105.0;-308.0;?;564.0;474.0;-648.0;722.0
360.0;65.0;-223.0;868.0;-580.0;107.0;?;119.0;558.0;475.0;-645.0;724.0
358.0;70.0;-224.0;866.0;-581.0;106.0;-313.0;124.0;554.0;477.0;-645.0;725.0
355.0;73.0;-228.0;864.0;-580.0;105.0;-313.0;129.0;552.0;480.0;-645.0;725.0
349.0;?;-232.0;?;-578.0;106.0;-314.0;132.0;552.0;486.0;-645.0;?
343.0;75.0;-235.0;857.0;-579.0;110.0;-313.0;134.0;554.0;494.0;-647.0;723.0
336.0;73.0;?;853.0;-584.0;122.0;?;133.0;559.0;501.0;-650.0;720.0
334.0;64.0;-239.0;849.0;-587.0;138.0;-306.0;128.0;568.0;510.0;-651.0;715.0
331.0;48.0;-249.0;?;-583.0;157.0;-308.0;121.0;579.0;516.0;-651.0;709.0
324.0;31.0;-251.0;847.0;-584.0;175.0;-308.0;117.0;589.0;516.0;-654.0;708.0
313.0;10.0;-252.0;847.0;-585.0;192.0;-305.0;123.0;601.0;515.0;-656.0;712.0
?;-11.0;-254.0;?;-585.0;208.0;-305.0;135.0;614.0;?;-657.0;?
318.0;?;-258.0;851.0;?;216.0;?;139.0;625.0;504.0;?;714.0
326.0;-31.0;-260.0;854.0;?;?;-309.0;131.0;634.0;501.0;-660.0;712.0
331.0;-27.0;-262.0;856.0;-583.0;200.0;-312.0;122.0;642.0;499.0;-668.0;711.0
334.0;-15.0;?;857.0;?;178.0;-315.0;?;649.0;?;-682.0;712.0
335.0;1.0;-267.0;857.0;?;150.0;-318.0;118.0;653.0;?;-700.0;713.0
334.0;20.0;-271.0;856.0;-577.0;119.0;?;118.0;658.0;501.0;-720.0;714.0
331.0;35.0;-276.0;853.0;-573.0;89.0;-323.0;117.0;?;506.0;-737.0;715.0
327.0;47.0;-282.0;?;-569.0;64.0;-328.0;116.0;662.0;?;-749.0;714.0
322.0;56.0;-289.0;849.0;-565.0;45.0;-333.0;116.0;662.0;514.0;-756.0;714.0
?;?;?;848.0;?;32.0;-339.0;116.0;660.0;517.0;-760.0;713.0
316.0;?;-302.0;847.0;-556.0;24.0;-346.0;117.0;657.0;518.0;-762.0;?
314.0;78.0;-307.0;842.0;?;22.0;?;120.0;653.0;525.0;-762.0;718.0
305.0;79.0;-310.0;839.0;-541.0;27.0;?;133.0;648.0;528.0;-757.0;722.0
294.0;76.0;-312.0;835.0;-536.0;41.0;-358.0;145.0;643.0;?;?;724.0
291.0;?;-314.0;831.0;-531.0;60.0;-367.0;151.0;637.0;?;-728.0;722.0
290.0;64.0;?;?;-524.0;83.0;-376.0;153.0;631.0;540.0;-703.0;720.0
286.0;61.0;-319.0;825.0;-513.0;104.0;-386.0;157.0;621.0;543.0;-679.0;719.0
274.0;56.0;-329.0;825.0;-497.0;119.0;-393.0;171.0;602.0;539.0;-662.0;722.0
260.0;47.0;?;822.0;-486.0;131.0;-401.0;?;578.0;533.0;-649.0;729.0
246.0;44.0;-354.0;817.0;-481.0;139.0;-412.0;230.0;557.0;?;-640.0;736.0
232.0;59.0;-366.0;812.0;?;124.0;-427.0;261.0;539.0;520.0;-639.0;742.0
220.0;90.0;-378.0;807.0;-465.0;86.0;-441.0;290.0;524.0;511.0;?;746.0
210.0;125.0;-392.0;801.0;?;36.0;-453.0;318.0;512.0;?;-645.0;749.0
197.0;156.0;-407.0;794.0;?;-9.0;-464.0;347.0;503.0;496.0;-644.0;753.0
183.0;182.0;-421.0;784.0;?;-44.0;-474.0;?;495.0;488.0;-639.0;757.0
171.0;202.0;-433.0;773.0;-427.0;-67.0;-482.0;408.0;489.0;480.0;-635.0;761.0
159.0;216.0;-445.0;762.0;-420.0;-82.0;-489.0;?;?;473.0;?;?
146.0;225.0;-454.0;751.0;?;-94.0;-494.0;459.0;487.0;466.0;-633.0;764.0
135.0;232.0;?;741.0;-412.0;-103.0;-499.0;479.0;488.0;461.0;-635.0;?
126.0;240.0;-465.0;732.0;?;-113.0;-503.0;496.0;489.0;457.0;-640.0;765.0
119.0;247.0;-467.0;723.0;-413.0;-122.0;?;508.0;492.0;454.0;-647.0;764.0
114.0;250.0;-470.0;?;-415.0;-126.0;-504.0;516.0;499.0;?;-655.0;763.0
?;248.0;-475.0;711.0;-415.0;?;-505.0;520.0;508.0;457.0;-663.0;764.0
99.0;247.0;?;706.0;-417.0;-117.0;-505.0;520.0;517.0;462.0;-671.0;765.0
87.0;?;-481.0;702.0;-423.0;-115.0;-507.0;?;527.0;468.0;-679.0;764.0
76.0;248.0;-483.0;699.0;?;-112.0;-510.0;514.0;540.0;472.0;-686.0;762.0
70.0;242.0;-490.0;?;-424.0;-106.0;-510.0;508.0;553.0;475.0;-693.0;761.0
66.0;230.0;-493.0;701.0;-424.0;-89.0;-509.0;501.0;566.0;481.0;-700.0;761.0
58.0;209.0;-493.0;701.0;-424.0;-64.0;-507.0;497.0;?;483.0;-702.0;759.0
58.0;189.0;-494.0;704.0;-423.0;-42.0;-506.0;492.0;592.0;482.0;-698.0;758.0
64.0;179.0;-493.0;?;-425.0;-27.0;-505.0;485.0;597.0;482.0;-690.0;761.0
73.0;184.0;-492.0;?;-425.0;-37.0;-503.0;475.0;597.0;484.0;-688.0;763.0
79.0;202.0;-489.0;722.0;-426.0;-65.0;-500.0;468.0;?;484.0;-692.0;766.0
86.0;?;-486.0;728.0;-427.0;-102.0;-496.0;461.0;591.0;483.0;?;768.0
