Accelerometer LH accX;Accelerometer LUA_ accZ;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer RWR accZ;Accelerometer LUA_ accY
203.0;279.0;314.0;431.0;798;908.0;?;70.0;691.0;946.0
214.0;306.0;293.0;?;805;?;-251.0;78.0;653.0;953.0
215.0;?;333.0;426.0;806;?;-247.0;72.0;649.0;975.0
?;319.0;351.0;?;?;902.0;-241.0;36.0;691.0;966.0
251.0;312.0;347.0;?;804;905.0;-247.0;37.0;681.0;?
256.0;313.0;346.0;416.0;800;923.0;-241.0;58.0;659.0;974.0
?;294.0;340.0;417.0;802;933.0;-237.0;79.0;684.0;969.0
233.0;298.0;375.0;411.0;803;923.0;-236.0;81.0;661.0;980.0
240.0;317.0;344.0;415.0;?;910.0;-251.0;?;662.0;972.0
257.0;340.0;312.0;422.0;804;896.0;-252.0;52.0;668.0;?
249.0;301.0;333.0;419.0;800;906.0;-248.0;60.0;665.0;962.0
263.0;322.0;341.0;425.0;?;887.0;-254.0;50.0;675.0;963.0
248.0;?;?;432.0;801;892.0;-258.0;?;?;957.0
241.0;321.0;343.0;435.0;798;886.0;-253.0;?;693.0;932.0
?;330.0;353.0;432.0;806;882.0;-264.0;68.0;641.0;947.0
283.0;313.0;342.0;430.0;804;914.0;-263.0;65.0;?;?
244.0;313.0;338.0;428.0;805;932.0;-255.0;93.0;?;952.0
242.0;?;339.0;417.0;805;931.0;-266.0;86.0;693.0;975.0
223.0;275.0;?;425.0;803;935.0;-269.0;113.0;705.0;988.0
211.0;289.0;312.0;416.0;808;915.0;-285.0;64.0;660.0;973.0
207.0;279.0;311.0;397.0;800;932.0;-267.0;25.0;654.0;969.0
208.0;280.0;332.0;410.0;792;914.0;-255.0;51.0;667.0;978.0
?;?;381.0;434.0;802;925.0;-262.0;41.0;670.0;974.0
196.0;309.0;391.0;441.0;809;922.0;-251.0;51.0;643.0;969.0
189.0;312.0;392.0;437.0;806;915.0;-253.0;?;?;971.0
189.0;301.0;?;440.0;?;924.0;-247.0;?;703.0;962.0
?;319.0;346.0;430.0;806;923.0;-239.0;55.0;656.0;952.0
223.0;293.0;336.0;418.0;806;922.0;-240.0;27.0;697.0;954.0
236.0;331.0;342.0;437.0;805;903.0;-231.0;22.0;622.0;?
252.0;308.0;361.0;439.0;?;896.0;-228.0;52.0;719.0;959.0
276.0;324.0;343.0;434.0;801;889.0;-244.0;?;662.0;947.0
301.0;316.0;338.0;427.0;810;?;-235.0;72.0;711.0;948.0
282.0;319.0;387.0;423.0;811;925.0;-232.0;?;676.0;982.0
?;285.0;412.0;418.0;808;932.0;-245.0;76.0;704.0;1010.0
223.0;293.0;398.0;?;?;878.0;-259.0;76.0;688.0;981.0
226.0;299.0;398.0;404.0;807;871.0;-271.0;71.0;691.0;912.0
272.0;321.0;382.0;395.0;809;929.0;-266.0;50.0;?;952.0
340.0;304.0;372.0;388.0;?;980.0;-276.0;20.0;?;1030.0
303.0;249.0;384.0;404.0;805;987.0;-274.0;48.0;?;1061.0
?;272.0;336.0;419.0;801;951.0;-279.0;61.0;677.0;1031.0
212.0;261.0;370.0;422.0;803;949.0;-266.0;52.0;539.0;1014.0
?;290.0;397.0;374.0;802;947.0;-245.0;46.0;483.0;963.0
217.0;262.0;379.0;?;?;969.0;?;-15.0;?;1019.0
?;282.0;401.0;322.0;806;946.0;-259.0;-5.0;688.0;?
176.0;256.0;382.0;404.0;809;958.0;-259.0;-1.0;791.0;979.0
144.0;244.0;362.0;?;810;985.0;-237.0;25.0;687.0;986.0
103.0;205.0;270.0;431.0;810;?;-238.0;55.0;682.0;1012.0
51.0;200.0;204.0;395.0;803;955.0;-242.0;20.0;677.0;987.0
68.0;268.0;204.0;404.0;786;914.0;-218.0;-23.0;753.0;947.0
90.0;277.0;414.0;481.0;786;895.0;-211.0;-90.0;?;928.0
102.0;293.0;?;529.0;768;896.0;-195.0;-95.0;644.0;919.0
88.0;270.0;387.0;517.0;701;?;-190.0;-84.0;?;939.0
152.0;319.0;556.0;?;658;887.0;-177.0;-17.0;564.0;924.0
148.0;318.0;590.0;513.0;644;?;-138.0;-44.0;?;907.0
166.0;316.0;556.0;543.0;619;869.0;-132.0;-16.0;487.0;882.0
182.0;321.0;567.0;555.0;607;887.0;-185.0;10.0;453.0;895.0
232.0;?;518.0;554.0;593;911.0;-196.0;11.0;539.0;957.0
269.0;310.0;426.0;550.0;580;947.0;-179.0;?;475.0;980.0
301.0;329.0;370.0;546.0;589;930.0;-201.0;46.0;563.0;990.0
?;304.0;403.0;553.0;?;915.0;-243.0;55.0;?;?
255.0;352.0;?;533.0;577;917.0;-224.0;12.0;654.0;949.0
244.0;350.0;239.0;515.0;586;877.0;-233.0;29.0;640.0;928.0
243.0;371.0;328.0;514.0;609;856.0;-264.0;23.0;869.0;911.0
465.0;436.0;468.0;389.0;394;918.0;-280.0;249.0;513.0;1025.0
382.0;?;419.0;?;625;958.0;-328.0;227.0;498.0;1051.0
482.0;470.0;401.0;380.0;983;1054.0;-348.0;220.0;571.0;1120.0
545.0;425.0;417.0;387.0;938;973.0;-367.0;249.0;?;1162.0
474.0;351.0;?;393.0;768;819.0;-433.0;269.0;?;?
?;296.0;411.0;362.0;832;828.0;?;262.0;466.0;872.0
245.0;318.0;428.0;301.0;828;931.0;-450.0;328.0;464.0;915.0
317.0;334.0;398.0;226.0;?;960.0;-490.0;289.0;421.0;1004.0
313.0;342.0;435.0;148.0;812;970.0;-456.0;185.0;?;1011.0
?;299.0;451.0;130.0;804;923.0;-482.0;188.0;?;982.0
443.0;348.0;452.0;196.0;800;922.0;-488.0;203.0;459.0;988.0
343.0;324.0;?;220.0;808;855.0;-390.0;253.0;459.0;970.0
225.0;?;458.0;147.0;801;824.0;-316.0;222.0;483.0;902.0
?;298.0;491.0;74.0;?;840.0;-308.0;241.0;508.0;875.0
223.0;389.0;484.0;48.0;795;821.0;-319.0;285.0;?;905.0
270.0;?;460.0;83.0;794;787.0;-269.0;271.0;539.0;871.0
187.0;403.0;451.0;79.0;?;769.0;-230.0;263.0;549.0;836.0
142.0;415.0;463.0;22.0;804;762.0;?;271.0;600.0;799.0
150.0;442.0;471.0;48.0;798;812.0;-243.0;?;?;823.0
214.0;453.0;464.0;126.0;796;874.0;-243.0;331.0;622.0;897.0
94.0;419.0;478.0;117.0;796;962.0;-275.0;?;641.0;977.0
185.0;339.0;829.0;346.0;1025;989.0;-525.0;186.0;790.0;1034.0
393.0;329.0;824.0;351.0;772;916.0;-352.0;46.0;765.0;?
575.0;267.0;853.0;308.0;832;889.0;-365.0;128.0;?;995.0
480.0;180.0;945.0;?;805;915.0;-524.0;176.0;713.0;975.0
293.0;210.0;?;348.0;796;915.0;-376.0;199.0;699.0;974.0
231.0;228.0;912.0;208.0;814;942.0;-244.0;?;686.0;977.0
215.0;?;1005.0;52.0;794;919.0;-261.0;106.0;713.0;974.0
?;303.0;?;22.0;801;891.0;-343.0;30.0;680.0;968.0
203.0;342.0;944.0;86.0;795;867.0;-321.0;85.0;664.0;927.0
271.0;334.0;912.0;229.0;?;970.0;-288.0;160.0;608.0;996.0
242.0;314.0;868.0;270.0;?;986.0;-205.0;169.0;675.0;1018.0
?;316.0;821.0;248.0;803;964.0;-140.0;212.0;?;?
48.0;368.0;810.0;172.0;805;985.0;-195.0;193.0;586.0;1015.0
138.0;529.0;832.0;108.0;812;857.0;-254.0;215.0;619.0;998.0
244.0;600.0;818.0;88.0;816;734.0;-285.0;197.0;573.0;881.0
328.0;591.0;817.0;97.0;830;761.0;-263.0;169.0;514.0;848.0
253.0;505.0;883.0;168.0;844;734.0;-261.0;296.0;?;783.0
?;507.0;910.0;296.0;808;753.0;-235.0;436.0;577.0;737.0
?;?;903.0;266.0;874;?;-163.0;355.0;499.0;791.0
369.0;448.0;779.0;247.0;814;854.0;-212.0;336.0;?;?
408.0;437.0;794.0;248.0;?;?;-410.0;271.0;505.0;903.0
458.0;?;?;293.0;1031;844.0;-558.0;237.0;719.0;868.0
458.0;410.0;645.0;341.0;647;?;-542.0;270.0;673.0;898.0
466.0;417.0;707.0;321.0;562;813.0;-410.0;284.0;820.0;?
457.0;401.0;680.0;322.0;614;846.0;-324.0;266.0;750.0;922.0
448.0;419.0;670.0;323.0;538;868.0;-313.0;212.0;720.0;962.0
406.0;405.0;690.0;338.0;522;839.0;-403.0;233.0;721.0;?
398.0;?;736.0;351.0;234;816.0;-447.0;224.0;744.0;906.0
?;421.0;845.0;361.0;187;822.0;-442.0;254.0;784.0;903.0
369.0;409.0;846.0;373.0;181;858.0;-413.0;264.0;613.0;?
361.0;389.0;826.0;350.0;331;869.0;-391.0;256.0;673.0;933.0
336.0;398.0;853.0;329.0;650;896.0;-414.0;288.0;657.0;943.0
290.0;398.0;737.0;324.0;?;913.0;-435.0;250.0;832.0;963.0
257.0;408.0;784.0;308.0;581;918.0;-408.0;247.0;702.0;?
?;409.0;754.0;296.0;614;893.0;-415.0;248.0;642.0;?
226.0;417.0;740.0;288.0;604;918.0;-412.0;199.0;?;955.0
204.0;402.0;730.0;299.0;612;?;-385.0;243.0;747.0;955.0
212.0;398.0;657.0;323.0;?;897.0;-370.0;235.0;770.0;957.0
185.0;394.0;?;345.0;625;875.0;-363.0;237.0;670.0;934.0
180.0;379.0;372.0;356.0;621;877.0;-357.0;220.0;654.0;935.0
171.0;?;441.0;349.0;625;885.0;-364.0;?;620.0;920.0
209.0;?;555.0;?;610;876.0;-351.0;?;601.0;918.0
187.0;354.0;502.0;335.0;639;870.0;-338.0;185.0;586.0;924.0
209.0;357.0;450.0;342.0;589;920.0;-318.0;156.0;605.0;947.0
230.0;336.0;?;354.0;368;929.0;-314.0;132.0;615.0;991.0
237.0;?;385.0;?;338;941.0;-296.0;152.0;585.0;963.0
249.0;321.0;422.0;367.0;529;941.0;-284.0;?;?;998.0
214.0;?;347.0;362.0;659;931.0;-260.0;116.0;668.0;981.0
201.0;313.0;?;376.0;692;952.0;-271.0;85.0;937.0;993.0
199.0;340.0;328.0;?;654;937.0;-264.0;56.0;913.0;1007.0
168.0;328.0;277.0;399.0;658;944.0;-258.0;65.0;951.0;975.0
156.0;331.0;383.0;398.0;759;932.0;-255.0;60.0;1036.0;974.0
165.0;327.0;234.0;393.0;?;895.0;-257.0;88.0;1034.0;958.0
186.0;315.0;406.0;380.0;569;883.0;?;108.0;1072.0;947.0
196.0;316.0;365.0;374.0;595;887.0;-252.0;124.0;1073.0;933.0
?;341.0;362.0;357.0;386;885.0;-249.0;133.0;980.0;896.0
232.0;362.0;542.0;341.0;129;904.0;-257.0;158.0;980.0;?
282.0;400.0;?;322.0;331;914.0;-251.0;181.0;965.0;946.0
342.0;373.0;508.0;311.0;464;949.0;-245.0;174.0;971.0;970.0
416.0;402.0;464.0;299.0;?;1005.0;-245.0;191.0;983.0;1048.0
474.0;417.0;445.0;283.0;?;944.0;-261.0;224.0;941.0;1028.0
429.0;353.0;508.0;247.0;1094;918.0;-267.0;254.0;1025.0;985.0
288.0;398.0;5.0;431.0;795;874.0;-294.0;158.0;926.0;914.0
306.0;408.0;261.0;415.0;?;884.0;?;174.0;888.0;908.0
337.0;395.0;299.0;392.0;795;895.0;-250.0;173.0;886.0;952.0
341.0;?;268.0;368.0;797;877.0;-253.0;170.0;868.0;928.0
321.0;334.0;?;368.0;795;900.0;-285.0;159.0;1032.0;939.0
?;351.0;253.0;?;798;869.0;-315.0;140.0;1188.0;952.0
323.0;402.0;?;377.0;?;?;-325.0;108.0;1087.0;951.0
358.0;359.0;272.0;387.0;803;862.0;-320.0;137.0;1089.0;949.0
381.0;358.0;268.0;374.0;798;?;?;170.0;1063.0;934.0
395.0;403.0;326.0;358.0;800;840.0;-338.0;175.0;944.0;945.0
412.0;385.0;348.0;350.0;800;?;-311.0;163.0;879.0;974.0
422.0;?;448.0;336.0;798;927.0;-326.0;206.0;811.0;963.0
?;327.0;701.0;?;803;943.0;-359.0;235.0;697.0;1016.0
306.0;324.0;621.0;321.0;807;925.0;-349.0;173.0;740.0;1019.0
289.0;357.0;?;316.0;805;?;-336.0;174.0;738.0;973.0
246.0;359.0;611.0;292.0;803;935.0;?;171.0;865.0;980.0
223.0;359.0;556.0;281.0;806;922.0;-394.0;161.0;914.0;981.0
216.0;341.0;488.0;283.0;808;912.0;-352.0;?;?;981.0
205.0;362.0;451.0;301.0;?;884.0;-322.0;?;865.0;980.0
186.0;394.0;424.0;327.0;?;?;-330.0;169.0;865.0;953.0
175.0;389.0;423.0;334.0;807;842.0;-334.0;166.0;873.0;920.0
199.0;392.0;?;?;806;854.0;-320.0;232.0;958.0;908.0
246.0;410.0;633.0;287.0;806;857.0;-316.0;?;?;912.0
256.0;386.0;727.0;276.0;806;?;-309.0;201.0;957.0;920.0
275.0;?;805.0;273.0;807;886.0;-305.0;230.0;901.0;920.0
271.0;371.0;712.0;280.0;804;867.0;-294.0;237.0;945.0;932.0
298.0;388.0;622.0;274.0;806;870.0;-281.0;202.0;993.0;921.0
357.0;379.0;726.0;258.0;805;883.0;-291.0;165.0;1020.0;952.0
386.0;394.0;801.0;249.0;804;867.0;-314.0;190.0;?;941.0
391.0;369.0;764.0;260.0;806;878.0;?;214.0;988.0;960.0
379.0;379.0;747.0;275.0;805;880.0;-285.0;196.0;971.0;944.0
-89.0;314.0;767.0;436.0;795;838.0;-178.0;1.0;716.0;806.0
-1.0;300.0;743.0;404.0;816;?;-147.0;68.0;785.0;868.0
1.0;309.0;?;361.0;783;1039.0;-109.0;34.0;865.0;969.0
8.0;337.0;687.0;265.0;?;?;-76.0;36.0;915.0;1007.0
145.0;440.0;646.0;234.0;874;1093.0;?;51.0;885.0;1066.0
274.0;476.0;?;233.0;796;?;-102.0;20.0;858.0;1031.0
424.0;541.0;576.0;?;800;1022.0;-96.0;-20.0;840.0;929.0
477.0;456.0;614.0;264.0;807;1032.0;-80.0;85.0;812.0;940.0
526.0;418.0;630.0;?;786;987.0;-113.0;167.0;809.0;953.0
630.0;?;646.0;397.0;814;947.0;-114.0;233.0;749.0;909.0
701.0;357.0;721.0;445.0;772;939.0;-102.0;201.0;731.0;926.0
630.0;287.0;699.0;535.0;766;849.0;-217.0;?;682.0;927.0
502.0;299.0;666.0;533.0;795;818.0;-365.0;61.0;?;905.0
396.0;291.0;668.0;523.0;646;811.0;-509.0;33.0;744.0;886.0
332.0;312.0;639.0;532.0;371;788.0;-586.0;-57.0;1057.0;857.0
261.0;333.0;611.0;?;557;780.0;-484.0;-76.0;992.0;856.0
210.0;345.0;568.0;?;986;807.0;-381.0;-47.0;797.0;845.0
156.0;332.0;558.0;678.0;907;812.0;-387.0;1.0;795.0;823.0
122.0;335.0;523.0;672.0;748;828.0;-381.0;34.0;858.0;823.0
99.0;339.0;501.0;634.0;728;?;-329.0;45.0;750.0;846.0
87.0;?;522.0;581.0;?;961.0;-357.0;62.0;?;906.0
58.0;?;454.0;567.0;685;963.0;-386.0;42.0;792.0;935.0
16.0;280.0;764.0;588.0;?;962.0;-391.0;-10.0;759.0;965.0
-1.0;278.0;712.0;583.0;697;920.0;-366.0;-15.0;743.0;936.0
-5.0;328.0;650.0;578.0;682;915.0;-316.0;-67.0;?;904.0
44.0;327.0;651.0;551.0;675;865.0;?;-92.0;679.0;889.0
471.0;?;563.0;?;797;880.0;-287.0;314.0;600.0;962.0
368.0;458.0;?;99.0;807;860.0;-275.0;?;583.0;?
258.0;507.0;504.0;27.0;829;865.0;?;254.0;609.0;?
209.0;491.0;535.0;7.0;809;882.0;-471.0;233.0;622.0;964.0
167.0;532.0;507.0;44.0;780;912.0;-510.0;254.0;663.0;1001.0
147.0;557.0;491.0;80.0;808;951.0;-481.0;281.0;698.0;1030.0
202.0;528.0;554.0;102.0;805;1067.0;-490.0;308.0;?;1043.0
334.0;491.0;577.0;?;?;1080.0;-492.0;332.0;675.0;1147.0
440.0;415.0;572.0;120.0;762;875.0;-485.0;323.0;466.0;1077.0
365.0;246.0;556.0;108.0;592;610.0;-478.0;312.0;357.0;814.0
107.0;167.0;583.0;?;642;747.0;-457.0;335.0;462.0;632.0
462.0;478.0;207.0;?;796;659.0;-119.0;?;676.0;734.0
538.0;568.0;114.0;392.0;796;598.0;-135.0;130.0;689.0;680.0
566.0;575.0;114.0;355.0;795;655.0;-191.0;188.0;883.0;705.0
539.0;?;175.0;354.0;794;762.0;-296.0;241.0;787.0;766.0
?;524.0;164.0;?;?;?;-342.0;295.0;564.0;933.0
303.0;316.0;321.0;294.0;813;945.0;-325.0;156.0;698.0;1025.0
280.0;322.0;346.0;284.0;810;900.0;-322.0;133.0;701.0;1003.0
250.0;324.0;345.0;244.0;813;892.0;-337.0;112.0;748.0;989.0
215.0;335.0;368.0;?;814;885.0;?;134.0;721.0;948.0
240.0;302.0;412.0;202.0;814;918.0;-299.0;154.0;?;964.0
263.0;?;396.0;214.0;814;916.0;-281.0;179.0;676.0;990.0
334.0;369.0;467.0;237.0;814;944.0;?;171.0;776.0;971.0
378.0;?;472.0;263.0;812;984.0;-301.0;145.0;689.0;1032.0
342.0;296.0;353.0;270.0;811;928.0;-293.0;185.0;608.0;1051.0
306.0;271.0;303.0;260.0;814;932.0;-282.0;199.0;?;995.0
299.0;273.0;316.0;?;812;914.0;-251.0;188.0;642.0;989.0
266.0;284.0;?;205.0;808;925.0;-269.0;111.0;678.0;992.0
235.0;273.0;229.0;213.0;812;945.0;-308.0;?;677.0;997.0
212.0;329.0;328.0;413.0;678;890.0;-296.0;93.0;?;954.0
?;338.0;300.0;?;?;876.0;-295.0;82.0;642.0;954.0
219.0;331.0;279.0;410.0;682;?;?;91.0;586.0;924.0
?;350.0;248.0;?;680;884.0;-305.0;92.0;621.0;925.0
241.0;?;241.0;414.0;?;886.0;-303.0;?;653.0;933.0
252.0;312.0;282.0;407.0;684;905.0;-289.0;?;631.0;987.0
272.0;?;344.0;398.0;695;?;-276.0;108.0;663.0;963.0
241.0;330.0;396.0;395.0;689;952.0;-284.0;92.0;?;999.0
232.0;300.0;?;392.0;680;953.0;?;106.0;751.0;1000.0
211.0;304.0;340.0;373.0;686;901.0;-258.0;107.0;744.0;1008.0
235.0;346.0;328.0;?;?;877.0;-271.0;62.0;736.0;963.0
251.0;356.0;356.0;375.0;713;866.0;?;74.0;?;939.0
22.0;?;?;340.0;1124;983.0;-289.0;-125.0;530.0;954.0
94.0;225.0;610.0;458.0;867;864.0;-361.0;-116.0;445.0;980.0
?;264.0;437.0;435.0;659;831.0;-308.0;-104.0;394.0;927.0
?;247.0;329.0;174.0;745;866.0;-78.0;93.0;405.0;889.0
260.0;254.0;?;128.0;872;872.0;134.0;202.0;440.0;871.0
349.0;256.0;418.0;?;601;?;78.0;151.0;478.0;877.0
349.0;?;406.0;328.0;547;818.0;8.0;102.0;468.0;870.0
371.0;?;376.0;425.0;532;751.0;-102.0;126.0;424.0;820.0
444.0;383.0;344.0;455.0;691;764.0;-266.0;144.0;407.0;772.0
498.0;437.0;290.0;391.0;1422;837.0;-306.0;158.0;540.0;?
539.0;459.0;282.0;343.0;1419;945.0;-119.0;203.0;599.0;956.0
580.0;490.0;290.0;308.0;631;1017.0;-88.0;262.0;?;?
519.0;?;290.0;297.0;-1212;1059.0;-196.0;277.0;727.0;1146.0
590.0;447.0;309.0;291.0;-4111;1161.0;-279.0;274.0;?;1179.0
653.0;449.0;321.0;274.0;-1389;1063.0;-313.0;269.0;657.0;1288.0
519.0;389.0;316.0;?;3206;910.0;-376.0;215.0;593.0;1180.0
406.0;296.0;351.0;231.0;?;960.0;-505.0;232.0;615.0;1016.0
384.0;244.0;374.0;?;456;1105.0;-555.0;248.0;514.0;1060.0
308.0;237.0;418.0;333.0;1090;1210.0;-516.0;99.0;470.0;1197.0
331.0;267.0;483.0;362.0;614;1146.0;-396.0;61.0;448.0;?
312.0;218.0;555.0;335.0;923;1105.0;-422.0;22.0;582.0;1197.0
273.0;166.0;615.0;350.0;790;1103.0;-602.0;32.0;671.0;1092.0
209.0;?;656.0;336.0;775;1119.0;-539.0;72.0;662.0;1064.0
26.0;148.0;584.0;267.0;847;1100.0;-404.0;?;649.0;1076.0
-40.0;170.0;533.0;?;773;1039.0;-351.0;22.0;619.0;1017.0
-65.0;222.0;483.0;165.0;825;937.0;?;59.0;597.0;952.0
-101.0;246.0;389.0;198.0;800;818.0;?;60.0;649.0;918.0
-124.0;302.0;418.0;271.0;809;708.0;-229.0;112.0;727.0;736.0
-118.0;306.0;494.0;296.0;811;632.0;-159.0;209.0;702.0;665.0
-87.0;360.0;535.0;313.0;?;592.0;-112.0;216.0;757.0;621.0
-64.0;387.0;536.0;251.0;812;626.0;-112.0;231.0;?;616.0
-125.0;458.0;527.0;184.0;814;757.0;-106.0;260.0;794.0;695.0
68.0;571.0;?;161.0;786;1168.0;-120.0;310.0;?;784.0
534.0;664.0;495.0;142.0;791;1435.0;-88.0;312.0;926.0;1138.0
791.0;658.0;603.0;131.0;744;1227.0;-71.0;390.0;?;1346.0
723.0;515.0;660.0;99.0;?;1244.0;-96.0;471.0;791.0;1181.0
357.0;336.0;671.0;70.0;816;1266.0;-172.0;634.0;739.0;1165.0
566.0;174.0;673.0;65.0;652;1151.0;-203.0;539.0;605.0;?
514.0;111.0;619.0;81.0;622;993.0;-201.0;104.0;560.0;1106.0
258.0;119.0;611.0;95.0;694;889.0;-237.0;-5.0;529.0;963.0
?;173.0;648.0;385.0;488;755.0;-479.0;-172.0;581.0;936.0
163.0;203.0;622.0;664.0;687;?;?;-168.0;578.0;821.0
275.0;352.0;526.0;578.0;997;671.0;-867.0;-34.0;681.0;791.0
351.0;340.0;?;583.0;729;701.0;-539.0;78.0;760.0;789.0
358.0;?;580.0;626.0;?;761.0;-75.0;70.0;772.0;803.0
312.0;?;605.0;464.0;359;843.0;?;95.0;629.0;812.0
224.0;195.0;339.0;350.0;269;908.0;-85.0;142.0;610.0;885.0
161.0;193.0;324.0;?;422;887.0;-291.0;?;812.0;915.0
213.0;289.0;443.0;330.0;338;?;-383.0;23.0;836.0;901.0
285.0;383.0;378.0;332.0;555;924.0;-388.0;?;873.0;933.0
248.0;424.0;493.0;374.0;704;939.0;-352.0;31.0;914.0;967.0
193.0;438.0;538.0;451.0;-21;962.0;-282.0;39.0;861.0;?
174.0;403.0;394.0;471.0;-182;976.0;-247.0;60.0;854.0;1032.0
193.0;375.0;408.0;464.0;141;970.0;-217.0;81.0;653.0;1024.0
204.0;334.0;615.0;398.0;318;950.0;-212.0;66.0;605.0;1020.0
228.0;?;366.0;394.0;341;939.0;-212.0;?;770.0;?
350.0;379.0;695.0;?;234;957.0;?;-9.0;557.0;1005.0
396.0;379.0;807.0;553.0;?;956.0;-451.0;-26.0;359.0;?
?;330.0;737.0;528.0;1;861.0;-455.0;-10.0;476.0;1052.0
333.0;387.0;687.0;515.0;636;840.0;-340.0;22.0;606.0;?
480.0;445.0;?;493.0;1063;848.0;-257.0;12.0;735.0;?
633.0;503.0;?;484.0;788;809.0;-262.0;-69.0;845.0;993.0
701.0;463.0;583.0;474.0;806;736.0;-302.0;-47.0;807.0;964.0
671.0;423.0;535.0;?;807;710.0;-355.0;?;738.0;?
621.0;405.0;287.0;373.0;790;688.0;-414.0;94.0;785.0;866.0
644.0;407.0;81.0;321.0;817;706.0;-344.0;77.0;?;?
690.0;377.0;327.0;251.0;788;708.0;-319.0;74.0;768.0;880.0
654.0;355.0;624.0;219.0;812;719.0;-406.0;53.0;737.0;844.0
630.0;406.0;728.0;264.0;806;794.0;-503.0;21.0;763.0;?
625.0;422.0;?;282.0;805;839.0;-525.0;9.0;805.0;965.0
?;461.0;789.0;249.0;805;873.0;-535.0;4.0;784.0;964.0
?;404.0;700.0;192.0;802;854.0;-527.0;42.0;746.0;961.0
431.0;?;677.0;139.0;808;856.0;-479.0;48.0;723.0;946.0
423.0;427.0;696.0;114.0;807;?;-448.0;83.0;768.0;914.0
426.0;426.0;305.0;168.0;806;771.0;-654.0;310.0;624.0;826.0
504.0;397.0;287.0;193.0;807;719.0;-647.0;278.0;585.0;873.0
496.0;454.0;301.0;236.0;812;722.0;-703.0;285.0;571.0;808.0
530.0;?;?;199.0;810;711.0;-687.0;240.0;577.0;821.0
562.0;?;357.0;186.0;808;739.0;?;204.0;591.0;833.0
751.0;571.0;387.0;211.0;810;737.0;?;226.0;591.0;932.0
?;586.0;413.0;?;802;759.0;-401.0;274.0;611.0;889.0
754.0;562.0;441.0;314.0;808;726.0;?;?;623.0;899.0
?;427.0;451.0;302.0;807;663.0;-422.0;?;626.0;855.0
395.0;445.0;440.0;329.0;790;680.0;-365.0;316.0;?;838.0
684.0;508.0;424.0;?;816;728.0;-439.0;?;688.0;850.0
638.0;586.0;436.0;340.0;819;799.0;-475.0;?;727.0;918.0
589.0;565.0;467.0;351.0;798;?;?;200.0;750.0;905.0
697.0;576.0;490.0;426.0;816;648.0;-565.0;235.0;700.0;840.0
717.0;627.0;483.0;439.0;816;577.0;-503.0;302.0;679.0;762.0
662.0;614.0;503.0;?;?;578.0;?;407.0;562.0;?
662.0;612.0;510.0;322.0;819;634.0;-498.0;469.0;527.0;757.0
693.0;581.0;473.0;293.0;802;?;-487.0;418.0;503.0;847.0
650.0;567.0;516.0;270.0;795;688.0;-460.0;355.0;?;868.0
636.0;595.0;520.0;264.0;794;651.0;?;317.0;549.0;890.0
594.0;575.0;529.0;308.0;792;625.0;-550.0;277.0;617.0;840.0
631.0;591.0;?;303.0;813;628.0;-578.0;169.0;702.0;813.0
614.0;620.0;459.0;290.0;817;634.0;-680.0;77.0;782.0;821.0
710.0;620.0;386.0;298.0;824;556.0;-582.0;46.0;709.0;819.0
630.0;639.0;360.0;280.0;833;521.0;-570.0;31.0;726.0;769.0
618.0;660.0;297.0;?;807;557.0;-674.0;7.0;667.0;714.0
639.0;639.0;274.0;402.0;804;616.0;-622.0;-24.0;?;?
679.0;615.0;348.0;?;810;616.0;?;-69.0;634.0;872.0
?;639.0;352.0;417.0;797;636.0;-596.0;-105.0;727.0;?
678.0;622.0;403.0;505.0;790;627.0;-588.0;-159.0;?;893.0
642.0;658.0;406.0;587.0;810;588.0;-619.0;-264.0;845.0;888.0
?;635.0;422.0;620.0;825;583.0;-658.0;-315.0;876.0;813.0
677.0;?;?;656.0;805;615.0;-612.0;-322.0;854.0;823.0
617.0;609.0;397.0;704.0;797;?;-617.0;-313.0;761.0;821.0
631.0;?;357.0;759.0;802;628.0;-701.0;-333.0;?;858.0
606.0;591.0;441.0;779.0;799;601.0;-680.0;-346.0;841.0;866.0
620.0;?;472.0;800.0;801;598.0;-655.0;?;820.0;859.0
621.0;540.0;496.0;812.0;801;593.0;-670.0;-398.0;?;?
660.0;527.0;444.0;820.0;800;618.0;-651.0;?;877.0;816.0
621.0;540.0;519.0;817.0;800;632.0;-612.0;-399.0;914.0;826.0
589.0;536.0;582.0;828.0;800;666.0;-626.0;-423.0;1012.0;872.0
534.0;534.0;?;850.0;800;682.0;-633.0;-437.0;988.0;886.0
626.0;513.0;454.0;838.0;?;644.0;-618.0;-448.0;1012.0;875.0
591.0;?;497.0;819.0;801;644.0;-589.0;-493.0;?;845.0
627.0;?;565.0;816.0;800;632.0;?;-517.0;?;840.0
599.0;485.0;608.0;?;801;636.0;-574.0;-505.0;928.0;849.0
661.0;488.0;587.0;833.0;803;632.0;-585.0;-474.0;758.0;861.0
567.0;?;613.0;?;801;670.0;-580.0;-464.0;819.0;862.0
563.0;520.0;703.0;875.0;800;649.0;-581.0;-478.0;875.0;861.0
617.0;523.0;839.0;857.0;801;664.0;-545.0;-475.0;859.0;?
