NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;688.0;8.7;22.4;58.3;1.561;1470.0;1092.0;928.0;1139.0;-200.0;-200.0;-200.0
-200.0;760.0;6.8;21.7;?;1.5442;1411.0;1036.0;850.0;1001.0;-200.0;?;-200.0
-200.0;810.0;?;21.2;61.4;1.5258;1377.0;984.0;780.0;?;-200.0;-200.0;-200.0
-200.0;841.0;4.6;19.3;68.4;1.513;1377.0;950.0;743.0;?;-200.0;-200.0;-200.0
?;943.0;3.2;?;65.1;1.49;1310.0;?;665.0;805.0;-200.0;?;-200.0
-200.0;992.0;?;20.0;62.9;1.4495;1285.0;865.0;636.0;761.0;-200.0;-200.0;?
-200.0;933.0;3.6;18.3;68.5;1.4291;?;917.0;686.0;805.0;-200.0;-200.0;?
-200.0;804.0;6.2;18.1;68.5;1.4067;1395.0;997.0;823.0;894.0;-200.0;-200.0;?
-200.0;?;24.2;?;70.5;1.4057;1972.0;?;?;1439.0;-200.0;-200.0;-200.0
-200.0;?;32.0;18.3;?;?;2183.0;1516.0;?;1706.0;-200.0;-200.0;-200.0
-200.0;473.0;25.8;20.4;61.2;1.447;2039.0;1528.0;?;1756.0;?;-200.0;-200.0
-200.0;560.0;16.2;22.5;55.6;1.499;1713.0;1347.0;1186.0;1493.0;-200.0;-200.0;-200.0
-200.0;530.0;17.7;?;46.4;?;1771.0;1392.0;1231.0;1567.0;-200.0;-200.0;-200.0
-200.0;?;16.5;26.8;44.6;1.5467;1784.0;1359.0;1195.0;?;-200.0;-200.0;-200.0
-200.0;518.0;18.3;26.0;46.4;?;1845.0;1391.0;1249.0;1399.0;-200.0;?;?
-200.0;563.0;14.6;26.3;46.0;1.5478;?;1335.0;1137.0;1293.0;-200.0;-200.0;-200.0
-200.0;?;17.1;27.4;43.9;1.5811;1789.0;1402.0;1213.0;1348.0;-200.0;-200.0;-200.0
-200.0;542.0;17.2;29.6;?;1.4936;1772.0;1406.0;1216.0;1314.0;-200.0;-200.0;-200.0
-200.0;476.0;24.6;?;37.3;1.4486;?;1527.0;?;1507.0;-200.0;?;?
?;463.0;26.9;25.7;44.1;1.4331;2022.0;1559.0;1476.0;1660.0;-200.0;-200.0;-200.0
-200.0;360.0;44.0;24.5;?;1.5022;2553.0;?;1852.0;?;-200.0;-200.0;-200.0
-200.0;427.0;31.0;?;54.4;1.5386;?;1666.0;1573.0;1968.0;?;-200.0;-200.0
-200.0;?;?;22.4;57.9;1.5449;1759.0;?;?;1490.0;-200.0;?;-200.0
-200.0;641.0;11.0;22.7;55.8;1.5218;1553.0;1189.0;1014.0;1249.0;-200.0;?;-200.0
-200.0;620.0;11.4;20.4;62.4;1.4758;1570.0;1226.0;1029.0;1265.0;-200.0;?;-200.0
-200.0;650.0;9.9;?;64.2;1.5063;1529.0;1171.0;972.0;1181.0;?;-200.0;-200.0
-200.0;814.0;5.0;21.4;60.6;1.5236;1385.0;1002.0;762.0;?;-200.0;-200.0;?
-200.0;894.0;3.7;20.3;66.3;1.5657;1375.0;950.0;?;875.0;-200.0;-200.0;-200.0
-200.0;925.0;3.1;20.9;?;1.5182;1321.0;930.0;660.0;838.0;-200.0;-200.0;?
-200.0;?;2.9;19.9;66.1;?;1329.0;924.0;643.0;825.0;-200.0;-200.0;?
?;852.0;4.4;?;67.1;1.5305;1400.0;994.0;732.0;882.0;-200.0;?;?
-200.0;741.0;7.4;20.1;64.4;1.4967;?;?;873.0;?;-200.0;-200.0;-200.0
-200.0;518.0;19.4;?;66.4;1.5035;1899.0;1468.0;?;1423.0;-200.0;-200.0;-200.0
?;383.0;?;20.9;62.4;1.5226;2464.0;1696.0;1711.0;?;-200.0;-200.0;-200.0
-200.0;491.0;22.2;?;57.0;1.5314;1937.0;1479.0;1357.0;1581.0;-200.0;-200.0;-200.0
-200.0;?;18.5;23.5;53.4;1.5241;1864.0;1425.0;1255.0;1500.0;-200.0;-200.0;-200.0
-200.0;587.0;14.0;24.7;48.2;?;1668.0;1279.0;1116.0;1268.0;-200.0;-200.0;?
-200.0;571.0;?;27.1;?;1.4405;1743.0;1319.0;1165.0;1230.0;-200.0;-200.0;-200.0
-200.0;561.0;15.7;25.9;44.2;1.4576;1739.0;1329.0;1172.0;1204.0;?;-200.0;?
?;566.0;15.7;26.9;?;1.4555;1747.0;1327.0;1172.0;1205.0;-200.0;-200.0;-200.0
-200.0;605.0;12.7;27.2;?;1.4481;?;?;1075.0;1103.0;-200.0;?;-200.0
-200.0;572.0;15.3;?;37.6;1.4468;1707.0;1342.0;1157.0;1195.0;2.9;87.0;?
?;447.0;28.8;?;38.5;1.437;?;1623.0;1522.0;1618.0;?;111.0;?
?;463.0;26.1;25.2;45.8;?;2024.0;1576.0;?;1637.0;5.3;119.0;418.0
-200.0;?;37.1;24.0;50.6;1.4892;2370.0;?;?;1876.0;6.7;?;515.0
-200.0;396.0;35.7;23.2;54.7;1.5296;?;1757.0;1680.0;1959.0;?;117.0;669.0
-200.0;?;16.5;22.3;57.1;1.5219;?;1331.0;1194.0;1477.0;?;?;326.0
-200.0;658.0;11.0;21.8;?;1.5036;1572.0;1182.0;1016.0;1210.0;1.7;73.0;209.0
-200.0;658.0;10.8;20.9;61.3;?;?;1162.0;1008.0;1160.0;1.7;60.0;183.0
?;668.0;9.6;?;62.0;1.4827;1517.0;1147.0;964.0;1116.0;1.7;?;165.0
-200.0;762.0;6.5;20.3;62.5;1.472;1423.0;1040.0;836.0;974.0;1.2;53.0;111.0
-200.0;?;3.6;20.5;62.1;?;1317.0;920.0;?;820.0;0.7;47.0;67.0
-200.0;931.0;?;18.7;68.5;1.4586;1326.0;?;?;?;0.7;-200.0;-200.0
-200.0;865.0;4.4;?;70.3;?;1360.0;?;731.0;839.0;0.8;43.0;88.0
?;817.0;5.5;18.2;?;1.4552;?;?;790.0;898.0;?;?;?
-200.0;653.0;10.8;18.2;70.0;?;1589.0;1147.0;1009.0;1096.0;1.7;?;279.0
?;440.0;31.2;19.4;66.5;1.4801;2205.0;1606.0;1578.0;1786.0;?;81.0;665.0
-200.0;?;?;19.5;?;1.4999;2033.0;1490.0;1424.0;?;4.3;75.0;592.0
-200.0;483.0;?;21.1;61.1;1.5056;1984.0;?;1409.0;1637.0;3.9;87.0;557.0
?;435.0;29.5;23.2;?;1.5349;2141.0;1582.0;1539.0;1827.0;?;?;?
-200.0;496.0;21.0;24.4;52.5;1.5807;1913.0;?;1323.0;?;3.7;105.0;530.0
?;518.0;?;26.4;45.8;1.553;1883.0;1413.0;1285.0;1505.0;3.3;101.0;?
-200.0;520.0;?;?;39.2;1.4356;1916.0;1400.0;1331.0;1465.0;?;100.0;366.0
-200.0;?;18.0;28.0;39.6;1.4738;1805.0;1361.0;?;?;3.2;98.0;344.0
?;?;20.5;?;38.4;1.486;1845.0;1389.0;?;1748.0;3.5;98.0;339.0
-200.0;586.0;15.6;28.5;39.4;1.5147;1690.0;1305.0;1167.0;1301.0;?;98.0;297.0
-200.0;543.0;19.2;28.4;39.8;1.5191;1799.0;1354.0;1275.0;1338.0;2.9;?;294.0
-200.0;534.0;20.0;26.4;45.9;?;?;1352.0;1296.0;1337.0;?;84.0;211.0
?;497.0;?;25.2;49.5;1.5665;1895.0;1472.0;1327.0;1516.0;3.1;?;323.0
?;525.0;18.6;24.9;50.9;1.5856;1797.0;?;1256.0;1435.0;2.9;?;333.0
-200.0;619.0;?;24.6;52.2;1.5951;1615.0;1221.0;1061.0;1178.0;1.5;76.0;163.0
-200.0;652.0;10.3;24.0;?;1.6049;1559.0;?;990.0;?;?;71.0;?
-200.0;666.0;9.6;23.8;?;1.6298;1569.0;?;961.0;1112.0;1.7;71.0;167.0
?;665.0;9.9;22.3;60.6;1.608;1565.0;?;975.0;1109.0;1.6;66.0;174.0
-200.0;673.0;8.6;21.9;61.5;1.5967;1519.0;?;923.0;1072.0;1.3;?;142.0
-200.0;697.0;7.3;21.1;64.5;?;1502.0;?;871.0;1030.0;1.4;58.0;155.0
-200.0;766.0;5.4;21.0;64.4;1.5828;1447.0;1061.0;785.0;935.0;0.9;-200.0;?
-200.0;780.0;5.1;21.3;63.9;1.5951;1450.0;1062.0;770.0;922.0;?;48.0;96.0
-200.0;681.0;?;20.8;66.7;1.6201;1549.0;?;890.0;?;1.3;53.0;154.0
-200.0;?;8.2;?;67.5;?;1548.0;1167.0;907.0;1082.0;1.3;55.0;211.0
-200.0;523.0;17.6;20.9;66.3;1.6165;1872.0;?;1229.0;1365.0;2.9;63.0;381.0
-200.0;489.0;?;?;?;1.6186;1940.0;?;1298.0;1497.0;3.2;69.0;470.0
-200.0;502.0;18.7;23.7;56.0;1.6238;?;1455.0;1260.0;?;?;84.0;464.0
-200.0;?;19.5;26.0;?;1.598;1899.0;1512.0;?;1554.0;?;95.0;450.0
-200.0;?;13.0;28.5;42.4;1.6286;1689.0;1331.0;1082.0;1252.0;2.3;80.0;274.0
-200.0;512.0;18.2;28.1;45.3;?;1873.0;1472.0;1246.0;1455.0;3.1;87.0;306.0
-200.0;539.0;16.2;29.0;43.9;1.7309;1812.0;?;1187.0;1339.0;?;94.0;308.0
?;624.0;11.0;28.9;44.3;1.7392;1650.0;1264.0;1016.0;1062.0;1.9;76.0;186.0
-200.0;?;15.9;29.6;?;?;?;1378.0;?;1266.0;2.6;92.0;238.0
-200.0;578.0;14.2;29.4;42.9;1.7308;1716.0;1377.0;?;?;2.7;94.0;249.0
?;502.0;19.9;28.7;?;1.7468;1907.0;1527.0;1293.0;?;3.7;110.0;378.0
-200.0;470.0;21.7;27.0;51.2;1.7928;1990.0;1573.0;1343.0;1553.0;3.8;109.0;?
-200.0;448.0;25.7;26.5;52.7;1.7966;2065.0;1674.0;?;1689.0;4.8;122.0;461.0
-200.0;535.0;17.3;26.2;51.7;1.7334;1796.0;?;1218.0;1387.0;?;107.0;394.0
-200.0;?;11.2;24.8;56.4;1.7447;1641.0;1242.0;1022.0;1139.0;2.2;83.0;266.0
-200.0;701.0;?;24.9;56.0;1.7367;1565.0;1181.0;935.0;960.0;1.5;62.0;158.0
-200.0;565.0;15.2;24.5;?;1.7433;1738.0;1468.0;1155.0;1293.0;?;89.0;319.0
-200.0;552.0;?;24.7;56.9;1.7438;1812.0;1520.0;1217.0;1357.0;3.7;103.0;409.0
?;621.0;11.9;23.9;59.2;1.7327;1664.0;1203.0;1046.0;1103.0;2.0;74.0;223.0
-200.0;732.0;?;23.8;60.2;1.7515;?;?;903.0;?;1.4;52.0;107.0
-200.0;845.0;?;23.5;61.3;1.7538;1440.0;991.0;759.0;658.0;1.1;?;-200.0
?;942.0;3.6;?;64.0;1.7507;1406.0;941.0;686.0;?;?;38.0;50.0
-200.0;910.0;3.7;22.2;?;1.7355;1429.0;952.0;695.0;627.0;0.7;39.0;56.0
-200.0;753.0;6.3;21.3;?;?;1526.0;1082.0;825.0;930.0;1.2;59.0;163.0
-200.0;705.0;7.7;?;68.2;1.7127;1574.0;1095.0;886.0;1001.0;?;56.0;187.0
?;765.0;6.3;22.2;65.2;1.7256;?;1049.0;826.0;917.0;?;51.0;?
-200.0;807.0;5.6;24.1;?;1.7449;1494.0;1055.0;795.0;?;1.0;51.0;103.0
?;814.0;5.1;24.3;61.6;1.8468;1489.0;1074.0;?;796.0;1.2;58.0;143.0
-200.0;680.0;9.0;?;59.6;1.8351;1653.0;?;941.0;1040.0;1.9;68.0;?
-200.0;668.0;9.3;24.5;?;1.7838;1622.0;1228.0;952.0;1110.0;?;81.0;?
?;?;5.9;21.0;?;?;?;1107.0;807.0;?;?;73.0;214.0
-200.0;872.0;4.4;19.8;78.0;1.7879;1476.0;1031.0;?;704.0;1.3;69.0;?
-200.0;?;5.8;19.4;80.5;1.7917;1510.0;?;804.0;773.0;1.8;81.0;232.0
-200.0;784.0;6.6;?;79.1;1.7877;1531.0;1131.0;841.0;811.0;?;82.0;?
-200.0;744.0;7.8;20.8;73.1;?;1578.0;?;890.0;848.0;?;71.0;224.0
-200.0;?;8.4;21.1;68.6;?;1586.0;1145.0;915.0;892.0;2.0;?;?
-200.0;726.0;8.3;21.1;68.3;1.6914;1563.0;?;910.0;992.0;2.2;?;334.0
?;734.0;?;?;67.7;1.6848;?;1105.0;905.0;?;1.6;72.0;239.0
-200.0;806.0;6.1;20.8;?;1.6719;1517.0;1049.0;?;?;1.3;?;168.0
-200.0;767.0;6.7;20.8;?;1.6585;1527.0;1069.0;844.0;883.0;?;63.0;185.0
-200.0;?;?;20.7;68.4;?;1549.0;1073.0;838.0;892.0;1.5;63.0;178.0
-200.0;799.0;6.1;20.1;70.5;?;1502.0;1039.0;817.0;836.0;1.3;55.0;132.0
?;794.0;6.0;20.2;67.9;1.5901;1502.0;1021.0;811.0;837.0;1.4;52.0;135.0
?;1203.0;1.4;19.4;70.4;?;1302.0;825.0;536.0;?;?;32.0;39.0
?;1166.0;1.7;18.8;73.8;?;1304.0;828.0;558.0;494.0;0.4;-200.0;-200.0
-200.0;1139.0;1.9;17.9;?;?;1321.0;847.0;576.0;507.0;0.4;29.0;33.0
-200.0;?;?;18.2;76.9;1.5945;1385.0;903.0;679.0;660.0;0.6;44.0;90.0
-200.0;?;?;18.6;?;1.5918;?;1041.0;?;902.0;1.1;53.0;164.0
-200.0;?;?;?;70.3;1.5821;?;?;?;1240.0;2.9;62.0;?
-200.0;499.0;24.5;20.2;66.6;1.5567;1971.0;1326.0;1416.0;1395.0;3.5;68.0;366.0
?;475.0;25.6;19.7;68.9;?;2049.0;?;?;1625.0;4.6;85.0;565.0
-200.0;564.0;17.1;19.2;73.4;1.6192;?;?;1213.0;1359.0;3.4;88.0;?
-200.0;647.0;12.3;20.0;?;1.607;1623.0;?;1058.0;1152.0;2.3;82.0;416.0
?;607.0;15.2;21.1;64.0;1.5795;1738.0;1225.0;1155.0;1159.0;2.7;91.0;379.0
-200.0;557.0;18.3;20.2;67.4;1.5832;1837.0;1257.0;?;1179.0;3.1;87.0;368.0
?;?;17.2;?;?;?;1810.0;1271.0;1217.0;?;3.2;?;444.0
?;634.0;14.1;21.9;57.6;1.4942;1667.0;1179.0;?;?;2.5;97.0;352.0
-200.0;574.0;?;23.2;52.0;1.4642;1814.0;?;1248.0;1243.0;3.4;99.0;375.0
-200.0;?;25.0;21.7;59.1;1.5115;?;?;1429.0;?;4.8;109.0;479.0
-200.0;525.0;22.2;?;61.4;1.4898;1966.0;1326.0;1356.0;1405.0;4.5;95.0;448.0
?;537.0;?;19.9;?;?;1920.0;1324.0;1335.0;1444.0;4.0;80.0;388.0
-200.0;592.0;16.2;19.7;65.1;1.4769;1751.0;1206.0;1185.0;1386.0;?;76.0;376.0
-200.0;?;?;20.0;63.3;1.4672;1556.0;1052.0;987.0;?;1.9;62.0;224.0
-200.0;743.0;8.9;19.0;66.1;1.4415;1525.0;1057.0;934.0;1041.0;1.9;?;?
-200.0;846.0;?;18.8;60.9;1.3032;?;952.0;833.0;881.0;?;57.0;143.0
?;919.0;?;?;60.7;1.311;1340.0;911.0;769.0;791.0;1.1;54.0;113.0
-200.0;915.0;4.6;18.1;65.2;1.343;1345.0;898.0;742.0;796.0;1.0;50.0;93.0
?;1134.0;2.1;18.3;65.1;1.3529;1277.0;?;?;647.0;0.5;?;58.0
-200.0;1072.0;?;?;66.9;?;1300.0;823.0;616.0;?;?;-200.0;-200.0
?;1029.0;3.2;?;67.5;?;1311.0;?;666.0;?;?;34.0;56.0
-200.0;982.0;?;16.9;66.7;1.2772;1312.0;857.0;705.0;?;?;44.0;105.0
-200.0;881.0;6.0;17.8;60.6;1.2276;?;935.0;810.0;?;1.2;?;243.0
-200.0;671.0;13.8;17.6;60.8;?;1650.0;1159.0;1110.0;?;?;101.0;492.0
-200.0;?;14.8;17.9;?;1.1751;?;1102.0;1141.0;1114.0;3.0;?;435.0
?;795.0;?;18.1;56.4;1.1645;?;979.0;917.0;903.0;-200.0;?;-200.0
-200.0;?;9.0;?;?;1.1547;?;998.0;941.0;914.0;-200.0;-200.0;-200.0
-200.0;793.0;8.3;19.7;49.1;?;1380.0;?;911.0;872.0;-200.0;-200.0;?
-200.0;773.0;9.5;20.8;45.8;1.1126;1426.0;985.0;957.0;860.0;-200.0;-200.0;-200.0
-200.0;707.0;12.1;20.5;46.0;1.1;1514.0;1043.0;1053.0;959.0;-200.0;?;?
-200.0;?;?;18.9;50.6;?;1365.0;929.0;875.0;814.0;-200.0;-200.0;-200.0
?;816.0;8.0;18.4;51.6;1.0832;1377.0;?;898.0;827.0;-200.0;-200.0;-200.0
-200.0;818.0;7.9;?;52.6;?;1366.0;955.0;894.0;804.0;-200.0;-200.0;?
-200.0;730.0;10.9;17.1;?;?;?;1004.0;1012.0;906.0;-200.0;-200.0;-200.0
?;708.0;12.1;16.5;56.2;1.0455;1480.0;1037.0;1053.0;958.0;-200.0;?;-200.0
-200.0;?;14.7;?;54.1;?;1577.0;1066.0;1140.0;1032.0;-200.0;-200.0;-200.0
-200.0;898.0;6.0;15.4;57.7;1.0008;1274.0;890.0;?;772.0;?;-200.0;-200.0
-200.0;990.0;4.3;15.5;57.1;0.9971;1219.0;843.0;?;618.0;-200.0;-200.0;-200.0
-200.0;997.0;4.1;15.6;?;0.985;1205.0;834.0;716.0;?;-200.0;-200.0;-200.0
-200.0;1074.0;3.1;14.8;58.4;0.9777;?;809.0;659.0;550.0;-200.0;-200.0;-200.0
-200.0;1164.0;2.2;14.8;57.9;0.9662;1132.0;786.0;600.0;511.0;?;-200.0;-200.0
-200.0;1276.0;1.5;14.6;57.6;0.9517;1100.0;747.0;543.0;469.0;?;-200.0;-200.0
-200.0;1419.0;0.9;?;57.1;0.9428;1065.0;723.0;?;425.0;-200.0;?;-200.0
-200.0;1558.0;?;14.4;57.6;0.9416;1050.0;704.0;444.0;?;-200.0;-200.0;-200.0
-200.0;1590.0;0.6;?;?;0.9413;?;709.0;449.0;?;-200.0;-200.0;-200.0
-200.0;1485.0;0.7;14.3;58.4;?;?;?;466.0;408.0;-200.0;-200.0;-200.0
-200.0;1205.0;2.2;?;57.4;0.9564;1141.0;798.0;599.0;517.0;-200.0;-200.0;?
-200.0;908.0;?;14.3;58.1;0.9404;1272.0;?;800.0;?;-200.0;?;-200.0
-200.0;?;5.9;?;58.3;?;?;906.0;809.0;787.0;-200.0;-200.0;-200.0
-200.0;882.0;5.9;15.4;?;0.9246;1257.0;896.0;809.0;788.0;?;78.0;286.0
-200.0;?;5.3;16.5;49.9;0.9289;1222.0;?;776.0;760.0;1.2;72.0;281.0
?;859.0;6.9;17.4;47.6;0.9387;1283.0;948.0;853.0;839.0;-200.0;-200.0;-200.0
-200.0;818.0;7.7;18.0;46.1;?;1307.0;945.0;886.0;827.0;-200.0;-200.0;-200.0
?;832.0;7.3;?;46.5;0.9474;1314.0;942.0;871.0;?;-200.0;-200.0;-200.0
?;?;7.2;17.4;48.3;0.955;1297.0;?;864.0;814.0;-200.0;-200.0;-200.0
-200.0;?;6.0;16.0;52.6;0.9489;?;894.0;810.0;?;?;-200.0;-200.0
?;?;8.3;15.3;58.7;1.0154;1348.0;984.0;910.0;875.0;-200.0;-200.0;?
-200.0;726.0;11.2;15.2;55.9;0.9572;1454.0;1044.0;1022.0;?;-200.0;-200.0;-200.0
-200.0;759.0;10.1;?;56.3;0.9459;?;981.0;983.0;942.0;-200.0;-200.0;?
-200.0;731.0;10.6;14.7;57.8;0.9626;1415.0;1021.0;1001.0;971.0;-200.0;-200.0;-200.0
-200.0;834.0;7.2;14.8;57.3;0.9603;1314.0;943.0;867.0;891.0;?;-200.0;-200.0
-200.0;970.0;4.4;14.9;57.1;0.9581;1207.0;863.0;732.0;?;-200.0;-200.0;-200.0
-200.0;1013.0;3.8;15.2;55.5;0.9521;1174.0;847.0;698.0;719.0;-200.0;-200.0;-200.0
-200.0;1015.0;3.8;15.3;55.4;0.9564;1189.0;859.0;698.0;705.0;-200.0;-200.0;?
-200.0;1004.0;4.0;15.1;56.9;0.9673;1197.0;861.0;712.0;?;-200.0;?;?
-200.0;1146.0;2.2;?;?;0.9554;1123.0;786.0;602.0;584.0;-200.0;-200.0;-200.0
-200.0;?;1.1;14.9;?;0.9474;1074.0;740.0;506.0;469.0;-200.0;-200.0;?
-200.0;?;0.8;15.2;54.7;0.9394;1065.0;730.0;483.0;438.0;-200.0;?;-200.0
-200.0;1436.0;?;15.1;55.4;0.9439;1061.0;728.0;475.0;432.0;?;-200.0;-200.0
-200.0;1325.0;1.2;14.9;56.8;0.9541;1091.0;755.0;517.0;487.0;-200.0;-200.0;-200.0
-200.0;1080.0;3.2;15.2;55.9;?;1189.0;854.0;663.0;?;-200.0;?;?
-200.0;758.0;10.2;15.3;?;0.9684;1465.0;1079.0;985.0;1009.0;-200.0;-200.0;-200.0
-200.0;659.0;13.6;15.6;?;0.9725;1520.0;?;?;?;-200.0;-200.0;-200.0
-200.0;747.0;9.9;16.3;53.3;0.9809;1386.0;1024.0;976.0;1030.0;-200.0;-200.0;?
-200.0;776.0;9.1;20.4;42.2;0.9964;1359.0;990.0;?;986.0;-200.0;-200.0;-200.0
-200.0;788.0;?;21.9;?;?;?;1013.0;?;975.0;?;-200.0;-200.0
-200.0;?;9.7;21.5;41.2;?;1442.0;1051.0;968.0;984.0;-200.0;?;-200.0
-200.0;?;9.7;22.2;41.4;1.097;1446.0;1052.0;966.0;982.0;-200.0;-200.0;-200.0
-200.0;675.0;12.0;21.0;46.8;?;1530.0;1141.0;1049.0;?;?;-200.0;-200.0
-200.0;679.0;?;21.9;44.9;1.1635;1537.0;1130.0;1024.0;1177.0;?;-200.0;-200.0
-200.0;?;10.4;21.5;46.7;1.1837;1507.0;1099.0;993.0;1129.0;-200.0;-200.0;?
?;653.0;?;19.7;56.6;1.2811;1616.0;1182.0;1064.0;1217.0;-200.0;-200.0;-200.0
-200.0;615.0;14.6;18.8;60.8;1.3036;1682.0;1211.0;1135.0;1234.0;-200.0;-200.0;-200.0
-200.0;537.0;21.0;19.3;59.6;1.3195;?;1340.0;1324.0;?;-200.0;-200.0;?
?;553.0;17.9;17.6;69.2;1.3803;1804.0;1299.0;1237.0;?;-200.0;-200.0;-200.0
-200.0;769.0;7.3;?;?;1.4243;?;1046.0;872.0;968.0;-200.0;-200.0;-200.0
-200.0;?;4.8;16.6;77.3;1.4491;1393.0;949.0;754.0;759.0;-200.0;-200.0;-200.0
?;908.0;4.8;15.9;78.1;1.4039;1363.0;966.0;756.0;741.0;-200.0;?;-200.0
-200.0;770.0;7.7;15.1;?;1.4009;?;1062.0;887.0;?;-200.0;-200.0;-200.0
-200.0;906.0;4.3;14.8;83.8;1.4005;1345.0;?;730.0;757.0;-200.0;-200.0;-200.0
-200.0;1046.0;3.0;14.4;84.6;?;1289.0;862.0;?;675.0;-200.0;-200.0;?
-200.0;1125.0;2.1;15.8;77.6;1.3792;1241.0;823.0;590.0;?;-200.0;-200.0;?
-200.0;1097.0;2.3;15.2;79.4;1.3605;1259.0;?;?;605.0;-200.0;-200.0;-200.0
?;?;3.5;14.8;?;?;1312.0;?;681.0;703.0;-200.0;-200.0;-200.0
?;725.0;10.0;14.6;82.9;?;1562.0;?;977.0;998.0;-200.0;-200.0;-200.0
-200.0;544.0;20.5;?;?;?;1878.0;1359.0;1311.0;1311.0;-200.0;-200.0;-200.0
-200.0;519.0;22.2;15.6;?;1.3527;?;1354.0;1358.0;1403.0;?;-200.0;?
-200.0;501.0;24.1;17.3;70.9;?;1941.0;1420.0;1405.0;1573.0;-200.0;?;-200.0
-200.0;578.0;17.4;22.2;51.3;1.3543;1760.0;1265.0;?;1354.0;-200.0;-200.0;-200.0
-200.0;639.0;14.2;24.4;43.9;1.3184;1659.0;1146.0;1122.0;1131.0;?;-200.0;?
?;620.0;15.0;22.7;47.6;1.2989;1676.0;?;1149.0;1113.0;-200.0;-200.0;-200.0
-200.0;560.0;18.3;20.5;61.5;?;1861.0;1282.0;1247.0;1258.0;-200.0;-200.0;-200.0
-200.0;684.0;13.0;23.3;40.4;1.1421;1548.0;1067.0;1085.0;985.0;-200.0;-200.0;-200.0
-200.0;603.0;?;23.2;39.9;1.1172;1689.0;?;1243.0;1197.0;-200.0;-200.0;-200.0
-200.0;?;23.1;21.5;44.5;1.129;1881.0;?;?;?;-200.0;-200.0;-200.0
-200.0;509.0;24.9;20.9;48.5;1.1878;1938.0;1319.0;1426.0;1491.0;-200.0;-200.0;-200.0
-200.0;539.0;21.7;19.8;53.1;1.216;1875.0;1255.0;1342.0;1396.0;-200.0;-200.0;-200.0
-200.0;648.0;14.1;20.1;53.6;1.2477;1593.0;1123.0;1119.0;1198.0;-200.0;-200.0;-200.0
-200.0;689.0;?;19.6;56.0;1.2623;1523.0;1126.0;1045.0;1166.0;-200.0;-200.0;-200.0
-200.0;902.0;5.1;18.6;60.4;1.2817;?;924.0;766.0;?;?;?;-200.0
?;853.0;6.8;14.5;78.3;1.288;1390.0;982.0;?;717.0;-200.0;-200.0;-200.0
-200.0;939.0;4.8;16.3;70.5;1.2921;1311.0;936.0;756.0;693.0;?;-200.0;-200.0
-200.0;825.0;7.2;?;?;1.346;1394.0;1069.0;865.0;816.0;-200.0;-200.0;-200.0
-200.0;879.0;5.4;14.5;81.3;1.3399;1326.0;967.0;785.0;766.0;-200.0;-200.0;-200.0
-200.0;?;3.0;14.7;80.7;1.3414;1249.0;?;649.0;631.0;-200.0;-200.0;-200.0
-200.0;986.0;3.7;14.5;82.1;1.3493;?;916.0;692.0;683.0;-200.0;-200.0;-200.0
-200.0;970.0;3.6;15.0;78.4;?;?;886.0;686.0;?;?;-200.0;-200.0
?;902.0;4.7;14.5;80.5;1.3221;1325.0;?;?;759.0;-200.0;-200.0;-200.0
-200.0;808.0;6.9;14.6;79.0;1.3082;1389.0;971.0;851.0;876.0;-200.0;-200.0;-200.0
-200.0;807.0;7.7;15.0;74.8;?;1446.0;1029.0;886.0;926.0;-200.0;-200.0;-200.0
?;667.0;12.2;15.9;70.4;1.2658;1569.0;1124.0;1057.0;1091.0;-200.0;-200.0;?
-200.0;729.0;9.6;17.4;62.3;1.2282;1454.0;1063.0;964.0;1045.0;-200.0;-200.0;-200.0
-200.0;756.0;9.6;21.3;42.9;?;?;1028.0;961.0;928.0;?;?;-200.0
?;?;?;22.0;38.9;1.0154;1342.0;944.0;?;777.0;-200.0;-200.0;-200.0
-200.0;892.0;7.0;20.3;41.3;0.9745;1275.0;913.0;857.0;640.0;-200.0;-200.0;-200.0
-200.0;819.0;8.2;20.2;45.6;1.0663;1354.0;?;906.0;741.0;-200.0;?;-200.0
-200.0;1021.0;4.5;20.8;37.4;0.9107;1162.0;833.0;737.0;?;-200.0;-200.0;-200.0
-200.0;960.0;?;21.6;35.9;?;?;891.0;789.0;522.0;-200.0;?;-200.0
-200.0;825.0;8.7;22.0;35.7;?;1320.0;995.0;927.0;718.0;-200.0;-200.0;-200.0
?;816.0;8.7;19.9;42.0;0.9665;1332.0;?;929.0;798.0;?;-200.0;?
-200.0;?;14.0;?;46.3;?;1534.0;1146.0;1118.0;1174.0;-200.0;?;-200.0
-200.0;787.0;9.5;?;56.9;1.1545;1417.0;1059.0;958.0;891.0;-200.0;?;-200.0
-200.0;819.0;7.9;14.7;75.5;1.2554;1397.0;?;893.0;799.0;-200.0;-200.0;-200.0
-200.0;855.0;6.2;15.1;78.9;1.3409;?;1013.0;?;855.0;-200.0;-200.0;-200.0
?;979.0;4.0;17.2;66.7;1.2987;1303.0;942.0;?;734.0;-200.0;-200.0;-200.0
-200.0;960.0;?;15.4;?;1.2755;1284.0;925.0;735.0;?;?;?;-200.0
