NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;706.0;11.2;35.8;28.7;1.6626;1731.0;1117.0;1020.0;973.0;-200.0;115.0;104.0
-200.0;727.0;10.2;36.8;27.2;1.6623;1708.0;1108.0;985.0;1001.0;-200.0;108.0;?
-200.0;808.0;8.2;38.3;24.5;1.622;1567.0;1038.0;906.0;747.0;-200.0;86.0;66.0
-200.0;850.0;6.6;34.2;30.8;1.6299;1541.0;985.0;838.0;653.0;-200.0;84.0;60.0
-200.0;767.0;6.4;28.7;51.4;?;1695.0;1100.0;832.0;934.0;-200.0;97.0;85.0
-200.0;748.0;7.0;23.9;69.1;2.0202;1700.0;1067.0;855.0;811.0;-200.0;102.0;90.0
-200.0;669.0;9.6;21.5;78.8;1.9939;1815.0;?;963.0;918.0;-200.0;102.0;122.0
?;682.0;9.4;21.6;78.5;1.994;1801.0;1113.0;954.0;899.0;-200.0;99.0;117.0
-200.0;678.0;10.2;21.5;78.4;1.9818;1826.0;1124.0;984.0;902.0;-200.0;97.0;115.0
-200.0;732.0;7.7;20.8;80.9;1.9637;1721.0;1056.0;886.0;900.0;-200.0;101.0;127.0
-200.0;805.0;5.4;20.7;81.8;1.9717;1623.0;?;783.0;875.0;-200.0;92.0;79.0
-200.0;816.0;5.5;23.1;?;1.9582;1594.0;971.0;789.0;879.0;-200.0;70.0;61.0
-200.0;829.0;5.7;22.7;68.4;1.8627;1619.0;1001.0;799.0;859.0;-200.0;72.0;67.0
-200.0;731.0;7.2;22.1;72.6;1.9105;1685.0;?;867.0;1048.0;-200.0;80.0;93.0
-200.0;734.0;6.8;21.8;74.1;1.915;1691.0;1030.0;848.0;1048.0;-200.0;71.0;77.0
-200.0;827.0;5.0;?;72.8;1.8944;1616.0;950.0;762.0;959.0;-200.0;69.0;60.0
-200.0;875.0;4.1;21.7;73.2;1.8763;1586.0;912.0;716.0;898.0;-200.0;-200.0;-200.0
-200.0;930.0;3.4;21.4;75.5;1.9033;1567.0;893.0;676.0;859.0;-200.0;55.0;45.0
-200.0;847.0;4.4;21.4;75.5;1.9069;1607.0;938.0;734.0;947.0;0.7;57.0;65.0
-200.0;722.0;7.7;21.9;74.9;1.9396;1760.0;1065.0;889.0;1081.0;1.2;56.0;94.0
-200.0;588.0;13.6;22.0;75.9;1.9817;1989.0;1240.0;1102.0;1257.0;2.3;72.0;205.0
-200.0;516.0;19.1;22.5;74.9;2.019;2191.0;1307.0;1270.0;1404.0;3.0;84.0;240.0
-200.0;557.0;16.3;24.5;66.2;2.0011;2033.0;?;1188.0;1412.0;2.9;97.0;237.0
-200.0;601.0;14.2;25.6;61.2;1.9808;1974.0;1220.0;1122.0;1428.0;2.6;107.0;245.0
-200.0;607.0;15.6;29.3;48.4;1.9367;2000.0;1218.0;1168.0;1451.0;2.6;117.0;206.0
?;?;14.4;33.5;36.0;1.8395;1911.0;1171.0;1129.0;1346.0;2.6;120.0;156.0
-200.0;717.0;10.5;35.6;29.8;1.7045;1730.0;?;995.0;1093.0;2.1;?;126.0
-200.0;735.0;10.2;33.7;33.4;1.7186;1742.0;1054.0;985.0;940.0;1.7;104.0;108.0
-200.0;?;10.7;34.1;33.3;?;1715.0;1051.0;1003.0;909.0;1.9;110.0;102.0
-200.0;672.0;11.6;31.5;43.5;?;?;1103.0;1035.0;1005.0;?;111.0;110.0
-200.0;761.0;7.9;32.5;40.6;1.9481;1649.0;970.0;?;756.0;1.1;64.0;57.0
-200.0;668.0;11.7;29.8;45.2;1.8642;1873.0;1100.0;1038.0;1080.0;2.1;92.0;109.0
-200.0;?;14.6;27.7;49.9;1.8189;1952.0;1129.0;1137.0;1220.0;2.6;114.0;151.0
-200.0;620.0;13.2;26.4;54.6;1.8459;1886.0;1126.0;1089.0;1208.0;2.6;116.0;153.0
-200.0;692.0;9.8;25.5;58.0;1.8611;1760.0;1019.0;971.0;1057.0;1.7;94.0;103.0
-200.0;728.0;8.8;25.1;59.9;1.8797;1723.0;1011.0;930.0;1009.0;1.5;77.0;76.0
-200.0;685.0;10.4;24.1;63.5;1.8828;1820.0;1039.0;991.0;1088.0;1.8;74.0;?
-200.0;718.0;8.5;?;65.0;1.8897;1755.0;974.0;920.0;1062.0;1.4;62.0;75.0
-200.0;789.0;6.4;23.4;64.9;1.843;1662.0;925.0;831.0;975.0;1.2;57.0;57.0
-200.0;976.0;3.4;24.4;58.6;1.7714;1530.0;810.0;?;793.0;0.7;45.0;32.0
-200.0;1032.0;2.6;?;63.3;1.7895;1519.0;800.0;627.0;787.0;0.6;-200.0;-200.0
-200.0;990.0;2.9;21.9;67.1;1.7414;1530.0;813.0;645.0;802.0;0.7;49.0;42.0
-200.0;1068.0;2.3;23.6;61.2;1.7588;1507.0;788.0;604.0;754.0;0.5;45.0;37.0
-200.0;971.0;3.3;22.6;63.4;1.7136;1538.0;815.0;670.0;?;0.6;44.0;44.0
-200.0;840.0;5.1;22.9;62.6;1.7253;1608.0;868.0;771.0;860.0;0.9;43.0;51.0
-200.0;742.0;7.7;23.3;61.8;1.7504;1705.0;951.0;886.0;988.0;1.2;51.0;74.0
-200.0;649.0;10.5;25.4;56.2;1.7961;1838.0;1075.0;996.0;1113.0;2.0;84.0;115.0
-200.0;?;10.9;30.6;41.9;1.8104;1782.0;1058.0;1012.0;1063.0;1.9;96.0;109.0
-200.0;760.0;8.4;33.5;34.0;1.73;1653.0;1012.0;914.0;858.0;1.7;88.0;80.0
-200.0;862.0;6.0;35.5;29.8;1.7004;1541.0;929.0;811.0;642.0;1.2;67.0;57.0
-200.0;875.0;6.0;37.5;24.7;1.5637;1518.0;902.0;813.0;588.0;1.1;?;56.0
-200.0;960.0;4.7;35.1;25.2;1.402;1390.0;836.0;750.0;484.0;1.0;54.0;?
-200.0;947.0;5.3;38.1;21.1;1.3863;1431.0;858.0;776.0;498.0;1.0;56.0;43.0
-200.0;939.0;5.8;38.5;21.8;1.4653;1460.0;886.0;803.0;538.0;1.0;68.0;51.0
-200.0;864.0;6.5;36.8;29.5;1.8037;1577.0;974.0;833.0;565.0;1.2;67.0;46.0
-200.0;783.0;8.4;34.9;33.4;1.8384;?;1008.0;915.0;672.0;1.6;?;71.0
-200.0;777.0;8.3;32.2;37.4;1.7655;1648.0;990.0;912.0;689.0;1.6;86.0;65.0
-200.0;740.0;8.4;29.7;41.7;?;1649.0;?;917.0;714.0;1.6;93.0;78.0
-200.0;793.0;6.4;27.7;47.4;1.7344;1589.0;954.0;828.0;631.0;1.3;68.0;51.0
-200.0;686.0;10.3;27.3;49.4;1.7602;1751.0;1030.0;988.0;829.0;1.9;95.0;84.0
-200.0;681.0;10.9;26.3;?;1.7251;1768.0;1033.0;1011.0;875.0;1.9;93.0;89.0
-200.0;767.0;7.4;25.7;54.1;1.7546;?;963.0;?;803.0;1.5;69.0;?
-200.0;816.0;5.8;25.4;55.1;1.7628;?;918.0;805.0;759.0;1.1;55.0;43.0
-200.0;894.0;4.5;?;57.3;1.7822;1548.0;868.0;736.0;638.0;0.8;39.0;32.0
-200.0;869.0;4.6;24.1;61.8;1.8339;1590.0;886.0;?;700.0;0.9;-200.0;-200.0
-200.0;1017.0;2.4;23.9;61.2;1.7871;1473.0;813.0;609.0;615.0;0.6;33.0;22.0
-200.0;1080.0;2.4;23.8;61.3;1.7881;1532.0;815.0;?;596.0;0.6;29.0;21.0
-200.0;1049.0;2.6;23.4;61.7;1.7495;1518.0;815.0;627.0;650.0;0.7;36.0;27.0
-200.0;1024.0;2.8;24.3;58.4;1.7508;1506.0;835.0;638.0;655.0;0.6;38.0;31.0
-200.0;901.0;4.5;25.1;?;1.7798;1585.0;921.0;738.0;779.0;1.0;47.0;46.0
-200.0;839.0;5.2;27.3;51.3;1.835;1621.0;963.0;774.0;758.0;1.2;64.0;62.0
-200.0;936.0;4.2;29.5;45.9;1.8662;1574.0;935.0;724.0;598.0;1.0;49.0;43.0
-200.0;849.0;4.8;27.6;52.4;1.9055;1649.0;?;751.0;643.0;1.3;64.0;53.0
-200.0;813.0;4.6;25.4;68.0;2.1806;1695.0;1032.0;744.0;778.0;1.4;79.0;87.0
-200.0;964.0;3.6;32.2;40.3;?;1543.0;901.0;689.0;522.0;0.8;45.0;36.0
-200.0;1129.0;2.6;31.6;38.9;1.7838;1433.0;851.0;627.0;419.0;0.6;30.0;21.0
-200.0;1061.0;3.0;33.0;37.3;1.8481;1471.0;?;655.0;444.0;0.7;35.0;27.0
-200.0;1039.0;3.6;35.1;32.1;1.7841;1488.0;909.0;690.0;474.0;0.8;37.0;29.0
-200.0;?;4.1;35.0;31.1;1.7173;1479.0;908.0;715.0;495.0;0.9;46.0;38.0
-200.0;949.0;5.0;33.8;32.1;1.6596;1491.0;926.0;763.0;504.0;1.0;54.0;41.0
-200.0;848.0;6.5;31.1;38.8;1.7295;1577.0;1010.0;?;616.0;1.5;79.0;66.0
-200.0;798.0;7.3;29.0;46.1;1.8141;1634.0;1031.0;868.0;690.0;1.5;79.0;63.0
-200.0;745.0;8.1;28.1;50.6;1.8969;1702.0;1070.0;905.0;846.0;1.7;98.0;88.0
-200.0;660.0;10.4;27.1;54.7;1.9284;1791.0;1124.0;992.0;1013.0;1.9;93.0;87.0
-200.0;?;9.0;26.6;56.4;1.9349;1744.0;?;940.0;978.0;1.7;89.0;86.0
-200.0;771.0;6.5;25.8;60.4;1.9759;1662.0;1001.0;836.0;821.0;1.2;57.0;49.0
-200.0;774.0;6.3;25.5;61.6;1.9804;1637.0;967.0;?;862.0;1.1;51.0;40.0
-200.0;888.0;4.4;24.9;63.5;1.9647;1605.0;901.0;733.0;?;0.8;39.0;27.0
-200.0;997.0;2.8;24.3;65.1;1.9475;1526.0;835.0;?;715.0;0.5;-200.0;-200.0
-200.0;1065.0;2.2;23.8;65.7;1.9079;?;820.0;598.0;684.0;-200.0;30.0;23.0
-200.0;941.0;3.7;23.2;68.0;1.9045;1583.0;896.0;694.0;853.0;0.7;46.0;58.0
-200.0;756.0;7.4;23.2;?;1.899;1727.0;996.0;872.0;?;1.2;55.0;87.0
-200.0;579.0;15.1;24.3;63.3;1.8929;2005.0;1159.0;1151.0;1206.0;2.3;63.0;143.0
?;578.0;15.1;25.5;59.7;1.9193;2003.0;1185.0;1152.0;1274.0;2.5;42.0;96.0
-200.0;585.0;14.7;27.7;52.5;1.9138;1946.0;1168.0;1138.0;1336.0;2.4;5.0;16.0
-200.0;715.0;9.8;31.8;38.9;1.8005;1751.0;1044.0;970.0;1068.0;1.4;39.0;54.0
-200.0;800.0;8.0;32.7;34.1;1.6592;1608.0;983.0;897.0;804.0;1.2;39.0;42.0
-200.0;764.0;8.3;34.3;31.5;1.6745;1661.0;1032.0;912.0;?;1.6;71.0;72.0
?;787.0;?;34.2;31.5;1.6675;?;1019.0;889.0;745.0;1.4;65.0;54.0
-200.0;835.0;6.7;33.9;32.3;1.6809;1567.0;982.0;844.0;638.0;1.2;71.0;52.0
-200.0;783.0;7.5;34.4;31.9;1.7005;1617.0;1016.0;880.0;684.0;1.5;72.0;64.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.4;76.0;70.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.5;75.0;65.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.7;86.0;80.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.2;96.0;88.0
-200.0;730.0;8.6;29.8;41.7;1.7167;1685.0;1091.0;925.0;1020.0;1.9;95.0;81.0
-200.0;696.0;?;28.8;45.9;1.7884;1742.0;1109.0;965.0;1100.0;1.6;74.0;59.0
-200.0;687.0;9.1;28.2;51.1;1.9221;1772.0;1098.0;944.0;1086.0;1.5;76.0;69.0
-200.0;674.0;9.1;27.5;54.4;1.9705;1765.0;1088.0;945.0;1060.0;1.4;66.0;58.0
?;?;7.0;27.4;55.0;1.9827;1680.0;1035.0;859.0;996.0;1.0;49.0;33.0
-200.0;824.0;4.9;28.1;51.6;1.9269;1567.0;942.0;758.0;856.0;0.7;29.0;17.0
-200.0;919.0;3.5;26.3;56.5;1.9027;1535.0;902.0;680.0;722.0;0.5;11.0;6.0
-200.0;861.0;3.9;24.4;65.0;1.9612;1603.0;919.0;704.0;860.0;0.5;-200.0;-200.0
-200.0;919.0;3.2;24.4;63.6;1.9218;1559.0;875.0;665.0;772.0;0.5;25.0;20.0
-200.0;830.0;4.7;23.5;67.4;1.9305;1633.0;927.0;747.0;910.0;0.7;34.0;58.0
-200.0;718.0;7.6;23.4;?;1.872;1742.0;1032.0;883.0;1051.0;1.2;42.0;106.0
-200.0;563.0;14.7;24.5;61.3;1.8522;2009.0;1193.0;1139.0;1257.0;2.2;47.0;143.0
-200.0;519.0;18.7;26.0;55.8;1.8536;2114.0;1268.0;1259.0;1410.0;2.9;62.0;167.0
-200.0;565.0;14.8;28.5;48.5;1.8607;1939.0;1238.0;1144.0;?;2.6;81.0;188.0
-200.0;604.0;14.5;33.6;35.7;1.8229;1909.0;?;?;1413.0;2.6;90.0;164.0
-200.0;646.0;12.7;36.5;28.9;1.7359;1777.0;1161.0;1074.0;1206.0;2.2;95.0;128.0
-200.0;764.0;9.2;39.0;23.7;1.6346;1607.0;1048.0;949.0;831.0;1.5;86.0;88.0
-200.0;955.0;4.8;38.8;?;1.6093;1385.0;929.0;752.0;544.0;0.9;64.0;51.0
-200.0;914.0;5.4;38.0;24.0;1.5686;1443.0;950.0;783.0;525.0;1.0;62.0;52.0
-200.0;?;7.2;40.5;23.3;1.7416;1544.0;1013.0;864.0;644.0;1.1;75.0;?
-200.0;841.0;6.7;39.8;25.4;1.8213;1566.0;1034.0;845.0;?;1.2;88.0;67.0
-200.0;760.0;9.7;39.6;23.3;1.6535;1649.0;1082.0;965.0;844.0;1.8;126.0;105.0
-200.0;720.0;10.9;38.8;24.7;1.6772;1725.0;1110.0;1012.0;905.0;1.8;96.0;91.0
-200.0;?;10.6;34.7;35.9;1.9528;1766.0;1118.0;999.0;878.0;1.7;79.0;69.0
-200.0;703.0;9.7;?;43.6;2.07;1801.0;?;967.0;927.0;1.7;67.0;65.0
-200.0;725.0;8.6;30.7;48.1;2.0821;1757.0;1106.0;924.0;910.0;1.6;62.0;58.0
-200.0;678.0;10.2;29.5;50.6;2.0492;1823.0;1151.0;?;1024.0;1.7;64.0;?
-200.0;669.0;10.5;28.8;52.0;2.0297;1816.0;1144.0;?;1021.0;1.8;63.0;64.0
-200.0;697.0;8.8;28.2;55.0;2.0697;1748.0;1118.0;930.0;1027.0;1.5;60.0;65.0
-200.0;740.0;6.6;27.2;59.1;2.0997;1700.0;1066.0;839.0;993.0;1.2;49.0;47.0
-200.0;797.0;5.3;26.7;60.7;2.0977;1665.0;991.0;778.0;910.0;0.8;36.0;29.0
-200.0;961.0;3.0;26.9;60.3;2.1074;1581.0;906.0;650.0;768.0;0.5;-200.0;-200.0
?;932.0;3.2;26.4;61.6;2.0931;1590.0;903.0;662.0;760.0;0.5;24.0;16.0
-200.0;895.0;3.5;25.9;63.6;2.102;1632.0;941.0;685.0;834.0;0.7;32.0;50.0
-200.0;717.0;7.2;26.1;63.7;?;1768.0;?;866.0;1075.0;1.1;42.0;78.0
-200.0;663.0;9.5;26.8;60.5;2.1008;1836.0;1114.0;958.0;1167.0;1.4;42.0;89.0
-200.0;622.0;11.1;27.9;56.5;2.0895;1904.0;1162.0;1019.0;1178.0;1.7;51.0;97.0
-200.0;651.0;9.7;29.8;51.1;2.1054;1825.0;1165.0;967.0;1120.0;1.8;58.0;93.0
-200.0;680.0;9.5;33.6;41.0;2.0995;1819.0;?;?;1131.0;1.8;67.0;105.0
-200.0;715.0;8.3;35.1;38.1;2.1144;1782.0;1144.0;913.0;972.0;1.7;68.0;89.0
?;792.0;6.0;36.2;34.9;2.0578;?;1066.0;813.0;764.0;1.3;56.0;63.0
-200.0;824.0;5.8;38.0;30.7;2.0022;1620.0;1056.0;802.0;670.0;1.3;?;52.0
-200.0;882.0;5.1;36.6;30.8;1.8617;?;995.0;769.0;615.0;1.0;46.0;48.0
-200.0;926.0;4.5;38.8;25.4;1.7282;?;967.0;740.0;557.0;1.0;50.0;50.0
-200.0;845.0;6.6;38.7;25.8;1.7426;?;1048.0;839.0;700.0;1.4;65.0;80.0
-200.0;777.0;8.0;37.4;?;1.8848;1691.0;1092.0;901.0;734.0;1.6;69.0;78.0
-200.0;799.0;7.6;36.2;31.1;1.8371;1672.0;1056.0;883.0;684.0;1.4;63.0;64.0
-200.0;720.0;10.1;33.8;34.5;1.7788;1760.0;1100.0;982.0;823.0;1.7;69.0;84.0
-200.0;778.0;7.8;31.4;40.7;1.8377;1701.0;1057.0;890.0;801.0;1.4;57.0;72.0
-200.0;736.0;8.4;30.8;45.0;1.9733;1728.0;1068.0;917.0;916.0;1.5;59.0;70.0
-200.0;770.0;7.7;29.4;50.0;2.0181;1696.0;1050.0;?;820.0;1.4;54.0;59.0
-200.0;764.0;7.6;28.1;54.1;2.029;1726.0;1074.0;884.0;838.0;1.5;57.0;63.0
?;745.0;7.9;27.3;57.8;2.0646;1727.0;1053.0;895.0;882.0;1.6;46.0;58.0
-200.0;794.0;6.3;26.7;60.6;2.0942;1716.0;1003.0;825.0;801.0;1.2;65.0;68.0
?;906.0;3.8;25.9;64.5;2.1247;1638.0;933.0;701.0;690.0;0.9;62.0;57.0
-200.0;1001.0;2.4;25.6;63.5;2.0566;1565.0;869.0;614.0;674.0;0.6;-200.0;-200.0
-200.0;1027.0;2.5;26.7;61.0;2.101;?;864.0;617.0;622.0;-200.0;25.0;15.0
-200.0;888.0;4.2;25.8;64.6;2.1195;1651.0;931.0;721.0;799.0;0.7;37.0;47.0
-200.0;893.0;4.5;26.5;60.6;2.063;1623.0;921.0;738.0;818.0;0.7;41.0;39.0
-200.0;?;11.0;26.4;61.7;2.0929;1932.0;1139.0;1013.0;1034.0;1.7;60.0;87.0
-200.0;585.0;14.1;27.5;60.1;2.1719;2019.0;1205.0;1118.0;1189.0;2.2;65.0;122.0
-200.0;694.0;9.5;29.4;53.1;2.1362;1841.0;1126.0;957.0;1034.0;1.9;71.0;122.0
-200.0;803.0;6.9;33.4;39.9;2.0177;1712.0;1066.0;855.0;929.0;1.5;61.0;101.0
-200.0;785.0;7.2;33.2;39.2;1.9642;1717.0;1069.0;867.0;880.0;1.6;65.0;92.0
-200.0;851.0;5.5;34.5;35.1;1.8856;?;975.0;788.0;701.0;1.3;54.0;70.0
-200.0;898.0;5.1;37.1;30.5;1.8962;1597.0;955.0;766.0;?;1.1;58.0;58.0
-200.0;898.0;5.0;35.9;?;1.8697;1579.0;949.0;?;573.0;1.0;56.0;44.0
-200.0;897.0;5.6;37.3;28.0;1.7537;1582.0;941.0;792.0;544.0;1.0;60.0;?
?;877.0;5.7;38.1;26.3;1.7252;1567.0;942.0;800.0;581.0;?;69.0;52.0
-200.0;836.0;7.0;37.1;27.2;1.6844;1607.0;974.0;855.0;?;1.3;67.0;53.0
-200.0;794.0;8.1;35.2;31.2;1.7485;1653.0;1012.0;904.0;695.0;1.5;?;65.0
-200.0;772.0;8.7;32.1;38.7;1.819;1702.0;1017.0;929.0;709.0;1.6;86.0;67.0
-200.0;797.0;7.9;30.3;45.1;1.9129;1697.0;1006.0;896.0;736.0;1.5;79.0;67.0
-200.0;792.0;7.5;29.3;50.2;2.0127;?;1008.0;878.0;722.0;1.3;67.0;?
-200.0;845.0;6.0;28.6;53.7;2.0691;1657.0;989.0;814.0;680.0;1.2;65.0;53.0
-200.0;739.0;8.5;27.8;57.4;?;1761.0;1080.0;920.0;772.0;1.6;67.0;?
-200.0;?;7.0;27.4;59.4;2.1395;?;1033.0;856.0;769.0;1.4;62.0;60.0
-200.0;836.0;5.6;27.2;59.3;2.1059;1688.0;968.0;794.0;654.0;1.1;48.0;39.0
-200.0;1045.0;2.6;26.7;61.0;2.1005;1557.0;853.0;626.0;516.0;0.7;33.0;22.0
-200.0;1264.0;1.5;26.0;62.7;2.0737;1485.0;810.0;544.0;?;0.4;-200.0;-200.0
-200.0;1232.0;1.7;25.4;63.1;2.0184;1485.0;817.0;558.0;452.0;?;?;7.0
-200.0;1154.0;2.0;26.1;60.3;2.012;1499.0;840.0;586.0;492.0;0.5;34.0;25.0
-200.0;956.0;4.0;25.2;67.1;2.1164;1641.0;940.0;709.0;588.0;0.8;52.0;47.0
-200.0;720.0;8.6;26.0;61.9;2.0511;1806.0;1076.0;924.0;909.0;1.6;80.0;101.0
-200.0;688.0;10.1;27.0;57.5;2.0183;1818.0;1086.0;981.0;?;1.6;86.0;100.0
-200.0;759.0;8.7;30.5;44.4;1.9076;1722.0;1031.0;929.0;809.0;1.4;77.0;79.0
-200.0;766.0;7.9;33.4;35.1;1.781;1704.0;?;896.0;820.0;1.5;93.0;?
-200.0;868.0;5.8;?;29.0;1.6716;1573.0;953.0;801.0;657.0;?;109.0;83.0
-200.0;896.0;5.3;35.8;27.7;1.6041;1537.0;918.0;779.0;551.0;1.1;89.0;65.0
?;971.0;4.2;36.3;27.4;1.6264;1490.0;892.0;724.0;511.0;0.8;71.0;55.0
-200.0;1061.0;3.3;33.6;28.8;1.4695;1394.0;841.0;673.0;451.0;0.7;56.0;40.0
-200.0;1078.0;4.0;35.2;20.5;1.1418;1332.0;799.0;709.0;462.0;0.7;68.0;48.0
-200.0;1056.0;4.3;35.0;22.4;1.2371;1382.0;838.0;726.0;440.0;0.7;61.0;46.0
-200.0;998.0;4.6;34.0;25.2;1.314;1400.0;870.0;745.0;472.0;1.0;70.0;54.0
-200.0;965.0;5.1;32.0;28.2;1.3204;1465.0;892.0;771.0;494.0;1.0;76.0;55.0
?;901.0;5.9;29.4;?;1.3899;1511.0;926.0;805.0;524.0;1.2;78.0;60.0
-200.0;870.0;5.7;28.1;41.1;1.535;1538.0;919.0;796.0;560.0;1.1;?;62.0
-200.0;912.0;4.7;26.9;47.5;1.6595;1528.0;932.0;746.0;534.0;1.0;71.0;51.0
-200.0;867.0;5.1;26.6;50.4;1.724;1534.0;957.0;767.0;577.0;1.2;74.0;57.0
-200.0;830.0;5.9;25.9;52.9;1.7478;1580.0;994.0;806.0;674.0;1.4;90.0;?
-200.0;838.0;5.6;25.4;54.6;1.7483;1570.0;984.0;795.0;676.0;1.3;78.0;63.0
-200.0;899.0;4.5;25.1;?;1.7471;1534.0;919.0;737.0;611.0;1.0;63.0;49.0
-200.0;1075.0;2.5;25.1;?;1.733;1442.0;847.0;618.0;529.0;0.6;42.0;30.0
-200.0;1232.0;1.7;25.0;56.0;1.7428;1414.0;802.0;559.0;478.0;?;-200.0;-200.0
-200.0;1178.0;1.8;25.2;55.0;1.7405;1426.0;795.0;569.0;497.0;0.4;27.0;18.0
-200.0;1170.0;1.9;25.6;53.5;1.7291;1445.0;809.0;578.0;513.0;0.4;29.0;22.0
-200.0;1088.0;2.6;24.7;55.9;1.7114;1471.0;835.0;626.0;563.0;0.5;41.0;39.0
-200.0;821.0;6.3;24.0;57.2;1.6835;1639.0;967.0;826.0;822.0;1.1;61.0;68.0
-200.0;800.0;6.8;?;53.2;1.663;1626.0;969.0;849.0;890.0;1.2;68.0;84.0
-200.0;911.0;4.7;28.0;43.4;1.6162;1535.0;913.0;749.0;742.0;0.9;?;54.0
-200.0;948.0;4.7;31.6;?;1.6269;1551.0;933.0;748.0;629.0;0.9;52.0;51.0
-200.0;924.0;4.0;35.0;29.0;1.6017;1494.0;922.0;712.0;609.0;1.0;57.0;52.0
-200.0;959.0;4.3;35.3;27.6;1.5512;1496.0;914.0;726.0;534.0;0.8;51.0;44.0
-200.0;999.0;3.8;36.2;24.1;1.4235;1413.0;873.0;?;528.0;0.8;53.0;47.0
-200.0;1041.0;3.4;34.8;24.5;1.3373;1350.0;831.0;676.0;463.0;0.7;49.0;37.0
-200.0;1051.0;3.6;38.2;19.6;1.2915;1339.0;840.0;685.0;462.0;0.7;44.0;33.0
-200.0;1032.0;3.6;38.9;20.3;1.382;1402.0;874.0;?;501.0;0.7;48.0;36.0
-200.0;1006.0;3.6;36.9;27.1;1.6683;1438.0;896.0;687.0;493.0;0.7;46.0;33.0
-200.0;?;5.1;35.2;32.1;1.7898;1546.0;964.0;769.0;?;0.9;56.0;40.0
-200.0;801.0;6.6;32.0;38.2;1.788;1614.0;1001.0;838.0;668.0;1.2;73.0;56.0
-200.0;779.0;7.3;29.8;41.8;1.7269;1633.0;1005.0;868.0;771.0;1.4;85.0;71.0
-200.0;797.0;6.1;28.2;45.9;1.7272;1590.0;979.0;?;732.0;1.2;72.0;57.0
-200.0;825.0;5.2;27.1;48.2;1.7075;1562.0;935.0;774.0;687.0;?;53.0;43.0
-200.0;858.0;4.9;26.7;49.5;1.7048;1544.0;939.0;758.0;664.0;0.9;47.0;40.0
-200.0;947.0;3.5;26.1;50.8;1.6917;1475.0;878.0;684.0;?;0.7;37.0;26.0
-200.0;989.0;3.0;25.7;52.5;1.7077;1479.0;?;?;610.0;0.5;34.0;24.0
-200.0;1028.0;2.7;24.8;55.4;1.7054;1473.0;826.0;631.0;593.0;?;33.0;24.0
-200.0;1077.0;2.2;23.8;57.5;1.6723;1454.0;804.0;597.0;566.0;0.4;-200.0;-200.0
-200.0;1107.0;2.0;22.4;62.2;1.6648;1457.0;?;584.0;571.0;-200.0;27.0;18.0
-200.0;1054.0;2.4;22.5;61.8;1.6654;1443.0;?;612.0;614.0;0.4;27.0;18.0
-200.0;1149.0;2.0;22.7;59.2;1.6139;1414.0;772.0;584.0;566.0;0.4;27.0;19.0
-200.0;1064.0;2.5;23.0;58.4;1.6223;1425.0;796.0;623.0;594.0;0.5;28.0;22.0
-200.0;983.0;3.5;23.9;56.3;1.6489;1457.0;875.0;682.0;611.0;0.7;36.0;34.0
-200.0;841.0;6.0;26.3;50.1;1.6889;1562.0;955.0;811.0;759.0;1.1;59.0;61.0
-200.0;896.0;5.3;32.1;34.0;1.6039;1520.0;938.0;778.0;700.0;1.0;56.0;46.0
-200.0;870.0;6.3;35.8;25.7;1.4861;1531.0;954.0;826.0;691.0;1.2;70.0;56.0
-200.0;978.0;4.8;38.3;19.8;1.3067;1402.0;875.0;753.0;579.0;1.1;36.0;31.0
-200.0;1123.0;3.2;37.3;20.5;1.286;1312.0;810.0;664.0;?;0.6;17.0;11.0
-200.0;1227.0;2.6;36.3;18.4;1.0976;1209.0;746.0;?;410.0;0.4;14.0;8.0
-200.0;1281.0;2.4;36.8;16.9;1.0347;1204.0;738.0;610.0;404.0;0.4;24.0;14.0
-200.0;1223.0;3.0;37.9;15.9;1.0296;1239.0;771.0;652.0;440.0;0.5;36.0;21.0
-200.0;1216.0;3.1;36.7;17.1;1.0398;1254.0;799.0;658.0;461.0;0.6;43.0;26.0
-200.0;?;3.4;33.8;21.9;1.1303;1291.0;831.0;679.0;526.0;0.8;60.0;37.0
-200.0;1016.0;4.6;32.6;24.6;1.1885;1379.0;885.0;743.0;647.0;1.0;81.0;53.0
-200.0;988.0;4.4;30.6;28.4;1.2247;1384.0;883.0;731.0;693.0;1.1;87.0;56.0
-200.0;936.0;5.5;29.4;30.5;1.2288;1430.0;906.0;790.0;729.0;1.1;?;51.0
-200.0;784.0;8.2;?;?;1.314;1561.0;?;906.0;?;1.6;91.0;79.0
-200.0;880.0;5.0;28.3;34.1;1.2951;1399.0;892.0;766.0;797.0;?;55.0;38.0
-200.0;956.0;4.0;27.8;35.2;1.2968;1367.0;841.0;711.0;685.0;0.7;42.0;25.0
