InertialMeasurementUnit R-SHOE EuZ;Accelerometer RKN_ accZ;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE EuY
-154;40.0;-457.0;874;?;-62;387;-30
-154;-9.0;-552.0;826;228.0;32;326;?
-153;-150.0;-709.0;877;272.0;3;297;-30
-153;-215.0;-829.0;831;293.0;44;256;-30
-153;-286.0;-924.0;688;211.0;128;299;-29
-154;-364.0;-927.0;586;372.0;161;474;-28
-155;?;-880.0;495;192.0;197;590;-28
?;?;-802.0;361;183.0;318;?;-27
-156;-369.0;-711.0;261;?;593;725;-28
-157;139.0;-623.0;?;232.0;334;619;-30
-165;206.0;-570.0;1045;290.0;66;386;-30
-171;164.0;-468.0;700;253.0;322;59;-30
-172;141.0;-375.0;623;272.0;287;84;-30
-174;109.0;-510.0;834;321.0;52;428;-30
-175;-47.0;-645.0;832;356.0;77;408;?
-175;-62.0;-704.0;795;315.0;109;340;-30
-176;-30.0;-643.0;823;262.0;75;407;-30
-176;-2.0;?;818;218.0;86;370;-30
-176;-77.0;-341.0;820;208.0;85;380;-30
-178;-74.0;-227.0;783;236.0;161;300;-29
?;-45.0;-182.0;759;296.0;228;208;-28
-179;-10.0;-250.0;822;293.0;114;332;-28
-179;-28.0;-343.0;849;300.0;55;403;-28
-179;-112.0;-354.0;822;291.0;101;356;-28
-179;-125.0;-294.0;819;280.0;103;359;-29
-179;-93.0;-182.0;838;244.0;74;385;-29
-178;-37.0;-46.0;861;212.0;20;448;-30
-181;-7.0;127.0;841;220.0;43;439;-30
-176;30.0;148.0;803;211.0;100;390;-30
-182;37.0;207.0;830;223.0;81;385;-30
-179;3.0;522.0;822;222.0;98;367;-30
-174;-18.0;896.0;?;237.0;?;395;-30
?;-20.0;1212.0;842;238.0;60;399;-30
-155;-42.0;?;827;209.0;109;345;-31
-211;-66.0;?;779;174.0;150;306;-32
-132;6.0;684.0;783;213.0;119;414;-35
172;-24.0;540.0;666;235.0;272;342;-41
198;-47.0;-52.0;?;275.0;482;0;-46
142;-24.0;-527.0;1055;440.0;102;445;-56
172;-19.0;-792.0;920;662.0;-690;1421;-66
110;-27.0;-1048.0;891;622.0;-392;1342;-68
84;-53.0;-1245.0;1556;823.0;161;1118;-68
83;-66.0;-1430.0;1497;702.0;141;1114;-68
64;-75.0;-1624.0;658;676.0;747;263;-72
86;-49.0;-1629.0;646;102.0;878;82;-77
87;-36.0;-1265.0;?;-149.0;469;431;-80
203;-51.0;-737.0;?;206.0;399;451;?
139;-23.0;-462.0;815;212.0;132;620;-70
-162;-10.0;-470.0;920;120.0;-139;789;-61
-184;0.0;-642.0;856;54.0;-151;858;-59
-207;2.0;-550.0;1059;-2.0;-188;683;-61
-39;61.0;-324.0;822;64.0;-453;1406;-45
218;122.0;-174.0;491;163.0;-443;2339;-25
164;?;-116.0;-1294;196.0;1636;1964;-20
160;285.0;-61.0;-1905;127.0;2323;1267;-17
160;539.0;?;1282;100.0;-324;405;-21
213;284.0;-276.0;968;49.0;258;-353;?
48;-99.0;-355.0;28;100.0;1173;-271;-30
-219;-284.0;-438.0;1333;148.0;-322;503;-37
-171;-554.0;-525.0;806;338.0;126;403;-39
-168;-415.0;-576.0;944;626.0;545;-390;-41
-187;-330.0;-660.0;953;106.0;218;70;-41
-167;?;-712.0;620;108.0;209;471;-41
-181;-388.0;-569.0;839;363.0;189;245;-41
-174;?;-330.0;729;167.0;?;374;-41
-178;-221.0;-44.0;790;-80.0;142;381;-40
-179;-124.0;292.0;779;?;171;354;-41
-176;?;749.0;761;378.0;146;414;-41
-181;-9.0;1019.0;799;420.0;117;420;-42
-175;50.0;945.0;769;488.0;123;443;-42
-181;48.0;629.0;765;289.0;?;447;-43
-178;91.0;401.0;765;211.0;133;441;-43
-173;70.0;372.0;749;261.0;131;455;-43
-193;81.0;558.0;773;261.0;125;467;-44
-151;117.0;760.0;746;228.0;146;420;-44
-216;256.0;960.0;792;149.0;192;378;-46
-125;271.0;1190.0;708;174.0;228;379;-49
177;526.0;1338.0;652;204.0;176;555;-56
189;?;1381.0;739;332.0;223;532;-63
177;148.0;1375.0;596;397.0;341;312;-61
113;-145.0;1272.0;1239;423.0;-39;1041;-71
-7;-101.0;1046.0;2066;?;-490;1868;-84
25;-7.0;664.0;1820;333.0;-353;1632;-81
19;-90.0;276.0;1873;603.0;-383;?;-81
17;234.0;-184.0;2017;388.0;-486;?;-82
3;212.0;-571.0;1115;423.0;292;892;-78
-5;?;-674.0;581;277.0;966;224;-77
-29;73.0;-658.0;776;-82.0;502;601;-79
-140;8.0;-713.0;526;-201.0;378;571;-87
-146;-99.0;-776.0;600;55.0;?;601;-85
-146;-138.0;-808.0;1342;?;-802;1408;-68
-229;-115.0;-982.0;1595;21.0;-1450;1808;-59
-23;-117.0;-1087.0;1219;23.0;-1581;2467;-52
213;-107.0;-1189.0;-84;-182.0;-451;2429;-40
162;27.0;-1268.0;-1261;-133.0;807;?;-39
165;?;-1226.0;-1234;-157.0;766;2109;?
182;66.0;-1072.0;-867;-359.0;1450;464;?
168;111.0;-829.0;311;70.0;727;124;-40
?;112.0;-593.0;1135;296.0;-317;780;-42
173;292.0;-359.0;793;851.0;114;497;-43
176;597.0;-238.0;736;210.0;72;614;-47
176;592.0;-153.0;805;1152.0;146;441;-47
174;-576.0;-76.0;803;-151.0;215;342;-47
175;-741.0;105.0;819;1185.0;162;404;-47
174;-652.0;317.0;?;-1180.0;214;350;-47
?;-571.0;?;?;1227.0;163;398;-47
174;-583.0;422.0;810;-822.0;194;357;-47
174;-590.0;608.0;803;256.0;165;402;-47
174;-549.0;784.0;815;381.0;117;450;-47
174;-618.0;743.0;811;557.0;140;418;-47
173;?;607.0;799;68.0;161;398;-47
174;-621.0;615.0;791;359.0;162;409;-48
?;-537.0;638.0;776;?;171;415;-48
?;-248.0;767.0;762;?;205;381;-48
174;-305.0;841.0;749;429.0;248;348;-48
173;196.0;863.0;782;246.0;181;385;-49
173;1037.0;769.0;?;265.0;?;311;-52
168;282.0;609.0;740;282.0;213;441;-55
167;235.0;452.0;723;230.0;319;375;?
153;576.0;329.0;868;363.0;268;509;-67
94;-296.0;61.0;1209;305.0;?;1822;-73
51;-468.0;-232.0;1585;333.0;-177;?;-67
34;-186.0;-708.0;1811;368.0;1133;871;-61
29;-150.0;-1190.0;1275;396.0;1126;419;-63
21;-28.0;-1684.0;724;658.0;1284;-50;-68
11;-78.0;-2064.0;963;798.0;985;295;-71
27;86.0;-1885.0;738;437.0;782;409;-80
-75;50.0;-1224.0;665;35.0;516;387;-86
-169;24.0;-810.0;743;77.0;234;679;-80
-162;29.0;-641.0;943;200.0;-159;831;-72
-169;-14.0;-637.0;1413;249.0;-1003;1426;-59
-166;-118.0;-697.0;1446;224.0;-1480;?;-49
-202;-32.0;-742.0;1880;94.0;-2029;2160;-50
-41;-74.0;-811.0;-277;-40.0;-28;2181;?
253;-16.0;-816.0;-4784;-58.0;3480;2956;-30
135;3.0;-637.0;-2868;?;2474;1900;-33
-161;24.0;-404.0;2053;-364.0;-435;-449;-36
-189;4.0;-215.0;1203;-240.0;-585;526;-41
-159;258.0;?;202;210.0;-255;1538;-48
-178;416.0;314.0;1026;-65.0;?;826;-51
-163;863.0;515.0;?;352.0;62;609;-52
-169;135.0;592.0;836;2068.0;114;427;-52
-169;-852.0;612.0;844;480.0;145;380;-52
-167;-897.0;699.0;767;65.0;216;?;-52
-170;-951.0;765.0;847;-52.0;174;349;-52
-168;-693.0;672.0;792;-532.0;174;394;-52
-169;-788.0;693.0;827;850.0;171;372;-52
-169;-742.0;798.0;814;-151.0;?;377;-52
-169;-701.0;651.0;814;?;147;386;-52
-169;-698.0;364.0;813;?;141;396;-52
-169;-649.0;161.0;?;280.0;146;388;-52
-169;-541.0;299.0;812;49.0;127;398;-52
-169;-667.0;424.0;812;191.0;118;392;-52
-169;-288.0;?;796;342.0;135;377;-51
-168;28.0;390.0;802;273.0;148;354;-51
-167;172.0;233.0;829;344.0;163;297;-51
-167;755.0;97.0;868;442.0;225;286;-56
-164;437.0;-91.0;714;329.0;477;101;-58
-166;58.0;?;869;300.0;228;332;?
-156;91.0;-214.0;1126;407.0;-504;1138;-69
-110;523.0;-339.0;?;?;-820;1607;-79
-80;-89.0;?;2244;427.0;-469;1399;-77
-76;-372.0;-622.0;1323;602.0;808;290;-74
-85;?;-795.0;448;406.0;1206;-141;-72
-87;-173.0;-968.0;1000;386.0;771;263;-72
-89;-171.0;-905.0;903;482.0;807;216;-72
-122;-230.0;-490.0;722;89.0;244;490;-68
-146;-148.0;-315.0;613;?;-141;772;-60
-152;-84.0;-549.0;476;41.0;-219;903;-53
-162;-80.0;-852.0;?;13.0;-220;1052;-46
-170;-6.0;-817.0;480;2.0;-472;1291;-39
-175;15.0;-836.0;490;-3.0;-109;976;-36
-173;53.0;-824.0;-192;-155.0;802;452;-36
-170;-20.0;-718.0;520;-197.0;-746;1333;-37
-169;17.0;-605.0;1546;-187.0;-1137;851;-36
-168;20.0;-478.0;1166;-185.0;210;-137;-34
-167;?;-305.0;791;-159.0;25;470;-34
-166;157.0;?;786;-28.0;60;400;-34
-166;262.0;-48.0;800;620.0;129;324;-34
-166;532.0;-65.0;790;-63.0;32;434;-34
-166;620.0;?;?;513.0;128;333;-34
-166;-408.0;-38.0;793;1085.0;60;421;-34
-167;-742.0;-64.0;797;348.0;95;369;-34
-167;-1002.0;-175.0;797;-821.0;92;373;-34
-167;-800.0;-114.0;804;-104.0;61;400;-34
-167;-537.0;?;807;833.0;94;370;-34
-167;-569.0;271.0;795;-71.0;120;349;-34
-167;-506.0;413.0;792;280.0;98;?;-34
-167;-533.0;451.0;800;?;101;360;-34
-167;-535.0;310.0;808;493.0;103;333;?
-167;-633.0;110.0;803;172.0;78;375;-34
-168;-574.0;-90.0;802;315.0;78;387;-34
-168;-578.0;-330.0;801;306.0;90;364;-34
-168;-95.0;-563.0;804;339.0;79;382;-34
-168;262.0;-751.0;802;585.0;78;379;-34
-168;1148.0;-862.0;809;568.0;74;377;-34
-168;435.0;-930.0;821;?;68;393;-34
-168;399.0;-1055.0;786;334.0;78;372;-34
-168;731.0;-1088.0;842;372.0;50;419;-34
-168;525.0;-1072.0;800;304.0;26;428;-34
-168;-496.0;-1010.0;771;398.0;90;373;-34
-167;-523.0;-969.0;?;441.0;48;?;-34
-166;-249.0;-876.0;435;201.0;55;345;-33
-164;?;-654.0;184;730.0;380;337;-31
-163;-69.0;-345.0;645;386.0;206;498;-30
-163;70.0;92.0;?;200.0;-56;437;-30
-162;124.0;?;787;6.0;169;218;-30
-160;69.0;811.0;844;93.0;31;157;-29
-158;23.0;951.0;892;-277.0;-102;121;-28
-157;67.0;1362.0;841;-172.0;-46;215;-26
-155;130.0;2020.0;770;-114.0;49;264;-24
-154;36.0;2582.0;636;-17.0;?;389;-23
-154;-18.0;2729.0;627;-23.0;219;431;-22
-154;?;2370.0;502;-29.0;250;671;?
-153;-117.0;1621.0;133;73.0;512;1342;-19
-154;-118.0;993.0;346;150.0;832;369;-20
-157;479.0;481.0;959;405.0;286;-113;-24
-158;115.0;-71.0;1289;393.0;-734;1223;-26
-158;-1173.0;-607.0;1266;254.0;-646;1085;-26
-158;-1017.0;-1241.0;879;-18.0;40;313;-31
-158;-710.0;-1753.0;755;-466.0;169;254;-33
-158;-782.0;-2096.0;827;-30.0;124;231;-31
-159;-798.0;-2381.0;793;266.0;116;291;-32
-162;-649.0;?;837;?;28;398;-32
-164;-561.0;-2413.0;815;-168.0;77;396;-33
-164;-506.0;-2298.0;778;369.0;128;360;-33
-164;-433.0;-2308.0;805;608.0;102;363;-33
-165;-432.0;-2758.0;823;315.0;102;347;-33
-165;-357.0;-3380.0;812;190.0;?;368;-33
-165;-305.0;-3297.0;812;215.0;77;391;-33
-165;-224.0;-2522.0;822;284.0;76;393;-33
-165;-218.0;-1683.0;824;121.0;82;395;-33
-166;-262.0;?;810;176.0;64;390;-33
-163;-275.0;-582.0;808;236.0;85;436;-33
-167;-402.0;-451.0;?;262.0;56;420;-34
-163;-426.0;-263.0;958;140.0;43;250;-35
-163;-425.0;19.0;738;154.0;191;306;-37
-173;-46.0;407.0;372;165.0;217;628;-42
-154;217.0;864.0;859;282.0;86;661;-55
-194;19.0;1197.0;769;308.0;-10;519;-58
-130;-40.0;1418.0;1158;152.0;-611;1469;?
42;51.0;1509.0;1369;99.0;-881;2014;-84
21;91.0;1417.0;281;287.0;-17;1065;-75
-14;49.0;1126.0;1255;409.0;753;682;-70
9;-24.0;875.0;1339;842.0;1271;133;-75
-42;-79.0;793.0;438;1121.0;1085;-33;-77
-49;-104.0;605.0;977;704.0;714;463;-81
-57;?;298.0;841;326.0;713;413;-80
-127;-72.0;71.0;852;-267.0;13;879;-71
-147;-79.0;-511.0;?;-300.0;-526;?;-62
-159;-70.0;?;1378;-69.0;-1133;1933;-50
?;-84.0;-1400.0;1282;122.0;-1394;2494;-39
-175;-8.0;-1405.0;856;?;-1059;2812;-30
-168;40.0;-1422.0;?;12.0;807;2475;-20
115;110.0;-1398.0;-2109;-3.0;2666;?;?
257;-32.0;-1296.0;-551;-163.0;1057;2226;-12
-18;-118.0;-1210.0;-638;-101.0;1299;937;-18
-201;-85.0;-1132.0;-604;-39.0;?;-86;-26
-163;136.0;-1058.0;1485;-8.0;-1614;1754;-33
-167;454.0;?;1177;100.0;-1079;1751;-37
-170;594.0;?;770;213.0;?;?;?
-161;88.0;-675.0;965;352.0;-5;379;-40
-169;-433.0;-410.0;750;643.0;131;409;-40
-164;-624.0;-73.0;814;752.0;89;378;-40
-167;-390.0;236.0;?;-612.0;96;438;-40
-166;-513.0;410.0;784;1209.0;113;403;-41
-166;-455.0;478.0;770;-602.0;122;413;?
-166;-481.0;725.0;750;829.0;96;481;-43
-166;-449.0;966.0;748;205.0;123;453;-44
-165;-437.0;1026.0;730;325.0;99;499;-45
-165;-458.0;1031.0;730;248.0;136;467;-46
-164;-376.0;1169.0;730;355.0;140;455;-47
-162;-334.0;1053.0;730;266.0;118;449;-48
-163;-236.0;745.0;792;292.0;299;?;-51
-158;-307.0;404.0;724;327.0;173;407;-58
-163;-231.0;324.0;?;512.0;356;399;?
-156;-18.0;480.0;702;457.0;101;?;?
-104;848.0;727.0;1297;511.0;-1565;2419;-77
-57;313.0;936.0;2165;487.0;-1507;3276;-75
-51;-48.0;1073.0;1382;353.0;553;985;-71
-53;756.0;1268.0;825;483.0;1044;-114;-77
?;1025.0;1443.0;?;473.0;667;475;-77
-110;-327.0;1390.0;713;440.0;544;477;-76
-126;-270.0;1164.0;791;860.0;195;747;-72
-147;-492.0;1080.0;712;957.0;155;811;-66
-141;-211.0;735.0;950;320.0;-415;1102;-52
-184;-285.0;136.0;1400;-233.0;-1065;1748;-36
-145;-279.0;-233.0;1455;-554.0;-1393;2253;-30
?;-172.0;-359.0;1326;-475.0;-1277;2719;-21
?;-123.0;-650.0;-1010;-560.0;1786;2857;-5
?;-144.0;-1057.0;-3175;-491.0;4192;2546;2
30;-52.0;-1293.0;-75;-318.0;998;-13;-4
-245;42.0;-1380.0;3079;-160.0;-1693;-2966;-3
-153;56.0;-1340.0;1852;-90.0;-880;?;-7
-171;7.0;-1213.0;911;-45.0;-603;1685;-21
-176;10.0;-972.0;1210;-29.0;-345;984;-23
-155;-7.0;-768.0;865;196.0;86;394;-22
-177;6.0;-602.0;?;856.0;27;617;-23
-163;?;-435.0;857;306.0;58;339;-23
-170;391.0;?;785;871.0;74;431;-23
-169;778.0;103.0;788;741.0;89;395;-23
-168;-269.0;301.0;805;181.0;75;398;-24
-169;?;447.0;788;305.0;57;455;-24
-169;-1044.0;711.0;781;-178.0;111;364;-24
-168;-497.0;1003.0;800;1048.0;44;459;-25
-168;-520.0;1297.0;719;-140.0;150;369;-26
-167;-493.0;1604.0;775;385.0;96;386;-28
-166;-380.0;1845.0;858;207.0;-11;463;-30
-169;-539.0;2044.0;507;438.0;425;204;-35
-163;?;1974.0;930;163.0;-248;?;-44
-170;-654.0;1756.0;704;309.0;39;603;-47
?;-668.0;1449.0;883;482.0;-421;1236;-59
-91;?;1131.0;?;598.0;-2380;3390;-79
-62;161.0;762.0;-488;567.0;-253;1406;-78
-68;?;356.0;-9;449.0;1406;-221;-72
?;79.0;19.0;1236;524.0;924;209;-72
-85;-5.0;-184.0;534;402.0;1049;-58;-72
-119;676.0;-544.0;?;440.0;460;277;-70
-141;226.0;-927.0;620;450.0;171;450;-63
-138;-547.0;-944.0;575;835.0;110;487;-59
-163;-451.0;-944.0;721;461.0;-81;571;-57
-138;-344.0;-1134.0;940;340.0;-579;?;-45
-197;-218.0;-1197.0;1581;-96.0;-1703;2107;-34
-151;-231.0;-1118.0;793;116.0;-943;2465;-26
148;?;-1126.0;-994;125.0;1442;2033;?
201;-119.0;-1188.0;-1351;-8.0;1919;2070;-13
149;-18.0;?;-1144;-34.0;1604;2291;-12
?;137.0;-953.0;-802;-62.0;1285;2197;-16
170;229.0;-717.0;2167;-198.0;-2115;3088;-26
180;96.0;-411.0;2886;-293.0;-3040;3181;-29
181;17.0;-122.0;-213;-310.0;621;1173;-29
177;284.0;193.0;177;?;690;?;-30
182;128.0;364.0;1202;791.0;-286;479;-30
178;?;457.0;581;-77.0;334;?;-30
179;510.0;81.0;?;1425.0;-6;428;-30
179;1424.0;-265.0;795;408.0;122;387;-30
179;165.0;-257.0;769;-605.0;151;375;-30
177;-705.0;240.0;845;-619.0;70;402;-30
181;-682.0;641.0;760;-64.0;157;377;-30
175;-617.0;850.0;823;1027.0;93;?;-30
181;-695.0;1019.0;810;-260.0;112;369;-30
178;-621.0;709.0;?;225.0;108;375;-30
174;-655.0;240.0;780;70.0;124;398;-30
192;-560.0;-50.0;810;394.0;101;386;-30
154;-631.0;-241.0;813;240.0;116;?;-30
214;-727.0;-331.0;818;362.0;?;368;-30
?;-475.0;-417.0;805;297.0;104;386;-31
-175;-482.0;-559.0;834;398.0;95;?;-33
?;711.0;-566.0;961;573.0;10;284;-36
-155;1256.0;-548.0;905;455.0;50;?;-41
-185;172.0;-494.0;894;508.0;-115;693;-48
-158;156.0;-413.0;837;145.0;24;569;-53
-166;1194.0;-438.0;569;282.0;386;359;-54
-162;-53.0;-439.0;584;800.0;166;627;-54
-159;-934.0;-528.0;?;1061.0;101;679;-54
-164;-606.0;-708.0;337;672.0;312;555;-54
-162;-525.0;-560.0;?;382.0;381;585;-55
-165;-353.0;198.0;179;378.0;390;518;-55
?;-190.0;773.0;187;492.0;389;454;-54
-166;-80.0;498.0;190;202.0;?;455;-54
-166;6.0;177.0;225;68.0;378;446;-54
-166;-1.0;-15.0;117;-52.0;?;478;-55
-165;1.0;-139.0;453;-173.0;292;371;-53
-164;67.0;-160.0;885;-51.0;?;250;-50
-163;110.0;-150.0;741;-296.0;189;340;-50
-161;180.0;-137.0;650;-208.0;180;399;-48
-160;166.0;-45.0;723;-53.0;122;417;-47
-161;131.0;-3.0;715;-302.0;115;?;-47
-161;198.0;-15.0;707;-194.0;111;459;-46
-161;732.0;65.0;703;347.0;108;484;-47
-161;903.0;178.0;689;-24.0;111;482;-47
-161;-710.0;?;679;-766.0;116;478;-47
-161;-873.0;?;689;28.0;100;479;-47
-161;-985.0;364.0;713;-148.0;82;?;-46
-161;-894.0;301.0;697;404.0;106;452;-46
-160;?;323.0;738;394.0;83;?;-46
-158;-940.0;254.0;764;64.0;60;510;-45
-155;-814.0;248.0;734;229.0;61;486;-44
-154;-685.0;315.0;757;174.0;33;518;-44
-151;-583.0;344.0;661;221.0;142;425;-43
-148;-484.0;337.0;821;101.0;75;337;-43
-150;-543.0;313.0;960;180.0;6;301;-43
-151;-521.0;?;684;301.0;226;?;-42
-152;-364.0;-20.0;684;232.0;173;234;?
-153;-395.0;-222.0;774;227.0;12;382;-40
-153;-496.0;-381.0;695;418.0;71;384;-39
-155;159.0;-455.0;?;357.0;115;398;-38
-156;?;-493.0;697;138.0;73;442;-37
-156;-163.0;-375.0;?;346.0;68;443;-37
-156;-32.0;-214.0;?;337.0;172;435;-37
-157;442.0;?;508;191.0;229;437;-37
-155;?;212.0;508;233.0;142;516;-37
-153;-196.0;522.0;?;305.0;145;538;-37
-154;-459.0;?;500;172.0;104;556;-37
-158;-234.0;425.0;579;?;4;591;-38
-160;?;372.0;605;274.0;125;489;-38
-159;-47.0;403.0;571;279.0;168;475;-38
-163;-4.0;437.0;709;?;119;455;-37
-168;64.0;534.0;963;280.0;-103;548;-32
-168;50.0;657.0;968;264.0;-222;?;-29
-169;-4.0;832.0;845;328.0;36;346;-29
-169;-5.0;876.0;?;307.0;69;303;-29
-169;32.0;827.0;817;252.0;56;386;-29
-169;70.0;691.0;789;260.0;106;381;-29
-169;4.0;680.0;810;253.0;60;401;-29
-169;-49.0;800.0;?;185.0;80;388;?
-169;1.0;828.0;796;275.0;?;391;-29
-169;-40.0;815.0;804;187.0;71;390;-29
-169;-85.0;681.0;806;222.0;71;389;-29
-169;-104.0;420.0;805;358.0;69;395;-29
-169;-52.0;121.0;802;273.0;78;388;-29
?;28.0;?;?;140.0;69;391;-29
-169;?;-145.0;806;200.0;71;391;-29
-169;117.0;-252.0;793;195.0;80;384;-29
-169;128.0;-296.0;806;131.0;65;402;-29
-169;114.0;-250.0;814;138.0;61;?;-29
-169;159.0;-206.0;800;77.0;74;387;-29
-169;127.0;-211.0;799;215.0;75;388;-29
-169;81.0;-185.0;808;433.0;72;377;?
-169;83.0;-158.0;808;297.0;72;386;-29
-169;88.0;-69.0;805;230.0;75;392;-29
-169;140.0;73.0;808;285.0;69;391;-29
?;17.0;187.0;813;320.0;66;394;-29
-170;45.0;367.0;?;475.0;76;382;-29
-170;36.0;415.0;802;515.0;71;382;-29
-170;74.0;472.0;811;393.0;?;386;-29
-169;46.0;?;768;252.0;83;373;-29
-169;7.0;465.0;834;-104.0;?;389;-29
?;96.0;379.0;780;-365.0;57;393;-29
-167;99.0;234.0;671;-18.0;103;460;-29
-167;95.0;235.0;?;-181.0;106;489;-29
-162;47.0;395.0;305;?;110;311;-30
-155;-21.0;563.0;256;22.0;?;370;-30
-155;23.0;528.0;524;-30.0;25;485;?
-153;-18.0;332.0;418;-109.0;114;473;-29
-145;25.0;142.0;481;53.0;473;455;-28
-144;-61.0;55.0;795;62.0;481;177;-29
-146;?;-41.0;868;-102.0;311;-99;-31
-153;49.0;?;926;-146.0;566;-316;-31
-158;151.0;-185.0;1170;-66.0;186;-82;-31
-157;89.0;-248.0;1141;-39.0;-298;336;-30
-159;140.0;-295.0;866;69.0;115;284;-28
-159;152.0;-364.0;799;110.0;153;325;-28
-159;249.0;-321.0;821;214.0;39;389;-28
-159;332.0;-243.0;806;220.0;116;354;-28
-159;132.0;-78.0;814;375.0;50;394;-28
-159;-54.0;116.0;809;?;84;374;-28
-159;-304.0;326.0;810;792.0;?;377;-28
-159;-161.0;434.0;812;623.0;66;388;-28
-159;?;504.0;809;24.0;74;385;-28
-160;-184.0;524.0;812;-81.0;69;?;-28
-160;-244.0;534.0;812;427.0;71;389;-28
-160;-318.0;440.0;813;463.0;71;385;-28
-160;-352.0;331.0;812;282.0;80;375;-28
-160;-414.0;257.0;?;323.0;80;?;-28
-160;-401.0;200.0;806;244.0;77;381;?
-160;-408.0;190.0;814;249.0;73;377;-28
-160;-426.0;180.0;?;270.0;69;385;-28
-160;-449.0;133.0;804;314.0;77;383;-28
-160;-429.0;-3.0;809;?;78;375;-28
-160;-379.0;-51.0;816;252.0;69;378;-28
-160;-234.0;-93.0;808;260.0;73;382;-28
-160;-138.0;-108.0;808;252.0;73;382;?
?;24.0;-83.0;815;274.0;66;385;-28
-160;40.0;-72.0;814;365.0;68;384;-28
-160;?;-47.0;811;360.0;70;382;-28
-160;?;?;804;375.0;76;388;-28
-160;1.0;-20.0;809;?;74;384;-28
-160;-199.0;-19.0;815;262.0;69;376;-28
-160;-45.0;29.0;814;197.0;70;380;-28
-160;8.0;46.0;814;215.0;68;384;-28
-160;-43.0;160.0;?;238.0;73;381;-28
-160;-76.0;209.0;805;242.0;75;380;-28
-160;-122.0;209.0;807;236.0;73;380;-28
-160;-137.0;172.0;805;210.0;75;380;-28
-160;-137.0;201.0;806;198.0;76;380;-28
-160;-121.0;200.0;807;180.0;76;380;-28
?;-68.0;?;806;182.0;77;380;-28
-160;-71.0;109.0;809;162.0;74;381;-28
-160;-33.0;14.0;810;151.0;72;383;-28
-160;30.0;-38.0;810;161.0;73;380;-28
-160;81.0;-52.0;812;174.0;72;374;-28
-160;110.0;-13.0;811;191.0;74;?;-28
-160;87.0;-7.0;809;175.0;75;375;-28
-160;53.0;-23.0;812;156.0;73;373;-28
-160;?;-60.0;805;151.0;77;378;-28
-160;9.0;-108.0;802;148.0;79;383;-28
-160;5.0;-99.0;801;?;80;382;-28
-160;107.0;-119.0;802;186.0;79;382;-28
-160;158.0;-105.0;814;176.0;70;380;-28
-160;122.0;-64.0;805;197.0;76;?;-28
-160;72.0;-5.0;800;201.0;80;367;-28
-160;57.0;28.0;798;195.0;82;367;-28
-160;61.0;61.0;803;171.0;77;369;-28
-160;34.0;98.0;826;190.0;53;387;-28
-160;51.0;?;815;181.0;55;398;-28
-160;71.0;213.0;810;189.0;66;387;-28
?;66.0;211.0;813;152.0;69;386;-28
-160;97.0;212.0;809;171.0;70;387;-28
-160;84.0;188.0;817;163.0;67;382;-28
-160;99.0;182.0;813;186.0;74;381;-28
-160;73.0;134.0;813;214.0;78;377;-28
-160;71.0;2.0;808;178.0;66;391;-28
-160;80.0;-195.0;816;?;74;389;-28
-160;71.0;-211.0;812;224.0;60;392;-28
-160;72.0;7.0;816;208.0;71;394;-28
-160;89.0;94.0;818;180.0;73;394;-28
-160;134.0;179.0;797;174.0;35;?;-28
-160;131.0;191.0;880;185.0;59;?;-28
-160;107.0;48.0;772;178.0;-167;591;-28
-163;114.0;?;?;201.0;-83;824;-27
-168;103.0;-611.0;140;181.0;466;858;-25
-167;102.0;-981.0;127;201.0;483;861;-25
-170;93.0;-1332.0;373;190.0;304;749;-24
-172;97.0;-1529.0;?;189.0;?;604;-25
-171;103.0;-1532.0;619;171.0;124;550;-26
-171;91.0;?;669;217.0;108;532;-27
-170;119.0;-1173.0;725;250.0;41;575;-29
-169;131.0;?;783;379.0;-13;590;-29
-168;90.0;-919.0;821;503.0;-15;566;-30
-166;105.0;-1006.0;841;463.0;-22;535;-30
-165;133.0;-1081.0;838;247.0;-1;477;-30
-165;125.0;-1195.0;757;87.0;101;405;-30
-164;92.0;-1213.0;693;184.0;149;414;-29
-164;79.0;-1200.0;682;375.0;126;455;-29
-165;85.0;-1112.0;534;415.0;231;484;-28
-165;99.0;-1016.0;342;?;319;709;-28
-165;118.0;-840.0;228;-151.0;357;934;-27
-165;95.0;-663.0;212;-331.0;398;910;-27
-165;139.0;-469.0;208;-259.0;396;920;-28
-165;139.0;-252.0;192;-101.0;402;938;-27
-164;122.0;-177.0;244;-212.0;378;885;-27
-165;111.0;-196.0;128;153.0;437;989;-28
-164;156.0;-227.0;?;460.0;302;778;-27
-164;241.0;-220.0;871;97.0;26;368;-27
-164;367.0;-100.0;809;384.0;71;367;-27
?;?;40.0;745;495.0;124;380;-27
-164;?;93.0;823;439.0;63;362;-27
-165;127.0;-7.0;809;150.0;69;390;?
-165;?;-269.0;811;-43.0;76;365;-27
-165;-213.0;-353.0;797;2.0;97;363;-28
-165;-340.0;-251.0;812;?;98;356;-28
-165;-556.0;-214.0;831;346.0;35;406;-28
-165;-494.0;-246.0;830;404.0;30;422;-28
