InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit RUA Quaternion3;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-47.0;-304.0;113.0;-237.0;57.0;-22.0;-235.0
45.0;-127.0;228.0;-112.0;-118.0;-124.0;-37.0
-181.0;-405.0;-24.0;-397.0;206.0;165.0;-298.0
-33.0;-278.0;121.0;-232.0;42.0;-2.0;-240.0
-170.0;-473.0;-83.0;-397.0;359.0;28.0;-120.0
-185.0;-409.0;-28.0;-401.0;211.0;171.0;-300.0
-188.0;-412.0;-31.0;-403.0;213.0;175.0;-300.0
57.0;-225.0;64.0;-286.0;182.0;-70.0;-176.0
8.0;-262.0;81.0;-443.0;220.0;-26.0;-188.0
-31.0;-154.0;178.0;-124.0;-64.0;-89.0;-169.0
-50.0;-277.0;107.0;-102.0;2.0;-102.0;-246.0
-32.0;-278.0;119.0;-225.0;37.0;1.0;-246.0
-34.0;-307.0;157.0;-228.0;-55.0;-1.0;-239.0
-188.0;-418.0;-28.0;-394.0;204.0;179.0;-304.0
-187.0;-416.0;-28.0;-392.0;202.0;180.0;-303.0
-187.0;-416.0;-29.0;-392.0;202.0;182.0;-303.0
-187.0;-415.0;-30.0;-392.0;202.0;183.0;-303.0
-55.0;-340.0;65.0;-154.0;20.0;32.0;-244.0
-54.0;-440.0;63.0;-148.0;35.0;-30.0;-329.0
-31.0;-279.0;104.0;-219.0;32.0;14.0;-256.0
-82.0;-358.0;25.0;-404.0;204.0;48.0;-278.0
-187.0;-414.0;-32.0;-391.0;203.0;184.0;-303.0
-187.0;-413.0;-34.0;-392.0;204.0;186.0;-304.0
-186.0;-411.0;-34.0;-392.0;205.0;186.0;-303.0
-184.0;-410.0;-35.0;-394.0;207.0;186.0;-301.0
-185.0;-410.0;-36.0;-395.0;208.0;187.0;-301.0
-186.0;-411.0;-36.0;-396.0;210.0;187.0;-301.0
-188.0;-413.0;-35.0;-397.0;210.0;186.0;-301.0
-106.0;-318.0;-15.0;-495.0;266.0;64.0;-241.0
-98.0;-341.0;12.0;-481.0;200.0;177.0;-346.0
-248.0;-421.0;-142.0;-574.0;399.0;171.0;-205.0
-399.0;-504.0;-598.0;-336.0;725.0;844.0;-658.0
28.0;-297.0;45.0;-298.0;104.0;72.0;-307.0
2.0;-293.0;119.0;-398.0;109.0;84.0;-318.0
-397.0;-314.0;28.0;-286.0;119.0;29.0;-310.0
-12.0;-346.0;65.0;-340.0;171.0;-25.0;-355.0
-48.0;-333.0;14.0;-327.0;152.0;64.0;-363.0
-333.0;-434.0;-68.0;-282.0;98.0;245.0;-206.0
-278.0;-363.0;-85.0;-307.0;100.0;175.0;-188.0
-375.0;-383.0;-57.0;-256.0;61.0;202.0;-259.0
-282.0;-333.0;-79.0;-323.0;68.0;193.0;-57.0
-395.0;-293.0;-128.0;-286.0;64.0;208.0;-171.0
-71.0;-344.0;0.0;-340.0;171.0;73.0;-375.0
-155.0;-365.0;-84.0;-383.0;244.0;144.0;-554.0
-190.0;-409.0;18.0;-291.0;109.0;137.0;-290.0
139.0;-292.0;-141.0;-473.0;384.0;19.0;-382.0
-390.0;-389.0;-76.0;-343.0;206.0;155.0;-226.0
-498.0;-437.0;-59.0;-426.0;234.0;185.0;-268.0
-69.0;-352.0;102.0;-313.0;95.0;83.0;-259.0
140.0;-140.0;100.0;-134.0;-38.0;1.0;-10.0
158.0;-164.0;54.0;-212.0;58.0;42.0;-68.0
-71.0;-361.0;57.0;-211.0;-1.0;100.0;-281.0
36.0;-210.0;98.0;-305.0;125.0;-159.0;-166.0
106.0;-163.0;60.0;-200.0;49.0;-1.0;-42.0
116.0;-171.0;121.0;-296.0;107.0;-46.0;-64.0
-35.0;-334.0;101.0;-290.0;61.0;22.0;-251.0
-42.0;-334.0;104.0;-299.0;70.0;14.0;-248.0
-50.0;-336.0;107.0;-305.0;77.0;6.0;-246.0
-59.0;-337.0;109.0;-307.0;83.0;-1.0;-244.0
-321.0;-383.0;34.0;-294.0;123.0;30.0;-241.0
-281.0;-378.0;39.0;-281.0;111.0;25.0;-233.0
-506.0;-535.0;316.0;-701.0;573.0;-273.0;223.0
-236.0;-385.0;43.0;-267.0;105.0;24.0;-193.0
-263.0;-418.0;46.0;-287.0;118.0;24.0;-167.0
-141.0;-339.0;264.0;-364.0;20.0;-135.0;-290.0
-131.0;-391.0;-9.0;-263.0;134.0;15.0;-516.0
-191.0;-415.0;-17.0;-377.0;183.0;161.0;-300.0
-193.0;-417.0;-18.0;-379.0;186.0;162.0;-303.0
7.0;-313.0;-45.0;-320.0;350.0;-49.0;-228.0
-288.0;-434.0;33.0;-304.0;134.0;34.0;-164.0
78.0;-201.0;-13.0;-206.0;200.0;-54.0;-121.0
-194.0;-419.0;-19.0;-381.0;190.0;163.0;-305.0
-231.0;-387.0;-6.0;-338.0;170.0;66.0;-350.0
-195.0;-420.0;-21.0;-384.0;193.0;164.0;-306.0
-195.0;-420.0;-21.0;-387.0;196.0;163.0;-307.0
35.0;-231.0;65.0;-172.0;-10.0;70.0;-87.0
-196.0;-421.0;-19.0;-389.0;197.0;162.0;-302.0
-194.0;-418.0;-19.0;-388.0;195.0;163.0;-296.0
-194.0;-418.0;-19.0;-387.0;194.0;163.0;-295.0
-139.0;-339.0;3.0;-543.0;234.0;11.0;-16.0
20.0;-246.0;79.0;-391.0;180.0;-2.0;-166.0
-193.0;-416.0;-19.0;-387.0;193.0;163.0;-294.0
92.0;-185.0;37.0;-205.0;17.0;149.0;-94.0
87.0;-201.0;72.0;-252.0;80.0;58.0;-116.0
-191.0;-413.0;-33.0;-394.0;206.0;187.0;-301.0
-191.0;-413.0;-33.0;-393.0;205.0;188.0;-302.0
-190.0;-412.0;-34.0;-394.0;206.0;188.0;-302.0
-188.0;-410.0;-33.0;-394.0;207.0;187.0;-301.0
-187.0;-410.0;-34.0;-395.0;207.0;187.0;-301.0
-188.0;-412.0;-39.0;-400.0;214.0;191.0;-302.0
-226.0;-456.0;37.0;-765.0;618.0;165.0;-610.0
-391.0;-536.0;-224.0;-587.0;448.0;443.0;-388.0
-192.0;-414.0;-18.0;-385.0;191.0;162.0;-292.0
-191.0;-414.0;-17.0;-383.0;190.0;164.0;-292.0
-193.0;-414.0;-17.0;-384.0;190.0;164.0;-293.0
146.0;426.0;105.0;407.0;-276.0;-227.0;324.0
-14.0;-266.0;44.0;-105.0;-15.0;58.0;-183.0
-194.0;-412.0;-13.0;-381.0;187.0;161.0;-292.0
-193.0;-411.0;-11.0;-381.0;187.0;158.0;-292.0
-103.0;-334.0;73.0;-404.0;233.0;-116.0;-308.0
-191.0;-408.0;-8.0;-382.0;185.0;155.0;-291.0
-203.0;-364.0;55.0;-195.0;19.0;80.0;-395.0
-159.0;-357.0;-36.0;-456.0;199.0;225.0;-321.0
-184.0;-413.0;-96.0;-433.0;262.0;237.0;-379.0
-327.0;-398.0;-216.0;-526.0;332.0;151.0;-365.0
-181.0;-401.0;-41.0;-398.0;213.0;187.0;-303.0
-194.0;-421.0;-20.0;-389.0;196.0;163.0;-305.0
-189.0;-417.0;-30.0;-401.0;212.0;178.0;-302.0
-196.0;-422.0;-20.0;-391.0;198.0;164.0;-301.0
-16.0;-196.0;124.0;-437.0;179.0;-79.0;-118.0
-195.0;-421.0;-21.0;-389.0;197.0;163.0;-306.0
-188.0;-418.0;-29.0;-396.0;206.0;179.0;-304.0
-196.0;-422.0;-18.0;-388.0;195.0;161.0;-304.0
-194.0;-416.0;-31.0;-398.0;210.0;186.0;-303.0
-196.0;-419.0;-33.0;-403.0;216.0;186.0;-306.0
-157.0;-350.0;-17.0;-396.0;227.0;140.0;-422.0
-91.0;-280.0;81.0;-346.0;138.0;-2.0;-329.0
-71.0;-308.0;98.0;-167.0;2.0;-11.0;-283.0
275.0;539.0;254.0;592.0;-463.0;-410.0;496.0
74.0;-180.0;105.0;-195.0;-14.0;1.0;-88.0
-95.0;-475.0;-63.0;-384.0;230.0;183.0;-4.0
134.0;315.0;507.0;17.0;-521.0;-751.0;505.0
-189.0;-419.0;-29.0;-399.0;210.0;178.0;-302.0
-188.0;-419.0;-29.0;-397.0;207.0;178.0;-303.0
-496.0;-564.0;-482.0;-642.0;850.0;616.0;-669.0
-477.0;-486.0;4.0;-353.0;159.0;117.0;-519.0
-213.0;-441.0;-176.0;-462.0;327.0;321.0;-493.0
-407.0;-583.0;-147.0;-620.0;706.0;316.0;-453.0
-190.0;-416.0;-34.0;-399.0;211.0;186.0;-303.0
-384.0;-632.0;-67.0;-460.0;291.0;198.0;-156.0
-354.0;-454.0;-128.0;-97.0;276.0;363.0;-76.0
-192.0;-418.0;33.0;-254.0;80.0;117.0;-288.0
284.0;227.0;438.0;221.0;-504.0;-459.0;296.0
-31.0;-335.0;100.0;-277.0;47.0;29.0;-255.0
407.0;445.0;542.0;300.0;-657.0;-802.0;616.0
-288.0;-574.0;84.0;-310.0;86.0;73.0;156.0
-193.0;-418.0;-39.0;-405.0;219.0;192.0;-306.0
-33.0;-272.0;60.0;-168.0;-3.0;13.0;-275.0
31.0;-175.0;161.0;-377.0;80.0;-150.0;47.0
-259.0;-343.0;4.0;-207.0;1.0;108.0;-233.0
-41.0;-327.0;63.0;-142.0;15.0;30.0;-251.0
-381.0;-644.0;-188.0;-712.0;527.0;440.0;-105.0
-81.0;-311.0;65.0;-213.0;107.0;-96.0;-266.0
44.0;-196.0;277.0;-375.0;-27.0;-456.0;-232.0
