InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
1770;928.0;-283;1544.0;?;4037;-4037;1770
1530;433.0;-276;989.0;14;4147;-4147;1530
2411;171.0;-248;653.0;21;3775;-3775;2411
2420;?;-238;?;?;3101;-3101;2420
1201;341.0;-229;37.0;24;2358;-2358;1201
2299;255.0;-193;-245.0;18;2959;-2959;2299
2752;132.0;-197;-527.0;1;3505;-3505;2752
201;-13.0;-184;-734.0;12;-633;633;201
-1302;-44.0;-227;-878.0;33;?;3845;-1302
-440;-166.0;-114;-1041.0;7;-1693;1693;-440
140;-177.0;-26;-1168.0;-78;130;-130;140
0;-253.0;21;-1171.0;18;54;-54;0
-22;-341.0;141;-1143.0;210;12;-12;-22
-3;-529.0;?;-1000.0;104;59;-59;-3
-15;-564.0;12;-829.0;102;20;-20;-15
?;-492.0;558;-582.0;305;48;-48;-8
3;-297.0;353;-424.0;166;21;-21;?
12;-30.0;?;-315.0;159;14;-14;12
4;125.0;359;?;433;34;-34;4
5;339.0;178;-38.0;377;6;-6;5
20;541.0;-5;214.0;499;12;-12;20
42;827.0;-231;301.0;226;-13;13;42
39;?;-663;233.0;-271;-20;20;39
-14;707.0;?;214.0;58;15;-15;-14
-9;604.0;-956;141.0;100;-1;?;-9
17;546.0;-885;46.0;86;19;-19;17
33;489.0;-710;?;285;32;-32;33
58;?;-512;27.0;90;2;-2;58
41;289.0;-523;183.0;233;17;-17;41
6;325.0;-369;27.0;147;18;-18;6
-2;216.0;7;10.0;-505;17;-17;-2
9;33.0;214;168.0;-362;-3;3;9
-13;-190.0;?;178.0;-426;-50;50;-13
-26;-454.0;58;5.0;-681;-31;31;-26
-8;-352.0;-56;140.0;-144;7;-7;-8
-32;-83.0;-113;-84.0;?;-16;16;-32
-50;?;-235;-355.0;15;-33;33;-50
-13;-147.0;-237;-328.0;131;-8;8;-13
-16;-54.0;-141;-197.0;-19;-37;37;-16
-27;223.0;-142;-92.0;16;2;-2;-27
?;313.0;-146;-171.0;59;-14;14;-29
-104;270.0;-141;-222.0;64;45;-45;-104
-95;221.0;-132;-290.0;38;293;-293;-95
478;107.0;-114;-270.0;30;-238;238;478
1782;-37.0;-109;-347.0;43;-1016;1016;1782
2623;-231.0;-105;-456.0;24;-1259;1259;2623
1930;-300.0;-92;-589.0;15;?;1461;1930
1038;-389.0;?;-572.0;12;-1042;1042;1038
1050;-501.0;-61;-587.0;10;-198;198;1050
?;-538.0;-43;-522.0;?;89;-89;645
81;-466.0;-27;-410.0;-4;251;-251;81
120;-288.0;-33;-369.0;10;333;-333;120
0;-199.0;-36;-373.0;30;58;-58;0
?;-186.0;-30;-320.0;12;-10;10;-69
0;?;-35;-309.0;20;-37;37;0
-27;-51.0;-38;-265.0;32;-32;32;-27
-22;37.0;-27;-174.0;16;80;?;-22
5;134.0;?;-286.0;16;15;-15;?
4;130.0;?;-197.0;19;-14;14;4
-44;108.0;-28;-192.0;18;-17;17;-44
?;202.0;-16;-379.0;13;-20;20;-26
-14;22.0;-6;-251.0;?;17;-17;-14
-65;-4.0;-3;-145.0;0;25;-25;?
-66;89.0;-6;-253.0;4;6;-6;-66
-32;93.0;-12;-238.0;16;7;-7;-32
-20;221.0;-19;-329.0;24;19;-19;-20
-8;162.0;-10;-216.0;18;9;-9;-8
8;75.0;-2;-116.0;16;9;-9;8
-2;-130.0;?;-26.0;20;2;-2;-2
16;-505.0;-8;185.0;19;-13;13;16
27;-526.0;-12;?;23;-4;4;27
-39;-678.0;-5;19.0;20;-4;4;-39
-23;-667.0;0;-15.0;21;15;-15;-23
24;-625.0;-4;96.0;25;48;-48;24
7;-593.0;-4;163.0;22;30;-30;7
13;-339.0;1;102.0;15;39;-39;13
14;-179.0;-3;-81.0;12;44;-44;14
-10;-87.0;-14;-226.0;26;?;24;-10
-26;-131.0;-6;-130.0;29;-3;3;-26
-24;-11.0;-1;8.0;18;26;-26;-24
-6;33.0;-2;7.0;10;?;6;-6
-51;-9.0;1;-67.0;16;18;-18;-51
-63;96.0;-5;-222.0;22;20;-20;-63
24;144.0;6;-250.0;8;-5;5;24
-2;268.0;6;-162.0;8;-42;42;-2
33;194.0;2;13.0;9;-7;7;33
-205;182.0;11;122.0;?;-90;90;-205
-125;80.0;6;51.0;9;-61;61;-125
774;-12.0;2;-37.0;10;-128;128;774
654;-122.0;-8;-131.0;23;?;980;654
-88;-171.0;-15;-130.0;23;-1218;1218;?
-89;-175.0;-8;-53.0;11;-692;692;-89
-482;-190.0;-10;16.0;18;-600;600;-482
-289;-148.0;-7;77.0;13;-552;552;-289
?;-139.0;3;?;2;-466;466;588
371;-175.0;-4;73.0;5;-429;429;371
1282;-124.0;-2;43.0;-3;-657;657;1282
1243;-33.0;0;-39.0;?;-1234;1234;1243
1895;8.0;3;-21.0;-16;-911;911;1895
3954;16.0;9;26.0;-19;-8;?;3954
1211;35.0;-5;-5.0;10;5;-5;1211
-366;47.0;-8;-28.0;-7;-44;44;-366
356;8.0;-5;-84.0;-1;109;-109;356
-76;0.0;-37;-94.0;?;-9;9;-76
303;40.0;-181;-160.0;284;-21;21;303
272;138.0;-498;-188.0;859;-23;23;272
217;179.0;-584;-149.0;784;-33;33;217
144;245.0;-153;-142.0;354;-13;13;144
-96;292.0;123;-138.0;181;-12;12;-96
31;368.0;221;-225.0;-61;-16;16;31
73;423.0;118;-293.0;-1;-34;34;73
74;532.0;-247;-319.0;324;-34;34;74
?;835.0;-180;-365.0;216;-17;17;39
9;1033.0;-106;?;?;-11;11;9
38;1111.0;-84;-459.0;98;-15;15;38
3;1201.0;-56;-269.0;41;-8;8;3
-49;1404.0;-55;-162.0;2;53;-53;-49
-48;?;246;-213.0;-298;57;-57;?
-59;1168.0;?;-228.0;-255;19;-19;-59
-28;1078.0;385;-158.0;-259;99;-99;-28
-80;947.0;179;-162.0;-28;-21;21;-80
-12;922.0;-265;-193.0;473;117;-117;-12
-57;961.0;-121;-252.0;?;?;146;-57
-506;1085.0;152;-81.0;-42;-1320;1320;-506
-546;1254.0;83;-84.0;20;-1535;1535;-546
-376;1362.0;23;-177.0;63;-1330;1330;-376
-427;1300.0;59;-565.0;?;-1205;1205;-427
-373;1245.0;29;-629.0;47;-879;879;-373
-343;1053.0;25;-403.0;53;-983;983;-343
-343;?;81;-122.0;-14;-946;946;-343
-303;711.0;76;113.0;-25;-809;809;-303
-404;690.0;59;232.0;-10;-772;772;-404
-478;676.0;73;125.0;-22;-678;678;-478
-457;570.0;58;?;?;-734;734;-457
-429;385.0;?;-207.0;-6;-716;716;-429
-286;291.0;71;-249.0;-24;-518;518;-286
-214;223.0;55;-111.0;-9;-440;440;-214
-211;109.0;46;-113.0;-6;-349;349;-211
-180;37.0;57;-34.0;-20;-303;303;-180
-171;-39.0;63;?;-30;?;345;-171
-43;-90.0;43;39.0;-15;-105;105;-43
155;-72.0;12;90.0;10;224;-224;155
201;39.0;55;98.0;-41;346;?;201
147;92.0;65;63.0;-59;?;-384;147
189;116.0;41;124.0;-44;596;-596;189
?;130.0;66;93.0;-79;854;-854;?
267;185.0;65;2.0;-85;973;-973;267
331;251.0;52;-40.0;-78;1113;-1113;331
329;?;48;-23.0;?;1212;-1212;329
356;253.0;55;50.0;-86;1254;-1254;356
419;199.0;72;195.0;?;1288;-1288;419
395;?;64;262.0;-94;1280;-1280;395
406;-40.0;45;356.0;-70;1237;-1237;406
439;-71.0;29;441.0;-47;1133;-1133;439
442;-73.0;?;428.0;-26;997;-997;442
480;?;19;454.0;-31;779;-779;480
519;?;-25;370.0;12;767;-767;519
446;-329.0;-29;310.0;34;801;-801;446
444;-316.0;?;172.0;-7;794;-794;444
501;?;34;-69.0;-11;903;-903;501
238;-245.0;5;-267.0;48;354;-354;238
45;-181.0;-163;-526.0;314;-31;31;45
135;-143.0;66;-1125.0;236;110;-110;135
18;-398.0;421;-1127.0;-177;-9;9;18
-121;-462.0;-65;-541.0;77;22;-22;?
-3;-855.0;-359;334.0;363;31;-31;-3
72;-1212.0;35;1211.0;3;-29;?;72
35;-1529.0;225;1752.0;-175;13;-13;35
22;-1742.0;188;2089.0;-170;5;-5;22
24;-1313.0;169;1770.0;-206;38;-38;24
58;-940.0;55;1473.0;-11;41;-41;58
66;-583.0;-54;893.0;17;20;-20;66
28;-271.0;-39;691.0;-4;49;-49;28
8;-66.0;-47;695.0;145;70;-70;8
14;127.0;-23;612.0;101;67;-67;14
?;293.0;40;442.0;1;67;-67;12
-15;320.0;27;71.0;29;36;-36;-15
-14;231.0;8;-141.0;81;2;-2;-14
2;58.0;?;45.0;138;-4;4;2
20;67.0;-103;44.0;135;0;0;20
19;104.0;-141;-19.0;240;21;-21;19
-8;109.0;-109;-174.0;170;17;-17;-8
6;135.0;97;-259.0;-200;-11;11;6
31;175.0;12;-279.0;-37;-14;14;31
27;150.0;-91;-169.0;167;-55;55;?
4;140.0;10;-35.0;16;-79;79;4
-7;167.0;17;27.0;3;-13;13;-7
-7;154.0;25;49.0;-3;-21;21;-7
-25;172.0;11;103.0;23;-89;89;-25
-27;219.0;4;?;34;-88;88;-27
-31;326.0;30;156.0;-10;-109;?;-31
-19;410.0;10;203.0;10;-66;66;?
3;436.0;0;194.0;16;-15;15;3
3;?;18;224.0;-5;-16;16;3
7;496.0;16;251.0;1;17;-17;7
-24;492.0;8;193.0;5;-217;217;-24
-19;534.0;8;125.0;3;-444;444;-19
44;506.0;8;83.0;7;-409;409;44
34;543.0;6;23.0;7;-434;434;34
33;547.0;1;-27.0;9;-433;433;33
119;527.0;10;-51.0;-3;-370;370;119
150;522.0;?;-37.0;-1;-377;?;150
?;427.0;2;-29.0;5;-338;338;135
154;340.0;7;-25.0;-3;-305;305;154
?;319.0;6;-47.0;-1;-302;302;146
135;262.0;6;-48.0;-1;-265;265;135
143;160.0;3;-32.0;-1;-294;294;?
123;178.0;2;-68.0;-3;-257;257;123
139;156.0;-11;-112.0;8;-222;222;?
106;186.0;-17;-118.0;20;-216;216;106
24;154.0;-7;-152.0;15;-176;176;24
49;106.0;-5;-135.0;11;-189;189;49
62;?;4;-105.0;4;-83;83;62
47;49.0;9;-71.0;-1;-2;2;47
56;-15.0;9;-63.0;3;?;65;56
37;4.0;10;-34.0;8;-82;82;37
13;-40.0;2;-33.0;7;-85;85;13
18;-37.0;5;-34.0;-1;-95;95;?
40;-69.0;9;-49.0;3;-72;72;40
1;-93.0;7;-35.0;-2;-58;58;1
-34;-105.0;4;-29.0;0;-49;49;-34
-28;-84.0;3;-25.0;9;-57;57;-28
-28;-43.0;3;1.0;3;?;53;-28
13;-26.0;-4;33.0;11;1;-1;13
24;-13.0;-7;37.0;14;-20;20;24
-30;6.0;0;90.0;9;-60;60;-30
-6;-23.0;-2;108.0;11;-47;47;-6
32;20.0;-4;158.0;5;?;44;32
-6;-7.0;-1;221.0;3;-44;44;-6
-12;-41.0;-1;210.0;6;-59;59;-12
3;-50.0;-4;190.0;7;-59;59;3
0;-63.0;-7;205.0;8;-22;22;0
4;-58.0;-1;162.0;5;-39;?;4
3;?;7;96.0;?;-87;87;3
3;-24.0;?;93.0;-2;-85;85;3
3;-35.0;6;98.0;-1;-82;82;3
3;-43.0;6;94.0;-2;-86;86;3
3;-44.0;?;109.0;-1;-82;82;3
3;-16.0;6;130.0;-2;-85;85;3
?;-6.0;6;103.0;-1;-84;84;3
3;23.0;6;56.0;-2;-84;84;3
3;38.0;6;92.0;-1;-84;84;3
3;38.0;7;45.0;-2;-84;84;3
3;?;4;34.0;-1;-83;83;3
1;6.0;1;41.0;1;-85;85;1
-20;19.0;2;11.0;5;-82;82;-20
-38;56.0;-1;3.0;7;-48;48;-38
-24;?;-2;30.0;8;-2;2;-24
-16;44.0;0;-17.0;11;14;-14;-16
-16;55.0;-2;10.0;5;-2;2;-16
10;32.0;?;28.0;4;-16;16;10
10;54.0;?;68.0;9;-48;48;10
-24;31.0;2;76.0;2;-99;99;-24
-30;16.0;3;76.0;-1;?;108;-30
-31;64.0;3;?;5;-100;100;-31
-41;97.0;?;25.0;7;-106;106;?
-36;34.0;3;58.0;7;-102;102;-36
-38;21.0;3;67.0;7;-104;104;-38
-39;24.0;3;33.0;7;-104;104;-39
-35;33.0;3;23.0;?;-101;101;-35
-44;64.0;4;9.0;4;-110;110;-44
-22;81.0;?;13.0;-1;-82;82;-22
17;51.0;5;20.0;1;-10;10;17
12;37.0;?;-36.0;1;-25;25;12
32;54.0;5;-52.0;?;-105;105;?
107;60.0;1;-82.0;7;?;101;107
115;48.0;0;-49.0;8;-53;53;115
47;35.0;2;-33.0;4;19;-19;47
48;0.0;0;-19.0;?;?;-42;48
53;5.0;0;-13.0;7;-12;12;?
36;?;0;2.0;7;0;0;36
62;-13.0;2;29.0;6;32;-32;62
-20;0.0;3;-6.0;0;89;-89;-20
20;37.0;-2;-31.0;-8;162;-162;20
199;59.0;?;3.0;-4;?;-194;199
184;61.0;1;1.0;7;191;-191;184
178;43.0;-8;33.0;6;133;-133;178
208;3.0;-3;47.0;6;115;-115;208
170;-38.0;-1;4.0;5;123;-123;170
236;-44.0;-7;-56.0;2;125;-125;236
433;-31.0;-5;-122.0;3;144;-144;433
526;-50.0;-6;-153.0;3;144;-144;526
512;-56.0;-6;-157.0;3;145;-145;512
563;-103.0;?;-122.0;3;141;-141;563
415;?;-5;-144.0;?;138;-138;415
290;-219.0;-7;-159.0;2;71;-71;290
296;-269.0;-4;-146.0;4;109;-109;296
293;-286.0;8;-203.0;23;110;-110;293
446;-284.0;2;-230.0;37;-228;228;446
326;-295.0;-3;-251.0;21;-347;347;326
293;-284.0;5;-308.0;22;-276;276;293
537;-296.0;-1;-356.0;33;-289;289;537
467;-209.0;-2;-398.0;?;-224;224;467
445;-168.0;8;?;27;-200;?;445
570;-142.0;-2;-559.0;27;-84;84;570
564;?;-2;-665.0;30;218;-218;564
553;106.0;1;-771.0;26;359;-359;553
535;162.0;-9;-836.0;27;267;-267;535
559;233.0;-7;-938.0;24;314;-314;559
1071;293.0;-2;-1077.0;17;725;-725;1071
1587;362.0;2;-1239.0;32;?;-812;1587
1476;443.0;9;-1372.0;15;235;-235;1476
1803;567.0;11;-1530.0;17;210;-210;1803
619;662.0;15;-1588.0;-57;-630;630;619
-163;759.0;4;-1667.0;-27;-1680;1680;-163
1047;841.0;-97;-1547.0;140;-937;937;1047
-547;883.0;?;-1458.0;3;-845;845;-547
-624;909.0;-270;-1313.0;?;-482;482;?
830;960.0;-258;-1243.0;900;?;-124;830
27;982.0;-114;-1114.0;834;-153;153;27
203;1012.0;285;-1005.0;?;66;-66;203
?;1021.0;386;-960.0;270;-22;22;392
194;989.0;-111;-829.0;-380;-101;101;194
247;955.0;-442;-567.0;-439;3;-3;247
123;834.0;-454;-343.0;-72;-52;52;123
?;653.0;-381;-123.0;?;31;-31;129
125;393.0;-162;56.0;141;17;-17;125
133;260.0;-64;-48.0;233;13;-13;133
68;?;-50;-196.0;200;-3;3;68
60;193.0;106;-518.0;274;-67;67;60
-2;-50.0;143;-620.0;93;-12;12;-2
8;-237.0;352;-676.0;5;-57;57;8
-1;-332.0;330;-856.0;-309;-47;47;-1
-157;-375.0;482;-1062.0;-859;-150;150;-157
63;-532.0;955;-1222.0;-1167;-781;781;63
-6;-600.0;-1205;-1222.0;-1932;-968;968;-6
218;-610.0;-1472;-1164.0;-832;-1489;1489;218
149;-588.0;-626;?;-1052;-4042;4042;149
-799;-470.0;-1283;-782.0;-1830;-5569;5569;-799
-878;-313.0;1603;-509.0;2123;-5362;5362;-878
-730;-160.0;1364;-141.0;1721;-6658;6658;?
641;-80.0;-687;250.0;-684;-5529;5529;641
1431;-22.0;166;658.0;316;?;1176;1431
435;128.0;-98;951.0;3;1006;-1006;435
466;274.0;-85;1172.0;?;980;-980;466
462;379.0;30;1350.0;165;831;-831;462
636;438.0;-123;?;-29;?;-1146;636
190;550.0;-23;1804.0;81;576;-576;190
994;912.0;-106;1559.0;-15;1685;-1685;994
2088;854.0;-62;924.0;30;5196;-5196;2088
1958;620.0;-61;449.0;19;5271;-5271;1958
5481;592.0;-67;-8.0;16;2774;?;5481
?;674.0;-38;-447.0;33;1553;-1553;5765
327;678.0;-161;-592.0;-29;595;-595;327
?;646.0;-226;-778.0;-13;-6;6;-3183
-2577;570.0;?;-905.0;?;17;-17;-2577
-165;518.0;-345;-927.0;98;-399;399;-165
68;417.0;-322;-870.0;141;-212;212;?
-324;425.0;-484;-842.0;3;124;-124;-324
?;456.0;-459;-898.0;70;-22;22;76
-3;520.0;-87;-976.0;345;55;-55;-3
35;602.0;-158;-978.0;300;65;-65;35
46;628.0;-201;-907.0;282;60;-60;46
14;563.0;173;-698.0;398;68;-68;14
44;525.0;287;-489.0;393;45;-45;44
19;133.0;438;-137.0;590;52;-52;19
55;-11.0;580;-228.0;758;56;-56;55
42;-245.0;677;-443.0;1002;37;-37;42
?;-466.0;816;-493.0;1281;21;-21;?
124;-321.0;-56;-526.0;612;?;-28;124
109;-168.0;-735;-615.0;106;71;-71;109
219;-220.0;-617;-638.0;57;1;-1;219
21;-347.0;-386;-717.0;96;21;-21;21
-36;-404.0;?;-759.0;73;-48;48;-36
111;-506.0;?;-632.0;?;-97;97;111
-411;-614.0;406;-472.0;?;-315;315;-411
1407;?;327;-350.0;836;-2045;2045;1407
2603;-439.0;-558;-320.0;-137;-2040;2040;2603
918;-298.0;-302;-351.0;44;?;804;918
615;-225.0;-295;-338.0;26;-1792;1792;615
656;-120.0;-327;-384.0;-6;-2361;2361;656
543;-120.0;-256;-395.0;69;-2455;2455;543
440;-100.0;-305;?;15;?;1947;440
-101;39.0;-252;-181.0;65;-1411;1411;-101
?;49.0;-280;30.0;38;-2037;2037;-65
1;-30.0;-278;403.0;40;-2284;2284;1
-41;-253.0;-272;701.0;45;-2398;2398;-41
179;-319.0;-275;756.0;43;-1405;1405;179
393;158.0;?;663.0;38;-225;225;393
359;711.0;-271;588.0;17;-964;964;359
464;961.0;-255;622.0;12;-894;894;464
470;1066.0;-209;822.0;22;-849;849;470
204;1135.0;-202;941.0;28;-2665;2665;?
626;1117.0;-170;1203.0;19;-1718;1718;626
1050;1034.0;?;1523.0;-2;-302;302;1050
361;936.0;-130;?;-12;-627;627;361
-250;1002.0;-126;1634.0;-7;8;-8;-250
-243;960.0;-125;1547.0;-7;23;-23;-243
-316;914.0;-127;1348.0;-8;-92;92;-316
-119;810.0;-122;1033.0;-5;112;-112;?
104;607.0;-115;747.0;2;33;-33;?
38;481.0;-105;485.0;7;76;-76;38
54;235.0;-108;232.0;7;66;-66;54
-5;-9.0;-109;69.0;7;90;-90;-5
-24;-202.0;-91;-19.0;1;-15;15;-24
-3;-364.0;-88;-26.0;0;-51;51;-3
-4;-494.0;-75;-22.0;6;35;-35;-4
120;-425.0;-65;-9.0;-8;109;-109;120
92;-333.0;-70;-17.0;-14;94;-94;92
64;?;-50;94.0;3;72;-72;?
282;-229.0;-48;138.0;3;294;-294;282
269;-187.0;-32;104.0;18;382;-382;269
411;-223.0;-12;51.0;29;442;-442;411
863;-150.0;-31;-8.0;7;750;-750;863
957;-44.0;-24;-131.0;13;778;-778;957
798;14.0;-12;-156.0;28;746;-746;798
692;-80.0;-23;-86.0;17;?;-870;692
1020;-95.0;-27;-98.0;13;466;-466;1020
1452;?;-28;-185.0;13;-20;20;1452
1272;-31.0;-14;-326.0;25;-302;302;1272
1157;-67.0;1;-331.0;40;-724;724;1157
1378;-117.0;-20;-354.0;20;-772;772;1378
1158;-112.0;-20;-350.0;16;-774;774;1158
1092;-141.0;-13;-375.0;19;-860;860;1092
1426;-141.0;-14;-439.0;18;-739;739;1426
1674;-109.0;-9;-523.0;22;-544;?;1674
1633;-19.0;-8;?;20;-521;521;1633
1660;52.0;-9;-757.0;16;-357;357;1660
2089;204.0;?;-903.0;17;-92;92;2089
1547;174.0;-20;-979.0;2;-1204;1204;1547
2686;52.0;19;-886.0;32;?;1161;2686
5448;49.0;-48;-810.0;-34;43;-43;5448
5386;71.0;46;-764.0;59;-1;1;5386
3715;84.0;161;-784.0;175;607;-607;3715
1508;90.0;-110;-807.0;-98;267;-267;1508
228;121.0;489;-898.0;504;?;315;228
459;161.0;346;-919.0;421;168;-168;459
332;246.0;-1401;-956.0;-1077;?;64;332
296;478.0;-1569;-947.0;-1358;?;?;296
356;619.0;-535;?;-1006;-23;?;356
278;?;241;-526.0;-380;-93;93;278
221;839.0;746;-203.0;355;29;-29;221
205;990.0;908;16.0;606;21;?;205
259;1106.0;885;282.0;547;-17;17;259
225;1039.0;?;670.0;68;-27;27;225
211;832.0;775;674.0;-58;10;-10;211
188;584.0;?;254.0;177;29;-29;188
82;633.0;?;-24.0;286;-39;39;82
104;871.0;385;-156.0;340;-69;69;104
100;969.0;?;?;380;?;36;100
-44;885.0;392;-425.0;393;-137;137;-44
-24;833.0;-96;-360.0;?;-190;190;-24
-20;795.0;-449;?;36;-75;75;-20
-148;852.0;?;-17.0;-266;-210;210;-148
16;1009.0;-1097;301.0;-473;-449;449;16
142;1074.0;-1683;678.0;-773;-704;704;142
272;1055.0;-2146;1054.0;-530;-1391;1391;272
639;1032.0;1042;1367.0;931;-2004;2004;639
352;991.0;2208;1357.0;976;-2597;2597;352
746;1045.0;1282;1182.0;693;-4455;4455;746
461;961.0;1348;1152.0;488;-5232;5232;461
617;?;-83;1123.0;-657;-5261;5261;617
3355;815.0;-313;1026.0;-176;-5410;5410;3355
2595;633.0;12;844.0;145;-1607;1607;2595
857;402.0;-259;?;-139;1634;-1634;857
650;230.0;-100;607.0;85;1661;-1661;650
-904;-25.0;-137;478.0;-49;2969;-2969;-904
-1771;?;-116;328.0;-28;?;-4273;-1771
-1419;-474.0;-115;195.0;14;5006;-5006;-1419
?;-601.0;-158;-137.0;-4;5634;-5634;222
1426;-768.0;-108;-844.0;18;5263;-5263;1426
?;-1352.0;-115;-1439.0;0;5598;-5598;1740
1778;-1582.0;-89;-1852.0;1;4959;-4959;1778
1093;-1278.0;-63;-2146.0;-8;2104;-2104;1093
1796;-925.0;-109;-2269.0;-6;1974;-1974;1796
2641;-780.0;157;-2117.0;-110;3061;?;2641
1247;-725.0;356;?;-196;1174;?;1247
-54;-673.0;332;-1397.0;-6;-368;368;-54
31;-594.0;204;-925.0;183;19;-19;?
-1;-409.0;40;-531.0;86;51;-51;-1
-56;?;385;-211.0;-69;-22;22;-56
23;157.0;747;-26.0;-55;78;-78;23
-77;340.0;789;75.0;241;-32;32;-77
-90;731.0;605;-70.0;488;2;-2;?
-48;1070.0;410;-42.0;603;45;-45;-48
-13;1336.0;350;-139.0;589;-13;13;-13
12;1579.0;9;680.0;162;?;83;12
15;1298.0;-127;889.0;-42;-44;44;15
56;940.0;-160;1014.0;-17;9;-9;56
65;?;-408;873.0;103;?;-4;65
0;626.0;-524;769.0;406;-4;4;0
-2;430.0;-572;680.0;?;-5;5;?
10;318.0;-506;597.0;130;21;-21;10
14;196.0;-531;367.0;173;28;?;14
5;53.0;-642;204.0;124;32;-32;5
19;?;-739;109.0;237;22;-22;19
11;-402.0;-1130;-133.0;142;28;-28;?
-2;-601.0;-1134;-281.0;-1;38;-38;-2
77;-928.0;-28;-268.0;183;-37;37;77
-9;-1002.0;826;-290.0;-564;?;115;-9
9;-807.0;-33;-563.0;-31;-487;487;9
-9;-444.0;-1243;-682.0;1394;-663;663;-9
19;-97.0;-1408;-499.0;1036;-679;679;19
830;301.0;-917;-261.0;692;-1485;1485;830
1671;517.0;-337;11.0;257;-1997;1997;1671
2265;625.0;-94;389.0;-113;-1776;1776;?
2790;714.0;-105;754.0;63;-1811;1811;2790
2688;718.0;-82;1110.0;-22;-1625;1625;2688
2555;712.0;-108;1263.0;?;-1201;1201;2555
2613;771.0;-78;?;?;-1217;1217;2613
1847;973.0;-81;1587.0;-12;-966;966;1847
1097;1175.0;-91;1646.0;12;-580;580;?
1103;1197.0;-50;1709.0;-34;-612;612;1103
912;974.0;-76;1652.0;4;-555;555;912
602;799.0;-94;1385.0;18;-450;450;602
613;777.0;-76;1115.0;-5;-456;456;613
465;800.0;-64;869.0;-9;-301;301;465
-214;744.0;-60;736.0;-12;-90;90;-214
-790;672.0;-62;546.0;-6;137;-137;-790
-830;564.0;-52;333.0;0;669;-669;-830
-513;468.0;-42;122.0;-4;1348;-1348;-513
-303;335.0;-51;-42.0;16;1702;-1702;-303
-669;152.0;-40;-140.0;12;1802;?;-669
-630;132.0;-28;-198.0;5;2308;-2308;-630
-515;81.0;?;-352.0;?;2337;-2337;-515
-622;75.0;-30;-439.0;?;2545;-2545;-622
-604;31.0;-28;-436.0;23;2586;-2586;-604
-1208;1.0;-13;-424.0;21;872;-872;-1208
-1408;25.0;-26;-414.0;37;441;-441;-1408
-1380;91.0;7;-353.0;1;145;-145;-1380
-965;-2.0;-4;-84.0;17;-536;536;-965
97;-203.0;-1;67.0;12;?;-237;97
153;-331.0;9;47.0;4;151;-151;153
125;-384.0;-65;121.0;90;24;-24;125
343;-375.0;59;129.0;-67;258;-258;343
83;-383.0;-69;137.0;91;39;-39;?
?;-492.0;489;64.0;-549;23;-23;-80
-92;-568.0;1181;32.0;-1375;16;-16;-92
-116;?;376;41.0;-567;7;-7;-116
-16;-642.0;?;61.0;-269;100;-100;-16
22;-612.0;76;131.0;-43;120;-120;22
-53;-531.0;-59;170.0;198;26;-26;-53
-11;-438.0;184;189.0;-322;15;-15;-11
22;-439.0;134;251.0;-336;36;-36;22
25;-480.0;63;359.0;-274;-15;15;25
80;-438.0;-74;460.0;?;-11;11;80
49;-437.0;-138;586.0;88;?;-51;?
-34;-389.0;-68;642.0;123;11;-11;-34
-73;-303.0;-123;499.0;89;-35;35;-73
-69;-269.0;-148;227.0;-81;-33;33;-69
5;-240.0;-178;-34.0;-162;-103;103;5
11;-312.0;-424;-168.0;-185;-181;181;11
?;-403.0;-1001;-261.0;-8;-178;178;-21
-65;-523.0;-865;-359.0;101;-182;182;-65
-99;-601.0;548;-424.0;1613;-371;371;-99
-375;-613.0;1021;-428.0;2579;-1184;1184;-375
-542;?;-74;-406.0;314;-1795;1795;-542
-279;-844.0;-336;-584.0;-371;-1642;1642;-279
-1872;-976.0;-134;-843.0;170;-3064;3064;-1872
-4797;-926.0;-202;-1009.0;-187;-4850;4850;-4797
-6590;-853.0;-5;-1057.0;78;-2579;2579;-6590
-6604;?;-5;-945.0;83;1263;-1263;-6604
-6082;-671.0;-27;-711.0;?;2459;-2459;?
-6721;-567.0;8;-466.0;136;2462;-2462;-6721
-4423;-593.0;-11;-118.0;62;?;-2415;-4423
-751;-435.0;0;80.0;87;2484;-2484;-751
?;-141.0;?;235.0;39;3042;-3042;208
1115;23.0;-20;313.0;42;3364;-3364;1115
?;-101.0;-14;208.0;47;3777;-3777;1667
?;-248.0;?;-153.0;42;4096;-4096;1935
?;-125.0;3;-546.0;39;3939;-3939;1774
2093;-22.0;-8;-677.0;30;3790;-3790;2093
1596;286.0;-4;-401.0;36;3928;-3928;1596
1413;416.0;6;5.0;30;4130;-4130;1413
4537;457.0;-16;290.0;10;?;-2777;4537
?;433.0;61;497.0;25;-302;302;2222
-2653;440.0;228;741.0;38;-1257;1257;-2653
-4271;515.0;275;889.0;-18;822;-822;-4271
-3856;618.0;320;1028.0;84;88;-88;-3856
-405;?;354;1136.0;251;-2572;2572;-405
413;690.0;407;1158.0;91;-1155;1155;413
-320;734.0;1117;1202.0;21;348;-348;-320
