InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer RWR accX;Accelerometer RUA_ accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ
3;-424.0;678.0;57.0;-179;305.0;?
2;-393.0;638.0;28.0;-179;293.0;490.0
0;-471.0;630.0;47.0;-179;261.0;439.0
2;-394.0;617.0;38.0;-179;215.0;466.0
4;-389.0;627.0;47.0;?;267.0;?
-1;-412.0;?;38.0;-179;282.0;417.0
-3;-461.0;618.0;49.0;-179;205.0;408.0
0;-389.0;609.0;28.0;-179;245.0;453.0
2;-381.0;590.0;20.0;-179;190.0;454.0
?;-453.0;605.0;36.0;-179;206.0;451.0
-2;-461.0;597.0;28.0;-179;225.0;459.0
2;-470.0;602.0;15.0;-179;210.0;?
3;-465.0;612.0;32.0;-179;185.0;440.0
-2;-477.0;624.0;46.0;-179;172.0;455.0
-1;-453.0;640.0;41.0;-179;171.0;429.0
1;-470.0;621.0;28.0;-179;177.0;448.0
3;-415.0;611.0;37.0;-179;?;453.0
-2;-437.0;619.0;47.0;-179;186.0;433.0
-1;-487.0;589.0;46.0;-179;161.0;432.0
1;-465.0;592.0;39.0;-179;190.0;427.0
-10;-460.0;605.0;45.0;-179;178.0;428.0
-5;-461.0;620.0;25.0;-179;181.0;428.0
3;-421.0;604.0;32.0;-179;185.0;416.0
0;-435.0;600.0;39.0;-179;165.0;417.0
2;-465.0;604.0;37.0;-179;137.0;403.0
4;-454.0;614.0;42.0;-179;186.0;403.0
2;-480.0;596.0;53.0;-179;149.0;436.0
2;-477.0;596.0;59.0;-179;162.0;431.0
2;-441.0;?;49.0;-179;144.0;409.0
3;-512.0;579.0;54.0;-179;150.0;408.0
2;-435.0;599.0;58.0;-179;159.0;399.0
2;-429.0;?;56.0;-179;155.0;399.0
?;?;591.0;57.0;-179;127.0;376.0
-3;-486.0;580.0;66.0;-179;154.0;363.0
2;-500.0;570.0;74.0;-179;149.0;383.0
3;-475.0;565.0;57.0;-179;112.0;405.0
-4;-479.0;580.0;?;-179;127.0;407.0
-4;-500.0;571.0;57.0;-179;125.0;387.0
-4;-472.0;583.0;68.0;-179;122.0;379.0
?;-488.0;582.0;46.0;-179;99.0;394.0
3;-428.0;595.0;45.0;-179;118.0;365.0
2;-452.0;581.0;57.0;-179;124.0;395.0
-2;-471.0;589.0;41.0;-179;109.0;372.0
-4;-477.0;572.0;62.0;-179;121.0;382.0
-4;-458.0;557.0;59.0;-179;97.0;385.0
0;-413.0;578.0;64.0;-179;131.0;368.0
2;-448.0;589.0;58.0;-179;100.0;377.0
-4;-428.0;583.0;71.0;-179;108.0;395.0
-2;-487.0;552.0;68.0;-179;?;404.0
2;-436.0;572.0;47.0;-179;91.0;393.0
-2;-480.0;?;57.0;-179;111.0;400.0
0;-476.0;582.0;66.0;-179;115.0;370.0
-4;-451.0;569.0;54.0;-179;101.0;356.0
-4;-452.0;574.0;50.0;-179;89.0;378.0
5;-490.0;585.0;70.0;-179;101.0;407.0
4;-467.0;587.0;77.0;-179;98.0;382.0
5;-475.0;577.0;68.0;-179;111.0;367.0
1;-462.0;562.0;55.0;-179;115.0;381.0
1;-454.0;579.0;58.0;-179;102.0;384.0
-1;-431.0;589.0;57.0;-179;110.0;375.0
-5;-410.0;571.0;56.0;-179;102.0;381.0
1;-486.0;573.0;?;-179;111.0;383.0
0;-459.0;571.0;66.0;-179;84.0;345.0
0;-437.0;581.0;67.0;-179;85.0;375.0
-4;-447.0;581.0;57.0;-179;110.0;376.0
-2;-474.0;589.0;74.0;-179;94.0;364.0
2;-483.0;551.0;57.0;-179;97.0;375.0
-2;-463.0;564.0;58.0;-179;103.0;386.0
4;-442.0;545.0;66.0;-179;100.0;368.0
-3;-442.0;550.0;64.0;-179;105.0;346.0
-8;-473.0;559.0;57.0;-179;92.0;360.0
-1;-480.0;?;69.0;-179;82.0;370.0
-2;-486.0;569.0;46.0;-179;89.0;338.0
-4;-496.0;566.0;63.0;-179;83.0;375.0
-6;-461.0;560.0;63.0;-179;80.0;390.0
3;-485.0;558.0;51.0;-179;90.0;350.0
10;-477.0;541.0;79.0;-179;77.0;325.0
-5;-476.0;560.0;65.0;-179;80.0;364.0
-6;-441.0;553.0;74.0;-179;79.0;318.0
-5;?;561.0;67.0;-179;89.0;337.0
-8;-499.0;552.0;66.0;-179;84.0;330.0
10;-466.0;552.0;57.0;-179;81.0;299.0
-32;-436.0;552.0;85.0;-179;58.0;342.0
132;-439.0;551.0;104.0;-179;86.0;?
192;-423.0;538.0;118.0;-179;66.0;326.0
245;-394.0;519.0;154.0;-179;58.0;317.0
810;-454.0;527.0;132.0;-179;?;360.0
642;-459.0;536.0;?;-179;70.0;374.0
14;-444.0;574.0;97.0;-179;75.0;349.0
-26;-387.0;591.0;108.0;-179;72.0;318.0
-66;-375.0;598.0;117.0;-179;49.0;304.0
-166;-363.0;588.0;133.0;-179;54.0;325.0
-136;-364.0;573.0;146.0;-179;63.0;309.0
-231;-402.0;556.0;131.0;-178;?;318.0
-372;-299.0;543.0;142.0;-181;111.0;421.0
-218;-253.0;560.0;113.0;-177;94.0;423.0
154;-218.0;562.0;101.0;-180;76.0;544.0
178;?;545.0;106.0;-181;71.0;584.0
-121;-75.0;594.0;?;-170;95.0;670.0
-88;-126.0;619.0;95.0;-194;75.0;682.0
76;-13.0;696.0;107.0;-157;102.0;762.0
30;-49.0;748.0;134.0;-202;93.0;806.0
40;31.0;803.0;132.0;-171;63.0;908.0
52;56.0;842.0;163.0;136;169.0;995.0
23;96.0;973.0;?;205;242.0;1018.0
27;95.0;1033.0;155.0;168;300.0;1003.0
23;-30.0;1089.0;161.0;170;408.0;997.0
36;78.0;1177.0;188.0;187;493.0;994.0
53;90.0;1188.0;158.0;175;535.0;966.0
30;10.0;1193.0;160.0;-120;?;993.0
22;17.0;1176.0;181.0;-206;707.0;912.0
28;-21.0;1153.0;155.0;-137;756.0;893.0
29;-19.0;1173.0;202.0;-175;872.0;862.0
37;?;?;?;-154;920.0;894.0
36;91.0;1059.0;152.0;?;?;875.0
38;5.0;1027.0;161.0;-165;902.0;853.0
38;48.0;1006.0;157.0;-161;906.0;805.0
32;26.0;?;144.0;-169;919.0;768.0
29;-12.0;?;160.0;-167;886.0;845.0
23;-19.0;919.0;131.0;-170;879.0;794.0
30;-6.0;951.0;90.0;-171;?;842.0
32;32.0;893.0;77.0;-171;774.0;904.0
18;-34.0;914.0;79.0;-170;806.0;860.0
37;-65.0;818.0;31.0;-171;853.0;831.0
38;31.0;838.0;34.0;-171;741.0;941.0
10;-7.0;863.0;87.0;-172;726.0;920.0
19;-78.0;?;54.0;-175;730.0;934.0
14;53.0;785.0;66.0;-176;751.0;921.0
?;-9.0;871.0;72.0;-176;701.0;965.0
5;-36.0;?;31.0;-176;695.0;1002.0
9;-70.0;777.0;37.0;-176;812.0;971.0
28;-44.0;814.0;46.0;-176;782.0;1025.0
24;-69.0;771.0;21.0;-176;672.0;1039.0
30;-63.0;?;?;-176;807.0;993.0
-21;-16.0;724.0;35.0;-176;830.0;925.0
-28;?;?;13.0;-176;774.0;941.0
-1;18.0;668.0;49.0;-176;818.0;927.0
-74;-124.0;672.0;?;-176;810.0;901.0
-52;-53.0;?;20.0;-176;829.0;889.0
19;-26.0;598.0;79.0;-176;796.0;876.0
-60;-3.0;573.0;91.0;-176;811.0;865.0
-1;-85.0;?;104.0;-176;839.0;747.0
122;-91.0;468.0;155.0;-176;795.0;830.0
92;-40.0;513.0;76.0;-176;797.0;764.0
120;78.0;542.0;122.0;-176;769.0;1035.0
137;-60.0;539.0;-201.0;-176;748.0;963.0
125;21.0;568.0;-17.0;?;734.0;792.0
116;15.0;487.0;142.0;-176;697.0;905.0
40;0.0;259.0;191.0;-176;711.0;825.0
28;25.0;603.0;162.0;-176;742.0;844.0
40;123.0;564.0;129.0;-176;?;830.0
4;64.0;578.0;131.0;-176;601.0;874.0
61;-61.0;554.0;181.0;-176;651.0;832.0
119;-4.0;572.0;168.0;-176;973.0;894.0
118;17.0;599.0;123.0;-176;832.0;844.0
117;-186.0;?;132.0;-176;649.0;813.0
54;-56.0;571.0;168.0;-176;763.0;818.0
35;-80.0;562.0;122.0;-176;695.0;850.0
42;-127.0;579.0;144.0;-176;722.0;768.0
52;-89.0;547.0;92.0;-176;774.0;767.0
97;-18.0;514.0;84.0;-176;783.0;730.0
93;11.0;?;123.0;-176;689.0;648.0
103;-12.0;502.0;113.0;-176;702.0;726.0
158;-195.0;482.0;123.0;-176;731.0;615.0
207;-215.0;488.0;121.0;-176;641.0;714.0
236;-74.0;455.0;57.0;-176;597.0;?
227;?;?;22.0;-176;?;744.0
228;-101.0;337.0;54.0;-176;595.0;729.0
241;-173.0;273.0;70.0;-177;559.0;?
165;-225.0;303.0;72.0;-175;624.0;770.0
118;?;338.0;46.0;-178;514.0;754.0
131;86.0;370.0;36.0;-174;618.0;639.0
?;83.0;369.0;108.0;-178;425.0;722.0
129;3.0;384.0;268.0;-178;441.0;748.0
122;-182.0;500.0;156.0;-169;?;667.0
145;-456.0;440.0;51.0;-190;584.0;593.0
70;-653.0;484.0;-303.0;-155;550.0;578.0
-41;-486.0;433.0;-251.0;-202;533.0;761.0
-18;-481.0;352.0;-66.0;-154;504.0;607.0
-4;-492.0;176.0;-123.0;144;?;536.0
-8;-461.0;260.0;-74.0;204;504.0;621.0
-2;-455.0;385.0;-62.0;149;?;601.0
-6;-366.0;?;-42.0;180;658.0;600.0
4;-354.0;275.0;-92.0;163;621.0;622.0
6;-355.0;267.0;-81.0;168;376.0;656.0
-7;-400.0;286.0;?;162;180.0;550.0
-9;-402.0;276.0;-159.0;158;235.0;463.0
-9;-367.0;288.0;-120.0;159;335.0;417.0
-7;-330.0;240.0;-67.0;163;189.0;480.0
?;-363.0;182.0;-28.0;157;238.0;471.0
-8;-250.0;147.0;-6.0;169;220.0;465.0
-1;-247.0;162.0;8.0;179;242.0;547.0
-12;-291.0;184.0;-9.0;154;?;531.0
-4;-273.0;196.0;-62.0;224;343.0;567.0
-22;-341.0;236.0;?;61;281.0;620.0
-9;-468.0;241.0;-74.0;-206;170.0;601.0
27;-482.0;244.0;-95.0;-174;136.0;621.0
-16;-533.0;236.0;-102.0;-165;164.0;621.0
15;-577.0;220.0;-97.0;-183;178.0;?
?;-502.0;210.0;?;-158;218.0;651.0
18;-343.0;241.0;-72.0;-167;255.0;680.0
141;-489.0;?;-1.0;-154;265.0;664.0
127;-349.0;264.0;106.0;-158;254.0;762.0
-93;-234.0;276.0;221.0;-168;268.0;830.0
158;-241.0;322.0;114.0;-170;233.0;704.0
127;-249.0;?;-97.0;-172;233.0;644.0
438;-276.0;384.0;11.0;-173;213.0;629.0
972;-313.0;164.0;-31.0;-173;139.0;556.0
488;-241.0;115.0;-10.0;-174;207.0;531.0
373;-244.0;?;-12.0;-174;245.0;457.0
636;-293.0;57.0;48.0;?;292.0;420.0
607;-285.0;49.0;-18.0;-174;329.0;387.0
562;-202.0;56.0;67.0;-174;532.0;417.0
280;-140.0;72.0;96.0;-174;491.0;407.0
-24;-187.0;148.0;?;-174;415.0;430.0
-187;-151.0;194.0;135.0;-176;388.0;399.0
-597;-215.0;233.0;125.0;-170;320.0;474.0
-1257;-250.0;241.0;156.0;-180;302.0;508.0
-2297;-306.0;288.0;172.0;-167;264.0;556.0
-2583;-479.0;285.0;88.0;-178;216.0;489.0
-1673;-374.0;322.0;14.0;-178;201.0;608.0
-568;-367.0;316.0;?;-152;175.0;885.0
328;-499.0;265.0;-48.0;-225;192.0;647.0
-1225;-399.0;125.0;-303.0;-28;196.0;566.0
-2186;?;?;-262.0;202;202.0;559.0
-300;-538.0;223.0;-183.0;73;?;498.0
56;-429.0;-23.0;-204.0;37;231.0;424.0
-152;-286.0;-17.0;-73.0;56;241.0;347.0
20;-150.0;-58.0;?;37;242.0;411.0
-148;-17.0;-99.0;68.0;86;123.0;465.0
-65;-95.0;32.0;88.0;81;451.0;451.0
-86;-231.0;145.0;126.0;102;355.0;435.0
-93;?;252.0;69.0;144;276.0;455.0
?;-341.0;307.0;-24.0;140;317.0;524.0
-76;-414.0;309.0;-120.0;217;183.0;610.0
-102;-683.0;258.0;-116.0;54;79.0;710.0
-79;-730.0;209.0;-23.0;-208;90.0;754.0
-14;-354.0;231.0;47.0;-171;196.0;696.0
-25;?;253.0;-44.0;-162;321.0;891.0
31;-464.0;311.0;26.0;-179;314.0;1017.0
?;-174.0;378.0;126.0;-159;251.0;?
58;-224.0;314.0;131.0;-180;200.0;674.0
-122;-391.0;430.0;90.0;-173;240.0;681.0
-199;-383.0;357.0;194.0;-176;253.0;642.0
528;-338.0;265.0;58.0;-179;207.0;568.0
1273;-251.0;183.0;?;?;?;511.0
848;-214.0;144.0;13.0;-180;272.0;468.0
?;-70.0;75.0;106.0;-179;525.0;474.0
393;-25.0;24.0;157.0;-179;428.0;?
288;-111.0;38.0;143.0;-179;483.0;452.0
253;-184.0;150.0;167.0;-179;461.0;462.0
262;-241.0;186.0;166.0;-178;389.0;417.0
-105;-187.0;168.0;123.0;-180;309.0;444.0
-374;-209.0;191.0;62.0;-176;280.0;481.0
-1197;-265.0;203.0;86.0;-180;254.0;516.0
?;?;170.0;36.0;-180;296.0;533.0
-319;-382.0;116.0;-65.0;-173;324.0;532.0
-1012;-431.0;156.0;-7.0;-189;325.0;641.0
-1203;-429.0;117.0;162.0;-158;290.0;708.0
90;-568.0;57.0;-39.0;-202;244.0;440.0
674;-507.0;127.0;-217.0;-149;217.0;384.0
957;?;286.0;-138.0;149;208.0;449.0
186;-677.0;177.0;-321.0;212;237.0;333.0
-191;-477.0;70.0;-282.0;78;275.0;380.0
10;-380.0;67.0;-163.0;47;?;411.0
-191;-284.0;-200.0;-54.0;72;214.0;464.0
-92;-237.0;-198.0;-12.0;81;?;489.0
-88;-253.0;-41.0;38.0;97;295.0;?
-119;-345.0;82.0;-9.0;137;166.0;468.0
-96;-330.0;141.0;-26.0;124;-43.0;508.0
-117;-326.0;155.0;-11.0;202;37.0;486.0
-98;-379.0;?;-9.0;104;-80.0;496.0
-94;-309.0;135.0;1.0;-186;-92.0;577.0
-71;-387.0;176.0;46.0;-185;69.0;728.0
-76;-467.0;207.0;83.0;-154;179.0;745.0
-94;-549.0;253.0;86.0;?;225.0;723.0
25;-535.0;307.0;75.0;-159;179.0;858.0
39;-640.0;337.0;154.0;-169;142.0;937.0
?;-513.0;299.0;109.0;-172;182.0;724.0
203;-420.0;244.0;-140.0;-171;181.0;616.0
-101;-400.0;301.0;?;-175;176.0;616.0
-248;-364.0;79.0;64.0;-175;215.0;634.0
-103;-161.0;-87.0;?;-176;300.0;740.0
176;-168.0;39.0;131.0;-177;325.0;797.0
347;-360.0;169.0;107.0;-177;285.0;891.0
?;-556.0;250.0;-77.0;-176;320.0;980.0
338;-575.0;289.0;-68.0;-177;386.0;1083.0
499;-411.0;282.0;-36.0;-176;360.0;1059.0
47;127.0;1070.0;0.0;212;?;1062.0
62;204.0;1009.0;?;-32;1015.0;1003.0
47;339.0;986.0;222.0;-218;510.0;826.0
40;322.0;871.0;330.0;-152;804.0;1131.0
42;140.0;940.0;?;-178;1029.0;938.0
42;231.0;972.0;181.0;-179;1007.0;813.0
36;213.0;1010.0;245.0;-168;885.0;832.0
64;63.0;1214.0;?;-180;812.0;872.0
88;60.0;956.0;424.0;-171;796.0;880.0
81;?;917.0;424.0;-176;712.0;883.0
83;22.0;967.0;12.0;-174;?;918.0
83;-62.0;998.0;710.0;-174;862.0;858.0
83;103.0;1014.0;346.0;-174;1078.0;855.0
84;-29.0;1151.0;203.0;-174;1020.0;912.0
96;136.0;1002.0;?;-174;773.0;912.0
91;169.0;?;288.0;-174;850.0;865.0
130;466.0;1021.0;303.0;-174;761.0;1114.0
?;-16.0;1049.0;226.0;-174;796.0;914.0
52;-22.0;1062.0;237.0;-174;806.0;864.0
366;-112.0;962.0;219.0;-174;899.0;902.0
736;-227.0;1072.0;?;-174;737.0;866.0
574;-238.0;990.0;136.0;-174;795.0;880.0
412;-200.0;?;?;?;700.0;759.0
432;75.0;1064.0;210.0;-174;793.0;745.0
187;-77.0;1024.0;277.0;-174;844.0;915.0
-77;-263.0;1026.0;243.0;-174;888.0;822.0
-72;-224.0;997.0;226.0;-174;909.0;833.0
-118;-180.0;988.0;173.0;-174;669.0;830.0
-125;-229.0;978.0;193.0;-174;706.0;816.0
-226;-198.0;916.0;158.0;-174;624.0;833.0
-609;-309.0;947.0;128.0;-174;613.0;884.0
-532;-316.0;1002.0;119.0;-174;541.0;910.0
-810;?;954.0;75.0;-175;538.0;885.0
-230;-339.0;1003.0;111.0;-174;706.0;778.0
336;-471.0;970.0;104.0;-174;649.0;585.0
-1364;-317.0;1027.0;114.0;-176;503.0;620.0
-850;-58.0;985.0;-41.0;-171;623.0;1111.0
375;-595.0;900.0;1.0;-180;507.0;878.0
-99;-285.0;806.0;-102.0;-169;?;984.0
100;-445.0;1015.0;-7.0;-179;588.0;691.0
78;-681.0;1074.0;-10.0;?;?;912.0
13;-786.0;1080.0;-123.0;-159;570.0;858.0
95;-550.0;1126.0;-146.0;-222;415.0;731.0
17;-584.0;1002.0;-162.0;-34;?;522.0
63;-471.0;935.0;-183.0;210;4.0;662.0
47;-720.0;1048.0;-131.0;156;881.0;?
44;-729.0;867.0;-231.0;157;482.0;734.0
49;-900.0;827.0;?;181;556.0;705.0
37;-784.0;796.0;-244.0;151;484.0;627.0
26;-734.0;709.0;-274.0;189;?;534.0
27;-725.0;758.0;-255.0;159;373.0;531.0
26;-724.0;730.0;-262.0;186;203.0;625.0
21;-779.0;649.0;-213.0;199;235.0;679.0
14;-837.0;661.0;-211.0;-89;320.0;662.0
14;-843.0;643.0;-263.0;-222;143.0;624.0
14;-751.0;719.0;-228.0;-157;164.0;590.0
8;-714.0;714.0;-227.0;-189;103.0;678.0
4;-821.0;703.0;-252.0;-178;17.0;525.0
3;-824.0;719.0;-229.0;-176;16.0;686.0
4;-829.0;698.0;-238.0;-183;25.0;588.0
1;-741.0;724.0;-241.0;-175;39.0;590.0
-1;-774.0;649.0;-222.0;-181;69.0;652.0
?;-796.0;688.0;-200.0;-178;53.0;651.0
1;-742.0;606.0;-191.0;-179;1.0;621.0
-1;-819.0;580.0;-179.0;-179;-4.0;?
-6;-760.0;617.0;-169.0;-178;75.0;524.0
-14;-668.0;605.0;-154.0;-178;53.0;648.0
1;-1063.0;651.0;-154.0;-178;-55.0;690.0
5;-826.0;662.0;-287.0;-178;111.0;680.0
-6;-993.0;614.0;-422.0;-178;-46.0;245.0
3;-587.0;702.0;-197.0;?;86.0;558.0
0;-1185.0;623.0;155.0;-178;58.0;727.0
-2;-1007.0;235.0;104.0;-178;?;624.0
-2;-768.0;89.0;-656.0;-178;45.0;585.0
-5;-747.0;1016.0;-264.0;-178;-72.0;?
-1;-949.0;832.0;44.0;-178;77.0;598.0
-2;-685.0;343.0;-272.0;-178;19.0;618.0
12;-743.0;671.0;-343.0;-178;0.0;561.0
-4;?;909.0;-98.0;-178;-5.0;601.0
-24;-857.0;642.0;-189.0;-179;-298.0;582.0
-4;-868.0;563.0;-320.0;-179;?;649.0
-6;-895.0;639.0;-274.0;?;-190.0;608.0
-7;-1078.0;624.0;-287.0;-179;-13.0;543.0
7;-1027.0;591.0;-380.0;-179;-43.0;605.0
1;-709.0;?;-457.0;-179;-47.0;473.0
-7;-835.0;?;-337.0;-178;-116.0;424.0
-8;-693.0;550.0;-249.0;-179;?;575.0
-8;-622.0;545.0;-373.0;-179;47.0;546.0
-5;-586.0;544.0;-347.0;-177;-36.0;601.0
-5;-365.0;501.0;-198.0;-176;?;-20.0
0;-64.0;493.0;-124.0;-176;-78.0;143.0
11;-65.0;448.0;113.0;-173;-173.0;1978.0
1;-661.0;424.0;102.0;-174;-314.0;514.0
-16;-295.0;221.0;-56.0;-174;-23.0;1016.0
-12;-561.0;510.0;-30.0;-173;-175.0;937.0
-5;-291.0;1272.0;11.0;-176;-58.0;959.0
-7;-85.0;812.0;-21.0;-178;104.0;1179.0
-3;-351.0;956.0;130.0;?;74.0;1034.0
-6;-284.0;1082.0;51.0;-177;18.0;1098.0
-12;-274.0;902.0;?;-177;-443.0;1232.0
?;-246.0;1233.0;85.0;-177;1219.0;828.0
84;71.0;1079.0;203.0;-177;523.0;1015.0
90;235.0;918.0;313.0;-177;399.0;729.0
44;378.0;1071.0;611.0;-177;1128.0;873.0
9;100.0;1004.0;755.0;-177;?;851.0
-17;-227.0;987.0;509.0;-177;764.0;1465.0
-41;-61.0;936.0;-185.0;-177;877.0;1136.0
-33;103.0;921.0;14.0;-177;621.0;1043.0
-46;60.0;801.0;190.0;-177;922.0;984.0
-42;227.0;957.0;258.0;-177;632.0;896.0
3;311.0;1390.0;437.0;-177;729.0;914.0
-2;217.0;1289.0;483.0;-177;861.0;944.0
-3;134.0;1096.0;365.0;-177;775.0;983.0
10;211.0;960.0;320.0;-177;1000.0;984.0
-41;49.0;968.0;291.0;-177;859.0;902.0
-80;206.0;987.0;280.0;-177;1076.0;1033.0
-109;259.0;1017.0;271.0;-177;906.0;1093.0
-229;-142.0;1070.0;262.0;-177;959.0;1018.0
-371;-335.0;1022.0;172.0;?;923.0;764.0
-457;-90.0;1157.0;166.0;-177;897.0;821.0
-445;25.0;1027.0;165.0;-177;945.0;745.0
-302;-163.0;843.0;235.0;-177;881.0;664.0
-128;-282.0;763.0;191.0;-177;900.0;832.0
-4;-336.0;820.0;176.0;-178;870.0;565.0
72;177.0;797.0;54.0;-176;886.0;687.0
81;47.0;706.0;130.0;-180;1098.0;1021.0
96;121.0;883.0;108.0;-175;945.0;1181.0
151;347.0;837.0;237.0;-180;614.0;962.0
176;344.0;899.0;163.0;-180;442.0;803.0
?;157.0;992.0;429.0;-172;?;1102.0
?;-169.0;1128.0;?;-193;403.0;?
23;-506.0;999.0;372.0;-157;487.0;666.0
-112;-569.0;786.0;0.0;-208;322.0;555.0
-261;-513.0;?;-120.0;-151;444.0;573.0
-293;-428.0;380.0;-76.0;155;848.0;581.0
229;-420.0;149.0;-63.0;207;995.0;567.0
716;-450.0;70.0;-106.0;157;1129.0;566.0
843;-419.0;50.0;-163.0;193;?;628.0
-77;-342.0;74.0;-88.0;171;983.0;624.0
-795;-300.0;106.0;-147.0;180;951.0;518.0
-30;-246.0;147.0;-174.0;180;532.0;?
24;-284.0;185.0;-111.0;171;195.0;478.0
-249;-309.0;195.0;-89.0;169;163.0;457.0
-87;-361.0;210.0;-103.0;166;?;432.0
-149;-337.0;253.0;-127.0;159;205.0;?
-126;-414.0;253.0;-126.0;162;215.0;467.0
-98;-423.0;205.0;-47.0;169;?;522.0
3;-396.0;173.0;-80.0;158;277.0;559.0
-78;?;199.0;-137.0;185;278.0;536.0
-186;-430.0;269.0;-173.0;157;247.0;555.0
-115;-433.0;286.0;-132.0;198;251.0;505.0
-132;-493.0;306.0;-77.0;170;239.0;495.0
-122;-422.0;304.0;-77.0;-130;186.0;533.0
-164;-449.0;284.0;-92.0;-204;141.0;581.0
-181;-462.0;255.0;-62.0;-147;114.0;666.0
-130;-487.0;251.0;-60.0;-182;139.0;?
-111;-472.0;271.0;-78.0;-160;198.0;611.0
?;-480.0;285.0;-82.0;-165;209.0;622.0
-115;-429.0;306.0;-56.0;-166;184.0;662.0
-66;-422.0;265.0;-8.0;-159;154.0;640.0
-132;-427.0;278.0;-20.0;-162;107.0;689.0
-172;-452.0;292.0;8.0;-159;?;755.0
-111;?;285.0;28.0;-164;159.0;789.0
-86;-431.0;260.0;-12.0;-166;233.0;660.0
90;-322.0;254.0;-238.0;-170;257.0;425.0
177;-205.0;263.0;-159.0;-171;237.0;?
6;-183.0;137.0;91.0;-172;232.0;593.0
31;-277.0;-61.0;205.0;-173;256.0;674.0
131;-262.0;29.0;151.0;?;294.0;597.0
128;-328.0;200.0;-39.0;-174;311.0;490.0
382;-322.0;307.0;-147.0;-174;330.0;444.0
616;-304.0;217.0;-117.0;-174;359.0;410.0
578;-294.0;124.0;-191.0;-174;389.0;406.0
436;-333.0;40.0;-7.0;?;235.0;468.0
399;-257.0;-24.0;84.0;-175;194.0;456.0
367;-228.0;-3.0;108.0;-175;292.0;446.0
295;-238.0;123.0;83.0;-175;364.0;438.0
502;-277.0;217.0;89.0;-175;366.0;436.0
-222;-275.0;289.0;132.0;-174;291.0;464.0
-1348;-292.0;304.0;123.0;-176;222.0;492.0
-1491;-322.0;314.0;109.0;-174;175.0;553.0
-347;-398.0;339.0;102.0;-174;158.0;649.0
434;-500.0;374.0;163.0;-179;175.0;714.0
-1251;-581.0;342.0;0.0;-165;209.0;728.0
-126;-511.0;278.0;-251.0;-185;228.0;565.0
1543;-334.0;261.0;-252.0;-158;203.0;545.0
107;-339.0;257.0;-127.0;-180;155.0;511.0
415;?;?;-126.0;-193;163.0;441.0
260;-307.0;-7.0;-149.0;60;208.0;438.0
-321;-195.0;119.0;-52.0;123;237.0;492.0
57;-185.0;48.0;90.0;68;241.0;578.0
-152;-219.0;-16.0;145.0;130;274.0;?
-89;-278.0;?;?;130;306.0;553.0
-50;-298.0;233.0;-7.0;149;269.0;527.0
-97;-373.0;359.0;-46.0;150;212.0;480.0
-50;-379.0;313.0;-57.0;211;274.0;499.0
-77;-373.0;292.0;-76.0;56;214.0;512.0
-77;-396.0;227.0;-47.0;-207;162.0;499.0
-66;-362.0;203.0;-6.0;-167;208.0;533.0
-75;-391.0;222.0;?;-152;?;631.0
-42;-459.0;262.0;32.0;-181;365.0;684.0
-31;-473.0;319.0;20.0;-145;315.0;693.0
23;-486.0;365.0;-74.0;-183;258.0;754.0
-29;-434.0;360.0;58.0;-159;197.0;856.0
17;-422.0;269.0;102.0;-170;174.0;664.0
235;-280.0;248.0;-20.0;-209;185.0;578.0
160;-283.0;309.0;49.0;58;200.0;540.0
623;-294.0;213.0;72.0;220;218.0;574.0
1247;-258.0;129.0;?;152;257.0;535.0
1060;-304.0;159.0;65.0;180;290.0;522.0
1100;-277.0;?;46.0;174;285.0;489.0
1201;-273.0;175.0;96.0;168;301.0;473.0
658;-270.0;168.0;158.0;178;377.0;464.0
503;-190.0;169.0;97.0;170;407.0;?
393;-170.0;175.0;?;175;302.0;434.0
58;-217.0;169.0;80.0;173;322.0;435.0
91;-233.0;143.0;57.0;173;292.0;421.0
102;-236.0;125.0;39.0;174;266.0;453.0
-49;-249.0;152.0;97.0;174;250.0;508.0
-1304;?;165.0;114.0;174;223.0;490.0
-2046;-314.0;155.0;53.0;175;255.0;519.0
-1699;-339.0;187.0;73.0;174;260.0;626.0
-1723;-408.0;187.0;112.0;174;259.0;669.0
-846;-495.0;128.0;23.0;177;233.0;601.0
-551;-567.0;155.0;-186.0;175;215.0;474.0
-1004;-347.0;253.0;?;181;225.0;499.0
-702;-365.0;239.0;-24.0;167;220.0;568.0
-411;-518.0;70.0;-75.0;117;264.0;438.0
-203;-438.0;71.0;-53.0;81;239.0;409.0
-100;-321.0;208.0;-5.0;72;225.0;472.0
-118;-262.0;131.0;50.0;75;259.0;536.0
-128;-246.0;86.0;69.0;92;285.0;541.0
-128;-315.0;139.0;43.0;106;268.0;522.0
-95;-351.0;244.0;45.0;?;154.0;542.0
-117;-396.0;309.0;12.0;124;141.0;527.0
-124;-368.0;301.0;-4.0;140;?;559.0
-90;-363.0;270.0;-17.0;?;172.0;550.0
-100;-428.0;232.0;-18.0;148;59.0;578.0
-116;-325.0;235.0;-14.0;202;?;?
-105;-356.0;228.0;68.0;?;231.0;710.0
-102;-471.0;?;133.0;-138;291.0;669.0
-91;-483.0;290.0;48.0;-182;277.0;640.0
