Accelerometer RKN_ accY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Nav_Ax
1036.0;-767.0;?;825;239;97;-3984;-200
716.0;-547.0;2893;-1028;1216;1568;-2893;107
?;-421.0;920;-193;1012;710;?;-61
658.0;-256.0;110;-48;757;734;-110;-119
625.0;-119.0;143;-48;656;813;-143;-57
1104.0;-48.0;119;87;659;656;-119;-124
1593.0;-61.0;88;-40;697;776;-88;-132
1051.0;9.0;46;53;651;701;-46;-105
984.0;178.0;57;11;665;740;-57;-105
996.0;372.0;45;21;668;726;-45;-106
1043.0;484.0;36;25;?;724;-36;-92
1006.0;554.0;49;11;679;719;-49;-98
948.0;860.0;106;?;656;713;-106;-107
1016.0;1140.0;69;-9;694;724;-69;-81
1020.0;1106.0;124;51;653;706;-124;-103
950.0;850.0;112;35;666;710;-112;-97
1009.0;552.0;780;-57;688;772;?;65
1005.0;?;2549;215;384;797;-2549;175
945.0;803.0;3193;-136;665;877;-3193;333
918.0;768.0;5038;375;236;858;-5038;280
985.0;770.0;8369;-512;1381;792;-8369;92
952.0;694.0;7597;-1864;2863;?;-7597;144
1001.0;756.0;3517;863;392;1117;-3517;700
1058.0;832.0;-5;892;687;2091;5;1684
1130.0;534.0;?;-75;1561;1544;1763;1120
1284.0;158.0;-2509;1273;26;418;2509;11
1916.0;78.0;-3583;659;561;594;3583;210
?;209.0;-4059;394;645;554;4059;172
1435.0;187.0;-3919;602;405;450;3919;62
1122.0;2.0;-4670;-130;1067;775;4670;191
715.0;-74.0;?;-805;1404;1135;5103;-311
400.0;-24.0;-4871;-1533;2239;1453;4871;-523
414.0;-228.0;-5482;-1733;2809;?;5482;-1519
451.0;-439.0;-5565;-731;2746;253;5565;-2354
407.0;-298.0;-3979;1128;2633;-1276;3979;-457
383.0;-40.0;-698;2533;844;-1895;698;285
427.0;56.0;4214;500;599;318;-4214;181
433.0;-39.0;5630;-2179;2297;2303;-5630;189
571.0;-144.0;4394;-2838;2856;2436;-4394;-1604
1190.0;12.0;4510;-2941;2926;2494;-4510;-1724
?;75.0;1879;-907;1446;?;-1879;-288
-391.0;172.0;-79;346;468;452;79;50
836.0;?;434;-140;817;818;-434;-54
1036.0;488.0;30;87;645;661;-30;4
1573.0;432.0;118;39;672;709;-118;2
636.0;603.0;142;13;691;724;-142;30
?;751.0;42;47;?;696;-42;51
845.0;944.0;136;0;701;735;-136;1
1054.0;1271.0;77;29;685;704;-77;55
981.0;1786.0;122;35;679;710;-122;-11
1018.0;2262.0;351;28;660;741;-351;63
1060.0;2477.0;516;7;673;747;-516;121
1006.0;2830.0;722;193;566;632;-722;-301
983.0;2816.0;2150;160;520;760;-2150;-157
992.0;2470.0;4250;139;482;943;-4250;227
947.0;1766.0;5740;67;593;1003;-5740;-83
940.0;?;5595;95;566;995;-5595;-31
979.0;644.0;2797;626;?;863;-2797;168
928.0;539.0;-32;450;600;1012;32;?
958.0;630.0;-850;331;?;903;850;-403
1118.0;710.0;-1967;637;373;464;1967;-392
1051.0;674.0;-3249;464;531;389;3249;-596
1311.0;624.0;-3340;287;655;457;3340;-629
1631.0;639.0;?;79;832;512;3712;-721
1329.0;420.0;-3881;-85;977;552;3881;-703
1453.0;394.0;-4026;-180;1017;655;4026;-685
1167.0;341.0;-3705;-393;1199;751;3705;-700
648.0;53.0;-3985;-310;1120;734;3985;-721
491.0;-336.0;-3965;-317;1126;735;3965;-720
375.0;-571.0;-3328;-419;1232;735;3328;-638
460.0;-726.0;-5149;-172;980;731;5149;-869
529.0;-739.0;-105;-607;1374;816;105;-292
535.0;-545.0;4190;146;328;?;-4190;?
408.0;-206.0;-117;1265;-864;1374;117;-669
650.0;197.0;4;112;662;762;-4;-77
702.0;525.0;495;-124;940;?;-495;-13
1216.0;698.0;-288;223;502;754;288;-313
1055.0;932.0;281;-23;800;675;-281;-162
71.0;863.0;-126;144;608;723;126;-223
953.0;801.0;9;71;692;700;-9;?
637.0;808.0;-9;51;710;702;9;-181
1835.0;851.0;-100;95;650;?;100;-205
1441.0;920.0;15;41;691;716;-15;-182
1118.0;734.0;1;39;676;721;-1;-146
741.0;669.0;-12;?;672;714;12;-101
1103.0;590.0;13;25;672;721;-13;-75
1091.0;696.0;26;17;679;718;-26;-57
921.0;1061.0;-3;17;678;715;3;-56
980.0;1462.0;-11;17;677;715;?;-41
985.0;1402.0;-9;21;667;718;9;-34
959.0;1104.0;5;16;675;?;-5;-28
980.0;754.0;12;15;677;717;-12;-19
925.0;218.0;?;30;661;711;0;-18
963.0;-121.0;21;29;675;698;-21;12
?;-553.0;4;25;669;708;-4;-19
996.0;-908.0;?;17;661;726;24;?
990.0;-1154.0;6;6;678;727;-6;-13
1175.0;-1303.0;?;16;666;726;10;-24
1415.0;-1294.0;-50;20;667;718;50;-22
1779.0;-897.0;-51;8;679;722;51;-11
1281.0;-540.0;-40;14;674;720;40;-11
588.0;-27.0;-86;?;663;725;86;-21
765.0;605.0;-64;17;662;?;64;-20
587.0;1148.0;-83;10;662;737;83;-23
363.0;1848.0;-211;-6;674;747;211;-19
494.0;2528.0;?;3;657;747;326;-7
490.0;2964.0;-685;-20;578;848;685;-113
501.0;3068.0;-295;15;663;725;295;21
576.0;2632.0;-649;-10;675;756;649;2
753.0;2042.0;-1693;-58;761;833;1693;?
971.0;2036.0;-720;226;1591;131;720;1036
1042.0;1693.0;-365;387;2079;-189;?;1613
1026.0;?;-75;170;1332;141;75;795
?;1136.0;1140;-38;614;517;-1140;-126
656.0;891.0;1385;-2;492;891;-1385;-491
1048.0;512.0;1659;50;452;983;-1659;-557
1265.0;263.0;1582;-70;?;1097;-1582;-610
1017.0;315.0;823;33;445;1170;-823;-559
959.0;?;-70;232;264;1068;70;-506
931.0;1123.0;-199;354;170;1007;199;-540
1138.0;1367.0;-340;303;209;1020;340;-529
974.0;1334.0;-1374;76;419;1042;?;-517
944.0;1198.0;-1580;53;460;1022;1580;-511
998.0;1149.0;-1945;-52;518;1044;1945;-430
981.0;992.0;-2809;-78;589;917;2809;-202
937.0;719.0;-2171;21;463;865;2171;-146
1027.0;389.0;-1100;-252;697;1059;1100;-174
987.0;157.0;-1067;-710;1327;1228;1067;?
975.0;32.0;-1777;?;1776;1226;1777;241
1006.0;102.0;-2687;-172;?;384;2687;850
981.0;183.0;-2002;1444;1522;-993;2002;824
994.0;324.0;331;1762;1157;-1014;-331;73
981.0;490.0;293;1521;1250;-860;-293;397
1011.0;631.0;21;1616;1264;-984;-21;523
990.0;775.0;2847;?;1186;650;-2847;-670
972.0;897.0;2366;-527;1164;1220;-2366;-368
1007.0;919.0;116;25;913;553;-116;338
956.0;794.0;396;-29;684;808;-396;-84
896.0;605.0;118;16;?;734;-118;11
941.0;443.0;?;45;677;702;-59;37
1033.0;216.0;142;8;652;768;-142;-36
985.0;-73.0;5;54;666;695;-5;41
1012.0;?;165;26;659;734;-165;2
985.0;-263.0;67;39;658;709;-67;44
985.0;-431.0;76;36;?;719;-76;32
998.0;-595.0;78;20;672;721;-78;40
977.0;-572.0;73;13;696;715;-73;21
993.0;-434.0;10;24;664;724;-10;-17
975.0;-336.0;87;45;634;727;-87;-29
960.0;-399.0;116;3;?;728;-116;-20
968.0;-535.0;125;11;686;728;-125;-22
979.0;?;280;63;621;729;-280;-63
1069.0;-641.0;552;-42;?;739;-552;-32
1101.0;-596.0;1895;119;?;761;?;-76
1220.0;-459.0;1939;-34;606;800;-1939;-140
1015.0;-322.0;3003;55;540;?;-3003;-148
746.0;-87.0;6458;-310;1054;768;-6458;27
688.0;165.0;6257;-1582;2386;894;-6257;147
967.0;305.0;4218;-205;1008;1323;-4218;-442
865.0;364.0;1347;707;184;1297;-1347;-572
1109.0;365.0;-1407;186;?;728;1407;-31
1027.0;359.0;-1372;809;234;573;1372;203
1055.0;397.0;-2171;607;439;634;2171;286
989.0;?;-3460;439;502;463;3460;144
1000.0;541.0;-3978;250;620;561;3978;98
955.0;482.0;-4382;-68;778;?;4382;88
922.0;271.0;-4522;-203;996;771;4522;148
785.0;75.0;-4055;-604;1149;1109;4055;?
864.0;?;-3948;?;1199;1222;3948;97
838.0;-277.0;-4468;-1001;2800;910;4468;884
871.0;-301.0;-4575;333;3177;-148;4575;1061
755.0;-236.0;-6158;3084;3050;-2279;6158;869
1115.0;-145.0;-3574;2210;2691;-1336;?;319
917.0;-84.0;3564;-392;747;1590;-3564;-853
705.0;5.0;4655;-198;875;1220;-4655;-768
577.0;?;2292;-231;1797;752;-2292;-149
705.0;152.0;?;-322;1121;933;-896;49
1152.0;272.0;142;201;630;607;-142;37
1523.0;313.0;237;-10;730;783;-237;-53
1095.0;407.0;61;64;?;705;-61;14
1130.0;511.0;-3;89;?;695;3;-3
862.0;?;34;39;678;748;-34;-28
1100.0;385.0;39;87;659;707;-39;-20
1006.0;461.0;68;52;688;730;-68;-34
943.0;447.0;31;69;673;713;-31;-20
1060.0;276.0;23;59;679;717;-23;-22
992.0;?;16;?;674;716;-16;-29
894.0;17.0;45;54;679;713;-45;-21
928.0;-56.0;19;50;677;711;?;-14
1021.0;-277.0;44;41;684;711;-44;-11
968.0;-528.0;-6;50;671;710;6;-13
985.0;-714.0;-130;61;648;709;130;-24
961.0;-673.0;6;38;660;726;-6;-43
969.0;-666.0;72;43;644;736;-72;-37
948.0;-589.0;171;-8;729;?;-171;-6
999.0;-514.0;169;55;586;763;-169;-64
1013.0;-383.0;1051;56;519;?;-1051;-190
1037.0;-191.0;2596;23;580;794;-2596;-131
1145.0;-68.0;3235;41;551;791;-3235;23
1334.0;53.0;3555;-427;1201;748;-3555;-31
1626.0;62.0;1924;-384;1137;818;-1924;-119
1216.0;130.0;?;98;471;892;60;-53
?;214.0;-566;244;449;690;566;-91
861.0;338.0;-1711;460;293;511;1711;-28
656.0;471.0;-2054;?;425;578;2054;224
464.0;592.0;-1870;58;683;607;1870;244
491.0;616.0;-2018;45;783;496;2018;443
?;430.0;-1629;-96;955;582;1629;204
531.0;123.0;-1351;?;1154;609;1351;-283
410.0;41.0;?;55;1328;271;1096;6
475.0;?;-513;275;1200;125;513;19
553.0;-190.0;-33;200;1155;261;33;-44
751.0;-244.0;359;194;990;330;-359;112
1106.0;-221.0;541;116;890;506;-541;-122
1597.0;-315.0;613;6;932;585;-613;-35
-141.0;?;881;286;679;417;-881;-91
?;-266.0;703;389;577;457;-703;-655
782.0;-106.0;459;268;412;697;-459;?
1197.0;94.0;546;-295;754;1086;?;-504
1172.0;212.0;243;-581;1143;1172;-243;-785
1110.0;259.0;-135;-53;694;808;135;-206
831.0;201.0;-153;47;638;721;153;-105
997.0;99.0;-210;-15;?;716;210;-103
1000.0;77.0;-143;64;672;678;143;21
969.0;34.0;?;24;675;727;13;-100
1025.0;-4.0;-53;35;661;720;53;-65
1070.0;-5.0;-43;34;650;728;?;?
979.0;91.0;-42;26;654;733;42;-16
?;251.0;-15;22;662;731;15;-43
1003.0;353.0;-5;27;658;726;5;-44
975.0;479.0;?;32;657;718;43;-28
977.0;495.0;-27;20;666;727;27;-47
935.0;492.0;-10;?;670;730;10;-45
979.0;459.0;9;13;672;728;-9;-35
992.0;?;3;10;674;727;-3;-31
878.0;372.0;-24;16;663;728;24;-23
934.0;292.0;-12;17;660;729;12;-29
1013.0;197.0;-1;22;656;727;1;-18
891.0;60.0;-31;28;648;725;31;-1
1004.0;-13.0;-53;22;657;726;53;?
1233.0;-80.0;-50;28;653;721;50;-15
1290.0;-86.0;-30;23;655;724;30;-5
1091.0;4.0;0;19;657;?;0;-17
983.0;159.0;25;28;648;724;-25;-14
867.0;274.0;33;22;662;721;-33;-17
881.0;?;33;19;664;?;-33;-15
704.0;501.0;27;18;658;729;-27;-12
622.0;583.0;?;19;655;731;10;-14
738.0;546.0;-14;22;652;728;14;-15
686.0;441.0;24;18;658;729;-24;-13
801.0;275.0;5;21;658;?;-5;-4
841.0;-36.0;?;21;661;722;24;0
945.0;-182.0;-6;14;664;729;6;-4
1098.0;-173.0;1;13;659;734;-1;-1
918.0;-87.0;3;18;658;729;-3;-1
867.0;?;11;15;664;728;-11;-4
901.0;-26.0;2;11;668;730;-2;-2
993.0;-16.0;7;18;658;728;-7;0
931.0;-67.0;8;22;653;728;-8;3
907.0;-89.0;-28;18;657;730;28;4
864.0;-126.0;-23;18;657;729;23;1
?;-121.0;13;15;660;732;-13;-6
952.0;-122.0;13;?;668;731;-13;-12
1010.0;-83.0;7;16;667;?;-7;-3
1101.0;-102.0;-26;20;655;728;26;8
908.0;-65.0;-64;18;657;730;64;-2
973.0;-1.0;-30;16;663;727;30;?
1036.0;-45.0;0;21;654;729;0;-2
941.0;-68.0;-10;21;?;729;10;3
946.0;-90.0;-8;13;658;735;8;-8
994.0;?;-14;21;651;730;14;-5
1020.0;-62.0;14;10;661;737;-14;-4
1019.0;23.0;-32;16;651;738;32;-4
990.0;44.0;-98;47;626;719;98;?
991.0;72.0;3;?;643;733;-3;-2
1005.0;62.0;12;14;652;739;-12;7
1019.0;131.0;?;17;655;732;47;2
999.0;258.0;-19;15;657;733;19;-8
988.0;296.0;?;?;?;732;24;2
1005.0;302.0;-11;?;652;738;11;-1
970.0;237.0;7;23;643;736;-7;-5
995.0;165.0;-36;19;649;735;36;-5
981.0;137.0;-28;13;655;739;28;-11
?;160.0;-11;16;649;740;11;-6
979.0;129.0;-34;6;660;744;34;-20
987.0;74.0;-32;10;652;?;32;-16
962.0;88.0;-54;?;644;747;54;14
992.0;117.0;-63;-4;662;754;63;-3
988.0;183.0;-48;21;641;742;48;15
1000.0;150.0;-225;-56;712;776;?;-20
996.0;112.0;-257;-128;723;?;257;283
995.0;134.0;-195;-137;?;1061;195;888
985.0;141.0;-258;-119;699;1123;258;889
994.0;?;-27;265;253;924;27;684
994.0;283.0;-375;356;?;939;375;702
974.0;382.0;?;97;183;1077;763;565
974.0;?;-972;-92;?;1060;972;354
989.0;540.0;-1704;-237;757;957;?;74
995.0;533.0;-1683;-193;916;810;1683;-253
999.0;447.0;-1576;-407;1062;958;1576;-348
970.0;?;?;-10;977;603;1522;-493
1005.0;587.0;-1169;496;899;136;1169;-780
959.0;512.0;-282;745;1075;-187;282;-1055
983.0;565.0;1320;1231;910;-575;-1320;-1059
975.0;434.0;1545;703;642;107;-1545;-539
981.0;184.0;1137;439;534;463;?;-306
978.0;-28.0;?;351;680;406;-1651;-408
?;-207.0;1968;-167;?;815;-1968;-183
991.0;-465.0;1293;-54;634;814;-1293;-17
989.0;-759.0;307;-48;?;759;-307;-84
985.0;-918.0;59;-29;717;738;-59;-77
1007.0;-1119.0;178;66;644;682;-178;-57
1017.0;-1123.0;123;-18;701;738;-123;-58
1009.0;-780.0;?;?;679;?;-132;-46
982.0;-730.0;96;30;706;672;-96;-101
978.0;?;-58;26;712;676;58;-98
989.0;-910.0;-43;20;660;729;43;-25
?;-752.0;35;19;?;725;-35;-33
988.0;-702.0;-17;23;692;696;17;-68
990.0;-503.0;-23;16;674;720;23;-39
?;-344.0;?;15;656;738;-34;-14
1009.0;-475.0;29;20;675;715;-29;-37
996.0;-587.0;9;21;681;708;-9;-46
974.0;-586.0;22;31;666;706;-22;-36
?;-489.0;16;27;676;703;-16;-40
989.0;-451.0;0;8;688;718;0;-37
987.0;-409.0;1;13;672;725;?;-22
995.0;-422.0;23;15;668;724;-23;-22
986.0;-275.0;59;16;681;711;-59;-32
981.0;-277.0;31;29;685;691;-31;-43
1003.0;-133.0;14;20;682;704;-14;-33
927.0;-102.0;19;12;684;?;-19;-24
933.0;?;-29;?;685;691;29;-37
?;191.0;-50;22;681;700;50;?
991.0;348.0;-80;14;?;716;80;-16
1229.0;541.0;?;26;673;700;98;-22
1279.0;577.0;-67;-15;693;738;67;-8
1016.0;664.0;-78;-47;714;763;78;-10
1057.0;590.0;?;6;687;718;68;-25
925.0;619.0;?;18;664;?;9;-8
891.0;531.0;2;3;678;730;-2;-17
920.0;460.0;26;?;?;727;-26;5
918.0;451.0;152;22;631;748;-152;26
945.0;343.0;193;4;674;733;-193;-11
964.0;332.0;108;?;691;705;-108;-21
894.0;296.0;95;25;?;703;-95;-15
695.0;340.0;93;2;757;656;-93;-100
520.0;353.0;65;53;?;390;-65;-484
496.0;387.0;-3;86;1225;89;3;-844
1062.0;?;-137;20;1109;314;?;-473
1066.0;504.0;-240;-111;691;871;240;53
?;563.0;-236;-242;708;1019;236;18
969.0;715.0;-50;-141;770;842;50;11
846.0;806.0;31;-107;800;778;-31;20
982.0;580.0;35;-51;716;779;-35;79
1137.0;439.0;62;163;503;687;-62;192
?;307.0;-100;97;623;656;100;7
957.0;159.0;-171;52;531;798;171;?
938.0;?;-65;85;496;786;65;156
843.0;95.0;34;53;683;652;-34;-117
859.0;249.0;13;53;663;674;-13;-69
1035.0;157.0;-98;29;646;727;98;22
949.0;-93.0;-70;13;669;726;70;-7
869.0;-120.0;-65;-22;723;721;65;-76
940.0;-380.0;-198;0;670;735;198;-66
995.0;-526.0;-178;78;560;727;?;-4
835.0;-487.0;-289;44;629;706;289;-127
904.0;-527.0;-244;104;560;690;244;?
903.0;-487.0;231;210;394;715;-231;273
827.0;-466.0;144;42;563;782;-144;108
918.0;-581.0;-1;11;667;724;1;-111
932.0;-555.0;109;67;617;?;-109;?
920.0;-442.0;68;-23;673;771;-68;4
922.0;-276.0;151;9;660;740;-151;2
871.0;-233.0;?;16;665;725;-80;-20
925.0;-206.0;19;6;674;?;-19;-26
940.0;-259.0;53;20;658;727;?;10
874.0;-228.0;-10;7;663;739;10;1
906.0;148.0;-5;?;647;728;5;0
932.0;571.0;22;19;655;731;-22;9
933.0;917.0;23;10;664;734;-23;?
925.0;1192.0;18;13;659;735;-18;2
977.0;1208.0;2;16;657;732;-2;3
908.0;1133.0;-13;20;658;726;13;-3
954.0;777.0;-10;20;657;727;10;-2
849.0;305.0;-19;20;656;729;19;-2
964.0;153.0;-20;15;658;733;20;6
1014.0;263.0;18;18;656;730;-18;3
887.0;366.0;5;17;657;730;-5;-1
936.0;229.0;-41;11;660;736;41;4
918.0;360.0;-30;12;660;735;30;3
946.0;505.0;-30;12;660;?;30;3
960.0;607.0;-40;18;652;734;40;4
819.0;?;-3;21;648;733;3;7
958.0;421.0;9;15;648;?;-9;6
960.0;-29.0;-16;14;649;742;16;-2
928.0;-330.0;-21;16;652;738;21;-3
970.0;-464.0;-30;?;652;?;30;0
940.0;-479.0;-36;12;655;739;36;0
886.0;-185.0;-27;14;654;737;?;2
868.0;-9.0;-36;?;659;736;36;-3
922.0;119.0;-8;16;662;728;8;-12
956.0;80.0;33;22;650;732;-33;-3
949.0;248.0;-1;19;651;735;1;4
907.0;123.0;-26;23;654;725;26;-7
955.0;125.0;-10;20;652;732;10;2
925.0;29.0;-15;14;656;736;15;?
?;190.0;-20;19;657;729;20;-11
905.0;174.0;-10;16;656;734;10;-2
970.0;35.0;-8;18;653;734;8;-6
?;-165.0;-19;22;649;731;19;-8
1020.0;-322.0;-18;21;652;730;?;-6
917.0;-371.0;-9;22;652;729;9;-8
932.0;-370.0;-25;23;646;734;25;2
981.0;-261.0;-22;19;650;736;22;3
883.0;-195.0;18;16;654;735;?;-3
981.0;8.0;12;18;650;735;-12;-1
971.0;183.0;-3;21;646;735;?;-1
974.0;200.0;0;18;651;735;0;0
982.0;-96.0;-11;13;658;735;11;2
985.0;-172.0;-10;13;658;736;10;2
981.0;98.0;-9;14;657;735;9;2
993.0;446.0;-11;13;658;?;11;2
1006.0;419.0;-10;14;657;735;?;2
987.0;468.0;-10;13;658;735;10;2
987.0;?;-11;14;658;735;11;2
1010.0;-21.0;-10;14;658;?;10;?
989.0;-170.0;-8;13;658;735;8;2
1006.0;-66.0;-16;14;658;735;16;2
989.0;-64.0;9;13;658;736;-9;2
989.0;?;35;15;658;734;-35;0
990.0;119.0;-3;18;658;729;3;-5
996.0;78.0;-3;18;656;731;3;-5
975.0;6.0;29;18;655;732;-29;-5
984.0;-19.0;?;18;656;730;15;-8
1000.0;-32.0;-21;21;650;733;21;0
991.0;-9.0;18;21;646;736;-18;4
994.0;66.0;-1;?;652;735;1;-3
988.0;256.0;-11;17;654;734;11;2
980.0;236.0;-8;18;653;?;8;6
994.0;214.0;-12;16;656;?;12;-1
972.0;-155.0;-9;15;?;733;9;-4
976.0;-267.0;-10;15;658;733;10;-4
979.0;-85.0;-10;15;658;734;10;-4
995.0;31.0;-10;15;658;733;10;-4
1007.0;18.0;-9;15;658;733;9;-4
989.0;33.0;-15;16;656;733;15;-1
1007.0;51.0;-23;16;656;733;23;2
1010.0;84.0;-20;17;656;733;20;1
?;-119.0;-21;16;656;734;21;1
995.0;-290.0;-23;16;656;734;23;2
992.0;-332.0;?;21;651;731;11;-4
979.0;-415.0;-14;21;650;732;14;-2
989.0;-444.0;0;19;?;733;0;1
993.0;-302.0;25;22;650;731;-25;?
992.0;-202.0;23;22;650;732;-23;-1
990.0;-262.0;23;22;?;731;-23;-1
968.0;-328.0;16;18;654;733;-16;-1
964.0;-469.0;13;17;654;733;-13;5
?;-692.0;27;19;648;736;-27;?
998.0;-1041.0;20;19;651;734;-20;9
980.0;-1130.0;22;24;652;727;-22;-1
989.0;-903.0;37;22;647;734;-37;3
997.0;-548.0;5;18;653;733;-5;3
989.0;-258.0;-12;17;655;732;12;3
999.0;-77.0;5;16;651;739;-5;8
996.0;-66.0;-1;16;652;737;1;7
997.0;-28.0;0;16;?;738;0;7
982.0;-238.0;3;16;652;737;-3;7
1004.0;-60.0;-3;16;651;?;3;7
1003.0;-200.0;7;16;653;737;-7;7
988.0;-87.0;-6;16;651;738;6;7
1006.0;123.0;6;16;?;737;-6;?
1001.0;?;44;17;665;724;-44;-4
989.0;57.0;18;20;660;724;-18;-10
990.0;361.0;22;17;655;733;-22;8
987.0;215.0;25;?;660;726;-25;6
1007.0;276.0;-20;19;658;?;20;-5
979.0;674.0;5;17;658;731;-5;2
989.0;773.0;15;21;662;722;-15;0
979.0;937.0;-24;20;655;729;24;-1
?;1308.0;12;20;655;728;-12;-3
1001.0;?;22;21;656;726;-22;-1
986.0;1558.0;-33;22;?;732;33;-1
989.0;1731.0;-18;21;650;732;18;1
987.0;1769.0;12;18;655;732;-12;5
991.0;1709.0;8;16;661;729;-8;-16
977.0;1701.0;34;21;659;723;-34;10
?;1675.0;?;28;664;711;-63;-11
993.0;1643.0;42;39;647;712;-42;83
999.0;1628.0;188;-12;686;745;-188;39
996.0;1599.0;513;3;622;781;-513;-136
1006.0;1482.0;874;12;498;?;?;72
998.0;1414.0;1706;-244;763;1014;-1706;-241
998.0;1342.0;2308;?;792;918;-2308;-913
989.0;1186.0;1947;?;1350;1010;-1947;-1296
989.0;1019.0;-41;-623;1910;920;41;-1389
975.0;862.0;-1782;595;676;102;1782;-473
973.0;656.0;-694;721;117;-12;694;270
993.0;448.0;-588;127;553;714;588;-256
1000.0;249.0;-1667;289;465;935;1667;-607
1006.0;77.0;-1844;323;430;773;1844;-451
988.0;-91.0;-2741;293;478;776;2741;-569
997.0;-183.0;-3083;161;573;831;3083;-590
987.0;-247.0;-2950;-38;683;911;2950;-534
1009.0;-128.0;-3014;-282;881;1017;3014;-443
1003.0;-117.0;-2754;-659;1193;1146;2754;-30
?;-108.0;-2576;-1109;?;1299;2576;466
981.0;-176.0;-3263;-951;?;1057;3263;1113
996.0;-196.0;-3604;692;2088;-534;3604;2259
989.0;-292.0;-2046;2031;2457;-1835;2046;2927
980.0;-359.0;-855;951;707;265;?;1752
999.0;-417.0;1985;-871;-21;2217;-1985;131
994.0;-374.0;4353;-272;1013;1040;-4353;1045
977.0;-360.0;3548;-38;944;865;?;1479
965.0;-332.0;3827;-1869;1909;1759;-3827;-810
979.0;-286.0;1834;-1008;1491;1142;-1834;-701
985.0;-238.0;-320;323;419;613;320;356
1003.0;-121.0;347;-138;?;783;-347;-118
982.0;4.0;53;57;648;689;-53;22
993.0;119.0;-8;29;662;713;8;2
1017.0;?;74;-33;704;744;-74;-78
997.0;252.0;-68;61;632;705;68;9
991.0;499.0;-48;-12;686;737;48;-37
980.0;?;13;30;653;726;-13;-9
970.0;975.0;-15;27;649;728;15;-30
979.0;1060.0;29;28;655;721;-29;-14
971.0;1082.0;333;-50;731;753;-333;-27
?;1115.0;-20;53;618;727;20;-5
987.0;1050.0;958;-79;721;806;-958;-98
990.0;1108.0;1345;144;395;848;-1345;-182
984.0;1107.0;2646;67;468;895;-2646;-339
962.0;1055.0;7089;-111;735;1038;-7089;-583
987.0;1044.0;8007;366;242;1002;-8007;-557
974.0;999.0;6720;-1388;2151;1226;-6720;-823
?;1005.0;2663;-900;1928;1144;-2663;-969
1080.0;1013.0;-2289;1722;-636;623;2289;-659
1227.0;1035.0;-1589;1355;-267;717;1589;-723
?;882.0;-1321;1303;-214;765;1321;-757
1528.0;698.0;-3363;1011;36;392;3363;-501
1135.0;356.0;-3941;70;847;504;3941;-528
1183.0;?;-4225;-112;952;674;4225;-415
1059.0;159.0;-4393;-639;1313;812;4393;?
681.0;94.0;-4374;-1079;1690;1062;4374;451
695.0;183.0;-4545;-1113;2040;839;4545;1167
793.0;-30.0;-4016;?;2112;86;4016;1791
683.0;-239.0;-3938;1309;2298;-1214;3938;2539
649.0;-262.0;-1319;837;1727;-421;1319;1625
707.0;-250.0;2090;?;716;1302;-2090;139
800.0;-110.0;1835;-337;802;1173;-1835;247
864.0;-69.0;1757;?;877;?;-1757;261
1050.0;33.0;1300;-197;649;758;-1300;554
1065.0;239.0;339;103;803;331;-339;690
1174.0;280.0;304;45;867;675;-304;179
128.0;261.0;8;81;725;659;-8;139
653.0;345.0;35;72;684;698;-35;85
499.0;413.0;72;54;689;727;?;63
1296.0;462.0;26;66;682;692;-26;101
1383.0;558.0;51;56;684;720;-51;68
1038.0;582.0;19;64;670;701;-19;82
1140.0;628.0;34;65;680;704;-34;79
930.0;691.0;34;65;679;703;-34;80
1013.0;833.0;40;67;676;702;-40;78
1025.0;982.0;?;61;686;702;12;89
943.0;1047.0;-57;58;686;700;57;88
1027.0;1077.0;-55;61;675;708;55;70
971.0;1164.0;-77;51;675;717;77;62
945.0;1140.0;-58;45;672;713;58;60
1005.0;1058.0;-43;45;665;715;43;60
983.0;1214.0;-80;31;673;719;80;50
913.0;1324.0;-48;22;670;723;?;26
938.0;1628.0;-8;29;661;724;8;18
906.0;1836.0;-33;?;668;719;33;28
990.0;1933.0;-33;27;668;719;33;28
1046.0;1829.0;-34;30;665;718;34;27
1193.0;1662.0;-14;22;672;722;14;29
1754.0;1344.0;2;22;670;721;-2;33
1658.0;812.0;-13;30;664;716;13;34
1062.0;326.0;-10;29;666;717;?;34
1016.0;-160.0;-10;29;666;717;10;35
1022.0;-519.0;-7;25;663;721;7;26
425.0;-474.0;-24;21;666;723;24;29
467.0;-258.0;-26;19;671;720;26;32
482.0;105.0;7;15;668;727;-7;15
470.0;621.0;12;18;662;729;-12;8
469.0;?;19;?;670;719;-19;24
564.0;972.0;31;16;677;715;-31;?
727.0;523.0;-1;24;661;719;1;20
825.0;-179.0;?;23;660;719;27;14
?;-432.0;-33;14;669;725;33;8
804.0;-403.0;-21;19;660;728;21;2
450.0;-463.0;19;24;658;720;-19;10
855.0;-484.0;11;21;661;721;-11;8
854.0;-460.0;-3;?;667;727;3;6
1323.0;-453.0;2;?;668;719;-2;?
972.0;-460.0;17;22;663;718;-17;?
1510.0;-469.0;44;13;669;726;-44;13
739.0;-514.0;27;15;672;721;-27;14
1225.0;-505.0;33;14;669;724;-33;8
