InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-406.0;-266;-220;320;-958.0;712.0;-579.0;130;320;-266;171.0;296.0
-519.0;-183;108;-410;-981.0;693.0;-668.0;723;-410;-183;207.0;280.0
-426.0;353;387;-1032;-929.0;724.0;-650.0;1158;-1032;353;?;?
-440.0;1497;506;-1259;-818.0;701.0;-629.0;372;-1259;?;313.0;309.0
-421.0;1902;177;-2354;-710.0;734.0;?;229;-2354;1902;459.0;363.0
-458.0;1570;4;-2302;-577.0;748.0;-600.0;311;-2302;1570;?;358.0
?;2330;45;-3072;-494.0;726.0;-609.0;?;-3072;2330;677.0;387.0
-1068.0;984;9;-2010;-342.0;754.0;-384.0;271;-2010;984;809.0;427.0
-1240.0;-676;29;763;-159.0;?;-287.0;239;763;-676;893.0;446.0
-1592.0;231;35;?;-44.0;690.0;-106.0;276;664;231;1138.0;479.0
-1020.0;-714;39;1212;125.0;312.0;-89.0;298;1212;-714;?;637.0
-474.0;-1452;50;1779;529.0;-73.0;-171.0;300;1779;-1452;583.0;647.0
126.0;-546;30;971;943.0;-32.0;-420.0;?;971;-546;-739.0;?
398.0;-386;36;?;1361.0;20.0;-896.0;279;429;-386;-1414.0;707.0
404.0;-180;49;84;?;159.0;-1000.0;309;84;-180;-1303.0;742.0
630.0;111;25;189;2011.0;395.0;?;271;189;111;-1380.0;761.0
1856.0;179;23;213;1966.0;373.0;409.0;?;213;179;-1404.0;757.0
1503.0;291;39;77;1732.0;463.0;855.0;284;77;291;-1294.0;723.0
1066.0;328;27;249;1515.0;333.0;?;273;249;328;-1119.0;684.0
898.0;262;14;403;1263.0;293.0;590.0;257;403;262;-1110.0;634.0
173.0;286;15;380;1054.0;130.0;173.0;248;380;286;?;562.0
138.0;283;19;382;?;27.0;15.0;267;382;283;-695.0;481.0
536.0;260;20;?;596.0;-27.0;128.0;269;?;260;-589.0;348.0
-99.0;263;9;181;518.0;-169.0;-118.0;258;181;263;-486.0;263.0
-621.0;263;2;231;489.0;-231.0;-497.0;264;231;263;-480.0;162.0
-226.0;257;6;179;506.0;-311.0;-484.0;276;179;257;-442.0;67.0
-56.0;250;4;68;623.0;-325.0;-158.0;?;68;?;-541.0;31.0
-119.0;268;2;67;738.0;-272.0;-50.0;264;67;268;-751.0;-65.0
278.0;283;0;212;973.0;-288.0;120.0;252;212;283;-867.0;-122.0
479.0;295;-2;236;1268.0;-356.0;283.0;250;236;295;-623.0;?
473.0;310;5;345;1355.0;?;312.0;273;345;310;-658.0;-215.0
430.0;479;8;?;1524.0;?;208.0;268;795;479;-738.0;-232.0
?;440;2;844;1530.0;-466.0;182.0;?;844;?;-625.0;-294.0
15.0;177;4;686;1526.0;-468.0;86.0;256;686;177;?;-343.0
92.0;189;?;805;1526.0;-554.0;9.0;243;805;189;-585.0;-392.0
-2.0;-105;-1;79;1327.0;-545.0;?;238;79;?;-436.0;-351.0
-227.0;-499;-1;-678;1105.0;-569.0;204.0;246;-678;-499;-298.0;-351.0
-262.0;-280;-1;-310;990.0;-606.0;241.0;237;-310;-280;-247.0;-306.0
-114.0;13;-1;60;821.0;?;142.0;246;?;13;-19.0;-317.0
-403.0;89;5;67;658.0;-620.0;36.0;243;67;89;-74.0;-250.0
-115.0;108;5;56;839.0;-599.0;57.0;233;56;108;-145.0;-201.0
-82.0;47;-1;-16;780.0;-535.0;?;251;-16;47;-152.0;-175.0
-48.0;15;-7;-23;679.0;-477.0;-81.0;?;-23;?;31.0;-146.0
212.0;50;3;6;625.0;-417.0;-64.0;247;6;50;61.0;-154.0
227.0;3;1;17;536.0;-307.0;-67.0;249;17;3;474.0;-158.0
128.0;-61;-3;65;179.0;-233.0;-452.0;244;65;-61;762.0;?
33.0;-59;12;32;361.0;-217.0;-469.0;274;32;-59;?;-157.0
-145.0;-45;-28;52;500.0;-205.0;-330.0;212;52;-45;708.0;-196.0
?;-6;10;42;719.0;-185.0;-561.0;290;42;-6;517.0;-209.0
-828.0;0;45;-27;808.0;-185.0;-794.0;303;-27;0;442.0;-218.0
-1128.0;-35;-77;26;782.0;-180.0;?;328;26;-35;411.0;-188.0
-1334.0;-35;-63;30;?;-64.0;-960.0;449;30;-35;539.0;-209.0
-945.0;-40;15;26;831.0;-19.0;-878.0;286;26;-40;?;-256.0
-386.0;-7;-118;1;950.0;97.0;-561.0;708;1;-7;?;-336.0
-988.0;35;-9;-43;1110.0;26.0;-354.0;400;-43;35;504.0;-301.0
-1124.0;37;-123;-20;1139.0;-44.0;-321.0;879;-20;37;504.0;-248.0
-1462.0;56;10;-15;1113.0;-129.0;-524.0;1468;-15;56;560.0;-182.0
-1105.0;51;632;-15;?;-176.0;-547.0;-769;-15;51;646.0;-167.0
-524.0;32;-116;-27;1101.0;-173.0;-212.0;-467;-27;32;635.0;-120.0
2.0;21;?;-36;997.0;-121.0;143.0;721;-36;21;?;-138.0
434.0;33;?;?;1031.0;-66.0;333.0;88;-21;33;?;-135.0
978.0;19;?;-41;966.0;23.0;362.0;346;?;19;573.0;-53.0
503.0;-24;-35;-66;838.0;41.0;318.0;294;-66;-24;523.0;-38.0
-297.0;-1;13;-28;828.0;126.0;299.0;217;-28;-1;491.0;7.0
-1255.0;3;-31;5;923.0;171.0;282.0;312;5;3;438.0;51.0
-872.0;-7;20;3;937.0;214.0;480.0;226;3;-7;423.0;50.0
-1720.0;-6;-22;7;1005.0;229.0;668.0;292;7;-6;495.0;90.0
-450.0;-2;-10;-9;1023.0;317.0;476.0;283;-9;-2;514.0;83.0
1651.0;16;-5;-25;1132.0;279.0;684.0;276;-25;16;479.0;7.0
2202.0;-17;-5;-8;1221.0;311.0;1029.0;284;-8;-17;515.0;26.0
1803.0;-15;-5;-11;1267.0;303.0;914.0;284;-11;-15;531.0;-13.0
890.0;18;-6;-7;1339.0;322.0;525.0;278;-7;18;535.0;-33.0
134.0;13;-6;23;1354.0;260.0;110.0;276;23;13;625.0;-56.0
-166.0;16;-9;13;1241.0;207.0;-129.0;268;?;16;637.0;-51.0
?;-1;-9;-13;1160.0;172.0;?;268;-13;-1;635.0;-8.0
-180.0;-34;-6;?;1030.0;117.0;-15.0;277;-24;-34;399.0;-20.0
-91.0;-15;-7;?;885.0;79.0;-28.0;278;-23;-15;414.0;-12.0
-178.0;17;-4;-7;769.0;-21.0;-86.0;276;-7;17;409.0;19.0
-248.0;13;-1;-9;651.0;-43.0;-88.0;276;-9;13;331.0;38.0
-301.0;18;-5;-25;615.0;-114.0;-105.0;?;-25;18;328.0;40.0
-347.0;52;-4;-25;496.0;?;-119.0;274;?;52;249.0;30.0
-297.0;52;-2;-33;391.0;-111.0;-115.0;276;-33;52;140.0;51.0
-238.0;4;-5;-29;417.0;-161.0;-143.0;271;-29;4;132.0;36.0
-187.0;4;-3;-2;?;-121.0;-162.0;272;-2;4;130.0;42.0
-153.0;13;0;3;299.0;-134.0;-147.0;275;3;13;60.0;51.0
-154.0;-4;-2;-16;319.0;-155.0;-172.0;275;-16;-4;31.0;?
-173.0;5;-1;-25;255.0;-137.0;-199.0;277;-25;5;?;79.0
-131.0;-8;3;-13;224.0;-146.0;-190.0;273;-13;-8;-18.0;38.0
-125.0;?;0;9;254.0;-137.0;-180.0;277;9;-10;?;56.0
-157.0;13;-1;15;198.0;-114.0;-220.0;280;15;13;-13.0;29.0
-208.0;2;1;3;?;-159.0;-218.0;276;3;?;26.0;29.0
-163.0;6;0;6;84.0;-97.0;-202.0;277;6;6;-8.0;17.0
-192.0;10;-1;24;79.0;-77.0;-212.0;277;24;10;25.0;23.0
-193.0;-26;-1;9;32.0;-65.0;-170.0;279;9;-26;-25.0;-28.0
-175.0;-27;-1;-22;60.0;-84.0;-163.0;275;?;-27;-21.0;-1.0
?;7;2;-23;15.0;-39.0;-204.0;274;-23;7;-18.0;-3.0
-290.0;2;-1;-28;1.0;-41.0;-203.0;276;-28;2;-42.0;19.0
-258.0;-4;-1;-35;43.0;-45.0;-172.0;267;-35;-4;15.0;-5.0
-158.0;14;4;5;34.0;-30.0;-138.0;272;5;14;9.0;-1.0
-153.0;6;-2;32;108.0;-25.0;-81.0;279;32;6;72.0;-8.0
-125.0;-12;-1;10;?;6.0;-66.0;277;10;-12;52.0;-31.0
-111.0;2;6;?;74.0;-6.0;-17.0;278;9;2;39.0;-25.0
-64.0;-10;2;1;10.0;-23.0;15.0;278;1;-10;60.0;-26.0
-42.0;-25;0;-15;31.0;-11.0;26.0;?;-15;-25;?;-1.0
-6.0;3;1;12;92.0;14.0;?;278;12;3;?;-22.0
-7.0;-11;2;4;75.0;2.0;36.0;279;4;-11;18.0;-1.0
5.0;-29;2;-6;48.0;-28.0;58.0;279;-6;-29;37.0;-31.0
?;-24;2;-8;36.0;13.0;?;278;-8;-24;42.0;-9.0
-5.0;-24;6;-13;50.0;-12.0;?;279;-13;-24;77.0;-28.0
-25.0;-15;2;5;40.0;-28.0;28.0;279;5;-15;69.0;-24.0
-13.0;-17;0;-11;38.0;12.0;-4.0;275;-11;-17;80.0;-39.0
-43.0;2;3;-6;88.0;24.0;-17.0;279;-6;2;82.0;?
6.0;-1;-1;5;53.0;17.0;-2.0;283;5;-1;78.0;-13.0
-6.0;1;-1;?;38.0;5.0;9.0;277;-23;1;69.0;-17.0
-50.0;2;2;-12;31.0;-15.0;-44.0;275;-12;2;41.0;-24.0
-81.0;-33;0;-3;19.0;5.0;-53.0;277;-3;-33;42.0;-13.0
-35.0;-5;3;-25;?;-27.0;-15.0;279;-25;-5;68.0;-9.0
-37.0;6;2;-7;-35.0;-7.0;-17.0;283;-7;6;48.0;-5.0
-13.0;?;-4;4;-30.0;-17.0;14.0;282;4;-4;65.0;-20.0
-20.0;5;-1;-21;62.0;?;7.0;277;-21;5;51.0;?
-19.0;-28;0;-13;77.0;-2.0;-12.0;275;-13;-28;33.0;-18.0
-71.0;-37;-4;-4;75.0;-24.0;-31.0;277;-4;-37;24.0;2.0
-80.0;-4;-2;-15;72.0;-34.0;-59.0;280;-15;-4;-1.0;-16.0
-77.0;12;1;-8;65.0;-51.0;-3.0;280;?;12;20.0;-21.0
-76.0;-3;0;-5;82.0;-30.0;-24.0;277;-5;-3;43.0;-4.0
-84.0;2;4;14;?;-26.0;-21.0;277;14;2;25.0;9.0
-87.0;26;6;35;60.0;-33.0;?;279;35;26;41.0;14.0
-45.0;?;3;9;4.0;-30.0;-32.0;277;9;10;59.0;-3.0
-98.0;-8;4;3;52.0;-34.0;-45.0;277;3;-8;59.0;-3.0
-72.0;6;4;?;56.0;-33.0;-62.0;274;3;6;29.0;4.0
-83.0;-2;2;-5;?;-32.0;-51.0;?;-5;-2;37.0;4.0
-92.0;-15;1;9;1.0;-14.0;-47.0;282;9;-15;36.0;?
-35.0;-15;-5;5;16.0;-22.0;-19.0;285;?;-15;33.0;25.0
-4.0;-16;-6;3;-14.0;-11.0;-51.0;285;3;-16;-30.0;0.0
-64.0;-4;1;11;53.0;-17.0;-29.0;279;11;-4;?;?
-39.0;-7;?;-11;25.0;-12.0;-25.0;278;-11;-7;?;-8.0
-57.0;23;1;-4;41.0;-19.0;-53.0;277;-4;23;21.0;-11.0
-111.0;15;-4;27;-1.0;-30.0;-34.0;275;27;15;3.0;4.0
-102.0;-35;-6;-15;?;-16.0;-62.0;279;-15;-35;38.0;-11.0
-76.0;8;-7;-34;?;18.0;-34.0;279;-34;8;84.0;-7.0
-49.0;-1;-2;22;19.0;-12.0;-19.0;278;22;-1;14.0;21.0
-83.0;-40;6;-2;23.0;-52.0;-20.0;274;?;-40;33.0;14.0
-47.0;-13;2;-21;47.0;-20.0;-40.0;277;-21;-13;42.0;-7.0
-65.0;-18;0;-8;21.0;-22.0;-17.0;280;-8;-18;14.0;-3.0
-69.0;-5;0;-35;49.0;-6.0;-21.0;277;-35;-5;4.0;36.0
-64.0;21;-4;-3;45.0;-5.0;?;283;-3;21;34.0;-8.0
-12.0;-18;6;0;64.0;-3.0;-24.0;273;0;-18;41.0;-7.0
-8.0;-5;4;-23;58.0;-14.0;-12.0;269;-23;-5;17.0;32.0
-39.0;12;?;-10;40.0;-21.0;-29.0;276;-10;12;?;40.0
?;-15;?;-3;56.0;-56.0;?;274;-3;-15;11.0;-17.0
-75.0;14;0;5;39.0;-26.0;-21.0;273;5;14;-31.0;-20.0
-71.0;6;2;-18;26.0;-10.0;-10.0;269;-18;?;?;?
-73.0;-21;-2;-30;36.0;-21.0;-52.0;279;-30;-21;9.0;15.0
-101.0;0;-10;?;4.0;-46.0;-61.0;287;-16;0;-13.0;8.0
-80.0;1;-3;1;43.0;-42.0;-25.0;273;1;1;-9.0;26.0
-41.0;-15;0;4;51.0;-34.0;1.0;270;4;-15;-16.0;11.0
-83.0;4;0;4;71.0;-54.0;-38.0;270;4;4;-24.0;5.0
-76.0;34;2;25;32.0;-5.0;-59.0;270;?;34;20.0;4.0
-59.0;26;-2;15;51.0;-17.0;?;279;15;26;26.0;?
-63.0;-24;3;38;48.0;-8.0;-51.0;236;38;-24;-34.0;4.0
-105.0;-77;-29;82;21.0;-41.0;?;409;82;-77;-9.0;17.0
-126.0;-71;-67;40;?;-51.0;-45.0;?;40;?;24.0;-18.0
-55.0;-37;-82;6;-22.0;-25.0;-46.0;525;6;?;-25.0;19.0
-79.0;-28;-72;17;-33.0;-17.0;-60.0;1149;17;-28;-53.0;25.0
-130.0;-11;79;-5;-41.0;-28.0;-57.0;921;-5;-11;-52.0;7.0
-90.0;?;155;-34;-8.0;-41.0;-40.0;284;-34;-6;-72.0;20.0
-85.0;1;180;-16;26.0;-44.0;-34.0;261;-16;1;-72.0;29.0
-78.0;15;154;6;-22.0;-104.0;-45.0;232;?;?;-23.0;-5.0
-97.0;-28;7;14;-37.0;-130.0;-47.0;199;14;-28;-126.0;10.0
-126.0;-57;-48;35;30.0;-139.0;-64.0;205;35;-57;-83.0;-12.0
-98.0;-49;-177;15;4.0;-172.0;-87.0;164;15;?;-51.0;-7.0
-385.0;-65;25;-25;16.0;-139.0;-189.0;-90;-25;?;-16.0;-20.0
-349.0;-72;342;10;?;-122.0;-262.0;-105;10;-72;-46.0;16.0
-197.0;-32;306;46;-2.0;-70.0;-170.0;346;46;-32;-75.0;-17.0
-67.0;-3;313;12;-22.0;-18.0;-28.0;369;?;-3;-138.0;16.0
98.0;-27;114;-3;-108.0;?;20.0;124;-3;-27;-107.0;19.0
129.0;?;-48;25;-175.0;-19.0;2.0;191;25;-2;-134.0;34.0
3.0;9;-4;-93;-329.0;51.0;-45.0;300;-93;9;-164.0;79.0
?;81;-34;-31;-477.0;108.0;-45.0;274;-31;81;-247.0;37.0
-82.0;127;-16;-148;-775.0;183.0;2.0;273;-148;?;-341.0;17.0
-51.0;197;-14;-420;-1097.0;?;95.0;272;-420;?;-392.0;11.0
60.0;195;-4;-504;-1302.0;260.0;228.0;?;-504;195;-363.0;0.0
250.0;-461;1;-1780;-1542.0;221.0;315.0;245;-1780;-461;-351.0;17.0
157.0;-625;-20;-1932;-1624.0;288.0;128.0;240;-1932;-625;-352.0;30.0
188.0;-310;-8;-498;-1694.0;269.0;257.0;250;-498;-310;-239.0;?
216.0;-927;1;1436;-1761.0;334.0;327.0;263;1436;-927;-3.0;-47.0
270.0;-768;3;3727;-1900.0;343.0;333.0;236;3727;-768;145.0;-66.0
432.0;227;0;?;-2006.0;386.0;412.0;228;2725;227;297.0;-34.0
?;-437;-6;1105;-2227.0;596.0;466.0;239;1105;-437;416.0;-29.0
452.0;-797;-10;690;-2232.0;713.0;489.0;243;?;-797;550.0;3.0
450.0;-182;-11;-138;-2158.0;979.0;557.0;252;-138;-182;719.0;-16.0
557.0;-240;-11;-162;-2010.0;1116.0;762.0;251;-162;-240;946.0;9.0
802.0;?;-12;-353;-1881.0;1213.0;947.0;252;-353;258;1109.0;-21.0
1035.0;580;-14;-463;?;1243.0;1143.0;?;-463;580;1183.0;22.0
1303.0;576;-12;?;-1742.0;1152.0;1447.0;248;-718;576;1143.0;104.0
1440.0;254;-14;-571;-1680.0;943.0;1468.0;246;?;254;872.0;88.0
1358.0;273;-14;-649;-1540.0;783.0;1192.0;241;-649;273;626.0;53.0
921.0;261;-13;-157;-1417.0;619.0;779.0;248;-157;261;611.0;4.0
390.0;-109;-21;1148;-1360.0;483.0;491.0;253;1148;-109;601.0;-8.0
133.0;1711;-12;-1141;-1408.0;379.0;333.0;239;-1141;1711;567.0;-19.0
85.0;975;-10;-1018;-1324.0;205.0;377.0;257;?;975;647.0;-31.0
154.0;-397;-9;600;-1329.0;20.0;367.0;258;600;-397;447.0;-26.0
195.0;974;-2;-992;?;-84.0;322.0;?;?;974;244.0;-16.0
94.0;407;-17;-628;-1443.0;-209.0;253.0;242;-628;407;98.0;-64.0
-29.0;190;-12;-272;-1467.0;-253.0;223.0;236;?;190;-204.0;-31.0
-65.0;285;-7;-316;-1427.0;-284.0;216.0;234;-316;285;-208.0;-74.0
-76.0;-124;-16;141;-1519.0;-348.0;145.0;231;?;-124;?;-48.0
-118.0;166;6;-92;-1378.0;-438.0;-46.0;235;-92;166;-434.0;-102.0
-214.0;61;34;1;-1256.0;-494.0;-208.0;249;1;61;-371.0;-137.0
-326.0;64;34;-2;-1292.0;-517.0;-340.0;250;-2;64;-349.0;-208.0
-446.0;100;45;-35;-1228.0;-453.0;-474.0;254;-35;100;-451.0;-258.0
-489.0;62;57;0;-1190.0;-463.0;-470.0;203;0;62;-430.0;-329.0
-332.0;82;11;-20;-1244.0;-342.0;-212.0;210;-20;82;?;-354.0
-15.0;80;-4;-13;-1180.0;-382.0;?;251;-13;80;-496.0;-355.0
20.0;74;3;-14;-1123.0;-434.0;26.0;194;-14;74;-566.0;-342.0
-219.0;5;-52;-6;-1003.0;-488.0;?;231;-6;5;-644.0;-351.0
-590.0;-14;-77;-3;-935.0;-523.0;-425.0;311;-3;-14;-711.0;-308.0
-714.0;5;-79;-6;-938.0;-505.0;-519.0;255;-6;5;-651.0;-293.0
-597.0;-13;-72;-3;-831.0;-471.0;-436.0;317;-3;-13;-570.0;-274.0
-485.0;4;-95;-6;-731.0;-414.0;-285.0;474;-6;4;-513.0;?
-354.0;3;-148;-15;-658.0;?;-184.0;499;-15;3;-395.0;-251.0
-415.0;-42;?;0;-550.0;-346.0;-109.0;?;0;-42;-395.0;-229.0
-374.0;-19;-116;32;-465.0;-330.0;-30.0;522;32;-19;-543.0;-202.0
-289.0;1;-125;35;-373.0;-396.0;?;514;35;1;-475.0;-193.0
-316.0;-4;-120;40;-300.0;-403.0;-115.0;511;40;-4;-319.0;-121.0
?;-9;-118;30;-217.0;-387.0;-231.0;454;30;-9;-211.0;-168.0
-280.0;-45;-114;16;-165.0;-379.0;-253.0;424;16;-45;-85.0;-136.0
-384.0;-40;-132;51;-159.0;-334.0;-318.0;434;51;-40;-148.0;-136.0
-353.0;-29;-145;?;-371.0;-296.0;-330.0;417;?;-29;-227.0;-80.0
-223.0;-43;-162;61;-452.0;-203.0;-202.0;460;61;-43;-122.0;-80.0
-66.0;-21;-185;38;-540.0;-169.0;-53.0;501;38;?;-407.0;-35.0
-74.0;9;-198;-23;228.0;-132.0;-115.0;499;-23;9;70.0;31.0
-164.0;16;-196;-35;121.0;-64.0;-170.0;499;-35;16;172.0;8.0
-229.0;17;-157;-34;129.0;?;-113.0;441;-34;17;-14.0;6.0
-86.0;14;-140;-35;?;-87.0;?;425;-35;14;-175.0;70.0
-61.0;23;-157;-37;148.0;-57.0;-14.0;429;-37;23;-138.0;52.0
-83.0;23;-137;-29;162.0;-19.0;21.0;444;-29;23;-25.0;47.0
-48.0;16;-136;-14;284.0;28.0;58.0;500;-14;?;-93.0;71.0
-27.0;16;-133;-15;320.0;17.0;30.0;?;-15;16;-161.0;39.0
-39.0;-9;-58;-7;223.0;46.0;77.0;475;-7;-9;-110.0;51.0
-48.0;-18;-36;-3;284.0;101.0;97.0;509;-3;-18;34.0;?
-25.0;-12;-53;-6;211.0;78.0;111.0;567;-6;-12;-26.0;116.0
14.0;-16;-40;-4;-19.0;29.0;101.0;598;-4;-16;-24.0;181.0
-17.0;-14;-45;-5;-109.0;-5.0;20.0;591;-5;-14;6.0;182.0
-128.0;-14;-45;-5;-190.0;-98.0;-66.0;592;-5;-14;-68.0;220.0
-226.0;-16;-43;0;-336.0;-131.0;-153.0;599;0;-16;-1.0;263.0
-355.0;-12;-59;-11;-364.0;-206.0;-288.0;566;?;-12;?;304.0
-463.0;-22;-87;8;-448.0;-273.0;-361.0;562;8;-22;-352.0;398.0
?;-7;-64;-18;-513.0;-261.0;-513.0;552;-18;-7;-593.0;436.0
-689.0;-20;?;4;-507.0;-307.0;-535.0;?;4;-20;-892.0;515.0
-719.0;-20;-80;4;-734.0;-351.0;-534.0;563;4;-20;-969.0;572.0
-738.0;?;-44;-50;-711.0;-365.0;-608.0;533;-50;10;-679.0;675.0
-788.0;-63;-149;81;-568.0;-359.0;-695.0;622;81;-63;-507.0;?
-945.0;57;?;-142;-400.0;-399.0;-867.0;342;?;57;-596.0;732.0
-1127.0;?;661;171;-205.0;-448.0;-974.0;-105;171;-102;-796.0;723.0
-1158.0;51;544;-157;-136.0;-491.0;-1031.0;8;-157;51;-917.0;753.0
-1120.0;791;341;-2242;12.0;-443.0;-1031.0;229;-2242;791;-823.0;743.0
-1025.0;806;327;-2734;-128.0;-421.0;-932.0;247;-2734;806;-620.0;749.0
-938.0;1336;335;-1711;-91.0;-395.0;-811.0;238;?;1336;?;734.0
-838.0;2005;317;-841;173.0;-465.0;-752.0;244;-841;2005;-1805.0;742.0
-776.0;1737;288;-1423;596.0;-758.0;-771.0;247;-1423;1737;?;684.0
-695.0;1853;294;-971;1054.0;-1161.0;-787.0;242;-971;1853;-2346.0;551.0
-618.0;?;293;2065;1374.0;-1373.0;-963.0;232;2065;2168;-1704.0;446.0
-884.0;2002;290;2454;1364.0;-1417.0;-1478.0;229;2454;2002;-1712.0;369.0
-1566.0;1638;293;2096;1426.0;-1434.0;-2160.0;232;2096;1638;-1943.0;217.0
-2162.0;1608;290;2619;1408.0;-1357.0;-2524.0;230;2619;1608;-1766.0;122.0
-2278.0;1492;293;2460;1260.0;?;-2306.0;231;2460;1492;-1453.0;162.0
?;965;291;2754;1063.0;-1301.0;-1781.0;231;2754;965;-1227.0;307.0
-1173.0;606;281;2493;938.0;-1406.0;-1260.0;217;2493;606;?;422.0
-868.0;277;285;?;891.0;-1481.0;-1059.0;203;2238;277;-1515.0;497.0
-1031.0;-42;?;2411;1052.0;-1425.0;-1002.0;216;2411;-42;-1819.0;497.0
-1400.0;113;288;2071;1257.0;-1400.0;-1120.0;196;2071;113;-1773.0;420.0
-1585.0;223;250;1558;1245.0;-1272.0;-1187.0;224;1558;223;-1507.0;382.0
-1114.0;68;214;1123;1060.0;-882.0;-891.0;265;1123;68;-1191.0;255.0
-593.0;42;248;1037;839.0;?;-348.0;221;1037;42;-955.0;80.0
-133.0;-630;219;1161;584.0;-583.0;-72.0;251;1161;-630;-725.0;75.0
81.0;-2559;290;771;333.0;-575.0;-134.0;245;771;-2559;-611.0;113.0
-19.0;-3853;314;807;154.0;-490.0;-295.0;185;807;-3853;-635.0;131.0
-308.0;-392;274;?;90.0;-520.0;?;?;785;-392;-649.0;?
-450.0;4263;285;-125;67.0;-590.0;-354.0;217;-125;4263;-709.0;190.0
-453.0;2998;293;-424;54.0;-635.0;-331.0;94;-424;2998;-811.0;187.0
-397.0;?;469;-588;103.0;-705.0;-390.0;121;-588;399;-765.0;236.0
-429.0;365;417;-690;?;-660.0;-488.0;33;-690;365;-739.0;196.0
-489.0;?;647;-397;96.0;-529.0;-494.0;193;?;558;-612.0;91.0
-495.0;316;1089;-240;-41.0;-433.0;-481.0;164;-240;316;-421.0;5.0
-377.0;37;1074;-6;-211.0;-353.0;-403.0;-577;?;?;-150.0;-89.0
-209.0;3;1103;61;-474.0;-303.0;-241.0;-727;61;3;147.0;-243.0
20.0;28;767;30;-629.0;-418.0;72.0;-216;30;28;378.0;-415.0
52.0;13;526;59;-881.0;-249.0;-343.0;17;59;13;4.0;-465.0
-502.0;15;581;36;-833.0;-232.0;-350.0;115;36;15;-407.0;-461.0
-464.0;-16;765;13;-94.0;-235.0;-137.0;-79;13;-16;-625.0;-390.0
-244.0;-14;958;14;535.0;-262.0;-305.0;-228;14;-14;-632.0;-159.0
-954.0;-25;?;53;1038.0;-314.0;-1121.0;2;53;-25;-771.0;13.0
-2119.0;-99;1164;44;1368.0;-425.0;-2009.0;-211;44;-99;-817.0;34.0
-2904.0;-73;323;6;?;-174.0;-2426.0;353;?;-73;-683.0;105.0
-2930.0;-68;-589;-57;1753.0;-37.0;-2816.0;337;-57;-68;-389.0;120.0
-2636.0;-105;-2259;-95;1791.0;-101.0;-2145.0;584;-95;-105;-115.0;205.0
-1634.0;-220;-3386;-69;1652.0;-109.0;-1130.0;1147;-69;-220;-73.0;246.0
-802.0;-330;-451;-49;1393.0;-135.0;-826.0;404;-49;-330;-105.0;254.0
-532.0;47;-806;-279;1052.0;-130.0;-777.0;2540;-279;47;-142.0;291.0
-520.0;177;-391;-1259;607.0;-128.0;-698.0;471;-1259;177;-192.0;300.0
-504.0;709;2223;-2255;165.0;-80.0;-661.0;-3186;-2255;709;-120.0;270.0
-401.0;387;597;-1727;-301.0;70.0;-611.0;-301;-1727;387;-102.0;325.0
-302.0;-1606;97;-957;-756.0;208.0;-498.0;610;-957;-1606;?;265.0
-117.0;-2048;467;-1504;-1253.0;185.0;-254.0;135;-1504;-2048;?;255.0
?;-1964;228;-1528;-1575.0;-159.0;75.0;?;-1528;-1964;172.0;225.0
?;-1274;432;-191;-1855.0;?;382.0;133;-191;-1274;497.0;240.0
953.0;301;315;560;-2080.0;28.0;890.0;305;560;301;430.0;176.0
?;-161;354;1126;-1726.0;-107.0;1657.0;258;1126;-161;257.0;86.0
2490.0;-1404;?;1773;-1055.0;?;2437.0;235;1773;-1404;428.0;-64.0
3156.0;-1828;328;1295;-376.0;745.0;3175.0;?;1295;-1828;346.0;-134.0
3311.0;-1904;324;1257;165.0;963.0;3345.0;258;1257;-1904;965.0;-153.0
2867.0;-1791;343;1059;210.0;956.0;2899.0;226;1059;-1791;1957.0;-164.0
2381.0;-1312;361;2218;?;1028.0;2234.0;207;?;-1312;2067.0;-290.0
2000.0;-1086;311;2809;-9.0;1037.0;1333.0;306;?;-1086;1704.0;-410.0
1535.0;-494;364;-198;71.0;971.0;665.0;272;-198;-494;1337.0;-427.0
701.0;1976;434;-1360;45.0;861.0;489.0;?;-1360;?;1156.0;-396.0
186.0;3349;365;-2879;-146.0;800.0;399.0;321;-2879;3349;948.0;-365.0
129.0;996;546;-2515;-377.0;572.0;313.0;-59;-2515;996;691.0;-319.0
253.0;-64;903;227;-361.0;377.0;185.0;-174;227;-64;515.0;?
294.0;1193;1297;?;-243.0;126.0;?;416;-583;1193;432.0;-299.0
245.0;601;2147;-538;-255.0;?;-64.0;503;-538;601;406.0;-289.0
133.0;21;2395;112;-686.0;109.0;-46.0;495;112;21;290.0;-355.0
-72.0;194;1130;-123;-1102.0;128.0;128.0;269;-123;194;317.0;?
?;-50;503;106;-1081.0;83.0;141.0;-123;106;-50;622.0;?
?;-2;809;12;?;116.0;141.0;117;12;-2;556.0;-344.0
