Accelerometer LH accX;Accelerometer LUA_ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;Accelerometer LUA_ accY
545.0;425.0;973.0;-367.0;152.0;144.0;-80.0;1162.0
474.0;351.0;819.0;-433.0;142.0;122.0;11.0;1002.0
336.0;296.0;828.0;-462.0;154.0;117.0;31.0;872.0
245.0;318.0;931.0;-450.0;189.0;97.0;7.0;915.0
317.0;334.0;960.0;-490.0;217.0;73.0;-72.0;1004.0
313.0;342.0;970.0;-456.0;275.0;33.0;-71.0;1011.0
268.0;299.0;?;-482.0;292.0;16.0;-10.0;982.0
443.0;348.0;922.0;-488.0;256.0;12.0;-64.0;988.0
343.0;?;855.0;-390.0;188.0;-15.0;-127.0;970.0
225.0;?;824.0;-316.0;176.0;-45.0;-67.0;902.0
240.0;298.0;840.0;-308.0;216.0;-53.0;-11.0;875.0
223.0;389.0;821.0;-319.0;152.0;-90.0;-40.0;905.0
270.0;396.0;787.0;-269.0;80.0;-129.0;-76.0;871.0
187.0;403.0;?;-230.0;22.0;-139.0;?;836.0
142.0;?;762.0;-288.0;-68.0;-96.0;3.0;799.0
150.0;442.0;812.0;-243.0;-85.0;-66.0;-53.0;823.0
214.0;453.0;874.0;-243.0;-12.0;-153.0;-76.0;897.0
94.0;419.0;962.0;-275.0;63.0;-119.0;-48.0;977.0
185.0;339.0;989.0;-525.0;134.0;162.0;-131.0;1034.0
393.0;329.0;916.0;-352.0;236.0;123.0;-117.0;1040.0
575.0;267.0;889.0;-365.0;382.0;131.0;-70.0;995.0
480.0;180.0;915.0;-524.0;?;111.0;9.0;975.0
293.0;?;915.0;-376.0;355.0;67.0;?;974.0
231.0;228.0;942.0;-244.0;291.0;56.0;16.0;977.0
215.0;273.0;919.0;-261.0;247.0;13.0;-61.0;974.0
209.0;303.0;891.0;-343.0;208.0;-43.0;-172.0;968.0
203.0;342.0;867.0;-321.0;151.0;-94.0;-162.0;927.0
271.0;334.0;970.0;?;95.0;?;-132.0;996.0
242.0;314.0;986.0;-205.0;30.0;-149.0;-17.0;?
91.0;316.0;964.0;-140.0;-74.0;-190.0;?;998.0
48.0;368.0;?;-195.0;-43.0;-183.0;90.0;1015.0
138.0;529.0;857.0;-254.0;-45.0;-162.0;-27.0;998.0
244.0;?;734.0;-285.0;-38.0;-140.0;-52.0;881.0
328.0;591.0;761.0;?;-105.0;-110.0;58.0;?
253.0;505.0;734.0;-261.0;-175.0;-48.0;123.0;783.0
347.0;507.0;753.0;-235.0;-171.0;20.0;231.0;737.0
383.0;441.0;804.0;-163.0;-83.0;80.0;70.0;791.0
369.0;448.0;854.0;-212.0;15.0;78.0;175.0;859.0
408.0;437.0;844.0;-410.0;81.0;105.0;139.0;903.0
458.0;440.0;844.0;-558.0;69.0;157.0;192.0;868.0
458.0;410.0;845.0;-542.0;62.0;231.0;147.0;898.0
?;?;?;-410.0;58.0;221.0;211.0;881.0
457.0;401.0;846.0;-324.0;55.0;181.0;136.0;922.0
448.0;419.0;?;-313.0;73.0;139.0;111.0;962.0
406.0;405.0;839.0;-403.0;50.0;135.0;132.0;921.0
398.0;432.0;816.0;-447.0;13.0;135.0;?;906.0
397.0;421.0;822.0;-442.0;?;133.0;126.0;903.0
369.0;409.0;858.0;-413.0;11.0;116.0;117.0;921.0
361.0;389.0;869.0;-391.0;?;91.0;134.0;933.0
336.0;?;?;-414.0;15.0;85.0;174.0;943.0
290.0;?;913.0;-435.0;16.0;82.0;?;963.0
257.0;408.0;918.0;-408.0;-8.0;95.0;163.0;983.0
252.0;409.0;893.0;-415.0;-18.0;100.0;141.0;?
226.0;417.0;918.0;?;-40.0;112.0;136.0;955.0
204.0;402.0;934.0;-385.0;-41.0;112.0;134.0;955.0
212.0;398.0;897.0;-370.0;-31.0;123.0;122.0;957.0
185.0;394.0;875.0;-363.0;-42.0;137.0;134.0;934.0
180.0;379.0;877.0;-357.0;-38.0;146.0;128.0;935.0
171.0;363.0;885.0;-364.0;-11.0;155.0;136.0;920.0
209.0;382.0;876.0;?;14.0;158.0;115.0;918.0
187.0;354.0;870.0;-338.0;27.0;159.0;119.0;924.0
209.0;357.0;920.0;-318.0;?;153.0;113.0;947.0
230.0;336.0;929.0;-314.0;28.0;155.0;126.0;991.0
237.0;329.0;941.0;-296.0;-5.0;154.0;157.0;963.0
249.0;321.0;941.0;?;29.0;151.0;117.0;998.0
214.0;311.0;931.0;-260.0;42.0;137.0;126.0;981.0
201.0;313.0;952.0;-271.0;48.0;130.0;125.0;993.0
199.0;340.0;937.0;-264.0;58.0;120.0;104.0;1007.0
168.0;328.0;944.0;-258.0;97.0;117.0;86.0;975.0
156.0;?;932.0;-255.0;92.0;114.0;86.0;974.0
165.0;327.0;895.0;-257.0;112.0;111.0;73.0;958.0
186.0;315.0;883.0;-273.0;140.0;101.0;67.0;947.0
196.0;?;887.0;-252.0;139.0;90.0;67.0;933.0
207.0;341.0;?;-249.0;185.0;?;39.0;896.0
232.0;362.0;904.0;-257.0;166.0;73.0;5.0;921.0
282.0;?;914.0;-251.0;165.0;70.0;-5.0;946.0
342.0;373.0;949.0;-245.0;205.0;63.0;-29.0;970.0
416.0;402.0;1005.0;-245.0;257.0;47.0;-46.0;1048.0
474.0;417.0;?;-261.0;244.0;37.0;?;1028.0
429.0;353.0;918.0;-267.0;242.0;20.0;-9.0;985.0
288.0;398.0;874.0;-294.0;-8.0;165.0;107.0;914.0
306.0;408.0;884.0;-286.0;-30.0;172.0;124.0;908.0
337.0;395.0;895.0;-250.0;-49.0;150.0;96.0;952.0
341.0;?;?;-253.0;15.0;?;122.0;928.0
321.0;334.0;900.0;-285.0;91.0;138.0;118.0;939.0
321.0;351.0;869.0;-315.0;92.0;133.0;93.0;952.0
323.0;402.0;893.0;-325.0;112.0;133.0;103.0;951.0
358.0;359.0;862.0;-320.0;111.0;125.0;101.0;949.0
381.0;358.0;858.0;-338.0;106.0;130.0;72.0;934.0
395.0;403.0;840.0;-338.0;71.0;121.0;48.0;945.0
412.0;385.0;883.0;-311.0;57.0;98.0;68.0;974.0
422.0;353.0;927.0;-326.0;?;80.0;114.0;963.0
390.0;327.0;943.0;-359.0;79.0;73.0;101.0;1016.0
306.0;324.0;925.0;-349.0;86.0;59.0;118.0;1019.0
289.0;357.0;931.0;-336.0;46.0;42.0;138.0;?
246.0;359.0;935.0;-365.0;?;48.0;99.0;?
223.0;359.0;922.0;-394.0;30.0;55.0;87.0;981.0
216.0;341.0;912.0;-352.0;15.0;50.0;58.0;981.0
205.0;362.0;884.0;-322.0;50.0;45.0;?;980.0
186.0;394.0;?;-330.0;?;56.0;66.0;953.0
175.0;389.0;842.0;-334.0;30.0;75.0;52.0;920.0
199.0;392.0;854.0;-320.0;8.0;82.0;?;908.0
246.0;410.0;857.0;-316.0;1.0;79.0;41.0;912.0
256.0;386.0;883.0;-309.0;15.0;81.0;64.0;920.0
275.0;373.0;886.0;-305.0;50.0;89.0;69.0;920.0
271.0;371.0;867.0;-294.0;62.0;86.0;62.0;932.0
298.0;388.0;870.0;-281.0;77.0;85.0;52.0;921.0
357.0;379.0;?;-291.0;57.0;88.0;44.0;952.0
386.0;394.0;867.0;-314.0;63.0;89.0;64.0;941.0
391.0;369.0;878.0;-310.0;69.0;80.0;74.0;960.0
379.0;379.0;880.0;-285.0;94.0;79.0;?;944.0
-89.0;314.0;838.0;-178.0;34.0;43.0;-145.0;806.0
-1.0;300.0;957.0;-147.0;87.0;47.0;-139.0;868.0
1.0;309.0;1039.0;-109.0;123.0;-4.0;-54.0;969.0
8.0;337.0;1146.0;-76.0;242.0;-12.0;34.0;1007.0
?;440.0;1093.0;-97.0;340.0;2.0;67.0;1066.0
274.0;476.0;997.0;-102.0;263.0;-1.0;122.0;1031.0
424.0;541.0;1022.0;-96.0;100.0;2.0;163.0;?
477.0;456.0;1032.0;-80.0;-26.0;2.0;151.0;940.0
526.0;418.0;987.0;-113.0;-78.0;1.0;220.0;?
630.0;389.0;947.0;-114.0;?;-6.0;320.0;909.0
701.0;357.0;939.0;-102.0;-144.0;-31.0;395.0;926.0
630.0;287.0;849.0;-217.0;-192.0;-22.0;411.0;927.0
?;299.0;818.0;?;-160.0;61.0;445.0;905.0
396.0;291.0;811.0;-509.0;?;175.0;368.0;?
332.0;312.0;788.0;-586.0;-22.0;205.0;328.0;857.0
261.0;333.0;780.0;-484.0;20.0;172.0;307.0;856.0
210.0;345.0;?;-381.0;8.0;188.0;302.0;845.0
156.0;332.0;812.0;-387.0;-26.0;257.0;293.0;823.0
122.0;335.0;?;-381.0;-35.0;272.0;263.0;823.0
99.0;?;896.0;-329.0;-8.0;237.0;233.0;846.0
87.0;318.0;961.0;-357.0;-50.0;241.0;?;906.0
58.0;315.0;963.0;-386.0;-91.0;240.0;248.0;935.0
?;280.0;962.0;?;-82.0;248.0;251.0;965.0
-1.0;278.0;920.0;-366.0;-68.0;259.0;265.0;936.0
-5.0;328.0;915.0;-316.0;-79.0;263.0;238.0;904.0
44.0;327.0;865.0;-273.0;?;250.0;191.0;?
471.0;456.0;880.0;-287.0;29.0;-128.0;?;962.0
368.0;458.0;860.0;-275.0;?;-107.0;-88.0;962.0
258.0;507.0;865.0;-358.0;8.0;-158.0;-130.0;962.0
209.0;491.0;882.0;-471.0;-6.0;-180.0;-148.0;964.0
167.0;532.0;912.0;-510.0;35.0;-139.0;-166.0;1001.0
147.0;557.0;951.0;?;66.0;-113.0;-149.0;1030.0
202.0;?;1067.0;-490.0;177.0;-98.0;-153.0;1043.0
334.0;491.0;1080.0;?;227.0;-89.0;-166.0;1147.0
440.0;415.0;875.0;-485.0;309.0;-55.0;10.0;1077.0
365.0;246.0;610.0;-478.0;195.0;-22.0;109.0;?
107.0;167.0;747.0;-457.0;34.0;-16.0;63.0;632.0
462.0;478.0;659.0;-119.0;229.0;?;?;734.0
538.0;?;598.0;-135.0;141.0;-77.0;-43.0;680.0
566.0;?;?;-191.0;10.0;-95.0;?;705.0
539.0;557.0;762.0;-296.0;-121.0;-151.0;18.0;766.0
546.0;524.0;964.0;-342.0;-294.0;-208.0;136.0;933.0
303.0;316.0;945.0;-325.0;209.0;38.0;29.0;1025.0
280.0;322.0;900.0;-322.0;?;52.0;28.0;1003.0
250.0;324.0;892.0;-337.0;95.0;68.0;36.0;989.0
215.0;?;885.0;-324.0;99.0;62.0;41.0;948.0
240.0;302.0;918.0;-299.0;119.0;46.0;7.0;964.0
?;345.0;916.0;-281.0;162.0;26.0;-28.0;990.0
334.0;369.0;944.0;-288.0;?;7.0;-10.0;971.0
378.0;347.0;?;-301.0;148.0;2.0;2.0;1032.0
342.0;296.0;?;-293.0;94.0;2.0;67.0;1051.0
306.0;271.0;932.0;-282.0;63.0;2.0;132.0;995.0
299.0;273.0;914.0;-251.0;24.0;-11.0;130.0;989.0
266.0;284.0;?;-269.0;59.0;-4.0;116.0;992.0
235.0;273.0;945.0;-308.0;85.0;5.0;112.0;997.0
212.0;329.0;?;-296.0;40.0;?;112.0;954.0
205.0;338.0;876.0;-295.0;48.0;101.0;97.0;954.0
219.0;331.0;889.0;-294.0;52.0;112.0;102.0;924.0
?;350.0;884.0;-305.0;58.0;117.0;71.0;925.0
241.0;335.0;886.0;-303.0;79.0;122.0;92.0;933.0
252.0;312.0;905.0;-289.0;?;120.0;88.0;987.0
272.0;328.0;943.0;-276.0;?;111.0;105.0;963.0
241.0;330.0;952.0;-284.0;40.0;107.0;107.0;999.0
232.0;300.0;953.0;-270.0;55.0;95.0;125.0;1000.0
211.0;304.0;901.0;-258.0;37.0;89.0;?;1008.0
235.0;346.0;877.0;-271.0;-7.0;82.0;114.0;963.0
251.0;356.0;866.0;-266.0;41.0;75.0;80.0;939.0
22.0;148.0;983.0;-289.0;398.0;92.0;17.0;954.0
94.0;225.0;864.0;-361.0;300.0;106.0;-4.0;980.0
94.0;?;831.0;-308.0;156.0;131.0;85.0;927.0
82.0;247.0;866.0;?;92.0;92.0;108.0;889.0
260.0;254.0;872.0;134.0;69.0;38.0;110.0;871.0
349.0;256.0;864.0;78.0;81.0;-52.0;77.0;877.0
349.0;292.0;818.0;8.0;62.0;-60.0;100.0;870.0
371.0;335.0;751.0;-102.0;61.0;-24.0;117.0;820.0
444.0;383.0;764.0;-266.0;27.0;19.0;108.0;772.0
498.0;437.0;837.0;-306.0;-4.0;86.0;41.0;836.0
539.0;?;945.0;-119.0;-17.0;?;-16.0;956.0
580.0;490.0;?;-88.0;38.0;-6.0;50.0;1069.0
519.0;421.0;1059.0;-196.0;95.0;3.0;111.0;1146.0
590.0;447.0;1161.0;-279.0;111.0;37.0;220.0;1179.0
653.0;449.0;1063.0;-313.0;90.0;46.0;39.0;?
519.0;389.0;910.0;-376.0;85.0;56.0;28.0;1180.0
406.0;296.0;960.0;-505.0;138.0;91.0;40.0;?
384.0;244.0;1105.0;-555.0;229.0;99.0;3.0;1060.0
308.0;237.0;1210.0;-516.0;331.0;79.0;-42.0;1197.0
331.0;267.0;1146.0;-396.0;386.0;63.0;6.0;1269.0
312.0;218.0;1105.0;-422.0;329.0;92.0;88.0;1197.0
273.0;166.0;1103.0;-602.0;282.0;93.0;153.0;1092.0
209.0;166.0;1119.0;-539.0;323.0;41.0;106.0;1064.0
26.0;148.0;1100.0;-404.0;284.0;4.0;100.0;1076.0
-40.0;170.0;?;?;270.0;-33.0;8.0;1017.0
-65.0;222.0;?;-324.0;191.0;-70.0;-66.0;952.0
-101.0;246.0;818.0;-278.0;133.0;-78.0;-201.0;918.0
-124.0;302.0;708.0;-229.0;53.0;-68.0;?;736.0
-118.0;306.0;632.0;-159.0;-68.0;-72.0;-88.0;665.0
-87.0;360.0;592.0;-112.0;-135.0;-94.0;-76.0;621.0
-64.0;387.0;626.0;-112.0;-113.0;-94.0;-82.0;616.0
-125.0;458.0;757.0;-106.0;7.0;-90.0;-115.0;695.0
68.0;571.0;1168.0;-120.0;225.0;-88.0;-68.0;784.0
534.0;664.0;1435.0;-88.0;347.0;-70.0;-187.0;1138.0
791.0;?;1227.0;-71.0;258.0;-42.0;21.0;1346.0
723.0;515.0;1244.0;-96.0;-38.0;4.0;177.0;1181.0
357.0;336.0;1266.0;-172.0;-226.0;59.0;234.0;1165.0
566.0;174.0;1151.0;-203.0;-147.0;58.0;488.0;1200.0
514.0;111.0;993.0;-201.0;26.0;23.0;448.0;1106.0
258.0;119.0;889.0;-237.0;146.0;?;306.0;963.0
122.0;173.0;755.0;-479.0;271.0;44.0;110.0;936.0
163.0;203.0;676.0;-810.0;344.0;201.0;58.0;821.0
275.0;352.0;?;-867.0;330.0;?;87.0;791.0
351.0;340.0;701.0;-539.0;161.0;193.0;77.0;789.0
358.0;274.0;761.0;-75.0;66.0;18.0;94.0;803.0
312.0;246.0;843.0;37.0;-2.0;42.0;171.0;812.0
?;195.0;908.0;-85.0;-65.0;22.0;139.0;885.0
161.0;193.0;887.0;-291.0;-137.0;-29.0;145.0;915.0
213.0;?;?;-383.0;-84.0;-40.0;183.0;901.0
285.0;383.0;924.0;-388.0;4.0;28.0;168.0;933.0
248.0;424.0;939.0;-352.0;-52.0;78.0;178.0;967.0
193.0;438.0;962.0;-282.0;-91.0;66.0;132.0;1002.0
174.0;403.0;976.0;-247.0;-69.0;63.0;168.0;1032.0
193.0;375.0;970.0;-217.0;13.0;89.0;189.0;1024.0
204.0;334.0;950.0;-212.0;60.0;135.0;189.0;1020.0
228.0;?;939.0;-212.0;90.0;151.0;152.0;986.0
350.0;379.0;957.0;-306.0;24.0;169.0;75.0;1005.0
396.0;379.0;?;-451.0;19.0;?;-9.0;1066.0
346.0;?;861.0;-455.0;99.0;271.0;-48.0;1052.0
333.0;387.0;840.0;-340.0;170.0;223.0;-67.0;926.0
480.0;445.0;848.0;-257.0;262.0;175.0;?;944.0
633.0;503.0;809.0;-262.0;395.0;158.0;-285.0;993.0
701.0;463.0;736.0;?;462.0;123.0;-290.0;964.0
671.0;423.0;710.0;-355.0;415.0;93.0;-276.0;909.0
621.0;405.0;688.0;-414.0;303.0;49.0;-282.0;866.0
644.0;407.0;706.0;-344.0;278.0;-44.0;-265.0;855.0
690.0;377.0;708.0;-319.0;283.0;-97.0;-317.0;880.0
654.0;355.0;?;-406.0;406.0;-158.0;-342.0;844.0
630.0;406.0;794.0;-503.0;428.0;-256.0;?;893.0
625.0;422.0;839.0;-525.0;445.0;-301.0;?;965.0
?;461.0;873.0;?;?;-283.0;-290.0;964.0
512.0;404.0;854.0;-527.0;386.0;-297.0;-278.0;961.0
431.0;415.0;856.0;-479.0;366.0;-363.0;-292.0;946.0
423.0;427.0;?;-448.0;269.0;-403.0;-253.0;914.0
426.0;426.0;771.0;-654.0;-466.0;-228.0;-58.0;826.0
504.0;397.0;719.0;-647.0;-501.0;-206.0;-60.0;873.0
496.0;454.0;722.0;-703.0;?;-216.0;37.0;808.0
530.0;496.0;711.0;-687.0;-759.0;-149.0;84.0;821.0
562.0;480.0;739.0;?;-758.0;-58.0;131.0;833.0
751.0;571.0;737.0;-484.0;-649.0;-36.0;164.0;932.0
933.0;586.0;759.0;-401.0;-637.0;?;221.0;889.0
754.0;562.0;726.0;-391.0;-622.0;-102.0;220.0;899.0
497.0;427.0;663.0;-422.0;-722.0;18.0;151.0;855.0
395.0;445.0;680.0;-365.0;-703.0;64.0;107.0;838.0
684.0;?;728.0;-439.0;-837.0;132.0;146.0;850.0
638.0;586.0;799.0;-475.0;-611.0;198.0;119.0;918.0
589.0;565.0;697.0;-519.0;-686.0;268.0;?;905.0
697.0;576.0;648.0;-565.0;-697.0;246.0;-21.0;840.0
717.0;627.0;577.0;-503.0;-750.0;114.0;56.0;762.0
662.0;614.0;578.0;-611.0;-686.0;184.0;26.0;726.0
662.0;612.0;634.0;-498.0;-783.0;219.0;-5.0;757.0
693.0;581.0;643.0;-487.0;-836.0;210.0;-43.0;847.0
650.0;567.0;688.0;-460.0;-795.0;154.0;-48.0;868.0
636.0;?;651.0;-564.0;-785.0;206.0;-45.0;890.0
594.0;575.0;625.0;-550.0;-799.0;162.0;-34.0;840.0
631.0;?;628.0;-578.0;-821.0;187.0;-48.0;813.0
614.0;620.0;634.0;-680.0;-770.0;240.0;-49.0;821.0
710.0;620.0;?;-582.0;-758.0;118.0;10.0;819.0
630.0;639.0;521.0;-570.0;-784.0;122.0;65.0;769.0
618.0;660.0;557.0;-674.0;?;187.0;59.0;714.0
639.0;639.0;616.0;?;-809.0;182.0;59.0;793.0
679.0;615.0;616.0;-613.0;-865.0;175.0;89.0;872.0
664.0;639.0;636.0;-596.0;-833.0;?;98.0;891.0
678.0;622.0;627.0;-588.0;-820.0;207.0;110.0;893.0
642.0;658.0;588.0;-619.0;-827.0;213.0;116.0;?
635.0;635.0;583.0;-658.0;-859.0;214.0;120.0;813.0
677.0;621.0;615.0;-612.0;-880.0;223.0;149.0;823.0
617.0;609.0;629.0;-617.0;-870.0;265.0;166.0;821.0
631.0;586.0;628.0;-701.0;-835.0;296.0;143.0;858.0
606.0;591.0;601.0;-680.0;-837.0;287.0;161.0;866.0
620.0;531.0;598.0;-655.0;-859.0;260.0;155.0;859.0
621.0;540.0;593.0;-670.0;-861.0;267.0;166.0;816.0
660.0;527.0;618.0;-651.0;?;290.0;147.0;816.0
621.0;540.0;632.0;-612.0;-890.0;287.0;156.0;826.0
?;536.0;666.0;-626.0;-897.0;293.0;127.0;872.0
534.0;534.0;682.0;-633.0;-868.0;286.0;173.0;886.0
626.0;513.0;644.0;-618.0;-922.0;294.0;175.0;875.0
591.0;516.0;644.0;?;-864.0;287.0;204.0;845.0
627.0;522.0;632.0;-553.0;-846.0;281.0;179.0;840.0
599.0;485.0;636.0;-574.0;?;295.0;161.0;849.0
661.0;488.0;632.0;-585.0;-789.0;277.0;?;861.0
567.0;530.0;670.0;-580.0;-791.0;268.0;173.0;862.0
563.0;520.0;649.0;?;-840.0;298.0;153.0;?
617.0;523.0;664.0;-545.0;-818.0;317.0;169.0;883.0
601.0;501.0;707.0;-532.0;-884.0;299.0;159.0;878.0
627.0;494.0;661.0;-528.0;-898.0;300.0;179.0;849.0
584.0;499.0;651.0;-530.0;-858.0;269.0;184.0;866.0
621.0;514.0;612.0;-556.0;-831.0;257.0;178.0;867.0
613.0;498.0;640.0;-573.0;-862.0;265.0;173.0;819.0
?;501.0;636.0;-552.0;-868.0;253.0;145.0;805.0
618.0;548.0;650.0;-547.0;-868.0;276.0;146.0;863.0
600.0;582.0;?;-514.0;?;300.0;126.0;904.0
593.0;544.0;672.0;-526.0;-850.0;271.0;157.0;911.0
591.0;542.0;650.0;-549.0;-854.0;?;194.0;848.0
619.0;512.0;610.0;-545.0;-855.0;280.0;195.0;847.0
?;531.0;573.0;-513.0;-900.0;245.0;186.0;760.0
647.0;558.0;589.0;-574.0;-884.0;271.0;117.0;799.0
591.0;559.0;615.0;-610.0;-874.0;276.0;119.0;838.0
575.0;559.0;588.0;-582.0;-873.0;253.0;132.0;878.0
603.0;600.0;588.0;-569.0;-853.0;300.0;135.0;839.0
624.0;608.0;563.0;-551.0;-859.0;?;?;815.0
634.0;602.0;575.0;-535.0;-859.0;280.0;127.0;788.0
640.0;630.0;596.0;-561.0;-872.0;264.0;136.0;802.0
652.0;620.0;597.0;-620.0;-851.0;275.0;113.0;835.0
661.0;643.0;590.0;-625.0;-911.0;275.0;128.0;834.0
684.0;?;580.0;-618.0;-873.0;283.0;108.0;793.0
683.0;670.0;577.0;-596.0;-982.0;302.0;125.0;832.0
619.0;670.0;579.0;-600.0;-928.0;308.0;98.0;839.0
595.0;720.0;502.0;?;-748.0;291.0;117.0;?
717.0;761.0;463.0;-642.0;-736.0;275.0;135.0;816.0
723.0;768.0;463.0;-639.0;-767.0;275.0;110.0;747.0
629.0;700.0;509.0;-651.0;-685.0;279.0;69.0;696.0
797.0;720.0;534.0;-687.0;-669.0;304.0;62.0;749.0
712.0;737.0;610.0;-703.0;-659.0;291.0;?;777.0
723.0;697.0;625.0;-699.0;?;294.0;74.0;843.0
?;680.0;639.0;-791.0;-689.0;407.0;79.0;872.0
467.0;674.0;512.0;-570.0;-446.0;12.0;-326.0;684.0
428.0;669.0;493.0;-675.0;-402.0;37.0;-322.0;714.0
614.0;692.0;451.0;-715.0;-352.0;11.0;-325.0;648.0
617.0;744.0;472.0;-743.0;-337.0;-15.0;-333.0;646.0
600.0;738.0;522.0;-715.0;-273.0;-26.0;-243.0;656.0
727.0;727.0;515.0;-763.0;-266.0;-37.0;-342.0;713.0
772.0;696.0;575.0;-768.0;-111.0;-80.0;-326.0;688.0
582.0;676.0;608.0;-706.0;-214.0;-130.0;-244.0;739.0
578.0;655.0;634.0;-714.0;-261.0;-122.0;-292.0;757.0
514.0;624.0;720.0;-670.0;-254.0;-152.0;-326.0;800.0
478.0;659.0;738.0;-644.0;-198.0;-171.0;-278.0;850.0
414.0;602.0;661.0;-750.0;-141.0;-174.0;-187.0;859.0
405.0;547.0;692.0;?;-129.0;-158.0;-115.0;807.0
435.0;570.0;696.0;-705.0;-81.0;-251.0;-83.0;835.0
715.0;543.0;718.0;-681.0;-107.0;-222.0;-166.0;862.0
502.0;535.0;724.0;-676.0;-23.0;-271.0;-227.0;858.0
468.0;554.0;714.0;-625.0;-51.0;-216.0;-218.0;871.0
517.0;545.0;720.0;-542.0;-114.0;?;?;863.0
601.0;499.0;723.0;-550.0;-45.0;-210.0;-151.0;847.0
667.0;502.0;789.0;-481.0;-214.0;-192.0;-169.0;?
83.0;506.0;830.0;-482.0;-39.0;-163.0;-194.0;923.0
174.0;498.0;804.0;-518.0;65.0;-257.0;?;943.0
513.0;584.0;632.0;-548.0;?;-343.0;-133.0;901.0
1099.0;641.0;491.0;-501.0;-30.0;-353.0;-116.0;763.0
908.0;711.0;?;-438.0;521.0;-285.0;-236.0;635.0
426.0;496.0;491.0;?;445.0;-279.0;-520.0;582.0
339.0;522.0;567.0;-489.0;468.0;-364.0;-465.0;650.0
506.0;648.0;626.0;-430.0;763.0;-425.0;-219.0;728.0
600.0;?;685.0;-345.0;591.0;-368.0;-371.0;838.0
304.0;414.0;725.0;-395.0;795.0;-284.0;-348.0;803.0
97.0;453.0;701.0;-603.0;882.0;-369.0;-505.0;910.0
36.0;474.0;776.0;-523.0;245.0;-431.0;-381.0;850.0
238.0;434.0;794.0;-581.0;289.0;-515.0;-444.0;936.0
-275.0;343.0;972.0;-493.0;999.0;-573.0;-358.0;924.0
261.0;63.0;830.0;-238.0;957.0;-601.0;-195.0;985.0
-152.0;397.0;702.0;-346.0;?;-609.0;-87.0;895.0
125.0;601.0;682.0;-262.0;4.0;-574.0;-576.0;923.0
-102.0;549.0;820.0;-100.0;1119.0;-805.0;-666.0;867.0
219.0;453.0;802.0;-37.0;367.0;-833.0;-392.0;935.0
126.0;442.0;701.0;106.0;756.0;-796.0;-432.0;845.0
194.0;412.0;686.0;33.0;734.0;125.0;-360.0;778.0
161.0;487.0;709.0;-39.0;998.0;-121.0;-366.0;771.0
134.0;540.0;827.0;-137.0;775.0;-956.0;-404.0;852.0
344.0;568.0;872.0;-229.0;576.0;-972.0;-366.0;999.0
396.0;631.0;869.0;12.0;627.0;-799.0;-342.0;994.0
586.0;582.0;925.0;-55.0;?;-584.0;-310.0;985.0
338.0;400.0;965.0;-81.0;518.0;-574.0;-237.0;1060.0
141.0;382.0;941.0;-159.0;408.0;-508.0;-84.0;1054.0
-240.0;244.0;922.0;-163.0;141.0;-716.0;-168.0;926.0
-285.0;288.0;933.0;?;120.0;-792.0;-32.0;914.0
-93.0;364.0;907.0;-399.0;97.0;-775.0;-93.0;934.0
194.0;329.0;913.0;-304.0;112.0;-703.0;-123.0;932.0
345.0;359.0;953.0;-346.0;120.0;-593.0;-68.0;924.0
324.0;311.0;1000.0;-260.0;?;?;-118.0;945.0
281.0;332.0;1021.0;-100.0;219.0;-260.0;-153.0;991.0
294.0;327.0;1062.0;-57.0;256.0;-208.0;-120.0;?
320.0;309.0;1119.0;-84.0;334.0;-207.0;-45.0;1041.0
?;350.0;1153.0;-47.0;?;-202.0;4.0;1118.0
327.0;364.0;1108.0;-27.0;532.0;-189.0;-24.0;1153.0
333.0;307.0;1144.0;-121.0;545.0;-165.0;21.0;1065.0
323.0;286.0;1039.0;-220.0;442.0;-133.0;-101.0;1088.0
291.0;287.0;920.0;-275.0;405.0;-152.0;-94.0;1063.0
219.0;318.0;847.0;-252.0;337.0;-177.0;-122.0;956.0
213.0;320.0;849.0;-246.0;363.0;-209.0;-246.0;861.0
286.0;376.0;889.0;-239.0;438.0;-222.0;-295.0;913.0
393.0;362.0;861.0;-235.0;478.0;-231.0;-251.0;966.0
381.0;375.0;857.0;-296.0;497.0;-226.0;-228.0;?
329.0;372.0;868.0;-372.0;443.0;-234.0;-136.0;952.0
338.0;349.0;840.0;-283.0;328.0;-316.0;-106.0;944.0
436.0;390.0;862.0;-274.0;272.0;-309.0;-168.0;925.0
456.0;427.0;842.0;-270.0;262.0;-336.0;-235.0;951.0
466.0;428.0;745.0;-287.0;236.0;-371.0;-213.0;916.0
513.0;?;752.0;-372.0;217.0;-351.0;-155.0;?
563.0;471.0;757.0;-364.0;?;-315.0;-117.0;855.0
611.0;506.0;785.0;-306.0;140.0;-279.0;-107.0;893.0
597.0;497.0;795.0;-294.0;115.0;-243.0;-103.0;903.0
594.0;527.0;844.0;-350.0;82.0;-272.0;-90.0;950.0
546.0;528.0;872.0;-415.0;57.0;-283.0;-29.0;945.0
?;500.0;866.0;-419.0;30.0;-238.0;13.0;969.0
439.0;513.0;866.0;-439.0;1.0;-185.0;39.0;953.0
417.0;?;893.0;-458.0;-39.0;-168.0;39.0;978.0
