Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay
74.0;31;29;470.0;-431.0;18;1;654
97.0;-18;-36;531.0;-411.0;-1;-329;663
55.0;20;-49;544.0;-389.0;?;-454;655
73.0;-12;-35;496.0;-361.0;?;-393;642
82.0;4;-55;504.0;-385.0;3;-419;662
88.0;-17;-49;481.0;-420.0;21;-413;650
29.0;-25;9;399.0;-380.0;21;-415;647
4.0;-28;-22;325.0;-390.0;6;-396;659
-60.0;-15;-31;247.0;-378.0;25;-458;639
-142.0;-28;-53;231.0;-395.0;25;-270;636
-173.0;-44;-69;244.0;-379.0;13;15;655
-217.0;-14;-9;206.0;-379.0;22;-32;646
-238.0;-12;-18;119.0;-378.0;25;-43;638
-288.0;-21;-17;-93.0;-364.0;22;-19;642
-140.0;-3;-13;-204.0;-384.0;16;-27;648
-85.0;-15;?;74.0;-374.0;22;-10;643
-222.0;-22;?;697.0;-346.0;27;-18;637
-144.0;6;22;275.0;-322.0;18;-16;645
-109.0;-1;3;128.0;-337.0;16;-23;645
-145.0;-13;?;604.0;-292.0;15;-26;644
-127.0;13;8;320.0;-326.0;22;-25;642
-184.0;7;11;102.0;-340.0;23;-24;641
-166.0;-3;15;160.0;-360.0;17;-27;647
-208.0;15;33;?;-374.0;24;-37;643
-224.0;0;19;-9.0;-383.0;18;-36;640
?;-10;-9;-112.0;-353.0;17;-36;647
-219.0;3;-9;-88.0;-379.0;19;-34;656
-106.0;5;-35;19.0;?;13;-38;646
-54.0;4;-37;82.0;-375.0;18;-32;?
-157.0;-5;0;61.0;-370.0;21;-15;644
-123.0;1;-1;7.0;-363.0;14;-32;648
-3.0;18;24;-78.0;-416.0;13;-24;654
-66.0;1;21;-55.0;-415.0;11;27;652
379.0;-17;-17;?;-386.0;27;61;?
201.0;-2;?;-127.0;?;12;24;653
-205.0;5;-27;-135.0;-357.0;13;-43;646
-5.0;26;-120;-107.0;-330.0;33;-22;631
217.0;66;-71;-48.0;-310.0;?;46;677
-125.0;?;-83;-38.0;-290.0;-62;72;668
-86.0;55;-155;-49.0;-286.0;38;39;627
-10.0;121;-128;-22.0;-263.0;-6;-9;659
-24.0;205;-178;-71.0;-326.0;2;-24;648
79.0;199;-265;-80.0;-311.0;25;-4;614
80.0;209;-284;-58.0;-263.0;5;-8;624
37.0;184;-345;?;-279.0;25;-95;592
64.0;140;-384;-25.0;-298.0;46;54;554
0.0;132;-329;-13.0;-293.0;68;275;540
11.0;63;-194;-51.0;-288.0;85;513;516
-7.0;16;-1;-24.0;-254.0;44;982;548
-118.0;31;26;-65.0;-265.0;8;768;586
-44.0;82;-53;-52.0;-262.0;12;258;577
-30.0;91;-30;-22.0;-268.0;35;317;553
-13.0;78;-50;-27.0;-270.0;23;411;570
-29.0;114;-100;-38.0;-280.0;2;326;585
-59.0;55;-13;-57.0;-294.0;41;188;542
-43.0;-86;64;-69.0;-328.0;11;49;586
-69.0;-148;118;-39.0;-316.0;-29;-39;618
-66.0;-234;172;-24.0;-420.0;83;-54;508
-64.0;-269;162;-70.0;-437.0;47;-48;548
-54.0;?;78;-29.0;-426.0;-130;-74;719
-27.0;-411;?;-27.0;-418.0;-126;-41;743
-63.0;-250;-197;-23.0;-417.0;-132;16;713
?;-786;-393;-75.0;-372.0;48;-17;557
-71.0;-1804;-407;-122.0;-398.0;241;-28;?
-88.0;-1769;-118;?;-400.0;87;5;503
-68.0;-1405;-126;-93.0;-363.0;1;-21;564
-39.0;-1439;-198;-78.0;-478.0;-15;-10;591
-56.0;-1231;-42;-68.0;?;72;16;494
-66.0;-1364;68;-34.0;-546.0;138;19;470
-66.0;-2002;52;-66.0;-450.0;3;64;558
-84.0;-2128;-24;-53.0;-413.0;-70;66;532
-67.0;-1971;46;-11.0;-373.0;-58;28;558
-65.0;-1957;183;-50.0;-425.0;28;37;524
-47.0;-1994;-36;-88.0;-511.0;1;-12;571
-28.0;-2777;-249;-69.0;-484.0;171;-51;?
-18.0;-3678;-228;-82.0;-469.0;107;-81;717
-53.0;-3858;-201;-89.0;-433.0;115;-18;778
-7.0;-3651;-88;-86.0;-586.0;312;61;678
-63.0;-2779;-18;-47.0;-670.0;-79;-177;997
-122.0;-1988;273;88.0;-618.0;752;-157;?
-96.0;-1540;?;252.0;-597.0;-229;-321;1508
-66.0;-782;109;413.0;-517.0;-1786;-760;2433
-39.0;-239;-153;487.0;-482.0;11;-1573;606
-15.0;-57;32;398.0;-542.0;262;-3355;398
-36.0;-57;98;154.0;-629.0;-212;-4025;812
1.0;?;75;43.0;-584.0;161;-3640;501
-3.0;206;125;55.0;-472.0;-73;-2909;732
-3.0;154;104;35.0;-408.0;29;-3271;633
0.0;69;48;236.0;-357.0;23;-3274;617
1.0;92;26;?;-368.0;9;262;646
-25.0;132;70;403.0;-313.0;30;2188;637
-18.0;110;79;?;-373.0;0;2386;664
-26.0;85;30;514.0;-282.0;36;3582;621
40.0;86;37;448.0;-248.0;15;3924;631
68.0;52;73;347.0;?;15;4498;650
-37.0;1;111;382.0;-268.0;15;5160;650
-65.0;-55;177;457.0;-375.0;11;5036;645
4.0;-122;107;474.0;-464.0;28;5222;651
56.0;-105;252;421.0;-504.0;20;4798;652
-130.0;-122;252;272.0;-450.0;21;4378;638
-387.0;-179;448;258.0;?;22;3237;639
-432.0;-102;1239;101.0;-491.0;20;-503;619
-479.0;-131;1176;47.0;-654.0;?;-1930;564
-380.0;-270;2376;98.0;-763.0;84;-2134;633
-204.0;-573;3721;341.0;-660.0;71;-3495;638
-128.0;-1385;4258;332.0;-646.0;-74;-2519;893
-210.0;-1899;?;170.0;-591.0;-792;-1150;1761
-219.0;-1588;7887;98.0;-567.0;-1242;-789;2204
-201.0;-1332;4565;?;-513.0;-357;-287;1643
-169.0;-973;116;-27.0;-466.0;825;-29;637
-88.0;-153;-2358;-18.0;?;1130;-38;96
-241.0;155;-2243;19.0;-481.0;840;5;362
-299.0;270;-2576;35.0;-466.0;651;15;500
-236.0;869;-3337;40.0;-456.0;624;59;294
-202.0;988;-3897;41.0;-422.0;298;65;456
-121.0;848;-4411;69.0;?;-49;59;622
-22.0;850;-4151;31.0;-400.0;37;?;630
100.0;760;-3549;74.0;-400.0;?;-97;1060
217.0;1015;-3634;?;-479.0;-907;?;1456
330.0;975;-3620;30.0;-502.0;-467;-311;1707
432.0;880;?;-95.0;-534.0;-1306;-101;2234
?;1281;-3449;-159.0;-662.0;653;-586;2072
-200.0;265;-2176;-172.0;-717.0;2450;-894;2228
-499.0;-2137;1966;-80.0;-596.0;1191;-2092;1783
-301.0;-2545;3346;-29.0;-567.0;2443;-4685;-402
-50.0;-735;2640;19.0;-737.0;671;-4461;465
139.0;121;2793;134.0;-538.0;-1800;-6429;2463
102.0;-151;1647;298.0;-447.0;-384;-6977;1624
-32.0;-136;107;681.0;-424.0;-3;-4629;715
-24.0;-12;160;1270.0;-426.0;-4;-4102;663
?;124;251;897.0;-391.0;78;287;653
192.0;180;155;-211.0;-400.0;-5;2235;645
150.0;133;206;-107.0;-380.0;62;2281;653
170.0;109;123;-128.0;-412.0;22;4595;652
193.0;74;157;-134.0;-378.0;25;4387;671
?;75;154;-90.0;-339.0;24;4398;671
25.0;56;?;-65.0;-326.0;36;5834;654
-80.0;22;24;-40.0;-425.0;46;6740;653
-148.0;33;205;-25.0;-492.0;40;5746;652
19.0;-117;140;-166.0;-531.0;87;5803;616
165.0;-44;265;-253.0;-807.0;61;5244;635
111.0;?;902;-241.0;-726.0;61;492;616
-122.0;-21;834;-94.0;?;128;-2754;559
-268.0;171;2186;187.0;-640.0;-35;-3373;?
-297.0;-910;?;856.0;-530.0;252;-2536;434
-359.0;-1874;7226;1804.0;-582.0;-59;-1716;956
-88.0;?;7092;1650.0;-604.0;-1331;-1742;2357
-24.0;-86;4607;-207.0;-540.0;-1192;-288;2362
-715.0;-2163;-468;1124.0;-479.0;11;160;1323
-801.0;-2666;-2269;1935.0;-466.0;966;-169;307
-373.0;-2000;-1826;?;-440.0;1194;38;71
-353.0;-545;-2865;-411.0;?;920;-133;316
?;1645;-3344;-295.0;-382.0;496;-135;375
-705.0;2203;-3768;5.0;?;122;-177;609
-649.0;2097;-4272;-140.0;-378.0;86;-224;708
-474.0;1539;-4217;-86.0;-384.0;-502;-200;952
-375.0;844;-4404;117.0;-418.0;-462;?;1072
-356.0;1029;-4222;163.0;-513.0;-957;-190;1412
-313.0;1049;-4616;220.0;-536.0;-423;-318;2645
19.0;-767;-4577;63.0;-720.0;2410;-376;2868
-60.0;-3291;-41;0.0;-509.0;1532;-977;1549
?;-2012;4444;-95.0;-536.0;845;-2030;505
1362.0;-53;3496;-86.0;?;1047;-3650;764
-54.0;-506;1092;?;-600.0;-473;-6338;1074
-232.0;-252;153;124.0;-632.0;-37;-7986;762
-554.0;-31;22;43.0;-600.0;125;-6801;678
221.0;-42;66;290.0;-524.0;-107;-4072;693
265.0;135;89;545.0;-463.0;131;-639;646
-679.0;3;24;1841.0;-454.0;-14;1267;683
-138.0;3;29;732.0;-439.0;54;1888;656
86.0;7;?;-126.0;-435.0;40;3398;662
137.0;15;-10;-51.0;-451.0;25;4502;672
27.0;55;43;-81.0;?;48;5382;651
219.0;71;51;-224.0;?;34;5695;664
172.0;49;57;-257.0;-399.0;35;5595;665
192.0;51;42;?;-478.0;27;5449;?
62.0;121;91;-198.0;-448.0;24;5061;?
-20.0;85;193;-190.0;-524.0;19;4062;669
-104.0;-76;160;-178.0;-685.0;4;708;692
22.0;28;489;-471.0;-748.0;2;-805;634
87.0;-185;1114;-487.0;-660.0;55;-1401;545
121.0;30;1643;-284.0;-706.0;26;-2674;517
-16.0;139;4317;1249.0;-757.0;41;-909;425
-75.0;-940;7414;1383.0;-787.0;-315;224;948
-364.0;-187;5130;2378.0;-719.0;-1231;26;2018
-101.0;207;1548;24.0;-677.0;-486;?;1344
-229.0;-1391;108;1779.0;-609.0;1003;-93;-66
-716.0;-1460;-1542;232.0;-617.0;929;-47;10
-648.0;?;-2589;-871.0;-621.0;562;-44;299
-315.0;-248;-3423;-349.0;-617.0;498;-61;271
-442.0;177;-4189;-32.0;-620.0;415;30;404
-517.0;863;-3993;10.0;-675.0;110;45;618
-490.0;1977;-3810;-73.0;-652.0;-613;48;1320
-568.0;2748;?;10.0;-615.0;-512;56;1637
-410.0;3251;-3297;40.0;-849.0;-548;55;1876
-504.0;4512;-2355;40.0;-539.0;-317;70;2213
-414.0;?;-112;81.0;-761.0;1872;77;1241
-494.0;1875;1031;27.0;-847.0;-1146;75;3425
519.0;-458;343;-29.0;-811.0;-3790;74;4426
-717.0;-21;112;-17.0;-843.0;55;?;664
790.0;201;81;137.0;-828.0;332;77;425
110.0;54;?;173.0;-815.0;-361;67;997
-181.0;50;57;187.0;-819.0;287;103;465
-198.0;-23;?;266.0;-768.0;-135;-51;806
-326.0;25;78;166.0;-790.0;86;-706;621
-236.0;-35;45;605.0;-783.0;24;-1017;684
-109.0;1;-19;950.0;-776.0;-9;-586;700
-13.0;-59;13;645.0;-792.0;47;-459;664
176.0;-59;38;-102.0;-753.0;0;-372;699
-96.0;?;-27;-72.0;-778.0;29;-148;663
61.0;-158;-22;-155.0;-750.0;13;-82;689
6.0;-129;22;-208.0;-763.0;24;218;676
-17.0;-103;-30;-263.0;-789.0;28;454;679
113.0;-108;-50;-315.0;-812.0;24;470;686
57.0;-112;-42;-329.0;-859.0;30;430;679
-44.0;-82;?;-390.0;-801.0;21;223;684
10.0;15;-9;-271.0;-818.0;13;135;682
180.0;18;-30;-115.0;-857.0;21;223;681
53.0;6;-39;?;-827.0;18;132;681
-86.0;33;-14;776.0;-782.0;19;56;672
-195.0;-24;-14;1452.0;-816.0;24;62;668
-177.0;-33;-26;1267.0;-786.0;19;6;669
-111.0;4;-45;-344.0;-764.0;17;-3;667
?;-23;-35;616.0;-779.0;21;-4;?
-517.0;6;7;305.0;-796.0;24;-8;665
-857.0;9;-3;-50.0;-819.0;23;-1;671
-454.0;-5;-30;106.0;-810.0;21;-8;676
-471.0;7;-16;310.0;-812.0;25;17;672
-554.0;8;-24;302.0;-829.0;22;34;673
-473.0;43;-43;216.0;-819.0;14;7;674
-411.0;28;-28;370.0;-833.0;17;10;669
-351.0;12;-9;338.0;-825.0;23;?;662
-455.0;35;6;359.0;-837.0;25;36;654
-253.0;19;-7;?;-828.0;23;40;661
-21.0;?;-20;255.0;-832.0;18;15;669
-258.0;27;0;346.0;-851.0;22;16;661
-625.0;1;-35;346.0;-835.0;?;-1;661
241.0;3;-62;370.0;?;24;6;664
-24.0;16;3;371.0;-826.0;16;8;668
-1073.0;-12;30;?;-859.0;13;-35;672
-896.0;-25;0;412.0;-890.0;21;-45;663
352.0;-32;-1;420.0;-880.0;22;-37;?
-179.0;-41;0;423.0;-839.0;?;-4;662
-152.0;-19;7;417.0;-852.0;21;35;662
-32.0;-19;11;442.0;-859.0;21;-14;663
-117.0;-7;13;471.0;-875.0;20;-39;664
-229.0;26;0;?;-871.0;19;26;668
-25.0;1;-25;530.0;-848.0;21;?;667
-73.0;3;26;519.0;-866.0;15;11;667
26.0;29;45;515.0;-869.0;20;24;665
-33.0;20;35;487.0;-869.0;29;-1;?
-143.0;3;43;485.0;-871.0;26;-38;?
-217.0;5;23;484.0;-856.0;22;-25;665
-164.0;?;39;?;-846.0;12;-20;673
-218.0;51;47;442.0;-859.0;6;-41;677
-131.0;33;47;476.0;-851.0;15;-9;672
-109.0;-13;35;446.0;-858.0;14;20;675
-133.0;-18;11;447.0;-870.0;14;28;678
-116.0;25;22;443.0;-860.0;25;26;670
-111.0;?;0;445.0;-858.0;18;-19;667
-67.0;-10;-20;448.0;-841.0;12;-14;667
-96.0;-3;6;?;-880.0;19;-6;669
-98.0;-1;?;?;-881.0;19;9;674
-96.0;?;2;435.0;-855.0;17;57;675
-97.0;16;1;?;-862.0;17;11;675
-128.0;16;-12;494.0;-857.0;17;-24;674
-131.0;5;?;485.0;-863.0;?;14;675
-119.0;-12;-15;485.0;-849.0;23;2;669
-85.0;-15;-9;444.0;-859.0;20;21;671
-82.0;-15;34;445.0;-855.0;14;65;675
-100.0;-23;4;448.0;-887.0;20;29;670
-99.0;-44;-9;481.0;-872.0;?;16;674
-101.0;?;-29;501.0;-889.0;21;5;671
-95.0;-9;-41;513.0;-870.0;25;-8;662
-83.0;-19;-15;484.0;-859.0;20;-20;667
-89.0;-24;-11;493.0;-863.0;18;?;671
-64.0;?;-19;480.0;-863.0;21;34;674
-67.0;2;?;?;-842.0;22;-4;677
-51.0;-19;6;506.0;-843.0;19;1;669
-53.0;1;-6;515.0;-856.0;14;28;670
-74.0;10;-29;510.0;-867.0;13;1;677
-76.0;-26;13;478.0;-865.0;17;27;671
-105.0;-26;5;467.0;-887.0;17;31;666
-116.0;-39;-10;436.0;-856.0;18;-6;665
-119.0;-37;-15;475.0;-861.0;15;15;?
-83.0;-1;-24;?;-866.0;17;18;667
-101.0;-12;-37;489.0;-871.0;?;-8;662
-118.0;-46;-43;492.0;-861.0;19;?;664
-107.0;-48;-21;500.0;-850.0;13;-21;671
-100.0;-31;-53;497.0;-850.0;20;-30;667
-83.0;-16;-58;?;-870.0;26;-16;659
-79.0;3;-20;467.0;-869.0;20;-17;661
-103.0;1;-23;461.0;-869.0;20;-26;658
-81.0;-25;-10;482.0;-855.0;25;-25;652
-90.0;-27;11;500.0;-848.0;18;-15;657
-91.0;-23;-2;489.0;-834.0;17;-21;658
-117.0;-26;-12;526.0;?;21;-35;659
-70.0;-24;8;538.0;-833.0;18;-70;665
-93.0;-25;-5;508.0;-854.0;19;-72;663
-79.0;-25;0;476.0;-860.0;19;-84;664
-80.0;-16;45;435.0;-847.0;17;-166;670
-91.0;-27;7;407.0;-835.0;?;-163;669
-99.0;?;-2;442.0;-836.0;15;-199;669
-54.0;-50;25;480.0;-842.0;19;-392;661
-78.0;-27;-3;517.0;-820.0;?;-518;659
-91.0;-45;10;566.0;-819.0;17;-540;671
-92.0;1;18;566.0;-800.0;21;-556;663
-107.0;26;2;527.0;-810.0;25;-569;657
-96.0;?;30;511.0;-797.0;20;-557;663
-71.0;25;23;487.0;-802.0;14;-477;667
-91.0;36;-12;467.0;-793.0;9;-430;676
?;36;-10;463.0;-795.0;9;-449;676
-72.0;38;-20;473.0;-820.0;14;-360;666
-48.0;32;-19;488.0;?;16;-281;662
-50.0;42;-29;539.0;-853.0;15;-280;664
-78.0;25;-6;544.0;-845.0;17;-267;662
-106.0;-4;46;564.0;-861.0;23;-189;658
-118.0;40;35;?;-835.0;21;?;663
-100.0;61;35;448.0;-821.0;17;-327;667
-90.0;0;?;405.0;-818.0;35;-121;649
-71.0;-31;-18;451.0;-840.0;47;-55;637
-48.0;-24;-7;?;-790.0;43;258;641
-12.0;-25;?;424.0;-821.0;44;805;?
-29.0;-25;-11;410.0;-822.0;44;797;640
-68.0;-26;-9;383.0;-824.0;45;860;639
-86.0;-21;-12;?;-838.0;43;840;641
-99.0;-31;-9;328.0;-903.0;47;956;637
-123.0;-14;-11;376.0;-939.0;40;748;644
-153.0;26;-10;366.0;-888.0;?;555;662
-135.0;4;0;347.0;-813.0;24;1106;662
-126.0;-18;-2;321.0;-803.0;25;474;662
-114.0;32;13;341.0;-746.0;22;-125;662
-92.0;45;19;357.0;-730.0;3;91;682
-99.0;74;-6;307.0;-740.0;-5;-35;687
-109.0;-8;-67;316.0;-689.0;0;49;700
-122.0;-151;-231;294.0;-650.0;-40;93;751
-187.0;-260;?;318.0;-619.0;-39;18;706
?;-578;?;342.0;-562.0;?;14;654
?;-177;-564;284.0;-585.0;-52;3;698
-154.0;-731;-673;256.0;-536.0;-37;5;723
-59.0;-2731;-673;277.0;-522.0;138;15;?
-17.0;-2814;460;294.0;-545.0;193;32;537
-112.0;-1563;979;283.0;-590.0;93;-35;722
-165.0;80;635;255.0;-501.0;-212;-36;925
-179.0;1620;539;302.0;-498.0;-244;36;814
-181.0;1972;430;291.0;-470.0;-10;17;?
-142.0;1972;447;265.0;-540.0;-29;-5;683
-142.0;1976;501;209.0;-516.0;-38;42;?
-131.0;1939;155;237.0;-515.0;-59;61;686
-109.0;1840;-52;230.0;-538.0;-103;-5;694
-109.0;1946;28;317.0;-490.0;-86;?;691
-119.0;1853;?;287.0;-529.0;-89;-63;691
-115.0;1870;0;324.0;-520.0;-89;-144;692
-86.0;2084;12;358.0;-516.0;-103;-171;696
-56.0;758;-10;334.0;-470.0;-12;-607;674
-51.0;-139;3;185.0;-492.0;19;-1111;684
-97.0;222;-80;172.0;-492.0;-15;-1243;686
-113.0;68;-123;?;-517.0;42;-1349;638
-105.0;44;0;235.0;-565.0;37;-1392;647
-9.0;84;32;260.0;-573.0;26;-1292;656
-18.0;20;-8;389.0;-523.0;47;-993;630
-41.0;14;108;463.0;-509.0;26;-250;639
-85.0;-34;171;572.0;-505.0;9;212;674
-98.0;-14;69;599.0;-557.0;14;11;682
-81.0;-24;41;708.0;-589.0;12;-10;673
-90.0;-8;70;672.0;?;12;45;678
-91.0;-21;41;561.0;-569.0;18;-78;674
-43.0;-28;17;358.0;-560.0;22;19;671
-30.0;15;25;212.0;-550.0;21;77;680
-83.0;-7;22;36.0;-549.0;15;-68;682
-107.0;-28;?;54.0;-541.0;18;-70;677
-122.0;-7;-9;89.0;-550.0;23;-54;676
-160.0;-47;-11;78.0;-535.0;18;-53;682
-168.0;-37;-11;189.0;-550.0;?;22;678
-145.0;-5;-10;286.0;-552.0;?;61;675
-122.0;-24;-11;267.0;-538.0;18;86;679
-53.0;?;-11;766.0;-536.0;19;81;673
-68.0;?;-8;472.0;-527.0;17;48;678
-334.0;-7;-23;123.0;-531.0;19;53;672
-361.0;-3;-32;149.0;-523.0;17;47;667
-311.0;-23;-19;88.0;-518.0;21;37;668
-73.0;-5;?;?;-538.0;33;55;661
-84.0;-33;-62;-55.0;-531.0;24;48;666
218.0;-8;-62;95.0;-520.0;21;32;662
-12.0;2;-42;247.0;-520.0;30;-19;655
-206.0;7;-28;?;-519.0;28;-26;662
-237.0;49;-21;49.0;-536.0;24;?;663
-291.0;26;-21;16.0;-527.0;21;?;661
-186.0;16;-6;?;-505.0;19;-98;664
-30.0;-1;?;-50.0;-510.0;16;-91;668
87.0;-20;31;-3.0;-495.0;16;-100;666
-402.0;7;20;58.0;-504.0;20;-110;662
-603.0;14;23;19.0;-486.0;19;-126;666
-53.0;6;23;-36.0;-488.0;15;-125;666
33.0;14;23;-24.0;-506.0;23;-131;661
-31.0;17;12;-29.0;-495.0;26;-158;665
-75.0;11;-11;6.0;-482.0;21;-199;665
-67.0;-17;-2;11.0;-461.0;?;-222;660
?;-47;24;0.0;-461.0;23;-265;666
-13.0;?;23;-12.0;-410.0;16;-325;673
216.0;-45;20;-18.0;?;15;-323;672
238.0;-44;22;-10.0;-422.0;19;-339;?
36.0;-50;-3;-7.0;-423.0;21;-306;666
2.0;-56;-8;-2.0;-389.0;22;-351;664
-4.0;-56;-14;-30.0;-415.0;17;-313;671
-11.0;-65;-42;-18.0;-407.0;15;-310;664
1.0;-52;-19;-21.0;?;21;-428;?
1.0;-40;-20;?;-423.0;16;152;670
-7.0;-48;-61;-47.0;-446.0;10;568;669
11.0;-20;-43;-37.0;-429.0;8;638;673
30.0;27;-10;-48.0;-427.0;12;939;670
?;-5;-37;-42.0;-406.0;?;243;657
-3.0;-63;-82;-30.0;-430.0;16;-616;662
9.0;-38;-67;-30.0;-418.0;22;-96;657
-7.0;-72;-32;-20.0;-459.0;22;193;666
-35.0;-57;-7;-31.0;-484.0;60;-254;601
19.0;?;130;-38.0;-609.0;33;-721;612
19.0;-77;256;-17.0;-512.0;-15;-1017;691
39.0;-112;293;-27.0;-454.0;67;-394;520
34.0;-220;666;-37.0;-448.0;-41;117;499
19.0;-1158;1538;-8.0;-525.0;-89;31;723
-1.0;?;1860;17.0;-550.0;-268;74;?
11.0;-3510;?;-17.0;?;-509;22;1561
-11.0;-1339;-96;-76.0;-461.0;75;24;1788
8.0;3489;-2048;-99.0;?;586;49;847
15.0;5067;-1599;-76.0;?;417;47;382
1.0;3107;-1065;-37.0;-387.0;231;42;619
-7.0;2103;-1873;-66.0;-406.0;251;?;540
3.0;1687;-1849;-59.0;-435.0;280;-6;539
20.0;1096;-2336;-78.0;-364.0;135;19;672
-8.0;941;-2773;-79.0;-409.0;46;-32;732
18.0;1363;-2360;-64.0;-418.0;188;-89;?
28.0;1954;-2106;14.0;-393.0;-201;-50;817
46.0;2144;-1951;36.0;-448.0;-368;-43;944
?;1572;-1566;55.0;-440.0;-315;-95;909
41.0;924;-865;32.0;-441.0;?;-84;1199
44.0;1022;-1167;88.0;-478.0;-17;-100;1266
79.0;1044;-2401;102.0;-507.0;-476;-87;?
48.0;1274;-994;115.0;-468.0;790;-222;1111
29.0;366;1428;120.0;-743.0;1110;-460;959
4.0;-1455;1731;132.0;-752.0;-934;-955;1168
7.0;-1068;2447;213.0;-576.0;586;-1772;-158
-7.0;-516;2719;299.0;-606.0;-378;-2483;1568
-18.0;-357;1257;546.0;-576.0;-1647;-4117;2415
17.0;92;263;682.0;-524.0;113;-5719;585
-6.0;-84;93;710.0;-556.0;-77;-6533;?
-9.0;?;47;50.0;-560.0;-35;-6242;720
-18.0;113;50;?;-571.0;124;-3092;574
-28.0;30;54;-193.0;-551.0;-47;-79;735
-35.0;53;?;315.0;-478.0;76;879;622
-25.0;17;77;-180.0;-429.0;3;947;684
-2.0;25;63;12.0;-412.0;29;1805;660
5.0;-10;44;32.0;-450.0;24;3954;670
-11.0;-14;51;155.0;-394.0;30;4893;669
-10.0;13;67;150.0;-381.0;39;5000;661
12.0;16;?;206.0;-390.0;36;4931;664
49.0;19;76;167.0;-467.0;37;5635;664
-6.0;15;78;197.0;-470.0;36;5242;665
6.0;13;78;165.0;-482.0;?;4196;665
?;?;77;312.0;-509.0;36;4798;666
-81.0;-11;?;453.0;-954.0;?;282;661
236.0;50;80;619.0;-542.0;33;-3607;670
225.0;-19;76;1048.0;-563.0;39;-3135;659
5.0;25;78;989.0;-619.0;35;-3183;667
-7.0;59;82;377.0;-622.0;31;-1195;?
-73.0;-129;71;-97.0;-585.0;50;-614;641
-203.0;345;71;982.0;-680.0;12;-720;711
?;-866;243;?;-552.0;49;117;574
-484.0;-3026;1261;-148.0;-534.0;-109;-203;501
-378.0;?;979;-281.0;-504.0;-46;-110;481
-441.0;-1156;-1499;-78.0;-497.0;463;-39;156
-460.0;930;-2353;-197.0;-447.0;206;-55;313
-432.0;2468;-2422;-306.0;-477.0;-184;-162;551
-426.0;1894;-3138;302.0;-489.0;-104;-296;618
-241.0;764;-3411;?;?;-325;-178;879
-269.0;?;-3760;466.0;?;-357;-186;1013
-235.0;451;-3729;57.0;-431.0;-189;-99;1046
-226.0;563;-3498;-66.0;-440.0;-209;-42;1040
291.0;609;-3461;-97.0;-399.0;371;-50;1253
415.0;415;-2892;-109.0;-437.0;1168;-183;1257
141.0;314;-2891;-153.0;-478.0;790;-284;890
4.0;309;-2842;-183.0;-705.0;872;-496;924
-105.0;-980;-833;-119.0;-828.0;1925;-597;782
?;-2432;962;83.0;-658.0;1328;-455;211
485.0;-717;?;71.0;-766.0;323;-1226;522
-270.0;1064;4457;207.0;-694.0;-153;-258;1357
-158.0;148;3608;309.0;-695.0;-402;-1382;968
-125.0;-391;937;?;-631.0;?;-5601;422
218.0;-322;533;1196.0;-568.0;250;-3655;883
70.0;-262;448;108.0;-591.0;156;-389;864
481.0;-41;31;421.0;-534.0;285;-360;599
196.0;-24;190;108.0;-556.0;192;807;725
106.0;0;50;-90.0;-551.0;235;1950;659
131.0;-35;85;-172.0;-550.0;225;1928;653
57.0;-180;111;-182.0;-573.0;219;1863;?
-40.0;-218;48;-100.0;?;238;2135;660
-74.0;-203;95;39.0;-626.0;225;2421;678
-161.0;-207;64;-7.0;-660.0;233;2242;667
-120.0;-210;79;?;-615.0;230;2364;?
35.0;-214;80;147.0;-596.0;230;2406;672
95.0;-87;40;320.0;-589.0;218;891;675
65.0;?;42;471.0;-585.0;188;40;686
-2.0;-61;60;510.0;-582.0;185;352;691
-276.0;-30;54;781.0;-599.0;175;105;?
-387.0;6;56;809.0;-598.0;142;-51;692
-83.0;?;55;697.0;-596.0;141;24;692
-580.0;4;57;974.0;-570.0;144;-43;692
-802.0;16;44;828.0;-564.0;141;12;693
?;31;31;273.0;-530.0;133;120;696
-589.0;23;?;1123.0;-550.0;141;201;694
?;27;33;488.0;-524.0;135;248;695
?;30;18;-29.0;-589.0;69;147;700
-682.0;-8;-34;-89.0;-550.0;36;209;691
-590.0;-1;-64;-4.0;-614.0;29;408;689
-460.0;15;-22;35.0;-582.0;14;451;692
-349.0;-7;-15;57.0;-591.0;20;571;690
-212.0;6;-32;-35.0;-569.0;21;838;688
-304.0;32;-11;118.0;-558.0;17;950;681
-191.0;33;-21;?;-551.0;18;901;684
-36.0;-17;-8;-64.0;-482.0;21;947;686
-6.0;-8;-33;-78.0;-496.0;23;1064;683
64.0;24;-91;30.0;-486.0;25;980;677
66.0;-14;-77;121.0;-485.0;30;902;671
87.0;35;-67;229.0;-468.0;?;944;677
-171.0;96;-46;165.0;?;13;680;678
-14.0;32;-33;9.0;-456.0;11;564;681
-498.0;35;-57;-74.0;-447.0;?;?;675
726.0;61;17;-70.0;-681.0;10;623;679
-40.0;8;36;-80.0;-554.0;16;-256;672
-5.0;-38;-4;-130.0;-719.0;34;-1698;648
