InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX;Accelerometer LUA^ accZ;Accelerometer LUA^ accX;Accelerometer HIP accZ
214.0;235.0;204.0;128.0;345.0;395.0
217.0;225.0;213.0;171.0;363.0;425.0
209.0;217.0;208.0;163.0;337.0;402.0
207.0;227.0;191.0;181.0;333.0;383.0
213.0;236.0;184.0;183.0;333.0;391.0
209.0;241.0;207.0;183.0;342.0;399.0
208.0;231.0;211.0;207.0;334.0;392.0
202.0;?;218.0;219.0;?;414.0
?;219.0;222.0;181.0;337.0;384.0
196.0;221.0;203.0;195.0;361.0;387.0
194.0;221.0;211.0;194.0;?;386.0
195.0;233.0;220.0;207.0;333.0;412.0
188.0;231.0;200.0;199.0;336.0;407.0
184.0;222.0;181.0;188.0;343.0;412.0
184.0;227.0;?;217.0;339.0;415.0
184.0;228.0;209.0;226.0;318.0;407.0
182.0;227.0;168.0;165.0;324.0;376.0
?;222.0;191.0;193.0;342.0;385.0
181.0;213.0;191.0;215.0;341.0;410.0
184.0;220.0;191.0;?;335.0;417.0
183.0;221.0;203.0;204.0;314.0;405.0
182.0;214.0;213.0;214.0;323.0;399.0
183.0;221.0;210.0;204.0;323.0;432.0
188.0;218.0;211.0;200.0;346.0;222.0
186.0;207.0;211.0;156.0;360.0;185.0
186.0;198.0;211.0;176.0;363.0;457.0
185.0;220.0;211.0;205.0;350.0;362.0
183.0;243.0;212.0;211.0;317.0;420.0
187.0;240.0;?;?;327.0;?
188.0;230.0;223.0;213.0;318.0;395.0
192.0;221.0;230.0;210.0;337.0;389.0
194.0;216.0;219.0;193.0;336.0;364.0
193.0;211.0;222.0;169.0;339.0;412.0
191.0;214.0;217.0;206.0;337.0;415.0
193.0;224.0;201.0;206.0;324.0;416.0
192.0;228.0;185.0;229.0;307.0;434.0
189.0;228.0;169.0;245.0;295.0;?
183.0;216.0;127.0;234.0;304.0;410.0
?;?;141.0;232.0;314.0;402.0
180.0;198.0;129.0;201.0;288.0;370.0
184.0;191.0;116.0;194.0;272.0;445.0
189.0;180.0;97.0;?;291.0;410.0
187.0;180.0;96.0;196.0;281.0;517.0
190.0;187.0;?;184.0;305.0;482.0
191.0;185.0;77.0;178.0;296.0;481.0
195.0;179.0;75.0;202.0;299.0;472.0
190.0;178.0;66.0;199.0;274.0;530.0
195.0;191.0;86.0;184.0;284.0;436.0
200.0;179.0;94.0;185.0;279.0;453.0
193.0;175.0;83.0;173.0;268.0;425.0
182.0;173.0;95.0;190.0;259.0;456.0
177.0;174.0;124.0;193.0;248.0;447.0
?;163.0;140.0;193.0;256.0;476.0
168.0;?;119.0;183.0;257.0;472.0
167.0;150.0;113.0;?;259.0;525.0
168.0;151.0;?;?;274.0;511.0
168.0;153.0;200.0;?;259.0;540.0
168.0;156.0;192.0;170.0;291.0;539.0
162.0;165.0;253.0;191.0;257.0;499.0
155.0;175.0;359.0;169.0;245.0;434.0
168.0;168.0;470.0;163.0;280.0;445.0
173.0;158.0;462.0;97.0;345.0;342.0
196.0;162.0;460.0;47.0;430.0;354.0
220.0;162.0;496.0;23.0;468.0;326.0
251.0;214.0;447.0;46.0;531.0;267.0
293.0;290.0;495.0;-2.0;599.0;175.0
?;353.0;506.0;35.0;606.0;184.0
325.0;378.0;450.0;83.0;515.0;244.0
340.0;479.0;462.0;51.0;465.0;225.0
370.0;553.0;496.0;81.0;543.0;180.0
366.0;488.0;491.0;40.0;582.0;212.0
376.0;425.0;508.0;56.0;609.0;202.0
366.0;396.0;457.0;72.0;584.0;222.0
344.0;444.0;404.0;90.0;582.0;258.0
323.0;480.0;354.0;173.0;555.0;294.0
321.0;?;347.0;195.0;508.0;350.0
?;504.0;356.0;202.0;461.0;299.0
321.0;471.0;318.0;238.0;430.0;305.0
318.0;420.0;241.0;217.0;442.0;267.0
325.0;380.0;218.0;227.0;417.0;261.0
319.0;355.0;250.0;179.0;406.0;364.0
302.0;305.0;277.0;193.0;423.0;405.0
?;288.0;349.0;217.0;430.0;385.0
259.0;277.0;?;169.0;433.0;340.0
272.0;248.0;353.0;152.0;484.0;306.0
278.0;261.0;328.0;162.0;476.0;355.0
228.0;303.0;357.0;157.0;?;386.0
205.0;355.0;344.0;203.0;437.0;367.0
181.0;356.0;271.0;200.0;409.0;369.0
191.0;340.0;288.0;?;390.0;367.0
208.0;331.0;296.0;289.0;384.0;350.0
201.0;310.0;267.0;291.0;358.0;359.0
237.0;280.0;271.0;289.0;318.0;367.0
221.0;?;246.0;292.0;346.0;353.0
193.0;211.0;221.0;310.0;354.0;371.0
183.0;185.0;228.0;306.0;325.0;360.0
?;185.0;197.0;323.0;286.0;352.0
160.0;192.0;169.0;308.0;317.0;364.0
176.0;173.0;172.0;322.0;271.0;375.0
166.0;149.0;?;317.0;298.0;396.0
?;140.0;180.0;326.0;332.0;418.0
178.0;117.0;186.0;274.0;371.0;417.0
171.0;110.0;151.0;276.0;393.0;387.0
173.0;136.0;141.0;259.0;392.0;421.0
166.0;192.0;190.0;232.0;375.0;408.0
155.0;244.0;212.0;193.0;343.0;405.0
141.0;268.0;232.0;110.0;436.0;411.0
?;244.0;242.0;283.0;426.0;436.0
129.0;215.0;261.0;336.0;203.0;421.0
128.0;197.0;237.0;239.0;314.0;415.0
122.0;260.0;193.0;279.0;321.0;401.0
125.0;137.0;221.0;285.0;371.0;385.0
88.0;141.0;257.0;282.0;308.0;400.0
82.0;150.0;239.0;315.0;314.0;433.0
77.0;158.0;249.0;359.0;304.0;435.0
74.0;129.0;236.0;?;306.0;434.0
72.0;135.0;237.0;389.0;379.0;417.0
68.0;120.0;227.0;315.0;323.0;431.0
72.0;?;218.0;297.0;?;405.0
66.0;157.0;239.0;315.0;365.0;411.0
61.0;182.0;240.0;277.0;339.0;399.0
48.0;186.0;230.0;304.0;314.0;432.0
51.0;201.0;202.0;331.0;292.0;415.0
54.0;197.0;213.0;319.0;315.0;395.0
66.0;159.0;209.0;322.0;321.0;408.0
61.0;137.0;214.0;340.0;338.0;412.0
58.0;?;223.0;301.0;355.0;438.0
52.0;147.0;211.0;343.0;354.0;438.0
60.0;172.0;182.0;343.0;371.0;443.0
53.0;177.0;?;335.0;363.0;437.0
50.0;182.0;194.0;335.0;360.0;426.0
38.0;193.0;172.0;295.0;354.0;415.0
?;209.0;175.0;305.0;333.0;456.0
31.0;204.0;156.0;305.0;342.0;431.0
35.0;241.0;169.0;302.0;355.0;428.0
?;168.0;183.0;274.0;392.0;432.0
69.0;165.0;163.0;273.0;375.0;424.0
75.0;181.0;154.0;251.0;375.0;425.0
?;215.0;179.0;294.0;380.0;422.0
81.0;225.0;198.0;288.0;401.0;404.0
86.0;245.0;172.0;266.0;402.0;396.0
81.0;198.0;184.0;276.0;374.0;420.0
86.0;283.0;170.0;285.0;323.0;424.0
85.0;227.0;197.0;?;368.0;433.0
83.0;191.0;195.0;274.0;?;428.0
76.0;192.0;199.0;282.0;365.0;415.0
72.0;198.0;190.0;302.0;374.0;415.0
72.0;225.0;187.0;306.0;368.0;425.0
72.0;211.0;188.0;315.0;372.0;445.0
75.0;210.0;165.0;324.0;?;?
?;229.0;186.0;263.0;431.0;435.0
67.0;212.0;221.0;279.0;388.0;432.0
60.0;170.0;192.0;296.0;362.0;409.0
57.0;263.0;190.0;292.0;357.0;407.0
60.0;249.0;164.0;310.0;346.0;419.0
60.0;189.0;186.0;348.0;324.0;427.0
66.0;179.0;198.0;291.0;443.0;411.0
63.0;208.0;224.0;321.0;414.0;385.0
50.0;165.0;200.0;304.0;366.0;427.0
55.0;221.0;190.0;350.0;304.0;415.0
61.0;291.0;201.0;323.0;359.0;401.0
70.0;222.0;210.0;263.0;432.0;414.0
71.0;183.0;190.0;281.0;325.0;?
62.0;183.0;202.0;304.0;392.0;415.0
66.0;266.0;187.0;286.0;382.0;425.0
75.0;195.0;189.0;295.0;352.0;425.0
83.0;187.0;193.0;262.0;395.0;411.0
78.0;228.0;201.0;258.0;411.0;396.0
69.0;202.0;210.0;293.0;370.0;422.0
72.0;259.0;203.0;316.0;361.0;439.0
81.0;257.0;209.0;277.0;341.0;442.0
83.0;215.0;207.0;240.0;405.0;412.0
86.0;215.0;?;294.0;370.0;437.0
78.0;198.0;214.0;281.0;387.0;447.0
78.0;223.0;?;279.0;378.0;401.0
79.0;250.0;?;289.0;408.0;430.0
81.0;221.0;254.0;267.0;405.0;413.0
83.0;231.0;292.0;294.0;412.0;402.0
83.0;233.0;291.0;300.0;412.0;415.0
77.0;253.0;278.0;343.0;408.0;415.0
76.0;250.0;234.0;376.0;391.0;405.0
83.0;244.0;263.0;427.0;381.0;386.0
86.0;257.0;261.0;406.0;400.0;421.0
91.0;251.0;269.0;403.0;408.0;429.0
95.0;?;277.0;?;394.0;406.0
104.0;262.0;235.0;387.0;379.0;431.0
109.0;221.0;210.0;353.0;397.0;433.0
125.0;207.0;211.0;330.0;395.0;?
148.0;204.0;213.0;321.0;407.0;398.0
134.0;201.0;223.0;274.0;398.0;425.0
168.0;227.0;217.0;251.0;423.0;388.0
185.0;241.0;199.0;254.0;433.0;406.0
199.0;270.0;164.0;256.0;433.0;415.0
219.0;258.0;147.0;237.0;437.0;?
237.0;261.0;142.0;250.0;446.0;395.0
?;261.0;153.0;229.0;446.0;432.0
250.0;272.0;153.0;232.0;466.0;406.0
260.0;291.0;171.0;263.0;447.0;428.0
274.0;314.0;164.0;227.0;455.0;440.0
279.0;325.0;154.0;248.0;435.0;418.0
283.0;323.0;164.0;204.0;452.0;434.0
284.0;322.0;173.0;256.0;451.0;427.0
290.0;301.0;174.0;227.0;429.0;448.0
286.0;296.0;186.0;213.0;420.0;428.0
288.0;?;194.0;197.0;452.0;446.0
?;307.0;187.0;221.0;448.0;427.0
287.0;303.0;186.0;208.0;456.0;414.0
286.0;328.0;193.0;219.0;440.0;408.0
288.0;339.0;191.0;215.0;451.0;405.0
284.0;330.0;201.0;?;448.0;403.0
286.0;345.0;229.0;188.0;463.0;422.0
?;335.0;?;218.0;449.0;408.0
294.0;334.0;203.0;234.0;429.0;423.0
294.0;329.0;201.0;245.0;399.0;433.0
297.0;339.0;220.0;251.0;442.0;384.0
300.0;313.0;221.0;236.0;463.0;382.0
302.0;293.0;211.0;242.0;444.0;366.0
302.0;294.0;211.0;236.0;449.0;402.0
298.0;?;211.0;239.0;439.0;386.0
308.0;326.0;212.0;225.0;429.0;?
302.0;319.0;227.0;259.0;?;400.0
305.0;320.0;225.0;260.0;431.0;374.0
305.0;308.0;226.0;247.0;426.0;387.0
308.0;311.0;226.0;242.0;438.0;401.0
309.0;309.0;222.0;245.0;457.0;408.0
310.0;312.0;212.0;250.0;?;388.0
308.0;310.0;225.0;257.0;441.0;385.0
306.0;331.0;231.0;251.0;409.0;376.0
305.0;315.0;232.0;315.0;436.0;375.0
305.0;304.0;212.0;263.0;418.0;385.0
305.0;302.0;230.0;257.0;428.0;415.0
302.0;?;240.0;260.0;431.0;404.0
300.0;323.0;249.0;263.0;459.0;406.0
?;312.0;230.0;279.0;454.0;403.0
303.0;303.0;243.0;250.0;455.0;388.0
299.0;315.0;235.0;253.0;456.0;375.0
300.0;318.0;234.0;268.0;434.0;388.0
300.0;317.0;241.0;284.0;462.0;?
301.0;313.0;237.0;268.0;455.0;406.0
297.0;307.0;223.0;255.0;442.0;393.0
299.0;312.0;226.0;275.0;463.0;413.0
294.0;?;237.0;276.0;444.0;391.0
294.0;320.0;254.0;234.0;473.0;399.0
293.0;307.0;261.0;253.0;459.0;398.0
295.0;312.0;242.0;254.0;447.0;403.0
297.0;305.0;239.0;306.0;455.0;415.0
291.0;324.0;250.0;305.0;436.0;415.0
292.0;315.0;250.0;287.0;437.0;414.0
289.0;306.0;249.0;258.0;453.0;391.0
289.0;302.0;252.0;301.0;477.0;404.0
289.0;303.0;256.0;272.0;458.0;422.0
285.0;302.0;236.0;271.0;460.0;402.0
287.0;314.0;245.0;292.0;470.0;404.0
?;319.0;250.0;271.0;474.0;414.0
284.0;310.0;250.0;305.0;450.0;420.0
284.0;312.0;249.0;291.0;459.0;382.0
282.0;315.0;252.0;270.0;462.0;387.0
284.0;312.0;247.0;276.0;452.0;435.0
282.0;310.0;260.0;283.0;467.0;409.0
283.0;307.0;242.0;276.0;448.0;421.0
281.0;297.0;249.0;284.0;447.0;417.0
285.0;309.0;241.0;305.0;428.0;405.0
280.0;306.0;250.0;304.0;449.0;385.0
281.0;309.0;259.0;281.0;454.0;408.0
?;303.0;259.0;296.0;447.0;412.0
283.0;299.0;260.0;306.0;459.0;408.0
283.0;316.0;269.0;272.0;449.0;411.0
282.0;304.0;250.0;286.0;450.0;?
281.0;306.0;242.0;271.0;439.0;408.0
283.0;311.0;252.0;277.0;474.0;396.0
284.0;300.0;245.0;278.0;457.0;409.0
281.0;306.0;238.0;285.0;438.0;?
285.0;306.0;239.0;247.0;442.0;405.0
280.0;301.0;217.0;267.0;448.0;399.0
282.0;301.0;252.0;278.0;467.0;400.0
284.0;294.0;245.0;255.0;?;377.0
?;312.0;231.0;265.0;456.0;398.0
280.0;303.0;221.0;296.0;436.0;455.0
?;318.0;210.0;303.0;440.0;395.0
280.0;305.0;193.0;285.0;452.0;397.0
?;285.0;213.0;297.0;425.0;413.0
277.0;298.0;207.0;295.0;428.0;393.0
272.0;299.0;188.0;310.0;412.0;395.0
275.0;291.0;184.0;291.0;406.0;358.0
268.0;278.0;178.0;273.0;399.0;379.0
268.0;271.0;173.0;271.0;423.0;424.0
267.0;261.0;168.0;257.0;?;371.0
263.0;262.0;158.0;251.0;429.0;371.0
260.0;287.0;150.0;257.0;434.0;409.0
253.0;318.0;170.0;229.0;410.0;388.0
250.0;320.0;171.0;231.0;424.0;?
248.0;312.0;?;226.0;429.0;366.0
246.0;288.0;194.0;233.0;391.0;574.0
238.0;287.0;192.0;265.0;390.0;434.0
227.0;279.0;192.0;279.0;388.0;514.0
217.0;262.0;204.0;321.0;369.0;440.0
206.0;243.0;206.0;339.0;357.0;418.0
204.0;233.0;181.0;346.0;354.0;424.0
191.0;225.0;182.0;348.0;362.0;?
179.0;226.0;169.0;339.0;379.0;436.0
172.0;212.0;177.0;337.0;365.0;468.0
164.0;223.0;158.0;297.0;352.0;466.0
159.0;214.0;141.0;303.0;342.0;440.0
151.0;211.0;?;306.0;364.0;476.0
149.0;194.0;112.0;285.0;342.0;451.0
142.0;?;116.0;276.0;301.0;475.0
136.0;222.0;144.0;299.0;322.0;491.0
126.0;221.0;135.0;306.0;314.0;465.0
115.0;185.0;153.0;305.0;323.0;508.0
125.0;148.0;135.0;346.0;304.0;467.0
115.0;140.0;115.0;320.0;327.0;496.0
119.0;131.0;102.0;297.0;367.0;457.0
113.0;159.0;76.0;301.0;376.0;518.0
106.0;106.0;89.0;305.0;372.0;490.0
104.0;185.0;80.0;336.0;324.0;490.0
95.0;221.0;80.0;283.0;307.0;498.0
101.0;225.0;67.0;279.0;311.0;523.0
109.0;200.0;65.0;256.0;325.0;502.0
110.0;163.0;80.0;247.0;297.0;511.0
111.0;146.0;78.0;256.0;287.0;548.0
102.0;151.0;98.0;265.0;279.0;531.0
99.0;170.0;80.0;288.0;320.0;505.0
100.0;139.0;76.0;273.0;312.0;557.0
106.0;120.0;101.0;286.0;284.0;540.0
103.0;131.0;126.0;225.0;322.0;520.0
110.0;168.0;86.0;235.0;338.0;539.0
95.0;150.0;104.0;256.0;279.0;516.0
92.0;141.0;81.0;261.0;324.0;537.0
96.0;183.0;128.0;245.0;292.0;515.0
91.0;171.0;98.0;251.0;357.0;529.0
91.0;145.0;116.0;254.0;372.0;519.0
87.0;147.0;97.0;?;340.0;511.0
90.0;?;35.0;239.0;317.0;523.0
81.0;214.0;36.0;266.0;315.0;525.0
76.0;187.0;3.0;343.0;196.0;561.0
86.0;147.0;21.0;319.0;199.0;520.0
94.0;141.0;-27.0;294.0;232.0;567.0
100.0;113.0;-3.0;282.0;293.0;?
112.0;43.0;?;246.0;229.0;790.0
116.0;44.0;-17.0;235.0;184.0;667.0
112.0;129.0;-66.0;204.0;247.0;518.0
122.0;114.0;-37.0;192.0;207.0;601.0
126.0;43.0;-19.0;160.0;381.0;484.0
130.0;40.0;-20.0;141.0;343.0;466.0
258.0;417.0;390.0;133.0;512.0;348.0
259.0;430.0;397.0;119.0;493.0;303.0
258.0;407.0;323.0;160.0;513.0;279.0
251.0;386.0;274.0;205.0;517.0;339.0
241.0;369.0;291.0;222.0;521.0;387.0
252.0;373.0;?;224.0;508.0;?
258.0;390.0;310.0;210.0;517.0;?
265.0;381.0;315.0;176.0;533.0;378.0
267.0;380.0;327.0;164.0;524.0;?
270.0;393.0;279.0;153.0;485.0;351.0
256.0;416.0;214.0;174.0;497.0;318.0
229.0;407.0;272.0;199.0;513.0;329.0
222.0;381.0;303.0;231.0;505.0;363.0
233.0;361.0;416.0;180.0;?;?
247.0;366.0;443.0;144.0;?;357.0
258.0;385.0;434.0;114.0;532.0;372.0
272.0;401.0;428.0;113.0;558.0;356.0
265.0;421.0;451.0;113.0;534.0;377.0
239.0;424.0;476.0;140.0;528.0;?
223.0;427.0;464.0;165.0;524.0;366.0
230.0;420.0;443.0;189.0;500.0;363.0
246.0;422.0;421.0;181.0;479.0;386.0
269.0;404.0;403.0;155.0;489.0;334.0
281.0;392.0;405.0;153.0;513.0;335.0
279.0;368.0;376.0;153.0;514.0;341.0
?;358.0;365.0;142.0;523.0;322.0
?;377.0;354.0;142.0;523.0;340.0
314.0;381.0;350.0;?;524.0;345.0
318.0;391.0;374.0;117.0;534.0;335.0
319.0;396.0;353.0;141.0;530.0;324.0
321.0;405.0;371.0;132.0;522.0;335.0
322.0;410.0;356.0;123.0;523.0;355.0
?;418.0;361.0;116.0;520.0;339.0
323.0;425.0;333.0;118.0;510.0;342.0
324.0;418.0;323.0;145.0;?;343.0
322.0;413.0;350.0;131.0;520.0;314.0
325.0;408.0;365.0;143.0;534.0;320.0
?;410.0;349.0;140.0;505.0;326.0
320.0;417.0;354.0;146.0;491.0;345.0
321.0;414.0;356.0;?;512.0;361.0
309.0;399.0;374.0;122.0;515.0;367.0
316.0;389.0;374.0;112.0;485.0;347.0
309.0;401.0;355.0;102.0;497.0;359.0
304.0;403.0;370.0;112.0;514.0;334.0
308.0;400.0;367.0;111.0;?;352.0
315.0;391.0;352.0;112.0;513.0;354.0
314.0;395.0;391.0;113.0;515.0;363.0
314.0;401.0;360.0;128.0;528.0;334.0
317.0;406.0;362.0;125.0;530.0;356.0
321.0;416.0;363.0;104.0;519.0;336.0
320.0;419.0;369.0;103.0;527.0;344.0
321.0;415.0;?;96.0;507.0;362.0
323.0;415.0;366.0;?;517.0;356.0
321.0;408.0;364.0;120.0;511.0;367.0
320.0;412.0;344.0;114.0;501.0;?
321.0;417.0;357.0;112.0;514.0;383.0
315.0;416.0;327.0;102.0;514.0;375.0
314.0;414.0;346.0;122.0;514.0;359.0
?;407.0;333.0;120.0;504.0;373.0
311.0;392.0;316.0;?;500.0;404.0
302.0;392.0;318.0;137.0;475.0;405.0
312.0;393.0;?;141.0;485.0;396.0
291.0;401.0;333.0;163.0;456.0;375.0
292.0;388.0;304.0;170.0;467.0;375.0
290.0;377.0;304.0;183.0;488.0;?
289.0;359.0;305.0;164.0;479.0;405.0
290.0;352.0;323.0;168.0;478.0;407.0
284.0;353.0;313.0;184.0;490.0;433.0
282.0;357.0;314.0;193.0;476.0;445.0
277.0;366.0;311.0;170.0;514.0;420.0
276.0;369.0;307.0;163.0;473.0;403.0
270.0;361.0;316.0;144.0;?;400.0
263.0;363.0;336.0;171.0;468.0;397.0
259.0;369.0;317.0;?;476.0;410.0
261.0;367.0;329.0;172.0;476.0;399.0
262.0;353.0;322.0;152.0;476.0;426.0
259.0;342.0;307.0;153.0;477.0;381.0
258.0;346.0;?;156.0;469.0;392.0
263.0;351.0;309.0;159.0;459.0;405.0
259.0;360.0;321.0;157.0;459.0;405.0
252.0;362.0;305.0;157.0;449.0;403.0
258.0;354.0;302.0;164.0;451.0;397.0
253.0;344.0;310.0;?;456.0;403.0
257.0;334.0;306.0;143.0;467.0;396.0
259.0;322.0;310.0;157.0;473.0;406.0
261.0;327.0;291.0;156.0;462.0;?
264.0;347.0;295.0;175.0;447.0;403.0
265.0;347.0;317.0;145.0;446.0;408.0
268.0;345.0;318.0;142.0;474.0;390.0
266.0;339.0;347.0;132.0;485.0;398.0
268.0;335.0;344.0;132.0;477.0;400.0
264.0;349.0;?;120.0;?;400.0
264.0;361.0;295.0;130.0;447.0;415.0
260.0;358.0;297.0;183.0;455.0;406.0
?;350.0;?;190.0;445.0;386.0
252.0;344.0;298.0;202.0;441.0;375.0
249.0;346.0;310.0;209.0;426.0;374.0
257.0;335.0;297.0;183.0;449.0;364.0
261.0;326.0;277.0;183.0;456.0;377.0
268.0;305.0;299.0;144.0;464.0;389.0
266.0;301.0;317.0;130.0;495.0;409.0
264.0;300.0;316.0;137.0;473.0;380.0
253.0;333.0;318.0;168.0;450.0;386.0
259.0;358.0;298.0;165.0;429.0;385.0
262.0;367.0;298.0;162.0;436.0;375.0
260.0;359.0;297.0;183.0;437.0;360.0
262.0;342.0;288.0;192.0;447.0;360.0
255.0;329.0;304.0;171.0;436.0;356.0
258.0;309.0;316.0;?;451.0;377.0
261.0;310.0;305.0;179.0;450.0;396.0
264.0;320.0;312.0;?;439.0;385.0
265.0;328.0;315.0;138.0;462.0;375.0
267.0;?;299.0;164.0;466.0;?
264.0;332.0;313.0;154.0;462.0;396.0
262.0;340.0;334.0;161.0;450.0;393.0
258.0;346.0;302.0;154.0;441.0;384.0
?;347.0;305.0;166.0;?;384.0
254.0;348.0;316.0;180.0;?;368.0
253.0;338.0;317.0;201.0;452.0;368.0
254.0;322.0;317.0;195.0;428.0;379.0
252.0;312.0;335.0;183.0;454.0;393.0
249.0;?;316.0;153.0;456.0;388.0
257.0;330.0;316.0;143.0;466.0;391.0
258.0;338.0;308.0;151.0;454.0;396.0
258.0;332.0;320.0;143.0;?;388.0
254.0;328.0;?;155.0;459.0;366.0
255.0;342.0;306.0;172.0;447.0;374.0
254.0;342.0;314.0;192.0;422.0;385.0
252.0;343.0;312.0;161.0;418.0;394.0
254.0;329.0;303.0;172.0;449.0;374.0
249.0;?;293.0;169.0;468.0;373.0
248.0;302.0;316.0;185.0;462.0;364.0
253.0;311.0;300.0;164.0;428.0;381.0
256.0;343.0;308.0;?;421.0;419.0
252.0;346.0;289.0;191.0;446.0;408.0
252.0;326.0;327.0;164.0;447.0;389.0
250.0;306.0;348.0;154.0;447.0;409.0
243.0;317.0;387.0;153.0;447.0;404.0
239.0;327.0;366.0;?;446.0;389.0
238.0;333.0;348.0;189.0;450.0;367.0
230.0;326.0;356.0;225.0;464.0;395.0
226.0;316.0;359.0;208.0;442.0;392.0
225.0;310.0;362.0;189.0;453.0;407.0
247.0;307.0;354.0;202.0;449.0;355.0
236.0;304.0;360.0;211.0;436.0;385.0
236.0;325.0;378.0;206.0;459.0;375.0
232.0;324.0;380.0;217.0;462.0;384.0
220.0;320.0;365.0;212.0;449.0;377.0
217.0;303.0;?;221.0;436.0;395.0
213.0;308.0;367.0;244.0;404.0;366.0
208.0;316.0;356.0;282.0;398.0;364.0
192.0;309.0;375.0;276.0;407.0;342.0
?;290.0;364.0;275.0;418.0;336.0
188.0;268.0;382.0;265.0;428.0;360.0
189.0;266.0;397.0;252.0;445.0;387.0
189.0;264.0;359.0;247.0;417.0;368.0
182.0;272.0;351.0;262.0;442.0;370.0
183.0;289.0;350.0;?;430.0;391.0
184.0;293.0;353.0;240.0;436.0;389.0
179.0;287.0;367.0;245.0;420.0;345.0
183.0;289.0;332.0;256.0;389.0;385.0
181.0;290.0;333.0;223.0;?;385.0
186.0;282.0;337.0;222.0;441.0;383.0
191.0;269.0;323.0;203.0;451.0;?
190.0;267.0;322.0;203.0;436.0;361.0
192.0;?;272.0;?;447.0;?
194.0;294.0;259.0;250.0;417.0;367.0
194.0;293.0;249.0;265.0;382.0;?
190.0;301.0;243.0;265.0;371.0;351.0
196.0;289.0;283.0;254.0;409.0;375.0
188.0;267.0;258.0;244.0;416.0;372.0
191.0;249.0;?;231.0;398.0;377.0
187.0;255.0;272.0;226.0;401.0;365.0
185.0;265.0;265.0;213.0;425.0;371.0
190.0;276.0;279.0;181.0;436.0;384.0
201.0;267.0;295.0;?;423.0;394.0
213.0;255.0;300.0;179.0;413.0;395.0
215.0;270.0;279.0;183.0;412.0;375.0
217.0;297.0;278.0;161.0;420.0;373.0
218.0;300.0;294.0;174.0;411.0;?
218.0;?;298.0;161.0;402.0;370.0
218.0;291.0;298.0;187.0;402.0;371.0
216.0;286.0;279.0;185.0;435.0;384.0
209.0;278.0;289.0;191.0;413.0;369.0
219.0;275.0;296.0;193.0;399.0;366.0
218.0;287.0;277.0;204.0;409.0;380.0
224.0;281.0;281.0;193.0;428.0;353.0
220.0;277.0;274.0;207.0;415.0;358.0
219.0;288.0;272.0;212.0;410.0;386.0
220.0;287.0;279.0;202.0;405.0;391.0
223.0;280.0;283.0;207.0;401.0;374.0
224.0;276.0;289.0;215.0;408.0;384.0
223.0;273.0;287.0;213.0;394.0;385.0
221.0;278.0;288.0;211.0;410.0;385.0
222.0;279.0;288.0;198.0;419.0;375.0
219.0;277.0;288.0;222.0;414.0;399.0
220.0;277.0;297.0;203.0;394.0;400.0
221.0;278.0;298.0;190.0;394.0;388.0
219.0;274.0;279.0;?;409.0;409.0
217.0;266.0;279.0;214.0;400.0;400.0
215.0;270.0;278.0;214.0;399.0;393.0
215.0;273.0;281.0;203.0;?;401.0
211.0;276.0;289.0;187.0;400.0;404.0
215.0;273.0;287.0;232.0;417.0;407.0
213.0;264.0;289.0;188.0;393.0;394.0
209.0;271.0;282.0;212.0;396.0;411.0
209.0;270.0;283.0;210.0;407.0;400.0
208.0;277.0;285.0;217.0;397.0;393.0
209.0;273.0;274.0;207.0;399.0;405.0
206.0;279.0;295.0;209.0;403.0;?
206.0;276.0;290.0;211.0;410.0;414.0
205.0;271.0;288.0;193.0;408.0;420.0
207.0;279.0;296.0;201.0;409.0;440.0
207.0;276.0;299.0;204.0;415.0;417.0
205.0;274.0;270.0;204.0;420.0;432.0
208.0;278.0;309.0;212.0;401.0;419.0
207.0;271.0;297.0;224.0;390.0;451.0
204.0;271.0;312.0;214.0;390.0;414.0
203.0;279.0;303.0;212.0;410.0;412.0
203.0;279.0;297.0;194.0;408.0;441.0
202.0;266.0;280.0;218.0;411.0;434.0
197.0;263.0;295.0;207.0;419.0;407.0
196.0;271.0;329.0;215.0;414.0;419.0
193.0;267.0;314.0;248.0;?;436.0
191.0;280.0;305.0;222.0;386.0;425.0
187.0;281.0;315.0;231.0;407.0;435.0
189.0;266.0;324.0;204.0;408.0;415.0
187.0;259.0;328.0;234.0;410.0;437.0
186.0;271.0;317.0;224.0;403.0;431.0
182.0;269.0;327.0;219.0;384.0;429.0
185.0;267.0;317.0;217.0;378.0;429.0
183.0;274.0;314.0;222.0;398.0;414.0
185.0;267.0;315.0;243.0;391.0;409.0
182.0;257.0;360.0;254.0;390.0;?
188.0;264.0;357.0;223.0;410.0;421.0
191.0;265.0;360.0;224.0;418.0;415.0
194.0;264.0;323.0;196.0;419.0;415.0
197.0;265.0;314.0;187.0;430.0;460.0
192.0;274.0;301.0;210.0;421.0;449.0
192.0;284.0;292.0;236.0;404.0;456.0
194.0;288.0;271.0;258.0;?;411.0
193.0;287.0;215.0;247.0;390.0;395.0
195.0;281.0;189.0;236.0;391.0;416.0
197.0;267.0;210.0;205.0;415.0;465.0
192.0;268.0;202.0;203.0;410.0;445.0
196.0;267.0;221.0;150.0;424.0;453.0
203.0;262.0;242.0;151.0;414.0;434.0
