InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE Body_Ax
860;612;-174;-109;860;-328.0;-932.0;1620.0;590;167;600
1421;492;-172;-119;1421;-560.0;-1220.0;1320.0;685;89;545
1944;575;-175;-134;1944;-986.0;-1219.0;1042.0;?;167;807
2423;1042;-170;-149;2423;-1814.0;-990.0;1246.0;1353;94;774
2755;1375;-177;-156;2755;-1782.0;-806.0;1334.0;512;123;739
2187;870;-173;-163;?;-1691.0;?;1280.0;-74;66;1091
2189;-328;-170;-168;2189;-1653.0;-791.0;1178.0;-91;2;1192
3363;-989;-186;-168;3363;?;-634.0;995.0;-1012;17;1242
?;988;-149;-167;-1131;-1400.0;-530.0;751.0;1858;-242;1231
-3974;2712;-208;-162;?;-1118.0;-365.0;567.0;160;-420;1940
?;1932;-124;-159;67;-898.0;-201.0;493.0;-3601;-327;1157
1088;?;142;?;1088;-794.0;-27.0;483.0;-84;-374;-958
-615;1047;128;-159;?;-694.0;99.0;452.0;685;-471;-730
-999;1053;99;-159;-999;-320.0;287.0;409.0;117;-511;-536
-339;930;99;-158;-339;78.0;741.0;322.0;450;-411;-279
276;761;58;-157;?;498.0;897.0;52.0;-341;-421;446
87;822;78;-158;87;1336.0;284.0;?;?;-594;187
-20;809;101;-158;-20;1849.0;-370.0;?;35;-431;248
67;801;141;-158;67;1898.0;-1049.0;-1333.0;-68;-316;316
29;805;133;-158;29;1632.0;-878.0;-1528.0;-9;-362;237
-40;797;209;-158;-40;1226.0;50.0;-1449.0;-30;-37;266
-34;806;79;-158;-34;680.0;299.0;-1377.0;31;-30;239
-48;799;-202;-158;-48;450.0;?;-1379.0;-4;731;260
-28;809;-177;-158;-28;321.0;219.0;-1340.0;37;2355;251
-62;839;-153;?;-62;241.0;100.0;-1277.0;-27;1971;277
-147;792;-177;-157;-147;236.0;72.0;?;-240;1317;329
-148;692;-157;-158;-148;346.0;-20.0;-829.0;-33;2062;388
-227;799;-169;-157;-227;312.0;-32.0;-580.0;-579;1068;317
-611;934;-157;-158;-611;86.0;43.0;-250.0;-2273;225;200
?;?;-158;-158;-592;-132.0;178.0;3.0;-2196;1154;205
?;1303;-164;-140;196;-357.0;-18.0;219.0;-187;468;235
?;1884;-163;-127;602;-542.0;-189.0;519.0;791;-63;346
428;2053;-164;-125;428;-754.0;-191.0;847.0;986;304;443
684;2391;-164;-123;684;-762.0;135.0;1115.0;1737;91;508
489;2153;-164;-123;489;-318.0;-213.0;1166.0;1373;183;471
242;893;-164;-126;242;-44.0;-594.0;990.0;122;183;345
1186;461;-164;-136;1186;-220.0;-419.0;786.0;27;138;533
1373;687;-164;-145;1373;-275.0;-675.0;500.0;444;184;755
2359;659;-164;?;2359;-958.0;-1153.0;579.0;808;169;897
1953;1104;-163;-157;1953;-1823.0;-1210.0;833.0;997;151;?
1970;1418;-164;-164;1970;-2288.0;-1044.0;953.0;-487;129;590
2087;1191;-165;-167;2087;-2408.0;-997.0;?;-1106;115;603
-945;-160;-160;-168;?;-2347.0;-877.0;909.0;-178;12;166
3092;-2473;-171;-171;3092;-2128.0;-662.0;867.0;-1260;-1;587
1537;-753;-157;-173;1537;-1612.0;-360.0;859.0;-363;-71;74
-4050;2055;-173;-168;-4050;-1136.0;-241.0;821.0;-372;-158;1735
-705;?;-162;-164;-705;-877.0;-267.0;780.0;-2801;-272;2145
-1281;995;-156;-163;-1281;-827.0;-335.0;716.0;-460;-381;-2242
-872;823;-216;-160;-872;-783.0;-233.0;684.0;965;-121;-771
750;580;8;-159;750;-345.0;-12.0;634.0;55;-209;1190
-396;901;213;?;-396;51.0;146.0;502.0;176;-596;-147
165;762;129;-160;165;121.0;83.0;322.0;-109;-460;465
32;809;148;-160;32;363.0;7.0;47.0;-68;-183;247
-16;812;159;-160;-16;952.0;-170.0;?;-38;-131;194
127;772;130;-160;127;1014.0;-548.0;-514.0;-108;-109;356
36;804;219;-160;36;1035.0;-720.0;?;-81;28;188
76;784;53;-160;76;1148.0;-319.0;-734.0;-90;93;300
12;781;-200;-160;?;1037.0;285.0;-689.0;-39;401;238
11;778;-167;-160;11;745.0;415.0;-624.0;10;943;245
25;787;-157;-160;?;421.0;314.0;-643.0;7;1347;260
-6;794;-182;-160;-6;149.0;200.0;-606.0;-26;1537;258
?;?;-164;-160;-24;41.0;218.0;-462.0;-33;764;256
-17;794;-178;-160;-17;?;85.0;-249.0;-31;14;257
-20;794;-172;-160;-20;-68.0;-287.0;-136.0;-32;?;257
?;795;-173;-160;-19;-207.0;-346.0;-37.0;-32;88;257
-20;794;-174;-160;-20;-334.0;-78.0;39.0;-30;44;257
-15;794;-172;-160;-15;-512.0;134.0;142.0;-34;96;258
-27;793;-174;-160;-27;-653.0;162.0;266.0;-27;58;255
?;795;-173;-160;-8;-620.0;?;431.0;?;76;260
-27;794;-173;-160;-27;-386.0;188.0;445.0;-29;80;255
-23;794;-173;-160;-23;-184.0;-785.0;417.0;-30;71;256
15;797;-173;-160;15;-132.0;-358.0;329.0;-41;59;264
?;790;-172;-160;-122;-73.0;96.0;264.0;23;58;248
90;825;-172;-160;90;6.0;-1235.0;235.0;31;64;334
331;868;-172;-160;331;212.0;?;185.0;70;64;?
830;876;-172;-161;830;500.0;-907.0;34.0;284;53;312
889;752;-171;?;889;412.0;-717.0;-71.0;101;43;413
-640;475;-171;-162;-640;57.0;-196.0;-159.0;-433;41;424
-1023;404;-171;-162;-1023;-196.0;513.0;-201.0;-486;?;542
-686;488;-171;-161;-686;-163.0;724.0;-131.0;-492;36;617
-787;426;-171;-162;-787;-81.0;620.0;-20.0;-399;36;617
-812;472;-171;-161;-812;89.0;477.0;31.0;-526;36;585
-1306;634;-171;-159;-1306;509.0;621.0;32.0;-1354;?;240
-1223;582;-171;-159;-1223;774.0;830.0;-160.0;-1941;40;-71
-1058;524;-170;-158;-1058;1015.0;745.0;-348.0;-2280;25;?
-1124;562;-170;-159;-1124;1108.0;650.0;-474.0;-1856;22;-79
?;536;-170;-158;-1140;1068.0;817.0;-535.0;-2392;21;-174
-1078;553;-170;-159;-1078;1023.0;979.0;-561.0;-1901;23;-89
-329;656;-170;-164;-329;1087.0;1098.0;-593.0;1097;28;409
118;782;-170;-164;118;1257.0;829.0;-636.0;823;14;344
80;844;-170;-163;80;1286.0;744.0;-693.0;-135;?;209
129;784;-170;-163;129;1117.0;-72.0;-732.0;362;6;304
155;757;-170;-163;155;731.0;-430.0;-625.0;-3;-9;235
174;806;-170;-163;174;212.0;-394.0;-408.0;38;20;277
144;806;-170;?;144;46.0;145.0;-149.0;-22;24;274
80;813;-169;-164;80;220.0;460.0;81.0;-90;-15;226
6;811;-167;-164;6;406.0;488.0;210.0;66;88;233
-18;790;-164;?;-18;530.0;454.0;288.0;28;153;230
4;?;-166;-164;4;?;386.0;365.0;41;302;234
-11;810;-165;-164;-11;610.0;379.0;457.0;83;662;231
-61;809;-163;-164;-61;833.0;427.0;431.0;95;692;?
-107;804;-171;-164;-107;1126.0;407.0;305.0;79;479;253
?;796;-159;-164;-98;911.0;407.0;344.0;94;398;265
-58;802;-182;-164;-58;?;436.0;445.0;76;397;276
-51;812;-162;-163;?;433.0;607.0;485.0;24;340;285
-50;811;-175;?;-50;863.0;823.0;364.0;30;215;285
-48;810;-208;-164;-48;1150.0;938.0;207.0;38;120;285
-65;809;61;-163;-65;1484.0;872.0;-115.0;-6;35;278
-68;801;222;-163;-68;1791.0;885.0;-322.0;13;-97;273
-59;798;153;-163;-59;1789.0;865.0;-462.0;62;-137;275
-61;798;178;-163;-61;1663.0;1134.0;?;47;-168;275
-61;799;165;-163;-61;1617.0;1396.0;-759.0;50;-11;275
-61;799;156;-163;-61;1429.0;1438.0;-870.0;58;80;275
-52;797;166;-163;-52;1170.0;1288.0;-950.0;?;-804;275
-49;806;161;-163;?;932.0;1357.0;-1000.0;17;-1488;271
?;806;175;-163;-35;769.0;1290.0;-985.0;13;-953;276
-84;?;179;-163;-84;616.0;1312.0;-915.0;15;-313;282
-151;?;179;-163;-151;566.0;1172.0;-778.0;50;-49;279
-141;802;177;-162;-141;537.0;898.0;-664.0;45;46;280
-178;803;185;-162;-178;551.0;?;-549.0;67;11;?
-107;799;171;-163;-107;646.0;445.0;-426.0;22;-15;284
-207;806;190;-162;-207;677.0;372.0;-289.0;87;13;272
-114;800;174;-163;?;485.0;170.0;-113.0;26;-3;283
-107;800;174;-163;-107;286.0;251.0;123.0;21;-11;284
-1135;869;222;-157;?;221.0;400.0;277.0;?;4;164
-1523;?;-34;?;-1523;278.0;294.0;308.0;962;-13;117
-1338;882;-226;-156;-1338;397.0;31.0;266.0;838;-7;142
-1411;888;-160;-156;-1411;?;-373.0;298.0;887;7;129
-1399;887;-183;-156;-1399;?;-530.0;347.0;879;5;134
-1407;887;-183;-156;-1407;-40.0;-298.0;317.0;884;4;134
-1324;884;-173;-156;-1324;-295.0;-139.0;250.0;?;-2;?
-1578;894;-185;-156;-1578;-619.0;21.0;262.0;997;28;130
-831;862;-176;-155;-831;-750.0;-96.0;320.0;500;32;147
290;810;-182;-152;290;-919.0;37.0;342.0;-274;1;185
105;820;-180;?;105;-1112.0;287.0;417.0;-137;5;177
38;828;-180;-153;38;-988.0;715.0;357.0;3;-2;181
92;809;-180;-153;92;-726.0;966.0;243.0;-13;-1;251
24;793;-180;-153;24;-401.0;445.0;42.0;-2;6;295
86;787;-180;-153;86;-297.0;446.0;-80.0;-45;0;293
54;?;-180;-153;54;-280.0;154.0;-138.0;-27;5;296
?;789;-180;-153;63;-369.0;328.0;-49.0;-31;6;295
49;795;-180;-153;49;-479.0;552.0;-16.0;1;1;293
36;798;-180;-153;36;-442.0;445.0;8.0;20;2;292
49;?;-180;-153;49;-359.0;198.0;35.0;-4;-3;295
38;800;-180;-153;38;-319.0;255.0;10.0;25;2;289
47;792;-180;-153;47;-285.0;132.0;11.0;-10;7;297
53;775;-180;-153;53;-315.0;178.0;37.0;-103;6;301
26;795;-180;-153;?;-302.0;457.0;57.0;-74;14;254
12;803;-180;-153;12;-158.0;705.0;56.0;-44;-4;235
-18;793;?;-153;-18;-11.0;519.0;43.0;-33;-17;249
-6;801;-180;-153;-6;34.0;579.0;42.0;-21;3;244
7;796;-180;-153;7;10.0;679.0;82.0;-18;6;249
-29;788;-180;-153;-29;-9.0;759.0;99.0;-1;-2;253
10;798;-180;-153;10;62.0;881.0;?;-35;0;239
22;799;-180;-153;22;186.0;489.0;88.0;-25;2;239
-26;794;?;-153;-26;322.0;339.0;25.0;21;4;252
-24;798;-180;-153;-24;427.0;-225.0;-42.0;16;-2;?
-22;798;-180;-153;-22;433.0;-408.0;-91.0;24;-2;255
-39;800;-180;-153;-39;425.0;-649.0;-135.0;41;3;255
-46;799;-180;?;-46;468.0;-808.0;?;49;0;258
-69;790;-179;-153;-69;451.0;-589.0;-184.0;70;11;266
-90;799;-179;-153;-90;364.0;757.0;-200.0;61;3;256
-105;803;?;-153;-105;234.0;772.0;-231.0;18;3;268
-71;799;-179;-153;-71;56.0;591.0;?;25;34;256
-30;808;-178;-153;-30;38.0;242.0;-124.0;59;18;252
?;797;-177;-152;-57;172.0;-235.0;-90.0;49;-12;274
-2;786;-177;-152;-2;253.0;18.0;-136.0;-39;1;228
25;814;-176;-152;25;156.0;?;-165.0;-81;?;329
-154;?;-175;?;-154;-102.0;-320.0;-82.0;-262;0;92
-1245;854;-175;-153;-1245;-219.0;-380.0;32.0;-1400;-13;-217
?;766;-175;-153;-2449;?;-312.0;101.0;-3562;-15;-23
-2204;485;?;?;-2204;-106.0;-326.0;169.0;-4863;-15;94
-1901;515;-174;-155;-1901;-44.0;92.0;220.0;-4200;-6;602
-1778;823;-174;-156;-1778;158.0;227.0;209.0;-3258;-3;969
?;850;-174;-157;-881;338.0;-389.0;167.0;-1281;-20;339
-202;723;-174;-157;-202;?;-420.0;?;780;?;57
-89;756;-173;-155;-89;229.0;-235.0;39.0;527;9;356
6;812;-173;-154;6;239.0;66.0;69.0;308;-70;346
233;825;-173;-155;233;362.0;24.0;60.0;226;-9;369
296;821;-173;-156;296;447.0;-130.0;63.0;-170;24;373
265;803;-174;-157;265;541.0;-103.0;49.0;-6;-23;193
?;813;-175;-157;208;730.0;-155.0;27.0;-27;-23;214
42;815;-176;-157;42;902.0;35.0;-12.0;-29;-44;?
-2;805;-177;-157;-2;1063.0;454.0;-50.0;63;-11;214
-53;804;-177;-157;-53;1076.0;?;13.0;47;-72;237
-88;808;-179;-157;-88;903.0;?;78.0;45;-82;251
-58;808;-174;-157;-58;904.0;375.0;246.0;38;137;282
-59;805;-176;-157;-59;1075.0;499.0;350.0;20;281;269
4;806;-178;-157;4;1436.0;572.0;311.0;3;261;263
-7;804;-167;-157;-7;1857.0;677.0;243.0;-16;233;259
53;799;-190;-157;53;2230.0;780.0;2.0;?;328;265
198;800;-157;-157;198;2360.0;377.0;-156.0;?;413;258
134;811;-195;-158;134;2001.0;343.0;-159.0;-78;210;221
-20;818;-179;-158;-20;1344.0;88.0;?;20;-61;219
-86;807;123;-158;-86;925.0;-7.0;-123.0;-4;-104;241
?;?;212;-158;-90;807.0;778.0;-197.0;-44;-42;248
-84;808;152;?;?;792.0;1500.0;-259.0;20;98;241
-59;804;189;-158;?;929.0;2314.0;-161.0;-4;75;251
-116;806;173;?;-116;1444.0;2497.0;-181.0;-10;-126;267
-114;809;177;-158;?;2367.0;2554.0;-337.0;40;-261;?
5;?;181;-158;5;3194.0;2827.0;-597.0;-1;-412;?
-104;801;175;-157;-104;3504.0;2976.0;-787.0;20;-521;295
-5;782;180;-158;?;?;2719.0;-835.0;-126;-673;322
-220;?;176;-157;-220;2782.0;2280.0;-775.0;-128;-702;328
-321;862;?;-158;-321;2232.0;2009.0;-765.0;-351;-337;254
-836;857;175;-156;?;?;2041.0;-791.0;-511;-26;199
-2150;779;174;-150;-2150;1518.0;2075.0;-899.0;?;?;156
-2471;?;173;-151;-2471;1283.0;1765.0;-972.0;0;-15;0
-5373;716;174;-131;-5373;1144.0;1449.0;-925.0;1251;-33;186
-7816;695;175;-103;-7816;1059.0;1369.0;-909.0;1668;?;589
-7530;688;175;-111;-7530;1067.0;1130.0;-909.0;1922;-67;464
-7579;688;175;-110;-7579;921.0;941.0;-816.0;1939;-27;470
-4455;851;175;-80;-4455;813.0;919.0;-756.0;-2057;-33;874
-2020;944;175;?;-2020;946.0;828.0;-728.0;-1819;?;565
-1965;997;176;-79;-1965;1046.0;931.0;-756.0;1140;-52;37
-1302;974;176;-86;-1302;1064.0;990.0;-820.0;1161;-28;-17
?;866;176;-96;-1125;1127.0;795.0;-785.0;1490;?;-201
-326;978;176;-114;-326;1069.0;721.0;-670.0;1107;-55;-264
?;1141;?;?;535;1038.0;918.0;?;457;-46;-170
422;1256;177;-133;422;904.0;1038.0;-417.0;-79;-25;-420
798;1199;177;-141;798;?;1033.0;-337.0;-979;-42;-81
120;1326;177;?;120;339.0;888.0;-212.0;-2616;-13;-80
924;481;177;-154;924;55.0;703.0;60.0;-2359;-6;305
3012;-1232;177;-159;3012;-109.0;754.0;309.0;-170;-7;1211
220;-1325;176;-164;220;-305.0;650.0;487.0;313;87;-93
-1882;-963;?;-168;-1882;-580.0;867.0;568.0;1479;14;?
-2217;-287;176;?;-2217;-416.0;993.0;501.0;-826;76;-357
-1351;831;177;-152;-1351;-115.0;711.0;454.0;-3316;170;665
1387;943;173;-153;1387;-20.0;559.0;323.0;-333;78;2401
77;1047;150;-153;77;240.0;397.0;218.0;298;14;1092
-818;1074;114;-151;-818;510.0;205.0;291.0;45;192;281
212;837;66;-150;212;736.0;-111.0;334.0;455;1117;578
97;808;54;-150;97;300.0;-206.0;444.0;-76;1121;206
121;796;69;-150;121;-387.0;513.0;579.0;30;443;313
60;817;81;-150;60;-326.0;1460.0;630.0;9;778;283
0;809;89;-150;0;391.0;999.0;562.0;7;883;237
65;781;89;-150;65;1155.0;168.0;?;-23;672;301
102;795;153;-150;102;1837.0;69.0;25.0;-90;512;275
121;816;138;-150;121;2277.0;769.0;-237.0;-19;463;262
106;807;177;-150;106;2289.0;1471.0;-419.0;-57;407;259
74;790;181;?;74;1977.0;1245.0;-558.0;-124;47;208
68;788;-119;-151;?;1500.0;1057.0;-720.0;-116;-470;160
26;796;-200;-151;26;1144.0;1020.0;-827.0;-96;-1164;198
?;777;-159;-150;109;964.0;945.0;-887.0;-20;-1364;280
-162;825;-163;-151;-162;871.0;723.0;-947.0;-127;-2202;254
4;882;-175;-150;4;873.0;?;-1037.0;-227;-3027;287
?;836;-173;-150;74;756.0;?;-1068.0;-592;-1823;241
-172;845;111;-148;-172;455.0;427.0;-1137.0;-1452;-518;116
502;858;212;-144;502;185.0;488.0;?;-1651;-170;233
-1507;869;145;-145;-1507;-48.0;527.0;-932.0;-1384;-247;-85
-2220;1169;184;-95;-2220;79.0;?;-821.0;-200;-297;39
130;1973;165;-31;130;287.0;361.0;-595.0;532;-53;200
-528;2011;167;-30;-528;374.0;375.0;-286.0;-224;9;-476
-833;863;172;?;-833;221.0;593.0;-40.0;140;16;-202
-291;619;165;-30;-291;90.0;320.0;261.0;562;39;36
-1230;1010;171;-36;-1230;-168.0;-398.0;581.0;?;24;-308
-1265;649;168;-46;-1265;-469.0;-477.0;706.0;602;38;-261
-1517;799;169;-46;-1517;-64.0;-314.0;224.0;538;25;-277
-1530;798;169;-46;-1530;91.0;-223.0;39.0;550;25;-276
177;535;169;-96;177;-577.0;-249.0;289.0;-182;41;-181
355;1708;169;-141;355;-704.0;-89.0;405.0;-1120;38;-189
745;670;168;-159;745;?;-81.0;476.0;-1100;47;-427
1132;267;169;-168;1132;-681.0;-118.0;506.0;-990;38;-834
1292;-215;169;-168;1292;-810.0;-17.0;541.0;-950;49;-693
1576;-3259;169;-176;1576;-904.0;-63.0;?;-409;103;-295
-3573;-1276;169;-174;-3573;-734.0;-12.0;616.0;124;93;-374
-6993;?;168;-176;-6993;-478.0;113.0;606.0;334;232;?
-3579;-95;169;-165;-3579;-371.0;154.0;571.0;78;549;-397
-1742;1401;150;-145;-1742;-494.0;234.0;566.0;130;763;472
-1592;901;101;-147;-1592;-428.0;256.0;486.0;563;927;1469
57;731;64;-142;57;-68.0;?;388.0;234;1398;543
358;904;61;-140;358;329.0;553.0;320.0;-39;1606;130
-4;718;75;-142;?;692.0;440.0;?;36;911;356
208;852;91;-141;208;1081.0;280.0;-65.0;-62;698;188
-18;776;98;-142;-18;1658.0;357.0;-246.0;-55;904;285
7;784;115;-142;7;2189.0;621.0;-526.0;?;498;267
24;793;134;-142;24;2829.0;757.0;-933.0;-75;445;241
?;787;137;-142;?;3160.0;1611.0;?;-48;466;256
29;786;165;-142;29;3228.0;2055.0;-1579.0;-117;127;242
27;781;154;-141;27;2725.0;2064.0;?;-66;244;222
48;778;181;?;48;1905.0;1736.0;-1976.0;-24;-206;197
35;766;178;-141;35;1232.0;1313.0;-2009.0;-52;-2540;232
-36;773;-110;-140;-36;738.0;1059.0;-1837.0;-47;-3603;250
60;790;-256;-142;60;327.0;957.0;-1641.0;-445;-945;259
373;778;22;-137;373;324.0;788.0;-1372.0;-751;1069;233
30;821;205;-139;30;415.0;704.0;-1105.0;-1283;8;27
-1204;925;163;-114;-1204;363.0;666.0;-813.0;-1268;-594;-58
-2306;979;169;-53;-2306;282.0;711.0;-582.0;213;-63;5
-2158;1346;174;-28;-2158;?;575.0;-459.0;1154;-13;51
-796;1774;165;-25;-796;55.0;137.0;-118.0;1199;-31;303
62;1221;173;-21;62;-254.0;-72.0;455.0;954;83;187
-412;685;167;-24;-412;-456.0;14.0;991.0;?;31;-282
-1179;898;170;-26;-1179;-276.0;?;1614.0;634;48;-316
-1356;826;169;-29;-1356;-80.0;-88.0;2024.0;356;45;-240
-955;?;169;-33;-955;-404.0;?;1629.0;79;21;-250
-510;792;170;-54;-510;213.0;-202.0;821.0;?;49;-85
?;658;169;-95;141;-109.0;-552.0;731.0;-202;34;-105
603;?;?;-132;603;?;-696.0;951.0;-110;?;91
584;1187;170;-149;584;-537.0;-655.0;925.0;-279;?;43
1339;1157;170;-157;1339;-370.0;-539.0;777.0;-119;-2;447
2746;1387;170;-165;2746;-396.0;-404.0;574.0;724;20;1490
2138;-2141;170;-173;2138;-441.0;-290.0;450.0;1283;4;472
-1366;-782;171;-170;-1366;-273.0;-266.0;374.0;1093;65;597
-3953;2415;172;-163;-3953;-143.0;-263.0;349.0;-89;83;1404
-2344;650;173;-162;-2344;-101.0;-172.0;328.0;-914;169;152
105;1383;176;-157;?;-142.0;-114.0;257.0;-223;436;114
220;?;174;-155;220;-188.0;?;179.0;368;609;308
-94;519;168;-156;-94;?;-101.0;113.0;474;997;99
159;1038;163;-155;159;322.0;19.0;78.0;246;1067;296
115;685;157;-155;115;617.0;62.0;24.0;-119;635;256
54;821;143;-156;54;849.0;79.0;-90.0;-22;481;266
56;827;143;-156;?;1062.0;6.0;-87.0;-18;503;267
40;763;156;-156;40;1124.0;-78.0;-125.0;-63;394;?
48;821;147;-156;48;1112.0;-251.0;-205.0;0;125;263
53;782;177;-156;53;1210.0;-441.0;-367.0;8;374;258
50;800;159;-156;50;866.0;-132.0;-338.0;10;339;259
31;804;179;-156;31;397.0;240.0;-94.0;22;110;267
32;802;198;-156;32;?;471.0;35.0;34;-18;263
25;808;-81;-156;25;192.0;?;88.0;1;-1207;?
41;810;-224;-156;41;103.0;140.0;195.0;9;-1759;236
16;?;-154;-156;16;372.0;-12.0;?;-17;-2592;240
45;810;-183;-156;45;521.0;-299.0;509.0;15;-2411;238
29;811;-175;-156;29;289.0;-511.0;807.0;-3;-117;239
7;811;-172;-156;7;-23.0;-795.0;1043.0;-26;38;238
98;808;?;-156;98;-366.0;-1066.0;1331.0;74;-233;240
-108;822;-172;-156;-108;-593.0;-1203.0;1575.0;-170;41;241
301;741;-177;-155;301;-810.0;-1509.0;1809.0;412;-157;208
648;379;-175;-153;648;-965.0;-1801.0;1980.0;1366;-47;7
505;439;-175;-151;505;-657.0;-1730.0;2130.0;851;-89;9
1062;1102;-176;-151;1062;-213.0;-1056.0;2021.0;285;-89;230
882;1098;-175;-151;?;233.0;-996.0;1703.0;518;-78;71
632;689;-175;-151;632;556.0;-809.0;1487.0;599;-86;118
958;640;-175;-151;958;893.0;-697.0;1135.0;393;?;335
496;1034;-176;-152;496;681.0;-621.0;975.0;303;-72;358
123;1317;-176;-152;123;114.0;-810.0;945.0;351;-62;559
248;769;-176;-152;248;-73.0;-977.0;846.0;399;-65;576
275;497;-176;-152;275;40.0;-1058.0;662.0;446;-71;516
281;810;-176;-152;281;165.0;-962.0;550.0;306;-68;563
216;865;-176;-154;216;223.0;-567.0;443.0;99;-67;376
32;770;-177;?;32;264.0;-446.0;350.0;36;-61;210
44;770;-177;-154;44;252.0;-285.0;310.0;2;-69;261
117;801;-177;-154;117;271.0;-268.0;327.0;-4;-66;275
83;802;-177;-155;83;313.0;-317.0;266.0;?;-54;281
100;800;-177;-155;100;357.0;-228.0;226.0;-18;-53;297
87;803;-177;-155;87;310.0;-4.0;228.0;?;-44;268
28;807;?;-155;28;327.0;333.0;144.0;33;-36;270
30;807;-177;-155;30;455.0;-97.0;83.0;32;-35;269
32;802;-177;-155;32;?;-212.0;-60.0;3;-34;276
36;802;-177;-155;36;272.0;-539.0;-77.0;4;?;273
9;801;-177;-155;9;125.0;-558.0;-19.0;10;-37;267
-37;800;-177;-155;-37;-72.0;-487.0;-27.0;12;-24;283
-17;803;-177;-155;-17;-153.0;-270.0;-34.0;18;-26;281
-17;799;-177;-155;-17;-221.0;-313.0;-67.0;-33;-23;273
-32;795;-177;-155;-32;-310.0;-114.0;-32.0;-66;-21;280
-17;799;-177;-155;-17;-310.0;89.0;7.0;-17;-11;?
-8;795;-177;-155;-8;-244.0;397.0;1.0;-49;1;265
-10;798;-177;-155;-10;-115.0;294.0;-53.0;-43;-5;?
-9;807;-177;-155;-9;-19.0;384.0;?;42;-8;271
-1;800;-177;-155;-1;26.0;599.0;-119.0;16;?;277
17;799;-177;-155;17;109.0;691.0;-191.0;20;-6;270
33;801;-177;-155;33;120.0;822.0;-262.0;21;-8;266
73;805;-177;-155;73;146.0;1876.0;-241.0;-30;-9;271
90;811;-177;?;90;188.0;2182.0;-230.0;-27;-8;?
52;809;-177;-155;52;139.0;1891.0;-206.0;-21;-2;266
34;806;-177;-155;34;169.0;1535.0;-203.0;-14;0;259
13;813;-177;-155;13;179.0;1112.0;-273.0;28;0;262
-10;820;-177;-155;-10;235.0;833.0;-322.0;74;?;262
17;809;-177;-155;?;209.0;695.0;-360.0;12;0;266
47;801;-177;-155;47;189.0;?;-348.0;-39;-1;270
62;815;-177;-155;62;133.0;-346.0;-328.0;21;-7;263
66;816;?;-155;66;-3.0;422.0;-243.0;?;-9;?
26;806;-177;-155;26;69.0;565.0;-206.0;-11;-2;?
6;803;-177;-155;6;112.0;647.0;-214.0;-28;-1;260
9;805;-177;-155;9;159.0;343.0;-226.0;-11;-5;?
-12;809;-177;-155;-12;151.0;151.0;-228.0;?;-3;264
-9;809;-177;-156;-9;113.0;-62.0;?;-21;-2;267
10;810;-177;-155;10;73.0;180.0;-120.0;10;-3;260
11;811;-177;-155;11;53.0;182.0;-54.0;30;-3;259
13;808;-177;-155;13;60.0;187.0;-81.0;-1;-3;266
8;809;-177;-155;8;91.0;92.0;-31.0;-28;-4;262
0;808;-177;-155;0;97.0;101.0;-24.0;-29;-5;259
-9;805;-177;-156;-9;86.0;119.0;-23.0;-2;-3;263
-19;811;-177;-155;?;?;152.0;-14.0;5;7;?
-19;810;-177;-155;-19;69.0;220.0;-13.0;-17;13;261
?;804;-177;-155;-47;33.0;332.0;-42.0;12;4;262
-38;807;-177;-155;-38;74.0;498.0;-68.0;28;-3;259
-11;806;-177;-155;-11;?;342.0;-58.0;22;-1;257
-29;803;-177;-156;-29;35.0;291.0;-60.0;31;-2;264
-12;804;-177;-155;-12;29.0;217.0;-50.0;-5;-1;266
-21;805;-177;-155;-21;7.0;116.0;-50.0;1;-3;262
-26;808;-177;-155;-26;17.0;-77.0;-51.0;-1;-2;264
-23;808;-177;-155;-23;-11.0;-89.0;-35.0;-40;-1;264
-39;809;-177;-155;-39;-15.0;-116.0;-42.0;-30;-1;263
-21;811;-177;-155;-21;21.0;-306.0;-55.0;-21;0;263
-35;805;-177;-155;-35;2.0;-33.0;-31.0;-13;-6;259
-27;812;-177;-155;-27;13.0;138.0;-32.0;-12;-3;261
-6;811;-177;-155;-6;-13.0;50.0;-12.0;4;4;268
-41;804;-177;-155;-41;-20.0;20.0;-2.0;54;0;268
-48;809;-177;-155;-48;16.0;30.0;5.0;47;-3;265
-14;807;-177;-155;-14;-1.0;-45.0;16.0;3;-10;268
-3;810;-177;-155;-3;-10.0;-94.0;23.0;-10;-14;270
-14;813;-177;-155;-14;-3.0;-76.0;13.0;-10;1;265
20;807;-177;-155;20;29.0;64.0;46.0;16;3;?
8;810;-177;-155;8;34.0;91.0;32.0;26;?;270
-29;813;-177;-156;-29;36.0;28.0;22.0;-12;0;267
?;807;-177;-155;?;52.0;15.0;49.0;-13;6;270
-35;806;-177;-155;-35;-1.0;160.0;22.0;?;5;267
-15;804;-177;-155;-15;25.0;15.0;-5.0;-9;6;264
11;810;-177;-155;11;22.0;-224.0;-3.0;29;2;270
