InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Ay;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ax
-1130.0;-775.0;976.0;3;422.0;24;-16;652;-16;7
-903.0;-610.0;?;3;431.0;22;15;647;15;6
-548.0;-678.0;979.0;2;448.0;18;-9;653;-9;6
-258.0;-693.0;1009.0;3;437.0;17;-27;655;-27;?
?;-568.0;998.0;3;476.0;?;-10;651;-10;2
?;-482.0;986.0;?;468.0;16;-16;652;-16;3
-28.0;?;1002.0;-13;495.0;16;-15;652;-15;3
-238.0;-234.0;1007.0;?;472.0;16;-13;?;-13;3
-60.0;-205.0;?;?;496.0;16;-17;651;-17;3
?;-252.0;999.0;-64;514.0;16;-13;653;-13;3
?;-199.0;1014.0;-132;516.0;16;-17;651;-17;2
123.0;-204.0;1005.0;?;529.0;16;-13;653;-13;4
87.0;-194.0;1014.0;-122;529.0;17;5;665;5;23
57.0;-144.0;1023.0;?;520.0;20;0;660;0;37
361.0;-108.0;1012.0;-146;522.0;17;-5;655;?;21
215.0;-164.0;988.0;-171;500.0;18;16;660;16;?
276.0;-226.0;979.0;-156;?;19;?;?;-8;33
674.0;?;999.0;?;?;17;-33;658;-33;27
?;-38.0;1027.0;-167;514.0;21;2;662;2;27
937.0;?;1034.0;-158;514.0;20;-3;655;?;27
1308.0;166.0;1002.0;-183;504.0;20;-29;?;-29;30
1413.0;326.0;1007.0;-152;493.0;21;?;656;-9;26
1558.0;?;1000.0;-162;485.0;22;24;647;24;27
1731.0;604.0;1014.0;-142;482.0;21;12;650;12;24
1769.0;?;1004.0;-35;477.0;18;-32;?;-32;17
1709.0;590.0;1014.0;132;487.0;16;-32;661;-32;32
1701.0;560.0;988.0;499;501.0;21;6;659;6;15
1675.0;587.0;984.0;405;497.0;28;-22;664;-22;17
1643.0;627.0;966.0;876;511.0;39;40;647;40;-57
1628.0;701.0;968.0;1076;561.0;-12;-33;686;-33;-27
1599.0;770.0;1007.0;-122;602.0;3;-129;622;-129;140
1482.0;736.0;1012.0;-102;557.0;12;-162;498;-162;3
1414.0;?;1026.0;-259;543.0;-244;-1180;763;-1180;167
1342.0;725.0;1156.0;-484;602.0;-108;-2555;792;-2555;900
1186.0;675.0;1253.0;243;612.0;-407;?;1350;-4864;834
1019.0;579.0;1219.0;74;516.0;?;-3500;1910;-3500;390
862.0;494.0;?;5;404.0;595;4036;676;4036;270
656.0;433.0;826.0;?;298.0;721;?;117;6258;-380
448.0;326.0;1015.0;27;318.0;127;3329;553;3329;-439
249.0;192.0;955.0;?;369.0;289;2739;465;2739;?
?;-13.0;?;74;300.0;323;1759;?;1759;-131
-91.0;-194.0;766.0;82;?;293;341;478;341;141
-183.0;-327.0;815.0;88;310.0;161;649;?;?;233
-247.0;-380.0;831.0;61;292.0;-38;1094;683;1094;200
-128.0;?;803.0;?;288.0;-282;2010;881;2010;274
-117.0;-155.0;813.0;57;305.0;-659;2275;1193;2275;93
-108.0;-62.0;881.0;47;333.0;-1109;2756;1767;?;5
-176.0;-52.0;875.0;49;344.0;-951;2989;1988;?;-309
-196.0;-7.0;838.0;65;347.0;692;990;2088;990;-859
-292.0;-64.0;803.0;25;355.0;2031;624;2457;624;?
-359.0;-82.0;924.0;-11;340.0;951;-1607;707;-1607;-1932
-417.0;-134.0;?;-54;408.0;-871;-1383;-21;-1383;-832
-374.0;-208.0;883.0;-168;420.0;-272;2078;?;2078;-1052
-360.0;-279.0;1025.0;-206;545.0;-38;539;944;539;-1830
-332.0;-348.0;1536.0;-169;746.0;-1869;172;1909;172;2123
-286.0;-425.0;?;-546;754.0;-1008;?;?;348;1721
-238.0;?;758.0;-1287;599.0;323;-392;419;-392;-684
-121.0;-414.0;1006.0;-1310;580.0;-138;168;807;?;316
4.0;-289.0;1037.0;-734;572.0;57;-127;648;-127;3
?;-49.0;1067.0;-745;?;29;-105;662;-105;26
?;-9.0;900.0;-849;?;-33;?;704;?;165
252.0;-9.0;793.0;-657;444.0;?;-191;632;-191;-29
499.0;288.0;834.0;-931;441.0;-12;-127;686;-127;81
738.0;376.0;861.0;-549;468.0;?;-138;653;-138;?
975.0;617.0;?;-125;470.0;27;-92;?;-92;30
1060.0;1078.0;962.0;-179;509.0;28;-65;655;-65;19
1082.0;1335.0;904.0;1378;532.0;-50;-51;731;?;16
1115.0;1314.0;914.0;2135;533.0;53;-94;618;?;33
1050.0;1263.0;974.0;1160;523.0;-79;?;721;-196;-29
?;?;1042.0;824;498.0;?;112;395;112;-13
1107.0;1199.0;1071.0;817;483.0;67;-74;468;-74;?
1055.0;1023.0;1098.0;592;491.0;-111;-1428;735;-1428;98
1044.0;838.0;1268.0;237;471.0;366;-1870;242;-1870;141
999.0;581.0;1189.0;103;552.0;-1388;-1082;2151;-1082;3
1005.0;315.0;791.0;107;446.0;-900;-825;1928;-825;?
1013.0;211.0;892.0;23;468.0;1722;?;?;-662;345
1035.0;93.0;1260.0;25;548.0;1355;-738;-267;-738;300
882.0;-81.0;1141.0;?;480.0;1303;-864;-214;-864;282
698.0;-263.0;943.0;24;447.0;1011;870;36;870;398
356.0;-298.0;760.0;45;417.0;70;2549;847;2549;393
172.0;-218.0;736.0;24;350.0;-112;2880;952;2880;590
159.0;-501.0;903.0;-11;325.0;-639;3075;1313;3075;758
94.0;-338.0;766.0;3;298.0;-1079;3436;?;3436;1002
183.0;188.0;865.0;12;247.0;-1113;?;2040;3484;1281
-30.0;?;744.0;?;290.0;-192;2435;2112;2435;612
-239.0;-196.0;904.0;25;346.0;1309;2182;2298;2182;?
-262.0;-125.0;1009.0;23;268.0;?;1978;?;1978;57
-250.0;55.0;1043.0;12;316.0;-436;1134;716;1134;96
-110.0;381.0;1045.0;-18;346.0;-337;1207;802;1207;73
-69.0;654.0;909.0;-39;369.0;?;1230;877;1230;-70
33.0;?;1095.0;?;521.0;-197;1143;649;1143;913
?;765.0;1213.0;202;483.0;103;340;803;340;836
?;904.0;1356.0;?;444.0;45;-381;?;-381;-137
261.0;?;1072.0;-116;513.0;81;0;?;?;44
345.0;1128.0;933.0;-277;609.0;72;16;?;16;26
413.0;1110.0;1097.0;-222;775.0;54;2;689;2;-6
462.0;1009.0;1061.0;?;721.0;66;?;682;90;69
558.0;834.0;897.0;?;651.0;56;-9;684;-9;15
582.0;922.0;895.0;?;695.0;64;-5;670;-5;65
628.0;1233.0;993.0;-8;563.0;65;-7;680;-7;38
691.0;880.0;973.0;-55;?;65;-6;679;-6;40
833.0;-116.0;955.0;-46;452.0;67;6;676;6;45
982.0;-609.0;931.0;22;423.0;?;-67;686;-67;43
1047.0;-927.0;980.0;?;?;58;-145;686;-145;38
1077.0;-1278.0;986.0;57;340.0;61;-121;675;-121;?
1164.0;-1521.0;965.0;239;358.0;?;-84;?;-84;12
1140.0;-1763.0;?;267;391.0;45;-68;672;-68;22
1058.0;-1884.0;941.0;-951;405.0;?;-53;665;-53;28
1214.0;-1940.0;992.0;-522;403.0;31;-67;673;-67;19
1324.0;?;?;428;402.0;22;-47;670;-47;-2
1628.0;-1558.0;976.0;92;364.0;29;?;661;9;-12
1836.0;-1216.0;965.0;145;301.0;27;26;668;?;-7
1933.0;-1019.0;?;153;241.0;27;26;668;26;-7
1829.0;-870.0;?;68;285.0;30;26;665;26;-8
1662.0;-664.0;976.0;98;240.0;22;13;672;13;-5
1344.0;-561.0;976.0;?;247.0;22;-45;670;-45;2
812.0;-432.0;968.0;?;171.0;30;-76;664;?;7
326.0;-179.0;953.0;69;202.0;29;-76;666;-76;7
-160.0;?;955.0;102;306.0;29;-80;666;-80;7
-519.0;105.0;964.0;96;444.0;25;-26;663;-26;1
-474.0;141.0;988.0;69;258.0;21;-25;666;-25;?
?;278.0;997.0;78;254.0;19;-23;671;-23;6
105.0;678.0;985.0;74;230.0;15;21;668;21;-8
621.0;1123.0;987.0;82;262.0;18;?;662;26;-14
906.0;1262.0;951.0;?;235.0;19;?;670;60;3
972.0;944.0;954.0;40;243.0;16;69;677;69;3
523.0;402.0;995.0;48;276.0;24;75;661;75;18
-179.0;90.0;1013.0;70;303.0;23;80;660;80;29
?;93.0;982.0;?;295.0;14;26;669;26;7
-403.0;70.0;?;82;312.0;19;26;660;26;13
-463.0;-133.0;999.0;?;321.0;24;44;658;44;28
-484.0;-209.0;1001.0;20;352.0;21;-17;661;-17;17
-460.0;-135.0;997.0;133;325.0;13;-28;667;-28;13
-453.0;-167.0;1019.0;146;347.0;19;4;668;4;?
-460.0;-62.0;1000.0;66;333.0;22;6;663;6;25
-469.0;-42.0;1007.0;133;378.0;13;-4;669;-4;40
-514.0;-49.0;1034.0;147;405.0;15;-34;672;-34;20
-505.0;-60.0;1030.0;?;398.0;14;-10;669;-10;16
-463.0;-61.0;1042.0;318;318.0;16;6;668;6;19
-634.0;-129.0;1028.0;?;392.0;18;-8;664;-8;18
-705.0;-85.0;1014.0;91;?;11;-7;?;-7;22
-809.0;?;?;107;?;13;-34;674;-34;20
-774.0;-2.0;1034.0;22;430.0;-13;?;685;-25;16
?;111.0;1043.0;-14;386.0;-62;-15;739;-15;17
?;221.0;?;-252;420.0;-2;-129;693;?;2
-432.0;264.0;998.0;-347;388.0;?;?;648;-188;?
-277.0;431.0;1039.0;-4;388.0;-13;-138;698;-138;-34
200.0;673.0;1023.0;-14;361.0;-33;33;689;33;59
803.0;840.0;1001.0;-143;361.0;-67;125;680;125;175
1297.0;943.0;1012.0;64;364.0;21;-82;686;-82;?
1732.0;1178.0;?;153;428.0;-160;450;719;450;504
2060.0;1324.0;1224.0;64;378.0;54;?;954;1558;421
2250.0;1340.0;1042.0;36;284.0;682;3679;1220;3679;-1077
2396.0;1401.0;?;16;292.0;145;5207;1264;5207;-1358
2136.0;1264.0;965.0;29;230.0;-640;2551;1131;2551;-1006
1922.0;981.0;1059.0;59;?;?;204;802;204;-380
1644.0;669.0;932.0;48;109.0;?;1458;494;1458;355
1480.0;642.0;776.0;37;?;398;1691;490;1691;606
1665.0;708.0;818.0;41;-65.0;396;1966;459;1966;547
1718.0;718.0;919.0;67;4.0;357;3987;258;3987;68
1742.0;489.0;?;68;105.0;275;3571;261;3571;-58
1983.0;452.0;?;42;140.0;200;2194;394;2194;177
2175.0;819.0;923.0;23;151.0;77;1906;474;1906;286
2170.0;1123.0;954.0;49;190.0;-12;1570;600;1570;?
1880.0;1168.0;917.0;59;231.0;-105;1492;645;1492;380
1515.0;1122.0;875.0;46;265.0;-121;1472;628;1472;393
1210.0;1042.0;829.0;75;235.0;-178;1669;870;1669;217
983.0;820.0;798.0;38;289.0;-828;1294;?;1294;36
910.0;538.0;801.0;?;366.0;-884;921;1958;?;-266
929.0;343.0;864.0;79;361.0;-500;?;1778;633;-473
?;204.0;914.0;26;309.0;?;?;1825;116;-773
1315.0;11.0;1006.0;55;276.0;1713;134;1907;134;-530
1435.0;-195.0;1071.0;95;284.0;-955;-500;-452;-500;931
1557.0;-354.0;943.0;?;309.0;-1237;-651;?;-651;976
1482.0;-446.0;922.0;?;331.0;937;-226;-1332;-226;?
1386.0;-542.0;?;764;443.0;53;-328;-982;-328;488
1164.0;-576.0;?;713;535.0;-643;-149;1025;-149;-657
939.0;-582.0;1058.0;738;597.0;-76;-138;905;-138;-176
688.0;?;763.0;1632;614.0;38;-83;452;?;145
425.0;-338.0;967.0;1234;?;-10;45;818;45;-139
145.0;?;1137.0;?;597.0;27;-46;594;-46;85
-118.0;-1.0;1019.0;952;488.0;20;-15;666;-15;-49
-369.0;?;825.0;859;367.0;6;6;650;6;-28
-388.0;213.0;?;454;283.0;26;-17;631;-17;14
?;610.0;891.0;376;339.0;?;?;678;-59;-4
-669.0;622.0;950.0;-43;374.0;29;-77;?;-77;18
-732.0;720.0;907.0;-211;376.0;21;-73;652;-73;0
-604.0;1011.0;925.0;-732;360.0;22;-26;641;-26;1
-695.0;1119.0;910.0;-1933;400.0;17;-20;636;-20;-8
-822.0;1067.0;924.0;-2390;360.0;7;-108;676;-108;-6
-815.0;?;943.0;-2463;454.0;-25;?;521;-50;-110
-590.0;1112.0;976.0;-2038;602.0;0;36;379;36;?
-459.0;1091.0;932.0;?;655.0;64;115;414;115;-6
-329.0;895.0;1236.0;-2;?;-76;-239;725;-239;183
-217.0;754.0;1498.0;-102;664.0;?;-607;1677;-607;86
-74.0;538.0;1229.0;-135;665.0;-1374;?;2048;-166;-69
135.0;333.0;649.0;-105;?;-100;-894;775;-894;-55
324.0;243.0;497.0;-119;115.0;?;-2596;77;-2596;241
478.0;287.0;888.0;-79;36.0;345;-1847;475;-1847;488
576.0;224.0;1205.0;-79;198.0;488;-89;423;-89;603
711.0;275.0;?;-86;177.0;463;678;447;678;589
1009.0;111.0;795.0;-73;230.0;31;2601;836;2601;162
1255.0;-335.0;828.0;-68;256.0;-175;3789;991;3789;-42
1297.0;-165.0;920.0;-63;140.0;-150;2325;1001;2325;-17
1448.0;222.0;946.0;-65;166.0;-139;947;1055;947;103
1608.0;?;954.0;-63;222.0;-280;1066;1145;?;406
1578.0;964.0;988.0;-63;315.0;?;1749;1138;1749;320
1403.0;816.0;911.0;-63;307.0;-57;2220;1006;2220;130
?;692.0;909.0;-63;501.0;-99;2443;989;2443;173
1000.0;661.0;937.0;-63;304.0;49;2236;1084;2236;124
930.0;689.0;924.0;-63;190.0;97;2395;1066;2395;237
1047.0;526.0;920.0;-63;389.0;538;3242;1543;3242;142
895.0;246.0;921.0;-64;162.0;916;3504;1593;3504;?
586.0;-56.0;879.0;-51;162.0;-368;2643;260;2643;183
321.0;-275.0;916.0;-19;189.0;-388;874;?;874;-564
44.0;-316.0;903.0;?;239.0;43;-229;618;-229;-31
-107.0;-231.0;1034.0;-27;295.0;-818;-297;?;-297;1394
-153.0;-163.0;1256.0;?;357.0;-315;-502;1637;-502;1036
-170.0;-190.0;1195.0;-37;511.0;361;?;899;-586;?
-218.0;-247.0;1132.0;-70;537.0;84;-419;675;-419;257
-154.0;-345.0;986.0;-76;513.0;-24;-178;861;-178;?
127.0;-413.0;967.0;-90;530.0;22;0;602;0;63
122.0;-344.0;1056.0;-130;555.0;?;-66;697;-66;-22
-115.0;-239.0;1037.0;-159;?;7;-116;682;?;12
424.0;-109.0;995.0;-178;574.0;19;-61;647;-61;?
601.0;?;952.0;-183;?;15;-22;668;-22;?
478.0;-443.0;951.0;-172;560.0;29;-44;653;-44;12
436.0;-665.0;1076.0;-182;571.0;?;-48;659;-48;-34
598.0;-745.0;1004.0;-165;593.0;31;2;?;2;4
535.0;-717.0;1019.0;-164;613.0;24;-2;666;?;?
?;-711.0;982.0;-199;570.0;28;-59;666;-59;-5
261.0;-492.0;942.0;-147;611.0;18;-50;663;-50;-9
157.0;-183.0;1015.0;-103;643.0;7;-30;670;-30;-12
72.0;61.0;1018.0;95;645.0;12;-32;664;-32;-6
-39.0;293.0;1041.0;381;672.0;?;12;658;12;0
-41.0;493.0;1028.0;193;649.0;21;45;670;45;?
-63.0;677.0;1094.0;?;626.0;13;38;680;38;?
-247.0;926.0;1100.0;-249;569.0;?;44;?;44;12
?;1136.0;934.0;-155;541.0;15;?;671;67;5
-23.0;1055.0;956.0;-36;556.0;5;63;683;63;12
-324.0;1063.0;1060.0;-46;556.0;8;70;680;70;12
-191.0;1134.0;1071.0;-58;571.0;13;?;674;72;23
1092.0;370.0;1051.0;587;588.0;18;-5;670;?;21
?;?;1030.0;1156;618.0;20;?;668;-27;37
-721.0;625.0;1012.0;330;577.0;19;-26;669;-26;?
158.0;355.0;1030.0;?;538.0;19;13;664;13;17
5.0;317.0;1027.0;-43;?;16;11;666;11;?
-220.0;458.0;1031.0;-121;402.0;14;-4;663;-4;4
-188.0;640.0;1036.0;-212;360.0;?;-7;664;-7;90
-321.0;778.0;981.0;-150;318.0;-15;?;704;-256;-67
-551.0;981.0;893.0;?;289.0;-40;-62;695;-62;91
-652.0;1165.0;850.0;-110;196.0;-51;-794;740;-794;-549
-716.0;1367.0;915.0;-139;183.0;-156;-2898;934;-2898;-1375
-871.0;1225.0;945.0;-150;173.0;-142;-4232;945;-4232;-567
-911.0;809.0;1001.0;-125;220.0;195;-4925;677;-4925;-269
-886.0;292.0;962.0;-135;268.0;263;-4116;?;-4116;-43
-780.0;-186.0;928.0;-133;279.0;18;-2060;502;-2060;198
-580.0;-637.0;888.0;-138;265.0;-103;-966;626;-966;-322
-513.0;-966.0;834.0;?;184.0;-76;-737;632;-737;?
-519.0;-1162.0;?;-127;113.0;?;-1095;577;-1095;-274
-365.0;-1285.0;817.0;-108;58.0;7;?;685;-1744;-126
-206.0;?;837.0;-97;63.0;-78;-1767;710;-1767;?
-120.0;-1664.0;881.0;-81;26.0;-61;?;673;?;?
14.0;-1727.0;908.0;-105;46.0;-40;-1176;682;-1176;89
59.0;-1697.0;985.0;-116;117.0;23;-1191;670;-1191;-81
14.0;-1608.0;1021.0;?;240.0;100;-1644;652;-1644;-162
27.0;?;905.0;-61;301.0;102;-2690;799;-2690;-185
-8.0;-1183.0;782.0;-55;252.0;191;-3432;1341;-3432;-8
61.0;-1050.0;?;-48;161.0;726;-3442;967;-3442;101
99.0;-997.0;861.0;-22;145.0;1373;-2023;-18;-2023;1613
?;?;855.0;79;108.0;1050;-281;?;-281;2579
-11.0;-588.0;786.0;?;105.0;?;-317;729;-317;314
43.0;-717.0;1040.0;80;155.0;-192;-420;841;-420;-371
67.0;?;1207.0;237;?;-232;?;963;-103;170
78.0;-1031.0;1038.0;331;450.0;-233;-82;860;?;-187
320.0;-1003.0;840.0;889;?;36;89;642;89;78
217.0;-1083.0;935.0;1422;514.0;30;129;645;129;83
157.0;-920.0;966.0;527;616.0;-1;112;674;112;?
309.0;-816.0;997.0;-48;652.0;44;2;?;2;136
?;-639.0;1055.0;648;626.0;24;-54;644;?;?
561.0;-513.0;1051.0;911;493.0;27;-11;646;-11;87
670.0;?;967.0;588;479.0;13;-69;665;-69;39
644.0;?;873.0;491;489.0;10;-76;661;-76;42
445.0;-321.0;847.0;431;?;?;-72;659;-72;47
302.0;-203.0;935.0;261;515.0;17;-39;648;-39;42
206.0;148.0;974.0;108;463.0;15;?;638;-76;39
134.0;358.0;968.0;-265;420.0;28;-63;638;-63;30
104.0;372.0;935.0;-591;440.0;27;-22;642;-22;36
91.0;317.0;914.0;-1138;426.0;8;-145;649;-145;30
-34.0;241.0;966.0;-2400;407.0;?;-167;646;-167;10
-147.0;170.0;950.0;-2380;436.0;-61;-171;674;-171;?
-132.0;68.0;1067.0;-8;?;68;-24;468;-24;38
-66.0;11.0;1115.0;2203;513.0;24;-190;528;-190;-18
?;36.0;1233.0;1737;573.0;138;-1409;564;-1409;84
24.0;56.0;1270.0;56;458.0;-102;-2946;993;?;?
60.0;?;1374.0;-266;333.0;-1258;-3277;2232;-3277;91
59.0;-15.0;1139.0;-81;264.0;-330;-1803;1532;-1803;21
34.0;-105.0;748.0;-142;235.0;?;-698;?;-698;312
37.0;-145.0;763.0;-33;265.0;?;-575;?;-575;457
-34.0;-264.0;1091.0;-63;345.0;1030;123;183;123;440
-93.0;?;?;-78;510.0;772;853;377;?;448
-159.0;-415.0;971.0;-58;504.0;420;1189;718;1189;250
-227.0;-144.0;817.0;-71;?;248;1711;559;1711;132
-126.0;-1.0;732.0;-62;334.0;-16;2003;966;2003;-67
-51.0;-40.0;800.0;-62;271.0;-401;1927;?;?;228
-7.0;-10.0;904.0;-52;216.0;-977;2000;1566;2000;178
-34.0;286.0;888.0;-62;163.0;?;2459;2834;2459;-117
-294.0;215.0;849.0;-68;172.0;-1791;3162;3148;3162;?
-349.0;2.0;851.0;-20;231.0;2101;3226;3102;3226;-1929
-343.0;-118.0;853.0;?;257.0;2960;2314;1466;2314;-1190
?;?;994.0;148;256.0;104;818;-668;818;1543
-172.0;?;1141.0;186;280.0;332;-352;-358;-352;-455
24.0;-127.0;1113.0;119;372.0;-536;-483;1098;-483;-449
212.0;-192.0;1285.0;407;454.0;-1612;-536;2597;-536;1733
320.0;?;1489.0;116;659.0;-514;-396;?;-396;?
434.0;-461.0;1201.0;?;?;13;?;436;-30;-88
487.0;?;737.0;1818;555.0;0;-12;?;-12;?
570.0;-658.0;952.0;949;494.0;-4;4;697;4;74
714.0;-506.0;1146.0;564;478.0;12;-28;629;-28;?
633.0;-255.0;1050.0;698;463.0;?;-58;725;-58;8
?;-189.0;910.0;590;362.0;23;-44;634;-44;-18
479.0;-135.0;887.0;574;277.0;17;?;677;?;8
431.0;106.0;889.0;-22;357.0;?;-12;670;-12;4
-16.0;95.0;901.0;-156;361.0;15;-31;675;-31;?
-341.0;?;983.0;-218;383.0;26;-56;671;-56;-10
-371.0;394.0;981.0;-1517;425.0;-4;-33;693;-33;-8
-413.0;502.0;?;-1982;499.0;?;48;?;48;-30
-544.0;667.0;947.0;-2322;?;-13;-26;684;-26;-11
-680.0;?;?;-1967;409.0;39;3;?;3;-20
?;?;984.0;408;352.0;49;-7;598;-7;29
-795.0;738.0;1007.0;277;314.0;-60;-251;683;-251;144
-724.0;651.0;1019.0;-1197;372.0;327;-381;247;-381;-3
-719.0;613.0;1210.0;-770;358.0;-589;-1663;1372;-1663;174
?;555.0;1360.0;-290;301.0;-1480;-1410;2364;-1410;-108
-424.0;484.0;?;-311;382.0;?;-1096;871;-1096;252
-203.0;?;997.0;-268;458.0;1364;-2104;-153;-2104;1135
-38.0;342.0;897.0;-229;362.0;997;512;16;512;-94
63.0;344.0;1069.0;-249;377.0;196;686;753;686;-68
117.0;93.0;1018.0;-214;300.0;549;-1489;519;?;565
154.0;-205.0;915.0;?;179.0;923;304;-23;304;-186
359.0;?;837.0;-264;142.0;?;1481;490;1481;229
656.0;-239.0;871.0;-245;285.0;405;1620;492;1620;300
791.0;-379.0;922.0;-238;192.0;99;3156;682;3156;73
?;-165.0;924.0;-216;174.0;-512;3741;?;3741;990
291.0;136.0;935.0;-227;418.0;-671;4884;1715;4884;923
?;122.0;953.0;-247;12.0;-602;5837;2096;5837;659
-384.0;?;912.0;-212;46.0;284;5682;1985;5682;?
-333.0;-57.0;959.0;-197;?;671;4470;1667;4470;-27
-255.0;67.0;928.0;-195;193.0;-252;-801;1671;-801;668
-204.0;199.0;931.0;-202;177.0;36;-2699;692;-2699;1582
-93.0;156.0;970.0;-200;371.0;254;-626;265;-626;111
104.0;6.0;962.0;?;143.0;-421;-441;920;-441;-798
?;-135.0;987.0;-201;-148.0;-57;175;753;175;-200
509.0;-193.0;1078.0;-190;29.0;61;160;654;160;111
670.0;-152.0;1131.0;-166;210.0;-45;-75;714;-75;18
806.0;?;1012.0;-206;407.0;71;134;?;134;18
911.0;-58.0;862.0;-159;231.0;-5;39;686;39;33
904.0;?;851.0;-182;296.0;30;56;667;56;58
890.0;10.0;921.0;-166;?;26;46;666;46;49
682.0;197.0;906.0;-119;322.0;24;145;659;145;76
280.0;?;959.0;-313;258.0;34;69;647;69;83
87.0;148.0;1047.0;-51;270.0;7;?;674;-39;?
7.0;178.0;1115.0;-537;297.0;7;2;683;2;56
-93.0;205.0;1061.0;-142;352.0;25;-8;669;?;54
-69.0;213.0;1000.0;?;344.0;24;-6;671;-6;?
53.0;317.0;999.0;558;385.0;24;0;671;0;?
168.0;335.0;1009.0;79;443.0;23;-10;671;-10;52
234.0;330.0;982.0;58;396.0;28;2;668;2;59
265.0;352.0;987.0;?;293.0;15;-11;675;-11;?
222.0;453.0;1007.0;-324;286.0;-13;1;689;?;32
?;490.0;959.0;-197;343.0;11;26;665;26;51
-26.0;488.0;966.0;-265;?;37;-11;642;-11;59
-188.0;?;1014.0;-213;252.0;25;19;655;?;63
-186.0;149.0;990.0;-268;392.0;21;70;660;?;71
-117.0;0.0;966.0;-245;453.0;21;11;657;11;62
41.0;-40.0;992.0;-295;454.0;12;-36;661;-36;?
306.0;-29.0;984.0;-204;492.0;12;-35;661;-35;64
421.0;-35.0;?;-53;455.0;17;?;661;-43;?
471.0;-25.0;999.0;-174;442.0;26;-48;?;-48;61
380.0;-78.0;?;-254;?;12;-69;671;-69;50
280.0;26.0;977.0;-265;465.0;-2;-84;683;-84;30
222.0;149.0;980.0;-386;426.0;18;-53;658;-53;38
47.0;234.0;974.0;-351;372.0;25;-44;656;-44;28
-38.0;310.0;976.0;?;376.0;?;-49;665;?;23
-89.0;286.0;969.0;-295;383.0;11;-40;665;-40;27
?;?;955.0;-312;417.0;?;-50;663;-50;26
-60.0;157.0;?;-339;410.0;21;-23;656;?;?
-35.0;104.0;1004.0;-316;370.0;16;5;662;5;?
34.0;78.0;1004.0;-349;365.0;12;-31;669;-31;21
73.0;89.0;988.0;-349;438.0;16;-2;660;-2;34
160.0;130.0;995.0;-304;?;21;?;652;49;44
264.0;?;?;-304;487.0;17;-3;658;-3;36
234.0;167.0;974.0;-296;464.0;19;-21;656;?;?
257.0;162.0;1009.0;-297;464.0;22;?;654;-15;36
335.0;260.0;991.0;-317;449.0;19;-54;659;-54;45
498.0;450.0;?;-277;455.0;20;-26;655;-26;?
801.0;750.0;960.0;-244;476.0;8;-29;656;-29;16
918.0;1013.0;944.0;-246;454.0;3;-56;659;-56;?
970.0;1470.0;948.0;-247;418.0;19;-5;648;-5;20
943.0;1878.0;985.0;-246;421.0;17;-4;648;-4;13
1053.0;2064.0;982.0;-209;416.0;18;-35;651;-35;13
1271.0;2093.0;980.0;-200;380.0;29;?;641;?;10
1476.0;1913.0;1004.0;-216;398.0;5;-15;667;-15;4
1702.0;1627.0;996.0;-201;399.0;1;-11;670;-11;3
1689.0;1208.0;985.0;-194;399.0;?;?;645;-5;8
1480.0;817.0;?;-203;387.0;15;-14;655;-14;15
1237.0;?;1001.0;?;382.0;20;-14;651;-14;12
1047.0;89.0;984.0;-212;407.0;25;-32;?;-32;8
1062.0;-102.0;982.0;-204;412.0;?;-52;661;-52;5
?;?;975.0;-199;379.0;13;-39;657;-39;2
440.0;-270.0;972.0;?;387.0;18;-22;654;-22;3
419.0;-388.0;961.0;-153;380.0;25;3;652;3;9
?;-429.0;948.0;-144;369.0;28;13;650;?;9
?;-432.0;959.0;-159;?;14;-25;658;-25;?
369.0;-445.0;?;-127;371.0;13;-25;656;-25;12
449.0;-455.0;963.0;-94;357.0;22;16;652;16;7
630.0;-441.0;?;-81;349.0;18;13;656;13;3
624.0;-408.0;964.0;-59;370.0;19;-13;653;-13;5
?;-404.0;?;?;371.0;20;-17;651;-17;4
328.0;-393.0;965.0;-50;?;19;-7;652;-7;11
?;-389.0;976.0;-36;399.0;21;-5;651;-5;19
-103.0;-322.0;987.0;-34;?;20;-4;652;-4;16
-34.0;-194.0;1002.0;-28;369.0;21;-5;652;-5;18
39.0;-116.0;976.0;-22;373.0;21;-6;652;-6;18
?;-84.0;980.0;-15;382.0;19;6;649;6;7
-49.0;-16.0;952.0;-16;371.0;19;-5;648;?;7
40.0;96.0;974.0;-15;365.0;21;-17;647;-17;13
59.0;73.0;990.0;-6;394.0;19;-15;649;-15;10
-29.0;101.0;986.0;-7;390.0;16;-14;654;-14;9
-26.0;87.0;973.0;-7;374.0;20;?;651;2;13
2.0;?;971.0;-2;391.0;20;10;649;10;11
-47.0;45.0;961.0;-5;385.0;18;-3;651;-3;7
-106.0;74.0;974.0;?;417.0;?;-3;652;-3;7
27.0;136.0;981.0;0;383.0;18;-7;652;-7;7
-12.0;135.0;1003.0;-3;389.0;19;-15;652;-15;7
-78.0;-32.0;996.0;-2;390.0;14;-22;656;-22;9
