InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
-30.0;-257.0;-461.0;508.0;-219.0;?;393.0
-35.0;?;-487.0;508.0;-238.0;?;429.0
-41.0;-317.0;-501.0;479.0;-255.0;-459.0;514.0
-48.0;-318.0;-514.0;517.0;-270.0;?;560.0
-54.0;-350.0;-519.0;471.0;-281.0;-456.0;577.0
?;?;-511.0;510.0;-290.0;-454.0;559.0
-67.0;-350.0;-517.0;544.0;-297.0;-452.0;473.0
-74.0;?;-526.0;563.0;-301.0;-450.0;?
-78.0;?;-521.0;604.0;-303.0;-446.0;410.0
-78.0;-298.0;-517.0;592.0;-303.0;-441.0;377.0
-76.0;-296.0;-520.0;572.0;-303.0;-434.0;407.0
?;-312.0;-505.0;593.0;-300.0;-430.0;380.0
-67.0;-295.0;-508.0;661.0;-294.0;-428.0;408.0
-60.0;-273.0;-512.0;504.0;-283.0;-427.0;385.0
-53.0;-253.0;-482.0;?;-269.0;-421.0;373.0
-45.0;-242.0;-451.0;460.0;-253.0;-413.0;358.0
-35.0;-212.0;?;384.0;-235.0;-405.0;320.0
-25.0;-217.0;-371.0;336.0;?;-404.0;327.0
-16.0;-205.0;-337.0;424.0;-196.0;-412.0;288.0
-9.0;-185.0;-323.0;263.0;-177.0;-420.0;306.0
-2.0;-196.0;-316.0;411.0;-167.0;?;331.0
3.0;-198.0;-332.0;346.0;-159.0;-428.0;344.0
7.0;-201.0;?;?;-152.0;-428.0;321.0
10.0;-196.0;-380.0;326.0;-148.0;-424.0;289.0
12.0;-220.0;-417.0;251.0;-143.0;-413.0;296.0
?;-275.0;?;251.0;-138.0;-398.0;412.0
17.0;-348.0;?;262.0;-132.0;-380.0;433.0
19.0;-305.0;-539.0;249.0;-127.0;-358.0;342.0
19.0;?;-588.0;278.0;-121.0;-335.0;322.0
18.0;-310.0;-628.0;306.0;-115.0;-311.0;338.0
16.0;-302.0;-666.0;312.0;-109.0;-291.0;294.0
14.0;-282.0;-708.0;297.0;?;-273.0;287.0
15.0;-320.0;-742.0;379.0;?;-261.0;?
?;-370.0;-773.0;331.0;-102.0;-253.0;243.0
23.0;-345.0;-799.0;439.0;-100.0;-246.0;246.0
24.0;-357.0;?;?;-105.0;-239.0;300.0
26.0;-395.0;-863.0;385.0;-115.0;-229.0;?
22.0;-452.0;-887.0;396.0;?;?;?
10.0;-512.0;?;385.0;-146.0;-208.0;501.0
-4.0;-514.0;-934.0;355.0;-154.0;-204.0;466.0
?;?;-945.0;361.0;-161.0;-203.0;480.0
-22.0;-565.0;-953.0;329.0;-169.0;-201.0;543.0
?;-595.0;-956.0;371.0;-177.0;-198.0;526.0
-29.0;-621.0;-947.0;352.0;-186.0;-195.0;515.0
-32.0;-614.0;?;?;-194.0;-191.0;509.0
?;-622.0;-936.0;328.0;-203.0;-185.0;575.0
-39.0;-682.0;-916.0;308.0;-211.0;-176.0;533.0
-42.0;-707.0;-887.0;284.0;-219.0;-168.0;?
-45.0;-669.0;-871.0;255.0;-224.0;-159.0;422.0
-46.0;-672.0;-863.0;274.0;-226.0;-155.0;463.0
-41.0;-653.0;-862.0;287.0;-227.0;-152.0;?
-32.0;-644.0;-856.0;291.0;-229.0;-152.0;462.0
-22.0;-651.0;-839.0;?;-235.0;-145.0;431.0
-8.0;?;-831.0;334.0;-236.0;-137.0;372.0
13.0;-519.0;-830.0;378.0;-234.0;-126.0;58.0
?;-405.0;-835.0;402.0;?;?;-256.0
65.0;-143.0;-856.0;380.0;-205.0;-103.0;295.0
95.0;-194.0;-883.0;338.0;-181.0;-90.0;492.0
?;-407.0;-918.0;354.0;-153.0;-71.0;812.0
155.0;-677.0;-940.0;427.0;?;-54.0;322.0
181.0;-680.0;?;406.0;-77.0;-43.0;453.0
203.0;-803.0;?;?;-36.0;-32.0;-93.0
220.0;-721.0;-1002.0;171.0;7.0;-19.0;282.0
231.0;-824.0;-972.0;180.0;49.0;-11.0;924.0
237.0;?;-922.0;291.0;?;-10.0;549.0
232.0;-776.0;-866.0;286.0;130.0;-16.0;-424.0
220.0;-654.0;-813.0;345.0;167.0;-26.0;397.0
201.0;-781.0;-767.0;409.0;199.0;-42.0;553.0
?;-952.0;-722.0;400.0;227.0;-61.0;180.0
?;-1138.0;-692.0;364.0;250.0;-78.0;?
158.0;-272.0;-667.0;345.0;270.0;-95.0;322.0
152.0;-316.0;-647.0;342.0;288.0;-110.0;?
145.0;-808.0;-631.0;340.0;303.0;-125.0;302.0
145.0;-569.0;-619.0;341.0;315.0;-139.0;177.0
?;-312.0;-602.0;352.0;325.0;-150.0;?
154.0;-383.0;-589.0;382.0;332.0;-158.0;477.0
164.0;-504.0;-582.0;394.0;335.0;-160.0;358.0
192.0;-908.0;-572.0;380.0;332.0;-160.0;362.0
207.0;-528.0;-571.0;337.0;323.0;?;519.0
201.0;-609.0;-571.0;294.0;314.0;-154.0;313.0
202.0;-702.0;-570.0;280.0;311.0;-153.0;?
206.0;?;-571.0;302.0;312.0;-156.0;308.0
205.0;?;-571.0;336.0;314.0;-158.0;439.0
201.0;-508.0;-570.0;344.0;315.0;-159.0;498.0
192.0;-665.0;-575.0;330.0;317.0;-161.0;316.0
183.0;-572.0;-575.0;308.0;320.0;?;593.0
177.0;-655.0;-573.0;295.0;321.0;-168.0;443.0
175.0;-741.0;-572.0;285.0;319.0;-169.0;398.0
176.0;-574.0;?;290.0;314.0;-168.0;542.0
175.0;-540.0;-568.0;283.0;307.0;-167.0;630.0
170.0;-504.0;-565.0;289.0;300.0;-164.0;502.0
162.0;-589.0;-568.0;280.0;291.0;-161.0;836.0
153.0;-621.0;-566.0;272.0;282.0;-156.0;803.0
145.0;-793.0;-569.0;271.0;271.0;-149.0;1083.0
139.0;-922.0;-576.0;?;259.0;-140.0;946.0
132.0;-828.0;-579.0;?;247.0;-130.0;616.0
125.0;-583.0;?;215.0;235.0;-120.0;568.0
115.0;-564.0;-595.0;215.0;225.0;-110.0;637.0
?;-640.0;-600.0;221.0;217.0;-102.0;817.0
90.0;-491.0;-605.0;226.0;?;-96.0;?
83.0;-302.0;?;255.0;206.0;?;1264.0
73.0;?;-614.0;277.0;202.0;-88.0;1212.0
65.0;-998.0;-619.0;301.0;199.0;?;648.0
?;-704.0;-627.0;304.0;198.0;-80.0;1033.0
?;-578.0;-631.0;?;200.0;-76.0;836.0
48.0;-520.0;-633.0;315.0;201.0;-75.0;705.0
?;-466.0;-637.0;?;199.0;-73.0;755.0
54.0;-446.0;-637.0;328.0;194.0;?;730.0
63.0;-399.0;-643.0;381.0;188.0;-65.0;810.0
?;-438.0;?;398.0;181.0;-62.0;803.0
78.0;-460.0;-657.0;403.0;174.0;-58.0;873.0
95.0;-504.0;-669.0;390.0;168.0;-56.0;851.0
106.0;-446.0;?;374.0;161.0;-55.0;878.0
?;-428.0;-696.0;354.0;154.0;-56.0;809.0
118.0;-374.0;?;347.0;146.0;-60.0;869.0
122.0;-349.0;-727.0;326.0;136.0;-63.0;845.0
122.0;-415.0;-744.0;?;124.0;-67.0;894.0
125.0;-471.0;-766.0;290.0;111.0;-68.0;919.0
?;-418.0;-795.0;225.0;95.0;-69.0;680.0
123.0;-278.0;?;?;80.0;-68.0;831.0
120.0;-399.0;-848.0;135.0;65.0;-71.0;1039.0
113.0;-405.0;-876.0;81.0;52.0;-79.0;1101.0
?;-569.0;-902.0;36.0;43.0;-88.0;1009.0
89.0;?;-928.0;33.0;36.0;-98.0;865.0
78.0;-440.0;-943.0;30.0;29.0;-103.0;1046.0
66.0;-506.0;-956.0;28.0;?;-108.0;701.0
48.0;-519.0;-963.0;56.0;?;-109.0;?
27.0;-450.0;-966.0;60.0;15.0;-106.0;942.0
5.0;?;-959.0;-24.0;8.0;-105.0;998.0
-19.0;-439.0;-947.0;26.0;-4.0;-96.0;963.0
-41.0;-497.0;-924.0;134.0;-15.0;-89.0;951.0
-57.0;?;?;55.0;-25.0;-78.0;959.0
-73.0;-457.0;-895.0;-29.0;-35.0;-66.0;951.0
-88.0;-446.0;?;-104.0;?;-52.0;941.0
?;?;-928.0;-139.0;-59.0;-37.0;937.0
-113.0;-449.0;-938.0;-115.0;-64.0;-25.0;939.0
-124.0;-419.0;-928.0;-159.0;-67.0;-18.0;930.0
-131.0;-464.0;-921.0;-117.0;-69.0;?;971.0
-138.0;-428.0;-901.0;-126.0;-69.0;-3.0;944.0
-145.0;-392.0;-884.0;-143.0;-67.0;2.0;944.0
-152.0;-465.0;-882.0;-124.0;-63.0;10.0;961.0
-158.0;-457.0;-883.0;-93.0;-58.0;18.0;932.0
-163.0;-466.0;-876.0;-54.0;-48.0;21.0;962.0
-167.0;-423.0;-880.0;?;-40.0;21.0;935.0
-168.0;-446.0;-880.0;-129.0;-33.0;23.0;980.0
-169.0;-352.0;-885.0;-52.0;-28.0;23.0;990.0
-170.0;-332.0;?;-133.0;-24.0;23.0;937.0
-169.0;-464.0;-903.0;-73.0;-22.0;23.0;978.0
-166.0;-458.0;-906.0;-86.0;-21.0;23.0;927.0
-163.0;-478.0;-903.0;-144.0;-19.0;23.0;950.0
-159.0;-465.0;-900.0;-139.0;-16.0;27.0;995.0
?;-498.0;-900.0;-74.0;-7.0;28.0;1016.0
-147.0;-505.0;-896.0;-70.0;3.0;25.0;?
?;-578.0;-894.0;-75.0;14.0;24.0;1553.0
-133.0;-822.0;-897.0;-69.0;25.0;24.0;1464.0
-123.0;-866.0;-902.0;-69.0;38.0;22.0;928.0
-111.0;?;-906.0;-67.0;53.0;18.0;424.0
-98.0;-128.0;-909.0;-51.0;70.0;13.0;207.0
-82.0;64.0;-911.0;-12.0;88.0;7.0;662.0
-65.0;-265.0;-907.0;11.0;105.0;0.0;214.0
-47.0;-102.0;-901.0;41.0;120.0;?;?
-27.0;-123.0;-895.0;?;129.0;-11.0;568.0
-7.0;-305.0;-893.0;1.0;135.0;-14.0;601.0
8.0;-246.0;-890.0;44.0;138.0;-16.0;?
24.0;-361.0;-878.0;38.0;140.0;-18.0;643.0
49.0;?;-853.0;83.0;145.0;-22.0;495.0
77.0;-270.0;-821.0;93.0;148.0;-25.0;555.0
101.0;-332.0;-784.0;98.0;149.0;-28.0;548.0
120.0;-371.0;-752.0;95.0;150.0;-31.0;598.0
129.0;-402.0;-724.0;83.0;152.0;?;471.0
141.0;-405.0;-698.0;39.0;158.0;-39.0;?
147.0;-451.0;-668.0;-32.0;170.0;-46.0;358.0
150.0;-602.0;?;6.0;192.0;?;611.0
?;-427.0;-581.0;?;217.0;-89.0;692.0
156.0;-576.0;-532.0;67.0;245.0;-116.0;661.0
161.0;-713.0;-488.0;90.0;273.0;?;880.0
?;-779.0;-439.0;166.0;297.0;-170.0;?
163.0;-762.0;?;?;318.0;-192.0;583.0
162.0;-708.0;-363.0;193.0;337.0;-211.0;392.0
165.0;-389.0;-324.0;205.0;355.0;-231.0;?
168.0;-356.0;?;227.0;372.0;-250.0;616.0
171.0;-825.0;-255.0;237.0;385.0;-265.0;571.0
176.0;-672.0;-217.0;270.0;397.0;-280.0;137.0
183.0;-262.0;-182.0;291.0;407.0;-293.0;485.0
191.0;-473.0;?;279.0;417.0;-307.0;416.0
202.0;-609.0;-118.0;267.0;425.0;-320.0;414.0
219.0;-601.0;-90.0;298.0;?;-331.0;?
242.0;-659.0;-69.0;293.0;442.0;-341.0;426.0
264.0;-606.0;-49.0;300.0;450.0;-349.0;443.0
288.0;-549.0;-42.0;296.0;457.0;-356.0;495.0
306.0;-576.0;-35.0;262.0;465.0;?;217.0
319.0;-446.0;-29.0;256.0;474.0;-374.0;419.0
354.0;-972.0;-277.0;224.0;543.0;-350.0;453.0
357.0;-663.0;-287.0;246.0;546.0;-350.0;642.0
358.0;-720.0;-293.0;?;547.0;-347.0;508.0
369.0;-615.0;-304.0;266.0;548.0;?;692.0
378.0;-673.0;-311.0;278.0;549.0;-344.0;770.0
?;-631.0;-317.0;302.0;548.0;-347.0;941.0
?;-807.0;-320.0;?;548.0;?;?
411.0;-824.0;-326.0;452.0;547.0;-354.0;1048.0
426.0;-869.0;-339.0;479.0;542.0;?;?
440.0;-856.0;-357.0;442.0;536.0;-357.0;827.0
446.0;-773.0;-380.0;396.0;530.0;-359.0;1036.0
448.0;-730.0;-407.0;412.0;524.0;-362.0;819.0
451.0;-669.0;-440.0;454.0;518.0;?;?
449.0;-680.0;-473.0;459.0;509.0;-371.0;920.0
445.0;-629.0;-506.0;?;499.0;-375.0;946.0
440.0;-765.0;-546.0;461.0;488.0;-381.0;1146.0
437.0;-623.0;-582.0;465.0;478.0;-387.0;925.0
432.0;-695.0;-629.0;?;467.0;-395.0;1353.0
?;?;?;462.0;456.0;-403.0;264.0
426.0;-696.0;-702.0;451.0;444.0;-412.0;897.0
423.0;-617.0;-740.0;422.0;431.0;-419.0;793.0
420.0;-914.0;-774.0;407.0;417.0;-427.0;485.0
417.0;-533.0;-804.0;410.0;400.0;-435.0;1348.0
412.0;-798.0;-830.0;400.0;383.0;-441.0;1145.0
406.0;-927.0;-853.0;?;366.0;-445.0;1050.0
395.0;-847.0;-875.0;395.0;350.0;-448.0;857.0
387.0;-834.0;-894.0;407.0;335.0;-450.0;789.0
381.0;-676.0;-905.0;412.0;318.0;?;1146.0
371.0;-848.0;-916.0;383.0;300.0;-444.0;928.0
365.0;-761.0;-922.0;372.0;283.0;-438.0;1131.0
363.0;?;-922.0;365.0;267.0;-431.0;1104.0
358.0;-882.0;-919.0;364.0;253.0;-426.0;1240.0
352.0;-971.0;-904.0;372.0;?;-421.0;1106.0
346.0;-869.0;-870.0;330.0;224.0;-414.0;1073.0
339.0;?;-808.0;357.0;209.0;-405.0;1100.0
331.0;-881.0;-756.0;?;197.0;-396.0;979.0
323.0;-832.0;-776.0;421.0;191.0;-394.0;?
315.0;?;-784.0;436.0;184.0;-387.0;1065.0
306.0;-969.0;-793.0;417.0;174.0;-376.0;1032.0
298.0;?;-822.0;422.0;166.0;-363.0;937.0
290.0;-965.0;-841.0;430.0;161.0;-351.0;1028.0
282.0;-915.0;-853.0;434.0;159.0;-344.0;1034.0
?;-894.0;?;418.0;158.0;-339.0;870.0
270.0;-739.0;-873.0;417.0;157.0;-335.0;1090.0
268.0;-915.0;-891.0;430.0;155.0;-331.0;788.0
?;-807.0;-903.0;417.0;?;-326.0;985.0
266.0;?;-908.0;402.0;148.0;-325.0;797.0
267.0;-832.0;-906.0;416.0;142.0;-325.0;921.0
268.0;-882.0;-905.0;421.0;135.0;-322.0;880.0
267.0;?;-899.0;483.0;129.0;-322.0;886.0
267.0;?;-880.0;495.0;122.0;-323.0;831.0
266.0;-778.0;-857.0;434.0;115.0;-322.0;979.0
261.0;-723.0;-833.0;466.0;110.0;?;997.0
254.0;-804.0;-812.0;434.0;?;-328.0;889.0
247.0;-827.0;-791.0;459.0;101.0;-330.0;933.0
240.0;-761.0;-761.0;453.0;94.0;-330.0;1011.0
234.0;-893.0;-742.0;431.0;86.0;-327.0;1001.0
227.0;-787.0;-713.0;418.0;?;?;960.0
220.0;-801.0;-695.0;380.0;68.0;-320.0;977.0
212.0;?;-684.0;?;60.0;-315.0;995.0
205.0;-842.0;-686.0;376.0;54.0;-312.0;966.0
200.0;-811.0;-679.0;368.0;47.0;-309.0;995.0
?;?;-674.0;356.0;40.0;-303.0;901.0
191.0;-858.0;-671.0;375.0;34.0;-297.0;1001.0
185.0;-688.0;-668.0;420.0;29.0;-293.0;?
180.0;-801.0;-671.0;440.0;26.0;-290.0;759.0
?;-657.0;-676.0;437.0;23.0;-287.0;915.0
173.0;-751.0;-683.0;418.0;21.0;-284.0;859.0
172.0;-743.0;-689.0;?;19.0;-280.0;1010.0
173.0;-810.0;?;?;16.0;-280.0;?
?;-824.0;-707.0;356.0;14.0;-279.0;982.0
174.0;-808.0;-703.0;377.0;9.0;-275.0;977.0
174.0;-907.0;-718.0;499.0;8.0;?;797.0
173.0;-658.0;-728.0;?;7.0;?;956.0
172.0;-810.0;-740.0;454.0;8.0;?;959.0
169.0;-833.0;-749.0;474.0;7.0;-278.0;830.0
166.0;-553.0;-734.0;459.0;4.0;-278.0;1057.0
164.0;-831.0;-722.0;472.0;2.0;-278.0;932.0
163.0;-875.0;-718.0;463.0;0.0;?;?
?;-794.0;-707.0;384.0;-3.0;-270.0;921.0
157.0;-776.0;-711.0;400.0;-6.0;-267.0;1001.0
155.0;-705.0;-712.0;379.0;-6.0;-269.0;1050.0
153.0;-744.0;-723.0;424.0;-6.0;-272.0;925.0
152.0;?;-731.0;478.0;-7.0;-272.0;863.0
152.0;-744.0;-730.0;438.0;-8.0;?;960.0
150.0;-790.0;-735.0;455.0;-7.0;-279.0;923.0
147.0;-847.0;?;418.0;-7.0;-283.0;?
146.0;-759.0;-728.0;368.0;-8.0;-286.0;920.0
146.0;-874.0;-731.0;457.0;?;-285.0;937.0
144.0;-775.0;-733.0;?;-14.0;-280.0;938.0
143.0;-829.0;-730.0;423.0;-13.0;-284.0;938.0
139.0;?;-740.0;422.0;?;-288.0;922.0
136.0;-675.0;-735.0;340.0;-14.0;-289.0;?
?;-882.0;-738.0;435.0;?;-287.0;931.0
133.0;-814.0;?;472.0;-20.0;-281.0;916.0
133.0;-787.0;-740.0;?;-19.0;-282.0;993.0
?;-777.0;-746.0;360.0;-19.0;-287.0;830.0
130.0;-737.0;?;?;-21.0;-288.0;886.0
131.0;-746.0;-754.0;433.0;-24.0;-285.0;954.0
131.0;-757.0;-756.0;418.0;-26.0;-282.0;1001.0
132.0;-819.0;?;398.0;-26.0;-281.0;1035.0
?;-820.0;-764.0;367.0;-24.0;-283.0;?
129.0;-846.0;-767.0;374.0;-23.0;-284.0;923.0
128.0;-819.0;-766.0;361.0;-22.0;-283.0;892.0
129.0;?;-757.0;330.0;-21.0;-281.0;?
130.0;-720.0;-761.0;344.0;-16.0;-282.0;952.0
131.0;?;-775.0;308.0;-9.0;-286.0;972.0
133.0;-836.0;-792.0;239.0;3.0;-292.0;917.0
130.0;-822.0;-816.0;252.0;21.0;-298.0;?
125.0;-771.0;-848.0;325.0;42.0;-306.0;915.0
121.0;-783.0;-885.0;?;62.0;-309.0;912.0
119.0;-788.0;-926.0;319.0;?;-310.0;?
119.0;-750.0;-970.0;319.0;?;-309.0;886.0
122.0;-710.0;-1009.0;278.0;124.0;-304.0;864.0
?;-730.0;-1041.0;233.0;142.0;-296.0;922.0
128.0;-680.0;-1072.0;225.0;159.0;-289.0;?
131.0;-694.0;-1097.0;219.0;176.0;-284.0;904.0
133.0;-724.0;-1122.0;185.0;192.0;-280.0;860.0
137.0;-692.0;-1140.0;193.0;208.0;-279.0;809.0
142.0;-700.0;-1156.0;191.0;?;-281.0;853.0
145.0;-681.0;-1165.0;?;236.0;-284.0;803.0
148.0;-679.0;-1172.0;196.0;248.0;-289.0;810.0
151.0;-653.0;-1171.0;194.0;258.0;-296.0;800.0
153.0;-671.0;-1174.0;207.0;265.0;-303.0;?
156.0;-660.0;-1176.0;203.0;270.0;-309.0;823.0
158.0;-653.0;?;201.0;273.0;-315.0;820.0
161.0;-628.0;-1175.0;195.0;276.0;-320.0;762.0
163.0;-631.0;-1176.0;184.0;277.0;-323.0;?
166.0;-642.0;-1179.0;186.0;278.0;-326.0;815.0
167.0;-654.0;-1182.0;189.0;279.0;-329.0;753.0
168.0;-683.0;?;179.0;280.0;-331.0;773.0
169.0;-673.0;-1189.0;181.0;281.0;-333.0;762.0
169.0;-644.0;-1194.0;178.0;282.0;?;767.0
171.0;-647.0;-1199.0;178.0;283.0;-337.0;749.0
172.0;-663.0;-1200.0;?;283.0;-338.0;759.0
173.0;-614.0;-1201.0;168.0;284.0;-340.0;748.0
174.0;-662.0;?;168.0;285.0;-341.0;760.0
173.0;-669.0;-1205.0;163.0;285.0;-341.0;726.0
173.0;-648.0;?;169.0;286.0;-342.0;704.0
173.0;-619.0;?;160.0;286.0;-342.0;734.0
173.0;-627.0;-1210.0;160.0;286.0;-342.0;735.0
173.0;-630.0;-1215.0;163.0;286.0;-342.0;819.0
175.0;-619.0;-1217.0;165.0;287.0;-342.0;772.0
176.0;-635.0;-1219.0;165.0;?;-342.0;705.0
176.0;-663.0;-1219.0;164.0;?;-342.0;778.0
176.0;-670.0;-1218.0;164.0;287.0;-342.0;770.0
176.0;-643.0;-1221.0;158.0;288.0;-343.0;739.0
?;-656.0;-1220.0;163.0;289.0;-343.0;740.0
178.0;-660.0;-1218.0;171.0;289.0;-344.0;729.0
177.0;-663.0;-1217.0;171.0;290.0;-344.0;?
?;-633.0;-1216.0;160.0;291.0;-345.0;729.0
177.0;-660.0;-1216.0;156.0;291.0;-345.0;741.0
176.0;-642.0;-1214.0;160.0;292.0;-345.0;760.0
176.0;-653.0;-1213.0;161.0;293.0;-346.0;724.0
177.0;?;-1212.0;162.0;294.0;-347.0;728.0
177.0;?;-1212.0;169.0;?;-347.0;779.0
178.0;-633.0;-1209.0;171.0;295.0;-348.0;735.0
178.0;-644.0;-1212.0;168.0;?;?;743.0
177.0;-661.0;-1209.0;168.0;296.0;-349.0;738.0
177.0;-661.0;-1207.0;169.0;296.0;-350.0;758.0
177.0;?;?;167.0;?;?;725.0
177.0;?;-1206.0;167.0;295.0;-350.0;751.0
177.0;-643.0;-1205.0;?;295.0;-351.0;712.0
177.0;-639.0;-1203.0;164.0;295.0;-350.0;737.0
177.0;-644.0;-1203.0;165.0;295.0;-350.0;?
176.0;-631.0;?;167.0;295.0;?;739.0
176.0;-642.0;-1207.0;160.0;295.0;-350.0;?
?;-623.0;-1206.0;168.0;?;-350.0;717.0
177.0;-661.0;?;173.0;295.0;-349.0;749.0
177.0;-630.0;-1208.0;167.0;?;-349.0;746.0
?;-634.0;-1210.0;163.0;294.0;-349.0;741.0
177.0;-645.0;-1210.0;160.0;294.0;-348.0;779.0
?;-646.0;-1211.0;160.0;294.0;-348.0;740.0
176.0;-615.0;-1210.0;156.0;294.0;-348.0;737.0
176.0;-634.0;-1211.0;161.0;294.0;-348.0;793.0
175.0;-663.0;-1212.0;162.0;294.0;-348.0;814.0
174.0;-666.0;-1212.0;160.0;294.0;-349.0;777.0
172.0;-670.0;-1210.0;158.0;294.0;-349.0;845.0
?;?;-1212.0;?;294.0;-350.0;887.0
170.0;-682.0;-1211.0;?;294.0;-351.0;826.0
168.0;-676.0;-1212.0;167.0;?;-351.0;891.0
167.0;?;-1211.0;173.0;290.0;-352.0;875.0
166.0;-678.0;-1212.0;160.0;287.0;-353.0;920.0
165.0;-720.0;-1213.0;147.0;281.0;-355.0;971.0
164.0;-720.0;-1217.0;149.0;274.0;-358.0;937.0
164.0;-742.0;-1221.0;137.0;264.0;-361.0;934.0
164.0;?;-1225.0;136.0;?;-365.0;861.0
?;-725.0;-1232.0;130.0;237.0;-370.0;880.0
165.0;-685.0;-1225.0;118.0;?;?;?
165.0;-678.0;-1219.0;111.0;203.0;-379.0;893.0
165.0;-683.0;?;112.0;185.0;-385.0;849.0
165.0;?;-1184.0;112.0;166.0;-389.0;918.0
163.0;-693.0;-1155.0;?;146.0;-392.0;617.0
?;-604.0;-1128.0;163.0;126.0;-394.0;918.0
160.0;-639.0;?;162.0;107.0;-394.0;973.0
158.0;-775.0;-1060.0;169.0;87.0;-391.0;746.0
156.0;-771.0;-1024.0;192.0;70.0;-388.0;1089.0
153.0;-719.0;-977.0;175.0;53.0;-384.0;962.0
?;-852.0;-941.0;170.0;37.0;-377.0;1033.0
149.0;-721.0;-908.0;201.0;22.0;-369.0;886.0
147.0;-723.0;-883.0;214.0;11.0;-362.0;974.0
145.0;-766.0;-865.0;225.0;3.0;-354.0;?
142.0;-836.0;-853.0;217.0;-2.0;?;632.0
138.0;-661.0;-845.0;240.0;-2.0;-343.0;898.0
135.0;?;?;257.0;?;-344.0;848.0
?;?;-836.0;233.0;-3.0;-340.0;835.0
132.0;-717.0;-828.0;?;-5.0;-336.0;935.0
132.0;?;?;206.0;-6.0;-333.0;1076.0
132.0;-797.0;-844.0;235.0;-6.0;-333.0;972.0
131.0;-833.0;-843.0;257.0;-6.0;-333.0;1022.0
130.0;-761.0;-846.0;278.0;-9.0;-332.0;962.0
129.0;-778.0;-842.0;254.0;-16.0;-321.0;1096.0
129.0;-964.0;-836.0;262.0;-22.0;-311.0;464.0
128.0;-400.0;-836.0;313.0;-25.0;-309.0;972.0
129.0;?;-824.0;289.0;?;-302.0;949.0
129.0;-894.0;-819.0;353.0;?;-296.0;972.0
128.0;-725.0;-825.0;315.0;-20.0;-293.0;1059.0
128.0;-896.0;-839.0;304.0;-9.0;-296.0;958.0
129.0;-739.0;-866.0;357.0;?;-307.0;946.0
131.0;-864.0;-888.0;339.0;14.0;-315.0;835.0
134.0;-781.0;-889.0;?;15.0;-314.0;864.0
138.0;-514.0;-882.0;287.0;8.0;-304.0;894.0
137.0;?;-884.0;330.0;4.0;-298.0;856.0
136.0;-649.0;-880.0;340.0;3.0;-297.0;988.0
133.0;?;-865.0;352.0;0.0;-289.0;954.0
132.0;-779.0;-859.0;329.0;2.0;-287.0;803.0
132.0;-807.0;-873.0;358.0;11.0;-295.0;995.0
135.0;?;-887.0;390.0;15.0;-298.0;763.0
?;-746.0;?;305.0;14.0;-295.0;965.0
142.0;-655.0;-888.0;353.0;12.0;-294.0;853.0
144.0;-811.0;-882.0;?;8.0;-291.0;929.0
142.0;?;-873.0;377.0;2.0;-284.0;918.0
?;-799.0;-850.0;355.0;-5.0;-275.0;775.0
140.0;-770.0;-836.0;409.0;-9.0;-268.0;697.0
138.0;-641.0;-806.0;?;-10.0;-266.0;777.0
138.0;-685.0;-711.0;339.0;-15.0;-261.0;?
141.0;-868.0;-615.0;427.0;-25.0;-252.0;1106.0
144.0;-920.0;-578.0;459.0;-32.0;-246.0;918.0
146.0;-821.0;-603.0;?;-35.0;-243.0;1099.0
147.0;?;-636.0;445.0;-36.0;-244.0;873.0
145.0;-1001.0;-675.0;457.0;-37.0;-242.0;671.0
142.0;-690.0;-734.0;430.0;-38.0;-237.0;950.0
139.0;-663.0;-798.0;417.0;-42.0;?;869.0
?;-878.0;-840.0;448.0;-43.0;-226.0;1003.0
133.0;-825.0;-847.0;483.0;-42.0;-229.0;831.0
129.0;-809.0;?;533.0;-43.0;-228.0;1053.0
?;-719.0;-804.0;418.0;-49.0;-220.0;564.0
126.0;-681.0;-713.0;381.0;-58.0;-209.0;574.0
132.0;-406.0;-596.0;488.0;-70.0;-198.0;1177.0
138.0;-996.0;-523.0;513.0;-78.0;-194.0;900.0
144.0;-836.0;-522.0;474.0;-80.0;-198.0;1317.0
149.0;-621.0;?;477.0;-84.0;-200.0;1120.0
153.0;-980.0;-562.0;485.0;-86.0;-202.0;1041.0
154.0;-1256.0;-641.0;468.0;-87.0;-203.0;560.0
151.0;-880.0;-720.0;372.0;-85.0;-209.0;753.0
147.0;-504.0;-815.0;451.0;-85.0;?;1204.0
148.0;-917.0;-860.0;?;-85.0;-212.0;1086.0
146.0;-1012.0;-909.0;598.0;-79.0;?;847.0
141.0;-544.0;-903.0;541.0;-78.0;-218.0;828.0
138.0;-748.0;-880.0;469.0;-79.0;-211.0;?
136.0;-710.0;-821.0;325.0;-82.0;?;899.0
136.0;?;-697.0;413.0;-89.0;-191.0;1159.0
143.0;-822.0;?;534.0;-91.0;-193.0;883.0
150.0;-698.0;-530.0;548.0;-89.0;-198.0;?
?;-776.0;-540.0;480.0;-87.0;?;840.0
159.0;-827.0;?;462.0;-92.0;-199.0;1019.0
?;-690.0;-585.0;472.0;?;-196.0;822.0
163.0;-612.0;-688.0;417.0;-95.0;-193.0;703.0
