Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
-13.0;-868.0;?;74.0;387.0;?;327.0;-342.0;690;-51.0;492.0;1079.0
-4.0;-850.0;-1051.0;104.0;327.0;80;?;-372.0;675;25.0;511.0;1121.0
-20.0;-805.0;-1016.0;-55.0;?;162;193.0;-396.0;?;82.0;546.0;970.0
?;?;-1079.0;?;277.0;222;-53.0;-352.0;837;21.0;615.0;862.0
82.0;-827.0;-1040.0;10.0;264.0;359;106.0;-301.0;823;-29.0;495.0;722.0
162.0;-820.0;-837.0;?;255.0;751;144.0;-315.0;829;-60.0;?;836.0
188.0;?;-770.0;-11.0;250.0;812;51.0;-326.0;742;4.0;571.0;887.0
239.0;?;-777.0;-22.0;284.0;943;?;-317.0;987;118.0;548.0;772.0
298.0;-862.0;-520.0;-206.0;317.0;1228;151.0;-346.0;?;297.0;?;804.0
458.0;-1021.0;?;?;?;1195;108.0;-339.0;1387;418.0;589.0;782.0
804.0;-1150.0;-342.0;-110.0;402.0;1206;?;?;977;235.0;?;799.0
265.0;-1226.0;-252.0;-67.0;462.0;?;106.0;-327.0;683;164.0;668.0;828.0
-1008.0;-1320.0;?;-56.0;506.0;711;?;-313.0;491;97.0;639.0;877.0
-1011.0;-1039.0;-260.0;-88.0;568.0;474;84.0;11.0;571;90.0;617.0;882.0
-704.0;-956.0;?;-110.0;600.0;294;51.0;-90.0;657;91.0;581.0;853.0
-743.0;-957.0;257.0;-86.0;551.0;122;33.0;-131.0;582;73.0;636.0;?
-828.0;-995.0;-243.0;-49.0;584.0;-99;84.0;-86.0;814;-1.0;605.0;824.0
-831.0;-990.0;228.0;32.0;595.0;-209;147.0;-11.0;1172;-65.0;607.0;907.0
-764.0;-916.0;628.0;77.0;478.0;-1495;192.0;-46.0;1038;-85.0;645.0;?
-800.0;-895.0;388.0;117.0;502.0;-2700;168.0;-118.0;-155;-32.0;680.0;1008.0
-888.0;-888.0;-78.0;43.0;599.0;-2556;238.0;?;-1611;63.0;654.0;?
-733.0;-906.0;-298.0;-95.0;582.0;-2129;453.0;-77.0;-1719;116.0;727.0;1241.0
-540.0;-941.0;-335.0;-123.0;536.0;-1076;478.0;-66.0;95;188.0;?;837.0
-218.0;-959.0;-418.0;194.0;536.0;-652;299.0;-55.0;?;473.0;772.0;714.0
?;-934.0;-392.0;153.0;561.0;-1465;216.0;-47.0;1004;610.0;521.0;663.0
472.0;-911.0;-322.0;-125.0;592.0;-1094;273.0;-13.0;140;358.0;480.0;698.0
458.0;-918.0;-284.0;-171.0;576.0;-176;287.0;-46.0;847;31.0;?;?
-203.0;-940.0;?;30.0;?;-332;346.0;-99.0;810;26.0;543.0;688.0
63.0;-1016.0;-906.0;?;566.0;-324;385.0;-150.0;709;200.0;526.0;715.0
590.0;-1008.0;?;?;582.0;-208;406.0;-117.0;757;349.0;541.0;729.0
-607.0;-1259.0;-895.0;-31.0;550.0;-292;414.0;-166.0;?;438.0;492.0;782.0
-509.0;-1408.0;-997.0;69.0;?;-221;427.0;-321.0;739;514.0;510.0;802.0
-241.0;-1276.0;-1492.0;?;673.0;-263;?;-490.0;692;?;502.0;719.0
-146.0;-890.0;-2065.0;120.0;625.0;-244;?;-276.0;710;452.0;549.0;745.0
-98.0;-885.0;-2078.0;50.0;368.0;?;445.0;-219.0;728;296.0;587.0;711.0
-62.0;-818.0;-2117.0;69.0;257.0;?;483.0;-182.0;696;?;527.0;804.0
-77.0;-824.0;?;90.0;284.0;-217;400.0;-273.0;714;60.0;509.0;728.0
-70.0;-849.0;-1807.0;105.0;313.0;-191;442.0;-313.0;729;-12.0;490.0;1041.0
-63.0;-825.0;-1729.0;90.0;284.0;-131;138.0;-351.0;757;-55.0;531.0;881.0
-76.0;-832.0;-1861.0;77.0;235.0;-95;-47.0;-363.0;765;?;?;897.0
-4.0;-867.0;-2054.0;?;200.0;-100;216.0;-371.0;706;-178.0;535.0;828.0
7.0;-904.0;-2001.0;-167.0;189.0;59;74.0;-365.0;780;-117.0;560.0;895.0
-47.0;-864.0;-1896.0;-96.0;200.0;143;83.0;-391.0;?;-122.0;700.0;946.0
-1.0;-849.0;-1767.0;0.0;229.0;-33;67.0;-416.0;911;-35.0;?;932.0
148.0;-840.0;-1716.0;-222.0;248.0;38;118.0;-423.0;932;73.0;587.0;859.0
209.0;-852.0;-1549.0;-129.0;244.0;320;141.0;?;950;95.0;551.0;?
329.0;?;-1248.0;-5.0;238.0;278;183.0;-386.0;713;-43.0;617.0;886.0
334.0;-921.0;-1071.0;180.0;228.0;22;148.0;?;548;-2.0;675.0;919.0
654.0;-1446.0;-1040.0;114.0;246.0;-281;?;-268.0;598;-19.0;774.0;951.0
-319.0;?;-1162.0;-12.0;233.0;-408;129.0;-22.0;523;?;745.0;?
-805.0;-943.0;-1304.0;-55.0;315.0;-478;141.0;-133.0;?;127.0;?;944.0
-708.0;-1031.0;-1854.0;-97.0;402.0;-779;145.0;-125.0;595;?;763.0;881.0
-536.0;-1073.0;-2685.0;-79.0;461.0;-954;133.0;-90.0;637;207.0;687.0;828.0
?;-1061.0;-2708.0;-92.0;546.0;-1167;127.0;-77.0;989;247.0;652.0;805.0
-715.0;-1003.0;-1869.0;-128.0;572.0;-1215;139.0;-75.0;798;226.0;630.0;865.0
-751.0;-930.0;-1490.0;-69.0;592.0;-965;?;-105.0;590;216.0;601.0;?
-703.0;-936.0;-1532.0;-34.0;670.0;-355;?;-155.0;?;202.0;641.0;901.0
-739.0;-982.0;-1567.0;-70.0;668.0;?;442.0;-135.0;-1399;235.0;718.0;800.0
-706.0;-1014.0;-1384.0;-168.0;688.0;64;650.0;?;-582;233.0;776.0;625.0
-670.0;?;-1215.0;-186.0;627.0;?;?;?;1434;224.0;?;602.0
-772.0;-1008.0;-1116.0;?;679.0;-1150;595.0;-130.0;1720;216.0;?;505.0
-186.0;-971.0;-946.0;-107.0;646.0;?;655.0;-117.0;1817;37.0;824.0;397.0
175.0;-936.0;-799.0;-55.0;561.0;-1178;653.0;-118.0;?;-119.0;810.0;356.0
521.0;-910.0;-571.0;-90.0;512.0;-494;694.0;-122.0;901;-291.0;935.0;297.0
155.0;-958.0;-350.0;-34.0;459.0;-245;741.0;-121.0;620;-291.0;922.0;286.0
395.0;-989.0;-321.0;-39.0;455.0;-302;715.0;-148.0;770;-226.0;910.0;307.0
823.0;-1042.0;-70.0;-84.0;365.0;-183;723.0;-209.0;687;-166.0;936.0;282.0
-30.0;-901.0;-129.0;-144.0;353.0;-234;723.0;?;728;-133.0;980.0;?
-597.0;-931.0;-245.0;-157.0;343.0;-232;?;-584.0;724;?;961.0;251.0
-287.0;-851.0;-546.0;?;313.0;?;706.0;-584.0;709;-101.0;996.0;259.0
-44.0;-788.0;-643.0;-127.0;344.0;-224;741.0;-505.0;728;-82.0;1024.0;234.0
15.0;-673.0;-257.0;-129.0;371.0;-191;744.0;-566.0;?;-64.0;958.0;260.0
5.0;-630.0;-100.0;-126.0;358.0;-159;730.0;?;687;-63.0;1002.0;239.0
73.0;-578.0;-179.0;-112.0;460.0;-172;722.0;-606.0;694;-51.0;958.0;243.0
-45.0;-546.0;-321.0;-73.0;461.0;-204;702.0;-652.0;?;-67.0;890.0;245.0
6.0;-542.0;-141.0;-64.0;500.0;-198;692.0;-648.0;724;?;849.0;274.0
-37.0;-546.0;6.0;-93.0;442.0;?;690.0;-643.0;722;-56.0;962.0;294.0
-86.0;-524.0;-89.0;-131.0;519.0;-193;685.0;-628.0;723;-79.0;1082.0;297.0
-43.0;-515.0;-125.0;?;509.0;-179;703.0;-636.0;?;-82.0;1119.0;302.0
25.0;-510.0;-206.0;?;549.0;-161;702.0;-648.0;725;-51.0;1173.0;?
89.0;-516.0;-277.0;-121.0;576.0;-135;694.0;-642.0;725;-29.0;?;303.0
104.0;-521.0;-87.0;-109.0;478.0;-113;663.0;-651.0;725;-23.0;1174.0;319.0
?;-525.0;-31.0;-108.0;496.0;-97;669.0;-647.0;723;-23.0;1215.0;313.0
178.0;-519.0;-224.0;-99.0;507.0;-88;666.0;-628.0;720;-6.0;1162.0;322.0
483.0;-533.0;-180.0;-108.0;491.0;?;616.0;-612.0;725;-27.0;1150.0;359.0
-292.0;-538.0;-186.0;-96.0;450.0;-54;543.0;-596.0;727;6.0;1061.0;384.0
-1234.0;-546.0;?;-79.0;446.0;-48;531.0;?;722;?;1010.0;422.0
-1067.0;-566.0;-186.0;-79.0;485.0;?;446.0;-591.0;720;-6.0;1019.0;506.0
-783.0;-568.0;-283.0;-110.0;487.0;?;429.0;-593.0;725;1.0;927.0;560.0
-706.0;?;-468.0;-116.0;534.0;-25;416.0;-593.0;732;14.0;921.0;?
-697.0;-588.0;-573.0;-91.0;573.0;-18;327.0;-602.0;?;50.0;955.0;659.0
-618.0;-595.0;-668.0;-105.0;553.0;-13;281.0;-577.0;723;57.0;905.0;774.0
-660.0;-610.0;-632.0;-82.0;562.0;-5;280.0;-566.0;721;56.0;894.0;831.0
-610.0;-633.0;-452.0;-68.0;561.0;8;276.0;-565.0;717;?;873.0;864.0
-629.0;?;?;-58.0;?;-13;337.0;-531.0;718;98.0;730.0;849.0
-586.0;-679.0;-460.0;?;534.0;-42;217.0;-483.0;?;132.0;704.0;915.0
-544.0;-707.0;-384.0;-133.0;541.0;-30;176.0;-453.0;726;122.0;676.0;801.0
-100.0;-750.0;-282.0;?;538.0;-9;123.0;-402.0;730;102.0;678.0;862.0
-59.0;?;-169.0;-45.0;514.0;-9;174.0;-369.0;726;21.0;617.0;869.0
74.0;-816.0;-215.0;13.0;?;-12;169.0;-355.0;723;10.0;687.0;?
260.0;-843.0;-337.0;59.0;616.0;-10;179.0;-310.0;724;15.0;636.0;908.0
154.0;?;-148.0;19.0;595.0;-14;193.0;-263.0;721;53.0;591.0;870.0
431.0;-1009.0;-62.0;-1.0;578.0;-16;163.0;-242.0;719;?;488.0;878.0
-142.0;-1046.0;92.0;-11.0;619.0;?;180.0;-222.0;719;68.0;482.0;888.0
-5.0;?;193.0;-8.0;615.0;-8;166.0;-279.0;719;22.0;417.0;858.0
-266.0;-1014.0;165.0;19.0;549.0;-10;162.0;-247.0;719;10.0;460.0;?
-224.0;-963.0;138.0;24.0;?;-8;?;-187.0;719;5.0;421.0;885.0
-212.0;-950.0;100.0;11.0;596.0;?;170.0;-146.0;719;42.0;478.0;887.0
-5.0;-977.0;184.0;22.0;529.0;-6;168.0;-158.0;719;45.0;440.0;903.0
48.0;-990.0;182.0;22.0;563.0;-6;191.0;-148.0;717;40.0;415.0;?
-7.0;-1012.0;174.0;25.0;?;-5;184.0;-165.0;716;?;429.0;908.0
59.0;-987.0;208.0;?;674.0;-9;192.0;-193.0;719;71.0;501.0;892.0
57.0;-988.0;278.0;1.0;625.0;-3;177.0;?;?;92.0;431.0;878.0
26.0;-979.0;272.0;12.0;?;-9;172.0;-163.0;718;102.0;436.0;906.0
109.0;-985.0;199.0;10.0;636.0;-15;180.0;-160.0;721;?;?;?
84.0;-978.0;?;1.0;643.0;3;207.0;-162.0;716;100.0;404.0;909.0
42.0;?;116.0;9.0;645.0;1;205.0;-166.0;715;85.0;447.0;?
11.0;-990.0;120.0;20.0;690.0;-5;202.0;-169.0;712;?;407.0;?
10.0;-991.0;69.0;20.0;717.0;0;201.0;-162.0;713;67.0;?;911.0
-22.0;-991.0;29.0;6.0;685.0;-3;203.0;-171.0;725;24.0;?;915.0
-3.0;-988.0;-12.0;-8.0;748.0;-2;176.0;-173.0;724;23.0;418.0;?
4.0;-997.0;-49.0;15.0;770.0;3;182.0;-177.0;712;5.0;402.0;914.0
14.0;-987.0;-50.0;20.0;750.0;2;191.0;-181.0;710;5.0;392.0;904.0
29.0;-992.0;-104.0;19.0;752.0;7;173.0;?;?;12.0;356.0;916.0
?;-992.0;-65.0;25.0;766.0;6;172.0;-179.0;714;2.0;388.0;931.0
34.0;-993.0;-39.0;25.0;750.0;-2;176.0;-174.0;720;-1.0;372.0;932.0
40.0;-979.0;-97.0;19.0;758.0;0;181.0;-181.0;719;19.0;333.0;913.0
33.0;-988.0;-120.0;20.0;767.0;3;173.0;-179.0;719;20.0;308.0;910.0
?;-987.0;-85.0;26.0;798.0;0;168.0;-187.0;719;30.0;332.0;917.0
-22.0;-996.0;-33.0;36.0;771.0;-2;167.0;-186.0;?;31.0;343.0;903.0
-33.0;?;-40.0;49.0;?;1;168.0;-176.0;720;?;348.0;?
-28.0;-986.0;22.0;25.0;819.0;-3;167.0;-181.0;715;?;353.0;918.0
-47.0;-985.0;78.0;9.0;?;-4;170.0;-186.0;?;98.0;286.0;899.0
-70.0;-986.0;63.0;29.0;785.0;1;153.0;-177.0;716;70.0;305.0;905.0
-81.0;-992.0;83.0;20.0;?;-4;?;-175.0;723;75.0;275.0;924.0
-34.0;-999.0;56.0;?;787.0;-3;?;-175.0;719;62.0;294.0;913.0
115.0;-990.0;119.0;59.0;?;?;?;-172.0;718;70.0;274.0;923.0
339.0;-990.0;104.0;45.0;?;0;163.0;-172.0;722;?;302.0;904.0
389.0;-984.0;74.0;39.0;810.0;0;173.0;-166.0;719;25.0;?;914.0
197.0;-987.0;100.0;40.0;768.0;-2;161.0;-162.0;717;9.0;258.0;914.0
138.0;-984.0;109.0;36.0;780.0;-3;156.0;-166.0;716;27.0;240.0;924.0
87.0;-991.0;98.0;?;789.0;-3;163.0;-156.0;717;21.0;273.0;920.0
15.0;-985.0;158.0;31.0;742.0;0;166.0;-160.0;715;29.0;226.0;912.0
0.0;-982.0;61.0;26.0;756.0;2;174.0;-161.0;716;30.0;242.0;914.0
83.0;-987.0;80.0;?;?;-2;173.0;-162.0;721;52.0;252.0;914.0
?;-987.0;67.0;31.0;759.0;-3;168.0;-159.0;716;35.0;259.0;935.0
190.0;-990.0;91.0;37.0;?;-4;?;-160.0;716;?;166.0;935.0
166.0;?;52.0;24.0;742.0;?;181.0;-161.0;721;41.0;265.0;929.0
169.0;-989.0;104.0;26.0;775.0;0;178.0;-163.0;717;25.0;198.0;904.0
153.0;?;134.0;49.0;?;-5;?;-163.0;720;18.0;193.0;919.0
131.0;-989.0;87.0;29.0;772.0;-8;165.0;-163.0;724;30.0;183.0;914.0
101.0;-989.0;96.0;39.0;767.0;?;153.0;-164.0;716;43.0;?;?
126.0;-986.0;117.0;27.0;750.0;0;172.0;-167.0;718;44.0;187.0;915.0
150.0;-986.0;?;32.0;754.0;-5;154.0;?;722;?;187.0;932.0
141.0;-990.0;?;?;768.0;-2;?;-168.0;720;76.0;212.0;922.0
155.0;?;89.0;26.0;762.0;-2;153.0;-171.0;716;?;184.0;925.0
143.0;-995.0;50.0;34.0;725.0;1;155.0;-171.0;713;12.0;?;?
149.0;?;63.0;38.0;764.0;?;154.0;-168.0;718;9.0;189.0;920.0
135.0;-990.0;?;42.0;745.0;1;154.0;-166.0;719;20.0;167.0;?
124.0;-986.0;-12.0;30.0;741.0;1;174.0;-162.0;720;10.0;167.0;917.0
131.0;-985.0;-15.0;43.0;751.0;-8;175.0;-160.0;723;31.0;147.0;923.0
134.0;-985.0;14.0;38.0;752.0;-3;165.0;-159.0;718;29.0;212.0;925.0
118.0;?;46.0;25.0;726.0;1;172.0;-161.0;719;30.0;162.0;935.0
154.0;-989.0;?;?;735.0;-1;153.0;-162.0;723;33.0;161.0;923.0
145.0;-988.0;-1.0;39.0;741.0;-2;161.0;-164.0;721;39.0;154.0;925.0
132.0;-989.0;40.0;30.0;732.0;-2;?;-164.0;722;27.0;?;906.0
111.0;-986.0;-5.0;29.0;726.0;0;171.0;-158.0;722;?;?;925.0
142.0;-987.0;15.0;47.0;738.0;0;165.0;-162.0;717;?;137.0;934.0
140.0;-988.0;52.0;?;752.0;2;144.0;-163.0;719;42.0;134.0;914.0
140.0;-988.0;81.0;32.0;746.0;3;164.0;-165.0;723;27.0;118.0;914.0
129.0;-993.0;71.0;26.0;720.0;-1;170.0;-163.0;722;37.0;146.0;905.0
135.0;-990.0;42.0;34.0;737.0;2;?;?;715;51.0;148.0;925.0
?;-992.0;90.0;35.0;?;-1;?;-164.0;?;41.0;140.0;931.0
137.0;-988.0;74.0;31.0;723.0;-2;162.0;-162.0;725;60.0;?;932.0
150.0;-985.0;?;43.0;731.0;5;164.0;-160.0;716;?;140.0;931.0
161.0;-991.0;60.0;28.0;735.0;-3;159.0;-161.0;720;?;142.0;929.0
136.0;-989.0;62.0;?;730.0;-2;156.0;-161.0;724;30.0;?;919.0
?;-987.0;?;41.0;711.0;?;166.0;-169.0;720;29.0;107.0;930.0
147.0;-984.0;42.0;29.0;730.0;-9;?;-158.0;721;17.0;96.0;924.0
140.0;-986.0;42.0;39.0;702.0;-2;160.0;-157.0;719;27.0;100.0;930.0
140.0;-987.0;12.0;29.0;715.0;?;162.0;-161.0;717;43.0;102.0;919.0
?;-990.0;38.0;48.0;710.0;-4;171.0;-157.0;?;41.0;113.0;?
112.0;?;?;20.0;719.0;1;165.0;-160.0;715;?;96.0;913.0
132.0;-991.0;18.0;30.0;718.0;0;171.0;-159.0;722;38.0;68.0;930.0
140.0;-989.0;46.0;38.0;720.0;?;173.0;?;721;18.0;125.0;932.0
?;-991.0;27.0;39.0;725.0;0;155.0;-163.0;713;38.0;74.0;923.0
151.0;-987.0;74.0;26.0;726.0;1;183.0;-162.0;718;?;68.0;922.0
152.0;-988.0;35.0;53.0;704.0;1;?;-168.0;721;21.0;86.0;912.0
148.0;-990.0;57.0;41.0;699.0;4;146.0;-169.0;715;43.0;94.0;917.0
159.0;?;53.0;16.0;704.0;0;154.0;?;717;20.0;?;920.0
149.0;-988.0;14.0;42.0;702.0;?;156.0;?;722;41.0;95.0;912.0
152.0;-989.0;10.0;20.0;?;-2;167.0;-167.0;722;41.0;122.0;913.0
147.0;-988.0;26.0;21.0;695.0;-3;176.0;-169.0;721;53.0;106.0;917.0
124.0;-990.0;?;25.0;692.0;3;165.0;-166.0;718;59.0;194.0;927.0
141.0;-990.0;-13.0;30.0;712.0;5;167.0;-165.0;715;50.0;178.0;935.0
146.0;-994.0;26.0;29.0;701.0;-2;142.0;-169.0;718;52.0;200.0;912.0
161.0;-989.0;8.0;22.0;669.0;-3;140.0;-167.0;719;46.0;184.0;895.0
151.0;-991.0;-13.0;?;678.0;-3;151.0;-176.0;719;15.0;217.0;900.0
151.0;-986.0;-36.0;29.0;666.0;-4;187.0;-169.0;719;?;229.0;922.0
152.0;-987.0;-53.0;30.0;659.0;3;185.0;-163.0;716;46.0;239.0;897.0
169.0;-994.0;-92.0;61.0;674.0;10;?;-166.0;715;65.0;?;904.0
139.0;-991.0;-66.0;39.0;678.0;6;172.0;-165.0;716;49.0;?;903.0
141.0;-991.0;?;?;696.0;?;175.0;-163.0;712;23.0;?;896.0
144.0;-993.0;-123.0;32.0;697.0;?;180.0;-165.0;713;42.0;?;917.0
148.0;-992.0;?;16.0;717.0;7;176.0;-173.0;717;63.0;392.0;919.0
146.0;-991.0;-85.0;?;722.0;5;178.0;?;715;31.0;461.0;917.0
161.0;-973.0;-116.0;44.0;691.0;9;183.0;-159.0;711;41.0;507.0;934.0
146.0;-973.0;-157.0;40.0;701.0;3;201.0;-161.0;718;43.0;591.0;929.0
156.0;-972.0;-255.0;36.0;723.0;4;194.0;-180.0;718;84.0;610.0;933.0
136.0;-972.0;-214.0;?;727.0;12;199.0;-176.0;711;77.0;664.0;933.0
131.0;-986.0;-198.0;39.0;686.0;0;?;-170.0;723;?;712.0;946.0
?;-985.0;-235.0;43.0;695.0;?;181.0;-171.0;724;?;713.0;885.0
140.0;-986.0;-237.0;-3.0;675.0;-14;186.0;-169.0;?;61.0;752.0;889.0
140.0;-987.0;-209.0;6.0;676.0;1;164.0;-174.0;728;40.0;?;893.0
169.0;-988.0;-226.0;20.0;689.0;-5;189.0;?;724;38.0;819.0;928.0
?;-993.0;-263.0;20.0;?;-12;157.0;-175.0;?;66.0;934.0;932.0
150.0;-999.0;-299.0;-10.0;?;20;135.0;-172.0;749;107.0;914.0;961.0
153.0;-1004.0;-437.0;16.0;701.0;-3;143.0;-174.0;720;78.0;929.0;920.0
159.0;-996.0;-447.0;40.0;?;335;125.0;-178.0;642;64.0;1048.0;891.0
134.0;-1010.0;?;37.0;717.0;392;152.0;-174.0;619;44.0;1007.0;865.0
120.0;-1008.0;-467.0;27.0;746.0;-213;178.0;-177.0;701;31.0;1028.0;879.0
141.0;-999.0;-260.0;33.0;719.0;-242;253.0;-166.0;749;39.0;?;871.0
150.0;-975.0;-172.0;43.0;667.0;?;?;-170.0;752;111.0;1076.0;864.0
158.0;-980.0;-292.0;60.0;803.0;68;271.0;-154.0;768;154.0;1074.0;846.0
154.0;-1002.0;-98.0;61.0;801.0;-27;289.0;-145.0;754;157.0;1046.0;811.0
153.0;-1009.0;151.0;2.0;653.0;-19;321.0;?;736;99.0;1035.0;799.0
140.0;-1032.0;115.0;-13.0;819.0;-7;?;-128.0;742;37.0;1057.0;797.0
165.0;-1026.0;267.0;-58.0;?;11;334.0;?;729;29.0;1041.0;762.0
150.0;-997.0;129.0;-65.0;755.0;12;323.0;-132.0;730;?;1028.0;696.0
129.0;-965.0;57.0;-48.0;818.0;?;348.0;-124.0;?;40.0;1017.0;680.0
132.0;-973.0;64.0;?;766.0;?;411.0;-160.0;732;32.0;?;644.0
131.0;-1000.0;206.0;-39.0;746.0;?;431.0;-219.0;727;20.0;1039.0;622.0
?;?;109.0;?;745.0;-1;443.0;-272.0;721;37.0;960.0;573.0
153.0;-980.0;63.0;-49.0;?;-1;484.0;-257.0;727;13.0;937.0;536.0
157.0;-958.0;60.0;-35.0;685.0;2;502.0;-269.0;723;-1.0;955.0;536.0
146.0;-948.0;84.0;-34.0;669.0;-1;?;-276.0;727;-47.0;963.0;509.0
170.0;-948.0;238.0;-47.0;689.0;-8;519.0;-266.0;729;?;926.0;?
?;?;226.0;-24.0;613.0;-7;538.0;-267.0;721;-30.0;885.0;481.0
151.0;-897.0;?;-36.0;?;-6;567.0;-295.0;734;11.0;882.0;460.0
145.0;-905.0;?;-38.0;586.0;1;578.0;-283.0;?;32.0;917.0;479.0
163.0;-887.0;-536.0;-45.0;?;3;572.0;-340.0;725;?;885.0;478.0
143.0;-868.0;-555.0;?;612.0;-1;559.0;-372.0;723;39.0;852.0;483.0
159.0;-842.0;-538.0;-49.0;602.0;?;567.0;-366.0;723;-19.0;?;461.0
137.0;-816.0;-318.0;-54.0;593.0;?;588.0;?;?;5.0;829.0;448.0
146.0;-812.0;-345.0;-77.0;627.0;-7;582.0;-407.0;736;8.0;845.0;462.0
143.0;-792.0;-166.0;-71.0;581.0;-3;?;-417.0;728;-33.0;808.0;453.0
168.0;-775.0;-130.0;-52.0;576.0;-4;577.0;-421.0;729;-44.0;829.0;452.0
161.0;-759.0;-187.0;-39.0;561.0;-1;605.0;-437.0;732;-23.0;544.0;452.0
162.0;-746.0;-180.0;-69.0;?;3;587.0;-452.0;731;-7.0;159.0;462.0
170.0;-751.0;-119.0;-50.0;?;2;637.0;-477.0;729;-12.0;1220.0;439.0
190.0;-755.0;-74.0;-68.0;511.0;4;615.0;?;724;10.0;765.0;414.0
223.0;-757.0;-96.0;-46.0;515.0;3;582.0;-481.0;727;42.0;?;427.0
?;-748.0;-23.0;?;496.0;-8;560.0;-474.0;734;12.0;841.0;434.0
285.0;-747.0;75.0;-34.0;441.0;-11;?;-483.0;734;1.0;830.0;448.0
276.0;-743.0;10.0;-45.0;474.0;-2;611.0;?;730;-40.0;?;451.0
313.0;-752.0;-36.0;-51.0;453.0;1;?;-484.0;727;12.0;775.0;457.0
288.0;-741.0;-51.0;-72.0;411.0;-3;570.0;-481.0;727;-7.0;770.0;465.0
289.0;-741.0;-84.0;-70.0;?;-5;556.0;-490.0;727;-34.0;?;487.0
133.0;-736.0;-393.0;-45.0;838.0;-7;566.0;-480.0;726;-56.0;718.0;513.0
38.0;-743.0;13.0;-20.0;?;-8;552.0;?;729;-43.0;676.0;531.0
-50.0;-720.0;163.0;7.0;538.0;-8;561.0;-520.0;?;-22.0;672.0;?
-172.0;-717.0;126.0;18.0;489.0;-2;561.0;?;720;29.0;?;550.0
-218.0;-718.0;-244.0;29.0;546.0;9;?;-474.0;713;78.0;652.0;?
?;-731.0;-279.0;2.0;567.0;5;481.0;-478.0;726;73.0;748.0;556.0
-155.0;-736.0;-213.0;-39.0;485.0;?;422.0;-503.0;?;33.0;745.0;546.0
61.0;-739.0;?;-28.0;461.0;1;437.0;-490.0;723;-2.0;687.0;571.0
230.0;-747.0;-268.0;-20.0;462.0;0;478.0;-456.0;726;-29.0;708.0;584.0
?;-749.0;-294.0;-4.0;456.0;0;?;-464.0;727;10.0;724.0;548.0
88.0;-756.0;-355.0;?;386.0;0;431.0;-462.0;726;42.0;756.0;595.0
80.0;-763.0;-493.0;4.0;387.0;0;479.0;-453.0;724;-8.0;793.0;610.0
42.0;-784.0;-684.0;2.0;376.0;2;504.0;-452.0;723;-52.0;711.0;638.0
?;-816.0;?;-9.0;376.0;2;487.0;-466.0;724;-49.0;?;652.0
64.0;-856.0;-1130.0;-16.0;307.0;-4;?;-455.0;734;?;?;703.0
66.0;-840.0;-1337.0;17.0;?;1;426.0;-425.0;729;-42.0;556.0;750.0
98.0;-809.0;-1872.0;16.0;302.0;11;397.0;-378.0;721;?;510.0;871.0
64.0;-816.0;-1929.0;47.0;311.0;-3;268.0;-360.0;741;-24.0;627.0;846.0
70.0;-820.0;-1699.0;58.0;364.0;26;216.0;-390.0;721;46.0;601.0;795.0
53.0;-815.0;-1640.0;11.0;422.0;-9;55.0;-421.0;739;144.0;576.0;?
50.0;?;-1815.0;-60.0;643.0;75;35.0;-410.0;733;35.0;542.0;863.0
49.0;-824.0;-1385.0;?;?;125;?;-410.0;754;0.0;585.0;?
121.0;-833.0;?;49.0;?;510;162.0;-456.0;717;?;575.0;872.0
75.0;-841.0;?;-104.0;534.0;1370;222.0;-447.0;399;200.0;542.0;827.0
54.0;-872.0;-1373.0;-140.0;550.0;725;204.0;-436.0;?;?;485.0;826.0
71.0;-910.0;-1302.0;-27.0;?;-196;182.0;-395.0;702;?;495.0;810.0
?;-978.0;-1231.0;12.0;351.0;59;192.0;-376.0;718;245.0;506.0;855.0
24.0;?;-975.0;-97.0;433.0;?;135.0;-292.0;845;214.0;516.0;901.0
36.0;-1001.0;-817.0;-40.0;456.0;3;125.0;-231.0;886;238.0;482.0;954.0
?;-992.0;-665.0;-32.0;420.0;148;125.0;-117.0;885;336.0;537.0;967.0
?;-976.0;-830.0;-77.0;386.0;208;121.0;-7.0;902;338.0;445.0;?
4.0;-1029.0;-1236.0;-86.0;413.0;239;108.0;-12.0;921;306.0;466.0;935.0
20.0;-1043.0;-1505.0;-63.0;446.0;205;97.0;-117.0;1001;104.0;498.0;898.0
61.0;-976.0;-1681.0;-26.0;500.0;206;?;-137.0;993;-68.0;?;900.0
51.0;-935.0;-1442.0;-20.0;499.0;70;147.0;-136.0;994;-200.0;478.0;905.0
52.0;-918.0;?;-25.0;518.0;41;173.0;-125.0;1035;?;484.0;903.0
7.0;-932.0;-749.0;?;512.0;68;136.0;-158.0;910;-122.0;531.0;904.0
-21.0;-994.0;-596.0;-39.0;456.0;134;?;-143.0;753;-16.0;543.0;866.0
30.0;-1043.0;-558.0;-58.0;431.0;67;117.0;-109.0;807;29.0;?;856.0
52.0;-1064.0;-439.0;-39.0;517.0;-201;124.0;-112.0;990;38.0;564.0;847.0
