InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
429.0;-614.0;?;-351.0;747.0;-394.0;364.0
?;-615.0;673.0;-369.0;752.0;-394.0;366.0
435.0;-617.0;670.0;-392.0;754.0;-396.0;366.0
438.0;-617.0;?;-410.0;752.0;-399.0;363.0
441.0;-618.0;663.0;?;743.0;-397.0;358.0
442.0;-617.0;661.0;-447.0;731.0;-390.0;350.0
440.0;-617.0;660.0;-459.0;715.0;-379.0;336.0
441.0;-617.0;655.0;-468.0;694.0;-369.0;320.0
439.0;-615.0;651.0;-473.0;668.0;-359.0;304.0
429.0;-610.0;?;-472.0;642.0;-347.0;284.0
412.0;-605.0;651.0;-451.0;623.0;-333.0;263.0
?;-598.0;646.0;-416.0;?;-317.0;246.0
393.0;-589.0;639.0;-367.0;600.0;-304.0;229.0
394.0;-578.0;633.0;-324.0;?;-301.0;206.0
400.0;-565.0;628.0;?;566.0;?;182.0
404.0;-554.0;624.0;-236.0;547.0;-311.0;?
405.0;-544.0;618.0;-175.0;531.0;-318.0;143.0
400.0;-536.0;610.0;-109.0;520.0;-334.0;130.0
398.0;-529.0;603.0;-52.0;514.0;-360.0;117.0
399.0;-524.0;595.0;3.0;?;-387.0;106.0
404.0;-521.0;587.0;?;?;-404.0;?
?;-520.0;580.0;95.0;497.0;-407.0;87.0
406.0;-519.0;573.0;135.0;485.0;-401.0;76.0
401.0;-518.0;566.0;169.0;470.0;?;66.0
392.0;-518.0;558.0;187.0;?;-369.0;59.0
376.0;-518.0;550.0;191.0;?;-343.0;55.0
351.0;-519.0;540.0;184.0;424.0;-305.0;48.0
318.0;-518.0;528.0;145.0;412.0;-265.0;?
286.0;-513.0;518.0;?;?;-225.0;32.0
265.0;-507.0;?;68.0;406.0;-188.0;28.0
251.0;-506.0;503.0;2.0;416.0;-158.0;31.0
239.0;-506.0;494.0;-52.0;?;-129.0;37.0
231.0;-509.0;488.0;-109.0;438.0;?;42.0
234.0;-511.0;488.0;-158.0;?;-96.0;46.0
238.0;-512.0;489.0;-200.0;454.0;-94.0;50.0
244.0;-514.0;492.0;-243.0;?;-100.0;56.0
256.0;-516.0;494.0;-279.0;475.0;-112.0;64.0
271.0;-517.0;?;-311.0;486.0;-128.0;74.0
283.0;-517.0;499.0;-328.0;496.0;-146.0;84.0
295.0;-517.0;501.0;-337.0;500.0;-164.0;90.0
305.0;-516.0;503.0;-341.0;499.0;-183.0;92.0
314.0;-515.0;504.0;-338.0;495.0;-199.0;89.0
323.0;-513.0;502.0;?;488.0;-211.0;87.0
?;?;502.0;-335.0;479.0;-216.0;?
328.0;-507.0;504.0;-327.0;?;-217.0;66.0
326.0;-503.0;506.0;-316.0;451.0;?;52.0
313.0;-502.0;511.0;?;434.0;-206.0;39.0
293.0;-500.0;509.0;-231.0;422.0;-196.0;23.0
268.0;?;499.0;-137.0;412.0;-179.0;14.0
241.0;-486.0;489.0;-21.0;402.0;-163.0;-3.0
221.0;-474.0;481.0;116.0;381.0;-155.0;-26.0
214.0;-466.0;473.0;239.0;356.0;-160.0;-47.0
211.0;-458.0;462.0;358.0;342.0;-173.0;-61.0
212.0;-451.0;450.0;439.0;338.0;-184.0;-69.0
209.0;-443.0;439.0;505.0;?;?;-73.0
203.0;?;429.0;569.0;?;-178.0;-78.0
?;-429.0;420.0;?;331.0;-171.0;-84.0
186.0;-425.0;414.0;644.0;324.0;-161.0;-90.0
182.0;-423.0;408.0;664.0;?;-146.0;-97.0
175.0;?;402.0;680.0;314.0;?;-103.0
164.0;-425.0;?;694.0;307.0;-103.0;?
148.0;-426.0;389.0;700.0;301.0;-74.0;-108.0
129.0;-426.0;381.0;686.0;294.0;-43.0;-113.0
?;-426.0;371.0;654.0;289.0;?;-114.0
87.0;-427.0;364.0;601.0;291.0;25.0;-116.0
72.0;-425.0;360.0;536.0;298.0;?;-116.0
48.0;-421.0;357.0;486.0;311.0;95.0;-107.0
37.0;-419.0;355.0;448.0;326.0;134.0;-98.0
37.0;-421.0;?;415.0;338.0;149.0;?
44.0;-425.0;367.0;373.0;346.0;138.0;-88.0
57.0;-429.0;374.0;?;354.0;111.0;?
78.0;-433.0;380.0;262.0;?;80.0;-67.0
105.0;-435.0;385.0;207.0;?;50.0;-54.0
129.0;-436.0;389.0;168.0;393.0;23.0;?
144.0;?;392.0;146.0;400.0;-1.0;-28.0
164.0;-439.0;396.0;125.0;398.0;-18.0;-24.0
174.0;-440.0;398.0;106.0;391.0;-32.0;-28.0
180.0;-438.0;400.0;89.0;380.0;-44.0;-33.0
185.0;-436.0;398.0;87.0;369.0;?;-39.0
?;-433.0;400.0;?;358.0;?;-52.0
179.0;-428.0;399.0;129.0;346.0;?;-64.0
174.0;-421.0;?;166.0;332.0;-53.0;-73.0
163.0;-416.0;396.0;220.0;318.0;-55.0;-88.0
151.0;-411.0;392.0;289.0;302.0;-49.0;-102.0
132.0;-406.0;?;366.0;294.0;-31.0;-108.0
106.0;-397.0;?;459.0;287.0;-6.0;-122.0
84.0;?;372.0;553.0;271.0;14.0;-139.0
74.0;-384.0;364.0;638.0;253.0;21.0;-153.0
72.0;-377.0;355.0;687.0;240.0;16.0;?
73.0;-370.0;345.0;711.0;232.0;4.0;-171.0
73.0;-363.0;338.0;723.0;223.0;?;-178.0
69.0;-357.0;332.0;724.0;212.0;-19.0;-186.0
63.0;-354.0;328.0;714.0;202.0;-25.0;?
58.0;-350.0;?;704.0;193.0;-27.0;-205.0
55.0;-351.0;326.0;698.0;188.0;-26.0;-212.0
54.0;-354.0;325.0;689.0;186.0;-20.0;-213.0
50.0;-361.0;?;681.0;188.0;-10.0;-209.0
44.0;-364.0;316.0;675.0;192.0;5.0;-206.0
38.0;-366.0;310.0;666.0;195.0;24.0;?
29.0;-370.0;303.0;660.0;197.0;?;-201.0
18.0;-374.0;298.0;?;206.0;74.0;-194.0
15.0;-372.0;296.0;614.0;222.0;97.0;-183.0
5.0;-371.0;297.0;587.0;244.0;?;-164.0
-4.0;-374.0;302.0;575.0;264.0;141.0;-144.0
0.0;?;311.0;564.0;281.0;148.0;-128.0
16.0;-390.0;320.0;530.0;294.0;133.0;-117.0
39.0;-399.0;329.0;483.0;306.0;?;-103.0
65.0;-408.0;?;428.0;320.0;70.0;-87.0
93.0;-414.0;345.0;377.0;335.0;41.0;-73.0
?;-419.0;353.0;332.0;?;18.0;-61.0
125.0;-423.0;360.0;297.0;355.0;0.0;-51.0
134.0;-427.0;366.0;273.0;357.0;-11.0;-45.0
142.0;-430.0;370.0;253.0;?;-20.0;-42.0
151.0;-432.0;373.0;231.0;359.0;-29.0;-37.0
?;-429.0;376.0;204.0;?;-37.0;-33.0
160.0;-431.0;?;188.0;361.0;-41.0;-33.0
159.0;-428.0;384.0;177.0;357.0;?;-38.0
157.0;-423.0;?;176.0;347.0;-35.0;-41.0
144.0;-424.0;395.0;188.0;?;-30.0;-54.0
132.0;-426.0;400.0;223.0;330.0;-22.0;-69.0
117.0;-428.0;400.0;276.0;340.0;-9.0;-61.0
105.0;?;403.0;332.0;360.0;-2.0;-53.0
102.0;-436.0;412.0;390.0;375.0;?;-49.0
102.0;-444.0;?;?;388.0;-21.0;-41.0
107.0;-452.0;424.0;466.0;404.0;-44.0;-26.0
116.0;-457.0;429.0;488.0;423.0;-69.0;-11.0
132.0;-462.0;434.0;499.0;443.0;-94.0;4.0
146.0;-467.0;441.0;498.0;?;-118.0;15.0
152.0;-474.0;449.0;488.0;477.0;?;22.0
156.0;-481.0;458.0;479.0;497.0;-146.0;32.0
161.0;-489.0;468.0;471.0;521.0;?;47.0
168.0;?;477.0;465.0;543.0;-148.0;64.0
174.0;-505.0;486.0;450.0;564.0;-145.0;83.0
181.0;-513.0;494.0;434.0;582.0;-139.0;104.0
?;-519.0;502.0;412.0;598.0;-130.0;123.0
193.0;-523.0;508.0;379.0;610.0;-121.0;143.0
206.0;-528.0;508.0;325.0;616.0;-116.0;162.0
228.0;-527.0;509.0;235.0;616.0;-116.0;173.0
233.0;-524.0;512.0;116.0;613.0;-126.0;182.0
221.0;-517.0;521.0;20.0;611.0;-125.0;186.0
208.0;-514.0;530.0;-9.0;609.0;?;192.0
204.0;-518.0;538.0;1.0;605.0;-85.0;198.0
212.0;-527.0;545.0;4.0;594.0;-86.0;206.0
228.0;-535.0;552.0;-15.0;579.0;-112.0;212.0
247.0;?;558.0;-47.0;566.0;-156.0;216.0
262.0;-547.0;563.0;?;561.0;-196.0;223.0
269.0;-550.0;?;-101.0;561.0;-223.0;232.0
?;-553.0;572.0;-117.0;560.0;-241.0;239.0
283.0;-556.0;576.0;-115.0;540.0;-256.0;238.0
289.0;-558.0;578.0;?;532.0;-270.0;?
293.0;-559.0;579.0;-102.0;556.0;-282.0;192.0
295.0;-558.0;580.0;-96.0;?;-290.0;180.0
296.0;-558.0;579.0;-92.0;603.0;?;190.0
299.0;-556.0;580.0;-80.0;638.0;?;196.0
302.0;-554.0;580.0;-68.0;674.0;-296.0;212.0
301.0;-552.0;579.0;-62.0;?;-291.0;244.0
299.0;-551.0;577.0;-53.0;726.0;-280.0;283.0
296.0;-555.0;577.0;-41.0;?;-263.0;328.0
292.0;-561.0;580.0;-20.0;716.0;-244.0;341.0
292.0;-566.0;580.0;1.0;702.0;-231.0;?
296.0;-568.0;577.0;12.0;685.0;-226.0;326.0
301.0;-568.0;574.0;1.0;667.0;-228.0;308.0
301.0;-567.0;572.0;-17.0;650.0;?;290.0
300.0;?;572.0;-32.0;?;-239.0;277.0
299.0;-569.0;574.0;-41.0;638.0;-239.0;280.0
300.0;-568.0;575.0;-47.0;645.0;-236.0;277.0
303.0;-564.0;573.0;-63.0;654.0;-234.0;264.0
307.0;?;567.0;-89.0;663.0;-233.0;244.0
306.0;-552.0;560.0;-122.0;671.0;-227.0;217.0
298.0;-546.0;554.0;-143.0;681.0;-212.0;194.0
286.0;-541.0;547.0;-147.0;689.0;-190.0;174.0
275.0;-537.0;542.0;-130.0;695.0;-168.0;153.0
?;-534.0;536.0;-107.0;699.0;-154.0;131.0
264.0;-531.0;530.0;-96.0;701.0;-152.0;105.0
261.0;-527.0;524.0;-88.0;697.0;-155.0;69.0
257.0;-522.0;519.0;-76.0;687.0;-156.0;25.0
250.0;-515.0;515.0;-52.0;686.0;-154.0;-13.0
240.0;-507.0;511.0;-22.0;684.0;-143.0;-38.0
226.0;-498.0;506.0;17.0;670.0;-132.0;-63.0
213.0;-490.0;502.0;56.0;653.0;-119.0;-94.0
?;?;499.0;?;639.0;-105.0;-124.0
185.0;-471.0;498.0;131.0;622.0;-91.0;-155.0
173.0;-461.0;494.0;165.0;?;-77.0;-183.0
163.0;-452.0;?;189.0;590.0;-63.0;-202.0
153.0;-442.0;475.0;210.0;577.0;-48.0;-219.0
145.0;-434.0;?;220.0;559.0;-33.0;-239.0
136.0;-425.0;?;225.0;539.0;-18.0;-262.0
126.0;-415.0;?;228.0;518.0;?;-286.0
?;-404.0;428.0;233.0;497.0;14.0;?
99.0;-393.0;416.0;247.0;?;32.0;-324.0
84.0;-383.0;404.0;262.0;468.0;50.0;-338.0
71.0;-374.0;393.0;279.0;?;?;-356.0
61.0;-367.0;383.0;295.0;428.0;76.0;-376.0
55.0;-360.0;374.0;305.0;405.0;80.0;-395.0
51.0;-354.0;366.0;315.0;380.0;81.0;-413.0
46.0;-348.0;358.0;329.0;?;?;-433.0
?;-344.0;351.0;347.0;302.0;80.0;-454.0
38.0;-339.0;?;367.0;251.0;81.0;-473.0
36.0;-336.0;336.0;386.0;214.0;81.0;-489.0
33.0;-331.0;327.0;410.0;?;81.0;-499.0
?;-327.0;319.0;424.0;169.0;83.0;-502.0
?;-325.0;314.0;442.0;156.0;87.0;?
20.0;?;309.0;?;150.0;92.0;-507.0
16.0;-322.0;306.0;475.0;141.0;97.0;-509.0
14.0;-321.0;302.0;489.0;131.0;99.0;-512.0
13.0;-321.0;299.0;496.0;123.0;101.0;?
11.0;-319.0;296.0;501.0;116.0;?;-514.0
9.0;-318.0;293.0;502.0;108.0;?;?
6.0;-318.0;292.0;509.0;?;?;-517.0
4.0;-317.0;291.0;512.0;89.0;117.0;-519.0
2.0;-317.0;290.0;510.0;81.0;122.0;-519.0
-1.0;-316.0;290.0;503.0;66.0;?;-515.0
-4.0;-316.0;?;495.0;49.0;133.0;-509.0
?;-317.0;291.0;489.0;33.0;139.0;?
-9.0;-319.0;293.0;487.0;17.0;145.0;-499.0
-9.0;?;295.0;483.0;?;148.0;-496.0
-7.0;-325.0;296.0;471.0;-15.0;147.0;?
-3.0;?;298.0;458.0;-30.0;144.0;-487.0
1.0;-330.0;301.0;?;-47.0;140.0;-483.0
3.0;-333.0;304.0;?;-64.0;137.0;-481.0
6.0;-336.0;307.0;433.0;-75.0;134.0;-479.0
10.0;-340.0;311.0;428.0;-87.0;129.0;-476.0
17.0;?;315.0;424.0;-100.0;122.0;-471.0
22.0;-347.0;317.0;417.0;-109.0;?;-468.0
26.0;-349.0;319.0;411.0;-116.0;110.0;-466.0
28.0;-351.0;321.0;411.0;-124.0;107.0;-463.0
29.0;-352.0;322.0;412.0;-128.0;106.0;-460.0
30.0;-353.0;324.0;413.0;-125.0;105.0;-457.0
30.0;?;325.0;415.0;-121.0;103.0;-452.0
31.0;-354.0;327.0;?;-121.0;101.0;-448.0
?;?;327.0;417.0;-120.0;?;-448.0
31.0;-352.0;327.0;418.0;-117.0;97.0;-450.0
28.0;?;327.0;?;-117.0;99.0;-451.0
24.0;-346.0;327.0;?;-128.0;101.0;-450.0
19.0;-342.0;328.0;435.0;-154.0;104.0;-447.0
14.0;-338.0;331.0;441.0;-178.0;107.0;-446.0
10.0;-334.0;335.0;449.0;-202.0;109.0;-447.0
6.0;-331.0;341.0;453.0;-219.0;?;-439.0
2.0;?;348.0;453.0;-217.0;111.0;-417.0
-2.0;-321.0;354.0;453.0;-188.0;111.0;-384.0
-6.0;-317.0;358.0;454.0;-148.0;112.0;-347.0
-9.0;-316.0;362.0;452.0;-93.0;114.0;-322.0
-9.0;?;368.0;454.0;-30.0;113.0;-302.0
-3.0;-324.0;372.0;444.0;22.0;107.0;-283.0
?;-333.0;377.0;435.0;62.0;98.0;-262.0
18.0;-345.0;383.0;420.0;107.0;86.0;-239.0
31.0;-360.0;391.0;407.0;163.0;74.0;-209.0
47.0;-376.0;399.0;387.0;?;61.0;-172.0
64.0;-394.0;409.0;369.0;281.0;45.0;-131.0
84.0;-412.0;421.0;349.0;317.0;26.0;-93.0
106.0;-432.0;436.0;324.0;344.0;6.0;-56.0
130.0;-455.0;?;292.0;371.0;-18.0;-17.0
158.0;-477.0;471.0;253.0;399.0;-46.0;23.0
191.0;-498.0;489.0;209.0;425.0;-81.0;62.0
227.0;-518.0;507.0;159.0;451.0;-120.0;99.0
259.0;-536.0;?;99.0;478.0;-160.0;131.0
283.0;-548.0;542.0;40.0;502.0;-197.0;?
297.0;-557.0;557.0;-25.0;522.0;-222.0;186.0
305.0;-565.0;570.0;?;538.0;-232.0;200.0
308.0;?;581.0;-111.0;548.0;-233.0;205.0
?;-583.0;592.0;-152.0;552.0;-226.0;205.0
322.0;-591.0;601.0;-203.0;557.0;-220.0;208.0
335.0;-598.0;609.0;-265.0;565.0;-225.0;214.0
349.0;-603.0;?;-332.0;577.0;-234.0;224.0
?;-608.0;628.0;-395.0;589.0;-244.0;?
369.0;?;638.0;-436.0;598.0;-254.0;248.0
378.0;-618.0;?;-457.0;?;-268.0;261.0
389.0;?;660.0;-471.0;612.0;-291.0;275.0
402.0;-629.0;671.0;-479.0;621.0;-323.0;287.0
?;-633.0;681.0;-488.0;633.0;-360.0;301.0
428.0;-637.0;690.0;-490.0;647.0;-396.0;316.0
448.0;-639.0;700.0;-494.0;661.0;-426.0;333.0
463.0;-640.0;708.0;-502.0;674.0;-455.0;?
476.0;-641.0;715.0;-516.0;685.0;-479.0;367.0
483.0;?;721.0;-532.0;696.0;-488.0;383.0
484.0;-643.0;726.0;-546.0;705.0;-485.0;397.0
?;-645.0;731.0;-558.0;713.0;-479.0;?
487.0;-645.0;737.0;-567.0;718.0;-476.0;412.0
493.0;-646.0;744.0;-579.0;722.0;-472.0;416.0
500.0;-649.0;749.0;-593.0;723.0;-467.0;420.0
511.0;-649.0;752.0;-597.0;726.0;-463.0;433.0
523.0;-648.0;755.0;-599.0;736.0;-465.0;455.0
?;-648.0;?;-596.0;751.0;-476.0;475.0
547.0;-646.0;760.0;-586.0;765.0;-496.0;491.0
?;-643.0;763.0;-571.0;776.0;-521.0;504.0
569.0;-639.0;766.0;-549.0;785.0;-551.0;515.0
581.0;?;769.0;-515.0;792.0;?;524.0
596.0;-630.0;773.0;-476.0;798.0;-614.0;533.0
608.0;-629.0;773.0;-442.0;?;-636.0;541.0
618.0;-627.0;774.0;-413.0;?;-659.0;549.0
?;-625.0;?;-378.0;812.0;-681.0;557.0
631.0;?;774.0;-340.0;815.0;-702.0;563.0
634.0;-623.0;773.0;-298.0;817.0;?;568.0
638.0;-621.0;772.0;-263.0;819.0;-730.0;572.0
640.0;?;772.0;-229.0;819.0;-735.0;?
641.0;-616.0;772.0;-202.0;819.0;-738.0;580.0
640.0;-614.0;771.0;-188.0;819.0;-737.0;584.0
?;-614.0;769.0;?;819.0;-731.0;587.0
634.0;-615.0;765.0;-212.0;818.0;?;586.0
631.0;-616.0;762.0;-246.0;814.0;-707.0;583.0
627.0;-610.0;764.0;-299.0;811.0;-688.0;585.0
612.0;-599.0;771.0;?;815.0;-668.0;591.0
?;-595.0;773.0;-412.0;823.0;-646.0;603.0
590.0;-597.0;770.0;-459.0;834.0;-619.0;617.0
580.0;-603.0;764.0;-483.0;845.0;-599.0;628.0
573.0;-607.0;759.0;-496.0;855.0;-594.0;635.0
567.0;-610.0;755.0;-484.0;862.0;-599.0;?
562.0;?;?;-465.0;868.0;?;649.0
557.0;-615.0;751.0;-443.0;873.0;-610.0;656.0
555.0;?;749.0;-432.0;877.0;?;664.0
555.0;-620.0;747.0;-427.0;880.0;-604.0;672.0
564.0;-623.0;746.0;-431.0;883.0;-594.0;678.0
569.0;-626.0;744.0;-444.0;884.0;-580.0;?
570.0;-629.0;743.0;-457.0;884.0;-570.0;681.0
571.0;-633.0;?;?;881.0;-565.0;679.0
572.0;-636.0;743.0;-496.0;877.0;-566.0;678.0
573.0;?;743.0;-520.0;?;-573.0;675.0
577.0;-641.0;742.0;-547.0;869.0;-587.0;669.0
585.0;-646.0;?;-564.0;864.0;-604.0;661.0
592.0;?;741.0;-579.0;?;?;654.0
596.0;-645.0;743.0;?;857.0;-629.0;646.0
599.0;-645.0;747.0;-612.0;?;-632.0;637.0
601.0;?;751.0;-619.0;853.0;-624.0;628.0
602.0;-646.0;753.0;-603.0;851.0;-614.0;615.0
607.0;-646.0;755.0;-568.0;847.0;-611.0;602.0
613.0;-645.0;758.0;-504.0;841.0;-618.0;591.0
?;-645.0;760.0;-423.0;836.0;-629.0;583.0
622.0;-644.0;762.0;-330.0;829.0;-641.0;576.0
625.0;-643.0;763.0;?;823.0;-650.0;569.0
632.0;-642.0;764.0;-183.0;817.0;-660.0;562.0
637.0;-642.0;765.0;-120.0;811.0;-671.0;554.0
638.0;-642.0;764.0;-68.0;804.0;-684.0;545.0
639.0;-645.0;762.0;-27.0;799.0;-693.0;536.0
640.0;?;760.0;-9.0;792.0;-696.0;525.0
638.0;-649.0;757.0;-7.0;785.0;-697.0;514.0
633.0;-649.0;756.0;-29.0;777.0;-694.0;504.0
625.0;-651.0;753.0;-74.0;?;-685.0;492.0
615.0;-648.0;?;-150.0;756.0;-667.0;482.0
596.0;-642.0;759.0;-231.0;752.0;-641.0;479.0
584.0;-638.0;762.0;-301.0;?;-613.0;484.0
573.0;-638.0;763.0;-366.0;763.0;-588.0;496.0
567.0;?;763.0;-421.0;776.0;-572.0;509.0
561.0;-639.0;762.0;-469.0;789.0;?;521.0
555.0;-640.0;?;-501.0;803.0;-568.0;529.0
?;-640.0;762.0;-522.0;815.0;-566.0;538.0
540.0;-640.0;762.0;-546.0;825.0;-561.0;547.0
537.0;-638.0;?;-559.0;834.0;-555.0;554.0
534.0;-638.0;765.0;-570.0;840.0;-549.0;560.0
532.0;-637.0;765.0;-583.0;845.0;?;566.0
529.0;?;766.0;-589.0;847.0;-540.0;?
?;-637.0;766.0;-596.0;849.0;-541.0;575.0
528.0;-637.0;766.0;-596.0;849.0;-546.0;579.0
530.0;-637.0;767.0;-589.0;848.0;-554.0;582.0
533.0;-634.0;770.0;-579.0;846.0;-560.0;582.0
538.0;-630.0;773.0;-572.0;842.0;-568.0;580.0
544.0;-628.0;776.0;-561.0;?;-577.0;?
550.0;-623.0;780.0;-549.0;826.0;-585.0;576.0
553.0;-616.0;785.0;-530.0;822.0;?;577.0
555.0;?;791.0;-503.0;821.0;-603.0;582.0
556.0;-602.0;797.0;-474.0;824.0;-614.0;589.0
554.0;-595.0;802.0;?;828.0;-627.0;594.0
550.0;-590.0;806.0;-391.0;833.0;-639.0;596.0
546.0;-583.0;?;-337.0;838.0;-651.0;597.0
543.0;-575.0;816.0;?;843.0;-662.0;?
538.0;-566.0;822.0;-247.0;849.0;-672.0;606.0
533.0;-555.0;829.0;-205.0;854.0;-683.0;611.0
529.0;-542.0;837.0;-178.0;?;-692.0;618.0
?;-529.0;845.0;-159.0;860.0;-698.0;624.0
513.0;-512.0;855.0;-156.0;862.0;-699.0;631.0
499.0;?;865.0;-164.0;861.0;-698.0;637.0
480.0;-472.0;875.0;-176.0;861.0;-696.0;642.0
457.0;-448.0;887.0;?;861.0;-696.0;646.0
435.0;-422.0;898.0;-223.0;?;-700.0;644.0
412.0;-392.0;911.0;-246.0;859.0;-706.0;640.0
389.0;-360.0;923.0;-273.0;857.0;-710.0;633.0
368.0;-326.0;935.0;-319.0;853.0;-709.0;627.0
?;-287.0;946.0;-364.0;?;-708.0;620.0
326.0;-248.0;956.0;-413.0;853.0;-708.0;?
308.0;-211.0;964.0;-454.0;855.0;-708.0;?
294.0;-176.0;970.0;-478.0;858.0;-712.0;627.0
285.0;?;973.0;-500.0;859.0;?;635.0
282.0;-118.0;?;-515.0;861.0;-727.0;645.0
281.0;-93.0;976.0;-520.0;?;-732.0;658.0
281.0;-71.0;977.0;-518.0;866.0;-734.0;670.0
281.0;-50.0;977.0;-517.0;866.0;-736.0;677.0
280.0;-31.0;977.0;-516.0;867.0;-737.0;?
279.0;-14.0;976.0;-520.0;865.0;-734.0;684.0
277.0;1.0;974.0;-525.0;862.0;-730.0;685.0
275.0;14.0;972.0;?;860.0;-725.0;?
272.0;25.0;971.0;-533.0;859.0;-720.0;682.0
268.0;34.0;971.0;-543.0;864.0;-717.0;678.0
266.0;42.0;969.0;-543.0;879.0;-713.0;680.0
268.0;48.0;968.0;-547.0;880.0;-710.0;688.0
?;52.0;966.0;-555.0;877.0;-708.0;698.0
273.0;55.0;966.0;-553.0;878.0;?;708.0
276.0;?;965.0;-550.0;?;?;713.0
280.0;56.0;965.0;-551.0;875.0;-705.0;713.0
283.0;54.0;965.0;-548.0;875.0;-705.0;713.0
284.0;52.0;965.0;-549.0;874.0;-704.0;711.0
284.0;50.0;965.0;-552.0;873.0;-703.0;711.0
285.0;48.0;965.0;-555.0;870.0;-701.0;712.0
286.0;47.0;?;-557.0;864.0;?;709.0
289.0;45.0;966.0;-559.0;858.0;-700.0;703.0
?;42.0;968.0;-560.0;857.0;-700.0;691.0
296.0;39.0;970.0;-561.0;860.0;?;?
299.0;34.0;972.0;-565.0;848.0;-702.0;655.0
?;29.0;975.0;-562.0;818.0;-703.0;635.0
306.0;24.0;977.0;-563.0;793.0;-705.0;620.0
309.0;21.0;978.0;-565.0;785.0;-705.0;609.0
312.0;19.0;979.0;-564.0;782.0;?;?
?;18.0;?;-564.0;778.0;-704.0;598.0
318.0;17.0;978.0;-566.0;778.0;-702.0;?
319.0;16.0;978.0;-562.0;?;-701.0;602.0
319.0;14.0;?;-559.0;?;-699.0;601.0
318.0;11.0;978.0;-561.0;764.0;-697.0;594.0
317.0;?;978.0;-560.0;762.0;-696.0;588.0
?;4.0;979.0;-569.0;758.0;-693.0;586.0
?;0.0;979.0;-575.0;753.0;-689.0;583.0
316.0;-4.0;979.0;-580.0;754.0;-686.0;582.0
317.0;-6.0;?;?;751.0;-684.0;581.0
?;-10.0;980.0;-586.0;742.0;-682.0;579.0
318.0;-14.0;980.0;-587.0;?;-679.0;579.0
?;-17.0;981.0;-591.0;748.0;-678.0;583.0
316.0;-20.0;?;-590.0;760.0;-677.0;586.0
314.0;-23.0;?;-594.0;?;-676.0;?
311.0;-25.0;981.0;-594.0;798.0;-676.0;593.0
307.0;-23.0;982.0;-595.0;810.0;-676.0;600.0
301.0;-18.0;982.0;?;829.0;-676.0;?
295.0;-12.0;982.0;-592.0;833.0;-677.0;631.0
289.0;-3.0;981.0;-592.0;850.0;-678.0;?
285.0;?;979.0;?;?;-679.0;659.0
282.0;15.0;?;-584.0;899.0;-680.0;?
?;21.0;974.0;-579.0;893.0;?;700.0
285.0;24.0;971.0;?;876.0;-683.0;?
289.0;28.0;970.0;-550.0;865.0;-685.0;712.0
?;32.0;?;-534.0;855.0;-689.0;706.0
297.0;36.0;972.0;-512.0;845.0;-696.0;691.0
300.0;40.0;975.0;-491.0;?;-702.0;673.0
304.0;42.0;978.0;?;825.0;-706.0;652.0
311.0;?;?;-458.0;808.0;?;627.0
320.0;41.0;983.0;-437.0;801.0;-713.0;603.0
330.0;37.0;?;-416.0;797.0;-715.0;584.0
342.0;31.0;?;-388.0;795.0;-718.0;?
353.0;23.0;989.0;-364.0;790.0;-724.0;555.0
363.0;15.0;991.0;-343.0;783.0;-737.0;548.0
372.0;7.0;992.0;-331.0;773.0;-756.0;546.0
379.0;-1.0;992.0;-332.0;761.0;-779.0;547.0
387.0;-9.0;993.0;-352.0;743.0;-804.0;552.0
392.0;-17.0;993.0;-373.0;719.0;-822.0;560.0
393.0;-23.0;993.0;-391.0;699.0;-829.0;568.0
388.0;-29.0;993.0;?;682.0;?;?
377.0;-34.0;992.0;-404.0;665.0;-812.0;565.0
369.0;-37.0;992.0;-411.0;653.0;-794.0;552.0
360.0;-39.0;991.0;-413.0;644.0;-777.0;?
348.0;-39.0;991.0;-412.0;651.0;-764.0;530.0
?;-37.0;?;-405.0;658.0;-750.0;524.0
324.0;-33.0;990.0;-406.0;657.0;?;517.0
314.0;-25.0;989.0;-410.0;656.0;-721.0;505.0
305.0;-16.0;988.0;?;658.0;?;?
297.0;-6.0;987.0;-448.0;663.0;-694.0;496.0
288.0;3.0;986.0;-470.0;?;-681.0;504.0
277.0;7.0;?;-493.0;622.0;-669.0;511.0
269.0;13.0;985.0;-520.0;652.0;-658.0;521.0
263.0;15.0;986.0;-546.0;654.0;-647.0;530.0
258.0;15.0;986.0;-571.0;659.0;-635.0;534.0
?;15.0;986.0;-598.0;?;-624.0;538.0
258.0;14.0;986.0;-619.0;?;-614.0;540.0
260.0;14.0;986.0;?;677.0;-607.0;543.0
262.0;12.0;986.0;-650.0;?;-601.0;546.0
264.0;?;986.0;-656.0;681.0;-599.0;551.0
266.0;8.0;986.0;-658.0;685.0;-598.0;?
267.0;6.0;985.0;-656.0;689.0;-600.0;564.0
267.0;5.0;984.0;?;695.0;?;571.0
266.0;3.0;984.0;-641.0;?;-605.0;572.0
266.0;3.0;982.0;?;700.0;-607.0;572.0
266.0;3.0;981.0;-625.0;706.0;-610.0;572.0
265.0;?;980.0;-619.0;?;?;573.0
