InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit R-SHOE Compass;Accelerometer RKN^ accY;Accelerometer BACK accZ
-288.0;-533.0;-12;402.0;-82;911.0;-598.0
-531.0;406.0;35;637.0;-6;709.0;-795.0
-41.0;-692.0;-94;221.0;-170;951.0;-519.0
-581.0;12.0;9;732.0;6;1094.0;-704.0
-531.0;309.0;55;589.0;-7;889.0;-707.0
-614.0;192.0;91;721.0;-9;934.0;-711.0
-155.0;-580.0;5;272.0;-67;847.0;-585.0
-240.0;-593.0;-79;205.0;174;807.0;-472.0
-297.0;-542.0;-24;319.0;163;826.0;-810.0
-179.0;-561.0;-12;344.0;-81;830.0;-546.0
-316.0;-377.0;-76;280.0;166;744.0;-826.0
-217.0;-549.0;-12;370.0;-80;912.0;-554.0
-241.0;-543.0;-12;386.0;-80;880.0;-532.0
-275.0;-537.0;-12;399.0;-82;906.0;-586.0
-622.0;513.0;75;688.0;-7;987.0;-673.0
-314.0;-408.0;135;303.0;-50;967.0;-931.0
-183.0;-663.0;-29;16.0;-91;1001.0;-456.0
-126.0;-634.0;-81;-28.0;-161;909.0;-582.0
-99.0;-686.0;-7;123.0;-101;1020.0;-759.0
-7.0;-752.0;27;191.0;-61;1342.0;-468.0
-577.0;26.0;91;652.0;-21;917.0;-369.0
