Accelerometer LUA_ accZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LLA Quaternion1;Accelerometer RUA_ accZ
747.0;-527.0;902.0;345.0;-614.0;-37.0;782.0;-532.0;-481.0;64.0
694.0;-387.0;905.0;412.0;-604.0;-51.0;779.0;-514.0;?;95.0
802.0;-437.0;904.0;598.0;-591.0;-64.0;?;-566.0;?;77.0
768.0;-351.0;903.0;459.0;?;-69.0;776.0;?;-487.0;?
805.0;-196.0;899.0;?;-558.0;-77.0;773.0;-651.0;-486.0;110.0
736.0;-132.0;?;442.0;-541.0;-83.0;770.0;-660.0;-483.0;182.0
754.0;-45.0;905.0;422.0;-523.0;-89.0;766.0;-728.0;-476.0;176.0
631.0;86.0;910.0;382.0;-507.0;-95.0;760.0;-584.0;-461.0;162.0
647.0;165.0;915.0;413.0;-491.0;-102.0;754.0;-688.0;-441.0;201.0
554.0;147.0;916.0;362.0;-474.0;?;747.0;-803.0;-419.0;214.0
376.0;221.0;918.0;331.0;-458.0;-114.0;739.0;?;-405.0;182.0
433.0;237.0;918.0;332.0;?;-120.0;731.0;-809.0;-404.0;140.0
392.0;210.0;921.0;323.0;-428.0;-127.0;722.0;-758.0;-410.0;147.0
378.0;?;919.0;300.0;-420.0;-137.0;707.0;-565.0;-423.0;142.0
458.0;53.0;919.0;300.0;-419.0;-148.0;696.0;-426.0;-432.0;113.0
440.0;37.0;?;270.0;-416.0;-155.0;685.0;-583.0;-425.0;?
404.0;-23.0;915.0;225.0;-409.0;-164.0;680.0;-650.0;-431.0;73.0
387.0;60.0;915.0;230.0;-403.0;-174.0;678.0;-251.0;-439.0;69.0
596.0;?;860.0;526.0;-333.0;-297.0;598.0;?;-393.0;-9.0
548.0;-397.0;855.0;539.0;-330.0;-298.0;589.0;-444.0;-390.0;67.0
495.0;-466.0;849.0;549.0;?;-296.0;?;-643.0;-387.0;102.0
470.0;-452.0;844.0;520.0;-316.0;-291.0;574.0;-321.0;-395.0;127.0
437.0;-505.0;839.0;?;-305.0;-284.0;563.0;-448.0;-401.0;158.0
468.0;-418.0;832.0;512.0;-297.0;?;554.0;-490.0;-405.0;150.0
?;-269.0;832.0;502.0;-288.0;?;547.0;?;-416.0;153.0
?;-71.0;824.0;561.0;?;-281.0;542.0;-691.0;-437.0;182.0
?;-29.0;818.0;561.0;-254.0;-286.0;538.0;-562.0;-468.0;171.0
725.0;-75.0;809.0;585.0;-233.0;-288.0;537.0;?;-493.0;210.0
780.0;-81.0;796.0;530.0;-211.0;-287.0;542.0;-452.0;-524.0;155.0
822.0;-107.0;782.0;495.0;-190.0;-287.0;549.0;-408.0;-555.0;151.0
853.0;?;?;560.0;-173.0;-292.0;557.0;-399.0;-578.0;163.0
806.0;-68.0;742.0;545.0;-160.0;-300.0;567.0;-475.0;-595.0;159.0
755.0;-27.0;715.0;569.0;-151.0;-310.0;?;-637.0;-605.0;143.0
813.0;-23.0;684.0;623.0;-140.0;?;588.0;-770.0;-613.0;130.0
732.0;-67.0;650.0;641.0;-127.0;-329.0;?;-845.0;-618.0;129.0
769.0;-14.0;608.0;622.0;-113.0;-339.0;604.0;-896.0;-620.0;112.0
791.0;-2.0;567.0;632.0;-98.0;-355.0;?;-897.0;-624.0;?
878.0;75.0;524.0;684.0;-85.0;-370.0;613.0;-799.0;-624.0;69.0
779.0;191.0;482.0;736.0;-73.0;-384.0;615.0;-796.0;-623.0;115.0
935.0;267.0;438.0;665.0;-65.0;-396.0;?;-788.0;-622.0;145.0
?;331.0;397.0;748.0;-60.0;-408.0;619.0;?;-618.0;125.0
749.0;425.0;357.0;674.0;?;-418.0;?;-721.0;-609.0;128.0
835.0;449.0;322.0;781.0;-58.0;-429.0;624.0;-775.0;-599.0;202.0
787.0;473.0;284.0;753.0;?;-438.0;628.0;-948.0;-583.0;214.0
775.0;462.0;248.0;768.0;?;-445.0;630.0;-1002.0;-581.0;244.0
801.0;456.0;214.0;?;-49.0;-447.0;630.0;-850.0;-583.0;?
825.0;445.0;185.0;702.0;-51.0;-439.0;630.0;-777.0;-571.0;87.0
782.0;417.0;156.0;611.0;-52.0;-426.0;631.0;-940.0;-571.0;249.0
785.0;345.0;133.0;670.0;-61.0;-410.0;633.0;-588.0;-572.0;484.0
826.0;244.0;109.0;568.0;-71.0;-386.0;638.0;?;-562.0;249.0
839.0;169.0;89.0;784.0;-78.0;-355.0;644.0;-937.0;-562.0;174.0
789.0;258.0;63.0;840.0;-85.0;-305.0;652.0;-851.0;-564.0;274.0
842.0;307.0;?;378.0;-92.0;-244.0;659.0;-870.0;-568.0;287.0
861.0;?;9.0;-55.0;-101.0;?;665.0;-717.0;-565.0;270.0
876.0;211.0;6.0;298.0;-110.0;-237.0;671.0;-921.0;-566.0;300.0
836.0;145.0;-1.0;601.0;?;-244.0;678.0;-789.0;-562.0;307.0
844.0;184.0;1.0;339.0;-127.0;-239.0;685.0;-946.0;-555.0;290.0
832.0;275.0;11.0;371.0;-135.0;-240.0;?;-896.0;-546.0;230.0
868.0;189.0;21.0;541.0;-140.0;-239.0;?;-957.0;-536.0;247.0
?;102.0;22.0;400.0;-143.0;-238.0;704.0;-951.0;-533.0;256.0
806.0;92.0;22.0;413.0;-147.0;-241.0;710.0;-913.0;-527.0;205.0
851.0;79.0;29.0;462.0;-149.0;-244.0;714.0;-917.0;-524.0;240.0
730.0;63.0;?;538.0;-151.0;-247.0;717.0;-842.0;-523.0;234.0
712.0;115.0;?;585.0;-154.0;-247.0;719.0;-897.0;-521.0;217.0
737.0;123.0;16.0;475.0;-158.0;-249.0;721.0;-838.0;-518.0;309.0
796.0;?;3.0;599.0;-161.0;-249.0;723.0;-875.0;-513.0;222.0
?;91.0;-14.0;602.0;-164.0;-246.0;725.0;-882.0;-508.0;218.0
791.0;-64.0;-35.0;659.0;-167.0;-243.0;727.0;?;-504.0;152.0
800.0;?;-68.0;?;?;-238.0;728.0;-806.0;-501.0;?
756.0;-120.0;-103.0;326.0;-175.0;-232.0;729.0;-639.0;-498.0;190.0
738.0;-230.0;-134.0;590.0;-181.0;-232.0;732.0;-835.0;-498.0;223.0
787.0;-224.0;-164.0;414.0;-189.0;?;734.0;-764.0;-502.0;180.0
786.0;-236.0;-187.0;673.0;?;-227.0;738.0;-770.0;-505.0;274.0
832.0;-137.0;-210.0;464.0;-209.0;-223.0;741.0;-761.0;-507.0;169.0
842.0;26.0;-233.0;?;-218.0;-222.0;745.0;?;-507.0;134.0
883.0;65.0;-251.0;539.0;-228.0;-218.0;748.0;-773.0;-509.0;268.0
845.0;134.0;-266.0;384.0;-240.0;-216.0;753.0;-702.0;-510.0;199.0
841.0;145.0;-281.0;396.0;?;-214.0;757.0;-775.0;-509.0;203.0
849.0;194.0;-292.0;328.0;-262.0;-218.0;761.0;-802.0;-510.0;218.0
851.0;162.0;-299.0;?;-272.0;-214.0;765.0;-807.0;-508.0;267.0
827.0;172.0;-304.0;362.0;-282.0;?;768.0;-807.0;-509.0;270.0
796.0;165.0;-301.0;?;-292.0;-208.0;772.0;-775.0;?;280.0
?;194.0;-297.0;?;-300.0;-206.0;775.0;-900.0;-503.0;195.0
812.0;240.0;-299.0;488.0;?;-206.0;778.0;-793.0;-501.0;118.0
792.0;240.0;-300.0;445.0;-312.0;-206.0;781.0;-840.0;-497.0;282.0
832.0;205.0;-294.0;424.0;-315.0;-207.0;783.0;-879.0;-493.0;288.0
754.0;66.0;-291.0;411.0;-317.0;-206.0;784.0;-903.0;-492.0;235.0
789.0;41.0;-285.0;486.0;?;-207.0;?;-821.0;-493.0;275.0
807.0;54.0;-273.0;772.0;-319.0;?;786.0;-933.0;-494.0;258.0
818.0;126.0;-274.0;440.0;-321.0;-198.0;787.0;-816.0;-495.0;297.0
776.0;53.0;-270.0;506.0;-323.0;-199.0;787.0;-739.0;-496.0;237.0
785.0;42.0;-269.0;655.0;-325.0;-203.0;787.0;-909.0;-495.0;149.0
795.0;?;-280.0;357.0;-329.0;-212.0;789.0;-781.0;-499.0;?
819.0;-5.0;-282.0;680.0;-334.0;-212.0;790.0;-705.0;-494.0;219.0
808.0;-61.0;-285.0;336.0;-337.0;-205.0;791.0;-834.0;-492.0;266.0
855.0;-165.0;-290.0;534.0;-340.0;-200.0;792.0;-807.0;-488.0;278.0
?;-187.0;-286.0;582.0;-341.0;-193.0;792.0;-827.0;-486.0;163.0
816.0;-19.0;-276.0;439.0;-342.0;-186.0;792.0;-806.0;-482.0;266.0
842.0;29.0;-272.0;566.0;-344.0;-187.0;792.0;-851.0;-481.0;267.0
808.0;77.0;-275.0;523.0;-346.0;-189.0;792.0;-729.0;-482.0;217.0
?;47.0;-275.0;316.0;-348.0;-193.0;791.0;-787.0;-479.0;317.0
?;14.0;-274.0;?;-348.0;-192.0;791.0;-908.0;-482.0;?
785.0;100.0;-282.0;563.0;-351.0;-197.0;790.0;-658.0;-479.0;258.0
866.0;65.0;-290.0;504.0;-354.0;-206.0;790.0;-825.0;?;?
828.0;127.0;-300.0;612.0;-355.0;-206.0;790.0;?;-474.0;108.0
824.0;222.0;-311.0;?;-356.0;-208.0;?;-826.0;-474.0;348.0
804.0;30.0;-310.0;360.0;-357.0;-207.0;790.0;-779.0;-473.0;292.0
808.0;12.0;-308.0;652.0;-357.0;-203.0;790.0;-806.0;-471.0;278.0
810.0;25.0;-317.0;328.0;-360.0;?;789.0;-797.0;-469.0;?
791.0;95.0;-318.0;798.0;-362.0;-206.0;790.0;-891.0;-468.0;163.0
796.0;227.0;-325.0;375.0;-363.0;-207.0;790.0;-818.0;-469.0;310.0
?;?;-325.0;264.0;-364.0;-205.0;790.0;-789.0;?;258.0
777.0;-13.0;-318.0;735.0;-364.0;-201.0;790.0;?;-464.0;?
845.0;-4.0;?;403.0;-366.0;-204.0;789.0;-701.0;?;221.0
831.0;151.0;-322.0;693.0;-366.0;-204.0;790.0;?;-462.0;181.0
808.0;?;-316.0;413.0;-367.0;-205.0;789.0;-796.0;-461.0;219.0
826.0;?;-317.0;457.0;-367.0;-204.0;789.0;-823.0;-462.0;189.0
790.0;94.0;-317.0;579.0;-368.0;-201.0;?;-866.0;-463.0;233.0
?;81.0;-314.0;428.0;-371.0;-202.0;789.0;-706.0;-464.0;256.0
797.0;61.0;-318.0;639.0;-372.0;-202.0;789.0;-851.0;-462.0;172.0
783.0;?;-317.0;426.0;-373.0;-203.0;789.0;?;-464.0;98.0
816.0;174.0;-314.0;576.0;-373.0;-200.0;788.0;-788.0;-461.0;103.0
850.0;189.0;-316.0;414.0;?;-198.0;788.0;-861.0;-461.0;124.0
?;144.0;-316.0;439.0;-375.0;-201.0;788.0;-830.0;-461.0;115.0
?;?;-313.0;528.0;-379.0;-209.0;788.0;-724.0;-459.0;74.0
838.0;264.0;-315.0;511.0;-383.0;-220.0;789.0;-758.0;-455.0;-14.0
817.0;?;?;459.0;-385.0;-231.0;790.0;-832.0;-451.0;-25.0
823.0;153.0;-299.0;510.0;-389.0;?;791.0;?;-449.0;-20.0
835.0;109.0;-279.0;507.0;-392.0;-251.0;792.0;-853.0;-448.0;-19.0
825.0;9.0;?;606.0;-394.0;-255.0;792.0;-861.0;-448.0;-68.0
?;-92.0;-194.0;686.0;?;-255.0;792.0;-825.0;-451.0;-70.0
835.0;-78.0;-140.0;705.0;-402.0;-250.0;792.0;-784.0;-452.0;?
820.0;-64.0;?;688.0;-406.0;-241.0;793.0;?;-453.0;-58.0
?;-76.0;6.0;727.0;-410.0;-232.0;794.0;?;-454.0;-97.0
824.0;-118.0;?;799.0;-413.0;?;795.0;-846.0;?;-69.0
828.0;-72.0;179.0;817.0;-416.0;-218.0;796.0;-836.0;-459.0;-95.0
832.0;-40.0;261.0;843.0;-420.0;-218.0;797.0;-802.0;-462.0;?
817.0;-7.0;327.0;891.0;-423.0;-223.0;798.0;-815.0;-465.0;-119.0
817.0;?;387.0;900.0;-426.0;-229.0;799.0;-807.0;-469.0;-123.0
835.0;4.0;432.0;845.0;-429.0;-238.0;800.0;-780.0;-471.0;-133.0
820.0;33.0;468.0;860.0;-432.0;?;802.0;-789.0;-472.0;-121.0
820.0;24.0;490.0;?;?;?;803.0;-810.0;-473.0;-132.0
841.0;?;505.0;866.0;-437.0;-270.0;804.0;-811.0;-474.0;-152.0
853.0;49.0;509.0;871.0;-439.0;-279.0;805.0;-830.0;-476.0;-132.0
?;62.0;508.0;833.0;?;?;806.0;-832.0;-478.0;-130.0
863.0;75.0;506.0;?;-443.0;-293.0;807.0;-832.0;-481.0;-130.0
825.0;86.0;501.0;787.0;-445.0;-300.0;808.0;-795.0;-484.0;-150.0
845.0;80.0;?;797.0;-446.0;-306.0;809.0;-808.0;-485.0;-128.0
819.0;113.0;505.0;793.0;-448.0;-311.0;809.0;-791.0;-486.0;-122.0
853.0;95.0;505.0;?;-449.0;?;810.0;-809.0;-487.0;-146.0
874.0;27.0;502.0;790.0;-450.0;?;810.0;-825.0;-488.0;?
839.0;40.0;509.0;801.0;?;?;810.0;-827.0;-488.0;-154.0
865.0;57.0;507.0;809.0;-454.0;-329.0;810.0;-791.0;-490.0;-174.0
876.0;34.0;509.0;?;-457.0;?;810.0;?;-490.0;-168.0
856.0;46.0;511.0;815.0;-459.0;-337.0;810.0;-808.0;-489.0;-165.0
?;11.0;512.0;814.0;-461.0;-340.0;810.0;-830.0;-489.0;-130.0
851.0;30.0;512.0;831.0;-463.0;-343.0;810.0;-845.0;-489.0;-152.0
?;16.0;516.0;829.0;-464.0;-347.0;811.0;-851.0;-489.0;-154.0
864.0;10.0;514.0;805.0;-464.0;-349.0;810.0;-838.0;-488.0;?
864.0;20.0;515.0;814.0;-465.0;-351.0;810.0;-854.0;-488.0;-134.0
863.0;-13.0;519.0;815.0;-465.0;-353.0;810.0;-829.0;-488.0;-146.0
893.0;7.0;516.0;801.0;-466.0;-355.0;810.0;-838.0;-489.0;-170.0
891.0;-9.0;517.0;818.0;-466.0;-356.0;810.0;-839.0;-489.0;-150.0
861.0;-16.0;519.0;?;-466.0;-358.0;810.0;-845.0;-488.0;-160.0
873.0;20.0;518.0;812.0;-466.0;-359.0;810.0;-832.0;-487.0;-161.0
900.0;6.0;?;815.0;-467.0;-361.0;810.0;-826.0;-487.0;-169.0
865.0;?;521.0;827.0;-468.0;-362.0;810.0;-827.0;-487.0;-143.0
885.0;-3.0;521.0;818.0;-469.0;?;810.0;-839.0;-486.0;?
884.0;-23.0;521.0;812.0;-469.0;-365.0;810.0;-852.0;-485.0;-143.0
?;-24.0;522.0;802.0;-469.0;-366.0;810.0;-813.0;-484.0;-121.0
888.0;-23.0;?;804.0;?;-368.0;810.0;-822.0;-482.0;-135.0
871.0;-5.0;523.0;817.0;-471.0;-370.0;809.0;-849.0;-482.0;-154.0
884.0;-7.0;527.0;820.0;-471.0;?;809.0;-862.0;-482.0;-148.0
865.0;-7.0;527.0;?;-471.0;-373.0;?;-859.0;-482.0;?
880.0;-22.0;528.0;814.0;-471.0;-374.0;809.0;-848.0;-481.0;-153.0
874.0;-13.0;533.0;826.0;-472.0;-375.0;808.0;-857.0;-482.0;-148.0
901.0;-29.0;?;823.0;-472.0;?;808.0;-847.0;?;-160.0
893.0;-25.0;532.0;819.0;-472.0;-377.0;808.0;-846.0;-482.0;-150.0
892.0;-11.0;533.0;824.0;-472.0;-378.0;808.0;-850.0;-482.0;-160.0
883.0;-12.0;?;814.0;-472.0;-378.0;808.0;-850.0;-481.0;-159.0
893.0;-7.0;524.0;804.0;-473.0;-378.0;808.0;-854.0;-481.0;-149.0
879.0;-45.0;526.0;806.0;-473.0;-379.0;808.0;-857.0;-481.0;-138.0
872.0;6.0;526.0;803.0;-474.0;-379.0;808.0;-849.0;-481.0;-145.0
873.0;-13.0;525.0;813.0;-475.0;-380.0;808.0;-845.0;-481.0;-162.0
849.0;3.0;528.0;808.0;-476.0;?;808.0;-862.0;-480.0;?
858.0;-2.0;525.0;814.0;-476.0;-381.0;807.0;-870.0;-481.0;-171.0
875.0;-9.0;525.0;827.0;-476.0;-382.0;807.0;-847.0;-481.0;-147.0
879.0;-18.0;527.0;819.0;-477.0;-382.0;807.0;-849.0;-481.0;-168.0
871.0;12.0;523.0;800.0;-477.0;-382.0;807.0;?;-480.0;-147.0
848.0;-34.0;522.0;803.0;-478.0;-382.0;807.0;-844.0;-480.0;-154.0
834.0;-1.0;525.0;815.0;?;-382.0;807.0;-845.0;-480.0;-152.0
861.0;7.0;523.0;?;-479.0;-383.0;808.0;-841.0;-479.0;-159.0
846.0;-1.0;521.0;817.0;-480.0;-383.0;808.0;-830.0;-478.0;-142.0
835.0;-9.0;525.0;813.0;-481.0;-384.0;808.0;?;-477.0;?
844.0;-14.0;522.0;818.0;-482.0;-384.0;809.0;-839.0;-475.0;-131.0
856.0;3.0;521.0;821.0;-483.0;?;809.0;-831.0;-474.0;?
864.0;-10.0;521.0;812.0;-484.0;-385.0;809.0;?;-473.0;-127.0
862.0;-34.0;519.0;824.0;-484.0;?;809.0;-826.0;-470.0;-130.0
850.0;-11.0;517.0;837.0;-484.0;-384.0;810.0;-826.0;-469.0;-119.0
860.0;14.0;514.0;852.0;?;-384.0;809.0;-810.0;-467.0;-134.0
855.0;-17.0;499.0;868.0;-485.0;-384.0;809.0;-797.0;-465.0;-124.0
838.0;-1.0;483.0;?;-485.0;-384.0;808.0;-822.0;-462.0;-120.0
827.0;10.0;462.0;901.0;-484.0;-385.0;808.0;-838.0;-459.0;-117.0
830.0;73.0;424.0;892.0;-484.0;?;?;-818.0;-456.0;-97.0
835.0;120.0;382.0;918.0;-483.0;-388.0;805.0;-857.0;-453.0;-85.0
840.0;139.0;332.0;901.0;-482.0;?;803.0;-862.0;-452.0;-65.0
860.0;206.0;270.0;857.0;-481.0;?;802.0;-844.0;-452.0;-66.0
865.0;270.0;210.0;828.0;-480.0;-389.0;800.0;-833.0;?;-50.0
844.0;267.0;149.0;833.0;-479.0;-387.0;?;-826.0;-449.0;25.0
844.0;312.0;?;?;-478.0;-383.0;797.0;?;-448.0;31.0
857.0;310.0;26.0;829.0;-476.0;?;796.0;-852.0;-448.0;31.0
868.0;270.0;-28.0;806.0;-473.0;-368.0;796.0;-858.0;-449.0;75.0
837.0;216.0;-79.0;815.0;-468.0;-358.0;796.0;?;?;135.0
866.0;?;?;702.0;-462.0;-346.0;796.0;-870.0;?;135.0
852.0;111.0;-169.0;714.0;-456.0;-334.0;796.0;-844.0;-455.0;142.0
893.0;96.0;-207.0;660.0;-451.0;-321.0;796.0;-837.0;-459.0;203.0
925.0;81.0;-234.0;565.0;?;-306.0;796.0;-842.0;-463.0;164.0
866.0;8.0;?;553.0;-441.0;-292.0;796.0;-834.0;-467.0;123.0
880.0;-61.0;-274.0;503.0;-436.0;?;796.0;-853.0;-471.0;135.0
854.0;-172.0;-282.0;512.0;-431.0;-272.0;796.0;-847.0;-475.0;127.0
819.0;-191.0;-287.0;506.0;-431.0;-266.0;?;-639.0;?;168.0
?;-284.0;-292.0;?;-429.0;-267.0;?;-933.0;-472.0;158.0
848.0;-372.0;-296.0;627.0;-425.0;-265.0;799.0;-884.0;-473.0;156.0
826.0;-337.0;-293.0;592.0;-422.0;-260.0;800.0;-794.0;-472.0;40.0
834.0;-265.0;-295.0;?;-417.0;-257.0;801.0;?;-467.0;150.0
894.0;?;-294.0;530.0;-414.0;-258.0;802.0;-798.0;-467.0;?
918.0;-203.0;-287.0;630.0;-410.0;-259.0;?;-841.0;-468.0;191.0
873.0;-237.0;-286.0;610.0;-408.0;-258.0;803.0;-864.0;-470.0;249.0
897.0;-197.0;-279.0;819.0;-404.0;-253.0;802.0;-868.0;-472.0;?
903.0;-59.0;-269.0;613.0;-401.0;-240.0;801.0;-879.0;-478.0;245.0
901.0;?;-264.0;643.0;-402.0;-234.0;?;?;-477.0;318.0
904.0;-155.0;-268.0;586.0;?;-229.0;801.0;-899.0;-476.0;178.0
844.0;-176.0;?;408.0;-400.0;-220.0;800.0;-921.0;-480.0;24.0
800.0;-268.0;-267.0;450.0;-399.0;-216.0;798.0;-833.0;-476.0;103.0
810.0;-262.0;-262.0;461.0;-397.0;-216.0;797.0;-906.0;-471.0;214.0
867.0;-295.0;-256.0;355.0;-395.0;-224.0;796.0;-988.0;-470.0;179.0
869.0;-439.0;-247.0;673.0;?;-238.0;796.0;-893.0;-472.0;169.0
897.0;-322.0;-231.0;922.0;-393.0;-245.0;795.0;-812.0;-471.0;291.0
910.0;-83.0;-217.0;?;-389.0;-243.0;795.0;-1010.0;-476.0;319.0
876.0;?;-205.0;588.0;-389.0;-229.0;794.0;-780.0;-487.0;155.0
?;19.0;-195.0;661.0;?;-224.0;794.0;-708.0;-484.0;36.0
?;-78.0;-189.0;?;-394.0;-217.0;794.0;-948.0;-483.0;232.0
855.0;-135.0;-191.0;509.0;-393.0;?;793.0;-868.0;-480.0;?
840.0;-150.0;-189.0;455.0;-391.0;-206.0;793.0;-957.0;-477.0;128.0
826.0;-117.0;-184.0;535.0;-389.0;?;792.0;?;?;174.0
871.0;-108.0;?;?;-386.0;-221.0;792.0;-889.0;-479.0;?
895.0;43.0;-173.0;595.0;-384.0;?;792.0;-893.0;-487.0;184.0
?;51.0;-167.0;586.0;-383.0;-210.0;791.0;?;-485.0;?
850.0;-39.0;-167.0;727.0;-384.0;-203.0;792.0;-845.0;-485.0;234.0
789.0;-71.0;-159.0;565.0;-384.0;-190.0;?;-828.0;-483.0;?
?;-49.0;-151.0;409.0;-384.0;-176.0;792.0;-821.0;?;290.0
?;-160.0;-147.0;533.0;-383.0;-165.0;791.0;-897.0;-478.0;260.0
818.0;-190.0;?;736.0;-379.0;-140.0;791.0;?;-477.0;189.0
820.0;?;-139.0;436.0;-377.0;-104.0;791.0;-844.0;-477.0;213.0
797.0;?;-130.0;142.0;-374.0;-74.0;792.0;-858.0;-479.0;164.0
820.0;-27.0;-113.0;192.0;-372.0;-65.0;792.0;-697.0;-475.0;?
853.0;54.0;-93.0;288.0;-369.0;-68.0;793.0;-880.0;-475.0;281.0
894.0;-50.0;?;479.0;-370.0;-70.0;794.0;-750.0;-476.0;252.0
939.0;-55.0;-64.0;446.0;-368.0;-75.0;794.0;-826.0;-474.0;119.0
?;63.0;-41.0;547.0;-367.0;-84.0;794.0;-876.0;-474.0;214.0
878.0;105.0;-36.0;498.0;-369.0;-93.0;793.0;-749.0;-473.0;271.0
793.0;-42.0;-33.0;537.0;-373.0;-102.0;794.0;-767.0;-470.0;348.0
783.0;-188.0;-34.0;547.0;-375.0;-104.0;794.0;-843.0;-464.0;446.0
783.0;-289.0;-36.0;627.0;-373.0;?;795.0;-999.0;-460.0;183.0
778.0;-179.0;-26.0;451.0;-368.0;-67.0;793.0;-967.0;-457.0;326.0
731.0;-73.0;-10.0;347.0;-362.0;-33.0;791.0;-981.0;-454.0;185.0
818.0;-123.0;-6.0;401.0;-354.0;-2.0;790.0;-933.0;-453.0;222.0
786.0;-149.0;-2.0;-3.0;?;?;789.0;-794.0;-457.0;?
834.0;-74.0;-1.0;343.0;-345.0;4.0;789.0;-636.0;-456.0;349.0
928.0;-24.0;-12.0;304.0;-343.0;-1.0;789.0;-775.0;-455.0;?
910.0;18.0;-21.0;343.0;-342.0;-16.0;789.0;-716.0;-459.0;115.0
?;187.0;-25.0;555.0;-343.0;-41.0;789.0;-742.0;-465.0;130.0
880.0;?;?;112.0;-342.0;-68.0;787.0;-818.0;-474.0;124.0
892.0;163.0;-36.0;860.0;-346.0;-96.0;786.0;-829.0;-485.0;246.0
779.0;38.0;-43.0;-277.0;?;?;786.0;-668.0;-495.0;263.0
753.0;-226.0;-48.0;1051.0;-360.0;-104.0;787.0;-913.0;-485.0;486.0
772.0;-177.0;?;572.0;-357.0;-95.0;787.0;?;-482.0;309.0
761.0;-73.0;-30.0;506.0;-359.0;-71.0;786.0;-708.0;-471.0;?
755.0;52.0;-11.0;522.0;-356.0;-40.0;785.0;-877.0;-454.0;276.0
757.0;50.0;-2.0;636.0;-349.0;-4.0;785.0;-1113.0;-449.0;220.0
843.0;-142.0;3.0;3.0;-342.0;19.0;784.0;-833.0;-458.0;?
838.0;-52.0;3.0;170.0;-341.0;12.0;783.0;-519.0;-465.0;150.0
774.0;51.0;9.0;571.0;-339.0;?;784.0;-733.0;-464.0;135.0
837.0;183.0;18.0;294.0;-336.0;10.0;785.0;-941.0;?;199.0
805.0;165.0;19.0;330.0;-338.0;0.0;785.0;-574.0;-483.0;150.0
854.0;237.0;18.0;278.0;-339.0;-17.0;?;-763.0;-485.0;261.0
?;373.0;28.0;305.0;-339.0;-36.0;784.0;-746.0;-487.0;153.0
783.0;258.0;30.0;844.0;-338.0;-42.0;784.0;-873.0;-484.0;?
789.0;289.0;24.0;312.0;-337.0;-48.0;783.0;?;-484.0;149.0
?;278.0;28.0;594.0;-334.0;-51.0;782.0;-902.0;-490.0;187.0
729.0;289.0;27.0;390.0;-333.0;-54.0;782.0;-889.0;-493.0;149.0
746.0;314.0;37.0;531.0;-329.0;-58.0;781.0;?;-504.0;139.0
743.0;350.0;47.0;486.0;-324.0;-63.0;779.0;-884.0;-514.0;108.0
760.0;371.0;57.0;660.0;-320.0;-69.0;778.0;-876.0;-526.0;?
726.0;231.0;64.0;720.0;-320.0;-74.0;778.0;-770.0;-533.0;121.0
747.0;?;70.0;?;-318.0;-83.0;?;-931.0;?;104.0
720.0;165.0;71.0;673.0;-316.0;-89.0;776.0;-832.0;-542.0;42.0
735.0;54.0;?;711.0;-315.0;-93.0;?;-849.0;-551.0;108.0
745.0;100.0;69.0;632.0;-314.0;-96.0;776.0;-850.0;-558.0;?
773.0;17.0;65.0;589.0;-313.0;-96.0;775.0;-834.0;-563.0;76.0
755.0;4.0;68.0;512.0;-313.0;-99.0;774.0;-845.0;-566.0;57.0
720.0;65.0;79.0;673.0;-311.0;-101.0;774.0;-875.0;-570.0;28.0
757.0;56.0;83.0;708.0;-311.0;-103.0;773.0;-839.0;-574.0;25.0
744.0;16.0;88.0;573.0;-310.0;-105.0;772.0;-871.0;-580.0;31.0
795.0;65.0;99.0;657.0;-308.0;-109.0;771.0;?;-585.0;88.0
?;-16.0;101.0;702.0;-305.0;-114.0;769.0;?;-588.0;43.0
779.0;226.0;110.0;710.0;-301.0;-119.0;767.0;-924.0;-595.0;61.0
802.0;136.0;118.0;695.0;?;-126.0;?;-877.0;?;33.0
828.0;66.0;119.0;680.0;-295.0;-131.0;763.0;-917.0;?;25.0
774.0;39.0;123.0;703.0;-294.0;-136.0;762.0;-875.0;-623.0;61.0
?;-93.0;131.0;708.0;-292.0;-141.0;?;-857.0;-630.0;-47.0
762.0;-111.0;133.0;760.0;-289.0;?;757.0;-879.0;-635.0;36.0
817.0;-203.0;137.0;734.0;-286.0;-151.0;?;-951.0;-640.0;34.0
686.0;-198.0;144.0;694.0;-281.0;-154.0;752.0;-951.0;-646.0;39.0
701.0;-222.0;147.0;690.0;-275.0;-160.0;750.0;-954.0;?;8.0
784.0;-342.0;157.0;928.0;?;-160.0;746.0;-860.0;-652.0;43.0
708.0;-517.0;161.0;757.0;-267.0;-156.0;?;-987.0;-657.0;15.0
767.0;-606.0;160.0;?;-264.0;-150.0;743.0;-901.0;-658.0;79.0
845.0;-616.0;150.0;760.0;-259.0;-147.0;741.0;-924.0;-659.0;71.0
816.0;-633.0;134.0;745.0;-257.0;-142.0;739.0;-784.0;-651.0;18.0
722.0;-653.0;111.0;653.0;?;-142.0;737.0;-938.0;-643.0;47.0
