InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Nav_Ay;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ax
23.0;-9.0;845.0;-6;562.0;12;4;748;4;29
25.0;2.0;858.0;3;564.0;12;18;749;18;21
33.0;4.0;842.0;1;551.0;16;-10;747;-10;19
25.0;96.0;782.0;-2;416.0;17;15;746;15;24
-13.0;22.0;868.0;-1;562.0;16;7;746;7;25
-274.0;563.0;985.0;1766;449.0;10;-35;726;-35;65
36.0;-9.0;853.0;0;556.0;16;-12;747;-12;20
3.0;8.0;860.0;6;561.0;12;-1;750;-1;28
-10.0;-8.0;828.0;-3;541.0;12;-10;748;-10;19
20.0;38.0;854.0;0;573.0;19;1;748;1;23
-129.0;-273.0;959.0;3;294.0;19;-26;672;-26;5
29.0;-19.0;839.0;-6;537.0;21;-22;739;-22;20
3.0;21.0;854.0;-3;554.0;16;10;744;10;22
9.0;3.0;851.0;0;552.0;18;-24;741;-24;18
68.0;-28.0;861.0;-7;551.0;12;4;749;4;21
69.0;-5.0;850.0;-3;551.0;12;-14;744;-14;18
121.0;30.0;859.0;2;519.0;19;-1;740;-1;17
19.0;17.0;849.0;-1;538.0;8;-39;751;-39;21
-56.0;74.0;783.0;2;417.0;14;-4;744;-4;17
527.0;131.0;927.0;1;479.0;21;-24;650;-24;10
-28.0;-108.0;907.0;2;499.0;14;-16;749;-16;21
-32.0;-99.0;793.0;1;420.0;14;-1;746;-1;19
168.0;80.0;782.0;-5;453.0;10;-24;743;-24;17
302.0;-203.0;935.0;261;515.0;17;-39;648;-39;42
-1251.0;-1040.0;947.0;-3;431.0;17;-30;655;-30;1
-318.0;-227.0;717.0;-6;337.0;15;30;652;30;21
102.0;-387.0;942.0;4;388.0;18;-12;755;-12;3
-101.0;-450.0;899.0;4;374.0;9;-9;764;-9;8
52.0;2.0;928.0;-1;559.0;21;-33;648;-33;-6
-112.0;-13.0;946.0;-6;628.0;9;-13;756;-13;7
7.0;49.0;928.0;0;561.0;17;-14;654;-14;-15
-52.0;-12.0;775.0;-15;457.0;18;-24;739;-24;15
-15.0;-3.0;931.0;3;557.0;17;-35;652;-35;-10
36.0;-53.0;802.0;-12;468.0;16;-16;737;-16;19
539.0;-180.0;926.0;-590;484.0;34;-17;672;-17;12
148.0;-199.0;858.0;6;476.0;13;6;745;6;20
-36.0;-34.0;964.0;1;291.0;16;-1;667;-1;40
466.0;-55.0;728.0;-10;228.0;5;-50;677;-50;95
-476.0;-38.0;936.0;-1;406.0;20;-39;661;-39;34
35.0;-28.0;803.0;-1;525.0;10;25;746;25;28
-415.0;-989.0;994.0;-5;470.0;-5;-14;684;-14;27
15.0;-182.0;920.0;-13;293.0;-3;146;691;146;41
113.0;238.0;942.0;0;382.0;10;46;751;46;9
533.0;-189.0;718.0;495;519.0;6;224;736;224;74
48.0;11.0;753.0;-21;598.0;19;0;654;0;-39
214.0;7.0;920.0;1;324.0;20;29;652;29;12
82.0;238.0;802.0;0;415.0;18;16;746;16;18
301.0;-407.0;785.0;-3;417.0;19;5;738;5;16
78.0;106.0;774.0;-3;460.0;18;-11;734;-11;18
0.0;-30.0;924.0;4;572.0;18;-41;658;-41;-5
182.0;-24.0;951.0;0;306.0;17;6;658;6;12
42.0;27.0;802.0;0;532.0;17;10;739;10;19
107.0;-197.0;802.0;10;741.0;26;-21;658;-21;-9
306.0;135.0;948.0;-1;765.0;17;-3;748;-3;12
-87.0;26.0;939.0;4;292.0;13;-23;661;-23;9
-353.0;22.0;869.0;0;319.0;15;20;744;20;22
19.0;129.0;832.0;0;360.0;18;-2;746;-2;26
-322.0;956.0;968.0;7;479.0;19;-22;663;-22;42
-1105.0;-131.0;901.0;2;320.0;13;5;757;5;13
35.0;115.0;821.0;-1;371.0;12;-21;752;-21;21
265.0;-292.0;1038.0;55;533.0;16;78;683;78;1
-105.0;-22.0;802.0;3;537.0;10;11;747;11;25
38.0;-20.0;802.0;5;536.0;11;9;748;9;22
-219.0;-173.0;910.0;30;271.0;16;5;674;5;32
11.0;-13.0;860.0;2;732.0;14;9;741;9;20
-32.0;214.0;786.0;-2;430.0;16;-4;738;-4;16
270.0;-78.0;976.0;6;598.0;25;-23;661;-23;23
-154.0;-64.0;901.0;-1;311.0;11;10;755;10;25
-109.0;440.0;975.0;5;386.0;17;-4;647;-4;6
-120.0;-4.0;859.0;-1;308.0;10;-1;752;-1;23
-40.0;35.0;706.0;17;438.0;20;-38;684;-38;49
7.0;49.0;1034.0;39;247.0;16;-18;665;-18;15
-660.0;646.0;966.0;-992;309.0;64;-15;611;-15;-45
-218.0;-75.0;926.0;3;708.0;12;-4;756;-4;10
-383.0;384.0;970.0;-377;428.0;14;6;661;6;5
-407.0;-568.0;942.0;-589;534.0;38;-57;650;-57;-2
136.0;-53.0;918.0;0;305.0;23;-3;651;-3;13
-194.0;-28.0;988.0;107;570.0;23;-21;660;-21;34
-85.0;11.0;877.0;6;532.0;12;20;745;20;19
-165.0;-325.0;937.0;2;461.0;22;13;649;13;14
362.0;-35.0;783.0;0;410.0;24;-27;673;-27;34
-1.0;12.0;792.0;-1;505.0;12;-40;735;-40;8
64.0;286.0;937.0;0;297.0;20;-23;660;-23;12
-77.0;-209.0;928.0;29;187.0;23;25;664;25;22
364.0;1108.0;917.0;6;378.0;16;2;669;2;28
405.0;-1443.0;930.0;-1;430.0;8;38;659;38;10
-96.0;142.0;957.0;7;185.0;18;21;658;21;-2
-366.0;182.0;816.0;31;742.0;19;-36;661;-36;-16
-368.0;285.0;925.0;-187;1099.0;18;-132;674;-132;-27
78.0;-90.0;966.0;-8;137.0;336;144;548;144;600
32.0;50.0;784.0;0;491.0;40;-41;725;-41;15
138.0;112.0;856.0;7;361.0;15;-11;747;-11;16
-65.0;-5.0;925.0;-7;620.0;18;-33;657;-33;18
665.0;371.0;918.0;-81;209.0;131;1052;745;1052;-92
-700.0;470.0;949.0;-2;426.0;14;-24;662;-24;20
845.0;615.0;874.0;0;381.0;18;-1;742;-1;22
8.0;2.0;800.0;-3;540.0;13;-10;748;-10;24
20.0;4.0;804.0;-7;541.0;11;29;742;29;18
60.0;117.0;907.0;10;253.0;27;-12;626;-12;6
180.0;-59.0;870.0;2;237.0;21;18;657;18;0
-380.0;426.0;965.0;52;500.0;879;14;649;14;65
-425.0;223.0;976.0;50;290.0;16;-118;683;-118;32
339.0;-466.0;1378.0;47;207.0;161;-378;1105;-378;-1497
-84.0;-373.0;672.0;-46;513.0;-840;1675;1411;1675;-67
212.0;-91.0;786.0;0;419.0;17;-20;664;-20;-4
102.0;-580.0;895.0;-44;413.0;15;-10;673;-10;34
