InertialMeasurementUnit LUA magneticY;Accelerometer LUA^ accY;Accelerometer LUA_ accY;InertialMeasurementUnit L-SHOE Compass;Accelerometer LWR accY;Accelerometer RWR accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit R-SHOE Body_Ay
579.0;852.0;1056.0;141;1305.0;877.0;-815.0;446
7.0;769.0;923.0;-168;880.0;726.0;-976.0;468
-123.0;717.0;743.0;-17;622.0;814.0;-803.0;459
-54.0;730.0;804.0;-17;768.0;818.0;-842.0;384
-49.0;744.0;799.0;-17;740.0;801.0;-847.0;384
182.0;740.0;897.0;-168;880.0;773.0;-923.0;843
311.0;944.0;949.0;16;885.0;759.0;-968.0;375
-168.0;846.0;870.0;-98;795.0;736.0;-1117.0;431
143.0;864.0;989.0;143;953.0;624.0;-1096.0;424
296.0;631.0;-749.0;16;-656.0;758.0;355.0;375
-122.0;1198.0;692.0;-47;824.0;542.0;-1346.0;413
529.0;751.0;927.0;7;874.0;519.0;-960.0;626
468.0;811.0;898.0;-225;745.0;329.0;-1026.0;377
308.0;969.0;847.0;137;981.0;378.0;-966.0;405
-371.0;741.0;990.0;14;953.0;840.0;-990.0;445
350.0;1144.0;839.0;132;891.0;812.0;-1310.0;324
440.0;964.0;830.0;11;583.0;592.0;-812.0;402
15.0;824.0;1196.0;-7;1139.0;952.0;-890.0;498
-293.0;1051.0;1005.0;-24;987.0;955.0;-980.0;400
63.0;1038.0;1399.0;-77;1431.0;985.0;-1092.0;475
239.0;759.0;962.0;-127;951.0;927.0;-766.0;302
-79.0;950.0;889.0;-154;756.0;729.0;-963.0;380
174.0;682.0;747.0;23;729.0;792.0;-808.0;382
21.0;1279.0;720.0;-90;824.0;570.0;-1250.0;413
-68.0;959.0;965.0;-153;781.0;716.0;-1017.0;381
47.0;764.0;962.0;18;943.0;1008.0;-876.0;2640
234.0;773.0;971.0;121;754.0;761.0;-1009.0;383
435.0;830.0;1201.0;122;1271.0;1149.0;-828.0;223
531.0;765.0;1038.0;150;990.0;852.0;-825.0;410
394.0;1147.0;867.0;-5;869.0;789.0;-1280.0;875
307.0;937.0;955.0;16;886.0;766.0;-951.0;367
1.0;681.0;858.0;-173;628.0;640.0;-793.0;367
-353.0;875.0;779.0;-155;742.0;846.0;-719.0;550
257.0;962.0;921.0;139;929.0;320.0;-1036.0;375
353.0;1134.0;1175.0;-2;1163.0;603.0;-919.0;251
105.0;908.0;935.0;81;902.0;-236.0;-951.0;375
-669.0;693.0;1012.0;127;990.0;849.0;-1010.0;383
578.0;1214.0;1354.0;174;1025.0;530.0;-894.0;368
-115.0;774.0;770.0;139;608.0;814.0;-747.0;525
125.0;579.0;878.0;77;967.0;397.0;-828.0;539
1.0;910.0;1041.0;-177;890.0;454.0;-908.0;348
317.0;934.0;943.0;16;918.0;768.0;-954.0;366
504.0;678.0;702.0;150;526.0;663.0;-974.0;345
316.0;945.0;943.0;16;861.0;774.0;-945.0;371
519.0;1012.0;973.0;8;1096.0;832.0;-1035.0;391
40.0;707.0;855.0;27;781.0;907.0;-977.0;612
-162.0;906.0;948.0;-45;851.0;937.0;-1048.0;48
-126.0;822.0;947.0;-177;874.0;563.0;-751.0;424
554.0;1012.0;825.0;-11;777.0;727.0;-951.0;401
-74.0;994.0;1045.0;-72;1166.0;626.0;-1144.0;297
264.0;750.0;640.0;26;613.0;629.0;-1036.0;439
738.0;948.0;944.0;168;877.0;772.0;-952.0;376
473.0;795.0;866.0;8;798.0;925.0;-997.0;354
412.0;1081.0;890.0;-5;932.0;1065.0;-964.0;282
-369.0;801.0;1033.0;41;906.0;538.0;-961.0;369
-451.0;886.0;913.0;15;939.0;381.0;-988.0;385
313.0;1020.0;1114.0;173;1324.0;967.0;-1079.0;167
622.0;1063.0;928.0;30;715.0;654.0;-548.0;390
446.0;924.0;475.0;105;159.0;167.0;-380.0;389
-106.0;978.0;1065.0;29;1028.0;342.0;-1078.0;418
650.0;874.0;945.0;171;872.0;500.0;-957.0;377
-378.0;911.0;768.0;-168;575.0;623.0;-734.0;379
393.0;778.0;902.0;109;824.0;705.0;-991.0;1700
541.0;837.0;988.0;8;934.0;723.0;-972.0;642
262.0;1035.0;763.0;132;662.0;642.0;-1317.0;560
-236.0;914.0;946.0;15;892.0;-46.0;-929.0;447
474.0;847.0;920.0;82;643.0;605.0;-917.0;505
400.0;969.0;963.0;74;941.0;-153.0;-991.0;398
158.0;730.0;913.0;14;888.0;809.0;-923.0;371
217.0;950.0;984.0;125;952.0;5.0;-968.0;384
655.0;511.0;-158.0;135;-365.0;-538.0;105.0;843
415.0;988.0;1123.0;179;943.0;1138.0;-1049.0;453
602.0;763.0;1259.0;134;1130.0;909.0;-789.0;298
556.0;873.0;657.0;139;448.0;422.0;-834.0;357
426.0;795.0;929.0;-2;906.0;756.0;-983.0;481
732.0;954.0;983.0;167;900.0;742.0;-962.0;377
